Orthogroup	Acyrthosiphon_pisum	Solenopsis_invicta
OG0000075	XP_029341252.1	XP_011166492.1
OG0000076	XP_029348282.1, XP_016664554.1, XP_016664857.1, XP_008189029.1	XP_039312428.1, XP_011164066.1
OG0000076	XP_008182501.1	XP_039310746.1
OG0000077	XP_001945190.2	XP_039302621.1, XP_039302625.1, XP_039315173.1, XP_039315174.1, XP_039315175.1, XP_039310516.1, XP_039315171.1, XP_039315172.1, XP_039302627.1, XP_039302624.1, XP_039306266.1, XP_039309147.1, XP_039309148.1, XP_039309146.1, XP_039306562.1, XP_039306405.1, XP_039303879.1, XP_039303880.1, XP_039308266.1, XP_039308272.1
OG0000077	XP_008187030.1	XP_039304084.1, XP_039313109.1, XP_011160421.1, XP_039312541.1, XP_039312459.1, XP_039312511.1, XP_039312512.1, XP_039312737.1, XP_039312644.1, XP_025993195.1
OG0000079	XP_001952588.1	XP_025987034.1, XP_025987035.1
OG0000080	XP_001952817.1, XP_003241505.1	XP_039313662.1, XP_011161097.1, XP_011161096.1
OG0000080	XP_003240094.1	XP_011173727.1
OG0000081	XP_016660637.1, XP_003245950.2	XP_039314714.1, XP_039314329.1, XP_025987230.1, XP_039314328.1, XP_039314324.1, XP_011174507.3, XP_025987271.2, XP_011174500.3, XP_025987228.1, XP_025987227.1, XP_025987226.2, XP_039314403.1, XP_039314406.1, XP_039314405.1, XP_039314325.1, XP_025987223.2, XP_039314716.1, XP_025987270.2
OG0000084	NP_001155431.1	XP_011155841.2, XP_011155844.1, XP_039310256.1, XP_011155840.3
OG0000084	NP_001155786.1	XP_011155335.1
OG0000085	XP_029346873.1, XP_008179773.1, XP_001948387.1, XP_029346867.1, XP_029346870.1	XP_025987478.1, XP_025987477.1
OG0000086	NP_001155379.1, XP_016661052.1, XP_016662788.2, XP_001951510.1, NP_001155766.1, XP_008182375.2, XP_016663261.1	XP_039314702.1, XP_039314703.1, XP_039314704.1, XP_039314705.1, XP_025990739.2
OG0000086	XP_001950197.2	XP_011160046.2, XP_039311358.1, XP_039311357.1, XP_025989233.2
OG0000087	NP_001155638.1, XP_001944024.1, XP_016657705.1, XP_001945443.2, XP_001948828.1, XP_001950581.2	XP_025989498.1, XP_011170042.2
OG0000088	XP_003247935.1, XP_016663969.1, XP_016664063.1, XP_029342933.1, XP_029348307.1, XP_029346584.1, XP_016661857.1, XP_016662464.2, XP_029342768.1, XP_029341200.1, XP_029346291.1, XP_008188258.2, XP_008179322.1, XP_029346118.1, XP_029346119.1, XP_029346120.1, XP_029346121.1, XP_029346122.1, XP_016664219.1, XP_016664222.1, XP_016664209.1, XP_016664208.1, XP_029346156.1, XP_016663761.1, XP_029342099.1, XP_008187921.2, XP_029341624.1, XP_029341315.1, XP_029341386.1, XP_008181127.1, XP_008186422.2, XP_029346035.1, XP_008186424.1, XP_016658637.1, XP_029341383.1, XP_029345190.1, XP_001947287.2, XP_029341316.1, XP_029341314.1, XP_016658366.2, XP_008181140.1, XP_016658368.2, XP_029348141.1, XP_016665001.1, XP_016658431.1, XP_029345338.1, XP_029341201.1, XP_029347594.1, XP_029342066.1, XP_029342299.1, XP_029343860.1, XP_008188293.1, XP_001951370.3, XP_016659573.1, XP_029344713.1, XP_029348332.1, XP_029344714.1, XP_008183072.2, XP_016658234.1, XP_029341287.1, XP_016658035.1, XP_016658036.1, XP_008180744.1, XP_003242965.1, XP_016657562.1, XP_016658130.1, XP_016657237.1, XP_008186058.1, XP_016662378.1, XP_001943952.3, XP_029345667.1	XP_025996218.1, XP_039311698.1
OG0000091	XP_001950393.1, XP_001950205.1, NP_001155602.1, XP_008178940.1, XP_008178955.1, XP_001950277.2, NP_001156567.1, NP_001156102.2	XP_011175219.1, XP_011175223.1, XP_011175233.1
OG0000092	XP_001947820.1	XP_011165503.1, XP_011175720.1, XP_011175721.1, XP_011175719.1, XP_011162964.1
OG0000093	XP_016662984.1, XP_008187890.1	XP_011169943.1, XP_011174429.2, XP_039309916.1, XP_039304381.1, XP_039303396.1, XP_025991744.2, XP_039309657.1, XP_025997554.2, XP_039302323.1, XP_039302122.1, XP_025997695.2, XP_039308825.1, XP_039312413.1, XP_039313509.1, XP_039303479.1, XP_011161917.1, XP_039303354.1, XP_011164915.1, XP_011162834.1, XP_011157346.1, XP_039302213.1, XP_039306021.1
OG0000094	XP_001948596.2	XP_039302038.1, XP_039302037.1, XP_039302036.1, XP_025991363.1, XP_039303166.1
OG0000097	XP_001948740.2, XP_008182369.1, XP_029347936.1	XP_025987027.1, XP_025987029.1, XP_039302265.1, XP_025987030.1, XP_025992182.1, XP_011159441.1
OG0000098	NP_001153821.1, XP_008189785.1	XP_025996352.1
OG0000099	XP_001945365.2	XP_039314446.1, XP_025989491.1, XP_025989492.2, XP_039314447.1, XP_011166692.1, XP_039301759.1, XP_039301757.1, XP_039301758.1, XP_039310390.1, XP_039314464.1, XP_039314463.1, XP_039311961.1, XP_039311641.1
OG0000099	XP_001945213.1	XP_039314426.1
OG0000099	XP_001951744.1	XP_011164670.2
OG0000101	XP_001950980.2, XP_001945570.2	XP_011159599.3
OG0000101	XP_001952301.1	XP_025989569.1
OG0000102	XP_001946994.2	XP_025989688.2, XP_025989699.1, XP_011164886.1, XP_011164887.1, XP_039303339.1, XP_039303337.1, XP_025989702.1, XP_025989701.1, XP_025989700.1, XP_011164888.1, XP_025989703.1
OG0000103	XP_003248994.1, XP_003243120.1	XP_011161367.1, XP_011161334.1
OG0000104	XP_008184553.1, XP_008182035.1, XP_008180299.1, XP_008184879.1, XP_008180216.1, XP_008178606.1	XP_025997818.2, XP_011174808.3
OG0000105	XP_008181126.1, XP_029342287.1, XP_016664909.1, XP_008181480.1, XP_008181641.1, XP_008187105.1, XP_008183455.1, XP_008178153.1, XP_008181855.2, XP_008180151.1, XP_008180159.1, XP_008189948.1, XP_029348472.1, XP_008180160.1, XP_008180372.1, XP_008187636.1	XP_039310031.1, XP_039303471.1, XP_039310412.1, XP_039306389.1, XP_025997867.2, XP_039310743.1, XP_039310753.1, XP_039313503.1, XP_039301769.1, XP_039312987.1, XP_025995502.1, XP_011166079.2, XP_039303450.1, XP_039312390.1, XP_039310739.1, XP_039315286.1, XP_039312441.1, XP_025987801.1, XP_039309125.1, XP_039313023.1, XP_039303458.1, XP_039309067.1, XP_039304369.1, XP_039315571.1, XP_039303518.1, XP_039303508.1, XP_039303373.1, XP_025997523.1, XP_039307882.1, XP_025996893.2, XP_039312414.1, XP_039309056.1, XP_039307970.1, XP_011162286.1, XP_011174022.1, XP_011166552.2, XP_011162411.1, XP_011172228.1, XP_011171549.1, XP_011170860.2, XP_025996956.1, XP_011168888.1, XP_039309061.1, XP_011173815.1
OG0000107	XP_008180898.1, XP_008182430.1	XP_039312138.1, XP_039303442.1, XP_039312990.1, XP_011172705.3, XP_039303394.1, XP_011165454.2
OG0000107	XP_029341661.1	XP_039304368.1, XP_039305207.1, XP_039315443.1, XP_039315444.1, XP_039306758.1, XP_039306315.1, XP_039315665.1, XP_039315620.1, XP_039305556.1
OG0000107	XP_029348199.1, XP_029348361.1, XP_008190170.1, XP_008189564.1, XP_016656414.1, XP_008189275.1, XP_008189904.1, XP_029342294.1, XP_008181050.1, XP_029343290.1, XP_029347724.1, XP_016660457.2, XP_029341084.1, XP_008183256.1, XP_029348215.1, XP_008178928.1, XP_029348381.1, XP_029344671.1, XP_008178550.1, XP_016655741.2	XP_039315020.1
OG0000108	XP_001946492.1, XP_029345668.1, XP_016661558.1, XP_016661557.1, XP_001952406.2	XP_025985914.1
OG0000109	XP_001947883.2	XP_011157413.1, XP_011157412.1
OG0000112	XP_001944328.2	XP_025989590.2
OG0000113	XP_001945521.1, XP_008179297.1, XP_003245917.1, XP_029344235.1, XP_029344236.1	XP_011169897.1, XP_011176341.1, XP_011176387.1
OG0000115	XP_001952040.2, NP_001156113.1, NP_001280393.1, XP_008184829.1, NP_001313601.1, XP_016662440.1, NP_001156063.1	NP_001291541.1, XP_011165645.2, XP_011165643.1, XP_011165649.2, XP_011165650.1
OG0000117	XP_001947242.1	XP_011157894.1
OG0000117	XP_001945228.1	XP_011170972.1, XP_011170971.1
OG0000118	XP_029341141.1, XP_008185311.1, XP_008187147.1, XP_029348257.1, XP_029348362.1, XP_008182359.1, XP_029343705.1	XP_011169789.1, XP_039310497.1
OG0000118	XP_008187919.1	XP_039310529.1, XP_039312202.1, XP_039312203.1, XP_039302436.1, XP_011170400.3, XP_039306067.1
OG0000118	XP_008183318.1, XP_008178708.2, XP_003244711.3	XP_039312190.1
OG0000118	XP_029343559.1, XP_008182581.1, XP_029342924.1, XP_029341532.1	XP_039307181.1, XP_039307180.1, XP_039305761.1
OG0000119	XP_001950896.2, XP_001946809.2	XP_039303820.1, XP_025988519.1, XP_011160452.1, XP_011160472.1, XP_039303816.1, XP_011160453.1, XP_011160457.2, XP_011160459.1, XP_011160469.1
OG0000120	XP_008183102.1, XP_008183682.2, XP_001946812.2, XP_016660349.1	XP_011175144.2
OG0000121	XP_008183345.1, XP_029345745.1, XP_008188786.1	XP_039309060.1
OG0000121	XP_029348186.1	XP_039311335.1, XP_025991788.2
OG0000121	XP_003241093.1, XP_003240188.1, XP_016664577.1, XP_008188998.1, XP_008187751.1	XP_039303575.1
OG0000121	XP_016665078.1	XP_039309981.1, XP_011171563.3
OG0000121	XP_029340963.1, XP_029340913.1	XP_039311944.1, XP_039311858.1
OG0000121	XP_016655922.1, XP_029345005.1	XP_011164982.1, XP_039307617.1
OG0000121	XP_029340994.1, XP_029348023.1	XP_025994706.1, XP_039306767.1, XP_025987524.1
OG0000121	XP_016662565.1, XP_008180195.2, XP_008188564.2, XP_008189991.1, XP_008188289.1	XP_025987958.2, XP_025997045.1, XP_039306037.1, XP_039308183.1, XP_011174155.3, XP_025997652.2
OG0000122	XP_029345164.1	XP_039310041.1
OG0000122	XP_029345159.1, XP_001942872.1	XP_025995487.2, XP_011173307.2
OG0000123	XP_001944241.1	XP_011169664.1
OG0000124	XP_001946145.1, XP_029344203.1, XP_016657907.1, XP_003240297.1	XP_039302015.1
OG0000125	XP_029343174.1, XP_029343175.1	XP_011166830.1, XP_011166831.1, XP_039307624.1
OG0000126	XP_029344350.1	XP_011155410.1, XP_039309160.1, XP_039309158.1, XP_025990026.1, XP_025990027.1, XP_025990024.1
OG0000127	XP_008184238.2, XP_008185467.1, XP_008185468.2, XP_001944157.3, XP_001947156.2	XP_011165176.1, XP_039307622.1, XP_025994182.1
OG0000127	XP_016661891.1	XP_039307613.1, XP_039307615.1
OG0000128	XP_008188521.1, XP_016657782.1, XP_008189685.1, XP_008184134.1, XP_008178513.1, XP_029348364.1	XP_039306786.1, XP_039312393.1, XP_039309505.1, XP_039313498.1, XP_039306739.1
OG0000128	XP_029341219.1, XP_008185930.1, XP_029348270.1, XP_008182354.1, XP_029346138.1, XP_029341006.1, XP_029340934.1, XP_008180083.1, XP_008186851.1	XP_025988163.2, XP_039303559.1, XP_039306752.1
OG0000128	XP_029343301.1, XP_008189791.1	XP_039303482.1, XP_011174706.1
OG0000128	XP_008188404.1, XP_008185634.1, XP_008181540.1	XP_039315251.1
OG0000128	XP_008187091.1, XP_008178668.1, XP_029343946.1, XP_008189392.1, XP_008184893.1	XP_039310402.1
OG0000128	XP_008186326.1, XP_008188684.1	XP_039311972.1, XP_039313520.1, XP_039303522.1, XP_039314690.1, XP_039311326.1
OG0000128	XP_008189767.1	XP_025997681.2, XP_039308691.1
OG0000128	XP_008181532.1, XP_029347900.1	XP_039308809.1
OG0000128	XP_008178729.1	XP_039303517.1
OG0000128	XP_029344886.1, XP_016661697.1	XP_039301924.1, XP_011164071.2
OG0000129	XP_029342557.1, XP_003243980.1, XP_008182280.1	XP_039310447.1, XP_039310449.1, XP_039310448.1, XP_025991275.2, XP_025991277.2
OG0000130	XP_008188212.1	XP_039309465.1
OG0000130	XP_029347188.1	XP_025991693.1, XP_025991692.1
OG0000131	NP_001119635.1	XP_011159624.1
OG0000131	XP_001944342.1, NP_001280296.1	XP_011168548.1, XP_011168539.1
OG0000132	XP_001944867.2, XP_008188761.1	XP_039305040.1, XP_011175354.1, XP_011162113.1
OG0000133	XP_001947717.2, XP_029346829.1	XP_025988235.1, XP_025988236.1, XP_039308247.1, XP_039308246.1, XP_039303648.1
OG0000134	XP_016656058.1	XP_011160707.1
OG0000135	XP_008183617.1, XP_016660307.1, XP_008183620.1, XP_008183619.1, XP_016660306.1, XP_029348611.1	XP_025991427.1, XP_011168086.1, XP_025992521.1
OG0000137	XP_029345533.1, XP_029345535.1, XP_029345534.1, XP_001949204.1, XP_008183005.1, XP_008183006.1, XP_001951358.1, XP_001943488.1	XP_039302269.1, XP_011164282.1, XP_025987902.2, XP_011171988.2, XP_011171990.2, XP_011171989.2
OG0000138	XP_029344015.1, XP_029344014.1, XP_029344016.1, XP_001948700.2	XP_011156769.2
OG0000139	XP_001949990.1	XP_011163331.1, XP_011163323.1, XP_011163250.1, XP_011163312.2, XP_025992297.2, XP_039315649.1, XP_039315647.1, XP_039301829.1, XP_039315650.1, XP_039302240.1, XP_039302238.1, XP_039302239.1, XP_025994094.1, XP_039304648.1, XP_039304661.1, XP_039304659.1, XP_039304653.1, XP_039304655.1, XP_039304654.1, XP_039304658.1, XP_039304657.1, XP_039304656.1, XP_039304652.1, XP_039304651.1, XP_039304649.1, XP_039304664.1, XP_039304665.1, XP_039304663.1, XP_039304662.1
OG0000140	XP_001950680.1, XP_029341066.1, XP_003245538.1, XP_003244834.1	XP_039311174.1
OG0000141	XP_029343859.1	XP_011172931.2, XP_011173169.1
OG0000143	XP_008183821.1, XP_001945042.2	XP_011158940.1, XP_011158941.1
OG0000146	NP_001119627.1	XP_011158610.1, XP_011163024.1, XP_011163029.1, XP_011157598.1
OG0000147	NP_001119678.1	XP_039307845.1, XP_025987816.1, XP_039314750.1
OG0000148	XP_029345878.1	XP_011163667.1
OG0000148	NP_001156835.1, XP_003240422.1, XP_029348200.1, XP_008186069.1, XP_008187270.1, XP_029341856.1, XP_008185892.1, XP_016659824.2, XP_029340969.1, XP_029348101.1, XP_008180516.1, XP_016664821.2, XP_029346337.1, XP_008181692.2, XP_003243638.3, XP_008179706.1, XP_008178788.1, XP_029348541.1, XP_029348708.1, XP_029342283.1, XP_029341950.1, XP_029340955.1, XP_029340924.1, XP_029343615.1, XP_008188526.1, XP_029348173.1, XP_029341614.1, XP_008185396.2, XP_008181590.1, XP_008189107.1, XP_008182357.1, XP_008185161.1, XP_029340953.1, XP_008179141.1, XP_029345792.1, XP_029345879.1, XP_029342181.1, XP_008185846.1, XP_008184116.1, XP_029344580.1, XP_029347767.1, XP_008183614.1, XP_008185925.1, XP_008189638.1, XP_029340930.1, XP_008190126.1, XP_008181079.1, XP_008184292.1, XP_008189388.1, XP_008180592.1, XP_029342513.1, XP_029348432.1, XP_029348004.1, XP_008185293.1, XP_008185431.1, XP_008179753.1, XP_029341464.1, XP_008190257.1, XP_008190256.1, XP_029348140.1, XP_016656598.1, XP_008185437.1	XP_039307843.1, XP_039304920.1
OG0000149	NP_001233210.1, XP_008189229.1	XP_011168700.1
OG0000149	XP_001945852.2	XP_039303906.1, XP_011168707.2, XP_011168703.2, XP_011168705.2, XP_011168706.2, XP_011168701.2
OG0000150	XP_003241608.1, XP_001943456.1, XP_008178725.1, XP_008178726.1	XP_011156682.1, XP_025991203.1, XP_011156666.1, XP_011156673.1, XP_025991204.1
OG0000151	NP_001232992.1	XP_011167344.2
OG0000152	XP_001950609.1	XP_011159593.1, XP_011159592.1
OG0000153	XP_001952790.2	XP_025991417.2
OG0000154	XP_029348690.1, XP_029346266.1, XP_016657976.1, XP_029348689.1	XP_039306572.1, XP_011172804.1, XP_039306683.1
OG0000156	XP_016659611.1	XP_039313051.1, XP_039313052.1, XP_011167313.1, XP_011167314.1, XP_011167312.1
OG0000160	XP_001951963.1	XP_025995468.2
OG0000160	XP_008184790.2, NP_001280442.1, XP_001944828.2, XP_001944881.1, XP_029342333.1, NP_001280272.1, NP_001233238.1, XP_008184532.1, XP_029342331.1, NP_001280469.1, XP_029341215.1	XP_039307899.1
OG0000161	XP_001950765.1	XP_011171818.2, XP_011157167.1, XP_011171836.1
OG0000162	XP_008186164.1, XP_029342674.1	XP_011158164.1
OG0000162	XP_016657938.1, XP_008180629.1	XP_025990139.1
OG0000163	XP_016657074.1, XP_029347854.1, XP_029342845.1, XP_016658164.1, XP_029345834.1, XP_016656576.1, XP_029347331.1, XP_016659815.1	XP_039308609.1, XP_025995107.1, XP_039314688.1, XP_025985726.2, XP_039310227.1, XP_039305119.1, XP_039308588.1, XP_039313530.1, XP_039305423.1, XP_039308364.1, XP_039302748.1, XP_039307028.1, XP_039302949.1, XP_039309116.1, XP_039306857.1, XP_039302182.1, XP_039302778.1, XP_039302725.1, XP_039315256.1, XP_025990842.2, XP_039310495.1, XP_039306670.1, XP_039305300.1
OG0000163	XP_029341157.1	XP_039308704.1, XP_011166518.2, XP_039304837.1
OG0000164	XP_016661577.1	XP_011175603.2, XP_039313027.1
OG0000165	XP_029343832.1	XP_011162664.1, XP_011162665.1, XP_025987522.1, XP_025987521.1
OG0000165	XP_029343481.1	XP_011173553.1
OG0000166	XP_029347644.1, XP_029347638.1, XP_029347646.1	XP_025986750.2, XP_025986751.2, XP_039305072.1, XP_039305077.1
OG0000169	XP_016663900.2, XP_001944382.3	XP_011166801.1, XP_011166805.2, XP_011166806.2
OG0000170	XP_008188310.1	XP_011161394.2
OG0000170	XP_029343183.1	XP_011161401.1, XP_011161396.1, XP_011161392.2, XP_011161398.1
OG0000171	XP_029345553.1	XP_011160261.1, XP_039309768.1, XP_011160941.1, XP_039309770.1, XP_011160937.1, XP_011160936.1
OG0000173	NP_001233019.1	XP_025993243.1, XP_011165836.1, XP_039304290.1, XP_011165837.1, XP_011165835.1
OG0000174	XP_008185372.1, XP_008189584.3, XP_008183684.1, XP_001944323.1, XP_008186867.1, XP_029343098.1, XP_029343097.1	XP_025991237.1, XP_025991236.1, XP_025991235.1, XP_025991234.1, XP_025991233.1, XP_039302167.1, XP_039302166.1
OG0000175	XP_029344556.1, XP_001951192.1	XP_039302006.1, XP_039302007.1, XP_011157853.1
OG0000177	XP_016657898.1, XP_008180564.2	XP_025993788.1
OG0000177	XP_001952775.1	XP_011167661.1
OG0000179	XP_003240433.1	XP_039308745.1
OG0000179	NP_001155435.1, NP_001280333.1	XP_011164111.1
OG0000180	NP_001232980.1	XP_011166951.1, XP_011166952.1, XP_025986052.1, XP_025986051.1
OG0000181	XP_029343194.1, XP_001948653.1	XP_025994298.1, XP_025994299.1, XP_039312812.1, XP_039312813.1, XP_011169149.1, XP_011169148.1
OG0000182	XP_003241873.1	XP_011171027.1, XP_039307169.1, XP_039307168.1, XP_039307167.1, XP_039307166.1, XP_025991013.1
OG0000183	XP_016663191.1, XP_016662030.1	XP_011173713.1, XP_011173715.1, XP_025992667.1
OG0000184	XP_029341516.1	XP_039308158.1, XP_039308138.1, XP_039308136.1
OG0000185	XP_029344304.1	XP_011158491.1, XP_011158492.1, XP_039315703.1, XP_039315704.1, XP_039315705.1, XP_039315702.1
OG0000188	XP_029344969.1, XP_029345698.1	XP_039308892.1, XP_039308891.1, XP_039308889.1, XP_039308888.1
OG0000188	XP_001944994.1	XP_011168465.1
OG0000189	XP_029345137.1, XP_008180387.1, XP_029345828.1	XP_011170993.1, XP_039306223.1
OG0000190	XP_008187339.1	XP_011166168.1, XP_039304064.1, XP_025988559.1
OG0000191	XP_029346818.1, XP_016659446.1, XP_029346152.1, XP_029344343.1, XP_029342439.1	XP_039315120.1, XP_011164616.2
OG0000192	XP_029345853.1	XP_039310511.1, XP_039310512.1, XP_039310513.1, XP_039310514.1, XP_025989114.2, XP_025989113.2, XP_011155855.2
OG0000196	XP_001943581.2	XP_039306717.1, XP_011171411.1, XP_011171412.1, XP_039306716.1
OG0000196	XP_003248273.1, XP_008188605.1, XP_029347409.1, XP_029347413.1	XP_011161482.2
OG0000197	XP_001949247.2, XP_001943809.2	XP_011157191.1
OG0000198	XP_003240145.1, XP_016656873.1	XP_011163990.2, XP_039313887.1, XP_025994493.1
OG0000200	XP_001949978.1	XP_011170758.1
OG0000200	XP_008182512.1	XP_011168061.1, XP_011168064.1
OG0000201	XP_001951690.2	XP_025990401.2
OG0000201	NP_001313588.1	XP_039308817.1, XP_011165064.3, XP_039308820.1, XP_011165062.1, XP_011165070.2, XP_011165069.2
OG0000202	XP_003246184.1, XP_016661945.1	XP_025988731.1
OG0000202	XP_001944687.1	XP_025993071.1
OG0000203	XP_016662444.1, XP_001947661.2, XP_001949662.1, XP_029342520.1, XP_001947565.2	XP_011160113.1, XP_011160112.1, XP_011168468.1, XP_039309884.1
OG0000204	XP_003243588.1, XP_001948363.2	XP_011157986.2, XP_039310926.1, XP_039310928.1, XP_039310930.1, XP_039310927.1, XP_025986662.2, XP_025986663.1, XP_011157989.1, XP_039310924.1, XP_025986661.1, XP_011157991.1, XP_011156232.2
OG0000205	XP_016660231.1, XP_029344431.1, XP_029344430.1, XP_003244837.1	XP_011168746.1, XP_039308307.1
OG0000207	NP_001155712.1	XP_025996998.1
OG0000207	NP_001192033.1, XP_001942674.1	XP_011156648.1, NP_001291516.1
OG0000208	XP_001950788.1	XP_011156625.1, XP_039313116.1, XP_039313117.1
OG0000209	XP_008183529.1	XP_011160517.1, XP_011160520.1
OG0000212	NP_001232971.1, XP_008179391.1	XP_011175849.1, XP_011175847.2
OG0000213	XP_001945623.2, NP_001280334.1	XP_039307097.1, XP_039307100.1, XP_039307098.1, XP_039307099.1, XP_039307096.1
OG0000214	XP_001945750.1	XP_011162082.1
OG0000214	XP_008186309.1, XP_008186310.1, XP_008186312.3	XP_025990048.1, XP_025990047.1
OG0000215	XP_001949004.1, XP_016656471.1, XP_003241622.1	XP_025993451.1, XP_039314411.1, XP_011167858.1, XP_011167862.1, XP_039314414.1, XP_039314413.1, XP_011167867.1, XP_039314640.1
OG0000216	XP_029341236.1, XP_029347825.1, XP_001952110.2	XP_011163750.1
OG0000217	XP_001952229.3, XP_008178352.2	XP_011155464.2
OG0000218	XP_008186264.1	XP_011160002.1, XP_011160001.1, XP_011160003.1, XP_011160000.1
OG0000223	XP_001944473.2, XP_029342159.1	XP_011166243.1, XP_011158143.1
OG0000224	XP_003247330.1, XP_001945322.1, XP_016656052.1, XP_029346604.1, XP_001950045.2	XP_011167331.2, XP_025988662.1, XP_011167330.1, XP_025988660.1
OG0000225	XP_008183136.1, XP_001946333.2, XP_016659881.1	XP_011163590.1, XP_011163589.1, XP_039304922.1, XP_011163592.1
OG0000226	XP_008185421.1	XP_039305990.1, XP_011165709.2, XP_039305989.1, XP_025988432.1, XP_025988435.1
OG0000226	XP_001947155.2, XP_029346388.1, XP_029346384.1, XP_029346385.1, XP_029346382.1, XP_029346383.1, XP_029346386.1, XP_029346387.1	XP_025988429.1
OG0000227	XP_003245308.1, XP_008184764.2	XP_025988617.1, XP_025988616.1
OG0000228	XP_029341222.1, XP_016657354.1, XP_029348343.1, XP_008183215.1	XP_039309072.1, XP_039311279.1, XP_039310271.1, XP_011163688.1, XP_039303960.1, XP_039311154.1, XP_039303552.1, XP_011171244.1
