Orthogroup	Acyrthosiphon_pisum	Dufourea_novaeangliae
OG0000201	XP_001951690.2	XP_015438380.1
OG0000201	NP_001313588.1	XP_015438436.1
OG0000202	XP_003246184.1, XP_016661945.1	XP_015434898.1
OG0000202	XP_001944687.1	XP_015433874.1
OG0000203	XP_016662444.1, XP_001947661.2, XP_001949662.1, XP_029342520.1, XP_001947565.2	XP_015429928.1
OG0000204	XP_003243588.1, XP_001948363.2	XP_015428607.1
OG0000205	XP_016660231.1, XP_029344431.1, XP_029344430.1, XP_003244837.1	XP_015435790.1
OG0000207	NP_001155712.1	XP_015437049.1
OG0000207	NP_001192033.1, XP_001942674.1	XP_015434683.1, XP_015434682.1
OG0000208	XP_001950788.1	XP_015434613.1, XP_015429087.1, XP_015428990.1, XP_015428530.1, XP_015428529.1
OG0000209	XP_008183529.1	XP_015436163.1
OG0000212	NP_001232971.1, XP_008179391.1	XP_015431045.1, XP_015430967.1, XP_015430965.1, XP_015430966.1
OG0000213	XP_001945623.2, NP_001280334.1	XP_015428729.1
OG0000214	XP_001945750.1	XP_015435958.1
OG0000214	XP_008186309.1, XP_008186310.1, XP_008186312.3	XP_015428442.1
OG0000215	XP_001949004.1, XP_016656471.1, XP_003241622.1	XP_015432430.1, XP_015432437.1
OG0000216	XP_029341236.1, XP_029347825.1, XP_001952110.2	XP_015431904.1
OG0000217	XP_001952229.3, XP_008178352.2	XP_015437152.1
OG0000218	XP_008186264.1	XP_015434934.1, XP_015434933.1
OG0000223	XP_001944473.2, XP_029342159.1	XP_015433759.1, XP_015437890.1
OG0000224	XP_003247330.1, XP_001945322.1, XP_016656052.1, XP_029346604.1, XP_001950045.2	XP_015431603.1, XP_015431605.1
OG0000225	XP_008183136.1, XP_001946333.2, XP_016659881.1	XP_015430669.1, XP_015430668.1, XP_015430670.1, XP_015430654.1
OG0000226	XP_008185421.1	XP_015432296.1, XP_015432295.1
OG0000226	XP_001947155.2, XP_029346388.1, XP_029346384.1, XP_029346385.1, XP_029346382.1, XP_029346383.1, XP_029346386.1, XP_029346387.1	XP_015432297.1
OG0000227	XP_003245308.1, XP_008184764.2	XP_015438705.1
OG0000228	XP_029341222.1, XP_016657354.1, XP_029348343.1, XP_008183215.1	XP_015440284.1
OG0000229	XP_029341397.1, XP_016661667.1, XP_016661666.1, XP_016661665.1, XP_016661664.1, XP_016661668.1, XP_008187110.1, NP_001233057.1	XP_015437954.1
OG0000230	XP_016661982.1, XP_016661983.1, XP_016661984.1, XP_001943037.1	XP_015435543.1, XP_015428614.1, XP_015428616.1, XP_015428615.1
OG0000231	XP_001946956.2, XP_001948201.2	XP_015438519.1
OG0000232	XP_001947878.1, XP_029346471.1	XP_015439264.1
OG0000233	XP_001947951.2, XP_029343172.1	XP_015435413.1, XP_015435414.1
OG0000234	XP_001948143.1	XP_015436796.1, XP_015436761.1
OG0000235	XP_001952457.1, XP_016662192.1	XP_015433084.1
OG0000236	XP_016661843.1, XP_008185403.1	XP_015433151.1, XP_015433153.1
OG0000237	XP_008186243.2, XP_029346011.1	XP_015430230.1, XP_015438767.1, XP_015438769.1
OG0000241	NP_001155771.1	XP_015435537.1, XP_015436630.1
OG0000243	XP_003243924.1, XP_003243911.1, XP_008182174.1, XP_001945201.1, XP_016659189.1, XP_016659190.1, XP_016659178.1, XP_016659180.1, XP_016659183.1, XP_016659184.1, XP_029344253.1, XP_029344252.1, XP_003243915.1, XP_016659186.1, XP_003243923.1, XP_003243922.1, XP_029344251.1, XP_029344249.1, XP_029344248.1, XP_001945635.2, XP_003248350.1, XP_016659168.2, XP_029344254.1	XP_015436725.1
OG0000244	XP_001946605.1, XP_029345366.1, XP_016662168.1, XP_016662169.1, XP_016662010.1, XP_029346982.1	XP_015439085.1
OG0000245	XP_001951137.1, XP_016663800.1, XP_016663799.1, XP_001949307.1	XP_015437253.1, XP_015435215.1
OG0000246	XP_001950555.2	XP_015438662.1
OG0000246	XP_001950143.1	XP_015438684.1
OG0000248	XP_029347273.1, XP_016663076.2, XP_029347065.1, XP_029346989.1	XP_015437282.1, XP_015437302.1
OG0000249	XP_016665112.1	XP_015431145.1, XP_015431096.1, XP_015431100.1
OG0000251	XP_029341406.1, XP_029348692.1, XP_016663273.1, NP_001153590.1, NP_001153589.1	XP_015428959.1, XP_015432104.1
OG0000252	XP_016662203.1, XP_008179464.1, NP_001233107.1, XP_008179467.1, NP_001156268.1, XP_001950355.2	XP_015430094.1, XP_015430087.1, XP_015430103.1
OG0000253	NP_001280380.1	XP_015433105.1
OG0000254	XP_029344545.1, XP_016656660.1	XP_015435101.1
OG0000254	XP_001944239.2, XP_003240062.1, XP_008180377.1	XP_015440243.1
OG0000255	XP_003244428.2	XP_015440437.1
OG0000255	XP_003246526.1, XP_001947928.2, XP_003242730.1	XP_015436124.1
OG0000256	XP_001951894.2, XP_029341156.1	XP_015435282.1, XP_015435281.1
OG0000257	XP_003246666.1	XP_015439225.1
OG0000257	XP_003248173.1	XP_015439223.1
OG0000261	NP_001155383.1	XP_015431688.1
OG0000263	NP_001155556.1, XP_008180933.1	XP_015438831.1, XP_015438832.1, XP_015438830.1
OG0000264	NP_001156153.1	XP_015438044.1
OG0000264	NP_001156243.1	XP_015429295.1, XP_015429294.1
OG0000266	XP_003240676.1, XP_001948034.1	XP_015433228.1
OG0000266	XP_008186329.1, NP_001280475.1	XP_015431896.1
OG0000268	XP_008182102.1, XP_029347932.1, XP_008189738.2, XP_029347683.1, XP_001942733.2, XP_029347931.1	XP_015439427.1
OG0000269	XP_001943745.1	XP_015440166.1
OG0000270	XP_029345241.1, XP_001948521.2	XP_015429298.1
OG0000270	XP_029346495.1, XP_001944827.2	XP_015429562.1
OG0000271	XP_008186229.1	XP_015431651.1, XP_015429507.1
OG0000272	XP_016665096.1, XP_016665095.1	XP_015430061.1
OG0000272	XP_029346328.1, XP_016662315.1	XP_015438983.1
OG0000273	XP_016664122.1	XP_015436896.1, XP_015436881.1
OG0000274	XP_029346089.1	XP_015439714.1
OG0000274	XP_029346856.1	XP_015433358.1
OG0000275	XP_008179793.1, NP_001156725.1	XP_015433891.1
OG0000276	XP_001946172.1	XP_015432586.1
OG0000277	XP_001946581.1	XP_015430231.1
OG0000278	XP_008186457.1, XP_029342789.1, XP_001947217.2	XP_015431164.1
OG0000279	XP_003249025.3, XP_001949725.2, XP_029343956.1	XP_015432369.1
OG0000280	XP_016657663.1	XP_015439173.1
OG0000281	XP_008179649.2	XP_015432612.1, XP_015439997.1, XP_015439712.1
OG0000282	XP_008186830.1	XP_015435177.1, XP_015429409.1, XP_015438099.1, XP_015437539.1
OG0000282	XP_029348686.1, XP_008186362.2	XP_015438111.1
OG0000284	NP_001155502.1	XP_015429852.1
OG0000284	NP_001165432.1	XP_015439650.1, XP_015438214.1
OG0000285	NP_001155560.1, XP_008179924.1	XP_015436920.1, XP_015436921.1
OG0000286	XP_016661131.1, NP_001280318.1	XP_015436588.1, XP_015436589.1
OG0000287	NP_001313583.1	XP_015438255.1
OG0000287	XP_003241653.1	XP_015438180.1
OG0000288	XP_003245506.1	XP_015435796.1
OG0000288	XP_001942634.2	XP_015439791.1
OG0000289	XP_003246644.1, XP_029343790.1, XP_001943261.1	XP_015432866.1, XP_015432868.1, XP_015432869.1, XP_015432870.1, XP_015432867.1
OG0000290	XP_008185669.1, XP_001947171.2, XP_016662037.1	XP_015429200.1
OG0000291	XP_003240981.1, XP_001950806.2	XP_015433145.1
OG0000291	XP_001950838.2	XP_015433144.1
OG0000292	XP_029346347.1	XP_015429696.1
OG0000295	NP_001155488.1	XP_015433330.1, XP_015433328.1, XP_015433329.1
OG0000296	XP_029341279.1, XP_008183323.1, XP_008183324.1, NP_001156217.1, XP_008188125.1, NP_001155711.1	XP_015434298.1
OG0000297	NP_001191952.1, XP_029346529.1, XP_001950706.1, XP_001950683.2, XP_003247111.1, NP_001156072.1, XP_001950829.1	XP_015429556.1
OG0000298	NP_001232973.1, XP_008186594.1	XP_015433364.1
OG0000299	XP_029346685.1, XP_016660445.1, XP_001943308.1	XP_015435404.1
OG0000300	XP_001943999.2	XP_015436168.1
OG0000300	XP_001944983.2	XP_015437092.1, XP_015437090.1, XP_015437089.1
OG0000301	XP_001944205.2	XP_015428488.1
OG0000301	XP_008181889.1	XP_015434699.1
OG0000302	XP_003240620.1	XP_015433893.1
OG0000302	XP_001944852.2	XP_015438406.1
OG0000303	XP_029342096.1, XP_001948339.2, XP_029341254.1	XP_015430384.1, XP_015435487.1, XP_015435547.1
OG0000304	XP_001949605.1	XP_015430485.1
OG0000305	XP_001950929.2, XP_029344333.1	XP_015434461.1, XP_015432811.1
OG0000306	XP_003245388.1, XP_016660941.1	XP_015439792.1, XP_015439652.1
OG0000307	XP_008185684.1, XP_008185680.1	XP_015428477.1
OG0000311	NP_001119633.3, XP_001950423.2	XP_015428715.1
OG0000312	NP_001155477.1	XP_015431093.1
OG0000313	NP_001313580.1, XP_003247263.1, NP_001155519.1, XP_008187281.1, XP_029345448.1	XP_015433511.1
OG0000314	XP_001949676.1, XP_016665120.1	XP_015430168.1
OG0000314	XP_008189786.1, NP_001155636.1	XP_015430171.1
OG0000315	XP_003248734.2, XP_029347016.1, NP_001156294.1, XP_029347015.1, NP_001155713.1	XP_015429602.1, XP_015429443.1
OG0000316	NP_001165728.1, NP_001165729.1, XP_029341502.1, XP_016658800.1	XP_015438634.1
OG0000316	XP_001946148.2	XP_015431212.1
OG0000317	XP_001943954.1	XP_015438869.1
OG0000318	XP_001946391.1, XP_029347084.1	XP_015432674.1
OG0000319	XP_029345590.1, XP_001945303.1	XP_015437316.1
OG0000320	XP_029341090.1, XP_016660783.1, XP_029341114.1, XP_001949497.1, XP_008182691.1, XP_029341183.1, XP_029341152.1, XP_029346294.1, XP_016658527.1, XP_001948406.1, XP_001947590.2, XP_029341324.1, XP_029341155.1, XP_029345736.1	XP_015434182.1
OG0000321	XP_001951092.3, XP_008181523.1, XP_016658692.1, XP_016658691.1, XP_029343361.1, XP_029343362.1, XP_029343359.1, XP_029343360.1, XP_029343357.1, XP_029343358.1, XP_029343355.1, XP_029343356.1, XP_029343364.1, XP_029343363.1	XP_015438194.1
OG0000322	XP_003241550.1	XP_015438004.1
OG0000323	XP_008186397.1	XP_015436562.1
OG0000324	XP_008186869.1	XP_015440416.1, XP_015440322.1
OG0000325	XP_008187895.1	XP_015433942.1
OG0000326	XP_029343584.1	XP_015436335.1
OG0000327	XP_029344255.1, XP_029344257.1, XP_029344259.1	XP_015436511.1, XP_015436510.1
OG0000332	NP_001156093.1	XP_015431199.1, XP_015431198.1
OG0000333	XP_003240091.1, XP_029345406.1, XP_029345402.1, XP_029345403.1, XP_029345405.1, XP_029345404.1, NP_001192196.1	XP_015439205.1, XP_015431766.1
OG0000334	NP_001233012.1	XP_015431428.1
OG0000335	NP_001280436.1	XP_015428456.1
OG0000336	XP_001944889.1	XP_015428756.1, XP_015428757.1, XP_015434373.1
OG0000337	XP_001945953.2	XP_015437277.1
OG0000338	XP_029347726.1, XP_029343915.1, XP_001947606.3, XP_001947868.2, XP_008186383.2, XP_001946258.2, XP_001947819.1, XP_003246759.1, XP_016662642.1	XP_015432576.1, XP_015439789.1
OG0000339	XP_001951491.1	XP_015439872.1
OG0000339	XP_001952053.1, XP_008184766.1	XP_015428725.1
OG0000340	XP_029347555.1	XP_015435055.1
OG0000340	XP_029344075.1, XP_016664227.1, XP_001952111.2, XP_029344074.1, XP_029343775.1, XP_001952598.2	XP_015438911.1
OG0000341	XP_016658787.1, XP_016658761.1, XP_003240047.1	XP_015436438.1, XP_015436439.1, XP_015436440.1, XP_015436441.1
OG0000342	XP_003244576.2	XP_015437294.1
OG0000342	XP_016656622.1, XP_029343628.1, XP_029343627.1, XP_029343630.1, XP_029343629.1, XP_016656623.1	XP_015438850.1
OG0000343	XP_008181491.1	XP_015429049.1
OG0000344	XP_008180648.1	XP_015436838.1
OG0000345	XP_008183479.1	XP_015431497.1, XP_015431498.1
OG0000347	XP_016658988.1	XP_015434738.1
OG0000348	XP_016660203.1	XP_015430085.1
OG0000349	XP_029345510.1, XP_029345507.1, XP_029345506.1, XP_029345509.1, XP_029345508.1, XP_029342686.1, XP_029342685.1, XP_029342687.1	XP_015430394.1
OG0000350	XP_029346452.1	XP_015435505.1, XP_015435506.1
OG0000356	XP_008181612.1, NP_001153533.1	XP_015436405.1, XP_015436403.1, XP_015436404.1
OG0000357	XP_008179483.1, NP_001153852.1	XP_015434164.1, XP_015434163.1
OG0000358	NP_001155804.1, XP_008182679.1, XP_003244268.1, XP_008182685.1	XP_015429959.1, XP_015429961.1
OG0000360	XP_029344378.1, XP_001943379.1	XP_015439359.1
OG0000361	XP_016662090.1, XP_001944543.2	XP_015432508.1
OG0000362	XP_001945004.2	XP_015430004.1
OG0000362	XP_016659074.1, XP_001944949.2	XP_015430005.1, XP_015430006.1
OG0000363	XP_001949431.1	XP_015433747.1
OG0000363	XP_001949637.1, XP_001947106.2	XP_015433738.1
OG0000364	XP_001949061.2	XP_015439810.1
OG0000365	XP_003241353.1	XP_015436626.1
OG0000367	XP_029341559.1	XP_015431427.1, XP_015431426.1, XP_015431425.1
OG0000368	XP_016663529.1, XP_008187514.1, XP_008187515.1, XP_016663530.1, NP_001119631.1	XP_015434717.1, XP_015434755.1, XP_015434748.1
OG0000369	XP_001943004.2, XP_001943611.1	XP_015439388.1, XP_015436596.1
OG0000370	XP_016664382.1	XP_015431054.1
OG0000371	XP_001948534.2	XP_015434902.1
OG0000372	XP_003242425.1	XP_015428534.1, XP_015434144.1
OG0000373	XP_029346852.1, XP_029346851.1, XP_003249038.2, XP_029341393.1, XP_029348500.1	XP_015435168.1
OG0000375	XP_008182314.2	XP_015438184.1
OG0000376	XP_008185153.1	XP_015438463.1
OG0000377	XP_008189819.1	XP_015429723.1
OG0000378	XP_029342427.1	XP_015436731.1, XP_015436710.1, XP_015432063.1
OG0000379	XP_029344225.1, XP_029344226.1, XP_029344227.1	XP_015432620.1
OG0000381	XP_001944422.1	XP_015436144.1
OG0000381	XP_001945902.2	XP_015435054.1
OG0000382	XP_001945358.1, XP_029341335.1, XP_001944443.1, XP_029348534.1	XP_015438431.1, XP_015430799.1
OG0000383	XP_001946138.2	XP_015438151.1, XP_015439947.1, XP_015435224.1
OG0000384	XP_001948311.2, XP_029346600.1	XP_015429068.1, XP_015429067.1, XP_015429069.1
OG0000384	XP_016656417.1, XP_008178646.1, XP_008178647.1	XP_015429058.1
OG0000385	XP_029348348.1, XP_029348344.1, XP_016660561.1, XP_001948454.2, XP_008189067.1	XP_015430155.1
OG0000386	XP_001949230.2, XP_029342856.1, XP_029342854.1	XP_015434825.1, XP_015434823.1, XP_015434824.1
OG0000387	XP_001949903.1, XP_029342415.1	XP_015436567.1
OG0000388	XP_001950440.1	XP_015437504.1
OG0000388	XP_001950495.1	XP_015437405.1
OG0000389	XP_001950486.2, XP_008182516.1	XP_015435398.1, XP_015429308.1
OG0000390	XP_008187641.1, XP_008187645.1	XP_015433732.1
OG0000391	XP_003244758.1	XP_015431880.1
OG0000394	XP_029342189.1, XP_008185056.1	XP_015429618.1
OG0000395	XP_029345118.1, XP_029345120.1, XP_029345119.1, XP_008185423.1	XP_015436053.1, XP_015435778.1
OG0000396	XP_029343296.1, XP_008187965.1	XP_015438347.1, XP_015433533.1
OG0000397	XP_016658097.1	XP_015433099.1, XP_015433098.1, XP_015433097.1
OG0000398	XP_016658330.1, XP_016662388.1	XP_015438441.1, XP_015438442.1, XP_015438443.1
OG0000399	XP_029343899.1, XP_029343897.1	XP_015430976.1
OG0000405	NP_001155436.1	XP_015428940.1, XP_015438542.1
OG0000406	NP_001233090.1	XP_015438700.1
OG0000406	XP_001948752.2, NP_001155579.1	XP_015438653.1
OG0000407	NP_001155820.1	XP_015435692.1, XP_015435711.1, XP_015435719.1
OG0000408	XP_008181014.1	XP_015437857.1
OG0000408	NP_001156125.1	XP_015433869.1
OG0000409	NP_001233114.1	XP_015440215.1
OG0000410	XP_001942763.2	XP_015440327.1
OG0000410	XP_029342080.1	XP_015437545.1
OG0000411	XP_001950696.1	XP_015436878.1, XP_015436886.1
OG0000411	XP_001943590.2	XP_015429831.1
OG0000412	XP_001943813.2	XP_015434167.1, XP_015434957.1
OG0000413	XP_001943927.1	XP_015435296.1
OG0000414	XP_008183039.1, XP_029342242.1, XP_029344409.1, XP_001944439.1	XP_015435132.1, XP_015435135.1
OG0000415	XP_001946323.1, XP_008186249.2	XP_015430865.1
OG0000416	XP_001946589.2	XP_015435263.1, XP_015428672.1
OG0000417	XP_029342090.1, XP_029346635.1	XP_015431668.1
OG0000417	XP_008183804.1, XP_001948381.2	XP_015437968.1
OG0000418	XP_003248209.1, XP_001948821.1	XP_015432085.1
OG0000418	XP_008183261.1	XP_015440371.1
OG0000419	XP_001949820.1, XP_008182810.1	XP_015433820.1
OG0000420	XP_001951592.1	XP_015431289.1, XP_015431300.1
OG0000421	XP_001952351.1	XP_015432218.1
OG0000422	XP_029343422.1, XP_003240036.1	XP_015439981.1
OG0000423	XP_003244943.1	XP_015430628.1
OG0000424	XP_008178833.1	XP_015433762.1
OG0000424	XP_008178836.1	XP_015433765.1
OG0000425	XP_008182785.1	XP_015439601.1, XP_015439599.1
OG0000426	XP_008184733.1	XP_015435125.1
OG0000427	XP_008186677.1	XP_015432561.1
OG0000427	XP_016658325.1	XP_015440151.1
OG0000428	XP_029347163.1, XP_008188845.1	XP_015439352.1
OG0000428	XP_029346680.1	XP_015434708.1
OG0000429	XP_029341827.1	XP_015439988.1
OG0000436	NP_001156218.1, XP_008190188.1	XP_015437472.1, XP_015437475.1
OG0000436	XP_008178871.1	XP_015437482.1
OG0000437	NP_001233035.1, XP_008185851.1	XP_015437559.1, XP_015437558.1, XP_015437557.1
OG0000438	XP_029340966.1, NP_001280392.1	XP_015433362.1, XP_015433348.1
OG0000439	XP_001942570.1, XP_016657731.1	XP_015439918.1
OG0000440	XP_001942580.2, XP_016659788.1	XP_015430611.1
OG0000441	XP_001942661.1, XP_029346655.1	XP_015428778.1
OG0000442	XP_001942867.2	XP_015431478.1
OG0000443	XP_029341360.1, XP_029341358.1, XP_016659770.1, XP_016659771.1, XP_029347456.1, XP_029347416.1, XP_016661199.1, XP_001947561.2, XP_008183316.1, XP_029341187.1, XP_001944412.2, XP_029341376.1, XP_003248512.2, XP_001948997.1, XP_029347418.1	XP_015438231.1
OG0000444	XP_001944680.1	XP_015437287.1
OG0000445	XP_001947747.2	XP_015432260.1
OG0000445	XP_001951336.2, XP_008188005.2	XP_015432261.1
OG0000446	XP_001948595.1	XP_015429506.1
OG0000447	XP_001948711.2, XP_008180133.1	XP_015430478.1
OG0000448	XP_008182788.1, XP_003244318.1, XP_001949326.1, XP_029343895.1	XP_015440001.1
OG0000449	XP_016657987.1, XP_001950351.1	XP_015437325.1
OG0000450	XP_029346527.1, XP_001951822.2	XP_015432640.1
OG0000451	XP_001952700.2	XP_015428735.1, XP_015428736.1, XP_015428737.1
OG0000452	XP_008180644.1, XP_008180645.1, XP_008180643.1	XP_015437321.1
OG0000452	XP_003240691.1	XP_015429805.1
OG0000453	XP_003243118.1	XP_015439003.1
OG0000454	XP_003243419.1, XP_008181420.1, XP_008181421.1	XP_015432223.1
OG0000455	XP_016659034.1, XP_003243797.2, XP_008181948.1	XP_015432676.1
OG0000456	XP_003244188.1, XP_016655925.1	XP_015438176.1
OG0000457	XP_008183896.1, XP_016660552.1, XP_029343084.1, XP_008183895.1, XP_008183894.1, XP_016660551.1, XP_003245097.1	XP_015430282.1
OG0000458	XP_003247036.2	XP_015433077.1
OG0000459	XP_008178719.1	XP_015439579.1
OG0000460	XP_008180950.1	XP_015435422.1, XP_015435423.1
OG0000461	XP_008187909.2	XP_015432294.1
OG0000462	XP_008188422.1	XP_015439365.1
OG0000463	XP_016655975.1	XP_015435313.1, XP_015435314.1, XP_015435305.1
OG0000464	XP_016659460.1	XP_015432819.1, XP_015432820.1
OG0000465	XP_016661611.1	XP_015434227.1
OG0000466	XP_016664343.1	XP_015429220.1
OG0000467	XP_029341946.1	XP_015437761.1
OG0000468	XP_029343179.1	XP_015434849.1
OG0000475	NP_001155500.1, XP_008186946.1, XP_008185283.1, XP_001947882.2, NP_001161422.1, XP_001949401.4	XP_015432455.1
OG0000476	XP_001943729.1, XP_016663095.1, NP_001156251.1, XP_003244299.1, XP_016658235.2	XP_015431600.1
OG0000477	NP_001280361.1, XP_008187021.1	XP_015439894.1, XP_015435437.1
OG0000478	NP_001280419.1	XP_015437208.1
OG0000479	XP_001942569.2, XP_003248982.3	XP_015437281.1
OG0000480	XP_001942787.2, XP_016662919.1, XP_008186707.1, XP_029344591.1	XP_015433561.1
OG0000482	XP_001943945.2, XP_016659378.1, XP_001950950.1	XP_015429591.1
OG0000483	XP_001946449.1, XP_001944207.1	XP_015435369.1
OG0000484	XP_001944913.2, XP_001949051.2, XP_029345896.1	XP_015433166.1
OG0000485	XP_016659832.1, XP_001946395.2	XP_015429741.1, XP_015429690.1
OG0000486	XP_001946484.1	XP_015436437.1
OG0000487	XP_001946657.4	XP_015440145.1, XP_015440057.1, XP_015440058.1
OG0000488	XP_016661074.1, XP_016657699.1, XP_001947034.1, XP_016657697.1, XP_029345349.1, XP_016656731.1	XP_015436500.1
OG0000489	XP_001948090.1	XP_015429761.1
OG0000490	XP_001948446.1	XP_015428411.1
OG0000491	XP_029345020.1, XP_001948797.2	XP_015434278.1
OG0000492	XP_001949862.1, XP_003243665.1, XP_029346769.1	XP_015435792.1
OG0000493	XP_001950924.1	XP_015438423.1
OG0000494	XP_001951241.2, XP_029344062.1	XP_015436648.1
OG0000495	XP_001951377.2, XP_016661330.1, XP_029348624.1	XP_015429963.1
OG0000496	XP_001952719.2	XP_015430038.1, XP_015430037.1
OG0000497	XP_003242591.1	XP_015428876.1
OG0000497	XP_003244296.1	XP_015440098.1
OG0000498	XP_016659293.1, XP_003247153.1	XP_015430515.1
OG0000499	XP_003247303.1	XP_015432026.1
OG0000500	XP_008178689.1	XP_015432044.1
OG0000500	XP_016656435.1	XP_015431968.1
OG0000501	XP_029341662.1, XP_029341370.1, XP_016657046.1	XP_015438706.1
OG0000501	XP_008183546.1	XP_015438636.1
OG0000502	XP_008183726.1	XP_015435832.1, XP_015435829.1
OG0000503	XP_008186252.1	XP_015435885.1
OG0000504	XP_008187060.2	XP_015435805.1, XP_015435768.1
OG0000505	XP_016660620.1	XP_015439185.1, XP_015439188.1
OG0000506	XP_029342869.1, XP_029342870.1	XP_015429036.1, XP_015433753.1
OG0000516	NP_001155401.1	XP_015433990.1
OG0000517	XP_008181724.1, NP_001156105.1, NP_001155509.1, XP_008189433.2, XP_001943189.2, XP_003241190.1	XP_015429686.1, XP_015429710.1
OG0000518	XP_008184004.1, NP_001155635.1	XP_015439206.1
OG0000519	NP_001156110.1	XP_015434468.1
OG0000520	NP_001156168.1	XP_015429955.1
OG0000520	XP_001944755.4	XP_015429974.1
OG0000521	NP_001156836.1, XP_003248597.4, XP_016664153.1, XP_016664155.1, XP_003248120.2, XP_016664154.1, XP_003248118.2, XP_003248109.2, XP_008188350.1, XP_016664818.2, XP_029341139.1, XP_003243936.2, XP_003248556.2	XP_015437087.1
OG0000522	XP_001942648.2, XP_016656931.1, XP_029343768.1, XP_029343766.1, XP_029343765.1, XP_001942700.2	XP_015429795.1, XP_015440397.1
OG0000523	XP_001943221.2, XP_029348269.1, XP_029346547.1	XP_015433083.1
OG0000524	XP_016659141.2, XP_001952716.1, XP_029346814.1, XP_001943408.2, XP_029346187.1, XP_001944168.2	XP_015431379.1
