Orthogroup	Acyrthosiphon_pisum	Bombus_terrestris
OG0000205	XP_016660231.1, XP_029344431.1, XP_029344430.1, XP_003244837.1	XP_012176340.1, XP_003394538.1
OG0000207	NP_001155712.1	XP_012169552.1
OG0000207	NP_001192033.1, XP_001942674.1	XP_012169920.1, XP_012169919.1
OG0000208	XP_001950788.1	XP_003399477.1, XP_003393534.1, XP_003394143.1, XP_003394144.1
OG0000209	XP_008183529.1	XP_012167030.1, XP_012167033.1, XP_012167031.1, XP_012167034.1, XP_012167036.1, XP_012167037.1
OG0000212	NP_001232971.1, XP_008179391.1	XP_003393900.1, XP_003403182.1, XP_012174957.1
OG0000213	XP_001945623.2, NP_001280334.1	XP_003399166.1, XP_003399165.1, XP_012169441.1, XP_012169439.1, XP_012169438.1, XP_012169436.1
OG0000214	XP_001945750.1	XP_003397389.1
OG0000214	XP_008186309.1, XP_008186310.1, XP_008186312.3	XP_003402159.1
OG0000215	XP_001949004.1, XP_016656471.1, XP_003241622.1	XP_012172166.1, XP_003401025.1
OG0000216	XP_029341236.1, XP_029347825.1, XP_001952110.2	XP_003401971.1
OG0000217	XP_001952229.3, XP_008178352.2	XP_003396151.1
OG0000218	XP_008186264.1	XP_012172566.2
OG0000223	XP_001944473.2, XP_029342159.1	XP_012167632.1, XP_003394761.1
OG0000224	XP_003247330.1, XP_001945322.1, XP_016656052.1, XP_029346604.1, XP_001950045.2	XP_020718441.1, XP_020718442.1, XP_012163516.1, XP_020718287.1, NP_001267823.1, XP_012163168.1
OG0000225	XP_008183136.1, XP_001946333.2, XP_016659881.1	XP_020718472.1, XP_020718473.1, XP_012174019.1
OG0000226	XP_008185421.1	XP_012175521.2, XP_012175447.1
OG0000226	XP_001947155.2, XP_029346388.1, XP_029346384.1, XP_029346385.1, XP_029346382.1, XP_029346383.1, XP_029346386.1, XP_029346387.1	XP_003400345.1
OG0000227	XP_003245308.1, XP_008184764.2	XP_012169873.1, XP_012169872.1, XP_012169871.1, XP_003399621.1
OG0000229	XP_029341397.1, XP_016661667.1, XP_016661666.1, XP_016661665.1, XP_016661664.1, XP_016661668.1, XP_008187110.1, NP_001233057.1	XP_003396456.1
OG0000230	XP_016661982.1, XP_016661983.1, XP_016661984.1, XP_001943037.1	XP_012168967.1, XP_003399278.1, XP_012170718.1
OG0000231	XP_001946956.2, XP_001948201.2	XP_020720652.1, XP_003398422.1
OG0000232	XP_001947878.1, XP_029346471.1	XP_003400659.1, XP_020722317.1
OG0000233	XP_001947951.2, XP_029343172.1	XP_003393462.1
OG0000234	XP_001948143.1	XP_003396094.1, XP_003396093.1, XP_012164939.1
OG0000235	XP_001952457.1, XP_016662192.1	XP_012167720.1, XP_012167719.1, XP_012167718.1, XP_012167716.1
OG0000236	XP_016661843.1, XP_008185403.1	XP_012172197.1, XP_012172199.1
OG0000237	XP_008186243.2, XP_029346011.1	XP_012171486.1, XP_020722245.1, XP_020722198.1
OG0000241	NP_001155771.1	NP_001274494.1, XP_003403294.1, XP_012168805.1
OG0000242	XP_029345854.1, XP_016662935.1, XP_001952439.2, XP_029342720.1, XP_001951034.3, XP_029348454.1, NP_001352059.1, XP_016656341.1, NP_001352061.1, XP_001944051.2, XP_016655899.1, XP_029343853.1, XP_016664232.1	XP_012176615.2
OG0000243	XP_003243924.1, XP_003243911.1, XP_008182174.1, XP_001945201.1, XP_016659189.1, XP_016659190.1, XP_016659178.1, XP_016659180.1, XP_016659183.1, XP_016659184.1, XP_029344253.1, XP_029344252.1, XP_003243915.1, XP_016659186.1, XP_003243923.1, XP_003243922.1, XP_029344251.1, XP_029344249.1, XP_029344248.1, XP_001945635.2, XP_003248350.1, XP_016659168.2, XP_029344254.1	XP_012164726.1
OG0000244	XP_001946605.1, XP_029345366.1, XP_016662168.1, XP_016662169.1, XP_016662010.1, XP_029346982.1	XP_003400569.1
OG0000245	XP_001951137.1, XP_016663800.1, XP_016663799.1, XP_001949307.1	XP_003400548.1
OG0000246	XP_001950555.2	XP_003399661.1
OG0000246	XP_001950143.1	XP_003399659.1, XP_020721543.1
OG0000247	XP_029344228.1, XP_029345461.1, XP_008184353.2	XP_020718842.1, XP_012164509.1
OG0000248	XP_029347273.1, XP_016663076.2, XP_029347065.1, XP_029346989.1	XP_012168644.1, XP_020721165.1, XP_020721164.1, XP_020721171.1
OG0000249	XP_016665112.1	XP_012167204.1, XP_012166752.1, XP_012166751.1
OG0000251	XP_029341406.1, XP_029348692.1, XP_016663273.1, NP_001153590.1, NP_001153589.1	XP_012167926.1, XP_012173977.1, XP_003402363.1, XP_012170583.1, XP_012170586.1
OG0000252	XP_016662203.1, XP_008179464.1, NP_001233107.1, XP_008179467.1, NP_001156268.1, XP_001950355.2	XP_020719888.1, XP_003392873.1, XP_012167405.1, XP_012167457.1
OG0000253	NP_001280380.1	XP_003401070.1
OG0000254	XP_029344545.1, XP_016656660.1	XP_003397222.1
OG0000254	XP_001944239.2, XP_003240062.1, XP_008180377.1	XP_003395562.1
OG0000255	XP_003244428.2	XP_012169788.1
OG0000255	XP_003246526.1, XP_001947928.2, XP_003242730.1	XP_003397925.1
OG0000256	XP_001951894.2, XP_029341156.1	NP_001295235.1, XP_012176496.1
OG0000257	XP_003246666.1	XP_020722268.1, XP_020722269.1, XP_003400699.1
OG0000257	XP_003248173.1	XP_020722264.1
OG0000260	NP_001153849.1	XP_003393346.1
OG0000261	NP_001155383.1	XP_020718460.1, XP_003395135.1, XP_003395133.1
OG0000263	NP_001155556.1, XP_008180933.1	XP_012168652.1
OG0000264	NP_001156153.1	XP_012166540.1
OG0000264	NP_001156243.1	XP_012166688.1, XP_003397315.1
OG0000266	XP_003240676.1, XP_001948034.1	XP_003401364.1
OG0000266	XP_008186329.1, NP_001280475.1	XP_012172464.1, XP_012172463.1
OG0000268	XP_008182102.1, XP_029347932.1, XP_008189738.2, XP_029347683.1, XP_001942733.2, XP_029347931.1	XP_020718561.1
OG0000269	XP_001943745.1	XP_012170150.1, XP_012170154.1, XP_012170161.1, XP_012170122.1, XP_020723319.1, XP_012170166.1
OG0000270	XP_029345241.1, XP_001948521.2	XP_012166216.1, XP_020719789.1, XP_012174889.2
OG0000270	XP_029346495.1, XP_001944827.2	XP_003402376.1
OG0000271	XP_008186229.1	XP_012163596.1, XP_003395149.2, XP_012163598.1, XP_012163597.1, XP_012163600.1, XP_003402532.1, XP_003397124.2
OG0000272	XP_016665096.1, XP_016665095.1	XP_020723485.1
OG0000272	XP_029346328.1, XP_016662315.1	XP_012167932.1
OG0000273	XP_016664122.1	XP_012163322.1, XP_003394955.1
OG0000274	XP_029346089.1	XP_003395670.1
OG0000274	XP_029346856.1	XP_003395603.1
OG0000275	XP_008179793.1, NP_001156725.1	XP_003402700.1, XP_012174414.1, XP_003402699.1, XP_012173152.1, XP_003401772.1, XP_020722894.1, XP_003401771.1, XP_003401770.1, XP_003401883.1, XP_012173305.1, XP_003401825.1
OG0000276	XP_001946172.1	XP_003402777.1
OG0000277	XP_001946581.1	XP_012171242.1, XP_003400456.1
OG0000278	XP_008186457.1, XP_029342789.1, XP_001947217.2	XP_003395965.1
OG0000279	XP_003249025.3, XP_001949725.2, XP_029343956.1	XP_003400301.1
OG0000280	XP_016657663.1	XP_003394949.1
OG0000281	XP_008179649.2	XP_020723531.1, XP_003402779.1, XP_020718843.1
OG0000284	NP_001155502.1	XP_012165662.1
OG0000284	NP_001165432.1	XP_003396501.1
OG0000285	NP_001155560.1, XP_008179924.1	XP_012163289.1, XP_003394928.1
OG0000286	XP_016661131.1, NP_001280318.1	XP_020719491.1, XP_012165091.1, XP_012165093.1, XP_012165095.1, XP_003396395.1, XP_012165096.1, XP_012165097.1
OG0000287	NP_001313583.1	XP_012165419.1
OG0000287	XP_003241653.1	XP_020719656.1, XP_020719657.1, XP_003396391.1
OG0000288	XP_003245506.1	XP_012176000.1
OG0000288	XP_001942634.2	XP_003395685.1
OG0000289	XP_003246644.1, XP_029343790.1, XP_001943261.1	XP_003393170.1, XP_012175778.1, XP_012175785.1, XP_012175792.1, XP_012175770.1
OG0000290	XP_008185669.1, XP_001947171.2, XP_016662037.1	XP_012166386.1, XP_003397081.1
OG0000291	XP_003240981.1, XP_001950806.2	XP_003401238.1
OG0000291	XP_001950838.2	XP_020722949.1, XP_003401230.1
OG0000292	XP_029346347.1	XP_012168713.1, XP_020721082.1
OG0000295	NP_001155488.1	XP_020718759.1, XP_020718760.1, XP_003395333.1
OG0000296	XP_029341279.1, XP_008183323.1, XP_008183324.1, NP_001156217.1, XP_008188125.1, NP_001155711.1	XP_012175997.1, XP_012175996.1
OG0000297	NP_001191952.1, XP_029346529.1, XP_001950706.1, XP_001950683.2, XP_003247111.1, NP_001156072.1, XP_001950829.1	XP_003397291.1
OG0000298	NP_001232973.1, XP_008186594.1	XP_012164070.1, XP_003395613.1
OG0000299	XP_029346685.1, XP_016660445.1, XP_001943308.1	XP_012176598.1, XP_012176601.1, XP_012176600.1, XP_003394635.1, XP_012176599.1
OG0000300	XP_001943999.2	XP_003396567.1
OG0000300	XP_001944983.2	XP_003396484.1
OG0000301	XP_001944205.2	XP_003399611.1
OG0000302	XP_003240620.1	XP_012170889.1
OG0000302	XP_001944852.2	XP_012168271.1
OG0000303	XP_029342096.1, XP_001948339.2, XP_029341254.1	XP_012169497.2, XP_003399008.3
OG0000304	XP_001949605.1	XP_012175192.1, XP_012175194.1, XP_003403180.1, XP_012175195.1
OG0000305	XP_001950929.2, XP_029344333.1	XP_012166359.1, XP_003393481.1, XP_012169045.1, XP_012169053.1
OG0000306	XP_003245388.1, XP_016660941.1	XP_012164015.1, XP_020718921.1, XP_003395571.1
OG0000307	XP_008185684.1, XP_008185680.1	XP_003402144.1, XP_003402143.1
OG0000311	NP_001119633.3, XP_001950423.2	NP_001267835.1, XP_012168914.1
OG0000312	NP_001155477.1	XP_012171304.1, XP_012171301.1, XP_012171299.2, XP_020722096.1, XP_012171308.1, XP_003400476.1
OG0000313	NP_001313580.1, XP_003247263.1, NP_001155519.1, XP_008187281.1, XP_029345448.1	XP_003401730.1, XP_020722941.1
OG0000314	XP_001949676.1, XP_016665120.1	XP_003401109.1
OG0000314	XP_008189786.1, NP_001155636.1	XP_003401102.1
OG0000315	XP_003248734.2, XP_029347016.1, NP_001156294.1, XP_029347015.1, NP_001155713.1	XP_003393266.1, XP_003393186.2, XP_020719579.1, XP_003393207.1, XP_003393256.1
OG0000316	NP_001165728.1, NP_001165729.1, XP_029341502.1, XP_016658800.1	XP_020721709.1
OG0000316	XP_001946148.2	XP_003401938.2
OG0000317	XP_001943954.1	XP_020720978.1, XP_003399343.1, XP_012169708.1, XP_012169706.1, XP_012169707.1
OG0000318	XP_001946391.1, XP_029347084.1	XP_003399756.2
OG0000319	XP_029345590.1, XP_001945303.1	XP_012169247.1, XP_012169246.1, XP_012169248.1, XP_003399058.1
OG0000320	XP_029341090.1, XP_016660783.1, XP_029341114.1, XP_001949497.1, XP_008182691.1, XP_029341183.1, XP_029341152.1, XP_029346294.1, XP_016658527.1, XP_001948406.1, XP_001947590.2, XP_029341324.1, XP_029341155.1, XP_029345736.1	XP_012171701.1
OG0000321	XP_001951092.3, XP_008181523.1, XP_016658692.1, XP_016658691.1, XP_029343361.1, XP_029343362.1, XP_029343359.1, XP_029343360.1, XP_029343357.1, XP_029343358.1, XP_029343355.1, XP_029343356.1, XP_029343364.1, XP_029343363.1	XP_003396497.1, XP_012166184.1
OG0000322	XP_003244377.1	XP_012167924.1
OG0000322	XP_003241550.1	XP_003396317.1, XP_003396318.1
OG0000323	XP_008186397.1	XP_012168820.1, XP_020720958.1, XP_020720960.1, XP_020720959.1, XP_020720957.1, XP_003398855.1, XP_012168822.1
OG0000324	XP_008186869.1	XP_020718305.1, XP_020718302.1, XP_020718274.1, XP_020718281.1
OG0000325	XP_008187895.1	XP_012166143.1, XP_012166144.1, XP_003396981.1
OG0000326	XP_029343584.1	XP_012167433.1
OG0000327	XP_029344255.1, XP_029344257.1, XP_029344259.1	XP_020720937.1, XP_020720933.1, XP_020720934.1
OG0000332	NP_001156093.1	XP_020722095.1, XP_012171298.1, XP_012171292.1, XP_012171295.1, XP_012171296.1, XP_012171297.1
OG0000333	XP_003240091.1, XP_029345406.1, XP_029345402.1, XP_029345403.1, XP_029345405.1, XP_029345404.1, NP_001192196.1	XP_012163501.1, XP_020718311.1
OG0000334	NP_001233012.1	XP_020720845.1, XP_012167907.1, XP_012167904.1, XP_012167906.1, XP_012167905.1, XP_020720846.1
OG0000335	NP_001280436.1	XP_020723223.1, XP_003402203.1
OG0000336	XP_001944889.1	XP_020723021.1, XP_003394465.1
OG0000337	XP_001945953.2	XP_012168611.1
OG0000338	XP_029347726.1, XP_029343915.1, XP_001947606.3, XP_001947868.2, XP_008186383.2, XP_001946258.2, XP_001947819.1, XP_003246759.1, XP_016662642.1	XP_020724365.1, XP_003395637.1
OG0000339	XP_001951491.1	XP_012164370.1, XP_012164369.1
OG0000339	XP_001952053.1, XP_008184766.1	XP_012173169.1, XP_020722951.1
OG0000340	XP_029347555.1	XP_012172809.1
OG0000340	XP_029344075.1, XP_016664227.1, XP_001952111.2, XP_029344074.1, XP_029343775.1, XP_001952598.2	XP_003400853.1
OG0000341	XP_016658787.1, XP_016658761.1, XP_003240047.1	XP_020720041.1
OG0000342	XP_003244576.2	XP_012169201.1
OG0000342	XP_016656622.1, XP_029343628.1, XP_029343627.1, XP_029343630.1, XP_029343629.1, XP_016656623.1	XP_020721162.1
OG0000343	XP_008181491.1	XP_003394043.1, XP_012175819.1
OG0000344	XP_008180648.1	XP_020721163.1
OG0000345	XP_008183479.1	XP_003402881.1, XP_020723622.1, XP_012174636.1, XP_012174638.1, XP_012174635.1
OG0000347	XP_016658988.1	XP_012166755.1, XP_003397452.1, XP_003397451.1
OG0000348	XP_016660203.1	XP_003393409.1
OG0000349	XP_029345510.1, XP_029345507.1, XP_029345506.1, XP_029345509.1, XP_029345508.1, XP_029342686.1, XP_029342685.1, XP_029342687.1	XP_003402206.1, XP_012173611.1, XP_012173610.1, XP_012173613.1, XP_012173612.1
OG0000350	XP_029346452.1	XP_012169146.1, XP_020721331.1, XP_012169147.1, XP_020721332.1
OG0000356	XP_008181612.1, NP_001153533.1	XP_003397921.1, XP_012167462.1
OG0000357	XP_008179483.1, NP_001153852.1	XP_020722207.1, XP_012171737.1, XP_003400885.1
OG0000358	NP_001155804.1, XP_008182679.1, XP_003244268.1, XP_008182685.1	XP_003396633.1, XP_003396634.1
OG0000360	XP_029344378.1, XP_001943379.1	XP_020722453.1, XP_020722452.1, XP_012172665.1, XP_012172663.1, XP_012172664.1, XP_012172661.1, XP_003401447.1
OG0000361	XP_016662090.1, XP_001944543.2	XP_012172740.1, XP_012172741.1, XP_012172742.1, XP_003401494.1, XP_020722602.1, XP_003403371.2, XP_012172745.1, XP_003401606.2, XP_012172746.2
OG0000362	XP_001945004.2	XP_003396517.1
OG0000362	XP_016659074.1, XP_001944949.2	XP_003396516.2
OG0000363	XP_001949431.1	XP_003402028.1
OG0000363	XP_001949637.1, XP_001947106.2	XP_012173210.2
OG0000364	XP_001949061.2	XP_003395514.1
OG0000365	XP_003241353.1	XP_020720955.1, XP_020720956.1, XP_020720953.1, XP_020720954.1, XP_012168842.2
OG0000367	XP_029341559.1	XP_012167903.1, XP_012167901.1, XP_003398235.1
OG0000368	XP_016663529.1, XP_008187514.1, XP_008187515.1, XP_016663530.1, NP_001119631.1	XP_003394566.1, XP_003394648.1
OG0000369	XP_001943004.2, XP_001943611.1	XP_020723458.1, XP_012165925.1
OG0000370	XP_016664382.1	XP_020720427.1
OG0000370	XP_001945107.1	XP_020720425.1
OG0000371	XP_001948534.2	XP_012172570.1, XP_012172572.1, XP_020722733.1
OG0000372	XP_003242425.1	XP_020718391.1, XP_003402715.1
OG0000375	XP_008182314.2	XP_012165353.1, XP_012165354.1, XP_012165356.1
OG0000376	XP_008185153.1	XP_003398352.1, XP_012168063.1, XP_020720538.1, XP_012168065.1
OG0000377	XP_008189819.1	XP_020724183.1, XP_003402512.1
OG0000378	XP_029342427.1	XP_003396150.2, XP_003396189.1, XP_012164598.1
OG0000379	XP_029344225.1, XP_029344226.1, XP_029344227.1	XP_012175936.1, XP_012175938.1, XP_012175937.1, XP_012175931.1, XP_012175932.1, XP_012175930.1, XP_012175933.1, XP_012175934.1
OG0000381	XP_001944422.1	XP_012167656.1
OG0000381	XP_001945902.2	XP_003402681.1
OG0000382	XP_001945358.1, XP_029341335.1, XP_001944443.1, XP_029348534.1	XP_012168350.1, XP_012174094.1
OG0000383	XP_001946138.2	XP_003400351.1, XP_003400142.1
OG0000384	XP_001948311.2, XP_029346600.1	XP_012175752.1
OG0000384	XP_016656417.1, XP_008178646.1, XP_008178647.1	XP_012175743.1
OG0000385	XP_029348348.1, XP_029348344.1, XP_016660561.1, XP_001948454.2, XP_008189067.1	XP_003401768.1, XP_012164954.1, XP_020719099.1
OG0000386	XP_001949230.2, XP_029342856.1, XP_029342854.1	XP_003400987.1, XP_020722562.1, XP_012172013.1
OG0000387	XP_001949903.1, XP_029342415.1	XP_012175291.1, XP_012175221.2, XP_020723851.1, XP_020723852.1, XP_012175231.1, XP_003402884.1
OG0000388	XP_001950440.1	XP_012173041.1
OG0000388	XP_001950495.1	XP_003398801.1
OG0000389	XP_001950486.2, XP_008182516.1	XP_020718377.1, XP_012164301.1, XP_012164306.1, XP_003393116.1, XP_012164295.1, XP_012166573.1
OG0000390	XP_008187641.1, XP_008187645.1	XP_003396996.1, XP_003396997.1, XP_012166155.1, XP_003396995.1, XP_012166154.1, XP_012166153.1
OG0000391	XP_003244758.1	XP_012174308.2, XP_012174304.1
OG0000392	XP_008178670.1	XP_012166717.1, XP_003402154.1, XP_012174009.1, XP_012164720.1
OG0000394	XP_029342189.1, XP_008185056.1	XP_020719841.1, XP_020719840.1, XP_020719839.1, XP_020719838.1
OG0000395	XP_029345118.1, XP_029345120.1, XP_029345119.1, XP_008185423.1	XP_003397852.1, XP_012176252.1
OG0000396	XP_029343296.1, XP_008187965.1	XP_012167767.1, XP_020720841.1, XP_020722937.1
OG0000397	XP_016658097.1	XP_020718578.1, XP_003394879.1, XP_003394880.1, XP_003394878.1
OG0000398	XP_016658330.1, XP_016662388.1	XP_012168122.1
OG0000399	XP_029343899.1, XP_029343897.1	XP_020722833.1, XP_012172906.1
OG0000405	NP_001155436.1	XP_012167804.1, XP_003398123.1
OG0000406	NP_001233090.1	XP_020723977.1
OG0000406	XP_001948752.2, NP_001155579.1	XP_012175529.1
OG0000407	NP_001155820.1	XP_003403245.2, XP_020720218.1
OG0000408	XP_008181014.1	XP_003396962.1, XP_003396963.1
OG0000408	NP_001156125.1	XP_012165754.1
OG0000409	NP_001233114.1	XP_020718339.1, XP_003394778.1, XP_012163106.1, XP_012163108.1
OG0000410	XP_001942763.2	XP_012176731.1
OG0000410	XP_029342080.1	XP_003399742.1
OG0000411	XP_001950696.1	XP_003396802.2
OG0000411	XP_001943590.2	XP_003396581.1, XP_012165508.1
OG0000412	XP_001943813.2	XP_003400397.2, XP_012174375.1
OG0000413	XP_001943927.1	XP_012163071.1, XP_012163074.1
OG0000414	XP_008183039.1, XP_029342242.1, XP_029344409.1, XP_001944439.1	XP_003397223.1, XP_012166567.1
OG0000415	XP_001946323.1, XP_008186249.2	XP_012163272.1, XP_003394915.1
OG0000416	XP_001946589.2	XP_012164318.1, XP_012168711.1
OG0000417	XP_029342090.1, XP_029346635.1	XP_012163650.1
OG0000417	XP_008183804.1, XP_001948381.2	XP_012172282.1
OG0000418	XP_003248209.1, XP_001948821.1	XP_003399880.1, XP_012170533.1
OG0000418	XP_008183261.1	XP_012174769.1, XP_020723705.1
OG0000419	XP_001949820.1, XP_008182810.1	XP_020723145.1
OG0000420	XP_001951592.1	XP_003394025.1, XP_003393767.1
OG0000421	XP_001952351.1	XP_012170316.1
OG0000422	XP_029343422.1, XP_003240036.1	XP_003395309.1
OG0000423	XP_003244943.1	XP_003394993.1
OG0000424	XP_008178833.1	XP_012174289.1
OG0000424	XP_008178836.1	XP_012174291.1
OG0000425	XP_008182785.1	XP_003398194.1
OG0000426	XP_008184733.1	XP_003397226.1, XP_012166576.1, XP_012166575.1, XP_003397227.1
OG0000427	XP_008186677.1	XP_020724263.1, XP_020720932.1
OG0000427	XP_016658325.1	XP_012163873.1
OG0000428	XP_029347163.1, XP_008188845.1	XP_012171994.2
OG0000428	XP_029346680.1	XP_003398616.1
OG0000429	XP_029341827.1	XP_012173564.1
OG0000436	NP_001156218.1, XP_008190188.1	XP_003401916.2, XP_012173639.2
OG0000436	XP_008178871.1	XP_012173042.1
OG0000437	NP_001233035.1, XP_008185851.1	XP_012170305.1, XP_012170304.1, XP_020721631.1
OG0000438	XP_029340966.1, NP_001280392.1	XP_020718684.1, XP_003395796.2
OG0000439	XP_001942570.1, XP_016657731.1	XP_012173512.1
OG0000440	XP_001942580.2, XP_016659788.1	XP_012167289.1
OG0000441	XP_001942661.1, XP_029346655.1	XP_012172936.1, XP_012172933.1, XP_012172934.1
OG0000442	XP_001942867.2	XP_003394254.1
OG0000443	XP_029341360.1, XP_029341358.1, XP_016659770.1, XP_016659771.1, XP_029347456.1, XP_029347416.1, XP_016661199.1, XP_001947561.2, XP_008183316.1, XP_029341187.1, XP_001944412.2, XP_029341376.1, XP_003248512.2, XP_001948997.1, XP_029347418.1	XP_012165307.2
OG0000444	XP_001944680.1	XP_003399057.1
OG0000445	XP_001947747.2	XP_003399665.1
OG0000445	XP_001951336.2, XP_008188005.2	XP_003399666.1
OG0000446	XP_001948595.1	XP_012166271.1, XP_012166272.1, XP_020719759.1, XP_003397164.1
OG0000447	XP_001948711.2, XP_008180133.1	XP_020723824.1, XP_012175168.1, XP_012175169.1
OG0000448	XP_008182788.1, XP_003244318.1, XP_001949326.1, XP_029343895.1	XP_012174265.1, XP_020723447.1, XP_003402577.1, XP_012174264.1, XP_012174263.1, XP_012174262.1
OG0000449	XP_016657987.1, XP_001950351.1	XP_012169335.1, XP_012169334.1
OG0000450	XP_029346527.1, XP_001951822.2	XP_020723631.1, XP_003402574.1
OG0000451	XP_001952700.2	XP_012169448.1
OG0000452	XP_008180644.1, XP_008180645.1, XP_008180643.1	XP_003399091.2
OG0000452	XP_003240691.1	XP_012165148.1
OG0000453	XP_003243118.1	XP_003400463.1, XP_012171275.1, XP_012171276.1
OG0000454	XP_003243419.1, XP_008181420.1, XP_008181421.1	XP_020721488.1
OG0000455	XP_016659034.1, XP_003243797.2, XP_008181948.1	XP_012173633.1, XP_012173634.1, XP_003393809.1
OG0000456	XP_003244188.1, XP_016655925.1	XP_003396694.1
OG0000457	XP_008183896.1, XP_016660552.1, XP_029343084.1, XP_008183895.1, XP_008183894.1, XP_016660551.1, XP_003245097.1	XP_003402126.1, XP_020723180.1, XP_020723181.1, XP_020723178.1, XP_020723179.1, XP_012173619.1
OG0000458	XP_003247036.2	XP_012164458.1, XP_003393128.1, XP_003393127.1
OG0000459	XP_008178719.1	XP_003398311.1, XP_003398310.1
OG0000460	XP_008180950.1	XP_003393446.1
OG0000461	XP_008187909.2	XP_012170666.1, XP_012170667.1, XP_020721757.1, XP_003400075.1
OG0000462	XP_008188422.1	XP_003401335.1
OG0000463	XP_016655975.1	XP_012166025.1, XP_012166010.1, XP_012165971.1
OG0000464	XP_016659460.1	XP_020720489.1, XP_012168944.1, XP_003393469.1, XP_012168936.1, XP_012168941.1
