Orthogroup	Acyrthosiphon_pisum	Osmia_lignaria
OG0000135	XP_008183617.1, XP_016660307.1, XP_008183620.1, XP_008183619.1, XP_016660306.1, XP_029348611.1	XP_034180180.1, XP_034173405.1, XP_034194710.1
OG0000137	XP_029345533.1, XP_029345535.1, XP_029345534.1, XP_001949204.1, XP_008183005.1, XP_008183006.1, XP_001951358.1, XP_001943488.1	XP_034196013.1, XP_034190610.1, XP_034190609.1, XP_034190611.1, XP_034190608.1, XP_034178422.1
OG0000138	XP_029344015.1, XP_029344014.1, XP_029344016.1, XP_001948700.2	XP_034181257.1, XP_034181256.1, XP_034181258.1, XP_034181252.1, XP_034181253.1, XP_034181250.1, XP_034181251.1, XP_034181249.1, XP_034181254.1, XP_034181259.1
OG0000139	XP_001949990.1	XP_034187809.1
OG0000140	XP_001950680.1, XP_029341066.1, XP_003245538.1, XP_003244834.1	XP_034191662.1, XP_034191663.1, XP_034191664.1, XP_034191666.1, XP_034191665.1, XP_034191659.1
OG0000141	XP_029343859.1	XP_034180611.1, XP_034180612.1, XP_034180613.1, XP_034180614.1, XP_034171520.1, XP_034171519.1, XP_034171518.1, XP_034171521.1, XP_034191369.1, XP_034191364.1, XP_034191348.1, XP_034191355.1
OG0000143	XP_008183821.1, XP_001945042.2	XP_034170956.1, XP_034170957.1, XP_034170955.1, XP_034170950.1
OG0000146	NP_001119627.1	XP_034191002.1, XP_034184015.1, XP_034184014.1
OG0000147	NP_001119678.1	XP_034172317.1, XP_034176955.1, XP_034176956.1, XP_034176953.1, XP_034176954.1, XP_034176959.1, XP_034176957.1, XP_034176958.1
OG0000149	NP_001233210.1, XP_008189229.1	XP_034188253.1
OG0000149	XP_001945852.2	XP_034188255.1, XP_034188259.1, XP_034188258.1, XP_034188260.1, XP_034188261.1, XP_034188257.1
OG0000150	XP_003241608.1, XP_001943456.1, XP_008178725.1, XP_008178726.1	XP_034191022.1
OG0000151	NP_001232992.1	XP_034171188.1, XP_034171191.1, XP_034171190.1, XP_034171189.1
OG0000152	XP_001950609.1	XP_034190547.1, XP_034190545.1, XP_034190544.1, XP_034190543.1, XP_034190550.1, XP_034190549.1, XP_034190548.1, XP_034190542.1
OG0000153	XP_001952790.2	XP_034191920.1, XP_034191919.1, XP_034191916.1, XP_034191917.1, XP_034191915.1, XP_034191918.1
OG0000154	XP_029348690.1, XP_029346266.1, XP_016657976.1, XP_029348689.1	XP_034183985.1
OG0000155	XP_016660926.1, XP_016656167.1, XP_008182084.1, XP_008181927.1, XP_029341009.1	XP_034192272.1, XP_034194779.1, XP_034184638.1, XP_034194774.1, XP_034195056.1, XP_034195054.1, XP_034194955.1, XP_034195160.1, XP_034195033.1, XP_034195146.1, XP_034194928.1, XP_034194933.1, XP_034195225.1, XP_034194777.1
OG0000155	XP_029348437.1, XP_016656063.1, XP_016662687.1, XP_008181355.1, XP_016662187.1	XP_034194795.1
OG0000156	XP_016659611.1	XP_034172064.1
OG0000160	XP_001951963.1	XP_034176220.1, XP_034176221.1
OG0000160	XP_008184790.2, NP_001280442.1, XP_001944828.2, XP_001944881.1, XP_029342333.1, NP_001280272.1, NP_001233238.1, XP_008184532.1, XP_029342331.1, NP_001280469.1, XP_029341215.1	XP_034182275.1
OG0000161	XP_001950765.1	XP_034182690.1
OG0000162	XP_029346510.1	XP_034185575.1
OG0000162	XP_016657938.1, XP_008180629.1	XP_034184537.1
OG0000163	XP_016657074.1, XP_029347854.1, XP_029342845.1, XP_016658164.1, XP_029345834.1, XP_016656576.1, XP_029347331.1, XP_016659815.1	XP_034192171.1
OG0000164	XP_016661577.1	XP_034196183.1, XP_034195536.1
OG0000165	XP_029343832.1	XP_034181772.1, XP_034181773.1, XP_034181774.1
OG0000165	XP_029343481.1	XP_034193100.1
OG0000166	XP_029347644.1, XP_029347638.1, XP_029347646.1	XP_034172021.1, XP_034172006.1, XP_034171988.1, XP_034171990.1
OG0000169	XP_016663900.2, XP_001944382.3	XP_034195551.1, XP_034193805.1
OG0000170	XP_008188310.1	XP_034186105.1, XP_034186106.1
OG0000170	XP_029343183.1	XP_034186107.1, XP_034186108.1, XP_034186114.1
OG0000171	XP_029345553.1	XP_034175616.1, XP_034175629.1
OG0000173	NP_001233019.1	XP_034193474.1, XP_034193472.1, XP_034193473.1, XP_034193470.1, XP_034193475.1, XP_034193476.1
OG0000174	XP_008185372.1, XP_008189584.3, XP_008183684.1, XP_001944323.1, XP_008186867.1, XP_029343098.1, XP_029343097.1	XP_034180576.1, XP_034180577.1, XP_034180578.1
OG0000175	XP_029344556.1, XP_001951192.1	XP_034180406.1, XP_034180404.1, XP_034180403.1, XP_034180402.1
OG0000176	XP_016657241.2, XP_029347801.1	XP_034194112.1
OG0000177	XP_016657898.1, XP_008180564.2	XP_034175291.1
OG0000177	XP_001952775.1	XP_034176051.1, XP_034176049.1, XP_034176052.1
OG0000179	XP_003240433.1	XP_034186565.1, XP_034186567.1
OG0000179	NP_001155435.1, NP_001280333.1	XP_034186839.1
OG0000180	NP_001232980.1	XP_034190519.1, XP_034190518.1, XP_034190520.1
OG0000181	XP_029343194.1, XP_001948653.1	XP_034175483.1, XP_034175486.1, XP_034175485.1, XP_034175484.1, XP_034175487.1, XP_034175489.1, XP_034175488.1
OG0000182	XP_003241873.1	XP_034185960.1, XP_034185984.1, XP_034185975.1, XP_034185966.1
OG0000183	XP_016663191.1, XP_016662030.1	XP_034184393.1, XP_034184394.1, XP_034184584.1
OG0000184	XP_029341516.1	XP_034172644.1, XP_034172643.1, XP_034172641.1, XP_034172642.1
OG0000185	XP_029344304.1	XP_034191549.1, XP_034191548.1
OG0000188	XP_001944994.1	XP_034174014.1
OG0000189	XP_029345137.1, XP_008180387.1, XP_029345828.1	XP_034173527.1, XP_034173528.1, XP_034173529.1
OG0000190	XP_008187339.1	XP_034178973.1
OG0000191	XP_029346818.1, XP_016659446.1, XP_029346152.1, XP_029344343.1, XP_029342439.1	XP_034193856.1
OG0000192	XP_029345853.1	XP_034188823.1, XP_034188824.1, XP_034188825.1
OG0000196	XP_001943581.2	XP_034182940.1, XP_034182938.1, XP_034182937.1
OG0000196	XP_003248273.1, XP_008188605.1, XP_029347409.1, XP_029347413.1	XP_034194596.1
OG0000197	XP_001949247.2, XP_001943809.2	XP_034180318.1, XP_034180320.1, XP_034180317.1, XP_034180316.1
OG0000200	XP_001949978.1	XP_034194186.1
OG0000200	XP_008182512.1	XP_034175393.1, XP_034175399.1
OG0000201	XP_001951690.2	XP_034190160.1
OG0000201	NP_001313588.1	XP_034190159.1
OG0000202	XP_003246184.1, XP_016661945.1	XP_034174741.1
OG0000202	XP_001944687.1	XP_034179831.1, XP_034179748.1
OG0000203	XP_016662444.1, XP_001947661.2, XP_001949662.1, XP_029342520.1, XP_001947565.2	XP_034187157.1, XP_034176454.1
OG0000204	XP_003243588.1, XP_001948363.2	XP_034178486.1, XP_034178485.1
OG0000205	XP_016660231.1, XP_029344431.1, XP_029344430.1, XP_003244837.1	XP_034188205.1, XP_034188206.1, XP_034188203.1, XP_034188202.1, XP_034188198.1, XP_034188201.1, XP_034188199.1, XP_034188204.1
OG0000207	NP_001155712.1	XP_034176138.1
OG0000207	NP_001192033.1, XP_001942674.1	XP_034183197.1, XP_034183198.1
OG0000208	XP_001950788.1	XP_034183186.1, XP_034171050.1, XP_034170853.1, XP_034182757.1
OG0000209	XP_008183529.1	XP_034184421.1
OG0000212	NP_001232971.1, XP_008179391.1	XP_034171934.1, XP_034190213.1
OG0000213	XP_001945623.2, NP_001280334.1	XP_034181405.1, XP_034181403.1, XP_034181402.1, XP_034181400.1, XP_034181399.1, XP_034181401.1
OG0000214	XP_001945750.1	XP_034181682.1
OG0000215	XP_001949004.1, XP_016656471.1, XP_003241622.1	XP_034179200.1, XP_034179201.1, XP_034179202.1, XP_034179204.1
OG0000216	XP_029341236.1, XP_029347825.1, XP_001952110.2	XP_034174664.1
OG0000217	XP_001952229.3, XP_008178352.2	XP_034192714.1
OG0000218	XP_008186264.1	XP_034179355.1, XP_034179356.1, XP_034179353.1
OG0000223	XP_001944473.2, XP_029342159.1	XP_034187872.1, XP_034174855.1
OG0000224	XP_003247330.1, XP_001945322.1, XP_016656052.1, XP_029346604.1, XP_001950045.2	XP_034174532.1
OG0000225	XP_008183136.1, XP_001946333.2, XP_016659881.1	XP_034187524.1, XP_034187523.1, XP_034174370.1
OG0000226	XP_008185421.1	XP_034178580.1
OG0000226	XP_001947155.2, XP_029346388.1, XP_029346384.1, XP_029346385.1, XP_029346382.1, XP_029346383.1, XP_029346386.1, XP_029346387.1	XP_034178152.1, XP_034178153.1, XP_034178155.1
OG0000227	XP_003245308.1, XP_008184764.2	XP_034186580.1, XP_034186581.1, XP_034186577.1, XP_034186578.1, XP_034186579.1, XP_034186576.1
OG0000229	XP_029341397.1, XP_016661667.1, XP_016661666.1, XP_016661665.1, XP_016661664.1, XP_016661668.1, XP_008187110.1, NP_001233057.1	XP_034171126.1
OG0000230	XP_016661982.1, XP_016661983.1, XP_016661984.1, XP_001943037.1	XP_034176544.1, XP_034178098.1
OG0000231	XP_001946956.2, XP_001948201.2	XP_034190001.1, XP_034190002.1
OG0000232	XP_001947878.1, XP_029346471.1	XP_034180300.1
OG0000233	XP_001947951.2, XP_029343172.1	XP_034173028.1, XP_034173029.1, XP_034173027.1
OG0000234	XP_001948143.1	XP_034195401.1
OG0000235	XP_001952457.1, XP_016662192.1	XP_034181826.1, XP_034181830.1, XP_034181832.1
OG0000236	XP_016661843.1, XP_008185403.1	XP_034193620.1, XP_034193619.1, XP_034193622.1, XP_034193621.1, XP_034193614.1, XP_034177212.1
OG0000237	XP_008186243.2, XP_029346011.1	XP_034180210.1, XP_034194076.1, XP_034194078.1
OG0000238	XP_016659406.1	XP_034192180.1, XP_034194533.1, XP_034195303.1, XP_034192369.1, XP_034194956.1
OG0000241	NP_001155771.1	XP_034181063.1, XP_034176484.1, XP_034176485.1, XP_034176486.1
OG0000243	XP_003243924.1, XP_003243911.1, XP_008182174.1, XP_001945201.1, XP_016659189.1, XP_016659190.1, XP_016659178.1, XP_016659180.1, XP_016659183.1, XP_016659184.1, XP_029344253.1, XP_029344252.1, XP_003243915.1, XP_016659186.1, XP_003243923.1, XP_003243922.1, XP_029344251.1, XP_029344249.1, XP_029344248.1, XP_001945635.2, XP_003248350.1, XP_016659168.2, XP_029344254.1	XP_034195602.1
OG0000244	XP_001946605.1, XP_029345366.1, XP_016662168.1, XP_016662169.1, XP_016662010.1, XP_029346982.1	XP_034191998.1
OG0000245	XP_001951137.1, XP_016663800.1, XP_016663799.1, XP_001949307.1	XP_034194081.1
OG0000246	XP_001950555.2	XP_034190713.1
OG0000246	XP_001950143.1	XP_034190757.1
OG0000247	XP_029344228.1, XP_029345461.1, XP_008184353.2	XP_034192948.1, XP_034192941.1, XP_034192944.1, XP_034192943.1, XP_034192945.1
OG0000248	XP_029347273.1, XP_016663076.2, XP_029347065.1, XP_029346989.1	XP_034175213.1
OG0000248	XP_008188587.2	XP_034176258.1
OG0000249	XP_016665112.1	XP_034175198.1
OG0000251	XP_029341406.1, XP_029348692.1, XP_016663273.1, NP_001153590.1, NP_001153589.1	XP_034174897.1, XP_034186398.1
OG0000252	XP_016662203.1, XP_008179464.1, NP_001233107.1, XP_008179467.1, NP_001156268.1, XP_001950355.2	XP_034172163.1
OG0000254	XP_029344545.1, XP_016656660.1	XP_034181711.1
OG0000254	XP_001944239.2, XP_003240062.1, XP_008180377.1	XP_034176775.1
OG0000255	XP_003244428.2	XP_034175416.1
OG0000255	XP_003246526.1, XP_001947928.2, XP_003242730.1	XP_034174148.1, XP_034174137.1
OG0000256	XP_001951894.2, XP_029341156.1	XP_034172377.1, XP_034172378.1, XP_034172380.1, XP_034172381.1, XP_034172375.1, XP_034172379.1, XP_034172374.1
OG0000257	XP_003246666.1	XP_034180530.1
OG0000257	XP_003248173.1	XP_034180525.1
OG0000260	XP_001950434.1	XP_034176615.1
OG0000260	NP_001153849.1, XP_001948486.1, XP_016659711.1, XP_001947010.1	XP_034196198.1, XP_034196197.1
OG0000261	NP_001155383.1	XP_034174496.1, XP_034174495.1, XP_034174497.1
OG0000263	NP_001155556.1, XP_008180933.1	XP_034176251.1, XP_034176252.1, XP_034176253.1, XP_034176254.1
OG0000264	NP_001156153.1	XP_034192517.1, XP_034192519.1
OG0000264	NP_001156243.1	XP_034192532.1, XP_034192535.1, XP_034192533.1
OG0000266	XP_003240676.1, XP_001948034.1	XP_034178854.1
OG0000266	XP_008186329.1, NP_001280475.1	XP_034179808.1
OG0000268	XP_008182102.1, XP_029347932.1, XP_008189738.2, XP_029347683.1, XP_001942733.2, XP_029347931.1	XP_034187249.1, XP_034187250.1
OG0000269	XP_001943745.1	XP_034171785.1, XP_034171786.1, XP_034171784.1
OG0000270	XP_029345241.1, XP_001948521.2	XP_034187848.1
OG0000270	XP_029346495.1, XP_001944827.2	XP_034187840.1
OG0000271	XP_008186229.1	XP_034173987.1, XP_034173988.1, XP_034181157.1
OG0000272	XP_016665096.1, XP_016665095.1	XP_034188739.1
OG0000272	XP_029346328.1, XP_016662315.1	XP_034180090.1, XP_034180092.1
OG0000273	XP_016664122.1	XP_034173815.1, XP_034173817.1
OG0000274	XP_029346089.1	XP_034177701.1
OG0000274	XP_029346856.1	XP_034177647.1, XP_034177646.1, XP_034177645.1
OG0000275	XP_008179793.1, NP_001156725.1	XP_034184775.1, XP_034184776.1, XP_034184777.1, XP_034184778.1, XP_034184779.1
OG0000276	XP_001946172.1	XP_034183449.1
OG0000277	XP_001946581.1	XP_034180149.1
OG0000278	XP_008186457.1, XP_029342789.1, XP_001947217.2	XP_034196238.1
OG0000279	XP_003249025.3, XP_001949725.2, XP_029343956.1	XP_034178078.1, XP_034178079.1
OG0000280	XP_016657008.1, XP_029347945.1, XP_016657000.1	XP_034194688.1, XP_034194032.1
OG0000280	XP_016657663.1	XP_034183421.1
OG0000281	XP_008179649.2	XP_034183439.1, XP_034177719.1
OG0000284	NP_001155502.1	XP_034177244.1
OG0000284	NP_001165432.1	XP_034176794.1, XP_034176612.1
OG0000285	NP_001155560.1, XP_008179924.1	XP_034174210.1, XP_034174208.1, XP_034174209.1, XP_034174207.1
OG0000286	XP_016661131.1, NP_001280318.1	XP_034185528.1, XP_034186613.1
OG0000287	XP_003241653.1	XP_034181060.1
OG0000288	XP_003245506.1	XP_034182201.1
OG0000288	XP_001942634.2	XP_034176886.1
OG0000289	XP_003246644.1, XP_029343790.1, XP_001943261.1	XP_034172935.1
OG0000290	XP_008185669.1, XP_001947171.2, XP_016662037.1	XP_034180983.1
OG0000291	XP_001950838.2	XP_034179489.1
OG0000292	XP_029346347.1	XP_034187357.1, XP_034185757.1
OG0000295	NP_001155488.1	XP_034177800.1, XP_034177802.1, XP_034177803.1
OG0000296	XP_029341279.1, XP_008183323.1, XP_008183324.1, NP_001156217.1, XP_008188125.1, NP_001155711.1	XP_034182600.1, XP_034182597.1, XP_034182598.1
OG0000297	NP_001191952.1, XP_029346529.1, XP_001950706.1, XP_001950683.2, XP_003247111.1, NP_001156072.1, XP_001950829.1	XP_034181132.1
OG0000298	NP_001232973.1, XP_008186594.1	XP_034177626.1, XP_034177625.1, XP_034177622.1, XP_034177623.1
OG0000299	XP_029346685.1, XP_016660445.1, XP_001943308.1	XP_034182423.1, XP_034182421.1, XP_034182422.1, XP_034182424.1
OG0000300	XP_001943999.2	XP_034177825.1
OG0000300	XP_001944983.2	XP_034193167.1, XP_034193170.1
OG0000301	XP_001944205.2	XP_034187069.1
OG0000301	XP_008181889.1	XP_034187199.1
OG0000302	XP_003240620.1	XP_034189557.1
OG0000302	XP_001944852.2	XP_034189445.1, XP_034189444.1
OG0000303	XP_029342096.1, XP_001948339.2, XP_029341254.1	XP_034187015.1
OG0000304	XP_001949605.1	XP_034185537.1, XP_034185536.1, XP_034185539.1, XP_034185538.1, XP_034185540.1, XP_034185535.1
OG0000305	XP_001950929.2, XP_029344333.1	XP_034181240.1, XP_034172491.1
OG0000306	XP_003245388.1, XP_016660941.1	XP_034176770.1, XP_034176766.1
OG0000307	XP_008185684.1, XP_008185680.1	XP_034191324.1, XP_034191323.1
OG0000311	NP_001119633.3, XP_001950423.2	XP_034192428.1
OG0000312	NP_001155477.1	XP_034194110.1, XP_034194111.1
OG0000313	NP_001313580.1, XP_003247263.1, NP_001155519.1, XP_008187281.1, XP_029345448.1	XP_034185221.1
OG0000314	XP_001949676.1, XP_016665120.1	XP_034178893.1, XP_034178894.1
OG0000314	XP_008189786.1, NP_001155636.1	XP_034178892.1
OG0000315	XP_003248734.2, XP_029347016.1, NP_001156294.1, XP_029347015.1, NP_001155713.1	XP_034196203.1
OG0000316	NP_001165728.1, NP_001165729.1, XP_029341502.1, XP_016658800.1	XP_034190778.1
OG0000316	XP_001946148.2	XP_034191977.1
OG0000317	XP_001943954.1	XP_034175009.1, XP_034175007.1, XP_034175006.1, XP_034175001.1, XP_034175000.1, XP_034174999.1, XP_034175005.1, XP_034175004.1, XP_034175003.1, XP_034175002.1, XP_034175008.1
OG0000318	XP_001946391.1, XP_029347084.1	XP_034190993.1
OG0000319	XP_029345590.1, XP_001945303.1	XP_034193123.1, XP_034193122.1, XP_034193121.1
OG0000320	XP_029341090.1, XP_016660783.1, XP_029341114.1, XP_001949497.1, XP_008182691.1, XP_029341183.1, XP_029341152.1, XP_029346294.1, XP_016658527.1, XP_001948406.1, XP_001947590.2, XP_029341324.1, XP_029341155.1, XP_029345736.1	XP_034191979.1
OG0000321	XP_001951092.3, XP_008181523.1, XP_016658692.1, XP_016658691.1, XP_029343361.1, XP_029343362.1, XP_029343359.1, XP_029343360.1, XP_029343357.1, XP_029343358.1, XP_029343355.1, XP_029343356.1, XP_029343364.1, XP_029343363.1	XP_034181909.1
OG0000322	XP_003244377.1	XP_034189952.1, XP_034183562.1
OG0000322	XP_003241550.1	XP_034172314.1
OG0000323	XP_008186397.1	XP_034175132.1, XP_034175130.1, XP_034175131.1
OG0000324	XP_008186869.1	XP_034173951.1, XP_034174782.1, XP_034174775.1
OG0000325	XP_008187895.1	XP_034174351.1
OG0000326	XP_029343584.1	XP_034184186.1, XP_034184185.1
OG0000327	XP_029344255.1, XP_029344257.1, XP_029344259.1	XP_034175010.1, XP_034175012.1
OG0000332	NP_001156093.1	XP_034194113.1, XP_034194114.1, XP_034194115.1
OG0000333	XP_003240091.1, XP_029345406.1, XP_029345402.1, XP_029345403.1, XP_029345405.1, XP_029345404.1, NP_001192196.1	XP_034173930.1, XP_034173975.1
OG0000334	NP_001233012.1	XP_034183398.1, XP_034183399.1
OG0000335	NP_001280436.1	XP_034175478.1, XP_034183104.1, XP_034183101.1, XP_034183103.1, XP_034183105.1, XP_034183102.1, XP_034183106.1
OG0000336	XP_001944889.1	XP_034190416.1
OG0000337	XP_001945953.2	XP_034175506.1
OG0000338	XP_029347726.1, XP_029343915.1, XP_001947606.3, XP_001947868.2, XP_008186383.2, XP_001946258.2, XP_001947819.1, XP_003246759.1, XP_016662642.1	XP_034182687.1, XP_034176771.1
OG0000339	XP_001951491.1	XP_034192643.1
OG0000339	XP_001952053.1, XP_008184766.1	XP_034185690.1
OG0000340	XP_029344075.1, XP_016664227.1, XP_001952111.2, XP_029344074.1, XP_029343775.1, XP_001952598.2	XP_034180751.1
OG0000341	XP_016658787.1, XP_016658761.1, XP_003240047.1	XP_034184451.1, XP_034184452.1, XP_034184449.1, XP_034184448.1, XP_034184450.1
OG0000342	XP_003244576.2	XP_034175390.1
OG0000342	XP_016656622.1, XP_029343628.1, XP_029343627.1, XP_029343630.1, XP_029343629.1, XP_016656623.1	XP_034176651.1
OG0000343	XP_008181491.1	XP_034171667.1, XP_034171668.1, XP_034171666.1
OG0000344	XP_008180648.1	XP_034172096.1, XP_034172095.1, XP_034172097.1
OG0000345	XP_008183479.1	XP_034194321.1
OG0000346	XP_029347720.1, XP_029348069.1, XP_029344673.1, XP_016665113.1, XP_016655897.1, XP_029348166.1, XP_029347697.1, XP_016660317.1, XP_029344393.1, XP_029344394.1, XP_029341647.1, XP_016658173.1	XP_034194691.1, XP_034194550.1, XP_034194815.1, XP_034194816.1, XP_034195188.1, XP_034195190.1, XP_034184614.1, XP_034183411.1, XP_034194021.1, XP_034194852.1, XP_034194855.1, XP_034194854.1, XP_034194853.1, XP_034194856.1
OG0000347	XP_016658988.1	XP_034188955.1, XP_034188954.1, XP_034188956.1, XP_034188959.1, XP_034188958.1, XP_034188957.1
OG0000348	XP_016660203.1	XP_034173336.1, XP_034173335.1, XP_034173337.1, XP_034173334.1
OG0000349	XP_029345510.1, XP_029345507.1, XP_029345506.1, XP_029345509.1, XP_029345508.1, XP_029342686.1, XP_029342685.1, XP_029342687.1	XP_034191076.1, XP_034191073.1, XP_034191074.1
OG0000350	XP_029346452.1	XP_034175114.1, XP_034175113.1, XP_034175112.1
OG0000356	XP_008181612.1, NP_001153533.1	XP_034184610.1
OG0000357	XP_008179483.1, NP_001153852.1	XP_034180710.1, XP_034180709.1, XP_034180712.1, XP_034180711.1
OG0000358	NP_001155804.1, XP_008182679.1, XP_003244268.1, XP_008182685.1	XP_034177323.1, XP_034177336.1, XP_034177344.1, XP_034177330.1
OG0000360	XP_029344378.1, XP_001943379.1	XP_034178956.1
OG0000361	XP_016662090.1, XP_001944543.2	XP_034179560.1
OG0000362	XP_001945004.2	XP_034189061.1
OG0000362	XP_016659074.1, XP_001944949.2	XP_034188792.1, XP_034188799.1
OG0000363	XP_001949431.1	XP_034171304.1
OG0000363	XP_001949637.1, XP_001947106.2	XP_034184767.1
OG0000364	XP_001949061.2	XP_034177364.1, XP_034177365.1
OG0000365	XP_003241353.1	XP_034176168.1, XP_034176167.1, XP_034176169.1
OG0000367	XP_029341559.1	XP_034183395.1, XP_034183397.1, XP_034183396.1
OG0000368	XP_016663529.1, XP_008187514.1, XP_008187515.1, XP_016663530.1, NP_001119631.1	XP_034187201.1, XP_034187101.1
OG0000369	XP_001943004.2, XP_001943611.1	XP_034179186.1, XP_034181298.1
OG0000370	XP_016664382.1	XP_034171787.1
OG0000370	XP_001945107.1	XP_034171026.1
OG0000371	XP_001948534.2	XP_034179367.1, XP_034179365.1, XP_034179363.1, XP_034179361.1, XP_034179366.1, XP_034179362.1
OG0000372	XP_003242425.1	XP_034175981.1, XP_034189717.1
OG0000373	XP_016665045.1, XP_029342214.1, XP_029348529.1	XP_034194697.1, XP_034194696.1, XP_034194610.1, XP_034194611.1, XP_034195169.1, XP_034195166.1, XP_034195167.1, XP_034195170.1, XP_034195168.1, XP_034194578.1, XP_034195031.1, XP_034195202.1, XP_034194630.1, XP_034192496.1
OG0000375	XP_008182314.2	XP_034182296.1, XP_034182318.1, XP_034182328.1, XP_034182303.1, XP_034182312.1
OG0000376	XP_008185153.1	XP_034183658.1, XP_034183657.1
OG0000377	XP_008189819.1	XP_034172682.1, XP_034189355.1
OG0000378	XP_029342427.1	XP_034193102.1, XP_034196272.1, XP_034195429.1
OG0000379	XP_029344225.1, XP_029344226.1, XP_029344227.1	XP_034194737.1, XP_034194740.1, XP_034194741.1, XP_034194738.1, XP_034194739.1, XP_034194742.1
OG0000381	XP_001944422.1	XP_034186144.1
OG0000381	XP_001945902.2	XP_034171088.1
OG0000382	XP_001945358.1, XP_029341335.1, XP_001944443.1, XP_029348534.1	XP_034186142.1, XP_034186146.1, XP_034186143.1, XP_034186145.1, XP_034173696.1
OG0000383	XP_001946138.2	XP_034175172.1, XP_034175972.1, XP_034175974.1, XP_034175971.1, XP_034175970.1, XP_034175973.1
