Orthogroup	Acyrthosiphon_pisum	Nasonia_vitripennis
OG0000128	XP_029341219.1, XP_008185930.1, XP_029348270.1, XP_008182354.1, XP_029346138.1, XP_029341006.1, XP_029340934.1, XP_008180083.1, XP_008186851.1	XP_031781757.1
OG0000128	XP_029343301.1, XP_008189791.1, XP_008188404.1, XP_008185634.1, XP_008181540.1	XP_016839119.2, XP_031781536.1
OG0000128	XP_008178729.1	XP_031781758.1, XP_031785088.1
OG0000129	XP_029342557.1, XP_003243980.1, XP_008182280.1	XP_032454413.1, XP_016839449.1
OG0000130	XP_029347188.1	XP_031776696.1
OG0000131	NP_001119635.1	NP_001153335.1, XP_032458192.1
OG0000131	XP_001944342.1, NP_001280296.1	XP_031781148.1, XP_032457466.1, XP_001599092.1, XP_032457465.1
OG0000132	XP_001944867.2, XP_008188761.1	XP_031780045.1, XP_032453407.1, XP_016837749.1
OG0000133	XP_001947717.2, XP_029346829.1	XP_031778739.1, XP_031778741.1, XP_008208013.1, XP_031778740.1
OG0000135	XP_008183617.1, XP_016660307.1, XP_008183620.1, XP_008183619.1, XP_016660306.1, XP_029348611.1	XP_001603134.1, XP_001603371.1
OG0000137	XP_029345533.1, XP_029345535.1, XP_029345534.1, XP_001949204.1, XP_008183005.1, XP_008183006.1, XP_001951358.1, XP_001943488.1	XP_016841737.2
OG0000138	XP_029344015.1, XP_029344014.1, XP_029344016.1, XP_001948700.2	XP_031787653.1, XP_001605659.1
OG0000139	XP_001949990.1	XP_031783357.1, XP_001606341.1, XP_016838561.1, XP_001602751.1, XP_008204858.1, XP_032452316.1, XP_032452315.1, XP_008216641.1
OG0000140	XP_001950680.1, XP_029341066.1, XP_003245538.1, XP_003244834.1	XP_003424447.1
OG0000141	XP_029343859.1	XP_032458118.1, XP_032458115.1, XP_032458114.1, XP_031789200.1
OG0000143	XP_008183821.1, XP_001945042.2	XP_008203875.1, XP_003425736.1, XP_001605275.2, XP_032454553.1
OG0000146	NP_001119627.1	XP_016840249.1, XP_032452549.1, XP_001602324.1
OG0000147	NP_001119678.1	XP_001600440.1, XP_001602387.1
OG0000148	XP_029345878.1	XP_031781025.2, XP_031781362.1, XP_031786416.1
OG0000149	NP_001233210.1, XP_008189229.1	XP_001606233.2
OG0000149	XP_001945852.2	XP_016840414.1, XP_008211722.2
OG0000150	XP_003241608.1, XP_001943456.1, XP_008178725.1, XP_008178726.1	XP_031781028.1, XP_031781038.1, XP_032457432.1
OG0000151	NP_001232992.1	XP_003426709.1
OG0000152	XP_001950609.1	XP_003425682.1, XP_032454103.1, XP_016839188.1, XP_008203561.1, XP_008203562.1, XP_032454105.1, XP_032454104.1, XP_032454106.1, XP_008203564.1, XP_008203563.1
OG0000153	XP_001952790.2	XP_031778705.1, XP_031778704.1, XP_031778706.1
OG0000154	XP_029348690.1, XP_029346266.1, XP_016657976.1, XP_029348689.1	XP_008203624.1, XP_008205027.1, XP_031788668.1, XP_008203596.1
OG0000155	XP_016660926.1, XP_016656167.1, XP_008182084.1, XP_008181927.1, XP_029341009.1	XP_031788826.1
OG0000155	XP_029348437.1, XP_016656063.1, XP_016662687.1, XP_008181355.1	XP_031784528.1, XP_031788865.1
OG0000155	XP_016662187.1	XP_031781360.1, XP_031789237.1, XP_008214569.1, XP_031777466.1, XP_031781363.1
OG0000156	XP_016659611.1	XP_031782954.1, XP_031782971.1, XP_032457184.1, XP_031782949.1, XP_031782945.1
OG0000160	XP_001951963.1	XP_008204617.1
OG0000160	XP_008184790.2, NP_001280442.1, XP_001944828.2, XP_001944881.1, XP_029342333.1, NP_001280272.1, NP_001233238.1, XP_008184532.1, XP_029342331.1, NP_001280469.1, XP_029341215.1	XP_003424871.1, XP_003424872.1
OG0000161	XP_001950765.1	XP_001599809.1, XP_016839500.1, XP_001605936.1, NP_001165968.1, XP_001603114.1, XP_031779032.1, NP_001165966.1, NP_001165965.1, XP_001602765.2, XP_031779585.1
OG0000161	XP_003248391.3, XP_016664500.1, XP_029343100.1, XP_003247261.1, XP_029347509.1, XP_001951866.1, XP_029343101.1	XP_032453955.1
OG0000162	XP_029346510.1	NP_001234904.1, XP_031787426.1
OG0000162	XP_008186164.1, XP_029342674.1	XP_008205092.1, NP_001234892.1
OG0000162	XP_016657938.1, XP_008180629.1	XP_031789332.1, NP_001234893.1
OG0000163	XP_029341157.1	XP_031784222.1
OG0000164	XP_016661577.1	XP_016843433.1, XP_031785500.1, XP_031777945.1, XP_016843278.1, XP_031780582.1, XP_031777892.1, XP_031777902.1, XP_031780583.1
OG0000165	XP_029343481.1	XP_008211085.1
OG0000166	XP_029347644.1, XP_029347638.1, XP_029347646.1	XP_032458153.1, XP_031777661.1, XP_031777675.1, XP_032458168.1
OG0000168	XP_001951684.4, XP_003248836.2	XP_008207992.2
OG0000170	XP_008188310.1	XP_032453170.1
OG0000170	XP_029343183.1	XP_001604322.2, XP_016837471.1, XP_016837469.1, XP_008204248.1, XP_016837470.2
OG0000171	XP_029345553.1	XP_032454904.1, XP_016838928.1, XP_001608062.2, XP_031780002.1
OG0000173	NP_001233019.1	XP_031787440.1, NP_001153423.1, NP_001153422.1
OG0000174	XP_008185372.1, XP_008189584.3, XP_008183684.1, XP_001944323.1, XP_008186867.1, XP_029343098.1, XP_029343097.1	XP_001600210.1
OG0000177	XP_016657898.1, XP_008180564.2	XP_001606472.1
OG0000177	XP_001952775.1	XP_008210134.1, XP_003427240.1
OG0000179	XP_003240433.1	XP_001604591.1
OG0000179	NP_001155435.1, NP_001280333.1	XP_032451900.1, XP_001607038.1, XP_032451901.1
OG0000180	NP_001232980.1	XP_008206406.1, XP_001606981.2
OG0000181	XP_029343194.1, XP_001948653.1	XP_001600458.2, XP_008214574.1, XP_008214578.1, XP_016845255.1
OG0000182	XP_003241873.1	XP_001601987.2, XP_016841479.1, XP_016841478.1, XP_031787113.1, XP_031787104.1, XP_031787105.1, XP_031787106.1, XP_031787109.1, XP_031787110.1, XP_031787111.1, XP_031787112.1, XP_008205687.1, XP_008205678.1, XP_031787103.1
OG0000183	XP_016663191.1, XP_016662030.1	XP_003426002.1, XP_008204775.1, XP_008204776.1, XP_008204778.1, XP_001603387.1
OG0000184	XP_029341516.1	NP_001177442.1, XP_031786125.1, NP_001177456.1, NP_001177454.1, NP_001177455.1, NP_001177445.1, NP_001177448.1, NP_001177447.1, XP_031786129.1, NP_001177452.1, NP_001177453.1, NP_001177446.1, XP_032454720.1, NP_001177450.1, NP_001164388.1, NP_001177421.1, NP_001177422.1, XP_016845192.1, NP_001177460.1, NP_001177457.1, NP_001177449.1, NP_001177451.1, NP_001164464.1, NP_001177642.1, XP_031786111.1, NP_001177697.1, NP_001177444.1, NP_001177458.1, NP_001177459.1, NP_001177443.1, NP_001177441.1
OG0000185	XP_029344304.1	XP_008202977.1, XP_032452589.1, NP_001136331.1, XP_008202533.1
OG0000188	XP_029344969.1, XP_029345698.1	XP_031783182.1, XP_016839660.1
OG0000188	XP_001944994.1	XP_001604859.1, XP_008211609.1
OG0000189	XP_008180383.1	XP_016838483.1, XP_031781823.1
OG0000189	XP_029345137.1, XP_008180387.1, XP_029345828.1	XP_031781874.1
OG0000190	XP_008187339.1	XP_008201771.1, XP_032456089.1, XP_032456090.1, XP_032456086.1, XP_001605005.1, XP_032456093.1, XP_032456091.1, XP_032456092.1, XP_032456087.1, XP_032456088.1, XP_001604983.1, XP_003425264.1, XP_008201772.1, XP_032456085.1, XP_008201769.1, XP_032456082.1, XP_032456084.1, XP_032456083.1, XP_008201770.1
OG0000191	XP_029346818.1, XP_016659446.1, XP_029346152.1, XP_029344343.1, XP_029342439.1	XP_008207212.2
OG0000192	XP_029345853.1	XP_031780067.1, XP_031780066.1
OG0000196	XP_001943581.2	XP_003423952.1, XP_008215430.1
OG0000196	XP_003248273.1, XP_008188605.1, XP_029347409.1, XP_029347413.1	XP_008215207.1
OG0000197	XP_001949247.2, XP_001943809.2	XP_016837276.1, XP_016837275.1, NP_001155183.1, XP_016837279.1, XP_016837277.1, XP_032452047.1, XP_031777742.1, XP_031777741.1, XP_031777743.1
OG0000198	XP_003240145.1, XP_016656873.1	XP_008213258.1
OG0000200	XP_001949978.1	XP_001601256.2
OG0000200	XP_008182512.1	NP_001153462.1
OG0000201	XP_001951690.2	XP_001606137.1
OG0000201	NP_001313588.1	XP_001607558.2
OG0000202	XP_003246184.1, XP_016661945.1	XP_001608175.1, XP_032456995.1, XP_032456994.1
OG0000202	XP_001944687.1	XP_031788443.1, XP_031788445.1
OG0000203	XP_016662444.1, XP_001947661.2, XP_001949662.1, XP_029342520.1, XP_001947565.2	XP_001608051.1, XP_032452106.1, XP_031779307.1
OG0000204	XP_003243588.1, XP_001948363.2	XP_016841715.1, XP_031788586.1, XP_016841716.1
OG0000205	XP_016660231.1, XP_029344431.1, XP_029344430.1, XP_003244837.1	XP_031784084.1
OG0000207	NP_001155712.1	XP_001605874.1
OG0000207	NP_001192033.1, XP_001942674.1	XP_031780977.1, XP_031779878.1, XP_031781051.1
OG0000208	XP_001950788.1	XP_031781008.1
OG0000209	XP_008183529.1	XP_032456886.1
OG0000212	NP_001232971.1, XP_008179391.1	XP_001603421.1, XP_001601231.2
OG0000213	XP_001945623.2, NP_001280334.1	XP_003427028.1, XP_001605473.1, XP_032456240.1
OG0000214	XP_001945750.1	XP_032457643.1, XP_032457642.1, XP_031781552.1, XP_031781551.1
OG0000214	XP_008186309.1, XP_008186310.1, XP_008186312.3	XP_032455627.1, XP_031784508.1
OG0000215	XP_001949004.1, XP_016656471.1, XP_003241622.1	XP_016843751.2, XP_016843750.2, XP_016843749.2, XP_031788092.1, XP_032456457.1, XP_001603599.4
OG0000216	XP_029341236.1, XP_029347825.1, XP_001952110.2	XP_001603476.3
OG0000217	XP_001952229.3	XP_001605172.2, XP_031785580.1
OG0000218	XP_008186264.1	XP_008207040.1, XP_008207042.1, XP_008207041.1
OG0000223	XP_001944473.2, XP_029342159.1	NP_001155149.1, XP_008213618.1, XP_031785562.1
OG0000224	XP_003247330.1, XP_001945322.1, XP_016656052.1, XP_029346604.1, XP_001950045.2	NP_001166091.1, XP_016836998.2, XP_032452314.1, XP_031780168.1, XP_016838644.1, XP_032453420.1, XP_031780156.1
OG0000225	XP_008183136.1, XP_001946333.2, XP_016659881.1	XP_001602931.1, XP_031781485.1, XP_032457609.1, XP_031777410.1
OG0000226	XP_008185421.1	XP_016844695.1
OG0000226	XP_001947155.2, XP_029346388.1, XP_029346384.1, XP_029346385.1, XP_029346382.1, XP_029346383.1, XP_029346386.1, XP_029346387.1	XP_016845008.1
OG0000228	XP_029345773.1	XP_031788714.1
OG0000229	XP_029341397.1, XP_016661667.1, XP_016661666.1, XP_016661665.1, XP_016661664.1, XP_016661668.1, XP_008187110.1, NP_001233057.1	XP_008215504.1
OG0000230	XP_016661982.1, XP_016661983.1, XP_016661984.1, XP_001943037.1	XP_008217387.1, XP_003424711.1
OG0000231	XP_001946956.2, XP_001948201.2	XP_001602920.1
OG0000232	XP_001947878.1, XP_029346471.1	XP_031788753.1
OG0000233	XP_001947951.2, XP_029343172.1	XP_008216033.1, XP_016836863.1, XP_003423899.1, XP_031777023.1
OG0000234	XP_001948143.1	XP_031780756.1, NP_001166090.1, NP_001166255.1, NP_001166089.1, NP_001166062.1, XP_003426198.1, XP_003426213.1, XP_003426199.1
OG0000235	XP_001952457.1, XP_016662192.1	XP_031779029.1, XP_031779025.1, XP_031779027.1
OG0000236	XP_016661843.1, XP_008185403.1	NP_001164379.1, XP_031785405.1
OG0000237	XP_008186243.2, XP_029346011.1	XP_008203240.1
OG0000238	XP_016659406.1	XP_031777461.1, XP_016841012.1, XP_008212143.1, XP_031783892.1, XP_031777269.1, XP_008217413.1, XP_008206602.1, XP_031781099.1, XP_008208797.1, XP_031784368.1
OG0000241	NP_001155771.1	XP_001599078.1, XP_031784889.1
OG0000242	XP_016662935.1, XP_001952439.2, XP_029342720.1, XP_001951034.3, XP_029348454.1, NP_001352059.1, XP_016656341.1, NP_001352061.1, XP_001944051.2, XP_016655899.1, XP_029343853.1, XP_016664232.1	XP_008217632.2
OG0000243	XP_003243924.1, XP_003243911.1, XP_008182174.1, XP_001945201.1, XP_016659189.1, XP_016659190.1, XP_016659178.1, XP_016659180.1, XP_016659183.1, XP_016659184.1, XP_029344253.1, XP_029344252.1, XP_003243915.1, XP_016659186.1, XP_003243923.1, XP_003243922.1, XP_029344251.1, XP_029344249.1, XP_029344248.1, XP_001945635.2, XP_003248350.1, XP_016659168.2, XP_029344254.1	XP_001605952.2
OG0000244	XP_001946605.1, XP_029345366.1, XP_016662168.1, XP_016662169.1, XP_016662010.1, XP_029346982.1	XP_031781211.1, XP_008214562.1, XP_008214563.1, XP_032457510.1, XP_031781210.1
OG0000245	XP_001951137.1, XP_016663800.1, XP_016663799.1, XP_001949307.1	NP_001164331.1, NP_001164357.1, XP_031783456.1
OG0000246	XP_001950555.2	XP_001603679.1
OG0000246	XP_001950143.1	XP_003427114.1, XP_031778429.1
OG0000247	XP_029344228.1, XP_029345461.1, XP_008184353.2	XP_031779115.1
OG0000248	XP_029347273.1, XP_016663076.2, XP_029347065.1, XP_029346989.1	XP_016839636.1, XP_031783663.1, XP_031783660.1
OG0000249	XP_016665112.1	NP_001153452.1, XP_031787477.1
OG0000251	XP_029341406.1, XP_029348692.1, XP_016663273.1, NP_001153590.1, NP_001153589.1	XP_032455324.1, XP_031784890.1, XP_003426647.1
OG0000252	XP_016662203.1, XP_008179464.1, NP_001233107.1, XP_008179467.1, NP_001156268.1, XP_001950355.2	XP_008202453.1, XP_008202456.1, XP_032457326.1, XP_031777444.1, XP_031777443.1, XP_032457324.1, XP_032457323.1, XP_032457325.1
OG0000253	NP_001280380.1	NP_001164367.1
OG0000254	XP_029344545.1, XP_016656660.1	XP_008211229.1, XP_031785157.1
OG0000254	XP_001944239.2, XP_003240062.1, XP_008180377.1	XP_008206656.1
OG0000255	XP_003244428.2	XP_008214568.1
OG0000255	XP_003246526.1, XP_001947928.2, XP_003242730.1	XP_001601575.1
OG0000256	XP_001951894.2, XP_029341156.1	XP_008204801.1, XP_008204800.1, XP_008204803.1, XP_008204805.1
OG0000257	XP_003246666.1	XP_016838496.1, XP_008203021.1
OG0000257	XP_003248173.1	XP_016838482.1
OG0000260	XP_001950434.1	XP_003425726.1, XP_032452737.1
OG0000261	NP_001155383.1	XP_001602288.1
OG0000263	NP_001155556.1, XP_008180933.1	XP_008203575.1, XP_032454107.1, XP_003425684.1, XP_031783237.1, XP_008203574.1, XP_031783236.1
OG0000264	NP_001156153.1	XP_016844991.1, XP_016844992.1, XP_016844993.1
OG0000264	NP_001156243.1	XP_001608103.1
OG0000266	XP_003240676.1, XP_001948034.1	XP_003428081.1
OG0000266	XP_008186329.1, NP_001280475.1	XP_008213988.1, XP_001601016.1, XP_032455467.1
OG0000268	XP_008182102.1, XP_029347932.1, XP_008189738.2, XP_029347683.1, XP_001942733.2, XP_029347931.1	XP_001604577.1, XP_031789511.1, XP_001604871.2, XP_001604880.2
OG0000269	XP_001943745.1	XP_001607744.2
OG0000270	XP_029346495.1, XP_001944827.2	XP_031787127.1
OG0000271	XP_008186229.1	NP_001153387.1, XP_001600587.2, XP_001606201.2
OG0000272	XP_016665096.1, XP_016665095.1	XP_031778066.1, XP_032453944.1
OG0000272	XP_029346328.1, XP_016662315.1	XP_001603198.2
OG0000273	XP_016664122.1	XP_031780336.1, XP_031780333.1
OG0000274	XP_029346089.1	XP_031785813.1
OG0000274	XP_029346856.1	XP_008211195.1
OG0000276	XP_001946172.1	XP_031778500.1, XP_001607936.1
OG0000277	XP_001946581.1	XP_008211107.1
OG0000278	XP_008186457.1, XP_029342789.1, XP_001947217.2	XP_032454137.1, XP_032454138.1, XP_032454139.1, XP_032454140.1, XP_032454133.1, XP_032454134.1, XP_032454135.1, XP_032454136.1, XP_016839921.1, XP_032454142.1, XP_032454141.1, XP_016839922.1, XP_032454144.1, XP_032454143.1, XP_032454146.1, XP_032454145.1, XP_032454148.1, XP_032454147.1, XP_032454149.1, XP_032454151.1, XP_032454132.1, XP_032454150.1, XP_031783292.1
OG0000279	XP_029343956.1	XP_016839857.1
OG0000281	XP_008179649.2	XP_001607948.2, XP_001604393.1, XP_001604417.2
OG0000284	NP_001155502.1	XP_001606673.1
OG0000284	NP_001165432.1	XP_008211037.1
OG0000285	NP_001155560.1, XP_008179924.1	XP_016838297.1
OG0000286	XP_016661131.1, NP_001280318.1	XP_032452557.1
OG0000287	NP_001313583.1	XP_008202843.1, XP_001606457.2
OG0000287	XP_003241653.1	XP_003425383.1, XP_008202274.1
OG0000288	XP_001942634.2	NP_001166048.1, XP_008209318.1
OG0000289	XP_003246644.1, XP_029343790.1, XP_001943261.1	XP_016840362.1, XP_001604619.1, XP_008211310.1, XP_008211309.1, XP_032454831.1
OG0000290	XP_008185669.1, XP_001947171.2, XP_016662037.1	XP_008204706.1, XP_008204688.1, XP_008204693.1, XP_008204700.1
OG0000291	XP_003240981.1, XP_001950806.2	XP_001606579.2, XP_031785150.1
OG0000291	XP_001950838.2	XP_008212916.2, XP_008211563.1
OG0000292	XP_029346347.1	XP_031780071.1
OG0000295	NP_001155488.1	XP_001607980.1, XP_001607976.1, XP_001607974.1, XP_003428212.1, XP_032455169.1, XP_032455170.1, XP_032455171.1
OG0000296	XP_029341279.1, XP_008183323.1, XP_008183324.1, NP_001156217.1, XP_008188125.1, NP_001155711.1	XP_031779169.1
OG0000298	NP_001232973.1, XP_008186594.1	XP_008216149.1, XP_008216147.1, XP_008216146.1, XP_032453473.1, XP_032453472.1
OG0000299	XP_029346685.1, XP_016660445.1, XP_001943308.1	XP_003426781.1, XP_001601854.1
OG0000300	XP_001944983.2	XP_003425056.1, XP_001605288.1
OG0000301	XP_001944205.2	NP_001165992.1
OG0000301	XP_008181889.1	NP_001165993.1, XP_001602395.3
OG0000302	XP_003240620.1	XP_031783914.1
OG0000302	XP_001944852.2	XP_032455159.1, XP_008214883.1, XP_032455160.1, XP_008214882.1, XP_031786529.1, XP_031786440.1
OG0000303	XP_029342096.1, XP_001948339.2, XP_029341254.1	XP_008212905.1, XP_003426614.1, XP_031785517.1
OG0000304	XP_001949605.1	XP_031786449.1
OG0000305	XP_001950929.2, XP_029344333.1	XP_008203496.1, XP_031787288.1, XP_016841776.1, XP_016841777.1
OG0000306	XP_003245388.1, XP_016660941.1	XP_031785304.1
OG0000307	XP_008185684.1, XP_008185680.1	XP_031785703.1, XP_008215148.1, XP_032455669.1
OG0000311	NP_001119633.3, XP_001950423.2	XP_031788070.1
OG0000312	NP_001155477.1	XP_032454158.1, XP_032454156.1, XP_032454154.1, XP_008206250.1, XP_008206249.1, XP_032454157.1, XP_032454153.1
OG0000313	NP_001313580.1, XP_003247263.1, NP_001155519.1, XP_008187281.1, XP_029345448.1	XP_031781836.1, XP_001599934.1
OG0000314	XP_001949676.1, XP_016665120.1	XP_001606465.1, XP_032456526.1, XP_008204338.1, XP_031787274.1, XP_003424762.3
OG0000314	XP_008189786.1, NP_001155636.1	XP_032456533.1, XP_001607656.1
OG0000315	XP_003248734.2, XP_029347016.1, NP_001156294.1, XP_029347015.1, NP_001155713.1	XP_001599137.1, XP_001600184.4
OG0000316	XP_001946148.2	XP_001604763.1, XP_016843738.1, XP_031787731.1
OG0000317	XP_001943954.1	XP_016841106.1, XP_003426518.1, XP_008206890.1
OG0000318	XP_001946391.1, XP_029347084.1	XP_008206399.1, XP_001606799.1
OG0000319	XP_029345590.1, XP_001945303.1	XP_016845436.1, XP_003428126.1
OG0000320	XP_029341090.1, XP_016660783.1, XP_029341114.1, XP_001949497.1, XP_008182691.1, XP_029341183.1, XP_029341152.1, XP_029346294.1, XP_016658527.1, XP_001948406.1, XP_001947590.2, XP_029341324.1, XP_029341155.1, XP_029345736.1	XP_001602384.1, XP_001607362.3, XP_001605719.1
OG0000321	XP_001951092.3, XP_008181523.1, XP_016658692.1, XP_016658691.1, XP_029343361.1, XP_029343362.1, XP_029343359.1, XP_029343360.1, XP_029343357.1, XP_029343358.1, XP_029343355.1, XP_029343356.1, XP_029343364.1, XP_029343363.1	XP_031777401.1
OG0000322	XP_003244377.1	XP_001607407.1
OG0000323	XP_008186397.1	XP_031788472.1, XP_032457254.1, XP_031788450.1
OG0000324	XP_008186869.1	XP_031780816.1, XP_016838881.2
OG0000325	XP_008187895.1	XP_008213655.1
OG0000326	XP_029343584.1	XP_031784208.1, XP_032457888.1, XP_032457885.1, XP_032457884.1, XP_032457887.1, XP_032457886.1, XP_031784204.1, XP_031784205.1, XP_031784206.1, XP_031784207.1, XP_016842072.1, XP_008217372.1, XP_031784209.1
OG0000327	XP_029344255.1, XP_029344257.1, XP_029344259.1	XP_016838935.1, XP_016838930.1
OG0000332	NP_001156093.1	XP_031783273.1, XP_008206247.1
OG0000333	XP_003240091.1, XP_029345406.1, XP_029345402.1, XP_029345403.1, XP_029345405.1, XP_029345404.1, NP_001192196.1	XP_031783197.1
OG0000334	NP_001233012.1	NP_001164403.1, XP_032452183.1, XP_008216254.1
OG0000335	NP_001280436.1	XP_003426117.1
OG0000336	XP_001944889.1	XP_003426396.1, XP_008206529.1, XP_016839052.1
OG0000337	XP_001945953.2	XP_031783756.1
OG0000338	XP_029347726.1, XP_029343915.1, XP_001947606.3, XP_001947868.2, XP_008186383.2, XP_001946258.2, XP_001947819.1, XP_003246759.1, XP_016662642.1	XP_003424878.1, XP_001607488.2, XP_001604839.1
OG0000339	XP_001951491.1	XP_031784468.1
OG0000339	XP_001952053.1, XP_008184766.1	XP_031779603.1
OG0000340	XP_029347555.1	XP_008202557.1
OG0000340	XP_029344075.1, XP_016664227.1, XP_001952111.2, XP_029344074.1, XP_029343775.1, XP_001952598.2	XP_008215783.2
OG0000341	XP_016658787.1, XP_016658761.1, XP_003240047.1	XP_031780569.1, XP_001601882.1
OG0000342	XP_003244576.2	XP_016842459.1, XP_031788435.1
OG0000342	XP_016656622.1, XP_029343628.1, XP_029343627.1, XP_029343630.1, XP_029343629.1, XP_016656623.1	XP_008206353.1
OG0000343	XP_008181491.1	XP_003428067.1
OG0000344	XP_008180648.1	XP_016844412.1
OG0000345	XP_008183479.1	XP_016837521.1, XP_031779210.1
OG0000346	XP_029347720.1, XP_029348069.1, XP_029344673.1, XP_016665113.1, XP_016655897.1, XP_029348166.1, XP_029347697.1, XP_016660317.1, XP_029344393.1, XP_029344394.1, XP_029341647.1, XP_016658173.1	XP_031788429.1
OG0000347	XP_016658988.1	XP_032456833.1, XP_031788519.1, XP_031788520.1, XP_031788521.1
OG0000349	XP_029345510.1, XP_029345507.1, XP_029345506.1, XP_029345509.1, XP_029345508.1, XP_029342686.1, XP_029342685.1, XP_029342687.1	XP_031785287.1
OG0000350	XP_029346452.1	XP_001601576.1, XP_008204559.1
OG0000356	XP_008181612.1, NP_001153533.1	XP_032455089.1, XP_016842824.1, XP_001603497.1, XP_001603472.2
OG0000357	XP_008179483.1, NP_001153852.1	XP_008201758.1, XP_003425261.1
OG0000358	NP_001155804.1, XP_008182679.1, XP_003244268.1, XP_008182685.1	XP_032451992.1
OG0000360	XP_029344378.1, XP_001943379.1	XP_031786393.1
OG0000361	XP_016662090.1, XP_001944543.2	XP_001599966.3
OG0000362	XP_001945004.2	XP_001603573.1, NP_001154986.1, XP_001603544.1
