Orthogroup	Nomia_melanderi	Megachile_rotundata
OG0000194	XP_031849209.1, XP_031849210.1, XP_031849207.1, XP_031849208.1	XP_012147782.1, XP_012147792.1, XP_012147787.1, XP_012147768.1, XP_003699938.1
OG0000195	XP_031831492.1, XP_031831488.1, XP_031831489.1, XP_031831490.1	XP_012145127.1, XP_012145128.1, XP_003705274.1
OG0000196	XP_031826683.1	XP_012147630.1
OG0000196	XP_031842136.1	XP_012151022.1, XP_012136803.1, XP_012153221.1, XP_012152710.1, XP_012147487.1
OG0000197	XP_031848020.1	XP_003708046.2
OG0000198	XP_031833782.1	XP_003700219.1, XP_003700218.1, XP_012153678.1, XP_012153677.1, XP_012153617.1, XP_012153681.1, XP_003700221.1, XP_003700222.2, XP_012153682.1, XP_012153679.1
OG0000200	XP_031837412.1	XP_012141849.1, XP_012141850.1, XP_012141851.1, XP_012141845.1, XP_012141846.1, XP_012141847.1, XP_003703775.1
OG0000201	XP_031838019.1	XP_003704834.1, XP_012144296.1, XP_012144297.1
OG0000202	XP_031849419.1	XP_012154471.1, XP_003700565.1
OG0000203	XP_031848090.1, XP_031848091.1	XP_012139529.1, XP_012139530.1, XP_003702918.1
OG0000204	XP_031836865.1, XP_031836867.1, XP_031836864.1	XP_003704014.1, XP_012142164.1, XP_012142163.1
OG0000205	XP_031831465.1	XP_012145132.1
OG0000206	XP_031849567.1, XP_031849568.1, XP_031849564.1, XP_031849566.1	XP_003708165.1
OG0000207	XP_031848677.1	XP_012141167.1, XP_012141169.1, XP_012141168.1, XP_012141174.1, XP_012141175.1, XP_012141172.1, XP_012141173.1, XP_012141171.1
OG0000208	XP_031829984.1	XP_012138825.1, XP_003702497.1
OG0000209	XP_031838107.1, XP_031838108.1	XP_012152058.1, XP_012152073.1, XP_012152066.1
OG0000210	XP_031842886.1	XP_012146833.1, XP_012146832.1, XP_012146831.1
OG0000211	XP_031829902.1, XP_031829901.1	XP_003702511.1
OG0000212	XP_031835362.1, XP_031835361.1, XP_031835360.1	XP_003699274.1, XP_012154527.1, XP_012154521.1, XP_012154514.1
OG0000213	XP_031839444.1	XP_012144635.1
OG0000214	XP_031842082.1, XP_031842079.1, XP_031842078.1, XP_031842077.1, XP_031842081.1, XP_031842083.1	XP_003703764.1, XP_012141808.1, XP_012141807.1
OG0000215	XP_031850345.1, XP_031850348.1, XP_031850346.1, XP_031850349.1	XP_003701024.1
OG0000216	XP_031838620.1	XP_003703313.1, XP_012140807.1, XP_012140808.1
OG0000217	XP_031838211.1	XP_003705707.1
OG0000218	XP_031842770.1, XP_031842761.1, XP_031842764.1, XP_031842767.1, XP_031842763.1, XP_031842762.1, XP_031842768.1	XP_003705904.2
OG0000219	XP_031831634.1, XP_031831636.1, XP_031831637.1, XP_031831639.1, XP_031831635.1	XP_012153644.1
OG0000220	XP_031828555.1	XP_012148215.1
OG0000221	XP_031832861.1, XP_031832863.1, XP_031832846.1, XP_031832848.1, XP_031832850.1, XP_031832849.1, XP_031832862.1, XP_031832854.1, XP_031832851.1, XP_031832852.1, XP_031832857.1, XP_031832858.1, XP_031832855.1, XP_031832856.1, XP_031832859.1, XP_031832853.1, XP_031832860.1	XP_003702794.2
OG0000222	XP_031830443.1	XP_003706708.1
OG0000222	XP_031847772.1, XP_031847770.1, XP_031847771.1, XP_031847768.1, XP_031847769.1	XP_012148976.1, XP_003706823.1
OG0000223	XP_031829282.1, XP_031829279.1, XP_031829280.1, XP_031829276.1, XP_031829278.1, XP_031829277.1	XP_003702599.1
OG0000224	XP_031829567.1, XP_031829557.1, XP_031829575.1, XP_031829584.1	XP_012138808.1, XP_012138804.1, XP_012138805.1, XP_012138806.1, XP_003702483.1, XP_012138807.1
OG0000226	XP_031825781.1, XP_031825780.1, XP_031825779.1, XP_031825785.1, XP_031825786.1, XP_031825783.1, XP_031825784.1, XP_031825782.1	XP_012143972.1
OG0000227	XP_031829453.1	XP_012145417.1
OG0000227	XP_031829454.1	XP_003705347.1, XP_012153570.1
OG0000228	XP_031828212.1, XP_031828211.1	XP_012151530.1, XP_012151529.1
OG0000229	XP_031838232.1	XP_012136196.1
OG0000230	XP_031828640.1	XP_012148214.1, XP_003706551.2
OG0000231	XP_031834247.1	XP_012148182.1, XP_012148181.1, XP_012148184.1, XP_012148183.1, XP_012148185.1, XP_003706573.2
OG0000232	XP_031832370.1, XP_031832369.1	XP_003704217.1
OG0000233	XP_031843677.1, XP_031843676.1, XP_031843680.1, XP_031843678.1, XP_031843679.1	XP_012149526.1
OG0000234	XP_031830083.1	XP_012135811.1, XP_012135995.1
OG0000235	XP_031844539.1	XP_003706133.1, XP_012147343.1, XP_012147342.1
OG0000236	XP_031826120.1	XP_003702046.1, XP_012137968.1, XP_012137967.1, XP_012137966.1
OG0000237	XP_031846993.1, XP_031846994.1, XP_031846992.1	XP_003701993.1, XP_012137687.1, XP_012137688.1, XP_012137686.1
OG0000238	XP_031831187.1, XP_031831186.1, XP_031831197.1, XP_031831190.1, XP_031831191.1, XP_031831188.1, XP_031831189.1, XP_031831194.1, XP_031831195.1, XP_031831192.1, XP_031831193.1, XP_031831184.1	XP_012150544.1, XP_012150543.1, XP_003707536.1, XP_012150541.1, XP_012150542.1
OG0000239	XP_031840694.1, XP_031846513.1, XP_031846649.1	XP_012152085.1, XP_012148651.1, XP_003708136.1, XP_012153573.1, XP_012148653.1, XP_012137203.1
OG0000240	XP_031837983.1, XP_031837982.1, XP_031837977.1, XP_031837976.1, XP_031837979.1, XP_031837978.1, XP_031837981.1, XP_031837980.1, XP_031837984.1	XP_012143297.1, XP_012143296.1, XP_012143295.1, XP_003704508.2, XP_012143299.1, XP_012143298.1
OG0000241	XP_031829831.1, XP_031829833.1, XP_031829832.1, XP_031829834.1	XP_012145888.1, XP_012145889.1, XP_012145890.1
OG0000242	XP_031828014.1, XP_031828185.1, XP_031828190.1, XP_031828188.1, XP_031828186.1, XP_031828187.1	XP_012150909.1
OG0000244	XP_031836871.1, XP_031836868.1	XP_003707714.1
OG0000245	XP_031845985.1, XP_031845983.1, XP_031845984.1, XP_031845986.1	XP_012152881.1, XP_012152882.1, XP_012152883.1
OG0000246	XP_031838969.1	XP_003702425.1
OG0000246	XP_031842124.1, XP_031842127.1	XP_012135512.1
OG0000247	XP_031826142.1	XP_012138007.1, XP_012138008.1
OG0000248	XP_031829314.1, XP_031829324.1	XP_003704444.2
OG0000249	XP_031846477.1, XP_031846470.1, XP_031846471.1	XP_012147526.1, XP_012147527.1, XP_012147542.1
OG0000250	XP_031837558.1, XP_031837555.1, XP_031837556.1	XP_012141839.1, XP_012141838.1, XP_012141836.1, XP_012141835.1
OG0000251	XP_031847343.1, XP_031847344.1, XP_031847345.1, XP_031847346.1, XP_031847347.1, XP_031847348.1, XP_031847342.1	XP_012146926.1
OG0000252	XP_031825917.1, XP_031825916.1, XP_031825923.1, XP_031825918.1, XP_031825921.1, XP_031825920.1, XP_031825919.1	XP_003708670.2, XP_012153580.1, XP_012153579.1
OG0000253	XP_031829842.1	XP_003705522.1
OG0000253	XP_031829750.1	XP_003705520.2
OG0000254	XP_031844318.1, XP_031844319.1, XP_031844320.1, XP_031844321.1	XP_003708223.1
OG0000255	XP_031832795.1	XP_012139723.1, XP_012139724.1
OG0000256	XP_031838206.1, XP_031838207.1, XP_031838210.1, XP_031838208.1, XP_031838209.1	XP_003705686.1
OG0000257	XP_031833147.1, XP_031833148.1, XP_031833144.1, XP_031833145.1	XP_003699811.1, XP_012145248.1
OG0000258	XP_031826353.1, XP_031826352.1, XP_031826355.1, XP_031826354.1, XP_031826351.1	XP_012143637.1, XP_012143636.1, XP_012143634.1, XP_012143635.1
OG0000259	XP_031836434.1	XP_003701764.1
OG0000260	XP_031848459.1	XP_012140925.1
OG0000261	XP_031829988.1, XP_031829989.1, XP_031829990.1	XP_003705105.1
OG0000262	XP_031845761.1	XP_012141446.1, XP_012141447.1, XP_012141448.1
OG0000263	XP_031847483.1	XP_012146772.1
OG0000264	XP_031830742.1, XP_031830741.1, XP_031830740.1, XP_031830739.1, XP_031830738.1	XP_003706804.1
OG0000265	XP_031838556.1	XP_003699242.1, XP_012149360.1, XP_012149168.1, XP_012149224.1
OG0000267	XP_031839905.1, XP_031839904.1, XP_031839903.1, XP_031839906.1	XP_012136599.1, XP_003701573.1
OG0000268	XP_031839691.1	XP_012138405.1, XP_012138406.1, XP_012138408.1, XP_012138407.1, XP_003702317.1
OG0000269	XP_031842013.1, XP_031842014.1, XP_031842017.1, XP_031842015.1, XP_031842016.1, XP_031842012.1	XP_003706673.1, XP_012148462.1
OG0000271	XP_031827916.1	XP_012153053.1, XP_012153055.1, XP_012153056.1, XP_012153054.1, XP_012153051.1, XP_012153050.1, XP_012153052.1
OG0000272	XP_031830412.1, XP_031830414.1, XP_031830413.1, XP_031830411.1, XP_031830408.1, XP_031830409.1, XP_031830415.1, XP_031830410.1	XP_012143587.1
OG0000273	XP_031830318.1	XP_012138854.1, XP_012138855.1, XP_003702507.1
OG0000274	XP_031837337.1	XP_003704533.1, XP_012143457.1
OG0000275	XP_031827522.1	XP_012136137.1, XP_012136136.1, XP_012136139.1, XP_012136140.1, XP_012136138.1, XP_012136144.1, XP_012136143.1, XP_012136142.1, XP_012136141.1, XP_003708680.1
OG0000276	XP_031837012.1, XP_031837013.1	XP_012152694.1
OG0000277	XP_031837793.1, XP_031837792.1, XP_031837790.1, XP_031837791.1	XP_003702996.1, XP_012139887.1
OG0000278	XP_031848504.1	XP_012142379.1
OG0000279	XP_031848395.1, XP_031848396.1, XP_031848391.1, XP_031848390.1, XP_031848388.1, XP_031848393.1, XP_031848392.1, XP_031848394.1	XP_012152181.1, XP_012152180.1, XP_003708140.1
OG0000280	XP_031842427.1	XP_012147611.1, XP_012147609.1, XP_012147608.1, XP_012147610.1
OG0000281	XP_031846090.1	XP_003706282.1, XP_012147617.1
OG0000282	XP_031837510.1	XP_012141911.1, XP_012141910.1, XP_012141912.1, XP_012141913.1, XP_012141914.1, XP_012141909.1, XP_012141907.1, XP_012141908.1, XP_003703865.1
OG0000283	XP_031841340.1, XP_031841339.1, XP_031841343.1, XP_031841341.1	XP_012142526.1, XP_003704114.1, XP_012142524.1, XP_012142527.1, XP_012142525.1
OG0000284	XP_031842869.1	XP_003708557.1, XP_012153468.1, XP_012153467.1
OG0000285	XP_031842635.1, XP_031842636.1, XP_031842634.1, XP_031842632.1, XP_031842637.1	XP_003699608.1
OG0000286	XP_031827105.1, XP_031827108.1, XP_031827106.1, XP_031827107.1	XP_012154241.1, XP_003700419.1, XP_012154242.1
OG0000287	XP_031848117.1	XP_003705682.1, XP_012146272.1
OG0000288	XP_031831396.1, XP_031831395.1, XP_031831398.1, XP_031831397.1, XP_031831399.1, XP_031831402.1, XP_031831401.1, XP_031831400.1	XP_003700371.1
OG0000289	XP_031832794.1, XP_031832793.1	XP_012139726.1, XP_012139725.1, XP_003702817.1
OG0000290	XP_031826052.1	XP_003702393.1, XP_012138556.1, XP_012138559.1, XP_012138552.1, XP_012138553.1, XP_012138550.1, XP_012138551.1, XP_012138545.1, XP_012138554.1, XP_012138555.1, XP_012138549.1, XP_012138548.1, XP_012138558.1, XP_012138547.1
OG0000291	XP_031836954.1, XP_031836949.1, XP_031836950.1, XP_031836953.1, XP_031836955.1, XP_031836951.1	XP_003702122.1
OG0000292	XP_031839757.1	XP_012138377.1, XP_012138380.1, XP_012138379.1, XP_012138382.1, XP_012138381.1, XP_003702251.1
OG0000293	XP_031827859.1	XP_003708059.1, XP_012151917.1, XP_012151918.1, XP_012151919.1
OG0000294	XP_031827095.1, XP_031827094.1	XP_003705404.1
OG0000295	XP_031838306.1, XP_031838305.1, XP_031838308.1, XP_031838307.1	XP_012141054.1, XP_003703438.1
OG0000296	XP_031838352.1, XP_031838353.1, XP_031838351.1	XP_012141148.1
OG0000297	XP_031832177.1, XP_031832178.1	XP_012141111.1
OG0000298	XP_031825448.1, XP_031825446.1, XP_031825447.1, XP_031825449.1	XP_012142874.1
OG0000299	XP_031835309.1	XP_012150636.1, XP_012150635.1
OG0000299	XP_031835311.1	XP_012150637.1
OG0000300	XP_031842197.1	XP_012143150.1
OG0000300	XP_031842198.1, XP_031842190.1	XP_012143146.1, XP_012143151.1
OG0000301	XP_031843828.1, XP_031843830.1, XP_031843829.1	XP_003706965.2
OG0000302	XP_031842773.1, XP_031842772.1	XP_003705898.1, XP_012146893.1, XP_012146892.1, XP_012146891.1, XP_012146894.1
OG0000303	XP_031829748.1	XP_012135873.1, XP_012135875.1
OG0000305	XP_031833818.1, XP_031833817.1, XP_031833815.1	XP_012145591.1
OG0000306	XP_031829839.1, XP_031829840.1	XP_003705529.1, XP_012145887.1
OG0000307	XP_031828056.1, XP_031828047.1	XP_003706109.1
OG0000308	XP_031832463.1, XP_031832464.1	XP_012147844.1
OG0000309	XP_031847599.1, XP_031847598.1, XP_031847597.1, XP_031847596.1, XP_031847593.1, XP_031847594.1, XP_031847595.1, XP_031847600.1	XP_003707993.1, XP_012151646.1
OG0000310	XP_031843972.1, XP_031843974.1, XP_031843973.1, XP_031843975.1	XP_003706389.1
OG0000311	XP_031832251.1	XP_003703636.1
OG0000312	XP_031838239.1, XP_031848835.1	XP_012149800.1, XP_012149801.1
OG0000312	XP_031842068.1, XP_031842067.1	XP_012147130.1
OG0000313	XP_031845408.1, XP_031845462.1, XP_031845453.1, XP_031845341.1, XP_031845351.1, XP_031845379.1, XP_031845370.1, XP_031845444.1, XP_031845437.1, XP_031845428.1, XP_031845360.1, XP_031845388.1, XP_031845398.1, XP_031845418.1	XP_003704846.1
OG0000314	XP_031838473.1, XP_031838474.1, XP_031838475.1	XP_012138725.1, XP_012138718.1, XP_012138710.1
OG0000315	XP_031850026.1, XP_031850028.1, XP_031850029.1	XP_012138849.1, XP_003699520.1
OG0000316	XP_031846224.1	XP_003705773.1, XP_012146496.1, XP_012146495.1, XP_012146497.1
OG0000317	XP_031826359.1, XP_031826358.1, XP_031826356.1	XP_012135338.1, XP_012135339.1, XP_012135341.1, XP_012135337.1, XP_012135336.1, XP_012135335.1, XP_012135334.1, XP_003701022.1, XP_012135340.1
OG0000318	XP_031828142.1, XP_031828143.1, XP_031828144.1, XP_031828145.1, XP_031828146.1, XP_031828151.1, XP_031828150.1, XP_031828149.1, XP_031828148.1, XP_031828147.1, XP_031828141.1	XP_012146187.1, XP_003705664.1
OG0000319	XP_031845382.1	XP_012147417.1, XP_012147416.1
OG0000320	XP_031830869.1, XP_031830868.1, XP_031830867.1	XP_012148632.1, XP_012145428.1
OG0000321	XP_031833445.1	XP_003705555.2, XP_012145928.1, XP_003706752.1, XP_012145922.1, XP_012150572.1, XP_012148634.1, XP_012148635.1, XP_012152076.1
OG0000322	XP_031850389.1	XP_012147629.1
OG0000323	XP_031849116.1, XP_031849117.1, XP_031849133.1	XP_003705303.1
OG0000324	XP_031827571.1	XP_012136018.1, XP_012136019.1, XP_012136020.1, XP_012136016.1, XP_012136017.1, XP_012136015.1, XP_003701339.1
OG0000325	XP_031836116.1, XP_031836115.1	XP_003708252.2
OG0000326	XP_031833027.1, XP_031833026.1, XP_031833028.1, XP_031833031.1, XP_031833030.1, XP_031833029.1, XP_031833032.1	XP_003702879.1, XP_012139396.1, XP_012139397.1
OG0000327	XP_031829646.1, XP_031829645.1, XP_031829647.1	XP_012152006.1, XP_012152007.1, XP_012152008.1, XP_012152009.1, XP_003708091.1
OG0000328	XP_031825263.1, XP_031826128.1	XP_003706446.1
OG0000329	XP_031846051.1, XP_031846050.1, XP_031846049.1	XP_003703047.1, XP_012139953.1
OG0000330	XP_031840023.1	XP_012142950.1
OG0000330	XP_031840022.1	XP_012142949.1
OG0000331	XP_031837900.1	XP_003701955.1
OG0000332	XP_031845802.1, XP_031845803.1, XP_031845804.1	XP_012141409.1, XP_003703532.1
OG0000333	XP_031836538.1	XP_012137107.1, XP_012137109.1, XP_012137110.1, XP_012137108.1, XP_003701751.1
OG0000334	XP_031837757.1	XP_012145769.1, XP_012145767.1, XP_012145766.1, XP_012145768.1
OG0000335	XP_031840079.1	XP_012134545.1
OG0000335	XP_031840072.1	XP_012134540.1
OG0000336	XP_031841541.1, XP_031841542.1	XP_012152837.1, XP_012152859.1, XP_012152833.1, XP_012152852.1, XP_012152845.1, XP_012152866.1
OG0000337	XP_031844486.1, XP_031844488.1, XP_031844487.1, XP_031844490.1, XP_031844491.1	XP_003699914.1
OG0000339	XP_031831151.1	XP_012143277.1, XP_012143284.1, XP_012143300.1, XP_003699782.1
OG0000340	XP_031829947.1	XP_012135653.1
OG0000341	XP_031833495.1, XP_031833497.1	XP_012145091.1, XP_012145093.1, XP_003705216.1, XP_012145090.1
OG0000342	XP_031832791.1, XP_031832789.1, XP_031832790.1	XP_003702782.1, XP_012139606.1, XP_012139604.1, XP_012139607.1
OG0000343	XP_031847815.1, XP_031847813.1, XP_031847814.1	XP_003706929.1, XP_012149372.1, XP_012149371.1
OG0000344	XP_031849947.1, XP_031849948.1, XP_031849945.1, XP_031849946.1, XP_031849943.1, XP_031849944.1	XP_012143303.1
OG0000345	XP_031839873.1	XP_012149683.1, XP_003700130.1, XP_012149672.1
OG0000347	XP_031846780.1, XP_031846779.1, XP_031846778.1, XP_031846777.1	XP_003702097.1
OG0000348	XP_031846987.1	XP_012137646.1, XP_012137640.1
OG0000348	XP_031848940.1	XP_012137649.1
OG0000349	XP_031828926.1, XP_031828925.1, XP_031828924.1, XP_031828921.1, XP_031828922.1	XP_012139018.1
OG0000350	XP_031849230.1, XP_031849233.1, XP_031849232.1, XP_031849231.1, XP_031849235.1	XP_003700582.1
OG0000351	XP_031850184.1	XP_003699339.1
OG0000352	XP_031829287.1, XP_031829286.1, XP_031829288.1	XP_012134664.1, XP_012134663.1, XP_012134661.1, XP_012134660.1, XP_012134659.1, XP_012134658.1, XP_012134665.1, XP_003700783.1
OG0000353	XP_031832456.1, XP_031832457.1, XP_031832459.1	XP_003706394.1
OG0000354	XP_031839169.1	XP_012151564.1
OG0000355	XP_031825303.1	XP_012150339.1
OG0000356	XP_031833426.1, XP_031833427.1, XP_031833424.1, XP_031833429.1, XP_031833428.1	XP_003707364.1
OG0000357	XP_031831410.1, XP_031831411.1, XP_031831408.1, XP_031831409.1	XP_012144930.1, XP_003705151.1
OG0000358	XP_031848056.1, XP_031848054.1, XP_031848055.1, XP_031848061.1	XP_012139833.1, XP_012139834.1
OG0000360	XP_031839309.1, XP_031839308.1	XP_003705061.1
OG0000361	XP_031826009.1	XP_012144054.1
OG0000361	XP_031826008.1	XP_012144057.1, XP_012144064.1
OG0000362	XP_031829798.1	XP_012145905.1, XP_012145914.1, XP_012145908.1, XP_012145909.1, XP_012145906.1, XP_012145907.1, XP_003705537.1, XP_012145913.1, XP_012145911.1, XP_012145912.1, XP_012145903.1, XP_012145904.1
OG0000363	XP_031829770.1, XP_031829779.1, XP_031829796.1, XP_031829787.1	XP_012138798.1, XP_012138799.1
OG0000364	XP_031833286.1	XP_012145582.1, XP_012145587.1, XP_012145586.1, XP_012145585.1, XP_012145590.1, XP_012145581.1, XP_012145584.1, XP_012145583.1
OG0000365	XP_031827412.1	XP_012136054.1
OG0000366	XP_031844389.1	XP_012143007.1
OG0000367	XP_031837251.1, XP_031837250.1, XP_031837249.1	XP_003706114.1
OG0000368	XP_031839197.1	XP_012141615.1
OG0000369	XP_031832659.1	XP_012136410.1, XP_012136416.1, XP_012136415.1, XP_012136412.1, XP_012136411.1, XP_012136414.1, XP_012136413.1, XP_012136408.1, XP_012136409.1
OG0000370	XP_031835894.1, XP_031835896.1, XP_031835895.1	XP_003699188.2
OG0000371	XP_031827010.1, XP_031827011.1, XP_031827013.1, XP_031827007.1, XP_031827008.1, XP_031827009.1, XP_031827012.1	XP_012154342.1, XP_012154341.1, XP_012154340.1, XP_012154339.1, XP_012154343.1
OG0000372	XP_031831416.1, XP_031831417.1, XP_031831418.1	XP_012137394.1, XP_012137395.1, XP_003701894.1
OG0000373	XP_031838896.1	XP_012146759.1, XP_012146762.1, XP_012146726.1, XP_012146725.1, XP_012146727.1, XP_012146761.1
OG0000375	XP_031835789.1, XP_031835791.1, XP_031835790.1	XP_012154264.1
OG0000376	XP_031845838.1	XP_003703189.1
OG0000377	XP_031830816.1, XP_031830818.1, XP_031830817.1	XP_012138539.1, XP_003699502.1, XP_012138557.1, XP_012138546.1, XP_012138564.1
OG0000378	XP_031846276.1	XP_012144020.1
OG0000379	XP_031836436.1	XP_003701747.1
OG0000379	XP_031836157.1, XP_031836158.1	XP_003706328.1
OG0000380	XP_031839949.1, XP_031839952.1, XP_031839948.1, XP_031839951.1, XP_031839953.1, XP_031839954.1, XP_031839950.1	XP_003701479.1
OG0000381	XP_031827938.1	XP_012148330.1
OG0000382	XP_031832194.1, XP_031832193.1, XP_031832196.1, XP_031832195.1	XP_003703522.1
OG0000383	XP_031850152.1, XP_031850143.1, XP_031850178.1, XP_031850161.1, XP_031850187.1, XP_031850169.1	XP_012134804.1
OG0000384	XP_031837941.1, XP_031837940.1	XP_003701958.1, XP_012137518.1, XP_012137519.1, XP_012137520.1
OG0000385	XP_031837194.1, XP_031837193.1	XP_012137581.1, XP_003701965.1
OG0000386	XP_031829896.1, XP_031829894.1	XP_003701161.1
OG0000387	XP_031835944.1, XP_031835943.1, XP_031835949.1, XP_031835950.1, XP_031835947.1, XP_031835948.1, XP_031835946.1, XP_031835945.1	XP_003699194.1
OG0000388	XP_031832339.1	XP_012142780.1
OG0000389	XP_031827170.1, XP_031827171.1, XP_031827172.1, XP_031827173.1	XP_012154253.1, XP_003700424.1
OG0000390	XP_031848984.1	XP_003704346.1
OG0000391	XP_031828907.1	XP_012138624.1, XP_012138621.1, XP_012138622.1, XP_012138625.1, XP_012138620.1
OG0000392	XP_031845487.1, XP_031845486.1, XP_031845485.1	XP_003699198.1, XP_012138000.1, XP_012138045.1
OG0000393	XP_031847773.1	XP_003706913.1, XP_012149325.1
OG0000394	XP_031835644.1	XP_003699955.1, XP_012148056.1
OG0000395	XP_031845765.1, XP_031845747.1, XP_031845737.1, XP_031845756.1, XP_031845726.1	XP_003704986.1
OG0000396	XP_031825964.1, XP_031825963.1, XP_031825965.1, XP_031825962.1	XP_003702038.1, XP_012137929.1, XP_012137930.1, XP_012137927.1, XP_012137928.1
OG0000397	XP_031826747.1	XP_003704122.1, XP_012142456.1
OG0000398	XP_031846610.1, XP_031846609.1	XP_012149989.1
OG0000399	XP_031839392.1, XP_031839394.1	XP_012141726.1, XP_012141725.1
OG0000400	XP_031827331.1, XP_031827332.1, XP_031827329.1, XP_031827330.1, XP_031827335.1, XP_031827336.1, XP_031827334.1	XP_003705040.1
OG0000401	XP_031834007.1, XP_031834006.1, XP_031834008.1	XP_003703610.1
OG0000402	XP_031848343.1	XP_012142153.1, XP_012142152.1, XP_012142151.1, XP_003703973.1
OG0000403	XP_031827662.1	XP_012142989.1, XP_012143124.1, XP_012142982.1
OG0000404	XP_031827591.1, XP_031827577.1, XP_031827590.1	XP_012149713.1, XP_012149693.1
OG0000405	XP_031834812.1, XP_031834813.1, XP_031834815.1	XP_012153717.1, XP_012153716.1, XP_012153715.1, XP_012153714.1, XP_003700293.1, XP_012153718.1, XP_012153719.1
OG0000406	XP_031839775.1, XP_031839769.1	XP_012136781.1
OG0000407	XP_031829185.1	XP_003705715.1
OG0000409	XP_031838336.1, XP_031838335.1, XP_031838333.1, XP_031838332.1, XP_031838331.1	XP_012141492.1, XP_003703548.1
