Orthogroup	Nomia_melanderi	Eufriesea_mexicana
OG0000222	XP_031847772.1, XP_031847770.1, XP_031847771.1, XP_031847768.1, XP_031847769.1	XP_017767431.1
OG0000223	XP_031829282.1, XP_031829279.1, XP_031829280.1, XP_031829276.1, XP_031829278.1, XP_031829277.1	XP_017760444.1
OG0000224	XP_031829567.1, XP_031829557.1, XP_031829575.1, XP_031829584.1	XP_017760492.1
OG0000226	XP_031825781.1, XP_031825780.1, XP_031825779.1, XP_031825785.1, XP_031825786.1, XP_031825783.1, XP_031825784.1, XP_031825782.1	XP_017761831.1
OG0000227	XP_031829453.1	XP_017756242.1, XP_017756241.1
OG0000227	XP_031829454.1	XP_017756232.1
OG0000228	XP_031828212.1, XP_031828211.1	XP_017764855.1, XP_017764854.1, XP_017764853.1
OG0000229	XP_031838232.1	XP_017753960.1
OG0000230	XP_031828640.1	XP_017764495.1
OG0000231	XP_031834247.1	XP_017763159.1, XP_017763158.1, XP_017763161.1, XP_017763160.1
OG0000232	XP_031832370.1, XP_031832369.1	XP_017766787.1
OG0000234	XP_031830083.1	XP_017756007.1, XP_017756006.1, XP_017756004.1, XP_017756005.1, XP_017756003.1
OG0000235	XP_031844539.1	XP_017752374.1, XP_017752371.1, XP_017752372.1
OG0000236	XP_031826120.1	XP_017764392.1, XP_017764391.1
OG0000237	XP_031846993.1, XP_031846994.1, XP_031846992.1	XP_017752738.1
OG0000238	XP_031831187.1, XP_031831186.1, XP_031831197.1, XP_031831190.1, XP_031831191.1, XP_031831188.1, XP_031831189.1, XP_031831194.1, XP_031831195.1, XP_031831192.1, XP_031831193.1, XP_031831184.1	XP_017765337.1, XP_017765335.1, XP_017765336.1
OG0000239	XP_031840694.1, XP_031846513.1, XP_031846649.1	XP_017765562.1
OG0000240	XP_031837983.1, XP_031837982.1, XP_031837977.1, XP_031837976.1, XP_031837979.1, XP_031837978.1, XP_031837981.1, XP_031837980.1, XP_031837984.1	XP_017757896.1, XP_017757897.1
OG0000241	XP_031829831.1, XP_031829833.1, XP_031829832.1, XP_031829834.1	XP_017759546.1
OG0000242	XP_031828014.1, XP_031828185.1, XP_031828190.1, XP_031828188.1, XP_031828186.1, XP_031828187.1	XP_017753451.1
OG0000243	XP_031828042.1, XP_031828041.1, XP_031828038.1, XP_031828037.1, XP_031828040.1, XP_031828043.1, XP_031828039.1	XP_017753486.1, XP_017753487.1
OG0000244	XP_031836871.1, XP_031836868.1	XP_017755394.1
OG0000245	XP_031845985.1, XP_031845983.1, XP_031845984.1, XP_031845986.1	XP_017758588.1
OG0000246	XP_031838969.1	XP_017752449.1
OG0000246	XP_031842124.1, XP_031842127.1	XP_017765588.1, XP_017753107.1
OG0000247	XP_031826142.1	XP_017762833.1
OG0000248	XP_031829314.1, XP_031829324.1	XP_017765753.1
OG0000249	XP_031846477.1, XP_031846470.1, XP_031846471.1	XP_017755131.1
OG0000250	XP_031837558.1, XP_031837555.1, XP_031837556.1	XP_017753496.1
OG0000251	XP_031847343.1, XP_031847344.1, XP_031847345.1, XP_031847346.1, XP_031847347.1, XP_031847348.1, XP_031847342.1	XP_017765225.1
OG0000252	XP_031825917.1, XP_031825916.1, XP_031825923.1, XP_031825918.1, XP_031825921.1, XP_031825920.1, XP_031825919.1	XP_017767385.1
OG0000253	XP_031829749.1	XP_017759463.1
OG0000253	XP_031829842.1	XP_017759475.1
OG0000253	XP_031829750.1	XP_017759465.1
OG0000254	XP_031844318.1, XP_031844319.1, XP_031844320.1, XP_031844321.1	XP_017767116.1, XP_017767118.1, XP_017767117.1
OG0000255	XP_031832795.1	XP_017759954.1, XP_017759955.1, XP_017759953.1, XP_017759956.1
OG0000256	XP_031838206.1, XP_031838207.1, XP_031838210.1, XP_031838208.1, XP_031838209.1	XP_017765643.1, XP_017765658.1, XP_017765668.1, XP_017765677.1, XP_017765690.1, XP_017765683.1, XP_017765699.1, XP_017765650.1, XP_017765592.1
OG0000257	XP_031833147.1, XP_031833148.1, XP_031833144.1, XP_031833145.1	XP_017767214.1
OG0000258	XP_031826353.1, XP_031826352.1, XP_031826355.1, XP_031826354.1, XP_031826351.1	XP_017757117.1
OG0000259	XP_031836434.1	XP_017764041.1
OG0000260	XP_031848459.1	XP_017763087.1, XP_017763088.1
OG0000261	XP_031829988.1, XP_031829989.1, XP_031829990.1	XP_017758969.1
OG0000262	XP_031845761.1	XP_017763110.1, XP_017763109.1, XP_017763108.1
OG0000263	XP_031847483.1	XP_017764990.1, XP_017764993.1, XP_017764992.1, XP_017764991.1
OG0000264	XP_031830742.1, XP_031830741.1, XP_031830740.1, XP_031830739.1, XP_031830738.1	XP_017757742.1
OG0000265	XP_031838556.1	XP_017761912.1
OG0000267	XP_031839905.1, XP_031839904.1, XP_031839903.1, XP_031839906.1	XP_017756405.1
OG0000268	XP_031839691.1	XP_017766452.1
OG0000269	XP_031842013.1, XP_031842014.1, XP_031842017.1, XP_031842015.1, XP_031842016.1, XP_031842012.1	XP_017764288.1
OG0000271	XP_031827916.1	XP_017755174.1, XP_017755175.1
OG0000272	XP_031830412.1, XP_031830414.1, XP_031830413.1, XP_031830411.1, XP_031830408.1, XP_031830409.1, XP_031830415.1, XP_031830410.1	XP_017754238.1
OG0000273	XP_031830318.1	XP_017755868.1, XP_017755867.1
OG0000274	XP_031837337.1	XP_017754356.1, XP_017754358.1
OG0000275	XP_031827522.1	XP_017763783.1, XP_017755936.1
OG0000276	XP_031837040.1, XP_031837012.1, XP_031837013.1	XP_017760227.1
OG0000277	XP_031837793.1, XP_031837792.1, XP_031837790.1, XP_031837791.1	XP_017763500.1, XP_017763493.1
OG0000278	XP_031848504.1	XP_017764827.1
OG0000279	XP_031848395.1, XP_031848396.1, XP_031848391.1, XP_031848390.1, XP_031848388.1, XP_031848393.1, XP_031848392.1, XP_031848394.1	XP_017757292.1
OG0000280	XP_031842427.1	XP_017763674.1
OG0000281	XP_031846090.1	XP_017761092.1
OG0000282	XP_031837510.1	XP_017762599.1, XP_017762600.1
OG0000283	XP_031841340.1, XP_031841339.1, XP_031841343.1, XP_031841341.1	XP_017761039.1, XP_017761040.1
OG0000284	XP_031842869.1	XP_017753784.1, XP_017753780.1, XP_017753785.1, XP_017753782.1, XP_017753781.1
OG0000285	XP_031842635.1, XP_031842636.1, XP_031842634.1, XP_031842632.1, XP_031842637.1	XP_017752839.1, XP_017752838.1
OG0000286	XP_031827105.1, XP_031827108.1, XP_031827106.1, XP_031827107.1	XP_017754679.1, XP_017754678.1
OG0000287	XP_031848117.1	XP_017762468.1
OG0000288	XP_031831396.1, XP_031831395.1, XP_031831398.1, XP_031831397.1, XP_031831399.1, XP_031831402.1, XP_031831401.1, XP_031831400.1	XP_017755662.1
OG0000289	XP_031832794.1, XP_031832793.1	XP_017759928.1
OG0000290	XP_031826052.1	XP_017759663.1
OG0000291	XP_031836954.1, XP_031836949.1, XP_031836950.1, XP_031836953.1, XP_031836955.1, XP_031836951.1	XP_017765156.1, XP_017765155.1
OG0000292	XP_031839757.1	XP_017766480.1, XP_017766482.1, XP_017766481.1, XP_017766483.1
OG0000293	XP_031827859.1	XP_017753334.1, XP_017753335.1, XP_017753336.1
OG0000294	XP_031827095.1, XP_031827094.1	XP_017763323.1, XP_017763326.1, XP_017763321.1, XP_017763324.1, XP_017763325.1, XP_017763322.1, XP_017763320.1
OG0000295	XP_031838306.1, XP_031838305.1, XP_031838308.1, XP_031838307.1	XP_017763544.1, XP_017763543.1, XP_017763542.1
OG0000296	XP_031838352.1, XP_031838353.1, XP_031838351.1	XP_017756753.1
OG0000297	XP_031832177.1, XP_031832178.1	XP_017755944.1
OG0000298	XP_031825448.1, XP_031825446.1, XP_031825447.1, XP_031825449.1	XP_017766547.1, XP_017766548.1, XP_017766546.1, XP_017766549.1
OG0000299	XP_031835309.1	XP_017758869.1
OG0000299	XP_031835311.1	XP_017758870.1
OG0000300	XP_031842197.1	XP_017760031.1
OG0000300	XP_031842198.1, XP_031842190.1	XP_017760028.1
OG0000301	XP_031843828.1, XP_031843830.1, XP_031843829.1	XP_017766255.1
OG0000302	XP_031842773.1, XP_031842772.1	XP_017754071.1, XP_017765026.1
OG0000303	XP_031829748.1	XP_017754971.1, XP_017754969.1, XP_017754963.1, XP_017754964.1, XP_017754956.1
OG0000305	XP_031833818.1, XP_031833817.1, XP_031833815.1	XP_017758719.1
OG0000306	XP_031829839.1, XP_031829840.1	XP_017759523.1, XP_017759522.1
OG0000307	XP_031828056.1, XP_031828047.1	XP_017758684.1
OG0000308	XP_031832463.1, XP_031832464.1	XP_017761147.1
OG0000309	XP_031847599.1, XP_031847598.1, XP_031847597.1, XP_031847596.1, XP_031847593.1, XP_031847594.1, XP_031847595.1, XP_031847600.1	XP_017754067.1
OG0000310	XP_031843972.1, XP_031843974.1, XP_031843973.1, XP_031843975.1	XP_017753234.1, XP_017753226.1
OG0000311	XP_031832251.1	XP_017763452.1
OG0000312	XP_031838239.1, XP_031848835.1	XP_017761868.1
OG0000312	XP_031842068.1, XP_031842067.1	XP_017761870.1, XP_017761321.1
OG0000313	XP_031845408.1, XP_031845462.1, XP_031845453.1, XP_031845341.1, XP_031845351.1, XP_031845379.1, XP_031845370.1, XP_031845444.1, XP_031845437.1, XP_031845428.1, XP_031845360.1, XP_031845388.1, XP_031845398.1, XP_031845418.1	XP_017755728.1
OG0000314	XP_031838473.1, XP_031838474.1, XP_031838475.1	XP_017758970.1
OG0000315	XP_031850026.1, XP_031850028.1, XP_031850029.1	XP_017754781.1
OG0000316	XP_031846224.1	XP_017763698.1, XP_017763700.1, XP_017763699.1
OG0000317	XP_031826359.1, XP_031826358.1, XP_031826356.1	XP_017759168.1, XP_017759169.1
OG0000318	XP_031828142.1, XP_031828143.1, XP_031828144.1, XP_031828145.1, XP_031828146.1, XP_031828151.1, XP_031828150.1, XP_031828149.1, XP_031828148.1, XP_031828147.1, XP_031828141.1	XP_017759828.1, XP_017759829.1
OG0000319	XP_031845382.1	XP_017757173.1, XP_017757174.1, XP_017757175.1
OG0000320	XP_031842104.1	XP_017762860.1
OG0000321	XP_031833445.1	XP_017757401.1, XP_017757402.1
OG0000322	XP_031850389.1	XP_017761859.1
OG0000323	XP_031849116.1, XP_031849117.1, XP_031849133.1	XP_017760260.1, XP_017760233.1, XP_017760258.1
OG0000324	XP_031827571.1	XP_017759285.1, XP_017759284.1
OG0000325	XP_031836116.1, XP_031836115.1	XP_017754362.1
OG0000326	XP_031833027.1, XP_031833026.1, XP_031833028.1, XP_031833031.1, XP_031833030.1, XP_031833029.1, XP_031833032.1	XP_017756800.1
OG0000327	XP_031829646.1, XP_031829645.1, XP_031829647.1	XP_017760602.1
OG0000328	XP_031825263.1, XP_031826128.1	XP_017752497.1, XP_017752498.1, XP_017752499.1, XP_017752500.1
OG0000329	XP_031846051.1, XP_031846050.1, XP_031846049.1	XP_017758629.1, XP_017758631.1, XP_017758630.1
OG0000330	XP_031840021.1	XP_017766748.1
OG0000331	XP_031837900.1	XP_017755461.1
OG0000332	XP_031845802.1, XP_031845803.1, XP_031845804.1	XP_017754292.1, XP_017754291.1
OG0000334	XP_031837757.1	XP_017753871.1, XP_017753863.1
OG0000335	XP_031840076.1, XP_031840079.1, XP_031840072.1	XP_017755745.1
OG0000336	XP_031841541.1, XP_031841542.1	XP_017761015.1
OG0000337	XP_031844486.1, XP_031844488.1, XP_031844487.1, XP_031844490.1, XP_031844491.1	XP_017767102.1, XP_017767104.1, XP_017767103.1
OG0000338	XP_031828878.1	XP_017763352.1
OG0000339	XP_031831151.1	XP_017758373.1, XP_017758372.1
OG0000340	XP_031829947.1	XP_017752531.1, XP_017752532.1
OG0000341	XP_031833495.1, XP_031833497.1	XP_017757404.1
OG0000342	XP_031832791.1, XP_031832789.1, XP_031832790.1	XP_017761581.1, XP_017761577.1, XP_017761580.1, XP_017761579.1, XP_017761578.1, XP_017761582.1
OG0000343	XP_031847815.1, XP_031847813.1, XP_031847814.1	XP_017765382.1
OG0000344	XP_031849947.1, XP_031849948.1, XP_031849945.1, XP_031849946.1, XP_031849943.1, XP_031849944.1	XP_017754804.1
OG0000345	XP_031839873.1	XP_017765673.1, XP_017765672.1, XP_017765671.1, XP_017765670.1
OG0000346	XP_031850460.1	XP_017762918.1
OG0000347	XP_031846780.1, XP_031846779.1, XP_031846778.1, XP_031846777.1	XP_017762788.1, XP_017762790.1, XP_017762789.1
OG0000348	XP_031846987.1	XP_017756542.1
OG0000348	XP_031848940.1	XP_017756549.1
OG0000349	XP_031828926.1, XP_031828925.1, XP_031828924.1, XP_031828921.1, XP_031828922.1	XP_017760453.1
OG0000350	XP_031849230.1, XP_031849233.1, XP_031849232.1, XP_031849231.1, XP_031849235.1	XP_017754395.1
OG0000351	XP_031850184.1	XP_017764789.1, XP_017763400.1
OG0000352	XP_031829287.1, XP_031829286.1, XP_031829288.1	XP_017758234.1, XP_017758236.1, XP_017758237.1
OG0000353	XP_031832456.1, XP_031832457.1, XP_031832459.1	XP_017761134.1
OG0000354	XP_031839169.1	XP_017766062.1, XP_017766066.1
OG0000354	XP_031839180.1	XP_017766072.1
OG0000355	XP_031825303.1	XP_017763886.1
OG0000356	XP_031833426.1, XP_031833427.1, XP_031833424.1, XP_031833429.1, XP_031833428.1	XP_017761340.1
OG0000357	XP_031831410.1, XP_031831411.1, XP_031831408.1, XP_031831409.1	XP_017761116.1, XP_017761117.1
OG0000358	XP_031848056.1, XP_031848054.1, XP_031848055.1, XP_031848061.1	XP_017763238.1
OG0000360	XP_031839309.1, XP_031839308.1	XP_017766029.1
OG0000361	XP_031826009.1	XP_017763740.1
OG0000361	XP_031826008.1	XP_017763739.1, XP_017754989.1
OG0000362	XP_031829798.1	XP_017759479.1
OG0000363	XP_031829770.1, XP_031829779.1, XP_031829796.1, XP_031829787.1	XP_017764563.1, XP_017764562.1
OG0000364	XP_031833286.1	XP_017759978.1
OG0000365	XP_031827412.1	XP_017761417.1, XP_017761416.1
OG0000366	XP_031844389.1	XP_017752990.1
OG0000367	XP_031837251.1, XP_031837250.1, XP_031837249.1	XP_017752649.1, XP_017752650.1, XP_017752651.1, XP_017752654.1, XP_017752653.1, XP_017752648.1, XP_017752646.1, XP_017752652.1
OG0000368	XP_031839197.1	XP_017766030.1
OG0000369	XP_031832659.1	XP_017755198.1
OG0000370	XP_031835894.1, XP_031835896.1, XP_031835895.1	XP_017767420.1
OG0000371	XP_031827010.1, XP_031827011.1, XP_031827013.1, XP_031827007.1, XP_031827008.1, XP_031827009.1, XP_031827012.1	XP_017763299.1
OG0000372	XP_031831416.1, XP_031831417.1, XP_031831418.1	XP_017753680.1
OG0000373	XP_031838896.1	XP_017761703.1
OG0000375	XP_031835789.1, XP_031835791.1, XP_031835790.1	XP_017762283.1, XP_017762285.1, XP_017762286.1
OG0000376	XP_031845838.1	XP_017759170.1
OG0000377	XP_031830816.1, XP_031830818.1, XP_031830817.1	XP_017756477.1, XP_017756478.1
OG0000378	XP_031846276.1	XP_017761780.1
OG0000379	XP_031836436.1	XP_017764002.1
OG0000379	XP_031836157.1, XP_031836158.1	XP_017755978.1
OG0000380	XP_031839949.1, XP_031839952.1, XP_031839948.1, XP_031839951.1, XP_031839953.1, XP_031839954.1, XP_031839950.1	XP_017756408.1, XP_017756407.1
OG0000381	XP_031827938.1	XP_017764893.1
OG0000382	XP_031832194.1, XP_031832193.1, XP_031832196.1, XP_031832195.1	XP_017754253.1
OG0000383	XP_031850152.1, XP_031850143.1, XP_031850178.1, XP_031850161.1, XP_031850187.1, XP_031850169.1	XP_017752925.1
OG0000384	XP_031837941.1, XP_031837940.1	XP_017757977.1
OG0000385	XP_031837194.1, XP_031837193.1	XP_017755475.1
OG0000386	XP_031829896.1, XP_031829894.1	XP_017754949.1
OG0000387	XP_031835944.1, XP_031835943.1, XP_031835949.1, XP_031835950.1, XP_031835947.1, XP_031835948.1, XP_031835946.1, XP_031835945.1	XP_017767341.1
OG0000388	XP_031832339.1	XP_017766510.1
OG0000389	XP_031827170.1, XP_031827171.1, XP_031827172.1, XP_031827173.1	XP_017754648.1, XP_017754647.1
OG0000390	XP_031848984.1	XP_017766799.1
OG0000391	XP_031828907.1	XP_017763954.1
OG0000392	XP_031845487.1, XP_031845486.1, XP_031845485.1	XP_017767378.1, XP_017767376.1, XP_017767375.1
OG0000393	XP_031847773.1	XP_017764699.1
OG0000394	XP_031835644.1	XP_017761491.1
OG0000395	XP_031845765.1, XP_031845747.1, XP_031845737.1, XP_031845756.1, XP_031845726.1	XP_017764114.1
OG0000396	XP_031825964.1, XP_031825963.1, XP_031825965.1, XP_031825962.1	XP_017761286.1
OG0000397	XP_031826747.1	XP_017762138.1, XP_017762139.1
OG0000398	XP_031846610.1, XP_031846609.1	XP_017755325.1, XP_017755327.1, XP_017755328.1
OG0000399	XP_031839392.1, XP_031839394.1	XP_017759262.1
OG0000400	XP_031827331.1, XP_031827332.1, XP_031827329.1, XP_031827330.1, XP_031827335.1, XP_031827336.1, XP_031827334.1	XP_017761141.1
OG0000401	XP_031834007.1, XP_031834006.1, XP_031834008.1	XP_017755875.1
OG0000402	XP_031848343.1	XP_017752342.1
OG0000403	XP_031827662.1	XP_017766521.1
OG0000404	XP_031827591.1, XP_031827577.1, XP_031827590.1	XP_017767545.1, XP_017766873.1, XP_017752361.1
OG0000406	XP_031839775.1, XP_031839769.1	XP_017756368.1, XP_017756369.1, XP_017756371.1, XP_017756370.1
OG0000407	XP_031829185.1	XP_017767647.1
OG0000409	XP_031838336.1, XP_031838335.1, XP_031838333.1, XP_031838332.1, XP_031838331.1	XP_017756768.1, XP_017756765.1, XP_017756767.1, XP_017756766.1
OG0000410	XP_031830072.1, XP_031830071.1, XP_031830074.1, XP_031830073.1, XP_031830076.1, XP_031830075.1, XP_031830077.1, XP_031830070.1	XP_017763617.1
OG0000412	XP_031841229.1, XP_031841230.1, XP_031841227.1, XP_031841228.1, XP_031841234.1, XP_031841233.1, XP_031841236.1, XP_031841235.1, XP_031841231.1	XP_017765407.1
OG0000413	XP_031835720.1, XP_031835716.1, XP_031835715.1, XP_031835719.1, XP_031835712.1, XP_031835711.1, XP_031835710.1, XP_031835709.1, XP_031835718.1, XP_031835717.1, XP_031835714.1	XP_017760379.1
OG0000414	XP_031846386.1	XP_017767559.1
OG0000416	XP_031826811.1, XP_031826808.1, XP_031826810.1, XP_031826809.1	XP_017762187.1, XP_017762186.1, XP_017762189.1, XP_017762190.1, XP_017762192.1, XP_017762188.1
OG0000417	XP_031827685.1, XP_031827680.1, XP_031827682.1	XP_017766705.1, XP_017766699.1, XP_017766706.1
OG0000418	XP_031844401.1	XP_017752988.1, XP_017752989.1
OG0000419	XP_031838615.1, XP_031838617.1, XP_031838611.1, XP_031838614.1, XP_031838613.1, XP_031838609.1, XP_031838610.1, XP_031838616.1	XP_017766310.1, XP_017766309.1
OG0000420	XP_031847196.1, XP_031847195.1	XP_017754042.1, XP_017754041.1, XP_017754040.1
OG0000421	XP_031835620.1, XP_031835618.1, XP_031835617.1, XP_031835616.1, XP_031835622.1, XP_031835621.1	XP_017760748.1
OG0000422	XP_031840492.1, XP_031840490.1, XP_031840491.1	XP_017762792.1
OG0000423	XP_031847688.1	XP_017757616.1
OG0000424	XP_031836826.1, XP_031836827.1	XP_017752365.1
OG0000426	XP_031846619.1	XP_017761389.1
OG0000428	XP_031839765.1, XP_031839764.1	XP_017766346.1
OG0000428	XP_031839664.1	XP_017766377.1
OG0000429	XP_031850472.1, XP_031850470.1, XP_031850471.1	XP_017756773.1
OG0000430	XP_031838059.1	XP_017757907.1
OG0000430	XP_031838077.1	XP_017757906.1, XP_017757905.1, XP_017757904.1
OG0000431	XP_031832667.1	XP_017759879.1, XP_017759880.1
OG0000432	XP_031847232.1	XP_017766275.1
OG0000433	XP_031830362.1	XP_017756249.1
OG0000433	XP_031830359.1	XP_017756254.1
OG0000434	XP_031841595.1, XP_031841589.1, XP_031841592.1, XP_031841591.1, XP_031841594.1, XP_031841593.1, XP_031841590.1	XP_017761036.1
OG0000435	XP_031844858.1, XP_031844857.1, XP_031844859.1	XP_017761207.1
OG0000436	XP_031826741.1, XP_031826743.1	XP_017752188.1
OG0000437	XP_031830089.1	XP_017758981.1, XP_017758980.1
OG0000438	XP_031841108.1, XP_031841111.1, XP_031841110.1, XP_031841105.1, XP_031841107.1, XP_031841106.1, XP_031841112.1, XP_031841109.1	XP_017759549.1
OG0000439	XP_031843682.1, XP_031843681.1	XP_017762763.1
OG0000440	XP_031835406.1	XP_017753531.1
OG0000441	XP_031827097.1, XP_031827096.1	XP_017754649.1
OG0000442	XP_031836877.1	XP_017764954.1
OG0000443	XP_031838365.1, XP_031838364.1	XP_017753926.1, XP_017753925.1
OG0000444	XP_031845887.1	XP_017760579.1, XP_017760578.1
OG0000445	XP_031827747.1	XP_017766568.1, XP_017766569.1
OG0000446	XP_031831495.1	XP_017760536.1
OG0000447	XP_031841351.1, XP_031841352.1, XP_031841356.1, XP_031841355.1, XP_031841353.1	XP_017756097.1
OG0000448	XP_031837097.1	XP_017758640.1, XP_017758639.1
OG0000449	XP_031849066.1, XP_031849064.1, XP_031849065.1	XP_017766138.1, XP_017766137.1
OG0000450	XP_031847247.1	XP_017762416.1
OG0000451	XP_031848559.1, XP_031848553.1, XP_031848552.1, XP_031848551.1, XP_031848558.1, XP_031848556.1, XP_031848554.1, XP_031848555.1, XP_031848560.1	XP_017759386.1
OG0000452	XP_031841801.1, XP_031841799.1, XP_031841800.1, XP_031841798.1	XP_017766888.1
OG0000453	XP_031830504.1, XP_031830486.1, XP_031830495.1, XP_031830477.1	XP_017764531.1, XP_017764530.1
OG0000454	XP_031829087.1, XP_031829088.1	XP_017754841.1
OG0000455	XP_031827559.1	XP_017756141.1, XP_017756140.1
OG0000456	XP_031849312.1, XP_031849313.1	XP_017760723.1, XP_017760722.1, XP_017760721.1, XP_017760720.1, XP_017760724.1
OG0000457	XP_031835584.1	XP_017760876.1, XP_017760875.1
OG0000458	XP_031845600.1	XP_017755999.1, XP_017755993.1
OG0000459	XP_031845012.1	XP_017757152.1, XP_017757159.1
OG0000460	XP_031833919.1	XP_017757558.1
OG0000461	XP_031826320.1, XP_031826318.1, XP_031826319.1, XP_031826317.1, XP_031826315.1, XP_031826314.1	XP_017762696.1
OG0000462	XP_031845081.1, XP_031845080.1	XP_017757246.1
OG0000463	XP_031841977.1, XP_031841976.1	XP_017757640.1
OG0000464	XP_031845851.1, XP_031845852.1	XP_017767287.1, XP_017767286.1
OG0000465	XP_031830980.1, XP_031830979.1, XP_031830981.1	XP_017757899.1, XP_017758424.1, XP_017758423.1, XP_017757908.1
OG0000466	XP_031849672.1	XP_017752743.1, XP_017752744.1, XP_017752742.1
OG0000467	XP_031835120.1	XP_017758911.1
OG0000469	XP_031844738.1	XP_017763281.1
OG0000470	XP_031835080.1, XP_031835079.1, XP_031835078.1, XP_031835077.1, XP_031835082.1	XP_017757729.1
OG0000471	XP_031833179.1, XP_031833182.1, XP_031833180.1, XP_031833183.1	XP_017767592.1
OG0000472	XP_031831611.1, XP_031831612.1, XP_031831613.1, XP_031831614.1, XP_031831615.1, XP_031831616.1, XP_031831610.1, XP_031831617.1	XP_017755657.1
OG0000473	XP_031836446.1	XP_017761183.1
OG0000473	XP_031836437.1	XP_017761772.1
OG0000474	XP_031830042.1	XP_017758976.1, XP_017758977.1
OG0000475	XP_031847023.1	XP_017756524.1
OG0000476	XP_031840044.1	XP_017766791.1, XP_017766789.1, XP_017766788.1, XP_017766792.1, XP_017766790.1
