Orthogroup	Nomia_melanderi	Bombus_terrestris
OG0000192	XP_031844525.1, XP_031844526.1, XP_031844527.1, XP_031844523.1, XP_031844522.1, XP_031844524.1	XP_003394690.1
OG0000193	XP_031840422.1, XP_031840425.1, XP_031840424.1, XP_031840419.1, XP_031840420.1, XP_031840421.1, XP_031840423.1, XP_031840426.1	XP_003396374.1, XP_012165376.1, XP_012165373.1, XP_012165379.1, XP_012165378.1
OG0000194	XP_031849209.1, XP_031849210.1, XP_031849207.1, XP_031849208.1	XP_012168595.1, XP_012168596.1, XP_012168597.1, XP_012168598.1, XP_020720998.1
OG0000195	XP_031831492.1, XP_031831488.1, XP_031831489.1, XP_031831490.1	XP_020718760.1, XP_020718759.1, XP_003395333.1
OG0000197	XP_031848020.1	XP_012169560.1
OG0000200	XP_031837412.1	XP_003393298.1
OG0000201	XP_031838019.1	XP_003397959.1, XP_012167677.1, XP_003397960.1
OG0000202	XP_031849419.1	XP_012169335.1, XP_012169334.1
OG0000203	XP_031848090.1, XP_031848091.1	XP_003400456.1, XP_012171242.1
OG0000204	XP_031836865.1, XP_031836867.1, XP_031836864.1	XP_003394706.1, XP_003394705.1
OG0000205	XP_031831465.1	XP_012164463.1
OG0000206	XP_031849567.1, XP_031849568.1, XP_031849564.1, XP_031849566.1	XP_020723622.1, XP_012174635.1, XP_012174638.1, XP_012174636.1, XP_003402881.1
OG0000207	XP_031848677.1	XP_012166636.1
OG0000208	XP_031829984.1, XP_031829976.1	XP_012175169.1, XP_012175168.1, XP_020723824.1
OG0000209	XP_031838107.1, XP_031838108.1	XP_012167357.1
OG0000210	XP_031842886.1	XP_020722400.1, XP_020722396.1, XP_012172186.1, XP_020722391.1
OG0000211	XP_031829902.1, XP_031829901.1	XP_003403180.1, XP_012175194.1, XP_012175192.1, XP_012175195.1
OG0000212	XP_031835362.1, XP_031835361.1, XP_031835360.1	XP_012168652.1
OG0000213	XP_031839444.1	XP_012175785.1, XP_012175778.1, XP_012175770.1, XP_012175792.1, XP_003393170.1
OG0000214	XP_031842082.1, XP_031842079.1, XP_031842078.1, XP_031842077.1, XP_031842081.1, XP_031842083.1	XP_003392935.1
OG0000215	XP_031850345.1, XP_031850348.1, XP_031850346.1, XP_031850349.1	XP_020723607.1, XP_020723610.1, XP_012174547.1, XP_020723608.1, XP_020723611.1, XP_020723609.1
OG0000216	XP_031838620.1	XP_020719016.1
OG0000217	XP_031838211.1	XP_020721002.1
OG0000218	XP_031842770.1	XP_003401025.1
OG0000218	XP_031842761.1, XP_031842764.1, XP_031842767.1, XP_031842763.1, XP_031842762.1, XP_031842768.1	XP_012172166.1
OG0000219	XP_031831634.1, XP_031831636.1, XP_031831637.1, XP_031831639.1, XP_031831635.1	XP_012173564.1
OG0000220	XP_031828555.1	XP_012163163.1
OG0000221	XP_031832861.1, XP_031832863.1, XP_031832846.1, XP_031832848.1, XP_031832850.1, XP_031832849.1, XP_031832862.1, XP_031832854.1, XP_031832851.1, XP_031832852.1, XP_031832857.1, XP_031832858.1, XP_031832855.1, XP_031832856.1, XP_031832859.1, XP_031832853.1, XP_031832860.1	XP_003400569.1
OG0000222	XP_031830443.1	XP_003398123.1
OG0000222	XP_031847772.1, XP_031847770.1, XP_031847771.1, XP_031847768.1, XP_031847769.1	XP_012167804.1
OG0000223	XP_031829282.1, XP_031829279.1, XP_031829280.1, XP_031829276.1, XP_031829278.1, XP_031829277.1	XP_012166755.1, XP_003397452.1, XP_003397451.1
OG0000224	XP_031829567.1, XP_031829557.1, XP_031829575.1, XP_031829584.1	XP_020723779.1, XP_012174962.1, XP_012174961.1, XP_012174960.1
OG0000226	XP_031825781.1, XP_031825780.1, XP_031825779.1, XP_031825785.1, XP_031825786.1, XP_031825783.1, XP_031825784.1, XP_031825782.1	XP_012172272.1
OG0000227	XP_031829454.1	XP_012172050.1
OG0000228	XP_031828212.1, XP_031828211.1	XP_003393462.1
OG0000229	XP_031838232.1	XP_003401003.1
OG0000230	XP_031828640.1	XP_003394878.1, XP_003394880.1, XP_020718578.1, XP_003394879.1
OG0000231	XP_031834247.1	XP_012166221.1, XP_012166220.1, XP_012166219.1, XP_020719791.1, XP_012166222.1, XP_012166223.1
OG0000232	XP_031832370.1, XP_031832369.1	XP_003400196.1, XP_012170947.1
OG0000233	XP_031843677.1, XP_031843676.1, XP_031843680.1, XP_031843678.1, XP_031843679.1	XP_012171299.2, XP_012171301.1, XP_012171304.1
OG0000234	XP_031830083.1	XP_012173296.1, XP_012173298.1, XP_012173297.1, XP_003401876.1, XP_003401877.1, XP_012173299.1
OG0000235	XP_031844539.1	XP_012175460.1, XP_020724080.1
OG0000236	XP_031826120.1	XP_012165571.1, XP_012165569.1
OG0000237	XP_031846993.1, XP_031846994.1, XP_031846992.1	XP_012173935.1, XP_012173937.1, XP_012173936.1
OG0000238	XP_031831187.1, XP_031831186.1, XP_031831197.1, XP_031831190.1, XP_031831191.1, XP_031831188.1, XP_031831189.1, XP_031831194.1, XP_031831195.1, XP_031831192.1, XP_031831193.1, XP_031831184.1	XP_012173512.1
OG0000239	XP_031840694.1, XP_031846513.1, XP_031846649.1	XP_003402884.1, XP_012175231.1, XP_020723851.1, XP_012175221.2, XP_020723726.1, XP_012175223.1, XP_012175222.2, XP_012175291.1, XP_020723852.1
OG0000240	XP_031837983.1, XP_031837982.1, XP_031837977.1, XP_031837976.1, XP_031837979.1, XP_031837978.1, XP_031837981.1, XP_031837980.1, XP_031837984.1	XP_020723080.1
OG0000241	XP_031829831.1, XP_031829833.1, XP_031829832.1, XP_031829834.1	XP_020722950.1
OG0000242	XP_031828014.1, XP_031828185.1, XP_031828190.1, XP_031828188.1, XP_031828186.1, XP_031828187.1	XP_003396534.1, XP_020719232.1
OG0000243	XP_031828042.1, XP_031828041.1, XP_031828038.1, XP_031828037.1, XP_031828040.1, XP_031828043.1, XP_031828039.1	XP_012165897.1, XP_012165903.1, XP_012165902.1, XP_012165900.1, XP_012165899.1, XP_012165898.1
OG0000244	XP_031836871.1, XP_031836868.1	XP_020724157.1, XP_020724158.1, XP_012176311.1, XP_020724156.1
OG0000245	XP_031845985.1, XP_031845983.1, XP_031845984.1, XP_031845986.1	XP_020718282.1, XP_012163545.1
OG0000246	XP_031838969.1	XP_012164954.1, XP_020719099.1
OG0000246	XP_031842124.1, XP_031842127.1	XP_003401768.1
OG0000247	XP_031826142.1	XP_003396811.1
OG0000248	XP_031829314.1, XP_031829324.1	XP_020721257.1, XP_020721258.1, XP_020721259.1, XP_012169434.1, XP_012169432.1, XP_003399159.1, XP_012169431.1, XP_012169429.1, XP_020721256.1
OG0000249	XP_031846477.1, XP_031846470.1, XP_031846471.1	XP_012169463.2, XP_020721343.1, XP_003402576.2, XP_020721177.1
OG0000250	XP_031837558.1, XP_031837555.1, XP_031837556.1	XP_020721163.1
OG0000251	XP_031847343.1, XP_031847344.1, XP_031847345.1, XP_031847346.1, XP_031847347.1, XP_031847348.1, XP_031847342.1	XP_003401208.1, XP_020722676.1
OG0000252	XP_031825917.1, XP_031825916.1, XP_031825923.1, XP_031825918.1, XP_031825921.1, XP_031825920.1, XP_031825919.1	XP_003398194.1
OG0000253	XP_031829749.1	XP_003401778.1
OG0000253	XP_031829842.1	XP_003401781.1
OG0000253	XP_031829750.1	XP_003401782.1
OG0000254	XP_031844318.1, XP_031844319.1, XP_031844320.1, XP_031844321.1	XP_003394353.1, XP_020724147.1, XP_012176228.1, XP_012176226.1, XP_012176227.1
OG0000255	XP_031832795.1	XP_003400584.1, XP_003400585.1, XP_020722157.1
OG0000256	XP_031838206.1, XP_031838207.1, XP_031838210.1, XP_031838208.1, XP_031838209.1	XP_012168741.1, XP_012168742.1
OG0000257	XP_031833147.1, XP_031833148.1, XP_031833144.1, XP_031833145.1	XP_012171960.1, XP_012171957.1, XP_012171958.1, XP_012171959.1
OG0000258	XP_031826353.1, XP_031826352.1, XP_031826355.1, XP_031826354.1, XP_031826351.1	XP_012166005.2
OG0000259	XP_031836434.1	XP_003395969.1, XP_012164534.1, XP_012164536.1, XP_012164535.1
OG0000260	XP_031848459.1	XP_020719947.1
OG0000261	XP_031829988.1, XP_031829989.1, XP_031829990.1	XP_003403123.1, XP_012175136.1, XP_020723829.1
OG0000262	XP_031845761.1	XP_012166526.1, XP_003397183.1
OG0000263	XP_031847483.1	XP_012172354.1, XP_012172353.1
OG0000264	XP_031830742.1, XP_031830741.1, XP_031830740.1, XP_031830739.1, XP_031830738.1	XP_012168122.1
OG0000265	XP_031838556.1	XP_012169012.1, XP_012169011.1, XP_012169010.1
OG0000266	XP_031832538.1, XP_031832547.1, XP_031832507.1, XP_031832528.1, XP_031832557.1, XP_031832517.1, XP_031832497.1	XP_003393704.1
OG0000267	XP_031839905.1, XP_031839904.1, XP_031839903.1, XP_031839906.1	XP_012174338.1, XP_012174337.1, XP_003402676.1, XP_012174339.1
OG0000268	XP_031839691.1	XP_020722159.1
OG0000269	XP_031842013.1, XP_031842014.1, XP_031842017.1, XP_031842015.1, XP_031842016.1, XP_031842012.1	XP_012168056.1, XP_003393407.1
OG0000271	XP_031827916.1	XP_020719265.1, XP_012166182.1, XP_012166181.1, XP_012166180.1
OG0000272	XP_031830412.1, XP_031830414.1, XP_031830413.1, XP_031830411.1, XP_031830408.1, XP_031830409.1, XP_031830415.1, XP_031830410.1	XP_012168069.1, XP_012168068.1, XP_020720593.1, XP_003398360.1, XP_012168067.1, XP_012168071.1
OG0000273	XP_031830318.1	XP_012175178.1, XP_012175177.1, XP_003403170.1
OG0000274	XP_031837337.1	XP_012167012.1, XP_003397491.1
OG0000275	XP_031827522.1	XP_003399877.1
OG0000276	XP_031837040.1, XP_031837012.1, XP_031837013.1	XP_012167716.1, XP_012167719.1, XP_012167720.1, XP_012167718.1
OG0000277	XP_031837793.1, XP_031837792.1, XP_031837790.1, XP_031837791.1	XP_003403224.1
OG0000278	XP_031848504.1	XP_003402574.1
OG0000279	XP_031848395.1, XP_031848396.1, XP_031848391.1, XP_031848390.1, XP_031848388.1, XP_031848393.1, XP_031848392.1, XP_031848394.1	XP_012175858.1, XP_012175859.1, XP_012175856.1, XP_012175853.1
OG0000280	XP_031842427.1	XP_012163634.1
OG0000281	XP_031846090.1	XP_003395200.1, XP_012163649.1
OG0000282	XP_031837510.1	XP_012166941.1
OG0000283	XP_031841340.1, XP_031841339.1, XP_031841343.1, XP_031841341.1	XP_020721359.1, XP_020721360.1
OG0000284	XP_031842869.1	XP_020722603.1, XP_003403398.3, XP_012172740.1, XP_003401494.1, XP_012172741.1, XP_012172742.1, XP_012172746.2, XP_003401606.2, XP_012172745.1, XP_003403371.2, XP_020722602.1
OG0000285	XP_031842635.1, XP_031842636.1, XP_031842634.1, XP_031842632.1, XP_031842637.1	XP_003401335.1
OG0000286	XP_031827105.1, XP_031827108.1, XP_031827106.1, XP_031827107.1	XP_012170287.1, XP_012170292.1, XP_003399735.1
OG0000287	XP_031848117.1	XP_020721029.1, XP_012168766.1, XP_012168765.1, XP_012168764.1, XP_012168762.1, XP_012168760.1, XP_012168759.1, XP_012168758.1
OG0000288	XP_031831396.1, XP_031831395.1, XP_031831398.1, XP_031831397.1, XP_031831399.1, XP_031831402.1, XP_031831401.1, XP_031831400.1	XP_012164424.1, XP_003395287.1, XP_003395288.1
OG0000289	XP_031832794.1, XP_031832793.1	XP_020722158.1, XP_003400580.1, XP_003400581.1, XP_012171527.1, XP_012171528.1, XP_012171526.1
OG0000290	XP_031826052.1	XP_020719510.1, XP_003396632.1
OG0000291	XP_031836954.1, XP_031836949.1, XP_031836950.1, XP_031836953.1, XP_031836955.1, XP_031836951.1	XP_012166143.1, XP_012166144.1, XP_003396981.1
OG0000293	XP_031827859.1	XP_003396245.1, XP_003396246.1, XP_020719607.1, XP_003396247.1
OG0000294	XP_031827095.1, XP_031827094.1	XP_020721725.1, XP_003399614.1, XP_012169854.1
OG0000295	XP_031838306.1, XP_031838305.1, XP_031838308.1, XP_031838307.1	XP_020719841.1, XP_020719839.1, XP_020719840.1, XP_020719838.1
OG0000296	XP_031838352.1, XP_031838353.1, XP_031838351.1	XP_003397164.1, XP_012166272.1, XP_012166271.1, XP_020719759.1
OG0000297	XP_031832177.1, XP_031832178.1	XP_012166575.1, XP_012166576.1, XP_003397226.1, XP_003397227.1
OG0000298	XP_031825448.1, XP_031825446.1, XP_031825447.1, XP_031825449.1	XP_012170680.1
OG0000299	XP_031835309.1	XP_012167591.1
OG0000299	XP_031835311.1	XP_012167594.1
OG0000300	XP_031842197.1	XP_012168866.1
OG0000300	XP_031842198.1, XP_031842190.1	XP_012168862.1
OG0000301	XP_031843828.1, XP_031843830.1, XP_031843829.1	XP_012167907.1, XP_012167905.1, XP_012167906.1, XP_012167904.1, XP_020720846.1, XP_020720845.1
OG0000302	XP_031842773.1, XP_031842772.1	XP_020722513.1, XP_020722511.1, XP_020722514.1, XP_012172295.2
OG0000303	XP_031829748.1	XP_020722833.1, XP_012172906.1
OG0000305	XP_031833818.1, XP_031833817.1, XP_031833815.1	XP_003395709.1
OG0000306	XP_031829839.1, XP_031829840.1	XP_012173171.1, XP_012173172.1
OG0000307	XP_031828056.1, XP_031828047.1	XP_012176422.2
OG0000308	XP_031832463.1, XP_031832464.1	XP_012169757.1, XP_012169746.1, XP_012169752.1, XP_012169763.1
OG0000309	XP_031847599.1, XP_031847598.1, XP_031847597.1, XP_031847596.1, XP_031847593.1, XP_031847594.1, XP_031847595.1, XP_031847600.1	XP_012164662.1, XP_020720859.1
OG0000310	XP_031843972.1, XP_031843974.1, XP_031843973.1, XP_031843975.1	XP_003392877.1, XP_003392876.1
OG0000311	XP_031832251.1	XP_012166549.1, XP_012166548.1
OG0000312	XP_031838239.1, XP_031848835.1	XP_003402310.1
OG0000313	XP_031845408.1, XP_031845462.1, XP_031845453.1, XP_031845341.1, XP_031845351.1, XP_031845379.1, XP_031845370.1, XP_031845444.1, XP_031845437.1, XP_031845428.1, XP_031845360.1, XP_031845388.1, XP_031845398.1, XP_031845418.1	XP_012167136.1
OG0000314	XP_031838473.1, XP_031838474.1, XP_031838475.1	XP_020721101.1, XP_020721100.1, XP_020721099.1, XP_003398973.1, XP_020721098.1, XP_020721097.1
OG0000315	XP_031850026.1, XP_031850028.1, XP_031850029.1	XP_003398946.1, XP_003398945.1, XP_003398947.1
OG0000316	XP_031846224.1	XP_003402790.1
OG0000317	XP_031826359.1, XP_031826358.1, XP_031826356.1	XP_020724351.1, XP_012176301.1, XP_012176300.1, XP_003394433.1, XP_003394432.1
OG0000318	XP_031828142.1, XP_031828143.1, XP_031828144.1, XP_031828145.1, XP_031828146.1, XP_031828151.1, XP_031828150.1, XP_031828149.1, XP_031828148.1, XP_031828147.1, XP_031828141.1	XP_012165883.1, XP_012165884.1, XP_012165885.1, XP_012165882.1
OG0000319	XP_031845382.1	XP_020718472.1, XP_020718473.1
OG0000323	XP_031849116.1, XP_031849117.1, XP_031849133.1	XP_003402753.1
OG0000324	XP_031827571.1	XP_012176475.1, XP_012176476.1, XP_003394640.1
OG0000325	XP_031836116.1, XP_031836115.1	XP_003400201.1
OG0000326	XP_031833027.1, XP_031833026.1, XP_031833028.1, XP_031833031.1, XP_031833030.1, XP_031833029.1, XP_031833032.1	XP_012171583.1
OG0000327	XP_031829646.1, XP_031829645.1, XP_031829647.1	XP_012171762.1, XP_012171761.1, XP_012171763.1, XP_012171764.1, XP_012171760.1
OG0000328	XP_031825263.1, XP_031826128.1	XP_012172941.1, XP_020722815.1
OG0000329	XP_031846051.1, XP_031846050.1, XP_031846049.1	XP_012163588.1, XP_012163587.1, XP_003395137.1
OG0000330	XP_031840021.1	XP_003400211.1
OG0000330	XP_031840023.1	XP_012170959.1
OG0000330	XP_031840022.1	XP_012170958.1
OG0000331	XP_031837900.1	XP_012171371.1, XP_012171372.1, XP_003400497.1, XP_012171370.1
OG0000332	XP_031845802.1, XP_031845803.1, XP_031845804.1	XP_012166429.1, XP_012166431.1, XP_012166430.1, XP_003397118.1
OG0000333	XP_031836538.1	XP_012174794.1, XP_012174795.1, XP_012174796.1, XP_003402908.1
OG0000334	XP_031837757.1	XP_020722363.1, XP_020722357.1, XP_020722361.1, XP_020722360.1, XP_020722364.1, XP_020722358.1, XP_020722359.1, XP_020722362.1, XP_012171985.1, XP_020722365.1
OG0000335	XP_031840076.1	XP_020720157.1
OG0000335	XP_031840079.1	XP_020720156.1
OG0000336	XP_031841541.1, XP_031841542.1	XP_020721739.1, XP_020721740.1, XP_012170425.1, XP_012170426.1
OG0000337	XP_031844486.1, XP_031844488.1, XP_031844487.1, XP_031844490.1, XP_031844491.1	XP_003394254.1
OG0000338	XP_031828878.1	XP_003394870.1, XP_003394869.1
OG0000339	XP_031831151.1	XP_003398477.1
OG0000340	XP_031829947.1	XP_003401699.1, XP_012173062.1, XP_012173060.1, XP_012173061.1, XP_012173058.1, XP_012173059.1, XP_020722867.1
OG0000341	XP_031833495.1, XP_031833497.1	XP_020718933.1
OG0000342	XP_031832791.1, XP_031832789.1, XP_031832790.1	XP_003400463.1, XP_012171276.1, XP_012171275.1
OG0000343	XP_031847815.1, XP_031847813.1, XP_031847814.1	XP_003398536.1
OG0000344	XP_031849947.1, XP_031849948.1, XP_031849945.1, XP_031849946.1, XP_031849943.1, XP_031849944.1	XP_012169055.1, XP_003398939.1, XP_003398938.1, XP_012169054.1
OG0000345	XP_031839873.1	XP_012167465.1, XP_012167467.1, XP_012167466.1, XP_003397930.1, XP_012167468.1
OG0000347	XP_031846780.1, XP_031846779.1, XP_031846778.1, XP_031846777.1	XP_020719577.1, XP_012165516.1, XP_003396680.1, XP_012165515.1
OG0000348	XP_031846987.1	XP_003402334.1
OG0000348	XP_031848940.1	XP_012173918.1
OG0000349	XP_031828926.1, XP_031828925.1, XP_031828924.1, XP_031828921.1, XP_031828922.1	XP_012166740.1, XP_012166739.1, XP_003397412.1, XP_020719994.1
OG0000350	XP_031849230.1, XP_031849233.1, XP_031849232.1, XP_031849231.1, XP_031849235.1	XP_020720903.1, XP_003399124.1, XP_020720902.1, XP_012169371.1
OG0000351	XP_031850184.1	XP_020721217.1
OG0000352	XP_031829287.1, XP_031829286.1, XP_031829288.1	XP_003394778.1, XP_012163108.1, XP_020718339.1, XP_012163106.1
OG0000353	XP_031832456.1, XP_031832457.1, XP_031832459.1	XP_012169458.1, XP_012169464.1, XP_012169453.1, XP_012169476.1, XP_012169484.1, XP_012169483.1
OG0000354	XP_031839169.1	XP_012166010.1, XP_012165971.1
OG0000354	XP_031839180.1	XP_012166025.1
OG0000355	XP_031825303.1	XP_020718880.1
OG0000356	XP_031833426.1, XP_031833427.1, XP_031833424.1, XP_031833429.1, XP_031833428.1	XP_020718680.1
OG0000357	XP_031831410.1, XP_031831411.1, XP_031831408.1, XP_031831409.1	XP_012174262.1, XP_012174263.1, XP_012174264.1, XP_012174265.1, XP_003402577.1, XP_020723447.1
OG0000358	XP_031848056.1, XP_031848054.1, XP_031848055.1, XP_031848061.1	XP_012171867.1, XP_012171871.1, XP_012171868.1, XP_012171870.1
OG0000359	XP_031837901.1	XP_012171365.1, XP_003400510.1
OG0000360	XP_031839309.1, XP_031839308.1	XP_012169540.2
OG0000361	XP_031826009.1	XP_020719538.1
OG0000361	XP_031826008.1	XP_020719539.1
OG0000362	XP_031829798.1	XP_003401786.1
OG0000363	XP_031829770.1, XP_031829779.1, XP_031829796.1, XP_031829787.1	XP_012174951.1, XP_003403133.1
OG0000364	XP_031833286.1	XP_003398880.1, XP_012168876.1, XP_012168875.1, XP_012168874.1, XP_012168873.1, XP_012168877.1
OG0000365	XP_031827412.1	XP_003399944.1, XP_012170594.1
OG0000366	XP_031844389.1	XP_012170790.1, XP_020721952.1
OG0000367	XP_031837251.1, XP_031837250.1, XP_031837249.1	XP_012171443.1, XP_020722304.1, XP_003400539.1
OG0000368	XP_031839197.1	XP_012165477.1
OG0000369	XP_031832659.1	XP_012172632.1
OG0000370	XP_031835894.1, XP_031835896.1, XP_031835895.1	XP_003398491.1
OG0000371	XP_031827010.1, XP_031827011.1, XP_031827013.1, XP_031827007.1, XP_031827008.1, XP_031827009.1, XP_031827012.1	XP_003399522.1
OG0000372	XP_031831416.1, XP_031831417.1, XP_031831418.1	XP_003395429.1
OG0000373	XP_031838896.1	XP_012164627.2
OG0000375	XP_031835789.1, XP_031835791.1, XP_031835790.1	XP_012168640.1, XP_003398677.1, XP_012168641.1
OG0000376	XP_031845838.1	XP_003397685.1
OG0000377	XP_031830816.1, XP_031830818.1, XP_031830817.1	XP_020720573.1, XP_020720575.1, XP_020720574.1, XP_003398070.1
OG0000378	XP_031846276.1	XP_012165980.1, XP_012165978.1, XP_012165977.1
OG0000379	XP_031836436.1	XP_003395980.1
OG0000380	XP_031839949.1, XP_031839952.1, XP_031839948.1, XP_031839951.1, XP_031839953.1, XP_031839954.1, XP_031839950.1	XP_012174361.1, XP_003402629.1, XP_012174360.1
OG0000381	XP_031827938.1	XP_012165416.1, XP_012165417.1, XP_003396390.1, XP_012165418.1
OG0000382	XP_031832194.1, XP_031832193.1, XP_031832196.1, XP_031832195.1	XP_012166462.1, XP_012166459.1, XP_012166460.1, XP_012166458.1, XP_012166457.1, XP_003397203.1, XP_012166461.1
OG0000383	XP_031850152.1, XP_031850143.1, XP_031850178.1, XP_031850161.1, XP_031850187.1, XP_031850169.1	XP_003399719.1, XP_003399720.1
OG0000384	XP_031837941.1, XP_031837940.1	XP_012173421.1, XP_020723117.1, XP_003401940.1, XP_020723118.1, XP_020723119.1
OG0000385	XP_031837194.1, XP_031837193.1	XP_003400547.1
OG0000386	XP_031829896.1, XP_031829894.1	XP_012173098.1
OG0000387	XP_031835944.1, XP_031835943.1, XP_031835949.1, XP_031835950.1, XP_031835947.1, XP_031835948.1, XP_031835946.1, XP_031835945.1	XP_003398317.1
OG0000388	XP_031832339.1	XP_012171010.1, XP_012171009.1, XP_012171005.1, XP_012171004.1, XP_012171011.1, XP_020721911.1, XP_020721912.1, XP_020721910.1, XP_012171003.1
OG0000389	XP_031827170.1, XP_031827171.1, XP_031827172.1, XP_031827173.1	XP_012170578.1, XP_003399921.1, XP_020721587.1
OG0000390	XP_031848984.1	XP_003400044.1, XP_020721966.1, XP_012170677.1, XP_012170676.1
OG0000392	XP_031845487.1, XP_031845486.1, XP_031845485.1	XP_020720840.1, XP_012168011.1
OG0000393	XP_031847773.1	XP_012168336.1, XP_012168335.1, XP_012168338.1, XP_012168337.1
OG0000394	XP_031835644.1	XP_012169674.1, XP_012169675.1, XP_012169673.1, XP_003399332.1, XP_012169676.1
OG0000395	XP_031845765.1, XP_031845747.1, XP_031845737.1, XP_031845756.1, XP_031845726.1	XP_003399769.1
OG0000396	XP_031825964.1, XP_031825963.1, XP_031825965.1, XP_031825962.1	XP_012165321.1, XP_020719311.1, XP_003396339.1, XP_012165322.1
OG0000397	XP_031826747.1	XP_003399765.2
OG0000398	XP_031846610.1, XP_031846609.1	XP_012164127.1, XP_012164125.1, XP_012164129.1, XP_012164128.1, XP_012164126.1
OG0000399	XP_031839392.1, XP_031839394.1	XP_012174876.1
OG0000400	XP_031827331.1, XP_031827332.1, XP_031827329.1, XP_031827330.1, XP_031827335.1, XP_031827336.1, XP_031827334.1	XP_003393487.1, XP_020719664.1
OG0000401	XP_031834007.1, XP_031834006.1, XP_031834008.1	XP_012172930.1, XP_003401651.1
OG0000402	XP_031848343.1	XP_020724293.1, XP_020724291.1, XP_020724292.1, XP_012176379.1
