Orthogroup	Nomia_melanderi	Apis_mellifera
OG0000238	XP_031831187.1, XP_031831186.1, XP_031831197.1, XP_031831190.1, XP_031831191.1, XP_031831188.1, XP_031831189.1, XP_031831194.1, XP_031831195.1, XP_031831192.1, XP_031831193.1, XP_031831184.1	XP_006569984.1
OG0000239	XP_031840694.1, XP_031846513.1, XP_031846649.1	XP_026297715.1, XP_624193.2, XP_006571990.1
OG0000240	XP_031837983.1, XP_031837982.1, XP_031837977.1, XP_031837976.1, XP_031837979.1, XP_031837978.1, XP_031837981.1, XP_031837980.1, XP_031837984.1	XP_623109.1, XP_006572024.1
OG0000241	XP_031829831.1, XP_031829833.1, XP_031829832.1, XP_031829834.1	XP_026298312.1, XP_026298311.1, XP_016769009.2
OG0000242	XP_031828014.1, XP_031828185.1, XP_031828190.1, XP_031828188.1, XP_031828186.1, XP_031828187.1	XP_026300495.1
OG0000243	XP_031828042.1, XP_031828041.1, XP_031828038.1, XP_031828037.1, XP_031828040.1, XP_031828043.1, XP_031828039.1	XP_016773325.1
OG0000244	XP_031836871.1, XP_031836868.1	XP_026295595.1, XP_026295601.1, XP_026295597.1, XP_026295596.1, XP_026295598.1, XP_026295599.1, XP_026295602.1, XP_026295600.1
OG0000245	XP_031845985.1, XP_031845983.1, XP_031845984.1, XP_031845986.1	XP_026295766.1
OG0000246	XP_031838969.1	XP_026297284.1
OG0000246	XP_031842124.1, XP_031842127.1	XP_026298045.1
OG0000247	XP_031826142.1	XP_026297623.1
OG0000248	XP_031829314.1, XP_031829324.1	XP_026299577.1
OG0000249	XP_031846477.1, XP_031846470.1, XP_031846471.1	XP_026299596.1, XP_026299597.1
OG0000250	XP_031837558.1, XP_031837555.1, XP_031837556.1	XP_026301515.1, XP_026301514.1, XP_026301532.1, XP_026301521.1, XP_026301519.1, XP_026301526.1, XP_026301524.1, XP_026301523.1
OG0000251	XP_031847343.1, XP_031847344.1, XP_031847345.1, XP_031847346.1, XP_031847347.1, XP_031847348.1, XP_031847342.1	XP_392055.2
OG0000252	XP_031825917.1, XP_031825916.1, XP_031825923.1, XP_031825918.1, XP_031825921.1, XP_031825920.1, XP_031825919.1	XP_395221.4
OG0000253	XP_031829749.1	NP_001011600.1
OG0000253	XP_031829842.1	NP_001104234.1
OG0000253	XP_031829750.1	NP_001092187.1
OG0000254	XP_031844318.1, XP_031844319.1, XP_031844320.1, XP_031844321.1	NP_001314890.1
OG0000255	XP_031832795.1	XP_001121591.2, XP_006564963.1
OG0000256	XP_031838206.1, XP_031838207.1, XP_031838210.1, XP_031838208.1, XP_031838209.1	XP_006565044.2, XP_003250569.2
OG0000257	XP_031833147.1, XP_031833148.1, XP_031833144.1, XP_031833145.1	XP_003250703.1
OG0000258	XP_031826353.1, XP_031826352.1, XP_031826355.1, XP_031826354.1, XP_031826351.1	XP_006557421.1, XP_006557422.2, XP_016770405.1
OG0000259	XP_031836434.1	XP_026296970.1, XP_006557589.1, XP_006557588.1, XP_006557587.1, XP_006557586.1, XP_026296969.1
OG0000260	XP_031848459.1	XP_016768598.1, XP_006558866.1
OG0000261	XP_031829988.1, XP_031829989.1, XP_031829990.1	XP_026298357.1, XP_006559582.1, XP_006559579.1, XP_006559580.1, XP_006559581.1, XP_395441.2
OG0000262	XP_031845761.1	XP_006559860.1, XP_006559861.1, XP_396828.2, XP_006559859.1
OG0000263	XP_031847483.1	XP_006561090.1, XP_006561087.1, XP_006561089.1, XP_026301327.1
OG0000264	XP_031830742.1, XP_031830741.1, XP_031830740.1, XP_031830739.1, XP_031830738.1	XP_006562405.1
OG0000265	XP_031838556.1	XP_006566408.1, XP_006566409.1, XP_625132.2
OG0000266	XP_031832538.1, XP_031832547.1, XP_031832507.1, XP_031832528.1, XP_031832557.1, XP_031832517.1, XP_031832497.1	XP_026302265.1, XP_006568825.1, XP_394284.2
OG0000267	XP_031839905.1, XP_031839904.1, XP_031839903.1, XP_031839906.1	XP_006568882.1, XP_006568883.1
OG0000268	XP_031839691.1	XP_006569035.1
OG0000269	XP_031842013.1, XP_031842014.1, XP_031842017.1, XP_031842015.1, XP_031842016.1, XP_031842012.1	XP_006571082.1, XP_006571081.1
OG0000271	XP_031827916.1	XP_006572407.1
OG0000272	XP_031830412.1, XP_031830414.1, XP_031830413.1, XP_031830411.1, XP_031830408.1, XP_031830409.1, XP_031830415.1, XP_031830410.1	XP_026301731.1, XP_006572419.1, XP_006572418.1, XP_623842.1
OG0000273	XP_031830318.1	XP_026298315.1, XP_016769150.2
OG0000274	XP_031837337.1	XP_026297890.1, XP_026297889.1, XP_026297888.1, XP_026297887.1, XP_026297886.1, XP_026297885.1, XP_026297884.1, XP_026297883.1, XP_026297882.1, XP_026297881.1, XP_016769197.2
OG0000275	XP_031827522.1	XP_016770931.1
OG0000276	XP_031837040.1	XP_026294810.1, XP_026294798.1, XP_026294767.1
OG0000277	XP_031837793.1, XP_031837792.1, XP_031837790.1, XP_031837791.1	XP_026294924.1
OG0000278	XP_031848504.1	XP_026295212.1
OG0000279	XP_031848395.1, XP_031848396.1, XP_031848391.1, XP_031848390.1, XP_031848388.1, XP_031848393.1, XP_031848392.1, XP_031848394.1	XP_026295498.1
OG0000280	XP_031842427.1	XP_026295830.1
OG0000281	XP_031846090.1	XP_026296262.1, XP_026296261.1, XP_026296263.1
OG0000282	XP_031837510.1	XP_026297548.1
OG0000283	XP_031841340.1, XP_031841339.1, XP_031841343.1, XP_031841341.1	XP_026299985.1
OG0000284	XP_031842869.1	XP_026301193.1
OG0000285	XP_031842635.1, XP_031842636.1, XP_031842634.1, XP_031842632.1, XP_031842637.1	XP_026301426.1
OG0000286	XP_031827105.1, XP_031827108.1, XP_031827106.1, XP_031827107.1	NP_001136033.1, XP_006557739.2
OG0000287	XP_031848117.1	NP_001137393.1, XP_006568558.1
OG0000288	XP_031831396.1, XP_031831395.1, XP_031831398.1, XP_031831397.1, XP_031831399.1, XP_031831402.1, XP_031831401.1, XP_031831400.1	XP_006571955.1, XP_001122617.2
OG0000289	XP_031832794.1, XP_031832793.1	XP_016771731.1, XP_003250539.1
OG0000290	XP_031826052.1	XP_003250662.1
OG0000291	XP_031836954.1, XP_031836949.1, XP_031836950.1, XP_031836953.1, XP_031836955.1, XP_031836951.1	XP_003251224.2, XP_006568360.2
OG0000292	XP_031839757.1	XP_006569017.1, XP_006569018.1, XP_003251296.1
OG0000293	XP_031827859.1	XP_006559045.1
OG0000294	XP_031827095.1, XP_031827094.1	XP_006559458.1, XP_392994.4
OG0000295	XP_031838306.1, XP_031838305.1, XP_031838308.1, XP_031838307.1	XP_006559711.2, XP_397062.3, XP_006559712.2
OG0000296	XP_031838352.1, XP_031838353.1, XP_031838351.1	XP_006559728.2, XP_006559729.2, XP_006559730.2, XP_393129.4
OG0000297	XP_031832177.1, XP_031832178.1	XP_006559877.1, XP_393189.1
OG0000298	XP_031825448.1, XP_031825446.1, XP_031825447.1, XP_031825449.1	XP_393921.4, XP_016771409.1, XP_006560471.1
OG0000299	XP_031835309.1	XP_006561768.2
OG0000299	XP_031835311.1	XP_006561770.1
OG0000300	XP_031842197.1	XP_016770654.1
OG0000300	XP_031842198.1, XP_031842190.1	XP_006562453.1, XP_006562449.1
OG0000301	XP_031843828.1, XP_031843830.1, XP_031843829.1	XP_006562896.1
OG0000302	XP_031842773.1, XP_031842772.1	XP_006563787.1
OG0000303	XP_031829748.1	XP_016769093.2, XP_006564729.1, XP_006564719.2
OG0000305	XP_031833818.1, XP_031833817.1, XP_031833815.1	XP_006567820.1, XP_016767795.1, XP_006567825.1, XP_026296835.1, XP_006567824.1, XP_016767792.1, XP_006567823.1
OG0000306	XP_031829839.1, XP_031829840.1	XP_006569762.1
OG0000307	XP_031828056.1, XP_031828047.1	XP_006569978.1
OG0000308	XP_031832463.1, XP_031832464.1	XP_006571172.2, XP_006571173.2
OG0000309	XP_031847599.1, XP_031847598.1, XP_031847597.1, XP_031847596.1, XP_031847593.1, XP_031847594.1, XP_031847595.1, XP_031847600.1	XP_026302249.1, XP_006571320.1
OG0000310	XP_031843972.1, XP_031843974.1, XP_031843973.1, XP_031843975.1	XP_006571525.1
OG0000311	XP_031832251.1	XP_016769273.1, XP_026298073.1, XP_016769276.1, XP_395161.2, XP_016769270.1, XP_016769275.1, XP_016769271.1
OG0000312	XP_031838239.1, XP_031848835.1	XP_026298109.1
OG0000312	XP_031842068.1, XP_031842067.1	XP_016770898.2
OG0000313	XP_031845408.1, XP_031845462.1, XP_031845453.1, XP_031845341.1, XP_031845351.1, XP_031845379.1, XP_031845370.1, XP_031845444.1, XP_031845437.1, XP_031845428.1, XP_031845360.1, XP_031845388.1, XP_031845398.1, XP_031845418.1	XP_026298578.1
OG0000314	XP_031838473.1, XP_031838474.1, XP_031838475.1	XP_026299702.1
OG0000315	XP_031850026.1, XP_031850028.1, XP_031850029.1	XP_026299821.1, XP_026299820.1, XP_026299817.1, XP_026299819.1, XP_026299818.1
OG0000316	XP_031846224.1	XP_394229.2
OG0000323	XP_031849116.1, XP_031849117.1, XP_031849133.1	XP_026299083.1, XP_001120613.2
OG0000324	XP_031827571.1	XP_006569202.1, XP_001120810.2, XP_016769779.1
OG0000325	XP_031836116.1, XP_031836115.1	XP_006568130.1, XP_006568132.1, XP_006568133.1, XP_006568134.1, XP_001121996.2
OG0000326	XP_031833027.1, XP_031833026.1, XP_031833028.1, XP_031833031.1, XP_031833030.1, XP_031833029.1, XP_031833032.1	XP_006564882.2, XP_003250536.2
OG0000327	XP_031829646.1, XP_031829645.1, XP_031829647.1	XP_003250560.1
OG0000328	XP_031825263.1, XP_031826128.1	XP_003251167.1, XP_397314.1
OG0000329	XP_031846051.1, XP_031846050.1, XP_031846049.1	XP_006558244.2
OG0000330	XP_031840021.1	XP_624589.2
OG0000330	XP_031840023.1	XP_016771317.1
OG0000330	XP_031840022.1	XP_006558596.1
OG0000331	XP_031837900.1	XP_397065.2, XP_006558840.1, XP_016771894.1, XP_026300795.1, XP_026300793.1
OG0000332	XP_031845802.1, XP_031845803.1, XP_031845804.1	XP_016768544.1, XP_016768542.1, XP_396692.3, XP_016768543.1, XP_006558879.1
OG0000333	XP_031836538.1	XP_006559117.2, XP_026297198.1, XP_006559116.2
OG0000334	XP_031837757.1	XP_006560262.1
OG0000335	XP_031840072.1	XP_006560812.2
OG0000336	XP_031841541.1, XP_031841542.1	XP_006560865.2, XP_006560866.2
OG0000337	XP_031844486.1, XP_031844488.1, XP_031844487.1, XP_031844490.1, XP_031844491.1	XP_006560933.1, XP_624657.2, XP_016766820.1, XP_016766818.1, XP_016766817.1, XP_006560934.1
OG0000338	XP_031828878.1	XP_006562601.1, XP_006562602.1
OG0000339	XP_031831151.1	XP_393004.3, XP_006562919.1, XP_006562921.1, XP_006562920.1
OG0000340	XP_031829947.1	XP_016768933.1, XP_006564632.1, XP_006564631.1
OG0000341	XP_031833495.1, XP_031833497.1	XP_006564844.1
OG0000342	XP_031832791.1, XP_031832789.1, XP_031832790.1	XP_006565842.1, XP_392026.2
OG0000343	XP_031847815.1, XP_031847813.1, XP_031847814.1	XP_006566142.1, XP_006566141.1, XP_393678.2
OG0000344	XP_031849947.1, XP_031849948.1, XP_031849945.1, XP_031849946.1, XP_031849943.1, XP_031849944.1	XP_006566349.2
OG0000345	XP_031839873.1	XP_006567437.1, XP_392511.2
OG0000347	XP_031846780.1, XP_031846779.1, XP_031846778.1, XP_031846777.1	XP_006569527.1, XP_006569526.1, XP_006569525.1
OG0000348	XP_031846987.1	XP_026298948.1
OG0000348	XP_031848940.1	XP_006569732.1
OG0000349	XP_031828926.1, XP_031828925.1, XP_031828924.1, XP_031828921.1, XP_031828922.1	XP_016768335.1, XP_006570028.1, XP_395486.2, XP_016768336.1
OG0000350	XP_031849230.1, XP_031849233.1, XP_031849232.1, XP_031849231.1, XP_031849235.1	XP_006570342.1, XP_392786.2
OG0000351	XP_031850184.1	XP_006570411.1
OG0000352	XP_031829287.1, XP_031829286.1, XP_031829288.1	XP_006570965.1
OG0000353	XP_031832456.1, XP_031832457.1, XP_031832459.1	XP_006571180.1
OG0000354	XP_031839169.1	XP_006571228.1, XP_006571233.1
OG0000354	XP_031839180.1	XP_006571243.1
OG0000355	XP_031825303.1	XP_016767588.2, XP_016767587.2, XP_026296397.1, XP_016767589.2, XP_016767593.2, XP_016767592.2, XP_016767590.2
OG0000356	XP_031833426.1, XP_031833427.1, XP_031833424.1, XP_031833429.1, XP_031833428.1	XP_016767764.1
OG0000357	XP_031831410.1, XP_031831411.1, XP_031831408.1, XP_031831409.1	XP_016767931.1
OG0000358	XP_031848056.1, XP_031848054.1, XP_031848055.1, XP_031848061.1	XP_026300699.1, XP_026300700.1, XP_016771829.2
OG0000359	XP_031837901.1	XP_016771932.2
OG0000360	XP_031839309.1, XP_031839308.1	XP_026295907.1, XP_016772842.1, XP_016772846.1, XP_016772841.1, XP_026295911.1, XP_026295914.1
OG0000361	XP_031826009.1	XP_026297620.1
OG0000362	XP_031829798.1	XP_026298056.1
OG0000363	XP_031829770.1, XP_031829779.1, XP_031829796.1, XP_031829787.1	XP_026298090.1
OG0000364	XP_031833286.1	XP_026299447.1
OG0000365	XP_031827412.1	XP_026300187.1
OG0000366	XP_031844389.1	XP_026300390.1
OG0000367	XP_031837251.1, XP_031837250.1, XP_031837249.1	XP_026300876.1, XP_026300875.1, XP_026300874.1, XP_026300873.1
OG0000368	XP_031839197.1	XP_026302090.1
OG0000369	XP_031832659.1	XP_393488.4
OG0000370	XP_031835894.1, XP_031835896.1, XP_031835895.1	XP_395253.2
OG0000371	XP_031827010.1, XP_031827011.1, XP_031827013.1, XP_031827007.1, XP_031827008.1, XP_031827009.1, XP_031827012.1	XP_397228.2
OG0000372	XP_031831416.1, XP_031831417.1, XP_031831418.1	XP_625126.3
OG0000375	XP_031835789.1, XP_031835791.1, XP_031835790.1	NP_001229362.1
OG0000376	XP_031845838.1	NP_001229369.1
OG0000377	XP_031830816.1, XP_031830818.1, XP_031830817.1	XP_001119898.1
OG0000378	XP_031846276.1	XP_016767761.1, XP_001120426.2
OG0000379	XP_031836436.1	XP_001122230.1
OG0000380	XP_031839949.1, XP_031839952.1, XP_031839948.1, XP_031839951.1, XP_031839953.1, XP_031839954.1, XP_031839950.1	XP_006568865.1, XP_001122316.2
OG0000381	XP_031827938.1	XP_006570133.1, XP_001122688.2
OG0000382	XP_031832194.1, XP_031832193.1, XP_031832196.1, XP_031832195.1	XP_001122957.2
OG0000383	XP_031850152.1, XP_031850143.1, XP_031850178.1, XP_031850161.1, XP_031850187.1, XP_031850169.1	XP_006565335.1, XP_001123319.2
OG0000384	XP_031837941.1, XP_031837940.1	XP_003249075.1
OG0000385	XP_031837194.1, XP_031837193.1	XP_006559354.2, XP_006559353.2, XP_006559352.2, XP_006559351.2, XP_006559350.2, XP_003249471.2
OG0000386	XP_031829896.1, XP_031829894.1	XP_003250487.1, XP_006564676.1, XP_006564675.1
OG0000387	XP_031835944.1, XP_031835943.1, XP_031835949.1, XP_031835950.1, XP_031835947.1, XP_031835948.1, XP_031835946.1, XP_031835945.1	XP_003250785.1
OG0000388	XP_031832339.1	XP_016771262.2, XP_026300650.1, XP_006558563.2, XP_006558564.2, XP_006558562.2, XP_016771264.2
OG0000389	XP_031827170.1, XP_031827171.1, XP_031827172.1, XP_031827173.1	XP_026301500.1, XP_006559446.1
OG0000390	XP_031848984.1	XP_006560473.1, XP_623685.1
OG0000391	XP_031828907.1	XP_006563366.1
OG0000392	XP_031845487.1, XP_031845486.1, XP_031845485.1	XP_006566068.1
OG0000393	XP_031847773.1	XP_006566169.1, XP_026299092.1
OG0000394	XP_031835644.1	XP_006566519.1, XP_016770274.1, XP_006566518.1
OG0000395	XP_031845765.1, XP_031845747.1, XP_031845737.1, XP_031845756.1, XP_031845726.1	XP_006566942.2
OG0000396	XP_031825964.1, XP_031825963.1, XP_031825965.1, XP_031825962.1	XP_006569593.1
OG0000397	XP_031826747.1	XP_006570258.1, XP_625164.1
OG0000398	XP_031846610.1, XP_031846609.1	XP_026296777.1, XP_016767777.2, XP_006570272.2
OG0000399	XP_031839392.1, XP_031839394.1	XP_006570894.1, XP_006570895.1
OG0000400	XP_031827331.1, XP_031827332.1, XP_031827329.1, XP_031827330.1, XP_031827335.1, XP_031827336.1, XP_031827334.1	XP_016773414.1, XP_006571183.1
OG0000401	XP_031834007.1, XP_031834006.1, XP_031834008.1	XP_026298243.1, XP_393065.4, XP_006572034.2, XP_006572035.2
OG0000402	XP_031848343.1	XP_016766945.1
OG0000404	XP_031827591.1, XP_031827577.1, XP_031827590.1	XP_016772486.2, XP_016772495.2
OG0000405	XP_031834812.1, XP_031834813.1, XP_031834815.1	XP_026294819.1, XP_026294820.1
OG0000406	XP_031839775.1, XP_031839769.1	XP_026294864.1, XP_026294874.1, XP_026294873.1
OG0000407	XP_031829185.1	XP_026297000.1, XP_026296999.1, XP_026296998.1
OG0000409	XP_031838336.1, XP_031838335.1, XP_031838333.1, XP_031838332.1, XP_031838331.1	XP_026297968.1
OG0000410	XP_031830072.1, XP_031830071.1, XP_031830074.1, XP_031830073.1, XP_031830076.1, XP_031830075.1, XP_031830077.1, XP_031830070.1	XP_026298087.1
OG0000412	XP_031841229.1, XP_031841230.1, XP_031841227.1, XP_031841228.1, XP_031841234.1, XP_031841233.1, XP_031841236.1, XP_031841235.1, XP_031841231.1	XP_026298971.1, XP_026298970.1
OG0000413	XP_031835720.1, XP_031835716.1, XP_031835715.1, XP_031835719.1, XP_031835712.1, XP_031835711.1, XP_031835710.1, XP_031835709.1, XP_031835718.1, XP_031835717.1, XP_031835714.1	XP_026299519.1
OG0000414	XP_031846386.1	XP_026299610.1
OG0000415	XP_031850182.1	XP_026299760.1
OG0000416	XP_031826811.1, XP_031826808.1, XP_031826810.1, XP_031826809.1	XP_026300186.1
OG0000417	XP_031827685.1, XP_031827680.1, XP_031827682.1	XP_026300368.1, XP_026300367.1, XP_026300363.1, XP_026300372.1
OG0000418	XP_031844401.1	XP_026300389.1
OG0000419	XP_031838615.1, XP_031838617.1, XP_031838611.1, XP_031838614.1, XP_031838613.1, XP_031838609.1, XP_031838610.1, XP_031838616.1	XP_026300888.1, XP_394882.2
OG0000420	XP_031847196.1, XP_031847195.1	XP_026301949.1
OG0000421	XP_031835620.1, XP_031835618.1, XP_031835617.1, XP_031835616.1, XP_031835622.1, XP_031835621.1	XP_392845.4
OG0000422	XP_031840492.1, XP_031840490.1, XP_031840491.1	XP_394670.3
OG0000423	XP_031847688.1	XP_395525.3
OG0000424	XP_031836826.1, XP_031836827.1	XP_624930.1
OG0000426	XP_031846619.1	NP_001011574.1
OG0000427	XP_031848859.1	XP_006565650.1
OG0000428	XP_031839765.1, XP_031839764.1	XP_026302166.1, NP_001091702.1
OG0000428	XP_031839664.1	XP_006568756.2, NP_001073563.2
OG0000429	XP_031850472.1, XP_031850470.1, XP_031850471.1	XP_026295220.1, NP_001128300.1, XP_026295217.1
OG0000430	XP_031838059.1	XP_026298560.1
OG0000430	XP_031838077.1	XP_006557270.1, NP_001135908.1
OG0000431	XP_031832667.1	XP_001120242.1, XP_006564978.1
OG0000432	XP_031847232.1	XP_006571825.1, XP_001120557.1
OG0000433	XP_031830362.1	XP_006564598.1
OG0000433	XP_031830359.1	XP_001120684.2
OG0000434	XP_031841595.1, XP_031841589.1, XP_031841592.1, XP_031841591.1, XP_031841594.1, XP_031841593.1, XP_031841590.1	XP_006560860.2, XP_001120901.3
OG0000435	XP_031844858.1, XP_031844857.1, XP_031844859.1	XP_001120999.2, XP_016771997.1
OG0000436	XP_031826741.1, XP_031826743.1	XP_001122652.2
OG0000437	XP_031830089.1	XP_003249531.1
OG0000438	XP_031841108.1, XP_031841111.1, XP_031841110.1, XP_031841105.1, XP_031841107.1, XP_031841106.1, XP_031841112.1, XP_031841109.1	XP_003250310.2
OG0000439	XP_031843682.1, XP_031843681.1	XP_003251001.1
OG0000440	XP_031835406.1	XP_006569556.2, XP_003251401.2
OG0000441	XP_031827097.1, XP_031827096.1	XP_016772603.2, XP_006557792.2, XP_026301494.1
OG0000442	XP_031836877.1	XP_623442.2, XP_006558445.1, XP_006558444.1, XP_006558447.1, XP_006558446.1
OG0000443	XP_031838365.1, XP_031838364.1	XP_006559900.1
OG0000444	XP_031845887.1	XP_006560273.1
OG0000445	XP_031827747.1	XP_396991.5, XP_006560484.2, XP_006560483.2
OG0000446	XP_031831495.1	XP_016767858.1, XP_006561126.1, XP_006561128.1, XP_016767856.1
OG0000447	XP_031841351.1, XP_031841352.1, XP_031841356.1, XP_031841355.1, XP_031841353.1	XP_006562334.1
OG0000448	XP_031837097.1	XP_006562364.1, XP_006562363.1, XP_392000.1
OG0000449	XP_031849066.1, XP_031849064.1, XP_031849065.1	XP_006562485.1, XP_006562486.1, XP_026297116.1
OG0000450	XP_031847247.1	XP_006562818.1, XP_623089.2, XP_006562819.1
OG0000451	XP_031848559.1, XP_031848553.1, XP_031848552.1, XP_031848551.1, XP_031848558.1, XP_031848556.1, XP_031848554.1, XP_031848555.1, XP_031848560.1	XP_395781.2, XP_006563130.1
OG0000452	XP_031841801.1, XP_031841799.1, XP_031841800.1, XP_031841798.1	XP_006563206.1, XP_006563207.1
OG0000453	XP_031830504.1, XP_031830486.1, XP_031830495.1, XP_031830477.1	XP_006563839.1
OG0000454	XP_031829087.1, XP_031829088.1	XP_392727.4, XP_006564460.2
OG0000455	XP_031827559.1	XP_006565218.1
OG0000456	XP_031849312.1, XP_031849313.1	XP_006566644.1
OG0000457	XP_031835584.1	XP_006566764.2, XP_006566763.2, XP_006566762.2, XP_006566761.2, XP_026299796.1
OG0000458	XP_031845600.1	XP_393160.1, XP_006567191.1, XP_006567190.1
OG0000459	XP_031845012.1	XP_006567236.1, XP_006567234.1
OG0000460	XP_031833919.1	XP_006567884.1, XP_006567883.1
OG0000461	XP_031826320.1, XP_031826318.1, XP_031826319.1, XP_031826317.1, XP_031826315.1, XP_031826314.1	XP_006568423.1, XP_016768724.1, XP_392631.2, XP_006568424.1
OG0000462	XP_031845081.1, XP_031845080.1	XP_006569397.1, XP_624593.1
OG0000463	XP_031841977.1, XP_031841976.1	XP_006571560.1, XP_006571562.1, XP_623241.1, XP_006571561.1
OG0000464	XP_031845851.1, XP_031845852.1	XP_006572373.1, XP_392665.3
OG0000465	XP_031830980.1, XP_031830979.1, XP_031830981.1	XP_006572525.1
OG0000466	XP_031849672.1	XP_016767919.1
OG0000467	XP_031835120.1	XP_016769630.2, XP_026298509.1, XP_026298510.1
OG0000468	XP_031847296.1	XP_016772038.1
OG0000469	XP_031844738.1	XP_026298377.1
OG0000470	XP_031835080.1, XP_031835079.1, XP_031835078.1, XP_031835077.1, XP_031835082.1	XP_026295288.1, XP_026295289.1
OG0000471	XP_031833179.1, XP_031833182.1, XP_031833180.1, XP_031833183.1	XP_026296060.1
OG0000472	XP_031831611.1, XP_031831612.1, XP_031831613.1, XP_031831614.1, XP_031831615.1, XP_031831616.1, XP_031831610.1, XP_031831617.1	XP_026296689.1
OG0000473	XP_031836446.1	XP_026297184.1
OG0000473	XP_031836437.1	XP_026297088.1
OG0000474	XP_031830042.1	XP_026298349.1, XP_396698.3
OG0000475	XP_031847023.1	XP_026299125.1
OG0000476	XP_031840044.1	XP_026300478.1
OG0000478	XP_031827100.1	XP_026301533.1
OG0000479	XP_031836045.1, XP_031836046.1, XP_031836044.1, XP_031836043.1, XP_031836055.1, XP_031836054.1	XP_026302052.1
OG0000480	XP_031831792.1, XP_031831793.1, XP_031831794.1, XP_031831795.1	XP_394551.1
OG0000481	XP_031839132.1	XP_396237.5
OG0000482	XP_031836096.1, XP_031848965.1, XP_031836082.1	XP_624456.2
OG0000483	XP_031835822.1	XP_624525.3
OG0000487	XP_031848178.1	XP_006558427.2
