GO.ID,Term,Annotated,Significant,Expected,classicFisher
GO:0016334,establishment or maintenance of polarity...,29,0,0.47,1.00000
GO:0016339,calcium-dependent cell-cell adhesion via...,21,0,0.34,1.00000
GO:0016360,sensory organ precursor cell fate determ...,22,0,0.36,1.00000
GO:0016482,cytosolic transport,60,0,0.97,1.00000
GO:0016573,histone acetylation,99,0,1.6,1.00000
GO:0016575,histone deacetylation,25,0,0.4,1.00000
GO:0016579,protein deubiquitination,50,0,0.81,1.00000
GO:0016584,nucleosome positioning,27,0,0.44,1.00000
GO:0016925,protein sumoylation,25,0,0.4,1.00000
GO:0017004,cytochrome complex assembly,31,0,0.5,1.00000
GO:0017085,response to insecticide,21,0,0.34,1.00000
GO:0017157,regulation of exocytosis,35,0,0.57,1.00000
GO:0018105,peptidyl-serine phosphorylation,53,0,0.86,1.00000
GO:0018126,protein hydroxylation,32,0,0.52,1.00000
GO:0018198,peptidyl-cysteine modification,28,0,0.45,1.00000
GO:0018200,peptidyl-glutamic acid modification,20,0,0.32,1.00000
GO:0018208,peptidyl-proline modification,62,0,1,1.00000
GO:0018209,peptidyl-serine modification,56,0,0.91,1.00000
GO:0018230,peptidyl-L-cysteine S-palmitoylation,20,0,0.32,1.00000
GO:0018231,peptidyl-S-diacylglycerol-L-cysteine bio...,20,0,0.32,1.00000
GO:0018345,protein palmitoylation,25,0,0.4,1.00000
GO:0018393,internal peptidyl-lysine acetylation,101,0,1.64,1.00000
GO:0018394,peptidyl-lysine acetylation,101,0,1.64,1.00000
GO:0018401,peptidyl-proline hydroxylation to 4-hydr...,27,0,0.44,1.00000
GO:0018990,"ecdysis, chitin-based cuticle",21,0,0.34,1.00000
GO:0018993,somatic sex determination,20,0,0.32,1.00000
GO:0019216,regulation of lipid metabolic process,55,0,0.89,1.00000
GO:0019318,hexose metabolic process,66,0,1.07,1.00000
GO:0019367,"fatty acid elongation, saturated fatty a...",20,0,0.32,1.00000
GO:0019368,"fatty acid elongation, unsaturated fatty...",20,0,0.32,1.00000
GO:0019395,fatty acid oxidation,39,0,0.63,1.00000
GO:0019511,peptidyl-proline hydroxylation,28,0,0.45,1.00000
GO:0019637,organophosphate metabolic process,470,0,7.61,1.00000
GO:0019693,ribose phosphate metabolic process,210,0,3.4,1.00000
GO:0019722,calcium-mediated signaling,52,0,0.84,1.00000
GO:0019751,polyol metabolic process,52,0,0.84,1.00000
GO:0019915,lipid storage,59,0,0.96,1.00000
GO:0019932,second-messenger-mediated signaling,122,0,1.98,1.00000
GO:0019933,cAMP-mediated signaling,50,0,0.81,1.00000
GO:0019935,cyclic-nucleotide-mediated signaling,68,0,1.1,1.00000
GO:0021782,glial cell development,35,0,0.57,1.00000
GO:0022406,membrane docking,53,0,0.86,1.00000
GO:0022898,regulation of transmembrane transporter ...,32,0,0.52,1.00000
GO:0022900,electron transport chain,127,0,2.06,1.00000
GO:0022904,respiratory electron transport chain,94,0,1.52,1.00000
GO:0030001,metal ion transport,286,0,4.63,1.00000
GO:0030003,cellular cation homeostasis,139,0,2.25,1.00000
GO:0030004,cellular monovalent inorganic cation hom...,37,0,0.6,1.00000
GO:0030032,lamellipodium assembly,23,0,0.37,1.00000
GO:0030041,actin filament polymerization,80,0,1.3,1.00000
GO:0030071,regulation of mitotic metaphase/anaphase...,31,0,0.5,1.00000
GO:0030148,sphingolipid biosynthetic process,50,0,0.81,1.00000
GO:0030150,protein import into mitochondrial matrix,27,0,0.44,1.00000
GO:0030166,proteoglycan biosynthetic process,23,0,0.37,1.00000
GO:0030178,negative regulation of Wnt signaling pat...,45,0,0.73,1.00000
GO:0030239,myofibril assembly,49,0,0.79,1.00000
GO:0030258,lipid modification,119,0,1.93,1.00000
GO:0030433,ubiquitin-dependent ERAD pathway,31,0,0.5,1.00000
GO:0030488,tRNA methylation,27,0,0.44,1.00000
GO:0030497,fatty acid elongation,23,0,0.37,1.00000
GO:0030509,BMP signaling pathway,59,0,0.96,1.00000
GO:0030510,regulation of BMP signaling pathway,46,0,0.75,1.00000
GO:0030513,positive regulation of BMP signaling pat...,22,0,0.36,1.00000
GO:0030514,negative regulation of BMP signaling pat...,24,0,0.39,1.00000
GO:0030516,regulation of axon extension,27,0,0.44,1.00000
GO:0030522,intracellular receptor signaling pathway,41,0,0.66,1.00000
GO:0030641,regulation of cellular pH,29,0,0.47,1.00000
GO:0030832,regulation of actin filament length,79,0,1.28,1.00000
GO:0030833,regulation of actin filament polymerizat...,75,0,1.21,1.00000
GO:0030837,negative regulation of actin filament po...,21,0,0.34,1.00000
GO:0030838,positive regulation of actin filament po...,41,0,0.66,1.00000
GO:0030951,establishment or maintenance of microtub...,40,0,0.65,1.00000
GO:0030952,establishment or maintenance of cytoskel...,49,0,0.79,1.00000
GO:0030968,endoplasmic reticulum unfolded protein r...,21,0,0.34,1.00000
GO:0031056,regulation of histone modification,65,0,1.05,1.00000
GO:0031057,negative regulation of histone modificat...,29,0,0.47,1.00000
GO:0031058,positive regulation of histone modificat...,23,0,0.37,1.00000
GO:0031060,regulation of histone methylation,26,0,0.42,1.00000
GO:0031109,microtubule polymerization or depolymeri...,61,0,0.99,1.00000
GO:0031110,regulation of microtubule polymerization...,32,0,0.52,1.00000
GO:0031122,cytoplasmic microtubule organization,34,0,0.55,1.00000
GO:0031145,anaphase-promoting complex-dependent cat...,21,0,0.34,1.00000
GO:0031146,SCF-dependent proteasomal ubiquitin-depe...,67,0,1.09,1.00000
GO:0031163,metallo-sulfur cluster assembly,23,0,0.37,1.00000
GO:0031333,negative regulation of protein-containin...,30,0,0.49,1.00000
GO:0031334,positive regulation of protein-containin...,65,0,1.05,1.00000
GO:0031532,actin cytoskeleton reorganization,33,0,0.53,1.00000
GO:0031647,regulation of protein stability,61,0,0.99,1.00000
GO:0031936,negative regulation of chromatin silenci...,33,0,0.53,1.00000
GO:0032008,positive regulation of TOR signaling,41,0,0.66,1.00000
GO:0032200,telomere organization,38,0,0.62,1.00000
GO:0032271,regulation of protein polymerization,84,0,1.36,1.00000
GO:0032272,negative regulation of protein polymeriz...,23,0,0.37,1.00000
GO:0032273,positive regulation of protein polymeriz...,48,0,0.78,1.00000
GO:0032388,positive regulation of intracellular tra...,27,0,0.44,1.00000
GO:0032392,DNA geometric change,53,0,0.86,1.00000
GO:0032409,regulation of transporter activity,32,0,0.52,1.00000
GO:0032411,positive regulation of transporter activ...,23,0,0.37,1.00000
GO:0032412,regulation of ion transmembrane transpor...,32,0,0.52,1.00000
GO:0032414,positive regulation of ion transmembrane...,23,0,0.37,1.00000
GO:0032434,regulation of proteasomal ubiquitin-depe...,52,0,0.84,1.00000
GO:0032436,positive regulation of proteasomal ubiqu...,43,0,0.7,1.00000
GO:0032482,Rab protein signal transduction,48,0,0.78,1.00000
GO:0032507,maintenance of protein location in cell,21,0,0.34,1.00000
GO:0032508,DNA duplex unwinding,53,0,0.86,1.00000
GO:0032509,endosome transport via multivesicular bo...,27,0,0.44,1.00000
GO:0032543,mitochondrial translation,109,0,1.77,1.00000
GO:0032781,positive regulation of ATPase activity,24,0,0.39,1.00000
GO:0032784,regulation of DNA-templated transcriptio...,32,0,0.52,1.00000
GO:0032786,positive regulation of DNA-templated tra...,24,0,0.39,1.00000
GO:0032787,monocarboxylic acid metabolic process,205,0,3.32,1.00000
GO:0032886,regulation of microtubule-based process,77,0,1.25,1.00000
GO:0032956,regulation of actin cytoskeleton organiz...,122,0,1.98,1.00000
GO:0032970,regulation of actin filament-based proce...,124,0,2.01,1.00000
GO:0032981,mitochondrial respiratory chain complex ...,20,0,0.32,1.00000
GO:0032984,protein-containing complex disassembly,89,0,1.44,1.00000
GO:0033045,regulation of sister chromatid segregati...,44,0,0.71,1.00000
GO:0033047,regulation of mitotic sister chromatid s...,39,0,0.63,1.00000
GO:0033108,mitochondrial respiratory chain complex ...,52,0,0.84,1.00000
GO:0033260,nuclear DNA replication,23,0,0.37,1.00000
GO:0033301,cell cycle comprising mitosis without cy...,27,0,0.44,1.00000
GO:0033627,cell adhesion mediated by integrin,25,0,0.4,1.00000
GO:0033673,negative regulation of kinase activity,31,0,0.5,1.00000
GO:0033692,cellular polysaccharide biosynthetic pro...,22,0,0.36,1.00000
GO:0033865,nucleoside bisphosphate metabolic proces...,69,0,1.12,1.00000
GO:0033866,nucleoside bisphosphate biosynthetic pro...,33,0,0.53,1.00000
GO:0033875,ribonucleoside bisphosphate metabolic pr...,69,0,1.12,1.00000
GO:0034030,ribonucleoside bisphosphate biosynthetic...,33,0,0.53,1.00000
GO:0034032,purine nucleoside bisphosphate metabolic...,69,0,1.12,1.00000
GO:0034033,purine nucleoside bisphosphate biosynthe...,33,0,0.53,1.00000
GO:0034220,ion transmembrane transport,549,0,8.89,1.00000
GO:0034243,regulation of transcription elongation f...,26,0,0.42,1.00000
GO:0034285,response to disaccharide,23,0,0.37,1.00000
GO:0034332,adherens junction organization,39,0,0.63,1.00000
GO:0034404,nucleobase-containing small molecule bio...,38,0,0.62,1.00000
GO:0034440,lipid oxidation,40,0,0.65,1.00000
GO:0034472,snRNA 3'-end processing,22,0,0.36,1.00000
GO:0034605,cellular response to heat,43,0,0.7,1.00000
GO:0034620,cellular response to unfolded protein,40,0,0.65,1.00000
GO:0034625,"fatty acid elongation, monounsaturated f...",20,0,0.32,1.00000
GO:0034626,"fatty acid elongation, polyunsaturated f...",20,0,0.32,1.00000
GO:0034637,cellular carbohydrate biosynthetic proce...,36,0,0.58,1.00000
GO:0034728,nucleosome organization,175,0,2.83,1.00000
GO:0034762,regulation of transmembrane transport,59,0,0.96,1.00000
GO:0034764,positive regulation of transmembrane tra...,26,0,0.42,1.00000
GO:0034765,regulation of ion transmembrane transpor...,58,0,0.94,1.00000
GO:0034767,positive regulation of ion transmembrane...,25,0,0.4,1.00000
GO:0035017,cuticle pattern formation,34,0,0.55,1.00000
GO:0035023,regulation of Rho protein signal transdu...,33,0,0.53,1.00000
GO:0035050,embryonic heart tube development,24,0,0.39,1.00000
GO:0035051,cardiocyte differentiation,30,0,0.49,1.00000
GO:0035099,hemocyte migration,20,0,0.32,1.00000
GO:0035146,tube fusion,21,0,0.34,1.00000
GO:0035147,"branch fusion, open tracheal system",21,0,0.34,1.00000
GO:0035148,tube formation,44,0,0.71,1.00000
GO:0035149,"lumen formation, open tracheal system",33,0,0.53,1.00000
GO:0035162,embryonic hemopoiesis,27,0,0.44,1.00000
GO:0035186,syncytial blastoderm mitotic cell cycle,23,0,0.37,1.00000
GO:0035223,leg disc pattern formation,22,0,0.36,1.00000
GO:0035235,ionotropic glutamate receptor signaling ...,21,0,0.34,1.00000
GO:0035249,"synaptic transmission, glutamatergic",23,0,0.37,1.00000
GO:0035277,"spiracle morphogenesis, open tracheal sy...",23,0,0.37,1.00000
GO:0035285,appendage segmentation,24,0,0.39,1.00000
GO:0035287,head segmentation,22,0,0.36,1.00000
GO:0035303,regulation of dephosphorylation,55,0,0.89,1.00000
GO:0035304,regulation of protein dephosphorylation,50,0,0.81,1.00000
GO:0035305,negative regulation of dephosphorylation,23,0,0.37,1.00000
GO:0035315,hair cell differentiation,51,0,0.83,1.00000
GO:0035316,non-sensory hair organization,51,0,0.83,1.00000
GO:0035317,imaginal disc-derived wing hair organiza...,50,0,0.81,1.00000
GO:0035335,peptidyl-tyrosine dephosphorylation,46,0,0.75,1.00000
GO:0035337,fatty-acyl-CoA metabolic process,35,0,0.57,1.00000
GO:0035383,thioester metabolic process,60,0,0.97,1.00000
GO:0035384,thioester biosynthetic process,26,0,0.42,1.00000
GO:0035601,protein deacylation,30,0,0.49,1.00000
GO:0035725,sodium ion transmembrane transport,87,0,1.41,1.00000
GO:0035825,homologous recombination,38,0,0.62,1.00000
GO:0035966,response to topologically incorrect prot...,62,0,1,1.00000
GO:0035967,cellular response to topologically incor...,60,0,0.97,1.00000
GO:0036011,imaginal disc-derived leg segmentation,24,0,0.39,1.00000
GO:0036293,response to decreased oxygen levels,67,0,1.09,1.00000
GO:0036294,cellular response to decreased oxygen le...,33,0,0.53,1.00000
GO:0036315,cellular response to sterol,20,0,0.32,1.00000
GO:0036465,synaptic vesicle recycling,48,0,0.78,1.00000
GO:0036503,ERAD pathway,41,0,0.66,1.00000
GO:0038127,ERBB signaling pathway,66,0,1.07,1.00000
GO:0042023,DNA endoreduplication,25,0,0.4,1.00000
GO:0042026,protein refolding,32,0,0.52,1.00000
GO:0042051,compound eye photoreceptor development,90,0,1.46,1.00000
GO:0042052,rhabdomere development,42,0,0.68,1.00000
GO:0042058,regulation of epidermal growth factor re...,42,0,0.68,1.00000
GO:0042059,negative regulation of epidermal growth ...,30,0,0.49,1.00000
GO:0042063,gliogenesis,91,0,1.47,1.00000
GO:0042073,intraciliary transport,23,0,0.37,1.00000
GO:0042147,"retrograde transport, endosome to Golgi",32,0,0.52,1.00000
GO:0042255,ribosome assembly,56,0,0.91,1.00000
GO:0042273,ribosomal large subunit biogenesis,65,0,1.05,1.00000
GO:0042278,purine nucleoside metabolic process,30,0,0.49,1.00000
GO:0042331,phototaxis,20,0,0.32,1.00000
GO:0042332,gravitaxis,28,0,0.45,1.00000
GO:0042337,cuticle development involved in chitin-b...,36,0,0.58,1.00000
GO:0042391,regulation of membrane potential,102,0,1.65,1.00000
GO:0042398,cellular modified amino acid biosyntheti...,23,0,0.37,1.00000
GO:0042461,photoreceptor cell development,113,0,1.83,1.00000
GO:0042462,eye photoreceptor cell development,95,0,1.54,1.00000
GO:0042558,pteridine-containing compound metabolic ...,21,0,0.34,1.00000
GO:0042659,regulation of cell fate specification,28,0,0.45,1.00000
GO:0042706,eye photoreceptor cell fate commitment,80,0,1.3,1.00000
GO:0042749,regulation of circadian sleep/wake cycle,49,0,0.79,1.00000
GO:0042752,regulation of circadian rhythm,96,0,1.56,1.00000
GO:0042753,positive regulation of circadian rhythm,25,0,0.4,1.00000
GO:0042761,very long-chain fatty acid biosynthetic ...,23,0,0.37,1.00000
GO:0042773,ATP synthesis coupled electron transport,86,0,1.39,1.00000
GO:0042775,mitochondrial ATP synthesis coupled elec...,82,0,1.33,1.00000
GO:0043038,amino acid activation,43,0,0.7,1.00000
GO:0043039,tRNA aminoacylation,42,0,0.68,1.00000
GO:0043044,ATP-dependent chromatin remodeling,56,0,0.91,1.00000
GO:0043087,regulation of GTPase activity,119,0,1.93,1.00000
GO:0043112,receptor metabolic process,27,0,0.44,1.00000
GO:0043161,proteasome-mediated ubiquitin-dependent ...,254,0,4.11,1.00000
GO:0043171,peptide catabolic process,28,0,0.45,1.00000
GO:0043242,negative regulation of protein-containin...,23,0,0.37,1.00000
GO:0043244,regulation of protein-containing complex...,37,0,0.6,1.00000
GO:0043254,regulation of protein-containing complex...,129,0,2.09,1.00000
GO:0043266,regulation of potassium ion transport,21,0,0.34,1.00000
GO:0043269,regulation of ion transport,86,0,1.39,1.00000
GO:0043270,positive regulation of ion transport,29,0,0.47,1.00000
GO:0043279,response to alkaloid,27,0,0.44,1.00000
GO:0043462,regulation of ATPase activity,30,0,0.49,1.00000
GO:0043467,regulation of generation of precursor me...,33,0,0.53,1.00000
GO:0043486,histone exchange,38,0,0.62,1.00000
GO:0043543,protein acylation,135,0,2.19,1.00000
GO:0043547,positive regulation of GTPase activity,111,0,1.8,1.00000
GO:0043624,cellular protein complex disassembly,53,0,0.86,1.00000
GO:0043628,ncRNA 3'-end processing,37,0,0.6,1.00000
GO:0043647,inositol phosphate metabolic process,26,0,0.42,1.00000
GO:0043648,dicarboxylic acid metabolic process,38,0,0.62,1.00000
GO:0043666,regulation of phosphoprotein phosphatase...,46,0,0.75,1.00000
GO:0043704,photoreceptor cell fate specification,24,0,0.39,1.00000
GO:0043966,histone H3 acetylation,35,0,0.57,1.00000
GO:0043967,histone H4 acetylation,28,0,0.45,1.00000
GO:0044106,cellular amine metabolic process,35,0,0.57,1.00000
GO:0044242,cellular lipid catabolic process,87,0,1.41,1.00000
GO:0044272,sulfur compound biosynthetic process,62,0,1,1.00000
GO:0044344,cellular response to fibroblast growth f...,36,0,0.58,1.00000
GO:0044706,multi-multicellular organism process,31,0,0.5,1.00000
GO:0044743,protein transmembrane import into intrac...,44,0,0.71,1.00000
GO:0044772,mitotic cell cycle phase transition,125,0,2.02,1.00000
GO:0044773,mitotic DNA damage checkpoint,21,0,0.34,1.00000
GO:0044774,mitotic DNA integrity checkpoint,28,0,0.45,1.00000
GO:0044784,metaphase/anaphase transition of cell cy...,37,0,0.6,1.00000
GO:0044786,cell cycle DNA replication,45,0,0.73,1.00000
GO:0044839,cell cycle G2/M phase transition,48,0,0.78,1.00000
GO:0045010,actin nucleation,24,0,0.39,1.00000
GO:0045017,glycerolipid biosynthetic process,82,0,1.33,1.00000
GO:0045047,protein targeting to ER,25,0,0.4,1.00000
GO:0045055,regulated exocytosis,71,0,1.15,1.00000
GO:0045167,asymmetric protein localization involved...,20,0,0.32,1.00000
GO:0045185,maintenance of protein location,34,0,0.55,1.00000
GO:0045187,regulation of circadian sleep/wake cycle...,39,0,0.63,1.00000
GO:0045214,sarcomere organization,37,0,0.6,1.00000
GO:0045292,"mRNA cis splicing, via spliceosome",23,0,0.37,1.00000
GO:0045333,cellular respiration,135,0,2.19,1.00000
GO:0045464,R8 cell fate specification,20,0,0.32,1.00000
GO:0045465,R8 cell differentiation,28,0,0.45,1.00000
GO:0045466,R7 cell differentiation,65,0,1.05,1.00000
GO:0045500,sevenless signaling pathway,30,0,0.49,1.00000
GO:0045572,positive regulation of imaginal disc gro...,20,0,0.32,1.00000
GO:0045610,regulation of hemocyte differentiation,23,0,0.37,1.00000
GO:0045676,regulation of R7 cell differentiation,24,0,0.39,1.00000
GO:0045747,positive regulation of Notch signaling p...,39,0,0.63,1.00000
GO:0045792,negative regulation of cell size,22,0,0.36,1.00000
GO:0045815,"positive regulation of gene expression, ...",43,0,0.7,1.00000
GO:0045834,positive regulation of lipid metabolic p...,21,0,0.34,1.00000
GO:0045879,negative regulation of smoothened signal...,51,0,0.83,1.00000
GO:0045880,positive regulation of smoothened signal...,49,0,0.79,1.00000
GO:0045924,regulation of female receptivity,37,0,0.6,1.00000
GO:0045931,positive regulation of mitotic cell cycl...,44,0,0.71,1.00000
GO:0046008,"regulation of female receptivity, post-m...",22,0,0.36,1.00000
GO:0046031,ADP metabolic process,32,0,0.52,1.00000
GO:0046034,ATP metabolic process,163,0,2.64,1.00000
GO:0046128,purine ribonucleoside metabolic process,27,0,0.44,1.00000
GO:0046164,alcohol catabolic process,28,0,0.45,1.00000
GO:0046165,alcohol biosynthetic process,58,0,0.94,1.00000
GO:0046173,polyol biosynthetic process,31,0,0.5,1.00000
GO:0046174,polyol catabolic process,24,0,0.39,1.00000
GO:0046390,ribose phosphate biosynthetic process,126,0,2.04,1.00000
GO:0046394,carboxylic acid biosynthetic process,142,0,2.3,1.00000
GO:0046434,organophosphate catabolic process,54,0,0.87,1.00000
GO:0046467,membrane lipid biosynthetic process,89,0,1.44,1.00000
GO:0046474,glycerophospholipid biosynthetic process,69,0,1.12,1.00000
GO:0046486,glycerolipid metabolic process,175,0,2.83,1.00000
GO:0046488,phosphatidylinositol metabolic process,99,0,1.6,1.00000
GO:0046503,glycerolipid catabolic process,22,0,0.36,1.00000
GO:0046528,imaginal disc fusion,21,0,0.34,1.00000
GO:0046529,"imaginal disc fusion, thorax closure",21,0,0.34,1.00000
GO:0046532,regulation of photoreceptor cell differe...,45,0,0.73,1.00000
GO:0046552,photoreceptor cell fate commitment,87,0,1.41,1.00000
GO:0046578,regulation of Ras protein signal transdu...,88,0,1.43,1.00000
GO:0046579,positive regulation of Ras protein signa...,44,0,0.71,1.00000
GO:0046622,positive regulation of organ growth,29,0,0.47,1.00000
GO:0046660,female sex differentiation,25,0,0.4,1.00000
GO:0046692,sperm competition,27,0,0.44,1.00000
GO:0046716,muscle cell cellular homeostasis,31,0,0.5,1.00000
GO:0046785,microtubule polymerization,33,0,0.53,1.00000
GO:0046834,lipid phosphorylation,46,0,0.75,1.00000
GO:0046839,phospholipid dephosphorylation,25,0,0.4,1.00000
GO:0046847,filopodium assembly,43,0,0.7,1.00000
GO:0046854,phosphatidylinositol phosphorylation,37,0,0.6,1.00000
GO:0046890,regulation of lipid biosynthetic process,26,0,0.42,1.00000
GO:0046916,cellular transition metal ion homeostasi...,30,0,0.49,1.00000
GO:0046928,regulation of neurotransmitter secretion,26,0,0.42,1.00000
GO:0046939,nucleotide phosphorylation,37,0,0.6,1.00000
GO:0046942,carboxylic acid transport,119,0,1.93,1.00000
GO:0048070,regulation of developmental pigmentation,26,0,0.42,1.00000
GO:0048072,compound eye pigmentation,20,0,0.32,1.00000
GO:0048138,germ-line cyst encapsulation,21,0,0.34,1.00000
GO:0048193,Golgi vesicle transport,148,0,2.4,1.00000
GO:0048259,regulation of receptor-mediated endocyto...,26,0,0.42,1.00000
GO:0048260,positive regulation of receptor-mediated...,21,0,0.34,1.00000
GO:0048278,vesicle docking,45,0,0.73,1.00000
GO:0048284,organelle fusion,82,0,1.33,1.00000
GO:0048332,mesoderm morphogenesis,34,0,0.55,1.00000
GO:0048488,synaptic vesicle endocytosis,42,0,0.68,1.00000
GO:0048520,positive regulation of behavior,32,0,0.52,1.00000
GO:0048568,embryonic organ development,58,0,0.94,1.00000
GO:0048580,regulation of post-embryonic development,27,0,0.44,1.00000
GO:0048619,embryonic hindgut morphogenesis,50,0,0.81,1.00000
GO:0048645,animal organ formation,54,0,0.87,1.00000
GO:0048663,neuron fate commitment,102,0,1.65,1.00000
GO:0048665,neuron fate specification,34,0,0.55,1.00000
GO:0048864,stem cell development,26,0,0.42,1.00000
GO:0048865,stem cell fate commitment,40,0,0.65,1.00000
GO:0048867,stem cell fate determination,31,0,0.5,1.00000
GO:0050000,chromosome localization,32,0,0.52,1.00000
GO:0050801,ion homeostasis,184,0,2.98,1.00000
GO:0050805,negative regulation of synaptic transmis...,23,0,0.37,1.00000
GO:0050806,positive regulation of synaptic transmis...,26,0,0.42,1.00000
GO:0050821,protein stabilization,40,0,0.65,1.00000
GO:0050909,sensory perception of taste,81,0,1.31,1.00000
GO:0050912,detection of chemical stimulus involved ...,67,0,1.09,1.00000
GO:0050913,sensory perception of bitter taste,50,0,0.81,1.00000
GO:0050916,sensory perception of sweet taste,31,0,0.5,1.00000
GO:0051017,actin filament bundle assembly,35,0,0.57,1.00000
GO:0051051,negative regulation of transport,51,0,0.83,1.00000
GO:0051056,regulation of small GTPase mediated sign...,96,0,1.56,1.00000
GO:0051057,positive regulation of small GTPase medi...,44,0,0.71,1.00000
GO:0051084,'de novo' posttranslational protein fold...,30,0,0.49,1.00000
GO:0051085,chaperone cofactor-dependent protein ref...,30,0,0.49,1.00000
GO:0051090,regulation of DNA-binding transcription ...,34,0,0.55,1.00000
GO:0051091,positive regulation of DNA-binding trans...,22,0,0.36,1.00000
GO:0051123,RNA polymerase II preinitiation complex ...,23,0,0.37,1.00000
GO:0051205,protein insertion into membrane,21,0,0.34,1.00000
GO:0051258,protein polymerization,115,0,1.86,1.00000
GO:0051261,protein depolymerization,39,0,0.63,1.00000
GO:0051298,centrosome duplication,39,0,0.63,1.00000
GO:0051299,centrosome separation,23,0,0.37,1.00000
GO:0051303,establishment of chromosome localization,28,0,0.45,1.00000
GO:0051304,chromosome separation,57,0,0.92,1.00000
GO:0051306,mitotic sister chromatid separation,41,0,0.66,1.00000
GO:0051310,metaphase plate congression,24,0,0.39,1.00000
GO:0051348,negative regulation of transferase activ...,33,0,0.53,1.00000
GO:0051453,regulation of intracellular pH,25,0,0.4,1.00000
GO:0051480,regulation of cytosolic calcium ion conc...,37,0,0.6,1.00000
GO:0051489,regulation of filopodium assembly,36,0,0.58,1.00000
GO:0051491,positive regulation of filopodium assemb...,26,0,0.42,1.00000
GO:0051493,regulation of cytoskeleton organization,189,0,3.06,1.00000
GO:0051494,negative regulation of cytoskeleton orga...,42,0,0.68,1.00000
GO:0051495,positive regulation of cytoskeleton orga...,64,0,1.04,1.00000
GO:0051503,adenine nucleotide transport,24,0,0.39,1.00000
GO:0051568,histone H3-K4 methylation,33,0,0.53,1.00000
GO:0051588,regulation of neurotransmitter transport,26,0,0.42,1.00000
GO:0051646,mitochondrion localization,25,0,0.4,1.00000
GO:0051783,regulation of nuclear division,79,0,1.28,1.00000
GO:0051784,negative regulation of nuclear division,24,0,0.39,1.00000
GO:0051788,response to misfolded protein,20,0,0.32,1.00000
GO:0051983,regulation of chromosome segregation,46,0,0.75,1.00000
GO:0051985,negative regulation of chromosome segreg...,20,0,0.32,1.00000
GO:0052652,cyclic purine nucleotide metabolic proce...,25,0,0.4,1.00000
GO:0055001,muscle cell development,65,0,1.05,1.00000
GO:0055002,striated muscle cell development,64,0,1.04,1.00000
GO:0055057,neuroblast division,44,0,0.71,1.00000
GO:0055059,asymmetric neuroblast division,42,0,0.68,1.00000
GO:0055065,metal ion homeostasis,147,0,2.38,1.00000
GO:0055067,monovalent inorganic cation homeostasis,42,0,0.68,1.00000
GO:0055072,iron ion homeostasis,26,0,0.42,1.00000
GO:0055074,calcium ion homeostasis,73,0,1.18,1.00000
GO:0055076,transition metal ion homeostasis,54,0,0.87,1.00000
GO:0055080,cation homeostasis,176,0,2.85,1.00000
GO:0055082,cellular chemical homeostasis,157,0,2.54,1.00000
GO:0055085,transmembrane transport,865,0,14.01,1.00000
GO:0055086,nucleobase-containing small molecule met...,311,0,5.04,1.00000
GO:0060047,heart contraction,35,0,0.57,1.00000
GO:0060078,regulation of postsynaptic membrane pote...,30,0,0.49,1.00000
GO:0060180,female mating behavior,44,0,0.71,1.00000
GO:0060260,regulation of transcription initiation f...,27,0,0.44,1.00000
GO:0060401,cytosolic calcium ion transport,23,0,0.37,1.00000
GO:0060438,trachea development,23,0,0.37,1.00000
GO:0060491,regulation of cell projection assembly,47,0,0.76,1.00000
GO:0060537,muscle tissue development,31,0,0.5,1.00000
GO:0060538,skeletal muscle organ development,51,0,0.83,1.00000
GO:0060581,cell fate commitment involved in pattern...,35,0,0.57,1.00000
GO:0060582,cell fate determination involved in patt...,22,0,0.36,1.00000
GO:0060795,cell fate commitment involved in formati...,24,0,0.39,1.00000
GO:0060856,establishment of blood-brain barrier,21,0,0.34,1.00000
GO:0061025,membrane fusion,67,0,1.09,1.00000
GO:0061077,chaperone-mediated protein folding,49,0,0.79,1.00000
GO:0061326,renal tubule development,65,0,1.05,1.00000
GO:0061333,renal tubule morphogenesis,44,0,0.71,1.00000
GO:0061387,regulation of extent of cell growth,27,0,0.44,1.00000
GO:0061572,actin filament bundle organization,39,0,0.63,1.00000
GO:0061951,establishment of protein localization to...,21,0,0.34,1.00000
GO:0062012,regulation of small molecule metabolic p...,39,0,0.63,1.00000
GO:0065002,intracellular protein transmembrane tran...,56,0,0.91,1.00000
GO:0065004,protein-DNA complex assembly,191,0,3.09,1.00000
GO:0070286,axonemal dynein complex assembly,25,0,0.4,1.00000
GO:0070371,ERK1 and ERK2 cascade,45,0,0.73,1.00000
GO:0070372,regulation of ERK1 and ERK2 cascade,43,0,0.7,1.00000
GO:0070374,positive regulation of ERK1 and ERK2 cas...,26,0,0.42,1.00000
GO:0070482,response to oxygen levels,78,0,1.26,1.00000
GO:0070507,regulation of microtubule cytoskeleton o...,64,0,1.04,1.00000
GO:0070585,protein localization to mitochondrion,63,0,1.02,1.00000
GO:0070588,calcium ion transmembrane transport,64,0,1.04,1.00000
GO:0070646,protein modification by small protein re...,66,0,1.07,1.00000
GO:0070838,divalent metal ion transport,109,0,1.77,1.00000
GO:0070897,transcription preinitiation complex asse...,30,0,0.49,1.00000
GO:0070972,protein localization to endoplasmic reti...,34,0,0.55,1.00000
GO:0071218,cellular response to misfolded protein,20,0,0.32,1.00000
GO:0071390,cellular response to ecdysone,20,0,0.32,1.00000
