Orthogroup	Eufriesea_mexicana	Aedes_aegypti
OG0000226	XP_017766524.1	XP_021708650.1
OG0000226	XP_017766628.1, XP_017766627.1	XP_021706929.1
OG0000227	XP_017753440.1, XP_017753439.1	XP_021696785.1
OG0000230	XP_017761904.1, XP_017766664.1, XP_017766665.1, XP_017766666.1	XP_021699383.1
OG0000231	XP_017757286.1	XP_021702255.1, XP_001656509.2, XP_011493518.1, XP_021712758.1, XP_021712760.1, XP_021698283.1, XP_021698300.1
OG0000232	XP_017760637.1, XP_017760638.1	XP_021697432.1, XP_021697433.1, XP_021697431.1, XP_021697430.1, XP_021697411.1, XP_021697412.1, XP_021697413.1, XP_021697424.1, XP_021697425.1, XP_021697426.1, XP_021697427.1, XP_021697428.1, XP_021697429.1, XP_021697414.1, XP_021697421.1, XP_021697420.1, XP_021697419.1, XP_021697418.1, XP_021697417.1, XP_021697416.1, XP_021697415.1, XP_021697423.1, XP_021697422.1
OG0000233	XP_017764854.1, XP_017764853.1, XP_017764855.1	XP_001657370.2
OG0000234	XP_017761679.1, XP_017761675.1	XP_001659472.1, XP_001659474.1, XP_001659473.2
OG0000235	XP_017760227.1	XP_021707634.1, XP_021707632.1, XP_021707627.1
OG0000236	XP_017758058.1	XP_001657619.2, XP_001651997.1, XP_021712370.1, XP_001651998.1, XP_021712372.1, XP_001651166.1, XP_001651167.1
OG0000236	XP_017758056.1	XP_001652725.2
OG0000237	XP_017755467.1	XP_021707698.1
OG0000237	XP_017755463.1	XP_021708376.1
OG0000239	XP_017766799.1	XP_001648774.2, XP_021704849.1, XP_021705252.1, XP_001662669.2
OG0000241	XP_017758632.1	XP_001661295.2, XP_001652449.1
OG0000243	XP_017763095.1, XP_017766909.1	XP_001656949.2, XP_001656950.2, XP_021705735.1, XP_021704726.1
OG0000244	XP_017759937.1	XP_001652340.2
OG0000245	XP_017761178.1, XP_017755476.1	XP_001663686.2, XP_001663685.2, XP_021699381.1, XP_021699380.1, XP_001663688.2, XP_001650638.2, XP_001650639.2, XP_001661890.1, XP_001661891.2, XP_001661190.2, XP_001648968.1
OG0000246	XP_017766874.1	XP_021702972.1
OG0000246	XP_017766882.1	XP_001661057.2
OG0000247	XP_017758709.1	XP_021693011.1, XP_001651225.2, XP_001651227.2, XP_001650550.2
OG0000247	XP_017758708.1	XP_021694288.1
OG0000248	XP_017762295.1	XP_021712411.1, XP_021695736.1, XP_021712410.1, XP_001648018.2, XP_021695735.1, XP_001651553.2
OG0000248	XP_017762294.1	XP_001659313.2
OG0000249	XP_017759215.1, XP_017759214.1, XP_017759216.1, XP_017759219.1, XP_017759218.1, XP_017759217.1	XP_021706510.1, XP_021706400.1, XP_021712619.1, XP_021695195.1, XP_021694257.1, XP_021700139.1, XP_001658058.1
OG0000250	XP_017767365.1	XP_001660282.2, XP_021705092.1
OG0000252	XP_017759065.1, XP_017759064.1	XP_001659013.1, XP_021711486.1
OG0000253	XP_017758167.1	XP_021694648.1, XP_021694649.1, XP_021694646.1, XP_021694644.1, XP_001658552.1, XP_021694643.1, XP_021694642.1, XP_021694641.1, XP_021694640.1, XP_021694647.1
OG0000253	XP_017756999.1	XP_021703386.1, XP_021703387.1, XP_021703388.1
OG0000254	XP_017755940.1	XP_001664252.1
OG0000254	XP_017757429.1	XP_021713090.1, XP_021713086.1, XP_021713085.1, XP_021713089.1, XP_021713088.1, XP_021713082.1, XP_021713081.1, XP_021713084.1, XP_021713083.1, XP_021713091.1
OG0000255	XP_017763388.1	XP_021695873.1
OG0000256	XP_017763260.1	XP_001659923.1
OG0000257	XP_017762887.1	XP_021707001.1
OG0000257	XP_017762885.1	XP_001653528.1
OG0000260	XP_017761321.1	XP_021710146.1
OG0000260	XP_017761871.1	XP_001651266.2
OG0000261	XP_017758628.1, XP_017758626.1, XP_017758627.1	XP_001653512.1
OG0000263	XP_017760362.1, XP_017760363.1, XP_017760364.1	XP_021695756.1, XP_001659895.1
OG0000264	XP_017763058.1	XP_021699793.1
OG0000264	XP_017760279.1	XP_001654772.1
OG0000265	XP_017758651.1	XP_021693311.1, XP_021693310.1, XP_001656086.1, XP_001656087.2
OG0000266	XP_017752229.1	XP_001663718.1
OG0000266	XP_017753963.1	XP_001648452.3
OG0000268	XP_017764685.1	XP_021694310.1, XP_021709288.1, XP_021708718.1, XP_021703075.1, XP_021703638.1, XP_021708988.1
OG0000269	XP_017761057.1, XP_017759815.1	XP_021694258.1
OG0000270	XP_017763344.1, XP_017761334.1, XP_017761333.1	XP_021693340.1
OG0000270	XP_017763346.1	XP_021693342.1
OG0000271	XP_017757031.1	XP_021694461.1, XP_021694462.1, XP_001657210.3, XP_021694460.1
OG0000272	XP_017767088.1	XP_021702656.1, XP_001651408.2
OG0000273	XP_017759692.1, XP_017767195.1	XP_021697010.1
OG0000274	XP_017761345.1	XP_021701671.1, XP_021701673.1, XP_021701670.1, XP_021701669.1, XP_021701674.1, XP_021701675.1, XP_021700871.1, XP_021700753.1, XP_021711724.1
OG0000274	XP_017757446.1	XP_021708647.1, XP_021712554.1
OG0000277	XP_017761525.1, XP_017761523.1, XP_017761524.1	XP_021699116.1, XP_021699115.1, XP_021699120.1, XP_021699119.1, XP_021699118.1, XP_021699117.1
OG0000278	XP_017763984.1	XP_021710949.1, XP_021710951.1, XP_021710950.1, XP_001661751.1
OG0000279	XP_017766856.1	XP_021701402.1, XP_021704615.1
OG0000281	XP_017766298.1	XP_021704238.1, XP_021704239.1, XP_001651431.1
OG0000283	XP_017758719.1	XP_021699203.1
OG0000284	XP_017759685.1	XP_021713281.1
OG0000284	XP_017757405.1, XP_017762765.1	XP_001649911.1
OG0000285	XP_017766324.1	XP_021711274.1, XP_021711275.1, XP_001654392.1, XP_001654393.1
OG0000287	XP_017764927.1, XP_017764926.1	XP_021693442.1, XP_021693441.1, XP_021693440.1, XP_021693439.1, XP_001654533.1, XP_001654534.1, XP_021693438.1
OG0000287	XP_017764925.1	XP_001653434.1
OG0000288	XP_017767044.1	XP_021708643.1
OG0000288	XP_017761352.1	XP_021701110.1, XP_021701114.1, XP_021701113.1, XP_021701116.1, XP_021701115.1, XP_021701109.1, XP_021701112.1, XP_021701117.1
OG0000289	XP_017765987.1, XP_017765989.1	XP_001653392.1, XP_021700629.1
OG0000291	XP_017756608.1, XP_017752808.1	XP_001660325.1
OG0000292	XP_017765489.1	XP_021705719.1
OG0000295	XP_017755677.1, XP_017755678.1, XP_017755679.1	XP_001657310.1, XP_001657309.1, XP_021709409.1, XP_021711736.1
OG0000296	XP_017766587.1, XP_017766604.1, XP_017766595.1	XP_021696627.1, XP_001652037.1
OG0000298	XP_017757484.1, XP_017757482.1, XP_017757483.1	XP_001653995.1
OG0000299	XP_017755445.1, XP_017755442.1, XP_017755443.1, XP_017755448.1, XP_017755446.1, XP_017755441.1, XP_017755444.1	XP_001651322.2
OG0000300	XP_017755193.1	XP_001648404.2
OG0000300	XP_017759087.1	XP_001655172.1
OG0000301	XP_017763305.1	XP_001648376.1
OG0000301	XP_017755344.1	XP_001658068.2
OG0000302	XP_017756514.1	XP_021704818.1
OG0000302	XP_017765394.1	XP_011493002.2
OG0000303	XP_017764406.1	XP_001654671.2
OG0000304	XP_017761260.1, XP_017761259.1	XP_021710383.1, XP_021710379.1, XP_021710380.1, XP_021710381.1, XP_021710384.1, XP_021710386.1, XP_021710382.1
OG0000305	XP_017765349.1	XP_021709869.1
OG0000306	XP_017757433.1, XP_017757434.1	XP_021713149.1, XP_001657736.2
OG0000307	XP_017759960.1, XP_017759969.1	XP_001648503.2, XP_021709490.1
OG0000308	XP_017758002.1	XP_021704951.1, XP_001652493.1
OG0000309	XP_017763310.1, XP_017763311.1, XP_017763312.1, XP_017763314.1, XP_017763313.1	XP_021703498.1, XP_021703499.1, XP_021703500.1, XP_021703501.1
OG0000310	XP_017756405.1	XP_021709445.1, XP_021707061.1
OG0000311	XP_017755083.1	XP_001663796.1
OG0000312	XP_017756660.1	XP_011493181.2
OG0000313	XP_017754942.1, XP_017754937.1, XP_017754936.1	XP_021711596.1
OG0000314	XP_017758035.1	XP_001651916.1, XP_021710674.1, XP_001651919.1
OG0000314	XP_017758038.1	XP_021694403.1
OG0000315	XP_017764336.1	XP_001659087.2, XP_021708161.1, XP_001659089.2, XP_021708674.1, XP_021708675.1
OG0000316	XP_017766083.1	XP_001659462.2
OG0000316	XP_017757874.1	XP_021708459.1
OG0000317	XP_017761493.1	XP_021709328.1
OG0000318	XP_017762165.1, XP_017762164.1	XP_001650906.1, XP_021701160.1, XP_021701159.1, XP_021701158.1
OG0000319	XP_017760713.1, XP_017760712.1	XP_021696890.1, XP_021696891.1, XP_021696892.1, XP_021696894.1, XP_021696895.1, XP_021696896.1, XP_021696897.1, XP_021696893.1, XP_001650010.1, XP_021696889.1
OG0000320	XP_017759304.1	XP_001657626.2, XP_021712346.1, XP_021707306.1, XP_021707307.1, XP_001652831.1, XP_001663870.2, XP_001653082.1
OG0000321	XP_017755188.1	XP_001654226.2
OG0000322	XP_017767430.1	XP_021699357.1, XP_001664072.2, XP_001664071.2
OG0000323	XP_017763945.1	XP_021709796.1
OG0000325	XP_017765155.1, XP_017765156.1	XP_021707537.1, XP_021707536.1, XP_021707533.1, XP_021707534.1, XP_021707535.1, XP_021707531.1, XP_021707530.1, XP_021707529.1, XP_021707538.1, XP_021707532.1
OG0000326	XP_017765487.1	XP_021704815.1, XP_001661509.1, XP_021704813.1, XP_021704814.1, XP_021706377.1
OG0000327	XP_017762798.1, XP_017762808.1	XP_021696134.1, XP_021696137.1, XP_021696149.1
OG0000330	XP_017758286.1	XP_021712238.1, XP_001657293.2, XP_001657289.2, XP_001657288.2
OG0000332	XP_017756662.1, XP_017756661.1, XP_017756664.1, XP_017756663.1	XP_001648362.2
OG0000333	XP_017765836.1, XP_017757044.1, XP_017757045.1	XP_021693426.1
OG0000334	XP_017766255.1	XP_021701876.1
OG0000335	XP_017753603.1	XP_021711938.1
OG0000336	XP_017759573.1, XP_017759574.1, XP_017752435.1	XP_001655208.2
OG0000337	XP_017762307.1, XP_017762308.1	XP_021696470.1, XP_021696471.1, XP_021711867.1
OG0000338	XP_017755254.1	XP_021704339.1, XP_021712750.1, XP_021699898.1, XP_021699880.1, XP_001648753.2
OG0000339	XP_017757611.1	XP_001648723.1
OG0000339	XP_017759579.1	XP_001656676.1
OG0000340	XP_017753847.1	XP_021705793.1
OG0000341	XP_017755798.1	XP_021702717.1, XP_001659283.1
OG0000342	XP_017760957.1	XP_021700597.1
OG0000342	XP_017760896.1	XP_021709325.1
OG0000343	XP_017758657.1	XP_021708138.1, XP_021708134.1, XP_021708135.1, XP_021708132.1, XP_021708133.1, XP_021708130.1, XP_021708131.1, XP_021708137.1, XP_021708129.1, XP_021708128.1, XP_021708127.1, XP_021708136.1, XP_021708126.1, XP_021704604.1
OG0000344	XP_017753496.1	XP_021697739.1, XP_021697741.1, XP_021697740.1
OG0000345	XP_017757359.1	XP_021707280.1, XP_021707281.1, XP_021707282.1
OG0000347	XP_017760444.1	XP_021700452.1
OG0000349	XP_017752184.1	XP_021693827.1
OG0000350	XP_017754876.1	XP_001659213.2
OG0000351	XP_017755390.1	XP_021707134.1, XP_001647780.1
OG0000352	XP_017766410.1, XP_017766415.1, XP_017766414.1, XP_017766413.1, XP_017766412.1, XP_017766409.1	XP_021696227.1, XP_021696225.1, XP_021696229.1, XP_021696224.1, XP_021696228.1, XP_021696219.1, XP_021696220.1, XP_021696221.1, XP_021696216.1, XP_021696217.1, XP_021696222.1, XP_021696223.1, XP_001654250.2, XP_021696226.1
OG0000356	XP_017765649.1, XP_017765651.1	XP_001657830.1, XP_001648015.1, XP_001647923.1, XP_001655977.1, XP_001647921.1, XP_001647922.2
OG0000357	XP_017759380.1, XP_017759381.1, XP_017759382.1, XP_017759385.1	XP_021701084.1
OG0000358	XP_017759671.1	XP_001661132.1, XP_021698766.1
OG0000360	XP_017762004.1, XP_017762005.1	XP_021705669.1, XP_021705670.1
OG0000361	XP_017753785.1, XP_017753784.1, XP_017753781.1, XP_017753782.1, XP_017753780.1	XP_001650659.2, XP_021704356.1, XP_021704357.1, XP_021704358.1, XP_021704359.1, XP_001653317.1
OG0000362	XP_017755150.1	XP_001658111.1
OG0000362	XP_017755152.1	XP_021698010.1
OG0000363	XP_017759415.1	XP_001660101.2
OG0000364	XP_017758712.1	XP_021701773.1, XP_001658074.1, XP_021701778.1, XP_021701775.1, XP_021701774.1, XP_021701777.1, XP_021701776.1
OG0000365	XP_017759636.1	XP_021696655.1, XP_021696656.1, XP_001652059.2
OG0000366	XP_017765046.1, XP_017765038.1, XP_017765051.1	XP_021698510.1, XP_021698495.1, XP_021698505.1, XP_021698504.1, XP_021698507.1
OG0000367	XP_017766253.1, XP_017766254.1	XP_001650261.2
OG0000368	XP_017755345.1, XP_017759263.1	XP_001649238.1, XP_001649236.1, XP_021705594.1
OG0000369	XP_017753797.1, XP_017753492.1	XP_021706588.1, XP_021708003.1
OG0000370	XP_017759441.1	XP_021712555.1
OG0000370	XP_017759428.1	XP_001658407.1
OG0000372	XP_017764250.1, XP_017763837.1	XP_001653705.2
OG0000375	XP_017761268.1	XP_001652513.1
OG0000376	XP_017758537.1, XP_017758538.1, XP_017758535.1, XP_017758536.1, XP_017758534.1	XP_021711017.1
OG0000377	XP_017764259.1	XP_001660801.2
OG0000377	XP_017761272.1	XP_001652672.1, XP_001652671.1, XP_001652673.1
OG0000378	XP_017752470.1, XP_017765630.1, XP_017759126.1, XP_017761771.1	XP_021709491.1
OG0000379	XP_017761255.1, XP_017762918.1	XP_021704205.1, XP_021704206.1
OG0000380	XP_017765450.1, XP_017765451.1	XP_001658589.2, XP_021700482.1
OG0000381	XP_017755846.1	XP_021709141.1
OG0000381	XP_017756302.1	XP_021708636.1, XP_001653770.1
OG0000382	XP_017764706.1, XP_017756297.1	XP_021712504.1, XP_021705463.1
OG0000384	XP_017762986.1	XP_001660403.1
OG0000384	XP_017762983.1	XP_021708638.1
OG0000385	XP_017752449.1, XP_017765588.1, XP_017753107.1	XP_021712982.1, XP_001649476.1
OG0000386	XP_017760506.1, XP_017760505.1	XP_011493284.1, XP_001651049.1, XP_021694539.1
OG0000387	XP_017765562.1	XP_001651743.2, XP_001651741.2, XP_021706845.1, XP_021706846.1, XP_021707468.1, XP_021707467.1
OG0000388	XP_017756252.1	XP_021694733.1
OG0000388	XP_017762309.1	XP_001659821.1
OG0000389	XP_017754144.1, XP_017754145.1, XP_017765438.1	XP_001653489.2, XP_001653487.1
OG0000390	XP_017765126.1	XP_001652622.1
OG0000391	XP_017756312.1, XP_017756313.1, XP_017756314.1	XP_021708186.1, XP_021708180.1
OG0000394	XP_017763543.1, XP_017763544.1, XP_017763542.1	XP_021705811.1, XP_021705815.1, XP_021705814.1, XP_021705816.1, XP_021705810.1, XP_021705812.1, XP_021705813.1
OG0000395	XP_017755145.1, XP_017757261.1	XP_021711480.1
OG0000397	XP_017764495.1	XP_021705047.1, XP_021705046.1, XP_021712900.1
OG0000398	XP_017757742.1	XP_001654423.1
OG0000399	XP_017754964.1, XP_017754956.1, XP_017754963.1, XP_017754969.1, XP_017754971.1	XP_021701463.1, XP_021701471.1, XP_021701437.1
OG0000400	XP_017763814.1, XP_017763819.1	XP_021708893.1, XP_001657539.2, XP_001657536.2
OG0000401	XP_017757598.1, XP_017757597.1, XP_017757596.1	XP_021710740.1, XP_001657992.2, XP_021710747.1
OG0000402	XP_017752210.1	XP_011492940.1, XP_001658086.2
OG0000403	XP_017766039.1, XP_017766040.1	XP_021702997.1, XP_021702978.1, XP_021702985.1, XP_021702994.1
OG0000405	XP_017767431.1	XP_001663334.1
OG0000405	XP_017762934.1	XP_001660991.1
OG0000406	XP_017760186.1	XP_001656191.2
OG0000407	XP_017760467.1, XP_017760466.1	XP_001650092.2
OG0000408	XP_017758201.1	XP_001656144.1
OG0000408	XP_017765146.1	XP_001649800.1
OG0000409	XP_017758237.1, XP_017758236.1, XP_017758234.1	XP_021710172.1, XP_021710173.1, XP_021710174.1, XP_021710175.1, XP_001652242.1, XP_021710171.1, XP_001652240.1
OG0000410	XP_017767597.1	XP_021706294.1, XP_021706293.1
OG0000410	XP_017763643.1	XP_021700545.1, XP_021700546.1, XP_021711935.1
OG0000411	XP_017764894.1	XP_021698601.1
OG0000411	XP_017762783.1	XP_001664033.2
OG0000412	XP_017767155.1	XP_021698414.1
OG0000412	XP_017756296.1	XP_021710181.1, XP_021710186.1
OG0000413	XP_017764657.1, XP_017764658.1	XP_021704464.1, XP_021704463.1, XP_021704462.1, XP_021704461.1, XP_021704460.1, XP_021704471.1, XP_021704472.1, XP_021704469.1, XP_021704470.1, XP_021704467.1, XP_021704468.1, XP_021704465.1, XP_021704466.1
OG0000415	XP_017757147.1	XP_021707878.1
OG0000416	XP_017754141.1, XP_017767559.1	XP_001648022.2
OG0000417	XP_017761856.1	XP_001660338.2
OG0000418	XP_017767766.1	XP_021700067.1
OG0000419	XP_017757934.1	XP_001650207.1
OG0000420	XP_017766476.1	XP_001654248.2, XP_001663090.2, XP_001663089.2
OG0000421	XP_017762179.1	XP_021710730.1
OG0000422	XP_017755619.1	XP_021695345.1
OG0000423	XP_017757187.1	XP_021700803.1, XP_021700802.1, XP_001654139.1, XP_001654140.1
OG0000425	XP_017767385.1	XP_001661159.1
OG0000426	XP_017755944.1	XP_001648511.1, XP_021706083.1
OG0000427	XP_017767685.1	XP_021693479.1
OG0000428	XP_017757677.1	XP_001652376.3
OG0000428	XP_017760527.1, XP_017758550.1	XP_021713276.1
OG0000429	XP_017760481.1	XP_021708592.1
OG0000430	XP_017760973.1, XP_017765420.1, XP_017765421.1	XP_001651734.2
OG0000431	XP_017763663.1	XP_001654510.2, XP_021699064.1, XP_001654511.2, XP_021699065.1, XP_011493547.2, XP_021694254.1, XP_021699035.1, XP_021695235.1
OG0000432	XP_017755867.1, XP_017755868.1	XP_021693214.1, XP_001660788.2
OG0000434	XP_017767592.1	XP_021706134.1, XP_021706133.1, XP_021707113.1, XP_021707115.1
OG0000436	XP_017756249.1	XP_021707245.1, XP_021707240.1
OG0000436	XP_017756254.1	XP_001648952.2
OG0000437	XP_017764057.1	XP_001652247.1
OG0000438	XP_017757414.1	XP_021707499.1
OG0000439	XP_017765335.1, XP_017765337.1, XP_017765336.1	XP_021708260.1
OG0000440	XP_017759178.1	XP_021693136.1
OG0000440	XP_017765192.1, XP_017765191.1	XP_001657753.1
OG0000441	XP_017763129.1	XP_021703713.1, XP_021703712.1, XP_021703709.1, XP_021703711.1
OG0000442	XP_017767104.1, XP_017767103.1, XP_017767102.1	XP_021698175.1, XP_021698170.1
OG0000443	XP_017753252.1, XP_017761508.1	XP_021696026.1
OG0000444	XP_017760787.1	XP_001659746.2
OG0000445	XP_017766891.1	XP_021701995.1, XP_021701992.1, XP_021701996.1, XP_021701994.1
OG0000445	XP_017766424.1, XP_017766903.1	XP_021701997.1
OG0000446	XP_017756753.1	XP_021703072.1, XP_021703048.1, XP_021703054.1, XP_001658093.2, XP_021703060.1
OG0000447	XP_017764213.1, XP_017764211.1, XP_017764212.1	XP_001660470.2, XP_001660472.2
OG0000448	XP_017761116.1, XP_017761117.1	XP_001649735.1
OG0000449	XP_017760841.1	XP_001652874.1
OG0000451	XP_017755102.1	XP_001655826.2
OG0000452	XP_017760703.1	XP_001648925.2
OG0000452	XP_017753133.1	XP_001648027.2
OG0000453	XP_017761581.1, XP_017761580.1, XP_017761579.1, XP_017761577.1, XP_017761578.1, XP_017761582.1	XP_021697495.1
OG0000454	XP_017752876.1	XP_021706461.1
OG0000455	XP_017754652.1, XP_017754659.1, XP_017754667.1	XP_001652284.1, XP_021706466.1, XP_021706467.1
OG0000456	XP_017755210.1	XP_001654206.1, XP_001654207.2, XP_001650194.1
OG0000457	XP_017752188.1	XP_021706429.1, XP_021711607.1, XP_021711608.1
OG0000458	XP_017754095.1, XP_017754093.1, XP_017754097.1, XP_017754096.1	XP_001660837.1
OG0000459	XP_017767481.1	XP_021706301.1, XP_021706296.1, XP_021706297.1, XP_021706298.1, XP_021706299.1, XP_021706300.1, XP_021706302.1
OG0000460	XP_017764843.1	XP_001649855.2
OG0000460	XP_017764840.1	XP_021705970.1, XP_021705971.1
OG0000461	XP_017766569.1, XP_017766568.1	XP_021695522.1
OG0000462	XP_017752839.1, XP_017752838.1	XP_001661490.1
OG0000463	XP_017766072.1	XP_021701569.1, XP_021701573.1, XP_001658986.1, XP_021702949.1
OG0000464	XP_017760978.1	XP_021692926.1, XP_021692928.1
OG0000466	XP_017760318.1	XP_021701291.1, XP_021701290.1, XP_021701289.1, XP_021701288.1, XP_021701299.1, XP_021701298.1, XP_021701297.1, XP_001648093.1, XP_001648092.1, XP_001648088.2, XP_021701300.1
OG0000467	XP_017760720.1, XP_017760721.1, XP_017760722.1, XP_017760723.1, XP_017760724.1	XP_021704958.1
OG0000468	XP_017762072.1	XP_021701552.1
OG0000469	XP_017758614.1, XP_017758616.1, XP_017758615.1	XP_001657083.2
OG0000470	XP_017761039.1, XP_017761040.1	XP_021703041.1, XP_021703042.1, XP_001658302.1
OG0000471	XP_017755852.1, XP_017755854.1, XP_017755853.1, XP_017755851.1, XP_017755856.1, XP_017755858.1, XP_017755857.1	XP_021702045.1, XP_011493210.1
OG0000472	XP_017764392.1, XP_017764391.1	XP_021694230.1, XP_021694226.1, XP_021694200.1, XP_021694194.1, XP_021694186.1, XP_021694182.1, XP_021694212.1, XP_021694219.1, XP_021694207.1, XP_021694174.1
OG0000475	XP_017765216.1	XP_001658443.1
OG0000476	XP_017755919.1	XP_001651876.1
OG0000477	XP_017757581.1	XP_001653252.2, XP_021698468.1
OG0000478	XP_017760173.1	XP_021710495.1
OG0000479	XP_017762280.1	XP_021699545.1, XP_021699548.1, XP_021699547.1, XP_021699553.1, XP_021699551.1, XP_021699552.1, XP_021699549.1, XP_021699550.1, XP_021704290.1
OG0000480	XP_017755956.1	XP_001647877.2, XP_021707116.1, XP_021709330.1, XP_001647875.1, XP_001647874.3
OG0000482	XP_017764103.1, XP_017764335.1	XP_021709780.1, XP_021709778.1, XP_021709784.1, XP_021709783.1, XP_021709782.1, XP_021709781.1, XP_021709786.1, XP_021709785.1, XP_021709779.1
OG0000482	XP_017764104.1	XP_021700824.1, XP_001652443.1, XP_021702781.1, XP_021702769.1
OG0000483	XP_017766007.1	XP_021710437.1, XP_001651282.2, XP_001651280.2, XP_001651281.2, XP_001651279.2
OG0000485	XP_017764492.1, XP_017764507.1	XP_021702534.1, XP_001649650.1
OG0000486	XP_017753139.1	XP_021695997.1
OG0000487	XP_017757539.1, XP_017757493.1	XP_021695383.1, XP_001648267.1, XP_021695379.1
OG0000488	XP_017752738.1	XP_021704843.1, XP_021704842.1, XP_021704841.1
OG0000489	XP_017765531.1	XP_021710339.1, XP_021710340.1, XP_001651533.1
OG0000490	XP_017761469.1, XP_017761468.1	XP_021705413.1
OG0000491	XP_017755955.1	XP_001659566.1, XP_021711040.1, XP_021711043.1, XP_021711042.1, XP_021711045.1, XP_021711044.1, XP_021711047.1, XP_021711046.1, XP_021711049.1, XP_021711048.1, XP_021711038.1, XP_021711039.1, XP_021711036.1, XP_021711037.1, XP_021711034.1, XP_021711035.1, XP_021711051.1, XP_021711050.1, XP_021711053.1, XP_021711041.1, XP_021711052.1
OG0000492	XP_017752426.1	XP_021700463.1, XP_021700462.1, XP_001658450.1
OG0000493	XP_017765376.1, XP_017765374.1, XP_017765375.1	XP_021706430.1
OG0000495	XP_017759663.1	XP_001648105.2
OG0000496	XP_017762833.1	XP_001663387.2
