Orthogroup	Eufriesea_mexicana	Apis_mellifera
OG0000226	XP_017766524.1	XP_026300579.1
OG0000227	XP_017753440.1, XP_017753439.1	XP_006562291.2, XP_006562294.2, XP_006562293.2, XP_016770836.2
OG0000229	XP_017752613.1	XP_001121505.2
OG0000230	XP_017761904.1	XP_001122612.2
OG0000230	XP_017766664.1, XP_017766665.1, XP_017766666.1	XP_026300638.1, XP_026300637.1
OG0000231	XP_017757286.1	XP_006562424.1
OG0000232	XP_017760637.1, XP_017760638.1	XP_393976.2, XP_006563043.1, XP_006563042.1
OG0000233	XP_017764854.1, XP_017764853.1, XP_017764855.1	XP_001120116.2, XP_016768768.2, XP_397073.5, XP_026300288.1
OG0000234	XP_017761679.1	XP_393127.4
OG0000235	XP_017760227.1	XP_026294767.1, XP_026294798.1, XP_026294810.1
OG0000236	XP_017758058.1	NP_001011639.2
OG0000236	XP_017758056.1	NP_001071293.1
OG0000237	XP_017760598.1	XP_006563032.1
OG0000237	XP_017755467.1	XP_006559356.1
OG0000237	XP_017755463.1	XP_006559358.1
OG0000239	XP_017766799.1	XP_006560473.1, XP_623685.1
OG0000240	XP_017763750.1	XP_001122105.4
OG0000241	XP_017758632.1	XP_006571827.3
OG0000243	XP_017763095.1, XP_017766909.1	XP_026297086.1
OG0000244	XP_017759937.1	XP_026300900.1
OG0000245	XP_017755476.1	NP_001011627.1
OG0000246	XP_017766874.1	XP_394115.2
OG0000246	XP_017766882.1	XP_006563197.1
OG0000247	XP_017758709.1	XP_026296516.1, XP_026296517.1
OG0000247	XP_017758708.1	XP_006562263.2
OG0000248	XP_017762295.1	XP_026299493.1
OG0000249	XP_017759215.1, XP_017759214.1, XP_017759216.1, XP_017759219.1, XP_017759218.1, XP_017759217.1	XP_026298733.1
OG0000250	XP_017767365.1	XP_026299154.1
OG0000250	XP_017752448.1	NP_001314882.1, XP_016773049.1
OG0000251	XP_017756494.1	XP_003250969.2
OG0000252	XP_017759065.1, XP_017759064.1	XP_026298583.1, XP_026298580.1, XP_026298584.1
OG0000253	XP_017758167.1	XP_393612.2
OG0000254	XP_017755940.1	XP_392477.4
OG0000254	XP_017757429.1	XP_623652.2
OG0000255	XP_017758781.1	XP_394814.1
OG0000256	XP_017763260.1	XP_006571385.1
OG0000257	XP_017762887.1	XP_026300984.1
OG0000257	XP_017762885.1	XP_026300982.1
OG0000258	XP_017753799.1	NP_001035314.1
OG0000259	XP_017760199.1	XP_026302035.1
OG0000260	XP_017761321.1, XP_017761870.1	XP_016770898.2
OG0000261	XP_017758628.1, XP_017758626.1, XP_017758627.1	XP_393396.2
OG0000263	XP_017760362.1, XP_017760363.1, XP_017760364.1	XP_006570503.1, XP_393761.1
OG0000264	XP_017763058.1	XP_026298264.1, XP_026298263.1
OG0000264	XP_017760279.1	NP_001171498.1
OG0000265	XP_017758651.1	XP_624456.2
OG0000266	XP_017752229.1	NP_001171495.1
OG0000266	XP_017753963.1	XP_003249289.2
OG0000268	XP_017764685.1	XP_006562783.1, XP_016767403.1, XP_026295852.1, XP_026295853.1, XP_016767402.1, XP_016767400.1, XP_016767401.1, XP_016767399.1
OG0000269	XP_017761057.1	XP_001120910.2
OG0000270	XP_017763346.1	XP_006558130.1
OG0000271	XP_017757031.1	XP_026295760.1, NP_001091688.1
OG0000271	XP_017763546.1	NP_001157480.1
OG0000272	XP_017761053.1	NP_001073564.1, XP_026302163.1
OG0000272	XP_017767088.1	NP_001011621.1
OG0000273	XP_017759692.1	XP_016767148.1
OG0000273	XP_017767195.1	XP_006560612.2
OG0000274	XP_017757446.1	XP_396815.3
OG0000276	XP_017766286.1	XP_624151.1
OG0000277	XP_017761525.1, XP_017761523.1, XP_017761524.1	XP_001122835.3, XP_006565811.2
OG0000278	XP_017763984.1	XP_026296923.1
OG0000279	XP_017766856.1	NP_001164579.1
OG0000281	XP_017761389.1	NP_001011574.1
OG0000283	XP_017758719.1	XP_006567824.1, XP_006567820.1, XP_006567825.1, XP_006567823.1, XP_016767795.1, XP_016767792.1, XP_026296835.1
OG0000284	XP_017759685.1	NP_001010975.1
OG0000284	XP_017757405.1	XP_026296666.1
OG0000284	XP_017762765.1	XP_395934.2
OG0000285	XP_017766324.1	XP_016767133.1
OG0000286	XP_017765196.1, XP_017765195.1, XP_017765197.1, XP_017765198.1	NP_001164443.1
OG0000287	XP_017764927.1, XP_017764926.1	XP_016771224.1, XP_026302005.1, XP_026302006.1, XP_026302007.1, XP_026302008.1, XP_006570139.1, XP_006570135.1, XP_006570134.1, XP_006570140.1, XP_026302009.1
OG0000287	XP_017764925.1	XP_624121.2
OG0000288	XP_017767044.1	XP_026295225.1
OG0000288	XP_017761352.1	XP_624678.1
OG0000289	XP_017765987.1, XP_017765989.1	XP_396469.1, XP_006571187.1, XP_006571186.1, XP_006571185.1
OG0000290	XP_017763460.1	XP_006563910.1, XP_016769242.1
OG0000291	XP_017752827.1	NP_001257755.1
OG0000291	XP_017756608.1	XP_026298041.1
OG0000291	XP_017752808.1	XP_006560155.1, XP_006560156.1
OG0000292	XP_017765489.1	XP_016772487.1
OG0000293	XP_017758690.1, XP_017758689.1	NP_001013377.2
OG0000294	XP_017765685.1	XP_026294745.1
OG0000295	XP_017755677.1, XP_017755678.1, XP_017755679.1	XP_026296372.1, XP_026296371.1
OG0000296	XP_017766587.1, XP_017766604.1, XP_017766595.1	XP_003249767.1, XP_392285.1
OG0000297	XP_017763070.1	NP_001011640.1
OG0000298	XP_017757484.1, XP_017757482.1, XP_017757483.1	XP_016767798.1, XP_006567970.1, XP_006567968.1, XP_006567969.1, XP_006567967.1
OG0000299	XP_017755445.1, XP_017755442.1, XP_017755443.1, XP_017755448.1, XP_017755446.1, XP_017755441.1, XP_017755444.1	XP_006563972.1, XP_006563971.1, XP_396934.4
OG0000300	XP_017755193.1	XP_016773009.2
OG0000300	XP_017759087.1	XP_624183.1
OG0000301	XP_017763305.1	XP_016772392.1, NP_001035323.1
OG0000302	XP_017756514.1	XP_006571833.1
OG0000302	XP_017765394.1	XP_395048.4
OG0000303	XP_017764406.1	XP_016772523.1
OG0000303	XP_017754771.1	XP_026299472.1
OG0000303	XP_017754823.1	XP_026299848.1
OG0000304	XP_017761260.1, XP_017761259.1	XP_006568070.1
OG0000306	XP_017757434.1	XP_016767897.1
OG0000307	XP_017759960.1, XP_017759969.1	XP_006561447.1, XP_026301562.1, XP_016772425.1
OG0000308	XP_017758002.1	XP_392582.1
OG0000310	XP_017756405.1	XP_006568882.1, XP_006568883.1
OG0000311	XP_017755083.1	XP_026300397.1, XP_016772838.2, XP_026300405.1, XP_026300396.1, XP_624298.3, XP_001122575.3, XP_006572097.2, XP_026300402.1
OG0000312	XP_017756660.1	XP_397055.1, XP_006558287.1
OG0000313	XP_017754942.1, XP_017754937.1, XP_017754936.1	XP_026298038.1
OG0000314	XP_017758035.1	XP_026301105.1
OG0000314	XP_017758038.1	XP_396447.3
OG0000315	XP_017764336.1	XP_006571730.2
OG0000316	XP_017766083.1	XP_006563165.2
OG0000317	XP_017761493.1	XP_006566517.1, XP_016770258.1, XP_026299433.1, XP_016770257.1
OG0000318	XP_017762165.1, XP_017762164.1	XP_026296489.1, XP_006570321.2
OG0000319	XP_017760713.1, XP_017760712.1	XP_026299509.1, XP_026299510.1
OG0000320	XP_017759304.1	XP_026300661.1, NP_001159378.1
OG0000321	XP_017755188.1	XP_026299571.1
OG0000322	XP_017767430.1	XP_006565594.3
OG0000322	XP_017753136.1	XP_001121102.2
OG0000323	XP_017763945.1	XP_026299532.1, XP_026299531.1, XP_026299534.1, XP_026299533.1
OG0000324	XP_017756722.1	XP_026296234.1, XP_026296228.1
OG0000324	XP_017767619.1	XP_026295816.1
OG0000325	XP_017765155.1, XP_017765156.1	XP_003251224.2, XP_006568360.2
OG0000327	XP_017763918.1, XP_017763923.1	XP_016770398.1, XP_016770397.1, XP_006564397.1, XP_006564400.1
OG0000330	XP_017762511.1	NP_001011638.1
OG0000330	XP_017758286.1	NP_001011616.2
OG0000331	XP_017765690.1, XP_017765650.1, XP_017765658.1, XP_017765592.1, XP_017765699.1, XP_017765643.1, XP_017765683.1, XP_017765677.1, XP_017765668.1	XP_006565044.2, XP_003250569.2, XP_003251149.1, XP_003251148.1, XP_394209.2, XP_392145.3, XP_006568008.2, XP_394210.5, XP_006565513.1
OG0000332	XP_017756662.1, XP_017756661.1, XP_017756664.1, XP_017756663.1	XP_026300806.1, XP_026300805.1
OG0000333	XP_017765836.1	XP_006560640.1
OG0000333	XP_017757044.1, XP_017757045.1	XP_026296150.1
OG0000334	XP_017766255.1	XP_006562896.1
OG0000335	XP_017753603.1	XP_003249498.1, XP_003249499.1
OG0000336	XP_017759573.1, XP_017759574.1	XP_006568577.1, XP_026298127.1
OG0000336	XP_017752435.1	XP_394886.4
OG0000337	XP_017762307.1, XP_017762308.1	XP_006570477.1
OG0000338	XP_017766197.1	XP_016766952.1
OG0000339	XP_017757611.1	XP_393356.1
OG0000339	XP_017759579.1	XP_623285.1
OG0000340	XP_017755326.1	XP_026302145.1, NP_001106141.1
OG0000341	XP_017755798.1	XP_003249977.1, XP_006561675.1
OG0000342	XP_017760896.1	XP_026299722.1
OG0000343	XP_017758657.1	XP_392617.4
OG0000344	XP_017753496.1	XP_026301521.1, XP_026301524.1, XP_026301523.1, XP_026301526.1, XP_026301532.1, XP_026301514.1, XP_026301515.1, XP_026301519.1
OG0000345	XP_017757359.1	XP_006557317.1, XP_006557318.1, XP_006557319.1, XP_006557316.1, XP_016766730.1
OG0000347	XP_017760444.1	XP_623076.2
OG0000348	XP_017764301.1, XP_017764298.1, XP_017764303.1, XP_017764300.1, XP_017764299.1, XP_017764302.1	XP_026295623.1, XP_006571071.1, XP_006571072.1, XP_006571073.1, XP_006571074.1, XP_006571069.1, XP_006571070.1, XP_016769192.1, XP_006571068.1
OG0000349	XP_017752184.1	XP_026301664.1, XP_026301665.1
OG0000350	XP_017754876.1	XP_006564458.1, XP_006564457.1, XP_006564456.1, XP_006564455.1, XP_006564454.1
OG0000351	XP_017755390.1	XP_026295181.1
OG0000352	XP_017766410.1, XP_017766415.1, XP_017766414.1, XP_017766413.1, XP_017766412.1, XP_017766409.1	XP_006569000.1, XP_006568999.1, XP_006568998.1, XP_016766331.1
OG0000353	XP_017764651.1	XP_016768966.2
OG0000354	XP_017753319.1	XP_026299633.1
OG0000356	XP_017765649.1	NP_001011588.1
OG0000356	XP_017765651.1	NP_001011593.1, XP_006567383.1
OG0000357	XP_017759380.1, XP_017759381.1, XP_017759382.1, XP_017759385.1	XP_006563129.1, XP_623083.1
OG0000358	XP_017759671.1	XP_016768555.1, XP_006565559.1
OG0000360	XP_017762004.1, XP_017762005.1	XP_003249464.1
OG0000361	XP_017753785.1, XP_017753784.1, XP_017753781.1, XP_017753782.1, XP_017753780.1	XP_026301193.1
OG0000362	XP_017755150.1	XP_006559006.1
OG0000362	XP_017755152.1	XP_396824.1
OG0000363	XP_017759415.1	XP_001120232.3
OG0000364	XP_017758712.1	XP_006562214.1
OG0000365	XP_017759636.1	XP_006564303.1
OG0000367	XP_017766253.1, XP_017766254.1	XP_006562894.1, XP_006562893.1
OG0000368	XP_017755345.1	XP_001120432.1
OG0000368	XP_017759263.1	NP_001170961.1
OG0000369	XP_017753797.1	XP_016772111.2
OG0000369	XP_017753492.1	XP_006570176.2
OG0000370	XP_017759441.1	XP_026298736.1
OG0000371	XP_017762074.1, XP_017762077.1, XP_017762076.1	XP_006557654.1, XP_026301302.1, XP_016772326.1, XP_392709.3
OG0000372	XP_017764250.1	XP_026297975.1
OG0000372	XP_017763837.1	XP_394846.2
OG0000375	XP_017761268.1	XP_006570087.2, XP_006570088.2, XP_394997.3, XP_026300785.1, XP_016770156.2, XP_016770157.2
OG0000376	XP_017758537.1, XP_017758538.1, XP_017758535.1, XP_017758536.1, XP_017758534.1	XP_026298975.1, XP_026298976.1
OG0000377	XP_017764259.1	XP_006571428.1
OG0000377	XP_017761272.1	XP_393285.1
OG0000378	XP_017752470.1, XP_017765630.1	XP_394649.3
OG0000378	XP_017761771.1	XP_006564195.1, XP_026297110.1
OG0000379	XP_017762918.1	XP_006569276.1
OG0000380	XP_017765450.1, XP_017765451.1	XP_006571553.1, XP_016772009.1, XP_392808.2
OG0000381	XP_017755846.1	XP_623273.1
OG0000381	XP_017756302.1	XP_392943.3
OG0000382	XP_017764706.1	XP_391836.2
OG0000382	XP_017756297.1	XP_006567371.1
OG0000383	XP_017752213.1, XP_017754355.1	XP_006565095.2
OG0000383	XP_017765614.1, XP_017757733.1, XP_017757743.1, XP_017765599.1	XP_001120578.2
OG0000384	XP_017762986.1	XP_392769.5
OG0000384	XP_017762983.1	XP_016766394.2
OG0000385	XP_017752449.1	XP_026297284.1
OG0000386	XP_017760506.1	XP_003250298.1
OG0000386	XP_017760505.1	XP_026301328.1, XP_006563697.2
OG0000387	XP_017765562.1	XP_026297715.1, XP_624193.2, XP_006571990.1
OG0000388	XP_017756252.1	XP_006564597.1
OG0000389	XP_017754144.1, XP_017754145.1	XP_026296199.1
OG0000389	XP_017765438.1	XP_016771975.2
OG0000390	XP_017765126.1	XP_016768447.1
OG0000391	XP_017756312.1, XP_017756313.1, XP_017756314.1	XP_397517.2, XP_006568902.1, XP_006568901.1, XP_006568903.1, XP_006568900.1
OG0000394	XP_017763543.1, XP_017763544.1, XP_017763542.1	XP_006559712.2, XP_006559711.2, XP_397062.3
OG0000395	XP_017755145.1	XP_026298838.1
OG0000395	XP_017757261.1	XP_006568548.2
OG0000396	XP_017754976.1	XP_016768985.2
OG0000397	XP_017764495.1	XP_001123187.2
OG0000398	XP_017757742.1	XP_006562405.1
OG0000399	XP_017754964.1, XP_017754956.1, XP_017754963.1, XP_017754969.1, XP_017754971.1	XP_006564719.2, XP_016769093.2, XP_006564729.1
OG0000400	XP_017763814.1, XP_017763819.1	XP_006563318.2, XP_026295759.1, XP_026295755.1
OG0000401	XP_017757598.1, XP_017757597.1, XP_017757596.1	XP_026296707.1
OG0000402	XP_017752210.1	NP_001157188.1, XP_006564106.1
OG0000403	XP_017766039.1, XP_017766040.1	XP_026301925.1, XP_026301994.1, XP_026301991.1, XP_026301980.1
OG0000405	XP_017767431.1	XP_395824.1
OG0000405	XP_017762934.1	XP_395771.3
OG0000406	XP_017760186.1	XP_624150.2
OG0000407	XP_017760466.1	XP_001122213.5
OG0000408	XP_017758201.1	XP_003251385.1
OG0000408	XP_017765146.1	XP_393143.2
OG0000409	XP_017758237.1, XP_017758236.1, XP_017758234.1	XP_006570965.1
OG0000410	XP_017767597.1	XP_393523.5
OG0000410	XP_017763643.1	XP_391942.5
OG0000411	XP_017764894.1	XP_624548.2
OG0000411	XP_017762783.1	XP_006557483.1
OG0000412	XP_017756296.1	XP_026302239.1, XP_006568843.1
OG0000413	XP_017764657.1, XP_017764658.1	XP_026300633.1, XP_026300632.1, XP_026300636.1
OG0000414	XP_017763519.1	XP_016769079.1
OG0000415	XP_017757147.1	XP_026295887.1, XP_395146.3
OG0000416	XP_017754141.1	XP_006570866.1
OG0000416	XP_017767559.1	XP_026299610.1
OG0000418	XP_017767766.1	XP_006570570.1, NP_001177850.1
OG0000419	XP_017757934.1	XP_006569847.1
OG0000420	XP_017766476.1	XP_006568996.1
OG0000420	XP_017766479.1	XP_006572449.2
OG0000421	XP_017762179.1	XP_001121869.2, XP_026296772.1
OG0000422	XP_017755619.1	XP_006572088.1
OG0000423	XP_017757187.1	XP_026295804.1
OG0000424	XP_017760417.1	XP_016768639.1
OG0000425	XP_017767385.1	XP_395221.4
OG0000426	XP_017755944.1	XP_393189.1, XP_006559877.1
OG0000427	XP_017766053.1	XP_394389.3
OG0000427	XP_017767685.1	XP_016767660.1
OG0000428	XP_017757677.1	XP_026301054.1, NP_001314884.1
OG0000429	XP_017760481.1	XP_026296787.1
OG0000430	XP_017760973.1	XP_016772824.1
OG0000430	XP_017765420.1, XP_017765421.1	XP_026295303.1
OG0000431	XP_017763663.1	XP_016768886.2
OG0000432	XP_017755867.1, XP_017755868.1	XP_026298315.1, XP_016769150.2
OG0000434	XP_017767592.1	XP_026296060.1
OG0000435	XP_017766558.1	XP_006558601.1
OG0000436	XP_017756249.1	XP_006564598.1
OG0000436	XP_017756254.1	XP_001120684.2
OG0000437	XP_017764057.1	XP_006566943.1, XP_393874.3
OG0000438	XP_017757414.1	XP_006567961.1, XP_397205.2
OG0000439	XP_017765335.1, XP_017765337.1, XP_017765336.1	XP_006569984.1
OG0000440	XP_017759178.1	XP_026298705.1
OG0000441	XP_017763129.1	XP_003251165.1, XP_006568081.1
OG0000442	XP_017767104.1, XP_017767103.1, XP_017767102.1	XP_006560934.1, XP_016766817.1, XP_016766820.1, XP_624657.2, XP_006560933.1, XP_016766818.1
OG0000443	XP_017753252.1, XP_017761508.1	XP_016771723.2
OG0000444	XP_017760787.1	XP_624349.1
OG0000445	XP_017766891.1	XP_392097.5
OG0000445	XP_017766424.1, XP_017766903.1	XP_006563187.2
OG0000446	XP_017756753.1	XP_393129.4, XP_006559729.2, XP_006559730.2, XP_006559728.2
OG0000447	XP_017764213.1, XP_017764211.1, XP_017764212.1	XP_006559494.1
OG0000448	XP_017761116.1, XP_017761117.1	XP_016767931.1
OG0000449	XP_017760841.1	XP_003250896.1, XP_001120350.1, XP_003250898.1
OG0000450	XP_017757968.1	XP_026295436.1, XP_026295214.1
OG0000450	XP_017764827.1	XP_026295212.1
OG0000451	XP_017755102.1	XP_006572424.1, NP_001265256.1
OG0000452	XP_017760703.1	XP_006566781.2
OG0000452	XP_017753133.1	XP_026299462.1
OG0000453	XP_017761581.1, XP_017761580.1, XP_017761579.1, XP_017761577.1, XP_017761578.1, XP_017761582.1	XP_392026.2, XP_006565842.1
OG0000454	XP_017752876.1	XP_006567039.1
OG0000455	XP_017754652.1, XP_017754659.1, XP_017754667.1	XP_006568930.1
OG0000456	XP_017755210.1	XP_006572147.1
OG0000457	XP_017752188.1	XP_001122652.2
OG0000458	XP_017754095.1, XP_017754093.1, XP_017754097.1, XP_017754096.1	XP_003251707.1, XP_006571340.1, XP_003251708.1
OG0000459	XP_017767481.1	XP_016769739.2
OG0000460	XP_017764843.1	XP_016772943.1
OG0000461	XP_017766569.1, XP_017766568.1	XP_396991.5, XP_006560484.2, XP_006560483.2
OG0000462	XP_017752839.1, XP_017752838.1	XP_026301426.1
OG0000463	XP_017766072.1	XP_006571243.1
OG0000463	XP_017766062.1, XP_017766066.1	XP_006571228.1, XP_006571233.1
OG0000464	XP_017760977.1	XP_026302089.1
OG0000465	XP_017755355.1	XP_026295428.1
OG0000466	XP_017760318.1	XP_026298283.1, XP_003249882.1, XP_026298282.1
OG0000467	XP_017760720.1, XP_017760721.1, XP_017760722.1, XP_017760723.1, XP_017760724.1	XP_006566644.1
OG0000468	XP_017762072.1	XP_006558307.1, XP_006558308.1, XP_006558304.1, XP_006558305.1, XP_006558306.1, XP_006558309.1, XP_026301100.1, XP_026301099.1, XP_026301101.1, XP_016772297.1, XP_016772296.1
OG0000469	XP_017758614.1, XP_017758616.1, XP_017758615.1	XP_026296160.1, XP_026296161.1, XP_026296162.1, XP_026296163.1
OG0000470	XP_017761039.1, XP_017761040.1	XP_026299985.1
OG0000471	XP_017755858.1	XP_006561688.1, XP_001119951.1
OG0000472	XP_017764392.1, XP_017764391.1	XP_006568709.1
OG0000473	XP_017759129.1	NP_001229919.1, XP_026300304.1, XP_026300504.1, XP_026300431.1, XP_026300418.1, XP_026300491.1, XP_026300464.1, XP_026300465.1, XP_016772777.2, XP_026300571.1, NP_001229920.1, XP_016767059.1, XP_026296276.1, XP_006562033.1, XP_026296279.1, XP_006562027.2, XP_026296278.1, XP_026296277.1
OG0000473	XP_017759130.1	XP_026300419.1
OG0000474	XP_017753055.1, XP_017753056.1, XP_017753057.1	XP_394152.2
OG0000475	XP_017765216.1	XP_016772190.1
OG0000476	XP_017755919.1	NP_001314896.1
OG0000477	XP_017757581.1	XP_003250526.1, XP_026296405.1
OG0000478	XP_017760173.1	XP_006562526.1, XP_006562527.1, XP_003250091.1
OG0000479	XP_017762280.1	XP_006570497.1, XP_006570499.1, XP_006570498.1
OG0000480	XP_017755956.1	XP_016767961.2
OG0000482	XP_017764103.1, XP_017764335.1, XP_017764104.1	XP_016772171.1
OG0000483	XP_017766007.1	XP_394164.3, XP_006571261.2, XP_006571260.2
OG0000485	XP_017764492.1	XP_003250116.1
OG0000485	XP_017764507.1	XP_623182.1
OG0000486	XP_017753139.1	XP_006569489.2
OG0000487	XP_017757539.1	XP_026296477.1
OG0000487	XP_017757493.1	XP_394584.4
OG0000488	XP_017752738.1	XP_396989.2, XP_006569713.1
OG0000489	XP_017765531.1	XP_006568168.1
OG0000490	XP_017761469.1, XP_017761468.1	XP_016770813.1, XP_006566536.1
OG0000491	XP_017755955.1	XP_395083.5, XP_016766993.2
OG0000492	XP_017752426.1	XP_006560558.2
OG0000493	XP_017765376.1, XP_017765374.1, XP_017765375.1	XP_016769823.2, XP_006566138.2
OG0000494	XP_017756086.1	XP_026299539.1, XP_026300392.1
OG0000495	XP_017759663.1	XP_003250662.1
OG0000496	XP_017762833.1	XP_026297623.1
OG0000497	XP_017767399.1	XP_006565605.1
OG0000497	XP_017755579.1	XP_006572414.1
OG0000498	XP_017758969.1	XP_006559579.1, XP_006559581.1, XP_006559580.1, XP_006559582.1, XP_026298357.1, XP_395441.2
OG0000500	XP_017761772.1	XP_026297088.1
OG0000500	XP_017761183.1	XP_026297184.1
OG0000501	XP_017752927.1, XP_017752878.1	XP_026300273.1
OG0000502	XP_017767048.1	XP_394423.4
OG0000502	XP_017767049.1	XP_006560966.1
OG0000503	XP_017752365.1	XP_624930.1
OG0000504	XP_017767069.1, XP_017767072.1, XP_017767071.1, XP_017767073.1, XP_017767070.1	XP_026295426.1
OG0000504	XP_017767036.1	XP_026295199.1
OG0000505	XP_017759884.1	XP_394013.5
OG0000505	XP_017759849.1	XP_001121886.1
OG0000506	XP_017759175.1	XP_026298297.1, XP_006569806.2, XP_006569804.2, XP_006569805.2, XP_026298298.1
OG0000507	XP_017754721.1	XP_006564764.1
OG0000508	XP_017765669.1	XP_026298813.1, XP_026298814.1, XP_026298815.1, XP_394771.5
OG0000509	XP_017752232.1	NP_001011598.1
OG0000510	XP_017764993.1, XP_017764990.1, XP_017764991.1, XP_017764992.1	XP_026301327.1, XP_006561087.1, XP_006561089.1, XP_006561090.1
OG0000511	XP_017753417.1	XP_026300233.1
OG0000512	XP_017755745.1	XP_026298738.1, XP_006560812.2
OG0000515	XP_017760493.1, XP_017760487.1, XP_017760447.1, XP_017760456.1, XP_017760479.1, XP_017760437.1, XP_017760463.1, XP_017760471.1	XP_016766794.1
OG0000516	XP_017756415.1, XP_017756414.1, XP_017756413.1	XP_016773635.1, XP_006568839.1, XP_006568840.1
OG0000517	XP_017767580.1	XP_026297099.1
OG0000517	XP_017767581.1	XP_016768325.1
OG0000518	XP_017759880.1, XP_017759879.1	XP_006564978.1, XP_001120242.1
OG0000519	XP_017757117.1	XP_006557422.2, XP_006557421.1, XP_016770405.1
OG0000520	XP_017759664.1	XP_001122715.3
OG0000521	XP_017764260.1	XP_026297064.1
OG0000522	XP_017755160.1, XP_017755159.1	XP_006558991.2, NP_001091698.1
OG0000522	XP_017767119.1	XP_001122824.1
OG0000523	XP_017765350.1	XP_006571136.1, XP_006571134.1, XP_006571132.1
OG0000524	XP_017766247.1	XP_026299046.1
OG0000525	XP_017754648.1, XP_017754647.1	XP_006559446.1, XP_026301500.1
OG0000526	XP_017755908.1	XP_001121571.1
OG0000526	XP_017758194.1	XP_006568337.1
OG0000527	XP_017766748.1	XP_624589.2
OG0000528	XP_017762867.1	XP_001121565.2
OG0000529	XP_017754360.1	XP_026300411.1
OG0000529	XP_017763747.1	XP_006562554.1
OG0000530	XP_017767203.1	XP_026300735.1
OG0000530	XP_017767201.1	XP_391988.2
OG0000531	XP_017753323.1	XP_006568661.1
OG0000533	XP_017764893.1	XP_001122688.2, XP_006570133.1
OG0000536	XP_017761064.1	XP_006561141.1
OG0000536	XP_017761063.1	NP_001071279.1
OG0000537	XP_017757435.1	XP_003251102.1, NP_001314883.1
