Orthogroup	Eufriesea_mexicana	Bombyx_mori
OG0000254	XP_017757429.1	XP_004924523.1, XP_037876397.1
OG0000255	XP_017763388.1	XP_012543911.1, XP_012543887.2
OG0000255	XP_017758781.1	XP_004923881.1
OG0000256	XP_017763260.1	NP_001093298.1, XP_037870495.1
OG0000257	XP_017762887.1	XP_012551257.1, XP_012551255.1
OG0000257	XP_017762885.1	XP_004932600.1
OG0000258	XP_017753799.1	NP_001159622.2, NP_001106744.1, XP_012551170.1
OG0000259	XP_017760199.1	XP_012548404.1
OG0000260	XP_017761321.1	XP_004929696.2
OG0000260	XP_017761870.1	NP_001036839.1
OG0000261	XP_017758628.1, XP_017758626.1, XP_017758627.1	XP_004922950.1, NP_001303996.1
OG0000263	XP_017760362.1, XP_017760363.1, XP_017760364.1	XP_012549376.1, NP_001040274.1
OG0000264	XP_017763058.1	NP_001037358.2
OG0000264	XP_017760279.1	XP_037875045.1, NP_001037084.1
OG0000266	XP_017752229.1	NP_001040464.1
OG0000266	XP_017753963.1	XP_012544346.1, NP_001037083.1
OG0000268	XP_017764685.1	XP_021204157.1
OG0000269	XP_017761057.1, XP_017759815.1	XP_004924161.2
OG0000270	XP_017763346.1	NP_001171666.1
OG0000271	XP_017757031.1	XP_037870196.1, NP_001036913.1, XP_021203229.1, NP_001036977.1
OG0000272	XP_017757070.1, XP_017761053.1	NP_001091830.1, XP_037866711.1
OG0000272	XP_017767088.1	NP_001166818.1, XP_012549099.1
OG0000274	XP_017761345.1	XP_037866704.1
OG0000274	XP_017757446.1	XP_021202962.1, XP_021202959.1
OG0000277	XP_017761525.1, XP_017761523.1, XP_017761524.1	XP_012544880.1, XP_021202885.1, XP_004924999.1
OG0000278	XP_017763984.1	XP_021207737.1
OG0000279	XP_017766856.1	NP_001296510.1, XP_037868174.1, NP_001037502.1
OG0000281	XP_017766298.1	XP_004922768.2
OG0000282	XP_017764157.1	XP_021203480.1, XP_037870324.1, XP_037877072.1, XP_037875926.1, XP_037872863.1, XP_037875907.1, XP_021207016.1
OG0000283	XP_017758719.1	XP_037877071.1, XP_037877070.1, XP_037877069.1
OG0000284	XP_017759685.1	NP_001037072.1
OG0000284	XP_017757405.1, XP_017762765.1	NP_001296499.1, XP_004932842.1
OG0000285	XP_017766324.1	XP_037874172.1
OG0000286	XP_017765196.1, XP_017765195.1, XP_017765197.1, XP_017765198.1, XP_017753405.1	XP_004929167.1
OG0000287	XP_017764927.1, XP_017764926.1	XP_004922091.1
OG0000287	XP_017764925.1	XP_004922588.1
OG0000288	XP_017767044.1	XP_021201951.2
OG0000288	XP_017761352.1	XP_037868251.1
OG0000289	XP_017765987.1, XP_017765989.1	XP_004925540.2
OG0000292	XP_017765489.1	XP_037874428.1, XP_021206479.1
OG0000293	XP_017758690.1, XP_017758689.1	XP_004929231.1
OG0000295	XP_017755677.1, XP_017755678.1, XP_017755679.1	NP_001037538.1
OG0000296	XP_017766587.1, XP_017766604.1, XP_017766595.1	NP_001093088.1
OG0000297	XP_017763070.1	XP_037872464.1
OG0000298	XP_017757484.1, XP_017757482.1, XP_017757483.1	XP_037876134.1
OG0000299	XP_017755445.1, XP_017755442.1, XP_017755443.1, XP_017755448.1, XP_017755446.1, XP_017755441.1, XP_017755444.1	XP_004931769.1
OG0000300	XP_017759087.1	XP_004933050.1
OG0000301	XP_017763305.1	NP_001106223.1
OG0000301	XP_017755344.1	XP_037870660.1, NP_001296467.1, XP_037870645.1, NP_001106221.1, XP_037870730.1
OG0000302	XP_017756514.1	NP_001095931.1
OG0000302	XP_017765394.1	XP_012548543.1, NP_001036995.2
OG0000303	XP_017764406.1	XP_004922660.1
OG0000303	XP_017754771.1, XP_017754823.1	XP_004933180.1
OG0000304	XP_017761260.1, XP_017761259.1	XP_012551807.1
OG0000306	XP_017757433.1, XP_017757434.1	XP_037876226.1, XP_012545475.3, XP_037876227.1
OG0000307	XP_017759960.1, XP_017759969.1	XP_021205396.1
OG0000308	XP_017758002.1	XP_021205271.1, XP_004928518.1
OG0000309	XP_017763310.1, XP_017763311.1, XP_017763312.1, XP_017763314.1, XP_017763313.1	XP_037874917.1, XP_012544599.1
OG0000310	XP_017756405.1	XP_004922674.1, XP_037871399.1, XP_021207827.1, XP_021207825.1, XP_037871233.1, XP_021207822.1, XP_021207824.1, XP_021207818.1
OG0000311	XP_017755083.1	NP_001093301.1, NP_001036889.1
OG0000312	XP_017756660.1	NP_001040189.1, XP_004923642.1
OG0000313	XP_017754942.1, XP_017754937.1, XP_017754936.1	XP_037867942.1, XP_004931346.1, XP_004930719.1, XP_004930720.1, XP_004930722.1, XP_004930721.1, XP_004930724.1, XP_004930716.1
OG0000314	XP_017758038.1	XP_004933069.3
OG0000315	XP_017764336.1	XP_037867576.1
OG0000316	XP_017766083.1	XP_012546125.1, NP_001166631.1
OG0000316	XP_017757874.1	NP_001166632.1
OG0000317	XP_017761493.1	XP_037867855.1, XP_037867856.1
OG0000318	XP_017762165.1, XP_017762164.1	XP_037871308.1
OG0000319	XP_017760713.1, XP_017760712.1	XP_021206353.1, XP_021206354.1, XP_004930032.1
OG0000320	XP_017759304.1	XP_012545276.1, NP_001098066.2
OG0000321	XP_017755188.1	XP_021202661.1, XP_004924713.2
OG0000322	XP_017767430.1	XP_037873232.1, XP_037873234.1
OG0000323	XP_017763945.1	XP_012548839.3, XP_037874398.1
OG0000324	XP_017767619.1	XP_037876704.1
OG0000325	XP_017765155.1, XP_017765156.1	XP_021203813.1, XP_004926421.2
OG0000326	XP_017765487.1	XP_004928341.1, XP_004928446.1, XP_012545326.1, XP_012545315.1, XP_021203283.2, XP_012545324.2
OG0000327	XP_017762798.1, XP_017762808.1	XP_021208104.2, XP_021208109.2
OG0000327	XP_017763918.1, XP_017763923.1	XP_021208093.2
OG0000332	XP_017756662.1, XP_017756661.1, XP_017756664.1, XP_017756663.1	XP_004926237.1
OG0000333	XP_017765836.1, XP_017757044.1, XP_017757045.1	NP_001274771.1, XP_004925570.1
OG0000334	XP_017766255.1	XP_012548494.3
OG0000335	XP_017753603.1	XP_037867290.1, NP_001091841.1
OG0000336	XP_017759573.1, XP_017759574.1, XP_017752435.1	XP_004922260.1
OG0000337	XP_017762307.1, XP_017762308.1	XP_037869275.1, XP_037869270.1
OG0000338	XP_017766197.1	XP_012550935.1
OG0000338	XP_017755254.1	XP_012550857.1, NP_001243932.1
OG0000339	XP_017757611.1	NP_001106217.1
OG0000339	XP_017759579.1	NP_001037376.1, XP_012549898.1
OG0000340	XP_017755326.1	NP_001036910.1, XP_037876898.1, XP_037877212.1
OG0000340	XP_017753847.1	NP_001037458.1
OG0000341	XP_017755798.1	XP_004929139.1, XP_012548430.1, XP_004929140.1
OG0000342	XP_017760957.1	NP_001116809.1
OG0000342	XP_017760896.1	XP_004932270.2
OG0000343	XP_017758657.1	XP_012543786.3
OG0000344	XP_017753496.1	XP_037877717.1
OG0000345	XP_017757359.1	NP_001243988.1
OG0000347	XP_017760444.1	XP_021202995.1
OG0000348	XP_017764301.1, XP_017764298.1, XP_017764303.1, XP_017764300.1, XP_017764299.1, XP_017764302.1	NP_001243674.1, XP_004933388.2
OG0000349	XP_017752184.1	XP_004924752.1
OG0000350	XP_017754876.1	XP_004924816.1
OG0000351	XP_017755390.1	XP_004930400.2, XP_021206282.2, XP_004930150.2, XP_012549333.1, NP_001037002.1, XP_012551199.2
OG0000356	XP_017765649.1, XP_017765651.1	XP_021204926.1, NP_001140185.1, XP_037873010.1, XP_037873052.1, XP_004928236.2
OG0000357	XP_017759380.1, XP_017759381.1, XP_017759382.1, XP_017759385.1	XP_037875620.1, XP_037875619.1
OG0000358	XP_017759671.1	XP_004929861.1, XP_012549059.1
OG0000360	XP_017762004.1, XP_017762005.1	XP_004925207.2
OG0000361	XP_017753785.1, XP_017753784.1, XP_017753781.1, XP_017753782.1, XP_017753780.1	XP_004932398.1, XP_004932402.1, XP_004932401.1, XP_004932403.1, XP_021207706.1, XP_021207741.1, XP_012551187.1, XP_004932400.1, XP_004932404.1
OG0000363	XP_017759415.1	NP_001166627.1
OG0000364	XP_017758712.1	XP_012545855.2, NP_001036990.1
OG0000365	XP_017759636.1	XP_004931576.1
OG0000366	XP_017765046.1, XP_017765038.1, XP_017765051.1	XP_037868836.1, XP_037868853.1
OG0000367	XP_017766253.1, XP_017766254.1	XP_004931037.1
OG0000368	XP_017755345.1, XP_017759263.1	NP_001296504.1
OG0000369	XP_017753797.1, XP_017753492.1	XP_021205545.1
OG0000370	XP_017759441.1	NP_001037368.1, XP_037867324.1, XP_021206506.2
OG0000370	XP_017759428.1	XP_004923586.2
OG0000371	XP_017762074.1, XP_017762077.1, XP_017762076.1	XP_021206677.1
OG0000372	XP_017764250.1, XP_017763837.1	XP_004927647.1
OG0000375	XP_017761268.1	XP_004932094.1
OG0000377	XP_017764259.1	XP_021204843.1, XP_037877759.1
OG0000377	XP_017761272.1	NP_001093303.1
OG0000378	XP_017752470.1, XP_017765630.1, XP_017759126.1	NP_001128361.1, XP_012548744.1
OG0000378	XP_017761771.1	XP_012545363.2
OG0000379	XP_017761255.1, XP_017762918.1	XP_012548112.2, XP_037872167.1, XP_037872168.1
OG0000380	XP_017765450.1, XP_017765451.1	XP_004929190.1
OG0000381	XP_017755846.1	XP_037873154.1
OG0000381	XP_017756302.1	NP_001040480.1
OG0000382	XP_017764706.1, XP_017756297.1	XP_004926637.1
OG0000383	XP_017752213.1, XP_017754355.1, XP_017765614.1, XP_017757733.1, XP_017757743.1, XP_017765599.1	XP_004924167.1
OG0000384	XP_017762986.1	XP_012546200.2, NP_001037020.1
OG0000384	XP_017762983.1	XP_012549844.2
OG0000385	XP_017752449.1, XP_017765588.1, XP_017753107.1	XP_021209212.1, XP_021209213.1, XP_004923323.1, XP_012553076.1
OG0000386	XP_017760506.1, XP_017760505.1	XP_004922882.1
OG0000388	XP_017756252.1	NP_001037022.1
OG0000388	XP_017762309.1	NP_001037023.1
OG0000389	XP_017754144.1, XP_017754145.1, XP_017765438.1	XP_004932710.1, XP_021207907.1
OG0000390	XP_017765126.1	XP_021203616.1, XP_037877297.1, XP_037877296.1
OG0000391	XP_017756312.1, XP_017756313.1, XP_017756314.1	XP_037874402.1
OG0000394	XP_017763543.1, XP_017763544.1, XP_017763542.1	XP_037872446.1
OG0000395	XP_017755145.1, XP_017757261.1	XP_004925794.1
OG0000396	XP_017754976.1	XP_037871983.1, XP_021209044.1, XP_037872017.1, XP_037872022.1
OG0000397	XP_017764495.1	XP_012547260.2, XP_004927925.2
OG0000398	XP_017757742.1	XP_012549270.1
OG0000399	XP_017754964.1, XP_017754956.1, XP_017754963.1, XP_017754969.1, XP_017754971.1	XP_037869246.1
OG0000401	XP_017757598.1, XP_017757597.1, XP_017757596.1	XP_012553127.1
OG0000403	XP_017766039.1, XP_017766040.1	XP_037866587.1, XP_037866592.1
OG0000405	XP_017767431.1	NP_001040392.1
OG0000405	XP_017762934.1	XP_037873435.1
OG0000406	XP_017760186.1	XP_004929643.2
OG0000408	XP_017758201.1	XP_004932927.1
OG0000408	XP_017765146.1	XP_004931561.1
OG0000409	XP_017758237.1, XP_017758236.1, XP_017758234.1	XP_004924677.1
OG0000410	XP_017767597.1	XP_012553301.2
OG0000411	XP_017764894.1	XP_004923311.1
OG0000411	XP_017762783.1	XP_004933193.1
OG0000412	XP_017767155.1, XP_017756296.1	XP_012550723.1
OG0000413	XP_017764657.1, XP_017764658.1	XP_021205027.1, XP_012547653.1, XP_004928420.1, XP_012547656.1, XP_012547655.1, XP_037873149.1
OG0000414	XP_017763461.1	XP_021206944.1
OG0000414	XP_017763519.1	XP_004926609.1
OG0000415	XP_017757147.1	XP_004923559.1
OG0000416	XP_017754141.1, XP_017767559.1	XP_037868006.1
OG0000417	XP_017761856.1	XP_004922341.3, XP_004922254.1
OG0000418	XP_017767766.1	XP_037867828.1, XP_037869401.1, XP_037869402.1, XP_012549539.1, XP_012549538.1, XP_037869400.1
OG0000419	XP_017757934.1	XP_004921625.1
OG0000420	XP_017766476.1	XP_037875242.1
OG0000420	XP_017766479.1	XP_004929927.1
OG0000421	XP_017762179.1	XP_037871236.1
OG0000422	XP_017755619.1	XP_004928016.1
OG0000423	XP_017757187.1	XP_004922982.1
OG0000425	XP_017767385.1	XP_004931496.2
OG0000426	XP_017755944.1	XP_004926893.2, XP_037872271.1
OG0000427	XP_017766053.1	XP_004931505.3
OG0000427	XP_017767685.1	XP_004921827.1
OG0000428	XP_017757677.1	NP_001127722.1, XP_021206900.2
OG0000428	XP_017760527.1, XP_017758550.1	NP_001127749.1, NP_001127748.1
OG0000429	XP_017760481.1	XP_004921819.1
OG0000430	XP_017760973.1, XP_017765420.1, XP_017765421.1	XP_004931599.1
OG0000431	XP_017763663.1	XP_037873083.1, XP_037873009.1, NP_001103811.1, NP_001103812.1, XP_037873325.1, XP_012545633.1, XP_037873272.1, XP_037873186.1, XP_012547694.2
OG0000432	XP_017755867.1, XP_017755868.1	XP_004927792.1
OG0000434	XP_017767592.1	XP_021207352.2, XP_004931859.2, XP_012550618.1, XP_012550619.1
OG0000436	XP_017756249.1	XP_012544653.1, NP_001157382.1
OG0000436	XP_017756254.1	XP_037874773.1
OG0000437	XP_017764057.1	XP_004925471.1, XP_037875367.1
OG0000438	XP_017757414.1	XP_021209231.1
OG0000439	XP_017765335.1, XP_017765337.1, XP_017765336.1	XP_004922987.1
OG0000440	XP_017765192.1, XP_017765191.1	XP_004931128.1, XP_004931129.1
OG0000442	XP_017767104.1, XP_017767103.1, XP_017767102.1	XP_012552268.1, XP_037869304.1, XP_037869303.1
OG0000443	XP_017753252.1, XP_017761508.1	NP_001243917.1, XP_037875534.1
OG0000444	XP_017760787.1	NP_001296486.1
OG0000445	XP_017766891.1	XP_037877659.1, NP_001103810.2
OG0000445	XP_017766424.1, XP_017766903.1	XP_037866540.1
OG0000446	XP_017756753.1	XP_021205750.2
OG0000447	XP_017764213.1, XP_017764211.1, XP_017764212.1	XP_037869965.1, XP_037870004.1
OG0000448	XP_017761116.1, XP_017761117.1	XP_004928171.1
OG0000449	XP_017760841.1	XP_004927641.1, XP_004927639.1, XP_004927640.1
OG0000450	XP_017757968.1, XP_017764822.1, XP_017764827.1	XP_004924638.1, XP_012544520.1
OG0000451	XP_017755102.1	XP_021207060.1
OG0000452	XP_017760703.1	XP_004923659.2, XP_012553421.2
OG0000452	XP_017753133.1	XP_004923139.1
OG0000453	XP_017761581.1, XP_017761580.1, XP_017761579.1, XP_017761577.1, XP_017761578.1, XP_017761582.1	NP_001171330.1, XP_012551816.1
OG0000454	XP_017752876.1	XP_012543973.2, XP_037875666.1
OG0000455	XP_017754652.1, XP_017754659.1, XP_017754667.1	NP_001266428.1, XP_021206172.1
OG0000456	XP_017755210.1	XP_004934093.4
OG0000457	XP_017752188.1	NP_001127746.1, NP_001127724.1, XP_037874602.1
OG0000458	XP_017754095.1, XP_017754093.1, XP_017754097.1, XP_017754096.1	NP_001037412.2, XP_012552878.1
OG0000459	XP_017767481.1	XP_004930201.1
OG0000460	XP_017764843.1	XP_004929869.1
OG0000460	XP_017764840.1	XP_004929870.2
OG0000461	XP_017766569.1, XP_017766568.1	XP_012545235.1
OG0000462	XP_017752839.1, XP_017752838.1	XP_012545975.1
OG0000463	XP_017766072.1	XP_021202662.2, XP_012544580.2, XP_004924386.1
OG0000464	XP_017760978.1	XP_012544414.3
OG0000465	XP_017755355.1	XP_004925185.1
OG0000466	XP_017760318.1	XP_037870170.1, NP_001139705.1
OG0000468	XP_017762072.1	XP_037876797.1
OG0000469	XP_017758614.1, XP_017758616.1, XP_017758615.1	XP_037870187.1, NP_001296505.1
OG0000470	XP_017761039.1, XP_017761040.1	XP_004929360.1
OG0000471	XP_017755852.1, XP_017755854.1, XP_017755853.1, XP_017755851.1, XP_017755856.1, XP_017755858.1, XP_017755857.1	XP_012544171.1, NP_001037117.1
OG0000475	XP_017765216.1	XP_004922754.1, XP_004922755.1, XP_012551854.1, XP_004922749.1
OG0000476	XP_017755919.1	XP_037870557.1, XP_004929488.4, XP_037868953.1, XP_004933576.1, XP_037870551.1, XP_037870496.1, NP_001036901.1, XP_037870195.1
OG0000478	XP_017760173.1	XP_004931958.1
OG0000479	XP_017762280.1	XP_037869129.1
OG0000482	XP_017764103.1, XP_017764335.1	XP_037866530.1
OG0000483	XP_017766007.1	NP_001171913.1, XP_037872550.1
OG0000485	XP_017764492.1, XP_017764507.1	NP_001040249.1
OG0000486	XP_017753139.1	XP_012552150.2
OG0000487	XP_017757539.1, XP_017757493.1	XP_012546459.2
OG0000488	XP_017752738.1	XP_004930709.1
OG0000489	XP_017765531.1	XP_004929626.1, XP_021205905.1, XP_004929625.1
OG0000490	XP_017761469.1, XP_017761468.1	XP_004921592.1
OG0000491	XP_017755955.1	XP_037877644.1, NP_001191409.1
OG0000492	XP_017752426.1	XP_004932172.1, XP_012550996.1
OG0000493	XP_017765376.1, XP_017765374.1, XP_017765375.1	XP_004924646.1
OG0000494	XP_017756086.1	XP_021205852.2
OG0000497	XP_017767399.1	XP_004925703.1
OG0000497	XP_017755579.1	XP_037877112.1
OG0000498	XP_017758969.1	XP_012550720.2, NP_001037654.1
OG0000499	XP_017757006.1	NP_001037044.1, XP_021209234.1, XP_037876391.1, XP_037876390.1, XP_037876389.1, XP_004923339.1
OG0000500	XP_017761772.1	XP_021205906.2
OG0000501	XP_017752927.1	XP_021207070.1
OG0000501	XP_017752878.1	NP_001036830.1
OG0000502	XP_017767048.1, XP_017767049.1	XP_004924879.2
OG0000503	XP_017752365.1	XP_021206408.1, XP_004930385.1
OG0000504	XP_017767069.1, XP_017767072.1, XP_017767071.1, XP_017767073.1, XP_017767070.1, XP_017767036.1	XP_012544699.1
OG0000505	XP_017759849.1	NP_001104821.1
OG0000506	XP_017758652.1, XP_017759175.1	XP_037867476.1, XP_012549568.1
OG0000507	XP_017754721.1	NP_001182380.2
OG0000508	XP_017765669.1	XP_021203282.2, XP_021203281.2, XP_021203279.2, XP_012545336.2, XP_012545333.2, XP_012545335.2, XP_004925605.2
OG0000509	XP_017752232.1	XP_021208434.1, NP_001166624.1, XP_037868439.1, XP_004924134.1, XP_021202331.1, XP_021202332.1, XP_021202333.1
OG0000510	XP_017764993.1, XP_017764990.1, XP_017764991.1, XP_017764992.1	XP_012550404.1, XP_004931507.1
OG0000512	XP_017755745.1	XP_037867720.1, XP_037867724.1
OG0000516	XP_017756415.1, XP_017756414.1, XP_017756413.1	NP_001036973.1
OG0000517	XP_017767580.1, XP_017767581.1	XP_004928520.1, XP_004928521.1
OG0000518	XP_017759880.1, XP_017759879.1	XP_004927862.1
OG0000519	XP_017757117.1	XP_004931542.1, XP_004931541.1, XP_004931540.1
OG0000520	XP_017759664.1	XP_004927331.1
OG0000521	XP_017764260.1	NP_001157387.1, XP_012548052.1
OG0000522	XP_017755160.1, XP_017755159.1, XP_017767119.1	NP_001037422.1, XP_012545566.1
OG0000523	XP_017765350.1	XP_037877469.1, XP_037871113.1, XP_037871123.1, XP_037871130.1, XP_037877529.1
OG0000524	XP_017766247.1	XP_004929730.1, XP_004929729.1, XP_037874478.1, XP_037874477.1, XP_004929731.1, XP_021204539.2, XP_037875512.1, XP_012547183.1
OG0000525	XP_017754648.1, XP_017754647.1	NP_001136442.1
OG0000526	XP_017755908.1	XP_037872072.1, XP_021205154.1
OG0000526	XP_017758194.1	XP_004922181.1
OG0000527	XP_017766747.1, XP_017766748.1	XP_037868305.1, XP_021201942.1
OG0000528	XP_017762867.1	NP_001157373.1
OG0000529	XP_017754360.1, XP_017763747.1	NP_001091831.1, XP_021207529.1
OG0000530	XP_017767203.1	NP_001037293.1
OG0000530	XP_017767201.1	NP_001040165.1
OG0000531	XP_017753323.1	XP_037868189.1, XP_037868190.1, XP_021207607.2
OG0000533	XP_017764893.1	XP_021203586.1
OG0000536	XP_017761064.1, XP_017761063.1	XP_012546492.1
OG0000537	XP_017757435.1	XP_037874433.1, XP_037866876.1
OG0000537	XP_017757436.1	XP_012549334.2
OG0000538	XP_017757767.1	XP_012544334.2
OG0000538	XP_017757736.1	XP_012544306.1
OG0000539	XP_017753028.1, XP_017764603.1, XP_017765583.1	XP_037870990.1
OG0000539	XP_017765504.1, XP_017763340.1, XP_017764282.1	XP_037866948.1, XP_021202898.1
OG0000540	XP_017753865.1, XP_017753866.1	NP_001037402.1, XP_012543872.1
OG0000541	XP_017764540.1	XP_012549131.3
OG0000542	XP_017762932.1	XP_037874970.1, XP_037874971.1
OG0000543	XP_017755175.1, XP_017755174.1	XP_004929963.2
OG0000544	XP_017753908.1	XP_037877425.1, NP_001040144.1, XP_012546822.1
OG0000545	XP_017752709.1, XP_017759224.1	XP_021207576.1
OG0000546	XP_017758797.1, XP_017758848.1	XP_037874421.1, XP_037874422.1
OG0000547	XP_017761219.1	XP_037868185.1
OG0000548	XP_017765237.1	NP_001166800.1
OG0000551	XP_017763807.1	XP_012544828.1
OG0000552	XP_017756310.1	NP_001091782.1, XP_021205866.1
OG0000552	XP_017765414.1	XP_037874483.1
OG0000553	XP_017754292.1, XP_017754291.1	NP_001036972.1
OG0000554	XP_017763505.1, XP_017753778.1	XP_004926030.1
OG0000555	XP_017758351.1, XP_017758485.1	XP_012545898.1, NP_001037386.1
OG0000556	XP_017757477.1	XP_012552107.1
OG0000557	XP_017765671.1, XP_017765673.1, XP_017765670.1, XP_017765672.1	NP_001037662.1
OG0000558	XP_017757529.1	NP_001239602.1
OG0000558	XP_017761631.1	XP_021204778.1, XP_037870997.1
OG0000559	XP_017763320.1, XP_017763321.1, XP_017763322.1, XP_017763325.1, XP_017763324.1, XP_017763323.1, XP_017763326.1	XP_012547318.1, XP_004927820.1
OG0000560	XP_017761843.1, XP_017761844.1, XP_017761841.1, XP_017761842.1	XP_004922211.3
OG0000561	XP_017763162.1	XP_021208156.1
OG0000562	XP_017753072.1	XP_004933191.1
OG0000562	XP_017753092.1, XP_017753093.1	XP_004931765.1
OG0000563	XP_017761340.1	XP_004929133.1, XP_012548479.1
OG0000564	XP_017760919.1, XP_017760917.1, XP_017760918.1, XP_017760921.1	XP_004924725.1
OG0000565	XP_017753770.1, XP_017756294.1	XP_037873686.1, XP_021208411.2, XP_037873685.1, XP_004923238.1
OG0000567	XP_017754797.1, XP_017765986.1	XP_012544658.1, NP_001161754.1
OG0000568	XP_017764169.1, XP_017764168.1	XP_037867612.1, NP_001037618.1, XP_012546386.1
OG0000569	XP_017762586.1	XP_037866581.1, XP_037866580.1
OG0000569	XP_017763944.1	NP_001245291.1, XP_021206755.2
OG0000570	XP_017753245.1	XP_012546682.2, XP_037875243.1
OG0000571	XP_017761519.1	XP_037867331.1
OG0000572	XP_017766655.1	XP_037877105.1
OG0000573	XP_017756065.1	XP_004923686.1, XP_012550979.2
OG0000574	XP_017764199.1	XP_021202012.1
OG0000575	XP_017758795.1, XP_017758794.1	XP_037874419.1
OG0000576	XP_017753450.1, XP_017753448.1	XP_021205662.1, XP_004929219.1
OG0000577	XP_017766366.1, XP_017755484.1	XP_012547346.2
OG0000583	XP_017767216.1	XP_037870532.1
OG0000584	XP_017760147.1	XP_012546181.1, NP_001037323.1
OG0000585	XP_017757162.1, XP_017765830.1	XP_012546397.1, XP_037867713.1, XP_037867714.1, XP_004926850.1
OG0000586	XP_017756074.1	XP_004933012.1
OG0000586	XP_017762917.1	XP_004922687.1
OG0000587	XP_017757750.1, XP_017757749.1	XP_004924727.1, XP_004924726.1
OG0000588	XP_017752916.1, XP_017752915.1, XP_017752918.1, XP_017752917.1	NP_001138802.1
OG0000589	XP_017763751.1, XP_017763752.1	XP_012551468.1, XP_004932776.1
OG0000591	XP_017762494.1	NP_001040111.2
OG0000591	XP_017752705.1	XP_004927233.1
