Orthogroup	Eufriesea_mexicana	Polistes_dominula
OG0000243	XP_017763095.1, XP_017766909.1	XP_015174530.1
OG0000244	XP_017759937.1	XP_015179576.1, XP_015179577.1, XP_015179580.1, XP_015179579.1, XP_015179578.1
OG0000245	XP_017761178.1, XP_017755476.1	XP_015189008.1
OG0000246	XP_017766874.1	XP_015179151.1
OG0000246	XP_017766882.1	XP_015182115.1, XP_015182116.1
OG0000247	XP_017758708.1	XP_015191855.1, XP_015191854.1
OG0000248	XP_017762295.1	XP_015182680.1
OG0000249	XP_017759218.1, XP_017759217.1	XP_015190237.1, XP_015190236.1
OG0000250	XP_017752448.1	XP_015172559.1, XP_015172558.1
OG0000251	XP_017763935.1, XP_017756494.1	XP_015181737.1
OG0000252	XP_017759065.1, XP_017759064.1	XP_015171597.1, XP_015171596.1
OG0000253	XP_017758167.1	XP_015190633.1
OG0000253	XP_017756999.1	XP_015182084.1
OG0000254	XP_017755940.1	XP_015190592.1
OG0000254	XP_017757429.1	XP_015179929.1
OG0000255	XP_017763388.1	XP_015175472.1
OG0000255	XP_017758781.1	XP_015188065.1
OG0000256	XP_017763260.1	XP_015190359.1
OG0000257	XP_017762887.1	XP_015191073.1, XP_015191061.1
OG0000257	XP_017762885.1	XP_015191056.1
OG0000258	XP_017753799.1	XP_015179393.1
OG0000259	XP_017760199.1	XP_015189497.1
OG0000263	XP_017760362.1, XP_017760363.1, XP_017760364.1	XP_015182751.1
OG0000264	XP_017763058.1	XP_015177860.1
OG0000264	XP_017760279.1	XP_015175459.1
OG0000265	XP_017758651.1	XP_015187998.1, XP_015187683.1, XP_015188988.1
OG0000266	XP_017752229.1	XP_015188854.1
OG0000266	XP_017753963.1	XP_015188288.1
OG0000268	XP_017764685.1	XP_015181711.1
OG0000269	XP_017761057.1, XP_017759815.1	XP_015188277.1, XP_015188276.1, XP_015188274.1
OG0000270	XP_017761334.1, XP_017761333.1	XP_015178020.1
OG0000270	XP_017763346.1	XP_015180910.1
OG0000271	XP_017763546.1	XP_015184680.1
OG0000272	XP_017761053.1	XP_015171556.1
OG0000272	XP_017767088.1	XP_015185525.1
OG0000273	XP_017767195.1	XP_015191012.1, XP_015191013.1
OG0000276	XP_017766286.1	XP_015184477.1
OG0000277	XP_017761525.1, XP_017761523.1, XP_017761524.1	XP_015172488.1, XP_015172487.1, XP_015172485.1, XP_015172489.1, XP_015172490.1
OG0000278	XP_017763984.1	XP_015171924.1, XP_015181215.1, XP_015181217.1, XP_015181216.1, XP_015181214.1
OG0000279	XP_017766856.1	XP_015187581.1, XP_015187580.1
OG0000281	XP_017766298.1	XP_015184470.1
OG0000281	XP_017761387.1, XP_017761388.1	XP_015171539.1
OG0000281	XP_017761389.1	XP_015171540.1
OG0000283	XP_017758719.1	XP_015179948.1, XP_015179949.1
OG0000284	XP_017759685.1	XP_015182032.1
OG0000284	XP_017757405.1, XP_017762765.1	XP_015181126.1
OG0000285	XP_017766324.1	XP_015173011.1, XP_015173009.1
OG0000286	XP_017765196.1, XP_017765195.1, XP_017765197.1, XP_017765198.1	XP_015177428.1, XP_015177411.1, XP_015177397.1, XP_015177404.1, XP_015177419.1
OG0000286	XP_017753405.1	XP_015177521.1
OG0000287	XP_017764927.1, XP_017764926.1	XP_015187469.1
OG0000288	XP_017767044.1	XP_015186294.1
OG0000288	XP_017761352.1	XP_015183873.1
OG0000289	XP_017765987.1, XP_017765989.1	XP_015177216.1, XP_015177215.1, XP_015177214.1
OG0000290	XP_017763460.1	XP_015179247.1
OG0000291	XP_017752827.1	XP_015182037.1
OG0000291	XP_017756608.1	XP_015174407.1
OG0000292	XP_017765489.1	XP_015175924.1
OG0000293	XP_017758690.1, XP_017758689.1	XP_015179982.1, XP_015180247.1
OG0000294	XP_017765685.1	XP_015190559.1
OG0000294	XP_017765684.1	XP_015175803.1, XP_015190974.1, XP_015190973.1, XP_015189890.1, XP_015190560.1
OG0000295	XP_017755677.1, XP_017755678.1, XP_017755679.1	XP_015185216.1, XP_015185218.1, XP_015185219.1, XP_015185221.1, XP_015185220.1
OG0000296	XP_017766587.1, XP_017766604.1, XP_017766595.1	XP_015175143.1
OG0000298	XP_017757484.1, XP_017757482.1, XP_017757483.1	XP_015178198.1
OG0000299	XP_017755445.1, XP_017755442.1, XP_017755443.1, XP_017755448.1, XP_017755446.1, XP_017755441.1, XP_017755444.1	XP_015173742.1, XP_015173740.1, XP_015173741.1
OG0000300	XP_017759087.1	XP_015174564.1, XP_015174566.1, XP_015174563.1, XP_015174565.1, XP_015174562.1
OG0000301	XP_017763305.1	XP_015180681.1
OG0000301	XP_017755344.1	XP_015183588.1
OG0000302	XP_017756514.1	XP_015171510.1
OG0000302	XP_017765394.1	XP_015178748.1
OG0000303	XP_017764406.1	XP_015174186.1
OG0000303	XP_017754823.1	XP_015179972.1
OG0000304	XP_017761260.1, XP_017761259.1	XP_015186040.1, XP_015186043.1, XP_015186044.1, XP_015186041.1, XP_015186042.1, XP_015186039.1
OG0000305	XP_017765349.1	XP_015181733.1
OG0000307	XP_017759960.1, XP_017759969.1	XP_015176072.1
OG0000308	XP_017758002.1	XP_015172660.1
OG0000309	XP_017763310.1, XP_017763311.1, XP_017763312.1, XP_017763314.1, XP_017763313.1	XP_015185206.1, XP_015185207.1
OG0000310	XP_017756405.1	XP_015178812.1, XP_015178815.1, XP_015178811.1
OG0000311	XP_017755083.1	XP_015189996.1
OG0000312	XP_017756660.1	XP_015172100.1, XP_015172101.1
OG0000313	XP_017754942.1, XP_017754937.1, XP_017754936.1	XP_015186194.1
OG0000314	XP_017758035.1	XP_015173286.1
OG0000314	XP_017758038.1	XP_015174831.1, XP_015174832.1
OG0000315	XP_017764336.1	XP_015181547.1
OG0000316	XP_017766083.1	XP_015188891.1
OG0000316	XP_017757874.1	XP_015185171.1
OG0000317	XP_017761493.1	XP_015174046.1
OG0000318	XP_017762165.1, XP_017762164.1	XP_015181576.1
OG0000319	XP_017760713.1, XP_017760712.1	XP_015177103.1, XP_015177105.1, XP_015177107.1, XP_015177104.1
OG0000320	XP_017759304.1	XP_015190093.1
OG0000321	XP_017755188.1	XP_015180736.1, XP_015180737.1, XP_015180734.1, XP_015180735.1, XP_015180740.1, XP_015180739.1, XP_015180738.1
OG0000322	XP_017767430.1	XP_015180479.1
OG0000322	XP_017753136.1	XP_015177862.1, XP_015177861.1
OG0000323	XP_017763945.1	XP_015190020.1, XP_015190019.1
OG0000324	XP_017756740.1, XP_017756722.1	XP_015191559.1
OG0000324	XP_017767619.1	XP_015178081.1
OG0000325	XP_017765155.1, XP_017765156.1	XP_015182480.1
OG0000327	XP_017763918.1, XP_017763923.1	XP_015171979.1, XP_015171973.1
OG0000330	XP_017758286.1	XP_015171434.1
OG0000332	XP_017756662.1, XP_017756661.1, XP_017756664.1, XP_017756663.1	XP_015172020.1, XP_015172019.1, XP_015172018.1
OG0000333	XP_017765836.1	XP_015171023.1
OG0000333	XP_017757044.1, XP_017757045.1	XP_015171557.1
OG0000334	XP_017766255.1	XP_015182857.1, XP_015182847.1, XP_015182876.1, XP_015182866.1, XP_015182885.1
OG0000335	XP_017753603.1	XP_015180888.1, XP_015180897.1
OG0000336	XP_017759573.1, XP_017759574.1	XP_015191296.1, XP_015191294.1, XP_015191295.1
OG0000336	XP_017752435.1	XP_015176027.1
OG0000337	XP_017762307.1, XP_017762308.1	XP_015172545.1
OG0000338	XP_017766197.1	XP_015175675.1
OG0000338	XP_017755254.1	XP_015184789.1
OG0000339	XP_017757611.1	XP_015182663.1
OG0000339	XP_017759579.1	XP_015185741.1
OG0000340	XP_017755326.1	XP_015184769.1
OG0000340	XP_017753847.1	XP_015184668.1
OG0000341	XP_017755798.1	XP_015185152.1, XP_015185154.1, XP_015185153.1
OG0000342	XP_017760957.1	XP_015178419.1
OG0000342	XP_017760896.1	XP_015186344.1, XP_015186343.1
OG0000343	XP_017758657.1	XP_015190431.1
OG0000344	XP_017753496.1	XP_015185092.1, XP_015185090.1, XP_015185091.1
OG0000345	XP_017757359.1	XP_015174394.1
OG0000347	XP_017760444.1	XP_015184796.1
OG0000349	XP_017752184.1	XP_015187454.1, XP_015187451.1, XP_015187456.1, XP_015187457.1, XP_015187458.1, XP_015187459.1, XP_015187452.1, XP_015187453.1, XP_015187455.1
OG0000350	XP_017754876.1	XP_015175799.1
OG0000351	XP_017755390.1	XP_015174757.1, XP_015174756.1
OG0000352	XP_017766410.1, XP_017766415.1, XP_017766414.1, XP_017766413.1, XP_017766412.1, XP_017766409.1	XP_015181417.1, XP_015181418.1
OG0000354	XP_017753319.1	XP_015171447.1, XP_015171656.1, XP_015171448.1, XP_015171446.1, XP_015171444.1
OG0000356	XP_017765649.1	XP_015182715.1
OG0000356	XP_017765651.1	XP_015182720.1
OG0000357	XP_017759380.1, XP_017759381.1, XP_017759382.1, XP_017759385.1	XP_015188589.1, XP_015188587.1
OG0000358	XP_017759671.1	XP_015171782.1, XP_015171781.1
OG0000360	XP_017762004.1, XP_017762005.1	XP_015176956.1, XP_015176958.1, XP_015176954.1, XP_015176957.1, XP_015176955.1
OG0000361	XP_017753785.1, XP_017753784.1, XP_017753781.1, XP_017753782.1, XP_017753780.1	XP_015184937.1
OG0000362	XP_017755150.1	XP_015173895.1
OG0000362	XP_017755152.1	XP_015173885.1
OG0000364	XP_017758712.1	XP_015188098.1
OG0000365	XP_017759636.1	XP_015179288.1
OG0000367	XP_017766253.1, XP_017766254.1	XP_015182782.1, XP_015182806.1, XP_015182797.1, XP_015182814.1, XP_015182789.1, XP_015182824.1, XP_015182836.1
OG0000368	XP_017755345.1	XP_015183589.1
OG0000368	XP_017759263.1	XP_015172806.1, XP_015172805.1
OG0000369	XP_017753797.1	XP_015181056.1
OG0000369	XP_017753492.1	XP_015171819.1, XP_015171821.1
OG0000370	XP_017759441.1	XP_015172523.1
OG0000370	XP_017759426.1, XP_017759428.1	XP_015172522.1
OG0000371	XP_017762074.1, XP_017762077.1, XP_017762076.1	XP_015174595.1
OG0000372	XP_017764250.1	XP_015174581.1
OG0000372	XP_017763837.1	XP_015181940.1
OG0000375	XP_017761268.1	XP_015184082.1
OG0000377	XP_017764259.1	XP_015176492.1
OG0000377	XP_017761272.1	XP_015171536.1
OG0000378	XP_017752470.1, XP_017765630.1	XP_015191759.1
OG0000378	XP_017759126.1	XP_015191815.1
OG0000378	XP_017761771.1	XP_015182971.1
OG0000379	XP_017761255.1, XP_017762918.1	XP_015177176.1, XP_015177175.1
OG0000380	XP_017765450.1, XP_017765451.1	XP_015187034.1, XP_015187033.1, XP_015187032.1, XP_015187031.1
OG0000381	XP_017755846.1	XP_015181537.1
OG0000381	XP_017756302.1	XP_015187133.1
OG0000382	XP_017764706.1	XP_015176221.1, XP_015176213.1
OG0000382	XP_017756297.1	XP_015181021.1
OG0000383	XP_017752213.1, XP_017754355.1, XP_017765614.1, XP_017757733.1, XP_017757743.1, XP_017765599.1	XP_015189753.1, XP_015189965.1
OG0000384	XP_017762986.1	XP_015187803.1
OG0000384	XP_017762983.1	XP_015187798.1
OG0000386	XP_017760506.1	XP_015184892.1
OG0000386	XP_017760505.1	XP_015184894.1
OG0000387	XP_017765562.1	XP_015181663.1
OG0000388	XP_017756252.1	XP_015182150.1
OG0000388	XP_017762309.1	XP_015172563.1
OG0000389	XP_017754144.1, XP_017754145.1, XP_017765438.1	XP_015187563.1, XP_015187565.1
OG0000390	XP_017765126.1	XP_015182432.1
OG0000391	XP_017756312.1, XP_017756313.1, XP_017756314.1	XP_015183972.1
OG0000394	XP_017763543.1, XP_017763544.1, XP_017763542.1	XP_015185400.1
OG0000395	XP_017755145.1	XP_015185269.1
OG0000395	XP_017757261.1	XP_015177347.1, XP_015177346.1, XP_015177348.1
OG0000396	XP_017754976.1	XP_015187490.1
OG0000397	XP_017764495.1	XP_015177509.1
OG0000398	XP_017757742.1	XP_015187922.1
OG0000399	XP_017754964.1, XP_017754956.1, XP_017754963.1, XP_017754969.1, XP_017754971.1	XP_015182944.1, XP_015182929.1, XP_015182934.1, XP_015182937.1
OG0000400	XP_017763814.1, XP_017763819.1	XP_015182549.1
OG0000401	XP_017757598.1, XP_017757597.1, XP_017757596.1	XP_015182165.1
OG0000402	XP_017752210.1	XP_015177188.1
OG0000403	XP_017766039.1, XP_017766040.1	XP_015178385.1, XP_015178387.1, XP_015178377.1
OG0000405	XP_017767431.1	XP_015186119.1
OG0000405	XP_017762934.1	XP_015174613.1
OG0000406	XP_017760186.1	XP_015173272.1
OG0000407	XP_017760467.1	XP_015191347.1
OG0000407	XP_017760466.1	XP_015191346.1, XP_015191345.1
OG0000408	XP_017758201.1	XP_015178819.1
OG0000408	XP_017765146.1	XP_015191524.1
OG0000409	XP_017758237.1, XP_017758236.1, XP_017758234.1	XP_015174711.1
OG0000410	XP_017767597.1	XP_015184965.1
OG0000410	XP_017763643.1	XP_015175254.1
OG0000411	XP_017764894.1	XP_015183849.1
OG0000411	XP_017762783.1	XP_015189262.1
OG0000412	XP_017767155.1	XP_015191503.1
OG0000413	XP_017764657.1, XP_017764658.1	XP_015191329.1, XP_015191331.1, XP_015191330.1
OG0000414	XP_017763461.1	XP_015178993.1
OG0000414	XP_017763519.1	XP_015178987.1, XP_015178791.1
OG0000415	XP_017757147.1	XP_015174243.1
OG0000416	XP_017754141.1	XP_015172129.1
OG0000418	XP_017767766.1	XP_015175385.1
OG0000419	XP_017757934.1	XP_015177458.1, XP_015177457.1
OG0000420	XP_017766476.1	XP_015181420.1
OG0000420	XP_017766479.1	XP_015181419.1
OG0000421	XP_017762179.1	XP_015180338.1
OG0000423	XP_017757187.1	XP_015173683.1
OG0000424	XP_017760417.1	XP_015173437.1
OG0000425	XP_017767385.1	XP_015171046.1, XP_015171045.1, XP_015171044.1, XP_015171049.1, XP_015171050.1
OG0000426	XP_017755944.1	XP_015178943.1, XP_015178944.1, XP_015178945.1
OG0000427	XP_017766053.1	XP_015175837.1
OG0000427	XP_017767685.1	XP_015179186.1
OG0000428	XP_017760527.1, XP_017758550.1	XP_015186351.1
OG0000429	XP_017760481.1	XP_015182920.1
OG0000430	XP_017760973.1, XP_017765420.1, XP_017765421.1	XP_015189386.1, XP_015189389.1, XP_015189214.1, XP_015189213.1
OG0000431	XP_017763663.1	XP_015171179.1, XP_015171182.1
OG0000432	XP_017755867.1, XP_017755868.1	XP_015190207.1
OG0000434	XP_017767592.1	XP_015178277.1
OG0000435	XP_017766509.1	XP_015185173.1
OG0000436	XP_017756249.1	XP_015182179.1
OG0000436	XP_017756254.1	XP_015180038.1
OG0000437	XP_017764057.1	XP_015176927.1
OG0000438	XP_017757414.1	XP_015184824.1
OG0000439	XP_017765335.1, XP_017765337.1, XP_017765336.1	XP_015190706.1, XP_015190707.1, XP_015190704.1, XP_015190705.1
OG0000440	XP_017765192.1, XP_017765191.1	XP_015176418.1
OG0000441	XP_017763129.1	XP_015174801.1
OG0000442	XP_017767104.1, XP_017767103.1, XP_017767102.1	XP_015178722.1, XP_015178721.1
OG0000443	XP_017753252.1, XP_017761508.1	XP_015178167.1
OG0000444	XP_017760787.1	XP_015177117.1, XP_015177118.1, XP_015177116.1
OG0000445	XP_017766891.1	XP_015179205.1
OG0000445	XP_017766424.1, XP_017766903.1	XP_015179206.1
OG0000446	XP_017756753.1	XP_015184677.1, XP_015184674.1, XP_015184676.1, XP_015184675.1, XP_015184678.1
OG0000447	XP_017764213.1, XP_017764211.1, XP_017764212.1	XP_015183158.1, XP_015183157.1, XP_015183156.1
OG0000448	XP_017761116.1, XP_017761117.1	XP_015182614.1, XP_015182606.1, XP_015182597.1
OG0000449	XP_017760841.1	XP_015183775.1, XP_015183773.1
OG0000450	XP_017757968.1, XP_017764822.1, XP_017764827.1	XP_015171123.1
OG0000451	XP_017755102.1	XP_015172179.1
OG0000452	XP_017760703.1	XP_015183772.1
OG0000452	XP_017753133.1	XP_015175979.1
OG0000453	XP_017761581.1, XP_017761580.1, XP_017761579.1, XP_017761577.1, XP_017761578.1, XP_017761582.1	XP_015172208.1, XP_015172207.1
OG0000454	XP_017752876.1	XP_015175549.1
OG0000455	XP_017754652.1, XP_017754659.1, XP_017754667.1	XP_015177184.1
OG0000456	XP_017755210.1	XP_015186589.1, XP_015186587.1, XP_015186591.1, XP_015186590.1
OG0000457	XP_017752188.1	XP_015182902.1
OG0000458	XP_017754095.1, XP_017754093.1, XP_017754097.1, XP_017754096.1	XP_015175800.1
OG0000459	XP_017767481.1	XP_015191361.1, XP_015191365.1, XP_015191363.1, XP_015191364.1, XP_015191360.1
OG0000460	XP_017764843.1	XP_015181326.1
OG0000460	XP_017764840.1	XP_015181394.1
OG0000461	XP_017766569.1, XP_017766568.1	XP_015176525.1, XP_015176524.1, XP_015176522.1, XP_015176523.1, XP_015176526.1
OG0000462	XP_017752839.1, XP_017752838.1	XP_015178560.1, XP_015178559.1
OG0000463	XP_017766062.1, XP_017766066.1	XP_015177816.1
OG0000464	XP_017760977.1	XP_015171757.1
OG0000464	XP_017760978.1	XP_015190554.1, XP_015190767.1
OG0000465	XP_017755355.1	XP_015173894.1, XP_015177167.1
OG0000466	XP_017760318.1	XP_015186604.1
OG0000467	XP_017760720.1, XP_017760721.1, XP_017760722.1, XP_017760723.1, XP_017760724.1	XP_015188253.1, XP_015188252.1, XP_015188251.1, XP_015188257.1, XP_015188256.1, XP_015188255.1, XP_015188254.1
OG0000468	XP_017762072.1	XP_015187171.1, XP_015187167.1
OG0000469	XP_017758614.1, XP_017758616.1, XP_017758615.1	XP_015171607.1
OG0000470	XP_017761039.1, XP_017761040.1	XP_015173543.1, XP_015173542.1, XP_015173541.1, XP_015173540.1, XP_015173545.1, XP_015173544.1
OG0000471	XP_017755852.1, XP_017755854.1, XP_017755853.1, XP_017755851.1, XP_017755856.1, XP_017755858.1, XP_017755857.1	XP_015185649.1, XP_015185648.1, XP_015185647.1
OG0000472	XP_017764392.1, XP_017764391.1	XP_015185084.1
OG0000474	XP_017753055.1, XP_017753056.1, XP_017753057.1	XP_015180603.1, XP_015180594.1
OG0000475	XP_017765216.1	XP_015181248.1
OG0000476	XP_017755919.1	XP_015173211.1
OG0000477	XP_017757581.1	XP_015171953.1
OG0000478	XP_017760173.1	XP_015182315.1
OG0000479	XP_017762280.1	XP_015182767.1
OG0000480	XP_017755956.1	XP_015182359.1
OG0000482	XP_017764103.1, XP_017764335.1	XP_015181543.1
OG0000483	XP_017766007.1	XP_015184934.1, XP_015184933.1
OG0000485	XP_017764492.1	XP_015177478.1
OG0000486	XP_017753139.1	XP_015175277.1
OG0000487	XP_017757539.1	XP_015188388.1
OG0000487	XP_017757493.1	XP_015188389.1, XP_015188390.1
OG0000488	XP_017752738.1	XP_015190452.1, XP_015190451.1
OG0000489	XP_017765531.1	XP_015175904.1, XP_015175906.1, XP_015175905.1, XP_015175903.1, XP_015175902.1
OG0000490	XP_017761469.1, XP_017761468.1	XP_015178097.1
OG0000492	XP_017752426.1	XP_015188688.1
OG0000493	XP_017765376.1, XP_017765374.1, XP_017765375.1	XP_015177031.1, XP_015177042.1
OG0000495	XP_017759663.1	XP_015182063.1
OG0000496	XP_017762833.1	XP_015186575.1
OG0000497	XP_017767399.1	XP_015190639.1, XP_015190640.1
OG0000497	XP_017755579.1	XP_015186732.1
OG0000498	XP_017758969.1	XP_015175025.1, XP_015175023.1, XP_015175024.1
OG0000500	XP_017761772.1	XP_015191578.1
OG0000500	XP_017761183.1	XP_015191564.1
OG0000501	XP_017752927.1	XP_015181826.1
OG0000501	XP_017752878.1	XP_015181954.1
OG0000502	XP_017767048.1	XP_015177168.1
OG0000502	XP_017767049.1	XP_015177169.1
OG0000503	XP_017752365.1	XP_015191090.1, XP_015191088.1, XP_015191087.1
OG0000504	XP_017767069.1, XP_017767072.1, XP_017767071.1, XP_017767073.1, XP_017767070.1	XP_015172635.1
OG0000505	XP_017759884.1	XP_015191833.1
OG0000505	XP_017759849.1	XP_015191857.1
OG0000506	XP_017758652.1	XP_015190400.1
OG0000506	XP_017759175.1	XP_015175789.1, XP_015175788.1, XP_015175791.1, XP_015175790.1, XP_015175793.1
OG0000507	XP_017754721.1	XP_015171471.1
OG0000508	XP_017765669.1	XP_015183031.1
OG0000509	XP_017752232.1	XP_015187013.1
OG0000510	XP_017764993.1, XP_017764990.1, XP_017764991.1, XP_017764992.1	XP_015179474.1
OG0000511	XP_017753404.1	XP_015177522.1
OG0000512	XP_017755745.1	XP_015175595.1
OG0000516	XP_017756415.1, XP_017756414.1, XP_017756413.1	XP_015190498.1
OG0000517	XP_017767580.1	XP_015189099.1
OG0000517	XP_017767581.1	XP_015181380.1
OG0000518	XP_017759880.1, XP_017759879.1	XP_015179647.1, XP_015179648.1, XP_015179649.1
OG0000519	XP_017757117.1	XP_015185214.1
OG0000520	XP_017759664.1	XP_015175185.1
OG0000522	XP_017755160.1, XP_017755159.1	XP_015174040.1
OG0000522	XP_017767119.1	XP_015178697.1
OG0000523	XP_017765350.1	XP_015182265.1, XP_015182279.1, XP_015182347.1
OG0000525	XP_017754648.1, XP_017754647.1	XP_015184198.1, XP_015184199.1, XP_015184200.1, XP_015184201.1, XP_015184202.1
OG0000526	XP_017755908.1	XP_015190607.1
OG0000526	XP_017758194.1	XP_015191120.1
OG0000527	XP_017766748.1	XP_015171347.1
OG0000528	XP_017762867.1	XP_015173596.1
OG0000529	XP_017754360.1	XP_015180779.1
OG0000529	XP_017763747.1	XP_015174000.1
OG0000530	XP_017767203.1	XP_015172268.1
OG0000530	XP_017767201.1	XP_015172277.1
OG0000531	XP_017753323.1	XP_015171584.1
OG0000533	XP_017764893.1	XP_015187513.1, XP_015187512.1
OG0000536	XP_017761064.1, XP_017761063.1	XP_015188262.1
OG0000537	XP_017757435.1	XP_015188368.1
OG0000538	XP_017757767.1	XP_015191382.1
OG0000538	XP_017757736.1	XP_015191546.1
OG0000539	XP_017765504.1, XP_017763340.1, XP_017764282.1	XP_015187525.1
OG0000540	XP_017753865.1, XP_017753866.1	XP_015188027.1
OG0000541	XP_017764540.1	XP_015184399.1, XP_015184400.1, XP_015184401.1, XP_015184397.1
OG0000542	XP_017762932.1	XP_015173526.1, XP_015173523.1, XP_015173522.1, XP_015173525.1, XP_015173524.1, XP_015173519.1, XP_015173521.1, XP_015173520.1, XP_015173529.1, XP_015173527.1
OG0000543	XP_017755175.1, XP_017755174.1	XP_015176987.1
OG0000544	XP_017753908.1	XP_015184916.1
OG0000545	XP_017759224.1	XP_015190238.1
OG0000546	XP_017758848.1	XP_015182760.1
OG0000547	XP_017761219.1	XP_015181073.1
OG0000548	XP_017765221.1	XP_015179381.1
OG0000549	XP_017764048.1, XP_017764049.1	XP_015189695.1, XP_015189694.1, XP_015185177.1, XP_015182055.1
OG0000550	XP_017753481.1, XP_017753451.1	XP_015171822.1
OG0000551	XP_017763807.1	XP_015183166.1
OG0000552	XP_017756310.1	XP_015187785.1
OG0000552	XP_017765414.1	XP_015180360.1
OG0000553	XP_017754292.1, XP_017754291.1	XP_015171078.1, XP_015171077.1
OG0000554	XP_017763505.1	XP_015177001.1
OG0000554	XP_017753778.1	XP_015175654.1, XP_015175655.1
OG0000555	XP_017758351.1	XP_015178311.1
OG0000555	XP_017758485.1	XP_015178478.1
OG0000556	XP_017757477.1	XP_015186802.1
OG0000557	XP_017765671.1, XP_017765673.1, XP_017765670.1, XP_017765672.1	XP_015175082.1, XP_015175084.1
OG0000558	XP_017757529.1	XP_015179999.1
OG0000558	XP_017761631.1	XP_015188663.1
OG0000559	XP_017763320.1, XP_017763321.1, XP_017763322.1, XP_017763325.1, XP_017763324.1, XP_017763323.1, XP_017763326.1	XP_015179651.1, XP_015179617.1, XP_015179643.1, XP_015179626.1, XP_015179633.1
OG0000560	XP_017761843.1, XP_017761844.1, XP_017761841.1, XP_017761842.1	XP_015179179.1, XP_015179183.1, XP_015179178.1, XP_015179180.1, XP_015179181.1, XP_015179184.1
OG0000561	XP_017763162.1	XP_015174740.1
