Orthogroup	Eufriesea_mexicana	Megachile_rotundata
OG0000194	XP_017756836.1	XP_003700093.1
OG0000194	XP_017756838.1	XP_012152398.1
OG0000196	XP_017756213.1	XP_012134628.1
OG0000196	XP_017757746.1, XP_017757744.1, XP_017757745.1	XP_012143079.1
OG0000197	XP_017753812.1	XP_012144858.1
OG0000197	XP_017753801.1, XP_017753795.1	XP_003699822.1
OG0000198	XP_017761419.1, XP_017761421.1	XP_012136053.1, XP_012136051.1
OG0000199	XP_017764995.1	XP_012153319.1
OG0000200	XP_017759260.1	XP_003701725.1
OG0000200	XP_017760688.1	XP_003700547.1
OG0000200	XP_017760689.1	XP_012154376.1
OG0000201	XP_017757589.1	XP_012148479.1
OG0000201	XP_017757600.1	XP_012148478.1
OG0000202	XP_017755518.1	XP_012139160.1
OG0000202	XP_017765124.1	XP_012137745.1
OG0000203	XP_017759088.1	XP_003705579.2
OG0000204	XP_017766805.1	XP_003704418.1
OG0000205	XP_017752413.1, XP_017752414.1	XP_003705021.1, XP_012144620.1, XP_012144622.1, XP_012144618.1, XP_012144619.1
OG0000206	XP_017762170.1	XP_003707704.1
OG0000206	XP_017762186.1, XP_017762192.1, XP_017762190.1, XP_017762189.1, XP_017762187.1, XP_017762188.1	XP_012150998.1
OG0000207	XP_017760687.1	XP_012146454.1
OG0000207	XP_017756106.1	XP_012134609.1
OG0000207	XP_017756102.1	XP_012134607.1
OG0000208	XP_017756194.1	XP_012134606.1
OG0000208	XP_017760651.1	XP_012135224.1
OG0000208	XP_017760663.1	XP_012139840.1, XP_003699567.1
OG0000208	XP_017765005.1	XP_012136964.1
OG0000209	XP_017756958.1, XP_017756959.1, XP_017756956.1, XP_017756957.1, XP_017756954.1, XP_017756955.1, XP_017756953.1, XP_017756961.1	XP_012150853.1, XP_012150852.1, XP_003707562.1
OG0000210	XP_017766080.1	XP_003703387.1
OG0000210	XP_017767327.1	XP_012148961.1
OG0000210	XP_017766960.1	XP_012137421.1
OG0000212	XP_017759725.1	XP_003700908.2
OG0000212	XP_017760333.1, XP_017760334.1	XP_003702536.2
OG0000213	XP_017755129.1, XP_017755127.1, XP_017755128.1	XP_012141554.1, XP_003703563.1, XP_012141555.1, XP_012141556.1, XP_012141557.1
OG0000214	XP_017752245.1	XP_003703502.1
OG0000214	XP_017752185.1	XP_003700432.2
OG0000215	XP_017765029.1	XP_003705904.2
OG0000216	XP_017761217.1	XP_003699552.2
OG0000217	XP_017766098.1	XP_003703360.2
OG0000218	XP_017762070.1	XP_012146998.1, XP_012146997.1, XP_012147000.1, XP_012146999.1, XP_012146995.1, XP_012146996.1
OG0000219	XP_017755416.1, XP_017755417.1, XP_017755418.1, XP_017755419.1	XP_003707713.1, XP_012151048.1
OG0000220	XP_017767298.1, XP_017767297.1	XP_003706502.1
OG0000221	XP_017758018.1, XP_017758012.1, XP_017758010.1, XP_017758011.1, XP_017758017.1, XP_017758016.1, XP_017758009.1, XP_017758013.1	XP_003703821.1
OG0000223	XP_017759246.1	XP_003700060.2
OG0000223	XP_017762663.1	XP_012141734.1
OG0000224	XP_017765938.1	XP_003703036.2, XP_012139938.1
OG0000225	XP_017757175.1, XP_017757174.1, XP_017757173.1	XP_012147417.1, XP_012147416.1
OG0000225	XP_017766315.1	XP_012142097.1
OG0000226	XP_017766524.1	XP_012142841.1
OG0000226	XP_017766628.1, XP_017766627.1	XP_012142847.1
OG0000227	XP_017753440.1, XP_017753439.1	XP_012152961.1, XP_012152968.1, XP_012152963.1, XP_012152971.1
OG0000229	XP_017752613.1	XP_012153002.1, XP_012153001.1
OG0000230	XP_017761904.1	XP_003707766.1, XP_012151176.1, XP_012151175.1
OG0000230	XP_017766664.1, XP_017766665.1, XP_017766666.1	XP_012142731.1, XP_012142730.1, XP_003704424.1
OG0000231	XP_017757286.1	XP_012148493.1, XP_012148491.1, XP_012148494.1, XP_012148489.1, XP_003706704.1, XP_012148490.1
OG0000232	XP_017760637.1, XP_017760638.1	XP_012139351.1, XP_003702791.1
OG0000233	XP_017764854.1, XP_017764853.1, XP_017764855.1	XP_012151529.1, XP_012151530.1
OG0000234	XP_017761679.1	XP_003705839.1
OG0000235	XP_017760227.1	XP_012152694.1
OG0000236	XP_017758058.1	XP_003705969.1
OG0000236	XP_017758056.1	XP_012146799.1
OG0000237	XP_017755467.1	XP_012137591.1
OG0000237	XP_017755463.1	XP_012137578.1
OG0000239	XP_017766799.1	XP_003704346.1
OG0000240	XP_017763750.1	XP_003704786.1
OG0000241	XP_017758632.1	XP_012141585.1
OG0000243	XP_017763095.1, XP_017766909.1	XP_012137098.1
OG0000244	XP_017759937.1	XP_003702794.2
OG0000245	XP_017755476.1	XP_003707107.1
OG0000246	XP_017766874.1	XP_012143780.1
OG0000246	XP_017766882.1	XP_003704683.1
OG0000247	XP_017758708.1	XP_012150346.1
OG0000248	XP_017762295.1	XP_012151211.1
OG0000249	XP_017759215.1, XP_017759214.1, XP_017759216.1	XP_012140332.1
OG0000249	XP_017759219.1	XP_012140328.1
OG0000249	XP_017759218.1, XP_017759217.1	XP_012140331.1
OG0000250	XP_017767365.1	XP_003706993.1
OG0000250	XP_017752448.1	XP_012138594.1
OG0000251	XP_017763935.1	XP_012138655.1
OG0000251	XP_017756494.1	XP_012144355.1
OG0000252	XP_017759065.1, XP_017759064.1	XP_003706376.1
OG0000253	XP_017758167.1	XP_003708641.2
OG0000253	XP_017756999.1	XP_012153159.1, XP_012153161.1
OG0000254	XP_017755940.1	XP_012141089.1
OG0000254	XP_017757429.1	XP_012150104.1
OG0000255	XP_017758781.1	XP_003707576.1
OG0000256	XP_017763260.1	XP_012141779.1, XP_003703743.1, XP_012141781.1, XP_012141782.1, XP_012141780.1, XP_012141775.1, XP_012141774.1, XP_012141778.1, XP_012141777.1
OG0000257	XP_017762887.1	XP_012152627.1
OG0000257	XP_017762885.1	XP_003708278.1, XP_012152634.1
OG0000258	XP_017753799.1	XP_003708550.1
OG0000259	XP_017760199.1	XP_012141818.1, XP_012141819.1
OG0000260	XP_017761321.1, XP_017761870.1	XP_012147130.1
OG0000260	XP_017761871.1	XP_012149801.1
OG0000260	XP_017761868.1	XP_012149800.1
OG0000261	XP_017758628.1, XP_017758626.1, XP_017758627.1	XP_003708378.2, XP_012152145.1, XP_012152140.1, XP_003708132.1, XP_003703046.1, XP_012139949.1
OG0000263	XP_017760362.1, XP_017760363.1, XP_017760364.1	XP_012154514.1, XP_012154527.1, XP_012154521.1, XP_003699274.1
OG0000264	XP_017763058.1	XP_012141565.1
OG0000264	XP_017760279.1	XP_003706549.1, XP_012148148.1
OG0000265	XP_017758651.1	XP_003700852.1, XP_012135145.1
OG0000266	XP_017752229.1	XP_012142351.1, XP_012142346.1
OG0000266	XP_017753963.1	XP_003701377.1
OG0000268	XP_017764685.1	XP_003704992.1
OG0000269	XP_017759815.1	XP_003707502.1
OG0000270	XP_017761333.1	XP_012137596.1
OG0000270	XP_017763346.1	XP_003701983.1
OG0000271	XP_017757031.1	XP_003703932.2
OG0000272	XP_017757070.1, XP_017761053.1	XP_012137264.1
OG0000272	XP_017767088.1	XP_012137477.1
OG0000273	XP_017759692.1	XP_012152922.1
OG0000273	XP_017767195.1	XP_003708387.1
OG0000274	XP_017761345.1	XP_012150333.1
OG0000276	XP_017766286.1	XP_012146515.1
OG0000277	XP_017761525.1, XP_017761523.1, XP_017761524.1	XP_012139530.1, XP_003702918.1, XP_012139529.1
OG0000278	XP_017763984.1	XP_012140846.1
OG0000279	XP_017766856.1	XP_003704233.1
OG0000281	XP_017766298.1	XP_003705781.1
OG0000281	XP_017761387.1, XP_017761388.1	XP_003707314.1
OG0000282	XP_017764157.1	XP_012151413.1
OG0000283	XP_017758719.1	XP_012145591.1
OG0000284	XP_017759685.1	XP_012138543.1
OG0000284	XP_017757405.1	XP_012145095.1
OG0000284	XP_017762765.1	XP_012137964.1
OG0000285	XP_017766324.1	XP_003699411.2
OG0000286	XP_017765196.1, XP_017765195.1, XP_017765197.1, XP_017765198.1	XP_003701800.2
OG0000287	XP_017764927.1, XP_017764926.1	XP_012148331.1
OG0000287	XP_017764925.1	XP_003706601.1
OG0000288	XP_017767044.1	XP_012136951.1
OG0000288	XP_017761352.1	XP_003707452.1
OG0000289	XP_017765987.1, XP_017765989.1	XP_012144635.1
OG0000290	XP_017763460.1	XP_012141017.1, XP_012141018.1, XP_012141019.1, XP_012141016.1
OG0000291	XP_017752827.1	XP_012136291.1
OG0000291	XP_017752808.1	XP_012136349.1, XP_012136290.1
OG0000292	XP_017765489.1	XP_012146321.1
OG0000293	XP_017758690.1, XP_017758689.1	XP_003706108.2
OG0000294	XP_017765685.1	XP_012138436.1
OG0000294	XP_017765684.1	XP_012138238.1
OG0000295	XP_017755677.1, XP_017755678.1, XP_017755679.1	XP_012145127.1, XP_012145128.1, XP_003705274.1
OG0000296	XP_017766587.1, XP_017766604.1, XP_017766595.1	XP_012136932.1, XP_003701648.1, XP_012136934.1, XP_012136933.1, XP_012136935.1
OG0000297	XP_017763070.1	XP_003703683.1
OG0000298	XP_017757484.1, XP_017757482.1, XP_017757483.1	XP_012139175.1, XP_003702628.1
OG0000299	XP_017755445.1, XP_017755442.1, XP_017755443.1, XP_017755448.1, XP_017755446.1, XP_017755441.1, XP_017755444.1	XP_003707712.2
OG0000300	XP_017755193.1	XP_012153075.1
OG0000300	XP_017759087.1	XP_003705565.1
OG0000301	XP_017763305.1	XP_012145465.1, XP_003705403.1
OG0000301	XP_017755344.1	XP_003700755.1
OG0000302	XP_017756514.1	XP_012135451.1
OG0000302	XP_017765394.1	XP_003705687.2, XP_003707086.1, XP_012149383.1
OG0000303	XP_017764406.1	XP_012154089.1
OG0000303	XP_017754771.1	XP_012151306.1, XP_012151111.1
OG0000303	XP_017754823.1	XP_003700589.2
OG0000304	XP_017761260.1, XP_017761259.1	XP_003702511.1
OG0000305	XP_017765349.1	XP_003705033.1
OG0000306	XP_017757433.1	XP_012145085.1, XP_012145087.1, XP_012145089.1
OG0000306	XP_017757434.1	XP_012145088.1
OG0000307	XP_017759960.1, XP_017759969.1	XP_012145496.1, XP_012145495.1, XP_012145494.1, XP_012145493.1, XP_012145497.1
OG0000308	XP_017758002.1	XP_012148928.1, XP_012148929.1, XP_012148931.1, XP_012148932.1, XP_003706809.1, XP_012148927.1, XP_012148935.1, XP_012148934.1, XP_012148933.1, XP_012148938.1, XP_012148937.1, XP_012148926.1
OG0000309	XP_017763310.1, XP_017763311.1, XP_017763312.1, XP_017763314.1, XP_017763313.1	XP_012154330.1, XP_003700520.1
OG0000310	XP_017756405.1	XP_012136599.1, XP_003701573.1
OG0000311	XP_017755083.1	XP_012145310.1
OG0000312	XP_017756660.1	XP_012149526.1
OG0000313	XP_017754942.1	XP_003701165.1
OG0000313	XP_017754937.1, XP_017754936.1	XP_003701166.1
OG0000314	XP_017758035.1	XP_012143927.1, XP_012143925.1, XP_012143926.1
OG0000314	XP_017758038.1	XP_003704743.2, XP_012143918.1
OG0000315	XP_017764336.1	XP_012147112.1, XP_012147113.1
OG0000316	XP_017766083.1	XP_012149717.1
OG0000316	XP_017757874.1	XP_012137523.1
OG0000317	XP_017761493.1	XP_012148424.1, XP_003699981.1, XP_012148458.1, XP_012148442.1, XP_012148439.1, XP_012148433.1, XP_012148450.1
OG0000318	XP_017762165.1, XP_017762164.1	XP_003704099.2
OG0000319	XP_017760713.1, XP_017760712.1	XP_012135023.1
OG0000320	XP_017759304.1	XP_012152561.1
OG0000321	XP_017755188.1	XP_003708518.1
OG0000322	XP_017767430.1	XP_003706986.1
OG0000322	XP_017753136.1	XP_003703099.1
OG0000323	XP_017763945.1	XP_003702453.2
OG0000324	XP_017756722.1	XP_012141998.1
OG0000324	XP_017767619.1	XP_012143166.1
OG0000325	XP_017765155.1, XP_017765156.1	XP_003702122.1
OG0000327	XP_017762798.1, XP_017762808.1	XP_012137702.1
OG0000327	XP_017763918.1, XP_017763923.1	XP_003701781.1
OG0000330	XP_017762511.1	XP_012144480.1
OG0000330	XP_017758286.1	XP_003702707.2
OG0000331	XP_017765690.1, XP_017765650.1, XP_017765658.1, XP_017765592.1, XP_017765699.1, XP_017765643.1, XP_017765683.1, XP_017765677.1, XP_017765668.1	XP_003705686.1
OG0000332	XP_017756662.1, XP_017756661.1, XP_017756664.1, XP_017756663.1	XP_012149524.1, XP_003707142.1
OG0000333	XP_017765836.1	XP_003703002.2
OG0000334	XP_017766255.1	XP_003706965.2
OG0000335	XP_017753603.1	XP_012154285.1, XP_012154283.1, XP_012154287.1, XP_012154284.1, XP_012154288.1, XP_012154289.1, XP_012154290.1, XP_003700441.1
OG0000336	XP_017759573.1, XP_017759574.1	XP_012148014.1
OG0000336	XP_017752435.1	XP_003706072.1
OG0000337	XP_017762307.1, XP_017762308.1	XP_012135630.1
OG0000338	XP_017766197.1	XP_012142275.1
OG0000339	XP_017757611.1	XP_003702674.1
OG0000339	XP_017759579.1	XP_003705530.1, XP_012145886.1
OG0000340	XP_017755326.1	XP_012136431.1
OG0000340	XP_017753847.1	XP_012145764.1, XP_012145765.1
OG0000341	XP_017755798.1	XP_003704822.1, XP_012144121.1, XP_012144124.1, XP_012144125.1
OG0000342	XP_017760957.1	XP_012154374.1
OG0000342	XP_017760896.1	XP_012154383.1
OG0000343	XP_017758657.1	XP_012135157.1
OG0000344	XP_017753496.1	XP_012141836.1, XP_012141838.1, XP_012141835.1, XP_012141839.1
OG0000345	XP_017757359.1	XP_003708165.1
OG0000347	XP_017760444.1	XP_003702599.1, XP_012139080.1
OG0000348	XP_017764301.1, XP_017764298.1, XP_017764303.1, XP_017764300.1, XP_017764299.1, XP_017764302.1	XP_012147890.1
OG0000349	XP_017752184.1	XP_012154317.1
OG0000350	XP_017754876.1	XP_012135254.1, XP_012135256.1, XP_012135255.1, XP_012135258.1, XP_012135257.1
OG0000351	XP_017755390.1	XP_012147200.1
OG0000352	XP_017766410.1, XP_017766415.1, XP_017766414.1, XP_017766413.1, XP_017766412.1, XP_017766409.1	XP_012138374.1, XP_012138375.1, XP_012138376.1
OG0000354	XP_017753319.1	XP_012140182.1
OG0000356	XP_017765651.1	XP_012152175.1
OG0000357	XP_017759380.1, XP_017759381.1, XP_017759382.1, XP_017759385.1	XP_012152486.1, XP_003708319.1
OG0000358	XP_017759671.1	XP_012143873.1, XP_012143874.1, XP_012143872.1, XP_003704704.1
OG0000360	XP_017762004.1, XP_017762005.1	XP_012142588.1, XP_012142586.1, XP_012142587.1, XP_012142583.1, XP_012142584.1, XP_012142581.1, XP_012142582.1, XP_003704153.1
OG0000361	XP_017753785.1, XP_017753784.1, XP_017753781.1, XP_017753782.1, XP_017753780.1	XP_012153467.1, XP_012153468.1, XP_003708557.1
OG0000362	XP_017755150.1	XP_003708510.2
OG0000362	XP_017755152.1	XP_003708511.1
OG0000363	XP_017759415.1	XP_012135320.1
OG0000364	XP_017758712.1	XP_003707298.1, XP_012150131.1, XP_012150132.1
OG0000365	XP_017759636.1	XP_012137131.1, XP_012137132.1, XP_012137133.1, XP_012137130.1
OG0000366	XP_017765046.1	XP_012146838.1
OG0000366	XP_017765038.1	XP_012146835.1
OG0000366	XP_017765051.1	XP_012146832.1, XP_012146831.1, XP_012146833.1
OG0000367	XP_017766253.1, XP_017766254.1	XP_003706966.1, XP_012148849.1, XP_012148850.1, XP_012148848.1, XP_012148852.1
OG0000368	XP_017755345.1	XP_003700684.1
OG0000368	XP_017759263.1	XP_003701289.1
OG0000369	XP_017753797.1	XP_012141445.1
OG0000369	XP_017753492.1	XP_003707668.1, XP_012150874.1
OG0000370	XP_017759441.1	XP_012144316.1
OG0000371	XP_017762074.1, XP_017762077.1, XP_017762076.1	XP_003705927.2
OG0000372	XP_017764250.1	XP_012153750.1, XP_012153752.1, XP_012153749.1, XP_012153748.1, XP_012153751.1
OG0000372	XP_017763837.1	XP_003704661.1
OG0000375	XP_017761268.1	XP_012138104.1, XP_003702089.1
OG0000376	XP_017758537.1, XP_017758538.1, XP_017758535.1, XP_017758536.1, XP_017758534.1	XP_012143339.1, XP_012143348.1, XP_012143353.1, XP_003699743.1, XP_012143367.1, XP_012143361.1, XP_012143333.1
OG0000377	XP_017764259.1	XP_003703779.1
OG0000377	XP_017761272.1	XP_012147672.1, XP_012147676.1, XP_012147671.1, XP_012147673.1, XP_012147674.1, XP_012147675.1
OG0000378	XP_017752470.1, XP_017765630.1	XP_012146654.1
OG0000378	XP_017761771.1	XP_012140754.1
OG0000379	XP_017762918.1	XP_012136830.1
OG0000380	XP_017765450.1, XP_017765451.1	XP_003703764.1, XP_012141808.1, XP_012141807.1
OG0000381	XP_017755846.1	XP_012140183.1
OG0000381	XP_017756302.1	XP_003701471.1
OG0000382	XP_017764706.1	XP_003706910.1, XP_012149297.1
OG0000382	XP_017756297.1	XP_003708419.1
OG0000383	XP_017752213.1, XP_017754355.1, XP_017765614.1, XP_017757733.1, XP_017757743.1, XP_017765599.1	XP_012135466.1, XP_012140362.1, XP_012138672.1
OG0000384	XP_017762986.1	XP_012148688.1, XP_012148686.1
OG0000384	XP_017762983.1	XP_012148701.1
OG0000385	XP_017752449.1	XP_003702425.1
OG0000386	XP_017760505.1	XP_003706715.2
OG0000387	XP_017765562.1	XP_012152085.1, XP_003708136.1, XP_012148651.1, XP_012153573.1, XP_012148653.1, XP_012137203.1
OG0000388	XP_017756252.1	XP_012135627.1, XP_012135626.1, XP_003701232.1
OG0000388	XP_017762309.1	XP_003699232.1
OG0000389	XP_017754144.1, XP_017754145.1	XP_012151722.1, XP_003708000.1
OG0000389	XP_017765438.1	XP_012147824.1, XP_012147823.1
OG0000390	XP_017765126.1	XP_003702207.2
OG0000391	XP_017756312.1, XP_017756313.1, XP_017756314.1	XP_003701456.1
OG0000394	XP_017763543.1, XP_017763544.1, XP_017763542.1	XP_003703438.1, XP_012141054.1
OG0000395	XP_017755145.1	XP_003700152.2
OG0000395	XP_017757261.1	XP_012152325.1, XP_012152326.1
OG0000396	XP_017754976.1	XP_012135935.1
OG0000397	XP_017764495.1	XP_003706551.2, XP_012148214.1
OG0000398	XP_017757742.1	XP_003706804.1
OG0000399	XP_017754964.1, XP_017754956.1, XP_017754963.1, XP_017754969.1, XP_017754971.1	XP_012135873.1, XP_012135875.1
OG0000400	XP_017763814.1, XP_017763819.1	XP_012143737.1, XP_012143735.1, XP_012143736.1
OG0000401	XP_017757598.1, XP_017757597.1, XP_017757596.1	XP_003705245.1
OG0000402	XP_017752210.1	XP_003703219.2
OG0000403	XP_017766039.1, XP_017766040.1	XP_012151663.1, XP_012151659.1, XP_012151656.1, XP_012151664.1
OG0000405	XP_017767431.1	XP_003706823.1
OG0000405	XP_017762934.1	XP_003706708.1
OG0000406	XP_017760186.1	XP_012140515.1
OG0000407	XP_017760467.1	XP_003702625.1
OG0000407	XP_017760466.1	XP_003702627.1
OG0000408	XP_017758201.1	XP_003702130.2
OG0000408	XP_017765146.1	XP_012137734.1, XP_012137736.1, XP_012137735.1, XP_003702041.1
OG0000409	XP_017758237.1, XP_017758236.1, XP_017758234.1	XP_003700783.1, XP_012134665.1, XP_012134664.1, XP_012134661.1, XP_012134663.1, XP_012134660.1, XP_012134658.1, XP_012134659.1
OG0000410	XP_017767597.1	XP_003704439.1
OG0000410	XP_017763643.1	XP_012144470.1
OG0000411	XP_017764894.1	XP_012150884.1, XP_012150883.1, XP_012150885.1
OG0000411	XP_017762783.1	XP_012138148.1
OG0000412	XP_017767155.1	XP_012139436.1
OG0000412	XP_017756296.1	XP_012136660.1, XP_012136661.1
OG0000413	XP_017764657.1, XP_017764658.1	XP_003708031.2
OG0000414	XP_017763461.1	XP_012140948.1, XP_003703575.1
OG0000414	XP_017763519.1	XP_012140946.1, XP_003703576.1
OG0000415	XP_017757147.1	XP_012138118.1, XP_012138125.1, XP_012138159.1, XP_012138103.1, XP_012138107.1, XP_012138151.1, XP_012138131.1, XP_012138142.1, XP_012138138.1
OG0000416	XP_017754141.1	XP_012151720.1
OG0000416	XP_017767559.1	XP_012145365.1, XP_012135049.1
OG0000417	XP_017761856.1	XP_012143973.1
OG0000418	XP_017767766.1	XP_003703347.2
OG0000419	XP_017757934.1	XP_012143510.1, XP_003704488.1, XP_012143509.1
OG0000420	XP_017766476.1	XP_012138373.1
OG0000421	XP_017762179.1	XP_003704125.1
OG0000422	XP_017755619.1	XP_012154009.1
OG0000423	XP_017757187.1	XP_003700805.1, XP_012135005.1
OG0000425	XP_017767385.1	XP_003708670.2, XP_012153580.1, XP_012153579.1
OG0000426	XP_017755944.1	XP_012141111.1
OG0000427	XP_017766053.1	XP_003701662.1
OG0000427	XP_017767685.1	XP_003705422.2
OG0000428	XP_017757677.1	XP_012142601.1
OG0000428	XP_017758550.1	XP_012145303.1
OG0000429	XP_017760481.1	XP_012153644.1
OG0000430	XP_017760973.1	XP_003705028.1
OG0000430	XP_017765420.1, XP_017765421.1	XP_012141797.1, XP_012141798.1, XP_012141799.1, XP_012141800.1
OG0000431	XP_017763663.1	XP_012144803.1
OG0000432	XP_017755867.1, XP_017755868.1	XP_003702507.1, XP_012138855.1, XP_012138854.1
OG0000434	XP_017767592.1	XP_012143186.1, XP_012143185.1, XP_003704457.1
OG0000435	XP_017766558.1	XP_012142815.1, XP_012142816.1
OG0000436	XP_017756249.1	XP_012135622.1
OG0000436	XP_017756254.1	XP_003701242.1
OG0000437	XP_017764057.1	XP_012136091.1, XP_012136090.1, XP_003701347.1, XP_012136092.1
OG0000438	XP_017757414.1	XP_003702655.2
OG0000439	XP_017765335.1, XP_017765337.1, XP_017765336.1	XP_012150542.1, XP_012150541.1, XP_012150544.1, XP_012150543.1, XP_003707536.1
OG0000440	XP_017759178.1	XP_012140296.1
OG0000442	XP_017767104.1, XP_017767103.1, XP_017767102.1	XP_003699914.1
OG0000443	XP_017753252.1, XP_017761508.1	XP_012140078.1, XP_003703094.1
OG0000444	XP_017760787.1	XP_003699277.1, XP_012134848.1, XP_012134857.1, XP_012134863.1, XP_012134840.1, XP_012134881.1, XP_012134890.1, XP_012134872.1
OG0000445	XP_017766891.1	XP_012143530.1
OG0000445	XP_017766424.1, XP_017766903.1	XP_012143529.1, XP_003704566.1
OG0000446	XP_017756753.1	XP_012141148.1
OG0000447	XP_017764213.1, XP_017764211.1, XP_017764212.1	XP_012138825.1, XP_003702497.1
OG0000448	XP_017761116.1, XP_017761117.1	XP_012144930.1, XP_003705151.1
OG0000449	XP_017760841.1	XP_003700565.1, XP_012154471.1
OG0000450	XP_017764827.1	XP_012142379.1
OG0000451	XP_017755102.1	XP_012137601.1, XP_012137603.1, XP_012137602.1, XP_012137606.1, XP_012137605.1, XP_003701985.1
OG0000452	XP_017760703.1	XP_003700613.1
OG0000452	XP_017753133.1	XP_012153184.1
OG0000453	XP_017761581.1, XP_017761580.1, XP_017761579.1, XP_017761577.1, XP_017761578.1, XP_017761582.1	XP_012139607.1, XP_012139604.1, XP_012139606.1, XP_003702782.1
OG0000454	XP_017752876.1	XP_012136124.1
OG0000455	XP_017754652.1, XP_017754659.1, XP_017754667.1	XP_012136526.1, XP_012136525.1, XP_003701555.1
OG0000456	XP_017755210.1	XP_012153094.1, XP_012153095.1
OG0000457	XP_017752188.1	XP_003700512.1
OG0000458	XP_017754095.1, XP_017754093.1, XP_017754097.1, XP_017754096.1	XP_012151682.1, XP_012151683.1, XP_012151684.1
OG0000459	XP_017767481.1	XP_003699197.1
OG0000460	XP_017764843.1	XP_012151551.1
OG0000460	XP_017764840.1	XP_003707861.1
OG0000461	XP_017766569.1, XP_017766568.1	XP_003704206.1
OG0000462	XP_017752839.1, XP_017752838.1	XP_003699608.1
OG0000463	XP_017766062.1, XP_017766066.1	XP_012151564.1
OG0000464	XP_017760977.1	XP_012144722.1
OG0000464	XP_017760978.1	XP_012144721.1
OG0000465	XP_017755355.1	XP_012142191.1
OG0000466	XP_017760318.1	XP_003706537.1, XP_012148167.1
