Orthogroup	Eufriesea_mexicana	Acyrthosiphon_pisum
OG0000237	XP_017760598.1, XP_017755467.1, XP_017755463.1	XP_008186243.2, XP_029346011.1
OG0000241	XP_017758632.1	NP_001155771.1
OG0000243	XP_017763095.1, XP_017766909.1	XP_003243924.1, XP_003243911.1, XP_008182174.1, XP_001945201.1, XP_016659189.1, XP_016659190.1, XP_016659178.1, XP_016659180.1, XP_016659183.1, XP_016659184.1, XP_029344253.1, XP_029344252.1, XP_003243915.1, XP_016659186.1, XP_003243923.1, XP_003243922.1, XP_029344251.1, XP_029344249.1, XP_029344248.1, XP_001945635.2, XP_003248350.1, XP_016659168.2, XP_029344254.1
OG0000244	XP_017759937.1	XP_001946605.1, XP_029345366.1, XP_016662168.1, XP_016662169.1, XP_016662010.1, XP_029346982.1
OG0000245	XP_017761178.1, XP_017755476.1	XP_001951137.1, XP_016663800.1, XP_016663799.1, XP_001949307.1
OG0000246	XP_017766874.1	XP_001950555.2
OG0000246	XP_017766882.1	XP_001950143.1
OG0000247	XP_017758709.1, XP_017758708.1	XP_029344228.1, XP_029345461.1, XP_008184353.2
OG0000248	XP_017762295.1	XP_029347273.1, XP_016663076.2, XP_029347065.1, XP_029346989.1
OG0000248	XP_017762294.1	XP_008188587.2
OG0000249	XP_017759215.1, XP_017759214.1, XP_017759216.1, XP_017759219.1, XP_017759218.1, XP_017759217.1	XP_016665112.1
OG0000251	XP_017763935.1, XP_017756494.1	XP_029341406.1, XP_029348692.1, XP_016663273.1, NP_001153590.1, NP_001153589.1
OG0000252	XP_017759065.1, XP_017759064.1	XP_016662203.1, XP_008179464.1, NP_001233107.1, XP_008179467.1, NP_001156268.1, XP_001950355.2
OG0000253	XP_017758167.1	NP_001280380.1
OG0000254	XP_017755940.1	XP_029344545.1, XP_016656660.1
OG0000254	XP_017757429.1	XP_001944239.2, XP_003240062.1, XP_008180377.1
OG0000255	XP_017763388.1	XP_003244428.2
OG0000255	XP_017758781.1	XP_003246526.1, XP_001947928.2, XP_003242730.1
OG0000256	XP_017763260.1	XP_001951894.2, XP_029341156.1
OG0000257	XP_017762887.1	XP_003246666.1
OG0000257	XP_017762885.1	XP_003248173.1
OG0000260	XP_017761321.1, XP_017761870.1	XP_001950434.1
OG0000260	XP_017761871.1	NP_001153849.1
OG0000261	XP_017758628.1, XP_017758626.1, XP_017758627.1	NP_001155383.1
OG0000263	XP_017760362.1, XP_017760363.1, XP_017760364.1	NP_001155556.1, XP_008180933.1
OG0000264	XP_017763058.1	NP_001156153.1
OG0000264	XP_017760279.1	NP_001156243.1
OG0000266	XP_017752229.1	XP_003240676.1, XP_001948034.1
OG0000266	XP_017753963.1	XP_008186329.1, NP_001280475.1
OG0000268	XP_017764685.1	XP_008182102.1, XP_029347932.1, XP_008189738.2, XP_029347683.1, XP_001942733.2, XP_029347931.1
OG0000269	XP_017761057.1, XP_017759815.1	XP_001943745.1
OG0000270	XP_017763344.1, XP_017761334.1, XP_017761333.1	XP_029345241.1, XP_001948521.2
OG0000270	XP_017763346.1	XP_029346495.1, XP_001944827.2
OG0000271	XP_017757031.1, XP_017763546.1	XP_008186229.1
OG0000272	XP_017757070.1, XP_017761053.1	XP_016665096.1, XP_016665095.1
OG0000272	XP_017767088.1	XP_029346328.1, XP_016662315.1
OG0000273	XP_017759692.1, XP_017767195.1	XP_016664122.1
OG0000274	XP_017761345.1	XP_029346089.1
OG0000274	XP_017757446.1	XP_029346856.1
OG0000276	XP_017766286.1	XP_001946172.1
OG0000277	XP_017761525.1, XP_017761523.1, XP_017761524.1	XP_001946581.1
OG0000278	XP_017763984.1	XP_008186457.1, XP_029342789.1, XP_001947217.2
OG0000279	XP_017766856.1	XP_003249025.3, XP_001949725.2, XP_029343956.1
OG0000281	XP_017766298.1, XP_017761387.1, XP_017761388.1, XP_017761389.1	XP_008179649.2
OG0000282	XP_017764157.1	XP_029341668.1, XP_008181184.1, XP_008180525.1, XP_029346210.1, XP_008188541.1, XP_008181183.1, XP_008189763.1, XP_029348064.1, XP_008189097.2, XP_008189995.1, XP_008183257.1, XP_008189828.1, XP_008180523.1, XP_008179688.1, XP_008187535.1, XP_008179985.1, XP_008181149.1, XP_008181874.1, XP_008189593.1, XP_008190117.1, XP_016655811.1, XP_029342222.1, XP_008185160.1, XP_029340959.1, XP_029348443.1, XP_016656268.1, XP_029341961.1, XP_029341963.1, XP_008186830.1, XP_029348686.1, XP_008186362.2, XP_008188690.1, XP_008182469.1, XP_029347808.1
OG0000284	XP_017759685.1	NP_001155502.1
OG0000284	XP_017757405.1, XP_017762765.1	NP_001165432.1
OG0000285	XP_017766324.1	NP_001155560.1, XP_008179924.1
OG0000286	XP_017765196.1, XP_017765195.1, XP_017765197.1, XP_017765198.1, XP_017753405.1	XP_016661131.1, NP_001280318.1
OG0000287	XP_017764927.1, XP_017764926.1	NP_001313583.1
OG0000287	XP_017764925.1	XP_003241653.1
OG0000288	XP_017767044.1	XP_003245506.1
OG0000288	XP_017761352.1	XP_001942634.2
OG0000289	XP_017765987.1, XP_017765989.1	XP_003246644.1, XP_029343790.1, XP_001943261.1
OG0000290	XP_017763460.1	XP_008185669.1, XP_001947171.2, XP_016662037.1
OG0000291	XP_017752827.1	XP_003240981.1, XP_001950806.2
OG0000291	XP_017756608.1, XP_017752808.1	XP_001950838.2
OG0000292	XP_017765489.1	XP_029346347.1
OG0000295	XP_017755677.1, XP_017755678.1, XP_017755679.1	NP_001155488.1
OG0000296	XP_017766587.1, XP_017766604.1, XP_017766595.1	XP_029341279.1, XP_008183323.1, XP_008183324.1, NP_001156217.1, XP_008188125.1, NP_001155711.1
OG0000297	XP_017763070.1	NP_001191952.1, XP_029346529.1, XP_001950706.1, XP_001950683.2, XP_003247111.1, NP_001156072.1, XP_001950829.1
OG0000298	XP_017757484.1, XP_017757482.1, XP_017757483.1	NP_001232973.1, XP_008186594.1
OG0000299	XP_017755445.1, XP_017755442.1, XP_017755443.1, XP_017755448.1, XP_017755446.1, XP_017755441.1, XP_017755444.1	XP_029346685.1, XP_016660445.1, XP_001943308.1
OG0000300	XP_017755193.1	XP_001943999.2
OG0000300	XP_017759087.1	XP_001944983.2
OG0000301	XP_017763305.1	XP_001944205.2
OG0000301	XP_017755344.1	XP_008181889.1
OG0000302	XP_017756514.1	XP_003240620.1
OG0000302	XP_017765394.1	XP_001944852.2
OG0000303	XP_017764406.1, XP_017754771.1, XP_017754823.1	XP_029342096.1, XP_001948339.2, XP_029341254.1
OG0000304	XP_017761260.1, XP_017761259.1	XP_001949605.1
OG0000305	XP_017765349.1	XP_001950929.2, XP_029344333.1
OG0000306	XP_017757433.1, XP_017757434.1	XP_003245388.1, XP_016660941.1
OG0000307	XP_017759960.1, XP_017759969.1	XP_008185684.1, XP_008185680.1
OG0000311	XP_017755083.1	NP_001119633.3, XP_001950423.2
OG0000312	XP_017756660.1	NP_001155477.1
OG0000313	XP_017754942.1, XP_017754937.1, XP_017754936.1	NP_001313580.1, XP_003247263.1, NP_001155519.1, XP_008187281.1, XP_029345448.1
OG0000314	XP_017758035.1	XP_001949676.1, XP_016665120.1
OG0000314	XP_017758038.1	XP_008189786.1, NP_001155636.1
OG0000315	XP_017764336.1	XP_003248734.2, XP_029347016.1, NP_001156294.1, XP_029347015.1, NP_001155713.1
OG0000316	XP_017766083.1	NP_001165728.1, NP_001165729.1, XP_029341502.1, XP_016658800.1
OG0000316	XP_017757874.1	XP_001946148.2
OG0000317	XP_017761493.1	XP_001943954.1
OG0000318	XP_017762165.1, XP_017762164.1	XP_001946391.1, XP_029347084.1
OG0000319	XP_017760713.1, XP_017760712.1	XP_029345590.1, XP_001945303.1
OG0000320	XP_017759304.1	XP_029341090.1, XP_016660783.1, XP_029341114.1, XP_001949497.1, XP_008182691.1, XP_029341183.1, XP_029341152.1, XP_029346294.1, XP_016658527.1, XP_001948406.1, XP_001947590.2, XP_029341324.1, XP_029341155.1, XP_029345736.1
OG0000321	XP_017755188.1	XP_001951092.3, XP_008181523.1, XP_016658692.1, XP_016658691.1, XP_029343361.1, XP_029343362.1, XP_029343359.1, XP_029343360.1, XP_029343357.1, XP_029343358.1, XP_029343355.1, XP_029343356.1, XP_029343364.1, XP_029343363.1
OG0000322	XP_017767430.1	XP_003244377.1
OG0000322	XP_017753136.1	XP_003241550.1
OG0000323	XP_017763945.1	XP_008186397.1
OG0000324	XP_017756740.1, XP_017756722.1, XP_017767619.1	XP_008186869.1
OG0000325	XP_017765155.1, XP_017765156.1	XP_008187895.1
OG0000326	XP_017765487.1	XP_029343584.1
OG0000327	XP_017762798.1, XP_017762808.1, XP_017763918.1, XP_017763923.1	XP_029344255.1, XP_029344257.1, XP_029344259.1
OG0000332	XP_017756662.1, XP_017756661.1, XP_017756664.1, XP_017756663.1	NP_001156093.1
OG0000333	XP_017765836.1, XP_017757044.1, XP_017757045.1	XP_003240091.1, XP_029345406.1, XP_029345402.1, XP_029345403.1, XP_029345405.1, XP_029345404.1, NP_001192196.1
OG0000334	XP_017766255.1	NP_001233012.1
OG0000335	XP_017753603.1	NP_001280436.1
OG0000336	XP_017759573.1, XP_017759574.1, XP_017752435.1	XP_001944889.1
OG0000337	XP_017762307.1, XP_017762308.1	XP_001945953.2
OG0000338	XP_017766197.1, XP_017755254.1	XP_029347726.1, XP_029343915.1, XP_001947606.3, XP_001947868.2, XP_008186383.2, XP_001946258.2, XP_001947819.1, XP_003246759.1, XP_016662642.1
OG0000339	XP_017757611.1	XP_001951491.1
OG0000339	XP_017759579.1	XP_001952053.1, XP_008184766.1
OG0000340	XP_017755326.1	XP_029347555.1
OG0000340	XP_017753847.1	XP_029344075.1, XP_016664227.1, XP_001952111.2, XP_029344074.1, XP_029343775.1, XP_001952598.2
OG0000341	XP_017755798.1	XP_016658787.1, XP_016658761.1, XP_003240047.1
OG0000342	XP_017760957.1	XP_003244576.2
OG0000342	XP_017760896.1	XP_016656622.1, XP_029343628.1, XP_029343627.1, XP_029343630.1, XP_029343629.1, XP_016656623.1
OG0000343	XP_017758657.1	XP_008181491.1
OG0000344	XP_017753496.1	XP_008180648.1
OG0000345	XP_017757359.1	XP_008183479.1
OG0000347	XP_017760444.1	XP_016658988.1
OG0000348	XP_017764301.1, XP_017764298.1, XP_017764303.1, XP_017764300.1, XP_017764299.1, XP_017764302.1	XP_016660203.1
OG0000349	XP_017752184.1	XP_029345510.1, XP_029345507.1, XP_029345506.1, XP_029345509.1, XP_029345508.1, XP_029342686.1, XP_029342685.1, XP_029342687.1
OG0000350	XP_017754876.1	XP_029346452.1
OG0000356	XP_017765649.1, XP_017765651.1	XP_008181612.1, NP_001153533.1
OG0000357	XP_017759380.1, XP_017759381.1, XP_017759382.1, XP_017759385.1	XP_008179483.1, NP_001153852.1
OG0000358	XP_017759671.1	NP_001155804.1, XP_008182679.1, XP_003244268.1, XP_008182685.1
OG0000360	XP_017762004.1, XP_017762005.1	XP_029344378.1, XP_001943379.1
OG0000361	XP_017753785.1, XP_017753784.1, XP_017753781.1, XP_017753782.1, XP_017753780.1	XP_016662090.1, XP_001944543.2
OG0000362	XP_017755150.1	XP_001945004.2
OG0000362	XP_017755152.1	XP_016659074.1, XP_001944949.2
OG0000363	XP_017759415.1	XP_001949431.1
OG0000364	XP_017758712.1	XP_001949061.2
OG0000365	XP_017759636.1	XP_003241353.1
OG0000367	XP_017766253.1, XP_017766254.1	XP_029341559.1
OG0000368	XP_017755345.1, XP_017759263.1	XP_016663529.1, XP_008187514.1, XP_008187515.1, XP_016663530.1, NP_001119631.1
OG0000369	XP_017753797.1, XP_017753492.1	XP_001943004.2, XP_001943611.1
OG0000370	XP_017759441.1	XP_016664382.1
OG0000370	XP_017759428.1	XP_001945107.1
OG0000371	XP_017762074.1, XP_017762077.1, XP_017762076.1	XP_001948534.2
OG0000372	XP_017764250.1, XP_017763837.1	XP_003242425.1
OG0000375	XP_017761268.1	XP_008182314.2
OG0000376	XP_017758537.1, XP_017758538.1, XP_017758535.1, XP_017758536.1, XP_017758534.1	XP_008185153.1
OG0000377	XP_017764259.1, XP_017761272.1	XP_008189819.1
OG0000378	XP_017752470.1, XP_017765630.1, XP_017759126.1, XP_017761771.1	XP_029342427.1
OG0000379	XP_017761255.1, XP_017762918.1	XP_029344225.1, XP_029344226.1, XP_029344227.1
OG0000381	XP_017755846.1	XP_001944422.1
OG0000381	XP_017756302.1	XP_001945902.2
OG0000382	XP_017764706.1, XP_017756297.1	XP_001945358.1, XP_029341335.1, XP_001944443.1, XP_029348534.1
OG0000383	XP_017752213.1, XP_017754355.1, XP_017765614.1, XP_017757733.1, XP_017757743.1, XP_017765599.1	XP_001946138.2
OG0000384	XP_017762986.1	XP_001948311.2, XP_029346600.1
OG0000384	XP_017762983.1	XP_016656417.1, XP_008178646.1, XP_008178647.1
OG0000385	XP_017752449.1, XP_017765588.1, XP_017753107.1	XP_029348348.1, XP_029348344.1, XP_016660561.1, XP_001948454.2, XP_008189067.1
OG0000386	XP_017760506.1, XP_017760505.1	XP_001949230.2, XP_029342856.1, XP_029342854.1
OG0000387	XP_017765562.1	XP_001949903.1, XP_029342415.1
OG0000388	XP_017756252.1	XP_001950440.1
OG0000388	XP_017762309.1	XP_001950495.1
OG0000389	XP_017754144.1, XP_017754145.1, XP_017765438.1	XP_001950486.2, XP_008182516.1
OG0000390	XP_017765126.1	XP_008187641.1, XP_008187645.1
OG0000391	XP_017756312.1, XP_017756313.1, XP_017756314.1	XP_003244758.1
OG0000394	XP_017763543.1, XP_017763544.1, XP_017763542.1	XP_029342189.1, XP_008185056.1
OG0000395	XP_017755145.1, XP_017757261.1	XP_029345118.1, XP_029345120.1, XP_029345119.1, XP_008185423.1
OG0000396	XP_017754976.1	XP_029343296.1, XP_008187965.1
OG0000397	XP_017764495.1	XP_016658097.1
OG0000398	XP_017757742.1	XP_016658330.1, XP_016662388.1
OG0000399	XP_017754964.1, XP_017754956.1, XP_017754963.1, XP_017754969.1, XP_017754971.1	XP_029343899.1, XP_029343897.1
OG0000405	XP_017767431.1, XP_017762934.1	NP_001155436.1
OG0000406	XP_017760186.1	NP_001233090.1
OG0000407	XP_017760467.1, XP_017760466.1	NP_001155820.1
OG0000408	XP_017758201.1	XP_008181014.1
OG0000408	XP_017765146.1	NP_001156125.1
OG0000409	XP_017758237.1, XP_017758236.1, XP_017758234.1	NP_001233114.1
OG0000410	XP_017767597.1	XP_001942763.2
OG0000410	XP_017763643.1	XP_029342080.1
OG0000411	XP_017764894.1	XP_001950696.1
OG0000411	XP_017762783.1	XP_001943590.2
OG0000412	XP_017767155.1, XP_017756296.1	XP_001943813.2
OG0000413	XP_017764657.1, XP_017764658.1	XP_001943927.1
OG0000414	XP_017763461.1, XP_017763519.1	XP_008183039.1, XP_029342242.1, XP_029344409.1, XP_001944439.1
OG0000415	XP_017757147.1	XP_001946323.1, XP_008186249.2
OG0000416	XP_017754141.1, XP_017767559.1	XP_001946589.2
OG0000417	XP_017761856.1	XP_008183804.1, XP_001948381.2
OG0000418	XP_017767766.1	XP_008183261.1
OG0000419	XP_017757934.1	XP_001949820.1, XP_008182810.1
OG0000420	XP_017766476.1, XP_017766479.1	XP_001951592.1
OG0000421	XP_017762179.1	XP_001952351.1
OG0000422	XP_017755619.1	XP_029343422.1, XP_003240036.1
OG0000423	XP_017757187.1	XP_003244943.1
OG0000424	XP_017760417.1	XP_008178833.1
OG0000425	XP_017767385.1	XP_008182785.1
OG0000426	XP_017755944.1	XP_008184733.1
OG0000427	XP_017766053.1	XP_008186677.1
OG0000427	XP_017767685.1	XP_016658325.1
OG0000428	XP_017757677.1	XP_029347163.1, XP_008188845.1
OG0000428	XP_017760527.1, XP_017758550.1	XP_029346680.1
OG0000429	XP_017760481.1	XP_029341827.1
OG0000436	XP_017756249.1	NP_001156218.1, XP_008190188.1
OG0000436	XP_017756254.1	XP_008178871.1
OG0000437	XP_017764057.1	NP_001233035.1, XP_008185851.1
OG0000438	XP_017757414.1	XP_029340966.1, NP_001280392.1
OG0000439	XP_017765335.1, XP_017765337.1, XP_017765336.1	XP_001942570.1, XP_016657731.1
OG0000440	XP_017759178.1, XP_017765192.1, XP_017765191.1	XP_001942580.2, XP_016659788.1
OG0000441	XP_017763129.1	XP_001942661.1, XP_029346655.1
OG0000442	XP_017767104.1, XP_017767103.1, XP_017767102.1	XP_001942867.2
OG0000443	XP_017753252.1, XP_017761508.1	XP_029341360.1, XP_029341358.1, XP_016659770.1, XP_016659771.1, XP_029347456.1, XP_029347416.1, XP_016661199.1, XP_001947561.2, XP_008183316.1, XP_029341187.1, XP_001944412.2, XP_029341376.1, XP_003248512.2, XP_001948997.1, XP_029347418.1
OG0000444	XP_017760787.1	XP_001944680.1
OG0000445	XP_017766891.1	XP_001947747.2
OG0000445	XP_017766424.1, XP_017766903.1	XP_001951336.2, XP_008188005.2
OG0000446	XP_017756753.1	XP_001948595.1
OG0000447	XP_017764213.1, XP_017764211.1, XP_017764212.1	XP_001948711.2, XP_008180133.1
OG0000448	XP_017761116.1, XP_017761117.1	XP_008182788.1, XP_003244318.1, XP_001949326.1, XP_029343895.1
OG0000449	XP_017760841.1	XP_016657987.1, XP_001950351.1
OG0000450	XP_017757968.1, XP_017764822.1, XP_017764827.1	XP_029346527.1, XP_001951822.2
OG0000451	XP_017755102.1	XP_001952700.2
OG0000452	XP_017760703.1	XP_008180644.1, XP_008180645.1, XP_008180643.1
OG0000452	XP_017753133.1	XP_003240691.1
OG0000453	XP_017761581.1, XP_017761580.1, XP_017761579.1, XP_017761577.1, XP_017761578.1, XP_017761582.1	XP_003243118.1
OG0000454	XP_017752876.1	XP_003243419.1, XP_008181420.1, XP_008181421.1
OG0000455	XP_017754652.1, XP_017754659.1, XP_017754667.1	XP_016659034.1, XP_003243797.2, XP_008181948.1
OG0000456	XP_017755210.1	XP_003244188.1, XP_016655925.1
OG0000457	XP_017752188.1	XP_008183896.1, XP_016660552.1, XP_029343084.1, XP_008183895.1, XP_008183894.1, XP_016660551.1, XP_003245097.1
OG0000458	XP_017754095.1, XP_017754093.1, XP_017754097.1, XP_017754096.1	XP_003247036.2
OG0000459	XP_017767481.1	XP_008178719.1
OG0000460	XP_017764843.1, XP_017764840.1	XP_008180950.1
OG0000461	XP_017766569.1, XP_017766568.1	XP_008187909.2
OG0000462	XP_017752839.1, XP_017752838.1	XP_008188422.1
OG0000463	XP_017766072.1, XP_017766062.1, XP_017766066.1	XP_016655975.1
OG0000464	XP_017760977.1, XP_017760978.1	XP_016659460.1
OG0000465	XP_017755355.1	XP_016661611.1
OG0000466	XP_017760318.1	XP_016664343.1
OG0000467	XP_017760720.1, XP_017760721.1, XP_017760722.1, XP_017760723.1, XP_017760724.1	XP_029341946.1
OG0000468	XP_017762072.1	XP_029343179.1
OG0000475	XP_017765216.1	NP_001155500.1, XP_008186946.1, XP_008185283.1, XP_001947882.2, NP_001161422.1, XP_001949401.4
OG0000476	XP_017755919.1	XP_001943729.1, XP_016663095.1, NP_001156251.1, XP_003244299.1, XP_016658235.2
OG0000477	XP_017757581.1	NP_001280361.1, XP_008187021.1
OG0000478	XP_017760173.1	NP_001280419.1
OG0000479	XP_017762280.1	XP_001942569.2, XP_003248982.3
OG0000480	XP_017755956.1	XP_001942787.2, XP_016662919.1, XP_008186707.1, XP_029344591.1
OG0000482	XP_017764103.1, XP_017764335.1	XP_001943945.2
OG0000482	XP_017764104.1	XP_016659378.1, XP_001950950.1
OG0000483	XP_017766007.1	XP_001946449.1, XP_001944207.1
OG0000485	XP_017764492.1, XP_017764507.1	XP_016659832.1, XP_001946395.2
OG0000486	XP_017753139.1	XP_001946484.1
OG0000487	XP_017757539.1, XP_017757493.1	XP_001946657.4
OG0000488	XP_017752738.1	XP_016661074.1, XP_016657699.1, XP_001947034.1, XP_016657697.1, XP_029345349.1, XP_016656731.1
OG0000489	XP_017765531.1	XP_001948090.1
OG0000490	XP_017761469.1, XP_017761468.1	XP_001948446.1
OG0000491	XP_017755955.1	XP_029345020.1, XP_001948797.2
OG0000492	XP_017752426.1	XP_001949862.1, XP_003243665.1, XP_029346769.1
OG0000493	XP_017765376.1, XP_017765374.1, XP_017765375.1	XP_001950924.1
OG0000494	XP_017756086.1	XP_001951241.2, XP_029344062.1
OG0000495	XP_017759663.1	XP_001951377.2, XP_016661330.1, XP_029348624.1
OG0000496	XP_017762833.1	XP_001952719.2
OG0000497	XP_017767399.1	XP_003242591.1
OG0000497	XP_017755579.1	XP_003244296.1
OG0000498	XP_017758969.1	XP_016659293.1, XP_003247153.1
OG0000499	XP_017757006.1	XP_003247303.1
OG0000500	XP_017761772.1	XP_008178689.1
OG0000500	XP_017761183.1	XP_016656435.1
OG0000501	XP_017752927.1	XP_029341662.1, XP_029341370.1, XP_016657046.1
OG0000501	XP_017752878.1	XP_008183546.1
OG0000502	XP_017767048.1, XP_017767049.1	XP_008183726.1
OG0000503	XP_017752365.1	XP_008186252.1
OG0000504	XP_017767069.1, XP_017767072.1, XP_017767071.1, XP_017767073.1, XP_017767070.1, XP_017767036.1	XP_008187060.2
OG0000505	XP_017759884.1, XP_017759849.1	XP_016660620.1
OG0000506	XP_017758652.1, XP_017759175.1	XP_029342869.1, XP_029342870.1
OG0000516	XP_017756415.1, XP_017756414.1, XP_017756413.1	NP_001155401.1
OG0000517	XP_017767580.1, XP_017767581.1	XP_008181724.1, NP_001156105.1, NP_001155509.1, XP_008189433.2, XP_001943189.2, XP_003241190.1
OG0000518	XP_017759880.1, XP_017759879.1	XP_008184004.1, NP_001155635.1
OG0000519	XP_017757117.1	NP_001156110.1
OG0000520	XP_017759664.1	NP_001156168.1
OG0000521	XP_017764260.1	NP_001156836.1, XP_003248597.4, XP_016664153.1, XP_016664155.1, XP_003248120.2, XP_016664154.1, XP_003248118.2, XP_003248109.2, XP_008188350.1, XP_016664818.2, XP_029341139.1, XP_003243936.2, XP_003248556.2
OG0000522	XP_017755160.1, XP_017755159.1, XP_017767119.1	XP_001942648.2, XP_016656931.1, XP_029343768.1, XP_029343766.1, XP_029343765.1, XP_001942700.2
OG0000523	XP_017765350.1	XP_001943221.2, XP_029348269.1, XP_029346547.1
OG0000524	XP_017766247.1	XP_016659141.2, XP_001952716.1, XP_029346814.1, XP_001943408.2, XP_029346187.1, XP_001944168.2
OG0000525	XP_017754648.1, XP_017754647.1	XP_001944463.1
OG0000526	XP_017755908.1, XP_017758194.1	XP_001946463.2, XP_001949359.2
OG0000527	XP_017766747.1, XP_017766748.1	XP_001947193.2, XP_008182669.1
OG0000528	XP_017762867.1	XP_001952133.1, XP_001948549.1, XP_008183196.1, XP_029345833.1, XP_029346543.1, XP_001947370.2
OG0000529	XP_017754360.1, XP_017763747.1	XP_001948161.1, XP_016655758.1
OG0000530	XP_017767203.1	XP_016660077.1, XP_029341308.1
OG0000530	XP_017767201.1	XP_029341162.1, XP_001948635.1
OG0000531	XP_017753323.1	XP_001951628.2
OG0000533	XP_017764893.1	XP_003246614.1
OG0000536	XP_017761064.1, XP_017761063.1	XP_029343473.1, XP_008178628.1, XP_029341398.1
OG0000537	XP_017757435.1	XP_008180502.1
OG0000537	XP_017757436.1	XP_016664622.1
OG0000538	XP_017757767.1, XP_017757736.1	XP_008181269.1
OG0000539	XP_017765504.1, XP_017763340.1, XP_017764282.1	XP_008181447.1
OG0000540	XP_017763811.1, XP_017753865.1, XP_017753866.1	XP_008185527.1
OG0000541	XP_017764540.1	XP_008186894.1, XP_008188891.1
OG0000542	XP_017762932.1	XP_029344049.1, XP_029344050.1, XP_008190054.1
OG0000543	XP_017755175.1, XP_017755174.1	XP_029342046.1, XP_016656843.1
OG0000544	XP_017753908.1	XP_016660589.1
OG0000551	XP_017763807.1	XP_001951455.1, NP_001119648.1
