Orthogroup	Eufriesea_mexicana	Habropoda_laboriosa
OG0000221	XP_017758018.1, XP_017758012.1, XP_017758010.1, XP_017758011.1, XP_017758017.1, XP_017758016.1, XP_017758009.1, XP_017758013.1	XP_017799229.1
OG0000223	XP_017759246.1	XP_017794139.1
OG0000223	XP_017762663.1	XP_017796406.1
OG0000224	XP_017765938.1	XP_017797256.1
OG0000225	XP_017757175.1, XP_017757174.1, XP_017757173.1	XP_017798161.1
OG0000225	XP_017766315.1	XP_017796348.1
OG0000226	XP_017766524.1	XP_017788751.1
OG0000226	XP_017766628.1, XP_017766627.1	XP_017788770.1
OG0000227	XP_017753440.1, XP_017753439.1	XP_017791515.1
OG0000228	XP_017752721.1	XP_017791917.1
OG0000229	XP_017752613.1	XP_017794169.1
OG0000230	XP_017761904.1	XP_017792853.1
OG0000230	XP_017766664.1, XP_017766665.1, XP_017766666.1	XP_017788896.1
OG0000231	XP_017757286.1	XP_017789953.1
OG0000232	XP_017760637.1, XP_017760638.1	XP_017787985.1
OG0000233	XP_017764854.1, XP_017764853.1, XP_017764855.1	XP_017798941.1
OG0000234	XP_017761679.1	XP_017797660.1
OG0000234	XP_017761675.1	XP_017797559.1
OG0000235	XP_017760227.1	XP_017795898.1, XP_017795906.1
OG0000236	XP_017758058.1	XP_017796613.1
OG0000236	XP_017758056.1	XP_017796614.1
OG0000237	XP_017755467.1	XP_017794664.1
OG0000237	XP_017755463.1	XP_017794663.1
OG0000239	XP_017766799.1	XP_017788956.1, XP_017788957.1, XP_017788955.1
OG0000240	XP_017763750.1	XP_017787807.1, XP_017787848.1
OG0000241	XP_017758632.1	XP_017793226.1, XP_017793227.1
OG0000243	XP_017763095.1, XP_017766909.1	XP_017797616.1
OG0000244	XP_017759937.1	XP_017798659.1
OG0000245	XP_017761178.1	XP_017796958.1
OG0000245	XP_017755476.1	XP_017796963.1
OG0000246	XP_017766874.1	XP_017787631.1
OG0000246	XP_017766882.1	XP_017787636.1
OG0000247	XP_017758709.1	XP_017790662.1
OG0000247	XP_017758708.1	XP_017790661.1
OG0000248	XP_017762295.1	XP_017792985.1
OG0000249	XP_017759215.1, XP_017759214.1, XP_017759216.1, XP_017759219.1, XP_017759218.1, XP_017759217.1	XP_017795192.1
OG0000250	XP_017767365.1	XP_017791430.1
OG0000250	XP_017752448.1	XP_017797566.1
OG0000251	XP_017763935.1	XP_017793287.1
OG0000251	XP_017756494.1	XP_017795052.1
OG0000252	XP_017759065.1, XP_017759064.1	XP_017797270.1, XP_017797289.1, XP_017797280.1
OG0000253	XP_017758167.1	XP_017796608.1
OG0000253	XP_017756999.1	XP_017795187.1
OG0000254	XP_017755940.1	XP_017789988.1
OG0000254	XP_017757429.1	XP_017793665.1
OG0000255	XP_017763388.1	XP_017793024.1
OG0000255	XP_017758781.1	XP_017794124.1
OG0000256	XP_017763260.1	XP_017799058.1
OG0000257	XP_017762887.1	XP_017797798.1
OG0000257	XP_017762885.1	XP_017797796.1
OG0000258	XP_017753799.1	XP_017795892.1
OG0000259	XP_017760199.1	XP_017787619.1
OG0000260	XP_017761870.1	XP_017797942.1
OG0000261	XP_017758628.1, XP_017758626.1, XP_017758627.1	XP_017796472.1
OG0000263	XP_017760362.1, XP_017760363.1, XP_017760364.1	XP_017793038.1
OG0000264	XP_017763058.1	XP_017789982.1
OG0000264	XP_017760279.1	XP_017790586.1, XP_017790587.1
OG0000266	XP_017752229.1	XP_017799566.1
OG0000266	XP_017753963.1	XP_017789615.1
OG0000269	XP_017761057.1	XP_017794671.1
OG0000270	XP_017761333.1	XP_017790393.1
OG0000270	XP_017763346.1	XP_017790436.1
OG0000271	XP_017757031.1	XP_017796506.1
OG0000271	XP_017763546.1	XP_017798841.1
OG0000272	XP_017757070.1, XP_017761053.1	XP_017787885.1
OG0000272	XP_017767088.1	XP_017794633.1
OG0000273	XP_017759692.1	XP_017796843.1
OG0000273	XP_017767195.1	XP_017791956.1
OG0000274	XP_017761345.1	XP_017788622.1
OG0000274	XP_017757446.1	XP_017790712.1
OG0000276	XP_017766286.1	XP_017793212.1
OG0000277	XP_017761525.1, XP_017761523.1, XP_017761524.1	XP_017798618.1, XP_017798619.1, XP_017798620.1
OG0000278	XP_017763984.1	XP_017793717.1
OG0000279	XP_017766856.1	XP_017788771.1
OG0000281	XP_017766298.1	XP_017793218.1
OG0000281	XP_017761387.1, XP_017761388.1	XP_017788629.1
OG0000281	XP_017761389.1	XP_017788631.1
OG0000282	XP_017764157.1	XP_017795699.1
OG0000283	XP_017758719.1	XP_017790766.1
OG0000284	XP_017759685.1	XP_017791641.1
OG0000284	XP_017757405.1	XP_017793660.1
OG0000284	XP_017762765.1	XP_017792010.1
OG0000285	XP_017766324.1	XP_017798151.1
OG0000286	XP_017765196.1, XP_017765195.1, XP_017765197.1, XP_017765198.1	XP_017792533.1, XP_017792535.1, XP_017792536.1, XP_017792537.1, XP_017792538.1, XP_017792539.1, XP_017792534.1
OG0000286	XP_017753405.1	XP_017791490.1
OG0000287	XP_017764927.1, XP_017764926.1, XP_017764925.1	XP_017788179.1
OG0000288	XP_017767044.1	XP_017789073.1
OG0000288	XP_017761352.1	XP_017788636.1
OG0000289	XP_017765987.1, XP_017765989.1	XP_017799003.1
OG0000290	XP_017763460.1	XP_017798864.1
OG0000291	XP_017752827.1	XP_017794760.1
OG0000291	XP_017756608.1	XP_017793299.1
OG0000291	XP_017752808.1	XP_017794759.1
OG0000292	XP_017765489.1	XP_017796966.1
OG0000293	XP_017758690.1, XP_017758689.1	XP_017796745.1
OG0000294	XP_017765685.1	XP_017790359.1
OG0000294	XP_017765684.1	XP_017790360.1
OG0000295	XP_017755677.1, XP_017755678.1, XP_017755679.1	XP_017795274.1, XP_017795266.1
OG0000296	XP_017766587.1, XP_017766604.1, XP_017766595.1	XP_017788651.1, XP_017788659.1, XP_017788642.1
OG0000297	XP_017763070.1	XP_017790136.1
OG0000298	XP_017757484.1, XP_017757482.1, XP_017757483.1	XP_017790769.1, XP_017790767.1
OG0000299	XP_017755445.1, XP_017755442.1, XP_017755443.1, XP_017755448.1, XP_017755446.1, XP_017755441.1, XP_017755444.1	XP_017788114.1
OG0000300	XP_017755193.1	XP_017794224.1, XP_017794223.1
OG0000300	XP_017759087.1	XP_017790327.1
OG0000301	XP_017763305.1	XP_017798433.1
OG0000301	XP_017755344.1	XP_017789978.1
OG0000302	XP_017756514.1	XP_017797066.1
OG0000302	XP_017765394.1	XP_017789605.1
OG0000303	XP_017764406.1	XP_017798322.1
OG0000303	XP_017754771.1	XP_017795549.1
OG0000303	XP_017754823.1	XP_017795593.1
OG0000304	XP_017761260.1, XP_017761259.1	XP_017799529.1
OG0000305	XP_017765349.1	XP_017799153.1
OG0000306	XP_017757433.1	XP_017793663.1
OG0000306	XP_017757434.1	XP_017793662.1
OG0000307	XP_017759960.1, XP_017759969.1	XP_017794904.1, XP_017794906.1, XP_017794905.1
OG0000308	XP_017758002.1	XP_017790044.1
OG0000309	XP_017763310.1, XP_017763311.1, XP_017763312.1, XP_017763314.1, XP_017763313.1	XP_017798375.1
OG0000310	XP_017756405.1	XP_017796412.1
OG0000311	XP_017755083.1	XP_017792683.1
OG0000312	XP_017756660.1	XP_017790961.1, XP_017795474.1
OG0000313	XP_017754942.1	XP_017787470.1
OG0000313	XP_017754937.1, XP_017754936.1	XP_017787453.1
OG0000314	XP_017758035.1	XP_017796592.1
OG0000314	XP_017758038.1	XP_017796594.1
OG0000315	XP_017764336.1	XP_017796950.1, XP_017796373.1
OG0000316	XP_017766083.1	XP_017787626.1
OG0000316	XP_017757874.1	XP_017788611.1
OG0000317	XP_017761493.1	XP_017789247.1
OG0000318	XP_017762165.1, XP_017762164.1	XP_017794915.1
OG0000319	XP_017760713.1, XP_017760712.1	XP_017793487.1
OG0000320	XP_017759304.1	XP_017798550.1
OG0000321	XP_017755188.1	XP_017794268.1
OG0000322	XP_017767430.1	XP_017791003.1
OG0000322	XP_017753136.1	XP_017792259.1, XP_017792257.1, XP_017792260.1
OG0000323	XP_017763945.1	XP_017793301.1
OG0000324	XP_017756722.1	XP_017793796.1
OG0000324	XP_017767619.1	XP_017796882.1
OG0000325	XP_017765155.1, XP_017765156.1	XP_017795690.1, XP_017795689.1
OG0000326	XP_017765487.1	XP_017796830.1
OG0000327	XP_017762798.1, XP_017762808.1	XP_017793295.1
OG0000327	XP_017763918.1, XP_017763923.1	XP_017793298.1
OG0000330	XP_017762511.1	XP_017791531.1
OG0000330	XP_017758286.1	XP_017787722.1
OG0000331	XP_017765690.1, XP_017765650.1, XP_017765658.1, XP_017765592.1, XP_017765699.1, XP_017765643.1, XP_017765683.1, XP_017765677.1, XP_017765668.1	XP_017798011.1
OG0000332	XP_017756662.1, XP_017756661.1, XP_017756664.1, XP_017756663.1	XP_017792113.1
OG0000333	XP_017765836.1	XP_017797214.1
OG0000333	XP_017757044.1, XP_017757045.1	XP_017796435.1
OG0000334	XP_017766255.1	XP_017792528.1
OG0000335	XP_017753603.1	XP_017792772.1
OG0000336	XP_017759573.1, XP_017759574.1	XP_017798007.1
OG0000336	XP_017752435.1	XP_017788072.1
OG0000337	XP_017762307.1, XP_017762308.1	XP_017793012.1
OG0000338	XP_017766197.1	XP_017791744.1
OG0000338	XP_017755254.1	XP_017792145.1
OG0000339	XP_017757611.1	XP_017790714.1
OG0000339	XP_017759579.1	XP_017797978.1, XP_017797977.1
OG0000340	XP_017755326.1	XP_017796539.1
OG0000340	XP_017753847.1	XP_017794738.1
OG0000341	XP_017755798.1	XP_017797340.1, XP_017797341.1
OG0000342	XP_017760957.1	XP_017793328.1
OG0000342	XP_017760896.1	XP_017793414.1
OG0000343	XP_017758657.1	XP_017794440.1
OG0000344	XP_017753496.1	XP_017788369.1
OG0000345	XP_017757359.1	XP_017789387.1, XP_017789386.1, XP_017789385.1
OG0000347	XP_017760444.1	XP_017796917.1
OG0000348	XP_017764301.1, XP_017764298.1, XP_017764303.1, XP_017764300.1, XP_017764299.1, XP_017764302.1	XP_017794556.1, XP_017794557.1
OG0000349	XP_017752184.1	XP_017792810.1
OG0000350	XP_017754876.1	XP_017795578.1
OG0000351	XP_017755390.1	XP_017796142.1
OG0000352	XP_017766410.1, XP_017766415.1, XP_017766414.1, XP_017766413.1, XP_017766412.1, XP_017766409.1	XP_017789207.1, XP_017789128.1
OG0000353	XP_017764651.1	XP_017798943.1
OG0000356	XP_017765649.1	XP_017795527.1
OG0000356	XP_017765651.1	XP_017795525.1
OG0000357	XP_017759380.1, XP_017759381.1, XP_017759382.1, XP_017759385.1	XP_017797704.1
OG0000358	XP_017759671.1	XP_017791660.1
OG0000360	XP_017762004.1, XP_017762005.1	XP_017796307.1
OG0000361	XP_017753785.1, XP_017753784.1, XP_017753781.1, XP_017753782.1, XP_017753780.1	XP_017793542.1
OG0000362	XP_017755152.1	XP_017795140.1
OG0000363	XP_017759415.1	XP_017792001.1
OG0000364	XP_017758712.1	XP_017790691.1
OG0000365	XP_017759636.1	XP_017795022.1
OG0000367	XP_017766253.1, XP_017766254.1	XP_017792517.1, XP_017792500.1, XP_017792509.1
OG0000368	XP_017755345.1	XP_017789979.1
OG0000368	XP_017759263.1	XP_017789944.1
OG0000369	XP_017753797.1	XP_017794761.1
OG0000369	XP_017753492.1	XP_017788218.1
OG0000370	XP_017759441.1	XP_017791625.1
OG0000370	XP_017759426.1	XP_017791569.1
OG0000370	XP_017759428.1	XP_017791571.1
OG0000371	XP_017762074.1, XP_017762077.1, XP_017762076.1	XP_017795103.1, XP_017795102.1
OG0000372	XP_017764250.1	XP_017797846.1
OG0000372	XP_017763837.1	XP_017793266.1
OG0000375	XP_017761268.1	XP_017792240.1
OG0000376	XP_017758537.1, XP_017758538.1, XP_017758535.1, XP_017758536.1, XP_017758534.1	XP_017795456.1, XP_017795455.1, XP_017795454.1, XP_017795458.1, XP_017795457.1
OG0000377	XP_017764259.1	XP_017788281.1
OG0000377	XP_017761272.1	XP_017787890.1
OG0000378	XP_017752470.1, XP_017765630.1	XP_017797600.1
OG0000378	XP_017759126.1	XP_017797614.1
OG0000379	XP_017762918.1	XP_017795222.1
OG0000380	XP_017765450.1, XP_017765451.1	XP_017797706.1, XP_017797714.1, XP_017797723.1, XP_017797698.1
OG0000381	XP_017755846.1	XP_017797366.1
OG0000381	XP_017756302.1	XP_017796437.1
OG0000382	XP_017764706.1	XP_017790268.1
OG0000382	XP_017756297.1	XP_017798231.1
OG0000383	XP_017752213.1, XP_017754355.1, XP_017765614.1, XP_017757733.1, XP_017757743.1, XP_017765599.1	XP_017795215.1, XP_017797126.1, XP_017792569.1, XP_017792570.1, XP_017796732.1, XP_017796955.1, XP_017796957.1, XP_017797042.1
OG0000384	XP_017762986.1	XP_017794439.1
OG0000385	XP_017752449.1	XP_017797565.1
OG0000386	XP_017760506.1	XP_017789743.1
OG0000386	XP_017760505.1	XP_017789553.1
OG0000388	XP_017756252.1	XP_017794104.1
OG0000388	XP_017762309.1	XP_017792981.1
OG0000389	XP_017754144.1, XP_017754145.1	XP_017798961.1
OG0000389	XP_017765438.1	XP_017795910.1
OG0000390	XP_017765126.1	XP_017795613.1
OG0000391	XP_017756312.1, XP_017756313.1, XP_017756314.1	XP_017788404.1
OG0000394	XP_017763543.1, XP_017763544.1, XP_017763542.1	XP_017798876.1
OG0000395	XP_017755145.1	XP_017795714.1
OG0000395	XP_017757261.1	XP_017789320.1
OG0000397	XP_017764495.1	XP_017797882.1
OG0000398	XP_017757742.1	XP_017790243.1
OG0000399	XP_017754964.1, XP_017754956.1, XP_017754963.1, XP_017754969.1, XP_017754971.1	XP_017787510.1, XP_017787511.1, XP_017787509.1, XP_017787505.1, XP_017787512.1
OG0000400	XP_017763814.1, XP_017763819.1	XP_017793178.1
OG0000401	XP_017757598.1, XP_017757597.1, XP_017757596.1	XP_017793697.1, XP_017793696.1, XP_017793694.1
OG0000402	XP_017752210.1	XP_017789839.1
OG0000403	XP_017766039.1, XP_017766040.1	XP_017799362.1, XP_017799360.1
OG0000405	XP_017767431.1	XP_017791752.1
OG0000405	XP_017762934.1	XP_017789951.1
OG0000406	XP_017760186.1	XP_017789102.1
OG0000407	XP_017760466.1	XP_017790216.1
OG0000408	XP_017758201.1	XP_017795669.1
OG0000408	XP_017765146.1	XP_017795675.1
OG0000409	XP_017758237.1, XP_017758236.1, XP_017758234.1	XP_017788680.1
OG0000410	XP_017767597.1	XP_017796930.1
OG0000410	XP_017763643.1	XP_017791320.1
OG0000411	XP_017764894.1	XP_017788188.1
OG0000411	XP_017762783.1	XP_017792047.1
OG0000412	XP_017767155.1	XP_017798621.1
OG0000412	XP_017756296.1	XP_017796421.1
OG0000413	XP_017764657.1, XP_017764658.1	XP_017799108.1
OG0000414	XP_017763461.1	XP_017798862.1
OG0000414	XP_017763519.1	XP_017798865.1
OG0000415	XP_017757147.1	XP_017798266.1
OG0000416	XP_017754141.1	XP_017799179.1
OG0000416	XP_017767559.1	XP_017797041.1, XP_017797102.1, XP_017793821.1
OG0000417	XP_017761856.1	XP_017791833.1
OG0000418	XP_017767766.1	XP_017795813.1
OG0000419	XP_017757934.1	XP_017795339.1, XP_017795340.1
OG0000420	XP_017766476.1	XP_017798908.1
OG0000420	XP_017766479.1	XP_017799021.1
OG0000421	XP_017762179.1	XP_017795008.1
OG0000422	XP_017755619.1	XP_017795112.1
OG0000423	XP_017757187.1	XP_017798104.1, XP_017798105.1
OG0000424	XP_017760417.1	XP_017797972.1, XP_017797974.1
OG0000425	XP_017767385.1	XP_017789685.1
OG0000426	XP_017755944.1	XP_017790169.1
OG0000427	XP_017767685.1	XP_017796073.1
OG0000428	XP_017757677.1	XP_017789672.1
OG0000429	XP_017760481.1	XP_017793783.1, XP_017793781.1, XP_017793782.1, XP_017793784.1, XP_017793785.1
OG0000430	XP_017760973.1	XP_017799298.1
OG0000430	XP_017765420.1, XP_017765421.1	XP_017795146.1
OG0000431	XP_017763663.1	XP_017791115.1
OG0000432	XP_017755867.1, XP_017755868.1	XP_017799524.1, XP_017799522.1, XP_017799525.1
OG0000434	XP_017767592.1	XP_017796879.1
OG0000435	XP_017766558.1	XP_017788720.1
OG0000436	XP_017756254.1	XP_017794051.1
OG0000437	XP_017764057.1	XP_017791397.1
OG0000438	XP_017757414.1	XP_017790781.1
OG0000439	XP_017765335.1, XP_017765337.1, XP_017765336.1	XP_017793620.1
OG0000440	XP_017759178.1	XP_017791215.1
OG0000440	XP_017765192.1, XP_017765191.1	XP_017792511.1
OG0000441	XP_017763129.1	XP_017799585.1
OG0000442	XP_017767104.1, XP_017767103.1, XP_017767102.1	XP_017788630.1
OG0000443	XP_017753252.1, XP_017761508.1	XP_017792400.1
OG0000444	XP_017760787.1	XP_017793482.1
OG0000445	XP_017766891.1	XP_017787663.1
OG0000445	XP_017766424.1, XP_017766903.1	XP_017787664.1
OG0000446	XP_017756753.1	XP_017798854.1
OG0000447	XP_017764213.1, XP_017764211.1, XP_017764212.1	XP_017799505.1, XP_017799506.1, XP_017799503.1, XP_017799504.1, XP_017799502.1
OG0000448	XP_017761116.1, XP_017761117.1	XP_017788599.1, XP_017788600.1
OG0000449	XP_017760841.1	XP_017793090.1
OG0000450	XP_017757968.1, XP_017764822.1, XP_017764827.1	XP_017796177.1, XP_017796175.1, XP_017796176.1, XP_017796181.1, XP_017796182.1, XP_017796183.1, XP_017796184.1, XP_017796185.1, XP_017796186.1, XP_017796178.1, XP_017796180.1
OG0000451	XP_017755102.1	XP_017789645.1, XP_017789644.1, XP_017789648.1, XP_017789647.1, XP_017789646.1
OG0000452	XP_017760703.1	XP_017793368.1
OG0000452	XP_017753133.1	XP_017794161.1
OG0000453	XP_017761581.1, XP_017761580.1, XP_017761579.1, XP_017761577.1, XP_017761578.1, XP_017761582.1	XP_017798574.1
OG0000454	XP_017752876.1	XP_017787598.1
OG0000455	XP_017754652.1, XP_017754659.1, XP_017754667.1	XP_017788425.1
OG0000456	XP_017755210.1	XP_017794164.1
OG0000457	XP_017752188.1	XP_017792802.1
OG0000458	XP_017754095.1, XP_017754093.1, XP_017754097.1, XP_017754096.1	XP_017799233.1, XP_017799234.1, XP_017799236.1, XP_017799237.1, XP_017799238.1, XP_017799232.1
OG0000459	XP_017767481.1	XP_017790741.1
OG0000460	XP_017764843.1	XP_017799319.1
OG0000460	XP_017764840.1	XP_017799320.1
OG0000461	XP_017766569.1, XP_017766568.1	XP_017788829.1
OG0000462	XP_017752839.1, XP_017752838.1	XP_017787925.1
OG0000463	XP_017766072.1	XP_017799064.1
OG0000464	XP_017760977.1	XP_017799009.1
OG0000464	XP_017760978.1	XP_017799008.1
OG0000465	XP_017755355.1	XP_017796141.1
OG0000466	XP_017760318.1	XP_017790404.1
OG0000467	XP_017760720.1, XP_017760721.1, XP_017760722.1, XP_017760723.1, XP_017760724.1	XP_017793388.1
OG0000468	XP_017762072.1	XP_017795101.1
OG0000469	XP_017758614.1, XP_017758616.1, XP_017758615.1	XP_017797236.1
OG0000470	XP_017761039.1, XP_017761040.1	XP_017794884.1
OG0000471	XP_017755852.1, XP_017755854.1, XP_017755853.1, XP_017755851.1, XP_017755856.1, XP_017755858.1, XP_017755857.1	XP_017797336.1
OG0000474	XP_017753055.1, XP_017753056.1, XP_017753057.1	XP_017788334.1, XP_017788335.1, XP_017788333.1
OG0000475	XP_017765216.1	XP_017796621.1
OG0000476	XP_017755919.1	XP_017791962.1
OG0000477	XP_017757581.1	XP_017793688.1
OG0000478	XP_017760173.1	XP_017789075.1
OG0000479	XP_017762280.1	XP_017793128.1
OG0000480	XP_017755956.1	XP_017793583.1
OG0000482	XP_017764104.1	XP_017797925.1
OG0000483	XP_017766007.1	XP_017798974.1
OG0000485	XP_017764492.1	XP_017797839.1
OG0000485	XP_017764507.1	XP_017797837.1
OG0000486	XP_017753139.1	XP_017792228.1
OG0000487	XP_017757539.1	XP_017790807.1
OG0000487	XP_017757493.1	XP_017790777.1
OG0000488	XP_017752738.1	XP_017789931.1
OG0000489	XP_017765531.1	XP_017787699.1
OG0000490	XP_017761469.1, XP_017761468.1	XP_017789278.1, XP_017789280.1
OG0000491	XP_017755955.1	XP_017791699.1
OG0000492	XP_017752426.1	XP_017788147.1
OG0000494	XP_017756086.1	XP_017795531.1
OG0000495	XP_017759663.1	XP_017791652.1
OG0000496	XP_017762833.1	XP_017792221.1
OG0000497	XP_017767399.1	XP_017790955.1
OG0000497	XP_017755579.1	XP_017793631.1
OG0000498	XP_017758969.1	XP_017799571.1
OG0000499	XP_017757006.1	XP_017789145.1
OG0000500	XP_017761772.1	XP_017797598.1
OG0000500	XP_017761183.1	XP_017797575.1
OG0000501	XP_017752927.1	XP_017795060.1
OG0000501	XP_017752878.1	XP_017795042.1
OG0000502	XP_017767048.1	XP_017788450.1
OG0000502	XP_017767049.1	XP_017788154.1
OG0000503	XP_017752365.1	XP_017788135.1, XP_017788134.1
OG0000504	XP_017767069.1, XP_017767072.1, XP_017767071.1, XP_017767073.1, XP_017767070.1	XP_017789156.1, XP_017789133.1, XP_017789148.1, XP_017789141.1, XP_017789164.1
OG0000504	XP_017767036.1	XP_017788787.1
OG0000505	XP_017759884.1	XP_017798753.1
OG0000505	XP_017759849.1	XP_017798745.1
OG0000506	XP_017758652.1	XP_017794431.1
OG0000506	XP_017759175.1	XP_017795342.1
OG0000507	XP_017754721.1	XP_017787753.1
OG0000508	XP_017765669.1	XP_017795402.1
OG0000509	XP_017752232.1	XP_017788498.1
OG0000510	XP_017764993.1, XP_017764990.1, XP_017764991.1, XP_017764992.1	XP_017792920.1
OG0000511	XP_017753417.1	XP_017791514.1
OG0000511	XP_017753404.1	XP_017791512.1
OG0000512	XP_017755745.1	XP_017793772.1
OG0000515	XP_017760493.1, XP_017760487.1, XP_017760447.1, XP_017760456.1, XP_017760479.1, XP_017760437.1, XP_017760463.1, XP_017760471.1	XP_017789530.1, XP_017789529.1
OG0000516	XP_017756415.1, XP_017756414.1, XP_017756413.1	XP_017796482.1
OG0000517	XP_017767580.1	XP_017790071.1
OG0000517	XP_017767581.1	XP_017790072.1
OG0000518	XP_017759880.1, XP_017759879.1	XP_017798671.1
OG0000519	XP_017757117.1	XP_017791021.1
OG0000520	XP_017759664.1	XP_017791645.1
OG0000521	XP_017764260.1	XP_017789663.1
OG0000522	XP_017755160.1, XP_017755159.1	XP_017795143.1
OG0000522	XP_017767119.1	XP_017789557.1
OG0000523	XP_017765350.1	XP_017799377.1, XP_017799382.1
OG0000524	XP_017766247.1	XP_017792371.1
OG0000525	XP_017754648.1, XP_017754647.1	XP_017798452.1, XP_017798453.1
OG0000526	XP_017755908.1	XP_017790192.1
OG0000527	XP_017766748.1	XP_017788912.1
OG0000528	XP_017762867.1	XP_017787650.1
OG0000529	XP_017754360.1	XP_017796215.1
OG0000529	XP_017763747.1	XP_017787860.1
OG0000530	XP_017767203.1	XP_017798790.1
OG0000530	XP_017767201.1	XP_017798780.1
OG0000531	XP_017753323.1	XP_017794200.1
OG0000533	XP_017764893.1	XP_017792307.1
OG0000537	XP_017757435.1	XP_017790713.1
OG0000537	XP_017757436.1	XP_017790753.1
OG0000538	XP_017757767.1	XP_017796205.1
OG0000538	XP_017757736.1	XP_017796103.1
OG0000540	XP_017763811.1	XP_017795754.1
OG0000540	XP_017753865.1, XP_017753866.1	XP_017793564.1
OG0000541	XP_017764540.1	XP_017799087.1, XP_017799088.1
OG0000542	XP_017762932.1	XP_017791324.1
OG0000543	XP_017755175.1, XP_017755174.1	XP_017794217.1
OG0000544	XP_017753908.1	XP_017793535.1, XP_017793536.1
OG0000545	XP_017752709.1	XP_017791585.1
OG0000545	XP_017759224.1	XP_017795197.1
OG0000546	XP_017758797.1	XP_017799411.1
OG0000546	XP_017758848.1	XP_017794398.1
OG0000547	XP_017761219.1	XP_017792331.1, XP_017792330.1
OG0000548	XP_017765237.1	XP_017796667.1
OG0000548	XP_017765221.1	XP_017796664.1
OG0000549	XP_017764048.1, XP_017764049.1	XP_017795711.1
OG0000550	XP_017753451.1	XP_017788190.1
OG0000551	XP_017763807.1	XP_017787789.1, XP_017787791.1
OG0000552	XP_017756310.1	XP_017796466.1
OG0000552	XP_017765414.1	XP_017795804.1
OG0000553	XP_017754292.1, XP_017754291.1	XP_017790038.1, XP_017790039.1, XP_017790040.1
