Orthogroup	Eufriesea_mexicana	Tribolium_castaneum
OG0000239	XP_017766799.1	XP_015836807.1, XP_008200144.1
OG0000240	XP_017763750.1	XP_015833080.1, XP_015833079.1, XP_015840681.1, XP_008190666.2, XP_008190667.1, XP_966770.1, XP_001809806.2, XP_008190687.2, XP_008201648.1
OG0000244	XP_017759937.1	XP_974579.1, XP_015836330.1
OG0000245	XP_017761178.1, XP_017755476.1	XP_008194988.1, NP_001034522.1, NP_001034493.1
OG0000246	XP_017766874.1	NP_001096056.1
OG0000246	XP_017766882.1	XP_973068.2, XP_008193582.1
OG0000247	XP_017758708.1	XP_015840017.1, XP_008190606.2, XP_015833810.1
OG0000248	XP_017762295.1	XP_015839338.1, XP_008193359.2, XP_015835108.1
OG0000248	XP_017762294.1	XP_008196466.2
OG0000249	XP_017759215.1, XP_017759214.1, XP_017759216.1, XP_017759219.1, XP_017759218.1, XP_017759217.1	XP_966587.1
OG0000250	XP_017767365.1	XP_008196257.1
OG0000251	XP_017763935.1, XP_017756494.1	XP_015840048.1, XP_008201191.1
OG0000252	XP_017759065.1, XP_017759064.1	XP_970662.1
OG0000253	XP_017758167.1	XP_008198043.1
OG0000253	XP_017756999.1	XP_015838158.1
OG0000254	XP_017755940.1	XP_008195945.1
OG0000254	XP_017757429.1	XP_008195412.1, XP_971164.2
OG0000255	XP_017763388.1	XP_970270.1, XP_008199406.1
OG0000256	XP_017763260.1	XP_973160.1, XP_973850.1, XP_008193331.1
OG0000257	XP_017762887.1	XP_015838389.1
OG0000257	XP_017762885.1	XP_974236.1, XP_008201491.1, XP_008197327.1
OG0000260	XP_017761321.1, XP_017761870.1	NP_001034506.1
OG0000261	XP_017758628.1, XP_017758626.1, XP_017758627.1	XP_015839903.1, XP_015840001.1, XP_015840896.1, XP_015840891.1, XP_975108.2, XP_008201425.1, XP_975146.1, XP_015840860.1, XP_008201428.1, XP_008201427.1
OG0000263	XP_017760362.1, XP_017760363.1, XP_017760364.1	XP_966512.1, XP_975893.1
OG0000264	XP_017763058.1	XP_008198346.1, NP_001164126.1
OG0000264	XP_017760279.1	XP_968284.1, XP_015835141.1
OG0000265	XP_017758651.1	NP_001153781.1, XP_008200967.1, XP_008200966.1
OG0000266	XP_017752229.1	XP_967356.1
OG0000266	XP_017753963.1	XP_970881.1, XP_970797.1
OG0000268	XP_017764685.1	XP_967796.2, XP_015832932.1, XP_015838161.1
OG0000269	XP_017761057.1, XP_017759815.1	XP_971005.2
OG0000270	XP_017763344.1, XP_017761334.1, XP_017761333.1	XP_008198078.1, NP_001280505.1
OG0000270	XP_017763346.1	XP_008198076.1, NP_001280501.1
OG0000271	XP_017757031.1	NP_001290187.1, NP_001280499.1, XP_015839433.1
OG0000271	XP_017763546.1	NP_001280518.1
OG0000272	XP_017757070.1, XP_017761053.1	XP_008193383.1, NP_001107763.1
OG0000272	XP_017767088.1	NP_001103420.1
OG0000273	XP_017759692.1, XP_017767195.1	XP_008191036.1
OG0000274	XP_017761345.1	XP_008199963.1
OG0000277	XP_017761525.1, XP_017761523.1, XP_017761524.1	XP_015837443.1
OG0000278	XP_017763984.1	XP_015834844.1
OG0000279	XP_017766856.1	NP_001280538.1, XP_015838925.1, XP_015838796.1
OG0000281	XP_017766298.1	XP_967340.1
OG0000281	XP_017761387.1, XP_017761388.1, XP_017761389.1	XP_968478.1, XP_968177.1
OG0000282	XP_017764157.1	XP_015839963.1, XP_015837078.1, XP_015838612.1, XP_015840021.1
OG0000283	XP_017758719.1	XP_970327.1, XP_015836740.1
OG0000284	XP_017759685.1	XP_968561.1
OG0000284	XP_017757405.1, XP_017762765.1	XP_008195942.1, XP_973257.1
OG0000285	XP_017766324.1	XP_970530.1
OG0000286	XP_017765196.1, XP_017765195.1, XP_017765197.1, XP_017765198.1, XP_017753405.1	XP_008193140.1
OG0000287	XP_017764927.1, XP_017764926.1	XP_008197596.1
OG0000287	XP_017764925.1	XP_001814592.1
OG0000288	XP_017767044.1	XP_015833077.1, XP_008200294.1
OG0000288	XP_017761352.1	XP_966392.1
OG0000289	XP_017765987.1, XP_017765989.1	XP_973833.1
OG0000290	XP_017763460.1	XP_008193818.1
OG0000291	XP_017752827.1	NP_001161313.1
OG0000291	XP_017752808.1	XP_008192535.1
OG0000292	XP_017765489.1	XP_015836717.1, XP_008199379.1, XP_015836718.1
OG0000293	XP_017758690.1, XP_017758689.1	XP_974062.1, XP_974008.1, XP_001811085.2, XP_008192813.2, XP_015835032.1, XP_974034.1, XP_972744.1, XP_972703.3, XP_972663.1
OG0000295	XP_017755677.1, XP_017755678.1, XP_017755679.1	XP_974942.1
OG0000296	XP_017766587.1, XP_017766604.1, XP_017766595.1	XP_970269.1, XP_008197832.1, XP_008197833.1, XP_008197834.1, XP_015838751.1
OG0000297	XP_017763070.1	XP_015836263.1, XP_967109.3, XP_015836510.1, XP_015836508.1, XP_015836509.1, XP_970866.1, XP_008194978.1, XP_008190426.2, XP_966329.1, XP_008195034.1, XP_008195035.1, XP_015840885.1, XP_974610.1, XP_008199115.2, XP_974592.1, XP_008194674.2, XP_015836400.1, XP_015836399.1, XP_008194675.2, XP_974420.1, XP_966559.1
OG0000298	XP_017757484.1, XP_017757482.1, XP_017757483.1	XP_975374.1
OG0000299	XP_017755445.1, XP_017755442.1, XP_017755443.1, XP_017755448.1, XP_017755446.1, XP_017755441.1, XP_017755444.1	XP_008196759.1
OG0000300	XP_017755193.1	XP_969695.1
OG0000300	XP_017759087.1	XP_001811015.1
OG0000301	XP_017763305.1	NP_001107791.1
OG0000301	XP_017755344.1	NP_001107860.1
OG0000302	XP_017756514.1	XP_008196651.1
OG0000302	XP_017765394.1	NP_001107842.1, XP_008200273.1, NP_001107828.1, XP_008192985.1
OG0000303	XP_017764406.1	XP_971548.1, XP_008199064.1
OG0000304	XP_017761260.1, XP_017761259.1	XP_015835772.1, XP_008193751.1
OG0000306	XP_017757433.1, XP_017757434.1	XP_008195672.2
OG0000307	XP_017759960.1, XP_017759969.1	XP_973197.1
OG0000308	XP_017758002.1	XP_015835181.1
OG0000309	XP_017763310.1, XP_017763311.1, XP_017763312.1, XP_017763314.1, XP_017763313.1	XP_968563.2, XP_015838858.1
OG0000310	XP_017756405.1	XP_015834524.1
OG0000311	XP_017755083.1	NP_001164089.1, XP_015836774.1
OG0000312	XP_017756660.1	XP_015833546.1
OG0000313	XP_017754942.1, XP_017754937.1, XP_017754936.1	XP_008197561.1, XP_008197562.1, XP_971420.2, XP_967986.1, XP_967905.1, XP_008194065.1, XP_015835730.1, XP_967668.2
OG0000314	XP_017758035.1	XP_968893.1, XP_008193080.1, XP_966924.1
OG0000314	XP_017758038.1	XP_967017.1
OG0000315	XP_017764336.1	XP_008196876.1, XP_008196877.1, XP_008193351.1, XP_015838172.1
OG0000316	XP_017766083.1	XP_008190751.1, NP_001182329.1
OG0000317	XP_017761493.1	XP_008200064.1
OG0000318	XP_017762165.1, XP_017762164.1	XP_008192121.1, XP_974398.1
OG0000319	XP_017760713.1, XP_017760712.1	XP_967713.1, XP_971783.1
OG0000320	XP_017759304.1	XP_008196303.1, XP_015837420.1, XP_008196304.1
OG0000321	XP_017755188.1	XP_973294.2, XP_015835040.1, XP_973327.1, XP_015835042.1, XP_015835043.1, XP_015835041.1, XP_015835039.1
OG0000322	XP_017767430.1	XP_974306.1
OG0000322	XP_017753136.1	XP_008191340.1
OG0000323	XP_017763945.1	XP_015839632.1, XP_015839647.1
OG0000324	XP_017756740.1, XP_017756722.1, XP_017767619.1	XP_015834170.1, XP_015834173.1
OG0000325	XP_017765155.1, XP_017765156.1	XP_970199.2, XP_015838203.1, XP_015838204.1, XP_008196730.1
OG0000326	XP_017765487.1	XP_015834991.1, XP_008192193.1, XP_008192194.1
OG0000327	XP_017762798.1, XP_017762808.1	XP_015833709.1
OG0000327	XP_017763918.1, XP_017763923.1	XP_008191189.2
OG0000330	XP_017758286.1	XP_967194.1, XP_973575.3, XP_968237.2
OG0000331	XP_017765690.1, XP_017765650.1, XP_017765658.1, XP_017765592.1, XP_017765699.1, XP_017765643.1, XP_017765683.1, XP_017765677.1, XP_017765668.1	XP_972225.1
OG0000332	XP_017756662.1, XP_017756661.1, XP_017756664.1, XP_017756663.1	XP_971957.1
OG0000333	XP_017765836.1, XP_017757044.1, XP_017757045.1	XP_015839725.1
OG0000334	XP_017766255.1	XP_015836026.1
OG0000335	XP_017753603.1	XP_971201.1
OG0000336	XP_017752435.1	XP_001814361.1
OG0000337	XP_017762307.1, XP_017762308.1	XP_008198111.1, XP_008198112.1
OG0000338	XP_017766197.1	XP_008197000.1
OG0000339	XP_017757611.1	XP_975511.1
OG0000339	XP_017759579.1	NP_001177648.1, XP_008193158.1
OG0000340	XP_017755326.1	XP_008200736.1
OG0000340	XP_017753847.1	XP_015838405.1, XP_973952.1, XP_973891.1
OG0000341	XP_017755798.1	XP_975221.1
OG0000342	XP_017760957.1	XP_008198162.1
OG0000342	XP_017760896.1	XP_968153.2
OG0000343	XP_017758657.1	XP_008193357.1
OG0000344	XP_017753496.1	XP_015840052.1, XP_015840053.1
OG0000345	XP_017757359.1	XP_015838177.1
OG0000347	XP_017760444.1	XP_008196770.1
OG0000348	XP_017764301.1, XP_017764298.1, XP_017764303.1, XP_017764300.1, XP_017764299.1, XP_017764302.1	XP_008195650.1
OG0000349	XP_017752184.1	XP_008199681.1, XP_008199682.1, XP_015839246.1
OG0000350	XP_017754876.1	XP_008197841.1, XP_971237.1
OG0000351	XP_017755390.1	XP_971635.2, XP_008196968.1
OG0000352	XP_017766410.1, XP_017766415.1, XP_017766414.1, XP_017766413.1, XP_017766412.1, XP_017766409.1	XP_974349.1
OG0000356	XP_017765649.1, XP_017765651.1	XP_008197708.1, XP_008197784.2
OG0000357	XP_017759380.1, XP_017759381.1, XP_017759382.1, XP_017759385.1	XP_008194728.1
OG0000358	XP_017759671.1	XP_972062.1
OG0000360	XP_017762004.1, XP_017762005.1	XP_008195292.1, XP_967057.1
OG0000361	XP_017753785.1, XP_017753784.1, XP_017753781.1, XP_017753782.1, XP_017753780.1	XP_973660.1
OG0000362	XP_017755150.1	NP_001161782.1
OG0000362	XP_017755152.1	NP_001161781.1
OG0000363	XP_017759415.1	XP_970320.1
OG0000364	XP_017758712.1	XP_008200761.1, XP_015840859.1, XP_008192910.2, XP_966855.1
OG0000366	XP_017765046.1, XP_017765038.1, XP_017765051.1	XP_015840947.1, NP_001107777.1
OG0000367	XP_017766253.1, XP_017766254.1	XP_008194856.1, XP_015836457.1
OG0000368	XP_017759263.1	XP_976104.1, XP_015838018.1
OG0000369	XP_017753797.1, XP_017753492.1	XP_008201712.1
OG0000370	XP_017759441.1	XP_015839940.1
OG0000371	XP_017762074.1, XP_017762077.1, XP_017762076.1	XP_008201299.1
OG0000372	XP_017764250.1, XP_017763837.1	XP_015836666.1
OG0000375	XP_017761268.1	XP_015838589.1
OG0000376	XP_017758537.1, XP_017758538.1, XP_017758535.1, XP_017758536.1, XP_017758534.1	XP_008190447.1
OG0000377	XP_017764259.1	XP_008198810.1
OG0000377	XP_017761272.1	XP_008199609.1
OG0000378	XP_017761771.1	XP_008190395.1
OG0000379	XP_017761255.1, XP_017762918.1	XP_008191956.1, XP_015836606.1
OG0000380	XP_017765450.1, XP_017765451.1	XP_970911.1, XP_015835308.1
OG0000381	XP_017755846.1	XP_015834938.1
OG0000381	XP_017756302.1	XP_001813974.1
OG0000382	XP_017764706.1, XP_017756297.1	XP_966771.1
OG0000383	XP_017752213.1, XP_017754355.1, XP_017765614.1, XP_017757733.1, XP_017757743.1, XP_017765599.1	XP_015840217.1
OG0000384	XP_017762986.1	XP_001813130.1
OG0000384	XP_017762983.1	XP_008193509.1, XP_008193510.1
OG0000385	XP_017752449.1, XP_017765588.1, XP_017753107.1	XP_008200161.1
OG0000386	XP_017760506.1, XP_017760505.1	XP_970034.2
OG0000387	XP_017765562.1	XP_968734.1
OG0000388	XP_017756252.1	XP_974824.1
OG0000388	XP_017762309.1	XP_974813.1
OG0000389	XP_017754144.1, XP_017754145.1, XP_017765438.1	XP_008191053.1, XP_971552.2
OG0000390	XP_017765126.1	XP_970733.3
OG0000394	XP_017763543.1, XP_017763544.1, XP_017763542.1	XP_008190453.1, XP_015836362.1, XP_970450.1
OG0000395	XP_017755145.1, XP_017757261.1	XP_967306.3
OG0000397	XP_017764495.1	XP_973626.3
OG0000398	XP_017757742.1	XP_973071.1
OG0000399	XP_017754964.1, XP_017754956.1, XP_017754963.1, XP_017754969.1, XP_017754971.1	XP_015838955.1
OG0000401	XP_017757598.1, XP_017757597.1, XP_017757596.1	XP_973474.1
OG0000403	XP_017766039.1, XP_017766040.1	XP_015835469.1
OG0000405	XP_017767431.1	XP_975505.1
OG0000405	XP_017762934.1	XP_969335.1
OG0000406	XP_017760186.1	XP_015840310.1
OG0000407	XP_017760467.1, XP_017760466.1	XP_008198805.1
OG0000408	XP_017758201.1	XP_008190910.1
OG0000408	XP_017765146.1	XP_008199142.1, XP_970081.3
OG0000409	XP_017758237.1, XP_017758236.1, XP_017758234.1	XP_015835314.1, XP_008200456.1, XP_972202.1, XP_008200455.1
OG0000410	XP_017767597.1	XP_008194279.1
OG0000410	XP_017763643.1	XP_008199891.1
OG0000411	XP_017764894.1	XP_008191461.1
OG0000411	XP_017762783.1	XP_001813433.1
OG0000412	XP_017756296.1	XP_015836557.1, XP_971694.2
OG0000413	XP_017764657.1, XP_017764658.1	XP_969620.2
OG0000415	XP_017757147.1	XP_973217.2
OG0000416	XP_017754141.1, XP_017767559.1	XP_008192545.1
OG0000417	XP_017761856.1	XP_974698.1
OG0000418	XP_017767766.1	XP_015833481.1
OG0000419	XP_017757934.1	XP_971173.1, XP_015838774.1
OG0000420	XP_017766476.1	XP_008192326.1, XP_001816525.1, XP_008192327.1, XP_008192332.1
OG0000420	XP_017766479.1	XP_008199675.1
OG0000421	XP_017762179.1	XP_008192097.1
OG0000422	XP_017755619.1	XP_008192616.1
OG0000423	XP_017757187.1	XP_008199561.1
OG0000424	XP_017760417.1	XP_015840415.1
OG0000425	XP_017767385.1	XP_969804.2
OG0000426	XP_017755944.1	XP_973970.1
OG0000427	XP_017766053.1	XP_972369.1
OG0000427	XP_017767685.1	XP_008196417.1
OG0000428	XP_017757677.1	XP_015839428.1, XP_008194527.2
OG0000428	XP_017760527.1, XP_017758550.1	XP_015837845.1, NP_001280511.1
OG0000429	XP_017760481.1	XP_008196407.1, XP_015837255.1
OG0000430	XP_017760973.1, XP_017765420.1, XP_017765421.1	XP_008190881.1, XP_008197779.1, XP_008197331.1, XP_008199845.1
OG0000431	XP_017763663.1	XP_015839887.1, XP_967707.1, XP_008190865.1, XP_015834261.1
OG0000432	XP_017755867.1, XP_017755868.1	XP_973723.1
OG0000434	XP_017767592.1	XP_972017.1, XP_008196460.1, XP_008196458.1, XP_008196459.1, XP_015838266.1, XP_015838265.1
OG0000436	XP_017756249.1	XP_008197909.1
OG0000436	XP_017756254.1	XP_970620.1
OG0000437	XP_017764057.1	XP_008200406.1
OG0000438	XP_017757414.1	XP_971688.3
OG0000439	XP_017765335.1, XP_017765337.1, XP_017765336.1	XP_008193933.1
OG0000440	XP_017759178.1, XP_017765192.1, XP_017765191.1	XP_008200809.1
OG0000441	XP_017763129.1	XP_008198701.1, XP_008198702.1, XP_008198700.1, XP_008198703.1
OG0000442	XP_017767104.1, XP_017767103.1, XP_017767102.1	XP_008197799.1, XP_968004.1
OG0000443	XP_017753252.1, XP_017761508.1	XP_974381.2
OG0000444	XP_017760787.1	NP_001164534.1, NP_001164533.1
OG0000445	XP_017766891.1	XP_008193734.1
OG0000446	XP_017756753.1	XP_008198655.1, XP_008198715.2, XP_008198651.1
OG0000447	XP_017764213.1, XP_017764211.1, XP_017764212.1	XP_008191853.2
OG0000448	XP_017761116.1, XP_017761117.1	XP_969343.1
OG0000449	XP_017760841.1	XP_966346.1
OG0000450	XP_017757968.1, XP_017764822.1, XP_017764827.1	NP_001157610.1, XP_015835206.1
OG0000451	XP_017755102.1	XP_972488.2
OG0000452	XP_017760703.1	XP_008195563.1
OG0000452	XP_017753133.1	XP_008190571.1
OG0000453	XP_017761581.1, XP_017761580.1, XP_017761579.1, XP_017761577.1, XP_017761578.1, XP_017761582.1	XP_008196382.1, XP_008196383.1, XP_008196384.1
OG0000454	XP_017752876.1	XP_008197523.2
OG0000455	XP_017754652.1, XP_017754659.1, XP_017754667.1	NP_001280547.1, XP_008193388.1
OG0000456	XP_017755210.1	XP_969928.1, XP_008196724.1
OG0000457	XP_017752188.1	XP_015835204.1, NP_001076795.1, XP_015837745.1, NP_001076796.1
OG0000458	XP_017754095.1, XP_017754093.1, XP_017754097.1, XP_017754096.1	XP_967155.1
OG0000459	XP_017767481.1	XP_968944.1
OG0000460	XP_017764843.1	XP_968752.1
OG0000460	XP_017764840.1	XP_968824.2
OG0000461	XP_017766569.1, XP_017766568.1	XP_008198752.1
OG0000462	XP_017752839.1, XP_017752838.1	XP_015840075.1
OG0000463	XP_017766072.1	XP_015833244.1, XP_015833229.1
OG0000464	XP_017760978.1	XP_015836316.1, XP_015837285.1, XP_015836265.1, XP_015835579.1
OG0000465	XP_017755355.1	XP_008198275.1
OG0000466	XP_017760318.1	XP_969900.1, XP_008191787.1
OG0000467	XP_017760720.1, XP_017760721.1, XP_017760722.1, XP_017760723.1, XP_017760724.1	XP_008198462.1, XP_008198465.1, XP_967712.2, XP_008198474.1
OG0000468	XP_017762072.1	XP_008194809.1
OG0000469	XP_017758614.1, XP_017758616.1, XP_017758615.1	XP_967943.1, NP_001306191.1
OG0000471	XP_017755852.1, XP_017755854.1, XP_017755853.1, XP_017755851.1, XP_017755856.1, XP_017755858.1, XP_017755857.1	XP_972436.1
OG0000472	XP_017764392.1, XP_017764391.1	XP_008190497.1, XP_008190496.1, XP_008190495.1, XP_008190494.1
OG0000474	XP_017753055.1, XP_017753056.1, XP_017753057.1	XP_967468.1
OG0000475	XP_017765216.1	XP_008193995.1, XP_015836218.1, XP_969591.2
OG0000476	XP_017755919.1	NP_001127700.1, XP_015834940.1, NP_001120783.1
OG0000477	XP_017757581.1	NP_001164309.1, XP_008198961.1, XP_969867.1
OG0000478	XP_017760173.1	XP_970086.1
OG0000479	XP_017762280.1	XP_015839265.1, XP_008198225.1
OG0000480	XP_017755956.1	XP_008194196.2, XP_015836177.1, XP_015836175.1, XP_008194198.2, XP_008194199.2, XP_015835638.1, XP_015835640.1, XP_015835226.1
OG0000482	XP_017764103.1, XP_017764335.1	XP_969479.3
OG0000482	XP_017764104.1	XP_015838834.1, XP_970997.2
OG0000483	XP_017766007.1	XP_015837619.1, XP_008196295.1, XP_973683.1, XP_015837618.1, XP_015837422.1
OG0000485	XP_017764492.1, XP_017764507.1	XP_971795.1
OG0000488	XP_017752738.1	XP_970829.1
OG0000489	XP_017765531.1	XP_971503.1, XP_015836306.1, XP_015836308.1
OG0000490	XP_017761469.1, XP_017761468.1	XP_970402.1
OG0000491	XP_017755955.1	XP_966641.2
OG0000492	XP_017752426.1	XP_008191436.1, XP_008191435.1, XP_008191434.1
OG0000493	XP_017765376.1, XP_017765374.1, XP_017765375.1	XP_015836062.1
OG0000494	XP_017756086.1	XP_008193825.2
OG0000495	XP_017759663.1	XP_971329.1
OG0000496	XP_017762833.1	XP_968047.1
OG0000497	XP_017767399.1	XP_975478.1
OG0000497	XP_017755579.1	XP_008196347.1, XP_015837674.1, XP_015837673.1
OG0000498	XP_017758969.1	XP_971487.1
OG0000499	XP_017757006.1	XP_008195723.1, XP_008195722.1, XP_008195721.1
OG0000500	XP_017761772.1	XP_015840287.1
OG0000500	XP_017761183.1	XP_015840276.1
OG0000501	XP_017752927.1	XP_008199865.1
OG0000501	XP_017752878.1	XP_015836029.1
OG0000502	XP_017767049.1	XP_972728.2
OG0000503	XP_017752365.1	XP_967287.2
OG0000504	XP_017767069.1, XP_017767072.1, XP_017767071.1, XP_017767073.1, XP_017767070.1, XP_017767036.1	XP_968718.1, XP_008194015.1, XP_974277.2
OG0000505	XP_017759849.1	XP_969277.1
OG0000506	XP_017758652.1, XP_017759175.1	XP_008199411.2
OG0000507	XP_017754721.1	XP_001807284.2, XP_976138.1, XP_001811691.1
OG0000508	XP_017765669.1	XP_008192396.1
OG0000509	XP_017752232.1	XP_969380.1, NP_001107848.1, XP_015840636.1, XP_969234.1, XP_975485.1, XP_008201472.1, XP_008201470.1
OG0000510	XP_017764993.1, XP_017764990.1, XP_017764991.1, XP_017764992.1	XP_967289.1, XP_967368.2, XP_008190366.1
OG0000512	XP_017755745.1	NP_001157690.1, XP_008200992.1
OG0000516	XP_017756415.1, XP_017756414.1, XP_017756413.1	XP_974600.1
OG0000517	XP_017767580.1, XP_017767581.1	XP_972373.1
OG0000518	XP_017759880.1, XP_017759879.1	XP_966468.1
OG0000519	XP_017757117.1	XP_001806886.2
OG0000520	XP_017759664.1	XP_015833266.1
OG0000521	XP_017764260.1	XP_001811514.1
OG0000522	XP_017755160.1, XP_017755159.1, XP_017767119.1	NP_001161913.1, XP_008196457.1
OG0000523	XP_017765350.1	XP_015836678.1
OG0000524	XP_017766247.1	XP_008192982.2, XP_970562.1, XP_008201110.1, XP_008201109.1
OG0000525	XP_017754648.1, XP_017754647.1	XP_001809545.1
OG0000526	XP_017758194.1	XP_975555.3
OG0000527	XP_017766748.1	XP_015838420.1, XP_008197239.1
OG0000528	XP_017762867.1	XP_967647.1, XP_967722.1, XP_967491.1, XP_968058.1
OG0000529	XP_017754360.1, XP_017763747.1	XP_008198334.1, XP_008198335.1, XP_967559.1, XP_975266.1
OG0000530	XP_017767203.1	XP_970745.1
OG0000530	XP_017767201.1	XP_970872.1, XP_015838435.1
OG0000531	XP_017753323.1	XP_015840171.1
OG0000533	XP_017764893.1	XP_008194514.1
OG0000536	XP_017761064.1, XP_017761063.1	XP_008191522.1, NP_001103422.1
OG0000537	XP_017757435.1	XP_015836346.1, XP_008192475.2
OG0000537	XP_017757436.1	XP_015836573.1
OG0000538	XP_017757767.1	XP_008197210.1
OG0000540	XP_017763811.1	XP_967811.2
OG0000540	XP_017753865.1, XP_017753866.1	XP_008193435.1
OG0000541	XP_017764540.1	XP_008190720.1, XP_015835927.1
OG0000543	XP_017755175.1, XP_017755174.1	XP_008190924.1
OG0000544	XP_017753908.1	XP_015837254.1
OG0000545	XP_017752709.1, XP_017759224.1	XP_015835441.1, XP_008193197.1, XP_008193198.1, XP_015835442.1
OG0000546	XP_017758797.1, XP_017758848.1	XP_008200617.2, XP_015836988.1
OG0000547	XP_017761219.1	XP_968849.1, XP_968920.2, XP_008198190.1
OG0000548	XP_017765237.1	XP_970301.1, XP_970367.1, XP_015837980.1
OG0000548	XP_017765222.1, XP_017765221.1	XP_974777.1, XP_974760.1
OG0000549	XP_017764048.1, XP_017764049.1	XP_015836136.1
OG0000550	XP_017753481.1, XP_017753451.1	XP_015840853.1
OG0000551	XP_017763807.1	XP_008194780.1, XP_015840169.1, XP_015838553.1, XP_015840168.1
OG0000552	XP_017756310.1	XP_008200934.1, NP_001039273.1
OG0000552	XP_017765414.1	NP_001039290.1
OG0000553	XP_017754292.1, XP_017754291.1	XP_008199860.1, XP_008199859.1, XP_008199862.1, XP_008199861.1, XP_969742.1
OG0000554	XP_017763505.1, XP_017753778.1	XP_975135.1
OG0000555	XP_017758351.1	XP_008197491.1
OG0000555	XP_017758485.1	XP_008196201.1, XP_974181.1
OG0000556	XP_017757477.1	XP_967184.1
OG0000557	XP_017765671.1, XP_017765673.1, XP_017765670.1, XP_017765672.1	NP_001107844.1, XP_008191995.1
OG0000558	XP_017757529.1	XP_971409.1
OG0000558	XP_017761631.1	XP_008192371.1
OG0000559	XP_017763320.1, XP_017763321.1, XP_017763322.1, XP_017763325.1, XP_017763324.1, XP_017763323.1, XP_017763326.1	XP_008192145.1
OG0000560	XP_017761843.1, XP_017761844.1, XP_017761841.1, XP_017761842.1	XP_015835693.1
OG0000561	XP_017763162.1	XP_015838973.1
OG0000562	XP_017753072.1	XP_015834699.1
OG0000562	XP_017753092.1, XP_017753093.1	XP_968620.1
OG0000563	XP_017761340.1	XP_969628.1
OG0000564	XP_017760919.1, XP_017760917.1, XP_017760918.1, XP_017760921.1	XP_008197984.1
OG0000565	XP_017753770.1, XP_017756294.1	XP_976359.2
