Orthogroup	Bombyx_mori	Ceratina_calcarata
OG0000197	XP_012551294.2, XP_004932561.2, XP_037872840.1, XP_004931928.2, XP_004931927.1, XP_037868489.1	XP_017882165.1, XP_017882164.1, XP_017882163.1
OG0000198	XP_037870155.1	XP_017889330.1
OG0000200	XP_012550244.1, NP_001036841.1	XP_017890009.1, XP_017890010.1
OG0000200	NP_001036881.1	XP_017878648.1, XP_017878649.1
OG0000201	XP_004930370.2, NP_001040155.1, NP_001040154.1, XP_012552516.1, XP_012552521.1, NP_001243997.1, XP_004922761.1, XP_004922760.1, XP_004922779.1, XP_004931809.1, XP_004928423.2, XP_004931849.1, XP_004931273.1	XP_017881997.1
OG0000202	NP_001281213.1	XP_017879501.1
OG0000203	XP_004930258.2, XP_037876006.1	XP_017887879.1
OG0000203	XP_037867417.1	XP_017887627.1, XP_017887629.1, XP_017887626.1
OG0000204	XP_012547643.2, XP_037873174.1, XP_021205107.1, XP_004928344.1, XP_012547605.1, XP_004928345.1, XP_037873267.1	XP_017890364.1, XP_017890363.1, XP_017890362.1
OG0000205	NP_001243944.1	XP_026669616.1, XP_026669617.1, XP_026669618.1, XP_017880691.1, XP_017880690.1
OG0000206	XP_004924015.1	XP_017886680.1
OG0000206	XP_004922930.2	XP_026672663.1, XP_017886684.1
OG0000207	NP_001037594.1	XP_017887500.1
OG0000207	NP_001091793.1, XP_004930513.3	XP_026674616.1, XP_017892647.1
OG0000208	XP_037869032.1, NP_001103395.1	XP_017888023.2
OG0000209	XP_037869646.1, XP_004932917.2, XP_037869645.1, XP_012551601.2, XP_012551602.2, XP_012551603.2	XP_017877461.1
OG0000210	XP_012544085.3	XP_017892511.1, XP_017891941.1
OG0000210	XP_037866888.1, XP_037866887.1	XP_026674381.1, XP_026674382.1
OG0000212	XP_037869182.1, NP_001106228.1	XP_017878882.2, XP_017881503.1, XP_017881501.1, XP_017881502.1
OG0000213	XP_004922013.1	XP_017880316.1, XP_017880314.1, XP_017880318.1, XP_017880317.1, XP_017880320.1, XP_017880319.1, XP_017880312.1, XP_017880311.1, XP_017880310.1
OG0000214	NP_001040475.1	XP_017887358.1
OG0000214	NP_001040198.1, XP_037870587.1	XP_017883709.1
OG0000215	XP_037866848.1, XP_004930044.1	XP_026674154.1, XP_026674156.1
OG0000216	NP_001108343.1	XP_026675305.1, XP_017879922.1
OG0000217	XP_021203021.2, XP_012548700.2, XP_004933855.2, XP_037870903.1	XP_017875872.2
OG0000218	XP_004930688.1	XP_017886341.1, XP_017886340.1, XP_017886339.1
OG0000219	XP_004931785.1	XP_017877521.1, XP_017877526.1
OG0000221	XP_037867521.1, XP_021207573.1, XP_021207493.1, XP_004922691.2, XP_012551723.1, XP_012551720.1, XP_004922638.1, XP_037871234.1, XP_037877580.1, XP_037872846.1, XP_037877505.1, XP_037872849.1, XP_037872848.1, XP_037877503.1, XP_037877504.1, XP_037877506.1, XP_037877501.1, XP_037877502.1, XP_037872850.1, XP_037877579.1, XP_037877510.1, XP_037877561.1, XP_037877562.1	XP_026670075.1, XP_017881592.1, XP_026670076.1
OG0000223	NP_001037450.1, NP_001128672.1, XP_012550372.1, NP_001036840.1	XP_017882775.1
OG0000224	XP_012545493.1, NP_001036891.1	XP_017888596.1, XP_026670596.1, XP_017882521.1, XP_026673573.1
OG0000225	NP_001040252.1	XP_026666844.1, XP_017893638.1, XP_017893637.1, XP_017893635.1, XP_017893634.1, XP_017893640.1, XP_017893639.1, XP_017878810.1
OG0000226	NP_001127711.1, XP_021204237.1	XP_026666804.1, XP_026666810.1
OG0000226	XP_037873831.1, NP_001127712.1	XP_017893380.1
OG0000227	XP_012550182.2, XP_004931163.3, XP_012550180.2	XP_017888470.1, XP_017888471.1, XP_017888467.1, XP_017888469.1, XP_017888468.1
OG0000228	XP_037869231.1, XP_012553288.1	XP_017879159.1, XP_017889191.1
OG0000228	XP_037874874.1	XP_026669113.1, XP_017880858.1
OG0000229	XP_004928517.1, XP_012547831.1	XP_017875075.1
OG0000230	XP_021208331.1, XP_004933333.1	XP_026668548.1, XP_017890279.1
OG0000231	XP_037871854.1, XP_037877315.1	XP_017876697.1
OG0000232	XP_012546482.1, NP_001040472.1	XP_017884958.1, XP_017884957.1
OG0000233	XP_004928912.1, XP_004928913.2	XP_026675538.1, XP_017892650.2, XP_017892649.1, XP_026669124.1, XP_017879788.1, XP_017879699.1
OG0000235	XP_037877778.1, XP_012548383.2, XP_037877767.1, XP_037877779.1	XP_017875862.1
OG0000236	NP_001036882.1, XP_037871515.1, XP_037871704.1, XP_021205252.2	XP_017889375.1
OG0000237	XP_004931804.1	XP_017876361.1
OG0000237	XP_037875185.1	XP_017876360.1
OG0000241	XP_012547063.1, XP_004926042.1, XP_037873319.1, XP_012546361.1, XP_004929513.1, XP_004929472.2	XP_026666971.1, XP_026666464.1
OG0000244	XP_021202524.1	XP_017875461.1
OG0000245	NP_001037534.1, XP_037872283.1, XP_012548212.3, NP_001037335.1, XP_037872125.1	XP_017884414.2, XP_017877241.2, XP_017877242.1
OG0000246	XP_012549895.1, NP_001037174.1	XP_026672439.1, XP_017886206.1, XP_017886207.1
OG0000247	XP_021207883.2, XP_037873736.1	XP_026669061.1
OG0000248	XP_021203484.2, XP_037872942.1	XP_026672461.1
OG0000249	NP_001138804.1, XP_012545064.1	XP_017881184.1, XP_017889296.1, XP_017889295.1, XP_017881308.1
OG0000250	XP_021206228.1, XP_004930144.1	XP_017891897.1, XP_017892094.1
OG0000250	XP_004930143.1	XP_017878871.1
OG0000251	XP_021206899.1, NP_001108066.1	XP_017891906.1, XP_017880108.2
OG0000252	NP_001104796.1	XP_017882976.1, XP_017882975.1
OG0000253	XP_021208580.1, NP_001037287.1	XP_017892580.1
OG0000253	NP_001037285.1	XP_017887593.1
OG0000254	XP_004921802.3	XP_017885582.1
OG0000254	XP_004924523.1, XP_037876397.1	XP_026670867.1, XP_017883145.1
OG0000255	XP_012543911.1, XP_012543887.2	XP_017876450.1, XP_017876430.1, XP_017876438.1, XP_017876443.1
OG0000255	XP_004923881.1	XP_017881190.1
OG0000256	NP_001093298.1, XP_037870495.1	XP_017888223.1, XP_017888224.1
OG0000257	XP_012551257.1, XP_012551255.1	XP_017888096.1
OG0000257	XP_004932600.1	XP_017888092.1
OG0000258	NP_001159622.2, NP_001106744.1, XP_012551170.1	XP_017878110.1
OG0000259	XP_012548404.1	XP_026675575.1, XP_026675576.1, XP_026674289.1
OG0000261	XP_004922950.1, NP_001303996.1	XP_026673608.1, XP_017888695.1, XP_017888696.1, XP_017888680.1, XP_017888716.1
OG0000263	XP_012549376.1, NP_001040274.1	XP_017879981.1, XP_017879980.1
OG0000264	NP_001037358.2	XP_017891067.1
OG0000264	XP_037875045.1, NP_001037084.1	XP_017876369.1
OG0000266	NP_001040464.1	XP_017891607.1, XP_026674990.1, XP_017891608.1
OG0000266	XP_012544346.1, NP_001037083.1	XP_017885430.1, XP_017885429.1
OG0000268	XP_021204157.1	XP_017885444.1
OG0000269	XP_004924161.2	XP_026675551.1, XP_026675554.1, XP_026675552.1, XP_026675550.1, XP_026675553.1, XP_017892665.1
OG0000270	NP_001171666.1	XP_017889037.1
OG0000271	XP_037870196.1, NP_001036913.1, XP_021203229.1, NP_001036977.1	XP_017883617.2, XP_026671280.1
OG0000272	NP_001091830.1, XP_037866711.1	XP_017892842.1
OG0000272	NP_001166818.1, XP_012549099.1	XP_017876935.1
OG0000274	XP_037866704.1	XP_017883552.1
OG0000274	XP_021202962.1, XP_021202959.1	XP_026674273.1, XP_026674274.1, XP_026674275.1
OG0000275	XP_004924792.1	XP_017876926.2
OG0000277	XP_012544880.1, XP_021202885.1, XP_004924999.1	XP_017884937.1
OG0000278	XP_021207737.1	XP_017883294.2
OG0000279	NP_001296510.1, XP_037868174.1, NP_001037502.1	XP_017877534.1, XP_026668146.1
OG0000280	XP_004923939.1	XP_017885680.1
OG0000281	XP_004922768.2	XP_017890997.1
OG0000283	XP_037877071.1, XP_037877070.1, XP_037877069.1	XP_017885393.1
OG0000284	NP_001037072.1	XP_017887944.1
OG0000284	NP_001296499.1, XP_004932842.1	XP_017877834.1, XP_017892296.1
OG0000286	XP_004929167.1	XP_017882800.1
OG0000287	XP_004922091.1, XP_004922588.1	XP_017887531.1
OG0000288	XP_021201951.2	XP_017887268.1
OG0000288	XP_037868251.1	XP_017890083.1
OG0000289	XP_004925540.2	XP_017879713.1, XP_017879711.1, XP_017879712.1, XP_017879710.1
OG0000293	XP_004929231.1	XP_026673949.1, XP_026673952.1, XP_026673951.1, XP_026673956.1
OG0000295	NP_001037538.1	XP_017883054.1, XP_017883056.1, XP_017883055.1
OG0000296	NP_001093088.1	XP_017880686.1, XP_017880687.1, XP_017880688.1
OG0000297	XP_037872464.1	XP_017893279.1
OG0000298	XP_037876134.1	XP_017877821.1, XP_017877822.1, XP_017877823.1, XP_026668289.1, XP_017877820.1
OG0000299	XP_004931769.1	XP_026668130.1, XP_026668129.1, XP_017877527.1, XP_017877528.1
OG0000300	XP_004933050.1	XP_017887624.1
OG0000301	NP_001106223.1	XP_017888706.1
OG0000301	XP_037870660.1, NP_001296467.1, XP_037870645.1, NP_001106221.1, XP_037870730.1	XP_017881796.1, XP_026670186.1
OG0000302	XP_012548543.1, NP_001036995.2	XP_017882044.1
OG0000303	XP_004922660.1	XP_017883659.1
OG0000303	XP_004933180.1	XP_017876261.1, XP_017881670.1
OG0000304	XP_012551807.1	XP_026667461.1, XP_026667462.1, XP_026667463.1, XP_017876182.1
OG0000305	XP_037867702.1	XP_026670924.1
OG0000306	XP_037876226.1, XP_012545475.3, XP_037876227.1	XP_026670843.1, XP_026670846.1, XP_017883071.2
OG0000307	XP_021205396.1	XP_017886766.1, XP_017886767.1
OG0000308	XP_021205271.1, XP_004928518.1	XP_017882238.1
OG0000309	XP_037874917.1, XP_012544599.1	XP_017883719.1, XP_026671117.1, XP_026671116.1
OG0000310	XP_004922674.1, XP_037871399.1, XP_021207827.1, XP_021207825.1, XP_037871233.1, XP_021207822.1, XP_021207824.1, XP_021207818.1	XP_026668950.1, XP_017879249.1
OG0000311	NP_001093301.1, NP_001036889.1	XP_017879050.1
OG0000312	NP_001040189.1, XP_004923642.1	XP_026675168.1, XP_017891847.1, XP_017891846.1
OG0000313	XP_037867942.1, XP_004931346.1, XP_004930719.1, XP_004930720.1, XP_004930722.1, XP_004930721.1, XP_004930724.1, XP_004930716.1	XP_017876032.1, XP_017892939.1, XP_017892941.1, XP_017892942.1
OG0000314	XP_004933069.3	XP_026674212.1
OG0000315	XP_037867576.1	XP_026670640.1, XP_026673904.1, XP_026670639.1, XP_026673902.1
OG0000316	XP_012546125.1, NP_001166631.1	XP_017889315.1
OG0000316	NP_001166632.1	XP_017885727.1
OG0000317	XP_037867855.1, XP_037867856.1	XP_017878634.1
OG0000318	XP_037871308.1	XP_017886867.1
OG0000319	XP_021206353.1, XP_021206354.1, XP_004930032.1	XP_017890544.1
OG0000320	XP_012545276.1, NP_001098066.2	XP_017884838.1, XP_017885012.1
OG0000321	XP_021202661.1, XP_004924713.2	XP_026669990.1
OG0000322	XP_037873232.1, XP_037873234.1	XP_017891907.1
OG0000323	XP_012548839.3, XP_037874398.1	XP_017881130.1, XP_017881133.1, XP_026669825.1, XP_026669824.1, XP_026669823.1, XP_017881127.1
OG0000325	XP_021203813.1, XP_004926421.2	XP_017892509.1, XP_017892508.1, XP_017892510.1
OG0000326	XP_004928341.1, XP_004928446.1, XP_012545326.1, XP_012545315.1, XP_021203283.2, XP_012545324.2	XP_026672616.1, XP_017883786.2
OG0000327	XP_021208093.2	XP_026669845.1, XP_026669836.1, XP_026669837.1
OG0000329	XP_037871902.1, XP_021206656.1, XP_037875458.1, XP_004932030.3, XP_021207809.2	XP_017890655.1
OG0000332	XP_004926237.1	XP_026675169.1, XP_017892085.1, XP_017892086.1, XP_017892084.1, XP_017892083.1
OG0000333	NP_001274771.1, XP_004925570.1	XP_017883944.1, XP_017880399.2
OG0000334	XP_012548494.3	XP_017876668.1, XP_017876666.1, XP_017876667.1, XP_026667677.1
OG0000335	XP_037867290.1, NP_001091841.1	XP_026674589.1, XP_017890677.1
OG0000336	XP_004922260.1	XP_026668398.1, XP_017884030.1
OG0000337	XP_037869275.1, XP_037869270.1	XP_017892895.1
OG0000338	XP_012550935.1	XP_026670550.1
OG0000339	NP_001106217.1	XP_017890207.1
OG0000339	NP_001037376.1, XP_012549898.1	XP_017880076.1
OG0000340	NP_001036910.1, XP_037876898.1, XP_037877212.1	XP_017883854.1
OG0000340	NP_001037458.1	XP_017881925.1
OG0000341	XP_004929139.1, XP_012548430.1, XP_004929140.1	XP_017880418.1, XP_017880419.1
OG0000342	NP_001116809.1	XP_017882193.1
OG0000342	XP_004932270.2	XP_017882300.1
OG0000343	XP_012543786.3	XP_017880492.1
OG0000344	XP_037877717.1	XP_017878016.1, XP_026668371.1, XP_026668373.1, XP_026668372.1
OG0000345	NP_001243988.1	XP_017886453.1
OG0000347	XP_021202995.1	XP_017875942.1
OG0000348	NP_001243674.1, XP_004933388.2	XP_026667059.1
OG0000349	XP_004924752.1	XP_017883706.1, XP_026671160.1
OG0000350	XP_004924816.1	XP_017877637.1, XP_017877636.1
OG0000351	XP_004930400.2, XP_021206282.2, XP_004930150.2, XP_012549333.1, NP_001037002.1, XP_012551199.2	XP_026671339.1, XP_017884059.1
OG0000356	XP_021204926.1, NP_001140185.1, XP_037873010.1, XP_037873052.1, XP_004928236.2	XP_017882661.1, XP_017882662.1
OG0000357	XP_037875620.1, XP_037875619.1	XP_017884701.1, XP_026671694.1, XP_017884704.1, XP_017884703.1, XP_017884702.1
OG0000358	XP_004929861.1, XP_012549059.1	XP_017881381.1, XP_017881384.1, XP_017881383.1, XP_017881382.1
OG0000360	XP_004925207.2	XP_026672518.1
OG0000361	XP_004932398.1, XP_004932402.1, XP_004932401.1, XP_004932403.1, XP_021207706.1, XP_021207741.1, XP_012551187.1, XP_004932400.1, XP_004932404.1	XP_017889643.1
OG0000363	NP_001166627.1	XP_017887556.1
OG0000363	NP_001036950.1, NP_001036951.1	XP_017879666.2, XP_017882363.1
OG0000364	XP_012545855.2, NP_001036990.1	XP_017879635.1
OG0000365	XP_004931576.1	XP_026669826.1
OG0000366	XP_037868836.1, XP_037868853.1	XP_026672513.1, XP_026672512.1
OG0000367	XP_004931037.1	XP_017876664.1, XP_017876665.1, XP_017876663.1
OG0000368	NP_001296504.1	XP_017881800.1, XP_017890006.1, XP_026674259.1, XP_026674258.1
OG0000369	XP_021205545.1	XP_026673921.1, XP_026673920.1, XP_017875060.2
OG0000370	NP_001037368.1, XP_037867324.1, XP_021206506.2	XP_026670242.1
OG0000370	XP_004923586.2	XP_026670240.1
OG0000371	XP_021206677.1	XP_026672489.1, XP_026672487.1, XP_017886344.1, XP_017886345.1, XP_026672490.1, XP_017886342.1, XP_017886343.1
OG0000372	XP_004927647.1	XP_026674693.1, XP_017877007.1
OG0000375	XP_004932094.1	XP_026673145.1
OG0000377	XP_021204843.1, XP_037877759.1	XP_017879768.1
OG0000377	NP_001093303.1	XP_017892888.1
OG0000378	NP_001128361.1, XP_012548744.1	XP_026666512.1, XP_017893062.1
OG0000378	XP_012545363.2	XP_017875171.1
OG0000379	XP_012548112.2, XP_037872167.1, XP_037872168.1	XP_026672374.1
OG0000380	XP_004929190.1	XP_026674310.1, XP_017889485.1
OG0000381	XP_037873154.1	XP_017876207.1
OG0000381	NP_001040480.1	XP_017879359.1
OG0000382	XP_004926637.1	XP_026667240.1, XP_017877895.1
OG0000383	XP_004924167.1	XP_017880981.1, XP_017887324.1
OG0000384	XP_012546200.2, NP_001037020.1	XP_017880522.1, XP_026669531.1
OG0000384	XP_012549844.2	XP_026669578.1
OG0000385	XP_021209212.1, XP_021209213.1, XP_004923323.1, XP_012553076.1	XP_017888867.1, XP_017888864.1, XP_017880344.1
OG0000386	XP_004922882.1	XP_017882819.1, XP_026670786.1, XP_026674023.1, XP_026670748.1
OG0000388	NP_001037022.1	XP_017892983.1
OG0000388	NP_001037023.1	XP_017892916.1
OG0000389	XP_004932710.1, XP_021207907.1	XP_017888208.1, XP_017882958.1, XP_017882959.1
OG0000390	XP_021203616.1, XP_037877297.1, XP_037877296.1	XP_026675490.1
OG0000391	XP_037874402.1	XP_017879294.1
OG0000392	XP_037869586.1	XP_017881561.1, XP_017890620.1, XP_017884071.1
OG0000394	XP_037872446.1	XP_017891153.1, XP_017891154.1
OG0000395	XP_004925794.1	XP_017878360.1, XP_017880857.1
OG0000396	XP_037871983.1, XP_021209044.1, XP_037872017.1, XP_037872022.1	XP_017876629.1, XP_017876031.1
OG0000398	XP_012549270.1	XP_017883232.1, XP_026670933.1, XP_017881985.1, XP_026670277.1
OG0000399	XP_037869246.1	XP_017888875.2, XP_026673685.1
OG0000401	XP_012553127.1	XP_017877858.1, XP_017877859.1, XP_026668295.1, XP_017877857.1
OG0000403	XP_037866587.1, XP_037866592.1	XP_026669413.1, XP_026669481.1, XP_026669498.1
OG0000405	NP_001040392.1	XP_017891894.1, XP_017891893.1
OG0000405	XP_037873435.1	XP_017891500.1
OG0000406	XP_004929643.2	XP_017890264.1, XP_017888942.1
OG0000406	XP_004925045.1	XP_017888966.1
OG0000408	XP_004932927.1	XP_026673209.1, XP_026673210.1
OG0000408	XP_004931561.1	XP_017892389.1
OG0000409	XP_004924677.1	XP_017879420.1
OG0000410	XP_012553301.2	XP_017876457.1
OG0000411	XP_004923311.1	XP_017875085.1
OG0000411	XP_004933193.1	XP_026669493.1
OG0000412	XP_012550723.1	XP_026671793.1, XP_026667744.1, XP_017876789.1
OG0000413	XP_021205027.1, XP_012547653.1, XP_004928420.1, XP_012547656.1, XP_012547655.1, XP_037873149.1	XP_017889013.1, XP_026673841.1, XP_026673840.1, XP_026673839.1
OG0000414	XP_021206944.1	XP_017891040.1
OG0000414	XP_004926609.1	XP_017891275.1
OG0000415	XP_004923559.1	XP_026672044.1, XP_026672043.1, XP_026672042.1, XP_026672041.1
OG0000416	XP_037868006.1	XP_026671285.1, XP_026671284.1, XP_017890267.2, XP_026667441.1, XP_017891813.1, XP_026668991.1
OG0000417	XP_021207012.2	XP_026670592.1
OG0000417	XP_004922341.3, XP_004922254.1	XP_017889513.1
OG0000418	XP_037867828.1, XP_037869401.1, XP_037869402.1, XP_012549539.1, XP_012549538.1, XP_037869400.1	XP_026674820.1
OG0000419	XP_004921625.1	XP_017893681.1, XP_017893682.1, XP_026666873.1
OG0000420	XP_037875242.1	XP_017883993.1
OG0000420	XP_004929927.1	XP_026671299.1
OG0000421	XP_037871236.1	XP_017886991.1
OG0000422	XP_004928016.1	XP_017883585.1, XP_017883586.1, XP_026671031.1, XP_017883584.1
OG0000423	XP_004922982.1	XP_017877847.1, XP_017877835.1
OG0000424	XP_012543994.1	XP_017882930.1
OG0000425	XP_004931496.2	XP_026667650.1, XP_026667652.1, XP_026667651.1
OG0000426	XP_004926893.2, XP_037872271.1	XP_017885576.1
OG0000427	XP_004931505.3	XP_026672403.1, XP_026667920.1
OG0000427	XP_004921827.1	XP_026674914.1
OG0000428	NP_001127722.1, XP_021206900.2	XP_017882890.1
OG0000429	XP_004921819.1	XP_017882425.1, XP_017882426.1, XP_017882427.1, XP_017882428.1, XP_017882429.1, XP_026670577.1, XP_017882430.1
OG0000430	XP_004931599.1	XP_017889252.1
OG0000431	XP_037873083.1, XP_037873009.1, NP_001103811.1, NP_001103812.1, XP_037873325.1, XP_012545633.1, XP_037873272.1, XP_037873186.1, XP_012547694.2	XP_026673703.1
OG0000432	XP_004927792.1	XP_017877649.1
OG0000433	XP_004927325.1	XP_026667220.1
OG0000433	XP_037872506.1, XP_021205512.1, XP_004929039.1, XP_037872365.1, XP_004929034.3, XP_012548107.2, XP_004929036.2, XP_004929033.3, XP_037872460.1, XP_004928835.1	XP_026666785.1
OG0000434	XP_021207352.2, XP_004931859.2, XP_012550618.1, XP_012550619.1	XP_026667609.1, XP_017876717.1
OG0000436	XP_012544653.1, NP_001157382.1	XP_017892969.1, XP_017892973.1
OG0000436	XP_037874773.1	XP_017892982.1
OG0000437	XP_004925471.1, XP_037875367.1	XP_026667075.1, XP_026667076.1, XP_026667073.1, XP_026667074.1, XP_017875336.1, XP_017875334.1, XP_017875333.1, XP_017875332.1
OG0000438	XP_021209231.1	XP_017883034.1
OG0000439	XP_004922987.1	XP_017878847.1
OG0000440	XP_004931128.1, XP_004931129.1	XP_017882389.1
OG0000442	XP_012552268.1, XP_037869304.1, XP_037869303.1	XP_017882333.1, XP_017882334.1
OG0000443	NP_001243917.1, XP_037875534.1	XP_017885882.1
OG0000444	NP_001296486.1	XP_017890461.1
OG0000445	XP_037877659.1, NP_001103810.2	XP_017886578.1
OG0000445	XP_037866540.1	XP_026672605.1
OG0000446	XP_021205750.2	XP_017893250.1
OG0000447	XP_037869965.1, XP_037870004.1	XP_017877130.1, XP_026667913.1
OG0000448	XP_004928171.1	XP_017883604.1, XP_017883603.1, XP_017883602.1, XP_017883601.1
OG0000449	XP_004927641.1, XP_004927639.1, XP_004927640.1	XP_017878411.1, XP_017878410.1
OG0000450	XP_004924638.1, XP_012544520.1	XP_017887043.1, XP_017887045.1
OG0000451	XP_021207060.1	XP_017880325.2
OG0000452	XP_004923659.2, XP_012553421.2	XP_017879967.1, XP_017879965.1, XP_017879968.1
OG0000452	XP_004923139.1	XP_026675475.1
OG0000453	NP_001171330.1, XP_012551816.1	XP_017884928.1
OG0000454	XP_012543973.2, XP_037875666.1	XP_026667948.1
OG0000455	NP_001266428.1, XP_021206172.1	XP_017878226.1, XP_017878228.1, XP_017878227.1
OG0000456	XP_004934093.4	XP_026666909.1, XP_017881530.2, XP_026669984.1, XP_017883751.2, XP_017881402.1
OG0000457	NP_001127746.1, NP_001127724.1, XP_037874602.1	XP_026674590.1, XP_026674592.1, XP_026674591.1, XP_026674595.1, XP_017890652.1, XP_017890651.1, XP_026674594.1
OG0000458	NP_001037412.2, XP_012552878.1	XP_017890258.1
OG0000459	XP_004930201.1	XP_026671264.1, XP_026671263.1, XP_026671266.1, XP_017883834.1
OG0000460	XP_004929869.1	XP_017877047.1
OG0000460	XP_004929870.2	XP_017877050.1, XP_017877049.1, XP_017877052.1
OG0000461	XP_012545235.1	XP_026666681.1, XP_026666682.1, XP_017893539.1
OG0000462	XP_012545975.1	XP_026672526.1
OG0000463	XP_021202662.2, XP_012544580.2, XP_004924386.1	XP_017877020.1
OG0000465	XP_004925185.1	XP_017886082.1
OG0000466	XP_037870170.1, NP_001139705.1	XP_017879538.1
OG0000468	XP_037876797.1	XP_017886392.1, XP_017886387.1, XP_017886390.1
OG0000469	XP_037870187.1, NP_001296505.1	XP_017888699.1, XP_017888701.1, XP_026673616.1, XP_026673617.1, XP_026673618.1, XP_026673619.1, XP_026673620.1, XP_026673621.1
OG0000470	XP_004929360.1	XP_026673529.1, XP_017888485.1, XP_017888479.1, XP_017888482.1, XP_017888481.1, XP_017888484.1, XP_017888487.1, XP_017888486.1
OG0000471	XP_012544171.1, NP_001037117.1	XP_026669889.1, XP_026669892.1, XP_017881852.1
OG0000475	XP_004922754.1, XP_004922755.1, XP_012551854.1, XP_004922749.1	XP_017889767.1
OG0000476	XP_037870557.1, XP_004929488.4, XP_037868953.1, XP_004933576.1, XP_037870551.1, XP_037870496.1, NP_001036901.1, XP_037870195.1	XP_017878015.1
OG0000477	NP_001036999.1	XP_017888192.1
OG0000478	XP_004931958.1	XP_017885291.1, XP_017885292.1, XP_026672009.1
OG0000479	XP_037869129.1	XP_017886238.1
OG0000482	XP_037866530.1	XP_017876131.1, XP_026667911.1, XP_017882629.2
