Orthogroup	Bombyx_mori	Habropoda_laboriosa
OG0000251	XP_021206899.1, NP_001108066.1	XP_017791741.1, XP_017793287.1, XP_017795052.1
OG0000252	NP_001104796.1	XP_017797270.1, XP_017797289.1, XP_017797280.1
OG0000253	XP_021208580.1, NP_001037287.1	XP_017796608.1
OG0000253	NP_001037285.1	XP_017795187.1
OG0000254	XP_004921802.3	XP_017789988.1
OG0000254	XP_004924523.1, XP_037876397.1	XP_017793665.1
OG0000255	XP_012543911.1, XP_012543887.2	XP_017793024.1
OG0000255	XP_004923881.1	XP_017794124.1
OG0000256	NP_001093298.1, XP_037870495.1	XP_017799058.1
OG0000257	XP_012551257.1, XP_012551255.1	XP_017797798.1
OG0000257	XP_004932600.1	XP_017797796.1
OG0000258	NP_001159622.2, NP_001106744.1, XP_012551170.1	XP_017795892.1
OG0000259	XP_012548404.1	XP_017787619.1
OG0000260	NP_001036839.1	XP_017797942.1
OG0000261	XP_004922950.1, NP_001303996.1	XP_017796472.1
OG0000263	XP_012549376.1, NP_001040274.1	XP_017793038.1
OG0000264	NP_001037358.2	XP_017789982.1
OG0000264	XP_037875045.1, NP_001037084.1	XP_017790586.1, XP_017790587.1
OG0000266	NP_001040464.1	XP_017799566.1
OG0000266	XP_012544346.1, NP_001037083.1	XP_017789615.1
OG0000269	XP_004924161.2	XP_017794671.1
OG0000270	NP_001171666.1	XP_017790436.1
OG0000271	XP_037870196.1, NP_001036913.1, XP_021203229.1, NP_001036977.1	XP_017796506.1
OG0000272	NP_001091830.1, XP_037866711.1	XP_017787885.1
OG0000272	NP_001166818.1, XP_012549099.1	XP_017794633.1
OG0000274	XP_037866704.1	XP_017788622.1
OG0000274	XP_021202962.1, XP_021202959.1	XP_017790712.1
OG0000275	XP_004924792.1	XP_017791259.1
OG0000277	XP_012544880.1, XP_021202885.1, XP_004924999.1	XP_017798618.1, XP_017798619.1, XP_017798620.1
OG0000278	XP_021207737.1	XP_017793717.1
OG0000279	NP_001296510.1, XP_037868174.1, NP_001037502.1	XP_017788771.1
OG0000280	XP_012553292.2	XP_017796270.1
OG0000281	XP_004922768.2	XP_017793218.1
OG0000282	XP_021203480.1	XP_017795699.1
OG0000283	XP_037877071.1, XP_037877070.1, XP_037877069.1	XP_017790766.1
OG0000284	NP_001037072.1	XP_017791641.1
OG0000284	NP_001296499.1, XP_004932842.1	XP_017793660.1, XP_017792010.1
OG0000285	XP_037874172.1	XP_017798151.1
OG0000286	XP_004929167.1	XP_017792533.1, XP_017792535.1, XP_017792536.1, XP_017792537.1, XP_017792538.1, XP_017792539.1, XP_017792534.1, XP_017791490.1
OG0000287	XP_004922091.1, XP_004922588.1	XP_017788179.1
OG0000288	XP_021201951.2	XP_017789073.1
OG0000288	XP_037868251.1	XP_017788636.1
OG0000289	XP_004925540.2	XP_017799003.1
OG0000292	XP_037874428.1, XP_021206479.1	XP_017796966.1
OG0000293	XP_004929231.1	XP_017796745.1
OG0000295	NP_001037538.1	XP_017795274.1, XP_017795266.1
OG0000296	NP_001093088.1	XP_017788651.1, XP_017788659.1, XP_017788642.1
OG0000297	XP_037872464.1	XP_017790136.1
OG0000298	XP_037876134.1	XP_017790769.1, XP_017790767.1
OG0000299	XP_004931769.1	XP_017788114.1
OG0000300	XP_004933050.1	XP_017790327.1
OG0000301	NP_001106223.1	XP_017798433.1
OG0000301	XP_037870660.1, NP_001296467.1, XP_037870645.1, NP_001106221.1, XP_037870730.1	XP_017789978.1
OG0000302	NP_001095931.1	XP_017797066.1
OG0000302	XP_012548543.1, NP_001036995.2	XP_017789605.1
OG0000303	XP_004922660.1	XP_017798322.1
OG0000303	XP_004933180.1	XP_017795549.1, XP_017795593.1
OG0000304	XP_012551807.1	XP_017799529.1
OG0000305	XP_037867702.1	XP_017790464.1
OG0000306	XP_037876226.1, XP_012545475.3, XP_037876227.1	XP_017793663.1, XP_017793662.1
OG0000307	XP_021205396.1	XP_017794904.1, XP_017794906.1, XP_017794905.1
OG0000308	XP_021205271.1, XP_004928518.1	XP_017790044.1
OG0000309	XP_037874917.1, XP_012544599.1	XP_017798375.1
OG0000310	XP_004922674.1, XP_037871399.1, XP_021207827.1, XP_021207825.1, XP_037871233.1, XP_021207822.1, XP_021207824.1, XP_021207818.1	XP_017796412.1
OG0000311	NP_001093301.1, NP_001036889.1	XP_017792683.1
OG0000312	NP_001040189.1, XP_004923642.1	XP_017790961.1, XP_017795474.1
OG0000313	XP_037867942.1, XP_004931346.1, XP_004930719.1, XP_004930720.1, XP_004930722.1, XP_004930721.1, XP_004930724.1, XP_004930716.1	XP_017787470.1, XP_017787453.1
OG0000314	XP_004933069.3	XP_017796594.1
OG0000315	XP_037867576.1	XP_017796950.1, XP_017796373.1
OG0000316	XP_012546125.1, NP_001166631.1	XP_017787626.1
OG0000316	NP_001166632.1	XP_017788611.1
OG0000317	XP_037867855.1, XP_037867856.1	XP_017789247.1
OG0000318	XP_037871308.1	XP_017794915.1
OG0000319	XP_021206353.1, XP_021206354.1, XP_004930032.1	XP_017793487.1
OG0000320	XP_012545276.1, NP_001098066.2	XP_017798550.1
OG0000321	XP_021202661.1, XP_004924713.2	XP_017794268.1
OG0000322	XP_037873232.1, XP_037873234.1	XP_017791003.1
OG0000323	XP_012548839.3, XP_037874398.1	XP_017793291.1, XP_017793301.1
OG0000324	XP_037876704.1	XP_017796882.1
OG0000325	XP_021203813.1, XP_004926421.2	XP_017795690.1, XP_017795689.1
OG0000326	XP_004928341.1, XP_004928446.1, XP_012545326.1, XP_012545315.1, XP_021203283.2, XP_012545324.2	XP_017796830.1, XP_017795870.1
OG0000327	XP_021208104.2, XP_021208109.2	XP_017793295.1
OG0000327	XP_021208093.2	XP_017793298.1
OG0000329	XP_037871902.1, XP_021206656.1, XP_037875458.1, XP_004932030.3, XP_021207809.2	XP_017792790.1
OG0000332	XP_004926237.1	XP_017792113.1
OG0000333	NP_001274771.1, XP_004925570.1	XP_017797214.1, XP_017796435.1
OG0000334	XP_012548494.3	XP_017792528.1
OG0000335	XP_037867290.1, NP_001091841.1	XP_017792772.1
OG0000336	XP_004922260.1	XP_017798007.1, XP_017788072.1
OG0000337	XP_037869275.1, XP_037869270.1	XP_017793012.1
OG0000338	XP_012550935.1	XP_017791744.1
OG0000338	XP_012550857.1, NP_001243932.1	XP_017792145.1
OG0000339	NP_001106217.1	XP_017790714.1
OG0000339	NP_001037376.1, XP_012549898.1	XP_017797978.1, XP_017797977.1
OG0000340	NP_001036910.1, XP_037876898.1, XP_037877212.1	XP_017796539.1
OG0000340	NP_001037458.1	XP_017794738.1
OG0000341	XP_004929139.1, XP_012548430.1, XP_004929140.1	XP_017797340.1, XP_017797341.1
OG0000342	NP_001116809.1	XP_017793328.1
OG0000342	XP_004932270.2	XP_017793414.1
OG0000343	XP_012543786.3	XP_017794440.1
OG0000344	XP_037877717.1	XP_017788369.1
OG0000345	NP_001243988.1	XP_017789387.1, XP_017789386.1, XP_017789385.1
OG0000347	XP_021202995.1	XP_017796917.1
OG0000348	NP_001243674.1, XP_004933388.2	XP_017794556.1, XP_017794557.1
OG0000349	XP_004924752.1	XP_017792810.1
OG0000350	XP_004924816.1	XP_017795578.1
OG0000351	XP_004930400.2, XP_021206282.2, XP_004930150.2, XP_012549333.1, NP_001037002.1, XP_012551199.2	XP_017796142.1
OG0000356	XP_021204926.1, NP_001140185.1, XP_037873010.1, XP_037873052.1, XP_004928236.2	XP_017795527.1, XP_017795525.1
OG0000357	XP_037875620.1, XP_037875619.1	XP_017797704.1
OG0000358	XP_004929861.1, XP_012549059.1	XP_017791660.1
OG0000360	XP_004925207.2	XP_017796307.1
OG0000361	XP_004932398.1, XP_004932402.1, XP_004932401.1, XP_004932403.1, XP_021207706.1, XP_021207741.1, XP_012551187.1, XP_004932400.1, XP_004932404.1	XP_017793542.1
OG0000363	NP_001166627.1	XP_017792001.1
OG0000363	NP_001036950.1, NP_001036951.1	XP_017791082.1
OG0000364	XP_012545855.2, NP_001036990.1	XP_017790691.1
OG0000365	XP_004931576.1	XP_017795022.1
OG0000366	XP_037868836.1, XP_037868853.1	XP_017796670.1
OG0000367	XP_004931037.1	XP_017792517.1, XP_017792500.1, XP_017792509.1
OG0000368	NP_001296504.1	XP_017789979.1, XP_017789944.1
OG0000369	XP_021205545.1	XP_017794761.1, XP_017788218.1
OG0000370	NP_001037368.1, XP_037867324.1, XP_021206506.2	XP_017791625.1
OG0000370	XP_004923586.2	XP_017791571.1
OG0000371	XP_021206677.1	XP_017795103.1, XP_017795102.1
OG0000372	XP_004927647.1	XP_017797846.1, XP_017793266.1
OG0000375	XP_004932094.1	XP_017792240.1
OG0000377	XP_021204843.1, XP_037877759.1	XP_017788281.1
OG0000377	NP_001093303.1	XP_017787890.1
OG0000378	NP_001128361.1, XP_012548744.1	XP_017797600.1, XP_017797614.1
OG0000378	XP_012545363.2	XP_017797599.1
OG0000379	XP_012548112.2, XP_037872167.1, XP_037872168.1	XP_017795222.1
OG0000380	XP_004929190.1	XP_017797706.1, XP_017797714.1, XP_017797723.1, XP_017797698.1
OG0000381	XP_037873154.1	XP_017797366.1
OG0000381	NP_001040480.1	XP_017796437.1
OG0000382	XP_004926637.1	XP_017790268.1, XP_017798231.1
OG0000383	XP_004924167.1	XP_017797122.1, XP_017795215.1, XP_017797126.1, XP_017792569.1, XP_017792570.1, XP_017796732.1, XP_017796955.1, XP_017796957.1, XP_017797042.1
OG0000384	XP_012546200.2, NP_001037020.1	XP_017794439.1
OG0000385	XP_021209212.1, XP_021209213.1, XP_004923323.1, XP_012553076.1	XP_017797950.1, XP_017797565.1
OG0000386	XP_004922882.1	XP_017789743.1, XP_017789553.1
OG0000388	NP_001037022.1	XP_017794104.1
OG0000388	NP_001037023.1	XP_017792981.1
OG0000389	XP_004932710.1, XP_021207907.1	XP_017798961.1, XP_017795910.1
OG0000390	XP_021203616.1, XP_037877297.1, XP_037877296.1	XP_017795613.1
OG0000391	XP_037874402.1	XP_017788404.1
OG0000392	XP_037869586.1	XP_017796720.1, XP_017797008.1, XP_017796987.1, XP_017795936.1
OG0000394	XP_037872446.1	XP_017798876.1
OG0000395	XP_004925794.1	XP_017795714.1, XP_017789320.1
OG0000396	XP_037871983.1, XP_021209044.1, XP_037872017.1, XP_037872022.1	XP_017793863.1
OG0000397	XP_012547260.2, XP_004927925.2	XP_017797882.1
OG0000398	XP_012549270.1	XP_017790243.1
OG0000399	XP_037869246.1	XP_017787510.1, XP_017787511.1, XP_017787509.1, XP_017787505.1, XP_017787512.1
OG0000401	XP_012553127.1	XP_017793697.1, XP_017793696.1, XP_017793694.1
OG0000403	XP_037866587.1, XP_037866592.1	XP_017799362.1, XP_017799360.1
OG0000405	NP_001040392.1	XP_017791752.1
OG0000405	XP_037873435.1	XP_017789951.1
OG0000406	XP_004929643.2	XP_017789102.1
OG0000406	XP_004925045.1	XP_017789038.1
OG0000408	XP_004932927.1	XP_017795669.1
OG0000408	XP_004931561.1	XP_017795675.1
OG0000409	XP_004924677.1	XP_017788680.1
OG0000410	XP_012553301.2	XP_017796930.1
OG0000411	XP_004923311.1	XP_017788188.1
OG0000411	XP_004933193.1	XP_017792047.1
OG0000412	XP_012550723.1	XP_017798621.1, XP_017796421.1
OG0000413	XP_021205027.1, XP_012547653.1, XP_004928420.1, XP_012547656.1, XP_012547655.1, XP_037873149.1	XP_017799108.1
OG0000414	XP_021206944.1	XP_017798862.1
OG0000414	XP_004926609.1	XP_017798865.1
OG0000415	XP_004923559.1	XP_017798266.1
OG0000416	XP_037868006.1	XP_017799179.1, XP_017797041.1, XP_017797102.1, XP_017793821.1, XP_017795986.1, XP_017791946.1, XP_017797088.1
OG0000417	XP_021207012.2	XP_017795279.1
OG0000417	XP_004922341.3, XP_004922254.1	XP_017791833.1
OG0000418	XP_012545692.2	XP_017792468.1
OG0000418	XP_037867828.1, XP_037869401.1, XP_037869402.1, XP_012549539.1, XP_012549538.1, XP_037869400.1	XP_017795813.1
OG0000419	XP_004921625.1	XP_017795339.1, XP_017795340.1
OG0000420	XP_037875242.1	XP_017798908.1
OG0000420	XP_004929927.1	XP_017799021.1
OG0000421	XP_037871236.1	XP_017795008.1
OG0000422	XP_004928016.1	XP_017795112.1
OG0000423	XP_004922982.1	XP_017798104.1, XP_017798105.1
OG0000425	XP_004931496.2	XP_017789685.1
OG0000426	XP_004926893.2, XP_037872271.1	XP_017790169.1
OG0000427	XP_004921827.1	XP_017796073.1
OG0000428	NP_001127722.1, XP_021206900.2	XP_017789672.1
OG0000429	XP_004921819.1	XP_017793783.1, XP_017793781.1, XP_017793782.1, XP_017793784.1, XP_017793785.1
OG0000430	XP_004931599.1	XP_017799298.1, XP_017795146.1
OG0000431	XP_037873083.1, XP_037873009.1, NP_001103811.1, NP_001103812.1, XP_037873325.1, XP_012545633.1, XP_037873272.1, XP_037873186.1, XP_012547694.2	XP_017791115.1
OG0000432	XP_004927792.1	XP_017799524.1, XP_017799522.1, XP_017799525.1
OG0000433	XP_004927325.1	XP_017790681.1, XP_017790690.1
OG0000434	XP_021207352.2, XP_004931859.2, XP_012550618.1, XP_012550619.1	XP_017796879.1
OG0000436	XP_012544653.1, NP_001157382.1	XP_017794103.1
OG0000436	XP_037874773.1	XP_017794051.1
OG0000437	XP_004925471.1, XP_037875367.1	XP_017791397.1
OG0000438	XP_021209231.1	XP_017790637.1, XP_017790781.1
OG0000439	XP_004922987.1	XP_017793620.1
OG0000440	XP_004931128.1, XP_004931129.1	XP_017792511.1
OG0000442	XP_012552268.1, XP_037869304.1, XP_037869303.1	XP_017788630.1
OG0000443	NP_001243917.1, XP_037875534.1	XP_017792400.1
OG0000444	NP_001296486.1	XP_017793482.1
OG0000445	XP_037877659.1, NP_001103810.2	XP_017787663.1
OG0000445	XP_037866540.1	XP_017787664.1
OG0000446	XP_021205750.2	XP_017798854.1
OG0000447	XP_037869965.1, XP_037870004.1	XP_017799505.1, XP_017799506.1, XP_017799503.1, XP_017799504.1, XP_017799502.1
OG0000448	XP_004928171.1	XP_017788599.1, XP_017788600.1
OG0000449	XP_004927641.1, XP_004927639.1, XP_004927640.1	XP_017793090.1
OG0000450	XP_004924638.1, XP_012544520.1	XP_017796177.1, XP_017796175.1, XP_017796176.1, XP_017796181.1, XP_017796182.1, XP_017796183.1, XP_017796184.1, XP_017796185.1, XP_017796186.1, XP_017796178.1, XP_017796180.1
OG0000451	XP_021207060.1	XP_017789645.1, XP_017789644.1, XP_017789648.1, XP_017789647.1, XP_017789646.1
OG0000452	XP_004923659.2, XP_012553421.2	XP_017793368.1
OG0000452	XP_004923139.1	XP_017794161.1
OG0000453	NP_001171330.1, XP_012551816.1	XP_017798574.1
OG0000454	XP_012543973.2, XP_037875666.1	XP_017787598.1
OG0000455	NP_001266428.1, XP_021206172.1	XP_017788425.1
OG0000456	XP_004934093.4	XP_017794164.1
OG0000457	NP_001127746.1, NP_001127724.1, XP_037874602.1	XP_017792802.1
OG0000458	NP_001037412.2, XP_012552878.1	XP_017799233.1, XP_017799234.1, XP_017799236.1, XP_017799237.1, XP_017799238.1, XP_017799232.1
OG0000459	XP_004930201.1	XP_017790741.1
OG0000460	XP_004929869.1	XP_017799319.1
OG0000460	XP_004929870.2	XP_017799320.1
OG0000461	XP_012545235.1	XP_017788829.1
OG0000462	XP_012545975.1	XP_017787925.1
OG0000463	XP_021202662.2, XP_012544580.2, XP_004924386.1	XP_017799064.1
OG0000464	XP_012544414.3	XP_017799008.1
OG0000465	XP_004925185.1	XP_017796141.1
OG0000466	XP_037870170.1, NP_001139705.1	XP_017790404.1
OG0000468	XP_037876797.1	XP_017795101.1
OG0000469	XP_037870187.1, NP_001296505.1	XP_017797236.1
OG0000470	XP_004929360.1	XP_017794884.1
OG0000471	XP_012544171.1, NP_001037117.1	XP_017797336.1
OG0000475	XP_004922754.1, XP_004922755.1, XP_012551854.1, XP_004922749.1	XP_017796621.1
OG0000476	XP_037870557.1, XP_004929488.4, XP_037868953.1, XP_004933576.1, XP_037870551.1, XP_037870496.1, NP_001036901.1, XP_037870195.1	XP_017791962.1
OG0000477	NP_001036999.1	XP_017799389.1
OG0000478	XP_004931958.1	XP_017789075.1
OG0000479	XP_037869129.1	XP_017793128.1
OG0000483	NP_001171913.1, XP_037872550.1	XP_017798974.1
OG0000484	XP_037876600.1	XP_017787953.1
OG0000485	NP_001040249.1	XP_017797839.1, XP_017797837.1
OG0000486	XP_012552150.2	XP_017792228.1
OG0000487	XP_012546459.2	XP_017790807.1, XP_017790777.1
OG0000488	XP_004930709.1	XP_017789931.1
OG0000489	XP_004929626.1, XP_021205905.1, XP_004929625.1	XP_017787699.1
OG0000490	XP_004921592.1	XP_017789278.1, XP_017789280.1
OG0000491	XP_037877644.1, NP_001191409.1	XP_017791699.1
OG0000492	XP_004932172.1, XP_012550996.1	XP_017788147.1
OG0000494	XP_021205852.2	XP_017795531.1
OG0000497	XP_004925703.1	XP_017790955.1
OG0000497	XP_037877112.1	XP_017793631.1
OG0000498	XP_012550720.2, NP_001037654.1	XP_017799571.1
OG0000499	NP_001037044.1, XP_021209234.1, XP_037876391.1, XP_037876390.1, XP_037876389.1, XP_004923339.1	XP_017789145.1
OG0000500	XP_021205906.2	XP_017797598.1
OG0000501	XP_021207070.1	XP_017795060.1
OG0000501	NP_001036830.1	XP_017795042.1
OG0000502	XP_004924879.2	XP_017788450.1, XP_017788154.1
OG0000503	XP_021206408.1, XP_004930385.1	XP_017788135.1, XP_017788134.1
OG0000504	XP_012544699.1	XP_017789156.1, XP_017789133.1, XP_017789148.1, XP_017789141.1, XP_017789164.1, XP_017788787.1
OG0000505	NP_001104821.1	XP_017798745.1
OG0000506	XP_037867476.1, XP_012549568.1	XP_017794431.1, XP_017795342.1
OG0000507	NP_001182380.2	XP_017787753.1
OG0000508	XP_021203282.2, XP_021203281.2, XP_021203279.2, XP_012545336.2, XP_012545333.2, XP_012545335.2, XP_004925605.2	XP_017795402.1
OG0000509	XP_021208434.1, NP_001166624.1, XP_037868439.1, XP_004924134.1, XP_021202331.1, XP_021202332.1, XP_021202333.1	XP_017788498.1
OG0000510	XP_012550404.1, XP_004931507.1	XP_017792920.1
OG0000512	XP_037867720.1, XP_037867724.1	XP_017793772.1
OG0000516	NP_001036973.1	XP_017796482.1
OG0000517	XP_004928520.1, XP_004928521.1	XP_017790071.1, XP_017790072.1
OG0000518	XP_004927862.1	XP_017798671.1
OG0000519	XP_004931542.1, XP_004931541.1, XP_004931540.1	XP_017791021.1
OG0000520	XP_004927331.1	XP_017791645.1
OG0000521	NP_001157387.1, XP_012548052.1	XP_017789663.1
OG0000522	NP_001037422.1, XP_012545566.1	XP_017795143.1, XP_017789557.1
OG0000523	XP_037877469.1, XP_037871113.1, XP_037871123.1, XP_037871130.1, XP_037877529.1	XP_017799377.1, XP_017799382.1
OG0000524	XP_004929730.1, XP_004929729.1, XP_037874478.1, XP_037874477.1, XP_004929731.1, XP_021204539.2, XP_037875512.1, XP_012547183.1	XP_017792371.1
OG0000525	NP_001136442.1	XP_017798452.1, XP_017798453.1
OG0000526	XP_037872072.1, XP_021205154.1	XP_017790192.1
OG0000527	XP_037868305.1, XP_021201942.1	XP_017788912.1, XP_017788913.1
OG0000528	NP_001157373.1	XP_017787650.1
OG0000529	NP_001091831.1, XP_021207529.1	XP_017796215.1, XP_017787860.1
OG0000530	NP_001037293.1	XP_017798790.1
OG0000530	NP_001040165.1	XP_017798780.1
OG0000531	XP_037868189.1, XP_037868190.1, XP_021207607.2	XP_017794200.1, XP_017794146.1
OG0000533	XP_021203586.1	XP_017792307.1
OG0000534	XP_037871585.1, XP_037872502.1, XP_037876360.1, XP_037873344.1, XP_037873724.1, XP_037872894.1, XP_037868498.1, XP_037868126.1, XP_037871596.1	XP_017792952.1, XP_017796350.1, XP_017796734.1
OG0000536	XP_021204081.2	XP_017799141.1
OG0000537	XP_037874433.1, XP_037866876.1	XP_017790713.1
OG0000537	XP_012549334.2	XP_017790753.1
OG0000538	XP_012544334.2	XP_017796205.1
OG0000538	XP_012544306.1	XP_017796103.1
OG0000540	NP_001037402.1, XP_012543872.1	XP_017793564.1
OG0000541	XP_012549131.3	XP_017799087.1, XP_017799088.1
OG0000542	XP_037874970.1, XP_037874971.1	XP_017791324.1
OG0000543	XP_004929963.2	XP_017794217.1
OG0000544	XP_037877425.1, NP_001040144.1, XP_012546822.1	XP_017793535.1, XP_017793536.1
OG0000545	XP_021207576.1	XP_017791585.1, XP_017795197.1
OG0000546	XP_037874421.1, XP_037874422.1	XP_017799411.1, XP_017794398.1
OG0000547	XP_037868185.1	XP_017792331.1, XP_017792330.1
OG0000548	NP_001166800.1	XP_017796667.1
OG0000551	XP_012544828.1	XP_017787789.1, XP_017787791.1
OG0000552	NP_001091782.1, XP_021205866.1	XP_017796466.1
OG0000552	XP_037874483.1	XP_017795804.1
OG0000553	NP_001036972.1	XP_017790038.1, XP_017790039.1, XP_017790040.1
OG0000554	XP_004926030.1	XP_017789918.1, XP_017795903.1
OG0000555	XP_012545898.1, NP_001037386.1	XP_017789808.1, XP_017789811.1
OG0000556	XP_012552107.1	XP_017790775.1, XP_017790774.1
OG0000557	NP_001037662.1	XP_017794527.1, XP_017794529.1, XP_017794528.1, XP_017794530.1
OG0000558	NP_001239602.1	XP_017790823.1
OG0000558	XP_021204778.1, XP_037870997.1	XP_017791113.1
OG0000559	XP_012547318.1, XP_004927820.1	XP_017798356.1
OG0000560	XP_004922211.3	XP_017791847.1
OG0000561	XP_037876535.1	XP_017790460.1
OG0000561	XP_021208156.1	XP_017790394.1
OG0000562	XP_004933191.1	XP_017795295.1
OG0000562	XP_004931765.1	XP_017795319.1, XP_017795318.1
OG0000563	XP_004929133.1, XP_012548479.1	XP_017788619.1
OG0000564	XP_004924725.1	XP_017793513.1
OG0000565	XP_037873686.1, XP_021208411.2, XP_037873685.1, XP_004923238.1	XP_017794595.1, XP_017796419.1
OG0000567	XP_012544658.1, NP_001161754.1	XP_017795556.1, XP_017798953.1
OG0000568	XP_037867612.1, NP_001037618.1, XP_012546386.1	XP_017799520.1
OG0000569	XP_037866581.1, XP_037866580.1	XP_017788296.1
OG0000569	NP_001245291.1, XP_021206755.2	XP_017793315.1
OG0000570	XP_012546682.2, XP_037875243.1	XP_017794289.1
OG0000571	XP_037867331.1	XP_017798518.1
OG0000572	XP_037877105.1	XP_017788884.1
OG0000573	XP_004923686.1, XP_012550979.2	XP_017788476.1
OG0000574	NP_001166639.1, XP_012553441.2	XP_017799602.1
OG0000574	XP_021202012.1	XP_017799579.1
OG0000575	XP_037874419.1	XP_017799412.1, XP_017799413.1
OG0000576	XP_021205662.1, XP_004929219.1	XP_017794420.1
OG0000577	XP_012547346.2	XP_017788396.1, XP_017788395.1
OG0000583	XP_037870532.1	XP_017798775.1
OG0000584	XP_012546181.1, NP_001037323.1	XP_017798769.1
OG0000585	XP_012546397.1, XP_037867713.1, XP_037867714.1, XP_004926850.1	XP_017798269.1, XP_017796240.1
OG0000586	XP_004933012.1	XP_017788474.1
OG0000586	XP_004922687.1	XP_017795221.1
OG0000587	XP_004924727.1, XP_004924726.1	XP_017795762.1
OG0000588	NP_001138802.1	XP_017787593.1, XP_017787594.1
OG0000589	XP_012551468.1, XP_004932776.1	XP_017787799.1
OG0000591	XP_004927233.1	XP_017790711.1
OG0000592	XP_004932337.1	XP_017794652.1
OG0000593	XP_037869837.1, XP_021205704.1, XP_004929130.2, XP_004927048.1, XP_004932462.1	XP_017791548.1
OG0000594	XP_012547108.1, XP_012547106.1	XP_017790432.1
OG0000595	XP_004926349.1	XP_017792912.1
OG0000595	XP_004926259.1	XP_017792911.1
OG0000596	XP_004932062.1	XP_017787746.1
OG0000597	XP_037867979.1, XP_021206038.1, XP_004929819.2	XP_017792345.1
OG0000598	XP_037874811.1	XP_017794120.1
