Orthogroup	Bombyx_mori	Megachile_rotundata
OG0000203	XP_037867417.1	XP_003705579.2
OG0000204	XP_012547643.2, XP_037873174.1, XP_021205107.1, XP_004928344.1, XP_012547605.1, XP_004928345.1, XP_037873267.1	XP_003704418.1
OG0000205	NP_001243944.1	XP_003705021.1, XP_012144620.1, XP_012144622.1, XP_012144618.1, XP_012144619.1
OG0000206	XP_004924015.1	XP_003707704.1
OG0000206	XP_004922930.2	XP_012150998.1
OG0000207	NP_001037594.1	XP_012146454.1
OG0000207	NP_001091793.1, XP_004930513.3	XP_012134609.1, XP_012134607.1
OG0000208	XP_037869032.1, NP_001103395.1	XP_012134606.1
OG0000209	XP_037869646.1, XP_004932917.2, XP_037869645.1, XP_012551601.2, XP_012551602.2, XP_012551603.2	XP_012150853.1, XP_012150852.1, XP_003707562.1
OG0000210	XP_012544085.3	XP_003703387.1, XP_012148961.1
OG0000210	XP_037866888.1, XP_037866887.1	XP_012137421.1
OG0000212	XP_037869182.1, NP_001106228.1	XP_003700908.2, XP_003702537.1, XP_003702536.2
OG0000213	XP_004922013.1	XP_012141554.1, XP_003703563.1, XP_012141555.1, XP_012141556.1, XP_012141557.1
OG0000214	NP_001040475.1	XP_003703502.1
OG0000214	NP_001040198.1, XP_037870587.1	XP_003700432.2
OG0000215	XP_037866848.1, XP_004930044.1	XP_003705904.2
OG0000216	NP_001108343.1	XP_003699552.2
OG0000217	XP_021203021.2, XP_012548700.2, XP_004933855.2, XP_037870903.1	XP_003703360.2
OG0000218	XP_004930688.1	XP_012146998.1, XP_012146997.1, XP_012147000.1, XP_012146999.1, XP_012146995.1, XP_012146996.1
OG0000219	XP_004931785.1	XP_003707713.1, XP_012151048.1
OG0000221	XP_037867521.1, XP_021207573.1, XP_021207493.1, XP_004922691.2, XP_012551723.1, XP_012551720.1, XP_004922638.1, XP_037871234.1, XP_037877580.1, XP_037872846.1, XP_037877505.1, XP_037872849.1, XP_037872848.1, XP_037877503.1, XP_037877504.1, XP_037877506.1, XP_037877501.1, XP_037877502.1, XP_037872850.1, XP_037877579.1, XP_037877510.1, XP_037877561.1, XP_037877562.1	XP_003703821.1
OG0000223	NP_001037450.1, NP_001128672.1, XP_012550372.1, NP_001036840.1	XP_003700060.2
OG0000225	NP_001040252.1	XP_012147417.1, XP_012147416.1, XP_012142097.1
OG0000226	NP_001127711.1, XP_021204237.1	XP_012142844.1, XP_012142842.1, XP_012142841.1
OG0000226	XP_037873831.1, NP_001127712.1	XP_012142847.1
OG0000227	XP_012550182.2, XP_004931163.3, XP_012550180.2	XP_012152961.1, XP_012152968.1, XP_012152963.1, XP_012152971.1
OG0000228	XP_037874874.1	XP_012153562.1
OG0000229	XP_004928517.1, XP_012547831.1	XP_012153002.1, XP_012153001.1
OG0000230	XP_021208331.1, XP_004933333.1	XP_003707766.1, XP_012151176.1, XP_012151175.1, XP_012142731.1, XP_012142730.1, XP_003704424.1
OG0000231	XP_037871854.1, XP_037877315.1	XP_012148493.1, XP_012148491.1, XP_012148494.1, XP_012148489.1, XP_003706704.1, XP_012148490.1
OG0000232	XP_012546482.1, NP_001040472.1	XP_012139351.1, XP_003702791.1
OG0000233	XP_004928912.1, XP_004928913.2	XP_012151529.1, XP_012151530.1
OG0000235	XP_037877778.1, XP_012548383.2, XP_037877767.1, XP_037877779.1	XP_012152694.1
OG0000236	NP_001036882.1, XP_037871515.1, XP_037871704.1, XP_021205252.2	XP_003705969.1
OG0000237	XP_004931804.1	XP_012137591.1
OG0000237	XP_037875185.1	XP_012137578.1
OG0000241	XP_012547063.1, XP_004926042.1, XP_037873319.1, XP_012546361.1, XP_004929513.1, XP_004929472.2	XP_012141585.1, XP_012138646.1, XP_012138647.1, XP_012138648.1, XP_012138644.1
OG0000244	XP_021202524.1	XP_003702794.2
OG0000245	NP_001037534.1, XP_037872283.1, XP_012548212.3, NP_001037335.1, XP_037872125.1	XP_003707107.1
OG0000246	XP_012549895.1, NP_001037174.1	XP_012143780.1
OG0000246	XP_004931016.1	XP_003704683.1
OG0000247	XP_021207883.2, XP_037873736.1	XP_012150346.1
OG0000248	XP_021203484.2, XP_037872942.1	XP_012151217.1, XP_012151211.1
OG0000249	NP_001138804.1, XP_012545064.1	XP_012140332.1, XP_012140328.1, XP_012140331.1
OG0000250	XP_021206228.1, XP_004930144.1	XP_003706993.1, XP_012149090.1
OG0000250	XP_004930143.1	XP_012138594.1
OG0000251	XP_021206899.1, NP_001108066.1	XP_012148950.1, XP_012148951.1, XP_012138655.1, XP_012144355.1
OG0000252	NP_001104796.1	XP_003706376.1
OG0000253	XP_021208580.1, NP_001037287.1	XP_003708641.2
OG0000253	NP_001037285.1	XP_012153159.1, XP_012153161.1
OG0000254	XP_004921802.3	XP_012141089.1
OG0000254	XP_004924523.1, XP_037876397.1	XP_012150104.1
OG0000255	XP_004923881.1	XP_003707576.1
OG0000256	NP_001093298.1, XP_037870495.1	XP_012141779.1, XP_003703743.1, XP_012141781.1, XP_012141782.1, XP_012141780.1, XP_012141775.1, XP_012141774.1, XP_012141778.1, XP_012141777.1
OG0000257	XP_012551257.1, XP_012551255.1	XP_012152627.1
OG0000257	XP_004932600.1	XP_003708278.1, XP_012152634.1
OG0000258	NP_001159622.2, NP_001106744.1, XP_012551170.1	XP_003708550.1, XP_012153429.1, XP_012153430.1
OG0000259	XP_012548404.1	XP_012141818.1, XP_012141819.1
OG0000260	XP_004929696.2, NP_001036839.1	XP_012147130.1
OG0000261	XP_004922950.1, NP_001303996.1	XP_003708378.2, XP_012152145.1, XP_012152140.1, XP_003708132.1, XP_003703046.1, XP_012139949.1
OG0000263	XP_012549376.1, NP_001040274.1	XP_012154514.1, XP_012154527.1, XP_012154521.1, XP_003699274.1
OG0000264	NP_001037358.2	XP_012141565.1
OG0000264	XP_037875045.1, NP_001037084.1	XP_003706549.1, XP_012148148.1
OG0000266	NP_001040464.1	XP_012142351.1, XP_012142346.1
OG0000266	XP_012544346.1, NP_001037083.1	XP_003701377.1
OG0000268	XP_021204157.1	XP_012147628.1, XP_012151349.1, XP_003705563.2, XP_003704992.1
OG0000269	XP_004924161.2	XP_003707502.1
OG0000270	NP_001171666.1	XP_003701983.1
OG0000271	XP_037870196.1, NP_001036913.1, XP_021203229.1, NP_001036977.1	XP_003703932.2
OG0000272	NP_001091830.1, XP_037866711.1	XP_012137264.1
OG0000272	NP_001166818.1, XP_012549099.1	XP_012137477.1
OG0000274	XP_037866704.1	XP_012150333.1
OG0000275	XP_004924792.1	XP_003707508.1, XP_012150479.1
OG0000277	XP_012544880.1, XP_021202885.1, XP_004924999.1	XP_012139530.1, XP_003702918.1, XP_012139529.1
OG0000278	XP_021207737.1	XP_012140846.1
OG0000279	NP_001296510.1, XP_037868174.1, NP_001037502.1	XP_003704233.1
OG0000280	XP_004923939.1	XP_012145329.1
OG0000281	XP_004922768.2	XP_003705781.1
OG0000282	XP_021203480.1	XP_012151413.1
OG0000283	XP_037877071.1, XP_037877070.1, XP_037877069.1	XP_012145591.1
OG0000284	NP_001037072.1	XP_012138543.1
OG0000284	NP_001296499.1, XP_004932842.1	XP_012145095.1, XP_012137964.1
OG0000285	XP_037874172.1	XP_003699411.2
OG0000286	XP_004929167.1	XP_003701800.2
OG0000287	XP_004922091.1	XP_012148331.1
OG0000287	XP_004922588.1	XP_003706601.1
OG0000288	XP_021201951.2	XP_012136951.1
OG0000288	XP_037868251.1	XP_003707452.1
OG0000289	XP_004925540.2	XP_012144635.1
OG0000292	XP_037874428.1, XP_021206479.1	XP_012146321.1
OG0000293	XP_004929231.1	XP_003706108.2
OG0000295	NP_001037538.1	XP_012145127.1, XP_012145128.1, XP_003705274.1
OG0000296	NP_001093088.1	XP_012136932.1, XP_003701648.1, XP_012136934.1, XP_012136933.1, XP_012136935.1
OG0000297	XP_037872464.1	XP_003703683.1
OG0000298	XP_037876134.1	XP_012139175.1, XP_003702628.1
OG0000299	XP_004931769.1	XP_003707712.2
OG0000300	XP_004933050.1	XP_003705565.1
OG0000301	NP_001106223.1	XP_012145465.1, XP_003705403.1
OG0000301	XP_037870660.1, NP_001296467.1, XP_037870645.1, NP_001106221.1, XP_037870730.1	XP_003700755.1
OG0000302	NP_001095931.1	XP_012135451.1
OG0000302	XP_012548543.1, NP_001036995.2	XP_003705687.2, XP_003707086.1, XP_012149383.1
OG0000303	XP_004922660.1	XP_012154089.1
OG0000303	XP_004933180.1	XP_012151306.1, XP_012151111.1, XP_003700589.2
OG0000304	XP_012551807.1	XP_003702511.1
OG0000306	XP_037876226.1, XP_012545475.3, XP_037876227.1	XP_003705265.2, XP_012145085.1, XP_012145087.1, XP_012145089.1, XP_012145088.1
OG0000307	XP_021205396.1	XP_012145496.1, XP_012145495.1, XP_012145494.1, XP_012145493.1, XP_012145497.1
OG0000308	XP_021205271.1, XP_004928518.1	XP_012148928.1, XP_012148929.1, XP_012148931.1, XP_012148932.1, XP_003706809.1, XP_012148927.1, XP_012148935.1, XP_012148934.1, XP_012148933.1, XP_012148938.1, XP_012148937.1, XP_012148926.1
OG0000309	XP_037874917.1, XP_012544599.1	XP_012154330.1, XP_003700520.1
OG0000310	XP_004922674.1, XP_037871399.1, XP_021207827.1, XP_021207825.1, XP_037871233.1, XP_021207822.1, XP_021207824.1, XP_021207818.1	XP_012136599.1, XP_003701573.1
OG0000311	NP_001093301.1, NP_001036889.1	XP_012145310.1
OG0000312	NP_001040189.1, XP_004923642.1	XP_012149526.1
OG0000313	XP_037867942.1, XP_004931346.1, XP_004930719.1, XP_004930720.1, XP_004930722.1, XP_004930721.1, XP_004930724.1, XP_004930716.1	XP_003701165.1, XP_003701166.1
OG0000314	XP_004933069.3	XP_003704743.2, XP_012143918.1
OG0000315	XP_037867576.1	XP_012147116.1, XP_012147112.1, XP_012147113.1
OG0000316	XP_012546125.1, NP_001166631.1	XP_012149717.1
OG0000316	NP_001166632.1	XP_012137523.1
OG0000317	XP_037867855.1, XP_037867856.1	XP_012148424.1, XP_003699981.1, XP_012148458.1, XP_012148442.1, XP_012148439.1, XP_012148433.1, XP_012148450.1
OG0000318	XP_037871308.1	XP_003704099.2
OG0000319	XP_021206353.1, XP_021206354.1, XP_004930032.1	XP_012135023.1
OG0000320	XP_012545276.1, NP_001098066.2	XP_012152561.1
OG0000321	XP_021202661.1, XP_004924713.2	XP_003708518.1
OG0000322	XP_037873232.1, XP_037873234.1	XP_003706986.1
OG0000323	XP_012548839.3, XP_037874398.1	XP_003702453.2
OG0000324	XP_037876704.1	XP_012143166.1
OG0000325	XP_021203813.1, XP_004926421.2	XP_003702122.1
OG0000326	XP_004928341.1, XP_004928446.1, XP_012545326.1, XP_012545315.1, XP_021203283.2, XP_012545324.2	XP_003700119.1
OG0000327	XP_021208104.2, XP_021208109.2	XP_012137702.1
OG0000327	XP_021208093.2	XP_003701781.1
OG0000329	XP_037871902.1, XP_021206656.1, XP_037875458.1, XP_004932030.3, XP_021207809.2	XP_012154307.1, XP_012154306.1, XP_012154305.1, XP_003700513.1
OG0000332	XP_004926237.1	XP_012149524.1, XP_003707142.1
OG0000333	NP_001274771.1, XP_004925570.1	XP_003703002.2
OG0000334	XP_012548494.3	XP_003706965.2
OG0000335	XP_037867290.1, NP_001091841.1	XP_012154285.1, XP_012154283.1, XP_012154287.1, XP_012154284.1, XP_012154288.1, XP_012154289.1, XP_012154290.1, XP_003700441.1
OG0000336	XP_004922260.1	XP_012148014.1, XP_003706072.1
OG0000337	XP_037869275.1, XP_037869270.1	XP_012135630.1
OG0000338	XP_012550935.1	XP_012142275.1
OG0000339	NP_001106217.1	XP_003702674.1
OG0000339	NP_001037376.1, XP_012549898.1	XP_003705530.1, XP_012145886.1
OG0000340	NP_001036910.1, XP_037876898.1, XP_037877212.1	XP_012136431.1
OG0000340	NP_001037458.1	XP_012145764.1, XP_012145765.1
OG0000341	XP_004929139.1, XP_012548430.1, XP_004929140.1	XP_003704822.1, XP_012144121.1, XP_012144124.1, XP_012144125.1
OG0000342	NP_001116809.1	XP_012154374.1
OG0000342	XP_004932270.2	XP_012154383.1
OG0000343	XP_012543786.3	XP_012135157.1
OG0000344	XP_037877717.1	XP_012141836.1, XP_012141838.1, XP_012141835.1, XP_012141839.1
OG0000345	NP_001243988.1	XP_003708164.2, XP_003708165.1
OG0000347	XP_021202995.1	XP_003702599.1, XP_012139080.1
OG0000348	NP_001243674.1, XP_004933388.2	XP_012147890.1
OG0000349	XP_004924752.1	XP_012154317.1
OG0000350	XP_004924816.1	XP_012135254.1, XP_012135256.1, XP_012135255.1, XP_012135258.1, XP_012135257.1
OG0000351	XP_004930400.2, XP_021206282.2, XP_004930150.2, XP_012549333.1, NP_001037002.1, XP_012551199.2	XP_012147200.1
OG0000356	XP_021204926.1, NP_001140185.1, XP_037873010.1, XP_037873052.1, XP_004928236.2	XP_012152175.1
OG0000357	XP_037875620.1, XP_037875619.1	XP_012152486.1, XP_003708319.1
OG0000358	XP_004929861.1, XP_012549059.1	XP_012143873.1, XP_012143874.1, XP_012143872.1, XP_003704704.1
OG0000360	XP_004925207.2	XP_012142588.1, XP_012142586.1, XP_012142587.1, XP_012142583.1, XP_012142584.1, XP_012142581.1, XP_012142582.1, XP_003704153.1
OG0000361	XP_004932398.1, XP_004932402.1, XP_004932401.1, XP_004932403.1, XP_021207706.1, XP_021207741.1, XP_012551187.1, XP_004932400.1, XP_004932404.1	XP_012153467.1, XP_012153468.1, XP_003708557.1
OG0000363	NP_001166627.1	XP_012135320.1
OG0000363	NP_001036950.1, NP_001036951.1	XP_012150517.1
OG0000364	XP_012545855.2, NP_001036990.1	XP_003707298.1, XP_012150131.1, XP_012150132.1
OG0000365	XP_004931576.1	XP_012137131.1, XP_012137132.1, XP_012137133.1, XP_012137130.1
OG0000366	XP_037868836.1, XP_037868853.1	XP_012146838.1, XP_012146835.1, XP_012146832.1, XP_012146831.1, XP_012146833.1
OG0000367	XP_004931037.1	XP_003706966.1, XP_012148849.1, XP_012148850.1, XP_012148848.1, XP_012148852.1
OG0000368	NP_001296504.1	XP_003700684.1, XP_003701289.1
OG0000369	XP_021205545.1	XP_012141445.1, XP_003707668.1, XP_012150874.1
OG0000370	NP_001037368.1, XP_037867324.1, XP_021206506.2	XP_012144316.1
OG0000371	XP_021206677.1	XP_003705927.2
OG0000372	XP_004927647.1	XP_012153750.1, XP_012153752.1, XP_012153749.1, XP_012153748.1, XP_012153751.1, XP_003704661.1
OG0000375	XP_004932094.1	XP_012138104.1, XP_003702089.1
OG0000377	XP_021204843.1, XP_037877759.1	XP_003703779.1
OG0000377	NP_001093303.1	XP_012147672.1, XP_012147676.1, XP_012147671.1, XP_012147673.1, XP_012147674.1, XP_012147675.1
OG0000378	NP_001128361.1, XP_012548744.1	XP_012146654.1
OG0000378	XP_012545363.2	XP_012140754.1, XP_012140758.1
OG0000379	XP_012548112.2, XP_037872167.1, XP_037872168.1	XP_012136830.1
OG0000380	XP_004929190.1	XP_003703764.1, XP_012141808.1, XP_012141807.1
OG0000381	XP_037873154.1	XP_012140183.1
OG0000381	NP_001040480.1	XP_003701471.1
OG0000382	XP_004926637.1	XP_003706910.1, XP_012149297.1, XP_003708419.1
OG0000383	XP_004924167.1	XP_012135466.1, XP_012140362.1, XP_012138672.1
OG0000384	XP_012546200.2, NP_001037020.1	XP_012148688.1, XP_012148686.1
OG0000384	XP_012549844.2	XP_012148701.1
OG0000385	XP_021209212.1, XP_021209213.1, XP_004923323.1, XP_012553076.1	XP_012135512.1, XP_003702425.1
OG0000386	XP_004922882.1	XP_003706715.2, XP_003706716.1
OG0000388	NP_001037022.1	XP_012135627.1, XP_012135626.1, XP_003701232.1
OG0000388	NP_001037023.1	XP_003699232.1, XP_003706234.1
OG0000389	XP_004932710.1, XP_021207907.1	XP_012151722.1, XP_003708000.1, XP_012147824.1, XP_012147823.1
OG0000390	XP_021203616.1, XP_037877297.1, XP_037877296.1	XP_003702207.2
OG0000391	XP_037874402.1	XP_003701456.1
OG0000392	XP_037869586.1	XP_012152710.1, XP_012153221.1, XP_012147487.1, XP_012147630.1, XP_012151022.1
OG0000394	XP_037872446.1	XP_003703438.1, XP_012141054.1
OG0000395	XP_004925794.1	XP_003700152.2, XP_012152325.1, XP_012152326.1
OG0000396	XP_037871983.1, XP_021209044.1, XP_037872017.1, XP_037872022.1	XP_003706948.1, XP_012135935.1
OG0000397	XP_012547260.2, XP_004927925.2	XP_003706551.2, XP_012148214.1
OG0000398	XP_012549270.1	XP_003706804.1
OG0000399	XP_037869246.1	XP_012135873.1, XP_012135875.1
OG0000401	XP_012553127.1	XP_003705245.1
OG0000403	XP_037866587.1, XP_037866592.1	XP_012151663.1, XP_012151659.1, XP_012151656.1, XP_012151664.1
OG0000405	NP_001040392.1	XP_003706823.1, XP_012148976.1
OG0000405	XP_037873435.1	XP_003706708.1
OG0000406	XP_004929643.2	XP_012140515.1
OG0000406	XP_004925045.1	XP_012140519.1
OG0000408	XP_004932927.1	XP_003702130.2
OG0000408	XP_004931561.1	XP_012137734.1, XP_012137736.1, XP_012137735.1, XP_003702041.1
OG0000409	XP_004924677.1	XP_003700783.1, XP_012134665.1, XP_012134664.1, XP_012134661.1, XP_012134663.1, XP_012134660.1, XP_012134658.1, XP_012134659.1
OG0000410	XP_012553301.2	XP_003704439.1
OG0000411	XP_004923311.1	XP_012150884.1, XP_012150883.1, XP_012150885.1
OG0000411	XP_004933193.1	XP_012138148.1
OG0000412	XP_012550723.1	XP_012139436.1, XP_012136660.1, XP_012136661.1
OG0000413	XP_021205027.1, XP_012547653.1, XP_004928420.1, XP_012547656.1, XP_012547655.1, XP_037873149.1	XP_003708031.2
OG0000414	XP_021206944.1	XP_012140948.1, XP_003703575.1
OG0000414	XP_004926609.1	XP_012140946.1, XP_003703576.1
OG0000415	XP_004923559.1	XP_012138118.1, XP_012138125.1, XP_012138159.1, XP_012138103.1, XP_012138107.1, XP_012138151.1, XP_012138131.1, XP_012138142.1, XP_012138138.1
OG0000416	XP_037868006.1	XP_012151720.1, XP_012145365.1, XP_012135049.1
OG0000417	XP_021207012.2	XP_012147620.1
OG0000417	XP_004922341.3, XP_004922254.1	XP_012143973.1
OG0000418	XP_012545692.2	XP_012144427.1
OG0000418	XP_037867828.1, XP_037869401.1, XP_037869402.1, XP_012549539.1, XP_012549538.1, XP_037869400.1	XP_003703347.2
OG0000419	XP_004921625.1	XP_012143510.1, XP_003704488.1, XP_012143509.1
OG0000420	XP_037875242.1	XP_012138373.1
OG0000421	XP_037871236.1	XP_003704125.1
OG0000422	XP_004928016.1	XP_012154009.1
OG0000423	XP_004922982.1	XP_003700805.1, XP_012135005.1
OG0000424	XP_012543994.1	XP_012138932.1
OG0000425	XP_004931496.2	XP_003708670.2, XP_012153580.1, XP_012153579.1
OG0000426	XP_004926893.2, XP_037872271.1	XP_012141111.1
OG0000427	XP_004931505.3	XP_003701662.1, XP_003700324.1
OG0000427	XP_004921827.1	XP_003705422.2
OG0000428	NP_001127722.1, XP_021206900.2	XP_012142601.1
OG0000428	NP_001127749.1, NP_001127748.1	XP_012145303.1
OG0000429	XP_004921819.1	XP_012153644.1
OG0000430	XP_004931599.1	XP_003705028.1, XP_012141797.1, XP_012141798.1, XP_012141799.1, XP_012141800.1
OG0000431	XP_037873083.1, XP_037873009.1, NP_001103811.1, NP_001103812.1, XP_037873325.1, XP_012545633.1, XP_037873272.1, XP_037873186.1, XP_012547694.2	XP_012144803.1
OG0000432	XP_004927792.1	XP_003702507.1, XP_012138855.1, XP_012138854.1
OG0000433	XP_004927325.1	XP_003706900.1
OG0000433	XP_037872506.1, XP_021205512.1, XP_004929039.1, XP_037872365.1, XP_004929034.3, XP_012548107.2, XP_004929036.2, XP_004929033.3, XP_037872460.1, XP_004928835.1	XP_012142828.1
OG0000434	XP_021207352.2, XP_004931859.2, XP_012550618.1, XP_012550619.1	XP_012143186.1, XP_012143185.1, XP_003704457.1
OG0000436	XP_012544653.1, NP_001157382.1	XP_012135622.1
OG0000436	XP_037874773.1	XP_003701242.1
OG0000437	XP_004925471.1, XP_037875367.1	XP_012136091.1, XP_012136090.1, XP_003701347.1, XP_012136092.1
OG0000438	XP_021209231.1	XP_003702655.2
OG0000439	XP_004922987.1	XP_012150542.1, XP_012150541.1, XP_012150544.1, XP_012150543.1, XP_003707536.1
OG0000442	XP_012552268.1, XP_037869304.1, XP_037869303.1	XP_003699914.1
OG0000443	NP_001243917.1, XP_037875534.1	XP_012140078.1, XP_003703094.1
OG0000444	NP_001296486.1	XP_003699277.1, XP_012134848.1, XP_012134857.1, XP_012134863.1, XP_012134840.1, XP_012134881.1, XP_012134890.1, XP_012134872.1
OG0000445	XP_037877659.1, NP_001103810.2	XP_012143530.1
OG0000445	XP_037866540.1	XP_012143529.1, XP_003704566.1
OG0000446	XP_021205750.2	XP_012141148.1
OG0000447	XP_037869965.1, XP_037870004.1	XP_012138825.1, XP_003702497.1
OG0000448	XP_004928171.1	XP_012144930.1, XP_003705151.1
OG0000449	XP_004927641.1, XP_004927639.1, XP_004927640.1	XP_003700565.1, XP_012154471.1
OG0000450	XP_004924638.1, XP_012544520.1	XP_012142375.1, XP_012142379.1
OG0000451	XP_021207060.1	XP_012137601.1, XP_012137603.1, XP_012137602.1, XP_012137606.1, XP_012137605.1, XP_003701985.1
OG0000452	XP_004923659.2, XP_012553421.2	XP_003700613.1
OG0000452	XP_004923139.1	XP_012153184.1
OG0000453	NP_001171330.1, XP_012551816.1	XP_012139607.1, XP_012139604.1, XP_012139606.1, XP_003702782.1
OG0000454	XP_012543973.2, XP_037875666.1	XP_012136124.1
OG0000455	NP_001266428.1, XP_021206172.1	XP_012136526.1, XP_012136525.1, XP_003701555.1
OG0000456	XP_004934093.4	XP_012153094.1, XP_012153095.1
OG0000457	NP_001127746.1, NP_001127724.1, XP_037874602.1	XP_003700512.1
OG0000458	NP_001037412.2, XP_012552878.1	XP_012151682.1, XP_012151683.1, XP_012151684.1
OG0000459	XP_004930201.1	XP_003699197.1
OG0000460	XP_004929869.1	XP_012151551.1
OG0000460	XP_004929870.2	XP_003707861.1, XP_012151552.1
OG0000461	XP_012545235.1	XP_003704206.1
OG0000462	XP_012545975.1	XP_003699608.1
OG0000464	XP_037868600.1	XP_012144723.1
OG0000464	XP_012544414.3	XP_012144721.1
OG0000465	XP_004925185.1	XP_012142191.1
OG0000466	XP_037870170.1, NP_001139705.1	XP_003706537.1, XP_012148167.1
OG0000468	XP_037876797.1	XP_012147009.1, XP_012147007.1, XP_012147006.1, XP_003705989.1
OG0000469	XP_037870187.1, NP_001296505.1	XP_003703934.2
OG0000470	XP_004929360.1	XP_012142526.1, XP_012142527.1, XP_003704114.1, XP_012142524.1, XP_012142525.1
OG0000471	XP_012544171.1, NP_001037117.1	XP_012144297.1, XP_012144296.1, XP_003704834.1
OG0000475	XP_004922754.1, XP_004922755.1, XP_012551854.1, XP_004922749.1	XP_012146944.1, XP_003705916.2
OG0000476	XP_037870557.1, XP_004929488.4, XP_037868953.1, XP_004933576.1, XP_037870551.1, XP_037870496.1, NP_001036901.1, XP_037870195.1	XP_003708425.1
OG0000477	NP_001036999.1	XP_012151743.1
OG0000478	XP_004931958.1	XP_012140641.1
OG0000479	XP_037869129.1	XP_012151218.1
OG0000483	NP_001171913.1, XP_037872550.1	XP_003707873.1
OG0000484	XP_037876600.1	XP_012145805.1, XP_012145804.1, XP_012145807.1, XP_012145806.1, XP_012145803.1, XP_003705511.1
OG0000485	NP_001040249.1	XP_003706547.1, XP_003706577.2
OG0000486	XP_012552150.2	XP_012140151.1, XP_012140157.1, XP_012140139.1, XP_012140161.1, XP_012140153.1, XP_012140140.1, XP_012140145.1, XP_012140142.1, XP_012140164.1, XP_012140148.1, XP_012140146.1, XP_012140156.1, XP_012140154.1, XP_012140155.1, XP_012140149.1, XP_012140165.1, XP_012140150.1, XP_012140141.1, XP_012140137.1, XP_012140147.1, XP_012140144.1, XP_012140159.1, XP_012140160.1, XP_012140143.1, XP_012140162.1, XP_012140138.1, XP_012140163.1, XP_012140158.1, XP_012140166.1
