Orthogroup	Bombyx_mori	Dufourea_novaeangliae
OG0000279	NP_001296510.1, XP_037868174.1, NP_001037502.1	XP_015432369.1
OG0000280	XP_012553292.2	XP_015439173.1
OG0000281	XP_004922768.2	XP_015432612.1
OG0000282	XP_037875926.1	XP_015438111.1
OG0000283	XP_037877071.1, XP_037877070.1, XP_037877069.1	XP_015440094.1
OG0000284	NP_001037072.1	XP_015429852.1
OG0000284	NP_001296499.1, XP_004932842.1	XP_015439650.1, XP_015438214.1
OG0000285	XP_037874172.1	XP_015436920.1, XP_015436921.1
OG0000286	XP_004929167.1	XP_015436588.1, XP_015436589.1
OG0000287	XP_004922091.1	XP_015438255.1
OG0000287	XP_004922588.1	XP_015438180.1
OG0000288	XP_021201951.2	XP_015435796.1
OG0000288	XP_037868251.1	XP_015439791.1
OG0000289	XP_004925540.2	XP_015432866.1, XP_015432868.1, XP_015432869.1, XP_015432870.1, XP_015432867.1
OG0000293	XP_004929231.1	XP_015434629.1
OG0000295	NP_001037538.1	XP_015433330.1, XP_015433328.1, XP_015433329.1
OG0000296	NP_001093088.1	XP_015434298.1
OG0000297	XP_037872464.1	XP_015429556.1
OG0000298	XP_037876134.1	XP_015433364.1
OG0000299	XP_004931769.1	XP_015435404.1
OG0000300	XP_004933050.1	XP_015437092.1, XP_015437090.1, XP_015437089.1
OG0000301	NP_001106223.1	XP_015428488.1
OG0000301	XP_037870660.1, NP_001296467.1, XP_037870645.1, NP_001106221.1, XP_037870730.1	XP_015434699.1
OG0000302	NP_001095931.1	XP_015433893.1
OG0000302	XP_012548543.1, NP_001036995.2	XP_015438406.1
OG0000303	XP_004922660.1	XP_015430384.1
OG0000303	XP_004933180.1	XP_015435487.1, XP_015435547.1
OG0000304	XP_012551807.1	XP_015430485.1
OG0000305	XP_037867702.1	XP_015434461.1
OG0000306	XP_037876226.1, XP_012545475.3, XP_037876227.1	XP_015439792.1, XP_015439652.1
OG0000307	XP_021205396.1	XP_015428477.1
OG0000308	XP_021205271.1, XP_004928518.1	XP_015438475.1
OG0000309	XP_037874917.1, XP_012544599.1	XP_015430291.1
OG0000310	XP_004922674.1, XP_037871399.1, XP_021207827.1, XP_021207825.1, XP_037871233.1, XP_021207822.1, XP_021207824.1, XP_021207818.1	XP_015435023.1
OG0000311	NP_001093301.1, NP_001036889.1	XP_015428715.1
OG0000312	NP_001040189.1, XP_004923642.1	XP_015431093.1
OG0000313	XP_037867942.1, XP_004931346.1, XP_004930719.1, XP_004930720.1, XP_004930722.1, XP_004930721.1, XP_004930724.1, XP_004930716.1	XP_015433511.1
OG0000314	XP_004933069.3	XP_015430171.1
OG0000315	XP_037867576.1	XP_015429602.1, XP_015429443.1
OG0000316	XP_012546125.1, NP_001166631.1	XP_015438634.1
OG0000316	NP_001166632.1	XP_015431212.1
OG0000317	XP_037867855.1, XP_037867856.1	XP_015438869.1
OG0000318	XP_037871308.1	XP_015432674.1
OG0000319	XP_021206353.1, XP_021206354.1, XP_004930032.1	XP_015437316.1
OG0000320	XP_012545276.1, NP_001098066.2	XP_015434182.1
OG0000321	XP_021202661.1, XP_004924713.2	XP_015438194.1
OG0000323	XP_012548839.3, XP_037874398.1	XP_015436562.1
OG0000324	XP_037876704.1	XP_015440322.1
OG0000325	XP_021203813.1, XP_004926421.2	XP_015433942.1
OG0000326	XP_004928341.1, XP_004928446.1, XP_012545326.1, XP_012545315.1, XP_021203283.2, XP_012545324.2	XP_015436335.1
OG0000327	XP_021208104.2, XP_021208109.2	XP_015436511.1
OG0000327	XP_021208093.2	XP_015436510.1
OG0000329	XP_037871902.1, XP_021206656.1, XP_037875458.1, XP_004932030.3, XP_021207809.2	XP_015430338.1, XP_015430339.1
OG0000332	XP_004926237.1	XP_015431199.1, XP_015431198.1
OG0000333	NP_001274771.1, XP_004925570.1	XP_015439205.1, XP_015431766.1
OG0000334	XP_012548494.3	XP_015431428.1
OG0000335	XP_037867290.1, NP_001091841.1	XP_015428456.1
OG0000336	XP_004922260.1	XP_015428756.1, XP_015428757.1, XP_015434373.1
OG0000337	XP_037869275.1, XP_037869270.1	XP_015437277.1
OG0000338	XP_012550935.1	XP_015432576.1
OG0000338	XP_012550857.1, NP_001243932.1	XP_015439789.1
OG0000339	NP_001106217.1	XP_015439872.1
OG0000339	NP_001037376.1, XP_012549898.1	XP_015428725.1
OG0000340	NP_001036910.1, XP_037876898.1, XP_037877212.1	XP_015435055.1
OG0000340	NP_001037458.1	XP_015438911.1
OG0000341	XP_004929139.1, XP_012548430.1, XP_004929140.1	XP_015436438.1, XP_015436439.1, XP_015436440.1, XP_015436441.1
OG0000342	NP_001116809.1	XP_015437294.1
OG0000342	XP_004932270.2	XP_015438850.1
OG0000343	XP_012543786.3	XP_015429049.1
OG0000344	XP_037877717.1	XP_015436838.1
OG0000345	NP_001243988.1	XP_015431497.1, XP_015431498.1
OG0000347	XP_021202995.1	XP_015434738.1
OG0000348	NP_001243674.1, XP_004933388.2	XP_015430085.1
OG0000349	XP_004924752.1	XP_015430394.1
OG0000350	XP_004924816.1	XP_015435505.1, XP_015435506.1
OG0000351	XP_004930400.2, XP_021206282.2, XP_004930150.2, XP_012549333.1, NP_001037002.1, XP_012551199.2	XP_015434218.1, XP_015434268.1
OG0000356	XP_021204926.1, NP_001140185.1, XP_037873010.1, XP_037873052.1, XP_004928236.2	XP_015436405.1, XP_015436403.1, XP_015436404.1
OG0000357	XP_037875620.1, XP_037875619.1	XP_015434164.1, XP_015434163.1
OG0000358	XP_004929861.1, XP_012549059.1	XP_015429959.1, XP_015429961.1
OG0000360	XP_004925207.2	XP_015439359.1
OG0000361	XP_004932398.1, XP_004932402.1, XP_004932401.1, XP_004932403.1, XP_021207706.1, XP_021207741.1, XP_012551187.1, XP_004932400.1, XP_004932404.1	XP_015432508.1
OG0000363	NP_001166627.1	XP_015433747.1
OG0000363	NP_001036950.1, NP_001036951.1	XP_015433738.1
OG0000364	XP_012545855.2, NP_001036990.1	XP_015439810.1
OG0000365	XP_004931576.1	XP_015436626.1
OG0000366	XP_037868836.1, XP_037868853.1	XP_015432472.1
OG0000367	XP_004931037.1	XP_015431427.1, XP_015431426.1, XP_015431425.1
OG0000368	NP_001296504.1	XP_015434717.1, XP_015434755.1, XP_015434748.1
OG0000369	XP_021205545.1	XP_015439388.1, XP_015436596.1
OG0000370	NP_001037368.1, XP_037867324.1, XP_021206506.2	XP_015431054.1
OG0000371	XP_021206677.1	XP_015434902.1
OG0000372	XP_004927647.1	XP_015428534.1, XP_015434144.1
OG0000375	XP_004932094.1	XP_015438184.1
OG0000377	NP_001093303.1	XP_015429723.1
OG0000378	NP_001128361.1, XP_012548744.1	XP_015436731.1, XP_015436710.1
OG0000378	XP_012545363.2	XP_015432063.1
OG0000379	XP_012548112.2, XP_037872167.1, XP_037872168.1	XP_015432620.1
OG0000380	XP_004929190.1	XP_015430841.1, XP_015430849.1
OG0000381	XP_037873154.1	XP_015436144.1
OG0000381	NP_001040480.1	XP_015435054.1
OG0000382	XP_004926637.1	XP_015438431.1, XP_015430799.1
OG0000383	XP_004924167.1	XP_015438151.1, XP_015439947.1, XP_015435224.1
OG0000384	XP_012546200.2, NP_001037020.1	XP_015429068.1, XP_015429067.1, XP_015429069.1
OG0000384	XP_012549844.2	XP_015429058.1
OG0000385	XP_021209212.1, XP_021209213.1, XP_004923323.1, XP_012553076.1	XP_015430155.1
OG0000386	XP_004922882.1	XP_015434825.1, XP_015434823.1, XP_015434824.1
OG0000388	NP_001037022.1	XP_015437504.1
OG0000388	NP_001037023.1	XP_015437405.1
OG0000389	XP_004932710.1, XP_021207907.1	XP_015435398.1, XP_015429308.1
OG0000390	XP_021203616.1, XP_037877297.1, XP_037877296.1	XP_015433732.1
OG0000391	XP_037874402.1	XP_015431880.1
OG0000394	XP_037872446.1	XP_015429618.1
OG0000395	XP_004925794.1	XP_015436053.1, XP_015435778.1
OG0000396	XP_037871983.1, XP_021209044.1, XP_037872017.1, XP_037872022.1	XP_015438347.1, XP_015433533.1
OG0000397	XP_012547260.2, XP_004927925.2	XP_015433099.1, XP_015433098.1, XP_015433097.1
OG0000398	XP_012549270.1	XP_015438441.1, XP_015438442.1, XP_015438443.1
OG0000399	XP_037869246.1	XP_015430976.1
OG0000401	XP_012553127.1	XP_015440081.1
OG0000403	XP_037866587.1, XP_037866592.1	XP_015432862.1
OG0000405	NP_001040392.1	XP_015428940.1
OG0000405	XP_037873435.1	XP_015438542.1
OG0000406	XP_004929643.2	XP_015438700.1
OG0000406	XP_004925045.1	XP_015438653.1
OG0000408	XP_004932927.1	XP_015437857.1
OG0000408	XP_004931561.1	XP_015433869.1
OG0000409	XP_004924677.1	XP_015440215.1
OG0000410	XP_012553301.2	XP_015440327.1
OG0000411	XP_004923311.1	XP_015436878.1, XP_015436886.1
OG0000411	XP_004933193.1	XP_015429831.1
OG0000412	XP_012550723.1	XP_015434167.1, XP_015434957.1
OG0000413	XP_021205027.1, XP_012547653.1, XP_004928420.1, XP_012547656.1, XP_012547655.1, XP_037873149.1	XP_015435296.1
OG0000414	XP_021206944.1	XP_015435132.1
OG0000414	XP_004926609.1	XP_015435135.1
OG0000415	XP_004923559.1	XP_015430865.1
OG0000416	XP_037868006.1	XP_015435263.1, XP_015428672.1
OG0000417	XP_021207012.2	XP_015431668.1
OG0000417	XP_004922341.3, XP_004922254.1	XP_015437968.1
OG0000418	XP_012545692.2	XP_015432085.1
OG0000418	XP_037867828.1, XP_037869401.1, XP_037869402.1, XP_012549539.1, XP_012549538.1, XP_037869400.1	XP_015440371.1
OG0000419	XP_004921625.1	XP_015433820.1
OG0000420	XP_037875242.1	XP_015431289.1
OG0000420	XP_004929927.1	XP_015431300.1
OG0000421	XP_037871236.1	XP_015432218.1
OG0000422	XP_004928016.1	XP_015439981.1
OG0000423	XP_004922982.1	XP_015430628.1
OG0000424	XP_012543994.1	XP_015433765.1
OG0000425	XP_004931496.2	XP_015439601.1, XP_015439599.1
OG0000426	XP_004926893.2, XP_037872271.1	XP_015435125.1
OG0000427	XP_004931505.3	XP_015432561.1
OG0000427	XP_004921827.1	XP_015440151.1
OG0000428	NP_001127722.1, XP_021206900.2	XP_015439352.1
OG0000428	NP_001127749.1, NP_001127748.1	XP_015434708.1
OG0000429	XP_004921819.1	XP_015439988.1
OG0000430	XP_004931599.1	XP_015432989.1, XP_015429785.1
OG0000431	XP_037873083.1, XP_037873009.1, NP_001103811.1, NP_001103812.1, XP_037873325.1, XP_012545633.1, XP_037873272.1, XP_037873186.1, XP_012547694.2	XP_015433474.1
OG0000432	XP_004927792.1	XP_015430495.1
OG0000434	XP_021207352.2, XP_004931859.2, XP_012550618.1, XP_012550619.1	XP_015440332.1
OG0000436	XP_012544653.1, NP_001157382.1	XP_015437472.1, XP_015437475.1
OG0000436	XP_037874773.1	XP_015437482.1
OG0000437	XP_004925471.1, XP_037875367.1	XP_015437559.1, XP_015437558.1, XP_015437557.1
OG0000438	XP_021209231.1	XP_015433362.1, XP_015433348.1
OG0000439	XP_004922987.1	XP_015439918.1
OG0000442	XP_012552268.1, XP_037869304.1, XP_037869303.1	XP_015431478.1
OG0000443	NP_001243917.1, XP_037875534.1	XP_015438231.1
OG0000444	NP_001296486.1	XP_015437287.1
OG0000445	XP_037877659.1, NP_001103810.2	XP_015432260.1
OG0000445	XP_037866540.1	XP_015432261.1
OG0000446	XP_021205750.2	XP_015429506.1
OG0000447	XP_037869965.1, XP_037870004.1	XP_015430478.1
OG0000448	XP_004928171.1	XP_015440001.1
OG0000449	XP_004927641.1, XP_004927639.1, XP_004927640.1	XP_015437325.1
OG0000450	XP_004924638.1, XP_012544520.1	XP_015432640.1
OG0000451	XP_021207060.1	XP_015428735.1, XP_015428736.1, XP_015428737.1
OG0000452	XP_004923659.2, XP_012553421.2	XP_015437321.1
OG0000452	XP_004923139.1	XP_015429805.1
OG0000453	NP_001171330.1, XP_012551816.1	XP_015439003.1
OG0000454	XP_012543973.2, XP_037875666.1	XP_015432223.1
OG0000455	NP_001266428.1, XP_021206172.1	XP_015432676.1
OG0000456	XP_004934093.4	XP_015438176.1
OG0000457	NP_001127746.1, NP_001127724.1, XP_037874602.1	XP_015430282.1
OG0000458	NP_001037412.2, XP_012552878.1	XP_015433077.1
OG0000459	XP_004930201.1	XP_015439579.1
OG0000460	XP_004929869.1	XP_015435422.1
OG0000460	XP_004929870.2	XP_015435423.1
OG0000461	XP_012545235.1	XP_015432294.1
OG0000462	XP_012545975.1	XP_015439365.1
OG0000463	XP_021202662.2, XP_012544580.2, XP_004924386.1	XP_015435313.1, XP_015435314.1, XP_015435305.1
OG0000464	XP_037868600.1	XP_015432819.1
OG0000465	XP_004925185.1	XP_015434227.1
OG0000466	XP_037870170.1, NP_001139705.1	XP_015429220.1
OG0000468	XP_037876797.1	XP_015434849.1
OG0000469	XP_037870187.1, NP_001296505.1	XP_015431772.1
OG0000470	XP_004929360.1	XP_015432130.1
OG0000471	XP_012544171.1, NP_001037117.1	XP_015435730.1, XP_015436283.1, XP_015436162.1
OG0000475	XP_004922754.1, XP_004922755.1, XP_012551854.1, XP_004922749.1	XP_015432455.1
OG0000476	XP_037870557.1, XP_004929488.4, XP_037868953.1, XP_004933576.1, XP_037870551.1, XP_037870496.1, NP_001036901.1, XP_037870195.1	XP_015431600.1
OG0000477	NP_001036999.1	XP_015435437.1
OG0000478	XP_004931958.1	XP_015437208.1
OG0000479	XP_037869129.1	XP_015437281.1
OG0000482	XP_037866530.1	XP_015429591.1
OG0000483	NP_001171913.1, XP_037872550.1	XP_015435369.1
OG0000484	XP_037876600.1	XP_015433166.1
OG0000485	NP_001040249.1	XP_015429741.1, XP_015429690.1
OG0000486	XP_012552150.2	XP_015436437.1
OG0000487	XP_012546459.2	XP_015440145.1, XP_015440057.1, XP_015440058.1
OG0000488	XP_004930709.1	XP_015436500.1
OG0000489	XP_004929626.1, XP_021205905.1, XP_004929625.1	XP_015429761.1
OG0000490	XP_004921592.1	XP_015428411.1
OG0000491	XP_037877644.1, NP_001191409.1	XP_015434278.1
OG0000492	XP_004932172.1, XP_012550996.1	XP_015435792.1
OG0000493	XP_004924646.1	XP_015438423.1
OG0000494	XP_021205852.2	XP_015436648.1
OG0000497	XP_004925703.1	XP_015428876.1
OG0000497	XP_037877112.1	XP_015440098.1
OG0000498	XP_012550720.2, NP_001037654.1	XP_015430515.1
OG0000499	NP_001037044.1, XP_021209234.1, XP_037876391.1, XP_037876390.1, XP_037876389.1, XP_004923339.1	XP_015432026.1
OG0000500	XP_021205906.2	XP_015432044.1
OG0000501	XP_021207070.1	XP_015438706.1
OG0000501	NP_001036830.1	XP_015438636.1
OG0000502	XP_004924879.2	XP_015435832.1, XP_015435829.1
OG0000503	XP_021206408.1, XP_004930385.1	XP_015435885.1
OG0000504	XP_012544699.1	XP_015435805.1, XP_015435768.1
OG0000505	NP_001104821.1	XP_015439188.1
OG0000506	XP_037867476.1, XP_012549568.1	XP_015429036.1, XP_015433753.1
OG0000507	NP_001182380.2	XP_015429104.1, XP_015429116.1
OG0000508	XP_021203282.2, XP_021203281.2, XP_021203279.2, XP_012545336.2, XP_012545333.2, XP_012545335.2, XP_004925605.2	XP_015436217.1
OG0000509	XP_021208434.1, NP_001166624.1, XP_037868439.1, XP_004924134.1, XP_021202331.1, XP_021202332.1, XP_021202333.1	XP_015436969.1
OG0000510	XP_012550404.1, XP_004931507.1	XP_015435612.1, XP_015435613.1
OG0000512	XP_037867720.1, XP_037867724.1	XP_015431214.1, XP_015431213.1
OG0000513	XP_037874403.1	XP_015433088.1
OG0000516	NP_001036973.1	XP_015433990.1
OG0000517	XP_004928520.1, XP_004928521.1	XP_015429686.1, XP_015429710.1
OG0000518	XP_004927862.1	XP_015439206.1
OG0000519	XP_004931542.1, XP_004931541.1, XP_004931540.1	XP_015434468.1
OG0000520	XP_004927331.1	XP_015429955.1
OG0000520	XP_012551530.1	XP_015429974.1
OG0000521	NP_001157387.1, XP_012548052.1	XP_015437087.1
OG0000522	NP_001037422.1, XP_012545566.1	XP_015429795.1, XP_015440397.1
OG0000523	XP_037877469.1, XP_037871113.1, XP_037871123.1, XP_037871130.1, XP_037877529.1	XP_015433083.1
OG0000524	XP_004929730.1, XP_004929729.1, XP_037874478.1, XP_037874477.1, XP_004929731.1, XP_021204539.2, XP_037875512.1, XP_012547183.1	XP_015431379.1
OG0000525	NP_001136442.1	XP_015430382.1, XP_015430381.1
OG0000526	XP_037872072.1, XP_021205154.1	XP_015435087.1
OG0000527	XP_037868305.1, XP_021201942.1	XP_015437689.1, XP_015437690.1, XP_015437691.1
OG0000528	NP_001157373.1	XP_015431707.1
OG0000529	NP_001091831.1, XP_021207529.1	XP_015436656.1, XP_015434457.1
OG0000530	NP_001037293.1	XP_015434169.1
OG0000530	NP_001040165.1	XP_015434118.1
OG0000531	XP_037868189.1, XP_037868190.1, XP_021207607.2	XP_015436131.1
OG0000533	XP_021203586.1	XP_015438304.1
OG0000536	XP_021204081.2	XP_015435368.1
OG0000536	XP_012546492.1	XP_015440431.1
OG0000537	XP_037874433.1, XP_037866876.1	XP_015440254.1
OG0000537	XP_012549334.2	XP_015439799.1
OG0000538	XP_012544334.2	XP_015434765.1
OG0000538	XP_012544306.1	XP_015434761.1
OG0000539	XP_037866948.1, XP_021202898.1	XP_015429650.1
OG0000540	NP_001037402.1, XP_012543872.1	XP_015432501.1
OG0000541	XP_012549131.3	XP_015435260.1
OG0000542	XP_037874970.1, XP_037874971.1	XP_015428576.1
OG0000543	XP_004929963.2	XP_015437477.1
OG0000544	XP_037877425.1, NP_001040144.1, XP_012546822.1	XP_015432517.1, XP_015432519.1, XP_015432521.1, XP_015432520.1, XP_015432518.1, XP_015432522.1
OG0000545	XP_021207576.1	XP_015434858.1, XP_015431089.1
OG0000546	XP_037874421.1, XP_037874422.1	XP_015439508.1, XP_015439517.1
OG0000547	XP_037868185.1	XP_015437695.1, XP_015437702.1
OG0000548	NP_001166800.1	XP_015439405.1
OG0000551	XP_012544828.1	XP_015434437.1, XP_015434435.1
OG0000552	NP_001091782.1, XP_021205866.1	XP_015433984.1
OG0000552	XP_037874483.1	XP_015430423.1
OG0000553	NP_001036972.1	XP_015429639.1
OG0000554	XP_004926030.1	XP_015434889.1, XP_015434890.1
OG0000555	XP_012545898.1, NP_001037386.1	XP_015430590.1, XP_015430604.1
OG0000556	XP_012552107.1	XP_015433332.1, XP_015433331.1, XP_015433333.1
OG0000557	NP_001037662.1	XP_015436178.1, XP_015436177.1
OG0000558	NP_001239602.1	XP_015440146.1
OG0000558	XP_021204778.1, XP_037870997.1	XP_015430419.1
OG0000559	XP_012547318.1, XP_004927820.1	XP_015428439.1, XP_015428440.1, XP_015428441.1
OG0000560	XP_004922211.3	XP_015434883.1
OG0000561	XP_021208156.1	XP_015434544.1
OG0000562	XP_004933191.1	XP_015432565.1
OG0000562	XP_004931765.1	XP_015433405.1
OG0000563	XP_004929133.1, XP_012548479.1	XP_015439705.1
OG0000564	XP_004924725.1	XP_015437714.1
OG0000565	XP_037873686.1, XP_021208411.2, XP_037873685.1, XP_004923238.1	XP_015438914.1, XP_015434955.1
OG0000567	XP_012544658.1, NP_001161754.1	XP_015435501.1, XP_015432904.1
OG0000568	XP_037867612.1, NP_001037618.1, XP_012546386.1	XP_015430553.1
OG0000569	XP_037866581.1, XP_037866580.1	XP_015436835.1
OG0000569	NP_001245291.1, XP_021206755.2	XP_015436529.1
OG0000570	XP_012546682.2, XP_037875243.1	XP_015438303.1, XP_015438302.1, XP_015438301.1, XP_015438300.1, XP_015438299.1
OG0000571	XP_037867331.1	XP_015430209.1
OG0000572	XP_037877105.1	XP_015432288.1
OG0000573	XP_004923686.1, XP_012550979.2	XP_015431448.1
OG0000574	NP_001166639.1, XP_012553441.2	XP_015430534.1
OG0000574	XP_021202012.1	XP_015430520.1
OG0000575	XP_037874419.1	XP_015439510.1
OG0000576	XP_021205662.1, XP_004929219.1	XP_015432168.1
OG0000577	XP_012547346.2	XP_015433055.1
OG0000583	XP_037870532.1	XP_015438944.1
OG0000584	XP_012546181.1, NP_001037323.1	XP_015440306.1
OG0000585	XP_012546397.1, XP_037867713.1, XP_037867714.1, XP_004926850.1	XP_015430694.1
OG0000586	XP_004933012.1	XP_015431489.1
OG0000586	XP_004922687.1	XP_015432562.1
OG0000587	XP_004924727.1, XP_004924726.1	XP_015437432.1
OG0000588	NP_001138802.1	XP_015438642.1
OG0000589	XP_012551468.1, XP_004932776.1	XP_015434455.1
OG0000591	NP_001040111.2	XP_015433846.1
OG0000591	XP_004927233.1	XP_015440033.1
OG0000592	XP_004932337.1	XP_015429806.1
OG0000593	XP_037869837.1, XP_021205704.1, XP_004929130.2, XP_004927048.1, XP_004932462.1	XP_015431261.1
OG0000594	XP_012547108.1, XP_012547106.1	XP_015434546.1
OG0000595	XP_004926349.1	XP_015432442.1
OG0000595	XP_004926259.1	XP_015432492.1
OG0000596	XP_004932062.1	XP_015429070.1, XP_015429106.1
OG0000597	XP_037867979.1, XP_021206038.1, XP_004929819.2	XP_015438217.1
OG0000598	XP_037874977.1, NP_001036878.1	XP_015437496.1
OG0000598	XP_037874811.1	XP_015437505.1
OG0000599	XP_037876641.1	XP_015433061.1, XP_015433063.1, XP_015433067.1
OG0000600	XP_004930123.1, XP_012549251.1	XP_015438367.1
OG0000601	NP_001129360.1, XP_037876451.1, XP_004926112.1, XP_004926115.1, XP_004926116.1, XP_004926114.2	XP_015433201.1
OG0000602	NP_001093304.1	XP_015432677.1, XP_015436076.1
OG0000604	XP_021205380.1, NP_001091766.1	XP_015436738.1, XP_015436758.1, XP_015436757.1
OG0000605	XP_004923235.1, XP_021208495.1, XP_004925320.1	XP_015438556.1, XP_015433720.1
OG0000606	XP_012549685.2	XP_015438085.1, XP_015438084.1, XP_015438086.1
OG0000608	XP_004921791.1	XP_015433230.1
OG0000609	XP_037871658.1	XP_015440194.1
OG0000611	XP_037875935.1, XP_037875867.1	XP_015433176.1, XP_015433175.1
OG0000612	XP_037869346.1	XP_015437004.1
OG0000613	XP_037876749.1	XP_015432916.1
OG0000614	XP_012545240.3	XP_015433748.1
OG0000614	XP_037866969.1	XP_015435590.1
OG0000615	XP_021205668.1	XP_015430027.1, XP_015430036.1
OG0000616	XP_037870892.1	XP_015433964.1
OG0000617	XP_021207335.1	XP_015435002.1
OG0000619	NP_001040292.1	XP_015440418.1
OG0000620	NP_001037235.1, XP_012553376.1	XP_015431510.1, XP_015431511.1, XP_015431509.1
OG0000622	XP_004924086.1, XP_037876184.1	XP_015433212.1, XP_015433214.1, XP_015433213.1
OG0000623	XP_004922821.1	XP_015432743.1, XP_015432744.1, XP_015432742.1
OG0000624	NP_001091773.1, XP_012552771.1	XP_015432546.1
OG0000625	XP_004927886.2	XP_015430996.1
OG0000626	NP_001040113.1	XP_015432162.1
OG0000627	XP_004932920.1	XP_015435545.1
OG0000628	XP_012552805.2	XP_015437785.1, XP_015437709.1
OG0000629	XP_037871792.1	XP_015438509.1
OG0000630	NP_001037096.1, NP_001093291.1, XP_004924240.1	XP_015436208.1
OG0000631	XP_037867286.1, XP_004930051.1, XP_004930052.1, XP_021206285.1, XP_004930050.1	XP_015439121.1
OG0000632	XP_004923704.1	XP_015432406.1
OG0000633	XP_004933329.1	XP_015439060.1
OG0000634	XP_004922934.1	XP_015434635.1
OG0000634	XP_037868782.1	XP_015434621.1
OG0000635	XP_012546801.1	XP_015429501.1, XP_015431013.1
OG0000636	XP_012545872.1	XP_015438460.1, XP_015438459.1
OG0000637	XP_004922689.2, XP_037871170.1	XP_015437199.1
OG0000639	XP_012547437.3	XP_015429071.1
OG0000640	XP_004933428.1	XP_015437071.1
OG0000641	XP_012552077.1	XP_015430154.1
OG0000642	NP_001037634.1	XP_015432222.1
OG0000643	XP_021202080.1	XP_015437212.1
OG0000645	XP_037873711.1	XP_015431074.1
OG0000645	XP_012549833.2	XP_015431075.1
