Orthogroup	Bombyx_mori	Bombus_terrestris
OG0000236	NP_001036882.1, XP_037871515.1, XP_037871704.1, XP_021205252.2	XP_012172197.1
OG0000237	XP_004931804.1	XP_020722245.1
OG0000237	XP_037875185.1	XP_020722198.1
OG0000241	XP_012547063.1, XP_004926042.1, XP_037873319.1, XP_012546361.1, XP_004929513.1, XP_004929472.2	NP_001274494.1, XP_003403294.1, XP_012168805.1
OG0000242	XP_004926535.1, XP_004926524.1, XP_037875026.1, XP_037874645.1, XP_037874644.1, XP_021203900.1, XP_037874701.1, NP_001266437.1, XP_021207354.1	XP_012176615.2
OG0000244	XP_021202524.1	XP_003400569.1
OG0000245	NP_001037534.1, XP_037872283.1, XP_012548212.3, NP_001037335.1, XP_037872125.1	XP_003400548.1
OG0000246	XP_012549895.1, NP_001037174.1	XP_003399661.1
OG0000246	XP_004931016.1	XP_003399659.1, XP_020721543.1
OG0000247	XP_021207883.2, XP_037873736.1	XP_012164509.1
OG0000248	XP_021203484.2, XP_037872942.1	XP_012168644.1, XP_020721165.1, XP_020721164.1, XP_020721171.1
OG0000249	NP_001138804.1, XP_012545064.1	XP_012167204.1, XP_012166752.1, XP_012166751.1
OG0000250	XP_021206228.1, XP_004930144.1	XP_003398082.1, XP_003398251.1
OG0000251	XP_021206899.1, NP_001108066.1	XP_012167926.1, XP_012173977.1, XP_003402363.1, XP_012170583.1, XP_012170586.1
OG0000252	NP_001104796.1	XP_020719888.1, XP_003392873.1, XP_012167405.1, XP_012167457.1
OG0000253	XP_021208580.1, NP_001037287.1	XP_003401070.1
OG0000254	XP_004921802.3	XP_003397222.1
OG0000254	XP_004924523.1, XP_037876397.1	XP_003395562.1
OG0000255	XP_012543911.1, XP_012543887.2	XP_012169788.1
OG0000255	XP_004923881.1	XP_003397925.1
OG0000256	NP_001093298.1, XP_037870495.1	NP_001295235.1, XP_012176496.1
OG0000257	XP_012551257.1, XP_012551255.1	XP_020722268.1, XP_020722269.1, XP_003400699.1
OG0000257	XP_004932600.1	XP_020722264.1
OG0000258	NP_001159622.2, NP_001106744.1, XP_012551170.1	XP_003402792.1, XP_003401479.1, XP_003401480.1
OG0000259	XP_012548404.1	XP_020720037.1
OG0000261	XP_004922950.1, NP_001303996.1	XP_020718460.1, XP_003395135.1, XP_003395133.1
OG0000263	XP_012549376.1, NP_001040274.1	XP_012168652.1
OG0000264	NP_001037358.2	XP_012166540.1
OG0000264	XP_037875045.1, NP_001037084.1	XP_012166688.1, XP_003397315.1
OG0000266	NP_001040464.1	XP_003401364.1
OG0000266	XP_012544346.1, NP_001037083.1	XP_012172464.1, XP_012172463.1
OG0000268	XP_021204157.1	XP_020718561.1
OG0000269	XP_004924161.2	XP_012170150.1, XP_012170154.1, XP_012170161.1, XP_012170122.1, XP_020723319.1, XP_012170166.1
OG0000270	NP_001171666.1	XP_003402376.1
OG0000271	XP_037870196.1, NP_001036913.1, XP_021203229.1, NP_001036977.1	XP_012163596.1, XP_003395149.2, XP_012163598.1, XP_012163597.1, XP_012163600.1
OG0000272	NP_001091830.1, XP_037866711.1	XP_020723485.1
OG0000272	NP_001166818.1, XP_012549099.1	XP_012167932.1
OG0000274	XP_037866704.1	XP_003395670.1
OG0000274	XP_021202962.1, XP_021202959.1	XP_003395603.1
OG0000275	XP_004924792.1	XP_003402700.1, XP_012174414.1, XP_003402699.1, XP_012173152.1, XP_003401772.1, XP_020722894.1, XP_003401771.1, XP_003401770.1, XP_003401883.1, XP_012173305.1, XP_003401825.1
OG0000277	XP_012544880.1, XP_021202885.1, XP_004924999.1	XP_012171242.1, XP_003400456.1
OG0000278	XP_021207737.1	XP_003395965.1
OG0000279	NP_001296510.1, XP_037868174.1, NP_001037502.1	XP_003400301.1
OG0000280	XP_012553292.2	XP_003394949.1
OG0000281	XP_004922768.2	XP_020723531.1, XP_003402779.1
OG0000283	XP_037877071.1, XP_037877070.1, XP_037877069.1	XP_003395709.1
OG0000284	NP_001037072.1	XP_012165662.1
OG0000284	NP_001296499.1, XP_004932842.1	XP_003396501.1
OG0000285	XP_037874172.1	XP_012163289.1, XP_003394928.1
OG0000286	XP_004929167.1	XP_020719491.1, XP_012165091.1, XP_012165093.1, XP_012165095.1, XP_003396395.1, XP_012165096.1, XP_012165097.1
OG0000287	XP_004922091.1	XP_012165419.1
OG0000287	XP_004922588.1	XP_020719656.1, XP_020719657.1, XP_003396391.1
OG0000288	XP_021201951.2	XP_012176000.1
OG0000288	XP_037868251.1	XP_003395685.1
OG0000289	XP_004925540.2	XP_003393170.1, XP_012175778.1, XP_012175785.1, XP_012175792.1, XP_012175770.1
OG0000292	XP_037874428.1, XP_021206479.1	XP_020721082.1
OG0000293	XP_004929231.1	XP_012176424.1
OG0000295	NP_001037538.1	XP_020718759.1, XP_020718760.1, XP_003395333.1
OG0000296	NP_001093088.1	XP_012175997.1, XP_012175996.1
OG0000297	XP_037872464.1	XP_003397291.1
OG0000298	XP_037876134.1	XP_012164070.1, XP_003395613.1
OG0000299	XP_004931769.1	XP_012176598.1, XP_012176601.1, XP_012176600.1, XP_003394635.1, XP_012176599.1
OG0000300	XP_004933050.1	XP_003396484.1
OG0000301	NP_001106223.1	XP_003399611.1
OG0000302	NP_001095931.1	XP_012170889.1
OG0000302	XP_012548543.1, NP_001036995.2	XP_012168271.1
OG0000303	XP_004933180.1	XP_012169497.2, XP_003399008.3
OG0000304	XP_012551807.1	XP_012175192.1, XP_012175194.1, XP_003403180.1, XP_012175195.1
OG0000305	XP_037867702.1	XP_012166359.1
OG0000306	XP_037876226.1, XP_012545475.3, XP_037876227.1	XP_012164015.1, XP_020718921.1, XP_003395571.1
OG0000307	XP_021205396.1	XP_003402144.1, XP_003402143.1
OG0000308	XP_021205271.1, XP_004928518.1	XP_020720591.1
OG0000309	XP_037874917.1, XP_012544599.1	XP_003399465.1, XP_020721648.1, XP_012169829.1
OG0000310	XP_004922674.1, XP_037871399.1, XP_021207827.1, XP_021207825.1, XP_037871233.1, XP_021207822.1, XP_021207824.1, XP_021207818.1	XP_003402676.1, XP_012174337.1, XP_012174338.1, XP_012174339.1
OG0000311	NP_001093301.1, NP_001036889.1	NP_001267835.1, XP_012168914.1
OG0000312	NP_001040189.1, XP_004923642.1	XP_012171304.1, XP_012171301.1, XP_012171299.2, XP_020722096.1, XP_012171308.1, XP_003400476.1
OG0000313	XP_037867942.1, XP_004931346.1, XP_004930719.1, XP_004930720.1, XP_004930722.1, XP_004930721.1, XP_004930724.1, XP_004930716.1	XP_003401730.1, XP_020722941.1
OG0000314	XP_004933069.3	XP_003401102.1
OG0000315	XP_037867576.1	XP_003393266.1, XP_003393186.2, XP_020719579.1, XP_003393207.1, XP_003393256.1
OG0000316	XP_012546125.1, NP_001166631.1	XP_020721709.1
OG0000316	NP_001166632.1	XP_003401938.2
OG0000317	XP_037867855.1, XP_037867856.1	XP_020720978.1, XP_003399343.1, XP_012169708.1, XP_012169706.1, XP_012169707.1
OG0000318	XP_037871308.1	XP_003399756.2
OG0000319	XP_004930032.1	XP_012169246.1
OG0000320	XP_012545276.1, NP_001098066.2	XP_012171701.1
OG0000321	XP_021202661.1, XP_004924713.2	XP_003396497.1, XP_012166184.1
OG0000322	XP_037873232.1, XP_037873234.1	XP_012167924.1
OG0000323	XP_012548839.3, XP_037874398.1	XP_012168820.1, XP_020720958.1, XP_020720960.1, XP_020720959.1, XP_020720957.1, XP_003398855.1, XP_012168822.1
OG0000324	XP_037876704.1	XP_020718274.1, XP_020718281.1
OG0000325	XP_021203813.1, XP_004926421.2	XP_012166143.1, XP_012166144.1, XP_003396981.1
OG0000326	XP_004928341.1, XP_004928446.1, XP_012545326.1, XP_012545315.1, XP_021203283.2, XP_012545324.2	XP_012167433.1
OG0000327	XP_021208093.2	XP_020720937.1, XP_020720933.1, XP_020720934.1
OG0000329	XP_037871902.1, XP_021206656.1, XP_037875458.1, XP_004932030.3, XP_021207809.2	XP_012173620.1
OG0000331	NP_001296500.1, XP_004928920.1, XP_012548167.1, XP_012548166.1	XP_012175437.2, XP_003403377.2, XP_012173605.2
OG0000332	XP_004926237.1	XP_020722095.1, XP_012171298.1, XP_012171292.1, XP_012171295.1, XP_012171296.1, XP_012171297.1
OG0000333	NP_001274771.1, XP_004925570.1	XP_012163501.1, XP_020718311.1
OG0000334	XP_012548494.3	XP_020720845.1, XP_012167907.1, XP_012167904.1, XP_012167906.1, XP_012167905.1, XP_020720846.1
OG0000335	XP_037867290.1, NP_001091841.1	XP_020723223.1, XP_003402203.1
OG0000336	XP_004922260.1	XP_020723021.1, XP_003394465.1
OG0000337	XP_037869275.1, XP_037869270.1	XP_012168611.1
OG0000338	XP_012550935.1	XP_020724365.1
OG0000338	XP_012550857.1, NP_001243932.1	XP_003395637.1
OG0000339	NP_001106217.1	XP_012164370.1, XP_012164369.1
OG0000339	NP_001037376.1, XP_012549898.1	XP_012173169.1, XP_020722951.1
OG0000340	NP_001036910.1, XP_037876898.1, XP_037877212.1	XP_012172809.1
OG0000340	NP_001037458.1	XP_003400853.1
OG0000341	XP_004929139.1, XP_012548430.1, XP_004929140.1	XP_020720041.1
OG0000342	NP_001116809.1	XP_012169201.1
OG0000342	XP_004932270.2	XP_020721162.1
OG0000343	XP_012543786.3	XP_003394043.1, XP_012175819.1
OG0000344	XP_037877717.1	XP_020721163.1
OG0000345	NP_001243988.1	XP_003402881.1, XP_020723622.1, XP_012174636.1, XP_012174638.1, XP_012174635.1
OG0000347	XP_021202995.1	XP_012166755.1, XP_003397452.1, XP_003397451.1
OG0000348	NP_001243674.1, XP_004933388.2	XP_003393409.1
OG0000349	XP_004924752.1	XP_003402206.1, XP_012173611.1, XP_012173610.1, XP_012173613.1, XP_012173612.1
OG0000350	XP_004924816.1	XP_012169146.1, XP_020721331.1, XP_012169147.1, XP_020721332.1
OG0000351	XP_004930400.2, XP_021206282.2, XP_004930150.2, XP_012549333.1, NP_001037002.1, XP_012551199.2	XP_012176559.1, XP_012176558.1, XP_012176562.1, XP_012176561.1, XP_012176563.1, XP_020724196.1, XP_012176557.1
OG0000356	XP_021204926.1, NP_001140185.1, XP_037873010.1, XP_037873052.1, XP_004928236.2	XP_003397921.1, XP_012167462.1
OG0000357	XP_037875620.1, XP_037875619.1	XP_020722207.1, XP_012171737.1, XP_003400885.1
OG0000358	XP_004929861.1, XP_012549059.1	XP_003396633.1, XP_003396634.1
OG0000360	XP_004925207.2	XP_020722453.1, XP_020722452.1, XP_012172665.1, XP_012172663.1, XP_012172664.1, XP_012172661.1, XP_003401447.1
OG0000361	XP_004932398.1, XP_004932402.1, XP_004932401.1, XP_004932403.1, XP_021207706.1, XP_021207741.1, XP_012551187.1, XP_004932400.1, XP_004932404.1	XP_012172740.1, XP_012172741.1, XP_012172742.1, XP_003401494.1, XP_020722602.1, XP_003403371.2, XP_012172745.1, XP_003401606.2, XP_012172746.2
OG0000363	NP_001166627.1	XP_003402028.1
OG0000363	NP_001036950.1, NP_001036951.1	XP_012173210.2
OG0000364	XP_012545855.2, NP_001036990.1	XP_003395514.1
OG0000365	XP_004931576.1	XP_020720955.1, XP_020720956.1, XP_020720953.1, XP_020720954.1, XP_012168842.2
OG0000366	XP_037868836.1, XP_037868853.1	XP_012172186.1, XP_020722400.1, XP_020722391.1, XP_020722396.1
OG0000367	XP_004931037.1	XP_012167903.1, XP_012167901.1, XP_003398235.1
OG0000368	NP_001296504.1	XP_003394566.1, XP_003394648.1
OG0000369	XP_021205545.1	XP_020723458.1, XP_012165925.1
OG0000370	NP_001037368.1, XP_037867324.1, XP_021206506.2	XP_020720427.1
OG0000370	XP_004923586.2	XP_020720425.1
OG0000371	XP_021206677.1	XP_012172570.1, XP_012172572.1, XP_020722733.1
OG0000372	XP_004927647.1	XP_020718391.1, XP_003402715.1
OG0000375	XP_004932094.1	XP_012165353.1, XP_012165354.1, XP_012165356.1
OG0000377	XP_021204843.1, XP_037877759.1	XP_020724183.1
OG0000377	NP_001093303.1	XP_003402512.1
OG0000378	NP_001128361.1, XP_012548744.1	XP_003396150.2, XP_003396189.1
OG0000378	XP_012545363.2	XP_012164598.1
OG0000379	XP_012548112.2, XP_037872167.1, XP_037872168.1	XP_012175936.1, XP_012175938.1, XP_012175937.1, XP_012175931.1, XP_012175932.1, XP_012175930.1, XP_012175933.1, XP_012175934.1
OG0000380	XP_004929190.1	XP_003392935.1
OG0000381	XP_037873154.1	XP_012167656.1
OG0000381	NP_001040480.1	XP_003402681.1
OG0000382	XP_004926637.1	XP_012168350.1, XP_012174094.1
OG0000383	XP_004924167.1	XP_003400351.1, XP_003400142.1
OG0000384	XP_012546200.2, NP_001037020.1	XP_012175752.1
OG0000384	XP_012549844.2	XP_012175743.1
OG0000385	XP_021209212.1, XP_021209213.1, XP_004923323.1, XP_012553076.1	XP_003401768.1, XP_012164954.1, XP_020719099.1
OG0000386	XP_004922882.1	XP_003400987.1, XP_020722562.1, XP_012172013.1
OG0000388	NP_001037022.1	XP_012173041.1
OG0000388	NP_001037023.1	XP_003398801.1
OG0000389	XP_004932710.1, XP_021207907.1	XP_020718377.1, XP_012164301.1, XP_012164306.1, XP_003393116.1, XP_012164295.1, XP_012166573.1
OG0000390	XP_021203616.1, XP_037877297.1, XP_037877296.1	XP_003396996.1, XP_003396997.1, XP_012166155.1, XP_003396995.1, XP_012166154.1, XP_012166153.1
OG0000391	XP_037874402.1	XP_012174308.2, XP_012174304.1
OG0000392	XP_037869586.1	XP_012166717.1, XP_003402154.1, XP_012174009.1, XP_012164720.1
OG0000394	XP_037872446.1	XP_020719841.1, XP_020719840.1, XP_020719839.1, XP_020719838.1
OG0000395	XP_004925794.1	XP_003397852.1, XP_012176252.1
OG0000396	XP_037871983.1, XP_021209044.1, XP_037872017.1, XP_037872022.1	XP_012167767.1, XP_020720841.1, XP_020722937.1
OG0000397	XP_012547260.2, XP_004927925.2	XP_020718578.1, XP_003394879.1, XP_003394880.1, XP_003394878.1
OG0000398	XP_012549270.1	XP_012168122.1
OG0000399	XP_037869246.1	XP_020722833.1, XP_012172906.1
OG0000401	XP_012553127.1	XP_012164030.1, XP_003395577.1, XP_003395578.1
OG0000403	XP_037866587.1, XP_037866592.1	XP_020718803.1, XP_020718789.1, XP_020718807.1
OG0000405	NP_001040392.1	XP_012167804.1
OG0000405	XP_037873435.1	XP_003398123.1
OG0000406	XP_004929643.2	XP_020723977.1
OG0000406	XP_004925045.1	XP_012175529.1
OG0000408	XP_004932927.1	XP_003396962.1, XP_003396963.1
OG0000408	XP_004931561.1	XP_012165754.1
OG0000409	XP_004924677.1	XP_020718339.1, XP_003394778.1, XP_012163106.1, XP_012163108.1
OG0000410	XP_012553301.2	XP_012176731.1
OG0000411	XP_004923311.1	XP_003396802.2
OG0000411	XP_004933193.1	XP_003396581.1, XP_012165508.1
OG0000412	XP_012550723.1	XP_003400397.2, XP_012174375.1
OG0000413	XP_021205027.1, XP_012547653.1, XP_004928420.1, XP_012547656.1, XP_012547655.1, XP_037873149.1	XP_012163071.1, XP_012163074.1
OG0000414	XP_021206944.1	XP_003397223.1
OG0000414	XP_004926609.1	XP_012166567.1
OG0000415	XP_004923559.1	XP_012163272.1, XP_003394915.1
OG0000416	XP_037868006.1	XP_012164318.1, XP_012168711.1
OG0000417	XP_021207012.2	XP_012163650.1
OG0000417	XP_004922341.3, XP_004922254.1	XP_012172282.1
OG0000418	XP_012545692.2	XP_003399880.1, XP_012170533.1
OG0000418	XP_037867828.1, XP_037869401.1, XP_037869402.1, XP_012549539.1, XP_012549538.1, XP_037869400.1	XP_012174769.1, XP_020723705.1
OG0000419	XP_004921625.1	XP_020723145.1
OG0000420	XP_037875242.1	XP_003394025.1
OG0000420	XP_004929927.1	XP_003393767.1
OG0000421	XP_037871236.1	XP_012170316.1
OG0000422	XP_004928016.1	XP_003395309.1
OG0000423	XP_004922982.1	XP_003394993.1
OG0000424	XP_012543994.1	XP_012174291.1
OG0000425	XP_004931496.2	XP_003398194.1
OG0000426	XP_004926893.2, XP_037872271.1	XP_003397226.1, XP_012166576.1, XP_012166575.1, XP_003397227.1
OG0000427	XP_004931505.3	XP_020724263.1, XP_020720932.1
OG0000427	XP_004921827.1	XP_012163873.1
OG0000428	NP_001127722.1, XP_021206900.2	XP_012171994.2
OG0000428	NP_001127749.1, NP_001127748.1	XP_003398616.1
OG0000429	XP_004921819.1	XP_012173564.1
OG0000430	XP_004931599.1	XP_003393474.3, XP_012164313.1
OG0000431	XP_037873083.1, XP_037873009.1, NP_001103811.1, NP_001103812.1, XP_037873325.1, XP_012545633.1, XP_037873272.1, XP_037873186.1, XP_012547694.2	XP_012175035.1
OG0000432	XP_004927792.1	XP_003403170.1, XP_012175177.1, XP_012175178.1
OG0000433	XP_004927325.1	XP_003398505.3
OG0000433	XP_037872506.1, XP_021205512.1, XP_004929039.1, XP_037872365.1, XP_004929034.3, XP_012548107.2, XP_004929036.2, XP_004929033.3, XP_037872460.1, XP_004928835.1	XP_012170988.1, XP_012170987.1
OG0000434	XP_021207352.2, XP_004931859.2, XP_012550618.1, XP_012550619.1	XP_003394827.1, XP_012176733.1
OG0000436	XP_012544653.1, NP_001157382.1	XP_003401916.2, XP_012173639.2
OG0000436	XP_037874773.1	XP_012173042.1
OG0000437	XP_004925471.1, XP_037875367.1	XP_012170305.1, XP_012170304.1, XP_020721631.1
OG0000438	XP_021209231.1	XP_020718684.1, XP_003395796.2
OG0000439	XP_004922987.1	XP_012173512.1
OG0000442	XP_012552268.1, XP_037869304.1, XP_037869303.1	XP_003394254.1
OG0000443	NP_001243917.1, XP_037875534.1	XP_012165307.2
OG0000444	NP_001296486.1	XP_003399057.1
OG0000445	XP_037877659.1, NP_001103810.2	XP_003399665.1
OG0000445	XP_037866540.1	XP_003399666.1
OG0000446	XP_021205750.2	XP_012166271.1, XP_012166272.1, XP_020719759.1, XP_003397164.1
OG0000447	XP_037869965.1, XP_037870004.1	XP_020723824.1, XP_012175168.1, XP_012175169.1
OG0000448	XP_004928171.1	XP_012174265.1, XP_020723447.1, XP_003402577.1, XP_012174264.1, XP_012174263.1, XP_012174262.1
OG0000449	XP_004927641.1, XP_004927639.1, XP_004927640.1	XP_012169335.1, XP_012169334.1
OG0000450	XP_004924638.1, XP_012544520.1	XP_020723631.1, XP_003402574.1
OG0000451	XP_021207060.1	XP_012169448.1
OG0000452	XP_004923659.2, XP_012553421.2	XP_003399091.2
OG0000452	XP_004923139.1	XP_012165148.1
OG0000453	NP_001171330.1, XP_012551816.1	XP_003400463.1, XP_012171275.1, XP_012171276.1
OG0000454	XP_012543973.2, XP_037875666.1	XP_020721488.1
OG0000455	NP_001266428.1, XP_021206172.1	XP_012173633.1, XP_012173634.1, XP_003393809.1
OG0000456	XP_004934093.4	XP_003396694.1
OG0000457	NP_001127746.1, NP_001127724.1, XP_037874602.1	XP_003402126.1, XP_020723180.1, XP_020723181.1, XP_020723178.1, XP_020723179.1, XP_012173619.1
OG0000458	NP_001037412.2, XP_012552878.1	XP_012164458.1, XP_003393128.1, XP_003393127.1
OG0000459	XP_004930201.1	XP_003398311.1, XP_003398310.1
OG0000460	XP_004929869.1	XP_003393446.1
OG0000461	XP_012545235.1	XP_012170666.1, XP_012170667.1, XP_020721757.1, XP_003400075.1
OG0000462	XP_012545975.1	XP_003401335.1
OG0000463	XP_021202662.2, XP_012544580.2, XP_004924386.1	XP_012166025.1, XP_012166010.1
OG0000464	XP_012544414.3	XP_012168944.1, XP_003393469.1, XP_012168936.1, XP_012168941.1
OG0000465	XP_004925185.1	XP_012176549.1
OG0000466	XP_037870170.1, NP_001139705.1	XP_003397327.1
OG0000468	XP_037876797.1	XP_020722768.1, XP_012172564.1
OG0000469	XP_037870187.1, NP_001296505.1	NP_001274492.1
OG0000470	XP_004929360.1	XP_020721360.1, XP_020721359.1
OG0000471	XP_012544171.1, NP_001037117.1	XP_003397959.1, XP_012167677.1, XP_003397960.1
OG0000475	XP_004922754.1, XP_004922755.1, XP_012551854.1, XP_004922749.1	XP_012172112.1
OG0000476	XP_037870557.1, XP_004929488.4, XP_037868953.1, XP_004933576.1, XP_037870551.1, XP_037870496.1, NP_001036901.1, XP_037870195.1	XP_003402481.1
OG0000477	NP_001036999.1	XP_012164100.1
OG0000478	XP_004931958.1	XP_003396006.1, XP_003396005.1, XP_003396003.1
OG0000479	XP_037869129.1	XP_020721166.1
OG0000482	XP_037866530.1	XP_020719549.1
OG0000483	NP_001171913.1, XP_037872550.1	XP_003393201.1, XP_012165840.1
OG0000484	XP_037876600.1	XP_012172549.1, XP_012172548.1, XP_020722375.1, XP_012172546.1
OG0000485	NP_001040249.1	XP_012163160.1, XP_012163161.1, XP_003394874.1
OG0000486	XP_012552150.2	XP_003396583.1
OG0000487	XP_012546459.2	XP_012164246.1, XP_012164244.1, XP_003395722.1
OG0000488	XP_004930709.1	XP_012173935.1, XP_012173936.1, XP_012173937.1
OG0000489	XP_004929626.1, XP_021205905.1, XP_004929625.1	XP_003398712.1, XP_012168722.1, XP_012168723.1
OG0000490	XP_004921592.1	XP_020721109.1
OG0000491	XP_037877644.1, NP_001191409.1	XP_003402850.1, XP_012174553.1
OG0000492	XP_004932172.1, XP_012550996.1	XP_003394551.1
OG0000493	XP_004924646.1	XP_020720786.1, XP_020720787.1, XP_020720788.1, XP_020720789.1, XP_020720785.1
OG0000494	XP_021205852.2	XP_003398756.3
OG0000497	XP_004925703.1	XP_012168436.2
OG0000497	XP_037877112.1	XP_003395864.1
OG0000498	XP_012550720.2, NP_001037654.1	XP_020723829.1, XP_012175136.1, XP_003403123.1
OG0000499	NP_001037044.1, XP_021209234.1, XP_037876391.1, XP_037876390.1, XP_037876389.1, XP_004923339.1	XP_003396032.1
OG0000500	XP_021205906.2	XP_020719105.1
OG0000501	XP_021207070.1	XP_012170238.1
OG0000501	NP_001036830.1	XP_012170245.1
OG0000502	XP_004924879.2	XP_012176053.1, XP_012176052.1
OG0000503	XP_021206408.1, XP_004930385.1	XP_020724179.1, XP_012176367.1, XP_003394560.1
OG0000504	XP_012544699.1	XP_012176040.1, XP_003394227.1
OG0000505	NP_001104821.1	XP_003400596.1
OG0000506	XP_037867476.1, XP_012549568.1	XP_003394041.1, XP_012176298.1, XP_020718252.1
OG0000507	NP_001182380.2	XP_003394058.1
OG0000508	XP_021203282.2, XP_021203281.2, XP_021203279.2, XP_012545336.2, XP_012545333.2, XP_012545335.2, XP_004925605.2	XP_003397946.1, XP_012167498.1
OG0000509	XP_021208434.1, NP_001166624.1, XP_037868439.1, XP_004924134.1, XP_021202331.1, XP_021202332.1, XP_021202333.1	XP_003400146.1
OG0000510	XP_012550404.1, XP_004931507.1	XP_012172354.1, XP_012172353.1
OG0000512	XP_037867720.1, XP_037867724.1	XP_020720155.1, XP_020720157.1, XP_020720156.1
OG0000513	XP_037874403.1	XP_003398715.1, XP_012168725.1
OG0000516	NP_001036973.1	XP_012173420.1, XP_012173414.1
OG0000517	XP_004928520.1, XP_004928521.1	XP_012167351.1, XP_012167264.1
OG0000518	XP_004927862.1	XP_012171511.1
OG0000519	XP_004931542.1, XP_004931541.1, XP_004931540.1	XP_012166005.2
OG0000520	XP_004927331.1	XP_012165689.1
OG0000520	XP_012551530.1	XP_012165686.1, XP_012165687.1, XP_012165688.1
OG0000521	NP_001157387.1, XP_012548052.1	XP_003397547.1, XP_003397545.1, XP_003397546.1, XP_012166781.1, XP_012166782.1
OG0000522	NP_001037422.1, XP_012545566.1	XP_020719667.1, XP_003400972.1
OG0000523	XP_037877469.1, XP_037871113.1, XP_037871123.1, XP_037871130.1, XP_037877529.1	XP_020720091.1, XP_020720114.1
OG0000524	XP_004929730.1, XP_004929729.1, XP_037874478.1, XP_037874477.1, XP_004929731.1, XP_021204539.2, XP_037875512.1, XP_012547183.1	XP_012167864.1
