Orthogroup	Bombyx_mori	Tribolium_castaneum
OG0000181	NP_001037380.1, XP_037871534.1	NP_001280548.1, XP_008193833.1
OG0000182	XP_037866789.1	XP_015832992.1
OG0000183	XP_004930975.1	XP_970665.1
OG0000183	XP_004930971.1	XP_973463.1
OG0000184	XP_004932760.3	XP_015832887.1, XP_015837621.1, XP_015837372.1, XP_015837383.1, XP_975520.3
OG0000187	XP_004929301.1	XP_975362.1
OG0000188	NP_001037050.1	XP_967501.2
OG0000189	XP_037875495.1, XP_037875337.1	XP_966528.2, XP_008201661.1
OG0000189	XP_037875292.1, XP_037875291.1	XP_008198457.1, XP_008193919.1
OG0000190	XP_004931167.1	XP_015839424.1, XP_968802.1
OG0000191	XP_037872497.1	XP_015840404.1
OG0000191	XP_037875388.1	XP_972346.1
OG0000191	XP_021208965.1, XP_021208964.2	XP_008197015.2, XP_015838363.1, XP_015838365.1, XP_972237.1, XP_015833908.1, XP_015833861.1, XP_015838439.1, XP_966412.2, XP_015833969.1, XP_001812470.1, XP_972442.2, XP_008193548.2
OG0000192	XP_021207317.1	XP_008197081.1, XP_015838219.1, XP_008197084.1, XP_008197085.1, XP_008197082.1
OG0000193	XP_037877873.1, XP_021206153.2	XP_008190576.1, XP_008190590.1, XP_015833035.1, XP_008190578.1
OG0000196	XP_012545232.2	XP_969047.2
OG0000196	XP_004929740.2, XP_021205898.2, XP_004929623.3, XP_021205897.2	XP_967948.2
OG0000197	XP_012551294.2, XP_004932561.2, XP_037872840.1, XP_004931928.2, XP_004931927.1, XP_037868489.1	XP_015837925.1
OG0000198	XP_037870155.1	XP_008196149.1
OG0000200	XP_012550244.1, NP_001036841.1	XP_974164.1
OG0000200	NP_001036881.1	XP_967143.1, XP_015839106.1, XP_974030.1
OG0000201	XP_004930370.2	XP_015833113.1
OG0000201	NP_001040155.1, NP_001040154.1, XP_012552516.1, XP_012552521.1, NP_001243997.1, XP_004922761.1, XP_004922760.1, XP_004922779.1, XP_004931809.1, XP_004928423.2, XP_004931849.1, XP_004931273.1	XP_974115.1
OG0000202	NP_001281213.1	XP_008196489.1, XP_008196491.1, XP_008196490.1
OG0000203	XP_037867417.1	XP_972061.1
OG0000204	XP_012547643.2, XP_037873174.1, XP_021205107.1, XP_004928344.1, XP_012547605.1, XP_004928345.1, XP_037873267.1	XP_008192748.1, XP_015834354.1, XP_015834322.1, XP_001810985.1, XP_015834355.1, XP_966892.1
OG0000205	NP_001243944.1	XP_015834252.1, XP_969899.1, XP_972246.2, XP_969838.2
OG0000206	XP_004924015.1	XP_975174.1
OG0000206	XP_004922930.2	XP_967870.1
OG0000207	XP_004930513.3	XP_008190794.1
OG0000208	XP_037869032.1, NP_001103395.1	NP_001034487.2, XP_008199220.1
OG0000209	XP_037869646.1, XP_004932917.2, XP_037869645.1, XP_012551601.2, XP_012551602.2, XP_012551603.2	XP_015833617.1
OG0000210	XP_012544085.3	XP_008196393.1, XP_008194608.1, XP_973007.1
OG0000210	XP_037866888.1, XP_037866887.1	XP_015838316.1, XP_971337.1
OG0000212	XP_037869182.1, NP_001106228.1	XP_970912.2, XP_015835896.1, XP_015840439.1, XP_015840441.1
OG0000213	XP_004922013.1	XP_970612.2
OG0000214	NP_001040475.1	XP_967960.2
OG0000214	NP_001040198.1, XP_037870587.1	XP_970835.1
OG0000215	XP_037866848.1, XP_004930044.1	XP_972301.2, XP_008197697.1, XP_008197706.1, XP_015839776.1
OG0000216	NP_001108343.1	NP_001107836.1, XP_967724.1, NP_001123993.1, XP_008193185.1, XP_008199996.1, XP_971612.1, NP_001123994.1
OG0000217	XP_021203021.2	XP_973791.2
OG0000217	XP_012548700.2, XP_004933855.2	XP_015839401.1, XP_015839404.1, XP_015839405.1, XP_008199621.1, XP_015839403.1, XP_015840143.1, XP_008192685.2, XP_008192686.2, XP_015835054.1, XP_015835055.1, XP_008191628.1, XP_008191600.1
OG0000217	XP_037870903.1	XP_008198006.2
OG0000218	XP_004930688.1	XP_967940.2
OG0000219	XP_004931785.1	XP_968383.1
OG0000221	XP_037867521.1, XP_021207573.1, XP_021207493.1, XP_004922691.2, XP_012551723.1, XP_012551720.1, XP_004922638.1, XP_037871234.1, XP_037877580.1, XP_037872846.1, XP_037877505.1, XP_037872849.1, XP_037872848.1, XP_037877503.1, XP_037877504.1, XP_037877506.1, XP_037877501.1, XP_037877502.1, XP_037872850.1, XP_037877579.1, XP_037877510.1, XP_037877561.1, XP_037877562.1	XP_015837155.1, XP_974256.1
OG0000223	NP_001037450.1	NP_001164284.1
OG0000223	NP_001128672.1, XP_012550372.1, NP_001036840.1	XP_972063.1
OG0000223	NP_001159614.1, XP_037874607.1	XP_970010.1
OG0000224	XP_012545493.1, NP_001036891.1	XP_970766.1, XP_008193916.1
OG0000225	NP_001040252.1	XP_971086.2
OG0000226	NP_001127711.1, XP_021204237.1	NP_001280522.1, XP_008197480.1
OG0000226	XP_037873831.1, NP_001127712.1	XP_015838522.1
OG0000227	XP_012550182.2, XP_004931163.3, XP_012550180.2	XP_008198897.2
OG0000229	XP_037877602.1, XP_037877539.1, XP_037877538.1, XP_037877357.1, XP_037877541.1, XP_004927940.4, XP_037877290.1, XP_037877291.1, XP_037877358.1, XP_037877552.1	XP_008190759.1
OG0000229	XP_004928517.1, XP_012547831.1	XP_008190780.1
OG0000230	XP_021208331.1, XP_004933333.1	XP_015836723.1
OG0000231	XP_037871854.1, XP_037877315.1	XP_015836454.1, XP_015836453.1, XP_973943.1, XP_008194841.1
OG0000232	XP_012546482.1, NP_001040472.1	XP_970131.1
OG0000233	XP_004928912.1, XP_004928913.2	XP_008196062.1, XP_008196018.1, XP_008196019.1
OG0000235	XP_037877778.1, XP_012548383.2, XP_037877767.1, XP_037877779.1	XP_015835330.1, XP_015835329.1, XP_015835324.1, XP_015835328.1
OG0000236	NP_001036882.1, XP_037871515.1, XP_037871704.1, XP_021205252.2	NP_001155991.1
OG0000237	XP_004931804.1	XP_008197452.1
OG0000237	XP_037875185.1	XP_008197451.1
OG0000242	XP_004926535.1, XP_004926524.1, XP_037875026.1, XP_037874645.1, XP_037874644.1, XP_021203900.1, XP_037874701.1, NP_001266437.1, XP_021207354.1	XP_967642.2, XP_968884.1, XP_015833766.1
OG0000244	XP_021202524.1	XP_974579.1, XP_015836330.1
OG0000245	NP_001037534.1, XP_037872283.1, XP_012548212.3, NP_001037335.1, XP_037872125.1	XP_008194988.1, NP_001034522.1, NP_001034493.1
OG0000246	XP_012549895.1, NP_001037174.1	NP_001096056.1
OG0000246	XP_004931016.1	XP_973068.2, XP_008193582.1
OG0000247	XP_021207883.2	XP_015840017.1
OG0000247	XP_037873736.1	XP_015833810.1
OG0000248	XP_037873729.1, XP_021208462.1, XP_012551951.2	XP_015836653.1, XP_015836652.1
OG0000248	XP_021203484.2, XP_037872942.1	XP_015839338.1, XP_008193359.2, XP_015835108.1
OG0000248	XP_012552972.1	XP_008196466.2
OG0000249	NP_001138804.1, XP_012545064.1, NP_001040143.1	XP_966587.1
OG0000250	XP_021206228.1, XP_004930144.1	XP_008196257.1
OG0000251	XP_012550111.2	XP_008199428.1, XP_008199420.1
OG0000251	XP_021206899.1, NP_001108066.1	XP_015840048.1, XP_008201191.1
OG0000252	NP_001104796.1	XP_970662.1
OG0000253	XP_021208580.1, NP_001037287.1	XP_008198043.1
OG0000253	NP_001037285.1	XP_015838158.1
OG0000254	XP_004921802.3	XP_008195945.1
OG0000254	XP_004924523.1, XP_037876397.1	XP_008195412.1, XP_971164.2
OG0000255	XP_012543911.1, XP_012543887.2	XP_970270.1, XP_008199406.1
OG0000256	NP_001093298.1, XP_037870495.1	XP_973160.1, XP_973850.1, XP_008193331.1
OG0000257	XP_012551257.1, XP_012551255.1	XP_015838389.1
OG0000257	XP_004932600.1	XP_974236.1, XP_008201491.1, XP_008197327.1
OG0000258	NP_001037500.1	XP_975684.1
OG0000260	XP_004929696.2, NP_001036839.1	NP_001034506.1
OG0000261	XP_004922950.1, NP_001303996.1	XP_015839903.1, XP_015840001.1, XP_015840896.1, XP_015840891.1, XP_975108.2, XP_008201425.1, XP_975146.1, XP_015840860.1, XP_008201428.1, XP_008201427.1
OG0000263	XP_012549376.1, NP_001040274.1	XP_966512.1, XP_975893.1
OG0000264	NP_001037358.2	XP_008198346.1, NP_001164126.1
OG0000264	XP_037875045.1, NP_001037084.1	XP_968284.1, XP_015835141.1
OG0000266	NP_001040464.1	XP_967356.1
OG0000266	XP_012544346.1, NP_001037083.1	XP_970881.1, XP_970797.1
OG0000268	XP_021204157.1	XP_967796.2, XP_015832932.1, XP_015838161.1
OG0000269	XP_004924161.2	XP_971005.2
OG0000270	NP_001171666.1	XP_008198076.1, NP_001280501.1
OG0000271	XP_021203229.1, NP_001036977.1	NP_001290187.1
OG0000272	NP_001091830.1, XP_037866711.1	XP_008193383.1, NP_001107763.1
OG0000272	NP_001166818.1, XP_012549099.1	NP_001103420.1
OG0000274	XP_037866704.1	XP_008199963.1
OG0000275	XP_004924792.1	XP_970514.2
OG0000276	XP_037866436.1, XP_004929246.1, XP_037866435.1, XP_004929247.1, XP_037866643.1	XP_008193315.2
OG0000276	XP_004929635.1, XP_004929634.1, XP_012548862.1	XP_969460.1
OG0000277	XP_012544880.1, XP_021202885.1, XP_004924999.1	XP_015837443.1
OG0000278	XP_021207737.1	XP_015834844.1
OG0000279	NP_001296510.1, XP_037868174.1	NP_001280538.1, XP_015838925.1
OG0000279	NP_001037502.1	XP_015838796.1
OG0000281	XP_004922768.2	XP_967340.1
OG0000282	XP_021203480.1	XP_015839963.1, XP_015837078.1, XP_015838612.1, XP_015840021.1
OG0000283	XP_037877071.1, XP_037877070.1, XP_037877069.1	XP_970327.1, XP_015836740.1
OG0000284	NP_001037072.1	XP_968561.1
OG0000284	NP_001296499.1, XP_004932842.1	XP_008195942.1, XP_973257.1
OG0000285	XP_037867292.1, NP_001106229.1	XP_015839148.1, XP_008196660.1, XP_008196662.1
OG0000285	XP_037877841.1, XP_004931024.1	XP_972302.1
OG0000285	XP_037867507.1	XP_008192227.1
OG0000285	XP_037874172.1	XP_970530.1
OG0000286	XP_004929167.1	XP_008193140.1
OG0000287	XP_004922091.1	XP_008197596.1
OG0000287	XP_004922588.1	XP_001814592.1
OG0000288	XP_021201951.2	XP_015833077.1, XP_008200294.1
OG0000288	XP_037868251.1	XP_966392.1
OG0000289	XP_004925540.2	XP_973833.1
OG0000290	XP_021202436.1	XP_008195647.1
OG0000292	XP_037874428.1, XP_021206479.1	XP_015836717.1, XP_008199379.1, XP_015836718.1
OG0000293	XP_004929231.1	XP_974062.1, XP_974008.1, XP_001811085.2, XP_008192813.2, XP_015835032.1, XP_974034.1, XP_972744.1, XP_972703.3, XP_972663.1
OG0000295	NP_001037538.1	XP_974942.1
OG0000296	NP_001093088.1	XP_970269.1, XP_008197832.1, XP_008197833.1, XP_008197834.1, XP_015838751.1
OG0000297	XP_037872464.1	XP_015836263.1, XP_967109.3, XP_015836510.1, XP_015836508.1, XP_015836509.1, XP_970866.1, XP_008194978.1, XP_008190426.2, XP_966329.1, XP_008195034.1, XP_008195035.1, XP_015840885.1, XP_974610.1, XP_008199115.2, XP_974592.1, XP_008194674.2, XP_015836400.1, XP_015836399.1, XP_008194675.2, XP_974420.1, XP_966559.1
OG0000298	XP_037876134.1	XP_975374.1
OG0000299	XP_004931769.1	XP_008196759.1
OG0000300	XP_004933050.1	XP_001811015.1
OG0000301	NP_001106223.1	NP_001107791.1
OG0000301	XP_037870660.1, NP_001296467.1, XP_037870645.1, NP_001106221.1, XP_037870730.1	NP_001107860.1
OG0000302	NP_001095931.1	XP_008196651.1
OG0000302	XP_012548543.1, NP_001036995.2	NP_001107842.1, XP_008200273.1, NP_001107828.1, XP_008192985.1
OG0000303	XP_004922660.1	XP_971548.1, XP_008199064.1
OG0000304	XP_012551807.1	XP_015835772.1, XP_008193751.1
OG0000305	XP_037867702.1	XP_015840834.1, XP_015840824.1, XP_008201263.1, XP_015840826.1, XP_015840827.1, XP_015840828.1, XP_015840825.1, XP_015839861.1
OG0000306	XP_037876226.1, XP_012545475.3, XP_037876227.1	XP_008195672.2
OG0000307	XP_021205396.1	XP_973197.1
OG0000308	XP_021205271.1, XP_004928518.1	XP_015835181.1
OG0000309	XP_037874917.1, XP_012544599.1	XP_968563.2, XP_015838858.1
OG0000310	XP_004922674.1, XP_037871399.1, XP_021207827.1, XP_021207825.1, XP_037871233.1, XP_021207822.1, XP_021207824.1, XP_021207818.1	XP_015834524.1
OG0000311	NP_001093301.1, NP_001036889.1	NP_001164089.1, XP_015836774.1
OG0000312	NP_001040189.1, XP_004923642.1	XP_015833546.1
OG0000313	XP_004930719.1, XP_004930720.1, XP_004930722.1, XP_004930721.1, XP_004930724.1, XP_004930716.1	XP_967986.1, XP_967905.1, XP_008194065.1, XP_015835730.1, XP_967668.2
OG0000314	XP_004933069.3	XP_967017.1
OG0000315	XP_037867576.1	XP_008196876.1, XP_008196877.1, XP_008193351.1, XP_015838172.1
OG0000316	XP_012546125.1, NP_001166631.1	XP_008190751.1, NP_001182329.1
OG0000316	XP_004923727.1, XP_012543764.1, XP_021202004.1	XP_008190752.1, NP_001161320.1
OG0000317	XP_037867855.1, XP_037867856.1	XP_008200064.1
OG0000318	NP_001040191.1	XP_973404.1
OG0000318	XP_037871308.1	XP_008192121.1, XP_974398.1
OG0000319	XP_021206353.1, XP_021206354.1, XP_004930032.1	XP_967713.1, XP_971783.1
OG0000320	XP_012545276.1, NP_001098066.2	XP_008196303.1, XP_015837420.1, XP_008196304.1
OG0000321	XP_021202661.1, XP_004924713.2	XP_973294.2, XP_015835040.1, XP_973327.1, XP_015835042.1, XP_015835043.1, XP_015835041.1, XP_015835039.1
OG0000322	XP_037873232.1, XP_037873234.1	XP_974306.1
OG0000323	XP_012548839.3, XP_037874398.1	XP_015839632.1, XP_015839647.1
OG0000324	XP_037876704.1, XP_037876974.1	XP_015834170.1, XP_015834173.1
OG0000325	XP_021203813.1, XP_004926421.2	XP_970199.2, XP_015838203.1, XP_015838204.1, XP_008196730.1
OG0000326	XP_004928341.1, XP_004928446.1, XP_012545326.1, XP_012545315.1, XP_021203283.2, XP_012545324.2	XP_015834991.1, XP_008192193.1, XP_008192194.1
OG0000327	XP_021208104.2, XP_021208109.2	XP_015833709.1
OG0000327	XP_021208093.2	XP_008191189.2
OG0000331	NP_001296500.1, XP_004928920.1, XP_012548167.1, XP_012548166.1	XP_972225.1
OG0000332	XP_004926237.1	XP_971957.1
OG0000333	NP_001274771.1, XP_004925570.1	XP_015839725.1
OG0000334	XP_012548494.3	XP_015836026.1
OG0000335	XP_037867290.1, NP_001091841.1	XP_971201.1
OG0000336	XP_004922260.1	XP_001814361.1
OG0000337	XP_037869275.1, XP_037869270.1	XP_008198111.1, XP_008198112.1
OG0000338	XP_012550935.1	XP_008197000.1
OG0000339	NP_001106217.1	XP_975511.1
OG0000339	NP_001037376.1, XP_012549898.1	NP_001177648.1, XP_008193158.1
OG0000340	NP_001036910.1, XP_037876898.1, XP_037877212.1	XP_008200736.1
OG0000340	NP_001037458.1	XP_015838405.1, XP_973952.1, XP_973891.1
OG0000341	XP_004929139.1, XP_012548430.1, XP_004929140.1	XP_975221.1
OG0000342	NP_001116809.1	XP_008198162.1
OG0000342	XP_004932270.2	XP_968153.2
OG0000343	XP_012543786.3	XP_969204.1, XP_008193357.1, XP_008196870.1
OG0000344	XP_037877717.1	XP_015840052.1, XP_015840053.1
OG0000345	NP_001243988.1	XP_015838177.1
OG0000347	XP_021202995.1	XP_008196770.1
OG0000348	NP_001243674.1, XP_004933388.2	XP_008195650.1
OG0000349	XP_004924752.1	XP_008199681.1, XP_008199682.1, XP_015839246.1
OG0000350	XP_004924816.1	XP_008197841.1, XP_971237.1
OG0000351	XP_004930400.2, XP_021206282.2, XP_004930150.2, XP_012549333.1, NP_001037002.1, XP_012551199.2	XP_008196968.1
OG0000356	XP_021204926.1, NP_001140185.1, XP_037873010.1, XP_037873052.1, XP_004928236.2	XP_008197708.1, XP_008197784.2
OG0000357	XP_037875620.1, XP_037875619.1	XP_008194728.1
OG0000358	XP_004929861.1, XP_012549059.1	XP_972062.1
OG0000360	XP_004925207.2	XP_008195292.1, XP_967057.1
OG0000361	XP_004932398.1, XP_004932402.1, XP_004932401.1, XP_004932403.1, XP_021207706.1, XP_021207741.1, XP_012551187.1, XP_004932400.1, XP_004932404.1	XP_973660.1
OG0000363	NP_001166627.1	XP_970320.1
OG0000363	NP_001036950.1, NP_001036951.1	XP_015834105.1
OG0000364	XP_012545855.2, NP_001036990.1	XP_008200761.1, XP_015840859.1, XP_008192910.2
OG0000366	XP_037868836.1, XP_037868853.1	XP_015840947.1, NP_001107777.1
OG0000367	XP_004931037.1	XP_008194856.1, XP_015836457.1
OG0000368	NP_001296504.1	XP_976104.1, XP_015838018.1
OG0000369	XP_021205545.1	XP_008201712.1
OG0000370	NP_001037368.1, XP_037867324.1, XP_021206506.2	XP_015839940.1
OG0000371	XP_021206677.1	XP_008201299.1
OG0000372	XP_004927647.1	XP_015836666.1
OG0000375	XP_004932094.1	XP_015838589.1
OG0000377	XP_021204843.1, XP_037877759.1	XP_008198810.1
OG0000377	NP_001093303.1	XP_008199609.1
OG0000378	XP_012545363.2	XP_008190395.1
OG0000379	XP_012548112.2, XP_037872167.1, XP_037872168.1	XP_008191956.1, XP_015836606.1
OG0000380	XP_004929190.1	XP_970911.1, XP_015835308.1
OG0000381	XP_037873154.1	XP_015834938.1
OG0000381	NP_001040480.1	XP_001813974.1
OG0000382	XP_004926637.1	XP_966771.1
OG0000383	XP_004924167.1	XP_015840217.1
OG0000384	XP_012546200.2, NP_001037020.1	XP_001813130.1
OG0000384	XP_012549844.2	XP_008193509.1, XP_008193510.1
OG0000385	XP_021209212.1, XP_021209213.1, XP_004923323.1, XP_012553076.1	XP_008200161.1
OG0000386	XP_004922882.1	XP_970034.2
OG0000388	NP_001037022.1	XP_974824.1
OG0000388	NP_001037023.1	XP_974813.1
OG0000389	XP_004932710.1, XP_021207907.1	XP_008191053.1, XP_971552.2
OG0000390	XP_021203588.1, XP_037877301.1	XP_008194588.1
OG0000390	XP_021203616.1, XP_037877297.1, XP_037877296.1	XP_970733.3
OG0000392	XP_037869586.1	XP_008194894.1, XP_015839964.1, XP_015839708.1
OG0000394	XP_037872446.1	XP_008190453.1, XP_015836362.1, XP_970450.1
OG0000395	XP_004925794.1	XP_967306.3
OG0000396	XP_037871983.1, XP_021209044.1, XP_037872017.1, XP_037872022.1	XP_967256.1
OG0000397	XP_012547260.2, XP_004927925.2	XP_973626.3
OG0000398	XP_012549270.1	XP_973071.1
OG0000399	XP_037869246.1	XP_015839284.1, XP_015838955.1
OG0000400	XP_012548092.2	XP_008201359.1, XP_008196139.1
OG0000401	XP_012553127.1	XP_973474.1
OG0000402	NP_001036858.1, XP_021205511.1, XP_037872331.1, NP_001243949.1	XP_969556.1
OG0000403	XP_037866587.1, XP_037866592.1	XP_015835469.1
OG0000405	NP_001040392.1	XP_975505.1
OG0000405	XP_037873435.1	XP_969335.1
OG0000406	XP_004929643.2	XP_015840310.1
OG0000406	XP_004925045.1	XP_967861.2
OG0000408	XP_004932927.1	XP_008190910.1
OG0000408	XP_004931561.1	XP_008199142.1, XP_970081.3
OG0000409	XP_004924677.1	XP_015835314.1, XP_008200456.1, XP_972202.1, XP_008200455.1
OG0000410	XP_012553301.2	XP_008194279.1
OG0000411	XP_004923311.1	XP_008191461.1
OG0000411	XP_004933193.1	XP_001813433.1
OG0000412	XP_012550723.1	XP_971747.1, XP_015836557.1, XP_971694.2
OG0000413	XP_021205027.1, XP_012547653.1, XP_004928420.1, XP_012547656.1, XP_012547655.1, XP_037873149.1	XP_969620.2
OG0000415	XP_004923559.1	XP_973217.2
OG0000416	XP_037868006.1	XP_008192545.1
OG0000417	XP_021207012.2	XP_008198772.1
OG0000417	XP_004922341.3, XP_004922254.1	XP_974698.1
OG0000418	XP_037867828.1, XP_037869401.1, XP_037869402.1, XP_012549539.1, XP_012549538.1, XP_037869400.1	XP_015833481.1
OG0000419	XP_004921625.1	XP_971173.1, XP_015838774.1
OG0000420	XP_037875242.1	XP_008192326.1, XP_001816525.1, XP_008192327.1, XP_008192332.1
OG0000420	XP_004929927.1	XP_008199675.1
OG0000421	XP_037871236.1	XP_008192097.1
OG0000422	XP_004928016.1	XP_008192616.1
OG0000423	XP_004922982.1	XP_008199561.1
OG0000424	XP_012543994.1	XP_015840422.1
OG0000425	XP_004931496.2	XP_969804.2
OG0000426	XP_004926893.2, XP_037872271.1	XP_973970.1
OG0000427	XP_004931505.3	XP_972369.1
OG0000427	XP_004921827.1	XP_008196417.1
OG0000428	NP_001127722.1, XP_021206900.2	XP_015839428.1, XP_008194527.2
OG0000428	NP_001127749.1, NP_001127748.1	XP_015837845.1, NP_001280511.1
OG0000429	XP_004921819.1	XP_008196407.1, XP_015837255.1
OG0000430	XP_004931599.1	XP_008190881.1, XP_008197779.1, XP_008197331.1, XP_008199845.1
OG0000431	XP_037873083.1, XP_037873009.1, NP_001103811.1, NP_001103812.1, XP_037873325.1, XP_012545633.1, XP_037873272.1, XP_037873186.1, XP_012547694.2	XP_015839887.1, XP_967707.1, XP_008190865.1, XP_015834261.1
OG0000432	XP_004927792.1	XP_973723.1
OG0000433	XP_004927325.1	XP_015835623.1, NP_001139342.1, XP_008193524.2, NP_001139461.1
OG0000433	XP_037872506.1, XP_021205512.1, XP_004929039.1, XP_037872365.1, XP_004929034.3, XP_012548107.2, XP_004929036.2, XP_004929033.3, XP_037872460.1, XP_004928835.1	NP_001139389.1, XP_015833910.1
OG0000434	XP_021207352.2, XP_004931859.2, XP_012550618.1, XP_012550619.1	XP_972017.1, XP_008196460.1, XP_008196458.1, XP_008196459.1, XP_015838266.1, XP_015838265.1
OG0000436	XP_012544653.1, NP_001157382.1	XP_008197909.1
OG0000436	XP_037874773.1	XP_970620.1
OG0000437	XP_004925471.1, XP_037875367.1	XP_008200406.1
OG0000438	XP_012544442.1, XP_004924551.1, XP_037876200.1	XP_008195849.1, XP_008195848.1, XP_974808.2, XP_008195847.1
OG0000438	XP_021209231.1	XP_971688.3
OG0000439	XP_004922987.1	XP_008193933.1
OG0000440	XP_037868717.1, XP_004931128.1, XP_004931129.1, XP_037868776.1, XP_012548934.2	XP_008200809.1
OG0000441	XP_021205278.1, XP_004928565.1	XP_015839702.1, XP_001812896.2, XP_008194960.2, XP_015836630.1
OG0000442	XP_012552268.1, XP_037869304.1, XP_037869303.1	XP_008197799.1, XP_968004.1
OG0000443	NP_001243917.1, XP_037875534.1	XP_974381.2
OG0000444	NP_001296486.1	NP_001164534.1, NP_001164533.1
OG0000445	XP_037877659.1, NP_001103810.2	XP_008193734.1
OG0000446	XP_021205750.2	XP_008198655.1, XP_008198715.2, XP_008198651.1
OG0000447	XP_037869965.1, XP_037870004.1	XP_008191853.2
OG0000448	XP_004928171.1	XP_969343.1
OG0000449	XP_004927641.1, XP_004927639.1, XP_004927640.1	XP_966346.1
OG0000450	XP_004924638.1, XP_012544520.1	NP_001157610.1, XP_015835206.1
OG0000451	XP_021207060.1	XP_972488.2
OG0000452	XP_004923659.2, XP_012553421.2	XP_008195563.1
OG0000452	XP_004923139.1	XP_008190571.1
OG0000453	NP_001171330.1, XP_012551816.1	XP_008196382.1, XP_008196383.1, XP_008196384.1
OG0000454	XP_012543973.2, XP_037875666.1	XP_008197523.2
OG0000455	NP_001266428.1, XP_021206172.1	NP_001280547.1, XP_008193388.1
OG0000456	XP_004934093.4	XP_969928.1, XP_008196724.1
OG0000457	NP_001127746.1, NP_001127724.1, XP_037874602.1	XP_015835204.1, NP_001076795.1, XP_015837745.1, NP_001076796.1
OG0000458	NP_001037412.2, XP_012552878.1	XP_967155.1
OG0000459	XP_004930201.1	XP_968944.1
OG0000460	XP_004929967.2	XP_015836143.1, XP_968679.1
OG0000460	XP_004929869.1	XP_968752.1
OG0000460	XP_004929870.2	XP_968824.2
OG0000461	XP_012545235.1	XP_008198752.1
OG0000462	XP_012545975.1	XP_015840075.1
