Orthogroup	Bombyx_mori	Solenopsis_invicta
OG0000113	XP_004929660.1, XP_004925443.2, XP_012545237.2	XP_011169897.1, XP_011176341.1, XP_011176387.1
OG0000114	XP_037876113.1, NP_001036844.1	XP_011161124.1
OG0000114	XP_037876437.1	XP_039314478.1, XP_011172282.1, XP_025993302.2, XP_025993279.1, XP_039314479.1
OG0000115	NP_001037077.1, XP_012544300.1, NP_001036994.1	NP_001291541.1, XP_011165645.2, XP_011165643.1, XP_011165649.2, XP_011165650.1
OG0000117	NP_001040298.1	XP_011157894.1
OG0000117	NP_001233214.1, XP_012552766.1	XP_011170972.1, XP_011170971.1
OG0000118	XP_037872962.1	XP_011169789.1, XP_039310497.1
OG0000118	XP_037872296.1	XP_039310529.1, XP_039312202.1, XP_039312203.1, XP_039302436.1, XP_011170400.3, XP_039306067.1
OG0000119	XP_037869697.1	XP_039303820.1, XP_025988519.1, XP_011160452.1, XP_011160472.1, XP_039303816.1, XP_011160453.1, XP_011160457.2, XP_011160459.1, XP_011160469.1
OG0000120	XP_021207126.2	XP_011175144.2
OG0000121	XP_004923242.2	XP_039309060.1, XP_039311335.1, XP_025991788.2, XP_039303575.1, XP_039309015.1, XP_039302174.1, XP_025996815.1, XP_011170626.2, XP_039313249.1, XP_025997104.2, XP_039305489.1
OG0000121	XP_004930152.2	XP_011164982.1, XP_039307617.1
OG0000122	XP_037871005.1	XP_039305859.1
OG0000122	XP_021202268.1, XP_012544010.1, XP_037868883.1, XP_004924046.1	XP_025995487.2, XP_011173307.2
OG0000123	NP_001037614.1, XP_012548321.1	XP_011169664.1
OG0000124	XP_037871306.1, XP_037871307.1, XP_021208751.2	XP_039302015.1
OG0000125	XP_004926881.1, XP_012546430.1, XP_012547144.2	XP_011166830.1, XP_011166831.1, XP_039307624.1
OG0000126	XP_012549565.1, NP_001037319.1	XP_011155410.1, XP_039309160.1, XP_039309158.1, XP_025990026.1, XP_025990027.1, XP_025990024.1
OG0000127	XP_012551315.1, NP_001037024.1	XP_011165176.1, XP_039307622.1, XP_025994182.1
OG0000127	NP_001189458.1, XP_012551311.1	XP_039307613.1, XP_039307615.1
OG0000128	XP_037870352.1	XP_039301924.1, XP_011164071.2
OG0000129	XP_021203173.1	XP_039310447.1, XP_039310449.1, XP_039310448.1, XP_025991275.2, XP_025991277.2
OG0000130	NP_001108469.1	XP_039309465.1
OG0000130	XP_012548931.3	XP_025991693.1, XP_025991692.1
OG0000131	XP_004931759.1	XP_011159624.1
OG0000131	NP_001091755.1	XP_011168548.1, XP_011168539.1
OG0000132	NP_001164651.1, XP_037870176.1	XP_039305040.1, XP_011175354.1
OG0000132	NP_001164650.1	XP_011162113.1
OG0000133	XP_021207866.1, XP_004932639.1	XP_025988235.1, XP_025988236.1, XP_039308247.1, XP_039308246.1
OG0000134	XP_012546210.1, XP_004926641.1	XP_011160707.1
OG0000135	NP_001108336.1, XP_021202711.1	XP_025991427.1
OG0000135	NP_001166873.1, XP_037875522.1	XP_011168086.1
OG0000135	NP_001108335.1	XP_025992521.1
OG0000136	XP_037876368.1, XP_004927026.1	XP_011168434.2, XP_011168435.1, XP_011168438.2, XP_039309206.1, XP_025989059.2, XP_011168437.1, XP_011168436.1, XP_011168451.1
OG0000137	XP_037868770.1	XP_039302269.1, XP_011164282.1, XP_025987902.2, XP_011171988.2, XP_011171990.2, XP_011171989.2
OG0000138	XP_037868949.1, XP_004925223.3	XP_011156769.2
OG0000139	XP_021208530.2, XP_004922757.1, XP_004922758.1, XP_004927864.1	XP_011163331.1, XP_011163323.1, XP_011163250.1, XP_011163312.2, XP_025992297.2, XP_039315649.1, XP_039315647.1, XP_039301829.1, XP_039315650.1, XP_039302240.1, XP_039302238.1, XP_039302239.1, XP_025994094.1, XP_039304648.1, XP_039304661.1, XP_039304659.1, XP_039304653.1, XP_039304655.1, XP_039304654.1, XP_039304658.1, XP_039304657.1, XP_039304656.1, XP_039304652.1, XP_039304651.1, XP_039304649.1, XP_039304664.1, XP_039304665.1, XP_039304663.1, XP_039304662.1
OG0000140	XP_004926978.1, XP_021209321.1, XP_037877222.1, XP_012553187.1, NP_001182631.1	XP_039311174.1
OG0000141	XP_004931634.1	XP_011172931.2
OG0000141	XP_021207972.2	XP_011173169.1
OG0000143	XP_037870673.1, NP_001040254.1, XP_004927859.1	XP_011158940.1, XP_011158941.1
OG0000144	XP_021207362.2, NP_001243953.1, NP_001037590.1, XP_004931806.2, NP_001106747.2	XP_011155485.2, XP_011155484.1
OG0000145	XP_021209325.1, XP_037876916.1, XP_004923491.1	XP_039310475.1, XP_039310474.1, XP_025989810.1
OG0000146	XP_037871222.1, XP_004922825.1	XP_011158610.1
OG0000146	NP_001106739.1, NP_001106231.1	XP_011163024.1, XP_011163029.1
OG0000147	XP_004933126.1	XP_039307845.1, XP_025987816.1, XP_039314750.1
OG0000148	XP_037876693.1, XP_037868003.1	XP_039307843.1, XP_039304920.1
OG0000149	XP_037875543.1	XP_011168700.1
OG0000149	XP_004924927.1, XP_004924928.1	XP_039303906.1, XP_011168707.2, XP_011168703.2, XP_011168705.2, XP_011168706.2, XP_011168701.2
OG0000150	XP_037869165.1, XP_037869166.1, XP_037869163.1, XP_037869164.1	XP_011156682.1, XP_025991203.1, XP_011156666.1, XP_011156673.1, XP_025991204.1
OG0000151	XP_037867739.1, XP_021208204.1, XP_021208205.1	XP_011167344.2
OG0000152	XP_021205393.1	XP_011159593.1, XP_011159592.1
OG0000153	XP_037871508.1, XP_037871509.1, XP_037871510.1, XP_037871505.1	XP_025991417.2
OG0000154	XP_037873529.1	XP_039306572.1, XP_011172804.1, XP_039306683.1
OG0000156	XP_021206155.2	XP_039313051.1, XP_039313052.1, XP_011167313.1, XP_011167314.1, XP_011167312.1
OG0000157	XP_037869375.1	XP_039311111.1, XP_039311110.1
OG0000158	XP_021204632.1	XP_039312830.1, XP_011168943.1, XP_011168955.1, XP_039312827.1
OG0000160	XP_004925382.2	XP_025995468.2
OG0000160	XP_004925399.2, XP_004925398.1	XP_039307899.1
OG0000161	NP_001182393.1	XP_011171818.2, XP_011157167.1, XP_011171836.1
OG0000162	NP_001103387.2, XP_037868602.1	XP_011158164.1
OG0000162	NP_001103388.1, XP_021203288.2	XP_025990139.1
OG0000163	XP_012546686.1, XP_037873371.1	XP_039308609.1, XP_025995107.1, XP_039314688.1, XP_025985726.2, XP_039310227.1, XP_039305119.1, XP_039308588.1, XP_039313530.1, XP_039305423.1, XP_039308364.1, XP_039302748.1, XP_039307028.1, XP_039302949.1, XP_039309116.1, XP_039306857.1, XP_039302182.1, XP_039302778.1, XP_039302725.1, XP_039315256.1, XP_025990842.2, XP_039310495.1, XP_039306670.1, XP_039305300.1
OG0000163	XP_037875501.1, XP_037873368.1, XP_037873370.1, XP_037877369.1, XP_037875753.1, XP_037867082.1, XP_037877398.1	XP_039308512.1, XP_039308513.1, XP_039308511.1, XP_039308510.1, XP_039308704.1, XP_011166518.2, XP_039304837.1
OG0000164	XP_037875027.1, XP_037872511.1	XP_011175603.2, XP_039313027.1
OG0000165	XP_012547188.1, XP_021204892.1	XP_011162664.1, XP_011162665.1, XP_025987522.1, XP_025987521.1
OG0000165	XP_012551706.2	XP_011173553.1
OG0000166	XP_037868137.1	XP_025986750.2, XP_025986751.2, XP_039305072.1, XP_039305077.1
OG0000168	XP_037873451.1	XP_025989788.2
OG0000169	NP_001243963.1, NP_001243962.1, NP_001243959.1, NP_001243958.1, NP_001243955.1, NP_001243956.1, NP_001243957.1, NP_001243991.1, NP_001135960.1, NP_001040425.1, NP_001243995.1, NP_001243978.1, NP_001127730.1	XP_011166801.1, XP_011166805.2, XP_011166806.2
OG0000170	XP_021202707.2	XP_011161394.2
OG0000170	XP_004924795.2	XP_011161401.1, XP_011161396.1, XP_011161392.2, XP_011161398.1
OG0000171	NP_001296478.1, XP_037876331.1, XP_037876328.1	XP_011160261.1, XP_039309768.1, XP_011160941.1, XP_039309770.1, XP_011160937.1, XP_011160936.1
OG0000173	NP_001093316.1	XP_025993243.1, XP_011165836.1, XP_039304290.1, XP_011165837.1, XP_011165835.1
OG0000174	NP_001040490.1, XP_037874321.1	XP_025991237.1, XP_025991236.1, XP_025991235.1, XP_025991234.1, XP_025991233.1, XP_039302167.1, XP_039302166.1
OG0000175	NP_001040124.1	XP_039302006.1, XP_039302007.1, XP_011157853.1
OG0000176	XP_037868940.1, XP_037870006.1, XP_037876480.1, XP_037869968.1, XP_037867396.1	XP_025986721.1
OG0000177	XP_004931030.1	XP_025993788.1
OG0000177	XP_004931031.2	XP_011167661.1
OG0000178	XP_037871996.1, XP_004924483.2	XP_011165136.1
OG0000179	NP_001040172.1, XP_021206181.1	XP_039308745.1
OG0000179	NP_001037301.1	XP_011164111.1
OG0000180	XP_004930542.1	XP_011166951.1, XP_011166952.1, XP_025986052.1, XP_025986051.1
OG0000181	NP_001037380.1, XP_037871534.1	XP_025994298.1, XP_025994299.1, XP_039312812.1, XP_039312813.1, XP_011169149.1, XP_011169148.1
OG0000182	XP_037866789.1	XP_011171027.1, XP_039307169.1, XP_039307168.1, XP_039307167.1, XP_039307166.1, XP_025991013.1
OG0000183	XP_004930975.1	XP_025992667.1
OG0000184	XP_004932760.3	XP_039308158.1, XP_039308138.1, XP_039308136.1
OG0000187	XP_004929301.1	XP_039309150.1, XP_011165088.1, XP_011165087.1
OG0000188	NP_001037050.1	XP_011168465.1
OG0000189	XP_037875292.1, XP_037875291.1	XP_011170993.1, XP_039306223.1
OG0000190	XP_004931167.1	XP_011166168.1, XP_039304064.1, XP_025988559.1
OG0000191	XP_037872497.1, XP_037875388.1, XP_021208965.1, XP_021208964.2	XP_039315120.1, XP_011164616.2
OG0000192	XP_021207317.1	XP_039310511.1, XP_039310512.1, XP_039310513.1, XP_039310514.1, XP_025989114.2, XP_025989113.2, XP_011155855.2
OG0000195	NP_001037076.1, NP_001124371.1, NP_001124372.2, NP_001165396.1, XP_004922067.1, XP_004922068.1, NP_001091784.1	XP_025990073.1, XP_011155425.1, XP_011155426.1, XP_011155427.1, XP_039308628.1, XP_011172831.1
OG0000196	XP_012545232.2	XP_039306717.1, XP_011171411.1, XP_011171412.1, XP_039306716.1
OG0000196	XP_004929740.2, XP_021205898.2, XP_004929623.3, XP_021205897.2	XP_011161482.2
OG0000197	XP_012551294.2, XP_004932561.2, XP_037872840.1, XP_004931928.2, XP_004931927.1, XP_037868489.1	XP_011157191.1
OG0000198	XP_037870155.1	XP_011163990.2, XP_039313887.1, XP_025994493.1
OG0000200	XP_012550244.1, NP_001036841.1	XP_011170758.1
OG0000200	NP_001036881.1	XP_011168061.1, XP_011168064.1
OG0000201	XP_004930370.2	XP_025990401.2
OG0000201	NP_001040155.1, NP_001040154.1, XP_012552516.1, XP_012552521.1, NP_001243997.1, XP_004922761.1, XP_004922760.1, XP_004922779.1, XP_004931809.1, XP_004928423.2, XP_004931849.1, XP_004931273.1	XP_039308817.1, XP_011165064.3, XP_039308820.1, XP_011165062.1, XP_011165070.2, XP_011165069.2
OG0000202	NP_001281213.1	XP_025988731.1, XP_025993071.1
OG0000203	XP_004930258.2, XP_037876006.1	XP_011160113.1, XP_011160112.1
OG0000203	XP_037867417.1	XP_011168468.1, XP_039309884.1
OG0000204	XP_012547643.2, XP_037873174.1, XP_021205107.1, XP_004928344.1, XP_012547605.1, XP_004928345.1, XP_037873267.1	XP_011157986.2, XP_039310926.1, XP_039310928.1, XP_039310930.1, XP_039310927.1, XP_025986662.2, XP_025986663.1, XP_011157989.1, XP_039310924.1, XP_025986661.1, XP_011157991.1, XP_011156232.2
OG0000205	NP_001243944.1	XP_011168746.1, XP_039308307.1
OG0000206	XP_004924015.1	XP_025988777.2, XP_039314221.1, XP_039314222.1
OG0000206	XP_004922930.2	XP_039314588.1, XP_039314587.1, XP_039314586.1, XP_039302134.1, XP_039302063.1, XP_011172221.2, XP_011172346.2, XP_025993307.2
OG0000207	NP_001037594.1	XP_025996998.1
OG0000207	NP_001091793.1, XP_004930513.3	XP_011156648.1, NP_001291516.1
OG0000208	XP_037869032.1, NP_001103395.1	XP_011156625.1
OG0000209	XP_037869646.1, XP_004932917.2, XP_037869645.1, XP_012551601.2, XP_012551602.2, XP_012551603.2	XP_011160517.1, XP_011160520.1
OG0000210	XP_012544085.3	XP_039301699.1, XP_011157224.2
OG0000210	XP_037866888.1, XP_037866887.1	XP_025991680.2
OG0000212	XP_037869182.1, NP_001106228.1	XP_011175849.1, XP_011175847.2
OG0000213	XP_004922013.1	XP_039307097.1, XP_039307100.1, XP_039307098.1, XP_039307099.1, XP_039307096.1
OG0000214	NP_001040475.1	XP_011162082.1
OG0000214	NP_001040198.1, XP_037870587.1	XP_025990048.1, XP_025990047.1
OG0000215	XP_037866848.1, XP_004930044.1	XP_025993451.1, XP_039314411.1, XP_011167858.1, XP_011167862.1, XP_039314414.1, XP_039314413.1, XP_011167867.1, XP_039314640.1
OG0000216	NP_001108343.1	XP_011163750.1
OG0000217	XP_021203021.2, XP_012548700.2, XP_004933855.2, XP_037870903.1	XP_011155464.2
OG0000218	XP_004930688.1	XP_011160002.1, XP_011160001.1, XP_011160003.1, XP_011160000.1
OG0000219	XP_004931785.1	XP_011168754.1, XP_011168753.1, XP_011168751.1, XP_011168750.1, XP_011168748.1
OG0000221	XP_037867521.1, XP_021207573.1, XP_021207493.1, XP_004922691.2, XP_012551723.1, XP_012551720.1, XP_004922638.1, XP_037871234.1, XP_037877580.1, XP_037872846.1, XP_037877505.1, XP_037872849.1, XP_037872848.1, XP_037877503.1, XP_037877504.1, XP_037877506.1, XP_037877501.1, XP_037877502.1, XP_037872850.1, XP_037877579.1, XP_037877510.1, XP_037877561.1, XP_037877562.1	XP_025986297.1
OG0000223	NP_001037450.1, NP_001128672.1, XP_012550372.1, NP_001036840.1	XP_011166243.1
OG0000224	XP_012545493.1, NP_001036891.1	XP_011167331.2, XP_025988662.1, XP_011167330.1, XP_025988660.1
OG0000225	NP_001040252.1	XP_011163590.1, XP_011163589.1, XP_039304922.1, XP_011163592.1
OG0000226	NP_001127711.1, XP_021204237.1	XP_039305990.1, XP_011165709.2, XP_039305989.1, XP_025988432.1, XP_025988435.1
OG0000226	XP_037873831.1, NP_001127712.1	XP_025988429.1
OG0000227	XP_012550182.2, XP_004931163.3, XP_012550180.2	XP_025988617.1, XP_025988616.1
OG0000228	XP_037869231.1, XP_012553288.1	XP_039309072.1, XP_039311279.1, XP_039310271.1, XP_011163688.1, XP_039303960.1, XP_039311154.1, XP_039303552.1, XP_011171244.1
OG0000228	XP_037874874.1	XP_039312991.1, XP_039311970.1, XP_039304297.1, XP_011175783.1, XP_025997477.2, XP_039304823.1, XP_039308733.1, XP_039302912.1, XP_039304364.1, XP_025998010.1
OG0000229	XP_004928517.1, XP_012547831.1	XP_011167118.1
OG0000230	XP_021208331.1, XP_004933333.1	XP_039313632.1, XP_039310937.1, XP_011157985.1
OG0000231	XP_037871854.1, XP_037877315.1	XP_039311197.1, XP_025994418.1, XP_025994419.1, XP_025994417.1
OG0000232	XP_012546482.1, NP_001040472.1	XP_011161208.1, XP_011161207.1
OG0000233	XP_004928912.1, XP_004928913.2	XP_011165376.2, XP_011165374.2, XP_011165377.1, XP_011165378.1, XP_011165383.1, XP_025993530.1, XP_011165381.1, XP_011165400.1, XP_025993534.2
OG0000235	XP_037877778.1, XP_012548383.2, XP_037877767.1, XP_037877779.1	XP_039301746.1, XP_011176069.1, XP_011176072.1, XP_011176068.1
OG0000236	NP_001036882.1, XP_037871515.1, XP_037871704.1, XP_021205252.2	XP_011164467.1
OG0000237	XP_037875185.1	XP_025992756.2
OG0000241	XP_012547063.1, XP_004926042.1, XP_037873319.1, XP_012546361.1, XP_004929513.1, XP_004929472.2	XP_011175763.2
OG0000242	XP_004926535.1, XP_004926524.1, XP_037875026.1, XP_037874645.1, XP_037874644.1, XP_021203900.1, XP_037874701.1, NP_001266437.1, XP_021207354.1	XP_039303865.1, XP_039304509.1, XP_039304763.1, XP_039308990.1, XP_039304762.1, XP_039304760.1, XP_039304761.1, XP_039308991.1, XP_039304759.1, XP_039304757.1, XP_011169761.2, XP_025991592.2
OG0000244	XP_021202524.1	XP_039306518.1, XP_011175201.1, XP_011175202.1
OG0000245	NP_001037534.1, XP_037872283.1, XP_012548212.3, NP_001037335.1, XP_037872125.1	XP_011162616.1
OG0000246	XP_012549895.1, NP_001037174.1	XP_011161827.1, XP_039303228.1
OG0000246	XP_004931016.1	XP_039302793.1, XP_039302661.1
OG0000247	XP_021207883.2, XP_037873736.1	XP_011173011.1
OG0000248	XP_021203484.2, XP_037872942.1	XP_039304040.1, XP_025995392.1
OG0000249	NP_001138804.1, XP_012545064.1	XP_011156910.2, XP_039306219.1, XP_011156908.1, XP_011174006.1
OG0000250	XP_021206228.1, XP_004930144.1	XP_011161725.1, XP_025995993.1, XP_025995992.1, XP_011156530.2, XP_039308592.1
OG0000251	XP_021206899.1, NP_001108066.1	XP_011157217.1, XP_011175696.1
OG0000252	NP_001104796.1	XP_025997250.1
OG0000253	NP_001037285.1	XP_039309534.1
OG0000254	XP_004921802.3	XP_011166638.1
OG0000254	XP_004924523.1, XP_037876397.1	XP_011155529.1
OG0000255	XP_012543911.1, XP_012543887.2	XP_039307633.1, XP_011165456.1, XP_011165455.1, XP_039307648.1, XP_039303212.1, XP_039301859.1, XP_039301860.1, XP_039304117.1, XP_039307649.1, XP_039301858.1, XP_011155980.2
OG0000255	XP_004923881.1	XP_011171007.1
OG0000256	NP_001093298.1, XP_037870495.1	XP_011169053.1, XP_011169052.1
OG0000257	XP_012551257.1, XP_012551255.1	XP_039314679.1
OG0000257	XP_004932600.1	XP_039314645.1
OG0000258	NP_001159622.2, NP_001106744.1, XP_012551170.1	XP_025992647.1, XP_039303185.1, XP_039302453.1, XP_025996520.1, XP_025992648.1, XP_011164418.2
OG0000259	XP_012548404.1	XP_039309679.1, XP_039309716.1, XP_039309721.1, XP_039309680.1, XP_039309686.1, XP_039309683.1, XP_039309708.1, XP_039309709.1, XP_039309696.1, XP_039309717.1, XP_039309719.1, XP_011170601.2, XP_039309643.1, XP_011170599.2, XP_039309710.1, XP_039309647.1, XP_039309631.1, XP_039309632.1, XP_011166100.3, XP_039309639.1, XP_039309641.1, XP_039309642.1, XP_039309689.1, XP_039309644.1, XP_039309703.1, XP_039309712.1, XP_039309711.1, XP_039309714.1, XP_039309713.1, XP_039309530.1, XP_039309678.1, XP_039309724.1, XP_025994309.2
OG0000260	XP_004929696.2, NP_001036839.1	XP_039302312.1
OG0000261	XP_004922950.1, NP_001303996.1	XP_011163661.1, XP_039305380.1, XP_011163662.1
OG0000263	XP_012549376.1, NP_001040274.1	XP_011170654.1, XP_011170655.1, XP_011170657.1, XP_011170656.1, XP_011170653.1
OG0000264	NP_001037358.2	XP_039306192.1
OG0000264	XP_037875045.1, NP_001037084.1	XP_011165046.1
OG0000266	NP_001040464.1	XP_011163945.2
OG0000266	XP_012544346.1, NP_001037083.1	XP_011167747.1
OG0000268	XP_021204157.1	XP_011158225.1, XP_011158224.1
OG0000269	XP_004924161.2	XP_011176251.1, XP_011176253.1, XP_025987467.1, XP_025987468.1, XP_025987465.1, XP_025987466.1, XP_025987463.1, XP_025987464.1
OG0000270	NP_001171666.1	XP_011166273.1
OG0000271	XP_037870196.1, NP_001036913.1, XP_021203229.1, NP_001036977.1	NP_001291526.1, XP_025988373.1
OG0000272	NP_001091830.1, XP_037866711.1	XP_025989138.1
OG0000272	NP_001166818.1, XP_012549099.1	XP_011157845.2
OG0000274	XP_021202962.1, XP_021202959.1	XP_039314283.1, XP_039314280.1, XP_039314281.1, XP_025988766.1, XP_025988765.1, XP_025988767.1, XP_039314282.1
OG0000275	XP_004924792.1	XP_039313032.1, XP_039313033.1, XP_039313034.1
OG0000277	XP_012544880.1, XP_021202885.1, XP_004924999.1	XP_011157342.1
OG0000278	XP_021207737.1	XP_011164304.1, XP_011164305.1
OG0000279	NP_001296510.1, XP_037868174.1, NP_001037502.1	XP_025993822.1, XP_025993819.1, XP_025993821.1, XP_025993820.1, XP_039309319.1, XP_011164446.1, XP_039309318.1
OG0000280	XP_004923939.1	XP_011158184.1
OG0000281	XP_004922768.2	XP_011164399.1
OG0000283	XP_037877071.1, XP_037877070.1, XP_037877069.1	XP_039302806.1
OG0000284	NP_001037072.1	XP_025994994.1
OG0000284	NP_001296499.1, XP_004932842.1	XP_011161425.1
OG0000285	XP_037874172.1	XP_039311592.1, XP_011176371.1, XP_011176378.1, XP_011176361.1
OG0000286	XP_004929167.1	XP_011158397.1, XP_011158395.1, XP_011158398.1, XP_025991394.1
OG0000287	XP_004922091.1	XP_011165803.1
OG0000287	XP_004922588.1	XP_011165802.1
OG0000288	XP_021201951.2	XP_011167249.2
OG0000288	XP_037868251.1	XP_039314771.1
OG0000289	XP_004925540.2	XP_039313629.1, XP_039313627.1, XP_011166676.1, XP_025994274.1, XP_011166677.1, XP_011166680.1, XP_011166679.1
OG0000292	XP_037874428.1, XP_021206479.1	XP_011157423.1
OG0000293	XP_004929231.1	XP_039305187.1, XP_011162430.1
OG0000295	NP_001037538.1	XP_011157721.3
OG0000296	NP_001093088.1	XP_039313607.1
OG0000297	XP_037872464.1	XP_039312929.1
OG0000298	XP_037876134.1	XP_011163496.1, XP_039314927.1, XP_039314926.1, XP_011163495.1
OG0000299	XP_004931769.1	XP_011168755.2, XP_039308295.1, XP_011168756.2
OG0000300	XP_004933050.1	XP_039309883.1
OG0000301	NP_001106223.1	XP_011170516.1, XP_039304166.1
OG0000301	XP_037870660.1, NP_001296467.1, XP_037870645.1, NP_001106221.1, XP_037870730.1	XP_011156580.1
OG0000302	XP_012548543.1, NP_001036995.2	XP_039311789.1
OG0000303	XP_004933180.1	XP_039312848.1, XP_039302513.1
OG0000304	XP_012551807.1	XP_039302604.1, XP_011175853.1
OG0000305	XP_037867702.1	XP_011161793.1
OG0000306	XP_037876226.1, XP_012545475.3, XP_037876227.1	XP_025988786.1, XP_011170424.1, XP_039314289.1, XP_039314295.1
OG0000307	XP_021205396.1	XP_039315186.1, XP_039309355.1, XP_039315188.1, XP_039315187.1, XP_039309356.1, XP_039309357.1
OG0000308	XP_021205271.1, XP_004928518.1	XP_025990312.1, XP_039306101.1, XP_025990313.1, XP_039306095.1, XP_039306092.1, XP_039306103.1
OG0000309	XP_037874917.1, XP_012544599.1	XP_039314088.1, XP_025995008.1, XP_025995007.1, XP_025995009.1
OG0000310	XP_004922674.1, XP_037871399.1, XP_021207827.1, XP_021207825.1, XP_037871233.1, XP_021207822.1, XP_021207824.1, XP_021207818.1	XP_011158546.1, XP_011158544.1, XP_039302548.1, XP_039302551.1, XP_039302550.1, XP_039302549.1, XP_039302552.1, XP_039302553.1
OG0000311	NP_001093301.1, NP_001036889.1	XP_025991643.1, XP_011161322.1, XP_039314394.1, XP_039301666.1, XP_039301665.1, XP_011162412.2, XP_039308731.1, XP_011161325.1, XP_039306127.1, XP_025997312.1, XP_011175170.1, XP_039306544.1, XP_039306543.1, XP_011175275.1, XP_039306140.1, XP_039306124.1, XP_039306125.1, XP_039306123.1, XP_039306134.1, XP_039306133.1, XP_039306137.1, XP_039315137.1
OG0000312	NP_001040189.1, XP_004923642.1	XP_011173333.1
OG0000313	XP_037867942.1, XP_004931346.1, XP_004930719.1, XP_004930720.1, XP_004930722.1, XP_004930721.1, XP_004930724.1, XP_004930716.1	XP_011175815.1
