Orthogroup	Bombyx_mori	Acyrthosiphon_pisum
OG0000085	NP_001239600.1, XP_037876340.1, XP_037876341.1, XP_037876393.1, XP_037876339.1	XP_029346873.1, XP_008179773.1, XP_001948387.1, XP_029346867.1, XP_029346870.1
OG0000086	NP_001243984.1	NP_001155379.1, XP_016661052.1, XP_016662788.2, XP_001951510.1, NP_001155766.1, XP_008182375.2, XP_016663261.1
OG0000086	XP_004922188.1	XP_001950197.2
OG0000087	XP_004925118.1, XP_004933642.1, XP_004926772.1	NP_001155638.1, XP_001944024.1, XP_016657705.1, XP_001945443.2, XP_001948828.1, XP_001950581.2
OG0000088	XP_037876269.1, XP_037876266.1	XP_003247935.1, XP_016663969.1, XP_016664063.1, XP_029342933.1, XP_029348307.1, XP_029346584.1, XP_016661857.1, XP_016662464.2, XP_029342768.1, XP_029341200.1, XP_029346291.1, XP_008188258.2, XP_008179322.1, XP_029346118.1, XP_029346119.1, XP_029346120.1, XP_029346121.1, XP_029346122.1, XP_016664219.1, XP_016664222.1, XP_016664209.1, XP_016664208.1, XP_029346156.1, XP_016663761.1, XP_029342099.1, XP_008187921.2, XP_029341624.1, XP_029341315.1, XP_029341386.1, XP_008181127.1, XP_008186422.2, XP_029346035.1, XP_008186424.1, XP_016658637.1, XP_029341383.1, XP_029345190.1, XP_001947287.2, XP_029341316.1, XP_029341314.1, XP_016658366.2, XP_008181140.1, XP_016658368.2, XP_029348141.1, XP_016665001.1, XP_016658431.1, XP_029345338.1, XP_029341201.1, XP_029347594.1, XP_029342066.1, XP_029342299.1, XP_029343860.1, XP_008188293.1, XP_001951370.3, XP_016659573.1, XP_029344713.1, XP_029348332.1, XP_029344714.1, XP_008183072.2, XP_016658234.1, XP_029341287.1, XP_016658035.1, XP_016658036.1, XP_008180744.1, XP_003242965.1, XP_016657562.1, XP_016658130.1, XP_016657237.1, XP_008186058.1, XP_016662378.1, XP_001943952.3, XP_029345667.1
OG0000091	XP_037871523.1, NP_001037021.1, NP_001139714.1, XP_012547717.1, NP_001037305.1, XP_037874620.1	XP_001950393.1, XP_001950205.1, NP_001155602.1, XP_008178940.1, XP_008178955.1, XP_001950277.2, NP_001156567.1, NP_001156102.2
OG0000092	NP_001040445.1	XP_001947820.1
OG0000093	XP_037867839.1, XP_037870131.1, XP_037877338.1, XP_037877592.1, XP_037871838.1, XP_037871837.1, XP_021204760.2, XP_037875612.1, XP_037866477.1, XP_037870117.1, XP_037871124.1, XP_037866503.1, XP_012552632.2, XP_037875268.1, XP_037875928.1	XP_016662984.1, XP_008187890.1
OG0000094	XP_037867226.1, XP_004932347.1, XP_004929868.2	XP_001948596.2
OG0000097	XP_012549126.1, NP_001037510.1, XP_012544532.1, XP_037871911.1, XP_004924657.1	XP_001948740.2, XP_008182369.1, XP_029347936.1
OG0000098	XP_037867250.1, XP_037867248.1, XP_037867247.1, XP_037867246.1, XP_037867249.1	NP_001153821.1, XP_008189785.1
OG0000099	XP_012551708.2	XP_001945365.2
OG0000099	XP_004933046.1	XP_001945213.1
OG0000099	XP_037876655.1	XP_001951744.1
OG0000102	XP_004925858.1, XP_037872752.1, XP_021205415.1, XP_004929095.1, XP_021205209.1	XP_001946994.2
OG0000103	XP_004927136.2	XP_003244332.1
OG0000104	XP_037870351.1, XP_037875874.1, XP_037866967.1, XP_037873354.1, XP_037869587.1, XP_037872508.1, XP_037868129.1, XP_037871377.1, XP_037875878.1, XP_037871664.1, XP_037874352.1, XP_037876062.1, XP_037875901.1, XP_037875914.1, XP_037876376.1, XP_037870855.1, XP_012545500.1	XP_008181757.1, XP_008181533.1, XP_029342106.1, XP_016658006.1, XP_008178655.1, XP_008179320.1, XP_008181446.1, XP_029342761.1, XP_008180847.1, XP_029340938.1, XP_008178518.1, XP_008181591.1, XP_029341027.1, XP_003243695.1, XP_008178185.1, XP_029340942.1, XP_008181905.1, XP_008179458.1, XP_008183016.1, XP_016659447.1, XP_008181534.1, XP_003248346.1, XP_029348373.1, XP_008179041.1, XP_029344207.1, XP_008178312.1, XP_029348267.1, XP_029341870.1, XP_008181820.1, XP_008178936.1, XP_003248303.1, XP_008184880.1
OG0000108	NP_001037073.1, XP_004926196.1, XP_037873923.1, XP_021203655.1, XP_021203635.1, XP_037874059.1, XP_037874060.1, XP_004923866.1, XP_012545628.2, XP_037876582.1, XP_021203645.2, XP_021203646.2, XP_037876625.1, XP_037876626.1, XP_012551634.2, XP_004932336.1	XP_001946492.1, XP_029345668.1, XP_016661558.1, XP_016661557.1, XP_001952406.2
OG0000109	XP_021205885.1	XP_001947883.2
OG0000112	NP_001240824.1, XP_012546717.1	XP_001944328.2
OG0000113	XP_004929660.1, XP_004925443.2, XP_012545237.2	XP_001945521.1, XP_008179297.1, XP_003245917.1, XP_029344235.1, XP_029344236.1
OG0000115	NP_001037077.1, XP_012544300.1, NP_001036994.1	XP_001952040.2, NP_001156113.1, NP_001280393.1, XP_008184829.1, NP_001313601.1, XP_016662440.1, NP_001156063.1
OG0000117	NP_001040298.1	XP_001947242.1
OG0000117	NP_001233214.1, XP_012552766.1	XP_001945228.1
OG0000118	XP_037872962.1	XP_029341141.1, XP_008185311.1, XP_008187147.1, XP_029348257.1, XP_029348362.1, XP_008182359.1, XP_029343705.1
OG0000118	XP_037872296.1	XP_008187919.1
OG0000119	XP_037869697.1	XP_001950896.2, XP_001946809.2
OG0000120	XP_021207126.2	XP_008183102.1, XP_008183682.2, XP_001946812.2, XP_016660349.1
OG0000121	XP_004923242.2	XP_008183345.1, XP_029345745.1, XP_008188786.1, XP_029348186.1, XP_003241093.1, XP_003240188.1, XP_016664577.1, XP_008188998.1, XP_008187751.1, XP_008186009.1
OG0000121	XP_004930152.2	XP_029345005.1
OG0000122	XP_021202268.1, XP_012544010.1, XP_037868883.1, XP_004924046.1	XP_001945817.2, XP_029345159.1, XP_001942872.1
OG0000123	NP_001037614.1, XP_012548321.1	XP_001944241.1
OG0000124	XP_037871306.1, XP_037871307.1, XP_021208751.2	XP_001946145.1, XP_029344203.1, XP_016657907.1, XP_003240297.1
OG0000125	XP_004926881.1, XP_012546430.1, XP_012547144.2	XP_029343174.1, XP_029343175.1
OG0000126	XP_012549565.1, NP_001037319.1	XP_029344350.1
OG0000127	XP_012551315.1, NP_001037024.1	XP_008184238.2, XP_008185467.1, XP_008185468.2, XP_001944157.3, XP_001947156.2
OG0000127	NP_001189458.1, XP_012551311.1	XP_016661891.1
OG0000128	XP_037870352.1	XP_029344886.1, XP_016661697.1
OG0000129	XP_021203173.1	XP_029342557.1, XP_003243980.1, XP_008182280.1
OG0000130	NP_001108469.1	XP_008188212.1
OG0000130	XP_012548931.3	XP_029347188.1
OG0000131	XP_004931759.1	NP_001119635.1
OG0000131	NP_001091755.1	XP_001944342.1, NP_001280296.1
OG0000132	NP_001164651.1, XP_037870176.1, NP_001164650.1	XP_001944867.2, XP_008188761.1
OG0000133	XP_037876429.1, XP_037876436.1, XP_021207866.1, XP_004932639.1	XP_001947717.2, XP_029346829.1
OG0000134	XP_012543968.1	XP_016657924.1
OG0000134	XP_004924013.1, XP_004924014.1, XP_012544046.1	XP_016659080.1, XP_016655735.1, XP_029341669.1, XP_003244662.1, XP_016658650.1, XP_008186020.1, XP_008188674.1, XP_029347700.1, XP_029347701.1
OG0000134	XP_004928832.1	XP_008179309.1, XP_016661614.1, XP_008184229.1, XP_003240649.1, XP_003244810.1
OG0000134	XP_012546210.1, XP_004926641.1	XP_016656058.1
OG0000135	NP_001108336.1, XP_021202711.1, NP_001166873.1, XP_037875522.1, NP_001108335.1	XP_008183617.1, XP_016660307.1, XP_008183620.1, XP_008183619.1, XP_016660306.1, XP_029348611.1
OG0000137	XP_037868770.1	XP_029345533.1, XP_029345535.1, XP_029345534.1, XP_001949204.1, XP_008183005.1, XP_008183006.1, XP_001951358.1, XP_001943488.1
OG0000138	XP_037868949.1, XP_004925223.3	XP_029344015.1, XP_029344014.1, XP_029344016.1, XP_001948700.2
OG0000139	XP_021208530.2, XP_004922757.1, XP_004922758.1, XP_004927864.1	XP_001949990.1
OG0000140	XP_004926978.1, XP_021209321.1, XP_037877222.1, XP_012553187.1, NP_001182631.1, XP_004931991.2, XP_004926551.1, XP_021202079.2	XP_001950680.1, XP_029341066.1, XP_003245538.1, XP_003244834.1
OG0000141	XP_004931634.1, XP_021207972.2, XP_037866583.1	XP_029343859.1
OG0000143	XP_037870673.1, NP_001040254.1	XP_008183821.1
OG0000143	XP_004927859.1	XP_001945042.2
OG0000146	XP_004928716.1, XP_037871222.1, XP_004922825.1, XP_021204999.1, NP_001106739.1, NP_001106231.1	NP_001119627.1
OG0000147	XP_004933126.1	NP_001119678.1
OG0000148	XP_037876693.1, XP_037868003.1	XP_008178788.1, XP_029348541.1, XP_029348708.1, XP_029342283.1, XP_029341950.1, XP_029340955.1, XP_029340924.1
OG0000149	XP_037875543.1	NP_001233210.1, XP_008189229.1
OG0000149	XP_004924927.1, XP_004924928.1	XP_001945852.2
OG0000150	XP_037869165.1, XP_037869166.1, XP_037869163.1, XP_037869164.1	XP_003241608.1, XP_001943456.1, XP_008178725.1, XP_008178726.1
OG0000151	XP_037867739.1, XP_021208204.1, XP_021208205.1	NP_001232992.1
OG0000152	XP_021205393.1	XP_001950609.1
OG0000153	XP_004930976.1, XP_037871508.1, XP_037871509.1, XP_037871510.1, XP_037871505.1	XP_001952790.2
OG0000154	XP_037873529.1	XP_029348690.1, XP_029346266.1, XP_016657976.1, XP_029348689.1
OG0000154	XP_037872810.1, XP_037872808.1, XP_037872811.1, XP_037872812.1, XP_012546915.1, XP_012546914.1	XP_029344492.1, XP_029344491.1, XP_003246127.1
OG0000155	XP_037877412.1	XP_016662187.1
OG0000156	XP_021206155.2	XP_016659611.1
OG0000160	XP_004925382.2	XP_001951963.1
OG0000160	XP_004925399.2, XP_004925398.1	XP_008184790.2, NP_001280442.1, XP_001944828.2, XP_001944881.1, XP_029342333.1, NP_001280272.1, NP_001233238.1, XP_008184532.1, XP_029342331.1, NP_001280469.1, XP_029341215.1
OG0000161	NP_001182393.1	XP_001950765.1
OG0000162	NP_001103389.1, XP_037868604.1	XP_029346510.1
OG0000162	NP_001103387.2, XP_037868602.1	XP_008186164.1, XP_029342674.1
OG0000162	NP_001103388.1, XP_021203288.2	XP_016657938.1, XP_008180629.1
OG0000163	XP_037875501.1, XP_037873368.1, XP_037873370.1, XP_037877369.1, XP_037875753.1, XP_037867082.1, XP_037877398.1	XP_029341157.1, XP_029348604.1, XP_029340931.1, XP_029342274.1, XP_029347802.1
OG0000164	XP_021205850.1, XP_037875027.1, XP_037872511.1	XP_016661577.1
OG0000165	XP_012547188.1, XP_021204892.1	XP_029343832.1
OG0000165	XP_012551706.2	XP_029343481.1
OG0000166	XP_037868137.1	XP_029347644.1, XP_029347638.1, XP_029347646.1
OG0000168	XP_037866971.1, XP_037876295.1, XP_037867009.1, XP_037872857.1	XP_001951684.4, XP_003248836.2
OG0000168	XP_037873451.1	XP_001942542.1, XP_008186133.1
OG0000169	NP_001243963.1, NP_001243962.1, NP_001243959.1, NP_001243958.1, NP_001243955.1, NP_001243956.1, NP_001243957.1, NP_001243991.1, NP_001135960.1, NP_001040425.1, NP_001243995.1, NP_001243978.1, NP_001127730.1	XP_016663900.2, XP_001944382.3
OG0000170	XP_021202707.2	XP_008188310.1
OG0000170	XP_004924795.2	XP_029343183.1
OG0000171	NP_001296478.1, XP_037876331.1, XP_037876328.1	XP_029345553.1
OG0000173	NP_001093316.1	NP_001233019.1
OG0000174	NP_001040490.1, XP_037874321.1	XP_008185372.1, XP_008189584.3, XP_008183684.1, XP_001944323.1, XP_008186867.1, XP_029343098.1, XP_029343097.1
OG0000175	NP_001040124.1	XP_029344556.1, XP_001951192.1
OG0000176	XP_037872592.1, XP_021203868.1	XP_029348491.1, XP_001948738.1, NP_001280270.1
OG0000176	XP_004925760.2, XP_004928976.1	XP_016657241.2, XP_029347801.1
OG0000176	XP_004923611.2	XP_008180668.1, XP_016660658.1, XP_016661896.1, XP_008182988.1
OG0000176	XP_004930346.3	XP_029343812.1, XP_029345679.1
OG0000176	XP_012544576.1, XP_004925439.1, XP_004925438.1	XP_003241676.1
OG0000177	XP_004931030.1	XP_016657898.1, XP_008180564.2
OG0000177	XP_004931031.2, XP_004930870.1	XP_001952775.1
OG0000179	NP_001040172.1, XP_021206181.1	XP_003240433.1
OG0000179	NP_001037301.1	NP_001155435.1, NP_001280333.1
OG0000180	XP_004930542.1	NP_001232980.1
OG0000181	NP_001037380.1, XP_037871534.1	XP_029343194.1, XP_001948653.1
OG0000182	XP_037866789.1	XP_003241873.1
OG0000183	XP_037870230.1, XP_004930975.1, XP_004930971.1	XP_016663191.1, XP_016662030.1
OG0000184	XP_004932760.3	XP_029341516.1
OG0000188	NP_001037050.1	XP_001944994.1
OG0000189	XP_037875495.1, XP_037875337.1	XP_008180383.1
OG0000189	XP_037875292.1, XP_037875291.1	XP_029345137.1, XP_008180387.1, XP_029345828.1
OG0000190	XP_004931167.1	XP_008187339.1
OG0000191	XP_037872497.1	XP_029346818.1
OG0000191	XP_037875388.1, XP_021208965.1, XP_021208964.2	XP_016659446.1, XP_029346152.1, XP_029344343.1, XP_029342439.1
OG0000192	XP_021207317.1	XP_029345853.1
OG0000196	XP_012545232.2	XP_001943581.2
OG0000196	XP_004929740.2, XP_021205898.2, XP_004929623.3, XP_021205897.2	XP_003248273.1, XP_008188605.1, XP_029347409.1, XP_029347413.1
OG0000197	XP_012551294.2, XP_004932561.2, XP_037872840.1, XP_004931928.2, XP_004931927.1, XP_037868489.1	XP_001949247.2, XP_001943809.2
OG0000198	XP_021204935.1	XP_029344043.1, XP_008186729.1, XP_016662932.1, XP_016658335.1, XP_029344778.1, XP_003244741.1, XP_016661512.1, XP_029341104.1, XP_003244738.1, XP_008181794.1, XP_016659409.1, XP_003242514.1, XP_016658321.1, XP_008180597.1, XP_003249048.3, XP_008180108.1, XP_029341639.1, XP_029345939.1, XP_008187795.1, XP_029341121.1, XP_029345944.1, XP_029341120.1, XP_029347970.1, XP_008181583.1, XP_029341577.1, XP_008188120.1, XP_029341460.1, XP_029340999.1, XP_029341509.1, XP_016656171.1, XP_029341650.1
OG0000198	XP_004930797.1, XP_021206693.1	XP_016656280.2
OG0000198	XP_037870155.1	XP_003240145.1, XP_016656873.1
OG0000200	XP_012550244.1, NP_001036841.1	XP_001949978.1
OG0000200	NP_001036881.1	XP_008182512.1
OG0000201	XP_004930370.2	XP_001951690.2
OG0000201	NP_001040155.1, NP_001040154.1, XP_012552516.1, XP_012552521.1, NP_001243997.1, XP_004922761.1, XP_004922760.1, XP_004922779.1, XP_004931809.1, XP_004928423.2, XP_004931849.1, XP_004931273.1	NP_001313588.1
OG0000202	NP_001281213.1	XP_003246184.1, XP_016661945.1, XP_001944687.1
OG0000203	XP_004930258.2, XP_037876006.1, XP_037867417.1	XP_016662444.1, XP_001947661.2, XP_001949662.1, XP_029342520.1, XP_001947565.2
OG0000204	XP_012547643.2, XP_037873174.1, XP_021205107.1, XP_004928344.1, XP_012547605.1, XP_004928345.1, XP_037873267.1	XP_003243588.1, XP_001948363.2
OG0000205	NP_001243944.1	XP_016660231.1, XP_029344431.1, XP_029344430.1, XP_003244837.1
OG0000207	NP_001037594.1	NP_001155712.1
OG0000207	NP_001091793.1	NP_001192033.1
OG0000207	XP_004930513.3	XP_001942674.1
OG0000208	XP_037869032.1, NP_001103395.1	XP_001950788.1
OG0000209	XP_037869646.1, XP_004932917.2, XP_037869645.1, XP_012551601.2, XP_012551602.2, XP_012551603.2	XP_008183529.1
OG0000212	XP_037869182.1, NP_001106228.1	NP_001232971.1, XP_008179391.1
OG0000213	XP_004922013.1	XP_001945623.2, NP_001280334.1
OG0000214	NP_001040475.1	XP_001945750.1
OG0000214	NP_001040198.1, XP_037870587.1	XP_008186309.1, XP_008186310.1, XP_008186312.3
OG0000215	XP_037866848.1, XP_004930044.1	XP_001949004.1, XP_016656471.1, XP_003241622.1
OG0000216	NP_001108343.1	XP_029341236.1, XP_029347825.1, XP_001952110.2
OG0000217	XP_021203021.2	XP_001952229.3
OG0000218	XP_004930688.1	XP_008186264.1
OG0000223	NP_001037450.1, NP_001128672.1, XP_012550372.1, NP_001036840.1, NP_001159614.1, XP_037874607.1	XP_001944473.2, XP_029342159.1
OG0000224	XP_012545493.1, NP_001036891.1	XP_003247330.1, XP_001945322.1, XP_016656052.1, XP_029346604.1, XP_001950045.2
OG0000225	NP_001040252.1	XP_008183136.1, XP_001946333.2, XP_016659881.1
OG0000226	NP_001127711.1, XP_021204237.1	XP_008185421.1
OG0000226	XP_037873831.1, NP_001127712.1	XP_001947155.2, XP_029346388.1, XP_029346384.1, XP_029346385.1, XP_029346382.1, XP_029346383.1, XP_029346386.1, XP_029346387.1
OG0000227	XP_012550182.2, XP_004931163.3, XP_012550180.2	XP_003245308.1, XP_008184764.2
OG0000228	XP_037869231.1	XP_029341222.1, XP_016657354.1
OG0000228	XP_012553288.1	XP_029348343.1, XP_008183215.1
OG0000228	XP_037874874.1	XP_029345773.1
OG0000229	XP_037877602.1, XP_037877539.1, XP_037877538.1, XP_037877357.1, XP_037877541.1, XP_004927940.4, XP_037877290.1, XP_037877291.1, XP_037877358.1, XP_037877552.1, XP_004924526.1, XP_004928515.1, XP_004928517.1, XP_012547831.1	XP_029341397.1, XP_016661667.1, XP_016661666.1, XP_016661665.1, XP_016661664.1, XP_016661668.1, XP_008187110.1, NP_001233057.1
OG0000230	XP_021208331.1, XP_004933333.1	XP_016661982.1, XP_016661983.1, XP_016661984.1, XP_001943037.1
OG0000231	XP_037871854.1, XP_037877315.1	XP_001946956.2, XP_001948201.2
OG0000232	XP_012546482.1, NP_001040472.1	XP_001947878.1, XP_029346471.1
OG0000233	XP_004928912.1, XP_004928913.2	XP_001947951.2, XP_029343172.1
OG0000235	XP_037877778.1, XP_012548383.2, XP_037877767.1, XP_037877779.1	XP_001952457.1, XP_016662192.1
OG0000236	NP_001036882.1, XP_037871515.1, XP_037871704.1, XP_021205252.2	XP_016661843.1, XP_008185403.1
OG0000237	XP_004931804.1, XP_037875185.1	XP_008186243.2, XP_029346011.1
OG0000241	XP_012547063.1, XP_004926042.1, XP_037873319.1, XP_012546361.1, XP_004929513.1, XP_004929472.2	NP_001155771.1
OG0000242	XP_004926535.1, XP_004926524.1, XP_037875026.1, XP_037874645.1, XP_037874644.1, XP_021203900.1, XP_037874701.1, NP_001266437.1, XP_021207354.1	XP_016662935.1, XP_001952439.2, XP_029342720.1, XP_001951034.3, XP_029348454.1, NP_001352059.1, XP_016656341.1, NP_001352061.1, XP_001944051.2, XP_016655899.1, XP_029343853.1, XP_016664232.1
OG0000244	XP_021202524.1	XP_001946605.1, XP_029345366.1, XP_016662168.1, XP_016662169.1, XP_016662010.1, XP_029346982.1
OG0000245	NP_001037534.1, XP_037872283.1, XP_012548212.3, NP_001037335.1, XP_037872125.1	XP_001951137.1, XP_016663800.1, XP_016663799.1, XP_001949307.1
OG0000246	XP_012549895.1, NP_001037174.1	XP_001950555.2
OG0000246	XP_004931016.1	XP_001950143.1
OG0000247	XP_021207883.2, XP_037873736.1	XP_029344228.1, XP_029345461.1, XP_008184353.2
OG0000248	XP_037873729.1, XP_021208462.1, XP_012551951.2, XP_021203484.2, XP_037872942.1	XP_029347273.1, XP_016663076.2, XP_029347065.1, XP_029346989.1
OG0000248	XP_012552972.1	XP_008188587.2
OG0000249	NP_001138804.1, XP_012545064.1, NP_001040143.1	XP_016665112.1
OG0000251	XP_012550111.2, XP_021206899.1, NP_001108066.1	XP_029341406.1, XP_029348692.1, XP_016663273.1, NP_001153590.1, NP_001153589.1
OG0000252	NP_001104796.1	XP_016662203.1, XP_008179464.1, NP_001233107.1, XP_008179467.1, NP_001156268.1, XP_001950355.2
OG0000253	XP_021208580.1, NP_001037287.1	NP_001280380.1
OG0000254	XP_004921802.3	XP_029344545.1, XP_016656660.1
OG0000254	XP_004924523.1, XP_037876397.1	XP_001944239.2, XP_003240062.1, XP_008180377.1
OG0000255	XP_012543911.1, XP_012543887.2	XP_003244428.2
OG0000255	XP_004923881.1	XP_003246526.1, XP_001947928.2, XP_003242730.1
OG0000256	NP_001093298.1, XP_037870495.1	XP_001951894.2, XP_029341156.1
OG0000257	XP_012551257.1, XP_012551255.1	XP_003246666.1
OG0000257	XP_004932600.1	XP_003248173.1
OG0000260	XP_004929696.2, NP_001036839.1	XP_001950434.1
OG0000261	XP_004922950.1, NP_001303996.1	NP_001155383.1
OG0000263	XP_012549376.1, NP_001040274.1	NP_001155556.1, XP_008180933.1
OG0000264	NP_001037358.2	NP_001156153.1
OG0000264	XP_037875045.1, NP_001037084.1	NP_001156243.1
OG0000265	XP_021203354.1	XP_008181080.1, NP_001232962.1
OG0000265	NP_001138797.1	XP_008179776.1, XP_016663154.1
OG0000266	NP_001040464.1	XP_003240676.1, XP_001948034.1
OG0000266	XP_012544346.1, NP_001037083.1	XP_008186329.1, NP_001280475.1
OG0000268	XP_037870103.1, XP_021204157.1	XP_008182102.1, XP_029347932.1, XP_008189738.2, XP_029347683.1, XP_001942733.2, XP_029347931.1
OG0000269	XP_004924161.2	XP_001943745.1
OG0000270	NP_001171666.1	XP_029346495.1, XP_001944827.2
OG0000271	XP_037870196.1, NP_001036913.1, XP_021203229.1, NP_001036977.1	XP_008186229.1
OG0000272	NP_001091830.1, XP_037866711.1	XP_016665096.1, XP_016665095.1
OG0000272	NP_001166818.1, XP_012549099.1	XP_029346328.1, XP_016662315.1
OG0000274	XP_037866704.1	XP_029346089.1
OG0000274	XP_021202962.1, XP_021202959.1	XP_029346856.1
OG0000275	XP_004924792.1	XP_008179793.1, NP_001156725.1
OG0000276	XP_004928931.1, NP_001040355.1, XP_004928929.1, XP_037866436.1, XP_004929246.1, XP_037866435.1, XP_004929247.1, XP_037866643.1, XP_004929635.1, XP_004929634.1, XP_012548862.1	XP_001946172.1
OG0000277	XP_012544880.1, XP_021202885.1, XP_004924999.1	XP_001946581.1
OG0000278	XP_021207737.1	XP_008186457.1, XP_029342789.1, XP_001947217.2
OG0000279	NP_001296510.1, XP_037868174.1	XP_003249025.3, XP_001949725.2
OG0000279	NP_001037502.1	XP_029343956.1
OG0000280	XP_004923939.1	XP_008182582.2
OG0000280	XP_037871297.1, XP_004925289.2	XP_016656615.1, XP_016664958.1, XP_003245654.1, XP_016664777.1, XP_008183212.1, XP_016660902.1, XP_029341354.1
OG0000280	XP_012553292.2	XP_016657663.1
OG0000281	XP_012548096.1, XP_037872352.1, XP_004922768.2	XP_008179649.2
OG0000282	XP_021203480.1	XP_029341668.1, XP_008181184.1, XP_008180525.1, XP_029346210.1, XP_008188541.1, XP_008181183.1, XP_008189763.1, XP_029348064.1, XP_008189097.2, XP_008189995.1, XP_008183257.1, XP_008189828.1, XP_008180523.1, XP_008179688.1, XP_008187535.1, XP_008179985.1, XP_008181149.1
OG0000282	XP_037870324.1, XP_037877072.1	XP_008181874.1, XP_008189593.1, XP_008190117.1, XP_016655811.1, XP_029342222.1, XP_008185160.1, XP_029340959.1, XP_029348443.1, XP_016656268.1, XP_029341961.1, XP_029341963.1
OG0000282	XP_037875926.1	XP_029348686.1, XP_008186362.2
OG0000282	XP_037872863.1, XP_037875907.1, XP_021207016.1	XP_008188690.1, XP_008182469.1, XP_029347808.1
OG0000284	NP_001037072.1	NP_001155502.1
OG0000284	NP_001296499.1, XP_004932842.1	NP_001165432.1
