Orthogroup	Apis_mellifera	Polistes_dominula
OG0000266	XP_003249289.2	XP_015188288.1
OG0000268	XP_006562783.1, XP_016767403.1, XP_026295852.1, XP_026295853.1, XP_016767402.1, XP_016767400.1, XP_016767401.1, XP_016767399.1	XP_015181711.1
OG0000269	XP_001120910.2	XP_015188277.1, XP_015188276.1, XP_015188274.1
OG0000270	XP_003249152.1	XP_015178020.1
OG0000270	XP_006558130.1	XP_015180910.1
OG0000271	NP_001157480.1	XP_015184680.1
OG0000272	NP_001073564.1, XP_026302163.1	XP_015171556.1
OG0000272	XP_026300655.1, NP_001011621.1	XP_015185525.1
OG0000273	XP_006560612.2	XP_015191012.1, XP_015191013.1
OG0000275	XP_026298534.1, XP_026298730.1, XP_026298718.1, XP_003251850.1	XP_015173577.1, XP_015173578.1, XP_015173580.1
OG0000276	XP_624151.1	XP_015184477.1
OG0000277	XP_001122835.3, XP_006565811.2	XP_015172488.1, XP_015172487.1, XP_015172485.1, XP_015172489.1, XP_015172490.1
OG0000278	XP_026296923.1	XP_015171924.1, XP_015181215.1, XP_015181217.1, XP_015181216.1, XP_015181214.1
OG0000279	NP_001164579.1	XP_015187581.1, XP_015187580.1
OG0000281	NP_001011574.1	XP_015171540.1
OG0000283	XP_006567824.1, XP_006567820.1, XP_006567825.1, XP_006567823.1, XP_016767795.1, XP_016767792.1, XP_026296835.1	XP_015179948.1, XP_015179949.1
OG0000284	NP_001010975.1	XP_015182032.1
OG0000284	XP_026296666.1, XP_395934.2	XP_015181126.1
OG0000285	XP_016767133.1, XP_001120198.1	XP_015173011.1, XP_015173009.1
OG0000286	NP_001164443.1	XP_015177428.1, XP_015177411.1, XP_015177397.1, XP_015177404.1, XP_015177419.1
OG0000287	XP_016771224.1, XP_026302005.1, XP_026302006.1, XP_026302007.1, XP_026302008.1, XP_006570139.1, XP_006570135.1, XP_006570134.1, XP_006570140.1, XP_026302009.1	XP_015187469.1
OG0000288	XP_026295225.1	XP_015186294.1
OG0000288	XP_624678.1	XP_015183873.1
OG0000289	XP_396469.1, XP_006571187.1, XP_006571186.1, XP_006571185.1	XP_015177216.1, XP_015177215.1, XP_015177214.1
OG0000290	XP_006563910.1, XP_016769242.1	XP_015179247.1
OG0000291	NP_001257755.1	XP_015182037.1
OG0000291	XP_026298041.1	XP_015174407.1
OG0000292	XP_026302029.1, XP_026302031.1, XP_026302030.1	XP_015175897.1
OG0000292	XP_016772487.1	XP_015175924.1
OG0000293	NP_001013377.2	XP_015179982.1, XP_015180247.1
OG0000294	XP_026294745.1	XP_015190559.1
OG0000295	XP_026296372.1, XP_026296371.1	XP_015185216.1, XP_015185218.1, XP_015185219.1, XP_015185221.1, XP_015185220.1
OG0000296	XP_003249767.1, XP_392285.1	XP_015175143.1
OG0000298	XP_016767798.1, XP_006567970.1, XP_006567968.1, XP_006567969.1, XP_006567967.1	XP_015178198.1
OG0000299	XP_006563972.1, XP_006563971.1, XP_396934.4	XP_015173742.1, XP_015173740.1, XP_015173741.1
OG0000300	XP_624183.1	XP_015174564.1, XP_015174566.1, XP_015174563.1, XP_015174565.1, XP_015174562.1
OG0000301	XP_016772392.1, NP_001035323.1	XP_015180681.1
OG0000302	XP_006571833.1	XP_015171510.1
OG0000302	XP_395048.4	XP_015178748.1
OG0000303	XP_016772523.1	XP_015174186.1
OG0000303	XP_026299848.1	XP_015179972.1
OG0000304	XP_006568070.1	XP_015186040.1, XP_015186043.1, XP_015186044.1, XP_015186041.1, XP_015186042.1, XP_015186039.1
OG0000306	XP_016767898.1	XP_015183454.1
OG0000307	XP_006561447.1, XP_026301562.1, XP_016772425.1	XP_015176072.1
OG0000308	XP_392582.1	XP_015172660.1
OG0000310	XP_006568882.1, XP_006568883.1	XP_015178812.1, XP_015178815.1, XP_015178811.1
OG0000311	XP_026300397.1, XP_016772838.2, XP_026300405.1, XP_026300396.1, XP_624298.3, XP_001122575.3, XP_006572097.2, XP_026300402.1	XP_015189996.1
OG0000312	XP_397055.1, XP_006558287.1	XP_015172100.1, XP_015172101.1
OG0000313	XP_026298038.1	XP_015186194.1
OG0000314	XP_026301105.1	XP_015173286.1
OG0000314	XP_396447.3	XP_015174831.1, XP_015174832.1
OG0000315	XP_006571730.2	XP_015181547.1
OG0000316	XP_006563165.2	XP_015188891.1
OG0000317	XP_006566517.1, XP_016770258.1, XP_026299433.1, XP_016770257.1	XP_015174046.1
OG0000318	XP_026296489.1, XP_006570321.2	XP_015181576.1
OG0000319	XP_026299509.1, XP_026299510.1	XP_015177107.1
OG0000320	XP_026300661.1, NP_001159378.1	XP_015190093.1
OG0000321	XP_026299571.1	XP_015180736.1, XP_015180737.1, XP_015180734.1, XP_015180735.1, XP_015180740.1, XP_015180739.1, XP_015180738.1
OG0000322	XP_006565594.3	XP_015180479.1
OG0000322	XP_001121102.2	XP_015177862.1, XP_015177861.1
OG0000323	XP_026299532.1, XP_026299531.1, XP_026299534.1, XP_026299533.1	XP_015190020.1, XP_015190019.1
OG0000324	XP_026296234.1, XP_026296228.1	XP_015191559.1
OG0000324	XP_026295817.1, XP_026295816.1, XP_026296204.1	XP_015178081.1
OG0000325	XP_003251224.2, XP_006568360.2	XP_015182480.1
OG0000326	XP_006567415.1, XP_001120061.2	XP_015187782.1
OG0000327	XP_016770398.1, XP_016770397.1, XP_006564397.1, XP_006564400.1	XP_015171973.1
OG0000329	XP_001119858.2	XP_015182897.1, XP_015182898.1, XP_015182899.1, XP_015182900.1
OG0000330	NP_001011616.2	XP_015171434.1
OG0000332	XP_026300806.1, XP_026300805.1	XP_015172020.1, XP_015172019.1, XP_015172018.1
OG0000333	XP_006560640.1	XP_015171023.1
OG0000333	XP_026296150.1	XP_015171557.1
OG0000334	XP_006562896.1	XP_015182857.1, XP_015182847.1, XP_015182876.1, XP_015182866.1, XP_015182885.1
OG0000335	XP_003249498.1, XP_003249499.1	XP_015180888.1, XP_015180897.1
OG0000336	XP_006568577.1, XP_026298127.1	XP_015191296.1, XP_015191294.1, XP_015191295.1
OG0000336	XP_394886.4	XP_015176027.1
OG0000337	XP_006570477.1	XP_015172545.1
OG0000338	XP_016766952.1	XP_015175675.1
OG0000339	XP_393356.1	XP_015182663.1
OG0000339	XP_623285.1	XP_015185741.1
OG0000340	XP_026302145.1, NP_001106141.1	XP_015184769.1
OG0000341	XP_003249977.1, XP_006561675.1	XP_015185152.1, XP_015185154.1, XP_015185153.1
OG0000342	XP_026299722.1	XP_015186344.1, XP_015186343.1
OG0000343	XP_392617.4	XP_015190431.1
OG0000344	XP_026301521.1, XP_026301524.1, XP_026301523.1, XP_026301526.1, XP_026301532.1, XP_026301514.1, XP_026301515.1, XP_026301519.1	XP_015185092.1, XP_015185090.1, XP_015185091.1
OG0000345	XP_006557317.1, XP_006557318.1, XP_006557319.1, XP_006557316.1, XP_016766730.1	XP_015174394.1
OG0000347	XP_623076.2	XP_015184796.1
OG0000349	XP_026301664.1, XP_026301665.1	XP_015187454.1, XP_015187451.1, XP_015187456.1, XP_015187457.1, XP_015187458.1, XP_015187459.1, XP_015187452.1, XP_015187453.1, XP_015187455.1
OG0000350	XP_006564458.1, XP_006564457.1, XP_006564456.1, XP_006564455.1, XP_006564454.1	XP_015175799.1
OG0000351	XP_026295181.1	XP_015174757.1, XP_015174756.1
OG0000352	XP_006569000.1, XP_006568999.1, XP_006568998.1, XP_016766331.1	XP_015181417.1, XP_015181418.1
OG0000354	XP_026299633.1	XP_015171447.1, XP_015171656.1, XP_015171448.1, XP_015171446.1, XP_015171444.1
OG0000356	NP_001011588.1	XP_015182715.1
OG0000356	NP_001011593.1, XP_006567383.1	XP_015182720.1
OG0000357	XP_006563129.1, XP_623083.1	XP_015188589.1, XP_015188587.1
OG0000358	XP_016768555.1, XP_006565559.1	XP_015171782.1, XP_015171781.1
OG0000360	XP_003249464.1	XP_015176956.1, XP_015176958.1, XP_015176954.1, XP_015176957.1, XP_015176955.1
OG0000361	XP_026301193.1	XP_015184937.1
OG0000362	XP_006559006.1	XP_015173895.1
OG0000362	XP_396824.1	XP_015173885.1
OG0000363	NP_001136109.1	XP_015174614.1
OG0000364	XP_006562214.1	XP_015188098.1
OG0000365	XP_006564303.1	XP_015179288.1
OG0000366	XP_006563397.1	XP_015183995.1, XP_015184130.1
OG0000367	XP_006562894.1, XP_006562893.1	XP_015182782.1, XP_015182806.1, XP_015182797.1, XP_015182814.1, XP_015182789.1, XP_015182824.1, XP_015182836.1
OG0000368	XP_001120432.1	XP_015183589.1
OG0000368	NP_001170961.1	XP_015172806.1, XP_015172805.1
OG0000369	XP_016772111.2	XP_015181056.1
OG0000369	XP_006570176.2	XP_015171819.1, XP_015171821.1
OG0000370	XP_026298736.1	XP_015172523.1
OG0000371	XP_006557654.1, XP_026301302.1, XP_016772326.1, XP_392709.3	XP_015174595.1
OG0000372	XP_026297975.1	XP_015174581.1
OG0000372	XP_394846.2	XP_015181940.1
OG0000375	XP_006570087.2, XP_006570088.2, XP_394997.3, XP_026300785.1, XP_016770156.2, XP_016770157.2	XP_015184082.1
OG0000377	XP_006571428.1	XP_015176492.1
OG0000377	XP_393285.1	XP_015171536.1
OG0000378	XP_394649.3	XP_015191759.1
OG0000378	XP_006564195.1, XP_026297110.1	XP_015182971.1
OG0000379	XP_006569276.1	XP_015177176.1, XP_015177175.1
OG0000380	XP_006571553.1, XP_016772009.1, XP_392808.2	XP_015187034.1, XP_015187033.1, XP_015187032.1, XP_015187031.1
OG0000381	XP_623273.1	XP_015181537.1
OG0000381	XP_392943.3	XP_015187133.1
OG0000382	XP_391836.2	XP_015176221.1, XP_015176213.1
OG0000382	XP_006567371.1	XP_015181021.1
OG0000383	XP_006565095.2, XP_001120578.2	XP_015189753.1, XP_015189965.1
OG0000384	XP_392769.5	XP_015187803.1
OG0000384	XP_016766394.2	XP_015187798.1
OG0000385	XP_026298045.1	XP_015187297.1
OG0000386	XP_003250298.1	XP_015184892.1
OG0000386	XP_026301328.1, XP_006563697.2	XP_015184894.1
OG0000387	XP_026297715.1, XP_624193.2, XP_006571990.1	XP_015181663.1
OG0000388	XP_006564597.1	XP_015182150.1
OG0000389	XP_026296199.1, XP_016771975.2	XP_015187563.1, XP_015187565.1
OG0000390	XP_016768447.1	XP_015182432.1
OG0000391	XP_397517.2, XP_006568902.1, XP_006568901.1, XP_006568903.1, XP_006568900.1	XP_015183972.1
OG0000394	XP_006559712.2, XP_006559711.2, XP_397062.3	XP_015185400.1
OG0000395	XP_026298838.1	XP_015185269.1
OG0000395	XP_006568548.2	XP_015177347.1, XP_015177346.1, XP_015177348.1
OG0000396	XP_016768985.2	XP_015187490.1
OG0000397	XP_001123187.2	XP_015177509.1
OG0000398	XP_006562405.1	XP_015187922.1
OG0000399	XP_006564719.2, XP_016769093.2, XP_006564729.1	XP_015182944.1, XP_015182929.1, XP_015182934.1, XP_015182937.1
OG0000400	XP_006563318.2, XP_026295759.1, XP_026295755.1	XP_015182549.1
OG0000401	XP_026296707.1	XP_015182165.1
OG0000402	XP_001121036.2	XP_015177187.1, XP_015177186.1
OG0000402	NP_001157188.1, XP_006564106.1	XP_015177188.1
OG0000403	XP_026301925.1, XP_026301994.1, XP_026301991.1, XP_026301980.1	XP_015178385.1, XP_015178387.1, XP_015178377.1
OG0000405	XP_395824.1	XP_015186119.1
OG0000405	XP_395771.3	XP_015174613.1
OG0000406	XP_624150.2	XP_015173272.1, XP_015173290.1
OG0000407	XP_001122213.5	XP_015191346.1, XP_015191345.1
OG0000408	XP_003251385.1	XP_015178819.1
OG0000408	XP_393143.2	XP_015191524.1
OG0000409	XP_006570965.1	XP_015174711.1
OG0000410	XP_393523.5	XP_015184965.1
OG0000410	XP_391942.5	XP_015175254.1
OG0000411	XP_624548.2	XP_015183849.1
OG0000411	XP_006557483.1	XP_015189262.1
OG0000413	XP_026300633.1, XP_026300632.1, XP_026300636.1	XP_015191329.1, XP_015191331.1, XP_015191330.1
OG0000414	XP_016769079.1	XP_015178987.1, XP_015178791.1
OG0000415	XP_026295887.1, XP_395146.3	XP_015174243.1
OG0000416	XP_006570866.1	XP_015172129.1
OG0000417	XP_026296264.1, XP_026296267.1	XP_015175825.1, XP_015175859.1
OG0000418	XP_006570570.1, NP_001177850.1	XP_015175385.1
OG0000419	XP_006569847.1	XP_015177458.1, XP_015177457.1
OG0000420	XP_006568996.1	XP_015181420.1
OG0000420	XP_006572449.2	XP_015181419.1
OG0000421	XP_001121869.2, XP_026296772.1	XP_015180338.1
OG0000423	XP_026295804.1	XP_015173683.1
OG0000424	XP_016768639.1	XP_015173437.1
OG0000424	XP_006562644.1	XP_015173446.1
OG0000425	XP_395221.4	XP_015171046.1, XP_015171045.1, XP_015171044.1, XP_015171049.1, XP_015171050.1
OG0000426	XP_393189.1, XP_006559877.1	XP_015178943.1, XP_015178944.1, XP_015178945.1
OG0000427	XP_394389.3, XP_396915.4	XP_015175837.1
OG0000427	XP_016767660.1	XP_015179186.1
OG0000429	XP_026296787.1	XP_015182920.1
OG0000430	XP_016772824.1, XP_026295303.1	XP_015189386.1, XP_015189389.1, XP_015189214.1, XP_015189213.1
OG0000431	XP_016768886.2	XP_015171179.1, XP_015171182.1
OG0000432	XP_026298315.1, XP_016769150.2	XP_015190207.1
OG0000433	XP_001120293.2	XP_015184278.1, XP_015184277.1
OG0000434	XP_026296060.1	XP_015178277.1
OG0000436	XP_006564598.1, XP_006564601.1	XP_015182179.1
OG0000436	XP_001120684.2	XP_015180038.1
OG0000437	XP_006566943.1, XP_393874.3	XP_015176927.1
OG0000438	XP_006567961.1, XP_397205.2	XP_015184824.1
OG0000439	XP_006569984.1	XP_015190706.1, XP_015190707.1, XP_015190704.1, XP_015190705.1
OG0000441	XP_003251165.1, XP_006568081.1	XP_015174801.1
OG0000442	XP_006560934.1, XP_016766817.1, XP_016766820.1, XP_624657.2, XP_006560933.1, XP_016766818.1	XP_015178722.1, XP_015178721.1
OG0000443	XP_016771723.2	XP_015178167.1
OG0000444	XP_624349.1	XP_015177117.1, XP_015177118.1, XP_015177116.1
OG0000445	XP_392097.5	XP_015179205.1
OG0000445	XP_006563187.2	XP_015179206.1
OG0000446	XP_393129.4, XP_006559729.2, XP_006559730.2, XP_006559728.2	XP_015184677.1, XP_015184674.1, XP_015184676.1, XP_015184675.1, XP_015184678.1
OG0000447	XP_006559494.1	XP_015183158.1, XP_015183157.1, XP_015183156.1
OG0000448	XP_016767931.1	XP_015182614.1, XP_015182606.1, XP_015182597.1
OG0000449	XP_003250896.1, XP_001120350.1, XP_003250898.1	XP_015183775.1, XP_015183773.1
OG0000450	XP_026295436.1, XP_026295214.1, XP_026295210.1, XP_026295212.1	XP_015171123.1
OG0000451	XP_006572424.1, NP_001265256.1	XP_015172179.1
OG0000452	XP_006566781.2	XP_015183772.1
OG0000452	XP_026299462.1	XP_015175979.1
OG0000453	XP_392026.2, XP_006565842.1	XP_015172208.1, XP_015172207.1
OG0000454	XP_006567039.1	XP_015175549.1
OG0000455	XP_006568930.1	XP_015177184.1
OG0000456	XP_006572147.1	XP_015186589.1, XP_015186587.1, XP_015186591.1, XP_015186590.1
OG0000457	XP_001122652.2	XP_015182902.1
OG0000458	XP_003251707.1, XP_006571340.1, XP_003251708.1	XP_015175800.1
OG0000459	XP_016769739.2	XP_015191361.1, XP_015191365.1, XP_015191363.1, XP_015191364.1, XP_015191360.1
OG0000460	XP_016772943.1	XP_015181326.1
OG0000461	XP_396991.5, XP_006560484.2, XP_006560483.2	XP_015176525.1, XP_015176524.1, XP_015176522.1, XP_015176523.1, XP_015176526.1
OG0000462	XP_026301426.1	XP_015178560.1, XP_015178559.1
OG0000463	XP_006571228.1, XP_006571233.1	XP_015177816.1
OG0000464	XP_026302089.1	XP_015171757.1
OG0000465	XP_016766748.2, XP_026295428.1	XP_015173894.1, XP_015177167.1
OG0000466	XP_026298283.1, XP_003249882.1, XP_026298282.1	XP_015186604.1
OG0000467	XP_006566644.1	XP_015188253.1, XP_015188252.1, XP_015188251.1, XP_015188257.1, XP_015188256.1, XP_015188255.1, XP_015188254.1
OG0000468	XP_006558307.1, XP_006558308.1, XP_006558304.1, XP_006558305.1, XP_006558306.1, XP_006558309.1, XP_026301100.1, XP_026301099.1, XP_026301101.1, XP_016772297.1, XP_016772296.1	XP_015187171.1, XP_015187167.1
OG0000469	XP_026296160.1, XP_026296161.1, XP_026296162.1, XP_026296163.1	XP_015171607.1
OG0000470	XP_026299985.1	XP_015173543.1, XP_015173542.1, XP_015173541.1, XP_015173540.1, XP_015173545.1, XP_015173544.1
OG0000471	XP_003249895.1, XP_006561688.1, XP_001119951.1	XP_015185649.1, XP_015185648.1, XP_015185647.1
OG0000472	XP_006568709.1	XP_015185084.1
OG0000474	XP_394152.2	XP_015180603.1, XP_015180594.1
OG0000475	XP_016772190.1	XP_015181248.1
OG0000476	NP_001314896.1	XP_015173211.1
OG0000477	XP_003250526.1, XP_026296405.1	XP_015171953.1
OG0000477	XP_006570759.1, NP_001171493.1, NP_001171492.1	XP_015190123.1
OG0000478	XP_006562526.1, XP_006562527.1, XP_003250091.1	XP_015182315.1
OG0000479	XP_006570497.1, XP_006570499.1, XP_006570498.1	XP_015182767.1
OG0000480	XP_016767961.2	XP_015182359.1
OG0000482	XP_016772171.1	XP_015181543.1
OG0000483	XP_394164.3, XP_006571261.2, XP_006571260.2	XP_015184934.1, XP_015184933.1
OG0000484	XP_016772038.1	XP_015173280.1, XP_015173278.1
OG0000485	XP_003250116.1	XP_015177478.1
OG0000486	XP_006569489.2	XP_015175277.1
OG0000487	XP_026296477.1	XP_015188388.1
OG0000487	XP_394584.4	XP_015188389.1, XP_015188390.1
OG0000488	XP_396989.2, XP_006569713.1	XP_015190452.1, XP_015190451.1
OG0000489	XP_006568168.1	XP_015175904.1, XP_015175906.1, XP_015175905.1, XP_015175903.1, XP_015175902.1
OG0000490	XP_016770813.1, XP_006566536.1	XP_015178097.1
OG0000492	XP_006560558.2	XP_015188688.1
OG0000493	XP_016769823.2, XP_006566138.2	XP_015177031.1, XP_015177042.1
OG0000495	XP_003250662.1	XP_015182063.1
OG0000496	XP_026297623.1	XP_015186575.1
OG0000497	XP_006565605.1	XP_015190639.1, XP_015190640.1
OG0000497	XP_006572414.1	XP_015186732.1
OG0000498	XP_006559579.1, XP_006559581.1, XP_006559580.1, XP_006559582.1, XP_026298357.1, XP_395441.2	XP_015175025.1, XP_015175023.1, XP_015175024.1
OG0000500	XP_026297088.1	XP_015191578.1
OG0000500	XP_026297184.1	XP_015191564.1
OG0000501	XP_026300273.1	XP_015181826.1, XP_015181954.1
OG0000502	XP_394423.4	XP_015177168.1
OG0000502	XP_006560966.1	XP_015177169.1
OG0000503	XP_624930.1	XP_015191090.1, XP_015191088.1, XP_015191087.1
OG0000504	XP_026295426.1	XP_015172635.1
OG0000505	XP_394013.5	XP_015191833.1
OG0000505	XP_001121886.1	XP_015191857.1
OG0000506	XP_026298297.1, XP_006569806.2, XP_006569804.2, XP_006569805.2, XP_026298298.1	XP_015175789.1, XP_015175788.1, XP_015175791.1, XP_015175790.1, XP_015175793.1
OG0000507	XP_006564764.1	XP_015171471.1
OG0000508	XP_026298813.1, XP_026298814.1, XP_026298815.1, XP_394771.5	XP_015183031.1
OG0000509	NP_001011598.1	XP_015187013.1
OG0000510	XP_026301327.1, XP_006561087.1, XP_006561089.1, XP_006561090.1	XP_015179474.1
OG0000512	XP_006560812.2	XP_015175595.1
OG0000513	XP_026301032.1, XP_624119.2, XP_006568169.1	XP_015175840.1
OG0000514	XP_003250061.2	XP_015177519.1, XP_015177520.1
OG0000516	XP_016773635.1, XP_006568839.1, XP_006568840.1	XP_015190498.1
OG0000517	XP_026297099.1	XP_015189099.1
OG0000517	XP_016768325.1	XP_015181380.1
OG0000518	XP_006564978.1, XP_001120242.1	XP_015179647.1, XP_015179648.1, XP_015179649.1
OG0000519	XP_006557422.2, XP_006557421.1, XP_016770405.1	XP_015185214.1
OG0000520	XP_001122715.3	XP_015175185.1
OG0000522	XP_006558991.2, NP_001091698.1	XP_015174040.1
OG0000522	XP_001122824.1	XP_015178697.1
OG0000523	XP_006571136.1, XP_006571134.1, XP_006571132.1	XP_015182265.1, XP_015182279.1, XP_015182347.1
OG0000525	XP_006559446.1, XP_026301500.1	XP_015184198.1, XP_015184199.1, XP_015184200.1, XP_015184201.1, XP_015184202.1
OG0000526	XP_001121571.1	XP_015190607.1
OG0000526	XP_006568337.1	XP_015191120.1
OG0000527	XP_624589.2	XP_015171347.1
OG0000527	XP_006558596.1	XP_015171348.1
OG0000528	XP_001121565.2	XP_015173596.1
OG0000529	XP_026300411.1	XP_015180779.1
OG0000529	XP_006562554.1	XP_015174000.1
OG0000530	XP_026300735.1	XP_015172268.1
OG0000530	XP_391988.2	XP_015172277.1
OG0000531	XP_006568661.1	XP_015171584.1
OG0000533	XP_001122688.2, XP_006570133.1	XP_015187513.1, XP_015187512.1
OG0000536	XP_006571287.1	XP_015190937.1
OG0000536	XP_006561141.1, NP_001071279.1	XP_015188262.1
OG0000537	XP_003251102.1, NP_001314883.1	XP_015188368.1
OG0000538	XP_006565069.2	XP_015191382.1
OG0000540	NP_001011603.1	XP_015188027.1
OG0000541	XP_001121151.3	XP_015184399.1, XP_015184400.1, XP_015184401.1, XP_015184397.1
OG0000543	XP_006572407.1	XP_015176987.1
OG0000544	XP_006559256.3	XP_015184916.1
OG0000545	XP_624704.1	XP_015190238.1
OG0000546	XP_006561811.1	XP_015182760.1
OG0000547	XP_016767787.2, XP_016767794.2, XP_016767790.2	XP_015181073.1
OG0000548	NP_001257761.1	XP_015179381.1
OG0000549	XP_016769530.1	XP_015189695.1, XP_015189694.1, XP_015185177.1, XP_015182055.1
OG0000550	XP_016770320.2, XP_026300495.1	XP_015171822.1
OG0000551	XP_026297520.1	XP_015183166.1
OG0000552	NP_001071278.1	XP_015187785.1
OG0000552	NP_001072129.1, XP_026298840.1	XP_015180360.1
OG0000553	XP_016768542.1, XP_016768543.1, XP_006558879.1, XP_016768544.1, XP_396692.3	XP_015171078.1, XP_015171077.1
OG0000554	XP_016772339.1	XP_015175654.1, XP_015175655.1
OG0000555	XP_006566260.1	XP_015178311.1
OG0000556	XP_006567941.1	XP_015186802.1
OG0000557	XP_006567437.1, XP_392511.2	XP_015175082.1, XP_015175084.1
OG0000558	XP_026296849.1, XP_006565635.1	XP_015179999.1
OG0000558	XP_395507.4	XP_015188663.1
OG0000559	XP_392994.4, XP_006559458.1	XP_015179651.1, XP_015179617.1, XP_015179643.1, XP_015179626.1, XP_015179633.1
OG0000560	XP_016772137.1, XP_394090.1	XP_015179179.1, XP_015179183.1, XP_015179178.1, XP_015179180.1, XP_015179181.1, XP_015179184.1
OG0000561	XP_006557696.2	XP_015174740.1
OG0000562	XP_016766579.1	XP_015186798.1
OG0000562	XP_006568498.2, XP_623065.2	XP_015186797.1
OG0000563	XP_016767764.1	XP_015181608.1, XP_015181602.1
OG0000565	XP_003251270.1	XP_015183282.1
OG0000567	XP_026299856.1	XP_015191148.1
OG0000567	XP_016773439.2	XP_015190709.1
OG0000568	XP_006559506.1, XP_006559507.1	XP_015171473.1, XP_015171472.1, XP_015171474.1
OG0000569	XP_016770736.1	XP_015191638.1
OG0000571	NP_001013024.1	XP_015172394.1, XP_015172391.1
OG0000572	XP_026300580.1	XP_015171168.1, XP_015171161.1
OG0000573	XP_006564042.1	XP_015181562.1
OG0000574	XP_003249529.1	XP_015182202.1
OG0000575	XP_026298744.1	XP_015182670.1
OG0000576	XP_016771019.1	XP_015177938.1, XP_015177939.1, XP_015177937.1
OG0000577	XP_016773587.1	XP_015178332.1, XP_015178330.1, XP_015178331.1, XP_015178333.1
OG0000578	XP_016772166.1, XP_026301177.1, XP_026301176.1, XP_003250293.1	XP_015187313.1, XP_015187307.1, XP_015187306.1, XP_015187309.1, XP_015187308.1, XP_015187310.1
OG0000579	XP_026299404.1	XP_015172231.1, XP_015172238.1, XP_015172236.1, XP_015172237.1, XP_015172234.1, XP_015172233.1, XP_015172235.1
