Orthogroup	Apis_mellifera	Bombyx_mori
OG0000287	XP_016771224.1, XP_026302005.1, XP_026302006.1, XP_026302007.1, XP_026302008.1, XP_006570139.1, XP_006570135.1, XP_006570134.1, XP_006570140.1, XP_026302009.1	XP_004922091.1
OG0000287	XP_624121.2	XP_004922588.1
OG0000288	XP_026295225.1	XP_021201951.2
OG0000288	XP_624678.1	XP_037868251.1
OG0000289	XP_396469.1, XP_006571187.1, XP_006571186.1, XP_006571185.1	XP_004925540.2
OG0000292	XP_016772487.1	XP_037874428.1, XP_021206479.1
OG0000293	NP_001013377.2	XP_004929231.1
OG0000295	XP_026296372.1, XP_026296371.1	NP_001037538.1
OG0000296	XP_003249767.1, XP_392285.1	NP_001093088.1
OG0000297	NP_001011640.1	XP_037872464.1
OG0000298	XP_016767798.1, XP_006567970.1, XP_006567968.1, XP_006567969.1, XP_006567967.1	XP_037876134.1
OG0000299	XP_006563972.1, XP_006563971.1, XP_396934.4	XP_004931769.1
OG0000300	XP_624183.1	XP_004933050.1
OG0000301	XP_016772392.1, NP_001035323.1	NP_001106223.1
OG0000302	XP_006571833.1	NP_001095931.1
OG0000302	XP_395048.4	XP_012548543.1, NP_001036995.2
OG0000303	XP_016772523.1	XP_004922660.1
OG0000303	XP_026299472.1, XP_026299848.1	XP_004933180.1
OG0000304	XP_006568070.1	XP_012551807.1
OG0000306	XP_016767898.1, XP_016767897.1	XP_037876226.1, XP_012545475.3, XP_037876227.1
OG0000307	XP_006561447.1, XP_026301562.1, XP_016772425.1	XP_021205396.1
OG0000308	XP_392582.1	XP_021205271.1, XP_004928518.1
OG0000310	XP_006568882.1, XP_006568883.1	XP_004922674.1, XP_037871399.1, XP_021207827.1, XP_021207825.1, XP_037871233.1, XP_021207822.1, XP_021207824.1, XP_021207818.1
OG0000311	XP_026300397.1, XP_016772838.2, XP_026300405.1, XP_026300396.1, XP_624298.3, XP_001122575.3, XP_006572097.2, XP_026300402.1	NP_001093301.1, NP_001036889.1
OG0000312	XP_397055.1, XP_006558287.1	NP_001040189.1, XP_004923642.1
OG0000313	XP_026298038.1	XP_037867942.1, XP_004931346.1, XP_004930719.1, XP_004930720.1, XP_004930722.1, XP_004930721.1, XP_004930724.1, XP_004930716.1
OG0000314	XP_396447.3	XP_004933069.3
OG0000315	XP_006571730.2	XP_037867576.1
OG0000316	XP_006563165.2	XP_012546125.1, NP_001166631.1
OG0000317	XP_006566517.1, XP_016770258.1, XP_026299433.1, XP_016770257.1	XP_037867855.1, XP_037867856.1
OG0000318	XP_026296489.1, XP_006570321.2	XP_037871308.1
OG0000319	XP_026299509.1	XP_021206354.1
OG0000319	XP_026299510.1	XP_004930032.1
OG0000320	XP_026300661.1, NP_001159378.1	XP_012545276.1, NP_001098066.2
OG0000321	XP_026299571.1	XP_021202661.1, XP_004924713.2
OG0000322	XP_006565594.3	XP_037873232.1, XP_037873234.1
OG0000323	XP_026299532.1, XP_026299531.1, XP_026299534.1, XP_026299533.1	XP_012548839.3, XP_037874398.1
OG0000324	XP_026295817.1, XP_026295816.1, XP_026296204.1	XP_037876704.1
OG0000325	XP_003251224.2, XP_006568360.2	XP_021203813.1, XP_004926421.2
OG0000326	XP_006567415.1, XP_001120061.2	XP_004928341.1, XP_004928446.1, XP_012545326.1, XP_012545315.1, XP_021203283.2, XP_012545324.2
OG0000327	XP_016770398.1, XP_016770397.1, XP_006564397.1, XP_006564400.1	XP_021208093.2
OG0000329	XP_001119858.2	XP_037871902.1, XP_021206656.1, XP_037875458.1, XP_004932030.3, XP_021207809.2
OG0000332	XP_026300806.1, XP_026300805.1	XP_004926237.1
OG0000333	XP_006560640.1, XP_026296150.1	NP_001274771.1, XP_004925570.1
OG0000334	XP_006562896.1	XP_012548494.3
OG0000335	XP_026299572.1, XP_003249498.1, XP_003249499.1	XP_037867290.1, NP_001091841.1
OG0000336	XP_006568577.1, XP_026298127.1, XP_394886.4	XP_004922260.1
OG0000337	XP_006570477.1	XP_037869275.1, XP_037869270.1
OG0000338	XP_016766952.1	XP_012550935.1
OG0000339	XP_393356.1	NP_001106217.1
OG0000339	XP_623285.1	NP_001037376.1, XP_012549898.1
OG0000340	XP_026302145.1, NP_001106141.1	NP_001036910.1, XP_037876898.1, XP_037877212.1
OG0000341	XP_003249977.1, XP_006561675.1	XP_004929139.1, XP_012548430.1, XP_004929140.1
OG0000342	XP_026299722.1	XP_004932270.2
OG0000343	XP_392617.4	XP_012543786.3
OG0000344	XP_026301521.1, XP_026301524.1, XP_026301523.1, XP_026301526.1, XP_026301532.1, XP_026301514.1, XP_026301515.1, XP_026301519.1	XP_037877717.1
OG0000345	XP_006557317.1, XP_006557318.1, XP_006557319.1, XP_006557316.1, XP_016766730.1	NP_001243988.1
OG0000347	XP_623076.2	XP_021202995.1
OG0000348	XP_026295623.1, XP_006571071.1, XP_006571072.1, XP_006571073.1, XP_006571074.1, XP_006571069.1, XP_006571070.1, XP_016769192.1, XP_006571068.1	NP_001243674.1, XP_004933388.2
OG0000349	XP_026301664.1, XP_026301665.1	XP_004924752.1
OG0000350	XP_006564458.1, XP_006564457.1, XP_006564456.1, XP_006564455.1, XP_006564454.1	XP_004924816.1
OG0000351	XP_026295181.1	XP_004930400.2, XP_021206282.2, XP_004930150.2, XP_012549333.1, NP_001037002.1, XP_012551199.2
OG0000356	NP_001011588.1, NP_001011593.1, XP_006567383.1	XP_021204926.1, NP_001140185.1, XP_037873010.1, XP_037873052.1, XP_004928236.2
OG0000357	XP_006563129.1, XP_623083.1	XP_037875620.1, XP_037875619.1
OG0000358	XP_016768555.1, XP_006565559.1	XP_004929861.1, XP_012549059.1
OG0000360	XP_003249464.1	XP_004925207.2
OG0000361	XP_026301193.1	XP_004932398.1, XP_004932402.1, XP_004932401.1, XP_004932403.1, XP_021207706.1, XP_021207741.1, XP_012551187.1, XP_004932400.1, XP_004932404.1
OG0000363	XP_001120232.3	NP_001166627.1
OG0000363	NP_001136109.1	NP_001036950.1, NP_001036951.1
OG0000364	XP_006562214.1	XP_012545855.2, NP_001036990.1
OG0000365	XP_006564303.1	XP_004931576.1
OG0000366	XP_006563397.1	XP_037868836.1, XP_037868853.1
OG0000367	XP_006562894.1, XP_006562893.1	XP_004931037.1
OG0000368	XP_001120432.1, NP_001170961.1	NP_001296504.1
OG0000369	XP_016772111.2, XP_006570176.2	XP_021205545.1
OG0000370	XP_026298736.1	NP_001037368.1, XP_037867324.1, XP_021206506.2
OG0000371	XP_006557654.1, XP_026301302.1, XP_016772326.1, XP_392709.3	XP_021206677.1
OG0000372	XP_026297975.1, XP_394846.2	XP_004927647.1
OG0000375	XP_006570087.2, XP_006570088.2, XP_394997.3, XP_026300785.1, XP_016770156.2, XP_016770157.2	XP_004932094.1
OG0000377	XP_006571428.1	XP_021204843.1, XP_037877759.1
OG0000377	XP_393285.1	NP_001093303.1
OG0000378	XP_394649.3	NP_001128361.1, XP_012548744.1
OG0000378	XP_006564195.1, XP_026297110.1	XP_012545363.2
OG0000379	XP_006569276.1	XP_012548112.2, XP_037872167.1, XP_037872168.1
OG0000380	XP_006571553.1, XP_016772009.1, XP_392808.2	XP_004929190.1
OG0000381	XP_623273.1	XP_037873154.1
OG0000381	XP_392943.3	NP_001040480.1
OG0000382	XP_391836.2, XP_006567371.1	XP_004926637.1
OG0000383	XP_006565095.2, XP_001120578.2	XP_004924167.1
OG0000384	XP_392769.5	XP_012546200.2, NP_001037020.1
OG0000384	XP_016766394.2	XP_012549844.2
OG0000385	XP_026298045.1, XP_026297284.1	XP_021209212.1, XP_021209213.1, XP_004923323.1, XP_012553076.1
OG0000386	XP_003250298.1, XP_026301328.1, XP_006563697.2	XP_004922882.1
OG0000388	XP_006564597.1	NP_001037022.1
OG0000389	XP_026296199.1, XP_016771975.2	XP_004932710.1, XP_021207907.1
OG0000390	XP_016768447.1	XP_021203616.1, XP_037877297.1, XP_037877296.1
OG0000391	XP_397517.2, XP_006568902.1, XP_006568901.1, XP_006568903.1, XP_006568900.1	XP_037874402.1
OG0000394	XP_006559712.2, XP_006559711.2, XP_397062.3	XP_037872446.1
OG0000395	XP_026298838.1, XP_006568548.2	XP_004925794.1
OG0000396	XP_016768985.2	XP_037871983.1, XP_021209044.1, XP_037872017.1, XP_037872022.1
OG0000397	XP_001123187.2	XP_012547260.2, XP_004927925.2
OG0000398	XP_006562405.1	XP_012549270.1
OG0000399	XP_006564719.2, XP_016769093.2, XP_006564729.1	XP_037869246.1
OG0000401	XP_026296707.1	XP_012553127.1
OG0000403	XP_026301925.1, XP_026301994.1, XP_026301991.1, XP_026301980.1	XP_037866587.1, XP_037866592.1
OG0000405	XP_395824.1	NP_001040392.1
OG0000405	XP_395771.3	XP_037873435.1
OG0000406	XP_624150.2	XP_004929643.2, XP_004925045.1
OG0000408	XP_003251385.1	XP_004932927.1
OG0000408	XP_393143.2	XP_004931561.1
OG0000409	XP_006570965.1	XP_004924677.1
OG0000410	XP_393523.5	XP_012553301.2
OG0000411	XP_624548.2	XP_004923311.1
OG0000411	XP_006557483.1	XP_004933193.1
OG0000412	XP_026302239.1, XP_006568843.1	XP_012550723.1
OG0000413	XP_026300633.1, XP_026300632.1, XP_026300636.1	XP_021205027.1, XP_012547653.1, XP_004928420.1, XP_012547656.1, XP_012547655.1, XP_037873149.1
OG0000414	XP_016769079.1	XP_004926609.1
OG0000415	XP_026295887.1, XP_395146.3	XP_004923559.1
OG0000416	XP_006570866.1, XP_026299610.1	XP_037868006.1
OG0000417	XP_026296264.1, XP_026296267.1	XP_021207012.2
OG0000418	XP_006570570.1, NP_001177850.1	XP_037867828.1, XP_037869401.1, XP_037869402.1, XP_012549539.1, XP_012549538.1, XP_037869400.1
OG0000419	XP_006569847.1	XP_004921625.1
OG0000420	XP_006568996.1	XP_037875242.1
OG0000420	XP_006572449.2	XP_004929927.1
OG0000421	XP_001121869.2, XP_026296772.1	XP_037871236.1
OG0000422	XP_006572088.1	XP_004928016.1
OG0000423	XP_026295804.1	XP_004922982.1
OG0000424	XP_006562644.1	XP_012543994.1
OG0000425	XP_395221.4	XP_004931496.2
OG0000426	XP_393189.1, XP_006559877.1	XP_004926893.2, XP_037872271.1
OG0000427	XP_394389.3, XP_396915.4	XP_004931505.3
OG0000427	XP_016767660.1	XP_004921827.1
OG0000428	XP_026301054.1, NP_001314884.1	NP_001127722.1, XP_021206900.2
OG0000429	XP_026296787.1	XP_004921819.1
OG0000430	XP_016772824.1, XP_026295303.1	XP_004931599.1
OG0000431	XP_016768886.2	XP_037873083.1, XP_037873009.1, NP_001103811.1, NP_001103812.1, XP_037873325.1, XP_012545633.1, XP_037873272.1, XP_037873186.1, XP_012547694.2
OG0000432	XP_026298315.1, XP_016769150.2	XP_004927792.1
OG0000433	XP_001120293.2	XP_004927325.1
OG0000433	NP_001011614.1	XP_037872506.1, XP_021205512.1, XP_004929039.1, XP_037872365.1, XP_004929034.3, XP_012548107.2, XP_004929036.2, XP_004929033.3, XP_037872460.1, XP_004928835.1
OG0000434	XP_026296060.1	XP_021207352.2, XP_004931859.2, XP_012550618.1, XP_012550619.1
OG0000436	XP_006564598.1, XP_006564601.1	XP_012544653.1, NP_001157382.1
OG0000436	XP_001120684.2	XP_037874773.1
OG0000437	XP_006566943.1, XP_393874.3	XP_004925471.1, XP_037875367.1
OG0000438	XP_006567961.1, XP_397205.2, XP_006559947.1	XP_021209231.1
OG0000439	XP_006569984.1	XP_004922987.1
OG0000442	XP_006560934.1, XP_016766817.1, XP_016766820.1, XP_624657.2, XP_006560933.1, XP_016766818.1	XP_012552268.1, XP_037869304.1, XP_037869303.1
OG0000443	XP_016771723.2	NP_001243917.1, XP_037875534.1
OG0000444	XP_624349.1	NP_001296486.1
OG0000445	XP_392097.5	XP_037877659.1, NP_001103810.2
OG0000445	XP_006563187.2	XP_037866540.1
OG0000446	XP_393129.4, XP_006559729.2, XP_006559730.2, XP_006559728.2	XP_021205750.2
OG0000447	XP_006559494.1	XP_037869965.1, XP_037870004.1
OG0000448	XP_016767931.1	XP_004928171.1
OG0000449	XP_003250896.1, XP_001120350.1, XP_003250898.1	XP_004927641.1, XP_004927639.1, XP_004927640.1
OG0000450	XP_026295436.1, XP_026295214.1, XP_026295210.1, XP_026295212.1	XP_004924638.1, XP_012544520.1
OG0000451	XP_006572424.1, NP_001265256.1	XP_021207060.1
OG0000452	XP_006566781.2	XP_004923659.2, XP_012553421.2
OG0000452	XP_026299462.1	XP_004923139.1
OG0000453	XP_392026.2, XP_006565842.1	NP_001171330.1, XP_012551816.1
OG0000454	XP_006567039.1	XP_012543973.2, XP_037875666.1
OG0000455	XP_006568930.1	NP_001266428.1, XP_021206172.1
OG0000456	XP_026299592.1, XP_026301733.1, XP_006572147.1	XP_004934093.4
OG0000457	XP_001122652.2	NP_001127746.1, NP_001127724.1, XP_037874602.1
OG0000458	XP_003251707.1, XP_006571340.1, XP_003251708.1	NP_001037412.2, XP_012552878.1
OG0000459	XP_016769739.2	XP_004930201.1
OG0000460	XP_016772943.1	XP_004929869.1
OG0000461	XP_396991.5, XP_006560484.2, XP_006560483.2	XP_012545235.1
OG0000462	XP_026301426.1	XP_012545975.1
OG0000463	XP_006571243.1	XP_021202662.2, XP_012544580.2, XP_004924386.1
OG0000465	XP_016766748.2, XP_026295428.1	XP_004925185.1
OG0000466	XP_026298283.1, XP_003249882.1, XP_026298282.1	XP_037870170.1, NP_001139705.1
OG0000468	XP_006558307.1, XP_006558308.1, XP_006558304.1, XP_006558305.1, XP_006558306.1, XP_006558309.1, XP_026301100.1, XP_026301099.1, XP_026301101.1, XP_016772297.1, XP_016772296.1	XP_037876797.1
OG0000469	XP_026296160.1, XP_026296161.1, XP_026296162.1, XP_026296163.1	XP_037870187.1, NP_001296505.1
OG0000470	XP_026299985.1	XP_004929360.1
OG0000471	XP_003249895.1, XP_006561688.1, XP_001119951.1	XP_012544171.1, NP_001037117.1
OG0000475	XP_016772190.1	XP_004922754.1, XP_004922755.1, XP_012551854.1, XP_004922749.1
OG0000476	NP_001314896.1	XP_037870557.1, XP_004929488.4, XP_037868953.1, XP_004933576.1, XP_037870551.1, XP_037870496.1, NP_001036901.1, XP_037870195.1
OG0000477	XP_006570759.1, NP_001171493.1, NP_001171492.1	NP_001036999.1
OG0000478	XP_006562526.1, XP_006562527.1, XP_003250091.1	XP_004931958.1
OG0000479	XP_006570497.1, XP_006570499.1, XP_006570498.1	XP_037869129.1
OG0000482	XP_016772171.1	XP_037866530.1
OG0000483	XP_394164.3, XP_006571261.2, XP_006571260.2	NP_001171913.1, XP_037872550.1
OG0000484	XP_016772038.1	XP_037876600.1
OG0000485	XP_003250116.1, XP_623182.1	NP_001040249.1
OG0000486	XP_006569489.2	XP_012552150.2
OG0000487	XP_026296477.1, XP_394584.4	XP_012546459.2
OG0000488	XP_396989.2, XP_006569713.1	XP_004930709.1
OG0000489	XP_006568168.1	XP_004929626.1, XP_021205905.1, XP_004929625.1
OG0000490	XP_016770813.1, XP_006566536.1	XP_004921592.1
OG0000491	XP_395083.5, XP_016766993.2	XP_037877644.1, NP_001191409.1
OG0000492	XP_006560558.2	XP_004932172.1, XP_012550996.1
OG0000493	XP_016769823.2, XP_006566138.2	XP_004924646.1
OG0000494	XP_026296030.1, XP_026295994.1, XP_026295775.1, XP_026299539.1, XP_026300392.1	XP_021205852.2
OG0000497	XP_006565605.1	XP_004925703.1
OG0000497	XP_006572414.1	XP_037877112.1
OG0000498	XP_006559579.1, XP_006559581.1, XP_006559580.1, XP_006559582.1, XP_026298357.1, XP_395441.2	XP_012550720.2, NP_001037654.1
OG0000500	XP_026297088.1	XP_021205906.2
OG0000501	XP_026300273.1	XP_021207070.1, NP_001036830.1
OG0000502	XP_394423.4, XP_006560966.1	XP_004924879.2
OG0000503	XP_624930.1	XP_021206408.1, XP_004930385.1
OG0000504	XP_026295426.1, XP_026295199.1	XP_012544699.1
OG0000505	XP_001121886.1	NP_001104821.1
OG0000506	XP_026298297.1, XP_006569806.2, XP_006569804.2, XP_006569805.2, XP_026298298.1	XP_037867476.1, XP_012549568.1
OG0000507	XP_006564764.1	NP_001182380.2
OG0000508	XP_026298813.1, XP_026298814.1, XP_026298815.1, XP_394771.5	XP_021203282.2, XP_021203281.2, XP_021203279.2, XP_012545336.2, XP_012545333.2, XP_012545335.2, XP_004925605.2
OG0000509	NP_001011598.1	XP_021208434.1, NP_001166624.1, XP_037868439.1, XP_004924134.1, XP_021202331.1, XP_021202332.1, XP_021202333.1
OG0000510	XP_026301327.1, XP_006561087.1, XP_006561089.1, XP_006561090.1	XP_012550404.1, XP_004931507.1
OG0000512	XP_026298738.1, XP_006560812.2	XP_037867720.1, XP_037867724.1
OG0000513	XP_026301032.1, XP_624119.2, XP_006568169.1	XP_037874403.1
OG0000516	XP_016773635.1, XP_006568839.1, XP_006568840.1	NP_001036973.1
OG0000517	XP_026297099.1, XP_016768325.1	XP_004928520.1, XP_004928521.1
OG0000518	XP_006564978.1, XP_001120242.1	XP_004927862.1
OG0000519	XP_006557422.2, XP_006557421.1, XP_016770405.1	XP_004931542.1, XP_004931541.1, XP_004931540.1
OG0000520	XP_001122715.3	XP_004927331.1
OG0000521	XP_026297064.1	NP_001157387.1, XP_012548052.1
OG0000522	XP_006558991.2, NP_001091698.1, XP_001122824.1	NP_001037422.1, XP_012545566.1
OG0000523	XP_006571136.1, XP_006571134.1, XP_006571132.1	XP_037877469.1, XP_037871113.1, XP_037871123.1, XP_037871130.1, XP_037877529.1
OG0000524	XP_026299046.1	XP_004929730.1, XP_004929729.1, XP_037874478.1, XP_037874477.1, XP_004929731.1, XP_021204539.2, XP_037875512.1, XP_012547183.1
OG0000525	XP_006559446.1, XP_026301500.1	NP_001136442.1
OG0000526	XP_001121571.1	XP_037872072.1, XP_021205154.1
OG0000526	XP_006568337.1	XP_004922181.1
OG0000527	XP_624589.2, XP_006558596.1, XP_016771317.1	XP_037868305.1, XP_021201942.1
OG0000528	XP_001121565.2	NP_001157373.1
OG0000529	XP_026300411.1, XP_006562554.1	NP_001091831.1, XP_021207529.1
OG0000530	XP_026300735.1	NP_001037293.1
OG0000530	XP_391988.2	NP_001040165.1
OG0000531	XP_006568661.1	XP_037868189.1, XP_037868190.1, XP_021207607.2
OG0000533	XP_001122688.2, XP_006570133.1	XP_021203586.1
OG0000536	XP_006571287.1	XP_021204081.2
OG0000536	XP_006561141.1, NP_001071279.1	XP_012546492.1
OG0000537	XP_003251102.1, NP_001314883.1	XP_037874433.1, XP_037866876.1
OG0000537	NP_001306197.1, XP_006567860.1	XP_012549334.2
OG0000538	XP_006565069.2	XP_012544334.2
OG0000540	NP_001011603.1	NP_001037402.1, XP_012543872.1
OG0000541	XP_001121151.3	XP_012549131.3
OG0000543	XP_006572407.1	XP_004929963.2
OG0000544	XP_006559256.3	XP_037877425.1, NP_001040144.1, XP_012546822.1
OG0000545	XP_006563715.1, XP_624704.1	XP_021207576.1
OG0000546	XP_006561812.3, XP_006561811.1	XP_037874421.1, XP_037874422.1
OG0000547	XP_016767787.2, XP_016767794.2, XP_016767790.2	XP_037868185.1
OG0000548	NP_001257760.1	NP_001166800.1
OG0000551	XP_026297520.1	XP_012544828.1
OG0000552	NP_001071278.1	NP_001091782.1, XP_021205866.1
OG0000552	NP_001072129.1, XP_026298840.1	XP_037874483.1
OG0000553	XP_016768542.1, XP_016768543.1, XP_006558879.1, XP_016768544.1, XP_396692.3	NP_001036972.1
OG0000554	XP_016772339.1	XP_004926030.1
OG0000555	XP_393605.1, XP_006566260.1	XP_012545898.1, NP_001037386.1
OG0000556	XP_006567941.1	XP_012552107.1
OG0000557	XP_006567437.1, XP_392511.2	NP_001037662.1
OG0000558	XP_026296849.1, XP_006565635.1	NP_001239602.1
OG0000558	XP_395507.4	XP_021204778.1, XP_037870997.1
OG0000559	XP_392994.4, XP_006559458.1	XP_012547318.1, XP_004927820.1
OG0000560	XP_016772137.1, XP_394090.1	XP_004922211.3
OG0000561	XP_026297724.1	XP_037876535.1
OG0000561	XP_006557696.2	XP_021208156.1
OG0000562	XP_016766579.1	XP_004933191.1
OG0000562	XP_006568498.2, XP_623065.2	XP_004931765.1
OG0000563	XP_016767764.1	XP_004929133.1, XP_012548479.1
OG0000564	XP_006566631.1	XP_004924725.1
OG0000565	XP_016770567.2, XP_003251270.1	XP_037873686.1, XP_021208411.2, XP_037873685.1, XP_004923238.1
OG0000567	XP_026299856.1, XP_016773439.2	XP_012544658.1, NP_001161754.1
OG0000568	XP_006559506.1, XP_006559507.1	XP_037867612.1, NP_001037618.1, XP_012546386.1
OG0000569	XP_016767448.1	XP_037866581.1, XP_037866580.1
OG0000569	XP_016770736.1	NP_001245291.1, XP_021206755.2
OG0000570	XP_393447.2, XP_006559055.1	XP_012546682.2, XP_037875243.1
OG0000571	NP_001013024.1, XP_006565650.1	XP_037867331.1
OG0000572	XP_026300580.1	XP_037877105.1
OG0000573	XP_006564042.1	XP_004923686.1, XP_012550979.2
OG0000574	XP_003249529.1	XP_021202012.1
OG0000575	XP_026298744.1	XP_037874419.1
OG0000576	XP_016771019.1	XP_021205662.1, XP_004929219.1
OG0000577	XP_016773587.1	XP_012547346.2
OG0000583	XP_026300849.1, XP_026300967.1	XP_037870532.1
OG0000584	XP_392465.3	XP_012546181.1, NP_001037323.1
OG0000585	XP_395145.1	XP_012546397.1, XP_037867713.1, XP_037867714.1, XP_004926850.1
OG0000586	XP_026295167.1	XP_004933012.1
OG0000586	XP_026295177.1	XP_004922687.1
OG0000587	XP_001120306.1	XP_004924727.1, XP_004924726.1
OG0000588	XP_006565324.1	NP_001138802.1
OG0000589	XP_016772822.2	XP_012551468.1, XP_004932776.1
OG0000591	XP_006561389.1	NP_001040111.2
OG0000591	XP_006562189.1	XP_004927233.1
OG0000592	XP_001121836.2	XP_004932337.1
OG0000593	XP_026300821.1, XP_006569709.2	XP_037869837.1, XP_021205704.1, XP_004929130.2, XP_004927048.1, XP_004932462.1
OG0000594	XP_397140.4, XP_006557693.1	XP_012547108.1, XP_012547106.1
OG0000595	XP_016772178.1	XP_004926349.1
OG0000595	XP_003249784.1	XP_004926259.1
OG0000596	XP_026294730.1	XP_004932062.1
OG0000597	XP_394670.3	XP_037867979.1, XP_021206038.1, XP_004929819.2
OG0000598	XP_016768976.1	XP_037874811.1
OG0000599	XP_026301222.1, XP_006571354.1	XP_037876641.1
OG0000600	XP_001121067.3, XP_016769870.2	XP_004930123.1, XP_012549251.1
OG0000601	XP_001121625.2	NP_001129360.1, XP_037876451.1, XP_004926112.1, XP_004926115.1, XP_004926116.1, XP_004926114.2
OG0000602	XP_006572158.1, XP_006568638.1	NP_001093304.1
OG0000604	XP_026300714.1, XP_623342.2, XP_006563323.1	XP_021205380.1, NP_001091766.1
OG0000605	XP_003250801.2, XP_016769935.1	XP_004923235.1, XP_021208495.1, XP_004925320.1
OG0000606	XP_026295766.1	XP_012549685.2
OG0000609	XP_006562145.1	XP_037871658.1
OG0000611	XP_026301344.1	XP_037875935.1, XP_037875867.1
OG0000612	XP_395486.2, XP_006570028.1, XP_016768335.1, XP_016768336.1	XP_037869346.1
OG0000613	XP_006570778.1, XP_016770474.1	XP_037876749.1
OG0000614	XP_016769264.1	XP_012545240.3
OG0000614	XP_026301292.1	XP_037866969.1
OG0000615	XP_003251772.2	XP_021205668.1
OG0000616	XP_026294873.1, XP_026294874.1, XP_026294864.1	XP_037870892.1
OG0000619	XP_016767139.1, XP_006566003.1	NP_001040292.1
OG0000620	XP_003251155.1, XP_003251156.1	NP_001037235.1, XP_012553376.1
OG0000622	XP_392055.2	XP_004924086.1, XP_037876184.1
OG0000623	XP_625164.1, XP_006570258.1	XP_004922821.1
OG0000624	XP_006571006.1, XP_006571012.1	NP_001091773.1, XP_012552771.1
OG0000625	XP_006559117.2, XP_006559116.2, XP_026297198.1	XP_004927886.2
OG0000626	XP_006565218.1	NP_001040113.1
OG0000627	XP_006564492.1, XP_006564494.1, XP_006564495.1	XP_004932920.1
OG0000628	XP_026299894.1, XP_016770216.2	XP_012552805.2
