Orthogroup	Apis_mellifera	Osmia_bicornis
OG0000215	XP_016772012.1	XP_029040889.1, XP_029040887.1, XP_029040888.1
OG0000215	XP_394061.2	XP_029040891.1
OG0000216	XP_016767691.1	XP_029052235.1, XP_029052237.1
OG0000217	XP_394861.4	XP_029041283.1
OG0000218	XP_623312.2	XP_029034776.1, XP_029034777.1, XP_029034772.1, XP_029034773.1, XP_029034774.1, XP_029034775.1
OG0000219	XP_392277.4, XP_006563970.2	XP_029033097.1, XP_029033098.1, XP_029033099.1, XP_029033101.1, XP_029033100.1
OG0000221	XP_006571382.1	XP_029042551.1
OG0000223	NP_001157186.1, XP_016769330.2	XP_029038992.1
OG0000223	XP_001121634.3	XP_029044364.1
OG0000224	XP_006560620.1	XP_029035644.1
OG0000225	XP_006567210.2	XP_029032932.1
OG0000226	XP_026300579.1	XP_029036179.1
OG0000227	XP_006562291.2, XP_006562294.2, XP_006562293.2, XP_016770836.2	XP_029056277.1, XP_029056278.1, XP_029056276.1, XP_029056274.1, XP_029056306.1, XP_029056308.1, XP_029056307.1, XP_029056309.1, XP_029056279.1
OG0000229	XP_001121505.2	XP_029043983.1
OG0000230	XP_026300638.1, XP_026300637.1	XP_029052179.1, XP_029052178.1
OG0000231	XP_006562424.1	XP_029054484.1, XP_029039829.1
OG0000232	XP_393976.2, XP_006563043.1, XP_006563042.1	XP_029039432.1
OG0000233	XP_001120116.2, XP_016768768.2, XP_397073.5, XP_026300288.1	XP_029038096.1, XP_029038095.1
OG0000234	XP_393127.4	XP_029050333.1, XP_029050356.1, XP_029050344.1, XP_029050517.1
OG0000235	XP_026294767.1, XP_026294798.1, XP_026294810.1	XP_029045311.1, XP_029045317.1, XP_029045324.1, XP_029045318.1
OG0000236	NP_001011639.2	XP_029036862.1, XP_029036865.1, XP_029036864.1
OG0000236	NP_001071293.1	XP_029036869.1
OG0000237	XP_006559356.1	XP_029051857.1
OG0000237	XP_006559358.1	XP_029051872.1
OG0000239	XP_006560473.1, XP_623685.1	XP_029036180.1, XP_029036132.1
OG0000240	XP_001122105.4	XP_029047308.1, XP_029047307.1, XP_029047306.1, XP_029047240.1
OG0000241	XP_006571827.3	XP_029044589.1
OG0000241	XP_016770807.2, XP_016770806.2, XP_016770796.1, XP_016770795.1, XP_026299638.1	XP_029038589.1
OG0000243	XP_026297086.1	XP_029053744.1
OG0000244	XP_026300900.1	XP_029039027.1
OG0000245	NP_001011627.1	XP_029039448.1
OG0000246	XP_394115.2	XP_029043282.1, XP_029043284.1, XP_029043283.1
OG0000246	XP_006563197.1	XP_029043287.1, XP_029043289.1, XP_029043288.1
OG0000247	XP_026296516.1, XP_026296517.1	XP_029036516.1
OG0000247	XP_006562263.2	XP_029036521.1
OG0000248	XP_026299493.1	XP_029042768.1
OG0000249	XP_026298733.1	XP_029044045.1
OG0000250	XP_026299154.1	XP_029052124.1
OG0000250	XP_625112.2	XP_029052120.1
OG0000250	NP_001314882.1, XP_016773049.1	XP_029055624.1, XP_029055616.1
OG0000251	XP_003250675.2	XP_029045709.1, XP_029045708.1
OG0000252	XP_026298583.1, XP_026298580.1, XP_026298584.1	XP_029037839.1
OG0000253	XP_393612.2	XP_029036723.1
OG0000254	XP_392477.4	XP_029046368.1
OG0000254	XP_623652.2	XP_029055807.1
OG0000256	XP_006571385.1	XP_029042504.1, XP_029042508.1, XP_029042505.1, XP_029042506.1, XP_029042511.1, XP_029042512.1, XP_029042509.1, XP_029042507.1
OG0000257	XP_026300984.1	XP_029045410.1
OG0000257	XP_026300982.1	XP_029045406.1
OG0000258	NP_001035314.1	XP_029047643.1, XP_029047644.1
OG0000259	XP_026302035.1	XP_029044913.1
OG0000261	XP_393396.2	XP_029035663.1, XP_029035664.1, XP_029035662.1
OG0000263	XP_006570503.1, XP_393761.1	XP_029042765.1, XP_029042764.1, XP_029042763.1
OG0000264	XP_026298264.1, XP_026298263.1	XP_029053644.1
OG0000264	NP_001171498.1	XP_029053659.1, XP_029053657.1
OG0000265	XP_624456.2	XP_029048310.1
OG0000266	NP_001171495.1	XP_029049979.1
OG0000266	XP_003249289.2	XP_029049312.1
OG0000268	XP_006562783.1, XP_016767403.1, XP_026295852.1, XP_026295853.1, XP_016767402.1, XP_016767400.1, XP_016767401.1, XP_016767399.1	XP_029053715.1
OG0000269	XP_001120910.2	XP_029036205.1, XP_029036204.1
OG0000270	XP_003249152.1	XP_029047487.1
OG0000270	XP_006558130.1	XP_029045046.1
OG0000271	XP_026295760.1, NP_001091688.1	XP_029048607.1
OG0000271	NP_001157480.1	XP_029047035.1
OG0000272	XP_026302163.1	XP_029034319.1
OG0000272	XP_026300655.1, NP_001011621.1	XP_029032785.1, XP_029032787.1
OG0000273	XP_006560612.2	XP_029044326.1, XP_029044327.1
OG0000274	XP_396815.3	XP_029046053.1
OG0000275	XP_003251850.1	XP_029051562.1
OG0000276	XP_624151.1	XP_029053712.1
OG0000277	XP_001122835.3, XP_006565811.2	XP_029032823.1, XP_029032828.1, XP_029032829.1, XP_029032830.1, XP_029032831.1, XP_029032824.1, XP_029032825.1, XP_029032832.1, XP_029032833.1, XP_029032827.1
OG0000278	XP_026296923.1	XP_029051961.1, XP_029049618.1
OG0000279	NP_001164579.1	XP_029036092.1, XP_029036091.1, XP_029036094.1, XP_029036095.1, XP_029036096.1
OG0000280	XP_006557713.1	XP_029033988.1
OG0000281	NP_001011574.1	XP_029045757.1
OG0000283	XP_006567824.1, XP_006567820.1, XP_006567825.1, XP_006567823.1, XP_016767795.1, XP_016767792.1, XP_026296835.1	XP_029045503.1, XP_029045504.1
OG0000284	NP_001010975.1	XP_029055634.1
OG0000284	XP_026296666.1	XP_029055784.1
OG0000284	XP_395934.2	XP_029055401.1
OG0000285	XP_016767133.1	XP_029048573.1
OG0000286	NP_001164443.1	XP_029033341.1
OG0000287	XP_624121.2	XP_029055707.1
OG0000288	XP_026295225.1	XP_029037231.1
OG0000288	XP_624678.1	XP_029048238.1
OG0000289	XP_396469.1, XP_006571187.1, XP_006571186.1, XP_006571185.1	XP_029040796.1
OG0000290	XP_006563910.1, XP_016769242.1	XP_029051156.1
OG0000291	XP_006560155.1, XP_006560156.1	XP_029034855.1
OG0000292	XP_026302029.1, XP_026302031.1, XP_026302030.1	XP_029042887.1
OG0000292	XP_016772487.1	XP_029037740.1
OG0000293	NP_001013377.2	XP_029038982.1, XP_029038983.1, XP_029038981.1
OG0000294	XP_026294745.1	XP_029041535.1
OG0000295	XP_026296372.1, XP_026296371.1	XP_029042145.1
OG0000296	XP_003249767.1, XP_392285.1	XP_029049544.1, XP_029049545.1, XP_029049543.1
OG0000297	NP_001011640.1	XP_029038213.1
OG0000298	XP_016767798.1, XP_006567970.1, XP_006567968.1, XP_006567969.1, XP_006567967.1	XP_029052544.1, XP_029052541.1, XP_029052542.1, XP_029052540.1
OG0000299	XP_006563972.1, XP_006563971.1, XP_396934.4	XP_029033103.1, XP_029033106.1, XP_029033105.1, XP_029033102.1
OG0000300	XP_016773009.2	XP_029032385.1
OG0000300	XP_624183.1	XP_029032635.1
OG0000301	XP_016772392.1, NP_001035323.1	XP_029048644.1, XP_029048643.1
OG0000302	XP_006571833.1	XP_029039652.1
OG0000302	XP_395048.4	XP_029045566.1
OG0000303	XP_016772523.1	XP_029051023.1
OG0000303	XP_026299472.1	XP_029035381.1
OG0000303	XP_026299848.1	XP_029048888.1
OG0000304	XP_006568070.1	XP_029044234.1, XP_029044235.1, XP_029044237.1, XP_029044236.1, XP_029044238.1
OG0000306	XP_016767898.1	XP_029055772.1
OG0000306	XP_016767897.1	XP_029055768.1
OG0000307	XP_006561447.1, XP_026301562.1, XP_016772425.1	XP_029042359.1, XP_029042358.1
OG0000308	XP_392582.1	XP_029040434.1, XP_029040435.1, XP_029040433.1
OG0000310	XP_006568882.1, XP_006568883.1	XP_029056622.1, XP_029056621.1, XP_029056620.1, XP_029056619.1
OG0000311	XP_026300397.1, XP_016772838.2, XP_026300405.1, XP_026300396.1, XP_624298.3, XP_001122575.3, XP_006572097.2, XP_026300402.1	XP_029054207.1
OG0000312	XP_397055.1, XP_006558287.1	XP_029039443.1, XP_029039442.1
OG0000313	XP_026298038.1	XP_029044195.1
OG0000314	XP_026301105.1	XP_029040843.1, XP_029040844.1
OG0000314	XP_396447.3	XP_029040842.1
OG0000315	XP_006571730.2	XP_029050380.1
OG0000316	XP_006563165.2	XP_029052013.1
OG0000317	XP_006566517.1, XP_016770258.1, XP_026299433.1, XP_016770257.1	XP_029038559.1, XP_029038556.1, XP_029038557.1, XP_029038558.1
OG0000318	XP_026296489.1, XP_006570321.2	XP_029045169.1
OG0000319	XP_026299509.1, XP_026299510.1	XP_029049730.1
OG0000320	XP_026300661.1, NP_001159378.1	XP_029043380.1
OG0000321	XP_026299571.1	XP_029032312.1, XP_029032313.1
OG0000322	XP_006565594.3	XP_029045710.1, XP_029050313.1, XP_029040429.1
OG0000322	XP_001121102.2	XP_029035236.1
OG0000323	XP_026299532.1, XP_026299531.1, XP_026299534.1, XP_026299533.1	XP_029037477.1, XP_029037478.1, XP_029037481.1, XP_029037479.1, XP_029037480.1
OG0000324	XP_026296234.1, XP_026296228.1	XP_029032343.1, XP_029032272.1
OG0000325	XP_003251224.2, XP_006568360.2	XP_029032468.1, XP_029032467.1
OG0000326	XP_006567415.1, XP_001120061.2	XP_029036522.1, XP_029036513.1
OG0000327	XP_016770398.1, XP_016770397.1, XP_006564397.1, XP_006564400.1	XP_029044872.1
OG0000329	XP_001119858.2	XP_029045200.1
OG0000330	NP_001011638.1	XP_029039000.1
OG0000330	NP_001011616.2	XP_029044991.1, XP_029043396.1, XP_029044978.1
OG0000331	XP_006565044.2, XP_003250569.2, XP_003251149.1, XP_003251148.1, XP_394209.2, XP_392145.3, XP_006568008.2, XP_394210.5, XP_006565513.1	XP_029037754.1
OG0000332	XP_026300806.1, XP_026300805.1	XP_029039444.1, XP_029039445.1, XP_029039447.1
OG0000333	XP_006560640.1	XP_029035562.1
OG0000333	XP_026296150.1	XP_029048672.1
OG0000334	XP_006562896.1	XP_029040536.1
OG0000335	XP_003249498.1, XP_003249499.1	XP_029049760.1, XP_029049770.1, XP_029049752.1, XP_029049777.1
OG0000336	XP_006568577.1, XP_026298127.1	XP_029050296.1
OG0000336	XP_394886.4	XP_029053215.1
OG0000337	XP_006570477.1	XP_029044048.1
OG0000338	XP_016766952.1	XP_029049651.1
OG0000339	XP_393356.1	XP_029036574.1
OG0000339	XP_623285.1	XP_029035057.1
OG0000340	XP_026302145.1, NP_001106141.1	XP_029043213.1
OG0000341	XP_003249977.1, XP_006561675.1	XP_029047897.1
OG0000342	XP_026299722.1	XP_029048895.1
OG0000343	XP_392617.4	XP_029055935.1, XP_029055937.1, XP_029055936.1
OG0000344	XP_026301521.1, XP_026301524.1, XP_026301523.1, XP_026301526.1, XP_026301532.1, XP_026301514.1, XP_026301515.1, XP_026301519.1	XP_029040724.1
OG0000345	XP_006557317.1, XP_006557318.1, XP_006557319.1, XP_006557316.1, XP_016766730.1	XP_029046179.1, XP_029046178.1, XP_029046181.1, XP_029046182.1
OG0000347	XP_623076.2	XP_029056512.1, XP_029056513.1, XP_029056509.1, XP_029056510.1, XP_029056511.1
OG0000348	XP_026295623.1, XP_006571071.1, XP_006571072.1, XP_006571073.1, XP_006571074.1, XP_006571069.1, XP_006571070.1, XP_016769192.1, XP_006571068.1	XP_029040383.1, XP_029040373.1, XP_029040376.1, XP_029040378.1, XP_029040380.1, XP_029040381.1, XP_029040379.1, XP_029040374.1, XP_029040375.1, XP_029040377.1
OG0000349	XP_026301664.1, XP_026301665.1	XP_029045227.1, XP_029045228.1
OG0000350	XP_006564458.1, XP_006564457.1, XP_006564456.1, XP_006564455.1, XP_006564454.1	XP_029035510.1, XP_029035506.1, XP_029035507.1, XP_029035508.1, XP_029035509.1
OG0000351	XP_026295181.1	XP_029032992.1, XP_029032991.1, XP_029032993.1
OG0000352	XP_006569000.1, XP_006568999.1, XP_006568998.1, XP_016766331.1	XP_029054732.1, XP_029054729.1
OG0000356	NP_001011593.1, XP_006567383.1	XP_029038604.1
OG0000357	XP_006563129.1, XP_623083.1	XP_029043524.1, XP_029043523.1, XP_029043522.1, XP_029043520.1, XP_029043525.1, XP_029043526.1
OG0000358	XP_016768555.1, XP_006565559.1	XP_029055341.1, XP_029055342.1, XP_029055343.1, XP_029055344.1
OG0000360	XP_003249464.1	XP_029034706.1
OG0000361	XP_026301193.1	XP_029040875.1
OG0000362	XP_006559006.1	XP_029032609.1
OG0000362	XP_396824.1	XP_029032601.1, XP_029032600.1, XP_029032602.1, XP_029032603.1, XP_029032604.1
OG0000363	XP_001120232.3	XP_029037783.1
OG0000363	NP_001136109.1	XP_029051564.1
OG0000364	XP_006562214.1	XP_029048237.1
OG0000365	XP_006564303.1	XP_029049426.1, XP_029049425.1, XP_029049423.1, XP_029049424.1
OG0000367	XP_006562894.1, XP_006562893.1	XP_029040540.1, XP_029040539.1, XP_029040537.1, XP_029040541.1
OG0000368	XP_001120432.1	XP_029043022.1
OG0000368	NP_001170961.1	XP_029042037.1
OG0000369	XP_016772111.2	XP_029040906.1, XP_029040905.1
OG0000369	XP_006570176.2	XP_029035224.1
OG0000370	XP_026298736.1	XP_029036217.1
OG0000371	XP_006557654.1, XP_026301302.1, XP_016772326.1, XP_392709.3	XP_029034789.1, XP_029034794.1, XP_029034788.1, XP_029034793.1, XP_029034792.1
OG0000372	XP_026297975.1	XP_029050137.1
OG0000372	XP_394846.2	XP_029037026.1
OG0000375	XP_006570087.2, XP_006570088.2, XP_394997.3, XP_026300785.1, XP_016770156.2, XP_016770157.2	XP_029032555.1, XP_029032556.1, XP_029032551.1, XP_029032550.1, XP_029032553.1, XP_029032552.1, XP_029032554.1
OG0000376	XP_026298975.1, XP_026298976.1	XP_029052453.1, XP_029052451.1, XP_029052452.1
OG0000377	XP_006571428.1	XP_029040734.1
OG0000377	XP_393285.1	XP_029034326.1
OG0000378	XP_394649.3	XP_029054852.1, XP_029055356.1
OG0000379	XP_006569276.1	XP_029033796.1, XP_029033792.1
OG0000380	XP_006571553.1, XP_016772009.1, XP_392808.2	XP_029037950.1, XP_029037952.1
OG0000381	XP_623273.1	XP_029053290.1
OG0000381	XP_392943.3	XP_029056661.1
OG0000382	XP_391836.2	XP_029039628.1, XP_029039629.1, XP_029039627.1
OG0000382	XP_006567371.1	XP_029046829.1
OG0000383	XP_006565095.2, XP_001120578.2	XP_029037376.1, XP_029037375.1, XP_029050159.1
OG0000384	XP_392769.5	XP_029032128.1, XP_029032123.1
OG0000384	XP_016766394.2	XP_029032140.1
OG0000385	XP_026298045.1	XP_029049378.1
OG0000385	XP_026297284.1	XP_029055593.1
OG0000386	XP_026301328.1, XP_006563697.2	XP_029056438.1
OG0000387	XP_026297715.1, XP_624193.2, XP_006571990.1	XP_029033287.1
OG0000388	XP_006564597.1	XP_029047149.1
OG0000389	XP_026296199.1	XP_029051988.1
OG0000389	XP_016771975.2	XP_029037895.1
OG0000391	XP_397517.2, XP_006568902.1, XP_006568901.1, XP_006568903.1, XP_006568900.1	XP_029043249.1, XP_029043246.1, XP_029043247.1, XP_029043244.1, XP_029043245.1, XP_029043250.1, XP_029043248.1
OG0000394	XP_006559712.2, XP_006559711.2, XP_397062.3	XP_029051207.1, XP_029051206.1
OG0000395	XP_026298838.1	XP_029041446.1, XP_029041452.1, XP_029041451.1, XP_029041449.1, XP_029041447.1, XP_029041448.1
OG0000395	XP_006568548.2	XP_029050227.1
OG0000396	XP_016768985.2	XP_029044293.1
OG0000397	XP_001123187.2	XP_029053422.1, XP_029053423.1, XP_029053421.1, XP_029053420.1, XP_029053419.1, XP_029053417.1, XP_029053424.1, XP_029053425.1
OG0000398	XP_006562405.1	XP_029040473.1, XP_029040469.1, XP_029040470.1, XP_029040468.1, XP_029040471.1
OG0000399	XP_006564719.2, XP_016769093.2, XP_006564729.1	XP_029051263.1, XP_029051260.1
OG0000400	XP_006563318.2, XP_026295759.1, XP_026295755.1	XP_029047557.1
OG0000401	XP_026296707.1	XP_029055758.1, XP_029055757.1, XP_029055762.1, XP_029055761.1, XP_029055759.1
OG0000402	NP_001157188.1, XP_006564106.1	XP_029035694.1
OG0000403	XP_026301925.1, XP_026301994.1, XP_026301991.1, XP_026301980.1	XP_029034027.1, XP_029034020.1, XP_029034022.1
OG0000405	XP_395824.1	XP_029040022.1, XP_029040023.1
OG0000405	XP_395771.3	XP_029050577.1
OG0000406	XP_624150.2	XP_029055567.1
OG0000407	XP_016768376.1, XP_392398.3	XP_029043686.1
OG0000407	XP_001122213.5	XP_029043684.1
OG0000408	XP_003251385.1	XP_029052495.1
OG0000408	XP_393143.2	XP_029032254.1
OG0000409	XP_006570965.1	XP_029052807.1
OG0000410	XP_393523.5	XP_029036046.1
OG0000410	XP_391942.5	XP_029034621.1, XP_029034617.1
OG0000411	XP_624548.2	XP_029035220.1
OG0000411	XP_006557483.1	XP_029055622.1
OG0000412	XP_026302239.1, XP_006568843.1	XP_029034129.1
OG0000413	XP_026300633.1, XP_026300632.1, XP_026300636.1	XP_029038086.1
OG0000414	XP_016769079.1	XP_029053178.1
OG0000415	XP_026295887.1, XP_395146.3	XP_029034205.1, XP_029034224.1, XP_029034214.1, XP_029034233.1
OG0000416	XP_006570866.1	XP_029050280.1
OG0000416	XP_026299610.1	XP_029040989.1
OG0000417	XP_026296264.1, XP_026296267.1	XP_029046684.1, XP_029046681.1
OG0000418	XP_006570570.1, NP_001177850.1	XP_029053844.1
OG0000419	XP_006569847.1	XP_029038504.1, XP_029038503.1
OG0000420	XP_006568996.1	XP_029054713.1
OG0000421	XP_001121869.2, XP_026296772.1	XP_029045207.1, XP_029045205.1, XP_029045209.1, XP_029045208.1, XP_029045206.1
OG0000422	XP_006572088.1	XP_029042799.1, XP_029042800.1, XP_029042801.1, XP_029042802.1, XP_029042804.1, XP_029042805.1, XP_029042806.1, XP_029042807.1
OG0000423	XP_026295804.1	XP_029042969.1, XP_029042970.1, XP_029042968.1
OG0000424	XP_016768639.1	XP_029051825.1
OG0000424	XP_006562644.1	XP_029051827.1
OG0000425	XP_395221.4	XP_029050552.1, XP_029050554.1, XP_029050553.1
OG0000426	XP_393189.1, XP_006559877.1	XP_029051625.1, XP_029051626.1, XP_029051627.1, XP_029051628.1, XP_029051629.1, XP_029051630.1, XP_029051631.1
OG0000427	XP_394389.3	XP_029033739.1
OG0000427	XP_396915.4	XP_029050501.1
OG0000427	XP_016767660.1	XP_029043845.1
OG0000428	XP_026301054.1, NP_001314884.1	XP_029056380.1
OG0000429	XP_026296787.1	XP_029042878.1
OG0000430	XP_016772824.1	XP_029048756.1
OG0000430	XP_026295303.1	XP_029037852.1
OG0000431	XP_016768886.2	XP_029034929.1
OG0000432	XP_026298315.1, XP_016769150.2	XP_029044224.1, XP_029044225.1, XP_029044227.1, XP_029044228.1
OG0000433	XP_001120293.2	XP_029033674.1, XP_029033660.1
OG0000433	NP_001011614.1	XP_029045024.1
OG0000435	XP_006558601.1	XP_029050354.1
OG0000436	XP_006564598.1, XP_006564601.1	XP_029047130.1
OG0000437	XP_006566943.1, XP_393874.3	XP_029034616.1, XP_029034615.1
OG0000438	XP_006567961.1, XP_397205.2	XP_029052561.1
OG0000439	XP_006569984.1	XP_029055734.1
OG0000441	XP_003251165.1, XP_006568081.1	XP_029044307.1, XP_029044308.1
OG0000442	XP_006560934.1, XP_016766817.1, XP_016766820.1, XP_624657.2, XP_006560933.1, XP_016766818.1	XP_029032945.1, XP_029032946.1, XP_029032947.1
OG0000443	XP_016771723.2	XP_029032458.1, XP_029032459.1
OG0000444	XP_624349.1	XP_029049724.1, XP_029049723.1, XP_029049722.1
OG0000445	XP_392097.5	XP_029052017.1
OG0000445	XP_006563187.2	XP_029052019.1
OG0000446	XP_393129.4, XP_006559729.2, XP_006559730.2, XP_006559728.2	XP_029047028.1
OG0000447	XP_006559494.1	XP_029044272.1
OG0000448	XP_016767931.1	XP_029036628.1
OG0000449	XP_003250896.1, XP_001120350.1, XP_003250898.1	XP_029053399.1, XP_029053400.1, XP_029053397.1, XP_029053398.1
OG0000450	XP_026295212.1	XP_029040640.1
OG0000451	XP_006572424.1, NP_001265256.1	XP_029041017.1
OG0000452	XP_006566781.2	XP_029049758.1
OG0000452	XP_026299462.1	XP_029054030.1, XP_029054029.1, XP_029054028.1
OG0000453	XP_392026.2, XP_006565842.1	XP_029050616.1
OG0000454	XP_006567039.1	XP_029056127.1, XP_029056126.1, XP_029056137.1, XP_029056136.1, XP_029056129.1, XP_029056128.1, XP_029056130.1, XP_029056133.1, XP_029056132.1, XP_029056135.1
OG0000455	XP_006568930.1	XP_029036323.1, XP_029036319.1, XP_029036321.1, XP_029036324.1, XP_029036322.1
OG0000456	XP_006572147.1	XP_029032315.1, XP_029032318.1, XP_029032319.1, XP_029032317.1, XP_029032316.1, XP_029032314.1
OG0000457	XP_001122652.2	XP_029045192.1
OG0000458	XP_003251707.1, XP_006571340.1, XP_003251708.1	XP_029051946.1
OG0000459	XP_016769739.2	XP_029033471.1
OG0000461	XP_396991.5, XP_006560484.2, XP_006560483.2	XP_029036118.1, XP_029036117.1, XP_029036116.1
OG0000462	XP_026301426.1	XP_029045767.1, XP_029045768.1, XP_029045771.1, XP_029045769.1, XP_029045770.1, XP_029045765.1, XP_029045764.1, XP_029045763.1, XP_029045759.1, XP_029045761.1, XP_029045760.1, XP_029045766.1
OG0000463	XP_006571228.1, XP_006571233.1	XP_029050891.1
OG0000464	XP_026302089.1	XP_029035768.1
OG0000465	XP_026295428.1	XP_029033042.1
OG0000466	XP_026298283.1, XP_003249882.1, XP_026298282.1	XP_029053155.1, XP_029053153.1
OG0000467	XP_006566644.1	XP_029046488.1
OG0000468	XP_006558307.1, XP_006558308.1, XP_006558304.1, XP_006558305.1, XP_006558306.1, XP_006558309.1, XP_026301100.1, XP_026301099.1, XP_026301101.1, XP_016772297.1, XP_016772296.1	XP_029034757.1
OG0000469	XP_026296160.1, XP_026296161.1, XP_026296162.1, XP_026296163.1	XP_029048121.1, XP_029048127.1, XP_029048113.1
OG0000470	XP_026299985.1	XP_029048818.1
OG0000471	XP_003249895.1, XP_006561688.1, XP_001119951.1	XP_029047912.1, XP_029047914.1, XP_029047913.1
OG0000472	XP_006568709.1	XP_029055117.1, XP_029055137.1, XP_029055133.1, XP_029055157.1, XP_029055152.1, XP_029055122.1, XP_029055149.1, XP_029055160.1, XP_029055144.1, XP_029055165.1, XP_029055140.1, XP_029055127.1, XP_029055128.1
OG0000473	XP_026300422.1, XP_026300419.1	XP_029046676.1
OG0000474	XP_394152.2	XP_029040750.1, XP_029040754.1, XP_029040752.1, XP_029040753.1, XP_029040751.1
OG0000475	XP_016772190.1	XP_029053248.1
OG0000476	NP_001314896.1	XP_029046841.1
OG0000477	XP_003250526.1, XP_026296405.1	XP_029046451.1
OG0000477	XP_006570759.1, NP_001171493.1, NP_001171492.1	XP_029052005.1
OG0000478	XP_006562526.1, XP_006562527.1, XP_003250091.1	XP_029055612.1
OG0000479	XP_006570497.1, XP_006570499.1, XP_006570498.1	XP_029042740.1
OG0000480	XP_016767961.2	XP_029042187.1
OG0000482	XP_016772171.1	XP_029050382.1
OG0000483	XP_394164.3, XP_006571261.2, XP_006571260.2	XP_029033968.1
OG0000484	XP_016772038.1	XP_029049298.1, XP_029049297.1, XP_029049293.1, XP_029049296.1, XP_029049295.1
OG0000485	XP_003250116.1	XP_029053428.1
OG0000485	XP_623182.1	XP_029053426.1
OG0000487	XP_026296477.1	XP_029036394.1
OG0000487	XP_394584.4	XP_029036397.1, XP_029036396.1, XP_029036395.1
OG0000488	XP_396989.2, XP_006569713.1	XP_029041089.1, XP_029041086.1, XP_029041087.1, XP_029041084.1, XP_029041083.1, XP_029041088.1
OG0000489	XP_006568168.1	XP_029050496.1
OG0000490	XP_016770813.1, XP_006566536.1	XP_029048942.1, XP_029048941.1, XP_029048940.1
OG0000491	XP_395083.5, XP_016766993.2	XP_029033855.1, XP_029033853.1
