Orthogroup	Apis_mellifera	Solenopsis_invicta
OG0000204	XP_001121814.2	XP_011157986.2, XP_039310926.1, XP_039310928.1, XP_039310930.1, XP_039310927.1, XP_025986662.2, XP_025986663.1, XP_011157989.1, XP_039310924.1, XP_025986661.1, XP_011157991.1
OG0000205	XP_016766914.1	XP_011168746.1, XP_039308307.1
OG0000206	XP_026300186.1	XP_039314588.1, XP_039314587.1, XP_039314586.1, XP_039302134.1, XP_039302063.1, XP_011172221.2, XP_011172346.2, XP_025993307.2
OG0000207	NP_001014430.1, XP_006566311.1	XP_025996998.1
OG0000207	NP_001011652.1	XP_011156648.1
OG0000207	NP_001305411.1	NP_001291516.1
OG0000208	XP_006562317.1	XP_011156625.1
OG0000208	XP_625189.3	XP_039313116.1, XP_039313117.1
OG0000209	XP_016769475.1, XP_016769473.1, XP_016769472.1, XP_016769471.1, XP_016769470.1, XP_016769476.1, XP_016769474.1	XP_011160517.1, XP_011160520.1
OG0000210	XP_026297186.1	XP_039301699.1
OG0000210	XP_016769921.1	XP_011157224.2
OG0000210	XP_006562251.2	XP_025991680.2
OG0000212	XP_026298300.1	XP_011175849.1
OG0000213	XP_006572329.1, XP_006572330.1, XP_016772966.1, XP_623325.1	XP_039307097.1, XP_039307100.1, XP_039307098.1, XP_039307099.1, XP_039307096.1
OG0000214	XP_623084.1	XP_011162082.1
OG0000214	XP_392104.4	XP_025990048.1, XP_025990047.1
OG0000215	XP_016772012.1	XP_025993451.1, XP_039314411.1, XP_011167858.1
OG0000215	XP_394061.2	XP_011167862.1, XP_039314414.1, XP_039314413.1, XP_011167867.1, XP_039314640.1
OG0000216	XP_016767691.1	XP_011163750.1
OG0000217	XP_394861.4	XP_011155464.2
OG0000218	XP_623312.2	XP_011160002.1, XP_011160001.1, XP_011160003.1, XP_011160000.1
OG0000219	XP_392277.4, XP_006563970.2	XP_011168754.1, XP_011168753.1, XP_011168751.1, XP_011168750.1, XP_011168748.1
OG0000221	XP_006571382.1	XP_025986297.1
OG0000223	NP_001157186.1, XP_016769330.2	XP_011166243.1
OG0000223	XP_001121634.3	XP_011158143.1
OG0000225	XP_006567210.2	XP_011163592.1
OG0000226	XP_026300579.1	XP_025988435.1
OG0000227	XP_006562291.2, XP_006562294.2, XP_006562293.2, XP_016770836.2	XP_025988617.1, XP_025988616.1
OG0000229	XP_001121505.2	XP_011167118.1
OG0000230	XP_026300638.1, XP_026300637.1	XP_039310937.1, XP_011157985.1
OG0000231	XP_006562424.1	XP_039311197.1, XP_025994418.1, XP_025994419.1, XP_025994417.1
OG0000232	XP_393976.2, XP_006563043.1, XP_006563042.1	XP_011161208.1, XP_011161207.1
OG0000233	XP_001120116.2, XP_016768768.2, XP_397073.5, XP_026300288.1	XP_011165376.2, XP_011165374.2, XP_011165377.1, XP_011165378.1, XP_011165383.1, XP_025993530.1, XP_011165381.1, XP_011165400.1, XP_025993534.2
OG0000234	XP_393127.4	XP_039301750.1, XP_039301749.1, XP_025986027.1, XP_025986025.2, XP_025986029.1, XP_025986030.1, XP_025986032.1, XP_025986033.1, XP_025986034.1, XP_025992614.1
OG0000235	XP_026294767.1, XP_026294798.1, XP_026294810.1	XP_039301746.1, XP_011176069.1, XP_011176072.1, XP_011176068.1
OG0000236	NP_001011639.2	XP_011164467.1
OG0000236	NP_001071293.1	XP_025993904.1
OG0000237	XP_006559358.1	XP_025992756.2
OG0000239	XP_006560473.1, XP_623685.1	XP_011164898.1, XP_011164905.1, XP_039315084.1, XP_039313572.1, XP_025986634.2, XP_025986633.2, XP_025986632.2
OG0000240	XP_001122105.4	XP_039315157.1, XP_011160092.3, XP_011160096.2, XP_011160089.1, XP_039309756.1, XP_011160938.2, XP_039309767.1, XP_039309764.1, XP_011160940.2, XP_039309765.1, XP_039309199.1, XP_039309198.1, XP_025992868.2, XP_025992871.2
OG0000241	XP_016770807.2, XP_016770806.2, XP_016770796.1, XP_016770795.1, XP_026299638.1	XP_011175763.2
OG0000243	XP_026297086.1	XP_039301690.1, XP_039301691.1, XP_011170229.2, XP_039312287.1, XP_039312290.1, XP_011163953.1, XP_039304163.1, XP_011166868.1, XP_011166866.1, XP_011166867.2
OG0000244	XP_026300900.1	XP_039306518.1, XP_011175201.1, XP_011175202.1
OG0000245	NP_001011627.1	XP_011162616.1
OG0000246	XP_394115.2	XP_011161827.1, XP_039303228.1
OG0000246	XP_006563197.1	XP_039302793.1, XP_039302661.1
OG0000247	XP_006562263.2	XP_011173011.1
OG0000248	XP_026299493.1	XP_039304040.1, XP_025995392.1
OG0000249	XP_026298733.1	XP_011156910.2, XP_039306219.1, XP_011156908.1, XP_011174006.1
OG0000250	XP_026299154.1	XP_011161725.1, XP_025995993.1, XP_025995992.1
OG0000250	XP_625112.2	XP_011156530.2
OG0000251	XP_003250675.2	XP_011157217.1
OG0000251	XP_003250969.2	XP_011175696.1
OG0000252	XP_026298583.1, XP_026298580.1, XP_026298584.1	XP_025997250.1
OG0000254	XP_392477.4	XP_011166638.1
OG0000254	XP_623652.2	XP_011155529.1
OG0000255	XP_394814.1	XP_011171007.1
OG0000256	XP_006571385.1	XP_011169053.1, XP_011169052.1
OG0000257	XP_026300984.1	XP_039314679.1
OG0000257	XP_026300982.1	XP_039314645.1
OG0000258	NP_001035314.1	XP_025992647.1, XP_039303185.1, XP_039302453.1, XP_025996520.1, XP_025992648.1, XP_011164418.2
OG0000259	XP_026302035.1	XP_039309679.1, XP_039309716.1, XP_039309721.1, XP_039309680.1, XP_039309686.1, XP_039309683.1, XP_039309708.1, XP_039309709.1, XP_039309696.1, XP_039309717.1, XP_039309719.1, XP_011170601.2, XP_039309643.1, XP_011170599.2, XP_039309710.1, XP_039309647.1, XP_039309631.1, XP_039309632.1, XP_011166100.3, XP_039309639.1, XP_039309641.1, XP_039309642.1, XP_039309689.1, XP_039309644.1, XP_039309703.1, XP_039309712.1, XP_039309711.1, XP_039309714.1, XP_039309713.1, XP_039309530.1, XP_039309678.1, XP_039309724.1, XP_025994309.2
OG0000260	XP_016770898.2	XP_039302312.1
OG0000261	XP_393396.2	XP_011163661.1, XP_039305380.1, XP_011163662.1
OG0000263	XP_006570503.1, XP_393761.1	XP_011170654.1, XP_011170655.1, XP_011170657.1, XP_011170656.1, XP_011170653.1
OG0000264	XP_026298264.1, XP_026298263.1	XP_039306192.1
OG0000264	NP_001171498.1	XP_011165046.1
OG0000265	XP_624456.2	XP_011163230.1, XP_011172089.2, XP_025991743.1
OG0000266	NP_001171495.1	XP_011163945.2
OG0000266	XP_003249289.2	XP_011167747.1
OG0000268	XP_006562783.1, XP_016767403.1, XP_026295852.1, XP_026295853.1, XP_016767402.1, XP_016767400.1, XP_016767401.1, XP_016767399.1	XP_011158225.1, XP_011158224.1
OG0000269	XP_001120910.2	XP_011176251.1, XP_011176253.1, XP_025987467.1, XP_025987468.1, XP_025987465.1, XP_025987466.1, XP_025987463.1, XP_025987464.1
OG0000270	XP_003249152.1	XP_025992265.1
OG0000270	XP_006558130.1	XP_011166273.1
OG0000271	XP_026295760.1, NP_001091688.1	NP_001291526.1, XP_025988373.1
OG0000271	NP_001157480.1	XP_011161787.2
OG0000272	NP_001073564.1, XP_026302163.1	XP_025989138.1
OG0000272	XP_026300655.1, NP_001011621.1	XP_011157845.2
OG0000273	XP_016767148.1, XP_006560612.2	XP_011169097.2, XP_011169099.2, XP_025988447.2, XP_011169096.2
OG0000274	XP_396815.3	XP_039314283.1, XP_039314280.1, XP_039314281.1, XP_025988766.1, XP_025988765.1, XP_025988767.1, XP_039314282.1
OG0000275	XP_026298534.1, XP_026298730.1, XP_026298718.1, XP_003251850.1	XP_039313032.1, XP_039313033.1, XP_039313034.1
OG0000276	XP_624151.1	XP_025988816.1, XP_011164236.1
OG0000277	XP_001122835.3, XP_006565811.2	XP_011157342.1
OG0000278	XP_026296923.1	XP_011164304.1, XP_011164305.1
OG0000279	NP_001164579.1	XP_025993822.1, XP_025993819.1, XP_025993821.1, XP_025993820.1, XP_039309319.1, XP_011164446.1, XP_039309318.1
OG0000281	NP_001011574.1	XP_011170785.2
OG0000283	XP_006567824.1, XP_006567820.1, XP_006567825.1, XP_006567823.1, XP_016767795.1, XP_016767792.1, XP_026296835.1	XP_039302806.1
OG0000284	NP_001010975.1	XP_025994994.1
OG0000284	XP_395934.2	XP_011161425.1
OG0000285	XP_016767133.1, XP_001120198.1	XP_039311592.1, XP_011176371.1, XP_011176378.1, XP_011176361.1
OG0000286	NP_001164443.1	XP_011158397.1, XP_011158395.1, XP_011158398.1, XP_025991394.1
OG0000287	XP_016771224.1, XP_026302005.1, XP_026302006.1, XP_026302007.1, XP_026302008.1, XP_006570139.1, XP_006570135.1, XP_006570134.1, XP_006570140.1, XP_026302009.1	XP_011165803.1
OG0000287	XP_624121.2	XP_011165802.1
OG0000288	XP_026295225.1	XP_011167249.2
OG0000288	XP_624678.1	XP_039314771.1
OG0000289	XP_396469.1, XP_006571187.1, XP_006571186.1, XP_006571185.1	XP_039313629.1, XP_039313627.1, XP_011166676.1, XP_025994274.1, XP_011166677.1, XP_011166680.1, XP_011166679.1
OG0000290	XP_006563910.1, XP_016769242.1	XP_011170099.1
OG0000291	NP_001257755.1	XP_011165283.1
OG0000291	XP_026298041.1	XP_011175630.2
OG0000291	XP_006560155.1, XP_006560156.1	XP_011165472.3
OG0000292	XP_026302029.1, XP_026302031.1, XP_026302030.1	XP_039302767.1, XP_011157418.1, XP_025993038.1, XP_025993037.1, XP_025993036.1, XP_025993035.1, XP_039302766.1
OG0000292	XP_016772487.1	XP_011157423.1
OG0000293	NP_001013377.2	XP_039305187.1
OG0000294	XP_026294745.1	XP_039305591.1, XP_039305577.1, XP_039305938.1, XP_039305191.1
OG0000295	XP_026296372.1, XP_026296371.1	XP_011157721.3
OG0000296	XP_003249767.1, XP_392285.1	XP_039313607.1
OG0000297	NP_001011640.1	XP_039312929.1
OG0000298	XP_016767798.1, XP_006567970.1, XP_006567968.1, XP_006567969.1, XP_006567967.1	XP_011163496.1, XP_039314927.1, XP_039314926.1, XP_011163495.1
OG0000299	XP_006563972.1, XP_006563971.1, XP_396934.4	XP_011168755.2, XP_039308295.1, XP_011168756.2
OG0000300	XP_624183.1	XP_039309883.1
OG0000301	XP_016772392.1, NP_001035323.1	XP_011170516.1, XP_039304166.1
OG0000302	XP_395048.4	XP_039311789.1
OG0000303	XP_026299472.1	XP_039312848.1
OG0000303	XP_026299848.1	XP_039302513.1
OG0000304	XP_006568070.1	XP_039302604.1, XP_011175853.1
OG0000306	XP_016767898.1, XP_016767897.1	XP_025988786.1, XP_011170424.1, XP_039314289.1
OG0000307	XP_006561447.1, XP_026301562.1, XP_016772425.1	XP_039315186.1, XP_039309355.1, XP_039315188.1, XP_039315187.1, XP_039309356.1, XP_039309357.1
OG0000308	XP_392582.1	XP_025990312.1, XP_039306101.1, XP_025990313.1, XP_039306095.1, XP_039306092.1, XP_039306103.1
OG0000310	XP_006568882.1, XP_006568883.1	XP_011158546.1, XP_011158544.1, XP_039302548.1, XP_039302551.1, XP_039302550.1, XP_039302549.1, XP_039302552.1, XP_039302553.1
OG0000311	XP_026300397.1, XP_016772838.2, XP_026300405.1, XP_026300396.1, XP_624298.3, XP_001122575.3, XP_006572097.2, XP_026300402.1	XP_025991643.1, XP_011161322.1, XP_039314394.1, XP_039301666.1, XP_039301665.1, XP_011162412.2, XP_039308731.1, XP_011161325.1, XP_039306127.1, XP_025997312.1, XP_011175170.1, XP_039306544.1, XP_039306543.1, XP_011175275.1, XP_039306140.1, XP_039306124.1, XP_039306125.1, XP_039306123.1, XP_039306134.1, XP_039306133.1, XP_039306137.1, XP_039315137.1
OG0000312	XP_397055.1, XP_006558287.1	XP_011173333.1
OG0000313	XP_026298038.1	XP_011175815.1
OG0000314	XP_396447.3	XP_039310823.1
OG0000315	XP_006571730.2	XP_011156600.1, XP_011167657.2, XP_011167650.2, XP_011167653.1, XP_039312601.1, XP_011167658.1, XP_011167651.2, XP_011167652.1, XP_011167649.1
OG0000316	XP_006563165.2	XP_011165933.1
OG0000317	XP_006566517.1, XP_016770258.1, XP_026299433.1, XP_016770257.1	XP_025995413.2, XP_039313826.1, XP_011162316.2, XP_011162315.2, XP_025995412.2
OG0000318	XP_026296489.1, XP_006570321.2	XP_011176294.1
OG0000319	XP_026299509.1, XP_026299510.1	XP_011169063.1, XP_011169064.1, XP_011169065.1
OG0000320	XP_026300661.1, NP_001159378.1	XP_011157059.2, XP_011159342.1, XP_011159343.1, XP_011159341.1, XP_039304572.1
OG0000321	XP_026299571.1	XP_011172456.1, XP_011172453.1, XP_039314100.1
OG0000322	XP_006565594.3	XP_011157229.1, XP_011157228.1
OG0000323	XP_026299532.1, XP_026299531.1, XP_026299534.1, XP_026299533.1	XP_011162498.1, XP_039310186.1, XP_039310184.1, XP_039310185.1
OG0000324	XP_026296234.1, XP_026296228.1	XP_039304925.1, XP_039304936.1
OG0000324	XP_026295817.1, XP_026295816.1	XP_011168296.2
OG0000325	XP_003251224.2, XP_006568360.2	XP_025995957.2
OG0000326	XP_006567415.1, XP_001120061.2	XP_011155856.1, XP_025991274.1, XP_025991272.1, XP_025991273.1
OG0000327	XP_016770398.1, XP_016770397.1, XP_006564397.1, XP_006564400.1	XP_025990791.2, XP_039306899.1, XP_025990793.1
OG0000329	XP_001119858.2	XP_011174933.2, XP_011174925.1
OG0000330	NP_001011638.1	XP_011164096.1
OG0000330	NP_001011616.2	XP_025989792.2, XP_011160312.2
OG0000332	XP_026300806.1, XP_026300805.1	XP_011173375.1, XP_011173377.1, XP_039305807.1
OG0000333	XP_006560640.1, XP_026296150.1	XP_039305276.1, XP_039305277.1
OG0000334	XP_006562896.1	XP_039308455.1, XP_039308454.1, XP_039306966.1, XP_039308429.1
OG0000335	XP_003249498.1, XP_003249499.1	XP_011157762.1
OG0000336	XP_006568577.1, XP_026298127.1	XP_011164875.1, XP_011164877.1
OG0000336	XP_394886.4	XP_025987058.2
OG0000337	XP_006570477.1	XP_011173365.2
OG0000338	XP_016766952.1	XP_011171807.1
OG0000339	XP_393356.1	XP_011166134.1
OG0000339	XP_623285.1	XP_011176133.1
OG0000340	XP_026302145.1, NP_001106141.1	XP_025996699.2
OG0000341	XP_003249977.1, XP_006561675.1	XP_011160367.1
OG0000342	XP_026299722.1	XP_025986147.2
OG0000343	XP_392617.4	XP_011172106.1
OG0000344	XP_026301521.1, XP_026301524.1, XP_026301523.1, XP_026301526.1, XP_026301532.1, XP_026301514.1, XP_026301515.1, XP_026301519.1	XP_011171384.2, XP_011171383.2, XP_039306999.1
OG0000345	XP_006557317.1, XP_006557318.1, XP_006557319.1, XP_006557316.1, XP_016766730.1	XP_011159940.2, XP_039311426.1, XP_011159942.2, XP_011159941.2
OG0000347	XP_623076.2	XP_039311376.1
OG0000348	XP_026295623.1, XP_006571071.1, XP_006571072.1, XP_006571073.1, XP_006571074.1, XP_006571069.1, XP_006571070.1, XP_016769192.1, XP_006571068.1	XP_025991268.1, XP_025991269.1, XP_039310127.1
OG0000349	XP_026301664.1, XP_026301665.1	XP_039313919.1, XP_039313920.1, XP_039313917.1, XP_039313918.1, XP_039313921.1, XP_039313922.1
OG0000350	XP_006564458.1, XP_006564457.1, XP_006564456.1, XP_006564455.1, XP_006564454.1	XP_039308116.1, XP_039308118.1, XP_039308117.1, XP_039308119.1, XP_011159774.1, XP_011159775.1
OG0000351	XP_026295181.1	XP_011175689.2, XP_039313432.1, XP_039313431.1, XP_039313430.1, XP_039313429.1
OG0000352	XP_006569000.1, XP_006568999.1, XP_006568998.1, XP_016766331.1	XP_011167136.1
OG0000353	XP_016768966.2	XP_011173575.3, XP_011173574.2, XP_011173573.2, XP_039312123.1, XP_039312104.1, XP_039312126.1, XP_039312124.1, XP_039312112.1, XP_039312100.1, XP_039312109.1, XP_039312081.1, XP_039312082.1, XP_011163168.3, XP_025994642.2, XP_039307775.1, XP_039307925.1, XP_039307764.1, XP_011156980.3, XP_039307747.1, XP_039307748.1, XP_025989890.2, XP_039307922.1, XP_039307923.1, XP_039307746.1, XP_025989905.2, XP_039307776.1, XP_039307777.1, XP_011156955.3, XP_039307745.1, XP_039307324.1, XP_039307325.1, XP_039307323.1, XP_025989883.2, XP_011156957.3, XP_039307320.1, XP_039307329.1, XP_039307335.1, XP_039307334.1, XP_025989887.2, XP_039307328.1, XP_039307315.1
OG0000356	NP_001011588.1	XP_039310530.1
OG0000357	XP_006563129.1, XP_623083.1	XP_039307123.1
OG0000358	XP_016768555.1, XP_006565559.1	XP_011168327.1, XP_011168326.1
OG0000360	XP_003249464.1	XP_011159166.1, XP_011159170.1, XP_011159171.1, XP_011159172.1, XP_039311705.1, XP_011159167.1
OG0000361	XP_026301193.1	XP_025988581.1
OG0000362	XP_006559006.1	XP_011164453.2
OG0000362	XP_396824.1	XP_025995044.1
OG0000363	XP_001120232.3	XP_011175928.2
OG0000363	NP_001136109.1	XP_025985928.1
OG0000364	XP_006562214.1	XP_039304986.1, XP_039304985.1, XP_025995086.1, XP_025995085.1, XP_025995084.1, XP_025995083.1
OG0000365	XP_006564303.1	XP_039306342.1
OG0000367	XP_006562894.1, XP_006562893.1	XP_039311291.1, XP_039308453.1, XP_039308452.1
OG0000368	XP_001120432.1	XP_025990031.1
OG0000368	NP_001170961.1	XP_025993896.1, XP_025993895.1, XP_039303919.1
OG0000369	XP_016772111.2	XP_039304506.1, XP_039304503.1, XP_025996134.1
OG0000369	XP_006570176.2	XP_011160293.2
OG0000370	XP_026298736.1	XP_039306345.1
OG0000371	XP_006557654.1, XP_026301302.1, XP_016772326.1, XP_392709.3	XP_039311901.1
OG0000372	XP_026297975.1	XP_039313284.1
OG0000372	XP_394846.2	XP_011166761.1, XP_039309517.1
OG0000375	XP_006570087.2, XP_006570088.2, XP_394997.3, XP_026300785.1, XP_016770156.2, XP_016770157.2	XP_025996689.1, XP_039307908.1, XP_039307909.1
OG0000376	XP_026298975.1, XP_026298976.1	XP_011174039.1, XP_011174046.1, XP_011174051.1, XP_011174059.1, XP_025996341.1
OG0000377	XP_006571428.1	XP_011162555.1
OG0000377	XP_393285.1	XP_039310371.1
OG0000378	XP_394649.3	XP_011175590.1, XP_039313390.1
OG0000379	XP_006569276.1	XP_039308901.1, XP_039308903.1, XP_025991307.1, XP_025991305.1, XP_025991306.1, XP_025991304.1
OG0000380	XP_006571553.1, XP_016772009.1, XP_392808.2	XP_039310569.1, XP_039310570.1, XP_039310568.1, XP_011171156.1, XP_025992903.1
OG0000381	XP_623273.1	XP_039307216.1
OG0000381	XP_392943.3	XP_039302634.1
OG0000382	XP_391836.2	XP_011170984.1
OG0000382	XP_006567371.1	XP_011162104.2
OG0000383	XP_006565095.2, XP_001120578.2	XP_011162973.2
OG0000384	XP_392769.5	XP_039303070.1
OG0000384	XP_016766394.2	XP_011157435.1
OG0000385	XP_026297284.1	XP_011166700.1, XP_011166702.1
OG0000386	XP_026301328.1, XP_006563697.2	XP_011167781.2
OG0000387	XP_026297715.1, XP_624193.2, XP_006571990.1	XP_011161176.1, XP_039304263.1, XP_039301947.1
OG0000388	XP_006564597.1	XP_039308296.1, XP_039308297.1
OG0000389	XP_026296199.1, XP_016771975.2	XP_011165727.1, XP_011172675.1
OG0000390	XP_016768447.1	XP_039309504.1
OG0000391	XP_397517.2, XP_006568902.1, XP_006568901.1, XP_006568903.1, XP_006568900.1	XP_011158667.1
OG0000394	XP_006559712.2, XP_006559711.2, XP_397062.3	XP_039313718.1, XP_011165214.1
OG0000395	XP_026298838.1	XP_011163413.1
OG0000395	XP_006568548.2	XP_025991776.2
OG0000396	XP_016768985.2	XP_025988943.1
OG0000397	XP_001123187.2	XP_025988315.1, XP_025988314.1, XP_039309909.1, XP_025988313.1
OG0000398	XP_006562405.1	XP_011173312.2, XP_039306122.1
OG0000399	XP_006564719.2, XP_016769093.2, XP_006564729.1	XP_025986228.2, XP_039308214.1, XP_025986237.2, XP_025986223.2
OG0000400	XP_006563318.2, XP_026295759.1, XP_026295755.1	XP_039301700.1, XP_039315603.1, XP_039315590.1, XP_039315597.1, XP_039315595.1, XP_039315596.1, XP_039315601.1, XP_039315599.1
OG0000402	NP_001157188.1, XP_006564106.1	XP_011160235.1
OG0000403	XP_026301925.1, XP_026301994.1, XP_026301991.1, XP_026301980.1	XP_039308132.1, XP_039308125.1, XP_039308124.1, XP_039308135.1
OG0000405	XP_395824.1	XP_011176033.1, XP_011176032.1
OG0000406	XP_624150.2	XP_025988073.2, XP_011175524.1
OG0000407	XP_016768376.1, XP_392398.3	XP_011168687.1
OG0000407	XP_001122213.5	XP_039306565.1
OG0000408	XP_003251385.1	XP_011173210.1
OG0000408	XP_393143.2	XP_011163908.1, XP_011163907.1
OG0000409	XP_006570965.1	XP_011155587.1
OG0000410	XP_393523.5	XP_011176175.2
OG0000410	XP_391942.5	XP_025986889.1
OG0000411	XP_624548.2	XP_011160223.1
OG0000411	XP_006557483.1	XP_025995923.1
OG0000413	XP_026300633.1, XP_026300632.1, XP_026300636.1	XP_039307750.1
OG0000415	XP_026295887.1, XP_395146.3	XP_011168828.1
OG0000416	XP_006570866.1	XP_025994445.1
OG0000416	XP_026299610.1	XP_039306718.1
OG0000417	XP_026296264.1, XP_026296267.1	XP_039311146.1
OG0000418	XP_006570570.1, NP_001177850.1	XP_011175472.1
OG0000419	XP_006569847.1	XP_011170168.1, XP_039315218.1, XP_039315217.1, XP_011170167.1, XP_039315473.1, XP_011170169.1, XP_011170165.1, XP_011170166.1, XP_039315470.1, XP_039315471.1, XP_039315474.1, XP_039315475.1, XP_039315472.1
OG0000420	XP_006568996.1	XP_011167142.1
OG0000420	XP_006572449.2	XP_039302563.1
OG0000421	XP_001121869.2, XP_026296772.1	XP_025995747.1, XP_025995746.1, XP_025995745.1, XP_025995744.1
OG0000422	XP_006572088.1	XP_039308629.1
OG0000423	XP_026295804.1	XP_039305511.1, XP_039305512.1, XP_039305509.1, XP_039305510.1, XP_039305508.1, XP_039305513.1, XP_039305514.1, XP_039305516.1, XP_039305515.1, XP_011173532.1
OG0000424	XP_016768639.1	XP_039302020.1
OG0000424	XP_006562644.1	XP_025987000.1
OG0000425	XP_395221.4	XP_011168938.1, XP_025993412.1
OG0000426	XP_393189.1, XP_006559877.1	XP_011162778.1
OG0000427	XP_396915.4	XP_011172179.1
OG0000427	XP_016767660.1	XP_025988512.1
OG0000428	XP_026301054.1, NP_001314884.1	XP_025989494.1
OG0000429	XP_026296787.1	XP_039308806.1, XP_011155459.1, XP_011155455.1, XP_011155458.1, XP_011155456.1, XP_039308807.1, XP_039308805.1
OG0000430	XP_016772824.1, XP_026295303.1	XP_011169019.1
OG0000431	XP_016768886.2	XP_025993326.1, XP_039304285.1, XP_039304250.1
OG0000432	XP_026298315.1, XP_016769150.2	XP_039302936.1, XP_011165414.1, XP_011165415.1, XP_011165413.1
OG0000433	XP_001120293.2	XP_011171476.1
OG0000433	NP_001011614.1	XP_011160901.2
OG0000436	XP_006564601.1	XP_039308293.1, XP_039308289.1
OG0000436	XP_001120684.2	XP_025997109.2
OG0000437	XP_006566943.1, XP_393874.3	XP_039313661.1, XP_039313660.1, XP_011163984.1, XP_011163985.1
OG0000438	XP_006567961.1, XP_397205.2, XP_006559947.1	XP_011169727.2
OG0000439	XP_006569984.1	XP_011159444.1
OG0000440	XP_026298705.1	XP_011157156.1
OG0000441	XP_003251165.1, XP_006568081.1	XP_025994829.1, XP_039313740.1, XP_011163376.1, XP_025994830.1
OG0000442	XP_006560934.1, XP_016766817.1, XP_016766820.1, XP_624657.2, XP_006560933.1, XP_016766818.1	XP_011175728.1, XP_039312916.1, XP_039312917.1
OG0000443	XP_016771723.2	XP_011166034.1, XP_011166447.2
OG0000444	XP_624349.1	XP_011168529.1
OG0000445	XP_392097.5	XP_011161822.1
OG0000445	XP_006563187.2	XP_011161821.1
