Orthogroup	Apis_mellifera	Drosophila_melanogaster
OG0000314	XP_026301105.1	NP_611815.3
OG0000314	XP_396447.3	NP_001287244.1
OG0000316	XP_006563165.2	NP_723502.2, NP_611157.1
OG0000317	XP_006566517.1, XP_016770258.1, XP_026299433.1, XP_016770257.1	NP_732413.1
OG0000318	XP_026296489.1, XP_006570321.2	NP_609354.1
OG0000319	XP_026299509.1, XP_026299510.1	NP_523751.2
OG0000320	XP_026300661.1, NP_001159378.1	NP_001285825.1, NP_476734.1
OG0000321	XP_026299571.1	NP_523551.1
OG0000322	XP_006565594.3	NP_996040.1
OG0000322	XP_001121102.2	NP_649068.1
OG0000323	XP_026299532.1, XP_026299531.1, XP_026299534.1, XP_026299533.1	NP_524359.2
OG0000324	XP_026295817.1, XP_026295816.1, XP_026296204.1	NP_001189070.1
OG0000326	XP_006567415.1, XP_001120061.2	NP_001246635.1
OG0000327	XP_016770398.1, XP_016770397.1, XP_006564397.1, XP_006564400.1	NP_001246651.1
OG0000330	NP_001011616.2	NP_523672.1
OG0000331	XP_006565044.2, XP_003250569.2, XP_003251149.1, XP_003251148.1, XP_394209.2, XP_392145.3, XP_006568008.2, XP_394210.5, XP_006565513.1	NP_572986.1, NP_001285254.1, NP_001285253.1
OG0000332	XP_026300806.1, XP_026300805.1	NP_651838.1
OG0000333	XP_006560640.1, XP_026296150.1	NP_731787.1, NP_650273.2, NP_650274.2
OG0000334	XP_006562896.1	NP_001260523.1, NP_724023.1, NP_001097168.1, NP_609817.1
OG0000335	XP_026299572.1	NP_649526.2
OG0000335	XP_003249498.1, XP_003249499.1	NP_608439.2, NP_001285956.1
OG0000336	XP_006568577.1, XP_026298127.1, XP_394886.4	NP_001286141.1
OG0000337	XP_006570477.1	NP_001097630.2
OG0000338	XP_016766952.1	NP_001303553.1, NP_728030.2
OG0000339	XP_393356.1	NP_649788.2
OG0000339	XP_623285.1	NP_001245907.1
OG0000341	XP_003249977.1, XP_006561675.1	NP_001284896.1
OG0000344	XP_026301521.1, XP_026301524.1, XP_026301523.1, XP_026301526.1, XP_026301532.1, XP_026301514.1, XP_026301515.1, XP_026301519.1	NP_001246528.1
OG0000345	XP_006557317.1, XP_006557318.1, XP_006557319.1, XP_006557316.1, XP_016766730.1	NP_610946.1
OG0000347	XP_623076.2	NP_608720.2, NP_608717.2, NP_001285425.1, NP_608723.2, NP_610360.2, NP_609258.1
OG0000349	XP_026301664.1, XP_026301665.1	NP_650967.2
OG0000350	XP_006564458.1, XP_006564457.1, XP_006564456.1, XP_006564455.1, XP_006564454.1	NP_726992.2
OG0000351	XP_026295181.1	NP_001286398.1
OG0000352	XP_006569000.1, XP_006568999.1, XP_006568998.1, XP_016766331.1	NP_001259266.1
OG0000356	NP_001011588.1, NP_001011593.1, XP_006567383.1	NP_001163468.1, NP_728338.2
OG0000357	XP_006563129.1, XP_623083.1	NP_001137674.2
OG0000358	XP_016768555.1, XP_006565559.1	NP_001286927.1
OG0000360	XP_003249464.1	NP_001246235.1
OG0000361	XP_026301193.1	NP_001286677.1, NP_523803.1, NP_572371.1, NP_611264.2
OG0000362	XP_006559006.1	NP_647710.1
OG0000362	XP_396824.1	NP_523888.1
OG0000363	XP_001120232.3	NP_609157.3
OG0000363	NP_001136109.1	NP_651519.1, NP_610707.2, NP_651999.1
OG0000364	XP_006562214.1	NP_001245832.1, NP_523936.2, NP_572633.1
OG0000365	XP_006564303.1	NP_729619.1
OG0000367	XP_006562894.1, XP_006562893.1	NP_001286000.1
OG0000368	XP_001120432.1	NP_001260509.1
OG0000368	NP_001170961.1	NP_001285984.1
OG0000369	XP_016772111.2, XP_006570176.2	NP_649024.1
OG0000370	XP_026298736.1	NP_648711.1
OG0000372	XP_026297975.1, XP_394846.2	NP_788925.2, NP_728118.2
OG0000375	XP_006570087.2, XP_006570088.2, XP_394997.3, XP_026300785.1, XP_016770156.2, XP_016770157.2	NP_001262227.1
OG0000376	XP_026298975.1, XP_026298976.1	NP_611476.3
OG0000377	XP_393285.1	NP_476977.1
OG0000378	XP_006564195.1, XP_026297110.1	NP_996298.1
OG0000379	XP_006569276.1	NP_001162668.2
OG0000380	XP_006571553.1, XP_016772009.1, XP_392808.2	NP_524672.1
OG0000381	XP_623273.1	NP_727418.1
OG0000381	XP_392943.3	NP_001262919.1, NP_524921.1, NP_524937.1
OG0000382	XP_391836.2, XP_006567371.1	NP_001259313.1, NP_610213.1
OG0000383	XP_006565095.2, XP_001120578.2	NP_001163142.1
OG0000384	XP_392769.5	NP_001189151.1
OG0000384	XP_016766394.2	NP_001188547.1
OG0000385	XP_026298045.1, XP_026297284.1	NP_611305.1
OG0000386	XP_003250298.1, XP_026301328.1, XP_006563697.2	NP_001259349.1
OG0000387	XP_026297715.1, XP_624193.2, XP_006571990.1	NP_608955.1
OG0000388	XP_006564597.1	NP_001285744.1
OG0000389	XP_026296199.1, XP_016771975.2	NP_651184.1
OG0000390	XP_016768447.1	NP_001036599.1
OG0000394	XP_006559712.2, XP_006559711.2, XP_397062.3	NP_001285181.1, NP_569887.1, NP_001259118.1
OG0000395	XP_026298838.1, XP_006568548.2	NP_001262738.1
OG0000397	XP_001123187.2	NP_649233.2
OG0000398	XP_006562405.1	NP_611475.3
OG0000399	XP_006564719.2, XP_016769093.2, XP_006564729.1	NP_001285311.1
OG0000400	XP_006563318.2, XP_026295759.1, XP_026295755.1	NP_001259479.1
OG0000401	XP_026296707.1	NP_651350.2
OG0000403	XP_026301925.1, XP_026301994.1, XP_026301991.1, XP_026301980.1	NP_723263.2
OG0000405	XP_395824.1	NP_609402.1
OG0000405	XP_395771.3	NP_723611.1
OG0000406	XP_624150.2	NP_650571.2, NP_649888.1
OG0000407	XP_016768376.1, XP_392398.3, XP_001122213.5	NP_001261909.1, NP_648820.1, NP_001261908.1, NP_001189114.1
OG0000408	XP_003251385.1	NP_001097137.1
OG0000408	XP_393143.2	NP_001261876.1
OG0000409	XP_006570965.1	NP_001247003.1
OG0000411	XP_624548.2	NP_730248.2
OG0000411	XP_006557483.1	NP_570017.1
OG0000412	XP_026302239.1, XP_006568843.1	NP_573357.1, NP_001259699.1
OG0000413	XP_026300633.1, XP_026300632.1, XP_026300636.1	NP_523375.2
OG0000415	XP_026295887.1, XP_395146.3	NP_733403.1
OG0000416	XP_006570866.1, XP_026299610.1	NP_995952.1, NP_476818.1
OG0000417	XP_026296264.1, XP_026296267.1	NP_001097759.1
OG0000418	XP_006570570.1, NP_001177850.1	NP_001246512.1
OG0000419	XP_006569847.1	NP_001260362.1, NP_001285558.1
OG0000420	XP_006568996.1	NP_726324.3
OG0000420	XP_006572449.2	NP_001245543.1
OG0000421	XP_001121869.2, XP_026296772.1	NP_477105.2
OG0000422	XP_006572088.1	NP_001260025.1
OG0000423	XP_026295804.1	NP_651694.1
OG0000424	XP_006562644.1	NP_725192.2, NP_001036538.3, NP_001036539.1
OG0000425	XP_395221.4	NP_647811.2
OG0000426	XP_393189.1, XP_006559877.1	NP_001163740.1
OG0000427	XP_394389.3, XP_396915.4	NP_001286728.1, NP_001286726.1
OG0000427	XP_016767660.1	NP_732572.1
OG0000428	XP_026301054.1, NP_001314884.1	NP_001263092.1
OG0000429	XP_026296787.1	NP_788728.1
OG0000430	XP_016772824.1, XP_026295303.1	NP_001286094.1
OG0000431	XP_016768886.2	NP_001303439.1, NP_650478.1, NP_732047.2, NP_650475.1
OG0000432	XP_026298315.1, XP_016769150.2	NP_001260310.1
OG0000433	NP_001011614.1	NP_001137612.1, NP_001014501.1
OG0000434	XP_026296060.1	NP_001261100.1
OG0000436	XP_006564598.1, XP_006564601.1	NP_001246364.1
OG0000436	XP_001120684.2	NP_651178.1
OG0000437	XP_006566943.1, XP_393874.3	NP_001287127.1
OG0000438	XP_006567961.1, XP_397205.2, XP_006559947.1	NP_650405.2
OG0000439	XP_006569984.1	NP_647622.1, NP_001261264.1
OG0000440	XP_026298705.1	NP_651672.1
OG0000441	XP_003251165.1, XP_006568081.1	NP_001162891.1
OG0000442	XP_006560934.1, XP_016766817.1, XP_016766820.1, XP_624657.2, XP_006560933.1, XP_016766818.1	NP_001259518.1
OG0000443	XP_016771723.2	NP_001260942.1, NP_610331.1
OG0000444	XP_624349.1	NP_609032.1
OG0000445	XP_392097.5	NP_723044.1
OG0000445	XP_006563187.2	NP_001260071.1
OG0000446	XP_393129.4, XP_006559729.2, XP_006559730.2, XP_006559728.2	NP_001263109.1
OG0000447	XP_006559494.1	NP_727696.2
OG0000448	XP_016767931.1	NP_651721.1
OG0000449	XP_003250896.1, XP_001120350.1, XP_003250898.1	NP_001246778.1, NP_001246777.1
OG0000451	XP_006572424.1, NP_001265256.1	NP_609750.1, NP_730966.1
OG0000452	XP_006566781.2	NP_001260946.1
OG0000452	XP_026299462.1	NP_001286988.1
OG0000453	XP_392026.2, XP_006565842.1	NP_001246225.1
OG0000454	XP_006567039.1	NP_610614.1
OG0000456	XP_026299592.1, XP_026301733.1, XP_006572147.1	NP_608737.1, NP_651434.3
OG0000457	XP_001122652.2	NP_001368957.1
OG0000458	XP_003251707.1, XP_006571340.1, XP_003251708.1	NP_611606.1
OG0000459	XP_016769739.2	NP_001356963.1
OG0000461	XP_396991.5, XP_006560484.2, XP_006560483.2	NP_001285280.1
OG0000462	XP_026301426.1	NP_001261842.1
OG0000463	XP_006571243.1	NP_001245447.1, NP_001096965.1
OG0000466	XP_026298283.1, XP_003249882.1, XP_026298282.1	NP_609172.1
OG0000467	XP_006566644.1	NP_001246713.1
OG0000468	XP_006558307.1, XP_006558308.1, XP_006558304.1, XP_006558305.1, XP_006558306.1, XP_006558309.1, XP_026301100.1, XP_026301099.1, XP_026301101.1, XP_016772297.1, XP_016772296.1	NP_001260343.1
OG0000469	XP_026296160.1, XP_026296161.1, XP_026296162.1, XP_026296163.1	NP_651781.1
OG0000470	XP_026299985.1	NP_609192.1, NP_001097055.2, NP_001097056.3, NP_001138069.2
OG0000471	XP_003249895.1, XP_006561688.1, XP_001119951.1	NP_001188992.1
OG0000472	XP_006568709.1	NP_001285147.1
OG0000475	XP_016772190.1	NP_609588.1
OG0000476	NP_001314896.1	NP_001285980.1
OG0000477	XP_006570759.1, NP_001171493.1, NP_001171492.1	NP_728869.1
OG0000478	XP_006562526.1, XP_006562527.1, XP_003250091.1	NP_001027127.1
OG0000479	XP_006570497.1, XP_006570499.1, XP_006570498.1	NP_524809.2
OG0000480	XP_016767961.2	NP_001027106.1, NP_511050.1, NP_728924.2
OG0000482	XP_016772171.1	NP_001368949.1, NP_001097060.1, NP_001036339.1, NP_001260521.1
OG0000483	XP_394164.3, XP_006571261.2, XP_006571260.2	NP_610217.1, NP_611859.1
OG0000484	XP_016772038.1	NP_001163649.1
OG0000485	XP_003250116.1, XP_623182.1	NP_001286073.1, NP_001286071.1
OG0000486	XP_006569489.2	NP_611374.1
OG0000487	XP_026296477.1, XP_394584.4	NP_651901.3
OG0000488	XP_396989.2, XP_006569713.1	NP_001286563.1
OG0000489	XP_006568168.1	NP_001284957.1
OG0000490	XP_016770813.1, XP_006566536.1	NP_001287103.1
OG0000491	XP_395083.5, XP_016766993.2	NP_788278.1, NP_523702.1
OG0000492	XP_006560558.2	NP_001036362.1
OG0000493	XP_016769823.2, XP_006566138.2	NP_996214.1
OG0000495	XP_003250662.1	NP_612040.1
OG0000496	XP_026297623.1	NP_523937.2
OG0000497	XP_006565605.1	NP_001036687.1
OG0000497	XP_006572414.1	NP_001261016.1
OG0000498	XP_006559579.1, XP_006559581.1, XP_006559580.1, XP_006559582.1, XP_026298357.1, XP_395441.2	NP_611046.2
OG0000500	XP_026297088.1	NP_001245427.1
OG0000501	XP_026300273.1	NP_001261211.1, NP_001261207.1
OG0000502	XP_394423.4	NP_610226.2
OG0000503	XP_624930.1	NP_001163291.1
OG0000504	XP_026295426.1, XP_026295199.1	NP_477213.1, NP_609349.1
OG0000505	XP_001121886.1	NP_001285501.1
OG0000506	XP_026298297.1, XP_006569806.2, XP_006569804.2, XP_006569805.2, XP_026298298.1	NP_001334747.1
OG0000507	XP_006564764.1	NP_001033959.1, NP_001033839.1, NP_726308.1
OG0000508	XP_026298813.1, XP_026298814.1, XP_026298815.1, XP_394771.5	NP_001287331.1, NP_001188841.1
OG0000509	NP_001011598.1	NP_523768.1, NP_001286518.1, NP_477262.1
OG0000510	XP_026301327.1, XP_006561087.1, XP_006561089.1, XP_006561090.1	NP_001246792.1
OG0000513	XP_026301032.1, XP_624119.2, XP_006568169.1	NP_610051.2
OG0000516	XP_016773635.1, XP_006568839.1, XP_006568840.1	NP_476699.1
OG0000517	XP_026297099.1, XP_016768325.1	NP_732486.2
OG0000518	XP_006564978.1, XP_001120242.1	NP_001137633.1
OG0000519	XP_006557422.2, XP_006557421.1, XP_016770405.1	NP_648378.1
OG0000520	XP_001122715.3	NP_609115.1
OG0000521	XP_026297064.1	NP_001303469.1
OG0000522	XP_001122824.1	NP_523820.2, NP_650289.2, NP_611788.1, NP_650288.1
OG0000523	XP_006571136.1, XP_006571134.1, XP_006571132.1	NP_001286646.1, NP_001369113.1
OG0000524	XP_026299046.1	NP_649370.1, NP_649374.1
OG0000525	XP_006559446.1, XP_026301500.1	NP_001263050.1
OG0000526	XP_001121571.1	NP_610483.1
OG0000526	XP_006568337.1	NP_001246039.1
OG0000528	XP_001121565.2	NP_650142.1, NP_608978.2
OG0000529	XP_026300411.1, XP_006562554.1	NP_722721.1
OG0000530	XP_026300735.1	NP_523957.1
OG0000530	XP_391988.2	NP_001287054.1
OG0000533	XP_001122688.2, XP_006570133.1	NP_726548.1
OG0000536	XP_006571287.1	NP_731632.1
OG0000536	XP_006561141.1, NP_001071279.1	NP_524406.1
OG0000537	XP_003251102.1, NP_001314883.1	NP_001246303.1
OG0000537	NP_001314886.1, XP_026301730.1	NP_001188817.2
OG0000537	NP_001306197.1, XP_006567860.1	NP_001260486.1
OG0000538	XP_006565069.2	NP_001137782.1
OG0000540	XP_016767358.1	NP_648284.1
OG0000540	NP_001011603.1	NP_729446.1
OG0000541	XP_001121151.3	NP_651714.1
OG0000543	XP_006572407.1	NP_001259662.1
OG0000544	XP_006559256.3	NP_001260884.1
OG0000545	XP_006563715.1, XP_624704.1	NP_001014494.1, NP_001014493.2, NP_001014492.2
OG0000546	XP_006561812.3, XP_006561811.1	NP_648629.1, NP_001097313.1, NP_001097312.1, NP_001097311.1, NP_001097310.1
OG0000547	XP_016767787.2, XP_016767794.2, XP_016767790.2	NP_511062.1
OG0000548	NP_001257761.1	NP_648127.1, NP_648126.1
OG0000551	XP_026297520.1	NP_001259638.1, NP_573191.1
OG0000552	NP_001072129.1, XP_026298840.1	NP_001286811.1
OG0000553	XP_016768542.1, XP_016768543.1, XP_006558879.1, XP_016768544.1, XP_396692.3	NP_001189023.1
OG0000554	XP_016772339.1	NP_651415.1
OG0000555	XP_393605.1, XP_006566260.1	NP_611172.1
OG0000556	XP_006567941.1	NP_647674.1
OG0000557	XP_006567437.1, XP_392511.2	NP_573098.1
OG0000558	XP_026296849.1, XP_006565635.1	NP_650732.1
OG0000559	XP_392994.4, XP_006559458.1	NP_001285224.1
OG0000560	XP_016772137.1, XP_394090.1	NP_001287513.1
OG0000561	XP_026297724.1	NP_001285680.1
OG0000561	XP_006557696.2	NP_648220.1
OG0000562	XP_016766579.1	NP_648523.1
OG0000562	XP_006568498.2, XP_623065.2	NP_477210.1
OG0000563	XP_016767764.1	NP_648501.1
OG0000564	XP_006566631.1	NP_001097215.1
OG0000565	XP_016770567.2, XP_003251270.1	NP_001286175.1
OG0000567	XP_026299856.1, XP_016773439.2	NP_001284997.1
OG0000568	XP_006559506.1, XP_006559507.1	NP_477170.1
OG0000569	XP_016767448.1	NP_524209.3
OG0000569	XP_016770736.1	NP_524233.1
OG0000570	XP_393447.2, XP_006559055.1	NP_572801.2
OG0000571	NP_001013024.1, XP_006565650.1	NP_524625.3
OG0000572	XP_026300580.1	NP_001033956.2
OG0000573	XP_006564042.1	NP_001260658.1
OG0000574	XP_003249529.1	NP_610901.1
OG0000575	XP_026298744.1	NP_996071.2, NP_650108.2, NP_001097598.1, NP_001097597.2
OG0000576	XP_016771019.1	NP_001285799.1
OG0000579	XP_026299404.1	NP_001096880.1
OG0000582	XP_006572085.1	NP_647703.1
OG0000584	XP_392465.3	NP_731825.1
OG0000585	XP_395145.1	NP_001262720.1
OG0000586	XP_026295167.1	NP_001285420.1, NP_477101.1
OG0000587	XP_001120306.1	NP_001247005.1
OG0000588	XP_006565324.1	NP_477442.1
OG0000589	XP_016772822.2	NP_608365.1, NP_648309.1
OG0000591	XP_006561389.1	NP_001246992.1
OG0000591	XP_006562189.1	NP_476947.1
OG0000593	XP_026300821.1, XP_006569709.2	NP_001261723.1
OG0000594	XP_397140.4, XP_006557693.1	NP_649931.1
OG0000595	XP_016772178.1	NP_001260766.1
OG0000595	XP_003249784.1	NP_650716.2
OG0000596	XP_026294730.1	NP_524734.2
OG0000597	XP_394670.3	NP_648493.3
OG0000598	XP_016768976.1	NP_722858.1
OG0000599	XP_026301222.1, XP_006571354.1	NP_731390.1, NP_001163573.1
OG0000601	XP_001121625.2	NP_649628.2
OG0000601	XP_016772175.1, XP_026301478.1	NP_649627.1
OG0000602	XP_006568638.1	NP_572182.1
OG0000603	XP_006560736.1, XP_006560737.1, XP_625123.1	NP_649556.3
OG0000604	XP_026300714.1, XP_623342.2, XP_006563323.1	NP_001247314.1, NP_001262985.1
OG0000605	XP_003250801.2	NP_001138087.1
OG0000609	XP_006562145.1	NP_524612.2
OG0000611	XP_026301344.1	NP_001014525.1
OG0000612	XP_395486.2, XP_006570028.1, XP_016768335.1, XP_016768336.1	NP_001137800.1
OG0000613	XP_006570778.1, XP_016770474.1	NP_001285721.1
OG0000614	XP_016769264.1	NP_001036762.2, NP_001015499.4
OG0000614	XP_026301292.1	NP_001262793.1
OG0000616	XP_026294873.1, XP_026294874.1, XP_026294864.1	NP_610925.3
OG0000619	XP_016767139.1, XP_006566003.1	NP_650283.1
OG0000620	XP_003251155.1, XP_003251156.1	NP_001262966.1
OG0000621	XP_395330.3	NP_608616.2
OG0000622	XP_392055.2	NP_001260824.1
OG0000623	XP_625164.1, XP_006570258.1	NP_651455.1
OG0000624	XP_006571006.1, XP_006571012.1	NP_608663.1, NP_608668.2
OG0000625	XP_006559117.2, XP_006559116.2, XP_026297198.1	NP_523364.2
OG0000626	XP_006565218.1	NP_001286578.1
OG0000627	XP_006564492.1, XP_006564494.1, XP_006564495.1	NP_650034.1, NP_001246511.1
OG0000629	XP_001121210.2	NP_476685.1
OG0000631	XP_394020.3	NP_001188974.1, NP_001261083.1
OG0000632	XP_624210.1, XP_006557909.1	NP_648413.1
OG0000633	XP_625202.2	NP_611209.1
OG0000634	XP_026298991.1	NP_523566.4
OG0000634	XP_391818.3	NP_001285932.1
OG0000635	XP_001120792.2	NP_609594.2
OG0000636	XP_006566169.1, XP_026299092.1	NP_001036454.1
OG0000637	XP_016768345.2	NP_570060.1, NP_731045.1
OG0000638	XP_006558726.1	NP_001015096.2
OG0000639	XP_006569136.1, XP_624507.1, XP_016766306.1	NP_524132.1
OG0000640	XP_006559045.1	NP_001284902.1, NP_647886.2
OG0000641	XP_393087.2	NP_611356.1
OG0000642	NP_001229456.1	NP_001286255.1
OG0000643	XP_623075.1	NP_651971.2
OG0000643	XP_623266.3	NP_572287.1
OG0000644	XP_006565899.1, XP_006565900.1, XP_026294734.1, XP_026294733.1	NP_524980.1
OG0000645	XP_026298732.1	NP_573262.2, NP_650014.2
OG0000646	XP_006557496.1	NP_572168.1, NP_612043.1
OG0000647	XP_016769276.1, XP_026298073.1, XP_016769273.1, XP_016769275.1, XP_016769270.1, XP_016769271.1, XP_395161.2	NP_001356889.1
OG0000648	XP_393875.1	NP_001162713.1
OG0000650	XP_026295289.1, XP_026295288.1	NP_001097359.1
OG0000651	XP_026297326.1	NP_001260456.1
OG0000651	XP_026295089.1	NP_001033810.1
OG0000653	XP_016767592.2, XP_016767590.2, XP_016767593.2, XP_026296397.1, XP_016767587.2, XP_016767588.2, XP_016767589.2	NP_001261074.1
OG0000654	XP_625250.4, XP_003251400.1	NP_001287006.1
OG0000655	XP_006563887.1, XP_006563882.1, XP_006563890.1	NP_001163538.1
OG0000656	XP_006571742.2	NP_001261425.1
OG0000657	XP_006568825.1, XP_394284.2, XP_026302265.1	NP_648927.1, NP_001287089.1
OG0000659	XP_026298578.1	NP_001246461.1
OG0000660	XP_026295662.1	NP_001286912.1, NP_647694.1, NP_647696.1, NP_001246563.1, NP_649302.1, NP_649301.1
OG0000661	XP_006563190.1	NP_001036368.2
OG0000661	XP_016772474.2	NP_001027277.1
OG0000662	XP_392401.3	NP_001138085.1, NP_524311.1, NP_001287203.1
OG0000663	XP_026300363.1, XP_026300367.1, XP_026300368.1, XP_026300372.1	NP_001260375.1
OG0000664	XP_026298523.1	NP_001246470.1
OG0000665	XP_006560262.1	NP_001263042.1, NP_524700.1
OG0000667	XP_006569471.2, XP_006569470.2, XP_397532.3	NP_001188798.2
OG0000668	XP_026299577.1	NP_611056.2
OG0000670	XP_001120220.1	NP_731439.2, NP_649975.1, NP_649976.1
OG0000671	XP_006558244.2	NP_724597.1
OG0000672	XP_003249537.2, XP_003249522.1	NP_001260445.1
OG0000673	XP_393488.4	NP_609360.2
OG0000674	XP_396778.2	NP_731246.2
OG0000677	XP_016770654.1, XP_006562449.1, XP_006562453.1	NP_001245993.1
OG0000680	XP_397314.1, XP_003251167.1	NP_610503.1
OG0000681	NP_001011590.1	NP_524039.2
OG0000682	XP_026299012.1, XP_026299011.1	NP_995934.1
OG0000683	XP_006561871.1, XP_006561872.1, XP_392540.2, XP_026298756.1	NP_001260332.1
OG0000685	XP_006557566.1	NP_001259876.1
OG0000686	NP_001165875.1, XP_026295141.1	NP_511083.1
OG0000687	XP_624894.1, XP_006561684.1	NP_001261678.1, NP_723089.1
OG0000688	NP_001229387.1	NP_001163328.1
OG0000689	XP_026296649.1	NP_001260096.1, NP_608926.2
OG0000690	XP_003251410.1, XP_006569699.1, XP_006569698.1, XP_006569697.1	NP_647626.1
OG0000691	XP_393529.3, XP_006562838.1	NP_477053.2, NP_477052.2
OG0000692	XP_006560047.1	NP_650341.1, NP_725236.1, NP_523722.1
OG0000693	XP_026298830.1	NP_001260093.1
OG0000694	XP_623571.3	NP_724749.1
OG0000695	XP_006564038.1, XP_395577.4	NP_001286573.1
OG0000696	XP_392901.2	NP_001285937.1, NP_001162752.1
OG0000698	XP_623581.2	NP_611302.1
OG0000699	XP_016769668.1	NP_733186.2
OG0000703	XP_006564053.1, XP_006564055.1, XP_016766990.1	NP_001162772.1
OG0000704	XP_394006.4	NP_001096849.1
OG0000705	XP_006564182.3	NP_001162692.1
OG0000706	XP_026301974.1	NP_648109.1
OG0000707	XP_392669.1, NP_001011584.1	NP_610366.1, NP_724665.1, NP_610370.1
OG0000708	NP_001011567.1, XP_026301042.1	NP_001263072.1
OG0000711	XP_006569202.1, XP_016769779.1, XP_001120810.2	NP_608535.1
OG0000712	XP_006557547.1, NP_001035348.1	NP_001162742.1
OG0000713	XP_006565760.1	NP_001246834.1
OG0000714	XP_006566598.1, XP_006566599.1, XP_016770307.1	NP_995592.2
OG0000715	XP_006559309.1, XP_006559308.1	NP_001014681.2
OG0000716	XP_006569700.2, XP_016767886.2	NP_523891.2
OG0000717	XP_026297163.1	NP_610992.2, NP_610453.1
OG0000718	XP_016771742.1, XP_016771745.1, XP_016771746.1	NP_001245421.1
OG0000719	XP_026299031.1, XP_016770097.2	NP_001259898.1
OG0000720	XP_026297066.1	NP_001287256.1
OG0000720	XP_026301406.1	NP_001104482.3
OG0000721	XP_394893.3	NP_651772.1
OG0000722	XP_001120611.1	NP_648450.3
OG0000722	NP_001035293.1, XP_006564565.1	NP_648449.1
OG0000723	NP_001128422.1, XP_026295739.1	NP_001162833.1
OG0000724	XP_006569732.1, XP_026298948.1	NP_659571.1, NP_651755.2
OG0000726	XP_006562812.1	NP_524345.2, NP_650308.3, NP_525020.2, NP_524130.1, NP_610977.1, NP_649006.2
OG0000727	XP_003250785.1	NP_609353.1
OG0000728	XP_016770286.1	NP_609684.1, NP_609682.1, NP_001285912.1, NP_995706.1
OG0000729	XP_026298549.1	NP_569856.2, NP_001285773.1
OG0000730	XP_001120519.2	NP_647684.1
OG0000736	XP_003250703.1	NP_001246827.1, NP_611609.1
OG0000737	XP_001120025.2	NP_001247276.1
OG0000738	XP_001120760.2	NP_732137.1
OG0000739	XP_006569035.1	NP_001260011.1
OG0000740	XP_016772832.1	NP_001286363.1
OG0000741	XP_623497.2, XP_006563740.2, XP_006563741.2	NP_001188684.1, NP_001259930.1, NP_609812.1
OG0000742	XP_006566012.1, NP_001077099.1	NP_001260632.1
OG0000744	XP_624002.4	NP_001263008.1
OG0000745	XP_026297271.1	NP_001246361.1
OG0000746	XP_006569631.1, XP_006569630.1	NP_001259437.1
OG0000747	XP_392786.2, XP_006570342.1	NP_001259751.2
