Orthogroup	Apis_mellifera	Anopheles_gambiae
OG0000296	XP_003249767.1, XP_392285.1	XP_316088.3
OG0000297	NP_001011640.1	XP_309482.3
OG0000298	XP_016767798.1, XP_006567970.1, XP_006567968.1, XP_006567969.1, XP_006567967.1	XP_003436069.1, XP_307929.5
OG0000299	XP_006563972.1, XP_006563971.1, XP_396934.4	XP_317327.4
OG0000300	XP_016773009.2	XP_315560.2
OG0000300	XP_624183.1	XP_311179.3
OG0000301	XP_016772392.1, NP_001035323.1	XP_003437208.1, XP_003437207.1, XP_003437206.1, XP_558699.5
OG0000302	XP_006571833.1	XP_320795.4
OG0000302	XP_395048.4	XP_559969.3
OG0000303	XP_016772523.1	XP_562126.3
OG0000304	XP_006568070.1	XP_309314.4
OG0000306	XP_016767898.1, XP_016767897.1	XP_313557.5
OG0000307	XP_006561447.1, XP_026301562.1, XP_016772425.1	XP_321110.5
OG0000308	XP_392582.1	XP_003436758.1, XP_313171.5
OG0000310	XP_006568882.1, XP_006568883.1	XP_554747.3
OG0000311	XP_026300397.1, XP_016772838.2, XP_026300405.1, XP_026300396.1, XP_624298.3, XP_001122575.3, XP_006572097.2, XP_026300402.1	XP_308653.4
OG0000312	XP_397055.1, XP_006558287.1	XP_314530.4
OG0000313	XP_026298038.1	XP_317714.4, XP_317713.4, XP_319608.4, XP_003435856.1, XP_003435855.1, XP_321620.4
OG0000314	XP_026301105.1	XP_001230545.2, XP_309706.4
OG0000314	XP_396447.3	XP_313795.3
OG0000315	XP_006571730.2	XP_309465.3, XP_309463.4, XP_309462.4
OG0000316	XP_006563165.2	XP_024667073.1
OG0000317	XP_006566517.1, XP_016770258.1, XP_026299433.1, XP_016770257.1	XP_313902.4
OG0000318	XP_026296489.1, XP_006570321.2	XP_318652.3
OG0000319	XP_026299509.1, XP_026299510.1	XP_001688115.1, XP_308867.3
OG0000320	XP_026300661.1, NP_001159378.1	XP_564296.2, XP_310187.3
OG0000321	XP_026299571.1	XP_319900.4
OG0000322	XP_006565594.3	XP_309035.3, XP_001237166.1, XP_001688149.1, XP_308997.4
OG0000323	XP_026299532.1, XP_026299531.1, XP_026299534.1, XP_026299533.1	XP_321271.5
OG0000324	XP_026295817.1, XP_026295816.1, XP_026296204.1	XP_307908.4
OG0000325	XP_003251224.2, XP_006568360.2	XP_321287.5
OG0000326	XP_006567415.1, XP_001120061.2	XP_321051.5, XP_321052.5
OG0000327	XP_016770398.1, XP_016770397.1, XP_006564397.1, XP_006564400.1	XP_316546.4
OG0000329	XP_001119858.2	XP_313828.2, XP_313829.3
OG0000330	NP_001011638.1	XP_557449.3
OG0000330	NP_001011616.2	XP_309352.4
OG0000331	XP_006565044.2, XP_003250569.2, XP_003251149.1, XP_003251148.1, XP_394209.2, XP_392145.3, XP_006568008.2, XP_394210.5, XP_006565513.1	XP_310335.3, XP_003436613.1, XP_003436612.1
OG0000332	XP_026300806.1, XP_026300805.1	XP_566006.4
OG0000333	XP_006560640.1, XP_026296150.1	XP_312762.5, XP_003436384.1
OG0000334	XP_006562896.1	XP_314676.4
OG0000335	XP_026299572.1, XP_003249498.1, XP_003249499.1	XP_003436883.1, XP_316737.3
OG0000336	XP_006568577.1, XP_026298127.1, XP_394886.4	XP_307640.4, XP_313669.5
OG0000337	XP_006570477.1	XP_308411.4, XP_001687921.1
OG0000338	XP_016766952.1	XP_316824.5
OG0000339	XP_393356.1	XP_312776.3
OG0000339	XP_623285.1	XP_318978.3
OG0000341	XP_003249977.1, XP_006561675.1	XP_319890.3
OG0000342	XP_026299722.1	XP_315148.4
OG0000343	XP_392617.4	XP_311526.4
OG0000344	XP_026301521.1, XP_026301524.1, XP_026301523.1, XP_026301526.1, XP_026301532.1, XP_026301514.1, XP_026301515.1, XP_026301519.1	XP_001237160.2
OG0000345	XP_006557317.1, XP_006557318.1, XP_006557319.1, XP_006557316.1, XP_016766730.1	XP_318033.4
OG0000347	XP_623076.2	XP_319116.4
OG0000348	XP_026295623.1, XP_006571071.1, XP_006571072.1, XP_006571073.1, XP_006571074.1, XP_006571069.1, XP_006571070.1, XP_016769192.1, XP_006571068.1	XP_319147.4
OG0000349	XP_026301664.1, XP_026301665.1	XP_309063.4
OG0000350	XP_006564458.1, XP_006564457.1, XP_006564456.1, XP_006564455.1, XP_006564454.1	XP_308023.5
OG0000351	XP_026295181.1	XP_321705.4
OG0000352	XP_006569000.1, XP_006568999.1, XP_006568998.1, XP_016766331.1	XP_001687947.1, XP_308460.4
OG0000356	NP_001011588.1, NP_001011593.1, XP_006567383.1	XP_318661.2, XP_314462.2, XP_314108.4, XP_313271.1, XP_313719.3, XP_001687816.1
OG0000357	XP_006563129.1, XP_623083.1	XP_319323.3
OG0000358	XP_016768555.1, XP_006565559.1	XP_315015.1
OG0000360	XP_003249464.1	XP_311565.4
OG0000361	XP_026301193.1	XP_320718.4
OG0000362	XP_006559006.1	XP_315999.4
OG0000362	XP_396824.1	XP_315998.4
OG0000363	XP_001120232.3	XP_310546.5
OG0000363	NP_001136109.1	XP_310545.4, XP_551277.4, XP_313887.5, XP_003435866.1, XP_001687778.2
OG0000364	XP_006562214.1	XP_319428.4, XP_308650.4
OG0000365	XP_006564303.1	XP_316149.4
OG0000366	XP_006563397.1	XP_001688691.1, XP_315611.3
OG0000367	XP_006562894.1, XP_006562893.1	XP_561080.4, XP_313654.5
OG0000368	NP_001170961.1	XP_310154.1
OG0000369	XP_016772111.2, XP_006570176.2	XP_559235.3, XP_311598.4
OG0000370	XP_026298736.1	XP_313875.2
OG0000371	XP_006557654.1, XP_026301302.1, XP_016772326.1, XP_392709.3	XP_316786.4
OG0000372	XP_026297975.1, XP_394846.2	XP_310552.5, XP_003437022.1
OG0000375	XP_006570087.2, XP_006570088.2, XP_394997.3, XP_026300785.1, XP_016770156.2, XP_016770157.2	XP_314533.4
OG0000376	XP_026298975.1, XP_026298976.1	XP_314270.5
OG0000377	XP_006571428.1	XP_317423.4, XP_555424.2
OG0000377	XP_393285.1	XP_321752.4
OG0000378	XP_006564195.1, XP_026297110.1	XP_313201.4
OG0000379	XP_006569276.1	XP_311845.5, XP_003436359.1
OG0000380	XP_006571553.1, XP_016772009.1, XP_392808.2	XP_319182.3, XP_553933.2
OG0000381	XP_623273.1	XP_003436397.1, XP_312797.5
OG0000381	XP_392943.3	XP_309483.4
OG0000382	XP_391836.2, XP_006567371.1	XP_317621.2
OG0000384	XP_392769.5	XP_555061.3
OG0000384	XP_016766394.2	XP_320635.4
OG0000385	XP_026298045.1, XP_026297284.1	XP_001237800.1, XP_316640.4
OG0000386	XP_003250298.1, XP_026301328.1, XP_006563697.2	XP_310698.4, XP_307577.3, XP_313941.3
OG0000387	XP_026297715.1, XP_624193.2, XP_006571990.1	XP_315272.3, XP_315274.4, XP_315275.3
OG0000388	XP_006564597.1	XP_001237266.2
OG0000389	XP_026296199.1, XP_016771975.2	XP_318057.3, XP_307582.4
OG0000390	XP_016768447.1	XP_309960.4
OG0000391	XP_397517.2, XP_006568902.1, XP_006568901.1, XP_006568903.1, XP_006568900.1	XP_311596.4
OG0000394	XP_006559712.2, XP_006559711.2, XP_397062.3	XP_321253.4
OG0000395	XP_026298838.1, XP_006568548.2	XP_321695.5
OG0000397	XP_001123187.2	XP_318514.3
OG0000398	XP_006562405.1	XP_309559.3
OG0000399	XP_006564719.2, XP_016769093.2, XP_006564729.1	XP_309168.4
OG0000400	XP_006563318.2, XP_026295759.1, XP_026295755.1	XP_003435910.1, XP_321381.5
OG0000401	XP_026296707.1	XP_312250.5
OG0000402	XP_001121036.2, NP_001157188.1, XP_006564106.1	XP_316359.1, XP_316360.1
OG0000403	XP_026301925.1, XP_026301994.1, XP_026301991.1, XP_026301980.1	XP_318819.3
OG0000405	XP_395824.1	XP_318737.3
OG0000405	XP_395771.3	XP_316198.4
OG0000406	XP_624150.2	XP_001689338.1, XP_307722.3, XP_001230565.1, XP_313255.4, XP_307721.3, XP_003436506.1, XP_313253.4
OG0000407	XP_016768376.1, XP_392398.3, XP_001122213.5	XP_311485.3
OG0000408	XP_393143.2	XP_320166.4
OG0000409	XP_006570965.1	XP_001238816.1, XP_003436394.1, XP_003436391.1, XP_003436393.1, XP_003436392.1
OG0000410	XP_391942.5	XP_318590.3, XP_306537.3
OG0000411	XP_624548.2	XP_308807.4
OG0000411	XP_006557483.1	XP_310523.5
OG0000412	XP_026302239.1, XP_006568843.1	XP_003436454.1, XP_314252.4, XP_003436453.1
OG0000413	XP_026300633.1, XP_026300632.1, XP_026300636.1	XP_309828.4
OG0000415	XP_026295887.1, XP_395146.3	XP_003436539.1, XP_313377.5
OG0000416	XP_006570866.1, XP_026299610.1	XP_308374.4
OG0000417	XP_026296264.1, XP_026296267.1	XP_312988.5, XP_560742.5
OG0000418	XP_006570570.1, NP_001177850.1	XP_313370.5
OG0000419	XP_006569847.1	XP_317521.4, XP_024667069.1
OG0000420	XP_006568996.1	XP_001687948.1, XP_564859.1, XP_316443.2, XP_316444.3
OG0000421	XP_001121869.2, XP_026296772.1	XP_309225.5
OG0000423	XP_026295804.1	XP_319395.3
OG0000424	XP_006562644.1	XP_001688490.1, XP_313956.1, XP_001688486.1, XP_001688493.1, XP_001688491.1, XP_001688484.1, XP_001688492.1, XP_001688488.1, XP_001688489.1, XP_001688485.1, XP_001688487.1
OG0000425	XP_395221.4	XP_001688755.1, XP_315971.4
OG0000426	XP_393189.1, XP_006559877.1	XP_312914.4
OG0000427	XP_016767660.1	XP_003436270.1, XP_312058.4, XP_003436269.1, XP_003436268.1, XP_003436267.1
OG0000428	XP_026301054.1, NP_001314884.1	XP_321512.5, XP_003435887.1, XP_561144.4
OG0000429	XP_026296787.1	XP_319540.5
OG0000430	XP_016772824.1, XP_026295303.1	XP_557414.3
OG0000431	XP_016768886.2	XP_316294.4, XP_316291.4, XP_001688833.1, XP_001688831.1, XP_001688830.1, XP_001688700.1
OG0000432	XP_026298315.1, XP_016769150.2	XP_001689031.1
OG0000433	XP_001120293.2	XP_310972.5
OG0000433	NP_001011614.1	XP_309822.4
OG0000434	XP_026296060.1	XP_311575.4, XP_001230815.2
OG0000436	XP_006564598.1, XP_006564601.1	XP_320338.4
OG0000436	XP_001120684.2	XP_313820.5
OG0000437	XP_006566943.1, XP_393874.3	XP_312425.3, XP_003436143.1
OG0000438	XP_006567961.1, XP_397205.2, XP_006559947.1	XP_311834.5
OG0000439	XP_006569984.1	XP_307918.5, XP_003436071.1, XP_003436072.1, XP_003436074.1, XP_003436073.1
OG0000440	XP_026298705.1	XP_562586.3, XP_003436584.1, XP_003436583.1, XP_003436582.1
OG0000441	XP_003251165.1, XP_006568081.1	XP_310080.3
OG0000442	XP_006560934.1, XP_016766817.1, XP_016766820.1, XP_624657.2, XP_006560933.1, XP_016766818.1	XP_316879.5
OG0000443	XP_016771723.2	XP_309467.4, XP_308975.4
OG0000444	XP_624349.1	XP_317600.4
OG0000445	XP_392097.5	XP_319976.3
OG0000445	XP_006563187.2	XP_319978.4
OG0000446	XP_393129.4, XP_006559729.2, XP_006559730.2, XP_006559728.2	XP_309165.3
OG0000447	XP_006559494.1	XP_316880.5
OG0000448	XP_016767931.1	XP_319042.4
OG0000449	XP_003250896.1, XP_001120350.1, XP_003250898.1	XP_315614.2, XP_315615.2
OG0000450	XP_026295436.1, XP_026295214.1	XP_003436512.1, XP_313280.5
OG0000451	XP_006572424.1, NP_001265256.1	XP_003436509.1, XP_562364.3
OG0000452	XP_006566781.2	XP_311528.4
OG0000452	XP_026299462.1	XP_316654.3
OG0000453	XP_392026.2, XP_006565842.1	XP_308836.4, XP_001237142.2
OG0000454	XP_006567039.1	XP_001238331.2
OG0000455	XP_006568930.1	XP_317809.4
OG0000456	XP_026299592.1, XP_026301733.1, XP_006572147.1	XP_555204.2, XP_317211.3, XP_555205.1, XP_001237894.2
OG0000457	XP_001122652.2	XP_001238433.2, XP_321100.4, XP_321101.4
OG0000458	XP_003251707.1, XP_006571340.1, XP_003251708.1	XP_311395.2
OG0000459	XP_016769739.2	XP_311558.3
OG0000460	XP_016772943.1	XP_001688244.1
OG0000461	XP_396991.5, XP_006560484.2, XP_006560483.2	XP_309203.5
OG0000462	XP_026301426.1	XP_321604.4, XP_003435861.1
OG0000463	XP_006571243.1	XP_319085.4, XP_321180.5, XP_309157.5
OG0000466	XP_026298283.1, XP_003249882.1, XP_026298282.1	XP_319990.2, XP_319998.2, XP_553153.2, XP_001689142.1, XP_318720.4
OG0000467	XP_006566644.1	XP_321775.5
OG0000468	XP_006558307.1, XP_006558308.1, XP_006558304.1, XP_006558305.1, XP_006558306.1, XP_006558309.1, XP_026301100.1, XP_026301099.1, XP_026301101.1, XP_016772297.1, XP_016772296.1	XP_318937.4
OG0000469	XP_026296160.1, XP_026296161.1, XP_026296162.1, XP_026296163.1	XP_311819.3
OG0000470	XP_026299985.1	XP_317663.4, XP_317661.3, XP_317660.4
OG0000471	XP_003249895.1, XP_006561688.1, XP_001119951.1	XP_317381.3
OG0000472	XP_006568709.1	XP_003437138.1
OG0000475	XP_016772190.1	XP_319656.4
OG0000476	NP_001314896.1	XP_314173.1
OG0000477	XP_006570759.1, NP_001171493.1, NP_001171492.1	XP_313167.3, XP_313166.3, XP_003436755.1
OG0000478	XP_006562526.1, XP_006562527.1, XP_003250091.1	XP_320165.3
OG0000479	XP_006570497.1, XP_006570499.1, XP_006570498.1	XP_316228.4
OG0000480	XP_016767961.2	XP_307766.1, XP_307768.1, XP_307762.3, XP_307760.4
OG0000482	XP_016772171.1	XP_320255.4, XP_319851.4
OG0000483	XP_394164.3, XP_006571261.2, XP_006571260.2	XP_311551.4, XP_311550.4, XP_559053.3
OG0000484	XP_016772038.1	XP_321460.4, XP_321461.4
OG0000485	XP_003250116.1, XP_623182.1	XP_316898.4
OG0000486	XP_006569489.2	XP_564581.3
OG0000487	XP_026296477.1, XP_394584.4	XP_310954.5
OG0000488	XP_396989.2, XP_006569713.1	XP_561157.5, XP_314246.4
OG0000489	XP_006568168.1	XP_564036.3
OG0000490	XP_016770813.1, XP_006566536.1	XP_320879.4
OG0000491	XP_395083.5, XP_016766993.2	XP_309956.4
OG0000492	XP_006560558.2	XP_001689170.1, XP_319114.3
OG0000493	XP_016769823.2, XP_006566138.2	XP_313157.5
OG0000495	XP_003250662.1	XP_001688655.1, XP_315399.4
OG0000496	XP_026297623.1	XP_001237119.2
OG0000497	XP_006565605.1	XP_001689344.2
OG0000497	XP_006572414.1	XP_314947.4
OG0000498	XP_006559579.1, XP_006559581.1, XP_006559580.1, XP_006559582.1, XP_026298357.1, XP_395441.2	XP_314112.3
OG0000500	XP_026297088.1	XP_311090.5
OG0000501	XP_026300273.1	XP_310059.4, XP_311103.5
OG0000502	XP_394423.4	XP_308521.3
OG0000503	XP_624930.1	XP_001237084.1, XP_001238802.1
OG0000504	XP_026295426.1, XP_026295199.1	XP_314690.4, XP_318891.4
OG0000505	XP_001121886.1	XP_001689117.2
OG0000506	XP_026298297.1, XP_006569806.2, XP_006569804.2, XP_006569805.2, XP_026298298.1	XP_314755.4
OG0000507	XP_006564764.1	XP_001238394.2, XP_001230950.3
OG0000508	XP_026298813.1, XP_026298814.1, XP_026298815.1, XP_394771.5	XP_320054.4
OG0000509	NP_001011598.1	XP_312654.5, XP_312655.5, XP_551967.2
OG0000510	XP_026301327.1, XP_006561087.1, XP_006561089.1, XP_006561090.1	XP_308808.4, XP_001688096.1
OG0000512	XP_026298738.1, XP_006560812.2	XP_003436909.1, XP_001237355.2, XP_566342.2, XP_311072.4, XP_001237356.2
OG0000513	XP_026301032.1, XP_624119.2, XP_006568169.1	XP_552793.1
OG0000516	XP_016773635.1, XP_006568839.1, XP_006568840.1	XP_307965.4
OG0000517	XP_026297099.1, XP_016768325.1	XP_312302.3
OG0000518	XP_006564978.1, XP_001120242.1	XP_308156.3, XP_001687847.1, XP_001687848.1
OG0000519	XP_006557422.2, XP_006557421.1, XP_016770405.1	XP_315418.4, XP_001688658.1, XP_001688657.1
OG0000520	XP_001122715.3	XP_314101.4
OG0000521	XP_026297064.1	XP_310260.5
OG0000522	XP_001122824.1	XP_003436838.1, XP_003436837.1, XP_001238821.3
OG0000523	XP_006571136.1, XP_006571134.1, XP_006571132.1	XP_319932.4
OG0000524	XP_026299046.1	XP_321954.3, XP_320175.3
OG0000525	XP_006559446.1, XP_026301500.1	XP_313810.3
OG0000526	XP_001121571.1	XP_316916.3, XP_313700.4
OG0000527	XP_624589.2, XP_006558596.1, XP_016771317.1	XP_001687795.1
OG0000528	XP_001121565.2	XP_001689312.2, XP_320991.5, XP_550752.3
OG0000529	XP_026300411.1, XP_006562554.1	XP_317672.2
OG0000533	XP_001122688.2, XP_006570133.1	XP_309387.4
OG0000536	XP_006571287.1	XP_003436941.1
OG0000536	XP_006561141.1, NP_001071279.1	XP_321152.5
OG0000537	XP_003251102.1, NP_001314883.1	XP_315491.4
OG0000537	NP_001314886.1, XP_026301730.1	XP_318625.3
OG0000537	NP_001306197.1, XP_006567860.1	XP_318596.3
OG0000538	XP_006565069.2	XP_317268.4, XP_317267.4
OG0000540	NP_001011603.1	XP_001688697.1, XP_001688696.1, XP_315641.3, XP_001688698.1, XP_306771.3
OG0000543	XP_006572407.1	XP_003437124.1, XP_003437125.1, XP_316855.5
OG0000544	XP_006559256.3	XP_308971.4
OG0000545	XP_006563715.1, XP_624704.1	XP_313011.5, XP_307590.4
OG0000546	XP_006561812.3, XP_006561811.1	XP_318463.5, XP_001689122.2, XP_318467.5, XP_001231158.1
OG0000547	XP_016767787.2, XP_016767794.2, XP_016767790.2	XP_311559.3, XP_309676.3
OG0000548	NP_001257760.1	XP_318181.3
OG0000549	XP_016769530.1	XP_317762.3
OG0000551	XP_026297520.1	XP_565802.4
OG0000552	NP_001072129.1, XP_026298840.1	XP_317397.3
OG0000553	XP_016768542.1, XP_016768543.1, XP_006558879.1, XP_016768544.1, XP_396692.3	XP_550942.3, XP_003435963.1, XP_003435964.1
OG0000554	XP_016772339.1	XP_313279.4
OG0000556	XP_006567941.1	XP_315740.4
OG0000557	XP_006567437.1, XP_392511.2	XP_309438.2
OG0000558	XP_395507.4	XP_001230821.2
OG0000559	XP_392994.4, XP_006559458.1	XP_311035.4
OG0000560	XP_016772137.1, XP_394090.1	XP_312915.3
OG0000561	XP_026297724.1	XP_308120.4, XP_306833.2
OG0000561	XP_006557696.2	XP_308116.4, XP_003436650.1
OG0000562	XP_006568498.2, XP_623065.2	XP_311518.4
OG0000563	XP_016767764.1	XP_320678.4
OG0000564	XP_006566631.1	XP_003437141.1, XP_001238804.3, XP_003437140.1
OG0000565	XP_016770567.2, XP_003251270.1	XP_558570.2, XP_001688519.1
OG0000567	XP_026299856.1, XP_016773439.2	XP_311354.2
OG0000568	XP_006559506.1, XP_006559507.1	XP_001238825.3, XP_001238828.3, XP_001238827.3, XP_313857.3, XP_024667106.1, XP_003436840.1, XP_003436842.1, XP_003436843.1, XP_003436844.1, XP_003436845.1, XP_003436846.1
OG0000569	XP_016767448.1	XP_321951.2
OG0000569	XP_016770736.1	XP_321336.5
OG0000570	XP_393447.2, XP_006559055.1	XP_003436910.1, XP_003436911.1, XP_003436912.1, XP_566336.2
OG0000571	NP_001013024.1, XP_006565650.1	XP_310604.5
OG0000572	XP_026300580.1	XP_319953.4, XP_313213.4
OG0000575	XP_026298744.1	XP_307788.5, XP_003436433.1, XP_318465.5, XP_003436687.1
OG0000576	XP_016771019.1	XP_555680.3, XP_317659.3
OG0000582	XP_006572085.1	XP_315519.4
OG0000584	XP_392465.3	XP_001237856.2, XP_003436985.1, XP_310701.5
OG0000585	XP_395145.1	XP_321716.4, XP_003435822.1
OG0000586	XP_026295167.1	XP_308512.4
OG0000587	XP_001120306.1	XP_309520.2
OG0000588	XP_006565324.1	XP_312032.5
OG0000589	XP_016772822.2	XP_001688736.1, XP_001688735.1, XP_315853.4
OG0000591	XP_006561389.1	XP_310353.5
OG0000591	XP_006562189.1	XP_307855.3
OG0000592	XP_001121836.2	XP_308389.4, XP_317633.3, XP_317638.4, XP_308390.4
OG0000593	XP_026300821.1, XP_006569709.2	XP_309968.4, XP_309969.4
OG0000594	XP_397140.4, XP_006557693.1	XP_310412.7
OG0000595	XP_016772178.1	XP_309498.4
OG0000595	XP_003249784.1	XP_310612.5
OG0000596	XP_026294730.1	XP_313021.5
OG0000597	XP_394670.3	XP_314086.4
OG0000598	XP_016768976.1	XP_309229.4, XP_003437180.1
OG0000599	XP_026301222.1, XP_006571354.1	XP_315432.4
OG0000600	XP_001121067.3, XP_016769870.2	XP_001238414.3
OG0000601	XP_001121625.2	XP_313009.1
OG0000601	XP_016772175.1, XP_026301478.1	XP_313005.4
OG0000602	XP_006568638.1	XP_001689086.1, XP_318026.4
OG0000603	XP_006560736.1, XP_006560737.1, XP_625123.1	XP_561377.5, XP_313270.4
OG0000604	XP_026300714.1, XP_623342.2, XP_006563323.1	XP_312372.4, XP_003436156.1, XP_003436155.1, XP_003436158.1, XP_003436157.1
OG0000605	XP_016769935.1	XP_001689309.2, XP_312318.3
OG0000606	XP_026295766.1	XP_003436708.1, XP_309640.5
OG0000609	XP_006562145.1	XP_319246.4
OG0000611	XP_026301344.1	XP_313775.4
OG0000612	XP_395486.2, XP_006570028.1, XP_016768335.1, XP_016768336.1	XP_317513.3
OG0000613	XP_006570778.1, XP_016770474.1	XP_310601.5
OG0000614	XP_016769264.1	XP_321424.5
OG0000614	XP_026301292.1	XP_559011.3
OG0000615	XP_003251772.2	XP_321045.5
OG0000616	XP_026294873.1, XP_026294874.1, XP_026294864.1	XP_311535.4
OG0000619	XP_016767139.1, XP_006566003.1	XP_316024.4
OG0000620	XP_003251155.1, XP_003251156.1	XP_552567.1
OG0000621	XP_395330.3	XP_311411.3
OG0000622	XP_392055.2	XP_563974.2
OG0000623	XP_625164.1, XP_006570258.1	XP_321862.3
OG0000624	XP_006571006.1, XP_006571012.1	XP_001237058.2, XP_001687886.1, XP_308292.3
OG0000625	XP_006559117.2, XP_006559116.2, XP_026297198.1	XP_311150.5
OG0000626	XP_006565218.1	XP_309478.3
OG0000627	XP_006564492.1, XP_006564494.1, XP_006564495.1	XP_313991.3, XP_308941.4
OG0000628	XP_016770216.2	XP_003435801.1, XP_321860.5
OG0000629	XP_001121210.2	XP_307949.3
OG0000630	XP_006561863.1, XP_016769461.1	XP_319210.4
OG0000631	XP_394020.3	XP_315856.4
OG0000632	XP_624210.1, XP_006557909.1	XP_306246.4
OG0000633	XP_625202.2	XP_314784.2
OG0000634	XP_391818.3	XP_319410.4
OG0000636	XP_006566169.1, XP_026299092.1	XP_319577.4
OG0000637	XP_016768345.2	XP_310856.5
OG0000638	XP_006558726.1	XP_562148.4
OG0000639	XP_006569136.1, XP_624507.1, XP_016766306.1	XP_309308.4
OG0000640	XP_006559045.1	XP_003436963.1, XP_310820.4, XP_003436962.1
OG0000641	XP_393087.2	XP_316424.3
OG0000642	NP_001229456.1	XP_311230.3, XP_003437068.1, XP_003437069.1
OG0000643	XP_623075.1	XP_560259.3
OG0000643	XP_623266.3	XP_309230.3
OG0000644	XP_006565899.1, XP_006565900.1, XP_026294734.1, XP_026294733.1	XP_001688516.1
OG0000645	XP_026298732.1	XP_315876.4, XP_001688363.2
OG0000646	XP_006557496.1	XP_003437070.1, XP_315052.4
OG0000647	XP_016769276.1, XP_026298073.1, XP_016769273.1, XP_016769275.1, XP_016769270.1, XP_016769271.1, XP_395161.2	XP_321059.2
OG0000650	XP_026295289.1, XP_026295288.1	XP_320650.4
OG0000651	XP_026297326.1	XP_317650.4
OG0000651	XP_026295089.1	XP_317229.4
OG0000653	XP_016767592.2, XP_016767590.2, XP_016767593.2, XP_026296397.1, XP_016767587.2, XP_016767588.2, XP_016767589.2	XP_001230952.2
OG0000655	XP_006563887.1, XP_006563882.1, XP_006563890.1	XP_319245.3
OG0000656	XP_006571742.2	XP_316542.4
OG0000657	XP_006568825.1, XP_394284.2, XP_026302265.1	XP_001688791.1
OG0000659	XP_026298578.1	XP_313457.4
OG0000660	XP_026295662.1	XP_307846.2, XP_001230584.2, XP_001687822.1, XP_307847.4
OG0000661	XP_006563190.1	XP_001238044.2, XP_318783.4, XP_318768.4, XP_318769.4, XP_553534.3, XP_318800.4, XP_318773.4, XP_001689145.1, XP_553557.1, XP_318779.3
OG0000661	XP_016772474.2	XP_001238041.2
OG0000662	XP_392401.3	XP_313337.4, XP_313338.3
OG0000663	XP_026300363.1, XP_026300367.1, XP_026300368.1, XP_026300372.1	XP_317433.4
OG0000664	XP_026298523.1	XP_308050.5
OG0000665	XP_006560262.1	XP_001230383.1, XP_321303.3, XP_003435929.1, XP_003435928.1, XP_551025.3, XP_313434.3, XP_003436555.1
OG0000666	NP_001091699.1, NP_001091694.1	XP_001238109.2, XP_319212.3
OG0000667	XP_006569471.2, XP_006569470.2, XP_397532.3	XP_319669.4
OG0000668	XP_026299577.1	XP_001688078.1
OG0000670	XP_001120220.1	XP_312110.5, XP_001688360.2, XP_308586.1, XP_312064.5, XP_001687933.1, XP_312063.2, XP_312068.4, XP_003436263.1
OG0000671	XP_006558244.2	XP_001688495.1, XP_001688496.1, XP_001688497.1, XP_558477.3, XP_001688494.1
OG0000672	XP_003249537.2, XP_003249522.1	XP_317741.4
