Orthogroup	Apis_mellifera	Bombus_terrestris
OG0000203	XP_006558107.2, XP_395356.4	XP_012165494.1
OG0000204	XP_001121814.2	XP_003400095.1
OG0000205	XP_016766914.1	XP_012176340.1, XP_003394538.1
OG0000206	XP_026300186.1	XP_020721443.1
OG0000207	XP_006566311.1	XP_012169552.1
OG0000207	NP_001011652.1	XP_012169920.1
OG0000207	NP_001305411.1	XP_012169919.1
OG0000208	XP_006562317.1	XP_003399477.1
OG0000208	XP_625189.3	XP_003394143.1, XP_003394144.1
OG0000209	XP_016769475.1, XP_016769473.1, XP_016769472.1, XP_016769471.1, XP_016769470.1, XP_016769476.1, XP_016769474.1	XP_012167030.1, XP_012167033.1, XP_012167031.1, XP_012167034.1, XP_012167036.1, XP_012167037.1
OG0000210	XP_026297186.1	XP_003396128.1
OG0000210	XP_016769921.1	XP_012167928.1
OG0000210	XP_006562251.2	XP_012164486.1
OG0000212	XP_001121043.2	XP_003393900.1
OG0000212	XP_026298300.1	XP_003403182.1
OG0000213	XP_006572329.1, XP_006572330.1, XP_016772966.1, XP_623325.1	XP_003399166.1, XP_003399165.1, XP_012169441.1, XP_012169439.1, XP_012169438.1, XP_012169436.1
OG0000214	XP_623084.1	XP_003397389.1
OG0000214	XP_392104.4	XP_003402159.1
OG0000215	XP_016772012.1	XP_012172166.1
OG0000215	XP_394061.2	XP_003401025.1
OG0000216	XP_016767691.1	XP_003401971.1
OG0000217	XP_394861.4	XP_003396151.1
OG0000218	XP_623312.2	XP_012172566.2
OG0000219	XP_392277.4, XP_006563970.2	XP_003394637.1
OG0000221	XP_006571382.1	XP_020720834.1
OG0000223	NP_001157186.1, XP_016769330.2	XP_012167632.1
OG0000223	XP_001121634.3	XP_003394761.1
OG0000224	XP_006560620.1	XP_020718441.1, XP_020718442.1, XP_012163516.1, XP_020718287.1, NP_001267823.1, XP_012163168.1
OG0000225	XP_006567210.2	XP_012174019.1
OG0000226	XP_026300579.1	XP_012175521.2, XP_012175447.1
OG0000227	XP_006562291.2, XP_006562294.2, XP_006562293.2, XP_016770836.2	XP_012169873.1, XP_012169872.1, XP_012169871.1, XP_003399621.1
OG0000229	XP_001121505.2	XP_003396456.1
OG0000230	XP_001122612.2	XP_012168967.1, XP_003399278.1
OG0000230	XP_026300638.1, XP_026300637.1	XP_012170718.1
OG0000231	XP_006562424.1	XP_020720652.1, XP_003398422.1
OG0000232	XP_393976.2, XP_006563043.1, XP_006563042.1	XP_003400659.1, XP_020722317.1
OG0000233	XP_001120116.2, XP_016768768.2, XP_397073.5, XP_026300288.1	XP_003393462.1
OG0000234	XP_393127.4	XP_003396093.1
OG0000235	XP_026294767.1, XP_026294798.1, XP_026294810.1	XP_012167720.1, XP_012167719.1, XP_012167718.1, XP_012167716.1
OG0000236	NP_001011639.2	XP_012172197.1
OG0000236	NP_001071293.1	XP_012172199.1
OG0000237	XP_006559356.1	XP_020722245.1
OG0000237	XP_006559358.1	XP_020722198.1
OG0000239	XP_006560473.1, XP_623685.1	XP_003400044.1, XP_020721966.1, XP_012170676.1, XP_012170677.1
OG0000240	XP_001122105.4	XP_003396555.2, XP_003402397.2
OG0000241	XP_006571827.3	NP_001274494.1, XP_003403294.1
OG0000241	XP_016770807.2, XP_016770806.2, XP_016770796.1, XP_016770795.1, XP_026299638.1	XP_012168805.1
OG0000243	XP_026297086.1	XP_012164726.1
OG0000244	XP_026300900.1	XP_003400569.1
OG0000245	NP_001011627.1	XP_003400548.1
OG0000246	XP_394115.2	XP_003399661.1
OG0000246	XP_006563197.1	XP_003399659.1, XP_020721543.1
OG0000247	XP_026296516.1, XP_026296517.1	XP_020718842.1
OG0000247	XP_006562263.2	XP_012164509.1
OG0000248	XP_026299493.1	XP_012168644.1, XP_020721165.1, XP_020721164.1, XP_020721171.1
OG0000249	XP_026298733.1	XP_012167204.1, XP_012166752.1, XP_012166751.1
OG0000250	XP_026299154.1	XP_003398082.1
OG0000250	XP_625112.2	XP_003398251.1
OG0000251	XP_003250675.2	XP_012167926.1
OG0000251	XP_003250969.2	XP_012170583.1, XP_012170586.1
OG0000252	XP_026298583.1, XP_026298580.1	XP_003392873.1, XP_012167405.1
OG0000252	XP_026298584.1	XP_012167457.1
OG0000253	XP_393612.2	XP_003401070.1
OG0000254	XP_392477.4	XP_003397222.1
OG0000254	XP_623652.2	XP_003395562.1
OG0000255	XP_394814.1	XP_003397925.1
OG0000256	XP_006571385.1	NP_001295235.1, XP_012176496.1
OG0000257	XP_026300984.1	XP_020722268.1, XP_020722269.1, XP_003400699.1
OG0000257	XP_026300982.1	XP_020722264.1
OG0000258	NP_001035314.1	XP_003402792.1, XP_003401479.1, XP_003401480.1
OG0000259	XP_026302035.1	XP_020720037.1
OG0000261	XP_393396.2	XP_020718460.1, XP_003395135.1, XP_003395133.1
OG0000263	XP_006570503.1, XP_393761.1	XP_012168652.1
OG0000264	XP_026298264.1, XP_026298263.1	XP_012166540.1
OG0000264	NP_001171498.1	XP_012166688.1, XP_003397315.1
OG0000265	XP_624456.2	XP_012175738.1
OG0000266	NP_001171495.1	XP_003401364.1
OG0000266	XP_003249289.2	XP_012172464.1, XP_012172463.1
OG0000268	XP_006562783.1, XP_016767403.1, XP_026295852.1, XP_026295853.1, XP_016767402.1, XP_016767400.1, XP_016767401.1, XP_016767399.1	XP_020718561.1
OG0000269	XP_001120910.2	XP_012170150.1, XP_012170154.1, XP_012170161.1, XP_012170122.1, XP_020723319.1, XP_012170166.1
OG0000270	XP_003249152.1	XP_012166216.1, XP_020719789.1
OG0000270	XP_006558130.1	XP_003402376.1
OG0000271	XP_026295760.1, NP_001091688.1	XP_012163596.1, XP_003395149.2, XP_012163598.1, XP_012163597.1, XP_012163600.1
OG0000271	NP_001157480.1	XP_003397124.2
OG0000272	XP_026302163.1	XP_020723485.1
OG0000272	XP_026300655.1	XP_012167932.1
OG0000273	XP_016767148.1	XP_012163322.1
OG0000273	XP_006560612.2	XP_003394955.1
OG0000274	XP_396815.3	XP_003395603.1
OG0000275	XP_026298534.1, XP_026298730.1, XP_026298718.1	XP_003402700.1, XP_012174414.1, XP_003402699.1, XP_012173152.1, XP_003401772.1, XP_020722894.1, XP_003401771.1, XP_003401770.1, XP_003401883.1, XP_012173305.1
OG0000275	XP_003251850.1	XP_003401825.1
OG0000276	XP_624151.1	XP_003402777.1
OG0000277	XP_001122835.3, XP_006565811.2	XP_012171242.1, XP_003400456.1
OG0000278	XP_026296923.1	XP_003395965.1
OG0000279	NP_001164579.1	XP_003400301.1
OG0000283	XP_006567824.1, XP_006567820.1, XP_006567825.1, XP_006567823.1, XP_016767795.1, XP_016767792.1, XP_026296835.1	XP_003395709.1
OG0000284	NP_001010975.1	XP_012165662.1
OG0000284	XP_395934.2	XP_003396501.1
OG0000285	XP_016767133.1	XP_012163289.1
OG0000285	XP_001120198.1	XP_003394928.1
OG0000286	NP_001164443.1	XP_020719491.1, XP_012165091.1, XP_012165093.1, XP_012165095.1, XP_003396395.1, XP_012165096.1, XP_012165097.1
OG0000287	XP_016771224.1, XP_026302005.1, XP_026302006.1, XP_026302007.1, XP_026302008.1, XP_006570139.1, XP_006570135.1, XP_006570134.1, XP_006570140.1, XP_026302009.1	XP_012165419.1
OG0000287	XP_624121.2	XP_020719656.1, XP_020719657.1, XP_003396391.1
OG0000288	XP_026295225.1	XP_012176000.1
OG0000288	XP_624678.1	XP_003395685.1
OG0000289	XP_396469.1, XP_006571187.1, XP_006571186.1, XP_006571185.1	XP_003393170.1, XP_012175778.1, XP_012175785.1, XP_012175792.1, XP_012175770.1
OG0000290	XP_006563910.1, XP_016769242.1	XP_012166386.1, XP_003397081.1
OG0000291	NP_001257755.1	XP_003401238.1
OG0000291	XP_026298041.1	XP_020722949.1
OG0000291	XP_006560155.1, XP_006560156.1	XP_003401230.1
OG0000292	XP_026302029.1, XP_026302031.1, XP_026302030.1	XP_012168713.1
OG0000292	XP_016772487.1	XP_020721082.1
OG0000293	NP_001013377.2	XP_012176424.1
OG0000294	XP_026294745.1	XP_020724047.1
OG0000295	XP_026296372.1, XP_026296371.1	XP_020718759.1, XP_020718760.1, XP_003395333.1
OG0000296	XP_003249767.1, XP_392285.1	XP_012175997.1, XP_012175996.1
OG0000297	NP_001011640.1	XP_003397291.1
OG0000298	XP_016767798.1, XP_006567970.1, XP_006567968.1, XP_006567969.1, XP_006567967.1	XP_012164070.1, XP_003395613.1
OG0000299	XP_006563972.1, XP_006563971.1, XP_396934.4	XP_012176598.1, XP_012176601.1, XP_012176600.1, XP_003394635.1, XP_012176599.1
OG0000300	XP_016773009.2	XP_003396567.1
OG0000300	XP_624183.1	XP_003396484.1
OG0000301	XP_016772392.1, NP_001035323.1	XP_003399611.1
OG0000302	XP_006571833.1	XP_012170889.1
OG0000302	XP_395048.4	XP_012168271.1
OG0000303	XP_026299472.1	XP_012169497.2
OG0000303	XP_026299848.1	XP_003399008.3
OG0000304	XP_006568070.1	XP_012175192.1, XP_012175194.1, XP_003403180.1, XP_012175195.1
OG0000306	XP_016767898.1	XP_012164015.1
OG0000306	XP_016767897.1	XP_003395571.1
OG0000307	XP_006561447.1, XP_026301562.1, XP_016772425.1	XP_003402144.1, XP_003402143.1
OG0000308	XP_392582.1	XP_020720591.1
OG0000310	XP_006568882.1, XP_006568883.1	XP_003402676.1, XP_012174337.1, XP_012174338.1, XP_012174339.1
OG0000311	XP_026300397.1, XP_016772838.2, XP_026300405.1, XP_026300396.1, XP_624298.3, XP_001122575.3, XP_006572097.2, XP_026300402.1	NP_001267835.1, XP_012168914.1
OG0000312	XP_397055.1, XP_006558287.1	XP_020722096.1, XP_012171308.1, XP_003400476.1
OG0000313	XP_026298038.1	XP_003401730.1, XP_020722941.1
OG0000314	XP_026301105.1	XP_003401109.1
OG0000314	XP_396447.3	XP_003401102.1
OG0000315	XP_006571730.2	XP_003393207.1, XP_003393256.1
OG0000316	XP_006563165.2	XP_020721709.1
OG0000317	XP_006566517.1, XP_016770258.1, XP_026299433.1, XP_016770257.1	XP_020720978.1, XP_003399343.1, XP_012169708.1, XP_012169706.1, XP_012169707.1
OG0000318	XP_026296489.1, XP_006570321.2	XP_003399756.2
OG0000319	XP_026299510.1	XP_012169246.1, XP_012169248.1
OG0000320	XP_026300661.1, NP_001159378.1	XP_012171701.1
OG0000321	XP_026299571.1	XP_003396497.1, XP_012166184.1
OG0000322	XP_006565594.3	XP_012167924.1
OG0000322	XP_001121102.2	XP_003396317.1, XP_003396318.1
OG0000323	XP_026299532.1, XP_026299531.1, XP_026299534.1, XP_026299533.1	XP_012168820.1, XP_020720958.1, XP_020720960.1, XP_020720959.1, XP_020720957.1, XP_003398855.1, XP_012168822.1
OG0000324	XP_026296234.1, XP_026296228.1	XP_020718305.1, XP_020718302.1
OG0000324	XP_026295816.1	XP_020718281.1
OG0000325	XP_003251224.2, XP_006568360.2	XP_012166143.1, XP_012166144.1, XP_003396981.1
OG0000327	XP_016770398.1, XP_016770397.1	XP_020720937.1
OG0000327	XP_006564397.1, XP_006564400.1	XP_020720933.1, XP_020720934.1
OG0000329	XP_001119858.2	XP_012173620.1
OG0000330	NP_001011616.2	NP_001267838.1
OG0000331	XP_006565044.2, XP_003250569.2, XP_003251149.1, XP_003251148.1, XP_394209.2, XP_392145.3, XP_006568008.2, XP_394210.5, XP_006565513.1	XP_012168742.1, XP_012168741.1
OG0000332	XP_026300806.1, XP_026300805.1	XP_020722095.1, XP_012171298.1, XP_012171292.1, XP_012171295.1, XP_012171296.1, XP_012171297.1
OG0000333	XP_006560640.1	XP_012163501.1
OG0000333	XP_026296150.1	XP_020718311.1
OG0000334	XP_006562896.1	XP_020720845.1, XP_012167907.1, XP_012167904.1, XP_012167906.1, XP_012167905.1, XP_020720846.1
OG0000335	XP_003249498.1, XP_003249499.1	XP_020723223.1, XP_003402203.1
OG0000336	XP_006568577.1, XP_026298127.1	XP_020723021.1
OG0000336	XP_394886.4	XP_003394465.1
OG0000337	XP_006570477.1	XP_012168611.1
OG0000338	XP_016766952.1	XP_020724365.1
OG0000339	XP_393356.1	XP_012164370.1, XP_012164369.1
OG0000339	XP_623285.1	XP_012173169.1, XP_020722951.1
OG0000340	XP_026302145.1, NP_001106141.1	XP_012172809.1
OG0000341	XP_003249977.1, XP_006561675.1	XP_020720041.1
OG0000342	XP_026299722.1	XP_020721162.1
OG0000343	XP_392617.4	XP_003394043.1, XP_012175819.1
OG0000344	XP_026301521.1, XP_026301524.1, XP_026301523.1, XP_026301526.1, XP_026301532.1, XP_026301514.1, XP_026301515.1, XP_026301519.1	XP_020721163.1
OG0000345	XP_006557317.1, XP_006557318.1, XP_006557319.1, XP_006557316.1, XP_016766730.1	XP_003402881.1, XP_020723622.1, XP_012174636.1, XP_012174638.1, XP_012174635.1
OG0000347	XP_623076.2	XP_012166755.1, XP_003397452.1, XP_003397451.1
OG0000348	XP_026295623.1, XP_006571071.1, XP_006571072.1, XP_006571073.1, XP_006571074.1, XP_006571069.1, XP_006571070.1, XP_016769192.1, XP_006571068.1	XP_003393409.1
OG0000349	XP_026301664.1, XP_026301665.1	XP_003402206.1, XP_012173611.1, XP_012173610.1, XP_012173613.1, XP_012173612.1
OG0000350	XP_006564458.1, XP_006564457.1, XP_006564456.1, XP_006564455.1, XP_006564454.1	XP_012169146.1, XP_020721331.1, XP_012169147.1, XP_020721332.1
OG0000351	XP_026295181.1	XP_012176559.1, XP_012176558.1, XP_012176562.1, XP_012176561.1, XP_012176563.1, XP_020724196.1, XP_012176557.1
OG0000352	XP_006569000.1, XP_006568999.1, XP_006568998.1, XP_016766331.1	XP_020722929.1
OG0000354	XP_026299633.1	XP_012165200.1
OG0000356	NP_001011588.1	XP_003397921.1
OG0000356	NP_001011593.1, XP_006567383.1	XP_012167462.1
OG0000357	XP_006563129.1, XP_623083.1	XP_020722207.1, XP_012171737.1, XP_003400885.1
OG0000358	XP_016768555.1, XP_006565559.1	XP_003396633.1, XP_003396634.1
OG0000360	XP_003249464.1	XP_020722453.1, XP_020722452.1, XP_012172665.1, XP_012172663.1, XP_012172664.1, XP_012172661.1, XP_003401447.1
OG0000361	XP_026301193.1	XP_012172740.1, XP_012172741.1, XP_012172742.1, XP_003401494.1, XP_020722602.1, XP_003403371.2, XP_012172745.1, XP_003401606.2, XP_012172746.2
OG0000362	XP_006559006.1	XP_003396517.1
OG0000362	XP_396824.1	XP_003396516.2
OG0000363	XP_001120232.3	XP_003402028.1
OG0000363	NP_001136109.1	XP_012173210.2
OG0000364	XP_006562214.1	XP_003395514.1
OG0000365	XP_006564303.1	XP_020720955.1, XP_020720956.1, XP_020720953.1, XP_020720954.1, XP_012168842.2
OG0000366	XP_006563397.1	XP_012172186.1, XP_020722400.1, XP_020722391.1, XP_020722396.1
OG0000367	XP_006562894.1, XP_006562893.1	XP_012167903.1, XP_012167901.1, XP_003398235.1
OG0000368	XP_001120432.1	XP_003394566.1
OG0000368	NP_001170961.1	XP_003394648.1
OG0000369	XP_016772111.2	XP_020723458.1
OG0000369	XP_006570176.2	XP_012165925.1
OG0000370	XP_026298736.1	XP_020720427.1
OG0000371	XP_006557654.1, XP_026301302.1, XP_016772326.1, XP_392709.3	XP_012172570.1, XP_012172572.1, XP_020722733.1
OG0000372	XP_026297975.1	XP_020718391.1
OG0000372	XP_394846.2	XP_003402715.1
OG0000375	XP_006570087.2, XP_006570088.2, XP_394997.3, XP_026300785.1, XP_016770156.2, XP_016770157.2	XP_012165353.1, XP_012165354.1, XP_012165356.1
OG0000376	XP_026298975.1, XP_026298976.1	XP_003398352.1, XP_012168063.1, XP_020720538.1, XP_012168065.1
OG0000377	XP_006571428.1	XP_020724183.1
OG0000377	XP_393285.1	XP_003402512.1
OG0000378	XP_394649.3	XP_003396150.2
OG0000379	XP_006569276.1	XP_012175936.1, XP_012175938.1, XP_012175937.1, XP_012175931.1, XP_012175932.1, XP_012175930.1, XP_012175933.1, XP_012175934.1
OG0000380	XP_006571553.1, XP_016772009.1, XP_392808.2	XP_003392935.1
OG0000381	XP_623273.1	XP_012167656.1
OG0000381	XP_392943.3	XP_003402681.1
OG0000382	XP_391836.2	XP_012168350.1
OG0000382	XP_006567371.1	XP_012174094.1
OG0000383	XP_006565095.2	XP_003400351.1
OG0000383	XP_001120578.2	XP_003400142.1
OG0000384	XP_392769.5	XP_012175752.1
OG0000384	XP_016766394.2	XP_012175743.1
OG0000385	XP_026298045.1	XP_003401768.1
OG0000385	XP_026297284.1	XP_012164954.1, XP_020719099.1
OG0000386	XP_003250298.1	XP_003400987.1
OG0000386	XP_026301328.1, XP_006563697.2	XP_020722562.1
OG0000387	XP_026297715.1, XP_624193.2, XP_006571990.1	XP_012175291.1, XP_012175221.2, XP_020723851.1, XP_020723852.1, XP_012175231.1, XP_003402884.1
OG0000388	XP_006564597.1	XP_012173041.1
OG0000389	XP_026296199.1	XP_020718377.1, XP_012164301.1, XP_012164306.1, XP_003393116.1, XP_012164295.1
OG0000389	XP_016771975.2	XP_012166573.1
OG0000390	XP_016768447.1	XP_003396995.1, XP_012166154.1, XP_012166153.1
OG0000391	XP_397517.2, XP_006568902.1, XP_006568901.1, XP_006568903.1, XP_006568900.1	XP_012174308.2, XP_012174304.1
OG0000394	XP_006559712.2, XP_006559711.2, XP_397062.3	XP_020719841.1, XP_020719840.1, XP_020719839.1, XP_020719838.1
OG0000395	XP_026298838.1	XP_003397852.1
OG0000395	XP_006568548.2	XP_012176252.1
OG0000396	XP_016768985.2	XP_020722937.1
OG0000397	XP_001123187.2	XP_020718578.1, XP_003394879.1, XP_003394880.1, XP_003394878.1
OG0000398	XP_006562405.1	XP_012168122.1
OG0000399	XP_006564719.2, XP_016769093.2, XP_006564729.1	XP_020722833.1, XP_012172906.1
OG0000400	XP_006563318.2, XP_026295759.1, XP_026295755.1	XP_003402764.1
OG0000401	XP_026296707.1	XP_012164030.1, XP_003395577.1, XP_003395578.1
OG0000402	XP_001121036.2	XP_003400160.1
OG0000402	NP_001157188.1, XP_006564106.1	XP_012170795.1
OG0000403	XP_026301925.1, XP_026301994.1, XP_026301991.1, XP_026301980.1	XP_020718803.1, XP_020718789.1, XP_020718807.1
OG0000405	XP_395824.1	XP_012167804.1
OG0000405	XP_395771.3	XP_003398123.1
OG0000406	XP_624150.2	XP_020723977.1, XP_012175529.1
OG0000407	XP_001122213.5	XP_020720218.1
OG0000408	XP_003251385.1	XP_003396962.1, XP_003396963.1
OG0000408	XP_393143.2	XP_012165754.1
OG0000409	XP_006570965.1	XP_020718339.1, XP_003394778.1, XP_012163106.1, XP_012163108.1
OG0000410	XP_393523.5	XP_012176731.1
OG0000410	XP_391942.5	XP_003399742.1
OG0000411	XP_624548.2	XP_003396802.2
OG0000411	XP_006557483.1	XP_003396581.1, XP_012165508.1
OG0000412	XP_026302239.1, XP_006568843.1	XP_012174375.1
OG0000413	XP_026300633.1, XP_026300632.1, XP_026300636.1	XP_012163071.1, XP_012163074.1
OG0000414	XP_016769079.1	XP_012166567.1
OG0000415	XP_026295887.1, XP_395146.3	XP_012163272.1, XP_003394915.1
OG0000416	XP_006570866.1	XP_012164318.1
OG0000416	XP_026299610.1	XP_012168711.1
OG0000417	XP_026296264.1, XP_026296267.1	XP_012163650.1
OG0000418	XP_006570570.1, NP_001177850.1	XP_012174769.1, XP_020723705.1
OG0000419	XP_006569847.1	XP_020723145.1
OG0000420	XP_006568996.1	XP_003394025.1
OG0000420	XP_006572449.2	XP_003393767.1
OG0000421	XP_001121869.2, XP_026296772.1	XP_012170316.1
OG0000422	XP_006572088.1	XP_003395309.1
OG0000423	XP_026295804.1	XP_003394993.1
OG0000424	XP_016768639.1	XP_012174289.1
OG0000424	XP_006562644.1	XP_012174291.1
OG0000425	XP_395221.4	XP_003398194.1
OG0000426	XP_393189.1	XP_012166576.1, XP_012166575.1
OG0000426	XP_006559877.1	XP_003397227.1
OG0000427	XP_394389.3	XP_020724263.1
OG0000427	XP_396915.4	XP_020720932.1
OG0000427	XP_016767660.1	XP_012163873.1
OG0000428	XP_026301054.1, NP_001314884.1	XP_012171994.2
OG0000429	XP_026296787.1	XP_012173564.1
OG0000430	XP_016772824.1	XP_003393474.3
OG0000430	XP_026295303.1	XP_012164313.1
OG0000431	XP_016768886.2	XP_012175035.1
OG0000432	XP_026298315.1, XP_016769150.2	XP_003403170.1, XP_012175177.1, XP_012175178.1
OG0000433	XP_001120293.2	XP_003398505.3
OG0000433	NP_001011614.1	XP_012170988.1, XP_012170987.1
OG0000434	XP_026296060.1	XP_003394827.1, XP_012176733.1
OG0000435	XP_006558601.1	XP_012170994.2
OG0000436	XP_006564601.1	XP_012173639.2
OG0000436	XP_001120684.2	XP_012173042.1
OG0000437	XP_006566943.1, XP_393874.3	XP_012170305.1, XP_012170304.1, XP_020721631.1
OG0000438	XP_006567961.1, XP_397205.2	XP_020718684.1
OG0000438	XP_006559947.1	XP_003395796.2
OG0000439	XP_006569984.1	XP_012173512.1
OG0000440	XP_026298705.1	XP_012167289.1
OG0000441	XP_003251165.1, XP_006568081.1	XP_012172936.1, XP_012172933.1, XP_012172934.1
OG0000442	XP_006560934.1, XP_016766817.1, XP_016766820.1, XP_624657.2, XP_006560933.1, XP_016766818.1	XP_003394254.1
OG0000443	XP_016771723.2	XP_012165307.2
OG0000444	XP_624349.1	XP_003399057.1
OG0000445	XP_392097.5	XP_003399665.1
OG0000445	XP_006563187.2	XP_003399666.1
OG0000446	XP_393129.4, XP_006559729.2, XP_006559730.2, XP_006559728.2	XP_012166271.1, XP_012166272.1, XP_020719759.1, XP_003397164.1
OG0000447	XP_006559494.1	XP_020723824.1, XP_012175168.1, XP_012175169.1
OG0000448	XP_016767931.1	XP_012174265.1, XP_020723447.1, XP_003402577.1, XP_012174264.1, XP_012174263.1, XP_012174262.1
OG0000449	XP_003250896.1, XP_001120350.1	XP_012169335.1
OG0000449	XP_003250898.1	XP_012169334.1
OG0000450	XP_026295212.1	XP_003402574.1
OG0000451	XP_006572424.1, NP_001265256.1	XP_012169448.1
OG0000452	XP_006566781.2	XP_003399091.2
OG0000452	XP_026299462.1	XP_012165148.1
OG0000453	XP_392026.2, XP_006565842.1	XP_003400463.1, XP_012171275.1, XP_012171276.1
OG0000454	XP_006567039.1	XP_020721488.1
OG0000455	XP_006568930.1	XP_012173633.1, XP_012173634.1, XP_003393809.1
OG0000456	XP_006572147.1	XP_003396694.1
OG0000457	XP_001122652.2	XP_003402126.1, XP_020723180.1, XP_020723181.1, XP_020723178.1, XP_020723179.1, XP_012173619.1
OG0000458	XP_003251707.1, XP_006571340.1, XP_003251708.1	XP_012164458.1, XP_003393128.1, XP_003393127.1
OG0000459	XP_016769739.2	XP_003398311.1, XP_003398310.1
OG0000460	XP_016772943.1	XP_003393446.1
OG0000461	XP_396991.5, XP_006560484.2, XP_006560483.2	XP_012170666.1, XP_012170667.1, XP_020721757.1, XP_003400075.1
OG0000462	XP_026301426.1	XP_003401335.1
OG0000463	XP_006571243.1	XP_012166025.1
OG0000463	XP_006571228.1, XP_006571233.1	XP_012165971.1
OG0000464	XP_026302089.1	XP_020720489.1
OG0000465	XP_026295428.1	XP_012176549.1
OG0000466	XP_026298283.1, XP_003249882.1, XP_026298282.1	XP_003397327.1
OG0000467	XP_006566644.1	XP_020721044.1, XP_020721046.1, XP_020721045.1, XP_003398780.1
OG0000468	XP_006558307.1, XP_006558308.1, XP_006558304.1, XP_006558305.1, XP_006558306.1, XP_006558309.1, XP_026301100.1, XP_026301099.1, XP_026301101.1, XP_016772297.1, XP_016772296.1	XP_020722768.1, XP_012172564.1
OG0000469	XP_026296160.1, XP_026296161.1, XP_026296162.1, XP_026296163.1	NP_001274492.1
OG0000470	XP_026299985.1	XP_020721360.1, XP_020721359.1
OG0000471	XP_003249895.1	XP_003397959.1
OG0000471	XP_006561688.1, XP_001119951.1	XP_012167677.1
OG0000472	XP_006568709.1	XP_012165571.1, XP_012165569.1
OG0000473	NP_001229919.1, XP_026300304.1, XP_026300504.1, XP_026300431.1, XP_026300418.1, XP_026300491.1, XP_026300464.1, XP_026300465.1, XP_016772777.2, XP_026300571.1, NP_001229920.1, XP_016767059.1, XP_026296276.1, XP_006562033.1, XP_026296279.1, XP_006562027.2, XP_026296278.1, XP_026296277.1	XP_020718529.1, XP_020718522.1, XP_020718528.1, XP_020718524.1, XP_020718520.1, XP_020718521.1
