Orthogroup	Apis_mellifera	Aedes_aegypti
OG0000214	XP_392104.4	XP_001660495.2, XP_001648014.1
OG0000215	XP_016772012.1, XP_394061.2	XP_001650687.1
OG0000216	XP_016767691.1	XP_021695787.1, XP_021695812.1, XP_001658816.2, XP_001660657.2, XP_001652926.3, XP_021705200.1, XP_001652928.1, XP_001652922.1, XP_021704573.1, XP_001656766.3, XP_001663987.1, XP_001652925.2
OG0000217	XP_394861.4	XP_021712681.1, XP_001656258.2, XP_021707319.1, XP_021696760.1, XP_021696771.1, XP_021694727.1
OG0000218	XP_623312.2	XP_021706089.1, XP_001660419.1
OG0000219	XP_392277.4, XP_006563970.2	XP_001650937.1, XP_021711710.1
OG0000221	XP_006571382.1	XP_001660128.1
OG0000223	NP_001157186.1, XP_016769330.2	XP_021710530.1
OG0000223	XP_001121634.3	XP_001658512.3
OG0000224	XP_006560620.1	XP_001654732.1, XP_001654733.2
OG0000225	XP_006567210.2	XP_001647679.1
OG0000226	XP_026300579.1	XP_021708650.1
OG0000227	XP_006562291.2, XP_006562294.2, XP_006562293.2, XP_016770836.2	XP_021696785.1
OG0000230	XP_001122612.2, XP_026300638.1, XP_026300637.1	XP_021699383.1
OG0000231	XP_006562424.1	XP_021702255.1, XP_001656509.2, XP_011493518.1, XP_021712758.1, XP_021712760.1, XP_021698283.1, XP_021698300.1
OG0000232	XP_393976.2, XP_006563043.1, XP_006563042.1	XP_021697432.1, XP_021697433.1, XP_021697431.1, XP_021697430.1, XP_021697411.1, XP_021697412.1, XP_021697413.1, XP_021697424.1, XP_021697425.1, XP_021697426.1, XP_021697427.1, XP_021697428.1, XP_021697429.1, XP_021697414.1, XP_021697421.1, XP_021697420.1, XP_021697419.1, XP_021697418.1, XP_021697417.1, XP_021697416.1, XP_021697415.1, XP_021697423.1, XP_021697422.1
OG0000233	XP_001120116.2, XP_016768768.2, XP_397073.5, XP_026300288.1	XP_001657370.2
OG0000234	XP_393127.4	XP_001659472.1, XP_001659474.1, XP_001659473.2
OG0000235	XP_026294767.1, XP_026294798.1, XP_026294810.1	XP_021707634.1, XP_021707632.1, XP_021707627.1
OG0000236	NP_001011639.2	XP_001657619.2, XP_001651997.1, XP_021712370.1, XP_001651998.1, XP_021712372.1, XP_001651166.1, XP_001651167.1
OG0000236	NP_001071293.1	XP_001652725.2
OG0000237	XP_006559356.1	XP_021707698.1
OG0000237	XP_006559358.1	XP_021708376.1
OG0000239	XP_006560473.1, XP_623685.1	XP_001648774.2, XP_021704849.1, XP_021705252.1, XP_001662669.2
OG0000241	XP_006571827.3, XP_016770807.2, XP_016770806.2, XP_016770796.1, XP_016770795.1, XP_026299638.1	XP_001661295.2, XP_001652449.1
OG0000243	XP_026297086.1	XP_001656949.2, XP_001656950.2, XP_021705735.1, XP_021704726.1
OG0000244	XP_026300900.1	XP_001652340.2
OG0000245	NP_001011627.1	XP_001663686.2, XP_001663685.2, XP_021699381.1, XP_021699380.1, XP_001663688.2, XP_001650638.2, XP_001650639.2, XP_001661890.1, XP_001661891.2, XP_001661190.2, XP_001648968.1
OG0000246	XP_394115.2	XP_021702972.1
OG0000246	XP_006563197.1	XP_001661057.2
OG0000247	XP_026296516.1, XP_026296517.1	XP_021693011.1, XP_001651225.2, XP_001651227.2, XP_001650550.2
OG0000247	XP_006562263.2	XP_021694288.1
OG0000248	XP_026299493.1	XP_021712411.1, XP_021695736.1, XP_021712410.1, XP_001648018.2, XP_021695735.1, XP_001651553.2
OG0000249	XP_026298733.1	XP_021706510.1, XP_021706400.1, XP_021712619.1, XP_021695195.1, XP_021694257.1, XP_021700139.1, XP_001658058.1
OG0000250	XP_026299154.1, XP_625112.2	XP_001660282.2, XP_021705092.1
OG0000252	XP_026298583.1, XP_026298580.1, XP_026298584.1	XP_001659013.1, XP_021711486.1
OG0000253	XP_393612.2	XP_021694648.1, XP_021694649.1, XP_021694646.1, XP_021694644.1, XP_001658552.1, XP_021694643.1, XP_021694642.1, XP_021694641.1, XP_021694640.1, XP_021694647.1
OG0000254	XP_392477.4	XP_001664252.1
OG0000254	XP_623652.2	XP_021713090.1, XP_021713086.1, XP_021713085.1, XP_021713089.1, XP_021713088.1, XP_021713082.1, XP_021713081.1, XP_021713084.1, XP_021713083.1, XP_021713091.1
OG0000256	XP_006571385.1	XP_001659923.1
OG0000257	XP_026300984.1	XP_021707001.1
OG0000257	XP_026300982.1	XP_001653528.1
OG0000260	XP_016770898.2	XP_021710146.1
OG0000261	XP_393396.2	XP_001653512.1
OG0000263	XP_006570503.1, XP_393761.1	XP_021695756.1, XP_001659895.1
OG0000264	XP_026298264.1, XP_026298263.1	XP_021699793.1
OG0000264	NP_001171498.1	XP_001654772.1
OG0000265	XP_624456.2	XP_021693311.1, XP_021693310.1, XP_001656086.1, XP_001656087.2
OG0000266	NP_001171495.1	XP_001663718.1
OG0000266	XP_003249289.2	XP_001648452.3
OG0000268	XP_006562783.1, XP_016767403.1, XP_026295852.1, XP_026295853.1, XP_016767402.1, XP_016767400.1, XP_016767401.1, XP_016767399.1	XP_021694310.1, XP_021709288.1, XP_021708718.1, XP_021703075.1, XP_021703638.1, XP_021708988.1
OG0000269	XP_001120910.2	XP_021694258.1
OG0000270	XP_003249152.1	XP_021693340.1
OG0000270	XP_006558130.1	XP_021693342.1
OG0000271	XP_026295760.1, NP_001091688.1	XP_021694461.1, XP_021694462.1, XP_001657210.3, XP_021694460.1
OG0000272	XP_026300655.1, NP_001011621.1	XP_021702656.1, XP_001651408.2
OG0000273	XP_016767148.1, XP_006560612.2	XP_021697010.1
OG0000274	XP_396815.3	XP_021708647.1, XP_021712554.1
OG0000275	XP_026298534.1, XP_026298730.1, XP_026298718.1, XP_003251850.1	XP_021698978.1, XP_021698986.1, XP_021698985.1, XP_021698984.1, XP_021698983.1, XP_021698982.1, XP_021698981.1, XP_021698980.1, XP_021698979.1, XP_021698977.1
OG0000277	XP_001122835.3, XP_006565811.2	XP_021699116.1, XP_021699115.1, XP_021699120.1, XP_021699119.1, XP_021699118.1, XP_021699117.1
OG0000278	XP_026296923.1	XP_021710949.1, XP_021710951.1, XP_021710950.1, XP_001661751.1
OG0000279	NP_001164579.1	XP_021701402.1, XP_021704615.1
OG0000283	XP_006567824.1, XP_006567820.1, XP_006567825.1, XP_006567823.1, XP_016767795.1, XP_016767792.1, XP_026296835.1	XP_021699203.1
OG0000284	NP_001010975.1	XP_021713281.1
OG0000284	XP_026296666.1, XP_395934.2	XP_001649911.1
OG0000285	XP_016767133.1, XP_001120198.1	XP_021711274.1, XP_021711275.1, XP_001654392.1, XP_001654393.1
OG0000287	XP_016771224.1, XP_026302005.1, XP_026302006.1, XP_026302007.1, XP_026302008.1, XP_006570139.1, XP_006570135.1, XP_006570134.1, XP_006570140.1, XP_026302009.1	XP_021693442.1, XP_021693441.1, XP_021693440.1, XP_021693439.1, XP_001654533.1, XP_001654534.1, XP_021693438.1
OG0000287	XP_624121.2	XP_001653434.1
OG0000288	XP_026295225.1	XP_021708643.1
OG0000288	XP_624678.1	XP_021701110.1, XP_021701114.1, XP_021701113.1, XP_021701116.1, XP_021701115.1, XP_021701109.1, XP_021701112.1, XP_021701117.1
OG0000289	XP_396469.1, XP_006571187.1, XP_006571186.1, XP_006571185.1	XP_001653392.1, XP_021700629.1
OG0000291	XP_026298041.1, XP_006560155.1, XP_006560156.1	XP_001660325.1
OG0000292	XP_016772487.1	XP_021705719.1
OG0000295	XP_026296372.1, XP_026296371.1	XP_001657310.1, XP_001657309.1, XP_021709409.1, XP_021711736.1
OG0000296	XP_003249767.1, XP_392285.1	XP_021696627.1, XP_001652037.1
OG0000298	XP_016767798.1, XP_006567970.1, XP_006567968.1, XP_006567969.1, XP_006567967.1	XP_001653995.1
OG0000299	XP_006563972.1, XP_006563971.1, XP_396934.4	XP_001651322.2
OG0000300	XP_016773009.2	XP_001648404.2
OG0000300	XP_624183.1	XP_001655172.1
OG0000301	XP_016772392.1, NP_001035323.1	XP_001648376.1
OG0000302	XP_006571833.1	XP_021704818.1
OG0000302	XP_395048.4	XP_011493002.2
OG0000303	XP_016772523.1	XP_001654671.2
OG0000304	XP_006568070.1	XP_021710383.1, XP_021710379.1, XP_021710380.1, XP_021710381.1, XP_021710384.1, XP_021710386.1, XP_021710382.1
OG0000306	XP_016767898.1, XP_016767897.1	XP_021713149.1, XP_001657736.2
OG0000307	XP_006561447.1, XP_026301562.1, XP_016772425.1	XP_001648503.2, XP_021709490.1
OG0000308	XP_392582.1	XP_021704951.1, XP_001652493.1
OG0000310	XP_006568882.1, XP_006568883.1	XP_021709445.1, XP_021707061.1
OG0000311	XP_026300397.1, XP_016772838.2, XP_026300405.1, XP_026300396.1, XP_624298.3, XP_001122575.3, XP_006572097.2, XP_026300402.1	XP_001663796.1
OG0000312	XP_397055.1, XP_006558287.1	XP_011493181.2
OG0000313	XP_026298038.1	XP_021711596.1
OG0000314	XP_026301105.1	XP_001651916.1, XP_021710674.1, XP_001651919.1
OG0000314	XP_396447.3	XP_021694403.1
OG0000315	XP_006571730.2	XP_001659087.2, XP_021708161.1, XP_001659089.2, XP_021708674.1, XP_021708675.1
OG0000316	XP_006563165.2	XP_001659462.2
OG0000317	XP_006566517.1, XP_016770258.1, XP_026299433.1, XP_016770257.1	XP_021709328.1
OG0000318	XP_026296489.1, XP_006570321.2	XP_001650906.1, XP_021701160.1, XP_021701159.1, XP_021701158.1
OG0000319	XP_026299509.1, XP_026299510.1	XP_021696890.1, XP_021696891.1, XP_021696892.1, XP_021696894.1, XP_021696895.1, XP_021696896.1, XP_021696897.1, XP_021696893.1, XP_001650010.1, XP_021696889.1
OG0000320	XP_026300661.1, NP_001159378.1	XP_001657626.2, XP_021712346.1, XP_021707306.1, XP_021707307.1, XP_001652831.1, XP_001663870.2, XP_001653082.1
OG0000321	XP_026299571.1	XP_001654226.2
OG0000322	XP_006565594.3	XP_021699357.1, XP_001664072.2, XP_001664071.2
OG0000323	XP_026299532.1, XP_026299531.1, XP_026299534.1, XP_026299533.1	XP_021709796.1
OG0000325	XP_003251224.2, XP_006568360.2	XP_021707537.1, XP_021707536.1, XP_021707533.1, XP_021707534.1, XP_021707535.1, XP_021707531.1, XP_021707530.1, XP_021707529.1, XP_021707538.1, XP_021707532.1
OG0000326	XP_006567415.1, XP_001120061.2	XP_021704815.1, XP_001661509.1, XP_021704813.1, XP_021704814.1, XP_021706377.1
OG0000329	XP_001119858.2	XP_001663012.2, XP_001663019.1, XP_001663014.2, XP_021713330.1, XP_001663018.1, XP_001663020.2, XP_001663015.2, XP_001657173.1
OG0000330	NP_001011616.2	XP_021712238.1, XP_001657293.2, XP_001657289.2, XP_001657288.2
OG0000332	XP_026300806.1, XP_026300805.1	XP_001648362.2
OG0000333	XP_006560640.1, XP_026296150.1	XP_021693426.1
OG0000334	XP_006562896.1	XP_021701876.1
OG0000335	XP_026299572.1, XP_003249498.1, XP_003249499.1	XP_021711938.1
OG0000336	XP_006568577.1, XP_026298127.1, XP_394886.4	XP_001655208.2
OG0000337	XP_006570477.1	XP_021696470.1, XP_021696471.1, XP_021711867.1
OG0000339	XP_393356.1	XP_001648723.1
OG0000339	XP_623285.1	XP_001656676.1
OG0000341	XP_003249977.1, XP_006561675.1	XP_021702717.1, XP_001659283.1
OG0000342	XP_026299722.1	XP_021709325.1
OG0000343	XP_392617.4	XP_021708138.1, XP_021708134.1, XP_021708135.1, XP_021708132.1, XP_021708133.1, XP_021708130.1, XP_021708131.1, XP_021708137.1, XP_021708129.1, XP_021708128.1, XP_021708127.1, XP_021708136.1, XP_021708126.1, XP_021704604.1
OG0000344	XP_026301521.1, XP_026301524.1, XP_026301523.1, XP_026301526.1, XP_026301532.1, XP_026301514.1, XP_026301515.1, XP_026301519.1	XP_021697739.1, XP_021697741.1, XP_021697740.1
OG0000345	XP_006557317.1, XP_006557318.1, XP_006557319.1, XP_006557316.1, XP_016766730.1	XP_021707280.1, XP_021707281.1, XP_021707282.1
OG0000347	XP_623076.2	XP_021700452.1
OG0000349	XP_026301664.1, XP_026301665.1	XP_021693827.1
OG0000350	XP_006564458.1, XP_006564457.1, XP_006564456.1, XP_006564455.1, XP_006564454.1	XP_001659213.2
OG0000351	XP_026295181.1	XP_021707134.1, XP_001647780.1
OG0000352	XP_006569000.1, XP_006568999.1, XP_006568998.1, XP_016766331.1	XP_021696227.1, XP_021696225.1, XP_021696229.1, XP_021696224.1, XP_021696228.1, XP_021696219.1, XP_021696220.1, XP_021696221.1, XP_021696216.1, XP_021696217.1, XP_021696222.1, XP_021696223.1, XP_001654250.2, XP_021696226.1
OG0000356	NP_001011588.1, NP_001011593.1, XP_006567383.1	XP_001657830.1, XP_001648015.1, XP_001647923.1, XP_001655977.1, XP_001647921.1, XP_001647922.2
OG0000357	XP_006563129.1, XP_623083.1	XP_021701084.1
OG0000358	XP_016768555.1, XP_006565559.1	XP_001661132.1, XP_021698766.1
OG0000360	XP_003249464.1	XP_021705669.1, XP_021705670.1
OG0000361	XP_026301193.1	XP_001650659.2, XP_021704356.1, XP_021704357.1, XP_021704358.1, XP_021704359.1, XP_001653317.1
OG0000362	XP_006559006.1	XP_001658111.1
OG0000362	XP_396824.1	XP_021698010.1
OG0000363	XP_001120232.3	XP_001660101.2
OG0000363	NP_001136109.1	XP_001660100.2, XP_021693660.1, XP_021708215.1, XP_011492937.1
OG0000364	XP_006562214.1	XP_021701773.1, XP_001658074.1, XP_021701778.1, XP_021701775.1, XP_021701774.1, XP_021701777.1, XP_021701776.1
OG0000365	XP_006564303.1	XP_021696655.1, XP_021696656.1, XP_001652059.2
OG0000366	XP_006563397.1	XP_021698510.1, XP_021698495.1, XP_021698505.1, XP_021698504.1, XP_021698507.1
OG0000367	XP_006562894.1, XP_006562893.1	XP_001650261.2
OG0000368	XP_001120432.1, NP_001170961.1	XP_001649238.1, XP_001649236.1, XP_021705594.1
OG0000369	XP_016772111.2, XP_006570176.2	XP_021706588.1, XP_021708003.1
OG0000370	XP_026298736.1	XP_021712555.1
OG0000372	XP_026297975.1, XP_394846.2	XP_001653705.2
OG0000375	XP_006570087.2, XP_006570088.2, XP_394997.3, XP_026300785.1, XP_016770156.2, XP_016770157.2	XP_001652513.1
OG0000376	XP_026298975.1, XP_026298976.1	XP_021711017.1
OG0000377	XP_006571428.1	XP_001660801.2
OG0000377	XP_393285.1	XP_001652672.1, XP_001652671.1, XP_001652673.1
OG0000378	XP_394649.3, XP_006564195.1, XP_026297110.1	XP_021709491.1
OG0000379	XP_006569276.1	XP_021704205.1, XP_021704206.1
OG0000380	XP_006571553.1, XP_016772009.1, XP_392808.2	XP_001658589.2, XP_021700482.1
OG0000381	XP_623273.1	XP_021709141.1
OG0000381	XP_392943.3	XP_021708636.1, XP_001653770.1
OG0000382	XP_391836.2, XP_006567371.1	XP_021712504.1, XP_021705463.1
OG0000384	XP_392769.5	XP_001660403.1
OG0000384	XP_016766394.2	XP_021708638.1
OG0000385	XP_026298045.1, XP_026297284.1	XP_021712982.1, XP_001649476.1
OG0000386	XP_003250298.1, XP_026301328.1, XP_006563697.2	XP_011493284.1, XP_001651049.1, XP_021694539.1
OG0000387	XP_026297715.1, XP_624193.2, XP_006571990.1	XP_001651743.2, XP_001651741.2, XP_021706845.1, XP_021706846.1, XP_021707468.1, XP_021707467.1
OG0000388	XP_006564597.1	XP_021694733.1
OG0000389	XP_026296199.1, XP_016771975.2	XP_001653489.2, XP_001653487.1
OG0000390	XP_016768447.1	XP_001652622.1
OG0000391	XP_397517.2, XP_006568902.1, XP_006568901.1, XP_006568903.1, XP_006568900.1	XP_021708186.1, XP_021708180.1
OG0000394	XP_006559712.2, XP_006559711.2, XP_397062.3	XP_021705811.1, XP_021705815.1, XP_021705814.1, XP_021705816.1, XP_021705810.1, XP_021705812.1, XP_021705813.1
OG0000395	XP_026298838.1, XP_006568548.2	XP_021711480.1
OG0000397	XP_001123187.2	XP_021705047.1, XP_021705046.1, XP_021712900.1
OG0000398	XP_006562405.1	XP_001654423.1
OG0000399	XP_006564719.2, XP_016769093.2, XP_006564729.1	XP_021701463.1, XP_021701471.1, XP_021701437.1
OG0000400	XP_006563318.2, XP_026295759.1, XP_026295755.1	XP_021708893.1, XP_001657539.2, XP_001657536.2
OG0000401	XP_026296707.1	XP_021710740.1, XP_001657992.2, XP_021710747.1
OG0000402	XP_001121036.2, NP_001157188.1, XP_006564106.1	XP_011492940.1, XP_001658086.2
OG0000403	XP_026301925.1, XP_026301994.1, XP_026301991.1, XP_026301980.1	XP_021702997.1, XP_021702978.1, XP_021702985.1, XP_021702994.1
OG0000405	XP_395824.1	XP_001663334.1
OG0000405	XP_395771.3	XP_001660991.1
OG0000406	XP_624150.2	XP_001656191.2, XP_001657673.2, XP_001657671.1, XP_001657674.2
OG0000407	XP_016768376.1, XP_392398.3, XP_001122213.5	XP_001650092.2
OG0000408	XP_003251385.1	XP_001656144.1
OG0000408	XP_393143.2	XP_001649800.1
OG0000409	XP_006570965.1	XP_021710172.1, XP_021710173.1, XP_021710174.1, XP_021710175.1, XP_001652242.1, XP_021710171.1, XP_001652240.1
OG0000410	XP_393523.5	XP_021706294.1, XP_021706293.1
OG0000410	XP_391942.5	XP_021700545.1, XP_021700546.1, XP_021711935.1
OG0000411	XP_624548.2	XP_021698601.1
OG0000411	XP_006557483.1	XP_001664033.2
OG0000412	XP_026302239.1, XP_006568843.1	XP_021710181.1, XP_021710186.1
OG0000413	XP_026300633.1, XP_026300632.1, XP_026300636.1	XP_021704464.1, XP_021704463.1, XP_021704462.1, XP_021704461.1, XP_021704460.1, XP_021704471.1, XP_021704472.1, XP_021704469.1, XP_021704470.1, XP_021704467.1, XP_021704468.1, XP_021704465.1, XP_021704466.1
OG0000415	XP_026295887.1, XP_395146.3	XP_021707878.1
OG0000416	XP_006570866.1, XP_026299610.1	XP_001648022.2
OG0000417	XP_026296264.1, XP_026296267.1	XP_001656516.2
OG0000418	XP_006570570.1, NP_001177850.1	XP_021700067.1
OG0000419	XP_006569847.1	XP_001650207.1
OG0000420	XP_006568996.1	XP_001654248.2, XP_001663090.2, XP_001663089.2
OG0000421	XP_001121869.2, XP_026296772.1	XP_021710730.1
OG0000422	XP_006572088.1	XP_021695345.1
OG0000423	XP_026295804.1	XP_021700803.1, XP_021700802.1, XP_001654139.1, XP_001654140.1
OG0000424	XP_006562644.1	XP_001660884.1, XP_001660885.1
OG0000425	XP_395221.4	XP_001661159.1
OG0000426	XP_393189.1, XP_006559877.1	XP_001648511.1, XP_021706083.1
OG0000427	XP_016767660.1	XP_021693479.1
OG0000428	XP_026301054.1, NP_001314884.1	XP_001652376.3
OG0000429	XP_026296787.1	XP_021708592.1
OG0000430	XP_016772824.1, XP_026295303.1	XP_001651734.2
OG0000431	XP_016768886.2	XP_001654510.2, XP_021699064.1, XP_001654511.2, XP_021699065.1, XP_011493547.2, XP_021694254.1, XP_021699035.1, XP_021695235.1
OG0000432	XP_026298315.1, XP_016769150.2	XP_021693214.1, XP_001660788.2
OG0000433	XP_001120293.2	XP_021706095.1
OG0000433	NP_001011614.1	XP_021707462.1
OG0000434	XP_026296060.1	XP_021706134.1, XP_021706133.1, XP_021707113.1, XP_021707115.1
OG0000436	XP_006564598.1, XP_006564601.1	XP_021707245.1, XP_021707240.1
OG0000436	XP_001120684.2	XP_001648952.2
OG0000437	XP_006566943.1, XP_393874.3	XP_001652247.1
OG0000438	XP_006567961.1, XP_397205.2, XP_006559947.1	XP_021707499.1
OG0000439	XP_006569984.1	XP_021708260.1
OG0000440	XP_026298705.1	XP_021693136.1
OG0000441	XP_003251165.1, XP_006568081.1	XP_021703713.1, XP_021703712.1, XP_021703709.1, XP_021703711.1
OG0000442	XP_006560934.1, XP_016766817.1, XP_016766820.1, XP_624657.2, XP_006560933.1, XP_016766818.1	XP_021698175.1, XP_021698170.1
OG0000443	XP_016771723.2	XP_021696026.1
OG0000444	XP_624349.1	XP_001659746.2
OG0000445	XP_392097.5	XP_021701995.1, XP_021701992.1, XP_021701996.1, XP_021701994.1
OG0000445	XP_006563187.2	XP_021701997.1
OG0000446	XP_393129.4, XP_006559729.2, XP_006559730.2, XP_006559728.2	XP_021703072.1, XP_021703048.1, XP_021703054.1, XP_001658093.2, XP_021703060.1
OG0000447	XP_006559494.1	XP_001660470.2, XP_001660472.2
OG0000448	XP_016767931.1	XP_001649735.1
OG0000449	XP_003250896.1, XP_001120350.1, XP_003250898.1	XP_001652874.1
OG0000451	XP_006572424.1, NP_001265256.1	XP_001655826.2
OG0000452	XP_006566781.2	XP_001648925.2
OG0000452	XP_026299462.1	XP_001648027.2
OG0000453	XP_392026.2, XP_006565842.1	XP_021697495.1
OG0000454	XP_006567039.1	XP_021706461.1
OG0000455	XP_006568930.1	XP_001652284.1, XP_021706466.1, XP_021706467.1
OG0000456	XP_026299592.1, XP_026301733.1, XP_006572147.1	XP_001654206.1, XP_001654207.2, XP_001650194.1
OG0000457	XP_001122652.2	XP_021706429.1, XP_021711607.1, XP_021711608.1
OG0000458	XP_003251707.1, XP_006571340.1, XP_003251708.1	XP_001660837.1
OG0000459	XP_016769739.2	XP_021706301.1, XP_021706296.1, XP_021706297.1, XP_021706298.1, XP_021706299.1, XP_021706300.1, XP_021706302.1
OG0000460	XP_016772943.1	XP_001649855.2
OG0000461	XP_396991.5, XP_006560484.2, XP_006560483.2	XP_021695522.1
OG0000462	XP_026301426.1	XP_001661490.1
OG0000463	XP_006571243.1	XP_021701569.1, XP_021701573.1, XP_001658986.1, XP_021702949.1
OG0000466	XP_026298283.1, XP_003249882.1, XP_026298282.1	XP_021701291.1, XP_021701290.1, XP_021701289.1, XP_021701288.1, XP_021701299.1, XP_021701298.1, XP_021701297.1, XP_001648093.1, XP_001648092.1, XP_001648088.2, XP_021701300.1
OG0000467	XP_006566644.1	XP_021704958.1
OG0000468	XP_006558307.1, XP_006558308.1, XP_006558304.1, XP_006558305.1, XP_006558306.1, XP_006558309.1, XP_026301100.1, XP_026301099.1, XP_026301101.1, XP_016772297.1, XP_016772296.1	XP_021701552.1
OG0000469	XP_026296160.1, XP_026296161.1, XP_026296162.1, XP_026296163.1	XP_001657083.2
OG0000470	XP_026299985.1	XP_021703041.1, XP_021703042.1, XP_001658302.1
OG0000471	XP_003249895.1, XP_006561688.1, XP_001119951.1	XP_021702045.1, XP_011493210.1
OG0000472	XP_006568709.1	XP_021694230.1, XP_021694226.1, XP_021694200.1, XP_021694194.1, XP_021694186.1, XP_021694182.1, XP_021694212.1, XP_021694219.1, XP_021694207.1, XP_021694174.1
OG0000475	XP_016772190.1	XP_001658443.1
OG0000476	NP_001314896.1	XP_001651876.1
OG0000477	XP_003250526.1, XP_026296405.1	XP_001653252.2, XP_021698468.1
OG0000477	XP_006570759.1, NP_001171493.1, NP_001171492.1	XP_021705457.1
OG0000478	XP_006562526.1, XP_006562527.1, XP_003250091.1	XP_021710495.1
OG0000479	XP_006570497.1, XP_006570499.1, XP_006570498.1	XP_021699545.1, XP_021699548.1, XP_021699547.1, XP_021699553.1, XP_021699551.1, XP_021699552.1, XP_021699549.1, XP_021699550.1, XP_021704290.1
OG0000480	XP_016767961.2	XP_001647877.2, XP_021707116.1, XP_021709330.1, XP_001647875.1, XP_001647874.3
OG0000482	XP_016772171.1	XP_021709780.1, XP_021709778.1, XP_021709784.1, XP_021709783.1, XP_021709782.1, XP_021709781.1, XP_021709786.1, XP_021709785.1, XP_021709779.1, XP_021700824.1, XP_001652443.1, XP_021702781.1, XP_021702769.1
OG0000483	XP_394164.3, XP_006571261.2, XP_006571260.2	XP_021710437.1, XP_001651282.2, XP_001651280.2, XP_001651281.2, XP_001651279.2
