Orthogroup	Bombus_terrestris	Osmia_lignaria
OG0000193	XP_003396374.1, XP_012165376.1, XP_012165373.1, XP_012165379.1, XP_012165378.1	XP_034182344.1
OG0000194	XP_012168595.1, XP_012168596.1, XP_012168597.1, XP_012168598.1, XP_020720998.1	XP_034175689.1
OG0000195	XP_020718760.1, XP_020718759.1, XP_003395333.1	XP_034177803.1, XP_034177800.1, XP_034177802.1
OG0000197	XP_012169560.1	XP_034192365.1
OG0000200	XP_003393298.1	XP_034172080.1, XP_034172081.1, XP_034172083.1, XP_034172082.1
OG0000201	XP_003397959.1, XP_012167677.1, XP_003397960.1	XP_034184461.1, XP_034184462.1, XP_034184460.1
OG0000202	XP_012169335.1, XP_012169334.1	XP_034175101.1, XP_034175099.1, XP_034175100.1, XP_034175097.1, XP_034175098.1, XP_034175102.1, XP_034175095.1
OG0000203	XP_003400456.1, XP_012171242.1	XP_034180149.1
OG0000204	XP_003394706.1, XP_003394705.1	XP_034182241.1, XP_034182242.1, XP_034182243.1, XP_034182244.1
OG0000205	XP_012164463.1	XP_034177794.1, XP_034177796.1, XP_034177793.1, XP_034177790.1, XP_034177792.1, XP_034177797.1, XP_034177795.1, XP_034177798.1
OG0000206	XP_020723622.1, XP_012174635.1, XP_012174638.1, XP_012174636.1, XP_003402881.1	XP_034194321.1
OG0000207	XP_012166636.1	XP_034181121.1
OG0000208	XP_012175169.1, XP_012175168.1, XP_020723824.1	XP_034185553.1, XP_034185552.1
OG0000209	XP_012167357.1	XP_034184026.1, XP_034184027.1, XP_034184025.1
OG0000210	XP_020722400.1, XP_020722396.1, XP_012172186.1, XP_020722391.1	XP_034193587.1, XP_034193586.1
OG0000211	XP_003403180.1, XP_012175194.1, XP_012175192.1, XP_012175195.1	XP_034185535.1, XP_034185540.1, XP_034185536.1, XP_034185537.1, XP_034185538.1, XP_034185539.1
OG0000212	XP_012168652.1	XP_034176251.1, XP_034176252.1, XP_034176254.1, XP_034176253.1
OG0000213	XP_012175785.1, XP_012175778.1, XP_012175770.1, XP_012175792.1, XP_003393170.1	XP_034172935.1
OG0000214	XP_003392935.1	XP_034173135.1, XP_034173136.1
OG0000215	XP_020723607.1, XP_020723610.1, XP_012174547.1, XP_020723608.1, XP_020723611.1, XP_020723609.1	XP_034182772.1, XP_034182771.1
OG0000216	XP_020719016.1	XP_034195726.1, XP_034195727.1, XP_034195728.1
OG0000217	XP_020721002.1	XP_034185982.1, XP_034185981.1, XP_034185980.1
OG0000218	XP_003401025.1	XP_034179204.1
OG0000218	XP_012172166.1	XP_034179200.1, XP_034179202.1, XP_034179201.1
OG0000219	XP_012173564.1	XP_034192589.1
OG0000220	XP_012163163.1	XP_034181640.1
OG0000221	XP_003400569.1	XP_034191998.1
OG0000222	XP_003398123.1	XP_034185956.1
OG0000222	XP_012167804.1	XP_034189852.1
OG0000223	XP_012166755.1, XP_003397452.1, XP_003397451.1	XP_034188959.1, XP_034188958.1, XP_034188954.1, XP_034188955.1, XP_034188956.1, XP_034188957.1
OG0000224	XP_020723779.1, XP_012174962.1, XP_012174961.1, XP_012174960.1	XP_034195082.1
OG0000226	XP_012172272.1	XP_034179612.1, XP_034179613.1
OG0000227	XP_012172050.1	XP_034178984.1, XP_034178985.1
OG0000228	XP_003393462.1	XP_034173028.1, XP_034173027.1, XP_034173029.1
OG0000229	XP_003401003.1	XP_034178871.1
OG0000230	XP_003394878.1, XP_003394880.1, XP_020718578.1, XP_003394879.1	XP_034181654.1
OG0000231	XP_012166221.1, XP_012166220.1, XP_012166219.1, XP_020719791.1, XP_012166222.1, XP_012166223.1	XP_034187972.1
OG0000232	XP_003400196.1, XP_012170947.1	XP_034178303.1, XP_034178300.1, XP_034178301.1, XP_034178299.1
OG0000233	XP_012171308.1, XP_020722096.1, XP_003400476.1, XP_012171299.2, XP_012171301.1, XP_012171304.1	XP_034194111.1, XP_034194110.1
OG0000234	XP_012173296.1, XP_012173298.1, XP_012173297.1, XP_003401876.1, XP_003401877.1, XP_012173299.1	XP_034184736.1, XP_034184734.1, XP_034184733.1, XP_034184735.1
OG0000235	XP_012175460.1, XP_020724080.1	XP_034188255.1, XP_034188260.1, XP_034188261.1, XP_034188259.1, XP_034188258.1, XP_034188257.1
OG0000236	XP_012165571.1	XP_034195907.1
OG0000236	XP_012165569.1	XP_034195787.1
OG0000237	XP_012173935.1, XP_012173937.1, XP_012173936.1	XP_034181102.1, XP_034181105.1, XP_034181103.1, XP_034181101.1, XP_034181104.1
OG0000238	XP_012173512.1	XP_034176782.1
OG0000240	XP_020723080.1	XP_034180058.1, XP_034180056.1
OG0000241	XP_020722950.1	XP_034185581.1, XP_034185578.1, XP_034185582.1, XP_034185583.1, XP_034185580.1
OG0000242	XP_003396534.1, XP_020719232.1	XP_034181365.1
OG0000243	XP_012165897.1, XP_012165903.1, XP_012165902.1, XP_012165900.1, XP_012165899.1, XP_012165898.1	XP_034173756.1
OG0000244	XP_020724157.1, XP_020724158.1, XP_012176311.1, XP_020724156.1	XP_034182098.1, XP_034182097.1
OG0000245	XP_020718282.1, XP_012163545.1	XP_034187246.1, XP_034187245.1
OG0000246	XP_012164954.1, XP_020719099.1	XP_034196159.1
OG0000246	XP_003401768.1	XP_034195100.1
OG0000247	XP_003396811.1	XP_034183856.1, XP_034183850.1, XP_034183840.1, XP_034183826.1, XP_034183833.1, XP_034183865.1, XP_034183817.1
OG0000248	XP_020721257.1, XP_020721258.1, XP_020721259.1, XP_012169434.1, XP_012169432.1, XP_003399159.1, XP_012169431.1, XP_012169429.1, XP_020721256.1	XP_034187781.1, XP_034187782.1, XP_034187783.1
OG0000249	XP_012169463.2, XP_020721343.1, XP_003402576.2, XP_020721177.1	XP_034181364.1, XP_034181366.1, XP_034181369.1
OG0000250	XP_020721163.1	XP_034172097.1, XP_034172096.1, XP_034172095.1
OG0000251	XP_003401208.1, XP_020722676.1	XP_034179315.1, XP_034179314.1
OG0000252	XP_003398194.1	XP_034185807.1, XP_034185805.1, XP_034185808.1
OG0000253	XP_003401781.1	XP_034185500.1
OG0000253	XP_003401782.1	XP_034185501.1
OG0000254	XP_003394353.1, XP_020724147.1, XP_012176228.1, XP_012176226.1, XP_012176227.1	XP_034181913.1, XP_034181916.1, XP_034181914.1, XP_034181915.1
OG0000255	XP_003400584.1, XP_003400585.1, XP_020722157.1	XP_034192133.1, XP_034192134.1
OG0000256	XP_012168741.1, XP_012168742.1	XP_034185976.1, XP_034185977.1
OG0000257	XP_012171960.1, XP_012171957.1, XP_012171958.1, XP_012171959.1	XP_034191847.1
OG0000258	XP_012166005.2	XP_034189815.1, XP_034189824.1, XP_034189833.1
OG0000259	XP_003395969.1, XP_012164534.1, XP_012164536.1, XP_012164535.1	XP_034195599.1
OG0000261	XP_003403123.1, XP_012175136.1, XP_020723829.1	XP_034184755.1, XP_034184753.1, XP_034184752.1, XP_034184754.1
OG0000262	XP_012166526.1, XP_003397183.1	XP_034181772.1, XP_034181773.1, XP_034181774.1
OG0000263	XP_012172354.1, XP_012172353.1	XP_034179478.1, XP_034179477.1, XP_034179480.1, XP_034179481.1, XP_034179479.1
OG0000264	XP_012168122.1	XP_034183558.1, XP_034183559.1, XP_034183556.1, XP_034183557.1
OG0000265	XP_012169012.1, XP_012169011.1, XP_012169010.1	XP_034176282.1
OG0000266	XP_003393704.1	XP_034188916.1
OG0000267	XP_012174338.1, XP_012174337.1, XP_003402676.1, XP_012174339.1	XP_034171334.1, XP_034171333.1, XP_034171331.1, XP_034171332.1, XP_034171330.1
OG0000268	XP_020722159.1	XP_034196640.1, XP_034196641.1, XP_034196639.1
OG0000269	XP_012168056.1, XP_003393407.1	XP_034172452.1
OG0000270	XP_020723869.1, XP_012175272.1, XP_003403275.1	XP_034192849.1, XP_034192837.1
OG0000271	XP_020719265.1, XP_012166182.1, XP_012166181.1, XP_012166180.1	XP_034173912.1, XP_034173836.1, XP_034173989.1
OG0000272	XP_012168069.1, XP_012168068.1, XP_020720593.1, XP_003398360.1, XP_012168067.1, XP_012168071.1	XP_034189677.1
OG0000273	XP_012175178.1, XP_012175177.1, XP_003403170.1	XP_034185323.1, XP_034185324.1, XP_034185325.1
OG0000274	XP_012167012.1, XP_003397491.1	XP_034171832.1
OG0000275	XP_003399877.1	XP_034190930.1
OG0000276	XP_012167716.1, XP_012167719.1, XP_012167720.1, XP_012167718.1	XP_034181830.1, XP_034181826.1, XP_034181832.1
OG0000277	XP_003403224.1	XP_034187453.1, XP_034187452.1
OG0000278	XP_003402574.1	XP_034188421.1
OG0000279	XP_012175858.1, XP_012175859.1, XP_012175856.1, XP_012175853.1	XP_034194356.1, XP_034194357.1
OG0000280	XP_012163634.1	XP_034173755.1, XP_034173759.1, XP_034173761.1, XP_034173760.1, XP_034173758.1, XP_034173757.1, XP_034173754.1
OG0000281	XP_003395200.1, XP_012163649.1	XP_034173736.1, XP_034173733.1, XP_034173735.1, XP_034173734.1, XP_034173737.1
OG0000282	XP_012166941.1	XP_034173559.1, XP_034173562.1, XP_034173561.1, XP_034173560.1, XP_034173563.1
OG0000283	XP_020721359.1, XP_020721360.1	XP_034182970.1, XP_034182969.1
OG0000284	XP_020722603.1, XP_003403398.3, XP_012172740.1, XP_003401494.1, XP_012172741.1, XP_012172742.1, XP_012172746.2, XP_003401606.2, XP_012172745.1, XP_003403371.2, XP_020722602.1	XP_034179560.1
OG0000285	XP_003401335.1	XP_034193967.1
OG0000286	XP_012170287.1, XP_012170292.1, XP_003399735.1	XP_034187113.1, XP_034187115.1
OG0000287	XP_020721029.1, XP_012168766.1, XP_012168765.1, XP_012168764.1, XP_012168762.1, XP_012168760.1, XP_012168759.1, XP_012168758.1	XP_034185755.1, XP_034185756.1, XP_034185753.1, XP_034185754.1, XP_034185751.1, XP_034185752.1
OG0000288	XP_012164424.1, XP_003395287.1, XP_003395288.1	XP_034192862.1
OG0000289	XP_020722158.1, XP_003400580.1, XP_003400581.1, XP_012171527.1, XP_012171528.1, XP_012171526.1	XP_034191632.1
OG0000290	XP_020719510.1, XP_003396632.1	XP_034177193.1, XP_034177187.1
OG0000291	XP_012166143.1, XP_012166144.1, XP_003396981.1	XP_034174351.1
OG0000293	XP_003396245.1, XP_003396246.1, XP_020719607.1, XP_003396247.1	XP_034187323.1, XP_034187341.1, XP_034187332.1
OG0000294	XP_020721725.1, XP_003399614.1, XP_012169854.1	XP_034186341.1
OG0000295	XP_020719841.1, XP_020719839.1, XP_020719840.1, XP_020719838.1	XP_034180997.1, XP_034180996.1, XP_034180995.1
OG0000296	XP_003397164.1, XP_012166272.1, XP_012166271.1, XP_020719759.1	XP_034181155.1, XP_034181153.1, XP_034181154.1, XP_034181151.1
OG0000297	XP_012166575.1, XP_012166576.1, XP_003397226.1, XP_003397227.1	XP_034192474.1
OG0000298	XP_012170680.1	XP_034178782.1, XP_034178784.1, XP_034178783.1
OG0000299	XP_012167591.1	XP_034180514.1, XP_034180523.1
OG0000299	XP_012167594.1	XP_034180545.1
OG0000300	XP_012168866.1	XP_034192275.1
OG0000300	XP_012168862.1	XP_034192273.1
OG0000301	XP_012167907.1, XP_012167905.1, XP_012167906.1, XP_012167904.1, XP_020720846.1, XP_020720845.1	XP_034183399.1, XP_034183398.1
OG0000302	XP_020722513.1, XP_020722511.1, XP_020722514.1, XP_012172295.2	XP_034193562.1
OG0000303	XP_020722833.1, XP_012172906.1	XP_034185476.1, XP_034185473.1
OG0000304	XP_020720871.1, XP_020720870.1, XP_003398739.1	XP_034185972.1, XP_034185971.1
OG0000305	XP_003395709.1	XP_034177114.1, XP_034177113.1, XP_034177112.1
OG0000306	XP_012173171.1, XP_012173172.1	XP_034185696.1, XP_034185692.1, XP_034185694.1, XP_034185693.1, XP_034185695.1
OG0000307	XP_012176422.2	XP_034186970.1, XP_034186971.1, XP_034186972.1
OG0000308	XP_012169757.1, XP_012169746.1, XP_012169752.1, XP_012169763.1	XP_034173195.1, XP_034173193.1, XP_034173196.1, XP_034173192.1
OG0000309	XP_012164662.1, XP_020720859.1	XP_034173109.1, XP_034173110.1
OG0000310	XP_003392877.1, XP_003392876.1	XP_034172597.1, XP_034172599.1, XP_034172598.1, XP_034172596.1
OG0000311	XP_012166549.1, XP_012166548.1	XP_034188148.1
OG0000312	XP_003402310.1	XP_034196197.1, XP_034196198.1
OG0000313	XP_012167136.1	XP_034187721.1
OG0000314	XP_020721101.1, XP_020721100.1, XP_020721099.1, XP_003398973.1, XP_020721098.1, XP_020721097.1	XP_034176014.1
OG0000316	XP_003402790.1	XP_034183506.1, XP_034183504.1, XP_034183503.1, XP_034183505.1
OG0000317	XP_020724351.1, XP_012176301.1, XP_012176300.1, XP_003394433.1, XP_003394432.1	XP_034171418.1
OG0000318	XP_012165883.1, XP_012165884.1, XP_012165885.1, XP_012165882.1	XP_034195475.1
OG0000319	XP_020718472.1, XP_020718473.1	XP_034187524.1, XP_034187523.1
OG0000323	XP_003402753.1	XP_034183501.1, XP_034183524.1, XP_034183512.1
OG0000324	XP_012176475.1, XP_012176476.1, XP_003394640.1	XP_034186725.1, XP_034186726.1
OG0000325	XP_003400201.1	XP_034192422.1, XP_034192419.1, XP_034192420.1, XP_034192421.1
OG0000326	XP_012171583.1	XP_034180621.1, XP_034180619.1, XP_034180622.1, XP_034180623.1, XP_034180624.1, XP_034180620.1
OG0000327	XP_012171762.1, XP_012171761.1, XP_012171763.1, XP_012171764.1, XP_012171760.1	XP_034191549.1, XP_034191548.1
OG0000328	XP_012172941.1, XP_020722815.1	XP_034184643.1, XP_034184644.1
OG0000329	XP_012163588.1, XP_012163587.1, XP_003395137.1	XP_034174488.1, XP_034174487.1, XP_034174490.1
OG0000330	XP_012170958.1	XP_034177979.1, XP_034177981.1
OG0000331	XP_012171371.1, XP_012171372.1, XP_003400497.1, XP_012171370.1	XP_034180454.1
OG0000332	XP_012166429.1, XP_012166431.1, XP_012166430.1, XP_003397118.1	XP_034181902.1
OG0000333	XP_012174794.1, XP_012174795.1, XP_012174796.1, XP_003402908.1	XP_034193692.1, XP_034193765.1
OG0000334	XP_020722363.1, XP_020722357.1, XP_020722361.1, XP_020722360.1, XP_020722364.1, XP_020722358.1, XP_020722359.1, XP_020722362.1, XP_012171985.1, XP_020722365.1	XP_034180817.1
OG0000335	XP_020720155.1	XP_034184149.1
OG0000335	XP_020720156.1	XP_034184152.1, XP_034184148.1
OG0000336	XP_020721739.1, XP_020721740.1, XP_012170425.1, XP_012170426.1	XP_034186935.1
OG0000337	XP_003394254.1	XP_034181908.1
OG0000338	XP_003394870.1, XP_003394869.1	XP_034181636.1, XP_034181635.1, XP_034181634.1, XP_034181638.1, XP_034181637.1, XP_034181639.1
OG0000339	XP_003398477.1	XP_034183642.1
OG0000340	XP_003401699.1, XP_012173062.1, XP_012173060.1, XP_012173061.1, XP_012173058.1, XP_012173059.1, XP_020722867.1	XP_034190530.1
OG0000341	XP_020718933.1	XP_034176805.1, XP_034176803.1, XP_034176804.1
OG0000342	XP_003400463.1, XP_012171276.1, XP_012171275.1	XP_034191667.1
OG0000343	XP_003398536.1	XP_034189601.1, XP_034189603.1
OG0000344	XP_012169055.1, XP_003398939.1, XP_003398938.1, XP_012169054.1	XP_034176458.1, XP_034176456.1, XP_034176455.1
OG0000345	XP_012167465.1, XP_012167467.1, XP_012167466.1, XP_003397930.1, XP_012167468.1	XP_034184508.1
OG0000346	XP_012175936.1, XP_012175932.1, XP_012175931.1, XP_012175930.1, XP_012175938.1, XP_012175937.1, XP_012175933.1, XP_012175934.1	XP_034194742.1, XP_034194738.1, XP_034194739.1, XP_034194740.1, XP_034194741.1, XP_034194737.1
OG0000347	XP_020719577.1, XP_012165516.1, XP_003396680.1, XP_012165515.1	XP_034176423.1
OG0000348	XP_003402334.1	XP_034181312.1, XP_034181306.1
OG0000348	XP_012173918.1	XP_034181314.1
OG0000349	XP_012166740.1, XP_012166739.1, XP_003397412.1, XP_020719994.1	XP_034189021.1, XP_034189023.1, XP_034189022.1
OG0000350	XP_020720903.1, XP_003399124.1, XP_020720902.1, XP_012169371.1	XP_034193410.1, XP_034193409.1, XP_034193411.1, XP_034193412.1
OG0000351	XP_020721217.1	XP_034175282.1, XP_034175491.1
OG0000352	XP_003394778.1, XP_012163108.1, XP_020718339.1, XP_012163106.1	XP_034187439.1
OG0000353	XP_012169458.1, XP_012169464.1, XP_012169453.1, XP_012169476.1, XP_012169484.1, XP_012169483.1	XP_034172906.1
OG0000354	XP_012166010.1, XP_012165971.1	XP_034172130.1
OG0000354	XP_012166025.1	XP_034172138.1
OG0000355	XP_020718880.1	XP_034176981.1
OG0000356	XP_020718680.1	XP_034177453.1, XP_034177454.1
OG0000357	XP_012174262.1, XP_012174263.1, XP_012174264.1, XP_012174265.1, XP_003402577.1, XP_020723447.1	XP_034192918.1
OG0000358	XP_012171867.1, XP_012171871.1, XP_012171868.1, XP_012171870.1	XP_034180893.1, XP_034180882.1
OG0000360	XP_012169540.2	XP_034173654.1, XP_034173655.1, XP_034173656.1, XP_034173657.1, XP_034173658.1, XP_034173653.1
OG0000361	XP_020719538.1, XP_020719539.1	XP_034182781.1
OG0000362	XP_003401786.1	XP_034190259.1
OG0000363	XP_012174951.1, XP_003403133.1	XP_034190266.1, XP_034190264.1, XP_034190269.1, XP_034190270.1, XP_034190267.1
OG0000364	XP_003398880.1, XP_012168876.1, XP_012168875.1, XP_012168874.1, XP_012168873.1, XP_012168877.1	XP_034192209.1, XP_034192212.1
OG0000365	XP_003399944.1, XP_012170594.1	XP_034183201.1
OG0000366	XP_012170790.1, XP_020721952.1	XP_034192201.1, XP_034178194.1, XP_034178806.1, XP_034178808.1, XP_034178698.1, XP_034178807.1, XP_034194621.1, XP_034194612.1
OG0000367	XP_012171443.1, XP_020722304.1, XP_003400539.1	XP_034180255.1
OG0000368	XP_012165477.1	XP_034173255.1, XP_034173257.1, XP_034173263.1, XP_034173262.1, XP_034173258.1, XP_034173259.1, XP_034173261.1, XP_034173260.1, XP_034173264.1, XP_034173265.1
OG0000369	XP_012172632.1	XP_034189277.1
OG0000370	XP_003398491.1	XP_034186084.1, XP_034186083.1
OG0000371	XP_003399522.1	XP_034191096.1
OG0000372	XP_003395429.1	XP_034177085.1, XP_034177084.1, XP_034177086.1
OG0000373	XP_012164627.2	XP_034195545.1
OG0000375	XP_012168640.1, XP_003398677.1, XP_012168641.1	XP_034176224.1, XP_034176225.1, XP_034176226.1
OG0000376	XP_003397685.1	XP_034193251.1, XP_034193245.1, XP_034193249.1, XP_034193248.1, XP_034193244.1, XP_034193250.1, XP_034193240.1, XP_034193241.1, XP_034193247.1, XP_034193246.1, XP_034193242.1, XP_034193253.1, XP_034193252.1, XP_034193239.1, XP_034193254.1
OG0000377	XP_020720573.1, XP_020720575.1, XP_020720574.1, XP_003398070.1	XP_034189845.1
OG0000378	XP_012165980.1, XP_012165978.1, XP_012165977.1	XP_034192250.1, XP_034192319.1, XP_034192370.1, XP_034192188.1
OG0000379	XP_003395980.1	XP_034195611.1
OG0000380	XP_012174361.1, XP_003402629.1, XP_012174360.1	XP_034189331.1
OG0000381	XP_012165416.1, XP_012165417.1, XP_003396390.1, XP_012165418.1	XP_034177030.1, XP_034177024.1, XP_034177015.1
OG0000382	XP_012166462.1, XP_012166459.1, XP_012166460.1, XP_012166458.1, XP_012166457.1, XP_003397203.1, XP_012166461.1	XP_034181453.1
OG0000383	XP_003399719.1, XP_003399720.1	XP_034186544.1
OG0000384	XP_012173421.1, XP_020723117.1, XP_003401940.1, XP_020723118.1, XP_020723119.1	XP_034191743.1, XP_034191742.1, XP_034191744.1
OG0000385	XP_003400547.1	XP_034180276.1, XP_034180277.1, XP_034180275.1, XP_034180274.1
OG0000386	XP_012173098.1	XP_034185238.1, XP_034185237.1, XP_034185235.1, XP_034185239.1, XP_034185240.1
OG0000387	XP_003398317.1	XP_034186076.1
OG0000388	XP_012171010.1, XP_012171009.1, XP_012171005.1, XP_012171004.1, XP_012171011.1, XP_020721911.1, XP_020721912.1, XP_020721910.1, XP_012171003.1	XP_034178224.1
OG0000389	XP_012170578.1, XP_003399921.1, XP_020721587.1	XP_034186722.1, XP_034186723.1
OG0000390	XP_003400044.1, XP_020721966.1, XP_012170677.1, XP_012170676.1	XP_034178769.1, XP_034178780.1, XP_034178779.1, XP_034178777.1, XP_034178778.1
OG0000392	XP_020720840.1, XP_012168011.1	XP_034185702.1
OG0000393	XP_012168336.1, XP_012168335.1, XP_012168338.1, XP_012168337.1	XP_034186133.1, XP_034186134.1, XP_034186132.1
OG0000394	XP_012169674.1, XP_012169675.1, XP_012169673.1, XP_003399332.1, XP_012169676.1	XP_034175167.1
OG0000395	XP_003399769.1	XP_034183255.1
OG0000396	XP_012165321.1, XP_020719311.1, XP_003396339.1, XP_012165322.1	XP_034177551.1, XP_034177541.1
OG0000397	XP_003399765.2	XP_034190999.1, XP_034190998.1
OG0000398	XP_012164127.1, XP_012164125.1, XP_012164129.1, XP_012164128.1, XP_012164126.1	XP_034177324.1
OG0000399	XP_012174876.1	XP_034173488.1, XP_034173486.1, XP_034173487.1
OG0000400	XP_003393487.1, XP_020719664.1	XP_034172833.1, XP_034172832.1, XP_034172834.1
OG0000401	XP_012172930.1, XP_003401651.1	XP_034192158.1, XP_034174666.1
OG0000402	XP_020724293.1, XP_020724291.1, XP_020724292.1, XP_012176379.1	XP_034188593.1, XP_034188591.1, XP_034188594.1
OG0000403	XP_020721956.1	XP_034178577.1, XP_034178511.1
OG0000403	XP_020721870.1	XP_034178514.1
OG0000404	XP_020721531.1	XP_034190806.1
OG0000404	XP_020721525.1, XP_020721530.1	XP_034190807.1, XP_034190798.1
OG0000405	XP_012168560.1, XP_020720553.1	XP_034175984.1, XP_034175986.1, XP_034175985.1
OG0000406	XP_012174317.1, XP_020723488.1	XP_034196693.1, XP_034196698.1, XP_034196699.1
OG0000407	XP_020720260.1, XP_020720259.1, XP_012167260.1, XP_020720258.1, XP_012167259.1	XP_034171108.1, XP_034171106.1, XP_034171107.1, XP_034171109.1, XP_034171104.1
OG0000408	XP_012166782.1, XP_012166781.1, XP_003397546.1, XP_003397545.1, XP_003397547.1	XP_034195651.1, XP_034195652.1
OG0000409	XP_012166278.1	XP_034188103.1, XP_034188106.1, XP_034188105.1, XP_034188104.1
OG0000410	XP_003403039.1, XP_012175001.1, XP_012175002.1	XP_034185670.1, XP_034185668.1
OG0000411	XP_012167403.1	XP_034179648.1, XP_034179661.1, XP_034179594.1, XP_034179602.1, XP_034195387.1, XP_034194733.1
OG0000412	XP_003398523.1, XP_012168266.1	XP_034189459.1
OG0000413	XP_003398683.1	XP_034193171.1
OG0000414	XP_012168711.1	XP_034194914.1, XP_034181739.1
OG0000415	XP_012169769.1, XP_012169768.1	XP_034193213.1, XP_034193212.1, XP_034193214.1
OG0000417	XP_020721894.1, XP_020721895.1, XP_020721897.1	XP_034178209.1
OG0000418	XP_020721950.1, XP_012175459.1, XP_020721953.1, XP_012170791.1	XP_034178047.1, XP_034178813.1, XP_034192200.1, XP_034178812.1, XP_034192230.1
OG0000419	XP_012174455.1, XP_003402784.1	XP_034183724.1, XP_034183725.1
OG0000421	XP_003399056.1	XP_034193117.1, XP_034193118.1, XP_034193119.1
OG0000422	XP_012165530.1, XP_020719621.1, XP_020719620.1, XP_003396841.1	XP_034183976.1, XP_034183929.1, XP_034183966.1, XP_034183937.1, XP_034183956.1, XP_034183921.1, XP_034183947.1
OG0000423	XP_012174256.2	XP_034177644.1, XP_034177641.1, XP_034177640.1, XP_034177642.1
