Orthogroup	Bombus_terrestris	Habropoda_laboriosa
OG0000258	XP_012166005.2	XP_017791021.1
OG0000259	XP_003395969.1, XP_012164534.1, XP_012164536.1, XP_012164535.1	XP_017796780.1, XP_017796777.1, XP_017796776.1, XP_017796778.1, XP_017796779.1
OG0000260	XP_020719947.1	XP_017790206.1
OG0000261	XP_003403123.1, XP_012175136.1, XP_020723829.1	XP_017799571.1
OG0000262	XP_012166526.1, XP_003397183.1	XP_017789911.1
OG0000263	XP_012172354.1, XP_012172353.1	XP_017792920.1
OG0000264	XP_012168122.1	XP_017790243.1
OG0000265	XP_012169012.1, XP_012169011.1, XP_012169010.1	XP_017792850.1, XP_017792851.1
OG0000266	XP_012173096.1, XP_003393704.1	XP_017796547.1
OG0000267	XP_012174338.1, XP_012174337.1, XP_003402676.1, XP_012174339.1	XP_017796412.1
OG0000268	XP_020722159.1	XP_017799493.1
OG0000269	XP_012168056.1, XP_003393407.1	XP_017794548.1, XP_017794546.1, XP_017794547.1
OG0000270	XP_020723869.1, XP_012175272.1, XP_003403275.1	XP_017795077.1
OG0000271	XP_020719265.1, XP_012166182.1, XP_012166181.1, XP_012166180.1	XP_017794217.1
OG0000272	XP_012168069.1, XP_012168068.1, XP_020720593.1, XP_003398360.1, XP_012168067.1, XP_012168071.1	XP_017793928.1
OG0000273	XP_012175178.1, XP_012175177.1, XP_003403170.1	XP_017799525.1, XP_017799524.1, XP_017799522.1
OG0000274	XP_012167012.1, XP_003397491.1	XP_017790922.1
OG0000275	XP_003399877.1	XP_017792432.1
OG0000276	XP_012167716.1, XP_012167719.1, XP_012167720.1, XP_012167718.1	XP_017795898.1, XP_017795906.1
OG0000277	XP_003403224.1	XP_017789718.1, XP_017789719.1, XP_017789715.1, XP_017789720.1, XP_017789716.1, XP_017789717.1
OG0000279	XP_012175858.1, XP_012175859.1, XP_012175856.1, XP_012175853.1	XP_017789380.1, XP_017789381.1
OG0000280	XP_012163634.1	XP_017796495.1
OG0000281	XP_003395200.1, XP_012163649.1	XP_017795263.1
OG0000282	XP_012166941.1	XP_017788367.1
OG0000283	XP_020721359.1, XP_020721360.1	XP_017794884.1
OG0000284	XP_020722603.1, XP_003403398.3, XP_012172740.1, XP_003401494.1, XP_012172741.1, XP_012172742.1, XP_012172746.2, XP_003401606.2, XP_012172745.1, XP_003403371.2, XP_020722602.1	XP_017793542.1
OG0000285	XP_003401335.1	XP_017787925.1
OG0000286	XP_012170287.1, XP_012170292.1, XP_003399735.1	XP_017798374.1
OG0000287	XP_020721029.1, XP_012168766.1, XP_012168765.1, XP_012168764.1, XP_012168762.1, XP_012168760.1, XP_012168759.1, XP_012168758.1	XP_017798046.1
OG0000288	XP_012164424.1, XP_003395287.1, XP_003395288.1	XP_017795523.1
OG0000289	XP_020722158.1, XP_003400580.1, XP_003400581.1, XP_012171527.1, XP_012171528.1, XP_012171526.1	XP_017798582.1
OG0000290	XP_020719510.1, XP_003396632.1	XP_017791652.1
OG0000291	XP_012166143.1, XP_012166144.1, XP_003396981.1	XP_017795689.1, XP_017795690.1
OG0000293	XP_003396245.1, XP_003396246.1, XP_020719607.1, XP_003396247.1	XP_017794181.1
OG0000294	XP_020721725.1, XP_003399614.1, XP_012169854.1	XP_017798356.1
OG0000295	XP_020719841.1, XP_020719839.1, XP_020719840.1, XP_020719838.1	XP_017798876.1
OG0000296	XP_003397164.1, XP_012166272.1, XP_012166271.1, XP_020719759.1	XP_017798854.1
OG0000297	XP_012166575.1, XP_012166576.1, XP_003397226.1, XP_003397227.1	XP_017790169.1
OG0000298	XP_012170680.1	XP_017788782.1
OG0000299	XP_012167591.1	XP_017794371.1
OG0000300	XP_012168862.1	XP_017789601.1
OG0000301	XP_012167907.1, XP_012167905.1, XP_012167906.1, XP_012167904.1, XP_020720846.1, XP_020720845.1	XP_017792528.1
OG0000302	XP_020722513.1, XP_020722511.1, XP_020722514.1, XP_012172295.2	XP_017796651.1
OG0000303	XP_020722833.1, XP_012172906.1	XP_017787512.1, XP_017787511.1, XP_017787509.1, XP_017787510.1, XP_017787505.1
OG0000304	XP_020720871.1, XP_020720870.1, XP_003398739.1	XP_017798488.1
OG0000305	XP_003395709.1	XP_017790766.1
OG0000306	XP_012173171.1, XP_012173172.1	XP_017798013.1, XP_017798014.1
OG0000307	XP_012176422.2	XP_017796742.1
OG0000308	XP_012169757.1, XP_012169746.1, XP_012169752.1, XP_012169763.1	XP_017799348.1
OG0000309	XP_012164662.1, XP_020720859.1	XP_017799373.1
OG0000310	XP_003392877.1, XP_003392876.1	XP_017797132.1, XP_017797072.1
OG0000311	XP_012166549.1, XP_012166548.1	XP_017798823.1
OG0000313	XP_012167136.1	XP_017790933.1
OG0000314	XP_020721101.1, XP_020721100.1, XP_020721099.1, XP_003398973.1, XP_020721098.1, XP_020721097.1	XP_017790272.1
OG0000316	XP_003402790.1	XP_017793237.1
OG0000317	XP_020724351.1, XP_012176301.1, XP_012176300.1, XP_003394433.1, XP_003394432.1	XP_017793167.1
OG0000318	XP_012165883.1, XP_012165884.1, XP_012165885.1, XP_012165882.1	XP_017791479.1
OG0000319	XP_020718472.1, XP_020718473.1	XP_017798161.1
OG0000323	XP_003402753.1	XP_017798115.1
OG0000324	XP_012176475.1, XP_012176476.1, XP_003394640.1	XP_017790126.1
OG0000325	XP_003400201.1	XP_017796219.1
OG0000326	XP_012171583.1	XP_017798760.1
OG0000327	XP_012171762.1, XP_012171761.1, XP_012171763.1, XP_012171764.1, XP_012171760.1	XP_017797731.1
OG0000328	XP_012172941.1, XP_020722815.1	XP_017799559.1
OG0000329	XP_012163588.1, XP_012163587.1, XP_003395137.1	XP_017796665.1, XP_017796657.1
OG0000330	XP_003400211.1	XP_017788912.1
OG0000330	XP_012170958.1	XP_017788913.1
OG0000331	XP_012171371.1, XP_012171372.1, XP_003400497.1, XP_012171370.1	XP_017794693.1
OG0000332	XP_003397118.1	XP_017790038.1, XP_017790039.1
OG0000333	XP_012174794.1, XP_012174795.1, XP_012174796.1, XP_003402908.1	XP_017797645.1
OG0000334	XP_020722363.1, XP_020722357.1, XP_020722361.1, XP_020722360.1, XP_020722364.1, XP_020722358.1, XP_020722359.1, XP_020722362.1, XP_012171985.1, XP_020722365.1	XP_017794702.1
OG0000335	XP_020720155.1, XP_020720157.1	XP_017793772.1
OG0000336	XP_020721739.1, XP_020721740.1, XP_012170425.1, XP_012170426.1	XP_017794988.1
OG0000337	XP_003394254.1	XP_017788630.1
OG0000338	XP_003394870.1, XP_003394869.1	XP_017797841.1
OG0000339	XP_003398477.1	XP_017795448.1, XP_017795447.1
OG0000340	XP_003401699.1, XP_012173062.1, XP_012173060.1, XP_012173061.1, XP_012173058.1, XP_012173059.1, XP_020722867.1	XP_017794025.1
OG0000341	XP_020718933.1	XP_017793661.1
OG0000342	XP_003400463.1, XP_012171276.1, XP_012171275.1	XP_017798574.1
OG0000343	XP_003398536.1	XP_017789927.1
OG0000344	XP_012169055.1, XP_003398939.1, XP_003398938.1, XP_012169054.1	XP_017795573.1
OG0000345	XP_012167465.1, XP_012167467.1, XP_012167466.1, XP_003397930.1, XP_012167468.1	XP_017794527.1, XP_017794528.1, XP_017794529.1, XP_017794530.1
OG0000347	XP_020719577.1, XP_012165516.1, XP_003396680.1, XP_012165515.1	XP_017792090.1
OG0000348	XP_003402334.1	XP_017790082.1, XP_017790084.1
OG0000349	XP_012166740.1, XP_012166739.1, XP_003397412.1, XP_020719994.1	XP_017796898.1
OG0000350	XP_020720903.1, XP_003399124.1, XP_020720902.1, XP_012169371.1	XP_017793056.1
OG0000351	XP_020721217.1	XP_017792969.1
OG0000352	XP_003394778.1, XP_012163108.1, XP_020718339.1, XP_012163106.1	XP_017788680.1
OG0000353	XP_012169458.1, XP_012169464.1, XP_012169453.1, XP_012169476.1, XP_012169484.1, XP_012169483.1	XP_017799217.1
OG0000354	XP_012166025.1	XP_017799064.1
OG0000355	XP_020718880.1	XP_017792136.1
OG0000356	XP_020718680.1	XP_017788619.1
OG0000357	XP_012174262.1, XP_012174263.1, XP_012174264.1, XP_012174265.1, XP_003402577.1, XP_020723447.1	XP_017788600.1, XP_017788599.1
OG0000358	XP_012171867.1, XP_012171871.1, XP_012171868.1, XP_012171870.1	XP_017797725.1
OG0000359	XP_012171365.1, XP_003400510.1	XP_017796735.1
OG0000360	XP_012169540.2	XP_017799297.1
OG0000361	XP_020719538.1	XP_017797135.1
OG0000361	XP_020719539.1	XP_017787787.1
OG0000362	XP_003401786.1	XP_017797990.1
OG0000363	XP_012174951.1, XP_003403133.1	XP_017794059.1
OG0000364	XP_003398880.1, XP_012168876.1, XP_012168875.1, XP_012168874.1, XP_012168873.1, XP_012168877.1	XP_017789694.1
OG0000365	XP_003399944.1, XP_012170594.1	XP_017791372.1
OG0000366	XP_012170790.1	XP_017789846.1
OG0000367	XP_012171443.1, XP_020722304.1, XP_003400539.1	XP_017794682.1
OG0000368	XP_012165477.1	XP_017799294.1
OG0000369	XP_012172632.1	XP_017796433.1
OG0000370	XP_003398491.1	XP_017790008.1
OG0000371	XP_003399522.1	XP_017798424.1
OG0000372	XP_003395429.1	XP_017796065.1
OG0000373	XP_012164627.2	XP_017797471.1
OG0000375	XP_012168640.1, XP_003398677.1, XP_012168641.1	XP_017793149.1
OG0000376	XP_003397685.1	XP_017791999.1
OG0000377	XP_020720573.1, XP_020720575.1, XP_020720574.1, XP_003398070.1	XP_017791614.1, XP_017791613.1
OG0000378	XP_012165980.1, XP_012165978.1, XP_012165977.1	XP_017791029.1
OG0000379	XP_003395980.1	XP_017796785.1
OG0000380	XP_012174361.1, XP_003402629.1, XP_012174360.1	XP_017796498.1, XP_017796497.1
OG0000381	XP_012165416.1, XP_012165417.1, XP_003396390.1, XP_012165418.1	XP_017792307.1
OG0000382	XP_012166462.1, XP_012166459.1, XP_012166460.1, XP_012166458.1, XP_012166457.1, XP_003397203.1, XP_012166461.1	XP_017794882.1
OG0000383	XP_003399719.1, XP_003399720.1	XP_017787604.1
OG0000384	XP_012173421.1, XP_020723117.1, XP_003401940.1, XP_020723118.1, XP_020723119.1	XP_017788567.1
OG0000385	XP_003400547.1	XP_017794716.1
OG0000386	XP_012173098.1	XP_017787503.1
OG0000387	XP_003398317.1	XP_017789972.1
OG0000388	XP_012171010.1, XP_012171009.1, XP_012171005.1, XP_012171004.1, XP_012171011.1, XP_020721911.1, XP_020721912.1, XP_020721910.1, XP_012171003.1	XP_017788864.1
OG0000389	XP_012170578.1, XP_003399921.1, XP_020721587.1	XP_017798453.1, XP_017798452.1
OG0000390	XP_003400044.1, XP_020721966.1, XP_012170677.1, XP_012170676.1	XP_017788957.1, XP_017788956.1, XP_017788955.1
OG0000392	XP_020720840.1, XP_012168011.1	XP_017790768.1, XP_017790776.1
OG0000393	XP_012168336.1, XP_012168335.1, XP_012168338.1, XP_012168337.1	XP_017789806.1
OG0000394	XP_012169674.1, XP_012169675.1, XP_012169673.1, XP_003399332.1, XP_012169676.1	XP_017789228.1
OG0000395	XP_003399769.1	XP_017791408.1
OG0000396	XP_012165321.1, XP_020719311.1, XP_003396339.1, XP_012165322.1	XP_017792356.1
OG0000397	XP_003399765.2	XP_017794957.1, XP_017794955.1
OG0000398	XP_012164127.1, XP_012164125.1, XP_012164129.1, XP_012164128.1, XP_012164126.1	XP_017792204.1
OG0000399	XP_012174876.1	XP_017799365.1, XP_017799364.1, XP_017799366.1
OG0000400	XP_003393487.1, XP_020719664.1	XP_017799149.1
OG0000401	XP_012172930.1, XP_003401651.1	XP_017799552.1
OG0000402	XP_020724293.1, XP_020724291.1, XP_020724292.1, XP_012176379.1	XP_017788121.1
OG0000404	XP_020721525.1, XP_020721530.1	XP_017787665.1
OG0000405	XP_012168560.1, XP_020720553.1	XP_017796858.1
OG0000406	XP_012174317.1, XP_020723488.1	XP_017788373.1
OG0000407	XP_020720260.1, XP_020720259.1, XP_012167260.1, XP_020720258.1, XP_012167259.1	XP_017791448.1
OG0000408	XP_012166782.1, XP_012166781.1, XP_003397546.1, XP_003397545.1, XP_003397547.1	XP_017789663.1
OG0000409	XP_012166278.1	XP_017798930.1
OG0000410	XP_003403039.1, XP_012175001.1, XP_012175002.1	XP_017791270.1
OG0000411	XP_012167403.1	XP_017799436.1
OG0000412	XP_003398523.1, XP_012168266.1	XP_017790875.1
OG0000413	XP_003398683.1	XP_017793134.1
OG0000414	XP_012168711.1	XP_017793821.1, XP_017797088.1, XP_017795986.1, XP_017791946.1, XP_017797041.1, XP_017797102.1
OG0000415	XP_012169769.1, XP_012169768.1	XP_017793074.1
OG0000416	XP_020721443.1	XP_017794888.1, XP_017794887.1, XP_017794889.1
OG0000417	XP_020721894.1, XP_020721895.1, XP_020721897.1	XP_017788986.1, XP_017788981.1
OG0000418	XP_020721950.1, XP_012175459.1, XP_020721953.1, XP_012170791.1	XP_017789845.1
OG0000419	XP_012174455.1, XP_003402784.1	XP_017793279.1, XP_017793280.1, XP_017793281.1
OG0000421	XP_003399056.1	XP_017793483.1
OG0000422	XP_012165530.1, XP_020719621.1, XP_020719620.1, XP_003396841.1	XP_017792345.1
OG0000423	XP_012174256.2	XP_017790844.1, XP_017790842.1
OG0000424	XP_003394560.1, XP_012176367.1, XP_020724179.1	XP_017788135.1, XP_017788134.1
OG0000426	XP_020718843.1	XP_017788631.1, XP_017788629.1
OG0000427	XP_020722019.1, XP_012171130.1, XP_012171135.1	XP_017798518.1
OG0000428	XP_003393783.1	XP_017797921.1
OG0000429	NP_001267853.1, XP_012173953.1, XP_003394693.1	XP_017795294.1, XP_017795317.1
OG0000430	XP_012173430.1, XP_012173429.1	XP_017788513.1
OG0000431	XP_012171511.1	XP_017798671.1
OG0000432	XP_003402743.1, XP_003402744.1	XP_017793254.1
OG0000433	XP_012173042.1	XP_017794051.1
OG0000434	XP_012170414.1, XP_012170416.1	XP_017794992.1
OG0000436	XP_020723181.1, XP_020723180.1, XP_020723179.1, XP_020723178.1, XP_012173619.1, XP_003402126.1	XP_017792802.1
OG0000437	XP_003403108.1	XP_017791205.1
OG0000438	XP_003399445.1	XP_017793114.1
OG0000439	XP_020721997.1	XP_017797071.1
OG0000440	XP_012176460.1, XP_003394520.1, XP_003394519.1	XP_017791924.1
OG0000441	XP_012170073.1, XP_012170071.1, XP_012170075.1, XP_020721696.1, XP_012170074.1	XP_017798355.1
OG0000443	XP_003397239.1, XP_003397238.1	XP_017790180.1
OG0000444	XP_012171787.1, XP_012171786.1, XP_012171784.1	XP_017788008.1
OG0000445	XP_020721757.1, XP_012170667.1, XP_012170666.1, XP_003400075.1	XP_017788829.1
OG0000446	XP_012163760.1, XP_003395301.1	XP_017789786.1
OG0000447	XP_012169938.1	XP_017791395.1
OG0000448	XP_003393377.1, XP_003393376.1	XP_017794730.1
OG0000449	XP_012164795.1, XP_003396173.1, XP_012164794.1	XP_017789131.1
OG0000450	XP_012174482.1, XP_012174481.1, XP_012174483.1	XP_017793235.1
OG0000451	XP_003400723.1, XP_012171735.1	XP_017797688.1
OG0000452	XP_012170172.1, XP_012170173.1	XP_017792600.1
OG0000452	XP_003399650.1	XP_017792601.1
OG0000453	XP_003403096.1, XP_020723797.1	XP_017791124.1
OG0000454	XP_020721324.1, XP_012169151.1	XP_017795595.1, XP_017795597.1, XP_017795596.1, XP_017795598.1
OG0000455	XP_003399507.1, XP_020721555.1, XP_012169948.1, XP_012169949.1, XP_012169950.1, XP_012169951.1	XP_017792421.1
OG0000456	XP_020721045.1, XP_020721046.1, XP_020721044.1, XP_003398780.1	XP_017793388.1
OG0000457	XP_012169298.1	XP_017793490.1
OG0000458	XP_003402479.1, XP_012174082.1	XP_017791968.1, XP_017791969.1, XP_017791967.1
OG0000459	XP_012163233.1, XP_012163235.1, XP_003395250.1, XP_020718465.1, XP_020718463.1, XP_012163234.1, XP_012163236.1	XP_017798124.1
OG0000460	XP_020718816.1, XP_020718817.1, XP_012164263.1	XP_017790747.1
OG0000461	XP_020719245.1	XP_017787809.1
OG0000462	XP_003394768.1	XP_017798283.1
OG0000463	XP_012176282.1, XP_003392928.1	XP_017787653.1
OG0000464	XP_003400941.1	XP_017798819.1
OG0000465	XP_012168166.1	XP_017795463.1
OG0000466	XP_003394698.1	XP_017790128.1, XP_017790129.1, XP_017790130.1
OG0000467	XP_003397889.1, XP_012167588.1	XP_017794344.1
OG0000468	XP_020722375.1, XP_012172548.1, XP_012172549.1, XP_012172546.1	XP_017787953.1
OG0000469	XP_012165603.1, XP_012165623.1	XP_017799350.1, XP_017799349.1, XP_017799353.1, XP_017799351.1, XP_017799352.1
OG0000470	XP_012167695.1, XP_020720049.1	XP_017790920.1
OG0000471	XP_003394827.1, XP_012176733.1	XP_017796879.1
OG0000472	XP_003395867.1	XP_017795650.1
OG0000473	XP_020719108.1	XP_017797575.1
OG0000473	XP_020719105.1	XP_017797598.1
OG0000474	XP_012175096.1, XP_012175097.1, XP_003403104.1	XP_017791166.1
OG0000475	XP_020723292.1	XP_017789934.1
OG0000476	XP_020721936.1, XP_012171027.1, XP_003400252.1	XP_017788995.1
OG0000477	XP_003400880.1, XP_020722203.1, XP_020722255.1	XP_017794629.1
OG0000478	XP_003402131.1	XP_017794910.1
OG0000479	XP_003399181.1	XP_017787706.1
OG0000479	XP_003399195.1	XP_017787697.1
OG0000480	XP_012163931.1	XP_017790812.1
OG0000481	XP_003397437.1, XP_012166925.1	XP_017794335.1
OG0000482	XP_012175734.1	XP_017794448.1
OG0000483	XP_003398486.1, XP_020720808.1	XP_017789362.1
OG0000487	XP_003397690.1	XP_017797131.1
OG0000487	XP_020720012.1	XP_017793455.1
OG0000488	XP_012171560.1, XP_012171559.1, XP_003400602.1	XP_017798803.1, XP_017798801.1, XP_017798804.1
OG0000490	XP_020720274.1	XP_017799391.1, XP_017799392.1
OG0000491	XP_012169459.1, XP_003399185.1	XP_017792656.1
OG0000492	XP_012169969.1	XP_017794533.1
OG0000492	XP_012170000.1	XP_017794504.1
OG0000493	XP_003394299.1	XP_017789464.1
OG0000494	XP_020720148.1	XP_017791768.1, XP_017791767.1, XP_017791766.1
OG0000495	XP_012170823.1, XP_012170822.1	XP_017795762.1
OG0000496	XP_003398323.1	XP_017793845.1
OG0000497	XP_003398374.1, XP_012168092.1	XP_017790089.1
OG0000498	XP_012164818.1, XP_003396017.1	XP_017789142.1
OG0000499	XP_020721294.1	XP_017789284.1
OG0000500	XP_003399681.1	XP_017787650.1
OG0000501	XP_003397870.1	XP_017795725.1
OG0000502	XP_003403381.2	XP_017789976.1, XP_017792634.1
OG0000503	XP_003401766.1	XP_017794095.1
OG0000505	XP_012163409.1, XP_012163415.1, XP_003393061.1, XP_003393060.1	XP_017799037.1, XP_017799036.1
OG0000506	XP_020723841.1	XP_017794013.1
OG0000507	XP_020719684.1, XP_020719685.1, XP_003396855.1	XP_017791059.1, XP_017791060.1
OG0000508	XP_003400814.1, XP_012171854.1	XP_017787983.1
OG0000509	XP_012166828.1, XP_012166829.1, XP_003397404.1	XP_017791216.1
OG0000510	XP_003395194.1, XP_012163647.1, XP_012163648.1	XP_017795275.1
OG0000511	XP_012164261.1	XP_017790819.1
OG0000512	XP_020719697.1, XP_020719698.1	XP_017792306.1
OG0000513	XP_012171792.1, XP_003393629.1, XP_012171780.1	XP_017792710.1
OG0000514	XP_003396957.1	XP_017787820.1, XP_017787821.1, XP_017787822.1
OG0000515	XP_020721467.1, XP_020721468.1, XP_012170293.1, XP_003399736.1	XP_017798306.1
OG0000516	XP_012173529.1	XP_017788586.1
OG0000517	XP_003401842.1	XP_017787441.1, XP_017787440.1, XP_017787439.1
OG0000518	XP_012173726.1	XP_017791529.1
OG0000519	XP_003397751.1, XP_012167093.1, XP_012167092.1	XP_017797313.1
OG0000520	XP_003395514.1	XP_017790691.1
OG0000521	XP_012168157.1	XP_017795466.1
OG0000524	XP_012174941.1, XP_012174943.1, XP_012174944.1, XP_012174942.1	XP_017794086.1
OG0000525	XP_003394580.3, XP_020724309.1	XP_017788491.1
OG0000526	XP_012163907.1	XP_017796099.1
OG0000527	XP_012163809.1	XP_017796060.1
OG0000528	XP_012169195.1, XP_012169194.1, XP_012169193.1	XP_017795586.1
OG0000529	XP_020721376.1	XP_017787599.1
OG0000530	XP_012163419.1	XP_017793803.1, XP_017793804.1
OG0000531	XP_012168586.1	XP_017793347.1
OG0000531	XP_003398779.1	XP_017793346.1
OG0000532	XP_020723021.1	XP_017798007.1
OG0000533	XP_012173414.1, XP_012173420.1	XP_017796482.1
OG0000534	XP_012174139.1, XP_012174140.1, XP_012174141.1, XP_003402412.1	XP_017798173.1
OG0000535	XP_020718898.1	XP_017792187.1, XP_017792186.1
OG0000536	XP_012168018.1	XP_017794568.1
OG0000536	XP_020720085.1	XP_017794574.1
OG0000537	XP_003393201.1, XP_012165840.1	XP_017798974.1
OG0000538	XP_012171073.1, XP_012171260.1	XP_017799376.1
OG0000539	XP_003396694.1	XP_017794164.1
OG0000540	XP_003394748.1	XP_017796269.1
OG0000541	XP_012167264.1	XP_017790072.1
OG0000541	XP_012167351.1	XP_017790071.1
OG0000542	XP_012166695.1	XP_017790591.1
OG0000543	XP_003398311.1, XP_003398310.1	XP_017790741.1
OG0000545	XP_020721999.1	XP_017788037.1
OG0000546	XP_003401132.1, XP_003401131.1	XP_017791847.1
OG0000547	XP_020722809.1	XP_017791206.1
OG0000548	XP_020720690.1	XP_017799163.1, XP_017799162.1
OG0000549	XP_020720529.1	XP_017789722.1
OG0000550	XP_012176557.1, XP_012176558.1, XP_012176559.1, XP_012176561.1, XP_012176562.1, XP_012176563.1, XP_020724196.1	XP_017796142.1
OG0000551	XP_012164313.1	XP_017795146.1
OG0000552	XP_003395415.2, XP_020718937.1, XP_003402523.3	XP_017795579.1
OG0000553	XP_012174803.1	XP_017797595.1
OG0000554	XP_020719231.1	XP_017787794.1, XP_017787795.1
OG0000555	XP_012167699.1, XP_012167701.1, XP_003397976.1, XP_012167700.1	XP_017790927.1
OG0000556	XP_020720110.1	XP_017795082.1
OG0000557	XP_020720702.1	XP_017791612.1
OG0000558	XP_020720795.1	XP_017792000.1
OG0000559	XP_012169218.1	XP_017793419.1
OG0000560	XP_003399107.1, XP_012169339.1, XP_012169340.1	XP_017792954.1
OG0000561	XP_003399174.3	XP_017789582.1
OG0000562	XP_012170561.1, XP_012170562.1, XP_012170563.1, XP_012170564.1, XP_012170565.1, XP_012170566.1, XP_012170568.1, XP_012170569.1	XP_017792425.1
OG0000563	XP_003400324.1	XP_017795776.1
OG0000564	XP_020722382.1, XP_003401548.1	XP_017794794.1
OG0000565	XP_020722663.1	XP_017796647.1
OG0000566	XP_020722376.1	XP_017791583.1
OG0000568	XP_020719206.1, XP_012165912.1, XP_020719204.1, XP_012165913.1, XP_012165915.1	XP_017788211.1
OG0000569	XP_020719679.1	XP_017791006.1
OG0000570	XP_012165500.1	XP_017799000.1
OG0000571	XP_012169264.1, XP_012169255.1, XP_012169281.1, XP_012169275.1, XP_012169288.1, XP_012169269.1	XP_017799230.1, XP_017799231.1
OG0000572	XP_012172333.2	XP_017787431.1
OG0000573	XP_003394028.1, XP_012175724.1	XP_017794454.1
OG0000574	XP_012164905.1, XP_003396062.1	XP_017789132.1
OG0000575	XP_003399063.1, XP_012169266.1, XP_012169265.1	XP_017793383.1, XP_017793382.1
OG0000576	XP_012172797.1, XP_012172796.1, XP_003401536.1	XP_017794782.1
OG0000577	XP_003393749.1	XP_017792584.1
OG0000578	XP_003399933.1	XP_017795035.1
OG0000579	XP_003399862.1	XP_017798342.1
OG0000583	XP_003402013.1	XP_017793787.1, XP_017794273.1
OG0000584	XP_012176424.1	XP_017796745.1
OG0000585	XP_003393336.1, XP_003393337.1, XP_012166339.1	XP_017793163.1
