Orthogroup	Bombus_terrestris	Megalopta_genalis
OG0000220	XP_012163163.1	XP_033328845.1, XP_033335222.1, XP_033335513.1, XP_033324575.1, XP_033324992.1, XP_033335291.1, XP_033335305.1, XP_033339857.1, XP_033335510.1, XP_033335471.1, XP_033335515.1, XP_033339328.1, XP_033335514.1, XP_033335512.1, XP_033335511.1, XP_033335309.1, XP_033331754.1, XP_033321453.1
OG0000221	XP_003400569.1	XP_033335782.1, XP_033335781.1, XP_033335780.1
OG0000222	XP_003398123.1	XP_033340878.1
OG0000222	XP_012167804.1	XP_033331406.1
OG0000223	XP_012166755.1, XP_003397452.1, XP_003397451.1	XP_033330464.1, XP_033330462.1, XP_033330463.1
OG0000224	XP_020723779.1, XP_012174962.1, XP_012174961.1, XP_012174960.1	XP_033337798.1, XP_033337797.1, XP_033337796.1
OG0000226	XP_012172272.1	XP_033339886.1, XP_033339893.1, XP_033339899.1, XP_033339905.1
OG0000227	XP_012172050.1	XP_033341626.1
OG0000228	XP_003393462.1	XP_033328835.1, XP_033330123.1
OG0000229	XP_003401003.1	XP_033339441.1
OG0000230	XP_003394878.1, XP_003394880.1, XP_020718578.1, XP_003394879.1	XP_033331798.1, XP_033331801.1, XP_033331802.1, XP_033331799.1, XP_033331800.1, XP_033331803.1
OG0000231	XP_012166221.1, XP_012166220.1, XP_012166219.1, XP_020719791.1, XP_012166222.1, XP_012166223.1	XP_033333198.1
OG0000232	XP_003400196.1, XP_012170947.1	XP_033331541.1, XP_033331557.1, XP_033331549.1, XP_033331564.1, XP_033331533.1
OG0000233	XP_012171299.2, XP_012171301.1, XP_012171304.1	XP_033333343.1, XP_033333334.1, XP_033333350.1
OG0000234	XP_012173296.1, XP_012173298.1, XP_012173297.1, XP_003401876.1, XP_003401877.1, XP_012173299.1	XP_033337469.1
OG0000235	XP_012175460.1, XP_020724080.1	XP_033323099.1, XP_033323100.1
OG0000236	XP_012165571.1, XP_012165569.1	XP_033328401.1
OG0000237	XP_012173935.1, XP_012173937.1, XP_012173936.1	XP_033324532.1
OG0000238	XP_012173512.1	XP_033332150.1
OG0000239	XP_003402884.1, XP_012175231.1, XP_020723851.1, XP_012175221.2, XP_020723726.1, XP_012175223.1, XP_012175222.2, XP_012175291.1, XP_020723852.1	XP_033334973.1
OG0000240	XP_020723080.1	XP_033337696.1
OG0000241	XP_020722950.1	XP_033327460.1, XP_033327459.1, XP_033327458.1
OG0000242	XP_003396534.1, XP_020719232.1	XP_033328430.1, XP_033328429.1, XP_033328391.1, XP_033327890.1
OG0000243	XP_012165897.1, XP_012165903.1, XP_012165902.1, XP_012165900.1, XP_012165899.1, XP_012165898.1	XP_033340737.1, XP_033340738.1, XP_033340739.1
OG0000244	XP_020724157.1, XP_020724158.1, XP_012176311.1, XP_020724156.1	XP_033338068.1, XP_033337989.1, XP_033337902.1, XP_033338145.1
OG0000245	XP_020718282.1, XP_012163545.1	XP_033322573.1, XP_033322572.1, XP_033322571.1
OG0000246	XP_012164954.1, XP_020719099.1	XP_033322795.1
OG0000246	XP_003401768.1	XP_033339858.1, XP_033326784.1, XP_033326778.1, XP_033326780.1
OG0000247	XP_003396811.1	XP_033328483.1, XP_033328484.1, XP_033328485.1, XP_033328486.1, XP_033328487.1
OG0000248	XP_020721257.1, XP_020721258.1, XP_020721259.1, XP_012169434.1, XP_012169432.1, XP_003399159.1, XP_012169431.1, XP_012169429.1, XP_020721256.1	XP_033329923.1
OG0000249	XP_012169463.2, XP_020721343.1, XP_003402576.2, XP_020721177.1	XP_033327591.1, XP_033327610.1
OG0000250	XP_020721163.1	XP_033326206.1
OG0000251	XP_003401208.1, XP_020722676.1	XP_033342906.1, XP_033342925.1, XP_033342916.1, XP_033342897.1, XP_033342933.1, XP_033342942.1, XP_033342888.1
OG0000252	XP_003398194.1	XP_033325470.1, XP_033325469.1, XP_033325468.1
OG0000253	XP_003401778.1, XP_003401781.1, XP_003401782.1	XP_033329957.1, XP_033329958.1
OG0000254	XP_003394353.1, XP_020724147.1, XP_012176228.1, XP_012176226.1, XP_012176227.1	XP_033327765.1
OG0000255	XP_003400584.1, XP_003400585.1, XP_020722157.1	XP_033336696.1, XP_033336697.1, XP_033336698.1, XP_033336699.1, XP_033336695.1, XP_033336694.1, XP_033336700.1
OG0000256	XP_012168741.1, XP_012168742.1	XP_033329058.1, XP_033329059.1, XP_033329045.1
OG0000257	XP_012171960.1, XP_012171957.1, XP_012171958.1, XP_012171959.1	XP_033336466.1
OG0000258	XP_012166005.2	XP_033325255.1, XP_033325257.1, XP_033325256.1
OG0000259	XP_003395969.1, XP_012164534.1, XP_012164536.1, XP_012164535.1	XP_033330960.1
OG0000260	XP_020719947.1	XP_033331181.1, XP_033331182.1, XP_033333187.1, XP_033333186.1, XP_033333184.1, XP_033333183.1, XP_033333176.1, XP_033333175.1, XP_033333178.1, XP_033333177.1, XP_033333180.1, XP_033333179.1, XP_033333185.1, XP_033333182.1, XP_033333188.1
OG0000261	XP_003403123.1, XP_012175136.1, XP_020723829.1	XP_033330331.1
OG0000262	XP_012166526.1, XP_003397183.1	XP_033333152.1, XP_033333149.1
OG0000263	XP_012172354.1, XP_012172353.1	XP_033341585.1
OG0000264	XP_012168122.1	XP_033339585.1, XP_033339584.1, XP_033339586.1
OG0000265	XP_012169012.1, XP_012169011.1, XP_012169010.1	XP_033342478.1
OG0000266	XP_003393704.1	XP_033342066.1, XP_033342063.1, XP_033342064.1
OG0000267	XP_012174338.1, XP_012174337.1, XP_003402676.1, XP_012174339.1	XP_033334256.1
OG0000268	XP_020722159.1	XP_033334129.1, XP_033334130.1, XP_033334127.1, XP_033334128.1, XP_033334131.1, XP_033334133.1
OG0000269	XP_012168056.1, XP_003393407.1	XP_033326133.1, XP_033326130.1, XP_033326131.1, XP_033326129.1, XP_033326132.1
OG0000270	XP_020723869.1, XP_012175272.1, XP_003403275.1	XP_033333075.1, XP_033333074.1, XP_033333073.1, XP_033333072.1, XP_033333076.1
OG0000271	XP_020719265.1, XP_012166182.1, XP_012166181.1, XP_012166180.1	XP_033329982.1
OG0000272	XP_012168069.1, XP_012168068.1, XP_020720593.1, XP_003398360.1, XP_012168067.1, XP_012168071.1	XP_033320874.1, XP_033320873.1
OG0000273	XP_012175178.1, XP_012175177.1, XP_003403170.1	XP_033332574.1, XP_033332573.1, XP_033332572.1, XP_033332575.1
OG0000274	XP_012167012.1, XP_003397491.1	XP_033323280.1
OG0000275	XP_003399877.1	XP_033326341.1
OG0000276	XP_012167716.1, XP_012167719.1, XP_012167720.1, XP_012167718.1	XP_033327639.1, XP_033327679.1
OG0000277	XP_003403224.1	XP_033339626.1
OG0000278	XP_003402574.1	XP_033339054.1
OG0000279	XP_012175858.1, XP_012175859.1, XP_012175856.1, XP_012175853.1	XP_033339021.1
OG0000280	XP_012163634.1	XP_033321480.1, XP_033326810.1
OG0000281	XP_003395200.1, XP_012163649.1	XP_033332362.1, XP_033332363.1
OG0000282	XP_012166941.1	XP_033326176.1
OG0000284	XP_020722603.1, XP_003403398.3, XP_012172740.1, XP_003401494.1, XP_012172741.1, XP_012172742.1, XP_012172746.2, XP_003401606.2, XP_012172745.1, XP_003403371.2, XP_020722602.1	XP_033341565.1
OG0000285	XP_003401335.1	XP_033341672.1
OG0000286	XP_012170287.1, XP_012170292.1, XP_003399735.1	XP_033338667.1, XP_033338669.1, XP_033338668.1
OG0000287	XP_020721029.1, XP_012168766.1, XP_012168765.1, XP_012168764.1, XP_012168762.1, XP_012168760.1, XP_012168759.1, XP_012168758.1	XP_033330907.1, XP_033330906.1
OG0000288	XP_012164424.1, XP_003395287.1, XP_003395288.1	XP_033325998.1, XP_033325997.1
OG0000289	XP_020722158.1, XP_003400580.1, XP_003400581.1, XP_012171527.1, XP_012171528.1, XP_012171526.1	XP_033335960.1, XP_033335959.1
OG0000290	XP_020719510.1, XP_003396632.1	XP_033331878.1
OG0000291	XP_012166143.1, XP_012166144.1, XP_003396981.1	XP_033333701.1, XP_033333702.1, XP_033333700.1
OG0000293	XP_003396245.1, XP_003396246.1, XP_020719607.1, XP_003396247.1	XP_033330908.1, XP_033330894.1, XP_033330900.1, XP_033330884.1
OG0000294	XP_020721725.1, XP_003399614.1, XP_012169854.1	XP_033338737.1
OG0000295	XP_020719841.1, XP_020719839.1, XP_020719840.1, XP_020719838.1	XP_033329400.1
OG0000296	XP_003397164.1, XP_012166272.1, XP_012166271.1, XP_020719759.1	XP_033322264.1, XP_033322263.1, XP_033322266.1, XP_033322265.1, XP_033322267.1
OG0000297	XP_012166575.1, XP_012166576.1, XP_003397226.1, XP_003397227.1	XP_033333226.1, XP_033333223.1, XP_033333222.1, XP_033333225.1, XP_033333221.1
OG0000298	XP_012170680.1	XP_033323439.1
OG0000299	XP_012167591.1	XP_033323803.1
OG0000299	XP_012167594.1	XP_033323805.1
OG0000300	XP_012168866.1	XP_033321400.1
OG0000300	XP_012168862.1	XP_033321397.1, XP_033321401.1
OG0000301	XP_012167907.1, XP_012167905.1, XP_012167906.1, XP_012167904.1, XP_020720846.1, XP_020720845.1	XP_033325773.1, XP_033325772.1, XP_033325770.1, XP_033325771.1, XP_033325774.1
OG0000302	XP_020722513.1, XP_020722511.1, XP_020722514.1, XP_012172295.2	XP_033324795.1, XP_033324797.1
OG0000303	XP_020722833.1, XP_012172906.1	XP_033337545.1
OG0000304	XP_020720871.1, XP_020720870.1, XP_003398739.1	XP_033329048.1, XP_033329049.1
OG0000305	XP_003395709.1	XP_033331139.1, XP_033331140.1, XP_033331137.1, XP_033331136.1, XP_033331138.1
OG0000306	XP_012173171.1, XP_012173172.1	XP_033327365.1, XP_033327366.1, XP_033327363.1, XP_033327364.1
OG0000307	XP_012176422.2	XP_033322532.1, XP_033322531.1, XP_033322530.1
OG0000308	XP_012169757.1, XP_012169746.1, XP_012169752.1, XP_012169763.1	XP_033341415.1, XP_033341416.1, XP_033341414.1, XP_033341417.1
OG0000309	XP_012164662.1, XP_020720859.1	XP_033328522.1, XP_033328523.1
OG0000310	XP_003392877.1, XP_003392876.1	XP_033340048.1
OG0000311	XP_012166549.1, XP_012166548.1	XP_033339126.1, XP_033339125.1, XP_033339124.1, XP_033339123.1, XP_033339122.1
OG0000313	XP_012167136.1	XP_033326124.1, XP_033326121.1, XP_033339907.1
OG0000314	XP_020721101.1, XP_020721100.1, XP_020721099.1, XP_003398973.1, XP_020721098.1, XP_020721097.1	XP_033335083.1
OG0000315	XP_003398946.1, XP_003398945.1, XP_003398947.1	XP_033335004.1
OG0000316	XP_003402790.1	XP_033323595.1
OG0000317	XP_020724351.1, XP_012176301.1, XP_012176300.1, XP_003394433.1, XP_003394432.1	XP_033337654.1
OG0000318	XP_012165883.1, XP_012165884.1, XP_012165885.1, XP_012165882.1	XP_033340775.1
OG0000319	XP_020718472.1, XP_020718473.1	XP_033327126.1, XP_033327125.1
OG0000323	XP_003402753.1	XP_033329817.1, XP_033339401.1, XP_033339085.1
OG0000324	XP_012176475.1, XP_012176476.1, XP_003394640.1	XP_033338299.1
OG0000325	XP_003400201.1	XP_033325220.1, XP_033325222.1, XP_033325221.1
OG0000326	XP_012171583.1	XP_033336108.1
OG0000327	XP_012171762.1, XP_012171761.1, XP_012171763.1, XP_012171764.1, XP_012171760.1	XP_033335694.1, XP_033335695.1
OG0000328	XP_012172941.1, XP_020722815.1	XP_033330337.1, XP_033330342.1, XP_033330339.1, XP_033330341.1, XP_033330338.1
OG0000329	XP_012163588.1, XP_012163587.1, XP_003395137.1	XP_033329800.1, XP_033329799.1
OG0000330	XP_003400211.1	XP_033330156.1
OG0000331	XP_012171371.1, XP_012171372.1, XP_003400497.1, XP_012171370.1	XP_033331637.1, XP_033331636.1
OG0000332	XP_012166429.1, XP_012166431.1, XP_012166430.1, XP_003397118.1	XP_033329235.1
OG0000333	XP_012174794.1, XP_012174795.1, XP_012174796.1, XP_003402908.1	XP_033322740.1
OG0000334	XP_020722363.1, XP_020722357.1, XP_020722361.1, XP_020722360.1, XP_020722364.1, XP_020722358.1, XP_020722359.1, XP_020722362.1, XP_012171985.1, XP_020722365.1	XP_033323956.1
OG0000336	XP_020721739.1, XP_020721740.1, XP_012170425.1, XP_012170426.1	XP_033332536.1
OG0000337	XP_003394254.1	XP_033339025.1
OG0000338	XP_003394870.1, XP_003394869.1	XP_033338209.1, XP_033338210.1, XP_033338211.1, XP_033338212.1
OG0000339	XP_003398477.1	XP_033326083.1, XP_033326082.1, XP_033326084.1
OG0000340	XP_003401699.1, XP_012173062.1, XP_012173060.1, XP_012173061.1, XP_012173058.1, XP_012173059.1, XP_020722867.1	XP_033337412.1
OG0000341	XP_020718933.1	XP_033323853.1, XP_033323852.1, XP_033323851.1, XP_033323849.1, XP_033323850.1, XP_033323848.1
OG0000342	XP_003400463.1, XP_012171276.1, XP_012171275.1	XP_033336213.1, XP_033336214.1
OG0000343	XP_003398536.1	XP_033331437.1
OG0000344	XP_012169055.1, XP_003398939.1, XP_003398938.1, XP_012169054.1	XP_033334977.1, XP_033334976.1
OG0000345	XP_012167465.1, XP_012167467.1, XP_012167466.1, XP_003397930.1, XP_012167468.1	XP_033332381.1
OG0000346	XP_012175936.1, XP_012175932.1, XP_012175931.1, XP_012175930.1, XP_012175938.1, XP_012175937.1, XP_012175933.1, XP_012175934.1	XP_033327134.1
OG0000347	XP_020719577.1, XP_012165516.1, XP_003396680.1, XP_012165515.1	XP_033340228.1, XP_033340229.1
OG0000348	XP_012173918.1	XP_033324453.1, XP_033324447.1, XP_033324448.1
OG0000349	XP_012166740.1, XP_012166739.1, XP_003397412.1, XP_020719994.1	XP_033330450.1
OG0000350	XP_020720903.1, XP_003399124.1, XP_020720902.1, XP_012169371.1	XP_033334564.1, XP_033334563.1, XP_033334566.1, XP_033334565.1
OG0000351	XP_020721217.1	XP_033342522.1, XP_033342521.1, XP_033334893.1, XP_033334752.1
OG0000352	XP_003394778.1, XP_012163108.1, XP_020718339.1, XP_012163106.1	XP_033326835.1
OG0000353	XP_012169458.1, XP_012169464.1, XP_012169453.1, XP_012169476.1, XP_012169484.1, XP_012169483.1	XP_033325249.1, XP_033325247.1, XP_033325248.1
OG0000354	XP_012166010.1, XP_012165971.1	XP_033341357.1, XP_033341345.1
OG0000354	XP_012166025.1	XP_033341359.1
OG0000355	XP_020718880.1	XP_033328198.1, XP_033328201.1, XP_033328199.1, XP_033328200.1
OG0000356	XP_020718680.1	XP_033328050.1, XP_033328048.1, XP_033328046.1, XP_033328047.1
OG0000357	XP_012174262.1, XP_012174263.1, XP_012174264.1, XP_012174265.1, XP_003402577.1, XP_020723447.1	XP_033324622.1
OG0000358	XP_012171867.1, XP_012171871.1, XP_012171868.1, XP_012171870.1	XP_033336020.1, XP_033336028.1, XP_033336031.1
OG0000359	XP_012171365.1, XP_003400510.1	XP_033331624.1
OG0000360	XP_012169540.2	XP_033328779.1
OG0000361	XP_020719539.1	XP_033332479.1
OG0000362	XP_003401786.1	XP_033327375.1, XP_033327377.1, XP_033327376.1
OG0000363	XP_012174951.1, XP_003403133.1	XP_033337643.1, XP_033337644.1
OG0000364	XP_003398880.1, XP_012168876.1, XP_012168875.1, XP_012168874.1, XP_012168873.1, XP_012168877.1	XP_033336733.1
OG0000365	XP_003399944.1, XP_012170594.1	XP_033331554.1, XP_033335506.1, XP_033335423.1, XP_033335422.1, XP_033335421.1, XP_033335414.1, XP_033335507.1, XP_033339400.1
OG0000366	XP_012170790.1, XP_020721952.1	XP_033330160.1, XP_033330202.1, XP_033330157.1, XP_033330203.1
OG0000367	XP_012171443.1, XP_020722304.1, XP_003400539.1	XP_033323978.1
OG0000368	XP_012165477.1	XP_033328803.1
OG0000369	XP_012172632.1	XP_033342206.1
OG0000370	XP_003398491.1	XP_033325901.1, XP_033325900.1, XP_033325899.1, XP_033325898.1, XP_033325897.1, XP_033325895.1
OG0000371	XP_003399522.1	XP_033326379.1, XP_033326378.1, XP_033326376.1, XP_033326380.1
OG0000372	XP_003395429.1	XP_033337171.1
OG0000373	XP_012164627.2	XP_033320767.1, XP_033320766.1, XP_033333838.1, XP_033333876.1, XP_033320765.1
OG0000375	XP_012168640.1, XP_003398677.1, XP_012168641.1	XP_033342842.1, XP_033342841.1, XP_033342843.1
OG0000376	XP_003397685.1	XP_033329808.1
OG0000377	XP_020720573.1, XP_020720575.1, XP_020720574.1, XP_003398070.1	XP_033325445.1
OG0000378	XP_012165980.1, XP_012165978.1, XP_012165977.1	XP_033321304.1, XP_033321302.1, XP_033321303.1
OG0000379	XP_003395980.1	XP_033330961.1
OG0000380	XP_012174361.1, XP_003402629.1, XP_012174360.1	XP_033323629.1
OG0000381	XP_012165416.1, XP_012165417.1, XP_003396390.1, XP_012165418.1	XP_033340766.1, XP_033340767.1, XP_033340768.1, XP_033340770.1, XP_033340771.1, XP_033340772.1
OG0000382	XP_012166462.1, XP_012166459.1, XP_012166460.1, XP_012166458.1, XP_012166457.1, XP_003397203.1, XP_012166461.1	XP_033329604.1, XP_033329603.1
OG0000383	XP_003399719.1, XP_003399720.1	XP_033325061.1
OG0000384	XP_012173421.1, XP_020723117.1, XP_003401940.1, XP_020723118.1, XP_020723119.1	XP_033338006.1
OG0000385	XP_003400547.1	XP_033323988.1
OG0000386	XP_012173098.1	XP_033327356.1, XP_033327359.1, XP_033327355.1, XP_033327357.1, XP_033327358.1
OG0000387	XP_003398317.1	XP_033331516.1
OG0000388	XP_012171010.1, XP_012171009.1, XP_012171005.1, XP_012171004.1, XP_012171011.1, XP_020721911.1, XP_020721912.1, XP_020721910.1, XP_012171003.1	XP_033332054.1
OG0000389	XP_012170578.1, XP_003399921.1, XP_020721587.1	XP_033335468.1
OG0000390	XP_003400044.1, XP_020721966.1, XP_012170677.1, XP_012170676.1	XP_033331996.1, XP_033331997.1, XP_033331995.1
OG0000392	XP_020720840.1, XP_012168011.1	XP_033325808.1, XP_033325809.1
OG0000393	XP_012168336.1, XP_012168335.1, XP_012168338.1, XP_012168337.1	XP_033330425.1
OG0000394	XP_012169674.1, XP_012169675.1, XP_012169673.1, XP_003399332.1, XP_012169676.1	XP_033342584.1, XP_033342583.1, XP_033342582.1, XP_033342581.1, XP_033342585.1
OG0000395	XP_003399769.1	XP_033331374.1
OG0000396	XP_012165321.1, XP_020719311.1, XP_003396339.1, XP_012165322.1	XP_033340416.1
OG0000397	XP_003399765.2	XP_033326270.1, XP_033326272.1, XP_033326273.1, XP_033326271.1, XP_033326269.1
OG0000398	XP_012164127.1, XP_012164125.1, XP_012164129.1, XP_012164128.1, XP_012164126.1	XP_033324199.1
OG0000399	XP_012174876.1	XP_033323072.1
OG0000401	XP_012172930.1, XP_003401651.1	XP_033329999.1
OG0000402	XP_020724293.1, XP_020724291.1, XP_020724292.1, XP_012176379.1	XP_033339930.1, XP_033331189.1
OG0000403	XP_020721956.1, XP_020721870.1	XP_033331530.1, XP_033332228.1
OG0000404	XP_020721531.1, XP_020721525.1, XP_020721530.1	XP_033331390.1
OG0000405	XP_012168560.1, XP_020720553.1	XP_033342101.1
OG0000406	XP_012174317.1, XP_020723488.1	XP_033341924.1, XP_033341920.1
OG0000407	XP_020720260.1, XP_020720259.1, XP_012167260.1, XP_020720258.1, XP_012167259.1	XP_033339764.1
OG0000408	XP_012166782.1, XP_012166781.1, XP_003397546.1, XP_003397545.1, XP_003397547.1	XP_033331648.1
OG0000409	XP_012166278.1	XP_033323993.1
OG0000410	XP_003403039.1, XP_012175001.1, XP_012175002.1	XP_033337885.1
OG0000412	XP_003398523.1, XP_012168266.1	XP_033325411.1, XP_033325409.1, XP_033325410.1
OG0000413	XP_003398683.1	XP_033335112.1
OG0000414	XP_012168711.1	XP_033329936.1, XP_033329943.1
OG0000415	XP_012169769.1, XP_012169768.1	XP_033334891.1, XP_033334892.1
OG0000416	XP_020721443.1	XP_033332305.1, XP_033326332.1
OG0000417	XP_020721894.1, XP_020721895.1, XP_020721897.1	XP_033334509.1, XP_033334574.1
OG0000418	XP_020721950.1, XP_012175459.1, XP_020721953.1, XP_012170791.1	XP_033330200.1, XP_033330159.1, XP_033330161.1
OG0000419	XP_012174455.1, XP_003402784.1	XP_033322887.1
OG0000421	XP_003399056.1	XP_033342274.1
OG0000422	XP_012165530.1, XP_020719621.1, XP_020719620.1, XP_003396841.1	XP_033340945.1
OG0000423	XP_012174256.2	XP_033324309.1
OG0000426	XP_020718843.1	XP_033324110.1, XP_033324107.1
OG0000427	XP_020722019.1, XP_012171130.1, XP_012171135.1	XP_033335628.1, XP_033335624.1
OG0000428	XP_003393783.1	XP_033334192.1
OG0000429	NP_001267853.1, XP_012173953.1, XP_003394693.1	XP_033321932.1, XP_033321928.1, XP_033321927.1, XP_033321930.1, XP_033321929.1
OG0000430	XP_012173430.1	XP_033337638.1
OG0000430	XP_012173429.1	XP_033337639.1, XP_033337640.1
OG0000431	XP_012171511.1	XP_033336300.1
OG0000432	XP_003402743.1, XP_003402744.1	XP_033322655.1, XP_033322656.1, XP_033322657.1
OG0000433	XP_003401916.2, XP_012173042.1	XP_033337321.1, XP_033337326.1
OG0000434	XP_012170414.1, XP_012170416.1	XP_033332519.1
OG0000436	XP_020723181.1, XP_020723180.1, XP_020723179.1, XP_020723178.1, XP_012173619.1, XP_003402126.1	XP_033335430.1
OG0000437	XP_003403108.1	XP_033321462.1, XP_033321471.1
OG0000438	XP_003399445.1	XP_033329440.1, XP_033329441.1, XP_033329439.1
OG0000439	XP_020721997.1	XP_033337111.1
OG0000440	XP_012176460.1, XP_003394520.1, XP_003394519.1	XP_033322471.1, XP_033322463.1
OG0000441	XP_012170073.1, XP_012170071.1, XP_012170075.1, XP_020721696.1, XP_012170074.1	XP_033338771.1, XP_033338770.1, XP_033338772.1, XP_033338774.1, XP_033338773.1
OG0000442	XP_003394275.1	XP_033321789.1
OG0000443	XP_003397239.1, XP_003397238.1	XP_033329398.1
OG0000444	XP_012171787.1, XP_012171786.1, XP_012171784.1	XP_033336603.1, XP_033336602.1, XP_033336605.1, XP_033336604.1, XP_033336606.1
OG0000445	XP_020721757.1, XP_012170667.1, XP_012170666.1, XP_003400075.1	XP_033332022.1
OG0000446	XP_012163760.1, XP_003395301.1	XP_033332148.1
OG0000447	XP_012169938.1	XP_033335379.1, XP_033335381.1, XP_033335380.1, XP_033335378.1
OG0000448	XP_003393377.1, XP_003393376.1	XP_033323894.1, XP_033323884.1, XP_033323895.1
OG0000449	XP_012164795.1, XP_003396173.1, XP_012164794.1	XP_033339344.1
OG0000450	XP_012174482.1, XP_012174481.1, XP_012174483.1	XP_033330954.1, XP_033330953.1, XP_033330951.1
OG0000451	XP_003400723.1, XP_012171735.1	XP_033335860.1, XP_033335864.1
OG0000452	XP_012170172.1, XP_012170173.1, XP_003399650.1	XP_033330067.1
OG0000453	XP_003403096.1, XP_020723797.1	XP_033327580.1, XP_033327582.1
OG0000454	XP_020721324.1, XP_012169151.1	XP_033334725.1
OG0000455	XP_003399507.1, XP_020721555.1, XP_012169948.1, XP_012169949.1, XP_012169950.1, XP_012169951.1	XP_033331342.1
OG0000456	XP_020721045.1, XP_020721046.1, XP_020721044.1, XP_003398780.1	XP_033342293.1
OG0000457	XP_012169298.1	XP_033342252.1
OG0000458	XP_003402479.1, XP_012174082.1	XP_033338049.1
OG0000459	XP_012163233.1, XP_012163235.1, XP_003395250.1, XP_020718465.1, XP_020718463.1, XP_012163234.1, XP_012163236.1	XP_033327099.1
OG0000460	XP_020718816.1, XP_020718817.1, XP_012164263.1	XP_033328121.1
