Orthogroup	Bombus_terrestris	Ceratina_calcarata
OG0000213	XP_012175785.1, XP_012175778.1, XP_012175770.1, XP_012175792.1, XP_003393170.1	XP_017879713.1, XP_017879711.1, XP_017879712.1, XP_017879710.1
OG0000214	XP_003392935.1	XP_026674310.1, XP_017889485.1
OG0000215	XP_020723607.1, XP_020723610.1, XP_012174547.1, XP_020723608.1, XP_020723611.1, XP_020723609.1	XP_026667010.1, XP_026667011.1, XP_017875258.1, XP_017875259.1
OG0000216	XP_020719016.1	XP_026668623.1, XP_017878397.1
OG0000217	XP_003394739.1, XP_012176683.1, XP_020718362.1, XP_020718364.1, XP_020718363.1, XP_012176685.1, XP_012176686.1, XP_012176691.1, XP_012176689.1, XP_012176690.1, XP_012176687.1, XP_012176688.1, XP_020718365.1, XP_003394740.1	XP_026666941.1
OG0000218	XP_003401025.1	XP_026674156.1
OG0000218	XP_012172166.1	XP_026674154.1
OG0000219	XP_012173564.1	XP_017882427.1, XP_017882428.1, XP_017882429.1, XP_017882425.1, XP_017882430.1, XP_026670577.1, XP_017882426.1
OG0000220	XP_012163163.1	XP_017885400.1
OG0000221	XP_003400569.1	XP_017875461.1
OG0000222	XP_003398123.1	XP_017891500.1
OG0000222	XP_012167804.1	XP_017891893.1, XP_017891894.1
OG0000223	XP_012166755.1, XP_003397452.1, XP_003397451.1	XP_017875942.1
OG0000224	XP_020723779.1, XP_012174962.1, XP_012174961.1, XP_012174960.1	XP_017881499.1, XP_017881498.1, XP_026669970.1
OG0000226	XP_012172272.1	XP_026674159.1, XP_017889612.1
OG0000227	XP_012172050.1	XP_026675012.1, XP_026675011.1
OG0000228	XP_003393462.1	XP_017892650.2, XP_026675538.1, XP_026669124.1, XP_017892649.1, XP_017879699.1, XP_017879788.1
OG0000229	XP_012171396.1, XP_012171459.1, XP_003400520.2, XP_012171402.1, XP_003402519.3, XP_012171398.1, XP_003400517.1, XP_012171404.1, XP_012174839.1, XP_003400519.2, XP_012175504.1	XP_026667970.1
OG0000229	XP_003401003.1	XP_017891609.2
OG0000231	XP_012166221.1, XP_012166220.1, XP_012166219.1, XP_020719791.1, XP_012166222.1, XP_012166223.1	XP_017882489.1, XP_017882341.1, XP_017882406.1, XP_017882260.1
OG0000232	XP_003400196.1, XP_012170947.1	XP_017886042.1, XP_017886041.1, XP_026672367.1
OG0000233	XP_012171308.1, XP_020722096.1, XP_003400476.1, XP_012171299.2, XP_012171301.1, XP_012171304.1	XP_026675168.1, XP_017891847.1, XP_017891846.1
OG0000234	XP_012173296.1, XP_012173298.1, XP_012173297.1, XP_003401876.1, XP_003401877.1, XP_012173299.1	XP_017888840.1
OG0000235	XP_012175460.1, XP_020724080.1	XP_026669622.1, XP_026669623.1, XP_017880635.1, XP_017880633.1, XP_017880636.1
OG0000236	XP_012165571.1, XP_012165569.1	XP_017885150.1
OG0000237	XP_012173935.1, XP_012173937.1, XP_012173936.1	XP_017881836.1
OG0000238	XP_012173512.1	XP_017878847.1
OG0000239	XP_003402884.1, XP_012175231.1, XP_020723851.1, XP_012175221.2, XP_020723726.1, XP_012175223.1, XP_012175222.2, XP_012175291.1, XP_020723852.1	XP_017887854.2, XP_017881302.1
OG0000240	XP_020723080.1	XP_017878265.1
OG0000241	XP_020722950.1	XP_017880094.1
OG0000243	XP_012165897.1, XP_012165903.1, XP_012165902.1, XP_012165900.1, XP_012165899.1, XP_012165898.1	XP_017891863.1
OG0000244	XP_020724157.1, XP_020724158.1, XP_012176311.1, XP_020724156.1	XP_017877510.1
OG0000245	XP_020718282.1, XP_012163545.1	XP_017877931.1, XP_017877932.1, XP_017877933.1, XP_026668393.1, XP_026668394.1, XP_017877934.1
OG0000246	XP_012164954.1, XP_020719099.1	XP_017880344.1
OG0000246	XP_003401768.1	XP_017888864.1, XP_017888867.1
OG0000247	XP_003396811.1	XP_026666803.1
OG0000248	XP_020721257.1, XP_020721258.1, XP_020721259.1, XP_012169434.1, XP_012169432.1, XP_003399159.1, XP_012169431.1, XP_012169429.1, XP_020721256.1	XP_017887490.1
OG0000249	XP_012169463.2, XP_020721343.1, XP_003402576.2, XP_020721177.1	XP_017878945.1, XP_017878947.1, XP_017875917.2
OG0000250	XP_020721163.1	XP_017878016.1, XP_026668371.1, XP_026668373.1, XP_026668372.1
OG0000251	XP_003401208.1, XP_020722676.1	XP_017889837.1
OG0000252	XP_003398194.1	XP_026667651.1, XP_026667650.1, XP_026667652.1
OG0000253	XP_003401781.1	XP_017888863.1
OG0000253	XP_003401782.1	XP_026673668.1
OG0000254	XP_003394353.1, XP_020724147.1, XP_012176228.1, XP_012176226.1, XP_012176227.1	XP_026669691.1, XP_017880879.1, XP_017880881.1, XP_026669692.1
OG0000255	XP_003400584.1, XP_003400585.1, XP_020722157.1	XP_017875528.1, XP_017875529.1
OG0000256	XP_012168741.1, XP_012168742.1	XP_017891701.1
OG0000257	XP_012171960.1, XP_012171957.1, XP_012171958.1, XP_012171959.1	XP_017884586.1, XP_026671501.1
OG0000258	XP_012166005.2	XP_017887424.1
OG0000259	XP_003395969.1, XP_012164534.1, XP_012164536.1, XP_012164535.1	XP_026671533.1
OG0000261	XP_003403123.1, XP_012175136.1, XP_020723829.1	XP_017876049.1
OG0000262	XP_012166526.1, XP_003397183.1	XP_017893275.1, XP_017893273.1, XP_017893272.1, XP_017893274.1, XP_017893271.1
OG0000263	XP_012172354.1, XP_012172353.1	XP_017891603.1, XP_017891602.1
OG0000264	XP_012168122.1	XP_017881985.1, XP_026670277.1
OG0000265	XP_012169012.1, XP_012169011.1, XP_012169010.1	XP_026673462.1, XP_026673463.1, XP_017888306.1, XP_017888304.1
OG0000266	XP_012173096.1	XP_017879398.1, XP_017879399.1, XP_017879400.1, XP_017879401.1, XP_017879397.1
OG0000267	XP_012174338.1, XP_012174337.1, XP_003402676.1, XP_012174339.1	XP_026668950.1, XP_017879249.1
OG0000268	XP_020722159.1	XP_026669514.1, XP_026669513.1, XP_017880560.1, XP_026669512.1
OG0000269	XP_012168056.1, XP_003393407.1	XP_026667171.1
OG0000270	XP_020723869.1, XP_012175272.1, XP_003403275.1	XP_017877447.1, XP_017877440.1
OG0000271	XP_020719265.1, XP_012166182.1, XP_012166181.1, XP_012166180.1	XP_026670033.1, XP_017881487.1
OG0000272	XP_012168069.1, XP_012168068.1, XP_020720593.1, XP_003398360.1, XP_012168067.1, XP_012168071.1	XP_017885691.1
OG0000273	XP_012175178.1, XP_012175177.1, XP_003403170.1	XP_017877649.1
OG0000276	XP_012167716.1, XP_012167719.1, XP_012167720.1, XP_012167718.1	XP_017890424.2, XP_026672263.1, XP_017875862.1
OG0000277	XP_003403224.1	XP_026672250.1, XP_026672249.1, XP_026672246.1, XP_017885753.1, XP_026672248.1
OG0000278	XP_003402574.1	XP_017887045.1
OG0000279	XP_012175858.1, XP_012175859.1, XP_012175856.1, XP_012175853.1	XP_017887363.1, XP_017887362.1
OG0000280	XP_012163634.1	XP_017878726.2
OG0000281	XP_003395200.1, XP_012163649.1	XP_026670595.1, XP_017882531.1, XP_017882532.1
OG0000282	XP_012166941.1	XP_017875958.1
OG0000283	XP_020721359.1, XP_020721360.1	XP_017888487.1, XP_017888485.1, XP_017888486.1, XP_017888479.1, XP_017888481.1, XP_017888482.1, XP_017888484.1, XP_026673529.1
OG0000284	XP_020722603.1, XP_003403398.3, XP_012172740.1, XP_003401494.1, XP_012172741.1, XP_012172742.1, XP_012172746.2, XP_003401606.2, XP_012172745.1, XP_003403371.2, XP_020722602.1	XP_017889643.1
OG0000285	XP_003401335.1	XP_026672526.1
OG0000286	XP_012170287.1, XP_012170292.1, XP_003399735.1	XP_026674245.1, XP_026674244.1, XP_017889974.1
OG0000288	XP_012164424.1, XP_003395287.1, XP_003395288.1	XP_026674327.1, XP_026674326.1, XP_017890165.1
OG0000289	XP_020722158.1, XP_003400580.1, XP_003400581.1, XP_012171527.1, XP_012171528.1, XP_012171526.1	XP_017875530.1, XP_017875531.1
OG0000290	XP_020719510.1, XP_003396632.1	XP_017887868.1
OG0000291	XP_012166143.1, XP_012166144.1, XP_003396981.1	XP_017892510.1, XP_017892508.1, XP_017892509.1
OG0000293	XP_003396245.1, XP_003396246.1, XP_020719607.1, XP_003396247.1	XP_017888002.2
OG0000294	XP_020721725.1, XP_003399614.1, XP_012169854.1	XP_017888724.1, XP_017888723.1, XP_017888726.1, XP_017888725.1
OG0000295	XP_020719841.1, XP_020719839.1, XP_020719840.1, XP_020719838.1	XP_017891153.1, XP_017891154.1
OG0000296	XP_003397164.1, XP_012166272.1, XP_012166271.1, XP_020719759.1	XP_017893250.1
OG0000297	XP_012166575.1, XP_012166576.1, XP_003397226.1, XP_003397227.1	XP_017885576.1
OG0000298	XP_012170680.1	XP_026666798.1, XP_026666797.1, XP_017893510.1
OG0000299	XP_012167591.1	XP_017881228.1, XP_017881225.1, XP_017881227.1
OG0000299	XP_012167594.1	XP_026674566.1, XP_017881231.1
OG0000300	XP_012168862.1	XP_017887481.1, XP_017887484.1
OG0000301	XP_012167907.1, XP_012167905.1, XP_012167906.1, XP_012167904.1, XP_020720846.1, XP_020720845.1	XP_017876666.1, XP_017876667.1, XP_026667677.1, XP_017876668.1
OG0000302	XP_020722513.1, XP_020722511.1, XP_020722514.1, XP_012172295.2	XP_026672568.1, XP_017886502.1, XP_017886500.1, XP_017886498.1
OG0000303	XP_020722833.1, XP_012172906.1	XP_017888875.2, XP_026673685.1
OG0000304	XP_020720871.1, XP_020720870.1, XP_003398739.1	XP_026675088.1, XP_026675087.1, XP_026675086.1, XP_026675085.1, XP_026675089.1, XP_026675084.1
OG0000305	XP_003395709.1	XP_017885393.1
OG0000306	XP_012173171.1, XP_012173172.1	XP_017880083.1, XP_017880079.1
OG0000307	XP_012176422.2	XP_017888893.1, XP_026673915.1, XP_017888902.1, XP_026673940.1, XP_026673919.1, XP_026673923.1, XP_026673934.1
OG0000308	XP_012169757.1, XP_012169746.1, XP_012169752.1, XP_012169763.1	XP_017889038.1, XP_017889035.1, XP_017889036.1
OG0000309	XP_012164662.1, XP_020720859.1	XP_026666993.1, XP_017875728.1
OG0000310	XP_003392877.1, XP_003392876.1	XP_017882961.1, XP_017882960.1
OG0000311	XP_012166549.1, XP_012166548.1	XP_017879973.1, XP_026668982.1
OG0000312	XP_003402310.1	XP_017877095.2, XP_017877094.1
OG0000313	XP_012167136.1	XP_017892605.1
OG0000314	XP_020721101.1, XP_020721100.1, XP_020721099.1, XP_003398973.1, XP_020721098.1, XP_020721097.1	XP_017887380.2, XP_017885792.1, XP_026668832.1, XP_017875300.2, XP_017877436.1, XP_017890717.1
OG0000315	XP_003398946.1, XP_003398945.1, XP_003398947.1	XP_026675531.1, XP_026675529.1, XP_017892631.1, XP_017892630.1, XP_017892633.1, XP_017892632.1, XP_017892635.1, XP_017892634.1, XP_017892636.1
OG0000316	XP_003402790.1	XP_026673470.1, XP_026673471.1, XP_017888358.1
OG0000317	XP_020724351.1, XP_012176301.1, XP_012176300.1, XP_003394433.1, XP_003394432.1	XP_026671441.1
OG0000318	XP_012165883.1, XP_012165884.1, XP_012165885.1, XP_012165882.1	XP_017881510.1
OG0000319	XP_020718472.1, XP_020718473.1	XP_026666844.1, XP_017893640.1, XP_017893639.1, XP_017893638.1, XP_017893637.1, XP_017893635.1, XP_017893634.1
OG0000323	XP_003402753.1	XP_017876987.2
OG0000324	XP_012176475.1, XP_012176476.1, XP_003394640.1	XP_017882576.1, XP_017882577.1, XP_026670617.1
OG0000325	XP_003400201.1	XP_026668693.1, XP_017878751.1, XP_017878758.1, XP_026668694.1, XP_026668691.1, XP_026668692.1
OG0000326	XP_012171583.1	XP_026671812.1
OG0000327	XP_012171762.1, XP_012171761.1, XP_012171763.1, XP_012171764.1, XP_012171760.1	XP_017884792.1, XP_017884791.1
OG0000328	XP_012172941.1, XP_020722815.1	XP_017888309.1, XP_017888308.1
OG0000329	XP_012163588.1, XP_012163587.1, XP_003395137.1	XP_017888722.1, XP_017888721.1
OG0000330	XP_003400211.1	XP_017875305.1
OG0000330	XP_012170959.1	XP_026667060.1, XP_017875307.1
OG0000331	XP_012171371.1, XP_012171372.1, XP_003400497.1, XP_012171370.1	XP_026666632.1, XP_017893300.1
OG0000332	XP_012166429.1, XP_012166431.1, XP_012166430.1, XP_003397118.1	XP_017885849.1
OG0000333	XP_012174794.1, XP_012174795.1, XP_012174796.1, XP_003402908.1	XP_017875615.1, XP_017875618.1, XP_017875613.1, XP_017875617.1, XP_017875611.1, XP_026667188.1
OG0000334	XP_020722363.1, XP_020722357.1, XP_020722361.1, XP_020722360.1, XP_020722364.1, XP_020722358.1, XP_020722359.1, XP_020722362.1, XP_012171985.1, XP_020722365.1	XP_017882301.1, XP_026670260.1
OG0000335	XP_020720155.1, XP_020720157.1	XP_026668042.1
OG0000336	XP_020721739.1, XP_020721740.1, XP_012170425.1, XP_012170426.1	XP_017877209.1
OG0000337	XP_003394254.1	XP_017882334.1, XP_017882333.1
OG0000338	XP_003394870.1, XP_003394869.1	XP_017876980.2
OG0000339	XP_003398477.1	XP_017882127.1
OG0000340	XP_003401699.1, XP_012173062.1, XP_012173060.1, XP_012173061.1, XP_012173058.1, XP_012173059.1, XP_020722867.1	XP_026667384.1
OG0000341	XP_020718933.1	XP_017883067.1
OG0000342	XP_003400463.1, XP_012171276.1, XP_012171275.1	XP_017884928.1
OG0000343	XP_003398536.1	XP_026670462.1, XP_017882114.1
OG0000344	XP_012169055.1, XP_003398939.1, XP_003398938.1, XP_012169054.1	XP_017890442.1, XP_017890441.1
OG0000345	XP_012167465.1, XP_012167467.1, XP_012167466.1, XP_003397930.1, XP_012167468.1	XP_026673878.1
OG0000347	XP_020719577.1, XP_012165516.1, XP_003396680.1, XP_012165515.1	XP_017887891.1
OG0000348	XP_003402334.1	XP_026671105.1
OG0000348	XP_012173918.1	XP_026671107.1
OG0000349	XP_012166740.1, XP_012166739.1, XP_003397412.1, XP_020719994.1	XP_017882631.1
OG0000350	XP_020720903.1, XP_003399124.1, XP_020720902.1, XP_012169371.1	XP_017879015.1
OG0000351	XP_020721217.1	XP_017879431.1, XP_017880104.1, XP_026670745.1, XP_017881611.1, XP_026673021.1
OG0000352	XP_003394778.1, XP_012163108.1, XP_020718339.1, XP_012163106.1	XP_017879420.1
OG0000353	XP_012169458.1, XP_012169464.1, XP_012169453.1, XP_012169476.1, XP_012169484.1, XP_012169483.1	XP_017875776.1
OG0000354	XP_012166010.1, XP_012165971.1	XP_017877011.1, XP_017877008.1
OG0000354	XP_012166025.1	XP_017877020.1
OG0000355	XP_020718880.1	XP_017876220.1, XP_017876219.1, XP_017876221.1, XP_017876223.1, XP_017876222.1
OG0000356	XP_020718680.1	XP_026674338.1, XP_026674337.1, XP_026674336.1, XP_017890043.1, XP_017890045.1, XP_017890044.1, XP_026674339.1
OG0000357	XP_012174262.1, XP_012174263.1, XP_012174264.1, XP_012174265.1, XP_003402577.1, XP_020723447.1	XP_017883601.1, XP_017883604.1, XP_017883603.1, XP_017883602.1
OG0000358	XP_012171867.1, XP_012171871.1, XP_012171868.1, XP_012171870.1	XP_026671665.1, XP_026671666.1
OG0000360	XP_012169540.2	XP_026674774.1, XP_017891265.1
OG0000361	XP_020719539.1	XP_026674571.1, XP_026674574.1
OG0000362	XP_003401786.1	XP_017878368.1, XP_017888803.1
OG0000363	XP_012174951.1, XP_003403133.1	XP_026670020.1, XP_017881399.1, XP_017881397.1
OG0000364	XP_003398880.1, XP_012168876.1, XP_012168875.1, XP_012168874.1, XP_012168873.1, XP_012168877.1	XP_017890425.1
OG0000365	XP_003399944.1, XP_012170594.1	XP_026673913.1, XP_026673911.1, XP_026673910.1, XP_026673912.1, XP_017889314.1, XP_026673914.1
OG0000366	XP_020721952.1	XP_017891024.1
OG0000367	XP_012171443.1, XP_020722304.1, XP_003400539.1	XP_017885102.1
OG0000368	XP_012165477.1	XP_017892741.1, XP_026675616.1
OG0000369	XP_012172632.1	XP_017884211.1
OG0000370	XP_003398491.1	XP_017875724.1
OG0000371	XP_003399522.1	XP_017890681.1
OG0000372	XP_003395429.1	XP_017891787.1, XP_017891786.1, XP_026675153.1, XP_017891788.1, XP_017891789.1
OG0000373	XP_012164627.2	XP_017890716.2, XP_017883369.2
OG0000375	XP_012168640.1, XP_003398677.1, XP_012168641.1	XP_017880003.1
OG0000377	XP_020720573.1, XP_020720575.1, XP_020720574.1, XP_003398070.1	XP_017876705.1
OG0000378	XP_012165980.1, XP_012165978.1, XP_012165977.1	XP_026672229.1, XP_026672228.1, XP_017885746.1, XP_026672230.1
OG0000380	XP_012174361.1, XP_003402629.1, XP_012174360.1	XP_017879217.1
OG0000381	XP_012165416.1, XP_012165417.1, XP_003396390.1, XP_012165418.1	XP_017887720.1, XP_017887719.1
OG0000382	XP_012166462.1, XP_012166459.1, XP_012166460.1, XP_012166458.1, XP_012166457.1, XP_003397203.1, XP_012166461.1	XP_017885079.1
OG0000383	XP_003399719.1, XP_003399720.1	XP_017886713.1, XP_017886711.1, XP_017886710.1
OG0000384	XP_012173421.1, XP_020723117.1, XP_003401940.1, XP_020723118.1, XP_020723119.1	XP_017885722.1, XP_017885721.1, XP_026672240.1, XP_017885720.1
OG0000385	XP_003400547.1	XP_017885097.1, XP_017885107.1
OG0000386	XP_012173098.1	XP_017876004.1
OG0000387	XP_003398317.1	XP_026671246.1
OG0000388	XP_012171010.1, XP_012171009.1, XP_012171005.1, XP_012171004.1, XP_012171011.1, XP_020721911.1, XP_020721912.1, XP_020721910.1, XP_012171003.1	XP_017893520.1
OG0000389	XP_012170578.1, XP_003399921.1, XP_020721587.1	XP_026674256.1, XP_017889984.1
OG0000390	XP_003400044.1, XP_020721966.1, XP_012170677.1, XP_012170676.1	XP_017893445.1
OG0000392	XP_020720840.1, XP_012168011.1	XP_017883836.1, XP_017883835.1, XP_026671267.1
OG0000393	XP_012168336.1, XP_012168335.1, XP_012168338.1, XP_012168337.1	XP_026670585.1, XP_026670575.1, XP_017882535.1, XP_017882550.1, XP_017882558.1, XP_017882527.1
OG0000394	XP_012169674.1, XP_012169675.1, XP_012169673.1, XP_003399332.1, XP_012169676.1	XP_017876721.1, XP_017876729.1
OG0000395	XP_003399769.1	XP_017879917.1
OG0000396	XP_012165321.1, XP_020719311.1, XP_003396339.1, XP_012165322.1	XP_017892526.1, XP_017892525.1, XP_026675422.1
OG0000397	XP_003399765.2	XP_017886844.1, XP_017886843.1
OG0000398	XP_012164127.1, XP_012164125.1, XP_012164129.1, XP_012164128.1, XP_012164126.1	XP_017876425.1, XP_017876424.1, XP_017876422.1, XP_017876423.1, XP_026667570.1
OG0000399	XP_012174876.1	XP_026669802.1, XP_026669801.1, XP_017881043.1, XP_017881044.1
OG0000400	XP_003393487.1, XP_020719664.1	XP_026673753.1, XP_017889124.1, XP_026673754.1, XP_026673752.1
OG0000401	XP_012172930.1, XP_003401651.1	XP_017879321.1, XP_017883946.1, XP_017879308.1, XP_026672076.1, XP_017885395.1, XP_017885625.1
OG0000402	XP_020724293.1, XP_020724291.1, XP_020724292.1, XP_012176379.1	XP_026669663.1, XP_026669664.1, XP_017880753.1, XP_026669665.1
OG0000404	XP_020721531.1	XP_017886597.1
OG0000404	XP_020721525.1, XP_020721530.1	XP_017886589.1
OG0000405	XP_012168560.1, XP_020720553.1	XP_017888647.2, XP_017888646.2
OG0000406	XP_012174317.1, XP_020723488.1	XP_017884207.1, XP_017884205.1
OG0000407	XP_020720260.1, XP_020720259.1, XP_012167260.1, XP_020720258.1, XP_012167259.1	XP_017884491.1, XP_026671512.1
OG0000408	XP_012166782.1, XP_012166781.1, XP_003397546.1, XP_003397545.1, XP_003397547.1	XP_017888925.2, XP_017886275.1, XP_017886249.1, XP_017886267.1, XP_017886258.1
OG0000409	XP_012166278.1	XP_017893314.1
OG0000410	XP_003403039.1, XP_012175001.1, XP_012175002.1	XP_017883453.1
OG0000411	XP_012167403.1	XP_026670019.1
OG0000412	XP_003398523.1, XP_012168266.1	XP_017882168.1
OG0000413	XP_003398683.1	XP_017879984.1
OG0000414	XP_012168711.1	XP_017890267.2, XP_017885094.2, XP_026675167.1, XP_026668991.1, XP_017891813.1
OG0000415	XP_012169769.1, XP_012169768.1	XP_026668790.1
OG0000416	XP_020721443.1	XP_017886684.1, XP_026672663.1
OG0000417	XP_020721894.1, XP_020721895.1, XP_020721897.1	XP_026675222.1, XP_026675220.1, XP_017891912.1
OG0000418	XP_020721950.1, XP_012175459.1, XP_020721953.1, XP_012170791.1	XP_026669751.1, XP_017892956.2, XP_017891025.1
OG0000419	XP_012174455.1, XP_003402784.1	XP_017890927.1
OG0000421	XP_003399056.1	XP_026674530.1, XP_017890537.1, XP_017890536.1
OG0000422	XP_012165530.1, XP_020719621.1, XP_020719620.1, XP_003396841.1	XP_026666859.1, XP_026666852.1, XP_026666870.1, XP_026666867.1
OG0000423	XP_012174256.2	XP_017890189.1
OG0000424	XP_003394560.1, XP_012176367.1, XP_020724179.1	XP_017886107.1, XP_026672373.1, XP_017886106.1
OG0000426	XP_020718843.1	XP_017890528.1, XP_017883555.1
OG0000427	XP_012171130.1, XP_012171135.1	XP_026671739.1, XP_026671742.1
OG0000428	XP_003393783.1	XP_017880489.1
OG0000429	NP_001267853.1, XP_012173953.1, XP_003394693.1	XP_017887009.1, XP_017887008.1
OG0000430	XP_012173430.1	XP_017879641.1
OG0000430	XP_012173429.1	XP_017888125.1
OG0000431	XP_012171511.1	XP_017875410.1, XP_017875412.1, XP_017875411.1
OG0000432	XP_003402743.1, XP_003402744.1	XP_017875152.1, XP_017875151.1, XP_017875150.1, XP_017885804.1
OG0000433	XP_003401916.2	XP_017892969.1
OG0000433	XP_012173042.1	XP_017892982.1
OG0000434	XP_012170414.1, XP_012170416.1	XP_017877208.1, XP_017877206.1
OG0000435	XP_003401763.1	XP_017889701.1, XP_017881580.1, XP_017889702.1
OG0000436	XP_020723181.1, XP_020723180.1, XP_020723179.1, XP_020723178.1, XP_012173619.1, XP_003402126.1	XP_026674594.1, XP_026674590.1, XP_026674595.1, XP_017890652.1, XP_026674592.1, XP_026674591.1, XP_017890651.1
OG0000437	XP_003403108.1	XP_026670221.1, XP_017887042.1, XP_017881880.1
OG0000438	XP_003399445.1	XP_017881113.1
OG0000439	XP_020721997.1	XP_026672207.1, XP_026672206.1, XP_026672208.1, XP_026672209.1, XP_026672210.1, XP_017885740.1, XP_026672205.1, XP_026672211.1
OG0000440	XP_012176460.1, XP_003394520.1, XP_003394519.1	XP_017880238.1, XP_017880240.1
OG0000441	XP_012170073.1, XP_012170071.1, XP_012170075.1, XP_020721696.1, XP_012170074.1	XP_026675559.1, XP_017875980.2
OG0000442	XP_003394275.1	XP_017886157.1
OG0000443	XP_003397239.1, XP_003397238.1	XP_017885599.1, XP_026672148.1
OG0000444	XP_012171787.1, XP_012171786.1, XP_012171784.1	XP_017875538.1
OG0000445	XP_020721757.1, XP_012170667.1, XP_012170666.1, XP_003400075.1	XP_017893539.1, XP_026666681.1, XP_026666682.1
OG0000446	XP_012163760.1, XP_003395301.1	XP_017875382.1
OG0000447	XP_012169938.1	XP_017879443.1, XP_017879445.1, XP_017879444.1
OG0000448	XP_003393377.1, XP_003393376.1	XP_017887161.1, XP_017887159.1, XP_017887158.1, XP_017887153.1
OG0000449	XP_012164795.1, XP_003396173.1, XP_012164794.1	XP_017875153.1
OG0000450	XP_012174482.1, XP_012174481.1, XP_012174483.1	XP_017890988.1, XP_017890987.1, XP_017890986.1
OG0000451	XP_003400723.1, XP_012171735.1	XP_026671702.1
OG0000452	XP_012170172.1, XP_012170173.1, XP_003399650.1	XP_017886888.1, XP_017886889.1
