Orthogroup	Apis_mellifera	Dufourea_novaeangliae
OG0000379	XP_001122230.1	XP_015432039.1
OG0000380	XP_006568865.1, XP_001122316.2	XP_015434948.1
OG0000381	XP_006570133.1, XP_001122688.2	XP_015438304.1
OG0000382	XP_001122957.2	XP_015436001.1
OG0000383	XP_006565335.1, XP_001123319.2	XP_015438675.1
OG0000384	XP_003249075.1	XP_015431131.1
OG0000385	XP_006559354.2, XP_006559353.2, XP_006559352.2, XP_006559351.2, XP_006559350.2, XP_003249471.2	XP_015437447.1
OG0000386	XP_003250487.1, XP_006564676.1, XP_006564675.1	XP_015430528.1
OG0000387	XP_003250785.1	XP_015439589.1
OG0000388	XP_016771262.2, XP_026300650.1, XP_006558563.2, XP_006558564.2, XP_006558562.2, XP_016771264.2	XP_015428650.1
OG0000389	XP_026301500.1, XP_006559446.1	XP_015430382.1, XP_015430381.1
OG0000390	XP_006560473.1, XP_623685.1	XP_015432329.1
OG0000391	XP_006563366.1	XP_015436621.1
OG0000392	XP_006566068.1	XP_015439605.1, XP_015439606.1, XP_015439604.1
OG0000393	XP_006566169.1, XP_026299092.1	XP_015438460.1, XP_015438459.1
OG0000394	XP_006566519.1, XP_016770274.1, XP_006566518.1	XP_015438883.1, XP_015438882.1
OG0000395	XP_006566942.2	XP_015437554.1, XP_015437553.1
OG0000396	XP_006569593.1	XP_015436664.1
OG0000397	XP_006570258.1, XP_625164.1	XP_015432744.1, XP_015432743.1, XP_015432742.1
OG0000398	XP_026296777.1, XP_016767777.2, XP_006570272.2	XP_015440167.1
OG0000399	XP_006570894.1, XP_006570895.1	XP_015435467.1
OG0000400	XP_016773414.1, XP_006571183.1	XP_015432954.1
OG0000401	XP_026298243.1, XP_393065.4, XP_006572034.2, XP_006572035.2	XP_015437884.1, XP_015430402.1
OG0000402	XP_016766945.1	XP_015434309.1
OG0000404	XP_016772486.2, XP_016772495.2	XP_015438704.1, XP_015438693.1
OG0000406	XP_026294864.1, XP_026294874.1, XP_026294873.1	XP_015433964.1
OG0000407	XP_026297000.1, XP_026296999.1, XP_026296998.1	XP_015428711.1, XP_015428696.1, XP_015428704.1
OG0000408	XP_026297064.1	XP_015437087.1
OG0000409	XP_026297968.1	XP_015429551.1
OG0000410	XP_026298087.1	XP_015430577.1
OG0000412	XP_026298971.1, XP_026298970.1	XP_015438592.1
OG0000413	XP_026299519.1	XP_015438862.1
OG0000414	XP_026299610.1	XP_015428672.1
OG0000415	XP_026299760.1	XP_015440486.1
OG0000416	XP_026300186.1	XP_015432779.1, XP_015432778.1
OG0000417	XP_026300368.1, XP_026300367.1, XP_026300363.1, XP_026300372.1	XP_015428538.1
OG0000418	XP_026300389.1	XP_015433594.1
OG0000419	XP_026300888.1, XP_394882.2	XP_015432643.1
OG0000420	XP_026301949.1	XP_015432979.1
OG0000421	XP_392845.4	XP_015437313.1
OG0000422	XP_394670.3	XP_015438217.1
OG0000423	XP_395525.3	XP_015433383.1, XP_015433382.1
OG0000424	XP_624930.1	XP_015435885.1
OG0000426	NP_001011574.1	XP_015439712.1
OG0000427	NP_001013024.1, XP_006565650.1	XP_015430209.1
OG0000428	XP_026302166.1, NP_001091702.1	XP_015432930.1
OG0000428	XP_006568756.2, NP_001073563.2	XP_015432119.1
OG0000429	XP_026295220.1, NP_001128300.1, XP_026295217.1	XP_015440193.1
OG0000430	XP_026298560.1	XP_015431157.1
OG0000430	XP_006557270.1, NP_001135908.1	XP_015431186.1
OG0000431	XP_001120242.1, XP_006564978.1	XP_015439206.1
OG0000432	XP_006571825.1, XP_001120557.1	XP_015437815.1
OG0000433	XP_006564598.1, XP_006564601.1	XP_015437472.1, XP_015437475.1
OG0000433	XP_001120684.2	XP_015437482.1
OG0000434	XP_006560860.2, XP_001120901.3	XP_015432255.1
OG0000435	XP_001120999.2, XP_016771997.1	XP_015435593.1, XP_015435619.1
OG0000436	XP_001122652.2	XP_015430282.1
OG0000437	XP_003249531.1	XP_015433620.1
OG0000438	XP_003250310.2	XP_015428705.1
OG0000439	XP_003251001.1	XP_015431088.1
OG0000440	XP_006569556.2, XP_003251401.2	XP_015435743.1
OG0000441	XP_016772603.2, XP_006557792.2, XP_026301494.1	XP_015430275.1
OG0000442	XP_623442.2, XP_006558445.1, XP_006558444.1, XP_006558447.1, XP_006558446.1	XP_015433626.1
OG0000443	XP_006559900.1	XP_015429610.1
OG0000444	XP_006560273.1	XP_015439000.1, XP_015439001.1
OG0000445	XP_396991.5, XP_006560484.2, XP_006560483.2	XP_015432294.1
OG0000446	XP_016767858.1, XP_006561126.1, XP_006561128.1, XP_016767856.1	XP_015433248.1
OG0000447	XP_006562334.1	XP_015434626.1
OG0000448	XP_006562364.1, XP_006562363.1, XP_392000.1	XP_015438921.1, XP_015439019.1, XP_015438919.1, XP_015438920.1
OG0000449	XP_006562485.1, XP_006562486.1, XP_026297116.1	XP_015438750.1
OG0000450	XP_006562818.1, XP_623089.2, XP_006562819.1	XP_015434567.1
OG0000451	XP_395781.2, XP_006563130.1	XP_015434121.1
OG0000452	XP_006563206.1, XP_006563207.1	XP_015437567.1, XP_015437566.1
OG0000453	XP_006563839.1	XP_015437481.1
OG0000454	XP_392727.4, XP_006564460.2	XP_015435554.1
OG0000455	XP_006565218.1	XP_015432162.1
OG0000456	XP_006566644.1	XP_015437761.1
OG0000457	XP_006566764.2, XP_006566763.2, XP_006566762.2, XP_006566761.2, XP_026299796.1	XP_015437296.1
OG0000458	XP_393160.1, XP_006567191.1, XP_006567190.1	XP_015431625.1
OG0000459	XP_006567236.1, XP_006567234.1	XP_015430723.1, XP_015430726.1, XP_015430725.1, XP_015430724.1
OG0000460	XP_006567884.1, XP_006567883.1	XP_015439987.1, XP_015439986.1, XP_015439985.1
OG0000461	XP_006568423.1, XP_016768724.1, XP_392631.2, XP_006568424.1	XP_015429427.1
OG0000462	XP_006569397.1, XP_624593.1	XP_015430844.1
OG0000463	XP_006571560.1, XP_006571562.1, XP_623241.1, XP_006571561.1	XP_015429808.1
OG0000464	XP_006572373.1, XP_392665.3	XP_015439143.1
OG0000465	XP_006572525.1	XP_015438589.1, XP_015438588.1
OG0000466	XP_016767919.1	XP_015434734.1
OG0000467	XP_016769630.2, XP_026298509.1, XP_026298510.1	XP_015436302.1
OG0000468	XP_016772038.1	XP_015433166.1
OG0000469	XP_026298377.1	XP_015435418.1
OG0000470	XP_026295288.1, XP_026295289.1	XP_015434573.1
OG0000471	XP_026296060.1	XP_015440332.1
OG0000472	XP_026296689.1	XP_015440109.1
OG0000473	XP_026297184.1	XP_015431968.1
OG0000473	XP_026297088.1	XP_015432044.1
OG0000474	XP_026298349.1, XP_396698.3	XP_015433442.1, XP_015433436.1
OG0000475	XP_026299125.1	XP_015436502.1
OG0000476	XP_026300478.1	XP_015428633.1
OG0000477	XP_026300764.1	XP_015438926.1
OG0000478	XP_026301533.1	XP_015432670.1
OG0000479	XP_026302052.1	XP_015435212.1
OG0000480	XP_394551.1	XP_015440017.1
OG0000481	XP_396237.5	XP_015436145.1
OG0000482	XP_624456.2	XP_015429094.1
OG0000483	XP_624525.3	XP_015437667.1
OG0000487	XP_006558427.2	XP_015433233.1
OG0000487	XP_026298412.1, NP_001014994.1	XP_015433232.1
OG0000488	XP_006564868.1, NP_001127699.1	XP_015438966.1
OG0000489	XP_026295739.1	XP_015430804.1
OG0000490	NP_001177849.1, XP_006572276.1	XP_015435289.1, XP_015435288.1, XP_015435286.1, XP_015435285.1, XP_015435290.1
OG0000491	NP_001257747.1	XP_015428687.1
OG0000491	NP_001257746.1	XP_015428726.1
OG0000492	XP_001119884.1	XP_015431874.1
OG0000492	XP_001120194.1	XP_015431820.1
OG0000494	XP_001120016.1, XP_026298822.1	XP_015433780.1, XP_015433779.1
OG0000495	XP_001120306.1	XP_015437432.1
OG0000496	XP_001120690.1	XP_015431387.1, XP_015431388.1, XP_015431389.1
OG0000497	XP_001121067.3, XP_016769870.2	XP_015438367.1
OG0000498	XP_006565394.1, XP_001121094.1, XP_026297302.1	XP_015437195.1
OG0000499	XP_006566543.1, XP_001121442.1	XP_015437387.1, XP_015437388.1, XP_015437390.1
OG0000500	XP_001121565.2	XP_015431707.1
OG0000501	XP_006567506.1, XP_001122104.1	XP_015436351.1
OG0000502	XP_001122238.2, XP_016770708.1, XP_006566607.1, XP_006566608.1	XP_015437034.1
OG0000503	XP_001122245.1, XP_006564576.1	XP_015430909.1
OG0000504	XP_026296444.1, XP_001122458.2, XP_026296443.1, XP_006569974.1, XP_006569959.1, XP_026296694.1	XP_015428464.1
OG0000506	XP_001123354.1, XP_016768842.1	XP_015430513.1, XP_015430512.1
OG0000507	XP_003249336.1, XP_006558661.1, XP_006558659.1, XP_006558660.1	XP_015435755.1
OG0000508	XP_006560292.1, XP_006560293.1, XP_016771898.1, XP_003249657.1	XP_015438942.1
OG0000509	XP_003249915.1	XP_015436329.1
OG0000510	XP_006562035.1, XP_003249994.1	XP_015431719.1
OG0000511	XP_003251106.1	XP_015439675.1
OG0000512	XP_006569697.1, XP_006569698.1, XP_003251410.1, XP_006569699.1	XP_015430057.1, XP_015430058.1
OG0000513	XP_006572185.1, XP_003251885.1	XP_015428998.1
OG0000514	XP_006557496.1	XP_015434410.1
OG0000515	XP_006557822.1, XP_006557823.1, XP_016772640.1	XP_015430260.1
OG0000516	XP_006557949.1	XP_015440060.1
OG0000517	XP_006559598.1, XP_006559599.1	XP_015430445.1, XP_015430444.1, XP_015430443.1
OG0000518	XP_006561421.2	XP_015434705.1
OG0000519	XP_006561685.1	XP_015436300.1
OG0000520	XP_006562214.1	XP_015439810.1
OG0000521	XP_006562958.1	XP_015438358.1
OG0000522	XP_006563026.1, XP_026300936.1	XP_015430238.1
OG0000523	XP_006563694.1	XP_015434899.1
OG0000524	XP_006563826.1	XP_015430963.1, XP_015430962.1, XP_015430964.1
OG0000525	XP_395577.4, XP_006564038.1	XP_015431581.1, XP_015431580.1, XP_015431579.1, XP_015431578.1
OG0000526	XP_016767809.1, XP_006564258.1	XP_015440248.1, XP_015440249.1
OG0000527	XP_006564274.1	XP_015433380.1
OG0000528	XP_006564494.1, XP_006564492.1, XP_006564495.1	XP_015435545.1
OG0000529	XP_006565307.2, XP_006565305.2, XP_006565306.2, XP_026299930.1, XP_026299931.1, XP_026299929.1, XP_016770904.2	XP_015432216.1
OG0000530	XP_016767139.1, XP_006566003.1	XP_015440418.1
OG0000531	XP_006566650.1	XP_015438810.1
OG0000531	XP_006566649.2	XP_015438807.1
OG0000532	XP_026298127.1, XP_006568577.1	XP_015428756.1, XP_015428757.1
OG0000533	XP_006568840.1, XP_006568839.1, XP_016773635.1	XP_015433990.1
OG0000534	XP_006569373.1	XP_015436922.1
OG0000535	XP_006570306.1, XP_016767854.1, XP_026296437.1	XP_015440021.1
OG0000537	XP_394164.3, XP_006571261.2, XP_006571260.2	XP_015435369.1
OG0000538	XP_006571354.1	XP_015433063.1, XP_015433061.1
OG0000539	XP_006572147.1	XP_015438176.1
OG0000540	XP_016767529.2	XP_015439543.1
OG0000541	XP_016768325.1	XP_015429710.1
OG0000541	XP_026297099.1	XP_015429686.1
OG0000542	XP_016768846.1	XP_015429244.1
OG0000543	XP_016769739.2	XP_015439579.1
OG0000545	XP_016771755.1, XP_016771762.1, XP_016771769.1	XP_015430216.1
OG0000546	XP_016772137.1, XP_394090.1	XP_015434883.1
OG0000547	XP_392903.1, XP_016772903.1	XP_015429407.1, XP_015429406.1
OG0000548	XP_392116.3, XP_016773297.1	XP_015435352.1
OG0000549	XP_026294895.1	XP_015431864.1
OG0000550	XP_026295181.1	XP_015434268.1, XP_015434218.1
OG0000551	XP_026295303.1	XP_015429785.1
OG0000552	XP_026296461.1, XP_026296460.1	XP_015439656.1
OG0000553	XP_026296995.1, XP_026296997.1, XP_026296996.1	XP_015431062.1
OG0000554	XP_026297678.1, XP_026297674.1, XP_026297675.1, XP_026297672.1, XP_026297673.1, XP_026297671.1, XP_026297679.1, XP_026297677.1	XP_015438906.1
OG0000555	XP_026298049.1, XP_026298047.1, XP_026298050.1, XP_026298048.1	XP_015429495.1
OG0000556	XP_026298567.1	XP_015431135.1
OG0000557	XP_026298997.1	XP_015438541.1
OG0000558	XP_026299206.1	XP_015428951.1
OG0000559	XP_026299429.1	XP_015437374.1
OG0000560	XP_026299446.1	XP_015437330.1, XP_015437332.1, XP_015437333.1
OG0000561	XP_026299665.1	XP_015428702.1
OG0000562	XP_026300052.1, XP_026300053.1	XP_015432197.1
OG0000563	XP_026300611.1, XP_026300610.1	XP_015437439.1, XP_015437438.1, XP_015437441.1, XP_015437440.1, XP_015437443.1, XP_015437437.1
OG0000564	XP_026301309.1, XP_026301308.1, XP_026301307.1	XP_015439409.1
OG0000565	XP_026301344.1	XP_015433175.1, XP_015433176.1
OG0000566	XP_026301434.1	XP_015437892.1
OG0000567	XP_026301939.1	XP_015438232.1
OG0000568	XP_026301974.1	XP_015437465.1
OG0000569	XP_026302042.1, XP_026302043.1, XP_026302118.1	XP_015435737.1, XP_015434421.1, XP_015434434.1
OG0000570	XP_026302100.1	XP_015432837.1
OG0000571	XP_392181.4	XP_015439532.1, XP_015433009.1
OG0000572	XP_394109.3	XP_015438101.1
OG0000573	XP_394347.5	XP_015429044.1
OG0000574	XP_394641.3	XP_015431992.1
OG0000575	XP_395330.3	XP_015437743.1, XP_015437744.1, XP_015437746.1, XP_015437745.1, XP_015437742.1
OG0000576	XP_395366.2	XP_015433181.1
OG0000577	XP_395591.4	XP_015429172.1
OG0000578	XP_396025.4	XP_015432092.1
OG0000583	NP_001011583.1	XP_015440179.1
OG0000584	NP_001013377.2	XP_015434629.1
OG0000585	XP_006571686.1, NP_001032395.1	XP_015430580.1
OG0000586	XP_006557547.1, NP_001035348.1	XP_015432049.1, XP_015432051.1, XP_015432050.1, XP_015432048.1
OG0000587	NP_001073579.1	XP_015435563.1
OG0000588	XP_003249426.1, XP_006559008.1	XP_015429797.1
OG0000588	XP_006558991.2, NP_001091698.1	XP_015429795.1
OG0000589	XP_026295141.1, NP_001165875.1	XP_015429335.1
OG0000590	NP_001229456.1	XP_015432222.1
OG0000591	XP_001119982.2	XP_015433666.1, XP_015433665.1, XP_015433664.1
OG0000592	XP_006560279.2, XP_001120537.3	XP_015434141.1
OG0000594	XP_001121151.3	XP_015435260.1
OG0000595	XP_001121588.2	XP_015437348.1
OG0000596	XP_001121782.1	XP_015439466.1
OG0000596	XP_006561945.1	XP_015439467.1
OG0000597	XP_001121814.2	XP_015428607.1
OG0000598	XP_003249169.1	XP_015436658.1, XP_015436659.1, XP_015436660.1
OG0000599	XP_003250338.1	XP_015430977.1, XP_015430978.1
OG0000600	XP_003250417.1	XP_015431168.1
OG0000601	XP_003250684.1	XP_015439897.1, XP_015439895.1
OG0000602	XP_003250782.1	XP_015432188.1
OG0000603	XP_016771426.1, XP_003251169.1	XP_015437821.1
OG0000604	XP_624415.1, XP_003251612.1, XP_026295254.1, XP_006570845.1, XP_016773034.1	XP_015435318.1
OG0000605	XP_006557807.1, XP_392746.3	XP_015430326.1
OG0000606	XP_006558378.1	XP_015431935.1
OG0000607	XP_006558583.1	XP_015438024.1
OG0000608	XP_006559325.2	XP_015430194.1
OG0000609	XP_006559375.2	XP_015428627.1
OG0000610	XP_006560007.3	XP_015433149.1
OG0000611	XP_006560423.2, XP_006560434.2	XP_015433625.1
OG0000612	XP_016766593.1, XP_006560979.1	XP_015435916.1
OG0000613	XP_006561470.2	XP_015428422.1
OG0000614	XP_006561870.1, XP_623659.3	XP_015436273.1
OG0000615	XP_006562323.1	XP_015434641.1
OG0000616	XP_392108.3, XP_006563203.1, XP_026301636.1	XP_015434627.1
OG0000617	XP_006563335.1	XP_015432641.1
OG0000618	XP_006563576.1, XP_026301131.1	XP_015432495.1
OG0000619	XP_006563732.1	XP_015436972.1
OG0000620	XP_006564136.1	XP_015431114.1
OG0000621	XP_026300908.1, XP_006565022.2, XP_006565021.2, XP_016773421.2	XP_015434075.1
OG0000622	XP_016766390.1, XP_006565985.1, XP_006565984.1	XP_015429109.1
OG0000623	XP_016770587.1	XP_015436551.1
OG0000623	XP_006566329.1	XP_015436549.1
OG0000624	XP_026299417.1, XP_006566433.2	XP_015435474.1
OG0000625	XP_006566718.1, XP_006566717.1	XP_015437318.1
OG0000626	XP_006566733.2	XP_015437736.1
OG0000627	XP_006566923.2	XP_015428846.1
OG0000628	XP_006567281.1, XP_006567283.1, XP_006567280.1	XP_015431599.1
OG0000629	XP_016767126.2, XP_006567318.2	XP_015431656.1
OG0000630	XP_006567343.1, XP_006567342.1	XP_015434494.1
OG0000631	XP_006567672.1, XP_006567673.1	XP_015434720.1, XP_015434721.1
OG0000632	XP_006568168.1	XP_015429761.1
OG0000633	XP_006568172.2	XP_015429923.1
OG0000634	XP_006568316.1, XP_006568317.1	XP_015432714.1
OG0000636	XP_006568996.1	XP_015431289.1
OG0000636	XP_006572449.2	XP_015431300.1
OG0000637	XP_006569661.1	XP_015437247.1
OG0000638	XP_006569805.2, XP_006569804.2, XP_026298298.1, XP_026298297.1, XP_006569806.2	XP_015433753.1
OG0000639	XP_006569852.1, XP_006569851.1, XP_016769189.1	XP_015435142.1
OG0000640	XP_006570083.1, XP_016770134.1, XP_016770141.1	XP_015438269.1
OG0000641	XP_006570299.1, XP_006570300.1	XP_015439808.1, XP_015439809.1
OG0000642	XP_026296436.1, XP_006570318.1	XP_015440072.1, XP_015440073.1
OG0000643	XP_006571136.1, XP_006571132.1, XP_006571134.1	XP_015433083.1
OG0000644	XP_006571365.1	XP_015432949.1
OG0000645	XP_006571588.1	XP_015429480.1
OG0000646	XP_006571646.1	XP_015436837.1
OG0000647	XP_006572004.2	XP_015431206.1
OG0000648	XP_016766735.2, XP_026295451.1	XP_015431451.1
OG0000649	XP_016766824.1	XP_015433690.1
OG0000650	XP_016766858.1	XP_015435794.1
OG0000651	XP_016767597.1	XP_015439962.1
OG0000652	XP_016767875.1	XP_015440051.1
OG0000653	XP_016767882.2	XP_015440087.1
OG0000654	XP_016769109.1	XP_015437511.1
OG0000655	XP_016769991.2	XP_015437649.1
OG0000656	XP_393754.2, XP_016770687.1	XP_015437279.1
OG0000657	XP_016771340.2	XP_015433611.1, XP_015433610.1
OG0000658	XP_016772581.1	XP_015430360.1
OG0000659	XP_026296664.1	XP_015439979.1
OG0000659	XP_026295419.1, XP_026296654.1	XP_015439684.1
OG0000660	XP_026295460.1	XP_015435875.1
OG0000661	XP_026295777.1, XP_026295776.1	XP_015430623.1
OG0000662	XP_026295804.1	XP_015430628.1
OG0000663	XP_026295945.1	XP_015436956.1, XP_015436955.1
OG0000664	XP_026296673.1	XP_015439901.1
OG0000665	XP_026296990.1	XP_015440362.1
OG0000666	XP_026299260.1	XP_015438499.1
OG0000668	XP_026299979.1	XP_015434663.1
OG0000670	XP_026300549.1	XP_015435160.1
OG0000671	XP_026301020.1	XP_015434065.1, XP_015434066.1
OG0000672	XP_026301665.1, XP_026301664.1	XP_015430394.1
OG0000673	XP_026301918.1, XP_026301917.1	XP_015435825.1, XP_015435833.1
OG0000674	XP_026301951.1, XP_026301953.1	XP_015432857.1
OG0000676	XP_026302089.1	XP_015432820.1
OG0000677	XP_392758.2	XP_015433991.1
OG0000678	XP_393778.2	XP_015438182.1
OG0000679	XP_394020.3	XP_015439121.1
OG0000680	XP_394095.3	XP_015437976.1
OG0000681	XP_394140.4	XP_015429980.1
OG0000682	XP_394840.2	XP_015431394.1, XP_015431393.1
OG0000684	XP_624111.1	XP_015435744.1, XP_015435745.1
OG0000685	XP_624150.2	XP_015438700.1, XP_015438653.1
OG0000686	XP_624283.3	XP_015430992.1, XP_015430984.1, XP_015431000.1
OG0000687	XP_624652.1	XP_015431084.1
OG0000688	XP_625158.1	XP_015440141.1
OG0000695	NP_001011624.1, XP_006566306.1	XP_015440520.1
OG0000696	XP_016768459.2, XP_026297794.1, XP_026297792.1, XP_026297793.1, NP_001128419.1, XP_026300653.1, XP_026300733.1, NP_001136081.1, XP_006564307.1	XP_015434396.1
OG0000697	XP_006561626.1, NP_001139211.1	XP_015439535.1
OG0000698	NP_001229385.1	XP_015434183.1
OG0000699	XP_001120025.2	XP_015439526.1
OG0000700	XP_001120198.1	XP_015436921.1, XP_015436920.1
OG0000701	XP_001120583.1	XP_015428476.1
OG0000702	XP_001120619.2	XP_015435226.1
OG0000703	XP_001121210.2	XP_015438509.1
OG0000704	XP_001121602.2, XP_026296545.1	XP_015433354.1, XP_015433353.1
OG0000705	XP_001122105.4	XP_015434475.1
OG0000706	XP_006562517.1, XP_001122160.2	XP_015437163.1
OG0000707	XP_006563218.1	XP_015436984.1
OG0000707	XP_001122299.3	XP_015433751.1
OG0000708	XP_001122827.2	XP_015439823.1
OG0000710	XP_003249430.1, XP_006559013.1, XP_006559014.1	XP_015429924.1
OG0000711	XP_006562314.1, XP_003250045.1	XP_015434686.1, XP_015434687.1
OG0000712	XP_003250137.2, XP_026300424.1	XP_015428504.1
OG0000713	XP_003250415.1	XP_015432054.1
OG0000714	XP_003250465.3, XP_026299634.1	XP_015435552.1, XP_015435551.1
OG0000715	XP_003250667.2, XP_006562163.1	XP_015439740.1
OG0000717	XP_003250899.1	XP_015437382.1
OG0000718	XP_003251085.1	XP_015436611.1
OG0000719	XP_006557300.1	XP_015437119.1
OG0000720	XP_006557363.2	XP_015429511.1
OG0000721	XP_006557737.1, XP_006557738.1	XP_015429614.1
OG0000722	XP_006557859.1, XP_026299032.1, XP_016769765.1	XP_015431370.1
OG0000723	XP_006557887.1	XP_015432310.1
OG0000724	XP_006558381.1	XP_015431932.1
OG0000725	XP_006558410.1, XP_016770073.1, XP_006558409.1	XP_015431408.1
OG0000726	XP_006558615.1	XP_015434898.1
OG0000728	XP_006558800.1, XP_016767252.1	XP_015431791.1
OG0000729	XP_393447.2, XP_006559055.1	XP_015438303.1, XP_015438300.1, XP_015438301.1, XP_015438299.1, XP_015438302.1
OG0000731	XP_006559124.1, XP_395932.2, XP_016769753.1, XP_006559125.1	XP_015431403.1
OG0000732	XP_006559288.1	XP_015431277.1
OG0000733	XP_006559390.1, XP_006559391.1, XP_016771285.1	XP_015428548.1, XP_015428550.1
OG0000734	XP_006559506.1, XP_006559507.1	XP_015430553.1
OG0000735	XP_026298165.1, XP_006559575.1, XP_624934.1	XP_015430463.1, XP_015430462.1, XP_015430464.1
OG0000736	XP_395581.4, XP_016769158.1, XP_016769160.1, XP_016769159.1, XP_016769162.1, XP_016769161.1, XP_006559596.1, XP_006559595.1	XP_015430468.1, XP_015430469.1
OG0000737	XP_016768868.1, XP_006559629.1	XP_015437463.1
OG0000738	XP_006559784.1, XP_006559783.1, XP_397385.2	XP_015434220.1
OG0000739	XP_006559822.1	XP_015434245.1, XP_015434242.1, XP_015434243.1, XP_015434246.1, XP_015434247.1, XP_015434244.1
OG0000740	XP_006560047.1	XP_015431341.1
OG0000741	XP_006560334.1, XP_026299267.1	XP_015429749.1
OG0000742	XP_006561199.2	XP_015431810.1
OG0000743	XP_006561728.1, XP_006561729.1	XP_015436045.1
OG0000744	XP_006561748.1	XP_015436117.1
OG0000745	XP_006562063.1	XP_015436742.1
OG0000746	XP_026296456.1, XP_006562183.2	XP_015440107.1
OG0000747	XP_006562644.1	XP_015433765.1
OG0000747	XP_016768639.1	XP_015433762.1
OG0000748	XP_006562930.1	XP_015438547.1
OG0000749	XP_006563042.1, XP_006563043.1, XP_393976.2	XP_015439264.1
OG0000750	XP_006563441.2	XP_015439299.1
OG0000751	XP_006563443.2, XP_623887.3	XP_015437981.1
OG0000752	XP_006563709.1, XP_623988.1	XP_015439311.1
OG0000753	XP_006564255.1, XP_006564252.1, XP_006564253.1	XP_015440036.1
OG0000754	XP_006564430.1	XP_015436624.1, XP_015436625.1
OG0000756	XP_006565014.2	XP_015439149.1
OG0000757	XP_016770907.1, XP_006565302.1	XP_015432287.1
OG0000758	XP_006565792.1	XP_015439029.1
OG0000759	XP_026299178.1, XP_006566265.2	XP_015438401.1
OG0000760	XP_006566520.1, XP_006566522.1	XP_015438881.1
OG0000761	XP_016770307.1, XP_006566598.1, XP_006566599.1	XP_015428397.1, XP_015428396.1
