GeneID,geneDescription,chr,strand,event,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,longExonStart_0base,longExonEnd,shortES,shortEE,flankingES,flankingEE,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,1stExonStart_0base,1stExonEnd,2ndExonStart_0base,2ndExonEnd,upstreamES,upstreamEE,downstreamES,downstreamEE,riExonStart_0base,riExonEnd,exonStart_0base,exonEnd
LOC114880997,zinc transporter 1,chrOU015511.1,+,A3SS,7.29290234149e-5,0.01268117482554181,"0.737,0.625,0.765,0.895","0.944,1.0,1.0,0.81",-0.183,6696576,6696938,6696745,6696938,6695253,6695933,"28,10,13,17","5,3,2,1","34,13,21,17","1,0,0,2",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114873122,protein N-lysine methyltransferase FAM173B,chrOU015512.1,+,SE,5.2525611425e-5,0.01285321165499907,"1.0,1.0,0.421,1.0","0.686,0.686,0.645,0.522",0.22,NA,NA,NA,NA,NA,NA,"4,5,1,2","0,0,1,0","6,6,5,3","2,2,2,2",136,99,NA,NA,NA,NA,664086,664253,665219,665271,NA,NA,664327,664364
LOC114872242,UTP--glucose-1-phosphate uridylyltransferase,chrOU015519.1,+,A3SS,9.26659644944e-5,0.01301952161598589,"0.98,0.956,0.989,0.956","0.906,0.869,0.935,0.962",0.052,7597830,7598223,7598070,7598223,7596299,7596635,"294,172,188,131","3,4,1,3","270,159,145,203","14,12,5,4",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114872242,UTP--glucose-1-phosphate uridylyltransferase,chrOU015519.1,+,A3SS,1.06977835151e-4,0.01301952161598589,"0.982,0.959,0.991,0.963","0.919,0.887,0.94,0.965",0.046,7597897,7598223,7598070,7598223,7596299,7596635,"324,188,218,154","3,4,1,3","319,189,156,222","14,12,5,4",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114881167,cytochrome P450 6A1-like,chrOU015517.1,-,A3SS,1.01387582975e-4,0.01301952161598589,"0.256,0.312,0.538,0.25","0.673,0.655,0.583,0.826",-0.345,6544352,6544870,6544352,6544744,6545814,6546062,"22,10,14,2","32,11,6,3","37,19,14,19","9,5,5,2",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114872028,uncharacterized LOC114872028,chrOU015505.1,+,A3SS,1.01571622521e-4,0.01301952161598589,"1.0,1.0,1.0,1.0","0.808,0.694,0.795,1.0",0.176,6111946,6112321,6111949,6112321,6110996,6111858,"10,4,4,3","0,0,0,0","13,7,12,10","3,3,3,0",102,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114880666,semaphorin-5A,chrOU015512.1,-,A3SS,1.09844986991e-4,0.01301952161598589,"0.163,0.0,0.0,0.0","0.28,0.327,0.244,0.28",-0.242,7376296,7376420,7376296,7376417,7380652,7380995,"1,0,0,0","5,6,2,4","2,1,1,2","5,2,3,5",102,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114872583,protein quiver,chrOU015516.1,+,A3SS,1.06853124047e-4,0.01301952161598589,"0.958,1.0,1.0,0.891","0.737,0.713,1.0,1.0",0.1,6639902,6640038,6639949,6640038,6638270,6638535,"34,11,12,12","1,0,0,1","29,22,20,14","7,6,0,0",146,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114877931,uncharacterized LOC114877931,chrOU015508.1,-,RI,1.43108289667e-4,0.0133751209188773,"0.477,0.378,0.378,0.0","0.378,1.0,1.0,1.0",-0.536,NA,NA,NA,NA,NA,NA,"3,1,2,0","2,1,2,1","3,4,5,2","3,0,0,0",163,99,NA,NA,NA,NA,5576803,5581963,5582027,5582483,5576803,5582483,NA,NA
LOC114872442,catenin delta-2,chrOU015514.1,+,A5SS,8.55540269038e-5,0.01389086291365334,"0.301,0.0,0.0,0.301","0.589,1.0,0.633,0.633",-0.563,5139911,5140025,5139911,5140009,5140728,5140770,"3,0,0,1","6,2,1,2","5,3,2,4","3,0,1,2",115,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114880516,potassium voltage-gated channel protein Shab,chrOU015509.1,-,A5SS,1.00095778687e-4,0.01489758839458183,"0.429,1.0,1.0,1.0","0.455,0.714,0.273,1.0",0.247,8972889,8973296,8973057,8973296,8972475,8972659,"3,1,2,4","2,0,0,0","5,5,3,3","3,1,4,0",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114876580,casein kinase II subunit alpha,chrOU015514.1,-,A3SS,1.32867147579e-4,0.0149608408173954,"0.493,0.421,0.546,0.47","0.339,0.366,0.316,0.257",0.163,8907266,8907498,8907266,8907420,8908583,8908769,"87,39,43,38","50,30,20,24","56,32,33,34","61,31,40,55",177,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114872610,glutamate receptor ionotropic,chrOU015516.1,-,A3SS,1.40566248575e-4,0.01507405675194762,"0.619,1.0,1.0,1.0","0.558,1.0,0.684,0.474",0.226,6102381,6105334,6102381,6105250,6109944,6110100,"3,3,4,2","1,0,0,0","7,3,4,5","3,0,1,3",183,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114877451,adiponectin receptor protein,chrOU015512.1,-,SE,6.45046941136e-5,0.01522080407173411,"0.867,0.333,0.4,1.0","0.714,1.0,1.0,1.0",-0.278,NA,NA,NA,NA,NA,NA,"26,4,4,8","2,4,3,0","10,8,8,8","2,0,0,0",198,99,NA,NA,NA,NA,584210,584485,584866,585040,NA,NA,584629,584746
LOC114880711,neurobeachin-like,chrOU015507.1,-,SE,6.82601031562e-5,0.0155515345363108,"0.0,0.143,0.0,0.0","0.0,0.273,0.043,0.176",-0.087,NA,NA,NA,NA,NA,NA,"0,1,0,0","11,3,1,6","0,6,1,6","14,8,11,14",198,99,NA,NA,NA,NA,3754275,3754406,3758996,3759168,NA,NA,3756176,3756395
LOC114883124,CUGBP Elav-like family member 4,chrOU015512.1,-,SE,7.11570315823e-5,0.0156711502554752,"1.0,1.0,1.0,1.0","0.566,1.0,0.427,0.627",0.345,NA,NA,NA,NA,NA,NA,"5,2,1,1","0,0,0,0","7,2,4,3","3,0,3,1",177,99,NA,NA,NA,NA,4629229,4629388,4637568,4637646,NA,NA,4634635,4634713
LOC114882860,patronin-like,chrOU015507.1,+,SE,7.47888711021e-5,0.0159396797216637,"0.944,0.905,1.0,0.8","0.68,0.889,0.733,0.568",0.195,NA,NA,NA,NA,NA,NA,"34,19,15,16","1,1,0,2","34,32,22,21","8,2,4,8",198,99,NA,NA,NA,NA,4034562,4034740,4036016,4036112,NA,NA,4035294,4035414
LOC114871543,liprin-beta-1,chrOU015519.1,-,A3SS,1.56683255184e-4,0.01603866775792582,"0.779,0.766,0.751,0.845","0.902,1.0,0.945,0.918",-0.156,4234175,4234314,4234175,4234262,4234806,4234990,"43,25,23,25","8,5,5,3","28,22,26,34","2,0,1,2",151,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114882935,mitochondrial pyruvate carrier 2-like,chrOU015504.1,-,A3SS,1.73664664793e-4,0.01618926782358752,"0.983,0.965,0.984,0.978","0.954,0.97,0.957,0.948",0.02,8710588,8710785,8710588,8710722,8711485,8711526,"965,579,601,660","10,13,6,9","943,698,938,840","28,13,26,28",162,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114883124,CUGBP Elav-like family member 4,chrOU015512.1,-,A3SS,1.79721001594e-4,0.01618926782358752,"0.617,1.0,1.0,0.617","0.738,0.446,0.349,0.617",0.271,4637568,4637670,4637568,4637646,4638776,4638941,"2,2,1,2","1,0,0,1","7,2,2,2","2,2,3,1",123,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114878976,voltage-dependent L-type calcium channel subunit beta-2,chrOU015517.1,-,A3SS,1.72949684966e-4,0.01618926782358752,"0.429,1.0,0.636,0.0","1.0,1.0,1.0,0.6",-0.384,3531417,3531977,3531417,3531792,3532195,3532579,"3,2,7,0","2,0,2,2","1,3,7,3","0,0,0,1",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114874315,uncharacterized LOC114874315,chrOU015506.1,+,SE,7.85178825161e-5,0.01621148905574602,"0.846,1.0,0.55,1.0","0.803,0.62,0.268,0.895",0.202,NA,NA,NA,NA,NA,NA,"9,7,2,8","1,0,1,0","20,8,3,14","3,3,5,1",162,99,NA,NA,NA,NA,10410708,10413042,10495465,10495916,NA,NA,10467425,10467488
LOC114871734,multiple epidermal growth factor-like domains protein 8,chrOU015515.1,+,A5SS,1.21554471581e-4,0.01669971432643584,"0.627,0.0,1.0,1.0","1.0,0.0,0.0,0.456",0.293,6052457,6052599,6052457,6052580,6053256,6053571,"2,0,1,1","1,1,0,0","1,0,0,1","0,2,3,1",118,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114883027,neurogenic protein mastermind-like,chrOU015507.1,+,A3SS,1.98317397601e-4,0.01717733766913276,"0.886,0.593,1.0,1.0","0.744,0.327,0.327,0.327",0.439,2850432,2852151,2850435,2852151,2830081,2834643,"8,3,2,4","1,2,0,0","3,1,1,1","1,2,2,2",102,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114878924,annexin B11-like,chrOU015514.1,+,SE,8.75226796153e-5,0.01748702973301954,"0.296,0.303,0.315,0.24","0.37,0.444,0.395,0.476",-0.133,NA,NA,NA,NA,NA,NA,"127,66,69,41","151,76,75,65","121,72,77,89","103,45,59,49",198,99,NA,NA,NA,NA,9545836,9545896,9546719,9546896,NA,NA,9546012,9546606
LOC114881519,queuine tRNA-ribosyltransferase catalytic subunit,chrOU015513.1,-,SE,8.99892554749e-5,0.01748702973301954,"0.972,0.981,0.975,0.979","0.892,0.935,0.861,0.928",0.073,NA,NA,NA,NA,NA,NA,"135,99,75,87","2,1,1,1","110,55,71,74","7,2,6,3",189,99,NA,NA,NA,NA,696702,696856,697157,697301,NA,NA,697004,697094
LOC114874717,ethanolamine kinase 1,chrOU015507.1,-,A5SS,1.41944107746e-4,0.018108012602454,"1.0,1.0,0.867,1.0","0.867,0.592,0.765,0.78",0.216,9825477,9825569,9825560,9825569,9825039,9825178,"19,13,12,16","0,0,1,0","24,8,6,13","2,3,1,2",182,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114877140,heparan-alpha-glucosaminide N-acetyltransferase-like,chrOU015505.1,-,A5SS,1.5760257798e-4,0.01876521361815199,"0.678,0.457,0.512,0.0","1.0,0.24,1.0,1.0",-0.398,13586660,13586998,13586718,13586998,13586278,13586510,"10,4,5,0","3,3,3,1","10,1,4,5","0,2,0,0",157,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114880314,uncharacterized LOC114880314,chrOU015508.1,+,SE,1.03313399519e-4,0.01950261801777237,"1.0,1.0,0.0,1.0","1.0,0.429,0.0,0.0",0.393,NA,NA,NA,NA,NA,NA,"3,2,0,3","0,0,1,0","1,3,0,0","0,2,1,1",198,99,NA,NA,NA,NA,3949975,3950064,3980009,3981682,NA,NA,3963796,3964040
LOC114874966,protein ABHD18,chrOU015507.1,+,A5SS,1.74926059824e-4,0.019526121427854,"0.984,0.935,0.915,0.918","0.813,0.938,0.785,0.82",0.099,11154084,11154361,11154084,11154250,11154577,11154845,"127,58,86,67","1,2,4,3","87,61,73,73","10,2,10,8",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114871673,filamin-A-like,chrOU015509.1,+,A3SS,2.39235087163e-4,0.01995397838115096,"1.0,1.0,1.0,1.0","0.945,0.898,0.895,0.944",0.08,2339844,2340060,2339907,2340060,2339656,2339785,"53,40,37,32","0,0,0,0","84,43,56,55","3,3,4,2",162,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114879957,basement membrane-specific heparan sulfate proteoglycan core protein,chrOU015519.1,+,MXE,4.13166292132e-4,0.02064618732385157,"1.0,0.8,0.667,1.0","0.706,0.917,0.667,0.727",0.113,NA,NA,NA,NA,NA,NA,"6,4,2,1","0,1,1,0","12,11,4,8","5,1,2,3",198,198,6773313,6773421,6779063,6779213,6771633,6771747,6785473,6785581,NA,NA,NA,NA
LOC114879957,basement membrane-specific heparan sulfate proteoglycan core protein,chrOU015519.1,+,MXE,3.63101406884e-4,0.02064618732385157,"1.0,0.75,0.833,1.0","0.667,0.9,0.75,0.85",0.104,NA,NA,NA,NA,NA,NA,"10,3,5,2","0,1,1,0","10,9,6,17","5,1,2,3",198,198,6774015,6776469,6779063,6779213,6771633,6771747,6785473,6785581,NA,NA,NA,NA
LOC114875388,microtubule-associated protein RP/EB family member 1-like,chrOU015510.1,-,MXE,4.18301913942e-4,0.02064618732385157,"0.636,0.637,0.668,0.601","0.692,0.829,0.731,0.755",-0.116,NA,NA,NA,NA,NA,NA,"218,114,127,107","125,65,63,71","211,87,98,157","94,18,36,51",198,198,5411033,5411265,5412429,5412722,5409989,5410081,5413137,5413602,NA,NA,NA,NA
LOC114871209,multiple C2 and transmembrane domain-containing protein,chrOU015508.1,-,RI,2.38588834651e-4,0.02070610243578321,"0.684,0.818,0.636,0.667","1.0,0.818,1.0,1.0",-0.253,NA,NA,NA,NA,NA,NA,"13,9,7,4","3,1,2,1","12,9,3,6","0,1,0,0",198,99,NA,NA,NA,NA,1811501,1813598,1813865,1814232,1811501,1814232,NA,NA
LOC114873913,aryl hydrocarbon receptor nuclear translocator-like protein 1,chrOU015514.1,-,SE,1.17835935583e-4,0.02104167638910489,"0.923,1.0,0.826,1.0","0.818,0.75,0.833,0.571",0.194,NA,NA,NA,NA,NA,NA,"24,18,19,14","1,0,2,0","36,24,20,8","4,4,2,3",198,99,NA,NA,NA,NA,8415274,8415742,8420989,8421289,NA,NA,8417707,8418170
LOC114879463,leucine-rich repeat-containing protein 20,chrOU015515.1,+,SE,1.17392549951e-4,0.02104167638910489,"0.043,0.026,0.026,0.019","0.062,0.114,0.052,0.059",-0.043,NA,NA,NA,NA,NA,NA,"11,4,5,7","122,75,95,179","10,18,11,9","75,70,101,72",198,99,NA,NA,NA,NA,598669,598753,603017,603161,NA,NA,602315,602509
LOC114881167,cytochrome P450 6A1-like,chrOU015517.1,-,A3SS,2.71015236878e-4,0.02106783588155296,"0.179,0.185,0.5,0.25","0.571,0.565,0.524,0.778",-0.331,6544352,6544889,6544352,6544744,6545814,6546062,"14,5,12,2","32,11,6,3","24,13,11,14","9,5,5,2",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114871291,uncharacterized LOC114871291,chrOU015513.1,-,A3SS,2.71299840393e-4,0.02106783588155296,"0.6,0.818,0.625,0.429","0.714,1.0,1.0,0.75",-0.248,6043370,6043901,6043370,6043543,6045308,6045791,"12,9,10,3","4,1,3,2","10,15,13,6","2,0,0,1",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114872712,forkhead box protein P1-like,chrOU015517.1,-,A3SS,2.82612518367e-4,0.0212147797120828,"0.871,0.629,0.884,0.772","0.617,0.575,0.559,0.429",0.244,4704827,4705002,4704827,4704984,4705123,4705228,"16,2,9,4","2,1,1,1","19,8,9,8","10,5,6,9",117,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114871758,semaphorin-1A,chrOU015516.1,-,A3SS,2.96720371408e-4,0.02155529923905858,"0.421,1.0,0.0,0.0","0.708,0.66,1.0,1.0",-0.487,1970665,1979066,1970665,1979063,1979859,1980070,"3,1,0,0","4,0,1,1","5,2,2,4","2,1,0,0",102,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114882996,myelin regulatory factor-like protein,chrOU015505.1,-,RI,3.17746474103e-4,0.022077586276335,"1.0,0.875,0.904,1.0","0.824,0.841,0.637,0.888",0.147,NA,NA,NA,NA,NA,NA,"15,12,16,15","0,1,1,0","32,9,9,27","4,1,3,2",169,99,NA,NA,NA,NA,8701489,8704460,8704530,8705033,8701489,8705033,NA,NA
LOC114883169,vang-like protein 1,chrOU015504.1,-,RI,2.73235960141e-4,0.022077586276335,"0.838,1.0,0.886,1.0","0.784,0.879,0.838,0.476",0.187,NA,NA,NA,NA,NA,NA,"20,4,15,9","2,0,1,0","14,14,10,7","2,1,1,4",191,99,NA,NA,NA,NA,13910811,13911004,13911096,13911342,13910811,13911342,NA,NA
LOC114878696,elongation of very long chain fatty acids protein 4,chrOU015505.1,-,RI,3.27075352242e-4,0.022077586276335,"0.937,0.983,0.98,0.923","0.891,0.897,0.804,0.912",0.08,NA,NA,NA,NA,NA,NA,"158,105,88,64","6,1,1,3","130,77,87,73","9,5,12,4",175,99,NA,NA,NA,NA,12992166,12993393,12993469,12993717,12992166,12993717,NA,NA
LOC114878817,histone-lysine N-methyltransferase SETD1,chrOU015514.1,-,RI,2.99134678291e-4,0.022077586276335,"1.0,0.86,0.891,1.0","0.897,0.435,1.0,0.653",0.192,NA,NA,NA,NA,NA,NA,"23,12,16,14","0,1,1,0","17,6,3,11","1,4,0,3",193,99,NA,NA,NA,NA,9115341,9115555,9115649,9116503,9115341,9116503,NA,NA
LOC114880494,glutamate receptor ionotropic,chrOU015508.1,-,SE,1.31892520928e-4,0.02219407787703167,"0.75,1.0,1.0,1.0","0.385,0.667,1.0,0.6",0.274,NA,NA,NA,NA,NA,NA,"6,1,1,5","1,0,0,0","5,4,4,6","4,1,0,2",198,99,NA,NA,NA,NA,3481107,3481220,3482293,3482477,NA,NA,3481946,3482056
LOC114879957,basement membrane-specific heparan sulfate proteoglycan core protein,chrOU015519.1,+,SE,1.32303222876e-4,0.02219407787703167,"1.0,0.556,0.333,1.0","0.2,0.333,1.0,0.333",0.256,NA,NA,NA,NA,NA,NA,"2,5,1,1","0,2,1,0","2,1,1,1","4,1,0,1",198,99,NA,NA,NA,NA,6773313,6773421,6785473,6785581,NA,NA,6777662,6777779
LOC114876306,kazrin,chrOU015513.1,-,SE,1.34367052381e-4,0.02219407787703167,"0.0,0.292,0.121,0.0","0.231,0.236,0.623,0.171",-0.212,NA,NA,NA,NA,NA,NA,"0,2,1,0","7,4,6,5","4,3,8,1","11,8,4,4",120,99,NA,NA,NA,NA,8631514,8631838,8634963,8635153,NA,NA,8632413,8632434
LOC114878998,uncharacterized LOC114878998,chrOU015517.1,+,A5SS,2.26036657545e-4,0.02374714531619823,"0.368,0.143,0.25,0.273","0.0,0.0,0.077,0.273",0.171,2703469,2703887,2703469,2703698,2704137,2704245,"7,1,2,3","6,3,3,4","0,0,1,3","16,5,6,4",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114874075,protein groucho-like,chrOU015507.1,+,MXE,5.301885725e-4,0.02442402023983333,"0.2,0.222,0.214,0.0","0.065,0.0,0.118,0.0",0.113,NA,NA,NA,NA,NA,NA,"5,4,3,0","20,14,11,12","2,0,2,0","29,24,15,13",163,163,2502403,2502467,2503992,2504056,2498688,2498786,2509733,2509778,NA,NA,NA,NA
LOC114871291,uncharacterized LOC114871291,chrOU015513.1,-,A3SS,3.5121986935e-4,0.02471709830550625,"0.375,0.827,0.347,0.0","0.615,1.0,1.0,0.444",-0.378,6043370,6043568,6043370,6043543,6045308,6045791,"3,6,2,0","4,1,3,2","4,5,3,1","2,0,0,1",124,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114877555,SH3KBP1-binding protein 1,chrOU015518.1,+,SE,1.59644400624e-4,0.02572611109567726,"0.127,0.0,0.0,0.239","0.205,0.485,0.541,0.44",-0.326,NA,NA,NA,NA,NA,NA,"2,0,0,3","13,14,8,9","3,2,5,5","11,2,4,6",105,99,NA,NA,NA,NA,5807536,5807653,5809108,5809248,NA,NA,5808096,5808102
LOC114879463,leucine-rich repeat-containing protein 20,chrOU015515.1,+,SE,1.6362638777e-4,0.02573998914277119,"0.039,0.026,0.026,0.019","0.074,0.108,0.043,0.053",-0.042,NA,NA,NA,NA,NA,NA,"10,4,5,7","122,75,95,179","12,17,9,8","75,70,101,72",198,99,NA,NA,NA,NA,598737,598753,603017,603161,NA,NA,602377,602509
LOC114881384,nuclear transcription factor Y subunit gamma-like,chrOU015509.1,+,RI,4.05885510757e-4,0.025955310293145,"0.601,0.545,0.557,0.589","0.685,0.663,0.734,0.731",-0.13,NA,NA,NA,NA,NA,NA,"166,92,94,65","56,39,38,23","197,89,87,139","46,23,16,26",195,99,NA,NA,NA,NA,10288879,10289200,10289296,10289347,10288879,10289347,NA,NA
LOC114879736,calcium/calmodulin-dependent 3',chrOU015507.1,+,MXE,6.35038422739e-4,0.02742572188204056,"1.0,1.0,1.0,0.699","0.805,0.507,1.0,0.607",0.195,NA,NA,NA,NA,NA,NA,"7,4,2,3","0,0,0,1","16,4,17,4","3,3,0,2",198,153,4941648,4941801,4945329,4945383,4940003,4940117,4948012,4948262,NA,NA,NA,NA
LOC114876893,JNK-interacting protein 1,chrOU015508.1,+,A3SS,4.216968942e-4,0.02877761835570909,"0.0,0.0,1.0,0.0","0.0,1.0,1.0,0.712",-0.428,2789859,2790101,2789880,2790101,2787776,2787989,"0,0,2,0","1,1,0,1","0,1,3,3","4,0,0,1",120,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114880101,uncharacterized LOC114880101,chrOU015519.1,-,RI,5.06218746109e-4,0.02921389162209391,"0.692,1.0,1.0,1.0","0.25,1.0,0.556,0.6",0.322,NA,NA,NA,NA,NA,NA,"9,2,5,6","2,0,0,0","2,1,5,3","3,0,2,1",198,99,NA,NA,NA,NA,8152470,8153375,8153588,8153796,8152470,8153796,NA,NA
LOC114877179,uncharacterized LOC114877179,chrOU015505.1,-,RI,5.29201565014e-4,0.02921389162209391,"0.437,1.0,1.0,1.0","0.437,0.104,1.0,0.505",0.348,NA,NA,NA,NA,NA,NA,"4,1,4,1","3,0,0,0","4,1,1,7","3,5,0,4",170,99,NA,NA,NA,NA,13328578,13328678,13328749,13329280,13328578,13329280,NA,NA
LOC114875233,antichymotrypsin-2-like,chrOU015511.1,-,RI,5.27693625558e-4,0.02921389162209391,"0.391,0.484,0.158,0.36","0.724,0.738,0.818,0.673",-0.39,NA,NA,NA,NA,NA,NA,"8,5,1,4","7,3,3,4","14,5,16,11","3,1,2,3",176,99,NA,NA,NA,NA,9548809,9549502,9549579,9549894,9548809,9549894,NA,NA
LOC114873463,uncharacterized LOC114873463,chrOU015513.1,+,RI,5.53020170624e-4,0.02921389162209391,"1.0,0.792,0.792,1.0","0.777,0.835,0.559,0.388",0.256,NA,NA,NA,NA,NA,NA,"12,6,6,9","0,1,1,0","11,8,4,2","2,1,2,2",156,99,NA,NA,NA,NA,10175288,10175648,10175705,10175885,10175288,10175885,NA,NA
LOC114877415,uncharacterized LOC114877415,chrOU015512.1,-,SE,1.90783234835e-4,0.02931406587336849,"0.558,1.0,0.457,1.0","0.296,0.24,0.174,0.0",0.576,NA,NA,NA,NA,NA,NA,"2,2,4,1","1,0,3,0","2,1,1,0","3,2,3,2",157,99,NA,NA,NA,NA,487789,488141,488425,488729,NA,NA,488258,488316
LOC114875270,RNA-binding protein 4.1-like,chrOU015511.1,+,A5SS,2.97713655483e-4,0.02953981048292433,"0.296,0.309,0.274,0.318","0.451,0.373,0.458,0.424",-0.127,9661752,9662095,9661752,9662032,9662471,9662744,"62,41,37,32","90,56,60,42","74,37,54,47","55,38,39,39",162,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114880151,tropomodulin,chrOU015510.1,-,SE,1.99485642328e-4,0.02995458270138854,"0.707,0.624,0.59,0.63","0.753,0.9,0.842,0.895",-0.21,NA,NA,NA,NA,NA,NA,"48,27,26,37","11,9,10,12","55,49,58,46","10,3,6,3",179,99,NA,NA,NA,NA,2300229,2300248,2314500,2314648,NA,NA,2311882,2311962
LOC114873001,bestrophin-4-like,chrOU015518.1,-,SE,2.04399360101e-4,0.03001036827082904,"0.273,0.6,0.333,0.556","0.429,1.0,0.778,1.0",-0.361,NA,NA,NA,NA,NA,NA,"3,6,1,5","4,2,1,2","3,9,7,7","2,0,1,0",198,99,NA,NA,NA,NA,789340,789421,790864,791101,NA,NA,790142,790365
LOC114872610,glutamate receptor ionotropic,chrOU015516.1,-,MXE,7.38598650866e-4,0.03002186280872976,"0.059,0.0,0.0,0.167","0.19,0.167,0.077,0.429",-0.159,NA,NA,NA,NA,NA,NA,"1,0,0,1","16,3,8,5","4,1,1,3","17,5,12,4",198,198,6133499,6133641,6156508,6156666,6126786,6126954,6160955,6161053,NA,NA,NA,NA
LOC114879140,uncharacterized LOC114879140,chrOU015519.1,+,SE,2.09141899316e-4,0.03003914193001765,"0.926,1.0,1.0,1.0","0.611,1.0,0.733,0.825",0.189,NA,NA,NA,NA,NA,NA,"16,8,7,3","1,0,0,0","10,6,7,6","5,0,2,1",126,99,NA,NA,NA,NA,6581212,6581562,6582692,6582864,NA,NA,6582509,6582536
LOC114878458,zinc finger SWIM domain-containing protein 8,chrOU015506.1,+,A5SS,3.74628711234e-4,0.03217935863707247,"0.659,0.835,0.699,0.809","0.511,0.55,0.458,0.429",0.264,2793877,2793982,2793877,2793964,2794080,2794448,"16,18,11,10","7,3,4,2","21,13,17,16","17,9,17,18",117,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114873265,ATP-binding cassette sub-family A member 5-like,chrOU015515.1,-,A5SS,3.42429863019e-4,0.03217935863707247,"1.0,0.653,0.485,0.739","0.386,0.136,0.32,0.653",0.345,2089001,2089081,2089007,2089081,2088470,2088935,"1,2,1,3","0,1,1,1","2,1,1,4","3,6,2,2",105,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114871734,multiple epidermal growth factor-like domains protein 8,chrOU015515.1,+,A5SS,3.78368718577e-4,0.03217935863707247,"0.5,0.333,1.0,1.0","1.0,0.333,0.25,0.5",0.188,6052457,6052899,6052457,6052580,6053256,6053571,"2,1,1,1","1,1,0,0","3,2,2,2","0,2,3,1",198,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC114880810,uncharacterized LOC114880810,chrOU015518.1,+,RI,6.38583736789e-4,0.03232830167494312,"0.7,0.714,0.739,0.818","1.0,0.857,1.0,0.818",-0.176,NA,NA,NA,NA,NA,NA,"14,10,17,9","3,2,3,1","23,12,9,18","0,1,0,2",198,99,NA,NA,NA,NA,8727757,8730181,8730299,8730955,8727757,8730955,NA,NA
LOC114873977,phosphatase and actin regulator 1,chrOU015515.1,-,SE,2.38245071914e-4,0.03349117425820847,"0.867,1.0,1.0,1.0","0.773,1.0,0.75,0.892",0.113,NA,NA,NA,NA,NA,NA,"26,17,9,13","2,0,0,0","34,22,12,33","5,0,2,2",198,99,NA,NA,NA,NA,4802012,4802246,4893944,4894253,NA,NA,4804979,4805180
LOC114882690,transcriptional repressor p66-beta,chrOU015508.1,-,A5SS,4.14595669507e-4,0.03365763026088645,"0.478,1.0,0.478,1.0","0.268,0.478,0.314,0.478",0.354,520727,521019,520736,521019,520547,520613,"2,2,1,2","2,0,1,0","2,2,1,2","5,2,2,2",108,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
