Orthogroup	Bombus_terrestris	Vespa_mandarinia
OG0000212	XP_012174957.1	XP_035737458.1
OG0000213	XP_003399166.1, XP_003399165.1, XP_012169441.1, XP_012169439.1, XP_012169438.1, XP_012169436.1	XP_035723104.1
OG0000214	XP_003397389.1	XP_035723354.1, XP_035723352.1, XP_035723353.1, XP_035723355.1
OG0000214	XP_003402159.1	XP_035741447.1, XP_035741444.1
OG0000215	XP_012172166.1	XP_035724895.1, XP_035724894.1
OG0000215	XP_003401025.1	XP_035724898.1, XP_035724897.1
OG0000216	XP_003401971.1	XP_035724451.1
OG0000217	XP_003396151.1	XP_035740471.1
OG0000218	XP_012172566.2	XP_035726856.1
OG0000219	XP_003394637.1	XP_035741255.1, XP_035741253.1, XP_035741259.1, XP_035741260.1, XP_035741251.1, XP_035741257.1, XP_035741254.1, XP_035741252.1, XP_035741256.1
OG0000220	XP_020719485.1, XP_020719486.1, XP_020719487.1, XP_012165070.1, XP_012165068.1, XP_003396344.1	XP_035717455.1, XP_035717452.1, XP_035717450.1, XP_035717454.1, XP_035717453.1
OG0000221	XP_020720834.1	XP_035721735.1
OG0000223	XP_012167632.1	XP_035733807.1
OG0000223	XP_003394761.1	XP_035722636.1
OG0000225	XP_020718472.1, XP_020718473.1	XP_035734246.1, XP_035734248.1
OG0000225	XP_012174019.1	XP_035742936.1
OG0000227	XP_012169873.1, XP_012169872.1, XP_012169871.1, XP_003399621.1	XP_035735426.1
OG0000229	XP_003396456.1	XP_035730748.1, XP_035730749.1, XP_035731006.1, XP_035731009.1
OG0000231	XP_020720652.1, XP_003398422.1	XP_035738625.1, XP_035738626.1, XP_035738627.1
OG0000232	XP_003400659.1, XP_020722317.1	XP_035727361.1, XP_035727359.1, XP_035727360.1
OG0000233	XP_003393462.1	XP_035718297.1
OG0000234	XP_003396094.1, XP_003396093.1	XP_035726727.1
OG0000235	XP_012167720.1, XP_012167719.1, XP_012167718.1, XP_012167716.1	XP_035729544.1, XP_035729549.1, XP_035729541.1
OG0000236	XP_012172197.1	XP_035735169.1
OG0000236	XP_012172199.1	XP_035735167.1
OG0000237	XP_020722245.1	XP_035740253.1
OG0000237	XP_020722198.1	XP_035740306.1
OG0000240	XP_003396555.2, XP_003402397.2	XP_035741192.1, XP_035741079.1
OG0000242	XP_012176615.2	XP_035723091.1, XP_035742763.1, XP_035742764.1, XP_035727376.1, XP_035727388.1, XP_035742921.1
OG0000243	XP_012164726.1	XP_035719823.1, XP_035719832.1
OG0000244	XP_003400569.1	XP_035735677.1, XP_035735674.1, XP_035735678.1, XP_035735673.1, XP_035735676.1, XP_035735675.1
OG0000245	XP_003400548.1	XP_035726439.1
OG0000246	XP_003399661.1	XP_035739647.1
OG0000246	XP_003399659.1, XP_020721543.1	XP_035722551.1, XP_035722552.1, XP_035722553.1
OG0000247	XP_012164509.1	XP_035732193.1
OG0000248	XP_020721171.1	XP_035739829.1
OG0000249	XP_012166751.1	XP_035717767.1
OG0000250	XP_003398251.1	XP_035723650.1
OG0000251	XP_012173977.1, XP_003402363.1, XP_012170583.1, XP_012170586.1	XP_035723813.1
OG0000252	XP_020719888.1, XP_003392873.1, XP_012167405.1, XP_012167457.1	XP_035720532.1, XP_035720531.1
OG0000253	XP_003401070.1	XP_035742337.1, XP_035742338.1
OG0000254	XP_003397222.1	XP_035718876.1
OG0000254	XP_003395562.1	XP_035732648.1
OG0000255	XP_012169788.1	XP_035728438.1, XP_035728437.1, XP_035728436.1
OG0000255	XP_003397925.1	XP_035737965.1
OG0000256	NP_001295235.1, XP_012176496.1	XP_035743889.1, XP_035743888.1, XP_035743887.1, XP_035743890.1
OG0000257	XP_020722268.1, XP_020722269.1, XP_003400699.1	XP_035740806.1, XP_035740850.1
OG0000257	XP_020722264.1	XP_035740701.1
OG0000258	XP_003402792.1, XP_003401479.1, XP_003401480.1	XP_035735190.1
OG0000259	XP_020720037.1	XP_035726652.1
OG0000263	XP_012168652.1	XP_035722794.1, XP_035722793.1, XP_035722795.1, XP_035722792.1, XP_035722797.1
OG0000264	XP_012166540.1	XP_035735842.1
OG0000264	XP_012166688.1, XP_003397315.1	XP_035728468.1
OG0000265	XP_012175738.1	XP_035743707.1
OG0000266	XP_003401364.1	XP_035743679.1
OG0000266	XP_020720306.1	XP_035741662.1
OG0000266	XP_012172464.1, XP_012172463.1	XP_035727916.1
OG0000268	XP_020718561.1	XP_035724329.1
OG0000269	XP_012170150.1, XP_012170154.1, XP_012170161.1, XP_012170122.1, XP_020723319.1, XP_012170166.1	XP_035719187.1, XP_035719185.1, XP_035719186.1, XP_035719184.1
OG0000270	XP_012166216.1, XP_020719789.1, XP_012174889.2	XP_035721119.1
OG0000270	XP_003402376.1	XP_035736463.1
OG0000271	XP_003402532.1, XP_003397124.2	XP_035725070.1, XP_035725069.1
OG0000272	XP_020723485.1	XP_035738837.1
OG0000272	XP_012167932.1	XP_035729176.1
OG0000273	XP_012163322.1	XP_035734287.1
OG0000273	XP_003394955.1	XP_035734277.1
OG0000274	XP_003395603.1	XP_035728684.1
OG0000275	XP_003402700.1, XP_012174414.1, XP_003402699.1, XP_012173152.1, XP_003401772.1, XP_020722894.1, XP_003401771.1, XP_003401770.1, XP_003401883.1, XP_012173305.1, XP_003401825.1	XP_035721639.1, XP_035721634.1, XP_035721635.1, XP_035721637.1, XP_035721638.1, XP_035721636.1
OG0000276	XP_003402777.1	XP_035719572.1, XP_035719570.1
OG0000277	XP_012171242.1, XP_003400456.1	XP_035720328.1, XP_035720326.1, XP_035720324.1, XP_035720323.1, XP_035720322.1, XP_035720327.1
OG0000278	XP_003395965.1	XP_035742183.1, XP_035742182.1
OG0000281	XP_020718843.1	XP_035720653.1
OG0000283	XP_003395709.1	XP_035732633.1, XP_035732632.1, XP_035732635.1, XP_035732634.1, XP_035732636.1, XP_035732638.1, XP_035732643.1, XP_035732639.1, XP_035732637.1, XP_035732628.1, XP_035732629.1, XP_035732630.1, XP_035732640.1, XP_035732641.1
OG0000284	XP_012165662.1	XP_035725371.1
OG0000284	XP_003396501.1	XP_035736377.1
OG0000285	XP_012163289.1, XP_003394928.1	XP_035725457.1, XP_035725458.1, XP_035725456.1
OG0000286	XP_020719491.1, XP_012165091.1, XP_012165093.1, XP_012165095.1, XP_003396395.1, XP_012165096.1, XP_012165097.1	XP_035731751.1, XP_035731750.1, XP_035731752.1
OG0000287	XP_012165419.1	XP_035740381.1
OG0000288	XP_012176000.1	XP_035725617.1, XP_035725618.1, XP_035725619.1, XP_035725620.1
OG0000288	XP_003395685.1	XP_035727964.1
OG0000289	XP_003393170.1, XP_012175778.1, XP_012175785.1, XP_012175792.1, XP_012175770.1	XP_035736843.1, XP_035736844.1, XP_035736845.1
OG0000290	XP_012166386.1, XP_003397081.1	XP_035742649.1
OG0000291	XP_003401238.1	XP_035728615.1
OG0000291	XP_020722949.1	XP_035742447.1, XP_035742448.1
OG0000292	XP_012168713.1	XP_035733107.1, XP_035733106.1, XP_035733105.1, XP_035733104.1, XP_035733110.1, XP_035733109.1, XP_035733111.1, XP_035733108.1
OG0000294	XP_020724047.1	XP_035718426.1, XP_035718431.1, XP_035718428.1
OG0000294	XP_012175690.2	XP_035742757.1, XP_035733003.1, XP_035718487.1, XP_035718041.1, XP_035718488.1, XP_035742755.1, XP_035742760.1, XP_035742758.1, XP_035732948.1, XP_035718486.1, XP_035718485.1, XP_035718459.1, XP_035732977.1
OG0000295	XP_020718759.1, XP_020718760.1, XP_003395333.1	XP_035724522.1, XP_035724503.1, XP_035724513.1
OG0000296	XP_012175997.1, XP_012175996.1	XP_035742884.1, XP_035742883.1, XP_035742885.1
OG0000297	XP_003397291.1	XP_035732677.1
OG0000298	XP_012164070.1, XP_003395613.1	XP_035725046.1, XP_035725050.1, XP_035725049.1, XP_035725047.1, XP_035725048.1
OG0000299	XP_012176598.1, XP_012176601.1, XP_012176600.1, XP_003394635.1, XP_012176599.1	XP_035741263.1, XP_035741264.1, XP_035741266.1, XP_035741261.1, XP_035741262.1, XP_035741265.1
OG0000300	XP_003396484.1	XP_035727377.1, XP_035727386.1, XP_035727394.1, XP_035727402.1, XP_035727433.1, XP_035727422.1, XP_035727412.1
OG0000301	XP_003399611.1	XP_035741425.1
OG0000302	XP_012168271.1	XP_035736733.1
OG0000303	XP_012169497.2	XP_035743560.1
OG0000303	XP_003399008.3	XP_035732718.1
OG0000304	XP_012175192.1, XP_012175194.1, XP_003403180.1, XP_012175195.1	XP_035737437.1, XP_035737434.1, XP_035737433.1, XP_035737435.1
OG0000305	XP_012166359.1	XP_035725285.1
OG0000305	XP_003393481.1, XP_012169045.1, XP_012169053.1	XP_035729831.1
OG0000306	XP_012164015.1	XP_035737223.1, XP_035737207.1
OG0000306	XP_020718921.1, XP_003395571.1	XP_035737199.1
OG0000307	XP_003402144.1, XP_003402143.1	XP_035721440.1, XP_035721443.1, XP_035721442.1
OG0000308	XP_020720591.1	XP_035734694.1, XP_035734697.1
OG0000309	XP_003399465.1, XP_020721648.1, XP_012169829.1	XP_035724469.1, XP_035724734.1, XP_035724558.1, XP_035724388.1, XP_035724832.1, XP_035724645.1
OG0000310	XP_003402676.1, XP_012174337.1, XP_012174338.1, XP_012174339.1	XP_035742346.1, XP_035722399.1
OG0000311	NP_001267835.1, XP_012168914.1	XP_035743868.1, XP_035743867.1
OG0000312	XP_012171304.1, XP_012171301.1, XP_012171299.2, XP_020722096.1, XP_012171308.1, XP_003400476.1	XP_035734088.1, XP_035734082.1, XP_035734083.1, XP_035734080.1, XP_035734081.1, XP_035734086.1, XP_035734084.1, XP_035734087.1, XP_035734085.1
OG0000313	XP_003401730.1, XP_020722941.1	XP_035740443.1
OG0000315	XP_003393266.1, XP_003393186.2, XP_020719579.1, XP_003393207.1, XP_003393256.1	XP_035727385.1
OG0000316	XP_020721709.1	XP_035740432.1
OG0000316	XP_003401938.2	XP_035729094.1, XP_035729092.1
OG0000317	XP_020720978.1, XP_003399343.1, XP_012169708.1, XP_012169706.1, XP_012169707.1	XP_035740159.1
OG0000318	XP_003399756.2	XP_035736725.1, XP_035736729.1, XP_035736727.1, XP_035736728.1, XP_035736730.1, XP_035736726.1, XP_035736724.1
OG0000319	XP_012169246.1	XP_035727717.1, XP_035727716.1, XP_035727713.1, XP_035727712.1
OG0000320	XP_012171701.1	XP_035723044.1
OG0000321	XP_003396497.1, XP_012166184.1	XP_035718651.1, XP_035718650.1
OG0000322	XP_012167924.1	XP_035732799.1
OG0000322	XP_003396317.1, XP_003396318.1	XP_035736008.1, XP_035735999.1
OG0000323	XP_012168820.1, XP_020720958.1, XP_020720960.1, XP_020720959.1, XP_020720957.1, XP_003398855.1, XP_012168822.1	XP_035717456.1, XP_035717458.1, XP_035717457.1, XP_035717459.1, XP_035717460.1
OG0000324	XP_020718305.1, XP_020718302.1	XP_035728721.1, XP_035728715.1
OG0000324	XP_020718274.1, XP_020718281.1	XP_035724087.1
OG0000325	XP_012166143.1, XP_012166144.1, XP_003396981.1	XP_035743020.1, XP_035743019.1, XP_035743024.1, XP_035743023.1, XP_035743021.1, XP_035743025.1, XP_035743026.1
OG0000326	XP_012167433.1	XP_035730290.1
OG0000327	XP_020720937.1, XP_020720933.1, XP_020720934.1	XP_035729496.1
OG0000329	XP_012173620.1	XP_035727539.1, XP_035727540.1
OG0000330	NP_001267838.1	XP_035734130.1, XP_035719014.1
OG0000331	XP_012168742.1, XP_012168741.1	XP_035739946.1, XP_035739945.1, XP_035739944.1, XP_035739947.1
OG0000332	XP_020722095.1, XP_012171298.1, XP_012171292.1, XP_012171295.1, XP_012171296.1, XP_012171297.1	XP_035734091.1, XP_035734090.1, XP_035734092.1
OG0000333	XP_012163501.1	XP_035719269.1
OG0000333	XP_020718311.1	XP_035743594.1
OG0000334	XP_020720845.1, XP_012167907.1, XP_012167904.1, XP_012167906.1, XP_012167905.1, XP_020720846.1	XP_035730056.1, XP_035730060.1, XP_035730063.1, XP_035730057.1, XP_035730061.1, XP_035730062.1
OG0000335	XP_020723223.1, XP_003402203.1	XP_035731643.1, XP_035731642.1
OG0000336	XP_020723021.1	XP_035742767.1, XP_035742772.1, XP_035742759.1
OG0000336	XP_003394465.1	XP_035739272.1
OG0000337	XP_012168611.1	XP_035723409.1
OG0000338	XP_020724365.1	XP_035737384.1
OG0000338	XP_003395637.1	XP_035739250.1
OG0000339	XP_012164370.1, XP_012164369.1	XP_035724022.1
OG0000339	XP_012173169.1, XP_020722951.1	XP_035718121.1, XP_035718122.1
OG0000340	XP_012172809.1	XP_035721594.1
OG0000340	XP_003400853.1	XP_035725472.1, XP_035725471.1
OG0000341	XP_020720041.1	XP_035738281.1, XP_035738279.1, XP_035738282.1, XP_035738283.1, XP_035738285.1, XP_035738284.1
OG0000342	XP_012169201.1	XP_035718354.1
OG0000342	XP_020721162.1	XP_035719318.1
OG0000343	XP_003394043.1, XP_012175819.1	XP_035743980.1
OG0000344	XP_020721163.1	XP_035738356.1, XP_035738358.1, XP_035738359.1, XP_035738364.1, XP_035738363.1, XP_035738362.1, XP_035738360.1, XP_035738361.1, XP_035738357.1
OG0000345	XP_003402881.1, XP_020723622.1, XP_012174636.1, XP_012174638.1, XP_012174635.1	XP_035738666.1, XP_035738667.1, XP_035738669.1, XP_035738665.1, XP_035738670.1, XP_035738671.1, XP_035738668.1, XP_035738672.1
OG0000347	XP_012166755.1, XP_003397452.1, XP_003397451.1	XP_035739165.1, XP_035739169.1, XP_035739163.1, XP_035739164.1, XP_035739166.1, XP_035739168.1
OG0000349	XP_003402206.1, XP_012173611.1, XP_012173610.1, XP_012173613.1, XP_012173612.1	XP_035729444.1
OG0000350	XP_012169146.1, XP_020721331.1, XP_012169147.1, XP_020721332.1	XP_035737131.1, XP_035737130.1
OG0000351	XP_012176559.1, XP_012176558.1, XP_012176562.1, XP_012176561.1, XP_012176563.1, XP_020724196.1, XP_012176557.1	XP_035718015.1, XP_035718022.1, XP_035718032.1
OG0000352	XP_020722929.1	XP_035737721.1
OG0000354	XP_012165200.1	XP_035720593.1, XP_035720599.1, XP_035720600.1, XP_035720601.1, XP_035720348.1
OG0000356	XP_012167462.1	XP_035740320.1
OG0000357	XP_020722207.1, XP_012171737.1, XP_003400885.1	XP_035731381.1, XP_035731380.1, XP_035731379.1, XP_035731378.1, XP_035731377.1
OG0000358	XP_003396633.1, XP_003396634.1	XP_035727372.1, XP_035727374.1, XP_035727373.1
OG0000360	XP_020722453.1, XP_020722452.1, XP_012172665.1, XP_012172663.1, XP_012172664.1, XP_012172661.1, XP_003401447.1	XP_035717699.1
OG0000361	XP_012172740.1, XP_012172741.1, XP_012172742.1, XP_003401494.1, XP_020722602.1, XP_003403371.2, XP_012172745.1, XP_003401606.2, XP_012172746.2	XP_035728053.1
OG0000362	XP_003396517.1	XP_035733777.1
OG0000362	XP_003396516.2	XP_035733776.1
OG0000363	XP_012173210.2	XP_035717943.1
OG0000364	XP_003395514.1	XP_035724830.1, XP_035724831.1
OG0000365	XP_020720955.1, XP_020720956.1, XP_020720953.1, XP_020720954.1, XP_012168842.2	XP_035734724.1, XP_035734725.1, XP_035734728.1, XP_035734729.1, XP_035734726.1, XP_035734727.1
OG0000366	XP_012172186.1, XP_020722400.1, XP_020722391.1, XP_020722396.1	XP_035731042.1, XP_035731038.1, XP_035731020.1
OG0000367	XP_012167903.1, XP_012167901.1, XP_003398235.1	XP_035730042.1, XP_035730043.1
OG0000368	XP_003394566.1	XP_035725196.1
OG0000368	XP_003394648.1	XP_035725421.1
OG0000369	XP_020723458.1	XP_035736257.1
OG0000369	XP_012165925.1	XP_035735619.1
OG0000370	XP_020720427.1	XP_035723563.1
OG0000370	XP_003397614.1, XP_020720425.1	XP_035723707.1
OG0000371	XP_012172570.1, XP_012172572.1, XP_020722733.1	XP_035726921.1, XP_035726926.1, XP_035726961.1, XP_035726953.1, XP_035726911.1, XP_035726901.1, XP_035726891.1, XP_035726945.1, XP_035726970.1, XP_035726935.1
OG0000372	XP_020718391.1	XP_035726735.1
OG0000372	XP_003402715.1	XP_035733921.1
OG0000375	XP_012165353.1, XP_012165354.1, XP_012165356.1	XP_035733331.1
OG0000377	XP_020724183.1	XP_035744081.1
OG0000377	XP_003402512.1	XP_035738841.1
OG0000378	XP_003396150.2	XP_035732227.1, XP_035732224.1
OG0000378	XP_012164598.1	XP_035720515.1
OG0000379	XP_012175936.1, XP_012175938.1, XP_012175937.1, XP_012175931.1, XP_012175932.1, XP_012175930.1, XP_012175933.1, XP_012175934.1	XP_035730189.1, XP_035730188.1, XP_035730187.1
OG0000380	XP_003392935.1	XP_035726693.1, XP_035726692.1, XP_035726694.1
OG0000381	XP_012167656.1	XP_035739680.1
OG0000381	XP_003402681.1	XP_035743164.1
OG0000382	XP_012168350.1	XP_035731760.1
OG0000382	XP_012174094.1	XP_035732432.1
OG0000383	XP_003400351.1, XP_003400142.1	XP_035740378.1
OG0000384	XP_012175752.1	XP_035720776.1
OG0000385	XP_003401768.1	XP_035729195.1
OG0000385	XP_012164954.1, XP_020719099.1	XP_035723456.1
OG0000386	XP_003400987.1	XP_035728038.1
OG0000386	XP_020722562.1	XP_035728376.1
OG0000386	XP_012172013.1	XP_035728377.1
OG0000387	XP_012175291.1, XP_012175221.2, XP_020723851.1, XP_020723852.1, XP_012175231.1, XP_003402884.1	XP_035736603.1
OG0000388	XP_012173041.1	XP_035726517.1
OG0000389	XP_020718377.1, XP_012164301.1, XP_012164306.1, XP_003393116.1, XP_012164295.1, XP_012166573.1	XP_035719223.1
OG0000390	XP_003396995.1, XP_012166154.1, XP_012166153.1	XP_035738057.1
OG0000391	XP_012174308.2, XP_012174304.1	XP_035733359.1
OG0000392	XP_012166717.1, XP_003402154.1, XP_012174009.1, XP_012164720.1	XP_035742210.1
OG0000394	XP_020719841.1, XP_020719840.1, XP_020719839.1, XP_020719838.1	XP_035735750.1, XP_035735752.1, XP_035735751.1
OG0000395	XP_003397852.1	XP_035722253.1
OG0000395	XP_012176252.1	XP_035722857.1
OG0000396	XP_012167767.1, XP_020720841.1, XP_020722937.1	XP_035740626.1
OG0000397	XP_020718578.1, XP_003394879.1, XP_003394880.1, XP_003394878.1	XP_035733757.1, XP_035733756.1
OG0000398	XP_012168122.1	XP_035727861.1, XP_035727863.1, XP_035727862.1
OG0000399	XP_020722833.1, XP_012172906.1	XP_035721048.1, XP_035721027.1, XP_035721035.1, XP_035721037.1
OG0000400	XP_003402764.1	XP_035742371.1, XP_035724332.1, XP_035724334.1, XP_035724333.1, XP_035724335.1
OG0000401	XP_012164030.1, XP_003395577.1, XP_003395578.1	XP_035726732.1, XP_035726733.1, XP_035726731.1, XP_035726736.1, XP_035726734.1
OG0000402	XP_003400160.1, XP_012170795.1	XP_035730366.1
OG0000403	XP_020718803.1, XP_020718789.1, XP_020718807.1	XP_035718489.1
OG0000405	XP_012167804.1	XP_035740586.1, XP_035740585.1
OG0000405	XP_003398123.1	XP_035729013.1, XP_035729012.1
OG0000406	XP_020723977.1	XP_035732984.1
OG0000406	XP_012175529.1	XP_035732985.1
OG0000407	XP_003403245.2	XP_035743386.1
OG0000407	XP_020720218.1	XP_035743383.1, XP_035743384.1
OG0000408	XP_003396962.1, XP_003396963.1	XP_035722401.1
OG0000408	XP_012165754.1	XP_035737799.1
OG0000409	XP_020718339.1, XP_003394778.1, XP_012163106.1, XP_012163108.1	XP_035723932.1
OG0000410	XP_012176731.1	XP_035724504.1
OG0000410	XP_003399742.1	XP_035724339.1
OG0000411	XP_003396802.2	XP_035728085.1
OG0000411	XP_003396581.1, XP_012165508.1	XP_035736358.1
OG0000412	XP_003400397.2	XP_035731605.1
OG0000413	XP_012163071.1, XP_012163074.1	XP_035737679.1
OG0000414	XP_003397223.1	XP_035741012.1, XP_035741013.1, XP_035741014.1
OG0000414	XP_012166567.1	XP_035740991.1, XP_035740990.1
OG0000415	XP_012163272.1, XP_003394915.1	XP_035739802.1
OG0000416	XP_012164318.1	XP_035742854.1
OG0000417	XP_012163650.1	XP_035731664.1, XP_035731666.1
OG0000417	XP_012172282.1	XP_035736212.1
OG0000419	XP_020723145.1	XP_035736016.1
OG0000420	XP_003394025.1	XP_035737714.1
OG0000420	XP_003393767.1	XP_035737727.1, XP_035737728.1, XP_035737726.1, XP_035737725.1
OG0000421	XP_012170316.1	XP_035725314.1
OG0000423	XP_003394993.1	XP_035741386.1, XP_035741387.1, XP_035741388.1, XP_035741392.1, XP_035741391.1, XP_035741389.1, XP_035741390.1
OG0000424	XP_012174289.1	XP_035721875.1
OG0000424	XP_012174291.1	XP_035721878.1
OG0000425	XP_003398194.1	XP_035718955.1, XP_035718958.1, XP_035718956.1, XP_035718957.1
OG0000426	XP_003397226.1, XP_012166576.1, XP_012166575.1, XP_003397227.1	XP_035722302.1, XP_035722301.1, XP_035722303.1, XP_035722305.1, XP_035722304.1, XP_035722300.1
OG0000427	XP_012163873.1	XP_035736616.1
OG0000428	XP_012171994.2	XP_035728302.1, XP_035728301.1, XP_035728303.1
OG0000428	XP_003398616.1	XP_035731002.1, XP_035731003.1
OG0000429	XP_012173564.1	XP_035720359.1
OG0000430	XP_003393474.3, XP_012164313.1	XP_035742034.1
OG0000431	XP_012175035.1	XP_035719249.1
OG0000432	XP_003403170.1, XP_012175177.1, XP_012175178.1	XP_035723495.1, XP_035723496.1, XP_035723494.1, XP_035723497.1, XP_035723498.1
OG0000433	XP_003398505.3	XP_035740897.1
OG0000434	XP_003394827.1, XP_012176733.1	XP_035724577.1, XP_035724578.1, XP_035724580.1
OG0000436	XP_003401916.2, XP_012173639.2	XP_035726509.1
OG0000436	XP_012173042.1	XP_035717431.1
OG0000437	XP_012170305.1, XP_012170304.1, XP_020721631.1	XP_035719769.1
OG0000438	XP_020718684.1	XP_035721976.1, XP_035721975.1, XP_035721973.1, XP_035721974.1
OG0000439	XP_012173512.1	XP_035726037.1
OG0000440	XP_012167289.1	XP_035734048.1
OG0000441	XP_012172936.1, XP_012172933.1, XP_012172934.1	XP_035743138.1
OG0000442	XP_003394254.1	XP_035728022.1
OG0000443	XP_012165307.2	XP_035724536.1
OG0000444	XP_003399057.1	XP_035727705.1, XP_035727706.1, XP_035727708.1, XP_035727709.1, XP_035727707.1
OG0000445	XP_003399665.1	XP_035739638.1
OG0000445	XP_003399666.1	XP_035739639.1
OG0000446	XP_012166271.1, XP_012166272.1, XP_020719759.1, XP_003397164.1	XP_035725068.1, XP_035725067.1
OG0000447	XP_020723824.1, XP_012175168.1, XP_012175169.1	XP_035727077.1, XP_035727079.1, XP_035727078.1
OG0000448	XP_012174265.1, XP_020723447.1, XP_003402577.1, XP_012174264.1, XP_012174263.1, XP_012174262.1	XP_035732885.1, XP_035732883.1
OG0000449	XP_012169335.1, XP_012169334.1	XP_035730911.1, XP_035730912.1
OG0000450	XP_003402574.1	XP_035719304.1
OG0000451	XP_012169448.1	XP_035732335.1, XP_035732337.1, XP_035732336.1
OG0000452	XP_003399091.2	XP_035731135.1
OG0000452	XP_012165148.1	XP_035721082.1
OG0000453	XP_003400463.1, XP_012171275.1, XP_012171276.1	XP_035720153.1, XP_035720154.1, XP_035720155.1, XP_035720156.1, XP_035720158.1, XP_035720159.1, XP_035720160.1, XP_035720161.1
OG0000454	XP_020721488.1	XP_035726887.1
OG0000455	XP_012173633.1, XP_012173634.1, XP_003393809.1	XP_035730560.1
OG0000456	XP_003396694.1	XP_035733682.1, XP_035733683.1, XP_035733681.1
OG0000457	XP_003402126.1, XP_020723180.1, XP_020723181.1, XP_020723178.1, XP_020723179.1, XP_012173619.1	XP_035727490.1
OG0000458	XP_012164458.1, XP_003393128.1, XP_003393127.1	XP_035737420.1, XP_035737421.1
OG0000459	XP_003398311.1, XP_003398310.1	XP_035743475.1
