Orthogroup	Bombus_terrestris	Drosophila_melanogaster
OG0000292	XP_020721082.1	NP_612066.1
OG0000293	XP_012176424.1	NP_649119.2, NP_001262050.1
OG0000295	XP_020718759.1, XP_020718760.1, XP_003395333.1	NP_611878.1
OG0000296	XP_012175997.1, XP_012175996.1	NP_573076.1, NP_001096988.2
OG0000297	XP_003397291.1	NP_651265.1
OG0000298	XP_012164070.1, XP_003395613.1	NP_650963.2
OG0000300	XP_003396567.1	NP_648000.1
OG0000300	XP_003396484.1	NP_001285398.1
OG0000301	XP_003399611.1	NP_572721.1
OG0000302	XP_012170889.1	NP_001246314.1
OG0000302	XP_012168271.1	NP_730054.1
OG0000304	XP_012175192.1, XP_012175194.1, XP_003403180.1, XP_012175195.1	NP_788277.1
OG0000305	XP_012166359.1	NP_001284764.1, NP_650013.3, NP_650012.2
OG0000307	XP_003402144.1, XP_003402143.1	NP_650089.1
OG0000308	XP_020720591.1	NP_001261704.1
OG0000309	XP_003399465.1, XP_020721648.1, XP_012169829.1	NP_651063.1
OG0000310	XP_003402676.1, XP_012174337.1, XP_012174338.1, XP_012174339.1	NP_001286754.1
OG0000311	NP_001267835.1, XP_012168914.1	NP_477380.1
OG0000312	XP_012171304.1, XP_012171301.1, XP_012171299.2, XP_020722096.1, XP_012171308.1, XP_003400476.1	NP_001286891.1
OG0000313	XP_003401730.1, XP_020722941.1	NP_001262580.1, NP_727588.2
OG0000314	XP_003401109.1	NP_611815.3
OG0000314	XP_003401102.1	NP_001287244.1
OG0000316	XP_020721709.1	NP_723502.2, NP_611157.1
OG0000316	XP_003401938.2	NP_611470.1
OG0000317	XP_020720978.1, XP_003399343.1, XP_012169708.1, XP_012169706.1, XP_012169707.1	NP_732413.1
OG0000318	XP_003399756.2	NP_609354.1
OG0000319	XP_012169247.1, XP_012169246.1, XP_012169248.1, XP_003399058.1	NP_523751.2
OG0000320	XP_012171701.1	NP_001285825.1, NP_476734.1
OG0000321	XP_003396497.1, XP_012166184.1	NP_523551.1
OG0000322	XP_012167924.1	NP_996040.1
OG0000322	XP_003396317.1, XP_003396318.1	NP_649068.1
OG0000323	XP_012168820.1, XP_020720958.1, XP_020720960.1, XP_020720959.1, XP_020720957.1, XP_003398855.1, XP_012168822.1	NP_524359.2
OG0000324	XP_020718274.1, XP_020718281.1	NP_001189070.1
OG0000326	XP_012167433.1	NP_001246635.1
OG0000327	XP_020720937.1, XP_020720933.1, XP_020720934.1	NP_001246651.1
OG0000330	NP_001267838.1	NP_523672.1
OG0000331	XP_012168742.1, XP_012168741.1, XP_012175437.2, XP_003403377.2, XP_012173605.2	NP_572986.1, NP_001285254.1, NP_001285253.1
OG0000332	XP_020722095.1, XP_012171298.1, XP_012171292.1, XP_012171295.1, XP_012171296.1, XP_012171297.1	NP_651838.1
OG0000333	XP_012163501.1, XP_020718311.1	NP_731787.1, NP_650273.2, NP_650274.2
OG0000334	XP_020720845.1, XP_012167907.1, XP_012167904.1, XP_012167906.1, XP_012167905.1, XP_020720846.1	NP_001260523.1, NP_724023.1, NP_001097168.1, NP_609817.1
OG0000335	XP_020723223.1, XP_003402203.1	NP_608439.2, NP_001285956.1
OG0000336	XP_020723021.1, XP_003394465.1	NP_001286141.1
OG0000337	XP_012168611.1	NP_001097630.2
OG0000338	XP_020724365.1	NP_001303553.1, NP_728030.2
OG0000338	XP_003395637.1	NP_001245442.1, NP_001285408.1
OG0000339	XP_012164370.1, XP_012164369.1	NP_649788.2
OG0000339	XP_012173169.1, XP_020722951.1	NP_001245907.1
OG0000340	XP_003400853.1	NP_726025.1, NP_611123.2
OG0000341	XP_020720041.1	NP_001284896.1
OG0000342	XP_012169201.1	NP_649266.1
OG0000344	XP_020721163.1	NP_001246528.1
OG0000345	XP_003402881.1, XP_020723622.1, XP_012174636.1, XP_012174638.1, XP_012174635.1	NP_610946.1
OG0000347	XP_012166755.1, XP_003397452.1, XP_003397451.1	NP_608720.2, NP_608717.2, NP_001285425.1, NP_608723.2, NP_610360.2, NP_609258.1
OG0000349	XP_003402206.1, XP_012173611.1, XP_012173610.1, XP_012173613.1, XP_012173612.1	NP_650967.2
OG0000350	XP_012169146.1, XP_020721331.1, XP_012169147.1, XP_020721332.1	NP_726992.2
OG0000351	XP_012176559.1, XP_012176558.1, XP_012176562.1, XP_012176561.1, XP_012176563.1, XP_020724196.1, XP_012176557.1	NP_001286398.1
OG0000352	XP_020722929.1	NP_001259266.1
OG0000356	XP_003397921.1, XP_012167462.1	NP_001163468.1, NP_728338.2
OG0000357	XP_020722207.1, XP_012171737.1, XP_003400885.1	NP_001137674.2
OG0000358	XP_003396633.1, XP_003396634.1	NP_001286927.1
OG0000360	XP_020722453.1, XP_020722452.1, XP_012172665.1, XP_012172663.1, XP_012172664.1, XP_012172661.1, XP_003401447.1	NP_001246235.1
OG0000361	XP_012172740.1, XP_012172741.1, XP_012172742.1, XP_003401494.1, XP_020722602.1, XP_003403371.2, XP_012172745.1, XP_003401606.2, XP_012172746.2	NP_001286677.1, NP_523803.1, NP_572371.1, NP_611264.2
OG0000362	XP_003396517.1	NP_647710.1
OG0000362	XP_003396516.2	NP_523888.1
OG0000363	XP_003402028.1	NP_609157.3
OG0000363	XP_012173210.2	NP_651519.1, NP_610707.2, NP_651999.1
OG0000364	XP_003395514.1	NP_001245832.1, NP_523936.2, NP_572633.1
OG0000365	XP_020720955.1, XP_020720956.1, XP_020720953.1, XP_020720954.1, XP_012168842.2	NP_729619.1
OG0000367	XP_012167903.1, XP_012167901.1, XP_003398235.1	NP_001286000.1
OG0000368	XP_003394566.1	NP_001260509.1
OG0000368	XP_003394648.1	NP_001285984.1
OG0000369	XP_020723458.1, XP_012165925.1	NP_649024.1
OG0000370	XP_020720427.1	NP_648711.1
OG0000372	XP_020718391.1, XP_003402715.1	NP_788925.2, NP_728118.2
OG0000375	XP_012165353.1, XP_012165354.1, XP_012165356.1	NP_001262227.1
OG0000376	XP_003398352.1, XP_012168063.1, XP_020720538.1, XP_012168065.1	NP_611476.3
OG0000377	XP_003402512.1	NP_476977.1
OG0000378	XP_012164598.1	NP_996298.1
OG0000379	XP_012175936.1, XP_012175938.1, XP_012175937.1, XP_012175931.1, XP_012175932.1, XP_012175930.1, XP_012175933.1, XP_012175934.1	NP_001162668.2
OG0000380	XP_003392935.1	NP_524672.1
OG0000381	XP_012167656.1	NP_727418.1
OG0000381	XP_003402681.1	NP_001262919.1, NP_524921.1, NP_524937.1
OG0000382	XP_012168350.1, XP_012174094.1	NP_001259313.1, NP_610213.1
OG0000383	XP_003400351.1, XP_003400142.1	NP_001163142.1
OG0000384	XP_012175752.1	NP_001189151.1
OG0000384	XP_012175743.1	NP_001188547.1
OG0000385	XP_003401768.1, XP_012164954.1, XP_020719099.1	NP_611305.1
OG0000386	XP_003400987.1, XP_020722562.1, XP_012172013.1	NP_001259349.1
OG0000387	XP_012175291.1, XP_012175221.2, XP_020723851.1, XP_020723852.1, XP_012175231.1, XP_003402884.1	NP_608955.1
OG0000388	XP_012173041.1	NP_001285744.1
OG0000388	XP_003398801.1	NP_523952.2
OG0000389	XP_020718377.1, XP_012164301.1, XP_012164306.1, XP_003393116.1, XP_012164295.1, XP_012166573.1	NP_651184.1
OG0000390	XP_003396996.1, XP_003396997.1, XP_012166155.1, XP_003396995.1, XP_012166154.1, XP_012166153.1	NP_001036599.1
OG0000394	XP_020719841.1, XP_020719840.1, XP_020719839.1, XP_020719838.1	NP_001285181.1, NP_569887.1, NP_001259118.1
OG0000395	XP_003397852.1, XP_012176252.1	NP_001262738.1
OG0000396	XP_012167767.1, XP_020720841.1	NP_609571.1, NP_572912.1, NP_001285222.1
OG0000397	XP_020718578.1, XP_003394879.1, XP_003394880.1, XP_003394878.1	NP_649233.2
OG0000398	XP_012168122.1	NP_611475.3
OG0000399	XP_020722833.1, XP_012172906.1	NP_001285311.1
OG0000400	XP_003402764.1	NP_001259479.1
OG0000401	XP_012164030.1, XP_003395577.1, XP_003395578.1	NP_651350.2
OG0000403	XP_020718803.1, XP_020718789.1, XP_020718807.1	NP_723263.2
OG0000405	XP_012167804.1	NP_609402.1
OG0000405	XP_003398123.1	NP_723611.1
OG0000406	XP_020723977.1	NP_650571.2
OG0000406	XP_012175529.1	NP_649888.1
OG0000407	XP_003403245.2, XP_020720218.1	NP_001261909.1, NP_648820.1, NP_001261908.1, NP_001189114.1
OG0000408	XP_003396962.1, XP_003396963.1	NP_001097137.1
OG0000408	XP_012165754.1	NP_001261876.1
OG0000409	XP_020718339.1, XP_003394778.1, XP_012163106.1, XP_012163108.1	NP_001247003.1
OG0000411	XP_003396802.2	NP_730248.2
OG0000411	XP_003396581.1, XP_012165508.1	NP_570017.1
OG0000412	XP_003400397.2	NP_001246627.1
OG0000412	XP_012174375.1	NP_573357.1, NP_001259699.1
OG0000413	XP_012163071.1, XP_012163074.1	NP_523375.2
OG0000415	XP_012163272.1, XP_003394915.1	NP_733403.1
OG0000416	XP_012164318.1, XP_012168711.1	NP_995952.1, NP_476818.1
OG0000417	XP_012163650.1	NP_001097759.1
OG0000417	XP_012172282.1	NP_001246053.1
OG0000418	XP_003399880.1, XP_012170533.1	NP_001247272.1
OG0000418	XP_012174769.1, XP_020723705.1	NP_001246512.1
OG0000419	XP_020723145.1	NP_001260362.1, NP_001285558.1
OG0000420	XP_003394025.1	NP_726324.3
OG0000420	XP_003393767.1	NP_001245543.1
OG0000421	XP_012170316.1	NP_477105.2
OG0000422	XP_003395309.1	NP_001260025.1
OG0000423	XP_003394993.1	NP_651694.1
OG0000424	XP_012174291.1	NP_725192.2, NP_001036538.3, NP_001036539.1
OG0000425	XP_003398194.1	NP_647811.2
OG0000426	XP_003397226.1, XP_012166576.1, XP_012166575.1, XP_003397227.1	NP_001163740.1
OG0000427	XP_020724263.1, XP_020720932.1	NP_001286728.1, NP_001286726.1
OG0000427	XP_012163873.1	NP_732572.1
OG0000428	XP_012171994.2	NP_001263092.1
OG0000428	XP_003398616.1	NP_001097741.1
OG0000429	XP_012173564.1	NP_788728.1
OG0000430	XP_003393474.3, XP_012164313.1	NP_001286094.1
OG0000431	XP_012175035.1	NP_001303439.1, NP_650478.1, NP_732047.2, NP_650475.1
OG0000432	XP_003403170.1, XP_012175177.1, XP_012175178.1	NP_001260310.1
OG0000433	XP_012170988.1, XP_012170987.1	NP_001137612.1, NP_001014501.1
OG0000434	XP_003394827.1, XP_012176733.1	NP_001261100.1
OG0000436	XP_003401916.2, XP_012173639.2	NP_001246364.1
OG0000436	XP_012173042.1	NP_651178.1
OG0000437	XP_012170305.1, XP_012170304.1, XP_020721631.1	NP_001287127.1
OG0000438	XP_020718684.1, XP_003395796.2	NP_650405.2
OG0000439	XP_012173512.1	NP_647622.1, NP_001261264.1
OG0000440	XP_012167289.1	NP_651672.1
OG0000441	XP_012172936.1, XP_012172933.1, XP_012172934.1	NP_001162891.1
OG0000442	XP_003394254.1	NP_001259518.1
OG0000443	XP_012165307.2	NP_001260942.1, NP_610331.1
OG0000444	XP_003399057.1	NP_609032.1
OG0000445	XP_003399665.1	NP_723044.1
OG0000445	XP_003399666.1	NP_001260071.1
OG0000446	XP_012166271.1, XP_012166272.1, XP_020719759.1, XP_003397164.1	NP_001263109.1
OG0000447	XP_020723824.1, XP_012175168.1, XP_012175169.1	NP_727696.2
OG0000448	XP_012174265.1, XP_020723447.1, XP_003402577.1, XP_012174264.1, XP_012174263.1, XP_012174262.1	NP_651721.1
OG0000449	XP_012169335.1, XP_012169334.1	NP_001246778.1, NP_001246777.1
OG0000450	XP_020723631.1	NP_001027415.1
OG0000451	XP_012169448.1	NP_609750.1, NP_730966.1
OG0000452	XP_003399091.2	NP_001260946.1
OG0000452	XP_012165148.1	NP_001286988.1
OG0000453	XP_003400463.1, XP_012171275.1, XP_012171276.1	NP_001246225.1
OG0000454	XP_020721488.1	NP_610614.1
OG0000456	XP_003396694.1	NP_608737.1, NP_651434.3
OG0000457	XP_003402126.1, XP_020723180.1, XP_020723181.1, XP_020723178.1, XP_020723179.1, XP_012173619.1	NP_001368957.1
OG0000458	XP_012164458.1, XP_003393128.1, XP_003393127.1	NP_611606.1
OG0000459	XP_003398311.1, XP_003398310.1	NP_001356963.1
OG0000461	XP_012170666.1, XP_012170667.1, XP_020721757.1, XP_003400075.1	NP_001285280.1
OG0000462	XP_003401335.1	NP_001261842.1
OG0000463	XP_012166025.1, XP_012166010.1	NP_001245447.1, NP_001096965.1
OG0000464	XP_012168944.1, XP_003393469.1, XP_012168936.1, XP_012168941.1	NP_651860.2, NP_733051.2
OG0000466	XP_003397327.1	NP_609172.1
OG0000467	XP_020721044.1, XP_020721046.1, XP_020721045.1, XP_003398780.1	NP_001246713.1
OG0000468	XP_020722768.1, XP_012172564.1	NP_001260343.1
OG0000469	NP_001274492.1	NP_651781.1
OG0000470	XP_020721360.1, XP_020721359.1	NP_609192.1, NP_001097055.2, NP_001097056.3, NP_001138069.2
OG0000471	XP_003397959.1, XP_012167677.1, XP_003397960.1	NP_001188992.1
OG0000472	XP_012165571.1, XP_012165569.1	NP_001285147.1
OG0000475	XP_012172112.1	NP_609588.1
OG0000476	XP_003402481.1	NP_001285980.1
OG0000477	XP_012164100.1	NP_728869.1
OG0000478	XP_003396006.1, XP_003396005.1, XP_003396003.1	NP_001027127.1
OG0000479	XP_020721166.1	NP_524809.2
OG0000480	XP_020723089.1	NP_001027106.1, NP_511050.1, NP_728924.2
OG0000482	XP_020719549.1	NP_001368949.1
OG0000482	XP_020719568.1	NP_001097060.1, NP_001036339.1, NP_001260521.1
OG0000483	XP_003393201.1, XP_012165840.1	NP_610217.1, NP_611859.1
OG0000484	XP_012172549.1, XP_012172548.1, XP_020722375.1, XP_012172546.1	NP_001163649.1
OG0000485	XP_012163160.1, XP_012163161.1, XP_003394874.1	NP_001286073.1, NP_001286071.1
OG0000486	XP_003396583.1	NP_611374.1
OG0000487	XP_012164246.1, XP_012164244.1, XP_003395722.1	NP_651901.3
OG0000488	XP_012173935.1, XP_012173936.1, XP_012173937.1	NP_001286563.1
OG0000489	XP_003398712.1, XP_012168722.1, XP_012168723.1	NP_001284957.1
OG0000490	XP_020721109.1	NP_001287103.1
OG0000491	XP_003402850.1, XP_012174553.1	NP_788278.1, NP_523702.1
OG0000492	XP_003394551.1	NP_001036362.1
OG0000493	XP_020720786.1, XP_020720787.1, XP_020720788.1, XP_020720789.1, XP_020720785.1	NP_996214.1
OG0000495	XP_003396632.1, XP_020719510.1	NP_612040.1
OG0000496	XP_003396811.1	NP_523937.2
OG0000497	XP_012168436.2	NP_001036687.1
OG0000497	XP_003395864.1	NP_001261016.1
OG0000498	XP_020723829.1, XP_012175136.1, XP_003403123.1	NP_611046.2
OG0000499	XP_003396032.1	NP_610430.1
OG0000500	XP_020719105.1	NP_001245427.1
OG0000501	XP_012170238.1	NP_001261211.1
OG0000501	XP_012170245.1	NP_001261207.1
OG0000502	XP_012176053.1, XP_012176052.1	NP_610226.2
OG0000503	XP_020724179.1, XP_012176367.1, XP_003394560.1	NP_001163291.1
OG0000504	XP_012176040.1, XP_003394227.1	NP_477213.1, NP_609349.1
OG0000505	XP_003400596.1	NP_001285501.1
OG0000506	XP_003394041.1, XP_012176298.1, XP_020718252.1	NP_001334747.1
OG0000507	XP_003394058.1	NP_001033959.1, NP_001033839.1, NP_726308.1
OG0000508	XP_003397946.1, XP_012167498.1	NP_001287331.1, NP_001188841.1
OG0000509	XP_003400146.1	NP_523768.1, NP_001286518.1, NP_477262.1
OG0000510	XP_012172354.1, XP_012172353.1	NP_001246792.1
OG0000513	XP_003398715.1, XP_012168725.1	NP_610051.2
OG0000516	XP_012173420.1, XP_012173414.1	NP_476699.1
OG0000517	XP_012167351.1, XP_012167264.1	NP_732486.2
OG0000518	XP_012171511.1	NP_001137633.1
OG0000519	XP_012166005.2	NP_648378.1
OG0000520	XP_012165689.1	NP_609115.1
OG0000520	XP_012165686.1, XP_012165687.1, XP_012165688.1	NP_647817.2
OG0000521	XP_003397547.1, XP_003397545.1, XP_003397546.1, XP_012166781.1, XP_012166782.1	NP_001303469.1
OG0000522	XP_003400972.1	NP_523820.2, NP_650289.2, NP_611788.1, NP_650288.1
OG0000523	XP_020720091.1, XP_020720114.1	NP_001286646.1, NP_001369113.1
OG0000524	XP_012167864.1	NP_649370.1, NP_649374.1
OG0000525	XP_003399921.1, XP_020721587.1, XP_012170578.1	NP_001263050.1
OG0000526	XP_020719895.1	NP_610483.1
OG0000526	XP_012166214.1, XP_020719345.1, XP_020719343.1, XP_020719344.1	NP_001246039.1
OG0000528	XP_003399681.1	NP_650142.1, NP_608978.2
OG0000529	XP_012170810.1	NP_722721.1
OG0000530	XP_012171945.1	NP_523957.1
OG0000530	XP_012171955.1, XP_003400955.1	NP_001287054.1
OG0000533	XP_012165417.1, XP_012165416.1, XP_003396390.1, XP_012165418.1	NP_726548.1
OG0000537	XP_012164255.1	NP_001246303.1
OG0000537	XP_012164247.1	NP_001260486.1
OG0000538	XP_003400361.1	NP_001137782.1
OG0000540	XP_003402706.1	NP_648284.1
OG0000540	XP_003401502.1	NP_729446.1
OG0000541	XP_012175620.1	NP_651714.1
OG0000543	XP_012166182.1, XP_012166180.1, XP_012166181.1, XP_020719265.1	NP_001259662.1
OG0000544	XP_003401501.1, XP_012172755.1, XP_012172754.1	NP_001260884.1
OG0000545	XP_003401049.1, XP_003397705.1	NP_001014494.1, NP_001014493.2, NP_001014492.2
OG0000546	XP_003397567.2, XP_012166797.2	NP_648629.1, NP_001097313.1, NP_001097312.1, NP_001097311.1, NP_001097310.1
OG0000547	XP_003396374.1, XP_012165378.1, XP_012165373.1, XP_012165376.1, XP_012165379.1	NP_511062.1
OG0000548	XP_012172095.1	NP_648127.1, NP_648126.1
OG0000551	XP_020719542.1, XP_020719541.1	NP_001259638.1, NP_573191.1
OG0000553	XP_012166431.1, XP_003397118.1, XP_012166430.1, XP_012166429.1	NP_001189023.1
OG0000554	XP_003397208.1, XP_003401464.1	NP_651415.1
OG0000555	XP_003398076.2	NP_611172.1
OG0000555	XP_003398135.1	NP_001259584.1, NP_001033936.1
OG0000556	XP_003402529.2, XP_012164341.1, XP_020718867.1, XP_020718868.1	NP_647674.1
OG0000557	XP_012167468.1, XP_012167466.1, XP_012167467.1, XP_012167465.1, XP_003397930.1	NP_573098.1
OG0000558	XP_020718929.1, XP_020718926.1	NP_650732.1
OG0000559	XP_003399614.1, XP_012169854.1, XP_020721725.1	NP_001285224.1
OG0000560	XP_003401132.1, XP_003401131.1	NP_001287513.1
OG0000561	XP_020719792.1	NP_001285680.1
OG0000561	XP_020719796.1	NP_648220.1
OG0000562	XP_012173971.2	NP_648523.1
OG0000562	XP_003402359.1	NP_477210.1
OG0000563	XP_020718680.1	NP_648501.1
OG0000564	XP_012168588.1, XP_003398786.1, XP_012168589.1, XP_020721254.1	NP_001097215.1
OG0000565	XP_020722258.1, XP_003402652.1	NP_001286175.1
OG0000567	XP_003399018.1, XP_012166092.1	NP_001284997.1
OG0000568	XP_012175157.1, XP_003403153.1	NP_477170.1
OG0000569	XP_020721094.1	NP_524209.3
OG0000569	XP_012168806.1	NP_524233.1
OG0000570	XP_012165154.1, XP_012165461.2	NP_572801.2
OG0000571	XP_012171130.1, XP_012171135.1, XP_020722019.1	NP_524625.3
OG0000572	XP_020721824.1, XP_003400080.1	NP_001033956.2
OG0000573	XP_012176534.1	NP_001260658.1
OG0000574	XP_020723759.1	NP_610901.1
OG0000575	XP_020720050.1, XP_020720086.1	NP_996071.2, NP_650108.2, NP_001097598.1, NP_001097597.2
OG0000576	XP_012169985.1, XP_012169988.1, XP_012169987.1, XP_012169984.1, XP_012169983.1, XP_012169982.1, XP_020721393.1, XP_020721394.1, XP_012169986.1	NP_001285799.1
OG0000579	XP_003396944.1, XP_020719364.1, XP_020719363.1, XP_020719362.1, XP_020719368.1, XP_020719366.1, XP_020719367.1, XP_020719365.1	NP_001096880.1
OG0000582	XP_012164450.1, XP_012164446.1	NP_647703.1
OG0000584	XP_003403257.1	NP_731825.1
OG0000585	XP_003394914.3, XP_003395233.1	NP_001262720.1
OG0000586	XP_003394586.1	NP_001285420.1, NP_477101.1
OG0000587	XP_012170823.1, XP_012170822.1	NP_001247005.1
OG0000588	XP_012170446.1, XP_012170447.1, XP_012170445.1, XP_003399827.1	NP_477442.1
OG0000589	XP_012166088.1	NP_608365.1, NP_648309.1
OG0000591	XP_003402263.1	NP_001246992.1
OG0000591	XP_003395522.1	NP_476947.1
OG0000593	XP_020720777.1, XP_012175377.2	NP_001261723.1
OG0000594	XP_012166222.1, XP_012166223.1, XP_012166219.1, XP_012166220.1, XP_012166221.1, XP_020719791.1	NP_649931.1
OG0000595	XP_012172379.1	NP_001260766.1
OG0000595	XP_012172378.1	NP_650716.2
OG0000596	XP_012175793.1, XP_012175798.1, XP_012175799.1, XP_012175800.1	NP_524734.2
OG0000597	XP_020719620.1, XP_020719621.1, XP_003396841.1, XP_012165530.1	NP_648493.3
OG0000598	XP_012173053.1	NP_001259605.1
OG0000598	XP_012173052.1	NP_722858.1
OG0000599	XP_012171073.1, XP_012171260.1, XP_020719234.1	NP_731390.1, NP_001163573.1
OG0000601	XP_003401586.1	NP_649628.2
OG0000601	XP_012172544.1	NP_649627.1
OG0000602	XP_020719651.1	NP_572182.1
OG0000603	XP_003401312.1	NP_649556.3
OG0000604	XP_003402748.1, XP_012174449.1	NP_001247314.1, NP_001262985.1
OG0000605	XP_012168307.1	NP_001138087.1
OG0000607	XP_012171548.1, XP_012171547.1	NP_610730.1
OG0000609	XP_003395437.1	NP_524612.2
OG0000611	XP_020722663.1	NP_001014525.1
OG0000612	XP_012166740.1, XP_012166739.1, XP_003397412.1, XP_020719994.1	NP_001137800.1
OG0000613	XP_012163556.1	NP_001285721.1
OG0000614	XP_020723124.1	NP_001036762.2, NP_001015499.4
OG0000614	XP_003401258.2	NP_001262793.1
OG0000616	XP_020723489.1, XP_020723488.1, XP_012174317.1	NP_610925.3
OG0000619	XP_012163419.1	NP_650283.1
OG0000620	XP_003394706.1, XP_003394705.1	NP_001262966.1
OG0000621	XP_003399063.1, XP_012169265.1, XP_012169266.1	NP_608616.2
OG0000622	XP_020722676.1, XP_003401208.1	NP_001260824.1
OG0000623	XP_003399765.2	NP_651455.1
OG0000624	XP_003402928.1, XP_012174804.1	NP_608663.1, NP_608668.2
OG0000625	XP_012174796.1, XP_012174795.1, XP_012174794.1, XP_003402908.1	NP_523364.2
OG0000626	XP_012169948.1, XP_012169951.1, XP_012169950.1, XP_012169949.1, XP_003399507.1, XP_020721555.1	NP_001286578.1
OG0000627	XP_012169193.1, XP_012169194.1, XP_012169195.1	NP_650034.1, NP_001246511.1
OG0000629	XP_020720524.1, XP_020720523.1, XP_012168332.1, XP_003398563.1, XP_012168331.1, XP_020720526.1	NP_476685.1
OG0000631	XP_012171546.1	NP_001188974.1, NP_001261083.1
OG0000632	XP_012170947.1, XP_003400196.1	NP_648413.1
OG0000633	XP_003400531.1	NP_611209.1
OG0000634	XP_003402330.1	NP_523566.4
OG0000634	XP_003402329.1	NP_001285932.1
OG0000635	XP_012174835.1, XP_012166436.1, XP_003402918.1	NP_609594.2
OG0000636	XP_012168337.1, XP_012168338.1, XP_012168335.1, XP_012168336.1	NP_001036454.1
OG0000637	XP_020719016.1	NP_570060.1, NP_731045.1
OG0000639	XP_003393881.1	NP_524132.1
OG0000640	XP_003396245.1, XP_020719607.1, XP_003396246.1, XP_003396247.1	NP_001284902.1, NP_647886.2
OG0000641	XP_012166954.1, XP_012166953.1, XP_012166951.1, XP_012166952.1, XP_012166950.1, XP_012166949.1, XP_003397465.1	NP_611356.1
OG0000642	XP_012174219.1, XP_003394019.1, XP_020724049.1	NP_001286255.1
OG0000643	XP_003396021.1	NP_651971.2
OG0000643	XP_003396020.1	NP_572287.1
OG0000644	XP_020722877.1, XP_020722876.1, XP_020722869.1, XP_003393959.1	NP_524980.1
OG0000645	XP_012173365.1	NP_573262.2
OG0000645	XP_012173367.1	NP_650014.2
OG0000646	XP_003396957.1	NP_572168.1, NP_612043.1
OG0000647	XP_012166548.1, XP_012166549.1	NP_001356889.1
OG0000648	XP_012170298.1	NP_001162713.1
OG0000649	XP_020720863.1	NP_001286294.1
OG0000650	XP_012167695.1, XP_020720049.1	NP_001097359.1
OG0000651	XP_012164915.1	NP_001260456.1
OG0000651	XP_003394047.1	NP_001033810.1
OG0000653	XP_020718880.1	NP_001261074.1
OG0000654	XP_012168767.1, XP_012176459.1	NP_001287006.1
OG0000655	XP_020723808.1, XP_020723801.1	NP_001163538.1
