Orthogroup	Bombus_terrestris	Aedes_aegypti
OG0000207	XP_012169552.1	XP_001650660.1
OG0000207	XP_012169920.1, XP_012169919.1	XP_021698130.1
OG0000208	XP_003399477.1	XP_021698134.1, XP_021698133.1
OG0000208	XP_003394143.1, XP_003394144.1	XP_001653727.1
OG0000209	XP_012167030.1, XP_012167033.1, XP_012167031.1, XP_012167034.1, XP_012167036.1, XP_012167037.1	XP_021711015.1, XP_021711016.1
OG0000210	XP_003396128.1, XP_012167928.1	XP_021702938.1
OG0000210	XP_012164486.1	XP_001655152.2
OG0000212	XP_003393900.1, XP_003403182.1, XP_012174957.1	XP_001650168.2, XP_001650170.2, XP_001650169.2, XP_021705033.1
OG0000213	XP_003399166.1, XP_003399165.1, XP_012169441.1, XP_012169439.1, XP_012169438.1, XP_012169436.1	XP_001660162.2
OG0000214	XP_003397389.1	XP_001653648.2
OG0000214	XP_003402159.1	XP_001660495.2, XP_001648014.1
OG0000215	XP_012172166.1, XP_003401025.1	XP_001650687.1
OG0000216	XP_003401971.1	XP_021695787.1, XP_021695812.1, XP_001658816.2, XP_001660657.2, XP_001652926.3, XP_021705200.1, XP_001652928.1, XP_001652922.1, XP_021704573.1, XP_001656766.3, XP_001663987.1, XP_001652925.2
OG0000217	XP_003396151.1	XP_021712681.1, XP_001656258.2, XP_021707319.1, XP_021696760.1, XP_021696771.1, XP_021694727.1
OG0000218	XP_012172566.2	XP_021706089.1, XP_001660419.1
OG0000219	XP_003394637.1	XP_001650937.1, XP_021711710.1
OG0000220	XP_020719485.1, XP_020719486.1, XP_020719487.1, XP_012165070.1, XP_012165068.1, XP_003396344.1	XP_021710699.1, XP_001651636.1
OG0000221	XP_020720834.1	XP_001660128.1
OG0000223	XP_012167632.1	XP_021710530.1
OG0000223	XP_003394761.1	XP_001658512.3
OG0000224	XP_020718441.1, XP_020718442.1, XP_012163516.1, XP_020718287.1, NP_001267823.1, XP_012163168.1	XP_001654732.1, XP_001654733.2
OG0000225	XP_020718472.1, XP_020718473.1, XP_012174019.1	XP_001647679.1
OG0000226	XP_012175521.2, XP_012175447.1	XP_021708650.1
OG0000226	XP_003400345.1	XP_021706929.1
OG0000227	XP_012169873.1, XP_012169872.1, XP_012169871.1, XP_003399621.1	XP_021696785.1
OG0000228	XP_020723156.1	XP_021712416.1
OG0000230	XP_012168967.1, XP_003399278.1, XP_012170718.1	XP_021699383.1
OG0000231	XP_020720652.1, XP_003398422.1	XP_021702255.1, XP_001656509.2, XP_011493518.1, XP_021712758.1, XP_021712760.1, XP_021698283.1, XP_021698300.1
OG0000232	XP_003400659.1, XP_020722317.1	XP_021697432.1, XP_021697433.1, XP_021697431.1, XP_021697430.1, XP_021697411.1, XP_021697412.1, XP_021697413.1, XP_021697424.1, XP_021697425.1, XP_021697426.1, XP_021697427.1, XP_021697428.1, XP_021697429.1, XP_021697414.1, XP_021697421.1, XP_021697420.1, XP_021697419.1, XP_021697418.1, XP_021697417.1, XP_021697416.1, XP_021697415.1, XP_021697423.1, XP_021697422.1
OG0000233	XP_003393462.1	XP_001657370.2
OG0000234	XP_003396094.1, XP_003396093.1, XP_012164939.1	XP_001659472.1, XP_001659474.1, XP_001659473.2
OG0000235	XP_012167720.1, XP_012167719.1, XP_012167718.1, XP_012167716.1	XP_021707634.1, XP_021707632.1, XP_021707627.1
OG0000236	XP_012172197.1	XP_001657619.2, XP_001651997.1, XP_021712370.1, XP_001651998.1, XP_021712372.1, XP_001651166.1, XP_001651167.1
OG0000236	XP_012172199.1	XP_001652725.2
OG0000237	XP_020722245.1	XP_021707698.1
OG0000237	XP_020722198.1	XP_021708376.1
OG0000239	XP_003400044.1, XP_020721966.1, XP_012170676.1, XP_012170677.1	XP_001648774.2, XP_021704849.1, XP_021705252.1, XP_001662669.2
OG0000241	NP_001274494.1, XP_003403294.1, XP_012168805.1	XP_001661295.2, XP_001652449.1
OG0000242	XP_012176615.2	XP_001662864.3, XP_021705201.1, XP_001662868.2, XP_021709352.1, XP_021707901.1, XP_021706401.1, XP_021706946.1, XP_021704581.1, XP_001662870.1, XP_001662865.3
OG0000243	XP_012164726.1	XP_001656949.2, XP_001656950.2, XP_021705735.1, XP_021704726.1
OG0000244	XP_003400569.1	XP_001652340.2
OG0000245	XP_003400548.1	XP_001663686.2, XP_001663685.2, XP_021699381.1, XP_021699380.1, XP_001663688.2, XP_001650638.2, XP_001650639.2, XP_001661890.1, XP_001661891.2, XP_001661190.2, XP_001648968.1
OG0000246	XP_003399661.1	XP_021702972.1
OG0000246	XP_003399659.1, XP_020721543.1	XP_001661057.2
OG0000247	XP_020718842.1	XP_021693011.1, XP_001651225.2, XP_001651227.2, XP_001650550.2
OG0000247	XP_012164509.1	XP_021694288.1
OG0000248	XP_012168644.1, XP_020721165.1, XP_020721164.1, XP_020721171.1	XP_021712411.1, XP_021695736.1, XP_021712410.1, XP_001648018.2, XP_021695735.1, XP_001651553.2
OG0000249	XP_012167204.1, XP_012166752.1, XP_012166751.1	XP_021706510.1, XP_021706400.1, XP_021712619.1, XP_021695195.1, XP_021694257.1, XP_021700139.1, XP_001658058.1
OG0000250	XP_003398082.1, XP_003398251.1	XP_001660282.2, XP_021705092.1
OG0000252	XP_020719888.1, XP_003392873.1, XP_012167405.1, XP_012167457.1	XP_001659013.1, XP_021711486.1
OG0000253	XP_003401070.1	XP_021694648.1, XP_021694649.1, XP_021694646.1, XP_021694644.1, XP_001658552.1, XP_021694643.1, XP_021694642.1, XP_021694641.1, XP_021694640.1, XP_021694647.1
OG0000254	XP_003397222.1	XP_001664252.1
OG0000254	XP_003395562.1	XP_021713090.1, XP_021713086.1, XP_021713085.1, XP_021713089.1, XP_021713088.1, XP_021713082.1, XP_021713081.1, XP_021713084.1, XP_021713083.1, XP_021713091.1
OG0000255	XP_012169788.1	XP_021695873.1
OG0000256	NP_001295235.1, XP_012176496.1	XP_001659923.1
OG0000257	XP_020722268.1, XP_020722269.1, XP_003400699.1	XP_021707001.1
OG0000257	XP_020722264.1	XP_001653528.1
OG0000260	XP_003393346.1, XP_003402310.1	XP_001651266.2
OG0000261	XP_020718460.1, XP_003395135.1, XP_003395133.1	XP_001653512.1
OG0000263	XP_012168652.1	XP_021695756.1, XP_001659895.1
OG0000264	XP_012166540.1	XP_021699793.1
OG0000264	XP_012166688.1, XP_003397315.1	XP_001654772.1
OG0000265	XP_012175738.1	XP_021693311.1, XP_021693310.1, XP_001656086.1, XP_001656087.2
OG0000266	XP_003401364.1	XP_001663718.1
OG0000266	XP_012172464.1, XP_012172463.1	XP_001648452.3
OG0000268	XP_020718561.1	XP_021694310.1, XP_021709288.1, XP_021708718.1, XP_021703075.1, XP_021703638.1, XP_021708988.1
OG0000269	XP_012170150.1, XP_012170154.1, XP_012170161.1, XP_012170122.1, XP_020723319.1, XP_012170166.1	XP_021694258.1
OG0000270	XP_012166216.1, XP_020719789.1, XP_012174889.2	XP_021693340.1
OG0000270	XP_003402376.1	XP_021693342.1
OG0000271	XP_012163596.1, XP_003395149.2, XP_012163598.1, XP_012163597.1, XP_012163600.1	XP_021694461.1, XP_021694462.1, XP_001657210.3, XP_021694460.1
OG0000272	XP_012167932.1	XP_021702656.1, XP_001651408.2
OG0000273	XP_012163322.1, XP_003394955.1	XP_021697010.1
OG0000274	XP_003395670.1	XP_021701671.1, XP_021701673.1, XP_021701670.1, XP_021701669.1, XP_021701674.1, XP_021701675.1, XP_021700871.1, XP_021700753.1, XP_021711724.1
OG0000274	XP_003395603.1	XP_021708647.1, XP_021712554.1
OG0000275	XP_003402700.1, XP_012174414.1, XP_003402699.1, XP_012173152.1, XP_003401772.1, XP_020722894.1, XP_003401771.1, XP_003401770.1, XP_003401883.1, XP_012173305.1, XP_003401825.1	XP_021698978.1, XP_021698986.1, XP_021698985.1, XP_021698984.1, XP_021698983.1, XP_021698982.1, XP_021698981.1, XP_021698980.1, XP_021698979.1, XP_021698977.1
OG0000277	XP_012171242.1, XP_003400456.1	XP_021699116.1, XP_021699115.1, XP_021699120.1, XP_021699119.1, XP_021699118.1, XP_021699117.1
OG0000278	XP_003395965.1	XP_021710949.1, XP_021710951.1, XP_021710950.1, XP_001661751.1
OG0000279	XP_003400301.1	XP_021701402.1, XP_021704615.1
OG0000281	XP_020723531.1, XP_003402779.1	XP_021704238.1, XP_021704239.1, XP_001651431.1
OG0000283	XP_003395709.1	XP_021699203.1
OG0000284	XP_012165662.1	XP_021713281.1
OG0000284	XP_003396501.1	XP_001649911.1
OG0000285	XP_012163289.1, XP_003394928.1	XP_021711274.1, XP_021711275.1, XP_001654392.1, XP_001654393.1
OG0000287	XP_012165419.1	XP_021693442.1, XP_021693441.1, XP_021693440.1, XP_021693439.1, XP_001654533.1, XP_001654534.1, XP_021693438.1
OG0000287	XP_020719656.1, XP_020719657.1, XP_003396391.1	XP_001653434.1
OG0000288	XP_012176000.1	XP_021708643.1
OG0000288	XP_003395685.1	XP_021701110.1, XP_021701114.1, XP_021701113.1, XP_021701116.1, XP_021701115.1, XP_021701109.1, XP_021701112.1, XP_021701117.1
OG0000289	XP_003393170.1, XP_012175778.1, XP_012175785.1, XP_012175792.1, XP_012175770.1	XP_001653392.1, XP_021700629.1
OG0000291	XP_020722949.1, XP_003401230.1	XP_001660325.1
OG0000292	XP_020721082.1	XP_021705719.1
OG0000295	XP_020718759.1, XP_020718760.1, XP_003395333.1	XP_001657310.1, XP_001657309.1, XP_021709409.1, XP_021711736.1
OG0000296	XP_012175997.1, XP_012175996.1	XP_021696627.1, XP_001652037.1
OG0000298	XP_012164070.1, XP_003395613.1	XP_001653995.1
OG0000299	XP_012176598.1, XP_012176601.1, XP_012176600.1, XP_003394635.1, XP_012176599.1	XP_001651322.2
OG0000300	XP_003396567.1	XP_001648404.2
OG0000300	XP_003396484.1	XP_001655172.1
OG0000301	XP_003399611.1	XP_001648376.1
OG0000302	XP_012170889.1	XP_021704818.1
OG0000302	XP_012168271.1	XP_011493002.2
OG0000304	XP_012175192.1, XP_012175194.1, XP_003403180.1, XP_012175195.1	XP_021710383.1, XP_021710379.1, XP_021710380.1, XP_021710381.1, XP_021710384.1, XP_021710386.1, XP_021710382.1
OG0000305	XP_012166359.1	XP_021713275.1
OG0000305	XP_003393481.1, XP_012169045.1, XP_012169053.1	XP_021709869.1
OG0000306	XP_012164015.1, XP_020718921.1, XP_003395571.1	XP_021713149.1, XP_001657736.2
OG0000307	XP_003402144.1, XP_003402143.1	XP_001648503.2, XP_021709490.1
OG0000308	XP_020720591.1	XP_021704951.1, XP_001652493.1
OG0000309	XP_003399465.1, XP_020721648.1, XP_012169829.1	XP_021703498.1, XP_021703499.1, XP_021703500.1, XP_021703501.1
OG0000310	XP_003402676.1, XP_012174337.1, XP_012174338.1, XP_012174339.1	XP_021709445.1, XP_021707061.1
OG0000311	NP_001267835.1, XP_012168914.1	XP_001663796.1
OG0000312	XP_012171304.1, XP_012171301.1, XP_012171299.2, XP_020722096.1, XP_012171308.1, XP_003400476.1	XP_011493181.2
OG0000313	XP_003401730.1, XP_020722941.1	XP_021711596.1
OG0000314	XP_003401109.1	XP_001651916.1, XP_021710674.1, XP_001651919.1
OG0000314	XP_003401102.1	XP_021694403.1
OG0000315	XP_003393266.1, XP_003393186.2, XP_020719579.1, XP_003393207.1, XP_003393256.1	XP_001659087.2, XP_021708161.1, XP_001659089.2, XP_021708674.1, XP_021708675.1
OG0000316	XP_020721709.1	XP_001659462.2
OG0000316	XP_003401938.2	XP_021708459.1
OG0000317	XP_020720978.1, XP_003399343.1, XP_012169708.1, XP_012169706.1, XP_012169707.1	XP_021709328.1
OG0000318	XP_003399756.2	XP_001650906.1, XP_021701160.1, XP_021701159.1, XP_021701158.1
OG0000319	XP_012169247.1, XP_012169246.1, XP_012169248.1, XP_003399058.1	XP_021696890.1, XP_021696891.1, XP_021696892.1, XP_021696894.1, XP_021696895.1, XP_021696896.1, XP_021696897.1, XP_021696893.1, XP_001650010.1, XP_021696889.1
OG0000320	XP_012171701.1	XP_001657626.2, XP_021712346.1, XP_021707306.1, XP_021707307.1, XP_001652831.1, XP_001663870.2, XP_001653082.1
OG0000321	XP_003396497.1, XP_012166184.1	XP_001654226.2
OG0000322	XP_012167924.1	XP_021699357.1, XP_001664072.2, XP_001664071.2
OG0000323	XP_012168820.1, XP_020720958.1, XP_020720960.1, XP_020720959.1, XP_020720957.1, XP_003398855.1, XP_012168822.1	XP_021709796.1
OG0000325	XP_012166143.1, XP_012166144.1, XP_003396981.1	XP_021707537.1, XP_021707536.1, XP_021707533.1, XP_021707534.1, XP_021707535.1, XP_021707531.1, XP_021707530.1, XP_021707529.1, XP_021707538.1, XP_021707532.1
OG0000326	XP_012167433.1	XP_021704815.1, XP_001661509.1, XP_021704813.1, XP_021704814.1, XP_021706377.1
OG0000329	XP_012173620.1	XP_001663012.2, XP_001663019.1, XP_001663014.2, XP_021713330.1, XP_001663018.1, XP_001663020.2, XP_001663015.2, XP_001657173.1
OG0000330	NP_001267838.1	XP_021712238.1, XP_001657293.2, XP_001657289.2, XP_001657288.2
OG0000332	XP_020722095.1, XP_012171298.1, XP_012171292.1, XP_012171295.1, XP_012171296.1, XP_012171297.1	XP_001648362.2
OG0000333	XP_012163501.1, XP_020718311.1	XP_021693426.1
OG0000334	XP_020720845.1, XP_012167907.1, XP_012167904.1, XP_012167906.1, XP_012167905.1, XP_020720846.1	XP_021701876.1
OG0000335	XP_020723223.1, XP_003402203.1	XP_021711938.1
OG0000336	XP_020723021.1, XP_003394465.1	XP_001655208.2
OG0000337	XP_012168611.1	XP_021696470.1, XP_021696471.1, XP_021711867.1
OG0000338	XP_003395637.1	XP_021704339.1, XP_021712750.1, XP_021699898.1, XP_021699880.1, XP_001648753.2
OG0000339	XP_012164370.1, XP_012164369.1	XP_001648723.1
OG0000339	XP_012173169.1, XP_020722951.1	XP_001656676.1
OG0000340	XP_003400853.1	XP_021705793.1
OG0000341	XP_020720041.1	XP_021702717.1, XP_001659283.1
OG0000342	XP_012169201.1	XP_021700597.1
OG0000342	XP_020721162.1	XP_021709325.1
OG0000343	XP_003394043.1, XP_012175819.1	XP_021708138.1, XP_021708134.1, XP_021708135.1, XP_021708132.1, XP_021708133.1, XP_021708130.1, XP_021708131.1, XP_021708137.1, XP_021708129.1, XP_021708128.1, XP_021708127.1, XP_021708136.1, XP_021708126.1, XP_021704604.1
OG0000344	XP_020721163.1	XP_021697739.1, XP_021697741.1, XP_021697740.1
OG0000345	XP_003402881.1, XP_020723622.1, XP_012174636.1, XP_012174638.1, XP_012174635.1	XP_021707280.1, XP_021707281.1, XP_021707282.1
OG0000347	XP_012166755.1, XP_003397452.1, XP_003397451.1	XP_021700452.1
OG0000349	XP_003402206.1, XP_012173611.1, XP_012173610.1, XP_012173613.1, XP_012173612.1	XP_021693827.1
OG0000350	XP_012169146.1, XP_020721331.1, XP_012169147.1, XP_020721332.1	XP_001659213.2
OG0000351	XP_012176559.1, XP_012176558.1, XP_012176562.1, XP_012176561.1, XP_012176563.1, XP_020724196.1, XP_012176557.1	XP_021707134.1, XP_001647780.1
OG0000352	XP_020722929.1	XP_021696227.1, XP_021696225.1, XP_021696229.1, XP_021696224.1, XP_021696228.1, XP_021696219.1, XP_021696220.1, XP_021696221.1, XP_021696216.1, XP_021696217.1, XP_021696222.1, XP_021696223.1, XP_001654250.2, XP_021696226.1
OG0000356	XP_003397921.1, XP_012167462.1	XP_001657830.1, XP_001648015.1, XP_001647923.1, XP_001655977.1, XP_001647921.1, XP_001647922.2
OG0000357	XP_020722207.1, XP_012171737.1, XP_003400885.1	XP_021701084.1
OG0000358	XP_003396633.1, XP_003396634.1	XP_001661132.1, XP_021698766.1
OG0000360	XP_020722453.1, XP_020722452.1, XP_012172665.1, XP_012172663.1, XP_012172664.1, XP_012172661.1, XP_003401447.1	XP_021705669.1, XP_021705670.1
OG0000361	XP_012172740.1, XP_012172741.1, XP_012172742.1, XP_003401494.1, XP_020722602.1, XP_003403371.2, XP_012172745.1, XP_003401606.2, XP_012172746.2	XP_001650659.2, XP_021704356.1, XP_021704357.1, XP_021704358.1, XP_021704359.1, XP_001653317.1
OG0000362	XP_003396517.1	XP_001658111.1
OG0000362	XP_003396516.2	XP_021698010.1
OG0000363	XP_003402028.1	XP_001660101.2
OG0000363	XP_012173210.2	XP_001660100.2, XP_021693660.1, XP_021708215.1, XP_011492937.1
OG0000364	XP_003395514.1	XP_021701773.1, XP_001658074.1, XP_021701778.1, XP_021701775.1, XP_021701774.1, XP_021701777.1, XP_021701776.1
OG0000365	XP_020720955.1, XP_020720956.1, XP_020720953.1, XP_020720954.1, XP_012168842.2	XP_021696655.1, XP_021696656.1, XP_001652059.2
OG0000366	XP_012172186.1, XP_020722400.1, XP_020722391.1, XP_020722396.1	XP_021698510.1, XP_021698495.1, XP_021698505.1, XP_021698504.1, XP_021698507.1
OG0000367	XP_012167903.1, XP_012167901.1, XP_003398235.1	XP_001650261.2
OG0000368	XP_003394566.1, XP_003394648.1	XP_001649238.1, XP_001649236.1, XP_021705594.1
OG0000369	XP_020723458.1, XP_012165925.1	XP_021706588.1, XP_021708003.1
OG0000370	XP_020720427.1	XP_021712555.1
OG0000370	XP_020720425.1	XP_001658407.1
OG0000372	XP_020718391.1, XP_003402715.1	XP_001653705.2
OG0000375	XP_012165353.1, XP_012165354.1, XP_012165356.1	XP_001652513.1
OG0000376	XP_003398352.1, XP_012168063.1, XP_020720538.1, XP_012168065.1	XP_021711017.1
OG0000377	XP_020724183.1	XP_001660801.2
OG0000377	XP_003402512.1	XP_001652672.1, XP_001652671.1, XP_001652673.1
OG0000378	XP_003396150.2, XP_003396189.1, XP_012164598.1	XP_021709491.1
OG0000379	XP_012175936.1, XP_012175938.1, XP_012175937.1, XP_012175931.1, XP_012175932.1, XP_012175930.1, XP_012175933.1, XP_012175934.1	XP_021704205.1, XP_021704206.1
OG0000380	XP_003392935.1	XP_001658589.2, XP_021700482.1
OG0000381	XP_012167656.1	XP_021709141.1
OG0000381	XP_003402681.1	XP_021708636.1, XP_001653770.1
OG0000382	XP_012168350.1, XP_012174094.1	XP_021712504.1, XP_021705463.1
OG0000384	XP_012175752.1	XP_001660403.1
OG0000384	XP_012175743.1	XP_021708638.1
OG0000385	XP_003401768.1, XP_012164954.1, XP_020719099.1	XP_021712982.1, XP_001649476.1
OG0000386	XP_003400987.1, XP_020722562.1, XP_012172013.1	XP_011493284.1, XP_001651049.1, XP_021694539.1
OG0000387	XP_012175291.1, XP_012175221.2, XP_020723851.1, XP_020723852.1, XP_012175231.1, XP_003402884.1	XP_001651743.2, XP_001651741.2, XP_021706845.1, XP_021706846.1, XP_021707468.1, XP_021707467.1
OG0000388	XP_012173041.1	XP_021694733.1
OG0000388	XP_003398801.1	XP_001659821.1
OG0000389	XP_020718377.1, XP_012164301.1, XP_012164306.1, XP_003393116.1, XP_012164295.1, XP_012166573.1	XP_001653489.2, XP_001653487.1
OG0000390	XP_003396996.1, XP_003396997.1, XP_012166155.1, XP_003396995.1, XP_012166154.1, XP_012166153.1	XP_001652622.1
OG0000391	XP_012174308.2, XP_012174304.1	XP_021708186.1, XP_021708180.1
OG0000392	XP_012166717.1, XP_003402154.1, XP_012174009.1, XP_012164720.1	XP_021694279.1
OG0000394	XP_020719841.1, XP_020719840.1, XP_020719839.1, XP_020719838.1	XP_021705811.1, XP_021705815.1, XP_021705814.1, XP_021705816.1, XP_021705810.1, XP_021705812.1, XP_021705813.1
OG0000395	XP_003397852.1, XP_012176252.1	XP_021711480.1
OG0000396	XP_012167767.1, XP_020720841.1	XP_001649428.2, XP_001651977.1, XP_001651979.1, XP_021694881.1
OG0000397	XP_020718578.1, XP_003394879.1, XP_003394880.1, XP_003394878.1	XP_021705047.1, XP_021705046.1, XP_021712900.1
OG0000398	XP_012168122.1	XP_001654423.1
OG0000399	XP_020722833.1, XP_012172906.1	XP_021701463.1, XP_021701471.1, XP_021701437.1
OG0000400	XP_003402764.1	XP_021708893.1, XP_001657539.2, XP_001657536.2
OG0000401	XP_012164030.1, XP_003395577.1, XP_003395578.1	XP_021710740.1, XP_001657992.2, XP_021710747.1
OG0000402	XP_003400160.1, XP_012170795.1	XP_011492940.1, XP_001658086.2
OG0000403	XP_020718803.1, XP_020718789.1, XP_020718807.1	XP_021702997.1, XP_021702978.1, XP_021702985.1, XP_021702994.1
OG0000405	XP_012167804.1	XP_001663334.1
OG0000405	XP_003398123.1	XP_001660991.1
OG0000406	XP_020723977.1	XP_001656191.2
OG0000406	XP_012175529.1	XP_001657673.2, XP_001657671.1, XP_001657674.2
OG0000407	XP_003403245.2, XP_020720218.1	XP_001650092.2
OG0000408	XP_003396962.1, XP_003396963.1	XP_001656144.1
OG0000408	XP_012165754.1	XP_001649800.1
OG0000409	XP_020718339.1, XP_003394778.1, XP_012163106.1, XP_012163108.1	XP_021710172.1, XP_021710173.1, XP_021710174.1, XP_021710175.1, XP_001652242.1, XP_021710171.1, XP_001652240.1
OG0000410	XP_012176731.1	XP_021706294.1, XP_021706293.1
OG0000410	XP_003399742.1	XP_021700545.1, XP_021700546.1, XP_021711935.1
OG0000411	XP_003396802.2	XP_021698601.1
OG0000411	XP_003396581.1, XP_012165508.1	XP_001664033.2
OG0000412	XP_003400397.2	XP_021698414.1
OG0000412	XP_012174375.1	XP_021710181.1, XP_021710186.1
OG0000413	XP_012163071.1, XP_012163074.1	XP_021704464.1, XP_021704463.1, XP_021704462.1, XP_021704461.1, XP_021704460.1, XP_021704471.1, XP_021704472.1, XP_021704469.1, XP_021704470.1, XP_021704467.1, XP_021704468.1, XP_021704465.1, XP_021704466.1
OG0000415	XP_012163272.1, XP_003394915.1	XP_021707878.1
OG0000416	XP_012164318.1, XP_012168711.1	XP_001648022.2
OG0000417	XP_012163650.1	XP_001656516.2
OG0000417	XP_012172282.1	XP_001660338.2
OG0000418	XP_003399880.1, XP_012170533.1	XP_001658954.1
OG0000418	XP_012174769.1, XP_020723705.1	XP_021700067.1
OG0000419	XP_020723145.1	XP_001650207.1
OG0000420	XP_003394025.1	XP_001654248.2, XP_001663090.2, XP_001663089.2
OG0000421	XP_012170316.1	XP_021710730.1
OG0000422	XP_003395309.1	XP_021695345.1
OG0000423	XP_003394993.1	XP_021700803.1, XP_021700802.1, XP_001654139.1, XP_001654140.1
OG0000424	XP_012174291.1	XP_001660884.1, XP_001660885.1
OG0000425	XP_003398194.1	XP_001661159.1
OG0000426	XP_003397226.1, XP_012166576.1, XP_012166575.1, XP_003397227.1	XP_001648511.1, XP_021706083.1
OG0000427	XP_012163873.1	XP_021693479.1
OG0000428	XP_012171994.2	XP_001652376.3
OG0000428	XP_003398616.1	XP_021713276.1
OG0000429	XP_012173564.1	XP_021708592.1
OG0000430	XP_003393474.3, XP_012164313.1	XP_001651734.2
OG0000431	XP_012175035.1	XP_001654510.2, XP_021699064.1, XP_001654511.2, XP_021699065.1, XP_011493547.2, XP_021694254.1, XP_021699035.1, XP_021695235.1
OG0000432	XP_003403170.1, XP_012175177.1, XP_012175178.1	XP_021693214.1, XP_001660788.2
OG0000433	XP_003398505.3	XP_021706095.1
OG0000433	XP_012170988.1, XP_012170987.1	XP_021707462.1
OG0000434	XP_003394827.1, XP_012176733.1	XP_021706134.1, XP_021706133.1, XP_021707113.1, XP_021707115.1
OG0000436	XP_003401916.2, XP_012173639.2	XP_021707245.1, XP_021707240.1
OG0000436	XP_012173042.1	XP_001648952.2
OG0000437	XP_012170305.1, XP_012170304.1, XP_020721631.1	XP_001652247.1
