Orthogroup	Bombus_terrestris	Tribolium_castaneum
OG0000954	XP_003402952.1	XP_015834707.1
OG0000955	XP_012171379.1	XP_008194042.1, XP_015833870.1
OG0000957	XP_003401786.1	XP_969616.2
OG0000958	NP_001291369.1, XP_012174015.1	XP_008199736.1, XP_973738.2
OG0000959	XP_020720657.1, XP_003398238.1	XP_015835943.1
OG0000960	XP_012164276.1	XP_972385.1
OG0000960	XP_012164277.1	XP_001813556.2
OG0000961	XP_020720008.1	XP_015833743.1
OG0000962	XP_020721999.1	XP_008194653.1
OG0000963	XP_003397850.1, XP_020720452.1	XP_976188.1
OG0000964	XP_012174359.1, XP_003393771.1	XP_975467.2, XP_015834681.1
OG0000965	XP_003397396.1, XP_020720241.1	XP_015835969.1, XP_015835957.1
OG0000966	XP_020720110.1, XP_012174260.1	XP_969046.1
OG0000967	XP_003394892.1	XP_008195382.1
OG0000968	XP_020724328.1	XP_008195614.1, XP_971104.2, XP_008195611.1
OG0000969	XP_003396675.1, XP_003401824.2	XP_015840918.1, XP_008201276.1
OG0000970	XP_012168640.1, XP_003398677.1, XP_012168641.1	XP_968305.1
OG0000971	XP_003401093.1	XP_972282.2, XP_015837020.1
OG0000972	XP_003399041.1, XP_012169237.1, XP_012169238.1	XP_967420.1
OG0000974	XP_020721996.1, XP_003400890.1, XP_012171747.1	XP_971298.2
OG0000975	XP_012174045.1	XP_015837167.1, XP_015837165.1, XP_015837173.1
OG0000976	XP_003396062.1, XP_012164905.1	XP_008198905.1
OG0000977	XP_012164019.1, XP_012164016.1, XP_012164018.1, XP_012164017.1, XP_012164022.1, XP_012164021.1, XP_012164025.1, XP_012164023.1, XP_012164020.1	XP_015837319.1, XP_970802.1
OG0000978	XP_020723704.1, XP_012169494.1	XP_008199102.1
OG0000979	XP_020721981.1, XP_020719817.1	XP_969078.1
OG0000980	XP_003397335.1	XP_015840382.1, XP_015838797.1, XP_015840939.1
OG0000981	XP_012163634.1	XP_008199943.1
OG0000982	XP_003398431.1	XP_015835195.1, NP_001280502.1
OG0000983	XP_012163973.1, XP_003395529.1	XP_967514.2, XP_008193998.2
OG0000984	XP_012170831.1	XP_008197144.1
OG0000984	XP_003400352.2	XP_008197146.1
OG0000985	XP_003398411.1	XP_008195583.1
OG0000986	XP_003395318.1	XP_015837599.1
OG0000987	XP_020718255.1, XP_020723968.1	XP_015836128.1
OG0000988	XP_003393336.1, XP_012166339.1, XP_003393337.1	XP_015838738.1
OG0000989	XP_020721825.1	XP_008194375.1
OG0000992	XP_012171049.1	XP_974606.1
OG0000993	XP_003393818.1	NP_001164130.1, NP_001164132.1
OG0000994	XP_003394066.1, XP_003394063.1	XP_968930.1
OG0000995	XP_012168054.1, XP_020720884.1	XP_008198979.1
OG0000996	XP_003401769.1, XP_012173148.1, XP_012173147.1, XP_012173146.1	XP_972738.1, XP_008200903.1
OG0000997	XP_003395510.1	XP_001812951.1
OG0000997	XP_020718730.1	XP_971180.1
OG0000998	XP_012166749.1	XP_015837903.1, XP_008196475.1
OG0000999	XP_012175190.1	NP_001038092.1, NP_001038091.1, XP_015835197.1
OG0001000	XP_003396466.1	XP_971954.1
OG0001001	XP_003398637.1, XP_003395094.1	XP_015837955.1, XP_008196172.1
OG0001002	XP_003401492.1	XP_969124.4, XP_971550.1
OG0001003	XP_020720847.1, XP_003398428.1	XP_008193884.1
OG0001004	XP_020720697.1	XP_972250.1
OG0001005	XP_003393385.1	NP_001164000.1
OG0001006	XP_003398903.1, XP_012169008.1	XP_015835270.1, XP_015835267.1
OG0001007	XP_012171583.1	XP_008198971.1
OG0001008	XP_020721160.1	NP_001306193.1, NP_001034521.1
OG0001009	XP_012169742.1	XP_015837854.1
OG0001010	XP_003396326.1	XP_008192053.1
OG0001011	XP_003401633.1	XP_974410.1
OG0001012	XP_012164463.1	XP_008195285.1
OG0001013	XP_003393382.1, XP_020718545.1	XP_015836976.1
OG0001014	XP_012175742.1, XP_003394044.1	XP_974871.1
OG0001015	XP_012165103.1	XP_008201197.1
OG0001015	XP_012165099.1	XP_008201597.1
OG0001016	XP_020719257.1	XP_969349.1
OG0001016	XP_003398736.2	XP_967560.1
OG0001017	XP_003393261.1, XP_012165340.1, XP_012165355.1, XP_012165362.1, XP_020720886.1	XP_969629.1, XP_008194028.1
OG0001018	XP_020723280.1	NP_001107779.1
OG0001018	XP_020723281.1	NP_001107780.1
OG0001019	XP_003398683.1	XP_015839056.1, XP_974292.2, XP_008198287.1
OG0001020	XP_012175853.1, XP_012175856.1, XP_012175859.1, XP_012175858.1	XP_970433.1
OG0001021	XP_003398945.1, XP_003398947.1, XP_003398946.1	XP_969653.1
OG0001022	XP_012175120.1, XP_012175206.1	XP_015835414.1, XP_015835415.1
OG0001023	XP_012169769.1, XP_012169768.1	XP_001811805.1
OG0001024	XP_020722213.1, XP_012171258.1, XP_012171259.1, XP_003400449.1	XP_971735.1
OG0001025	XP_003398201.1	XP_008193091.1
OG0001026	XP_020724246.1	XP_970449.1
OG0001027	XP_012164263.1, XP_020718816.1, XP_020718817.1	XP_015838508.1
OG0001028	XP_003393673.1	XP_015839464.1, XP_970163.1
OG0001029	XP_012169880.2	XP_015840479.1
OG0001030	XP_020721992.1, XP_003400846.1	XP_015838296.1, XP_976275.1
OG0001031	XP_012169757.1, XP_012169752.1, XP_012169746.1, XP_012169763.1	XP_975003.1, XP_975012.1
OG0001032	XP_012170957.1	XP_008197238.1
OG0001033	XP_003396273.1	XP_968121.1
OG0001034	XP_012164214.1	XP_015835089.1, XP_015835090.1, XP_008192440.2, XP_015835122.1, XP_008192433.1, XP_008192434.1, XP_015840598.1, XP_008201070.1
OG0001035	XP_012166278.1	XP_001816488.1
OG0001036	XP_020719237.1, XP_003396970.1	XP_015838416.1
OG0001037	XP_003397063.1, XP_003397062.1, XP_012166344.1	XP_008201337.1
OG0001038	XP_003395639.1	XP_975102.1
OG0001039	XP_003400481.1	XP_008197122.1, XP_972852.1
OG0001040	XP_012163729.1, XP_003393071.1	XP_008200571.1
OG0001041	XP_003402975.1	XP_971368.1, XP_008199393.1, XP_008199391.1
OG0001042	XP_020722909.1	XP_008191863.1
OG0001043	XP_012165560.1, XP_003396982.1	XP_008199231.1, XP_008199232.1
OG0001044	XP_012172024.1, XP_012172023.1, XP_020722709.1, XP_003400994.1, XP_012172025.1	XP_015839545.1
OG0001045	XP_003397182.1, XP_012166522.1	XP_974068.1
OG0001046	XP_020721361.1	XP_015835974.1
OG0001048	XP_003400324.1	XP_015836699.1, XP_008195153.1
OG0001049	XP_020720291.1	XP_008198519.1
OG0001050	XP_020721088.1, XP_003398990.1	XP_008197845.1, XP_008197843.1
OG0001052	XP_012164443.1	XP_015836414.1
OG0001053	XP_020720012.1, XP_003397690.1	XP_008201416.1
OG0001054	XP_012170074.1, XP_012170075.1, XP_012170073.1, XP_012170071.1, XP_020721696.1	XP_970597.2
OG0001055	XP_012170680.1	XP_971906.1
OG0001056	XP_003402872.1, XP_012174598.1, XP_012174597.1, XP_012174596.1	XP_008199786.1
OG0001057	XP_012164261.1	XP_015838535.1
OG0001058	XP_012168390.1, XP_012168389.1, XP_012168391.1	XP_015833239.1, XP_015833240.1, XP_968118.1, XP_008190828.1
OG0001059	XP_003393651.1, XP_003397773.1	XP_001812701.1
OG0001060	XP_012163202.1	XP_975678.1
OG0001061	XP_012168011.1, XP_020720840.1	XP_008194269.1, XP_015835880.1
OG0001063	XP_020722594.1, XP_020719112.1	XP_008198790.1
OG0001064	XP_020722284.1, XP_020722285.1	XP_015839254.1, XP_973869.1
OG0001065	XP_020720506.1, XP_020720504.1, XP_020720505.1	NP_001076808.1, XP_008195066.1
OG0001066	XP_012169239.1	XP_008194156.1, XP_015835951.1, XP_008194158.1, XP_971810.2
OG0001067	XP_003399396.1	XP_015835194.1, XP_015835191.1, XP_015835193.1, XP_015835189.1
OG0001068	XP_012165849.1	XP_015833006.1, XP_015833002.1
OG0001069	XP_003400830.1	XP_008195047.1, XP_008195052.1, XP_970713.1
OG0001070	XP_020720555.1	XP_967757.1
OG0001071	XP_003397816.1	XP_015835573.1, XP_971088.1
OG0001072	XP_012170687.1	XP_968287.2
OG0001073	XP_003397563.1	XP_015840906.1
OG0001074	XP_003394236.1, XP_003394238.1	XP_968014.1
OG0001076	XP_020723292.1	XP_015836852.1
OG0001077	XP_003399720.1, XP_003399719.1	XP_969551.1
OG0001078	XP_003398213.1	XP_008197026.2
OG0001079	XP_012163931.1	XP_970516.1
OG0001081	XP_020722259.1	XP_972805.1, XP_008196164.1
OG0001082	XP_020718769.1	XP_974821.1
OG0001084	XP_012171819.1	XP_008193669.1
OG0001085	XP_012163774.1	XP_015836984.1, XP_966581.1
OG0001086	XP_020718465.1, XP_012163236.1, XP_012163235.1, XP_012163234.1, XP_012163233.1, XP_003395250.1, XP_020718463.1	XP_008196611.1
OG0001090	XP_003394894.1, XP_003394895.1	XP_008193026.1, XP_969238.1
OG0001091	XP_003397668.1	XP_008191347.1
OG0001092	XP_003397991.1	XP_008192984.1, NP_001107766.2
OG0001093	XP_012175412.1, XP_012175413.1, XP_012175411.1	XP_967758.1
OG0001094	XP_012175854.1, XP_012175843.1	XP_972722.1
OG0001095	XP_012174330.1	XP_974524.1
OG0001096	XP_020721467.1, XP_012170293.1, XP_003399736.1, XP_020721468.1	XP_971402.1
OG0001097	XP_003398536.1	XP_973281.1
OG0001098	XP_012170564.1, XP_012170563.1, XP_012170562.1, XP_012170561.1, XP_012170568.1, XP_012170566.1, XP_012170569.1, XP_012170565.1	XP_001808476.1
OG0001099	XP_012167228.1	XP_015838140.1
OG0001099	XP_012167227.1	XP_015838137.1
OG0001100	XP_003395980.1	XP_015833017.1, XP_974324.1
OG0001101	XP_003399060.1	XP_015835316.1, XP_008192958.1
OG0001102	XP_003395066.1, XP_003395067.1	XP_008198777.1, XP_970498.1
OG0001103	XP_012173261.1, XP_012173260.1, XP_003401858.1	NP_001164136.1
OG0001104	XP_020718898.1	XP_966537.1
OG0001105	XP_003402656.1	XP_968687.1, XP_015836906.1, XP_015836904.1, XP_969139.2, XP_968617.1
OG0001106	XP_012173949.1, XP_003402322.1, XP_012173950.1	XP_975213.1
OG0001107	XP_012173130.1, XP_003401755.1	XP_015835955.1, XP_967711.1
OG0001108	XP_003401737.1	XP_969212.1, XP_969136.1, XP_969065.1
OG0001109	XP_012175154.1	XP_015840812.1
OG0001110	XP_003399407.1	XP_008197884.1
OG0001111	XP_012169483.1, XP_012169484.1, XP_012169476.1, XP_012169458.1, XP_012169464.1, XP_012169453.1	XP_975084.1
OG0001112	XP_012174674.1	XP_015839558.1, XP_008199112.1, XP_008199111.1, XP_008199113.1, XP_008199114.1
OG0001113	XP_003395429.1	XP_966673.1
OG0001114	XP_020720606.1	XP_966885.1, XP_008191103.1
OG0001115	XP_003401766.1	XP_968555.2
OG0001116	XP_003397472.1	XP_008199210.1
OG0001117	XP_020720702.1	XP_008199836.1
OG0001118	XP_003393752.1, XP_012170929.1, XP_012170923.1	XP_972023.1
OG0001119	XP_003398972.1, XP_012169129.1	XP_015833676.1
OG0001120	XP_003396813.1	XP_008195678.2
OG0001120	XP_003396815.1	XP_975429.1
OG0001121	XP_012163127.1	NP_001107840.1, XP_008201496.1
OG0001122	XP_012172103.2	XP_968775.1
OG0001124	XP_012168157.1	XP_975636.1
OG0001125	XP_003396616.1, XP_020719415.1	XP_008190532.1, XP_008190533.1, XP_008190535.1, XP_008190536.1, XP_008190537.1, XP_015833013.1
OG0001126	XP_003397039.1	XP_971282.1, XP_015836202.1
OG0001127	XP_020719282.1, XP_003396375.1	XP_008198191.1
OG0001128	XP_020719571.1	XP_008190655.1
OG0001129	XP_003395954.1, XP_012164551.1	XP_008195074.1
OG0001130	XP_020721883.1, XP_003400316.2, XP_012170922.1, XP_012170921.1, XP_020721882.1	XP_968477.1
OG0001131	XP_020720749.1, XP_020720763.1	XP_015840650.1, XP_008199422.1
OG0001132	XP_003394768.1	XP_967011.1
OG0001134	XP_003400253.1	XP_008194083.1
OG0001135	XP_003393299.1	XP_968753.2
OG0001137	XP_020724122.1	XP_008198456.2
OG0001138	XP_012169017.1, XP_003398913.1	XP_974752.2
OG0001139	XP_020722729.1	XP_973786.1, XP_015835878.1
OG0001140	XP_003402479.1, XP_012174082.1	XP_971142.1
OG0001141	XP_012169554.1, XP_012169555.1	NP_001103250.1, NP_001103249.1, NP_001103248.1
OG0001142	XP_020721719.1, XP_003400015.1	XP_008193039.1
OG0001143	XP_003398491.1	XP_969623.1
OG0001144	XP_003401088.1, XP_003401087.1	NP_001280546.1
OG0001145	XP_003397437.1, XP_012166925.1	XP_973829.1
OG0001146	XP_020718965.1	XP_967210.1
OG0001147	XP_003394869.1, XP_003394870.1	XP_008201711.1
OG0001148	XP_012169181.1, XP_020720975.1	XP_008191864.1
OG0001149	XP_012169249.1	XP_008193472.1
OG0001150	XP_003395168.1	XP_968505.1
OG0001151	XP_003398933.2	XP_008194307.1
OG0001152	XP_020720795.1	XP_015835806.1
OG0001153	XP_020718573.1	XP_008196650.2
OG0001154	XP_020722635.1, XP_020722631.1	XP_015840392.1, XP_008195259.1
OG0001155	XP_003393745.1	XP_008192108.1, XP_008192109.1, XP_974039.1
OG0001156	XP_003398458.1, XP_012168191.1	XP_008192296.1
OG0001157	XP_012167432.1, XP_003393317.1	XP_970548.1, XP_008199067.1
OG0001158	XP_012165204.1	XP_008197031.1, NP_001164280.1
OG0001159	XP_012168627.1	XP_008199533.1
OG0001160	XP_003394748.1	XP_972545.1
OG0001161	XP_012171801.1	NP_001164093.1
OG0001163	XP_020723064.1	XP_008196669.1, XP_972490.2
OG0001164	XP_012168461.1	XP_001815875.1
OG0001165	XP_020720601.1	XP_015835803.1, XP_008193882.1
OG0001166	XP_003397967.1, XP_012167688.1	XP_008191785.1, XP_015833648.1, XP_015833649.1
OG0001167	XP_003402307.1	XP_008190526.1
OG0001168	NP_001267850.1	XP_008194043.1, NP_001129235.1
OG0001169	XP_020722015.1, XP_020722014.1, XP_020722016.1, XP_020722017.1	XP_971976.1, XP_008195314.1
OG0001170	XP_003395867.1	XP_008195103.1
OG0001171	XP_020718338.1	XP_008201706.1, XP_008201707.1
OG0001172	XP_003395441.1, XP_012163864.1	XP_015835716.1, XP_015835718.1
OG0001173	XP_003393427.1	XP_008191324.1
OG0001174	XP_012172935.1, XP_012172927.1, XP_003399965.1	XP_971424.1
OG0001175	XP_012165146.1, XP_012165144.1, XP_012165145.1, XP_003396469.1	XP_008200383.1
OG0001176	XP_003394064.1, XP_012175787.1, XP_012175784.1, XP_012175783.1	XP_972928.1
OG0001177	XP_020723249.1, XP_012168080.1	XP_015837748.1, XP_015837697.1
OG0001179	XP_003398477.1	XP_008198975.1, XP_971602.1
OG0001180	XP_003399205.2, XP_012174888.2	XP_008198633.1
OG0001181	XP_003395966.1, XP_012164569.1	XP_008191878.1
OG0001182	XP_020721072.1	XP_015840100.1, XP_015840102.1
OG0001183	XP_020724335.1, XP_012176045.1	XP_008193529.1
OG0001184	XP_012167179.1, XP_012167180.1	XP_008201701.1, XP_015840686.1
OG0001186	XP_012173098.1	XP_969063.1
OG0001187	XP_012173234.1	XP_968896.1, XP_015835887.1
OG0001188	XP_020723109.1	XP_001816493.1, XP_015837546.1, XP_015837545.1
OG0001189	XP_012171412.1, XP_012171409.1, XP_012171410.1, XP_003400540.1, XP_020722154.1, XP_012171411.1	XP_008194526.1
OG0001190	XP_020723233.1	XP_008199702.1, XP_008199701.1
OG0001191	XP_020722600.1, XP_012172269.2	XP_008201559.2, NP_001165842.1
OG0001193	XP_003402502.1	XP_967266.2
OG0001195	XP_012174482.1, XP_012174483.1, XP_012174481.1	XP_008195388.1, XP_008195387.1
OG0001197	XP_020724376.1	XP_015840919.1, XP_008201266.1, XP_008201358.1
OG0001198	XP_003402790.1	XP_008192533.1
OG0001199	XP_003396494.1	XP_008190901.1
OG0001201	XP_020721739.1, XP_020721740.1, XP_012170426.1, XP_012170425.1	XP_967431.2
OG0001202	XP_012168814.1, XP_012168813.1, XP_003398853.1	XP_008198196.1, XP_969574.1, XP_970203.1
OG0001203	XP_020723108.1, XP_020719109.1	XP_008198168.2, XP_015837354.1
OG0001204	XP_003398523.1, XP_012168266.1	XP_015835914.1
OG0001205	XP_003401272.1, XP_003397505.1	XP_015832961.1
OG0001206	XP_020719584.1, XP_020719583.1	XP_968926.1, XP_008192540.1, XP_008192547.1
OG0001207	XP_003399469.1	XP_008193742.1
OG0001208	XP_003395596.2	XP_008195493.1, XP_008195494.1, XP_008195495.1, XP_015836894.1, XP_015836892.1, XP_015836893.1
OG0001211	XP_020719375.1	XP_969398.1, XP_015836279.1, XP_015839975.1, XP_015839976.1, XP_008196675.1
OG0001214	XP_012168850.1	XP_008200001.1, XP_975934.1
OG0001215	XP_012171568.1, XP_012171569.1, XP_012171570.1	XP_968957.1
OG0001216	XP_003396598.1	XP_015839295.1
OG0001217	XP_003402161.1, XP_003402162.1	XP_008192863.1
OG0001218	XP_012164863.1	XP_008201334.1
OG0001219	XP_003402120.1	XP_001816128.1
OG0001220	XP_003402131.1	XP_972076.1
OG0001222	XP_003401278.1, XP_003401279.1	XP_968714.2
OG0001223	XP_012174455.1, XP_003402784.1	XP_967177.1
OG0001224	XP_020721593.1, XP_012170026.1	XP_008191038.1, XP_975446.1
OG0001225	XP_003403096.1, XP_020723797.1	XP_972067.1
OG0001226	XP_020720148.1	XP_974453.1
OG0001227	XP_003403006.2, XP_012176665.1, XP_012176666.1	XP_008199442.1
OG0001228	XP_020722496.1, XP_020722497.1	XP_008197675.1
OG0001229	XP_012169549.1, XP_012169550.1, XP_012169548.1	XP_973115.2
OG0001230	XP_012164091.1, XP_012164092.1	XP_967571.1
OG0001231	XP_012170761.1	XP_008197759.1, XP_008197754.1
OG0001231	XP_012170759.2	XP_969776.1
OG0001232	XP_003396337.1	XP_008190354.1
OG0001233	XP_003394250.1, XP_012176077.1, XP_012176078.1, XP_012176080.1, XP_020724133.1, XP_012176076.1	XP_008190817.1
OG0001234	XP_003400135.1	XP_972865.2
OG0001236	XP_003395337.1	XP_970017.1, XP_008194730.1
OG0001237	XP_003398676.1	XP_970990.1, XP_970935.1, XP_008198405.1, XP_008201442.1, XP_008201445.1
OG0001238	XP_012175031.1, XP_012175018.1	XP_015840481.1, XP_008199848.1
OG0001239	XP_020721287.1, XP_012169630.1, XP_012169631.1, XP_003399301.1	XP_969339.3
OG0001240	XP_012169673.1, XP_012169675.1, XP_012169674.1, XP_003399332.1, XP_012169676.1	XP_008196847.1
OG0001241	XP_012169133.1, XP_003398975.2	XP_008196700.1, NP_001280495.1
OG0001242	XP_003396295.1, XP_003396294.1	XP_015837308.1, XP_015837309.1
OG0001243	XP_020721130.1, XP_012169208.1, XP_012169207.1, XP_020721129.1	XP_968084.1
OG0001244	XP_003399056.1	XP_974073.3
OG0001245	XP_003397683.1	XP_968503.1
OG0001246	XP_003402511.2, XP_020718493.1, XP_020718491.1, XP_020718492.1	XP_008191948.1, XP_008191947.1
OG0001247	XP_003398289.1	XP_969111.2
OG0001248	XP_020723117.1, XP_003401940.1, XP_020723118.1, XP_012173421.1, XP_020723119.1	XP_975017.2
OG0001249	XP_003396741.1, XP_012165841.1	XP_975542.1
OG0001250	XP_012175005.1	XP_015835066.1, XP_015835069.1, XP_015835068.1, XP_015835067.1, XP_008191723.1, XP_015835064.1, XP_015835065.1
OG0001251	XP_012174298.2, XP_020718432.1	XP_008198694.1, XP_015839507.1, XP_015839508.1
OG0001252	XP_003401321.1	XP_008201627.1
OG0001253	XP_003398957.1	XP_008198623.1, XP_008198621.1
OG0001254	XP_003394275.1	XP_008200349.1, XP_015839691.1
OG0001255	XP_003393279.1	XP_015839682.1, NP_001280536.1
OG0001256	XP_003402977.1, XP_003402976.1	XP_015840550.1
OG0001257	XP_003402810.1	XP_972977.1, XP_973010.2
OG0001258	XP_012174118.1	NP_001034507.1
OG0001259	XP_012175313.1	XP_968406.2
OG0001260	XP_012172727.1, XP_003401488.1	XP_974043.1, XP_015835245.1
OG0001261	XP_012167039.1	XP_969615.1
OG0001262	XP_012173881.1, XP_020723284.1	XP_015836277.1
OG0001263	XP_012167104.1	XP_008194044.1, XP_966465.1
OG0001264	XP_012167378.1	XP_008199359.1
OG0001267	XP_012173255.1	XP_015835758.1, XP_008193926.1
OG0001268	XP_003400504.1, XP_020722149.1, XP_020721572.1	XP_001812645.1
OG0001269	XP_020719704.1, XP_020719701.1	XP_008199240.1
OG0001270	XP_003398248.1	XP_008195264.1
OG0001271	XP_012171915.1	XP_015837418.1
OG0001273	XP_012164085.1	XP_008196928.2, XP_008194333.1, XP_015835670.1
OG0001274	XP_012164035.1	XP_971741.1
OG0001278	XP_012172501.1	XP_968260.1
OG0001279	XP_012163562.1	XP_015833552.1
OG0001280	XP_020721905.1, XP_020721906.1, XP_012170836.1, XP_012170837.1, XP_012170834.1, XP_020721904.1	XP_968053.2, XP_008192425.1
OG0001281	XP_012167578.1	XP_008200663.1
OG0001282	XP_020720629.1	XP_968795.1
OG0001283	XP_020719249.1, XP_020719246.1, XP_020719247.1, XP_020719248.1	XP_008195901.1
OG0001284	XP_020724339.1, XP_020724338.1	XP_015835521.1, XP_008200427.2
OG0001286	XP_020722304.1, XP_003400539.1, XP_012171443.1	XP_973603.2
OG0001288	XP_003400433.1	XP_008195503.1
OG0001289	XP_003397119.1	XP_972155.1
OG0001291	XP_003399823.1	XP_973702.2
OG0001293	XP_003398070.1, XP_020720574.1, XP_020720575.1, XP_020720573.1	XP_967850.1
OG0001294	XP_020722687.1, XP_012172280.1, XP_012172281.1, XP_003401144.1	XP_008190438.1
OG0001295	XP_012167568.1	XP_015837736.1, XP_008199992.1, XP_015837734.1, XP_015837735.1, XP_008197104.1, XP_015838076.1, XP_966433.1
OG0001296	XP_012173745.1, XP_012173736.1	XP_008196583.2, XP_015839811.1
OG0001297	XP_003396895.1	XP_015840262.1
OG0001298	XP_020720458.1, XP_003397436.1	XP_001814199.1
OG0001299	XP_012165882.1, XP_012165885.1, XP_012165884.1, XP_012165883.1	XP_008190539.1
OG0001300	XP_003399532.1	XP_971886.1
OG0001301	XP_012167003.1, XP_012167004.1, XP_012167001.1, XP_003397488.1	XP_971367.2
OG0001302	XP_020719262.1	XP_015839006.1
OG0001303	XP_020723753.1, XP_020723764.1	XP_015833856.1
OG0001304	XP_012172183.1, XP_012172182.1	XP_008201630.1
OG0001305	XP_020719538.1	XP_015834192.1
OG0001306	XP_012167990.1	XP_015835234.1, XP_015835237.1
OG0001307	XP_020723092.1, XP_012173499.1	XP_015835558.1
OG0001308	XP_003403395.1	XP_008200820.1
OG0001310	XP_012164424.1, XP_003395288.1, XP_003395287.1	XP_975420.1
OG0001312	XP_012173172.1, XP_012173171.1	XP_974931.1
OG0001313	XP_003396203.1	XP_974660.1
OG0001314	XP_012173675.1	XP_015833753.1
OG0001315	XP_003393383.1, XP_003393384.1	XP_015836908.1, XP_966473.2
OG0001316	XP_020719664.1, XP_003393487.1	XP_008196392.1
OG0001317	XP_012163614.1	XP_967323.2
OG0001318	XP_012167356.1	XP_008199614.1
OG0001320	XP_020721649.1, XP_003399529.1	XP_008199679.1
OG0001322	XP_020718696.1, XP_003395455.1, XP_003395454.1, XP_012163888.1	XP_008196249.1
OG0001328	XP_003398532.1	XP_969305.1
OG0001329	XP_003396674.1	XP_008190670.1
OG0001330	XP_012174141.1, XP_012174139.1, XP_003402412.1, XP_012174140.1	XP_008195392.1
OG0001331	XP_012174989.1, XP_003401741.1	XP_975415.1
OG0001332	XP_003399692.1	XP_008197848.1
OG0001333	XP_012167648.1	XP_008195720.1, XP_969089.1
OG0001334	XP_003396830.1, XP_003396833.1, XP_003396832.1	XP_015838448.1
OG0001335	XP_012168103.1, XP_003398388.1	XP_008193497.1
OG0001336	XP_012168727.1	XP_008193739.1
OG0001336	XP_003398724.1, XP_012168729.1, XP_012168730.1	XP_001815618.1
OG0001337	XP_012165951.1	XP_970871.1
OG0001338	XP_003399107.1, XP_012169339.1, XP_012169340.1	NP_001139390.1
OG0001339	XP_012176348.1	XP_970397.1
OG0001340	XP_003398713.1	XP_008193660.1, XP_970247.1
OG0001341	XP_003398058.1, XP_020720549.1	XP_008199365.1
OG0001342	XP_003393794.1	XP_008199415.1
OG0001343	XP_003400883.1, XP_012171660.1, XP_003400869.1	XP_015835564.1, XP_008194046.1
