HOG	OG	Gene Tree Parent Clade	Apis_mellifera	Bombus_terrestris	Ceratina_calcarata	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria
N2.HOG0000158	OG0000022	n48			XP_017884306.1				XP_012153435.1	XP_033337658.1			
N2.HOG0000159	OG0000022	n50			XP_026668765.1				XP_012148641.1	XP_033324994.1			
N2.HOG0000160	OG0000023	n1			XP_017891655.1	XP_015431033.1			XP_003705712.1	XP_033329032.1		XP_029037755.1	XP_034185978.1
N2.HOG0000161	OG0000023	n9			XP_017891654.1	XP_015431032.1			XP_003705711.1	XP_033329051.1		XP_029037757.1	XP_034185983.1
N2.HOG0000162	OG0000023	n18			XP_026675049.1	XP_015431031.1			XP_003705710.1	XP_033329050.1		XP_029037761.1	XP_034185974.1
N2.HOG0000163	OG0000023	n28			XP_026675083.1	XP_015431211.1			XP_003705713.2				XP_034185970.1
N2.HOG0000164	OG0000023	n33			XP_026675090.1	XP_015431035.1			XP_003705714.1			XP_029037758.1	XP_034185986.1
N2.HOG0000165	OG0000023	n40				XP_015431030.1, XP_015439997.1				XP_033329057.1		XP_029037746.1	
N2.HOG0000166	OG0000023	n45				XP_015431027.1, XP_015431231.1, XP_015431244.1, XP_015431028.1, XP_015431029.1			XP_003705708.1			XP_029037752.1	XP_034185973.1
N2.HOG0000167	OG0000024	n1			XP_026670968.1, XP_017878912.1, XP_017878910.1, XP_017878909.1, XP_017878913.1	XP_015431173.1, XP_015431151.1			XP_003700844.1, XP_003700845.1, XP_003700846.1		XP_031834874.1, XP_031834878.1, XP_031834897.1, XP_031834893.1, XP_031834894.1, XP_031834895.1, XP_031834896.1, XP_031834824.1, XP_031834536.1, XP_031834884.1, XP_031834533.1, XP_031834882.1, XP_031834883.1, XP_031834885.1, XP_031834881.1, XP_031834538.1, XP_031834879.1	XP_029048274.1	XP_034171931.1
N2.HOG0000168	OG0000024	n39							XP_003700934.1		XP_031834887.1, XP_031834889.1, XP_031834888.1, XP_031834892.1, XP_031834890.1, XP_031834886.1		XP_034170982.1
N2.HOG0000169	OG0000025	n0			XP_017884602.1, XP_017887262.1, XP_017875754.1, XP_017876387.1, XP_017879128.1, XP_017884234.1, XP_017886925.1, XP_017875194.1, XP_017888550.1, XP_017886938.1, XP_017875195.1, XP_017892869.1, XP_017888628.1, XP_017885421.1, XP_017884070.1, XP_017875321.1, XP_017893334.1, XP_017881156.1, XP_017891297.1, XP_017879465.1, XP_017884020.1, XP_026671887.1, XP_017876320.1, XP_017890719.1, XP_017891011.1, XP_017892659.1, XP_017888372.1, XP_017889631.1, XP_017891420.1, XP_017875054.1, XP_017875124.1, XP_026666969.1, XP_017888927.1, XP_017888626.1, XP_026672465.1, XP_017891298.1, XP_017887219.1, XP_017890721.1, XP_017875755.1, XP_017875322.1, XP_017876324.1, XP_017887576.1, XP_017879660.1, XP_017874999.1, XP_017877626.1, XP_017882359.1, XP_017875370.2, XP_017875371.1, XP_017881790.1								
N2.HOG0000170	OG0000026	n4								XP_033335180.1, XP_033335183.1			
N2.HOG0000171	OG0000026	n6								XP_033323499.1	XP_031849041.1, XP_031848852.1		
N2.HOG0000172	OG0000026	n13								XP_033332405.1		XP_029046676.1	XP_034174216.1
N2.HOG0000173	OG0000026	n17			XP_026668859.1								XP_034173942.1
N2.HOG0000174	OG0000026	n19			XP_026668863.1, XP_026672362.1								
N2.HOG0000175	OG0000026	n22			XP_026668857.1					XP_033327583.1, XP_033333863.1, XP_033323530.1, XP_033323508.1, XP_033321261.1, XP_033323502.1, XP_033332400.1			
N2.HOG0000176	OG0000026	n46								XP_033335178.1			
N2.HOG0000177	OG0000027	n0			XP_026674945.1, XP_026669011.1, XP_017879450.1, XP_017881630.1, XP_017891472.2, XP_026674960.1, XP_026674952.1, XP_026674957.1, XP_026674948.1, XP_017891474.1, XP_026674959.1				XP_012142616.1			XP_029054370.1, XP_029054369.1, XP_029052586.1, XP_029053131.1, XP_029054368.1, XP_029053123.1, XP_029054135.1, XP_029053126.1, XP_029053590.1, XP_029053754.1, XP_029053128.1, XP_029053130.1, XP_029053132.1, XP_029053134.1, XP_029052577.1, XP_029052579.1, XP_029054129.1, XP_029053127.1, XP_029052576.1, XP_029054131.1	XP_034179515.1, XP_034179497.1, XP_034179112.1, XP_034179001.1, XP_034179105.1, XP_034192240.1, XP_034179568.1, XP_034179326.1, XP_034179496.1, XP_034179106.1, XP_034178945.1, XP_034179567.1, XP_034179107.1, XP_034179104.1
N2.HOG0000178	OG0000028	n1										XP_029054650.1	
N2.HOG0000179	OG0000028	n3										XP_029053850.1, XP_029053627.1	XP_034194619.1, XP_034194603.1
N2.HOG0000180	OG0000028	n8										XP_029054076.1	XP_034194593.1
N2.HOG0000181	OG0000028	n10			XP_017886899.2							XP_029054316.1, XP_029054175.1	XP_034194594.1
N2.HOG0000182	OG0000028	n15			XP_017879816.1							XP_029055795.1, XP_029047549.1, XP_029047546.1	XP_034177877.1, XP_034183758.1, XP_034183757.1
N2.HOG0000183	OG0000028	n22										XP_029053704.1, XP_029053698.1, XP_029053876.1, XP_029053978.1, XP_029053697.1, XP_029052978.1, XP_029054161.1, XP_029053438.1, XP_029053437.1, XP_029053433.1, XP_029053439.1, XP_029054094.1, XP_029048981.1	XP_034178696.1, XP_034178687.1, XP_034194601.1, XP_034194614.1, XP_034178111.1, XP_034178690.1, XP_034194583.1, XP_034194581.1, XP_034178691.1, XP_034178682.1, XP_034178244.1, XP_034178676.1
N2.HOG0000184	OG0000029	n1			XP_017892302.1	XP_015436673.1				XP_033328481.1	XP_031826113.1		
N2.HOG0000185	OG0000029	n10			XP_017881012.1, XP_017887616.1					XP_033328625.1			
N2.HOG0000186	OG0000029	n16							XP_012151724.1, XP_012141737.1			XP_029051703.1, XP_029053362.1, XP_029054087.1	XP_034173513.1, XP_034173808.1, XP_034184140.1
N2.HOG0000187	OG0000029	n26										XP_029053958.1, XP_029053454.1, XP_029053455.1, XP_029051688.1	XP_034171775.1, XP_034171711.1, XP_034195017.1, XP_034171584.1, XP_034173512.1
N2.HOG0000188	OG0000029	n36				XP_015435342.1							
N2.HOG0000189	OG0000029	n38				XP_015435346.1, XP_015438104.1				XP_033328581.1, XP_033328967.1	XP_031839319.1, XP_031839488.1, XP_031838234.1		
N2.HOG0000190	OG0000030	n5								XP_033334494.1			
N2.HOG0000191	OG0000030	n8							XP_012153556.1			XP_029043188.1	
N2.HOG0000192	OG0000030	n11								XP_033339814.1, XP_033335543.1		XP_029055135.1, XP_029055222.1	
N2.HOG0000193	OG0000030	n16								XP_033335211.1	XP_031850304.1		
N2.HOG0000194	OG0000030	n18							XP_012145948.1, XP_003708235.1, XP_012152733.1	XP_033332811.1	XP_031848018.1	XP_029055059.1	
N2.HOG0000195	OG0000030	n26							XP_012151017.1, XP_012142569.1		XP_031848014.1		
N2.HOG0000196	OG0000030	n32			XP_026671442.1				XP_012153684.1		XP_031836773.1		
N2.HOG0000197	OG0000030	n38				XP_015440316.1			XP_012152967.1		XP_031848017.1	XP_029054531.1	
N2.HOG0000198	OG0000030	n42				XP_015437622.1, XP_015437540.1				XP_033323539.1		XP_029054728.1	
N2.HOG0000199	OG0000031	n3								XP_033328582.1, XP_033328603.1, XP_033328621.1			
N2.HOG0000200	OG0000031	n6							XP_012153581.1, XP_012141730.1			XP_029051694.1	XP_034173507.1
N2.HOG0000201	OG0000031	n12			XP_017875203.1, XP_017887641.1	XP_015435357.1			XP_003703733.1		XP_031839329.1	XP_029035522.1, XP_029053444.1, XP_029055146.1, XP_029053956.1, XP_029054088.1, XP_029051685.1	XP_034173943.1, XP_034175387.1, XP_034171057.1, XP_034183943.1, XP_034173506.1
N2.HOG0000202	OG0000031	n27			XP_017888173.1	XP_015438106.1, XP_015435350.1			XP_003707917.1	XP_033328576.1	XP_031848838.1, XP_031848839.1, XP_031848831.1, XP_031848785.1, XP_031848784.1, XP_031839374.1, XP_031839487.1	XP_029054658.1, XP_029051987.1	XP_034173418.1
N2.HOG0000203	OG0000032	n1			XP_017891756.1					XP_033326762.1			
N2.HOG0000204	OG0000032	n5			XP_026675117.1					XP_033326559.1, XP_033326767.1, XP_033326766.1, XP_033326768.1, XP_033326774.1			
N2.HOG0000205	OG0000032	n14			XP_017888037.1					XP_033323542.1			
N2.HOG0000206	OG0000032	n18			XP_017891747.1					XP_033326764.1, XP_033326503.1, XP_033326552.1, XP_033326550.1, XP_033326765.1			
N2.HOG0000207	OG0000032	n26			XP_017888667.1					XP_033329022.1, XP_033329019.1, XP_033329017.1, XP_033331299.1, XP_033331298.1			
N2.HOG0000208	OG0000032	n35								XP_033326756.1, XP_033326759.1, XP_033326750.1			
N2.HOG0000209	OG0000032	n40			XP_017891700.2								
N2.HOG0000210	OG0000032	n41			XP_026675111.1, XP_017891081.1								
N2.HOG0000211	OG0000032	n43			XP_017879813.1								
N2.HOG0000212	OG0000033	n4							XP_012146536.1, XP_012148628.1				
N2.HOG0000213	OG0000033	n6							XP_012143883.1, XP_012153207.1				
N2.HOG0000214	OG0000033	n9				XP_015440349.1, XP_015435652.1, XP_015434570.1, XP_015437853.1, XP_015433177.1, XP_015429494.1, XP_015437628.1, XP_015436676.1, XP_015435244.1, XP_015437127.1			XP_012146066.1, XP_012149905.1, XP_012145434.1		XP_031848752.1, XP_031841174.1, XP_031848787.1, XP_031848702.1, XP_031838604.1, XP_031843838.1, XP_031828601.1, XP_031836614.1, XP_031842050.1, XP_031847656.1, XP_031836582.1, XP_031827996.1	XP_029054119.1, XP_029055085.1, XP_029055220.1	XP_034194822.1, XP_034194531.1, XP_034192185.1
N2.HOG0000215	OG0000033	n41							XP_012150434.1				
N2.HOG0000216	OG0000034	n6			XP_026673863.1							XP_029054809.1, XP_029053982.1, XP_029053574.1	XP_034178195.1, XP_034194607.1, XP_034192159.1, XP_034176841.1, XP_034192484.1, XP_034192270.1
N2.HOG0000217	OG0000034	n15			XP_017875316.1, XP_026667908.1, XP_017881154.1							XP_029055077.1, XP_029053862.1, XP_029053484.1, XP_029054781.1, XP_029055155.1, XP_029054121.1, XP_029054680.1, XP_029054120.1, XP_029055216.1, XP_029054695.1, XP_029054451.1, XP_029054587.1, XP_029054123.1, XP_029055261.1, XP_029055254.1	XP_034184035.1, XP_034174772.1, XP_034194576.1, XP_034195291.1, XP_034171871.1, XP_034194023.1, XP_034192555.1, XP_034194792.1, XP_034195128.1
N2.HOG0000218	OG0000034	n41							XP_012153568.1			XP_029048393.1	XP_034195060.1
N2.HOG0000219	OG0000035	n1			XP_017889422.1	XP_015435591.1			XP_003708656.1	XP_033341364.1	XP_031844815.1	XP_029047764.1	XP_034179598.1
N2.HOG0000220	OG0000035	n12				XP_015435639.1			XP_003700661.1		XP_031844816.1		
N2.HOG0000221	OG0000035	n15			XP_017889438.1					XP_033341282.1	XP_031844747.1, XP_031844820.1	XP_029047765.1	XP_034179599.1
N2.HOG0000222	OG0000035	n27			XP_017888379.2	XP_015434749.1			XP_003700660.1			XP_029043017.1	XP_034186700.1
N2.HOG0000223	OG0000035	n31				XP_015434704.1				XP_033324493.1, XP_033324523.1	XP_031849986.1	XP_029043016.1	XP_034186699.1
N2.HOG0000224	OG0000035	n39								XP_033341293.1, XP_033341270.1	XP_031850071.1		
N2.HOG0000225	OG0000036	n1			XP_017884449.1	XP_015434043.1			XP_012151975.1	XP_033336170.1	XP_031829547.1	XP_029037393.1	XP_034191538.1
N2.HOG0000226	OG0000036	n12			XP_017884391.1	XP_015434042.1			XP_012151994.1	XP_033336010.1	XP_031829549.1	XP_029037394.1	XP_034191542.1
N2.HOG0000227	OG0000036	n23			XP_017884390.1	XP_015434075.1			XP_012151997.1	XP_033336011.1	XP_031829642.1	XP_029037428.1	XP_034191544.1
N2.HOG0000228	OG0000036	n33				XP_015434041.1			XP_012151993.1	XP_033336012.1	XP_031829550.1	XP_029037395.1	XP_034191545.1
N2.HOG0000229	OG0000037	n4			XP_017885294.1, XP_017884160.1, XP_017879099.1	XP_015430124.1			XP_012153215.1	XP_033321465.1, XP_033328733.1, XP_033336526.1, XP_033338214.1	XP_031848981.1, XP_031848932.1		XP_034195325.1
N2.HOG0000230	OG0000037	n16			XP_017880265.1, XP_017890633.1				XP_012142568.1, XP_012150922.1				
N2.HOG0000231	OG0000037	n20										XP_029055063.1, XP_029054584.1	XP_034194957.1
N2.HOG0000232	OG0000037	n25								XP_033321520.1	XP_031831007.1		XP_034194031.1
N2.HOG0000233	OG0000037	n35			XP_017882798.1, XP_017881850.1				XP_012148716.1, XP_012153217.1	XP_033337279.1	XP_031848783.1	XP_029054090.1	
N2.HOG0000234	OG0000038	n1			XP_017891413.1								
N2.HOG0000235	OG0000038	n2			XP_017884322.1, XP_017884320.1, XP_017884321.1, XP_017877675.1, XP_017877687.1, XP_017885068.1, XP_017890095.1, XP_017879865.1, XP_017879879.1, XP_017889240.1, XP_026673871.1, XP_017893576.1, XP_017880985.2, XP_017889237.1, XP_017889238.1, XP_017884325.1	XP_015434990.1, XP_015434985.1, XP_015434960.1, XP_015434988.1			XP_012138246.1, XP_003702219.1, XP_003702293.1	XP_033322600.1	XP_031834869.1	XP_029043658.1, XP_029043698.1, XP_029043697.1	XP_034172036.1, XP_034172037.1, XP_034172035.1
N2.HOG0000236	OG0000039	n1							XP_012146537.1	XP_033333309.1, XP_033337116.1, XP_033332263.1, XP_033337295.1, XP_033339381.1	XP_031847715.1		
N2.HOG0000237	OG0000039	n20			XP_017877435.1, XP_017889234.1, XP_017875216.1, XP_017881849.1, XP_017892844.1, XP_017890567.1, XP_026673534.1				XP_012147794.1, XP_012152741.1, XP_012145702.1			XP_029054267.1, XP_029053688.1, XP_029055081.1	XP_034195328.1, XP_034182489.1, XP_034195161.1
N2.HOG0000238	OG0000040	n1							XP_012150535.1, XP_012143531.1, XP_012153225.1, XP_012152972.1	XP_033332262.1, XP_033329818.1, XP_033333275.1, XP_033328507.1, XP_033337278.1, XP_033342844.1, XP_033332592.1		XP_029054571.1, XP_029054342.1, XP_029054044.1, XP_029053833.1, XP_029053689.1, XP_029054238.1, XP_029054282.1, XP_029054706.1, XP_029055204.1, XP_029055000.1	XP_034192190.1, XP_034183416.1, XP_034194926.1, XP_034195327.1, XP_034182488.1, XP_034194776.1, XP_034195228.1, XP_034194921.1, XP_034194906.1, XP_034183422.1, XP_034190727.1
N2.HOG0000239	OG0000040	n38				XP_015440399.1, XP_015431437.1						XP_029054126.1	
N2.HOG0000240	OG0000041	n1			XP_017877146.1	XP_015435615.1			XP_003705538.1	XP_033341090.1	XP_031844716.1	XP_029054140.1	XP_034188783.1
N2.HOG0000241	OG0000041	n14			XP_017889622.1	XP_015435626.1			XP_012153320.1		XP_031825836.1	XP_029049335.1	XP_034179386.1
N2.HOG0000242	OG0000041	n23			XP_017876333.1	XP_015437775.1			XP_003705669.2		XP_031827836.1	XP_029049436.1	XP_034176742.1
N2.HOG0000243	OG0000041	n30			XP_017880728.1	XP_015433680.1			XP_012146503.1	XP_033341697.1	XP_031849512.1	XP_029046126.1	XP_034194263.1
N2.HOG0000244	OG0000042	n1				XP_015438890.1, XP_015437252.1				XP_033323173.1		XP_029054240.1, XP_029054303.1, XP_029054744.1, XP_029054503.1, XP_029054555.1, XP_029053909.1, XP_029054269.1, XP_029053720.1	XP_034194033.1, XP_034195027.1, XP_034194846.1, XP_034194960.1, XP_034195023.1, XP_034194798.1
N2.HOG0000245	OG0000042	n21			XP_017889191.1, XP_026674460.1								
N2.HOG0000246	OG0000042	n24			XP_017880858.1								
N2.HOG0000247	OG0000042	n25			XP_017879159.1	XP_015440284.1						XP_029053356.1, XP_029053823.1, XP_029054933.1, XP_029054026.1, XP_029054322.1, XP_029054146.1	
N2.HOG0000248	OG0000042	n34			XP_017879680.1, XP_026667518.1, XP_017877003.1, XP_017877439.1, XP_026669113.1								
N2.HOG0000249	OG0000042	n38				XP_015437850.1							
N2.HOG0000250	OG0000043	n5									XP_031844104.1, XP_031830190.1		
N2.HOG0000251	OG0000043	n7			XP_026668696.1							XP_029053297.1, XP_029054526.1, XP_029055270.1	
N2.HOG0000252	OG0000043	n10			XP_017885066.1, XP_017881808.1							XP_029054894.1	
N2.HOG0000253	OG0000043	n13							XP_012137589.1, XP_012149735.1				
N2.HOG0000254	OG0000043	n15			XP_017891010.1, XP_017875587.1								
N2.HOG0000255	OG0000043	n18							XP_012149741.1			XP_029054525.1	
N2.HOG0000256	OG0000043	n23			XP_017892179.1							XP_029054611.1	
N2.HOG0000257	OG0000043	n24			XP_026672572.1							XP_029054798.1	
N2.HOG0000258	OG0000043	n25			XP_017890397.1, XP_017877690.1, XP_017890377.1, XP_026671356.1, XP_017891008.1, XP_017882922.1				XP_012152452.1			XP_029055186.1	XP_034194817.1, XP_034194163.1
N2.HOG0000259	OG0000043	n34			XP_017884413.1, XP_017891009.1				XP_003708371.1				XP_034195049.1
N2.HOG0000260	OG0000043	n37			XP_017885064.1				XP_012146541.1			XP_029053950.1, XP_029054738.1	
N2.HOG0000261	OG0000044	n1			XP_017875573.2	XP_015435659.1			XP_003702704.1, XP_003702718.1		XP_031837430.1, XP_031842058.1	XP_029051151.1, XP_029051176.1	XP_034195421.1, XP_034195423.1
N2.HOG0000262	OG0000044	n22			XP_026667851.1				XP_012147570.1, XP_012139248.1, XP_003702702.1, XP_003702701.1	XP_033341263.1, XP_033341264.1, XP_033341369.1		XP_029050690.1, XP_029052801.1, XP_029054983.1	XP_034195422.1, XP_034195424.1
N2.HOG0000263	OG0000045	n0			XP_026673854.1, XP_026672068.1, XP_017885415.1, XP_017885815.1, XP_017889231.1, XP_017885814.1, XP_017876325.2, XP_026671363.1, XP_017891649.2, XP_026672436.1, XP_026672067.1, XP_026671359.1, XP_026674938.1, XP_026673538.1, XP_017884091.1, XP_017888729.1, XP_017890614.1, XP_026670119.1, XP_017889116.2, XP_026673855.1, XP_026668993.1, XP_026669100.1, XP_017885362.1, XP_026675047.1, XP_026673602.1, XP_026675632.1				XP_012148084.1			XP_029033388.1	XP_034185422.1
N2.HOG0000264	OG0000046	n1							XP_012152955.1		XP_031839173.1	XP_029054707.1, XP_029054973.1, XP_029054750.1, XP_029054771.1, XP_029053801.1, XP_029055100.1	XP_034192371.1, XP_034195201.1, XP_034174769.1, XP_034195078.1, XP_034192425.1, XP_034192437.1, XP_034195316.1, XP_034195197.1, XP_034195346.1, XP_034194962.1
N2.HOG0000265	OG0000046	n20										XP_029054746.1	XP_034194797.1, XP_034194824.1, XP_034195210.1, XP_034195117.1, XP_034195051.1, XP_034195139.1, XP_034194543.1, XP_034194986.1
N2.HOG0000266	OG0000046	n32			XP_026668995.1				XP_012137125.1				
N2.HOG0000267	OG0000046	n35			XP_017889192.1				XP_012151327.1				
N2.HOG0000268	OG0000047	n2			XP_017883314.2, XP_026670615.1, NP_001352268.1, XP_017882560.1								
N2.HOG0000269	OG0000047	n6				XP_015436985.1, XP_015436980.1, XP_015436982.1, XP_015436981.1			XP_003701310.1, XP_003701343.1, XP_003701345.1	XP_033338373.1, XP_033338371.1, XP_033322509.1	XP_031848708.1, XP_031848952.1, XP_031848953.1	XP_029033204.1	XP_034190826.1
N2.HOG0000270	OG0000047	n24							XP_003708664.1, XP_003707538.2	XP_033322510.1, XP_033339836.1	XP_031841413.1	XP_029054152.1	
N2.HOG0000271	OG0000048	n1			XP_017879055.1, XP_017878925.1	XP_015428687.1, XP_015428726.1			XP_012142317.1, XP_003704047.1	XP_033327291.1, XP_033327295.1	XP_031829801.1, XP_031829744.1	XP_029041149.1, XP_029041154.1	XP_034181408.1, XP_034181406.1
N2.HOG0000272	OG0000048	n23				XP_015428686.1					XP_031829841.1	XP_029041266.1	XP_034181507.1
N2.HOG0000273	OG0000048	n27			XP_017878918.1				XP_003704721.1	XP_033327383.1			
N2.HOG0000274	OG0000048	n31			XP_026671320.1, XP_026668846.1					XP_033327378.1			
N2.HOG0000275	OG0000049	n0			XP_017891007.2, XP_026668287.1, XP_026672776.1, XP_026674618.1, XP_017887284.2, XP_026668214.1, XP_017888677.2, XP_026666965.1, XP_026671485.1, XP_026675134.1, XP_017877133.1, XP_026672991.1, XP_026671900.1, XP_026670667.1, XP_017887403.1, XP_017877815.1, XP_017881334.1, XP_026666668.1, XP_017890372.1, XP_017875915.1, XP_017893066.1, XP_026673473.1, XP_026672775.1, XP_026670680.1, XP_017889022.2, XP_026666901.1, XP_026667466.1, XP_026666487.1, XP_026670520.1, XP_017887521.1, XP_017884098.1, XP_017888124.1, XP_017884072.1, XP_026673575.1, XP_026668070.1, XP_017876256.1, XP_026668751.1	XP_015438379.1							
N2.HOG0000276	OG0000050	n1								XP_033333347.1			
N2.HOG0000277	OG0000050	n9							XP_012150778.1	XP_033333662.1, XP_033333353.1, XP_033333663.1			
N2.HOG0000278	OG0000050	n13								XP_033333345.1, XP_033333355.1			
N2.HOG0000279	OG0000050	n15								XP_033333348.1, XP_033333351.1, XP_033333661.1	XP_031848633.1, XP_031848634.1, XP_031848636.1		
N2.HOG0000280	OG0000050	n22							XP_003707597.1, XP_012150782.1	XP_033333666.1, XP_033333346.1	XP_031848639.1		
N2.HOG0000281	OG0000050	n27				XP_015436083.1				XP_033333398.1			
N2.HOG0000282	OG0000050	n29			XP_026672955.1					XP_033333664.1	XP_031848644.1		
N2.HOG0000283	OG0000050	n31				XP_015436084.1					XP_031848646.1		
N2.HOG0000284	OG0000050	n33							XP_012150871.1	XP_033333671.1	XP_031848637.1		
N2.HOG0000285	OG0000051	n0				XP_015428709.1			XP_012143884.1, XP_012135348.1, XP_012135354.1		XP_031836242.1, XP_031836264.1, XP_031841206.1, XP_031842134.1, XP_031829397.1	XP_029054109.1, XP_029054975.1, XP_029053865.1, XP_029055242.1, XP_029054756.1, XP_029054919.1, XP_029055143.1, XP_029055168.1, XP_029055290.1, XP_029055318.1, XP_029054758.1, XP_029054093.1, XP_029055141.1, XP_029054751.1, XP_029054853.1, XP_029055093.1, XP_029039305.1, XP_029039303.1, XP_029053771.1	XP_034194556.1, XP_034183419.1, XP_034195153.1, XP_034192177.1, XP_034194883.1, XP_034194575.1, XP_034187271.1, XP_034187268.1, XP_034194909.1
N2.HOG0000286	OG0000052	n1			XP_026671284.1	XP_015435263.1			XP_012151720.1	XP_033328960.1	XP_031839342.1	XP_029050280.1	XP_034173389.1
N2.HOG0000287	OG0000052	n13			XP_017890267.2							XP_029053577.1	XP_034194914.1
N2.HOG0000288	OG0000052	n18			XP_017888548.2, XP_017885094.2, XP_026675167.1, XP_017891813.1, XP_026668991.1	XP_015428672.1			XP_012145365.1, XP_012135049.1	XP_033329943.1, XP_033329936.1	XP_031846386.1	XP_029040989.1	XP_034181739.1
N2.HOG0000289	OG0000053	n2			XP_017880290.2, XP_026670723.1, XP_026666920.1, XP_017876997.1	XP_015436526.1, XP_015436620.1, XP_015436516.1				XP_033328389.1	XP_031828191.1		
N2.HOG0000290	OG0000053	n11			XP_026666922.1, XP_026673537.1	XP_015438258.1, XP_015436977.1				XP_033340995.1	XP_031828400.1		
N2.HOG0000291	OG0000053	n18				XP_015436608.1			XP_012150881.1, XP_012150909.1	XP_033328429.1, XP_033327890.1, XP_033328391.1	XP_031828014.1, XP_031828185.1, XP_031828186.1, XP_031828190.1	XP_029035228.1	XP_034181365.1
N2.HOG0000292	OG0000054	n1							XP_003705457.1, XP_003705455.2, XP_003705458.1, XP_003705446.1			XP_029040198.1	XP_034193805.1
N2.HOG0000293	OG0000054	n8									XP_031836785.1, XP_031836786.1		
