Orthogroup	Ceratina_calcarata	Aedes_aegypti
OG0000197	XP_017882165.1, XP_017882164.1, XP_017882163.1	XP_021697283.1, XP_021697282.1, XP_021697285.1, XP_021697284.1, XP_001661709.1, XP_021697516.1, XP_021697517.1, XP_021697518.1, XP_021697519.1
OG0000198	XP_017889330.1	XP_021706486.1
OG0000200	XP_017890009.1, XP_017890010.1	XP_001655242.1
OG0000201	XP_017881997.1	XP_001663057.1, XP_011493157.1, XP_001652982.2, XP_021711304.1, XP_001659011.2, XP_001659009.1, XP_021712798.1, XP_001654269.2
OG0000203	XP_017887879.1	XP_001662504.2
OG0000203	XP_017887627.1, XP_017887629.1, XP_017887626.1	XP_021697410.1
OG0000204	XP_017890364.1, XP_017890363.1, XP_017890362.1	XP_021704598.1, XP_021704597.1, XP_001656463.1
OG0000205	XP_026669616.1, XP_026669617.1, XP_026669618.1, XP_017880691.1, XP_017880690.1	XP_021697855.1, XP_021697857.1, XP_021697856.1, XP_021697859.1, XP_021697858.1, XP_021697862.1, XP_021697860.1
OG0000206	XP_017886680.1	XP_001651825.1, XP_021704991.1
OG0000206	XP_026672663.1, XP_017886684.1	XP_001648552.1
OG0000207	XP_017887500.1	XP_001650660.1
OG0000207	XP_026674616.1, XP_017892647.1	XP_021698130.1
OG0000208	XP_017888023.2	XP_021698134.1, XP_021698133.1
OG0000208	XP_017890302.1	XP_001653727.1
OG0000209	XP_017877461.1	XP_021711015.1, XP_021711016.1
OG0000210	XP_017892511.1, XP_017891941.1	XP_021702938.1
OG0000210	XP_026674381.1, XP_026674382.1	XP_001655152.2
OG0000212	XP_017878882.2, XP_017881503.1, XP_017881501.1, XP_017881502.1	XP_001650168.2, XP_001650170.2, XP_001650169.2, XP_021705033.1
OG0000213	XP_017880316.1, XP_017880314.1, XP_017880318.1, XP_017880317.1, XP_017880320.1, XP_017880319.1, XP_017880312.1, XP_017880311.1, XP_017880310.1	XP_001660162.2
OG0000214	XP_017887358.1	XP_001653648.2
OG0000214	XP_017883709.1	XP_001660495.2, XP_001648014.1
OG0000215	XP_026674154.1, XP_026674156.1	XP_001650687.1
OG0000216	XP_026675305.1, XP_017879922.1	XP_021695787.1, XP_021695812.1, XP_001658816.2, XP_001660657.2, XP_001652926.3, XP_021705200.1, XP_001652928.1, XP_001652922.1, XP_021704573.1, XP_001656766.3, XP_001663987.1, XP_001652925.2
OG0000217	XP_017875872.2	XP_021712681.1, XP_001656258.2, XP_021707319.1, XP_021696760.1, XP_021696771.1, XP_021694727.1
OG0000218	XP_017886341.1, XP_017886340.1, XP_017886339.1	XP_021706089.1, XP_001660419.1
OG0000219	XP_017877521.1, XP_017877526.1	XP_001650937.1, XP_021711710.1
OG0000220	XP_017876340.1, XP_026667525.1, XP_026667523.1, XP_026667524.1	XP_021710699.1, XP_001651636.1
OG0000221	XP_026670075.1, XP_017881592.1, XP_026670076.1	XP_001660128.1
OG0000223	XP_017882775.1	XP_021710530.1
OG0000223	XP_017893356.1	XP_001658512.3
OG0000224	XP_017880350.1, XP_026669417.1, XP_017889312.2, XP_017880348.2, XP_026670597.1, XP_017888028.2, XP_017888027.2, XP_026673571.1, XP_017888596.1, XP_026670596.1, XP_017882521.1, XP_026673573.1	XP_001654732.1, XP_001654733.2
OG0000225	XP_026666844.1, XP_017893638.1, XP_017893637.1, XP_017893635.1, XP_017893634.1, XP_017893640.1, XP_017893639.1, XP_017878810.1	XP_001647679.1
OG0000226	XP_026666804.1, XP_026666810.1	XP_021708650.1
OG0000226	XP_017893380.1	XP_021706929.1
OG0000227	XP_017888470.1, XP_017888471.1, XP_017888467.1, XP_017888469.1, XP_017888468.1	XP_021696785.1
OG0000228	XP_026669113.1, XP_017880858.1	XP_021712416.1
OG0000230	XP_026668548.1, XP_017890279.1	XP_021699383.1
OG0000231	XP_017876697.1	XP_021702255.1, XP_001656509.2, XP_011493518.1, XP_021712758.1, XP_021712760.1, XP_021698283.1, XP_021698300.1
OG0000232	XP_017884958.1, XP_017884957.1	XP_021697432.1, XP_021697433.1, XP_021697431.1, XP_021697430.1, XP_021697411.1, XP_021697412.1, XP_021697413.1, XP_021697424.1, XP_021697425.1, XP_021697426.1, XP_021697427.1, XP_021697428.1, XP_021697429.1, XP_021697414.1, XP_021697421.1, XP_021697420.1, XP_021697419.1, XP_021697418.1, XP_021697417.1, XP_021697416.1, XP_021697415.1, XP_021697423.1, XP_021697422.1
OG0000233	XP_026675538.1, XP_017892650.2, XP_017892649.1, XP_026669124.1, XP_017879788.1, XP_017879699.1	XP_001657370.2
OG0000234	XP_017888526.1, XP_017888643.1	XP_001659472.1, XP_001659474.1, XP_001659473.2
OG0000235	XP_017875862.1	XP_021707634.1, XP_021707632.1, XP_021707627.1
OG0000235	XP_026666943.1, XP_026666944.1	XP_021707639.1
OG0000236	XP_017889375.1	XP_001657619.2, XP_001651997.1, XP_021712370.1, XP_001651998.1, XP_021712372.1, XP_001651166.1, XP_001651167.1
OG0000236	XP_017889373.1	XP_001652725.2
OG0000237	XP_017876361.1	XP_021707698.1
OG0000237	XP_017876360.1	XP_021708376.1
OG0000238	XP_017877689.1, XP_017876280.1, XP_017878198.1, XP_017885477.1, XP_017875794.1, XP_017875793.1, XP_017888672.1, XP_017883620.1, XP_017875796.1, XP_017888670.1, XP_017890427.1	XP_021695204.1
OG0000239	XP_017893445.1	XP_001648774.2, XP_021704849.1, XP_021705252.1, XP_001662669.2
OG0000241	XP_026666971.1, XP_026666464.1	XP_001661295.2, XP_001652449.1
OG0000243	XP_017884615.1	XP_001656949.2, XP_001656950.2, XP_021705735.1, XP_021704726.1
OG0000244	XP_017875461.1	XP_001652340.2
OG0000245	XP_017884414.2, XP_017877241.2, XP_017877242.1	XP_001663686.2, XP_001663685.2, XP_021699381.1, XP_021699380.1, XP_001663688.2, XP_001650638.2, XP_001650639.2, XP_001661890.1, XP_001661891.2, XP_001661190.2, XP_001648968.1
OG0000246	XP_026672439.1, XP_017886206.1, XP_017886207.1	XP_021702972.1
OG0000247	XP_017879482.1	XP_021693011.1, XP_001651225.2, XP_001651227.2, XP_001650550.2
OG0000247	XP_026669061.1	XP_021694288.1
OG0000248	XP_026672461.1	XP_021712411.1, XP_021695736.1, XP_021712410.1, XP_001648018.2, XP_021695735.1, XP_001651553.2
OG0000249	XP_017881184.1, XP_017889296.1, XP_017889295.1, XP_017881308.1	XP_021706510.1, XP_021706400.1, XP_021712619.1, XP_021695195.1, XP_021694257.1, XP_021700139.1, XP_001658058.1
OG0000250	XP_017891897.1, XP_017892094.1	XP_001660282.2, XP_021705092.1
OG0000252	XP_017882976.1, XP_017882975.1	XP_001659013.1, XP_021711486.1
OG0000253	XP_017892580.1	XP_021694648.1, XP_021694649.1, XP_021694646.1, XP_021694644.1, XP_001658552.1, XP_021694643.1, XP_021694642.1, XP_021694641.1, XP_021694640.1, XP_021694647.1
OG0000253	XP_017887593.1	XP_021703386.1, XP_021703387.1, XP_021703388.1
OG0000254	XP_017885582.1	XP_001664252.1
OG0000254	XP_026670867.1, XP_017883145.1	XP_021713090.1, XP_021713086.1, XP_021713085.1, XP_021713089.1, XP_021713088.1, XP_021713082.1, XP_021713081.1, XP_021713084.1, XP_021713083.1, XP_021713091.1
OG0000255	XP_017876450.1, XP_017876430.1, XP_017876438.1, XP_017876443.1	XP_021695873.1
OG0000256	XP_017888223.1, XP_017888224.1	XP_001659923.1
OG0000257	XP_017888096.1	XP_021707001.1
OG0000257	XP_017888092.1	XP_001653528.1
OG0000260	XP_017877095.2	XP_001651266.2
OG0000261	XP_026673608.1, XP_017888695.1, XP_017888696.1, XP_017888680.1, XP_017888716.1	XP_001653512.1
OG0000262	XP_026669309.1	XP_021710972.1, XP_021710978.1, XP_021707597.1, XP_021694838.1, XP_021694837.1
OG0000263	XP_017879981.1, XP_017879980.1	XP_021695756.1, XP_001659895.1
OG0000264	XP_017891067.1	XP_021699793.1
OG0000264	XP_017876369.1	XP_001654772.1
OG0000265	XP_026669532.1, XP_017885091.1	XP_021693311.1, XP_021693310.1, XP_001656086.1, XP_001656087.2
OG0000266	XP_017891607.1, XP_026674990.1, XP_017891608.1	XP_001663718.1
OG0000266	XP_017885430.1, XP_017885429.1	XP_001648452.3
OG0000268	XP_017885444.1	XP_021694310.1, XP_021709288.1, XP_021708718.1, XP_021703075.1, XP_021703638.1, XP_021708988.1
OG0000269	XP_026675551.1, XP_026675554.1, XP_026675552.1, XP_026675550.1, XP_026675553.1, XP_017892665.1	XP_021694258.1
OG0000270	XP_017876933.1, XP_017888657.2, XP_017879441.2	XP_021693340.1
OG0000270	XP_017889037.1	XP_021693342.1
OG0000271	XP_017883617.2, XP_026671280.1	XP_021694461.1, XP_021694462.1, XP_001657210.3, XP_021694460.1
OG0000272	XP_017876935.1	XP_021702656.1, XP_001651408.2
OG0000273	XP_017881716.1, XP_026670142.1, XP_026670143.1	XP_021697010.1
OG0000274	XP_017883552.1	XP_021701671.1, XP_021701673.1, XP_021701670.1, XP_021701669.1, XP_021701674.1, XP_021701675.1, XP_021700871.1, XP_021700753.1, XP_021711724.1
OG0000274	XP_026674273.1, XP_026674274.1, XP_026674275.1	XP_021708647.1, XP_021712554.1
OG0000275	XP_017876926.2	XP_021698978.1, XP_021698986.1, XP_021698985.1, XP_021698984.1, XP_021698983.1, XP_021698982.1, XP_021698981.1, XP_021698980.1, XP_021698979.1, XP_021698977.1
OG0000277	XP_017884937.1	XP_021699116.1, XP_021699115.1, XP_021699120.1, XP_021699119.1, XP_021699118.1, XP_021699117.1
OG0000278	XP_017883294.2	XP_021710949.1, XP_021710951.1, XP_021710950.1, XP_001661751.1
OG0000279	XP_017877534.1, XP_026668146.1	XP_021701402.1, XP_021704615.1
OG0000281	XP_017890997.1	XP_021704238.1, XP_021704239.1, XP_001651431.1
OG0000283	XP_017885393.1	XP_021699203.1
OG0000284	XP_017887944.1	XP_021713281.1
OG0000284	XP_017877834.1, XP_017892296.1	XP_001649911.1
OG0000287	XP_017887531.1	XP_021693442.1, XP_021693441.1, XP_021693440.1, XP_021693439.1, XP_001654533.1, XP_001654534.1, XP_021693438.1, XP_001653434.1
OG0000288	XP_017887268.1	XP_021708643.1
OG0000288	XP_017890083.1	XP_021701110.1, XP_021701114.1, XP_021701113.1, XP_021701116.1, XP_021701115.1, XP_021701109.1, XP_021701112.1, XP_021701117.1
OG0000289	XP_017879713.1, XP_017879711.1, XP_017879712.1, XP_017879710.1	XP_001653392.1, XP_021700629.1
OG0000291	XP_026668428.1	XP_001660325.1
OG0000295	XP_017883054.1, XP_017883056.1, XP_017883055.1	XP_001657310.1, XP_001657309.1, XP_021709409.1, XP_021711736.1
OG0000296	XP_017880686.1, XP_017880687.1, XP_017880688.1	XP_021696627.1, XP_001652037.1
OG0000298	XP_017877821.1, XP_017877822.1, XP_017877823.1, XP_026668289.1, XP_017877820.1	XP_001653995.1
OG0000299	XP_026668130.1, XP_026668129.1, XP_017877527.1, XP_017877528.1	XP_001651322.2
OG0000300	XP_017881515.1, XP_017881516.1	XP_001648404.2
OG0000300	XP_017887624.1	XP_001655172.1
OG0000301	XP_017888706.1	XP_001648376.1
OG0000301	XP_017881796.1, XP_026670186.1	XP_001658068.2
OG0000302	XP_017882044.1	XP_011493002.2
OG0000303	XP_017883659.1	XP_001654671.2
OG0000304	XP_026667461.1, XP_026667462.1, XP_026667463.1, XP_017876182.1	XP_021710383.1, XP_021710379.1, XP_021710380.1, XP_021710381.1, XP_021710384.1, XP_021710386.1, XP_021710382.1
OG0000305	XP_026670924.1	XP_021713275.1
OG0000305	XP_017890725.1	XP_021709869.1
OG0000306	XP_026670843.1, XP_026670846.1, XP_017883071.2	XP_021713149.1, XP_001657736.2
OG0000307	XP_017886766.1, XP_017886767.1	XP_001648503.2, XP_021709490.1
OG0000308	XP_017882238.1	XP_021704951.1, XP_001652493.1
OG0000309	XP_017883719.1, XP_026671117.1, XP_026671116.1	XP_021703498.1, XP_021703499.1, XP_021703500.1, XP_021703501.1
OG0000310	XP_026668950.1, XP_017879249.1	XP_021709445.1, XP_021707061.1
OG0000311	XP_017879050.1	XP_001663796.1
OG0000312	XP_026675168.1, XP_017891847.1, XP_017891846.1	XP_011493181.2
OG0000313	XP_017876032.1, XP_017892939.1, XP_017892941.1, XP_017892942.1	XP_021711596.1
OG0000314	XP_026674211.1	XP_001651916.1, XP_021710674.1, XP_001651919.1
OG0000314	XP_026674212.1	XP_021694403.1
OG0000315	XP_026670640.1, XP_026673904.1, XP_026670639.1, XP_026673902.1	XP_001659087.2, XP_021708161.1, XP_001659089.2, XP_021708674.1, XP_021708675.1
OG0000316	XP_017889315.1	XP_001659462.2
OG0000316	XP_017885727.1	XP_021708459.1
OG0000317	XP_017878634.1	XP_021709328.1
OG0000318	XP_017886867.1	XP_001650906.1, XP_021701160.1, XP_021701159.1, XP_021701158.1
OG0000319	XP_017890544.1	XP_021696890.1, XP_021696891.1, XP_021696892.1, XP_021696894.1, XP_021696895.1, XP_021696896.1, XP_021696897.1, XP_021696893.1, XP_001650010.1, XP_021696889.1
OG0000320	XP_017884838.1, XP_017885012.1	XP_001657626.2, XP_021712346.1, XP_021707306.1, XP_021707307.1, XP_001652831.1, XP_001663870.2, XP_001653082.1
OG0000321	XP_026669990.1	XP_001654226.2
OG0000322	XP_017891907.1	XP_021699357.1, XP_001664072.2, XP_001664071.2
OG0000323	XP_017881130.1, XP_017881133.1, XP_026669825.1, XP_026669824.1, XP_026669823.1, XP_017881127.1	XP_021709796.1
OG0000325	XP_017892509.1, XP_017892508.1, XP_017892510.1	XP_021707537.1, XP_021707536.1, XP_021707533.1, XP_021707534.1, XP_021707535.1, XP_021707531.1, XP_021707530.1, XP_021707529.1, XP_021707538.1, XP_021707532.1
OG0000326	XP_026672616.1, XP_017883786.2	XP_021704815.1, XP_001661509.1, XP_021704813.1, XP_021704814.1, XP_021706377.1
OG0000329	XP_017890655.1	XP_001663012.2, XP_001663019.1, XP_001663014.2, XP_021713330.1, XP_001663018.1, XP_001663020.2, XP_001663015.2, XP_001657173.1
OG0000330	XP_017888632.1, XP_017879694.1	XP_021712238.1, XP_001657293.2, XP_001657289.2, XP_001657288.2
OG0000332	XP_026675169.1, XP_017892085.1, XP_017892086.1, XP_017892084.1, XP_017892083.1	XP_001648362.2
OG0000333	XP_017883944.1, XP_017880399.2	XP_021693426.1
OG0000334	XP_017876668.1, XP_017876666.1, XP_017876667.1, XP_026667677.1	XP_021701876.1
OG0000335	XP_026674589.1, XP_017890677.1	XP_021711938.1
OG0000336	XP_026668398.1, XP_017884030.1	XP_001655208.2
OG0000337	XP_017892895.1	XP_021696470.1, XP_021696471.1, XP_021711867.1
OG0000339	XP_017890207.1	XP_001648723.1
OG0000339	XP_017880076.1	XP_001656676.1
OG0000340	XP_017881925.1	XP_021705793.1
OG0000341	XP_017880418.1, XP_017880419.1	XP_021702717.1, XP_001659283.1
OG0000342	XP_017882193.1	XP_021700597.1
OG0000342	XP_017882300.1	XP_021709325.1
OG0000343	XP_017880492.1	XP_021708138.1, XP_021708134.1, XP_021708135.1, XP_021708132.1, XP_021708133.1, XP_021708130.1, XP_021708131.1, XP_021708137.1, XP_021708129.1, XP_021708128.1, XP_021708127.1, XP_021708136.1, XP_021708126.1, XP_021704604.1
OG0000344	XP_017878016.1, XP_026668371.1, XP_026668373.1, XP_026668372.1	XP_021697739.1, XP_021697741.1, XP_021697740.1
OG0000345	XP_017886453.1	XP_021707280.1, XP_021707281.1, XP_021707282.1
OG0000347	XP_017875942.1	XP_021700452.1
OG0000349	XP_017883706.1, XP_026671160.1	XP_021693827.1
OG0000350	XP_017877637.1, XP_017877636.1	XP_001659213.2
OG0000351	XP_026671339.1, XP_017884059.1	XP_021707134.1, XP_001647780.1
OG0000352	XP_017884017.1, XP_017884018.1, XP_017884019.1	XP_021696227.1, XP_021696225.1, XP_021696229.1, XP_021696224.1, XP_021696228.1, XP_021696219.1, XP_021696220.1, XP_021696221.1, XP_021696216.1, XP_021696217.1, XP_021696222.1, XP_021696223.1, XP_001654250.2, XP_021696226.1
OG0000356	XP_017882661.1, XP_017882662.1	XP_001657830.1, XP_001648015.1, XP_001647923.1, XP_001655977.1, XP_001647921.1, XP_001647922.2
OG0000357	XP_017884701.1, XP_026671694.1, XP_017884704.1, XP_017884703.1, XP_017884702.1	XP_021701084.1
OG0000358	XP_017881381.1, XP_017881384.1, XP_017881383.1, XP_017881382.1	XP_001661132.1, XP_021698766.1
OG0000360	XP_026672518.1	XP_021705669.1, XP_021705670.1
OG0000361	XP_017889643.1	XP_001650659.2, XP_021704356.1, XP_021704357.1, XP_021704358.1, XP_021704359.1, XP_001653317.1
OG0000362	XP_017887524.1	XP_001658111.1
OG0000362	XP_026673052.1, XP_017887555.1	XP_021698010.1
OG0000363	XP_017887556.1	XP_001660101.2
OG0000363	XP_017879666.2, XP_017882363.1	XP_001660100.2, XP_021693660.1, XP_021708215.1, XP_011492937.1
OG0000364	XP_017879635.1	XP_021701773.1, XP_001658074.1, XP_021701778.1, XP_021701775.1, XP_021701774.1, XP_021701777.1, XP_021701776.1
OG0000365	XP_026669826.1	XP_021696655.1, XP_021696656.1, XP_001652059.2
OG0000366	XP_026672513.1, XP_026672512.1	XP_021698510.1, XP_021698495.1, XP_021698505.1, XP_021698504.1, XP_021698507.1
OG0000367	XP_017876664.1, XP_017876665.1, XP_017876663.1	XP_001650261.2
OG0000368	XP_017881800.1, XP_017890006.1, XP_026674259.1, XP_026674258.1	XP_001649238.1, XP_001649236.1, XP_021705594.1
OG0000369	XP_026673921.1, XP_026673920.1, XP_017875060.2	XP_021706588.1, XP_021708003.1
OG0000370	XP_026670242.1	XP_021712555.1
OG0000370	XP_026670240.1	XP_001658407.1
OG0000372	XP_026674693.1, XP_017877007.1	XP_001653705.2
OG0000375	XP_026673145.1	XP_001652513.1
OG0000376	XP_026670404.1, XP_026670402.1, XP_026670403.1, XP_026670401.1, XP_026670400.1	XP_021711017.1
OG0000377	XP_017879768.1	XP_001660801.2
OG0000377	XP_017892888.1	XP_001652672.1, XP_001652671.1, XP_001652673.1
OG0000378	XP_026666512.1, XP_017893062.1, XP_017875171.1	XP_021709491.1
OG0000379	XP_026672374.1	XP_021704205.1, XP_021704206.1
OG0000380	XP_026674310.1, XP_017889485.1	XP_001658589.2, XP_021700482.1
OG0000381	XP_017876207.1	XP_021709141.1
OG0000381	XP_017879359.1	XP_021708636.1, XP_001653770.1
OG0000382	XP_026667240.1, XP_017877895.1	XP_021712504.1, XP_021705463.1
OG0000384	XP_017880522.1, XP_026669531.1	XP_001660403.1
OG0000384	XP_026669578.1	XP_021708638.1
OG0000385	XP_017888867.1, XP_017888864.1, XP_017880344.1	XP_021712982.1, XP_001649476.1
OG0000386	XP_017882819.1, XP_026670786.1, XP_026674023.1, XP_026670748.1	XP_011493284.1, XP_001651049.1, XP_021694539.1
OG0000387	XP_017884085.2, XP_017887854.2, XP_017881302.1	XP_001651743.2, XP_001651741.2, XP_021706845.1, XP_021706846.1, XP_021707468.1, XP_021707467.1
OG0000388	XP_017892983.1	XP_021694733.1
OG0000388	XP_017892916.1	XP_001659821.1
OG0000389	XP_017888208.1, XP_017882958.1, XP_017882959.1	XP_001653489.2, XP_001653487.1
OG0000390	XP_026675490.1	XP_001652622.1
OG0000391	XP_017879294.1	XP_021708186.1, XP_021708180.1
OG0000392	XP_017881561.1, XP_017890620.1, XP_017884071.1	XP_021694279.1
OG0000394	XP_017891153.1, XP_017891154.1	XP_021705811.1, XP_021705815.1, XP_021705814.1, XP_021705816.1, XP_021705810.1, XP_021705812.1, XP_021705813.1
OG0000395	XP_017878360.1, XP_017880857.1	XP_021711480.1
OG0000396	XP_017876629.1	XP_001649428.2, XP_001651977.1, XP_001651979.1, XP_021694881.1
OG0000398	XP_017883232.1, XP_026670933.1, XP_017881985.1, XP_026670277.1	XP_001654423.1
OG0000399	XP_017888875.2, XP_026673685.1	XP_021701463.1, XP_021701471.1, XP_021701437.1
OG0000400	XP_026667276.1	XP_021708893.1, XP_001657539.2, XP_001657536.2
OG0000401	XP_017877858.1, XP_017877859.1, XP_026668295.1, XP_017877857.1	XP_021710740.1, XP_001657992.2, XP_021710747.1
OG0000402	XP_017886197.1, XP_017886139.2	XP_011492940.1, XP_001658086.2
OG0000403	XP_026669413.1, XP_026669481.1, XP_026669498.1	XP_021702997.1, XP_021702978.1, XP_021702985.1, XP_021702994.1
OG0000405	XP_017891894.1, XP_017891893.1	XP_001663334.1
OG0000405	XP_017891500.1	XP_001660991.1
OG0000406	XP_017890264.1, XP_017888942.1	XP_001656191.2
OG0000406	XP_017888966.1	XP_001657673.2, XP_001657671.1, XP_001657674.2
OG0000407	XP_017892498.1, XP_026671889.1, XP_017885063.2, XP_026675474.1	XP_001650092.2
OG0000408	XP_026673209.1, XP_026673210.1	XP_001656144.1
OG0000408	XP_017892389.1	XP_001649800.1
OG0000409	XP_017879420.1	XP_021710172.1, XP_021710173.1, XP_021710174.1, XP_021710175.1, XP_001652242.1, XP_021710171.1, XP_001652240.1
OG0000410	XP_017876457.1	XP_021706294.1, XP_021706293.1
OG0000410	XP_017886929.1, XP_026672673.1	XP_021700545.1, XP_021700546.1, XP_021711935.1
OG0000411	XP_017875085.1	XP_021698601.1
OG0000411	XP_026669493.1	XP_001664033.2
OG0000412	XP_026671793.1	XP_021698414.1
OG0000412	XP_026667744.1, XP_017876789.1	XP_021710181.1, XP_021710186.1
OG0000413	XP_017889013.1, XP_026673841.1, XP_026673840.1, XP_026673839.1	XP_021704464.1, XP_021704463.1, XP_021704462.1, XP_021704461.1, XP_021704460.1, XP_021704471.1, XP_021704472.1, XP_021704469.1, XP_021704470.1, XP_021704467.1, XP_021704468.1, XP_021704465.1, XP_021704466.1
OG0000415	XP_026672044.1, XP_026672043.1, XP_026672042.1, XP_026672041.1	XP_021707878.1
OG0000416	XP_026671285.1, XP_026671284.1, XP_017890267.2, XP_026667441.1, XP_017891813.1, XP_026668991.1	XP_001648022.2
OG0000417	XP_026670592.1	XP_001656516.2
OG0000417	XP_017889513.1	XP_001660338.2
OG0000418	XP_026674820.1	XP_021700067.1
OG0000419	XP_017893681.1, XP_017893682.1, XP_026666873.1	XP_001650207.1
OG0000420	XP_017883993.1	XP_001654248.2, XP_001663090.2, XP_001663089.2
OG0000421	XP_017886991.1	XP_021710730.1
OG0000422	XP_017883585.1, XP_017883586.1, XP_026671031.1, XP_017883584.1	XP_021695345.1
OG0000423	XP_017877847.1, XP_017877835.1	XP_021700803.1, XP_021700802.1, XP_001654139.1, XP_001654140.1
OG0000424	XP_017882930.1	XP_001660884.1, XP_001660885.1
OG0000425	XP_026667650.1, XP_026667652.1, XP_026667651.1	XP_001661159.1
OG0000426	XP_017885576.1	XP_001648511.1, XP_021706083.1
OG0000427	XP_026674914.1	XP_021693479.1
OG0000428	XP_017882890.1	XP_001652376.3
OG0000429	XP_017882425.1, XP_017882426.1, XP_017882427.1, XP_017882428.1, XP_017882429.1, XP_026670577.1, XP_017882430.1	XP_021708592.1
OG0000430	XP_017889252.1	XP_001651734.2
OG0000431	XP_026673703.1	XP_001654510.2, XP_021699064.1, XP_001654511.2, XP_021699065.1, XP_011493547.2, XP_021694254.1, XP_021699035.1, XP_021695235.1
OG0000432	XP_017877649.1	XP_021693214.1, XP_001660788.2
OG0000433	XP_026667220.1	XP_021706095.1
OG0000433	XP_026666785.1	XP_021707462.1
OG0000434	XP_026667609.1, XP_017876717.1	XP_021706134.1, XP_021706133.1, XP_021707113.1, XP_021707115.1
