Orthogroup	Ceratina_calcarata	Vespa_mandarinia
OG0000207	XP_017887500.1	XP_035718709.1
OG0000207	XP_026674616.1	XP_035726226.1
OG0000207	XP_017892647.1	XP_035726227.1
OG0000208	XP_017888023.2	XP_035726225.1
OG0000208	XP_017890302.1	XP_035721855.1
OG0000209	XP_017877461.1	XP_035728112.1
OG0000210	XP_017892511.1	XP_035733688.1
OG0000210	XP_017891941.1	XP_035732804.1
OG0000210	XP_026674381.1	XP_035723457.1
OG0000212	XP_017878882.2	XP_035737335.1
OG0000212	XP_017881501.1, XP_017881502.1	XP_035737458.1
OG0000213	XP_017880316.1, XP_017880314.1, XP_017880318.1, XP_017880317.1, XP_017880320.1, XP_017880319.1, XP_017880312.1, XP_017880311.1, XP_017880310.1	XP_035723104.1
OG0000214	XP_017887358.1	XP_035723354.1, XP_035723352.1, XP_035723353.1, XP_035723355.1
OG0000214	XP_017883709.1	XP_035741447.1, XP_035741444.1
OG0000215	XP_026674154.1	XP_035724895.1, XP_035724894.1
OG0000215	XP_026674156.1	XP_035724898.1, XP_035724897.1
OG0000216	XP_026675305.1, XP_017879922.1	XP_035724451.1
OG0000217	XP_017875872.2	XP_035740471.1
OG0000218	XP_017886341.1, XP_017886340.1, XP_017886339.1	XP_035726856.1
OG0000219	XP_017877521.1, XP_017877526.1	XP_035741255.1, XP_035741253.1, XP_035741259.1, XP_035741260.1, XP_035741251.1, XP_035741257.1, XP_035741254.1, XP_035741252.1, XP_035741256.1
OG0000220	XP_017876340.1, XP_026667525.1, XP_026667523.1, XP_026667524.1	XP_035717455.1, XP_035717452.1, XP_035717450.1, XP_035717454.1, XP_035717453.1
OG0000221	XP_026670075.1, XP_017881592.1, XP_026670076.1	XP_035721735.1
OG0000223	XP_017882775.1	XP_035733807.1
OG0000223	XP_017893356.1	XP_035722636.1
OG0000224	XP_017888596.1, XP_026670596.1, XP_017882521.1, XP_026673573.1	XP_035739815.1, XP_035739812.1, XP_035739813.1, XP_035739814.1
OG0000225	XP_026666844.1, XP_017893638.1, XP_017893637.1, XP_017893635.1, XP_017893634.1, XP_017893640.1, XP_017893639.1	XP_035734246.1, XP_035734248.1
OG0000225	XP_017878810.1	XP_035742936.1
OG0000227	XP_017888470.1, XP_017888471.1, XP_017888467.1, XP_017888469.1, XP_017888468.1	XP_035735426.1
OG0000228	XP_017879159.1, XP_017889191.1	XP_035731235.1
OG0000229	XP_017875075.1	XP_035730748.1, XP_035730749.1, XP_035731006.1, XP_035731009.1
OG0000231	XP_017876697.1	XP_035738625.1, XP_035738626.1, XP_035738627.1
OG0000232	XP_017884958.1, XP_017884957.1	XP_035727361.1, XP_035727359.1, XP_035727360.1
OG0000233	XP_026675538.1, XP_017892650.2, XP_017892649.1, XP_026669124.1, XP_017879788.1, XP_017879699.1	XP_035718297.1
OG0000234	XP_017888526.1, XP_017888643.1	XP_035726727.1
OG0000235	XP_017875862.1	XP_035729544.1, XP_035729549.1, XP_035729541.1
OG0000236	XP_017889375.1	XP_035735169.1
OG0000236	XP_017889373.1	XP_035735167.1
OG0000237	XP_017876361.1	XP_035740253.1
OG0000237	XP_017876360.1	XP_035740306.1
OG0000240	XP_017893188.1	XP_035741192.1, XP_035741079.1
OG0000243	XP_017884615.1	XP_035719823.1, XP_035719832.1
OG0000244	XP_017875461.1	XP_035735677.1, XP_035735674.1, XP_035735678.1, XP_035735673.1, XP_035735676.1, XP_035735675.1
OG0000245	XP_017884414.2, XP_017877241.2, XP_017877242.1	XP_035726439.1
OG0000246	XP_026672439.1, XP_017886206.1, XP_017886207.1	XP_035739647.1
OG0000247	XP_026669061.1	XP_035732193.1
OG0000248	XP_026672461.1	XP_035739829.1
OG0000249	XP_017881308.1	XP_035717767.1
OG0000250	XP_017892094.1	XP_035723650.1
OG0000250	XP_017878871.1	XP_035723432.1, XP_035723431.1, XP_035723434.1, XP_035723433.1
OG0000251	XP_017880108.2	XP_035723813.1
OG0000252	XP_017882976.1, XP_017882975.1	XP_035720532.1, XP_035720531.1
OG0000253	XP_017892580.1	XP_035742337.1, XP_035742338.1
OG0000254	XP_017885582.1	XP_035718876.1
OG0000254	XP_026670867.1, XP_017883145.1	XP_035732648.1
OG0000255	XP_017876450.1, XP_017876430.1, XP_017876438.1, XP_017876443.1	XP_035728438.1, XP_035728437.1, XP_035728436.1
OG0000255	XP_017881190.1	XP_035737965.1
OG0000256	XP_017888223.1, XP_017888224.1	XP_035743889.1, XP_035743888.1, XP_035743887.1, XP_035743890.1
OG0000257	XP_017888096.1	XP_035740806.1, XP_035740850.1
OG0000257	XP_017888092.1	XP_035740701.1
OG0000258	XP_017878110.1	XP_035735190.1
OG0000259	XP_026675575.1, XP_026675576.1, XP_026674289.1	XP_035726652.1
OG0000260	XP_017877095.2	XP_035739763.1
OG0000263	XP_017879981.1, XP_017879980.1	XP_035722794.1, XP_035722793.1, XP_035722795.1, XP_035722792.1, XP_035722797.1
OG0000264	XP_017891067.1	XP_035735842.1
OG0000264	XP_017876369.1	XP_035728468.1
OG0000265	XP_026669532.1, XP_017885091.1	XP_035743707.1
OG0000266	XP_017891607.1, XP_026674990.1, XP_017891608.1	XP_035743679.1
OG0000266	XP_017885430.1, XP_017885429.1	XP_035727916.1
OG0000268	XP_017885444.1	XP_035724329.1
OG0000269	XP_026675551.1, XP_026675554.1, XP_026675552.1, XP_026675550.1, XP_026675553.1, XP_017892665.1	XP_035719187.1, XP_035719185.1, XP_035719186.1, XP_035719184.1
OG0000270	XP_017888657.2, XP_017879441.2	XP_035721119.1
OG0000270	XP_017889037.1	XP_035736463.1
OG0000271	XP_026666577.1, XP_026666578.1	XP_035725070.1, XP_035725069.1
OG0000272	XP_017892842.1	XP_035738837.1
OG0000272	XP_017876935.1	XP_035729176.1
OG0000273	XP_017881716.1, XP_026670142.1, XP_026670143.1	XP_035734277.1
OG0000274	XP_026674273.1, XP_026674274.1, XP_026674275.1	XP_035728684.1
OG0000275	XP_017876926.2	XP_035721639.1, XP_035721634.1, XP_035721635.1, XP_035721637.1, XP_035721638.1, XP_035721636.1
OG0000277	XP_017884937.1	XP_035720328.1, XP_035720326.1, XP_035720324.1, XP_035720323.1, XP_035720322.1, XP_035720327.1
OG0000278	XP_017883294.2	XP_035742183.1, XP_035742182.1
OG0000281	XP_017890528.1, XP_017883555.1	XP_035720658.1
OG0000283	XP_017885393.1	XP_035732633.1, XP_035732632.1, XP_035732635.1, XP_035732634.1, XP_035732636.1, XP_035732638.1, XP_035732643.1, XP_035732639.1, XP_035732637.1, XP_035732628.1, XP_035732629.1, XP_035732630.1, XP_035732640.1, XP_035732641.1
OG0000284	XP_017887944.1	XP_035725371.1
OG0000284	XP_017877834.1, XP_017892296.1	XP_035736377.1
OG0000286	XP_017882800.1	XP_035731751.1, XP_035731750.1, XP_035731752.1
OG0000287	XP_017887531.1	XP_035740381.1
OG0000288	XP_017887268.1	XP_035725617.1, XP_035725618.1, XP_035725619.1, XP_035725620.1
OG0000288	XP_017890083.1	XP_035727964.1
OG0000289	XP_017879713.1, XP_017879711.1, XP_017879712.1, XP_017879710.1	XP_035736843.1, XP_035736844.1, XP_035736845.1
OG0000290	XP_017892209.1	XP_035742649.1
OG0000291	XP_017878091.1	XP_035728615.1
OG0000292	XP_017883970.1, XP_026671294.1	XP_035733107.1, XP_035733106.1, XP_035733105.1, XP_035733104.1, XP_035733110.1, XP_035733109.1, XP_035733111.1, XP_035733108.1
OG0000294	XP_026669286.1, XP_017890616.2	XP_035718426.1, XP_035718431.1, XP_035718428.1
OG0000294	XP_026669287.1	XP_035742757.1, XP_035733003.1, XP_035718487.1, XP_035718041.1, XP_035718488.1, XP_035742755.1, XP_035742760.1, XP_035742758.1, XP_035732948.1, XP_035718486.1, XP_035718485.1, XP_035718459.1, XP_035732977.1
OG0000295	XP_017883054.1, XP_017883056.1, XP_017883055.1	XP_035724522.1, XP_035724503.1, XP_035724513.1
OG0000296	XP_017880686.1, XP_017880687.1, XP_017880688.1	XP_035742884.1, XP_035742883.1, XP_035742885.1
OG0000297	XP_017893279.1	XP_035732677.1
OG0000298	XP_017877821.1, XP_017877822.1, XP_017877823.1, XP_026668289.1, XP_017877820.1	XP_035725046.1, XP_035725050.1, XP_035725049.1, XP_035725047.1, XP_035725048.1
OG0000299	XP_026668130.1, XP_026668129.1, XP_017877527.1, XP_017877528.1	XP_035741263.1, XP_035741264.1, XP_035741266.1, XP_035741261.1, XP_035741262.1, XP_035741265.1
OG0000300	XP_017887624.1	XP_035727377.1, XP_035727386.1, XP_035727394.1, XP_035727402.1, XP_035727433.1, XP_035727422.1, XP_035727412.1
OG0000301	XP_017888706.1	XP_035741425.1
OG0000301	XP_017881796.1, XP_026670186.1	XP_035725195.1
OG0000302	XP_017882044.1	XP_035736733.1
OG0000303	XP_017883659.1	XP_035738398.1
OG0000303	XP_017876261.1	XP_035743560.1
OG0000303	XP_017881670.1	XP_035732718.1
OG0000304	XP_026667461.1, XP_026667462.1, XP_026667463.1, XP_017876182.1	XP_035737437.1, XP_035737434.1, XP_035737433.1, XP_035737435.1
OG0000305	XP_026670924.1	XP_035725285.1
OG0000305	XP_017890725.1	XP_035729831.1
OG0000306	XP_026670843.1, XP_026670846.1, XP_017883071.2	XP_035737223.1, XP_035737207.1, XP_035737199.1
OG0000307	XP_017886766.1, XP_017886767.1	XP_035721440.1, XP_035721443.1, XP_035721442.1
OG0000308	XP_017882238.1	XP_035734694.1, XP_035734697.1
OG0000309	XP_017883719.1, XP_026671117.1, XP_026671116.1	XP_035724469.1, XP_035724734.1, XP_035724558.1, XP_035724388.1, XP_035724832.1, XP_035724645.1
OG0000310	XP_026668950.1, XP_017879249.1	XP_035742346.1, XP_035722399.1
OG0000311	XP_017879050.1	XP_035743868.1, XP_035743867.1
OG0000312	XP_026675168.1, XP_017891847.1, XP_017891846.1	XP_035734088.1, XP_035734082.1, XP_035734083.1, XP_035734080.1, XP_035734081.1, XP_035734086.1, XP_035734084.1, XP_035734087.1, XP_035734085.1
OG0000313	XP_017876032.1, XP_017892939.1, XP_017892941.1, XP_017892942.1	XP_035740443.1
OG0000315	XP_026670640.1, XP_026673904.1, XP_026670639.1, XP_026673902.1	XP_035727385.1
OG0000316	XP_017889315.1	XP_035740432.1
OG0000316	XP_017885727.1	XP_035729094.1, XP_035729092.1
OG0000317	XP_017878634.1	XP_035740159.1
OG0000318	XP_017886867.1	XP_035736725.1, XP_035736729.1, XP_035736727.1, XP_035736728.1, XP_035736730.1, XP_035736726.1, XP_035736724.1
OG0000319	XP_017890544.1	XP_035727711.1, XP_035727714.1, XP_035727715.1, XP_035727717.1, XP_035727716.1, XP_035727713.1, XP_035727712.1
OG0000320	XP_017884838.1, XP_017885012.1	XP_035723044.1
OG0000321	XP_026669990.1	XP_035718651.1, XP_035718650.1
OG0000322	XP_017891907.1	XP_035732799.1
OG0000322	XP_026672347.1, XP_017885950.1	XP_035736008.1, XP_035735999.1
OG0000323	XP_017881130.1, XP_017881133.1, XP_026669825.1, XP_026669824.1, XP_026669823.1, XP_017881127.1	XP_035717456.1, XP_035717458.1, XP_035717457.1, XP_035717459.1, XP_035717460.1
OG0000324	XP_026666742.1, XP_026666721.1	XP_035728721.1, XP_035728715.1
OG0000325	XP_017892509.1, XP_017892508.1, XP_017892510.1	XP_035743020.1, XP_035743019.1, XP_035743024.1, XP_035743023.1, XP_035743021.1, XP_035743025.1, XP_035743026.1
OG0000326	XP_026672616.1, XP_017883786.2	XP_035730290.1
OG0000327	XP_026669836.1, XP_026669837.1	XP_035729496.1
OG0000329	XP_017890655.1	XP_035727539.1, XP_035727540.1
OG0000330	XP_017888632.1	XP_035734130.1, XP_035719014.1
OG0000330	XP_017879694.1	XP_035719494.1
OG0000331	XP_017891701.1	XP_035739946.1, XP_035739945.1, XP_035739944.1, XP_035739947.1
OG0000332	XP_026675169.1, XP_017892085.1, XP_017892086.1, XP_017892084.1, XP_017892083.1	XP_035734091.1, XP_035734090.1, XP_035734092.1
OG0000333	XP_017883944.1, XP_017880399.2	XP_035743594.1
OG0000334	XP_017876668.1, XP_017876666.1, XP_017876667.1, XP_026667677.1	XP_035730056.1, XP_035730060.1, XP_035730063.1, XP_035730057.1, XP_035730061.1, XP_035730062.1
OG0000335	XP_026674589.1, XP_017890677.1	XP_035731643.1, XP_035731642.1
OG0000336	XP_026668398.1	XP_035742767.1, XP_035742772.1, XP_035742759.1
OG0000336	XP_017884030.1	XP_035739272.1
OG0000337	XP_017892895.1	XP_035723409.1
OG0000338	XP_026670550.1	XP_035737384.1
OG0000339	XP_017890207.1	XP_035724022.1
OG0000339	XP_017880076.1	XP_035718121.1, XP_035718122.1
OG0000340	XP_017883854.1	XP_035721594.1
OG0000340	XP_017881925.1	XP_035725472.1, XP_035725471.1
OG0000341	XP_017880418.1, XP_017880419.1	XP_035738281.1, XP_035738279.1, XP_035738282.1, XP_035738283.1, XP_035738285.1, XP_035738284.1
OG0000342	XP_017882193.1	XP_035718354.1
OG0000342	XP_017882300.1	XP_035719318.1
OG0000343	XP_017880492.1	XP_035743980.1
OG0000344	XP_017878016.1, XP_026668371.1, XP_026668373.1, XP_026668372.1	XP_035738356.1, XP_035738358.1, XP_035738359.1, XP_035738364.1, XP_035738363.1, XP_035738362.1, XP_035738360.1, XP_035738361.1, XP_035738357.1
OG0000345	XP_017886453.1	XP_035738666.1, XP_035738667.1, XP_035738669.1, XP_035738665.1, XP_035738670.1, XP_035738671.1, XP_035738668.1, XP_035738672.1
OG0000347	XP_017875942.1	XP_035739165.1, XP_035739169.1, XP_035739163.1, XP_035739164.1, XP_035739166.1, XP_035739168.1
OG0000349	XP_017883706.1, XP_026671160.1	XP_035729444.1
OG0000350	XP_017877637.1, XP_017877636.1	XP_035737131.1, XP_035737130.1
OG0000351	XP_026671339.1, XP_017884059.1	XP_035718015.1, XP_035718022.1, XP_035718032.1
OG0000352	XP_017884017.1, XP_017884018.1, XP_017884019.1	XP_035737721.1
OG0000356	XP_017882662.1	XP_035740320.1
OG0000357	XP_017884701.1, XP_026671694.1, XP_017884704.1, XP_017884703.1, XP_017884702.1	XP_035731381.1, XP_035731380.1, XP_035731379.1, XP_035731378.1, XP_035731377.1
OG0000358	XP_017881381.1, XP_017881384.1, XP_017881383.1, XP_017881382.1	XP_035727372.1, XP_035727374.1, XP_035727373.1
OG0000360	XP_026672518.1	XP_035717699.1
OG0000361	XP_017889643.1	XP_035728053.1
OG0000362	XP_017887524.1	XP_035733777.1
OG0000362	XP_026673052.1, XP_017887555.1	XP_035733776.1
OG0000363	XP_017879666.2, XP_017882363.1	XP_035717943.1
OG0000364	XP_017879635.1	XP_035724830.1, XP_035724831.1
OG0000365	XP_026669826.1	XP_035734724.1, XP_035734725.1, XP_035734728.1, XP_035734729.1, XP_035734726.1, XP_035734727.1
OG0000366	XP_026672513.1	XP_035731042.1
OG0000366	XP_026672512.1	XP_035731038.1, XP_035731020.1
OG0000367	XP_017876664.1, XP_017876665.1, XP_017876663.1	XP_035730042.1, XP_035730043.1
OG0000368	XP_017881800.1	XP_035725196.1
OG0000368	XP_017890006.1, XP_026674259.1, XP_026674258.1	XP_035725421.1
OG0000369	XP_026673921.1, XP_026673920.1	XP_035736257.1
OG0000369	XP_017875060.2	XP_035735619.1
OG0000370	XP_026670242.1	XP_035723563.1
OG0000370	XP_017891434.1, XP_026670241.1, XP_026670240.1	XP_035723707.1
OG0000371	XP_026672489.1, XP_026672487.1, XP_017886344.1, XP_017886345.1, XP_026672490.1, XP_017886342.1, XP_017886343.1	XP_035726921.1, XP_035726926.1, XP_035726961.1, XP_035726953.1, XP_035726911.1, XP_035726901.1, XP_035726891.1, XP_035726945.1, XP_035726970.1, XP_035726935.1
OG0000372	XP_026674693.1	XP_035726735.1
OG0000372	XP_017877007.1	XP_035733921.1
OG0000375	XP_026673145.1	XP_035733331.1
OG0000377	XP_017879768.1	XP_035744081.1
OG0000377	XP_017892888.1	XP_035738841.1
OG0000378	XP_026666512.1, XP_017893062.1	XP_035732227.1, XP_035732224.1
OG0000378	XP_017875171.1	XP_035720515.1
OG0000379	XP_026672374.1	XP_035730189.1, XP_035730188.1, XP_035730187.1
OG0000380	XP_026674310.1, XP_017889485.1	XP_035726693.1, XP_035726692.1, XP_035726694.1
OG0000381	XP_017876207.1	XP_035739680.1
OG0000381	XP_017879359.1	XP_035743164.1
OG0000382	XP_026667240.1	XP_035731760.1
OG0000382	XP_017877895.1	XP_035732432.1
OG0000383	XP_017880981.1, XP_017887324.1	XP_035740378.1
OG0000384	XP_017880522.1, XP_026669531.1	XP_035720776.1
OG0000385	XP_017888867.1, XP_017888864.1	XP_035729195.1
OG0000385	XP_017880344.1	XP_035723456.1
OG0000386	XP_017882819.1	XP_035728038.1
OG0000386	XP_026670786.1	XP_035728376.1
OG0000386	XP_026674023.1, XP_026670748.1	XP_035728377.1
OG0000387	XP_017884085.2, XP_017887854.2, XP_017881302.1	XP_035736603.1
OG0000388	XP_017892983.1	XP_035726517.1
OG0000389	XP_017888208.1, XP_017882958.1, XP_017882959.1	XP_035719223.1
OG0000390	XP_026675490.1	XP_035738057.1
OG0000391	XP_017879294.1	XP_035733359.1
OG0000392	XP_017881561.1, XP_017890620.1, XP_017884071.1	XP_035742210.1
OG0000394	XP_017891153.1, XP_017891154.1	XP_035735750.1, XP_035735752.1, XP_035735751.1
OG0000395	XP_017878360.1	XP_035722253.1
OG0000395	XP_017880857.1	XP_035722857.1
OG0000396	XP_017876629.1, XP_017876031.1	XP_035740626.1
OG0000398	XP_017883232.1, XP_026670933.1, XP_017881985.1, XP_026670277.1	XP_035727861.1, XP_035727863.1, XP_035727862.1
OG0000399	XP_017888875.2, XP_026673685.1	XP_035721048.1, XP_035721027.1, XP_035721035.1, XP_035721037.1
OG0000400	XP_026667276.1	XP_035742371.1, XP_035724332.1, XP_035724334.1, XP_035724333.1, XP_035724335.1
OG0000401	XP_017877858.1, XP_017877859.1, XP_026668295.1, XP_017877857.1	XP_035726732.1, XP_035726733.1, XP_035726731.1, XP_035726736.1, XP_035726734.1
OG0000402	XP_017886197.1, XP_017886139.2	XP_035730366.1
OG0000403	XP_026669413.1, XP_026669481.1, XP_026669498.1	XP_035718489.1
OG0000405	XP_017891894.1, XP_017891893.1	XP_035740586.1, XP_035740585.1
OG0000405	XP_017891500.1	XP_035729013.1, XP_035729012.1
OG0000406	XP_017890264.1, XP_017888942.1	XP_035732984.1
OG0000406	XP_017888966.1	XP_035732985.1
OG0000407	XP_017892498.1, XP_026671889.1	XP_035743388.1, XP_035743390.1
OG0000407	XP_017885063.2, XP_026675474.1	XP_035743383.1, XP_035743384.1
OG0000408	XP_026673209.1, XP_026673210.1	XP_035722401.1
OG0000408	XP_017892389.1	XP_035737799.1
OG0000409	XP_017879420.1	XP_035723932.1
OG0000410	XP_017876457.1	XP_035724504.1
OG0000410	XP_017886929.1, XP_026672673.1	XP_035724339.1
OG0000411	XP_017875085.1	XP_035728085.1
OG0000411	XP_026669493.1	XP_035736358.1
OG0000412	XP_026671793.1	XP_035731605.1
OG0000413	XP_017889013.1, XP_026673841.1, XP_026673840.1, XP_026673839.1	XP_035737679.1
OG0000414	XP_017891040.1	XP_035741012.1, XP_035741013.1, XP_035741014.1
OG0000414	XP_017891275.1	XP_035740991.1, XP_035740990.1
OG0000415	XP_026672044.1, XP_026672043.1, XP_026672042.1, XP_026672041.1	XP_035739802.1
OG0000416	XP_026671285.1, XP_026671284.1	XP_035742854.1
OG0000417	XP_026670592.1	XP_035731664.1, XP_035731666.1
OG0000417	XP_017889513.1	XP_035736212.1
OG0000419	XP_017893681.1, XP_017893682.1, XP_026666873.1	XP_035736016.1
OG0000420	XP_017883993.1	XP_035737714.1
OG0000420	XP_026671299.1	XP_035737727.1, XP_035737728.1, XP_035737726.1, XP_035737725.1
OG0000421	XP_017886991.1	XP_035725314.1
OG0000423	XP_017877847.1, XP_017877835.1	XP_035741386.1, XP_035741387.1, XP_035741388.1, XP_035741392.1, XP_035741391.1, XP_035741389.1, XP_035741390.1
OG0000424	XP_017882934.1	XP_035721875.1
OG0000424	XP_017882930.1	XP_035721878.1
OG0000425	XP_026667650.1, XP_026667652.1, XP_026667651.1	XP_035718955.1, XP_035718958.1, XP_035718956.1, XP_035718957.1
OG0000426	XP_017885576.1	XP_035722302.1, XP_035722301.1, XP_035722303.1, XP_035722305.1, XP_035722304.1, XP_035722300.1
OG0000427	XP_026674914.1	XP_035736616.1
OG0000428	XP_017882890.1	XP_035728302.1, XP_035728301.1, XP_035728303.1
OG0000429	XP_017882425.1, XP_017882426.1, XP_017882427.1, XP_017882428.1, XP_017882429.1, XP_026670577.1, XP_017882430.1	XP_035720359.1
OG0000430	XP_017889252.1	XP_035742034.1
OG0000431	XP_026673703.1	XP_035719249.1
OG0000432	XP_017877649.1	XP_035723495.1, XP_035723496.1, XP_035723494.1, XP_035723497.1, XP_035723498.1
OG0000433	XP_026667220.1	XP_035740897.1
OG0000434	XP_026667609.1, XP_017876717.1	XP_035724577.1, XP_035724578.1, XP_035724580.1
OG0000436	XP_017892969.1, XP_017892973.1	XP_035726509.1
OG0000436	XP_017892982.1	XP_035717431.1
OG0000437	XP_026667075.1, XP_026667076.1, XP_026667073.1, XP_026667074.1, XP_017875336.1, XP_017875334.1, XP_017875333.1, XP_017875332.1	XP_035719769.1
OG0000438	XP_017883034.1	XP_035721976.1, XP_035721975.1, XP_035721973.1, XP_035721974.1
OG0000439	XP_017878847.1	XP_035726037.1
OG0000440	XP_017889250.1	XP_035734048.1
OG0000441	XP_017878287.1	XP_035743138.1
OG0000442	XP_017882333.1, XP_017882334.1	XP_035728022.1
OG0000443	XP_017885882.1	XP_035724536.1
OG0000444	XP_017890461.1	XP_035727705.1, XP_035727706.1, XP_035727708.1, XP_035727709.1, XP_035727707.1
OG0000445	XP_017886578.1	XP_035739638.1
OG0000445	XP_026672605.1	XP_035739639.1
OG0000446	XP_017893250.1	XP_035725068.1, XP_035725067.1
OG0000447	XP_017877130.1, XP_026667913.1	XP_035727077.1, XP_035727079.1, XP_035727078.1
OG0000448	XP_017883604.1, XP_017883603.1, XP_017883602.1, XP_017883601.1	XP_035732885.1, XP_035732883.1
OG0000449	XP_017878411.1, XP_017878410.1	XP_035730911.1, XP_035730912.1
OG0000450	XP_017887043.1, XP_017887045.1	XP_035719304.1
OG0000451	XP_017880325.2	XP_035732335.1, XP_035732337.1, XP_035732336.1
OG0000452	XP_017879967.1, XP_017879965.1, XP_017879968.1	XP_035731135.1
OG0000452	XP_026675475.1	XP_035721082.1
OG0000453	XP_017884928.1	XP_035720153.1, XP_035720154.1, XP_035720155.1, XP_035720156.1, XP_035720158.1, XP_035720159.1, XP_035720160.1, XP_035720161.1
OG0000454	XP_026667948.1	XP_035726887.1
OG0000455	XP_017878226.1, XP_017878228.1, XP_017878227.1	XP_035730560.1
OG0000456	XP_017881402.1	XP_035733682.1, XP_035733683.1, XP_035733681.1
OG0000457	XP_026674590.1, XP_026674592.1, XP_026674591.1, XP_026674595.1, XP_017890652.1, XP_017890651.1, XP_026674594.1	XP_035727490.1
OG0000458	XP_017890258.1	XP_035737420.1, XP_035737421.1
OG0000459	XP_026671264.1, XP_026671263.1, XP_026671266.1, XP_017883834.1	XP_035743475.1
OG0000460	XP_017877047.1	XP_035737627.1
OG0000460	XP_017877050.1, XP_017877049.1, XP_017877052.1	XP_035737628.1
OG0000461	XP_026666681.1, XP_026666682.1, XP_017893539.1	XP_035717744.1, XP_035717742.1, XP_035717741.1, XP_035717743.1, XP_035717746.1, XP_035717745.1, XP_035717747.1, XP_035717739.1, XP_035717737.1, XP_035717738.1, XP_035717736.1, XP_035717740.1
