Orthogroup	Ceratina_calcarata	Drosophila_melanogaster
OG0000277	XP_017884937.1	NP_647800.1
OG0000278	XP_017883294.2	NP_612039.1, NP_647794.1
OG0000279	XP_017877534.1, XP_026668146.1	NP_001137708.2, NP_001356890.1
OG0000281	XP_017890997.1	NP_001350861.1
OG0000283	XP_017885393.1	NP_001286595.1
OG0000284	XP_017887944.1	NP_727448.1
OG0000284	XP_017877834.1, XP_017892296.1	NP_001259432.1
OG0000286	XP_017882800.1	NP_729792.1
OG0000287	XP_017887531.1	NP_001036660.1, NP_001260729.1
OG0000288	XP_017887268.1	NP_476934.2
OG0000288	XP_017890083.1	NP_001188784.1
OG0000289	XP_017879713.1, XP_017879711.1, XP_017879712.1, XP_017879710.1	NP_001303316.1
OG0000293	XP_026673949.1, XP_026673952.1, XP_026673951.1, XP_026673956.1	NP_649119.2, NP_001262050.1
OG0000295	XP_017883054.1, XP_017883056.1, XP_017883055.1	NP_611878.1
OG0000296	XP_017880686.1, XP_017880687.1, XP_017880688.1	NP_573076.1, NP_001096988.2
OG0000297	XP_017893279.1	NP_651265.1
OG0000298	XP_017877821.1, XP_017877822.1, XP_017877823.1, XP_026668289.1, XP_017877820.1	NP_650963.2
OG0000300	XP_017881515.1, XP_017881516.1	NP_648000.1
OG0000300	XP_017887624.1	NP_001285398.1
OG0000301	XP_017888706.1	NP_572721.1
OG0000301	XP_017881796.1, XP_026670186.1	NP_525031.1
OG0000302	XP_017882044.1	NP_730054.1
OG0000303	XP_017883659.1	NP_609514.1, NP_730670.1, NP_572924.1, NP_730671.1, NP_648026.1
OG0000304	XP_026667461.1, XP_026667462.1, XP_026667463.1, XP_017876182.1	NP_788277.1
OG0000305	XP_026670924.1	NP_001284764.1, NP_650013.3, NP_650012.2
OG0000307	XP_017886766.1, XP_017886767.1	NP_650089.1
OG0000308	XP_017882238.1	NP_001261704.1
OG0000309	XP_017883719.1, XP_026671117.1, XP_026671116.1	NP_651063.1
OG0000310	XP_026668950.1, XP_017879249.1	NP_001286754.1
OG0000311	XP_017879050.1	NP_477380.1
OG0000312	XP_026675168.1, XP_017891847.1, XP_017891846.1	NP_001286891.1
OG0000313	XP_017876032.1, XP_017892939.1, XP_017892941.1, XP_017892942.1	NP_001262580.1, NP_727588.2
OG0000314	XP_026674211.1	NP_611815.3
OG0000314	XP_026674212.1	NP_001287244.1
OG0000316	XP_017889315.1	NP_723502.2, NP_611157.1
OG0000316	XP_017885727.1	NP_611470.1
OG0000317	XP_017878634.1	NP_732413.1
OG0000318	XP_017886867.1	NP_609354.1
OG0000319	XP_017890544.1	NP_523751.2
OG0000320	XP_017884838.1, XP_017885012.1	NP_001285825.1, NP_476734.1
OG0000321	XP_026669990.1	NP_523551.1
OG0000322	XP_017891907.1	NP_996040.1
OG0000322	XP_026672347.1, XP_017885950.1	NP_649068.1
OG0000323	XP_017881130.1, XP_017881133.1, XP_026669825.1, XP_026669824.1, XP_026669823.1, XP_017881127.1	NP_524359.2
OG0000326	XP_026672616.1, XP_017883786.2	NP_001246635.1
OG0000327	XP_026669845.1, XP_026669836.1, XP_026669837.1	NP_001246651.1
OG0000330	XP_017888632.1, XP_017879694.1	NP_523672.1
OG0000331	XP_017891701.1	NP_572986.1, NP_001285254.1, NP_001285253.1
OG0000332	XP_026675169.1, XP_017892085.1, XP_017892086.1, XP_017892084.1, XP_017892083.1	NP_651838.1
OG0000333	XP_017883944.1, XP_017880399.2	NP_731787.1, NP_650273.2, NP_650274.2
OG0000334	XP_017876668.1, XP_017876666.1, XP_017876667.1, XP_026667677.1	NP_001260523.1, NP_724023.1, NP_001097168.1, NP_609817.1
OG0000335	XP_026674589.1, XP_017890677.1	NP_608439.2, NP_001285956.1
OG0000336	XP_026668398.1, XP_017884030.1	NP_001286141.1
OG0000337	XP_017892895.1	NP_001097630.2
OG0000338	XP_026670550.1	NP_001303553.1, NP_728030.2
OG0000339	XP_017890207.1	NP_649788.2
OG0000339	XP_017880076.1	NP_001245907.1
OG0000340	XP_017881925.1	NP_726025.1, NP_611123.2
OG0000341	XP_017880418.1, XP_017880419.1	NP_001284896.1
OG0000342	XP_017882193.1	NP_649266.1
OG0000344	XP_017878016.1, XP_026668371.1, XP_026668373.1, XP_026668372.1	NP_001246528.1
OG0000345	XP_017886453.1	NP_610946.1
OG0000347	XP_017875942.1	NP_608720.2, NP_608717.2, NP_001285425.1, NP_608723.2, NP_610360.2, NP_609258.1
OG0000349	XP_017883706.1, XP_026671160.1	NP_650967.2
OG0000350	XP_017877637.1, XP_017877636.1	NP_726992.2
OG0000351	XP_026671339.1, XP_017884059.1	NP_001286398.1
OG0000352	XP_017884017.1, XP_017884018.1, XP_017884019.1	NP_001259266.1
OG0000356	XP_017882661.1, XP_017882662.1	NP_001163468.1, NP_728338.2
OG0000357	XP_017884701.1, XP_026671694.1, XP_017884704.1, XP_017884703.1, XP_017884702.1	NP_001137674.2
OG0000358	XP_017881381.1, XP_017881384.1, XP_017881383.1, XP_017881382.1	NP_001286927.1
OG0000360	XP_026672518.1	NP_001246235.1
OG0000361	XP_017889643.1	NP_001286677.1, NP_523803.1, NP_572371.1, NP_611264.2
OG0000362	XP_017887524.1	NP_647710.1
OG0000362	XP_026673052.1, XP_017887555.1	NP_523888.1
OG0000363	XP_017887556.1	NP_609157.3
OG0000363	XP_017879666.2, XP_017882363.1	NP_651519.1, NP_610707.2, NP_651999.1
OG0000364	XP_017879635.1	NP_001245832.1, NP_523936.2, NP_572633.1
OG0000365	XP_026669826.1	NP_729619.1
OG0000367	XP_017876664.1, XP_017876665.1, XP_017876663.1	NP_001286000.1
OG0000368	XP_017881800.1	NP_001260509.1
OG0000368	XP_017890006.1, XP_026674259.1, XP_026674258.1	NP_001285984.1
OG0000369	XP_026673921.1, XP_026673920.1, XP_017875060.2	NP_649024.1
OG0000370	XP_026670242.1	NP_648711.1
OG0000372	XP_026674693.1, XP_017877007.1	NP_788925.2, NP_728118.2
OG0000375	XP_026673145.1	NP_001262227.1
OG0000376	XP_026670404.1, XP_026670402.1, XP_026670403.1, XP_026670401.1, XP_026670400.1	NP_611476.3
OG0000377	XP_017892888.1	NP_476977.1
OG0000378	XP_017875171.1	NP_996298.1
OG0000379	XP_026672374.1	NP_001162668.2
OG0000380	XP_026674310.1, XP_017889485.1	NP_524672.1
OG0000381	XP_017876207.1	NP_727418.1
OG0000381	XP_017879359.1	NP_001262919.1, NP_524921.1, NP_524937.1
OG0000382	XP_026667240.1, XP_017877895.1	NP_001259313.1, NP_610213.1
OG0000383	XP_017880981.1, XP_017887324.1	NP_001163142.1
OG0000384	XP_017880522.1, XP_026669531.1	NP_001189151.1
OG0000384	XP_026669578.1	NP_001188547.1
OG0000385	XP_017888867.1, XP_017888864.1, XP_017880344.1	NP_611305.1
OG0000386	XP_017882819.1, XP_026670786.1, XP_026674023.1, XP_026670748.1	NP_001259349.1
OG0000387	XP_017884085.2, XP_017887854.2, XP_017881302.1	NP_608955.1
OG0000388	XP_017892983.1	NP_001285744.1
OG0000388	XP_017892916.1	NP_523952.2
OG0000389	XP_017888208.1, XP_017882958.1, XP_017882959.1	NP_651184.1
OG0000390	XP_026675490.1	NP_001036599.1
OG0000394	XP_017891153.1, XP_017891154.1	NP_001285181.1, NP_569887.1, NP_001259118.1
OG0000395	XP_017878360.1, XP_017880857.1	NP_001262738.1
OG0000396	XP_017876629.1	NP_609571.1, NP_572912.1, NP_001285222.1
OG0000398	XP_017883232.1, XP_026670933.1, XP_017881985.1, XP_026670277.1	NP_611475.3
OG0000399	XP_017888875.2, XP_026673685.1	NP_001285311.1
OG0000400	XP_026667276.1	NP_001259479.1
OG0000401	XP_017877858.1, XP_017877859.1, XP_026668295.1, XP_017877857.1	NP_651350.2
OG0000403	XP_026669413.1, XP_026669481.1, XP_026669498.1	NP_723263.2
OG0000405	XP_017891894.1, XP_017891893.1	NP_609402.1
OG0000405	XP_017891500.1	NP_723611.1
OG0000406	XP_017890264.1, XP_017888942.1	NP_650571.2
OG0000406	XP_017888966.1	NP_649888.1
OG0000407	XP_017892498.1, XP_026671889.1, XP_017885063.2, XP_026675474.1	NP_001261909.1, NP_648820.1, NP_001261908.1, NP_001189114.1
OG0000408	XP_026673209.1, XP_026673210.1	NP_001097137.1
OG0000408	XP_017892389.1	NP_001261876.1
OG0000409	XP_017879420.1	NP_001247003.1
OG0000411	XP_017875085.1	NP_730248.2
OG0000411	XP_026669493.1	NP_570017.1
OG0000412	XP_026671793.1	NP_001246627.1
OG0000412	XP_026667744.1, XP_017876789.1	NP_573357.1, NP_001259699.1
OG0000413	XP_017889013.1, XP_026673841.1, XP_026673840.1, XP_026673839.1	NP_523375.2
OG0000415	XP_026672044.1, XP_026672043.1, XP_026672042.1, XP_026672041.1	NP_733403.1
OG0000416	XP_026671285.1, XP_026671284.1, XP_017890267.2, XP_026667441.1, XP_017891813.1, XP_026668991.1	NP_995952.1, NP_476818.1
OG0000417	XP_026670592.1	NP_001097759.1
OG0000417	XP_017889513.1	NP_001246053.1
OG0000418	XP_026674820.1	NP_001246512.1
OG0000419	XP_017893681.1, XP_017893682.1, XP_026666873.1	NP_001260362.1, NP_001285558.1
OG0000420	XP_017883993.1	NP_726324.3
OG0000420	XP_026671299.1	NP_001245543.1
OG0000421	XP_017886991.1	NP_477105.2
OG0000422	XP_017883585.1, XP_017883586.1, XP_026671031.1, XP_017883584.1	NP_001260025.1
OG0000423	XP_017877847.1, XP_017877835.1	NP_651694.1
OG0000424	XP_017882930.1	NP_725192.2, NP_001036538.3, NP_001036539.1
OG0000425	XP_026667650.1, XP_026667652.1, XP_026667651.1	NP_647811.2
OG0000426	XP_017885576.1	NP_001163740.1
OG0000427	XP_026672403.1, XP_026667920.1	NP_001286728.1, NP_001286726.1
OG0000427	XP_026674914.1	NP_732572.1
OG0000428	XP_017882890.1	NP_001263092.1
OG0000429	XP_017882425.1, XP_017882426.1, XP_017882427.1, XP_017882428.1, XP_017882429.1, XP_026670577.1, XP_017882430.1	NP_788728.1
OG0000430	XP_017889252.1	NP_001286094.1
OG0000431	XP_026673703.1	NP_001303439.1, NP_650478.1, NP_732047.2, NP_650475.1
OG0000432	XP_017877649.1	NP_001260310.1
OG0000433	XP_026666785.1	NP_001137612.1, NP_001014501.1
OG0000434	XP_026667609.1, XP_017876717.1	NP_001261100.1
OG0000436	XP_017892969.1, XP_017892973.1	NP_001246364.1
OG0000436	XP_017892982.1	NP_651178.1
OG0000437	XP_026667075.1, XP_026667076.1, XP_026667073.1, XP_026667074.1, XP_017875336.1, XP_017875334.1, XP_017875333.1, XP_017875332.1	NP_001287127.1
OG0000438	XP_017883034.1	NP_650405.2
OG0000439	XP_017878847.1	NP_647622.1, NP_001261264.1
OG0000440	XP_017889250.1	NP_651672.1
OG0000440	XP_017882389.1	NP_650722.1, NP_650720.1, NP_001260388.1
OG0000441	XP_017878287.1	NP_001162891.1
OG0000442	XP_017882333.1, XP_017882334.1	NP_001259518.1
OG0000443	XP_017885882.1	NP_001260942.1, NP_610331.1
OG0000444	XP_017890461.1	NP_609032.1
OG0000445	XP_017886578.1	NP_723044.1
OG0000445	XP_026672605.1	NP_001260071.1
OG0000446	XP_017893250.1	NP_001263109.1
OG0000447	XP_017877130.1, XP_026667913.1	NP_727696.2
OG0000448	XP_017883604.1, XP_017883603.1, XP_017883602.1, XP_017883601.1	NP_651721.1
OG0000449	XP_017878411.1, XP_017878410.1	NP_001246778.1, NP_001246777.1
OG0000451	XP_017880325.2	NP_609750.1, NP_730966.1
OG0000452	XP_017879967.1, XP_017879965.1, XP_017879968.1	NP_001260946.1
OG0000452	XP_026675475.1	NP_001286988.1
OG0000453	XP_017884928.1	NP_001246225.1
OG0000454	XP_026667948.1	NP_610614.1
OG0000456	XP_026666909.1, XP_017881530.2, XP_026669984.1, XP_017883751.2, XP_017881402.1	NP_608737.1, NP_651434.3
OG0000457	XP_026674590.1, XP_026674592.1, XP_026674591.1, XP_026674595.1, XP_017890652.1, XP_017890651.1, XP_026674594.1	NP_001368957.1
OG0000458	XP_017890258.1	NP_611606.1
OG0000459	XP_026671264.1, XP_026671263.1, XP_026671266.1, XP_017883834.1	NP_001356963.1
OG0000460	XP_017877050.1, XP_017877049.1, XP_017877052.1	NP_001015261.3
OG0000461	XP_026666681.1, XP_026666682.1, XP_017893539.1	NP_001285280.1
OG0000462	XP_026672526.1	NP_001261842.1
OG0000463	XP_017877020.1	NP_001245447.1, NP_001096965.1
OG0000466	XP_017879538.1	NP_609172.1
OG0000467	XP_017878611.1, XP_017878615.1, XP_017878613.1, XP_017878614.1, XP_017878612.1	NP_001246713.1
OG0000468	XP_017886392.1, XP_017886387.1, XP_017886390.1	NP_001260343.1
OG0000469	XP_017888699.1, XP_017888701.1, XP_026673616.1, XP_026673617.1, XP_026673618.1, XP_026673619.1, XP_026673620.1, XP_026673621.1	NP_651781.1
OG0000470	XP_026673529.1, XP_017888485.1, XP_017888479.1, XP_017888482.1, XP_017888481.1, XP_017888484.1, XP_017888487.1, XP_017888486.1	NP_609192.1, NP_001097055.2, NP_001097056.3, NP_001138069.2
OG0000471	XP_026669889.1, XP_026669892.1, XP_017881852.1	NP_001188992.1
OG0000472	XP_017885150.1	NP_001285147.1
OG0000475	XP_017889767.1	NP_609588.1
OG0000476	XP_017878015.1	NP_001285980.1
OG0000477	XP_017888192.1	NP_728869.1
OG0000478	XP_017885291.1, XP_017885292.1, XP_026672009.1	NP_001027127.1
OG0000479	XP_017886238.1	NP_524809.2
OG0000480	XP_026669185.1	NP_001027106.1, NP_511050.1, NP_728924.2
OG0000482	XP_017876131.1, XP_026667911.1, XP_017882629.2	NP_001368949.1
OG0000482	XP_017892268.1	NP_001097060.1, NP_001036339.1, NP_001260521.1
OG0000483	XP_026673193.1, XP_026673192.1, XP_026673191.1, XP_017887781.1, XP_026673195.1, XP_026673194.1	NP_610217.1, NP_611859.1
OG0000484	XP_017891643.1	NP_001163649.1
OG0000485	XP_017875831.1, XP_017875832.1	NP_001286073.1, NP_001286071.1
OG0000486	XP_026672341.1	NP_611374.1
OG0000487	XP_017876230.1, XP_017876231.1	NP_651901.3
OG0000488	XP_017881836.1	NP_001286563.1
OG0000489	XP_026667928.1, XP_017877158.1, XP_017877159.1	NP_001284957.1
OG0000490	XP_017876372.1	NP_001287103.1
OG0000491	XP_017875270.1, XP_017875271.2	NP_788278.1, NP_523702.1
OG0000492	XP_026672382.1, XP_026672383.1, XP_026672381.1, XP_017886063.1, XP_017886065.1	NP_001036362.1
OG0000493	XP_026670456.1, XP_017882110.1, XP_017882109.1	NP_996214.1
OG0000495	XP_017887868.1	NP_612040.1
OG0000496	XP_026666803.1	NP_523937.2
OG0000497	XP_026675210.1	NP_001036687.1
OG0000497	XP_017883551.1	NP_001261016.1
OG0000498	XP_017876049.1	NP_611046.2
OG0000499	XP_017879422.1	NP_610430.1
OG0000500	XP_026666493.1, XP_026666492.1, XP_026666491.1	NP_001245427.1
OG0000501	XP_026667999.1	NP_001261211.1, NP_001261207.1
OG0000502	XP_017882325.1, XP_017882326.1	NP_610226.2
OG0000503	XP_026672373.1, XP_017886107.1, XP_017886106.1	NP_001163291.1
OG0000504	XP_026669601.1	NP_477213.1, NP_609349.1
OG0000505	XP_017875424.1	NP_001285501.1
OG0000506	XP_017893335.1	NP_001334747.1
OG0000508	XP_017884310.1, XP_017876202.1	NP_001287331.1, NP_001188841.1
OG0000509	XP_017880786.1	NP_523768.1, NP_001286518.1, NP_477262.1
OG0000510	XP_017891603.1, XP_017891602.1	NP_001246792.1
OG0000513	XP_026667918.1, XP_026667917.1, XP_026667916.1	NP_610051.2
OG0000516	XP_017876848.1	NP_476699.1
OG0000517	XP_026674733.1, XP_026674731.1	NP_732486.2
OG0000518	XP_017875410.1, XP_017875412.1, XP_017875411.1	NP_001137633.1
OG0000519	XP_017887424.1	NP_648378.1
OG0000520	XP_026669981.1	NP_609115.1
OG0000520	XP_017885356.2	NP_647817.2
OG0000521	XP_017886275.1, XP_017886267.1, XP_017886258.1, XP_017886249.1, XP_017888925.2	NP_001303469.1
OG0000522	XP_017882858.1	NP_523820.2, NP_650289.2, NP_611788.1, NP_650288.1
OG0000523	XP_017890761.1, XP_026674648.1, XP_026674642.1	NP_001286646.1, NP_001369113.1
OG0000524	XP_017876553.1	NP_649370.1, NP_649374.1
OG0000525	XP_026674256.1, XP_017889984.1	NP_001263050.1
OG0000526	XP_017885492.1	NP_610483.1
OG0000526	XP_026673060.1, XP_017887709.1	NP_001246039.1
OG0000528	XP_017881059.1	NP_650142.1, NP_608978.2
OG0000529	XP_017878784.1, XP_017875159.1	NP_722721.1
OG0000530	XP_026671492.1	NP_523957.1
OG0000530	XP_017884858.1	NP_001287054.1
OG0000531	XP_026671975.1	NP_788446.2, NP_728521.1, NP_788462.2, NP_788394.1, NP_001286526.1, NP_648181.2, NP_788325.2, NP_731791.2, NP_788473.1, NP_731479.3, NP_612029.1, NP_001261182.1
OG0000533	XP_017887719.1, XP_017887720.1	NP_726548.1
OG0000536	XP_026673419.1	NP_731632.1
OG0000536	XP_017884367.1	NP_524406.1
OG0000537	XP_017890136.1	NP_001246303.1
OG0000537	XP_017878459.1	NP_001188817.2
OG0000538	XP_026673300.1	NP_001137782.1
OG0000540	XP_017877075.2	NP_648284.1
OG0000540	XP_017889506.1, XP_017889505.1	NP_729446.1
OG0000541	XP_017875205.1	NP_651714.1
OG0000543	XP_026670033.1, XP_017881487.1	NP_001259662.1
OG0000544	XP_017889507.1	NP_001260884.1
OG0000545	XP_017878098.1, XP_017886631.1	NP_001014494.1, NP_001014493.2, NP_001014492.2
OG0000546	XP_017886549.2, XP_017882724.1	NP_648629.1, NP_001097313.1, NP_001097312.1, NP_001097311.1, NP_001097310.1
OG0000547	XP_017887620.1	NP_511062.1
OG0000548	XP_026674081.1	NP_648127.1, NP_648126.1
OG0000551	XP_017893262.1, XP_017893270.1	NP_001259638.1, NP_573191.1
OG0000553	XP_017885849.1	NP_001189023.1
OG0000554	XP_017879302.1, XP_026668515.1, XP_017878353.1	NP_651415.1
OG0000555	XP_017876581.1, XP_026667611.1	NP_611172.1
OG0000556	XP_017883758.1, XP_017883759.1, XP_026671172.1, XP_026671173.1, XP_026671174.1	NP_647674.1
OG0000557	XP_026673878.1	NP_573098.1
OG0000558	XP_026670506.1, XP_026670509.1	NP_650732.1
OG0000559	XP_017888726.1, XP_017888725.1, XP_017888724.1, XP_017888723.1	NP_001285224.1
OG0000560	XP_017889613.1	NP_001287513.1
OG0000561	XP_026673526.1	NP_001285680.1
OG0000561	XP_017882129.1	NP_648220.1
OG0000562	XP_026672833.1	NP_648523.1
OG0000562	XP_017887127.1	NP_477210.1
OG0000563	XP_026674338.1, XP_026674337.1, XP_026674336.1, XP_017890043.1, XP_017890045.1, XP_017890044.1, XP_026674339.1	NP_648501.1
OG0000564	XP_017878542.1	NP_001097215.1
OG0000565	XP_017882166.1, XP_017876750.1	NP_001286175.1
OG0000567	XP_026673439.1, XP_026673440.1, XP_017888294.1, XP_017888293.1, XP_026673833.1	NP_001284997.1
OG0000568	XP_017890822.1, XP_026674664.1	NP_477170.1
OG0000569	XP_026667443.1, XP_026670722.1	NP_524209.3
OG0000569	XP_026669103.1	NP_524233.1
OG0000570	XP_017887938.1	NP_572801.2
OG0000571	XP_026671742.1, XP_026671739.1, XP_017884799.1	NP_524625.3
OG0000572	XP_017890326.1	NP_001033956.2
OG0000573	XP_017875638.1	NP_001260658.1
OG0000574	XP_026671901.1	NP_610901.1
OG0000575	XP_017886550.1, XP_017875404.1	NP_996071.2, NP_650108.2, NP_001097598.1, NP_001097597.2
OG0000576	XP_026671152.1, XP_026671155.1	NP_001285799.1
OG0000579	XP_017885221.1	NP_001096880.1
OG0000582	XP_026674887.1	NP_647703.1
OG0000584	XP_017878301.1	NP_731825.1
OG0000585	XP_017885346.1, XP_026668231.1	NP_001262720.1
OG0000586	XP_017880765.1	NP_001285420.1, NP_477101.1
OG0000587	XP_017890958.1	NP_001247005.1
OG0000588	XP_017886702.1	NP_477442.1
OG0000589	XP_026671989.1	NP_608365.1, NP_648309.1
OG0000591	XP_017888445.1	NP_001246992.1
OG0000591	XP_017883566.1, XP_017883567.1, XP_026671067.1, XP_017883565.1	NP_476947.1
OG0000593	XP_017875000.1, XP_026666893.1, XP_026670395.1	NP_001261723.1
OG0000594	XP_017882406.1, XP_017882341.1, XP_017882489.1, XP_017882260.1	NP_649931.1
OG0000595	XP_017889675.1	NP_001260766.1
OG0000595	XP_017889674.1	NP_650716.2
OG0000596	XP_026674995.1, XP_017879175.1	NP_524734.2
OG0000597	XP_026666852.1, XP_026666859.1, XP_026666870.1, XP_026666867.1	NP_648493.3
OG0000598	XP_017877227.1	NP_722858.1
OG0000599	XP_017875507.1, XP_017875564.1	NP_731390.1, NP_001163573.1
OG0000601	XP_026674962.1	NP_649627.1
OG0000602	XP_017885143.2	NP_572182.1
OG0000603	XP_017891545.1	NP_649556.3
OG0000604	XP_017890955.1, XP_017890951.1, XP_017885422.1	NP_001247314.1, NP_001262985.1
OG0000605	XP_026675195.1	NP_001138087.1
OG0000607	XP_017884795.1	NP_610730.1
OG0000609	XP_017891768.1	NP_524612.2
OG0000611	XP_017889817.1	NP_001014525.1
OG0000612	XP_017882631.1	NP_001137800.1
OG0000613	XP_017888214.1, XP_017888216.1	NP_001285721.1
OG0000614	XP_017887523.2	NP_001036762.2, NP_001015499.4
OG0000614	XP_026674026.1	NP_001262793.1
OG0000616	XP_017884207.1, XP_017884205.1	NP_610925.3
OG0000619	XP_026672603.1, XP_017886585.1, XP_017886584.1	NP_650283.1
OG0000620	XP_017887339.1	NP_001262966.1
OG0000621	XP_026674531.1	NP_608616.2
OG0000622	XP_017889837.1	NP_001260824.1
OG0000623	XP_017886843.1, XP_017886844.1	NP_651455.1
OG0000624	XP_017877304.2	NP_608663.1, NP_608668.2
OG0000625	XP_026667188.1, XP_017875611.1, XP_017875613.1, XP_017875615.1, XP_017875617.1, XP_017875618.1	NP_523364.2
OG0000626	XP_026670620.1, XP_017882596.1	NP_001286578.1
OG0000627	XP_017890588.1, XP_017890587.1, XP_017890589.1	NP_650034.1, NP_001246511.1
OG0000629	XP_017882424.1	NP_476685.1
OG0000631	XP_017884873.1	NP_001188974.1, NP_001261083.1
OG0000632	XP_026672367.1, XP_017886042.1, XP_017886041.1	NP_648413.1
OG0000633	XP_017884464.1	NP_611209.1
OG0000634	XP_017888879.1	NP_523566.4
OG0000634	XP_017888953.1	NP_001285932.1
OG0000635	XP_017879430.1, XP_026666655.1, XP_017875042.1	NP_609594.2
OG0000636	XP_017882558.1, XP_017882527.1, XP_026670585.1, XP_017882535.1, XP_026670575.1, XP_017882550.1	NP_001036454.1
OG0000637	XP_026668623.1, XP_017878397.1	NP_570060.1, NP_731045.1
OG0000638	XP_017881750.1, XP_017881751.1	NP_001015096.2
OG0000639	XP_017880550.1, XP_017880549.1	NP_524132.1
OG0000640	XP_017888002.2	NP_001284902.1, NP_647886.2
OG0000641	XP_026674879.1, XP_017891285.1, XP_026674878.1	NP_611356.1
OG0000642	XP_017884171.1	NP_001286255.1
OG0000643	XP_017878456.1	NP_651971.2
OG0000643	XP_026668564.1, XP_017878455.1, XP_026668565.1	NP_572287.1
OG0000644	XP_017884176.1	NP_524980.1
OG0000645	XP_026675376.1	NP_573262.2
OG0000646	XP_017885226.1, XP_017885225.1	NP_572168.1, NP_612043.1
OG0000647	XP_026668982.1, XP_017879973.1	NP_001356889.1
OG0000648	XP_026669240.1, XP_017879913.1	NP_001162713.1
OG0000649	XP_026671239.1, XP_026671243.1	NP_001286294.1
OG0000650	XP_017883259.1	NP_001097359.1
OG0000651	XP_017880173.1	NP_001260456.1
OG0000651	XP_017880545.1	NP_001033810.1
OG0000653	XP_017876223.1, XP_017876222.1, XP_017876221.1, XP_017876220.1, XP_017876219.1	NP_001261074.1
OG0000654	XP_017875962.1, XP_017880242.1	NP_001287006.1
OG0000655	XP_017888817.1, XP_017888821.1, XP_026673721.1	NP_001163538.1
OG0000656	XP_026675278.1, XP_017892087.1	NP_001261425.1
OG0000657	XP_017879399.1, XP_017879400.1, XP_017879401.1, XP_017879397.1, XP_017879398.1	NP_648927.1, NP_001287089.1
OG0000659	XP_017892605.1	NP_001246461.1
OG0000660	XP_026670469.1	NP_001286912.1, NP_647694.1, NP_647696.1, NP_001246563.1, NP_649302.1, NP_649301.1
OG0000661	XP_017886209.1	NP_001036368.2
OG0000661	XP_026670486.1	NP_001027277.1
OG0000662	XP_026674742.1, XP_026674743.1, XP_017891255.1	NP_001138085.1, NP_524311.1, NP_001287203.1
