Orthogroup	Ceratina_calcarata	Solenopsis_invicta
OG0000142	XP_026669751.1, XP_017892956.2, XP_017891025.1, XP_017891024.1	XP_039305867.1, XP_025986931.2, XP_039314570.1, XP_025986941.2, XP_025986936.2, XP_039314535.1, XP_039314558.1, XP_011168007.2, XP_039314529.1, XP_039314590.1, XP_039314564.1, XP_039305868.1, XP_039305708.1, XP_039305809.1, XP_039305616.1, XP_039305178.1, XP_039305782.1
OG0000143	XP_026675129.1, XP_017891695.1, XP_017891686.1	XP_011158940.1, XP_011158941.1
OG0000144	XP_026673668.1	XP_011155485.2
OG0000144	XP_017888863.1	XP_011155484.1
OG0000145	XP_026667451.1, XP_017876164.1	XP_039310475.1, XP_039310474.1
OG0000145	XP_017875158.1	XP_025989810.1
OG0000146	XP_017880213.1	XP_011158610.1
OG0000146	XP_017876237.1	XP_011163024.1, XP_011163029.1
OG0000146	XP_017880666.1	XP_011157598.1
OG0000147	XP_017875842.1, XP_017875843.1, XP_026667285.1	XP_025987816.1, XP_039314750.1
OG0000149	XP_026669621.1	XP_011168700.1
OG0000149	XP_017880633.1, XP_026669623.1, XP_017880636.1, XP_017880635.1, XP_026669622.1	XP_039303906.1, XP_011168707.2, XP_011168703.2, XP_011168705.2, XP_011168706.2, XP_011168701.2
OG0000150	XP_026671385.1, XP_026671384.1, XP_017884134.1, XP_017884140.1, XP_017884141.1, XP_017884135.1, XP_017884138.1, XP_017884143.1, XP_017884145.1, XP_026671383.1	XP_011156682.1, XP_025991203.1, XP_011156666.1, XP_011156673.1, XP_025991204.1
OG0000151	XP_026667339.1, XP_026667338.1, XP_026667337.1, XP_017875900.1, XP_017875902.1	XP_011167344.2
OG0000152	XP_026667393.1, XP_026667394.1, XP_026667391.1, XP_026667392.1, XP_017876039.1	XP_011159593.1, XP_011159592.1
OG0000153	XP_017884723.1, XP_017884724.1, XP_017884725.1, XP_017884726.1, XP_026671618.1	XP_025991417.2
OG0000154	XP_017876215.1	XP_039306572.1, XP_011172804.1, XP_039306683.1
OG0000156	XP_017887763.1, XP_026673086.1, XP_017887760.1, XP_017887762.1, XP_017887761.1, XP_026673087.1	XP_039313051.1, XP_039313052.1, XP_011167313.1, XP_011167314.1, XP_011167312.1
OG0000157	XP_017891817.1, XP_017891818.1	XP_039311111.1, XP_039311110.1
OG0000158	XP_017883012.1	XP_039312830.1
OG0000160	XP_017886269.2, XP_017886270.1	XP_025995468.2
OG0000160	XP_017887715.1, XP_026673143.1, XP_026673144.1	XP_039307899.1
OG0000161	XP_017882448.1	XP_011171818.2, XP_011157167.1, XP_011171836.1
OG0000162	XP_017885311.1	XP_025990139.1
OG0000163	XP_026670104.1, XP_026675297.1, XP_026666960.1, XP_026673476.1	XP_039308609.1, XP_025995107.1, XP_039314688.1, XP_025985726.2, XP_039310227.1, XP_039305119.1, XP_039308588.1, XP_039313530.1, XP_039305423.1, XP_039308364.1, XP_039302748.1, XP_039307028.1, XP_039302949.1, XP_039309116.1, XP_039306857.1, XP_039302182.1, XP_039302778.1, XP_039302725.1, XP_039315256.1, XP_025990842.2, XP_039310495.1, XP_039306670.1, XP_039305300.1
OG0000163	XP_026675569.1, XP_017885410.1	XP_039308512.1, XP_039308513.1, XP_039308511.1, XP_039308510.1, XP_039308704.1, XP_011166518.2, XP_039304837.1
OG0000165	XP_017893274.1, XP_017893275.1, XP_017893271.1, XP_017893273.1, XP_017893272.1	XP_011162664.1, XP_011162665.1, XP_025987522.1, XP_025987521.1
OG0000165	XP_017880352.1	XP_011173553.1
OG0000166	XP_017884326.1, XP_026671456.1, XP_026671462.1, XP_026671458.1, XP_026671477.1	XP_025986750.2, XP_025986751.2, XP_039305072.1, XP_039305077.1
OG0000168	XP_017885312.2	XP_025989788.2
OG0000169	XP_017875038.1	XP_011166801.1, XP_011166805.2, XP_011166806.2
OG0000170	XP_017883822.1	XP_011161394.2
OG0000170	XP_017883824.1	XP_011161401.1
OG0000170	XP_017883820.1	XP_011161392.2
OG0000170	XP_017883828.1, XP_026671258.1, XP_026671257.1	XP_011161398.1
OG0000171	XP_017888625.2, XP_017893176.1	XP_011160261.1, XP_039309768.1, XP_011160941.1, XP_039309770.1, XP_011160937.1, XP_011160936.1
OG0000172	XP_017877808.2, XP_017888362.2	XP_039313711.1
OG0000173	XP_017889483.1, XP_026674100.1, XP_026674098.1, XP_026674099.1	XP_025993243.1, XP_011165836.1, XP_039304290.1, XP_011165837.1, XP_011165835.1
OG0000174	XP_017884502.1, XP_017884504.1, XP_017884503.1, XP_017884500.1, XP_017884501.1, XP_026671517.1, XP_017884509.1, XP_017884505.1, XP_017884508.1	XP_025991237.1, XP_025991236.1, XP_025991235.1, XP_025991234.1, XP_025991233.1, XP_039302167.1, XP_039302166.1
OG0000175	XP_017893183.1, XP_017893184.1, XP_017893185.1	XP_039302006.1, XP_039302007.1, XP_011157853.1
OG0000176	XP_017891232.1	XP_025986721.1
OG0000177	XP_017876272.1	XP_025993788.1
OG0000177	XP_017876310.1	XP_011167661.1
OG0000179	XP_017886749.1	XP_039308745.1
OG0000179	XP_017888464.1	XP_011164111.1
OG0000179	XP_017877062.1	XP_011163234.1
OG0000180	XP_017890818.1	XP_011166951.1, XP_011166952.1, XP_025986052.1, XP_025986051.1
OG0000181	XP_017887447.1, XP_017887445.1, XP_017887444.1, XP_026673014.1	XP_025994298.1, XP_025994299.1, XP_039312812.1, XP_039312813.1, XP_011169149.1, XP_011169148.1
OG0000182	XP_026670184.1, XP_026670178.1, XP_026670174.1, XP_017881549.1	XP_011171027.1, XP_039307169.1, XP_039307168.1, XP_039307167.1, XP_039307166.1, XP_025991013.1
OG0000183	XP_026670364.1	XP_011173713.1, XP_011173715.1
OG0000183	XP_017876952.1, XP_017876951.1, XP_017876954.1, XP_017876953.1	XP_025992667.1
OG0000184	XP_017880151.1	XP_039308158.1, XP_039308138.1, XP_039308136.1
OG0000185	XP_017884792.1, XP_017884791.1	XP_011158491.1, XP_011158492.1
OG0000186	XP_017880985.2, XP_017889237.1, XP_017889238.1, XP_017884325.1, XP_017889240.1, XP_026673871.1, XP_017879879.1, XP_017879865.1, XP_017893576.1, XP_017877687.1, XP_017877675.1, XP_017885068.1, XP_017890095.1, XP_017884322.1, XP_017884320.1, XP_017884321.1, XP_017891413.1	XP_039303622.1, XP_025989743.2, XP_011172186.2, XP_039302616.1, XP_011172178.2, XP_011172155.1, XP_025989742.2, XP_011172133.1
OG0000187	XP_017885442.1, XP_017885441.1, XP_026672109.1, XP_026672110.1	XP_039309150.1, XP_011165088.1, XP_011165087.1
OG0000188	XP_017880112.2, XP_017880113.1, XP_026669344.1	XP_039308892.1, XP_039308891.1, XP_039308889.1, XP_039308888.1
OG0000188	XP_017881748.1	XP_011168465.1
OG0000189	XP_017883266.1	XP_011170993.1, XP_039306223.1
OG0000190	XP_026670787.1, XP_017882897.1, XP_017882899.1, XP_017882898.1	XP_011166168.1, XP_039304064.1, XP_025988559.1
OG0000191	XP_026668491.1	XP_039315120.1, XP_011164616.2
OG0000192	XP_026666469.1, XP_026666468.1, XP_026666467.1, XP_026666466.1, XP_026666470.1, XP_017892919.1	XP_039310511.1, XP_039310512.1, XP_039310513.1, XP_039310514.1, XP_025989114.2, XP_025989113.2, XP_011155855.2
OG0000194	XP_026669791.1	XP_039304800.1
OG0000194	XP_017880978.1	XP_011158373.2
OG0000194	XP_026670032.1, XP_026670031.1	XP_025992171.1, XP_039304703.1
OG0000196	XP_017876924.1, XP_026672114.1	XP_039306717.1, XP_011171411.1, XP_011171412.1, XP_039306716.1
OG0000196	XP_026675560.1	XP_011161482.2
OG0000197	XP_017882165.1, XP_017882164.1, XP_017882163.1	XP_011157191.1
OG0000198	XP_017889330.1	XP_011163990.2, XP_039313887.1, XP_025994493.1
OG0000200	XP_017890009.1, XP_017890010.1	XP_011170758.1
OG0000200	XP_017878648.1, XP_017878649.1	XP_011168061.1, XP_011168064.1
OG0000201	XP_017881997.1	XP_025990401.2, XP_039308817.1, XP_011165064.3, XP_039308820.1, XP_011165062.1, XP_011165070.2, XP_011165069.2
OG0000202	XP_017879501.1	XP_025988731.1
OG0000203	XP_017887879.1	XP_011160113.1, XP_011160112.1
OG0000203	XP_017887627.1, XP_017887629.1, XP_017887626.1	XP_011168468.1, XP_039309884.1
OG0000204	XP_017890364.1, XP_017890363.1, XP_017890362.1	XP_011157986.2, XP_039310926.1, XP_039310928.1, XP_039310930.1, XP_039310927.1, XP_025986662.2, XP_025986663.1, XP_011157989.1, XP_039310924.1, XP_025986661.1, XP_011157991.1
OG0000205	XP_026669616.1, XP_026669617.1, XP_026669618.1, XP_017880691.1, XP_017880690.1	XP_011168746.1, XP_039308307.1
OG0000206	XP_017886680.1	XP_025988777.2, XP_039314221.1, XP_039314222.1
OG0000206	XP_026672663.1, XP_017886684.1	XP_039314588.1, XP_039314587.1, XP_039314586.1, XP_039302134.1, XP_039302063.1, XP_011172221.2, XP_011172346.2, XP_025993307.2
OG0000207	XP_017887500.1	XP_025996998.1
OG0000207	XP_026674616.1	XP_011156648.1
OG0000207	XP_017892647.1	NP_001291516.1
OG0000208	XP_017888023.2	XP_011156625.1
OG0000208	XP_017890302.1	XP_039313116.1, XP_039313117.1
OG0000209	XP_017877461.1	XP_011160517.1, XP_011160520.1
OG0000210	XP_017892511.1	XP_039301699.1
OG0000210	XP_017891941.1	XP_011157224.2
OG0000210	XP_026674381.1, XP_026674382.1	XP_025991680.2
OG0000212	XP_017881503.1	XP_011175849.1
OG0000212	XP_017881501.1, XP_017881502.1	XP_011175847.2
OG0000213	XP_017880316.1, XP_017880314.1, XP_017880318.1, XP_017880317.1, XP_017880320.1, XP_017880319.1, XP_017880312.1, XP_017880311.1, XP_017880310.1	XP_039307097.1, XP_039307100.1, XP_039307098.1, XP_039307099.1, XP_039307096.1
OG0000214	XP_017887358.1	XP_011162082.1
OG0000214	XP_017883709.1	XP_025990048.1, XP_025990047.1
OG0000215	XP_026674154.1	XP_025993451.1, XP_039314411.1, XP_011167858.1
OG0000215	XP_026674156.1	XP_011167862.1, XP_039314414.1, XP_039314413.1, XP_011167867.1, XP_039314640.1
OG0000216	XP_026675305.1, XP_017879922.1	XP_011163750.1
OG0000217	XP_017875872.2	XP_011155464.2
OG0000218	XP_017886341.1, XP_017886340.1, XP_017886339.1	XP_011160002.1, XP_011160001.1, XP_011160003.1, XP_011160000.1
OG0000219	XP_017877521.1, XP_017877526.1	XP_011168754.1, XP_011168753.1, XP_011168751.1, XP_011168750.1, XP_011168748.1
OG0000220	XP_017876340.1, XP_026667525.1, XP_026667523.1, XP_026667524.1	XP_039306555.1, XP_039306557.1, XP_039306558.1, XP_039306556.1, XP_039306554.1, XP_011172901.1
OG0000221	XP_026670075.1, XP_017881592.1, XP_026670076.1	XP_025986297.1
OG0000223	XP_017882775.1	XP_011166243.1
OG0000223	XP_017893356.1	XP_011158143.1
OG0000224	XP_017888596.1, XP_026670596.1, XP_017882521.1, XP_026673573.1	XP_011167331.2, XP_025988662.1, XP_011167330.1, XP_025988660.1
OG0000225	XP_026666844.1, XP_017893638.1, XP_017893637.1, XP_017893635.1, XP_017893634.1, XP_017893640.1, XP_017893639.1	XP_011163590.1, XP_011163589.1, XP_039304922.1
OG0000225	XP_017878810.1	XP_011163592.1
OG0000226	XP_026666810.1	XP_025988435.1
OG0000226	XP_017893380.1	XP_025988429.1
OG0000227	XP_017888470.1, XP_017888471.1, XP_017888467.1, XP_017888469.1, XP_017888468.1	XP_025988617.1, XP_025988616.1
OG0000228	XP_017879159.1, XP_017889191.1	XP_039309072.1, XP_039311279.1, XP_039310271.1, XP_011163688.1, XP_039303960.1, XP_039311154.1, XP_039303552.1, XP_011171244.1
OG0000228	XP_026669113.1, XP_017880858.1	XP_039312991.1, XP_039311970.1, XP_039304297.1, XP_011175783.1
OG0000229	XP_017875075.1	XP_011167118.1
OG0000230	XP_017890279.1	XP_039310937.1, XP_011157985.1
OG0000231	XP_017876697.1	XP_039311197.1, XP_025994418.1, XP_025994419.1, XP_025994417.1
OG0000232	XP_017884958.1, XP_017884957.1	XP_011161208.1, XP_011161207.1
OG0000233	XP_026675538.1, XP_017892650.2, XP_017892649.1, XP_026669124.1, XP_017879788.1, XP_017879699.1	XP_011165376.2, XP_011165374.2, XP_011165377.1, XP_011165378.1, XP_011165383.1, XP_025993530.1, XP_011165381.1, XP_011165400.1, XP_025993534.2
OG0000234	XP_017888643.1	XP_039301750.1, XP_039301749.1, XP_025986027.1, XP_025986025.2, XP_025986029.1, XP_025986030.1, XP_025986032.1, XP_025986033.1, XP_025986034.1, XP_025992614.1
OG0000235	XP_017875862.1	XP_039301746.1, XP_011176069.1, XP_011176072.1, XP_011176068.1
OG0000236	XP_017889375.1	XP_011164467.1
OG0000236	XP_017889373.1	XP_025993904.1
OG0000237	XP_017876360.1	XP_025992756.2
OG0000238	XP_017877689.1, XP_017876280.1, XP_017878198.1, XP_017885477.1, XP_017875794.1, XP_017875793.1, XP_017888672.1, XP_017883620.1, XP_017875796.1, XP_017888670.1, XP_017890427.1	XP_039309919.1, XP_039306377.1, XP_039315360.1, XP_039312402.1, XP_011157128.1, XP_011161415.2, XP_025996073.1, XP_039306756.1, XP_011167580.1, XP_039301693.1, XP_025992300.1, XP_011169788.1
OG0000239	XP_017893445.1	XP_011164898.1, XP_011164905.1, XP_039315084.1, XP_039313572.1, XP_025986634.2, XP_025986633.2, XP_025986632.2
OG0000240	XP_017893188.1	XP_039315157.1, XP_011160092.3, XP_011160096.2, XP_011160089.1, XP_039309756.1, XP_011160938.2, XP_039309767.1, XP_039309764.1, XP_011160940.2, XP_039309765.1, XP_039309199.1, XP_039309198.1, XP_025992868.2, XP_025992871.2
OG0000241	XP_026666464.1	XP_011175763.2
OG0000243	XP_017884615.1	XP_039301690.1, XP_039301691.1, XP_011170229.2, XP_039312287.1, XP_039312290.1, XP_011163953.1, XP_039304163.1, XP_011166868.1, XP_011166866.1, XP_011166867.2
OG0000244	XP_017875461.1	XP_039306518.1, XP_011175201.1, XP_011175202.1
OG0000245	XP_017884414.2, XP_017877241.2, XP_017877242.1	XP_011162616.1
OG0000246	XP_026672439.1, XP_017886206.1, XP_017886207.1	XP_011161827.1, XP_039303228.1
OG0000247	XP_026669061.1	XP_011173011.1
OG0000248	XP_026672461.1	XP_025995392.1
OG0000249	XP_017881184.1	XP_011156910.2
OG0000249	XP_017889296.1, XP_017889295.1	XP_039306219.1
OG0000249	XP_017881308.1	XP_011156908.1, XP_011174006.1
OG0000250	XP_017891897.1	XP_011161725.1, XP_025995993.1, XP_025995992.1
OG0000250	XP_017892094.1	XP_011156530.2
OG0000251	XP_017891906.1	XP_011157217.1
OG0000251	XP_017880108.2	XP_011175696.1
OG0000252	XP_017882976.1, XP_017882975.1	XP_025997250.1
OG0000253	XP_017887593.1	XP_039309534.1
OG0000254	XP_017885582.1	XP_011166638.1
OG0000254	XP_026670867.1, XP_017883145.1	XP_011155529.1
OG0000255	XP_017876450.1, XP_017876430.1, XP_017876438.1, XP_017876443.1	XP_039307633.1, XP_011165456.1, XP_011165455.1, XP_039307648.1, XP_039303212.1, XP_039301859.1, XP_039301860.1, XP_039304117.1, XP_039307649.1, XP_039301858.1, XP_011155980.2
OG0000255	XP_017881190.1	XP_011171007.1
OG0000256	XP_017888223.1, XP_017888224.1	XP_011169053.1, XP_011169052.1
OG0000257	XP_017888096.1	XP_039314679.1
OG0000257	XP_017888092.1	XP_039314645.1
OG0000258	XP_017878110.1	XP_025992647.1, XP_039303185.1, XP_039302453.1, XP_025996520.1, XP_025992648.1, XP_011164418.2
OG0000259	XP_026675575.1, XP_026675576.1, XP_026674289.1	XP_039309679.1, XP_039309716.1, XP_039309721.1, XP_039309680.1, XP_039309686.1, XP_039309683.1, XP_039309708.1, XP_039309709.1, XP_039309696.1, XP_039309717.1, XP_039309719.1, XP_011170601.2, XP_039309643.1, XP_011170599.2, XP_039309710.1, XP_039309647.1, XP_039309631.1, XP_039309632.1, XP_011166100.3, XP_039309639.1, XP_039309641.1, XP_039309642.1, XP_039309689.1, XP_039309644.1, XP_039309703.1, XP_039309712.1, XP_039309711.1, XP_039309714.1, XP_039309713.1, XP_039309530.1, XP_039309678.1, XP_039309724.1, XP_025994309.2
OG0000261	XP_026673608.1, XP_017888695.1, XP_017888696.1, XP_017888680.1, XP_017888716.1	XP_011163661.1, XP_039305380.1, XP_011163662.1
OG0000262	XP_017892606.1	XP_011174072.2, XP_039302817.1, XP_039306734.1, XP_039304828.1, XP_011167114.1, XP_039303336.1, XP_011172275.1, XP_039313764.1, XP_039305493.1
OG0000262	XP_026669309.1	XP_039308851.1, XP_025988635.2, XP_039314224.1, XP_039311287.1, XP_039305233.1, XP_039309073.1, XP_039304899.1, XP_039312204.1, XP_039308594.1, XP_039308595.1, XP_011172501.3, XP_039309135.1, XP_039302933.1, XP_039308531.1, XP_039305684.1, XP_039311288.1, XP_039307051.1, XP_039310723.1, XP_039303296.1, XP_025995179.1, XP_011159499.2, XP_039303028.1
OG0000263	XP_017879981.1, XP_017879980.1	XP_011170654.1, XP_011170655.1, XP_011170657.1, XP_011170656.1, XP_011170653.1
OG0000264	XP_017891067.1	XP_039306192.1
OG0000264	XP_017876369.1	XP_011165046.1
OG0000265	XP_026669532.1, XP_017885091.1	XP_011163230.1, XP_011172089.2, XP_025991743.1
OG0000266	XP_017891607.1, XP_026674990.1, XP_017891608.1	XP_011163945.2
OG0000266	XP_017885430.1, XP_017885429.1	XP_011167747.1
OG0000268	XP_017885444.1	XP_011158225.1, XP_011158224.1
OG0000269	XP_026675551.1, XP_026675554.1, XP_026675552.1, XP_026675550.1, XP_026675553.1, XP_017892665.1	XP_011176251.1, XP_011176253.1, XP_025987467.1, XP_025987468.1, XP_025987465.1, XP_025987466.1, XP_025987463.1, XP_025987464.1
OG0000270	XP_017876933.1, XP_017888657.2, XP_017879441.2	XP_025992265.1
OG0000270	XP_017889037.1	XP_011166273.1
OG0000271	XP_017883617.2, XP_026671280.1	NP_001291526.1, XP_025988373.1
OG0000271	XP_026666577.1, XP_026666578.1	XP_011161787.2
OG0000272	XP_017892842.1	XP_025989138.1
OG0000272	XP_017876935.1	XP_011157845.2
OG0000273	XP_017881716.1, XP_026670142.1, XP_026670143.1	XP_011169097.2, XP_011169099.2, XP_025988447.2, XP_011169096.2
OG0000274	XP_026674273.1, XP_026674274.1, XP_026674275.1	XP_039314283.1, XP_039314280.1, XP_039314281.1, XP_025988766.1, XP_025988765.1, XP_025988767.1, XP_039314282.1
OG0000275	XP_017876926.2	XP_039313032.1, XP_039313033.1, XP_039313034.1
OG0000277	XP_017884937.1	XP_011157342.1
OG0000278	XP_017883294.2	XP_011164304.1, XP_011164305.1
OG0000279	XP_017877534.1, XP_026668146.1	XP_025993822.1, XP_025993819.1, XP_025993821.1, XP_025993820.1, XP_039309319.1, XP_011164446.1, XP_039309318.1
OG0000280	XP_017885680.1	XP_011158184.1
OG0000281	XP_017890997.1	XP_011164399.1
OG0000281	XP_017890528.1, XP_017883555.1	XP_011170785.2
OG0000283	XP_017885393.1	XP_039302806.1
OG0000284	XP_017887944.1	XP_025994994.1
OG0000284	XP_017892296.1	XP_011161425.1
OG0000286	XP_017882800.1	XP_011158397.1, XP_011158395.1, XP_011158398.1, XP_025991394.1
OG0000287	XP_017887531.1	XP_011165803.1, XP_011165802.1
OG0000288	XP_017887268.1	XP_011167249.2
OG0000288	XP_017890083.1	XP_039314771.1
OG0000289	XP_017879713.1, XP_017879711.1, XP_017879712.1, XP_017879710.1	XP_039313629.1, XP_039313627.1, XP_011166676.1, XP_025994274.1, XP_011166677.1, XP_011166680.1, XP_011166679.1
OG0000290	XP_017892209.1	XP_011170099.1
OG0000291	XP_017878091.1	XP_011165283.1
OG0000291	XP_026668428.1	XP_011165472.3
OG0000292	XP_017883970.1, XP_026671294.1	XP_039302767.1, XP_011157418.1, XP_025993038.1, XP_025993037.1, XP_025993036.1, XP_025993035.1, XP_039302766.1
OG0000293	XP_026673949.1, XP_026673952.1, XP_026673951.1, XP_026673956.1	XP_039305187.1
OG0000294	XP_026669286.1, XP_017890616.2	XP_039305591.1, XP_039305577.1, XP_039305938.1, XP_039305191.1
OG0000294	XP_026669287.1	XP_039305522.1
OG0000295	XP_017883054.1, XP_017883056.1, XP_017883055.1	XP_011157721.3
OG0000296	XP_017880686.1, XP_017880687.1, XP_017880688.1	XP_039313607.1
OG0000297	XP_017893279.1	XP_039312929.1
OG0000298	XP_017877821.1, XP_017877822.1, XP_017877823.1, XP_026668289.1, XP_017877820.1	XP_011163496.1, XP_039314927.1, XP_039314926.1, XP_011163495.1
OG0000299	XP_026668130.1, XP_026668129.1, XP_017877527.1, XP_017877528.1	XP_011168755.2, XP_039308295.1, XP_011168756.2
OG0000300	XP_017887624.1	XP_039309883.1
OG0000301	XP_017888706.1	XP_011170516.1, XP_039304166.1
OG0000301	XP_017881796.1, XP_026670186.1	XP_011156580.1
OG0000302	XP_017882044.1	XP_039311789.1
OG0000303	XP_017876261.1	XP_039312848.1
OG0000303	XP_017881670.1	XP_039302513.1
OG0000304	XP_026667461.1, XP_026667462.1, XP_026667463.1, XP_017876182.1	XP_039302604.1, XP_011175853.1
OG0000305	XP_026670924.1	XP_011161793.1
OG0000305	XP_017890725.1	XP_011165476.2
OG0000306	XP_026670843.1, XP_026670846.1, XP_017883071.2	XP_025988786.1, XP_011170424.1, XP_039314289.1
OG0000307	XP_017886766.1, XP_017886767.1	XP_039315186.1, XP_039309355.1, XP_039315188.1, XP_039315187.1, XP_039309356.1, XP_039309357.1
OG0000308	XP_017882238.1	XP_025990312.1, XP_039306101.1, XP_025990313.1, XP_039306095.1, XP_039306092.1, XP_039306103.1
OG0000309	XP_017883719.1, XP_026671117.1, XP_026671116.1	XP_039314088.1, XP_025995008.1, XP_025995007.1, XP_025995009.1
OG0000310	XP_026668950.1, XP_017879249.1	XP_011158546.1, XP_011158544.1, XP_039302548.1, XP_039302551.1, XP_039302550.1, XP_039302549.1, XP_039302552.1, XP_039302553.1
OG0000311	XP_017879050.1	XP_025991643.1, XP_011161322.1, XP_039314394.1, XP_039301666.1, XP_039301665.1, XP_011162412.2, XP_039308731.1, XP_011161325.1, XP_039306127.1, XP_025997312.1, XP_011175170.1, XP_039306544.1, XP_039306543.1, XP_011175275.1, XP_039306140.1, XP_039306124.1, XP_039306125.1, XP_039306123.1, XP_039306134.1, XP_039306133.1, XP_039306137.1, XP_039315137.1
OG0000312	XP_026675168.1, XP_017891847.1, XP_017891846.1	XP_011173333.1
OG0000313	XP_017876032.1, XP_017892939.1, XP_017892941.1, XP_017892942.1	XP_011175815.1
OG0000314	XP_026674212.1	XP_039310823.1
OG0000315	XP_026670640.1, XP_026673904.1, XP_026670639.1, XP_026673902.1	XP_011156600.1, XP_011167657.2, XP_011167650.2, XP_011167653.1, XP_039312601.1, XP_011167658.1, XP_011167651.2, XP_011167652.1, XP_011167649.1
OG0000316	XP_017889315.1	XP_011165933.1
OG0000316	XP_017885727.1	XP_025989686.2
OG0000317	XP_017878634.1	XP_025995413.2, XP_039313826.1, XP_011162316.2, XP_011162315.2, XP_025995412.2
OG0000318	XP_017886867.1	XP_011176294.1
OG0000319	XP_017890544.1	XP_011169063.1, XP_011169064.1, XP_011169065.1
OG0000320	XP_017884838.1, XP_017885012.1	XP_011157059.2, XP_011159342.1, XP_011159343.1, XP_011159341.1, XP_039304572.1
OG0000321	XP_026669990.1	XP_011172456.1, XP_011172453.1, XP_039314100.1
OG0000322	XP_017891907.1	XP_011157229.1, XP_011157228.1
OG0000323	XP_017881130.1, XP_017881133.1, XP_026669825.1, XP_026669824.1, XP_026669823.1, XP_017881127.1	XP_011162498.1, XP_039310186.1, XP_039310184.1, XP_039310185.1
