Orthogroup	Ceratina_calcarata	Acyrthosiphon_pisum
OG0000163	XP_026675569.1, XP_017885410.1	XP_029341157.1, XP_029348604.1, XP_029340931.1, XP_029342274.1, XP_029347802.1
OG0000164	XP_026674186.1, XP_026673941.1	XP_016661577.1
OG0000165	XP_017893274.1, XP_017893275.1, XP_017893271.1, XP_017893273.1, XP_017893272.1	XP_029343832.1
OG0000165	XP_017880352.1	XP_029343481.1
OG0000166	XP_017884326.1, XP_026671456.1, XP_026671462.1, XP_026671458.1, XP_026671477.1	XP_029347644.1, XP_029347638.1, XP_029347646.1
OG0000168	XP_017883928.1	XP_001951684.4, XP_003248836.2
OG0000169	XP_017875038.1, XP_017875026.1	XP_016663900.2, XP_001944382.3
OG0000170	XP_017883822.1	XP_008188310.1
OG0000170	XP_017883824.1, XP_017883820.1, XP_017883828.1, XP_026671258.1, XP_026671257.1	XP_029343183.1
OG0000171	XP_026666633.1, XP_017888625.2, XP_017893176.1	XP_029345553.1
OG0000173	XP_017889483.1, XP_026674100.1, XP_026674098.1, XP_026674099.1	NP_001233019.1
OG0000174	XP_017884502.1, XP_017884504.1, XP_017884503.1, XP_017884500.1, XP_017884501.1, XP_026671517.1, XP_017884509.1, XP_017884505.1, XP_017884508.1	XP_008185372.1, XP_008189584.3, XP_008183684.1, XP_001944323.1, XP_008186867.1, XP_029343098.1, XP_029343097.1
OG0000175	XP_017893183.1, XP_017893184.1, XP_017893185.1	XP_029344556.1, XP_001951192.1
OG0000177	XP_017876272.1	XP_016657898.1, XP_008180564.2
OG0000177	XP_017876310.1, XP_017876269.1	XP_001952775.1
OG0000179	XP_017886749.1	XP_003240433.1
OG0000179	XP_017888464.1	NP_001155435.1, NP_001280333.1
OG0000180	XP_017890818.1	NP_001232980.1
OG0000181	XP_017887447.1, XP_017887445.1, XP_017887444.1, XP_026673014.1	XP_029343194.1, XP_001948653.1
OG0000182	XP_026670184.1, XP_026670178.1, XP_026670174.1, XP_017881549.1	XP_003241873.1
OG0000183	XP_026670364.1, XP_017876952.1, XP_017876951.1, XP_017876954.1, XP_017876953.1	XP_016663191.1, XP_016662030.1
OG0000184	XP_017880151.1	XP_029341516.1
OG0000185	XP_017884792.1, XP_017884791.1	XP_029344304.1
OG0000188	XP_017880112.2, XP_017880113.1, XP_026669344.1	XP_029344969.1, XP_029345698.1
OG0000188	XP_017881748.1	XP_001944994.1
OG0000189	XP_026666490.1	XP_008180381.1
OG0000189	XP_017883266.1	XP_029345137.1, XP_008180387.1, XP_029345828.1
OG0000190	XP_026670787.1, XP_017882897.1, XP_017882899.1, XP_017882898.1	XP_008187339.1
OG0000191	XP_026668491.1	XP_029346818.1, XP_016659446.1, XP_029346152.1, XP_029344343.1, XP_029342439.1
OG0000192	XP_026666469.1, XP_026666468.1, XP_026666467.1, XP_026666466.1, XP_026666470.1, XP_017892919.1	XP_029345853.1
OG0000196	XP_017876924.1, XP_026672114.1	XP_001943581.2
OG0000196	XP_026675560.1	XP_003248273.1, XP_008188605.1, XP_029347409.1, XP_029347413.1
OG0000197	XP_017882165.1, XP_017882164.1, XP_017882163.1	XP_001949247.2, XP_001943809.2
OG0000198	XP_017889330.1	XP_003240145.1, XP_016656873.1
OG0000200	XP_017890009.1, XP_017890010.1	XP_001949978.1
OG0000200	XP_017878648.1, XP_017878649.1	XP_008182512.1
OG0000201	XP_017881997.1	XP_001951690.2, NP_001313588.1
OG0000202	XP_017879501.1	XP_003246184.1, XP_016661945.1
OG0000203	XP_017887879.1, XP_017887627.1, XP_017887629.1, XP_017887626.1	XP_016662444.1, XP_001947661.2, XP_001949662.1, XP_029342520.1, XP_001947565.2
OG0000204	XP_017890364.1, XP_017890363.1, XP_017890362.1	XP_003243588.1, XP_001948363.2
OG0000205	XP_026669616.1, XP_026669617.1, XP_026669618.1, XP_017880691.1, XP_017880690.1	XP_016660231.1, XP_029344431.1, XP_029344430.1, XP_003244837.1
OG0000207	XP_017887500.1	NP_001155712.1
OG0000207	XP_026674616.1, XP_017892647.1	NP_001192033.1, XP_001942674.1
OG0000208	XP_017888023.2, XP_026674450.1, XP_017890302.1	XP_001950788.1
OG0000209	XP_017877461.1	XP_008183529.1
OG0000212	XP_017878882.2, XP_017881503.1, XP_017881501.1, XP_017881502.1	NP_001232971.1, XP_008179391.1
OG0000213	XP_017880316.1, XP_017880314.1, XP_017880318.1, XP_017880317.1, XP_017880320.1, XP_017880319.1, XP_017880312.1, XP_017880311.1, XP_017880310.1	XP_001945623.2, NP_001280334.1
OG0000214	XP_017887358.1	XP_001945750.1
OG0000214	XP_017883709.1	XP_008186309.1, XP_008186310.1, XP_008186312.3
OG0000215	XP_026674154.1, XP_026674156.1	XP_001949004.1, XP_016656471.1, XP_003241622.1
OG0000216	XP_026675305.1, XP_017879922.1	XP_029341236.1, XP_029347825.1, XP_001952110.2
OG0000217	XP_017875872.2	XP_001952229.3, XP_008178352.2
OG0000218	XP_017886341.1, XP_017886340.1, XP_017886339.1	XP_008186264.1
OG0000223	XP_017882775.1, XP_017893356.1	XP_001944473.2, XP_029342159.1
OG0000224	XP_017880350.1, XP_026669417.1, XP_017889312.2, XP_017880348.2, XP_026670597.1, XP_017888028.2, XP_017888027.2, XP_026673571.1, XP_017888596.1, XP_026670596.1, XP_017882521.1, XP_026673573.1	XP_003247330.1, XP_001945322.1, XP_016656052.1, XP_029346604.1, XP_001950045.2
OG0000225	XP_026666844.1, XP_017893638.1, XP_017893637.1, XP_017893635.1, XP_017893634.1, XP_017893640.1, XP_017893639.1, XP_017878810.1	XP_008183136.1, XP_001946333.2, XP_016659881.1
OG0000226	XP_026666804.1, XP_026666810.1	XP_008185421.1
OG0000226	XP_017893380.1	XP_001947155.2, XP_029346388.1, XP_029346384.1, XP_029346385.1, XP_029346382.1, XP_029346383.1, XP_029346386.1, XP_029346387.1
OG0000227	XP_017888470.1, XP_017888471.1, XP_017888467.1, XP_017888469.1, XP_017888468.1	XP_003245308.1, XP_008184764.2
OG0000228	XP_017879159.1, XP_017889191.1	XP_029341222.1, XP_016657354.1, XP_029348343.1, XP_008183215.1
OG0000229	XP_017875075.1	XP_029341397.1, XP_016661667.1, XP_016661666.1, XP_016661665.1, XP_016661664.1, XP_016661668.1, XP_008187110.1, NP_001233057.1
OG0000230	XP_026668548.1, XP_017890279.1	XP_016661982.1, XP_016661983.1, XP_016661984.1, XP_001943037.1
OG0000231	XP_017876697.1	XP_001946956.2, XP_001948201.2
OG0000232	XP_017884958.1, XP_017884957.1	XP_001947878.1, XP_029346471.1
OG0000233	XP_026675538.1, XP_017892650.2, XP_017892649.1, XP_026669124.1, XP_017879788.1, XP_017879699.1	XP_001947951.2, XP_029343172.1
OG0000234	XP_017888526.1, XP_017888643.1	XP_001948143.1
OG0000235	XP_017875862.1, XP_026667324.1, XP_026672263.1, XP_017890424.2, XP_026666943.1, XP_026666944.1	XP_001952457.1, XP_016662192.1
OG0000236	XP_017889375.1, XP_017889373.1	XP_016661843.1, XP_008185403.1
OG0000237	XP_017883757.1, XP_017877563.1, XP_026668170.1, XP_026668171.1, XP_017876361.1, XP_017876360.1	XP_008186243.2, XP_029346011.1
OG0000238	XP_017877689.1, XP_017876280.1, XP_017878198.1, XP_017885477.1, XP_017875794.1, XP_017875793.1, XP_017888672.1, XP_017883620.1, XP_017875796.1, XP_017888670.1, XP_017890427.1	XP_016659406.1
OG0000241	XP_026666971.1, XP_026666464.1	NP_001155771.1
OG0000243	XP_017884615.1	XP_003243924.1, XP_003243911.1, XP_008182174.1, XP_001945201.1, XP_016659189.1, XP_016659190.1, XP_016659178.1, XP_016659180.1, XP_016659183.1, XP_016659184.1, XP_029344253.1, XP_029344252.1, XP_003243915.1, XP_016659186.1, XP_003243923.1, XP_003243922.1, XP_029344251.1, XP_029344249.1, XP_029344248.1, XP_001945635.2, XP_003248350.1, XP_016659168.2, XP_029344254.1
OG0000244	XP_017875461.1	XP_001946605.1, XP_029345366.1, XP_016662168.1, XP_016662169.1, XP_016662010.1, XP_029346982.1
OG0000245	XP_017884414.2, XP_017877241.2, XP_017877242.1	XP_001951137.1, XP_016663800.1, XP_016663799.1, XP_001949307.1
OG0000246	XP_026672439.1, XP_017886206.1, XP_017886207.1	XP_001950555.2
OG0000247	XP_017879482.1, XP_026669061.1	XP_029344228.1, XP_029345461.1, XP_008184353.2
OG0000248	XP_026672461.1	XP_029347273.1, XP_016663076.2, XP_029347065.1, XP_029346989.1
OG0000249	XP_017881184.1, XP_017889296.1, XP_017889295.1, XP_017881308.1	XP_016665112.1
OG0000251	XP_017891906.1, XP_017880108.2	XP_029341406.1, XP_029348692.1, XP_016663273.1, NP_001153590.1, NP_001153589.1
OG0000252	XP_017882976.1, XP_017882975.1	XP_016662203.1, XP_008179464.1, NP_001233107.1, XP_008179467.1, NP_001156268.1, XP_001950355.2
OG0000253	XP_017892580.1	NP_001280380.1
OG0000254	XP_017885582.1	XP_029344545.1, XP_016656660.1
OG0000254	XP_026670867.1, XP_017883145.1	XP_001944239.2, XP_003240062.1, XP_008180377.1
OG0000255	XP_017876450.1, XP_017876430.1, XP_017876438.1, XP_017876443.1	XP_003244428.2
OG0000255	XP_017881190.1	XP_003246526.1, XP_001947928.2, XP_003242730.1
OG0000256	XP_017888223.1, XP_017888224.1	XP_001951894.2, XP_029341156.1
OG0000257	XP_017888096.1	XP_003246666.1
OG0000257	XP_017888092.1	XP_003248173.1
OG0000260	XP_017877095.2	NP_001153849.1, XP_001948486.1, XP_016659711.1, XP_001947010.1
OG0000261	XP_026673608.1, XP_017888695.1, XP_017888696.1, XP_017888680.1, XP_017888716.1	NP_001155383.1
OG0000262	XP_017892606.1	XP_029342225.1, XP_016656222.1, XP_029341266.1, XP_029347901.1, XP_016657422.1, XP_016661072.1, XP_029347085.1, XP_029345713.1, XP_008179527.1
OG0000262	XP_026669309.1	XP_008190218.1, XP_016664933.1, NP_001155542.1, XP_016658287.1, XP_003241309.1
OG0000263	XP_017879981.1, XP_017879980.1	NP_001155556.1, XP_008180933.1
OG0000264	XP_017891067.1	NP_001156153.1
OG0000264	XP_017876369.1	NP_001156243.1
OG0000266	XP_017891607.1, XP_026674990.1, XP_017891608.1	XP_003240676.1, XP_001948034.1
OG0000266	XP_017885430.1, XP_017885429.1	XP_008186329.1, NP_001280475.1
OG0000268	XP_017885444.1	XP_008182102.1, XP_029347932.1, XP_008189738.2, XP_029347683.1, XP_001942733.2, XP_029347931.1
OG0000269	XP_026675551.1, XP_026675554.1, XP_026675552.1, XP_026675550.1, XP_026675553.1, XP_017892665.1	XP_001943745.1
OG0000270	XP_017876933.1, XP_017888657.2, XP_017879441.2	XP_029345241.1, XP_001948521.2
OG0000270	XP_017889037.1	XP_029346495.1, XP_001944827.2
OG0000271	XP_017883617.2, XP_026671280.1, XP_026666577.1, XP_026666578.1	XP_008186229.1
OG0000272	XP_017892842.1	XP_016665096.1, XP_016665095.1
OG0000272	XP_017876935.1	XP_029346328.1, XP_016662315.1
OG0000273	XP_017881716.1, XP_026670142.1, XP_026670143.1	XP_016664122.1
OG0000274	XP_017883552.1	XP_029346089.1
OG0000274	XP_026674273.1, XP_026674274.1, XP_026674275.1	XP_029346856.1
OG0000275	XP_017876926.2	XP_008179793.1, NP_001156725.1
OG0000277	XP_017884937.1	XP_001946581.1
OG0000278	XP_017883294.2	XP_008186457.1, XP_029342789.1, XP_001947217.2
OG0000279	XP_017877534.1, XP_026668146.1	XP_003249025.3, XP_001949725.2, XP_029343956.1
OG0000280	XP_017885680.1	XP_008182582.2
OG0000281	XP_017890997.1, XP_017890528.1, XP_017883555.1	XP_008179649.2
OG0000284	XP_017887944.1	NP_001155502.1
OG0000284	XP_017877834.1, XP_017892296.1	NP_001165432.1
OG0000286	XP_017882800.1	XP_016661131.1, NP_001280318.1
OG0000287	XP_017887531.1	NP_001313583.1, XP_003241653.1
OG0000288	XP_017887268.1	XP_003245506.1
OG0000288	XP_017890083.1	XP_001942634.2
OG0000289	XP_017879713.1, XP_017879711.1, XP_017879712.1, XP_017879710.1	XP_003246644.1, XP_029343790.1, XP_001943261.1
OG0000290	XP_017892209.1	XP_008185669.1, XP_001947171.2, XP_016662037.1
OG0000291	XP_017878091.1	XP_003240981.1, XP_001950806.2
OG0000291	XP_026668428.1	XP_001950838.2
OG0000292	XP_017883970.1, XP_026671294.1	XP_029346347.1
OG0000295	XP_017883054.1, XP_017883056.1, XP_017883055.1	NP_001155488.1
OG0000296	XP_017880686.1, XP_017880687.1, XP_017880688.1	XP_029341279.1, XP_008183323.1, XP_008183324.1, NP_001156217.1, XP_008188125.1, NP_001155711.1
OG0000297	XP_017893279.1	NP_001191952.1, XP_029346529.1, XP_001950706.1, XP_001950683.2, XP_003247111.1, NP_001156072.1, XP_001950829.1
OG0000298	XP_017877821.1, XP_017877822.1, XP_017877823.1, XP_026668289.1, XP_017877820.1	NP_001232973.1, XP_008186594.1
OG0000299	XP_026668130.1, XP_026668129.1, XP_017877527.1, XP_017877528.1	XP_029346685.1, XP_016660445.1, XP_001943308.1
OG0000300	XP_017881515.1, XP_017881516.1	XP_001943999.2
OG0000300	XP_017887624.1	XP_001944983.2
OG0000301	XP_017888706.1	XP_001944205.2
OG0000301	XP_017881796.1, XP_026670186.1	XP_008181889.1
OG0000302	XP_017882044.1	XP_001944852.2
OG0000303	XP_017883659.1, XP_017876261.1, XP_017881670.1	XP_029342096.1, XP_001948339.2, XP_029341254.1
OG0000304	XP_026667461.1, XP_026667462.1, XP_026667463.1, XP_017876182.1	XP_001949605.1
OG0000305	XP_026670924.1, XP_017890725.1	XP_001950929.2, XP_029344333.1
OG0000306	XP_026670843.1, XP_026670846.1, XP_017883071.2	XP_003245388.1, XP_016660941.1
OG0000307	XP_017886766.1, XP_017886767.1	XP_008185684.1, XP_008185680.1
OG0000311	XP_017879050.1	NP_001119633.3, XP_001950423.2
OG0000312	XP_026675168.1, XP_017891847.1, XP_017891846.1	NP_001155477.1
OG0000313	XP_017876032.1, XP_017892939.1, XP_017892941.1, XP_017892942.1	NP_001313580.1, XP_003247263.1, NP_001155519.1, XP_008187281.1, XP_029345448.1
OG0000314	XP_026674211.1	XP_001949676.1, XP_016665120.1
OG0000314	XP_026674212.1	XP_008189786.1, NP_001155636.1
OG0000315	XP_026670640.1, XP_026673904.1, XP_026670639.1, XP_026673902.1	XP_003248734.2, XP_029347016.1, NP_001156294.1, XP_029347015.1, NP_001155713.1
OG0000316	XP_017889315.1	NP_001165728.1, NP_001165729.1, XP_029341502.1, XP_016658800.1
OG0000316	XP_017885727.1	XP_001946148.2
OG0000317	XP_017878634.1	XP_001943954.1
OG0000318	XP_017886867.1	XP_001946391.1, XP_029347084.1
OG0000319	XP_017890544.1	XP_029345590.1, XP_001945303.1
OG0000320	XP_017884838.1, XP_017885012.1	XP_029341090.1, XP_016660783.1, XP_029341114.1, XP_001949497.1, XP_008182691.1, XP_029341183.1, XP_029341152.1, XP_029346294.1, XP_016658527.1, XP_001948406.1, XP_001947590.2, XP_029341324.1, XP_029341155.1, XP_029345736.1
OG0000321	XP_026669990.1	XP_001951092.3, XP_008181523.1, XP_016658692.1, XP_016658691.1, XP_029343361.1, XP_029343362.1, XP_029343359.1, XP_029343360.1, XP_029343357.1, XP_029343358.1, XP_029343355.1, XP_029343356.1, XP_029343364.1, XP_029343363.1
OG0000322	XP_017891907.1	XP_003244377.1
OG0000322	XP_026672347.1, XP_017885950.1	XP_003241550.1
OG0000323	XP_017881130.1, XP_017881133.1, XP_026669825.1, XP_026669824.1, XP_026669823.1, XP_017881127.1	XP_008186397.1
OG0000324	XP_026666742.1, XP_026666721.1	XP_008186869.1
OG0000325	XP_017892509.1, XP_017892508.1, XP_017892510.1	XP_008187895.1
OG0000326	XP_026672616.1, XP_017883786.2	XP_029343584.1
OG0000327	XP_026669845.1, XP_026669836.1, XP_026669837.1	XP_029344255.1, XP_029344257.1, XP_029344259.1
OG0000332	XP_026675169.1, XP_017892085.1, XP_017892086.1, XP_017892084.1, XP_017892083.1	NP_001156093.1
OG0000333	XP_017883944.1, XP_017880399.2	XP_003240091.1, XP_029345406.1, XP_029345402.1, XP_029345403.1, XP_029345405.1, XP_029345404.1, NP_001192196.1
OG0000334	XP_017876668.1, XP_017876666.1, XP_017876667.1, XP_026667677.1	NP_001233012.1
OG0000335	XP_026674589.1, XP_017890677.1	NP_001280436.1
OG0000336	XP_026668398.1, XP_017884030.1	XP_001944889.1
OG0000337	XP_017892895.1	XP_001945953.2
OG0000338	XP_026670550.1	XP_029347726.1, XP_029343915.1, XP_001947606.3, XP_001947868.2, XP_008186383.2, XP_001946258.2, XP_001947819.1, XP_003246759.1, XP_016662642.1
OG0000339	XP_017890207.1	XP_001951491.1
OG0000339	XP_017880076.1	XP_001952053.1, XP_008184766.1
OG0000340	XP_017883854.1	XP_029347555.1
OG0000340	XP_017881925.1	XP_029344075.1, XP_016664227.1, XP_001952111.2, XP_029344074.1, XP_029343775.1, XP_001952598.2
OG0000341	XP_017880418.1, XP_017880419.1	XP_016658787.1, XP_016658761.1, XP_003240047.1
OG0000342	XP_017882193.1	XP_003244576.2
OG0000342	XP_017882300.1	XP_016656622.1, XP_029343628.1, XP_029343627.1, XP_029343630.1, XP_029343629.1, XP_016656623.1
OG0000343	XP_017880492.1	XP_008181491.1
OG0000344	XP_017878016.1, XP_026668371.1, XP_026668373.1, XP_026668372.1	XP_008180648.1
OG0000345	XP_017886453.1	XP_008183479.1
OG0000347	XP_017875942.1	XP_016658988.1
OG0000348	XP_026667059.1	XP_016660203.1
OG0000349	XP_017883706.1, XP_026671160.1	XP_029345510.1, XP_029345507.1, XP_029345506.1, XP_029345509.1, XP_029345508.1, XP_029342686.1, XP_029342685.1, XP_029342687.1
OG0000350	XP_017877637.1, XP_017877636.1	XP_029346452.1
OG0000356	XP_017882661.1, XP_017882662.1	XP_008181612.1, NP_001153533.1
OG0000357	XP_017884701.1, XP_026671694.1, XP_017884704.1, XP_017884703.1, XP_017884702.1	XP_008179483.1, NP_001153852.1
OG0000358	XP_017881381.1, XP_017881384.1, XP_017881383.1, XP_017881382.1	NP_001155804.1, XP_008182679.1, XP_003244268.1, XP_008182685.1
OG0000360	XP_026672518.1	XP_029344378.1, XP_001943379.1
OG0000361	XP_017889643.1	XP_016662090.1, XP_001944543.2
OG0000362	XP_017887524.1	XP_001945004.2
OG0000362	XP_026673052.1, XP_017887555.1	XP_016659074.1, XP_001944949.2
OG0000363	XP_017887556.1	XP_001949431.1
OG0000363	XP_017879666.2, XP_017882363.1	XP_001949637.1, XP_001947106.2
OG0000364	XP_017879635.1	XP_001949061.2
OG0000365	XP_026669826.1	XP_003241353.1
OG0000367	XP_017876664.1, XP_017876665.1, XP_017876663.1	XP_029341559.1
OG0000368	XP_017881800.1, XP_017890006.1, XP_026674259.1, XP_026674258.1	XP_016663529.1, XP_008187514.1, XP_008187515.1, XP_016663530.1, NP_001119631.1
OG0000369	XP_026673921.1, XP_026673920.1, XP_017875060.2	XP_001943004.2, XP_001943611.1
OG0000370	XP_026670242.1	XP_016664382.1
OG0000370	XP_026670240.1	XP_001945107.1
OG0000371	XP_026672489.1, XP_026672487.1, XP_017886344.1, XP_017886345.1, XP_026672490.1, XP_017886342.1, XP_017886343.1	XP_001948534.2
OG0000372	XP_026674693.1, XP_017877007.1	XP_003242425.1
OG0000375	XP_026673145.1	XP_008182314.2
OG0000376	XP_026670404.1, XP_026670402.1, XP_026670403.1, XP_026670401.1, XP_026670400.1	XP_008185153.1
OG0000377	XP_017879768.1, XP_017892888.1	XP_008189819.1
OG0000378	XP_026666512.1, XP_017893062.1, XP_017875171.1	XP_029342427.1
OG0000379	XP_026672374.1	XP_029344225.1, XP_029344226.1, XP_029344227.1
OG0000381	XP_017876207.1	XP_001944422.1
OG0000381	XP_017879359.1	XP_001945902.2
OG0000382	XP_026667240.1, XP_017877895.1	XP_001945358.1, XP_029341335.1, XP_001944443.1, XP_029348534.1
OG0000383	XP_017880981.1, XP_017887324.1	XP_001946138.2
OG0000384	XP_017880522.1, XP_026669531.1	XP_001948311.2, XP_029346600.1
OG0000384	XP_026669578.1	XP_016656417.1, XP_008178646.1, XP_008178647.1
OG0000385	XP_017888867.1, XP_017888864.1, XP_017880344.1	XP_029348348.1, XP_029348344.1, XP_016660561.1, XP_001948454.2, XP_008189067.1
OG0000386	XP_017882819.1, XP_026670786.1, XP_026674023.1, XP_026670748.1	XP_001949230.2, XP_029342856.1, XP_029342854.1
OG0000387	XP_017884085.2, XP_017887854.2, XP_017881302.1	XP_001949903.1, XP_029342415.1
OG0000388	XP_017892983.1	XP_001950440.1
OG0000388	XP_017892916.1	XP_001950495.1
OG0000389	XP_017888208.1, XP_017882958.1, XP_017882959.1	XP_001950486.2, XP_008182516.1
OG0000390	XP_026675490.1	XP_008187641.1, XP_008187645.1
OG0000391	XP_017879294.1	XP_003244758.1
OG0000392	XP_017881561.1, XP_017890620.1, XP_017884071.1, XP_017876343.2	XP_008178670.1
OG0000394	XP_017891153.1, XP_017891154.1	XP_029342189.1, XP_008185056.1
OG0000395	XP_017878360.1, XP_017880857.1	XP_029345118.1, XP_029345120.1, XP_029345119.1, XP_008185423.1
OG0000396	XP_017876629.1, XP_017876031.1	XP_029343296.1, XP_008187965.1
OG0000398	XP_017883232.1, XP_026670933.1, XP_017881985.1, XP_026670277.1	XP_016658330.1, XP_016662388.1
OG0000399	XP_017888875.2, XP_026673685.1	XP_029343899.1, XP_029343897.1
OG0000405	XP_017891894.1, XP_017891893.1, XP_017891500.1	NP_001155436.1
OG0000406	XP_017890264.1, XP_017888942.1	NP_001233090.1
OG0000406	XP_017888966.1	XP_001948752.2, NP_001155579.1
OG0000407	XP_017892498.1, XP_026671889.1, XP_017885063.2, XP_026675474.1	NP_001155820.1
OG0000408	XP_026673209.1, XP_026673210.1	XP_008181014.1
OG0000408	XP_017892389.1	NP_001156125.1
OG0000409	XP_017879420.1	NP_001233114.1
OG0000410	XP_017876457.1	XP_001942763.2
OG0000410	XP_017886929.1, XP_026672673.1	XP_029342080.1
OG0000411	XP_017875085.1	XP_001950696.1
OG0000411	XP_026669493.1	XP_001943590.2
OG0000412	XP_026671793.1, XP_026667744.1, XP_017876789.1	XP_001943813.2
OG0000413	XP_017889013.1, XP_026673841.1, XP_026673840.1, XP_026673839.1	XP_001943927.1
OG0000414	XP_017891040.1, XP_017891275.1	XP_008183039.1, XP_029342242.1, XP_029344409.1, XP_001944439.1
OG0000415	XP_026672044.1, XP_026672043.1, XP_026672042.1, XP_026672041.1	XP_001946323.1, XP_008186249.2
OG0000416	XP_026671285.1, XP_026671284.1, XP_017890267.2, XP_026667441.1, XP_017891813.1, XP_026668991.1	XP_001946589.2
OG0000417	XP_026670592.1	XP_029342090.1, XP_029346635.1
OG0000417	XP_017889513.1	XP_008183804.1, XP_001948381.2
OG0000418	XP_026674820.1	XP_008183261.1
OG0000419	XP_017893681.1, XP_017893682.1, XP_026666873.1	XP_001949820.1, XP_008182810.1
OG0000420	XP_017883993.1, XP_026671299.1	XP_001951592.1
OG0000421	XP_017886991.1	XP_001952351.1
OG0000422	XP_017883585.1, XP_017883586.1, XP_026671031.1, XP_017883584.1	XP_029343422.1, XP_003240036.1
OG0000423	XP_017877847.1, XP_017877835.1	XP_003244943.1
OG0000424	XP_017882934.1	XP_008178833.1
OG0000424	XP_017882930.1	XP_008178836.1
OG0000425	XP_026667650.1, XP_026667652.1, XP_026667651.1	XP_008182785.1
