Orthogroup	Ceratina_calcarata	Osmia_bicornis
OG0000164	XP_026673941.1	XP_029053299.1
OG0000165	XP_017893274.1, XP_017893275.1, XP_017893271.1, XP_017893273.1, XP_017893272.1	XP_029038180.1, XP_029038179.1
OG0000165	XP_017880352.1	XP_029047501.1
OG0000166	XP_017884326.1, XP_026671456.1, XP_026671462.1, XP_026671458.1, XP_026671477.1	XP_029043654.1, XP_029043635.1, XP_029043629.1
OG0000168	XP_017883928.1	XP_029052804.1
OG0000168	XP_017876803.1	XP_029036231.1
OG0000168	XP_017885312.2	XP_029043972.1
OG0000169	XP_017875038.1	XP_029040131.1
OG0000170	XP_017883824.1	XP_029033623.1
OG0000170	XP_017883820.1	XP_029033620.1, XP_029033633.1
OG0000170	XP_017883828.1, XP_026671258.1, XP_026671257.1	XP_029033625.1
OG0000171	XP_017888625.2	XP_029047309.1
OG0000171	XP_017893176.1	XP_029047311.1
OG0000172	XP_017877808.2, XP_017888362.2	XP_029040332.1, XP_029040337.1, XP_029040338.1, XP_029040333.1, XP_029040334.1, XP_029040335.1, XP_029040336.1
OG0000173	XP_017889483.1, XP_026674100.1, XP_026674098.1, XP_026674099.1	XP_029045882.1, XP_029045886.1, XP_029045884.1, XP_029045883.1, XP_029045881.1, XP_029045880.1
OG0000174	XP_017884502.1, XP_017884504.1, XP_017884503.1, XP_017884500.1, XP_017884501.1, XP_026671517.1, XP_017884509.1, XP_017884505.1, XP_017884508.1	XP_029038443.1, XP_029038444.1, XP_029038447.1, XP_029038446.1, XP_029038448.1
OG0000175	XP_017893183.1, XP_017893184.1, XP_017893185.1	XP_029032769.1, XP_029032767.1, XP_029032768.1
OG0000176	XP_017891232.1	XP_029041606.1
OG0000177	XP_017876272.1	XP_029035382.1, XP_029035383.1
OG0000177	XP_017876310.1	XP_029035403.1
OG0000177	XP_017876269.1	XP_029035380.1
OG0000179	XP_017886749.1	XP_029046643.1
OG0000179	XP_017888464.1	XP_029038918.1
OG0000179	XP_017877062.1	XP_029037996.1
OG0000180	XP_017890818.1	XP_029046844.1, XP_029046842.1, XP_029046843.1
OG0000181	XP_017887447.1, XP_017887445.1, XP_017887444.1, XP_026673014.1	XP_029051355.1, XP_029051353.1, XP_029051352.1, XP_029051351.1, XP_029051350.1, XP_029051349.1, XP_029051354.1, XP_029051348.1
OG0000182	XP_026670184.1, XP_026670178.1, XP_026670174.1, XP_017881549.1	XP_029044796.1, XP_029044797.1, XP_029044799.1, XP_029044800.1, XP_029044801.1, XP_029044793.1, XP_029044794.1, XP_029044795.1
OG0000183	XP_026670364.1	XP_029047940.1
OG0000183	XP_017876952.1, XP_017876951.1, XP_017876954.1, XP_017876953.1	XP_029053202.1
OG0000184	XP_017880151.1	XP_029034044.1, XP_029034077.1
OG0000185	XP_017884792.1, XP_017884791.1	XP_029037641.1, XP_029037640.1
OG0000186	XP_017891413.1	XP_029043658.1, XP_029043698.1, XP_029043697.1
OG0000187	XP_017885442.1, XP_017885441.1, XP_026672109.1, XP_026672110.1	XP_029047831.1
OG0000188	XP_017880112.2, XP_017880113.1, XP_026669344.1	XP_029045188.1
OG0000188	XP_017881748.1	XP_029035546.1
OG0000189	XP_017883266.1	XP_029035806.1, XP_029035810.1, XP_029035809.1, XP_029035808.1
OG0000190	XP_026670787.1, XP_017882897.1, XP_017882899.1, XP_017882898.1	XP_029056400.1, XP_029056399.1, XP_029056401.1
OG0000191	XP_026668491.1	XP_029036825.1
OG0000192	XP_026666469.1, XP_026666468.1, XP_026666467.1, XP_026666466.1, XP_026666470.1, XP_017892919.1	XP_029034267.1, XP_029034266.1
OG0000194	XP_017880978.1	XP_029038776.1
OG0000194	XP_026670038.1	XP_029038788.1
OG0000194	XP_026670032.1, XP_026670031.1	XP_029038813.1
OG0000196	XP_017876924.1, XP_026672114.1	XP_029041657.1, XP_029041656.1
OG0000196	XP_026675560.1	XP_029053549.1
OG0000197	XP_017882165.1	XP_029032736.1, XP_029032735.1
OG0000197	XP_017882164.1, XP_017882163.1	XP_029032734.1
OG0000198	XP_017889330.1	XP_029048766.1, XP_029048776.1
OG0000200	XP_017890009.1, XP_017890010.1	XP_029052014.1
OG0000200	XP_017878648.1	XP_029049081.1
OG0000200	XP_017878649.1	XP_029049085.1
OG0000201	XP_017881997.1	XP_029039891.1
OG0000202	XP_017879501.1	XP_029044324.1
OG0000203	XP_017887879.1	XP_029047463.1
OG0000203	XP_017887627.1, XP_017887629.1, XP_017887626.1	XP_029042308.1, XP_029042310.1
OG0000204	XP_017890364.1, XP_017890363.1, XP_017890362.1	XP_029049274.1, XP_029049273.1, XP_029049272.1, XP_029049275.1
OG0000205	XP_026669616.1, XP_026669617.1, XP_026669618.1, XP_017880691.1, XP_017880690.1	XP_029047201.1, XP_029047202.1, XP_029047200.1, XP_029047205.1, XP_029047203.1, XP_029047204.1
OG0000206	XP_017886680.1	XP_029052215.1
OG0000206	XP_026672663.1, XP_017886684.1	XP_029052187.1, XP_029052186.1
OG0000207	XP_017887500.1	XP_029046518.1
OG0000207	XP_026674616.1	XP_029041769.1
OG0000207	XP_017892647.1	XP_029041771.1
OG0000208	XP_017888023.2	XP_029041765.1
OG0000208	XP_026674450.1	XP_029055923.1
OG0000208	XP_017890302.1	XP_029033072.1
OG0000209	XP_017877461.1	XP_029047963.1, XP_029047965.1, XP_029047964.1
OG0000210	XP_017892511.1	XP_029037304.1
OG0000210	XP_017891941.1	XP_029045711.1
OG0000210	XP_026674381.1	XP_029041331.1
OG0000212	XP_017878882.2	XP_029034391.1, XP_029034390.1
OG0000212	XP_017881503.1	XP_029051924.1
OG0000212	XP_017881501.1, XP_017881502.1	XP_029051929.1
OG0000213	XP_017880316.1, XP_017880314.1, XP_017880318.1, XP_017880317.1, XP_017880320.1, XP_017880319.1, XP_017880312.1, XP_017880311.1, XP_017880310.1	XP_029041152.1, XP_029041153.1, XP_029041150.1, XP_029041151.1
OG0000214	XP_017887358.1	XP_029041256.1
OG0000215	XP_026674154.1	XP_029040889.1, XP_029040887.1, XP_029040888.1
OG0000215	XP_026674156.1	XP_029040891.1
OG0000216	XP_026675305.1, XP_017879922.1	XP_029052235.1, XP_029052237.1
OG0000217	XP_017875872.2	XP_029041283.1
OG0000218	XP_017886341.1, XP_017886340.1, XP_017886339.1	XP_029034776.1, XP_029034777.1, XP_029034772.1, XP_029034773.1, XP_029034774.1, XP_029034775.1
OG0000219	XP_017877521.1, XP_017877526.1	XP_029033097.1, XP_029033098.1, XP_029033099.1, XP_029033101.1, XP_029033100.1
OG0000220	XP_017876340.1, XP_026667525.1, XP_026667523.1, XP_026667524.1	XP_029033278.1, XP_029033277.1, XP_029033279.1, XP_029033274.1, XP_029033275.1, XP_029033276.1, XP_029033273.1
OG0000221	XP_026670075.1, XP_017881592.1, XP_026670076.1	XP_029042551.1
OG0000223	XP_017882775.1	XP_029038992.1
OG0000223	XP_017893356.1	XP_029044364.1
OG0000224	XP_017880350.1	XP_029035644.1
OG0000225	XP_026666844.1, XP_017893638.1, XP_017893637.1, XP_017893635.1, XP_017893634.1, XP_017893640.1, XP_017893639.1	XP_029035976.1, XP_029035979.1, XP_029035978.1
OG0000225	XP_017878810.1	XP_029032932.1
OG0000226	XP_026666804.1, XP_026666810.1	XP_029036179.1
OG0000226	XP_017893380.1	XP_029036153.1
OG0000227	XP_017888470.1, XP_017888471.1, XP_017888467.1, XP_017888469.1, XP_017888468.1	XP_029056277.1, XP_029056278.1, XP_029056276.1, XP_029056274.1, XP_029056306.1, XP_029056308.1, XP_029056307.1, XP_029056309.1, XP_029056279.1
OG0000228	XP_017879159.1, XP_017889191.1	XP_029054322.1, XP_029054146.1
OG0000228	XP_026669113.1, XP_017880858.1	XP_029054240.1, XP_029053823.1, XP_029054303.1, XP_029053356.1, XP_029053909.1, XP_029054555.1, XP_029054744.1, XP_029054503.1
OG0000229	XP_017875075.1	XP_029043983.1
OG0000230	XP_017890279.1	XP_029052179.1, XP_029052178.1
OG0000231	XP_017876697.1	XP_029054484.1, XP_029039829.1
OG0000232	XP_017884958.1, XP_017884957.1	XP_029039432.1
OG0000233	XP_026675538.1, XP_017892650.2, XP_017892649.1, XP_026669124.1, XP_017879788.1, XP_017879699.1	XP_029038096.1, XP_029038095.1
OG0000234	XP_017888643.1	XP_029050333.1, XP_029050356.1, XP_029050344.1, XP_029050517.1
OG0000235	XP_017875862.1	XP_029045311.1, XP_029045317.1, XP_029045324.1, XP_029045318.1
OG0000236	XP_017889375.1	XP_029036862.1, XP_029036865.1, XP_029036864.1
OG0000236	XP_017889373.1	XP_029036869.1
OG0000237	XP_017876361.1	XP_029051857.1
OG0000237	XP_017876360.1	XP_029051872.1
OG0000238	XP_017877689.1, XP_017876280.1, XP_017878198.1, XP_017885477.1, XP_017875794.1, XP_017875793.1, XP_017888672.1, XP_017883620.1, XP_017875796.1, XP_017888670.1, XP_017890427.1	XP_029055021.1, XP_029054727.1, XP_029054859.1, XP_029054643.1, XP_029054158.1, XP_029054118.1, XP_029055040.1, XP_029054071.1, XP_029054385.1, XP_029054890.1, XP_029054915.1, XP_029055064.1, XP_029053760.1, XP_029054193.1, XP_029054595.1
OG0000239	XP_017893445.1	XP_029036180.1, XP_029036132.1
OG0000240	XP_017893188.1	XP_029047308.1, XP_029047307.1, XP_029047306.1, XP_029047240.1
OG0000241	XP_026666971.1	XP_029044589.1
OG0000241	XP_026666464.1	XP_029038589.1
OG0000243	XP_017884615.1	XP_029053744.1
OG0000244	XP_017875461.1	XP_029039027.1
OG0000245	XP_017877241.2, XP_017877242.1	XP_029039448.1
OG0000246	XP_026672439.1, XP_017886206.1, XP_017886207.1	XP_029043282.1, XP_029043284.1, XP_029043283.1
OG0000247	XP_017879482.1	XP_029036516.1
OG0000247	XP_026669061.1	XP_029036521.1
OG0000248	XP_026672461.1	XP_029042768.1
OG0000249	XP_017881184.1, XP_017889296.1, XP_017889295.1, XP_017881308.1	XP_029044045.1
OG0000250	XP_017891897.1	XP_029052124.1
OG0000250	XP_017892094.1	XP_029052120.1
OG0000250	XP_017878871.1	XP_029055624.1, XP_029055616.1
OG0000251	XP_017891906.1	XP_029045709.1, XP_029045708.1
OG0000252	XP_017882976.1, XP_017882975.1	XP_029037839.1
OG0000253	XP_017892580.1	XP_029036723.1
OG0000253	XP_017887593.1	XP_029032574.1
OG0000254	XP_017885582.1	XP_029046368.1
OG0000254	XP_026670867.1, XP_017883145.1	XP_029055807.1
OG0000256	XP_017888223.1, XP_017888224.1	XP_029042504.1, XP_029042508.1, XP_029042505.1, XP_029042506.1, XP_029042511.1, XP_029042512.1, XP_029042509.1, XP_029042507.1
OG0000257	XP_017888096.1	XP_029045410.1
OG0000257	XP_017888092.1	XP_029045406.1
OG0000258	XP_017878110.1	XP_029047643.1
OG0000259	XP_026675575.1, XP_026675576.1, XP_026674289.1	XP_029044913.1
OG0000260	XP_017877095.2	XP_029053188.1
OG0000261	XP_026673608.1, XP_017888695.1, XP_017888696.1, XP_017888680.1, XP_017888716.1	XP_029035663.1, XP_029035664.1, XP_029035662.1
OG0000263	XP_017879981.1, XP_017879980.1	XP_029042765.1, XP_029042764.1, XP_029042763.1
OG0000264	XP_017891067.1	XP_029053644.1
OG0000264	XP_017876369.1	XP_029053659.1, XP_029053657.1
OG0000265	XP_026669532.1, XP_017885091.1	XP_029048310.1
OG0000266	XP_017891607.1, XP_026674990.1, XP_017891608.1	XP_029049979.1
OG0000266	XP_017885430.1, XP_017885429.1	XP_029049312.1
OG0000268	XP_017885444.1	XP_029053715.1
OG0000269	XP_026675551.1, XP_026675554.1, XP_026675552.1, XP_026675550.1, XP_026675553.1, XP_017892665.1	XP_029036205.1, XP_029036204.1
OG0000270	XP_017889037.1	XP_029045046.1
OG0000271	XP_017883617.2, XP_026671280.1	XP_029048607.1
OG0000271	XP_026666577.1, XP_026666578.1	XP_029047035.1
OG0000272	XP_017892842.1	XP_029034319.1
OG0000272	XP_017876935.1	XP_029032785.1, XP_029032787.1
OG0000273	XP_017881716.1, XP_026670142.1, XP_026670143.1	XP_029044326.1, XP_029044327.1
OG0000274	XP_026674273.1, XP_026674274.1, XP_026674275.1	XP_029046053.1
OG0000275	XP_017876926.2	XP_029051562.1
OG0000277	XP_017884937.1	XP_029032823.1, XP_029032828.1, XP_029032829.1, XP_029032830.1, XP_029032831.1, XP_029032824.1, XP_029032825.1, XP_029032832.1, XP_029032833.1, XP_029032827.1
OG0000278	XP_017883294.2	XP_029051961.1, XP_029049618.1
OG0000279	XP_017877534.1, XP_026668146.1	XP_029036092.1, XP_029036091.1, XP_029036094.1, XP_029036095.1, XP_029036096.1
OG0000280	XP_017878800.1	XP_029033988.1
OG0000281	XP_017890997.1	XP_029053027.1
OG0000281	XP_017883555.1	XP_029045757.1
OG0000283	XP_017885393.1	XP_029045503.1, XP_029045504.1
OG0000284	XP_017887944.1	XP_029055634.1
OG0000284	XP_017877834.1	XP_029055784.1
OG0000284	XP_017892296.1	XP_029055401.1
OG0000286	XP_017882800.1	XP_029033341.1
OG0000287	XP_017887531.1	XP_029055707.1
OG0000288	XP_017887268.1	XP_029037231.1
OG0000288	XP_017890083.1	XP_029048238.1
OG0000289	XP_017879713.1, XP_017879711.1, XP_017879712.1, XP_017879710.1	XP_029040796.1
OG0000290	XP_017892209.1	XP_029051156.1
OG0000291	XP_026668428.1	XP_029034855.1
OG0000292	XP_017883970.1, XP_026671294.1	XP_029042887.1
OG0000293	XP_026673949.1, XP_026673952.1, XP_026673951.1, XP_026673956.1	XP_029038982.1, XP_029038983.1, XP_029038981.1
OG0000294	XP_026669286.1, XP_017890616.2	XP_029041535.1
OG0000294	XP_026669287.1	XP_029041597.1
OG0000295	XP_017883054.1, XP_017883056.1	XP_029042145.1
OG0000296	XP_017880686.1, XP_017880687.1, XP_017880688.1	XP_029049544.1, XP_029049545.1, XP_029049543.1
OG0000297	XP_017893279.1	XP_029038213.1
OG0000298	XP_017877821.1, XP_017877822.1, XP_017877823.1, XP_026668289.1, XP_017877820.1	XP_029052544.1, XP_029052541.1, XP_029052542.1, XP_029052540.1
OG0000299	XP_026668130.1, XP_026668129.1, XP_017877527.1, XP_017877528.1	XP_029033103.1, XP_029033106.1, XP_029033105.1, XP_029033102.1
OG0000300	XP_017881515.1, XP_017881516.1	XP_029032385.1
OG0000300	XP_017887624.1	XP_029032635.1
OG0000301	XP_017888706.1	XP_029048644.1, XP_029048643.1
OG0000301	XP_017881796.1, XP_026670186.1	XP_029043020.1
OG0000302	XP_017882044.1	XP_029045566.1
OG0000303	XP_017883659.1	XP_029051023.1
OG0000303	XP_017876261.1	XP_029035381.1
OG0000303	XP_017881670.1	XP_029048888.1
OG0000304	XP_026667461.1, XP_026667462.1, XP_026667463.1, XP_017876182.1	XP_029044234.1, XP_029044235.1, XP_029044237.1, XP_029044236.1, XP_029044238.1
OG0000305	XP_026670924.1	XP_029047339.1
OG0000305	XP_017890725.1	XP_029048754.1
OG0000306	XP_026670843.1, XP_026670846.1, XP_017883071.2	XP_029055772.1, XP_029055770.1, XP_029055768.1
OG0000307	XP_017886766.1, XP_017886767.1	XP_029042359.1, XP_029042358.1
OG0000308	XP_017882238.1	XP_029040434.1, XP_029040435.1, XP_029040433.1
OG0000309	XP_017883719.1, XP_026671117.1, XP_026671116.1	XP_029048625.1, XP_029048626.1, XP_029048627.1, XP_029048623.1, XP_029048622.1
OG0000310	XP_026668950.1, XP_017879249.1	XP_029056622.1, XP_029056621.1, XP_029056620.1, XP_029056619.1
OG0000311	XP_017879050.1	XP_029054207.1
OG0000312	XP_026675168.1, XP_017891847.1, XP_017891846.1	XP_029039443.1, XP_029039442.1
OG0000313	XP_017876032.1, XP_017892939.1, XP_017892941.1, XP_017892942.1	XP_029044195.1
OG0000314	XP_026674211.1	XP_029040843.1, XP_029040844.1
OG0000314	XP_026674212.1	XP_029040842.1
OG0000315	XP_026673904.1, XP_026670639.1	XP_029050380.1
OG0000316	XP_017889315.1	XP_029052013.1
OG0000316	XP_017885727.1	XP_029037315.1
OG0000317	XP_017878634.1	XP_029038559.1, XP_029038556.1, XP_029038557.1, XP_029038558.1
OG0000318	XP_017886867.1	XP_029045169.1
OG0000319	XP_017890544.1	XP_029049730.1
OG0000320	XP_017884838.1, XP_017885012.1	XP_029043380.1
OG0000321	XP_026669990.1	XP_029032312.1, XP_029032313.1
OG0000322	XP_017891907.1	XP_029040429.1
OG0000322	XP_026672347.1, XP_017885950.1	XP_029035236.1
OG0000323	XP_017881130.1, XP_017881133.1, XP_026669825.1, XP_026669824.1, XP_026669823.1, XP_017881127.1	XP_029037477.1, XP_029037478.1, XP_029037481.1, XP_029037479.1, XP_029037480.1
OG0000324	XP_026666742.1, XP_026666721.1	XP_029032272.1
OG0000325	XP_017892509.1, XP_017892508.1, XP_017892510.1	XP_029032468.1, XP_029032467.1
OG0000326	XP_017883786.2	XP_029036522.1, XP_029036513.1
OG0000327	XP_026669845.1	XP_029044880.1
OG0000327	XP_026669836.1, XP_026669837.1	XP_029044872.1
OG0000329	XP_017890655.1	XP_029045200.1
OG0000330	XP_017888466.1	XP_029039000.1
OG0000330	XP_017888632.1	XP_029044991.1, XP_029043396.1, XP_029044978.1
OG0000331	XP_017891701.1	XP_029037754.1
OG0000332	XP_026675169.1, XP_017892085.1, XP_017892086.1, XP_017892084.1, XP_017892083.1	XP_029039444.1, XP_029039445.1, XP_029039447.1
OG0000333	XP_017883944.1, XP_017880399.2	XP_029048672.1
OG0000334	XP_017876668.1, XP_017876666.1, XP_017876667.1, XP_026667677.1	XP_029040536.1
OG0000335	XP_026674589.1, XP_017890677.1	XP_029049760.1, XP_029049770.1, XP_029049752.1, XP_029049777.1
OG0000336	XP_026668398.1	XP_029050296.1
OG0000336	XP_017884030.1	XP_029053215.1
OG0000337	XP_017892895.1	XP_029044048.1
OG0000338	XP_026670550.1	XP_029049651.1
OG0000339	XP_017890207.1	XP_029036574.1
OG0000339	XP_017880076.1	XP_029035057.1
OG0000340	XP_017883854.1	XP_029043213.1
OG0000341	XP_017880418.1, XP_017880419.1	XP_029047897.1
OG0000342	XP_017882193.1	XP_029049079.1, XP_029049078.1, XP_029049080.1, XP_029049076.1
OG0000342	XP_017882300.1	XP_029048895.1
OG0000343	XP_017880492.1	XP_029055935.1, XP_029055937.1, XP_029055936.1
OG0000344	XP_017878016.1, XP_026668371.1, XP_026668373.1, XP_026668372.1	XP_029040724.1
OG0000345	XP_017886453.1	XP_029046179.1, XP_029046178.1, XP_029046181.1, XP_029046182.1
OG0000347	XP_017875942.1	XP_029056512.1, XP_029056513.1, XP_029056509.1, XP_029056510.1, XP_029056511.1
OG0000348	XP_026667059.1	XP_029040383.1, XP_029040373.1, XP_029040376.1, XP_029040378.1, XP_029040380.1, XP_029040381.1, XP_029040379.1, XP_029040374.1, XP_029040375.1, XP_029040377.1
OG0000349	XP_017883706.1, XP_026671160.1	XP_029045227.1, XP_029045228.1
OG0000350	XP_017877637.1, XP_017877636.1	XP_029035510.1, XP_029035506.1, XP_029035507.1, XP_029035508.1, XP_029035509.1
OG0000351	XP_026671339.1, XP_017884059.1	XP_029032992.1, XP_029032991.1, XP_029032993.1
OG0000352	XP_017884017.1, XP_017884018.1, XP_017884019.1	XP_029054732.1, XP_029054729.1
OG0000356	XP_017882662.1	XP_029038604.1
OG0000357	XP_017884701.1, XP_026671694.1, XP_017884704.1, XP_017884703.1, XP_017884702.1	XP_029043524.1, XP_029043523.1, XP_029043522.1, XP_029043520.1, XP_029043525.1, XP_029043526.1
OG0000358	XP_017881381.1, XP_017881384.1, XP_017881383.1, XP_017881382.1	XP_029055341.1, XP_029055342.1, XP_029055343.1, XP_029055344.1
OG0000360	XP_026672518.1	XP_029034706.1
OG0000361	XP_017889643.1	XP_029040875.1
OG0000362	XP_017887524.1	XP_029032609.1
OG0000362	XP_026673052.1, XP_017887555.1	XP_029032601.1, XP_029032600.1, XP_029032602.1, XP_029032603.1, XP_029032604.1
OG0000363	XP_017887556.1	XP_029037783.1
OG0000363	XP_017879666.2, XP_017882363.1	XP_029051564.1
OG0000364	XP_017879635.1	XP_029048237.1
OG0000365	XP_026669826.1	XP_029049426.1, XP_029049425.1, XP_029049423.1, XP_029049424.1
OG0000366	XP_026672513.1	XP_029036848.1
OG0000366	XP_026672512.1	XP_029036838.1, XP_029036835.1, XP_029036836.1
OG0000367	XP_017876664.1, XP_017876665.1, XP_017876663.1	XP_029040540.1, XP_029040539.1, XP_029040537.1, XP_029040541.1
OG0000368	XP_017881800.1	XP_029043022.1
OG0000368	XP_017890006.1, XP_026674259.1, XP_026674258.1	XP_029042037.1
OG0000369	XP_026673921.1, XP_026673920.1	XP_029040906.1, XP_029040905.1
OG0000369	XP_017875060.2	XP_029035224.1
OG0000370	XP_026670242.1	XP_029036217.1
OG0000370	XP_017891434.1, XP_026670241.1, XP_026670240.1	XP_029036273.1
OG0000371	XP_026672489.1, XP_026672487.1, XP_017886344.1, XP_017886345.1, XP_026672490.1, XP_017886342.1, XP_017886343.1	XP_029034789.1, XP_029034794.1, XP_029034788.1, XP_029034793.1, XP_029034792.1
OG0000372	XP_026674693.1	XP_029050137.1
OG0000372	XP_017877007.1	XP_029037026.1
OG0000375	XP_026673145.1	XP_029032555.1, XP_029032556.1, XP_029032551.1, XP_029032550.1, XP_029032553.1, XP_029032552.1, XP_029032554.1
OG0000376	XP_026670404.1, XP_026670402.1, XP_026670403.1, XP_026670401.1, XP_026670400.1	XP_029052453.1, XP_029052451.1, XP_029052452.1
OG0000377	XP_017879768.1	XP_029040734.1
OG0000377	XP_017892888.1	XP_029034326.1
OG0000378	XP_026666512.1, XP_017893062.1	XP_029054852.1, XP_029055356.1
OG0000379	XP_026672374.1	XP_029033796.1
OG0000380	XP_026674310.1, XP_017889485.1	XP_029037950.1, XP_029037952.1
OG0000381	XP_017876207.1	XP_029053290.1
OG0000381	XP_017879359.1	XP_029056661.1
OG0000382	XP_026667240.1	XP_029039628.1, XP_029039629.1, XP_029039627.1
OG0000382	XP_017877895.1	XP_029046829.1
OG0000383	XP_017880981.1, XP_017887324.1	XP_029037376.1, XP_029037375.1, XP_029050159.1
OG0000384	XP_017880522.1, XP_026669531.1	XP_029032128.1, XP_029032123.1
OG0000384	XP_026669578.1	XP_029032140.1
OG0000385	XP_017888867.1, XP_017888864.1	XP_029049378.1
OG0000385	XP_017880344.1	XP_029055593.1
OG0000386	XP_026670786.1	XP_029056438.1
OG0000386	XP_026674023.1, XP_026670748.1	XP_029056437.1
OG0000387	XP_017884085.2, XP_017887854.2, XP_017881302.1	XP_029033287.1
OG0000388	XP_017892983.1	XP_029047149.1
OG0000388	XP_017892916.1	XP_029044053.1
OG0000389	XP_017888208.1	XP_029051988.1
OG0000389	XP_017882958.1, XP_017882959.1	XP_029037895.1
OG0000391	XP_017879294.1	XP_029043249.1, XP_029043246.1, XP_029043247.1, XP_029043244.1, XP_029043245.1, XP_029043250.1, XP_029043248.1
OG0000392	XP_017890620.1	XP_029055038.1
OG0000394	XP_017891153.1, XP_017891154.1	XP_029051207.1, XP_029051206.1
OG0000395	XP_017878360.1	XP_029041446.1, XP_029041452.1, XP_029041451.1, XP_029041449.1, XP_029041447.1, XP_029041448.1
OG0000395	XP_017880857.1	XP_029050227.1
OG0000396	XP_017876629.1	XP_029053559.1
OG0000396	XP_017876031.1	XP_029044293.1
OG0000398	XP_017883232.1, XP_026670933.1, XP_017881985.1, XP_026670277.1	XP_029040473.1, XP_029040469.1, XP_029040470.1, XP_029040468.1, XP_029040471.1
OG0000399	XP_017888875.2, XP_026673685.1	XP_029051263.1, XP_029051260.1
OG0000400	XP_026667276.1	XP_029047557.1
OG0000401	XP_017877858.1, XP_017877859.1, XP_026668295.1, XP_017877857.1	XP_029055758.1, XP_029055757.1, XP_029055762.1, XP_029055761.1, XP_029055759.1
