Orthogroup	Ceratina_calcarata	Anopheles_gambiae
OG0000268	XP_017885444.1	XP_309197.1, XP_003437164.1, XP_003437165.1, XP_560220.3, XP_001688171.2, XP_311384.3, XP_311355.3, XP_307829.2
OG0000269	XP_026675551.1, XP_026675554.1, XP_026675552.1, XP_026675550.1, XP_026675553.1, XP_017892665.1	XP_315017.4
OG0000270	XP_017876933.1, XP_017888657.2, XP_017879441.2	XP_003436281.1, XP_312025.4, XP_003436282.1
OG0000270	XP_017889037.1	XP_003436280.1, XP_312026.4
OG0000271	XP_017883617.2, XP_026671280.1	XP_311184.3, XP_312761.3, XP_003436383.1
OG0000272	XP_017892842.1	XP_308042.3, XP_001230608.1
OG0000272	XP_017876935.1	XP_309153.3, XP_314691.2
OG0000273	XP_017881716.1, XP_026670142.1, XP_026670143.1	XP_308599.4, XP_001688028.1
OG0000274	XP_017883552.1	XP_317143.4, XP_318742.4, XP_318623.4
OG0000274	XP_026674273.1, XP_026674274.1, XP_026674275.1	XP_319531.4
OG0000275	XP_017876926.2	XP_001237830.2
OG0000277	XP_017884937.1	XP_315597.3, XP_001688685.1, XP_001688686.1
OG0000278	XP_017883294.2	XP_307914.5, XP_003436076.1
OG0000279	XP_017877534.1, XP_026668146.1	XP_308623.4, XP_317820.4
OG0000280	XP_017885680.1	XP_001238321.1, XP_552131.1, XP_001688631.1
OG0000281	XP_017890997.1	XP_312382.3
OG0000283	XP_017885393.1	XP_315855.4
OG0000284	XP_017887944.1	XP_003436098.1, XP_003436097.1, XP_312601.2
OG0000284	XP_017877834.1, XP_017892296.1	XP_308964.2
OG0000286	XP_017882800.1	XP_309986.3
OG0000287	XP_017887531.1	XP_315240.3, XP_320482.3
OG0000288	XP_017887268.1	XP_552525.3
OG0000288	XP_017890083.1	XP_319330.4
OG0000289	XP_017879713.1, XP_017879711.1, XP_017879712.1, XP_017879710.1	XP_319051.2
OG0000291	XP_026668428.1	XP_001689411.1
OG0000295	XP_017883054.1, XP_017883056.1, XP_017883055.1	XP_564212.2
OG0000296	XP_017880686.1, XP_017880687.1, XP_017880688.1	XP_316088.3
OG0000297	XP_017893279.1	XP_309482.3
OG0000298	XP_017877821.1, XP_017877822.1, XP_017877823.1, XP_026668289.1, XP_017877820.1	XP_003436069.1, XP_307929.5
OG0000299	XP_026668130.1, XP_026668129.1, XP_017877527.1, XP_017877528.1	XP_317327.4
OG0000300	XP_017881515.1, XP_017881516.1	XP_315560.2
OG0000300	XP_017887624.1	XP_311179.3
OG0000301	XP_017888706.1	XP_003437208.1, XP_003437207.1, XP_003437206.1, XP_558699.5
OG0000301	XP_017881796.1, XP_026670186.1	XP_555875.4
OG0000302	XP_017882044.1	XP_559969.3
OG0000303	XP_017883659.1	XP_562126.3
OG0000304	XP_026667461.1, XP_026667462.1, XP_026667463.1, XP_017876182.1	XP_309314.4
OG0000305	XP_026670924.1	XP_563311.4
OG0000306	XP_026670843.1, XP_026670846.1, XP_017883071.2	XP_313557.5
OG0000307	XP_017886766.1, XP_017886767.1	XP_321110.5
OG0000308	XP_017882238.1	XP_003436758.1, XP_313171.5
OG0000309	XP_017883719.1, XP_026671117.1, XP_026671116.1	XP_314908.3
OG0000310	XP_026668950.1, XP_017879249.1	XP_554747.3
OG0000311	XP_017879050.1	XP_308653.4
OG0000312	XP_026675168.1, XP_017891847.1, XP_017891846.1	XP_314530.4
OG0000313	XP_017876032.1, XP_017892939.1, XP_017892941.1, XP_017892942.1	XP_317714.4, XP_317713.4, XP_319608.4, XP_003435856.1, XP_003435855.1, XP_321620.4
OG0000314	XP_026674211.1	XP_001230545.2, XP_309706.4
OG0000314	XP_026674212.1	XP_313795.3
OG0000315	XP_026670640.1, XP_026673904.1, XP_026670639.1, XP_026673902.1	XP_309465.3, XP_309463.4, XP_309462.4
OG0000316	XP_017889315.1	XP_024667073.1
OG0000316	XP_017885727.1	XP_024667074.1
OG0000317	XP_017878634.1	XP_313902.4
OG0000318	XP_017886867.1	XP_318652.3
OG0000319	XP_017890544.1	XP_001688115.1, XP_308867.3
OG0000320	XP_017884838.1, XP_017885012.1	XP_564296.2, XP_310187.3
OG0000321	XP_026669990.1	XP_319900.4
OG0000322	XP_017891907.1	XP_309035.3, XP_001237166.1, XP_001688149.1, XP_308997.4
OG0000323	XP_017881130.1, XP_017881133.1, XP_026669825.1, XP_026669824.1, XP_026669823.1, XP_017881127.1	XP_321271.5
OG0000325	XP_017892509.1, XP_017892508.1, XP_017892510.1	XP_321287.5
OG0000326	XP_026672616.1, XP_017883786.2	XP_321051.5, XP_321052.5
OG0000327	XP_026669845.1, XP_026669836.1, XP_026669837.1	XP_316546.4
OG0000329	XP_017890655.1	XP_313828.2, XP_313829.3
OG0000330	XP_017888466.1	XP_557449.3
OG0000330	XP_017888632.1, XP_017879694.1	XP_309352.4
OG0000331	XP_017891701.1	XP_310335.3, XP_003436613.1, XP_003436612.1
OG0000332	XP_026675169.1, XP_017892085.1, XP_017892086.1, XP_017892084.1, XP_017892083.1	XP_566006.4
OG0000333	XP_017883944.1, XP_017880399.2	XP_312762.5, XP_003436384.1
OG0000334	XP_017876668.1, XP_017876666.1, XP_017876667.1, XP_026667677.1	XP_314676.4
OG0000335	XP_026674589.1, XP_017890677.1	XP_003436883.1, XP_316737.3
OG0000336	XP_026668398.1, XP_017884030.1	XP_307640.4, XP_313669.5
OG0000337	XP_017892895.1	XP_308411.4, XP_001687921.1
OG0000338	XP_026670550.1	XP_316824.5
OG0000339	XP_017890207.1	XP_312776.3
OG0000339	XP_017880076.1	XP_318978.3
OG0000340	XP_017881925.1	XP_320471.4
OG0000341	XP_017880418.1, XP_017880419.1	XP_319890.3
OG0000342	XP_017882193.1	XP_316483.4
OG0000342	XP_017882300.1	XP_315148.4
OG0000343	XP_017880492.1	XP_311526.4
OG0000344	XP_017878016.1, XP_026668371.1, XP_026668373.1, XP_026668372.1	XP_001237160.2
OG0000345	XP_017886453.1	XP_318033.4
OG0000347	XP_017875942.1	XP_319116.4
OG0000348	XP_026667059.1	XP_319147.4
OG0000349	XP_017883706.1, XP_026671160.1	XP_309063.4
OG0000350	XP_017877637.1, XP_017877636.1	XP_308023.5
OG0000351	XP_026671339.1, XP_017884059.1	XP_321705.4
OG0000352	XP_017884017.1, XP_017884018.1, XP_017884019.1	XP_001687947.1, XP_308460.4
OG0000356	XP_017882661.1, XP_017882662.1	XP_318661.2, XP_314462.2, XP_314108.4, XP_313271.1, XP_313719.3, XP_001687816.1
OG0000357	XP_017884701.1, XP_026671694.1, XP_017884704.1, XP_017884703.1, XP_017884702.1	XP_319323.3
OG0000358	XP_017881381.1, XP_017881384.1, XP_017881383.1, XP_017881382.1	XP_315015.1
OG0000360	XP_026672518.1	XP_311565.4
OG0000361	XP_017889643.1	XP_320718.4
OG0000362	XP_017887524.1	XP_315999.4
OG0000362	XP_026673052.1, XP_017887555.1	XP_315998.4
OG0000363	XP_017887556.1	XP_310546.5
OG0000363	XP_017879666.2, XP_017882363.1	XP_310545.4, XP_551277.4, XP_313887.5, XP_003435866.1, XP_001687778.2
OG0000364	XP_017879635.1	XP_319428.4, XP_308650.4
OG0000365	XP_026669826.1	XP_316149.4
OG0000366	XP_026672513.1, XP_026672512.1	XP_001688691.1, XP_315611.3
OG0000367	XP_017876664.1, XP_017876665.1, XP_017876663.1	XP_561080.4, XP_313654.5
OG0000368	XP_017890006.1, XP_026674259.1, XP_026674258.1	XP_310154.1
OG0000369	XP_026673921.1, XP_026673920.1, XP_017875060.2	XP_559235.3, XP_311598.4
OG0000370	XP_026670242.1	XP_313875.2
OG0000370	XP_026670240.1	XP_001237553.3
OG0000371	XP_026672489.1, XP_026672487.1, XP_017886344.1, XP_017886345.1, XP_026672490.1, XP_017886342.1, XP_017886343.1	XP_316786.4
OG0000372	XP_026674693.1, XP_017877007.1	XP_310552.5, XP_003437022.1
OG0000375	XP_026673145.1	XP_314533.4
OG0000376	XP_026670404.1, XP_026670402.1, XP_026670403.1, XP_026670401.1, XP_026670400.1	XP_314270.5
OG0000377	XP_017879768.1	XP_317423.4, XP_555424.2
OG0000377	XP_017892888.1	XP_321752.4
OG0000378	XP_017875171.1	XP_313201.4
OG0000379	XP_026672374.1	XP_311845.5, XP_003436359.1
OG0000380	XP_026674310.1, XP_017889485.1	XP_319182.3, XP_553933.2
OG0000381	XP_017876207.1	XP_003436397.1, XP_312797.5
OG0000381	XP_017879359.1	XP_309483.4
OG0000382	XP_026667240.1, XP_017877895.1	XP_317621.2
OG0000384	XP_017880522.1, XP_026669531.1	XP_555061.3
OG0000384	XP_026669578.1	XP_320635.4
OG0000385	XP_017888867.1, XP_017888864.1, XP_017880344.1	XP_001237800.1, XP_316640.4
OG0000386	XP_017882819.1, XP_026670786.1, XP_026674023.1, XP_026670748.1	XP_310698.4, XP_307577.3, XP_313941.3
OG0000387	XP_017884085.2, XP_017887854.2, XP_017881302.1	XP_315272.3, XP_315274.4, XP_315275.3
OG0000388	XP_017892983.1	XP_001237266.2
OG0000388	XP_017892916.1	XP_308405.3, XP_001687920.1
OG0000389	XP_017888208.1, XP_017882958.1, XP_017882959.1	XP_318057.3, XP_307582.4
OG0000390	XP_026675490.1	XP_309960.4
OG0000391	XP_017879294.1	XP_311596.4
OG0000394	XP_017891153.1, XP_017891154.1	XP_321253.4
OG0000395	XP_017878360.1, XP_017880857.1	XP_321695.5
OG0000396	XP_017876629.1	XP_319041.4, XP_321974.4, XP_320780.3
OG0000398	XP_017883232.1, XP_026670933.1, XP_017881985.1, XP_026670277.1	XP_309559.3
OG0000399	XP_017888875.2, XP_026673685.1	XP_309168.4
OG0000400	XP_026667276.1	XP_003435910.1, XP_321381.5
OG0000401	XP_017877858.1, XP_017877859.1, XP_026668295.1, XP_017877857.1	XP_312250.5
OG0000402	XP_017886197.1, XP_017886139.2	XP_316359.1, XP_316360.1
OG0000403	XP_026669413.1, XP_026669481.1, XP_026669498.1	XP_318819.3
OG0000405	XP_017891894.1, XP_017891893.1	XP_318737.3
OG0000405	XP_017891500.1	XP_316198.4
OG0000406	XP_017890264.1, XP_017888942.1	XP_001689338.1
OG0000406	XP_017888966.1	XP_307722.3, XP_001230565.1, XP_313255.4, XP_307721.3, XP_003436506.1, XP_313253.4
OG0000407	XP_017892498.1, XP_026671889.1, XP_017885063.2, XP_026675474.1	XP_311485.3
OG0000408	XP_017892389.1	XP_320166.4
OG0000409	XP_017879420.1	XP_001238816.1, XP_003436394.1, XP_003436391.1, XP_003436393.1, XP_003436392.1
OG0000410	XP_017886929.1, XP_026672673.1	XP_318590.3, XP_306537.3
OG0000411	XP_017875085.1	XP_308807.4
OG0000411	XP_026669493.1	XP_310523.5
OG0000412	XP_026671793.1	XP_314315.3
OG0000412	XP_026667744.1, XP_017876789.1	XP_003436454.1, XP_314252.4, XP_003436453.1
OG0000413	XP_017889013.1, XP_026673841.1, XP_026673840.1, XP_026673839.1	XP_309828.4
OG0000414	XP_017891040.1	XP_311018.5
OG0000415	XP_026672044.1, XP_026672043.1, XP_026672042.1, XP_026672041.1	XP_003436539.1, XP_313377.5
OG0000416	XP_026671285.1, XP_026671284.1, XP_017890267.2, XP_026667441.1, XP_017891813.1, XP_026668991.1	XP_308374.4
OG0000417	XP_026670592.1	XP_312988.5, XP_560742.5
OG0000417	XP_017889513.1	XP_560264.4
OG0000418	XP_026674820.1	XP_313370.5
OG0000419	XP_017893681.1, XP_017893682.1, XP_026666873.1	XP_317521.4, XP_024667069.1
OG0000420	XP_017883993.1	XP_001687948.1, XP_564859.1, XP_316443.2, XP_316444.3
OG0000421	XP_017886991.1	XP_309225.5
OG0000423	XP_017877847.1, XP_017877835.1	XP_319395.3
OG0000424	XP_017882930.1	XP_001688490.1, XP_313956.1, XP_001688486.1, XP_001688493.1, XP_001688491.1, XP_001688484.1, XP_001688492.1, XP_001688488.1, XP_001688489.1, XP_001688485.1, XP_001688487.1
OG0000425	XP_026667650.1, XP_026667652.1, XP_026667651.1	XP_001688755.1, XP_315971.4
OG0000426	XP_017885576.1	XP_312914.4
OG0000427	XP_026674914.1	XP_003436270.1, XP_312058.4, XP_003436269.1, XP_003436268.1, XP_003436267.1
OG0000428	XP_017882890.1	XP_321512.5, XP_003435887.1, XP_561144.4
OG0000429	XP_017882425.1, XP_017882426.1, XP_017882427.1, XP_017882428.1, XP_017882429.1, XP_026670577.1, XP_017882430.1	XP_319540.5
OG0000430	XP_017889252.1	XP_557414.3
OG0000431	XP_026673703.1	XP_316294.4, XP_316291.4, XP_001688833.1, XP_001688831.1, XP_001688830.1, XP_001688700.1
OG0000432	XP_017877649.1	XP_001689031.1
OG0000433	XP_026667220.1	XP_310972.5
OG0000433	XP_026666785.1	XP_309822.4
OG0000434	XP_026667609.1, XP_017876717.1	XP_311575.4, XP_001230815.2
OG0000436	XP_017892969.1, XP_017892973.1	XP_320338.4
OG0000436	XP_017892982.1	XP_313820.5
OG0000437	XP_026667075.1, XP_026667076.1, XP_026667073.1, XP_026667074.1, XP_017875336.1, XP_017875334.1, XP_017875333.1, XP_017875332.1	XP_312425.3, XP_003436143.1
OG0000438	XP_017883034.1	XP_311834.5
OG0000439	XP_017878847.1	XP_307918.5, XP_003436071.1, XP_003436072.1, XP_003436074.1, XP_003436073.1
OG0000440	XP_017889250.1	XP_562586.3, XP_003436584.1, XP_003436583.1, XP_003436582.1
OG0000440	XP_017882389.1	XP_321521.2, XP_001230327.1, XP_321519.1
OG0000441	XP_017878287.1	XP_310080.3
OG0000442	XP_017882333.1, XP_017882334.1	XP_316879.5
OG0000443	XP_017885882.1	XP_309467.4, XP_308975.4
OG0000444	XP_017890461.1	XP_317600.4
OG0000445	XP_017886578.1	XP_319976.3
OG0000445	XP_026672605.1	XP_319978.4
OG0000446	XP_017893250.1	XP_309165.3
OG0000447	XP_017877130.1, XP_026667913.1	XP_316880.5
OG0000448	XP_017883604.1, XP_017883603.1, XP_017883602.1, XP_017883601.1	XP_319042.4
OG0000449	XP_017878411.1, XP_017878410.1	XP_315614.2, XP_315615.2
OG0000451	XP_017880325.2	XP_003436509.1, XP_562364.3
OG0000452	XP_017879967.1, XP_017879965.1, XP_017879968.1	XP_311528.4
OG0000452	XP_026675475.1	XP_316654.3
OG0000453	XP_017884928.1	XP_308836.4, XP_001237142.2
OG0000454	XP_026667948.1	XP_001238331.2
OG0000455	XP_017878226.1, XP_017878228.1, XP_017878227.1	XP_317809.4
OG0000456	XP_026666909.1, XP_017881530.2, XP_026669984.1, XP_017883751.2, XP_017881402.1	XP_555204.2, XP_317211.3, XP_555205.1, XP_001237894.2
OG0000457	XP_026674590.1, XP_026674592.1, XP_026674591.1, XP_026674595.1, XP_017890652.1, XP_017890651.1, XP_026674594.1	XP_001238433.2, XP_321100.4, XP_321101.4
OG0000458	XP_017890258.1	XP_311395.2
OG0000459	XP_026671264.1, XP_026671263.1, XP_026671266.1, XP_017883834.1	XP_311558.3
OG0000460	XP_017877047.1	XP_001688244.1
OG0000460	XP_017877050.1, XP_017877049.1, XP_017877052.1	XP_001688243.1
OG0000461	XP_026666681.1, XP_026666682.1, XP_017893539.1	XP_309203.5
OG0000462	XP_026672526.1	XP_321604.4, XP_003435861.1
OG0000463	XP_017877020.1	XP_319085.4, XP_321180.5, XP_309157.5
OG0000466	XP_017879538.1	XP_319990.2, XP_319998.2, XP_553153.2, XP_001689142.1, XP_318720.4
OG0000467	XP_017878611.1, XP_017878615.1, XP_017878613.1, XP_017878614.1, XP_017878612.1	XP_321775.5
OG0000468	XP_017886392.1, XP_017886387.1, XP_017886390.1	XP_318937.4
OG0000469	XP_017888699.1, XP_017888701.1, XP_026673616.1, XP_026673617.1, XP_026673618.1, XP_026673619.1, XP_026673620.1, XP_026673621.1	XP_311819.3
OG0000470	XP_026673529.1, XP_017888485.1, XP_017888479.1, XP_017888482.1, XP_017888481.1, XP_017888484.1, XP_017888487.1, XP_017888486.1	XP_317663.4, XP_317661.3, XP_317660.4
OG0000471	XP_026669889.1, XP_026669892.1, XP_017881852.1	XP_317381.3
OG0000472	XP_017885150.1	XP_003437138.1
OG0000475	XP_017889767.1	XP_319656.4
OG0000476	XP_017878015.1	XP_314173.1
OG0000477	XP_017888192.1	XP_313167.3, XP_313166.3, XP_003436755.1
OG0000478	XP_017885291.1, XP_017885292.1, XP_026672009.1	XP_320165.3
OG0000479	XP_017886238.1	XP_316228.4
OG0000480	XP_026669185.1	XP_307766.1, XP_307768.1, XP_307762.3, XP_307760.4
OG0000482	XP_017876131.1, XP_026667911.1, XP_017882629.2	XP_320255.4
OG0000482	XP_017892268.1	XP_319851.4
OG0000483	XP_026673193.1, XP_026673192.1, XP_026673191.1, XP_017887781.1, XP_026673195.1, XP_026673194.1	XP_311551.4, XP_311550.4, XP_559053.3
OG0000484	XP_017891643.1	XP_321460.4, XP_321461.4
OG0000485	XP_017875831.1, XP_017875832.1	XP_316898.4
OG0000486	XP_026672341.1	XP_564581.3
OG0000487	XP_017876230.1, XP_017876231.1	XP_310954.5
OG0000488	XP_017881836.1	XP_561157.5, XP_314246.4
OG0000489	XP_026667928.1, XP_017877158.1, XP_017877159.1	XP_564036.3
OG0000490	XP_017876372.1	XP_320879.4
OG0000491	XP_017875270.1, XP_017875271.2	XP_309956.4
OG0000492	XP_026672382.1, XP_026672383.1, XP_026672381.1, XP_017886063.1, XP_017886065.1	XP_001689170.1, XP_319114.3
OG0000493	XP_026670456.1, XP_017882110.1, XP_017882109.1	XP_313157.5
OG0000495	XP_017887868.1	XP_001688655.1, XP_315399.4
OG0000496	XP_026666803.1	XP_001237119.2
OG0000497	XP_026675210.1	XP_001689344.2
OG0000497	XP_017883551.1	XP_314947.4
OG0000498	XP_017876049.1	XP_314112.3
OG0000499	XP_017879422.1	XP_553610.3
OG0000500	XP_026666493.1, XP_026666492.1, XP_026666491.1	XP_311090.5
OG0000501	XP_026667999.1	XP_310059.4, XP_311103.5
OG0000502	XP_017882325.1, XP_017882326.1	XP_308521.3
OG0000503	XP_026672373.1, XP_017886107.1, XP_017886106.1	XP_001237084.1, XP_001238802.1
OG0000504	XP_026669601.1	XP_314690.4, XP_318891.4
OG0000505	XP_017875424.1	XP_001689117.2
OG0000506	XP_017893335.1	XP_314755.4
OG0000508	XP_017884310.1, XP_017876202.1	XP_320054.4
OG0000509	XP_017880786.1	XP_312654.5, XP_312655.5, XP_551967.2
OG0000510	XP_017891603.1, XP_017891602.1	XP_308808.4, XP_001688096.1
OG0000512	XP_026668042.1, XP_026668036.1	XP_003436909.1, XP_001237355.2, XP_566342.2, XP_311072.4, XP_001237356.2
OG0000513	XP_026667918.1, XP_026667917.1, XP_026667916.1	XP_552793.1
OG0000516	XP_017876848.1	XP_307965.4
OG0000517	XP_026674733.1, XP_026674731.1	XP_312302.3
OG0000518	XP_017875410.1, XP_017875412.1, XP_017875411.1	XP_308156.3, XP_001687847.1, XP_001687848.1
OG0000519	XP_017887424.1	XP_315418.4, XP_001688658.1, XP_001688657.1
OG0000520	XP_026669981.1	XP_314101.4
OG0000520	XP_017885356.2	XP_315538.3
OG0000521	XP_017886275.1, XP_017886267.1, XP_017886258.1, XP_017886249.1, XP_017888925.2	XP_310260.5
OG0000522	XP_017882858.1	XP_003436838.1, XP_003436837.1, XP_001238821.3
OG0000523	XP_017890761.1, XP_026674648.1, XP_026674642.1	XP_319932.4
OG0000524	XP_017876553.1	XP_321954.3, XP_320175.3
OG0000525	XP_026674256.1, XP_017889984.1	XP_313810.3
OG0000526	XP_017885492.1	XP_316916.3, XP_313700.4
OG0000527	XP_017875305.1, XP_026667060.1, XP_017875307.1	XP_001687795.1
OG0000528	XP_017881059.1	XP_001689312.2, XP_320991.5, XP_550752.3
OG0000529	XP_017878784.1, XP_017875159.1	XP_317672.2
OG0000531	XP_026671975.1	XP_316287.2, XP_001688829.1, XP_316285.1, XP_316283.1
OG0000533	XP_017887719.1, XP_017887720.1	XP_309387.4
OG0000536	XP_026673419.1	XP_003436941.1
OG0000536	XP_017884367.1	XP_321152.5
OG0000537	XP_017890136.1	XP_315491.4
OG0000537	XP_017878459.1	XP_318625.3
OG0000538	XP_026673300.1	XP_317268.4, XP_317267.4
OG0000540	XP_017889506.1, XP_017889505.1	XP_001688697.1, XP_001688696.1, XP_315641.3, XP_001688698.1, XP_306771.3
OG0000543	XP_026670033.1, XP_017881487.1	XP_003437124.1, XP_003437125.1, XP_316855.5
OG0000544	XP_017889507.1	XP_308971.4
OG0000545	XP_017878098.1, XP_017886631.1	XP_313011.5, XP_307590.4
OG0000546	XP_017886549.2, XP_017882724.1	XP_318463.5, XP_001689122.2, XP_318467.5, XP_001231158.1
OG0000547	XP_017887620.1	XP_311559.3, XP_309676.3
OG0000548	XP_017889419.1	XP_318181.3
OG0000549	XP_017880710.1	XP_317762.3
OG0000551	XP_017893262.1, XP_017893270.1	XP_565802.4
OG0000553	XP_017885849.1	XP_550942.3, XP_003435963.1, XP_003435964.1
OG0000554	XP_017879302.1, XP_026668515.1, XP_017878353.1	XP_313279.4
OG0000556	XP_017883758.1, XP_017883759.1, XP_026671172.1, XP_026671173.1, XP_026671174.1	XP_315740.4
OG0000557	XP_026673878.1	XP_309438.2
OG0000558	XP_026671016.1	XP_001230821.2
OG0000559	XP_017888726.1, XP_017888725.1, XP_017888724.1, XP_017888723.1	XP_311035.4
OG0000560	XP_017889613.1	XP_312915.3
OG0000561	XP_026673526.1	XP_308120.4, XP_306833.2
OG0000561	XP_017882129.1	XP_308116.4, XP_003436650.1
OG0000562	XP_017887127.1	XP_311518.4
OG0000563	XP_026674338.1, XP_026674337.1, XP_026674336.1, XP_017890043.1, XP_017890045.1, XP_017890044.1, XP_026674339.1	XP_320678.4
OG0000564	XP_017878542.1	XP_003437141.1, XP_001238804.3, XP_003437140.1
OG0000565	XP_017882166.1, XP_017876750.1	XP_558570.2, XP_001688519.1
OG0000567	XP_026673439.1, XP_026673440.1, XP_017888294.1, XP_017888293.1, XP_026673833.1	XP_311354.2
OG0000568	XP_017890822.1, XP_026674664.1	XP_001238825.3, XP_001238828.3, XP_001238827.3, XP_313857.3, XP_024667106.1, XP_003436840.1, XP_003436842.1, XP_003436843.1, XP_003436844.1, XP_003436845.1, XP_003436846.1
OG0000569	XP_026667443.1, XP_026670722.1	XP_321951.2
OG0000569	XP_026669103.1	XP_321336.5
OG0000570	XP_017887938.1	XP_003436910.1, XP_003436911.1, XP_003436912.1, XP_566336.2
OG0000571	XP_026671742.1, XP_026671739.1, XP_017884799.1	XP_310604.5
OG0000572	XP_017890326.1	XP_319953.4, XP_313213.4
OG0000575	XP_017886550.1, XP_017875404.1	XP_307788.5, XP_003436433.1, XP_318465.5, XP_003436687.1
OG0000576	XP_026671152.1, XP_026671155.1	XP_555680.3, XP_317659.3
OG0000582	XP_026674887.1	XP_315519.4
OG0000584	XP_017878301.1	XP_001237856.2, XP_003436985.1, XP_310701.5
OG0000585	XP_017885346.1, XP_026668231.1	XP_321716.4, XP_003435822.1
OG0000586	XP_017880765.1	XP_308512.4
OG0000587	XP_017890958.1	XP_309520.2
OG0000588	XP_017886702.1	XP_312032.5
OG0000589	XP_026671989.1	XP_001688736.1, XP_001688735.1, XP_315853.4
OG0000591	XP_017888445.1	XP_310353.5
OG0000591	XP_017883566.1, XP_017883567.1, XP_026671067.1, XP_017883565.1	XP_307855.3
OG0000592	XP_026667970.1, XP_026672317.1	XP_308389.4, XP_317633.3, XP_317638.4, XP_308390.4
OG0000593	XP_017875000.1, XP_026666893.1, XP_026670395.1	XP_309968.4, XP_309969.4
OG0000594	XP_017882406.1, XP_017882341.1, XP_017882489.1, XP_017882260.1	XP_310412.7
OG0000595	XP_017889675.1	XP_309498.4
OG0000595	XP_017889674.1	XP_310612.5
OG0000596	XP_026674995.1, XP_017879175.1	XP_313021.5
OG0000597	XP_026666852.1, XP_026666859.1, XP_026666870.1, XP_026666867.1	XP_314086.4
OG0000598	XP_017877227.1	XP_309229.4, XP_003437180.1
OG0000599	XP_017875507.1, XP_017875564.1	XP_315432.4
OG0000600	XP_017882092.1, XP_017882094.1, XP_026670279.1, XP_026670278.1, XP_017882086.1, XP_017882088.1, XP_017882087.1, XP_017882091.1	XP_001238414.3
OG0000601	XP_026674962.1	XP_313005.4
OG0000602	XP_017885143.2	XP_001689086.1, XP_318026.4
OG0000603	XP_017891545.1	XP_561377.5, XP_313270.4
OG0000604	XP_017890955.1, XP_017890951.1, XP_017885422.1	XP_312372.4, XP_003436156.1, XP_003436155.1, XP_003436158.1, XP_003436157.1
OG0000606	XP_026668393.1, XP_026668394.1, XP_017877931.1, XP_017877932.1, XP_017877934.1, XP_017877933.1	XP_003436708.1, XP_309640.5
OG0000609	XP_017891768.1	XP_319246.4
OG0000611	XP_017889817.1	XP_313775.4
OG0000612	XP_017882631.1	XP_317513.3
OG0000613	XP_017888214.1, XP_017888216.1	XP_310601.5
OG0000614	XP_017887523.2	XP_321424.5
OG0000614	XP_026674026.1	XP_559011.3
OG0000615	XP_017882623.1	XP_321045.5
OG0000616	XP_017884207.1, XP_017884205.1	XP_311535.4
