Orthogroup	Ceratina_calcarata	Nasonia_vitripennis
OG0000173	XP_017889483.1, XP_026674100.1, XP_026674098.1, XP_026674099.1	XP_031787440.1, NP_001153423.1, NP_001153422.1
OG0000174	XP_017884502.1, XP_017884504.1, XP_017884503.1, XP_017884500.1, XP_017884501.1, XP_026671517.1, XP_017884509.1, XP_017884505.1, XP_017884508.1	XP_001600210.1
OG0000176	XP_017891232.1	NP_001127789.1
OG0000177	XP_017876272.1	XP_001606472.1
OG0000177	XP_017876310.1	XP_008210134.1
OG0000177	XP_017876269.1	XP_003427240.1
OG0000178	XP_026671237.1, XP_017883869.1	XP_031787092.1
OG0000179	XP_017886749.1	XP_001604591.1
OG0000179	XP_017888464.1	XP_032451900.1, XP_001607038.1, XP_032451901.1
OG0000180	XP_017890818.1	XP_008206406.1, XP_001606981.2
OG0000181	XP_017887447.1, XP_017887445.1, XP_017887444.1, XP_026673014.1	XP_001600458.2, XP_008214574.1, XP_008214578.1, XP_016845255.1
OG0000182	XP_026670184.1, XP_026670178.1, XP_026670174.1, XP_017881549.1	XP_001601987.2, XP_016841479.1, XP_016841478.1, XP_031787113.1, XP_031787104.1, XP_031787105.1, XP_031787106.1, XP_031787109.1, XP_031787110.1, XP_031787111.1, XP_031787112.1, XP_008205687.1, XP_008205678.1, XP_031787103.1
OG0000183	XP_026670364.1	XP_003426002.1, XP_008204775.1, XP_008204776.1, XP_008204778.1
OG0000183	XP_017876952.1, XP_017876951.1, XP_017876954.1, XP_017876953.1	XP_001603387.1
OG0000184	XP_017880151.1	NP_001177442.1, XP_031786125.1, NP_001177456.1, NP_001177454.1, NP_001177455.1, NP_001177445.1, NP_001177448.1, NP_001177447.1, XP_031786129.1, NP_001177452.1, NP_001177453.1, NP_001177446.1, XP_032454720.1, NP_001177450.1, NP_001164388.1, NP_001177421.1, NP_001177422.1, XP_016845192.1, NP_001177460.1, NP_001177457.1, NP_001177449.1, NP_001177451.1, NP_001164464.1, NP_001177642.1, XP_031786111.1, NP_001177697.1, NP_001177444.1, NP_001177458.1, NP_001177459.1, NP_001177443.1, NP_001177441.1
OG0000185	XP_017884792.1, XP_017884791.1	XP_008202977.1
OG0000186	XP_017880985.2, XP_017889237.1, XP_017889238.1, XP_017884325.1, XP_017889240.1, XP_026673871.1, XP_017879879.1, XP_017879865.1, XP_017893576.1, XP_017877687.1, XP_017877675.1, XP_017885068.1, XP_017890095.1, XP_017884322.1, XP_017884320.1, XP_017884321.1, XP_017891413.1	XP_008214191.1, NP_001165994.1
OG0000187	XP_017885442.1, XP_017885441.1, XP_026672109.1, XP_026672110.1	XP_016840762.1, XP_032455395.1, XP_032455396.1, XP_032455397.1, XP_008211394.1, XP_008211389.1, XP_031785200.1
OG0000188	XP_017880112.2, XP_017880113.1, XP_026669344.1	XP_031783182.1, XP_016839660.1
OG0000188	XP_017881748.1	XP_001604859.1
OG0000189	XP_017883266.1	XP_031781874.1
OG0000190	XP_026670787.1, XP_017882897.1, XP_017882899.1, XP_017882898.1	XP_008201771.1, XP_032456089.1, XP_032456090.1, XP_032456086.1, XP_001605005.1, XP_032456093.1, XP_032456091.1, XP_032456092.1, XP_032456087.1, XP_032456088.1, XP_001604983.1, XP_003425264.1, XP_008201772.1, XP_032456085.1, XP_008201769.1, XP_032456082.1, XP_032456084.1, XP_032456083.1, XP_008201770.1
OG0000191	XP_026668491.1	XP_008207212.2
OG0000192	XP_026666469.1, XP_026666468.1, XP_026666467.1, XP_026666466.1, XP_026666470.1, XP_017892919.1	XP_031780067.1, XP_031780066.1
OG0000194	XP_026669791.1	NP_001166262.1
OG0000194	XP_017880978.1	XP_003426834.1
OG0000194	XP_026670038.1	NP_001166261.1
OG0000194	XP_026670032.1, XP_026670031.1	NP_001161280.1, XP_032451902.1
OG0000196	XP_017876924.1, XP_026672114.1	XP_003423952.1, XP_008215430.1
OG0000196	XP_026675560.1	XP_008215207.1
OG0000197	XP_017882165.1, XP_017882164.1, XP_017882163.1	XP_016837276.1, XP_016837275.1, NP_001155183.1, XP_016837279.1, XP_016837277.1, XP_032452047.1, XP_031777742.1, XP_031777741.1, XP_031777743.1
OG0000198	XP_017889330.1	XP_008213258.1
OG0000200	XP_017890009.1, XP_017890010.1	XP_001601256.2
OG0000200	XP_017878648.1, XP_017878649.1	NP_001153462.1
OG0000201	XP_017881997.1	XP_001606137.1, XP_001607558.2
OG0000202	XP_017879501.1	XP_001608175.1, XP_032456995.1, XP_032456994.1
OG0000203	XP_017887879.1	XP_001608051.1
OG0000203	XP_017887627.1, XP_017887629.1, XP_017887626.1	XP_032452106.1, XP_031779307.1
OG0000204	XP_017890364.1, XP_017890363.1, XP_017890362.1	XP_016841715.1, XP_031788586.1, XP_016841716.1
OG0000205	XP_026669616.1, XP_026669617.1, XP_026669618.1, XP_017880691.1, XP_017880690.1	XP_031784084.1
OG0000207	XP_017887500.1	XP_001605874.1
OG0000207	XP_026674616.1	XP_031780977.1
OG0000207	XP_017892647.1	XP_031779878.1, XP_031781051.1
OG0000208	XP_017888023.2	XP_031781008.1
OG0000209	XP_017877461.1	XP_032456886.1
OG0000210	XP_017892511.1	XP_008212102.1, XP_008212106.1
OG0000210	XP_017891941.1	XP_016845495.1, XP_008214952.1
OG0000210	XP_026674381.1	XP_032455257.1
OG0000212	XP_017878882.2	XP_001603421.1
OG0000212	XP_017881503.1, XP_017881501.1, XP_017881502.1	XP_001601231.2
OG0000213	XP_017880316.1, XP_017880314.1, XP_017880318.1, XP_017880317.1, XP_017880320.1, XP_017880319.1, XP_017880312.1, XP_017880311.1, XP_017880310.1	XP_003427028.1, XP_001605473.1, XP_032456240.1
OG0000214	XP_017887358.1	XP_032457643.1, XP_032457642.1, XP_031781552.1, XP_031781551.1
OG0000214	XP_017883709.1	XP_032455627.1, XP_031784508.1
OG0000215	XP_026674154.1	XP_016843751.2, XP_016843750.2, XP_016843749.2, XP_031788092.1, XP_032456457.1
OG0000215	XP_026674156.1	XP_001603599.4
OG0000216	XP_026675305.1, XP_017879922.1	XP_001603476.3
OG0000217	XP_017875872.2	XP_001605172.2, XP_031785580.1, XP_032453386.1, XP_001605149.3, XP_031780038.1, XP_001599171.3, XP_032451628.1, XP_001605811.2
OG0000218	XP_017886341.1, XP_017886340.1, XP_017886339.1	XP_008207040.1, XP_008207042.1, XP_008207041.1
OG0000219	XP_017877521.1, XP_017877526.1	XP_032452539.1
OG0000220	XP_017876340.1, XP_026667525.1, XP_026667523.1, XP_026667524.1	XP_008206095.1, XP_008206096.1, XP_008206094.1, XP_016843252.1, XP_008206097.1, XP_001604656.1
OG0000221	XP_026670075.1, XP_017881592.1, XP_026670076.1	XP_001607468.1
OG0000223	XP_017882775.1	NP_001155149.1, XP_008213618.1
OG0000223	XP_017893356.1	XP_031785562.1
OG0000224	XP_017880350.1, XP_026669417.1, XP_017889312.2, XP_017880348.2, XP_026670597.1, XP_017888028.2, XP_017888027.2, XP_026673571.1	NP_001166091.1, XP_016836998.2, XP_032452314.1, XP_031780168.1
OG0000224	XP_017888596.1, XP_026670596.1, XP_017882521.1, XP_026673573.1	XP_016838644.1, XP_032453420.1, XP_031780156.1
OG0000225	XP_026666844.1, XP_017893638.1, XP_017893637.1, XP_017893635.1, XP_017893634.1, XP_017893640.1, XP_017893639.1	XP_001602931.1
OG0000225	XP_017878810.1	XP_031781485.1, XP_032457609.1, XP_031777410.1
OG0000226	XP_026666804.1, XP_026666810.1	XP_016844695.1
OG0000226	XP_017893380.1	XP_016845008.1
OG0000228	XP_026669113.1, XP_017880858.1	XP_016842865.1
OG0000229	XP_017875075.1	XP_008215504.1
OG0000230	XP_017890279.1	XP_003424711.1
OG0000231	XP_017876697.1	XP_001602920.1
OG0000232	XP_017884958.1, XP_017884957.1	XP_031788753.1
OG0000233	XP_026675538.1, XP_017892650.2, XP_017892649.1, XP_026669124.1, XP_017879788.1, XP_017879699.1	XP_008216033.1, XP_016836863.1, XP_003423899.1, XP_031777023.1
OG0000234	XP_017888526.1, XP_017888643.1	NP_001166089.1
OG0000235	XP_017875862.1	XP_031779029.1, XP_031779025.1, XP_031779027.1
OG0000236	XP_017889375.1	NP_001164379.1
OG0000236	XP_017889373.1	XP_031785405.1
OG0000237	XP_017883757.1, XP_017877563.1, XP_026668170.1, XP_026668171.1, XP_017876361.1, XP_017876360.1	XP_008203240.1
OG0000238	XP_017877689.1, XP_017876280.1, XP_017878198.1, XP_017885477.1, XP_017875794.1, XP_017875793.1, XP_017888672.1, XP_017883620.1, XP_017875796.1, XP_017888670.1, XP_017890427.1	XP_031777461.1, XP_016841012.1, XP_008212143.1, XP_031783892.1, XP_031777269.1, XP_008217413.1, XP_008206602.1, XP_031781099.1, XP_008208797.1, XP_031784368.1
OG0000239	XP_017893445.1	XP_031785698.1
OG0000240	XP_017893188.1	XP_016838389.1, XP_016838388.1, XP_016838390.1, XP_016838387.1, XP_008207243.1, XP_003426690.1, XP_032456400.1, XP_031779042.1, XP_016838108.1, NP_001153321.1, XP_031787488.1, XP_008217955.2, XP_032457878.1
OG0000241	XP_026666971.1	XP_001599078.1
OG0000241	XP_026666464.1	XP_031784889.1
OG0000243	XP_017884615.1	XP_001605952.2
OG0000244	XP_017875461.1	XP_031781211.1, XP_008214562.1, XP_008214563.1, XP_032457510.1, XP_031781210.1
OG0000245	XP_017884414.2, XP_017877241.2, XP_017877242.1	NP_001164331.1, NP_001164357.1, XP_031783456.1
OG0000246	XP_026672439.1, XP_017886206.1, XP_017886207.1	XP_001603679.1
OG0000247	XP_026669061.1	XP_031779115.1
OG0000248	XP_026672461.1	XP_031783660.1
OG0000249	XP_017889296.1, XP_017889295.1	NP_001153452.1
OG0000249	XP_017881308.1	XP_031787477.1
OG0000250	XP_017891897.1	XP_001607440.2
OG0000250	XP_017878871.1	XP_001603664.1
OG0000251	XP_017891906.1, XP_017880108.2	XP_032455324.1, XP_031784890.1, XP_003426647.1
OG0000252	XP_017882976.1, XP_017882975.1	XP_008202453.1, XP_008202456.1, XP_032457326.1, XP_031777444.1, XP_031777443.1, XP_032457324.1, XP_032457323.1, XP_032457325.1
OG0000253	XP_017892580.1	NP_001164367.1
OG0000253	XP_017887593.1	XP_031781922.1, NP_001122571.1
OG0000254	XP_017885582.1	XP_008211229.1, XP_031785157.1
OG0000254	XP_026670867.1, XP_017883145.1	XP_008206656.1
OG0000255	XP_017876450.1, XP_017876430.1, XP_017876438.1, XP_017876443.1	XP_008214568.1
OG0000255	XP_017881190.1	XP_001601575.1
OG0000256	XP_017888223.1, XP_017888224.1	XP_008204801.1, XP_008204800.1, XP_008204803.1, XP_008204805.1
OG0000257	XP_017888096.1	XP_016838496.1, XP_008203021.1
OG0000257	XP_017888092.1	XP_016838482.1
OG0000258	XP_017878110.1	XP_001601068.1, XP_016845241.1, XP_001601290.2, XP_001601182.1
OG0000259	XP_026675575.1, XP_026675576.1, XP_026674289.1	XP_008207661.2
OG0000261	XP_026673608.1, XP_017888695.1, XP_017888696.1, XP_017888680.1, XP_017888716.1	XP_001602288.1
OG0000262	XP_017892606.1	XP_016844355.1, XP_003427736.1
OG0000263	XP_017879981.1, XP_017879980.1	XP_008203575.1, XP_032454107.1, XP_003425684.1, XP_031783237.1, XP_008203574.1, XP_031783236.1
OG0000264	XP_017891067.1	XP_016844991.1, XP_016844992.1, XP_016844993.1
OG0000264	XP_017876369.1	XP_001608103.1
OG0000265	XP_026669532.1, XP_017885091.1	XP_008213476.1, XP_016839585.1
OG0000266	XP_017891607.1, XP_026674990.1, XP_017891608.1	XP_003428081.1
OG0000266	XP_017885430.1, XP_017885429.1	XP_008213988.1, XP_001601016.1, XP_032455467.1
OG0000268	XP_017885444.1	XP_001604577.1, XP_031789511.1, XP_001604871.2, XP_001604880.2
OG0000269	XP_026675551.1, XP_026675554.1, XP_026675552.1, XP_026675550.1, XP_026675553.1, XP_017892665.1	XP_001607744.2
OG0000270	XP_017889037.1	XP_031787127.1
OG0000271	XP_017883617.2, XP_026671280.1	NP_001153387.1, XP_001600587.2
OG0000271	XP_026666577.1, XP_026666578.1	XP_001606201.2
OG0000272	XP_017892842.1	XP_031778066.1, XP_032453944.1
OG0000272	XP_017876935.1	XP_001603198.2
OG0000273	XP_017881716.1, XP_026670142.1, XP_026670143.1	XP_031780333.1
OG0000274	XP_017883552.1	XP_031785813.1
OG0000274	XP_026674273.1, XP_026674274.1, XP_026674275.1	XP_008211195.1
OG0000277	XP_017884937.1	XP_008211107.1
OG0000278	XP_017883294.2	XP_032454137.1, XP_032454138.1, XP_032454139.1, XP_032454140.1, XP_032454133.1, XP_032454134.1, XP_032454135.1, XP_032454136.1, XP_016839921.1, XP_032454142.1, XP_032454141.1, XP_016839922.1, XP_032454144.1, XP_032454143.1, XP_032454146.1, XP_032454145.1, XP_032454148.1, XP_032454147.1, XP_032454149.1, XP_032454151.1, XP_032454132.1, XP_032454150.1, XP_031783292.1
OG0000279	XP_017877534.1, XP_026668146.1	XP_031783226.1, XP_008203513.1, XP_016839857.1
OG0000281	XP_017890997.1	XP_001607948.2
OG0000281	XP_017890528.1, XP_017883555.1	XP_001604417.2
OG0000283	XP_017885393.1	XP_031785502.1, XP_001600158.2, XP_031785501.1, XP_008205791.1, XP_008205792.1, XP_032454919.1
OG0000284	XP_017887944.1	XP_001606673.1
OG0000284	XP_017877834.1, XP_017892296.1	XP_008211037.1
OG0000286	XP_017882800.1	XP_032452557.1
OG0000287	XP_017887531.1	XP_008202843.1, XP_001606457.2, XP_003425383.1, XP_008202274.1
OG0000288	XP_017890083.1	NP_001166048.1, XP_008209318.1
OG0000289	XP_017879713.1, XP_017879711.1, XP_017879712.1, XP_017879710.1	XP_016840362.1, XP_001604619.1, XP_008211310.1, XP_008211309.1, XP_032454831.1
OG0000290	XP_017892209.1	XP_008204706.1, XP_008204688.1, XP_008204693.1, XP_008204700.1
OG0000291	XP_017878091.1	XP_001606579.2, XP_031785150.1
OG0000291	XP_026668428.1	XP_008211563.1
OG0000292	XP_017883970.1, XP_026671294.1	XP_031780071.1
OG0000293	XP_026673949.1, XP_026673952.1, XP_026673951.1, XP_026673956.1	XP_016838208.1, XP_016838209.1, XP_001605452.1, XP_008204320.1, XP_032453204.1, XP_032453205.1, XP_031787723.1, NP_001155147.1, XP_016837208.1, XP_001605977.1, XP_016837209.1, XP_031785202.1, XP_001606969.1, XP_001604473.1, NP_001155146.1, XP_001600770.1, XP_031783053.1
OG0000294	XP_026669286.1, XP_017890616.2, XP_026669287.1	XP_032454504.1, XP_008213463.1, XP_031782170.1, XP_031787254.1, XP_031786886.1, XP_016841020.1, XP_016841021.1
OG0000295	XP_017883054.1, XP_017883056.1, XP_017883055.1	XP_001607980.1, XP_001607976.1, XP_001607974.1, XP_003428212.1, XP_032455169.1, XP_032455170.1, XP_032455171.1
OG0000296	XP_017880686.1, XP_017880687.1, XP_017880688.1	XP_031779169.1
OG0000298	XP_017877821.1, XP_017877822.1, XP_017877823.1, XP_026668289.1, XP_017877820.1	XP_008216149.1, XP_008216147.1, XP_008216146.1, XP_032453473.1, XP_032453472.1
OG0000299	XP_026668130.1, XP_026668129.1, XP_017877527.1, XP_017877528.1	XP_003426781.1, XP_001601854.1
OG0000300	XP_017887624.1	XP_003425056.1, XP_001605288.1
OG0000301	XP_017888706.1	NP_001165992.1
OG0000301	XP_017881796.1, XP_026670186.1	NP_001165993.1
OG0000302	XP_017882044.1	XP_032455159.1, XP_008214883.1, XP_032455160.1, XP_008214882.1, XP_031786529.1, XP_031786440.1
OG0000303	XP_017883659.1	XP_008212905.1
OG0000303	XP_017876261.1	XP_003426614.1
OG0000303	XP_017881670.1	XP_031785517.1
OG0000304	XP_026667461.1, XP_026667462.1, XP_026667463.1, XP_017876182.1	XP_031786449.1
OG0000305	XP_026670924.1	XP_008203496.1
OG0000305	XP_017890725.1	XP_031787288.1, XP_016841776.1, XP_016841777.1
OG0000306	XP_026670843.1, XP_026670846.1, XP_017883071.2	XP_031785304.1
OG0000307	XP_017886766.1, XP_017886767.1	XP_031785703.1, XP_008215148.1, XP_032455669.1
OG0000308	XP_017882238.1	XP_008208754.1, XP_001602066.1
OG0000310	XP_026668950.1, XP_017879249.1	XP_016840055.1, XP_001606567.1
OG0000311	XP_017879050.1	XP_031788070.1
OG0000312	XP_026675168.1, XP_017891847.1, XP_017891846.1	XP_032454158.1, XP_032454156.1, XP_032454154.1, XP_008206250.1, XP_008206249.1, XP_032454157.1, XP_032454153.1
OG0000313	XP_017876032.1, XP_017892939.1, XP_017892941.1, XP_017892942.1	XP_031781836.1, XP_001599934.1
OG0000314	XP_026674211.1	XP_001606465.1, XP_032456526.1, XP_008204338.1, XP_031787274.1, XP_003424762.3
OG0000314	XP_026674212.1	XP_032456533.1, XP_001607656.1
OG0000315	XP_026670640.1, XP_026673904.1, XP_026670639.1, XP_026673902.1	XP_001599137.1, XP_001600184.4
OG0000316	XP_017885727.1	XP_031787731.1
OG0000317	XP_017878634.1	XP_016841106.1, XP_003426518.1, XP_008206890.1
OG0000318	XP_017886867.1	XP_008206399.1, XP_001606799.1
OG0000319	XP_017890544.1	XP_016845436.1, XP_003428126.1
OG0000320	XP_017884838.1, XP_017885012.1	XP_001602384.1, XP_001607362.3, XP_001605719.1
OG0000321	XP_026669990.1	XP_031777401.1
OG0000322	XP_017891907.1	XP_001607407.1
OG0000323	XP_017881130.1, XP_017881133.1, XP_026669825.1, XP_026669824.1, XP_026669823.1, XP_017881127.1	XP_031788472.1, XP_032457254.1, XP_031788450.1
OG0000324	XP_026666742.1, XP_026666721.1	XP_031780816.1
OG0000325	XP_017892509.1, XP_017892508.1, XP_017892510.1	XP_008213655.1
OG0000326	XP_026672616.1, XP_017883786.2	XP_031784208.1, XP_032457888.1, XP_032457885.1, XP_032457884.1, XP_032457887.1, XP_032457886.1, XP_031784204.1, XP_031784205.1, XP_031784206.1, XP_031784207.1, XP_016842072.1, XP_008217372.1, XP_031784209.1
OG0000327	XP_026669836.1, XP_026669837.1	XP_016838935.1, XP_016838930.1
OG0000329	XP_017890655.1	XP_008212188.1, XP_032454722.1, XP_032454721.1, XP_032454724.1, XP_008212187.1, XP_008212184.1, XP_032454723.1, XP_032454725.1, XP_016844327.1, XP_016844329.1, XP_016844328.1, XP_008212174.1, NP_001136350.1, NP_001136351.1, XP_008212189.1, XP_008212190.1, XP_016844326.1
OG0000330	XP_017888466.1	XP_016837033.1, NP_001280498.1, NP_001280500.1, NP_001280494.1
OG0000330	XP_017888632.1	NP_001159944.1, NP_001159943.1
OG0000331	XP_017891701.1	XP_016843206.1
OG0000332	XP_026675169.1, XP_017892085.1, XP_017892086.1, XP_017892084.1, XP_017892083.1	XP_031783273.1, XP_008206247.1
OG0000333	XP_017883944.1, XP_017880399.2	XP_031783197.1
OG0000334	XP_017876668.1, XP_017876666.1, XP_017876667.1, XP_026667677.1	NP_001164403.1, XP_032452183.1, XP_008216254.1
OG0000335	XP_026674589.1, XP_017890677.1	XP_003426117.1
OG0000336	XP_026668398.1	XP_003426396.1
OG0000336	XP_017884030.1	XP_008206529.1, XP_016839052.1
OG0000337	XP_017892895.1	XP_031783756.1
OG0000338	XP_026670550.1	XP_003424878.1
OG0000339	XP_017890207.1	XP_031784468.1
OG0000339	XP_017880076.1	XP_031779603.1
OG0000340	XP_017883854.1	XP_008202557.1
OG0000340	XP_017881925.1	XP_008215783.2
OG0000341	XP_017880418.1, XP_017880419.1	XP_031780569.1, XP_001601882.1
OG0000342	XP_017882193.1	XP_016842459.1, XP_031788435.1
OG0000342	XP_017882300.1	XP_008206353.1
OG0000343	XP_017880492.1	XP_003428067.1
OG0000344	XP_017878016.1, XP_026668371.1, XP_026668373.1, XP_026668372.1	XP_016844412.1
OG0000345	XP_017886453.1	XP_016837521.1, XP_031779210.1
OG0000347	XP_017875942.1	XP_032456833.1, XP_031788519.1, XP_031788520.1, XP_031788521.1
OG0000349	XP_017883706.1, XP_026671160.1	XP_031785287.1
OG0000350	XP_017877637.1, XP_017877636.1	XP_001601576.1, XP_008204559.1
OG0000351	XP_026671339.1, XP_017884059.1	XP_001603070.1
OG0000352	XP_017884017.1, XP_017884018.1, XP_017884019.1	XP_016839388.1
OG0000356	XP_017882661.1	XP_032455089.1, XP_016842824.1
OG0000356	XP_017882662.1	XP_001603497.1, XP_001603472.2
OG0000357	XP_017884701.1, XP_026671694.1, XP_017884704.1, XP_017884703.1, XP_017884702.1	XP_008201758.1, XP_003425261.1
OG0000358	XP_017881381.1, XP_017881384.1, XP_017881383.1, XP_017881382.1	XP_032451992.1
OG0000360	XP_026672518.1	XP_031786393.1
OG0000361	XP_017889643.1	XP_001599966.3
OG0000362	XP_017887524.1	XP_001603573.1, NP_001154986.1, XP_001603544.1
OG0000362	XP_026673052.1, XP_017887555.1	XP_032453925.1, XP_032453924.1, XP_008210363.1, XP_008210364.1
OG0000363	XP_017887556.1	NP_001166856.1
OG0000363	XP_017879666.2, XP_017882363.1	XP_008215037.1, NP_001136080.1
OG0000364	XP_017879635.1	XP_032455556.1, XP_016840845.1
OG0000365	XP_026669826.1	XP_001604570.2, XP_016839941.1, XP_016839942.1, XP_008210434.1
OG0000366	XP_026672513.1, XP_026672512.1	NP_001234894.1
OG0000367	XP_017876664.1, XP_017876665.1, XP_017876663.1	XP_001603452.1, XP_031780815.1
OG0000368	XP_017881800.1	XP_031779116.1
OG0000368	XP_017890006.1, XP_026674259.1, XP_026674258.1	XP_031779250.1, XP_001606272.1
OG0000369	XP_026673921.1, XP_026673920.1, XP_017875060.2	XP_032451964.1, XP_008212938.1
OG0000370	XP_026670242.1	XP_008216733.1, NP_001166053.1
OG0000370	XP_017891434.1, XP_026670241.1, XP_026670240.1	XP_032455885.1, NP_001166079.1
OG0000371	XP_026672489.1, XP_026672487.1, XP_017886344.1, XP_017886345.1, XP_026672490.1, XP_017886342.1, XP_017886343.1	XP_003426598.1
OG0000372	XP_026674693.1, XP_017877007.1	XP_032452377.1, XP_032452378.1, XP_032452376.1, XP_016838013.1, XP_016838012.1, XP_032452380.1, XP_032452379.1, XP_032452382.1, XP_032452381.1
OG0000375	XP_026673145.1	XP_008208423.1, XP_001599241.1, XP_008208436.1, XP_008208430.1
OG0000376	XP_026670404.1, XP_026670402.1, XP_026670403.1, XP_026670401.1, XP_026670400.1	XP_031782974.1, XP_032457748.1, XP_031782970.1, XP_031782973.1, XP_031782972.1, XP_031782975.1
OG0000377	XP_017879768.1	XP_008210300.1
OG0000377	XP_017892888.1	NP_001164381.1
OG0000378	XP_026666512.1, XP_017893062.1	XP_001601479.2
OG0000379	XP_026672374.1	XP_008209839.1, XP_008209838.1
OG0000380	XP_026674310.1, XP_017889485.1	XP_031786831.1, XP_031786832.1
OG0000381	XP_017876207.1	XP_016841180.1
OG0000381	XP_017879359.1	XP_001602738.1
OG0000382	XP_026667240.1	XP_001607827.3
OG0000382	XP_017877895.1	XP_008217713.1
OG0000383	XP_017880981.1, XP_017887324.1	XP_003427646.1
OG0000384	XP_017880522.1, XP_026669531.1	XP_001604432.2, XP_008210418.1
OG0000384	XP_026669578.1	XP_031782398.1
OG0000385	XP_017888867.1, XP_017888864.1	XP_001599984.1
OG0000386	XP_017882819.1, XP_026670786.1, XP_026674023.1, XP_026670748.1	XP_008202799.1, XP_031777593.1
OG0000387	XP_017884085.2, XP_017887854.2, XP_017881302.1	XP_008210181.2
OG0000388	XP_017892983.1	XP_008206350.1
OG0000388	XP_017892916.1	XP_032454208.1, XP_032454209.1, XP_016839439.1, XP_032454207.1
OG0000389	XP_017888208.1, XP_017882958.1, XP_017882959.1	XP_008216123.1, XP_016837517.1
