Orthogroup	Solenopsis_invicta	Osmia_bicornis
OG0000125	XP_011166830.1, XP_011166831.1	XP_029038301.1, XP_029032057.1, XP_029036162.1, XP_029037018.1, XP_029032043.1, XP_029035307.1, XP_029032032.1, XP_029032023.1
OG0000126	XP_011155410.1, XP_039309160.1, XP_039309158.1, XP_025990026.1, XP_025990027.1, XP_025990024.1	XP_029049817.1, XP_029049833.1, XP_029049843.1, XP_029049826.1, XP_029049807.1, XP_029049849.1
OG0000127	XP_039307613.1, XP_039307615.1	XP_029049523.1, XP_029049524.1
OG0000128	XP_039306786.1, XP_039312393.1, XP_039309505.1, XP_039313498.1, XP_039306739.1, XP_025988163.2, XP_039303559.1, XP_039306752.1, XP_039303482.1, XP_011174706.1, XP_039315251.1, XP_039310402.1, XP_039311972.1, XP_039313520.1, XP_039303522.1, XP_039314690.1, XP_039311326.1, XP_025997681.2, XP_039308691.1, XP_039308809.1	XP_029054570.1
OG0000129	XP_039310447.1, XP_039310449.1, XP_039310448.1, XP_025991275.2, XP_025991277.2	XP_029038381.1, XP_029038382.1, XP_029038380.1, XP_029038379.1, XP_029038378.1, XP_029038377.1, XP_029038376.1, XP_029038375.1
OG0000130	XP_039309465.1	XP_029040004.1
OG0000130	XP_025991693.1, XP_025991692.1	XP_029040646.1
OG0000131	XP_011159624.1	XP_029035464.1
OG0000131	XP_011168548.1, XP_011168539.1	XP_029032564.1, XP_029032565.1, XP_029032563.1
OG0000132	XP_039305040.1, XP_011175354.1	XP_029042885.1, XP_029042884.1
OG0000132	XP_011162113.1	XP_029046706.1, XP_029046715.1
OG0000133	XP_025988235.1, XP_025988236.1, XP_039308247.1, XP_039308246.1	XP_029032942.1, XP_029032943.1, XP_029032944.1
OG0000135	XP_025991427.1	XP_029032688.1
OG0000135	XP_011168086.1	XP_029052001.1
OG0000135	XP_025992521.1	XP_029033778.1
OG0000136	XP_011168434.2, XP_011168435.1, XP_011168438.2, XP_039309206.1, XP_025989059.2, XP_011168437.1, XP_011168436.1, XP_011168451.1	XP_029051548.1, XP_029055196.1, XP_029055024.1, XP_029051623.1
OG0000137	XP_039302269.1, XP_011164282.1	XP_029048064.1
OG0000137	XP_025987902.2, XP_011171988.2, XP_011171990.2, XP_011171989.2	XP_029046790.1, XP_029046789.1, XP_029046791.1, XP_029046788.1, XP_029051312.1
OG0000138	XP_011156769.2	XP_029043735.1, XP_029043737.1, XP_029043736.1, XP_029043739.1, XP_029043738.1, XP_029043741.1, XP_029043740.1
OG0000139	XP_011163312.2, XP_025992297.2	XP_029050502.1
OG0000141	XP_011172931.2	XP_029038466.1, XP_029038465.1
OG0000141	XP_011173169.1	XP_029044664.1
OG0000142	XP_039305867.1, XP_025986931.2, XP_039314570.1, XP_025986941.2, XP_025986936.2, XP_039314535.1, XP_039314558.1, XP_011168007.2, XP_039314529.1, XP_039314590.1, XP_039314564.1, XP_039305868.1, XP_039305708.1, XP_039305809.1, XP_039305616.1, XP_039305178.1, XP_039305782.1	XP_029044489.1, XP_029044511.1, XP_029053705.1, XP_029044543.1, XP_029054183.1, XP_029044512.1
OG0000143	XP_011158940.1, XP_011158941.1	XP_029041621.1, XP_029041620.1, XP_029041624.1, XP_029041623.1, XP_029041622.1
OG0000144	XP_011155484.1	XP_029035145.1
OG0000145	XP_039310475.1, XP_039310474.1	XP_029047376.1, XP_029047377.1
OG0000145	XP_025989810.1	XP_029043895.1, XP_029045165.1
OG0000146	XP_011158610.1	XP_029045164.1, XP_029045163.1
OG0000146	XP_011163024.1, XP_011163029.1	XP_029038795.1, XP_029038794.1
OG0000147	XP_025987816.1, XP_039314750.1	XP_029048716.1, XP_029048715.1, XP_029048711.1, XP_029048710.1, XP_029048714.1, XP_029048709.1, XP_029048708.1, XP_029048717.1
OG0000149	XP_011168700.1	XP_029047226.1
OG0000149	XP_039303906.1, XP_011168707.2, XP_011168703.2, XP_011168705.2, XP_011168706.2, XP_011168701.2	XP_029047230.1, XP_029047231.1, XP_029047232.1
OG0000150	XP_011156682.1, XP_025991203.1, XP_011156666.1, XP_011156673.1, XP_025991204.1	XP_029041950.1
OG0000151	XP_011167344.2	XP_029031892.1, XP_029031893.1, XP_029031895.1, XP_029031894.1, XP_029031896.1
OG0000152	XP_011159593.1, XP_011159592.1	XP_029047059.1
OG0000153	XP_025991417.2	XP_029039104.1, XP_029039105.1, XP_029039106.1, XP_029039101.1, XP_029039103.1
OG0000154	XP_039306572.1, XP_011172804.1, XP_039306683.1	XP_029038796.1
OG0000156	XP_039313051.1, XP_039313052.1, XP_011167313.1, XP_011167314.1, XP_011167312.1	XP_029035328.1
OG0000157	XP_039311111.1, XP_039311110.1	XP_029051284.1, XP_029048978.1, XP_029051286.1, XP_029051283.1, XP_029051319.1, XP_029051281.1
OG0000158	XP_039312827.1	XP_029046467.1
OG0000160	XP_025995468.2	XP_029042735.1
OG0000160	XP_039307899.1	XP_029032546.1
OG0000161	XP_011171818.2, XP_011157167.1, XP_011171836.1	XP_029049654.1, XP_029049653.1
OG0000162	XP_025990139.1	XP_029037503.1
OG0000163	XP_039308609.1, XP_025995107.1, XP_039314688.1, XP_025985726.2, XP_039310227.1, XP_039305119.1, XP_039308588.1, XP_039313530.1, XP_039305423.1, XP_039308364.1, XP_039302748.1, XP_039307028.1, XP_039302949.1, XP_039309116.1, XP_039306857.1, XP_039302182.1, XP_039302778.1, XP_039302725.1, XP_039315256.1, XP_025990842.2, XP_039310495.1, XP_039306670.1, XP_039305300.1	XP_029054127.1, XP_029041264.1
OG0000164	XP_011175603.2, XP_039313027.1	XP_029053407.1
OG0000165	XP_011162664.1, XP_011162665.1, XP_025987522.1, XP_025987521.1	XP_029038180.1, XP_029038179.1
OG0000165	XP_011173553.1	XP_029047501.1
OG0000166	XP_025986750.2, XP_025986751.2, XP_039305072.1, XP_039305077.1	XP_029043654.1, XP_029043635.1, XP_029043629.1
OG0000168	XP_025989788.2	XP_029043972.1
OG0000169	XP_011166801.1, XP_011166805.2, XP_011166806.2	XP_029040131.1
OG0000170	XP_011161401.1	XP_029033623.1
OG0000170	XP_011161392.2	XP_029033620.1, XP_029033633.1
OG0000170	XP_011161398.1	XP_029033625.1
OG0000171	XP_011160261.1, XP_039309768.1, XP_011160941.1, XP_039309770.1, XP_011160937.1, XP_011160936.1	XP_029047309.1, XP_029047311.1
OG0000172	XP_039313711.1	XP_029040332.1, XP_029040337.1, XP_029040338.1, XP_029040333.1, XP_029040334.1, XP_029040335.1, XP_029040336.1
OG0000173	XP_025993243.1, XP_011165836.1, XP_039304290.1, XP_011165837.1, XP_011165835.1	XP_029045882.1, XP_029045886.1, XP_029045884.1, XP_029045883.1, XP_029045881.1, XP_029045880.1
OG0000174	XP_025991237.1, XP_025991236.1, XP_025991235.1, XP_025991234.1, XP_025991233.1, XP_039302167.1, XP_039302166.1	XP_029038443.1, XP_029038444.1, XP_029038447.1, XP_029038446.1, XP_029038448.1
OG0000175	XP_039302006.1, XP_039302007.1, XP_011157853.1	XP_029032769.1, XP_029032767.1, XP_029032768.1
OG0000176	XP_025986721.1	XP_029041606.1
OG0000177	XP_025993788.1	XP_029035382.1, XP_029035383.1
OG0000177	XP_011167661.1	XP_029035403.1
OG0000179	XP_039308745.1	XP_029046643.1
OG0000179	XP_011164111.1	XP_029038918.1
OG0000179	XP_011163234.1	XP_029037996.1
OG0000180	XP_011166951.1, XP_011166952.1, XP_025986052.1, XP_025986051.1	XP_029046844.1, XP_029046842.1, XP_029046843.1
OG0000181	XP_025994298.1, XP_025994299.1, XP_039312812.1, XP_039312813.1, XP_011169149.1, XP_011169148.1	XP_029051355.1, XP_029051353.1, XP_029051352.1, XP_029051351.1, XP_029051350.1, XP_029051349.1, XP_029051354.1, XP_029051348.1
OG0000182	XP_011171027.1, XP_039307169.1, XP_039307168.1, XP_039307167.1, XP_039307166.1, XP_025991013.1	XP_029044796.1, XP_029044797.1, XP_029044799.1, XP_029044800.1, XP_029044801.1, XP_029044793.1, XP_029044794.1, XP_029044795.1
OG0000183	XP_011173713.1, XP_011173715.1	XP_029047940.1
OG0000183	XP_025992667.1	XP_029053202.1
OG0000184	XP_039308158.1, XP_039308138.1, XP_039308136.1	XP_029034044.1, XP_029034077.1
OG0000185	XP_011158491.1, XP_011158492.1	XP_029037641.1, XP_029037640.1
OG0000185	XP_039315703.1, XP_039315704.1, XP_039315705.1, XP_039315702.1	XP_029037652.1, XP_029037651.1
OG0000186	XP_039303622.1, XP_025989743.2, XP_011172186.2, XP_039302616.1, XP_011172178.2, XP_011172155.1, XP_025989742.2, XP_011172133.1	XP_029043658.1, XP_029043698.1, XP_029043697.1
OG0000187	XP_039309150.1, XP_011165088.1, XP_011165087.1	XP_029047831.1
OG0000188	XP_039308892.1, XP_039308891.1, XP_039308889.1, XP_039308888.1	XP_029045188.1
OG0000188	XP_011168465.1	XP_029035546.1
OG0000189	XP_011170993.1, XP_039306223.1	XP_029035806.1, XP_029035810.1, XP_029035809.1, XP_029035808.1
OG0000190	XP_011166168.1, XP_039304064.1, XP_025988559.1	XP_029056400.1, XP_029056399.1, XP_029056401.1
OG0000191	XP_039315120.1, XP_011164616.2	XP_029036825.1
OG0000192	XP_039310511.1, XP_039310512.1, XP_039310513.1, XP_039310514.1, XP_025989114.2, XP_025989113.2, XP_011155855.2	XP_029034267.1, XP_029034266.1
OG0000194	XP_011158373.2	XP_029038776.1
OG0000194	XP_025992171.1, XP_039304703.1	XP_029038813.1
OG0000195	XP_025990073.1, XP_011155425.1, XP_011155426.1, XP_011155427.1, XP_039308628.1	XP_029052983.1, XP_029052995.1, XP_029052191.1, XP_029052984.1, XP_029052188.1
OG0000196	XP_039306717.1, XP_011171411.1, XP_011171412.1, XP_039306716.1	XP_029041657.1, XP_029041656.1
OG0000196	XP_011161482.2	XP_029053549.1
OG0000197	XP_011157191.1	XP_029032736.1, XP_029032735.1, XP_029032734.1
OG0000198	XP_011163990.2, XP_039313887.1, XP_025994493.1	XP_029048757.1, XP_029048766.1, XP_029048776.1
OG0000199	XP_011165422.2, XP_011165427.2, XP_039305866.1, XP_039306015.1, XP_039306014.1, XP_025986794.1, XP_011158963.2, XP_011165426.2, XP_039305878.1, XP_011176328.2, XP_025986782.1, XP_011158964.2, XP_039306012.1, XP_025986804.2, XP_039305620.1, XP_039306018.1, XP_025986792.2, XP_025986790.2, XP_025986791.2, XP_039305823.1, XP_039305738.1, XP_039305739.1, XP_025995023.2, XP_039305615.1, XP_039305580.1, XP_039305527.1, XP_039305898.1, XP_039305927.1, XP_025986822.2, XP_025995029.2, XP_025995030.2, XP_039305692.1, XP_039305703.1, XP_039305561.1, XP_025995028.2, XP_039301743.1, XP_039301738.1, XP_039306017.1, XP_039306005.1, XP_025995190.2, XP_011155917.2, XP_039306011.1, XP_039305555.1, XP_039305553.1, XP_039305552.1, XP_039305551.1, XP_025986677.2, XP_039305197.1, XP_039306008.1, XP_039305196.1, XP_011155915.3, XP_011158962.2, XP_011158961.2, XP_011158960.2, XP_025986793.1, XP_039310897.1, XP_011173265.1	XP_029049343.1
OG0000200	XP_011170758.1	XP_029052014.1
OG0000200	XP_011168061.1, XP_011168064.1	XP_029049081.1, XP_029049085.1
OG0000201	XP_025990401.2	XP_029039891.1
OG0000202	XP_025988731.1	XP_029044324.1
OG0000202	XP_025993071.1	XP_029032521.1, XP_029032520.1
OG0000203	XP_011160113.1, XP_011160112.1	XP_029047463.1
OG0000203	XP_011168468.1, XP_039309884.1	XP_029042308.1, XP_029042310.1
OG0000204	XP_011157986.2, XP_039310926.1, XP_039310928.1, XP_039310930.1, XP_039310927.1, XP_025986662.2, XP_025986663.1, XP_011157989.1, XP_039310924.1, XP_025986661.1, XP_011157991.1	XP_029049274.1, XP_029049273.1, XP_029049272.1, XP_029049275.1
OG0000205	XP_011168746.1, XP_039308307.1	XP_029047201.1, XP_029047202.1, XP_029047200.1, XP_029047205.1, XP_029047203.1, XP_029047204.1
OG0000206	XP_025988777.2, XP_039314221.1, XP_039314222.1	XP_029052215.1
OG0000206	XP_039314588.1, XP_039314587.1, XP_039314586.1, XP_039302134.1, XP_039302063.1, XP_011172221.2, XP_011172346.2, XP_025993307.2	XP_029052187.1, XP_029052186.1
OG0000207	XP_025996998.1	XP_029046518.1
OG0000207	XP_011156648.1	XP_029041769.1
OG0000207	NP_001291516.1	XP_029041771.1
OG0000208	XP_011156625.1	XP_029041765.1
OG0000208	XP_039313116.1, XP_039313117.1	XP_029033072.1
OG0000209	XP_011160517.1, XP_011160520.1	XP_029047963.1, XP_029047965.1, XP_029047964.1
OG0000210	XP_039301699.1	XP_029037304.1
OG0000210	XP_011157224.2	XP_029045711.1
OG0000210	XP_025991680.2	XP_029041331.1
OG0000212	XP_011175849.1	XP_029051924.1
OG0000212	XP_011175847.2	XP_029051929.1
OG0000213	XP_039307097.1, XP_039307100.1, XP_039307098.1, XP_039307099.1, XP_039307096.1	XP_029041152.1, XP_029041153.1, XP_029041150.1, XP_029041151.1
OG0000214	XP_011162082.1	XP_029041256.1
OG0000215	XP_025993451.1, XP_039314411.1, XP_011167858.1	XP_029040889.1, XP_029040887.1, XP_029040888.1
OG0000215	XP_011167862.1, XP_039314414.1, XP_039314413.1, XP_011167867.1, XP_039314640.1	XP_029040891.1
OG0000216	XP_011163750.1	XP_029052235.1, XP_029052237.1
OG0000217	XP_011155464.2	XP_029041283.1
OG0000218	XP_011160002.1, XP_011160001.1, XP_011160003.1, XP_011160000.1	XP_029034776.1, XP_029034777.1, XP_029034772.1, XP_029034773.1, XP_029034774.1, XP_029034775.1
OG0000219	XP_011168754.1, XP_011168753.1, XP_011168751.1, XP_011168750.1, XP_011168748.1	XP_029033097.1, XP_029033098.1, XP_029033099.1, XP_029033101.1, XP_029033100.1
OG0000220	XP_039306555.1, XP_039306557.1, XP_039306558.1, XP_039306556.1, XP_039306554.1, XP_011172901.1	XP_029033278.1, XP_029033277.1, XP_029033279.1, XP_029033274.1, XP_029033275.1, XP_029033276.1, XP_029033273.1
OG0000221	XP_025986297.1	XP_029042551.1
OG0000223	XP_011166243.1	XP_029038992.1
OG0000223	XP_011158143.1	XP_029044364.1
OG0000225	XP_011163590.1, XP_011163589.1, XP_039304922.1	XP_029035976.1, XP_029035979.1, XP_029035978.1
OG0000225	XP_011163592.1	XP_029032932.1
OG0000226	XP_025988435.1	XP_029036179.1
OG0000226	XP_025988429.1	XP_029036153.1
OG0000227	XP_025988617.1, XP_025988616.1	XP_029056277.1, XP_029056278.1, XP_029056276.1, XP_029056274.1, XP_029056306.1, XP_029056308.1, XP_029056307.1, XP_029056309.1, XP_029056279.1
OG0000228	XP_039311279.1, XP_039310271.1	XP_029054322.1
OG0000228	XP_011163688.1	XP_029054146.1
OG0000228	XP_039312991.1	XP_029053356.1
OG0000228	XP_039311970.1, XP_039304297.1	XP_029053909.1, XP_029054555.1, XP_029054744.1, XP_029054503.1
OG0000228	XP_025997477.2, XP_039304823.1, XP_039308733.1, XP_039302912.1, XP_039304364.1	XP_029053720.1, XP_029054269.1
OG0000229	XP_011167118.1	XP_029043983.1
OG0000230	XP_039310937.1, XP_011157985.1	XP_029052179.1, XP_029052178.1
OG0000231	XP_039311197.1, XP_025994418.1, XP_025994419.1, XP_025994417.1	XP_029054484.1, XP_029039829.1
OG0000232	XP_011161208.1, XP_011161207.1	XP_029039432.1
OG0000233	XP_011165376.2, XP_011165374.2, XP_011165377.1, XP_011165378.1, XP_011165383.1, XP_025993530.1, XP_011165381.1, XP_011165400.1, XP_025993534.2	XP_029038096.1, XP_029038095.1
OG0000234	XP_039301750.1, XP_039301749.1, XP_025986027.1, XP_025986025.2, XP_025986029.1, XP_025986030.1, XP_025986032.1, XP_025986033.1, XP_025986034.1, XP_025992614.1	XP_029050333.1, XP_029050356.1, XP_029050344.1, XP_029050517.1
OG0000235	XP_039301746.1, XP_011176069.1, XP_011176072.1, XP_011176068.1	XP_029045311.1, XP_029045317.1, XP_029045324.1, XP_029045318.1
OG0000236	XP_011164467.1	XP_029036862.1, XP_029036865.1, XP_029036864.1
OG0000236	XP_025993904.1	XP_029036869.1
OG0000237	XP_025992756.2	XP_029051872.1
OG0000239	XP_011164898.1, XP_011164905.1, XP_039315084.1, XP_039313572.1, XP_025986634.2, XP_025986633.2, XP_025986632.2	XP_029036180.1, XP_029036132.1
OG0000240	XP_039315157.1, XP_011160092.3, XP_011160096.2, XP_011160089.1, XP_039309756.1, XP_011160938.2, XP_039309767.1, XP_039309764.1, XP_011160940.2, XP_039309765.1, XP_039309199.1, XP_039309198.1, XP_025992868.2, XP_025992871.2	XP_029047308.1, XP_029047307.1, XP_029047306.1, XP_029047240.1
OG0000241	XP_011175763.2	XP_029038589.1
OG0000243	XP_039301690.1, XP_039301691.1, XP_011170229.2, XP_039312287.1, XP_039312290.1, XP_011163953.1, XP_039304163.1, XP_011166868.1, XP_011166866.1, XP_011166867.2	XP_029053744.1
OG0000244	XP_039306518.1, XP_011175201.1, XP_011175202.1	XP_029039027.1
OG0000245	XP_011162616.1	XP_029039448.1
OG0000246	XP_011161827.1, XP_039303228.1	XP_029043282.1, XP_029043284.1, XP_029043283.1
OG0000246	XP_039302793.1, XP_039302661.1	XP_029043287.1, XP_029043289.1, XP_029043288.1
OG0000247	XP_011173011.1	XP_029036521.1
OG0000248	XP_025995392.1	XP_029042768.1
OG0000249	XP_011156910.2, XP_039306219.1, XP_011156908.1, XP_011174006.1	XP_029044045.1
OG0000250	XP_011161725.1, XP_025995993.1, XP_025995992.1	XP_029052124.1
OG0000250	XP_011156530.2	XP_029052120.1
OG0000251	XP_011157217.1	XP_029045709.1, XP_029045708.1
OG0000251	XP_011175696.1	XP_029038523.1, XP_029038522.1
OG0000252	XP_025997250.1	XP_029037839.1
OG0000253	XP_039309534.1	XP_029032574.1
OG0000254	XP_011166638.1	XP_029046368.1
OG0000254	XP_011155529.1	XP_029055807.1
OG0000256	XP_011169053.1, XP_011169052.1	XP_029042504.1, XP_029042508.1, XP_029042505.1, XP_029042506.1, XP_029042511.1, XP_029042512.1, XP_029042509.1, XP_029042507.1
OG0000257	XP_039314679.1	XP_029045410.1
OG0000257	XP_039314645.1	XP_029045406.1
OG0000258	XP_025992647.1, XP_039303185.1, XP_039302453.1, XP_025996520.1, XP_025992648.1, XP_011164418.2	XP_029047643.1, XP_029047644.1
OG0000259	XP_039309679.1, XP_039309716.1, XP_039309721.1, XP_039309680.1, XP_039309686.1, XP_039309683.1, XP_039309708.1, XP_039309709.1, XP_039309696.1, XP_039309717.1, XP_039309719.1, XP_011170601.2, XP_039309643.1, XP_011170599.2, XP_039309710.1, XP_039309647.1, XP_039309631.1, XP_039309632.1, XP_011166100.3, XP_039309639.1, XP_039309641.1, XP_039309642.1, XP_039309689.1, XP_039309644.1, XP_039309703.1, XP_039309712.1, XP_039309711.1, XP_039309714.1, XP_039309713.1, XP_039309530.1, XP_039309678.1, XP_039309724.1, XP_025994309.2	XP_029044913.1
OG0000260	XP_039306355.1	XP_029050171.1
OG0000261	XP_011163661.1, XP_039305380.1, XP_011163662.1	XP_029035663.1, XP_029035664.1, XP_029035662.1
OG0000263	XP_011170654.1, XP_011170655.1, XP_011170657.1, XP_011170656.1, XP_011170653.1	XP_029042765.1, XP_029042764.1, XP_029042763.1
OG0000264	XP_039306192.1	XP_029053644.1
OG0000264	XP_011165046.1	XP_029053659.1, XP_029053657.1
OG0000265	XP_011163230.1, XP_011172089.2, XP_025991743.1	XP_029048310.1
OG0000266	XP_011163945.2	XP_029049979.1
OG0000266	XP_011167747.1	XP_029049312.1
OG0000268	XP_011158225.1, XP_011158224.1	XP_029053715.1
OG0000269	XP_011176251.1, XP_011176253.1, XP_025987467.1, XP_025987468.1, XP_025987465.1, XP_025987466.1, XP_025987463.1, XP_025987464.1	XP_029036205.1, XP_029036204.1
OG0000270	XP_025992265.1	XP_029047487.1
OG0000270	XP_011166273.1	XP_029045046.1
OG0000271	NP_001291526.1, XP_025988373.1	XP_029048607.1
OG0000271	XP_011161787.2	XP_029047035.1
OG0000272	XP_025989138.1	XP_029034319.1
OG0000272	XP_011157845.2	XP_029032785.1, XP_029032787.1
OG0000273	XP_011169097.2, XP_011169099.2, XP_025988447.2, XP_011169096.2	XP_029044326.1, XP_029044327.1
OG0000274	XP_039314283.1, XP_039314280.1, XP_039314281.1, XP_025988766.1, XP_025988765.1, XP_025988767.1, XP_039314282.1	XP_029046053.1
OG0000275	XP_039313032.1, XP_039313033.1, XP_039313034.1	XP_029051562.1
OG0000276	XP_025988816.1, XP_011164236.1	XP_029053712.1
OG0000277	XP_011157342.1	XP_029032823.1, XP_029032828.1, XP_029032829.1, XP_029032830.1, XP_029032831.1, XP_029032824.1, XP_029032825.1, XP_029032832.1, XP_029032833.1, XP_029032827.1
OG0000278	XP_011164304.1, XP_011164305.1	XP_029051961.1, XP_029049618.1
OG0000279	XP_025993822.1, XP_025993819.1, XP_025993821.1, XP_025993820.1, XP_039309319.1, XP_011164446.1, XP_039309318.1	XP_029036092.1, XP_029036091.1, XP_029036094.1, XP_029036095.1, XP_029036096.1
OG0000281	XP_011164399.1	XP_029053027.1
OG0000281	XP_011170774.2	XP_029045750.1, XP_029045751.1, XP_029045752.1, XP_029045754.1, XP_029045756.1, XP_029045753.1
OG0000281	XP_011170785.2	XP_029045757.1
OG0000283	XP_039302806.1	XP_029045503.1, XP_029045504.1
OG0000284	XP_025994994.1	XP_029055634.1
OG0000284	XP_011161425.1	XP_029055401.1
OG0000285	XP_039311592.1, XP_011176371.1, XP_011176378.1, XP_011176361.1	XP_029048555.1, XP_029048564.1, XP_029048573.1, XP_029048581.1
OG0000286	XP_011158397.1, XP_011158395.1, XP_011158398.1, XP_025991394.1	XP_029033341.1
OG0000287	XP_011165802.1	XP_029055707.1
OG0000288	XP_011167249.2	XP_029037231.1
OG0000288	XP_039314771.1	XP_029048238.1
OG0000289	XP_039313629.1, XP_039313627.1, XP_011166676.1, XP_025994274.1, XP_011166677.1, XP_011166680.1, XP_011166679.1	XP_029040796.1
OG0000290	XP_011170099.1	XP_029051156.1
OG0000291	XP_011165472.3	XP_029034855.1
OG0000292	XP_039302767.1, XP_011157418.1, XP_025993038.1, XP_025993037.1, XP_025993036.1, XP_025993035.1, XP_039302766.1	XP_029042887.1
OG0000292	XP_011157423.1	XP_029037740.1
OG0000293	XP_039305187.1	XP_029038982.1, XP_029038983.1, XP_029038981.1
OG0000294	XP_039305591.1, XP_039305577.1, XP_039305938.1, XP_039305191.1	XP_029041535.1
OG0000294	XP_039305522.1	XP_029041597.1
OG0000295	XP_011157721.3	XP_029042145.1
OG0000296	XP_039313607.1	XP_029049544.1, XP_029049545.1, XP_029049543.1
OG0000297	XP_039312929.1	XP_029038213.1
OG0000298	XP_011163496.1, XP_039314927.1, XP_039314926.1, XP_011163495.1	XP_029052544.1, XP_029052541.1, XP_029052542.1, XP_029052540.1
OG0000299	XP_011168755.2, XP_039308295.1, XP_011168756.2	XP_029033103.1, XP_029033106.1, XP_029033105.1, XP_029033102.1
OG0000300	XP_039309883.1	XP_029032635.1
OG0000301	XP_011170516.1, XP_039304166.1	XP_029048644.1, XP_029048643.1
OG0000301	XP_011156580.1	XP_029043020.1
OG0000302	XP_039311789.1	XP_029045566.1
OG0000303	XP_039312848.1	XP_029035381.1
OG0000303	XP_039302513.1	XP_029048888.1
OG0000304	XP_039302604.1, XP_011175853.1	XP_029044234.1, XP_029044235.1, XP_029044237.1, XP_029044236.1, XP_029044238.1
OG0000305	XP_011161793.1	XP_029047339.1
OG0000305	XP_011165476.2	XP_029048754.1
OG0000306	XP_025988786.1, XP_011170424.1, XP_039314289.1	XP_029055772.1, XP_029055770.1, XP_029055768.1
