Orthogroup	Solenopsis_invicta	Habropoda_laboriosa
OG0000167	XP_039311578.1, XP_039308937.1, XP_039311365.1, XP_039311497.1, XP_039311504.1, XP_039311499.1, XP_039311501.1, XP_039311842.1, XP_039311838.1, XP_039311840.1, XP_039311839.1, XP_039311841.1, XP_039311843.1, XP_039304764.1, XP_025992708.1, XP_025992860.2, XP_039311364.1, XP_039311507.1, XP_039311486.1, XP_039311514.1, XP_039311548.1, XP_025991798.2, XP_039311463.1, XP_039303700.1, XP_039311478.1, XP_039311469.1, XP_039311471.1, XP_039311511.1, XP_025991838.1, XP_039311491.1, XP_025992926.2, XP_025992930.2, XP_039311517.1, XP_039311506.1, XP_039311572.1, XP_039311577.1, XP_039311539.1, XP_039311528.1, XP_039311534.1, XP_039311537.1, XP_039311538.1, XP_011162865.2, XP_039311289.1, XP_039311311.1, XP_039311434.1, XP_039311268.1, XP_039311363.1, XP_039311356.1, XP_039311429.1, XP_039311418.1, XP_039311378.1, XP_039311190.1, XP_039311472.1, XP_039311502.1, XP_039311564.1, XP_025988030.2, XP_039311637.1, XP_039311402.1, XP_039311182.1, XP_025988013.2, XP_039311263.1, XP_039311319.1, XP_025988032.2, XP_039311541.1, XP_039311119.1, XP_039311096.1, XP_039311345.1, XP_039311425.1, XP_039311606.1	XP_017795285.1
OG0000168	XP_025989788.2	XP_017789057.1
OG0000169	XP_011166801.1, XP_011166805.2, XP_011166806.2	XP_017797588.1
OG0000170	XP_011161394.2	XP_017790420.1
OG0000170	XP_011161401.1	XP_017790362.1
OG0000170	XP_011161398.1	XP_017790369.1
OG0000171	XP_011160261.1, XP_039309768.1, XP_011160941.1, XP_039309770.1, XP_011160937.1, XP_011160936.1	XP_017787774.1, XP_017787850.1, XP_017787824.1
OG0000172	XP_039313711.1	XP_017792473.1, XP_017792475.1, XP_017792474.1, XP_017792472.1, XP_017792476.1
OG0000173	XP_025993243.1, XP_011165836.1, XP_039304290.1, XP_011165837.1, XP_011165835.1	XP_017794775.1, XP_017794776.1
OG0000174	XP_025991237.1, XP_025991236.1, XP_025991235.1, XP_025991234.1, XP_025991233.1, XP_039302167.1, XP_039302166.1	XP_017798800.1
OG0000175	XP_039302006.1, XP_039302007.1, XP_011157853.1	XP_017794676.1, XP_017794675.1, XP_017794677.1, XP_017794678.1, XP_017794679.1
OG0000176	XP_025986721.1	XP_017790348.1
OG0000177	XP_025993788.1	XP_017795594.1
OG0000177	XP_011167661.1	XP_017795592.1
OG0000179	XP_039308745.1	XP_017791990.1
OG0000179	XP_011164111.1	XP_017791524.1
OG0000179	XP_011163234.1	XP_017799324.1
OG0000180	XP_011166951.1, XP_011166952.1, XP_025986052.1, XP_025986051.1	XP_017787401.1, XP_017787400.1, XP_017787399.1
OG0000181	XP_025994298.1, XP_025994299.1, XP_039312812.1, XP_039312813.1, XP_011169149.1, XP_011169148.1	XP_017792968.1
OG0000182	XP_011171027.1, XP_039307169.1, XP_039307168.1, XP_039307167.1, XP_039307166.1, XP_025991013.1	XP_017794377.1
OG0000183	XP_011173713.1, XP_011173715.1	XP_017795084.1
OG0000183	XP_025992667.1	XP_017796132.1
OG0000184	XP_039308158.1, XP_039308138.1, XP_039308136.1	XP_017798954.1
OG0000185	XP_011158491.1, XP_011158492.1	XP_017797731.1
OG0000185	XP_039315703.1, XP_039315704.1, XP_039315705.1, XP_039315702.1	XP_017797733.1
OG0000186	XP_039303622.1, XP_025989743.2, XP_011172186.2, XP_039302616.1, XP_011172178.2, XP_011172155.1, XP_025989742.2, XP_011172133.1	XP_017790553.1, XP_017790555.1
OG0000187	XP_039309150.1, XP_011165088.1, XP_011165087.1	XP_017797342.1
OG0000188	XP_039308892.1, XP_039308891.1, XP_039308889.1, XP_039308888.1	XP_017794866.1
OG0000188	XP_011168465.1	XP_017795271.1
OG0000189	XP_011170993.1, XP_039306223.1	XP_017787964.1, XP_017787967.1
OG0000190	XP_011166168.1, XP_039304064.1, XP_025988559.1	XP_017789755.1, XP_017789754.1, XP_017789756.1
OG0000191	XP_039315120.1, XP_011164616.2	XP_017795883.1
OG0000192	XP_039310511.1, XP_039310512.1, XP_039310513.1, XP_039310514.1, XP_025989114.2, XP_025989113.2, XP_011155855.2	XP_017792725.1
OG0000194	XP_039304800.1	XP_017799440.1
OG0000194	XP_011158373.2	XP_017799442.1
OG0000194	XP_025992171.1, XP_039304703.1	XP_017799437.1
OG0000196	XP_039306717.1, XP_011171411.1, XP_011171412.1, XP_039306716.1	XP_017791366.1
OG0000196	XP_011161482.2	XP_017791305.1
OG0000197	XP_011157191.1	XP_017794596.1
OG0000198	XP_011163990.2, XP_039313887.1, XP_025994493.1	XP_017787675.1
OG0000199	XP_011165422.2, XP_011165427.2, XP_039305866.1, XP_039306015.1, XP_039306014.1, XP_025986794.1, XP_011158963.2, XP_011165426.2, XP_039305878.1, XP_011176328.2, XP_025986782.1, XP_011158964.2, XP_039306012.1, XP_025986804.2, XP_039305620.1, XP_039306018.1, XP_025986792.2, XP_025986790.2, XP_025986791.2, XP_039305823.1, XP_039305738.1, XP_039305739.1, XP_025995023.2, XP_039305615.1, XP_039305580.1, XP_039305527.1, XP_039305898.1, XP_039305927.1, XP_025986822.2, XP_025995029.2, XP_025995030.2, XP_039305692.1, XP_039305703.1, XP_039305561.1, XP_025995028.2, XP_039301743.1, XP_039301738.1, XP_039306017.1, XP_039306005.1, XP_025995190.2, XP_011155917.2, XP_039306011.1, XP_039305555.1, XP_039305553.1, XP_039305552.1, XP_039305551.1, XP_025986677.2, XP_039305197.1, XP_039306008.1, XP_039305196.1, XP_011155915.3, XP_011158962.2, XP_011158961.2, XP_011158960.2, XP_025986793.1, XP_039310897.1, XP_011173265.1	XP_017792901.1
OG0000200	XP_011170758.1	XP_017790004.1, XP_017790003.1
OG0000200	XP_011168061.1, XP_011168064.1	XP_017793346.1, XP_017793347.1
OG0000201	XP_025990401.2, XP_039308817.1, XP_011165064.3, XP_039308820.1, XP_011165062.1, XP_011165070.2, XP_011165069.2	XP_017790031.1
OG0000202	XP_025988731.1	XP_017791030.1
OG0000202	XP_025993071.1	XP_017795643.1
OG0000203	XP_011160113.1, XP_011160112.1	XP_017794211.1
OG0000203	XP_011168468.1, XP_039309884.1	XP_017790332.1
OG0000204	XP_011157986.2, XP_039310926.1, XP_039310928.1, XP_039310930.1, XP_039310927.1, XP_025986662.2, XP_025986663.1, XP_011157989.1, XP_039310924.1, XP_025986661.1, XP_011157991.1	XP_017788993.1
OG0000205	XP_011168746.1, XP_039308307.1	XP_017788047.1
OG0000206	XP_025988777.2, XP_039314221.1, XP_039314222.1	XP_017794929.1
OG0000206	XP_039314588.1, XP_039314587.1, XP_039314586.1, XP_039302134.1, XP_039302063.1, XP_011172221.2, XP_011172346.2, XP_025993307.2	XP_017794889.1, XP_017794888.1, XP_017794887.1
OG0000207	XP_025996998.1	XP_017793342.1
OG0000207	XP_011156648.1	XP_017791361.1
OG0000207	NP_001291516.1	XP_017791356.1
OG0000208	XP_011156625.1	XP_017791349.1
OG0000208	XP_039313116.1, XP_039313117.1	XP_017796380.1
OG0000209	XP_011160517.1, XP_011160520.1	XP_017791268.1, XP_017791266.1, XP_017791267.1, XP_017791265.1, XP_017791264.1, XP_017791263.1, XP_017791262.1
OG0000210	XP_039301699.1	XP_017789022.1
OG0000210	XP_011157224.2	XP_017790992.1
OG0000210	XP_025991680.2	XP_017789769.1
OG0000212	XP_011175849.1	XP_017793996.1
OG0000212	XP_011175847.2	XP_017793987.1, XP_017793986.1
OG0000213	XP_039307097.1, XP_039307100.1, XP_039307098.1, XP_039307099.1, XP_039307096.1	XP_017789586.1
OG0000214	XP_011162082.1	XP_017794266.1
OG0000214	XP_025990048.1, XP_025990047.1	XP_017792781.1, XP_017792782.1
OG0000215	XP_025993451.1, XP_039314411.1, XP_011167858.1	XP_017796692.1
OG0000215	XP_011167862.1, XP_039314414.1, XP_039314413.1, XP_011167867.1, XP_039314640.1	XP_017796575.1
OG0000216	XP_011163750.1	XP_017793604.1
OG0000217	XP_011155464.2	XP_017789113.1
OG0000218	XP_011160002.1, XP_011160001.1, XP_011160003.1, XP_011160000.1	XP_017795109.1
OG0000219	XP_011168754.1, XP_011168753.1, XP_011168751.1, XP_011168750.1, XP_011168748.1	XP_017788174.1, XP_017788173.1, XP_017788171.1, XP_017788172.1, XP_017788169.1, XP_017788170.1
OG0000220	XP_039306555.1, XP_039306557.1, XP_039306558.1, XP_039306556.1, XP_039306554.1, XP_011172901.1	XP_017792512.1
OG0000221	XP_025986297.1	XP_017798983.1, XP_017799229.1
OG0000223	XP_011166243.1	XP_017794139.1
OG0000223	XP_011158143.1	XP_017796406.1
OG0000225	XP_011163590.1, XP_011163589.1, XP_039304922.1	XP_017798161.1
OG0000225	XP_011163592.1	XP_017796348.1
OG0000226	XP_025988435.1	XP_017788751.1
OG0000226	XP_025988429.1	XP_017788770.1
OG0000227	XP_025988617.1, XP_025988616.1	XP_017791515.1
OG0000228	XP_039309072.1, XP_039311279.1, XP_039310271.1, XP_011163688.1, XP_039303960.1, XP_039311154.1, XP_039303552.1, XP_011171244.1, XP_039312991.1, XP_039311970.1, XP_039304297.1, XP_011175783.1, XP_025997477.2, XP_039304823.1, XP_039308733.1, XP_039302912.1, XP_039304364.1, XP_025998010.1	XP_017791917.1
OG0000229	XP_011167118.1	XP_017794169.1
OG0000230	XP_039310937.1, XP_011157985.1	XP_017788896.1
OG0000231	XP_039311197.1, XP_025994418.1, XP_025994419.1, XP_025994417.1	XP_017789953.1
OG0000232	XP_011161208.1, XP_011161207.1	XP_017787985.1
OG0000233	XP_011165376.2, XP_011165374.2, XP_011165377.1, XP_011165378.1, XP_011165383.1, XP_025993530.1, XP_011165381.1, XP_011165400.1, XP_025993534.2	XP_017798941.1
OG0000234	XP_039301750.1, XP_039301749.1, XP_025986027.1, XP_025986025.2, XP_025986029.1, XP_025986030.1, XP_025986032.1, XP_025986033.1, XP_025986034.1, XP_025992614.1	XP_017797660.1
OG0000234	XP_011166748.1, XP_039301747.1, XP_011166749.1, XP_011166747.1, XP_011166745.1, XP_011166746.1	XP_017797559.1
OG0000235	XP_039301746.1, XP_011176069.1, XP_011176072.1, XP_011176068.1	XP_017795898.1, XP_017795906.1
OG0000236	XP_011164467.1	XP_017796613.1
OG0000236	XP_025993904.1	XP_017796614.1
OG0000237	XP_025992756.2	XP_017794663.1
OG0000239	XP_011164898.1, XP_011164905.1, XP_039315084.1, XP_039313572.1, XP_025986634.2, XP_025986633.2, XP_025986632.2	XP_017788956.1, XP_017788957.1, XP_017788955.1
OG0000240	XP_039315157.1, XP_011160092.3, XP_011160096.2, XP_011160089.1, XP_039309756.1, XP_011160938.2, XP_039309767.1, XP_039309764.1, XP_011160940.2, XP_039309765.1, XP_039309199.1, XP_039309198.1, XP_025992868.2, XP_025992871.2	XP_017787807.1, XP_017787848.1
OG0000241	XP_011175763.2	XP_017793317.1, XP_017793318.1, XP_017793285.1, XP_017797037.1
OG0000243	XP_039301690.1, XP_039301691.1, XP_011170229.2, XP_039312287.1, XP_039312290.1, XP_011163953.1, XP_039304163.1, XP_011166868.1, XP_011166866.1, XP_011166867.2	XP_017797616.1
OG0000244	XP_039306518.1, XP_011175201.1, XP_011175202.1	XP_017798659.1
OG0000245	XP_011162616.1	XP_017796958.1, XP_017796963.1
OG0000246	XP_011161827.1, XP_039303228.1	XP_017787631.1
OG0000246	XP_039302793.1, XP_039302661.1	XP_017787636.1
OG0000247	XP_011173011.1	XP_017790661.1
OG0000248	XP_025995392.1	XP_017792985.1
OG0000249	XP_011156910.2, XP_039306219.1, XP_011156908.1, XP_011174006.1	XP_017795192.1
OG0000250	XP_011161725.1, XP_025995993.1, XP_025995992.1	XP_017791430.1
OG0000250	XP_011156530.2	XP_017790978.1
OG0000250	XP_039308592.1	XP_017797061.1
OG0000251	XP_011157217.1	XP_017791741.1
OG0000251	XP_011175696.1	XP_017793287.1, XP_017795052.1
OG0000252	XP_025997250.1	XP_017797270.1, XP_017797289.1, XP_017797280.1
OG0000253	XP_039309534.1	XP_017795187.1
OG0000254	XP_011166638.1	XP_017789988.1
OG0000254	XP_011155529.1	XP_017793665.1
OG0000255	XP_039307633.1, XP_011165456.1, XP_011165455.1, XP_039307648.1, XP_039303212.1, XP_039301859.1, XP_039301860.1, XP_039304117.1, XP_039307649.1, XP_039301858.1, XP_011155980.2	XP_017793024.1
OG0000255	XP_011171007.1	XP_017794124.1
OG0000256	XP_011169053.1, XP_011169052.1	XP_017799058.1
OG0000257	XP_039314679.1	XP_017797798.1
OG0000257	XP_039314645.1	XP_017797796.1
OG0000258	XP_025992647.1, XP_039303185.1, XP_039302453.1, XP_025996520.1, XP_025992648.1, XP_011164418.2	XP_017795892.1
OG0000259	XP_039309679.1, XP_039309716.1, XP_039309721.1, XP_039309680.1, XP_039309686.1, XP_039309683.1, XP_039309708.1, XP_039309709.1, XP_039309696.1, XP_039309717.1, XP_039309719.1, XP_011170601.2, XP_039309643.1, XP_011170599.2, XP_039309710.1, XP_039309647.1, XP_039309631.1, XP_039309632.1, XP_011166100.3, XP_039309639.1, XP_039309641.1, XP_039309642.1, XP_039309689.1, XP_039309644.1, XP_039309703.1, XP_039309712.1, XP_039309711.1, XP_039309714.1, XP_039309713.1, XP_039309530.1, XP_039309678.1, XP_039309724.1, XP_025994309.2	XP_017787619.1
OG0000260	XP_039302312.1	XP_017797942.1, XP_017797440.1
OG0000261	XP_011163661.1, XP_039305380.1, XP_011163662.1	XP_017796472.1
OG0000263	XP_011170654.1, XP_011170655.1, XP_011170657.1, XP_011170656.1, XP_011170653.1	XP_017793038.1
OG0000264	XP_039306192.1	XP_017789982.1
OG0000264	XP_011165046.1	XP_017790586.1, XP_017790587.1
OG0000265	XP_011172088.1	XP_017794448.1
OG0000266	XP_011163945.2	XP_017799566.1
OG0000266	XP_011167747.1	XP_017789615.1
OG0000269	XP_011176251.1, XP_011176253.1, XP_025987467.1, XP_025987468.1, XP_025987465.1, XP_025987466.1, XP_025987463.1, XP_025987464.1	XP_017794671.1
OG0000270	XP_025992265.1	XP_017790438.1, XP_017790393.1
OG0000270	XP_011166273.1	XP_017790436.1
OG0000271	NP_001291526.1, XP_025988373.1	XP_017796506.1
OG0000271	XP_011161787.2	XP_017798841.1
OG0000272	XP_025989138.1	XP_017787885.1
OG0000272	XP_011157845.2	XP_017794633.1
OG0000273	XP_011169097.2, XP_011169099.2, XP_025988447.2, XP_011169096.2	XP_017796843.1, XP_017791956.1
OG0000274	XP_039314283.1, XP_039314280.1, XP_039314281.1, XP_025988766.1, XP_025988765.1, XP_025988767.1, XP_039314282.1	XP_017790712.1
OG0000275	XP_039313032.1, XP_039313033.1, XP_039313034.1	XP_017791259.1
OG0000276	XP_025988816.1, XP_011164236.1	XP_017793212.1
OG0000277	XP_011157342.1	XP_017798618.1, XP_017798619.1, XP_017798620.1
OG0000278	XP_011164304.1, XP_011164305.1	XP_017793717.1
OG0000279	XP_025993822.1, XP_025993819.1, XP_025993821.1, XP_025993820.1, XP_039309319.1, XP_011164446.1, XP_039309318.1	XP_017788771.1
OG0000281	XP_011164399.1	XP_017793218.1
OG0000281	XP_011170774.2	XP_017788629.1
OG0000281	XP_011170785.2	XP_017788631.1
OG0000283	XP_039302806.1	XP_017790766.1
OG0000284	XP_025994994.1	XP_017791641.1
OG0000284	XP_011161425.1	XP_017792010.1
OG0000285	XP_039311592.1, XP_011176371.1, XP_011176378.1, XP_011176361.1	XP_017798151.1
OG0000286	XP_011158397.1, XP_011158395.1, XP_011158398.1, XP_025991394.1	XP_017792533.1, XP_017792535.1, XP_017792536.1, XP_017792537.1, XP_017792538.1, XP_017792539.1, XP_017792534.1
OG0000287	XP_011165803.1, XP_011165802.1	XP_017788179.1
OG0000288	XP_011167249.2	XP_017789073.1
OG0000288	XP_039314771.1	XP_017788636.1
OG0000289	XP_039313629.1, XP_039313627.1, XP_011166676.1, XP_025994274.1, XP_011166677.1, XP_011166680.1, XP_011166679.1	XP_017799003.1
OG0000290	XP_011170099.1	XP_017798864.1
OG0000291	XP_011165283.1	XP_017794760.1
OG0000291	XP_011175630.2	XP_017793299.1
OG0000291	XP_011165472.3	XP_017794759.1
OG0000292	XP_039302767.1, XP_011157418.1, XP_025993038.1, XP_025993037.1, XP_025993036.1, XP_025993035.1, XP_039302766.1	XP_017795506.1
OG0000292	XP_011157423.1	XP_017796966.1
OG0000293	XP_039305187.1	XP_017796745.1
OG0000294	XP_039305591.1, XP_039305577.1, XP_039305938.1, XP_039305191.1	XP_017790359.1
OG0000294	XP_039305522.1	XP_017790360.1
OG0000295	XP_011157721.3	XP_017795274.1, XP_017795266.1
OG0000296	XP_039313607.1	XP_017788651.1, XP_017788659.1, XP_017788642.1
OG0000297	XP_039312929.1	XP_017790136.1
OG0000298	XP_011163496.1, XP_039314927.1, XP_039314926.1, XP_011163495.1	XP_017790769.1, XP_017790767.1
OG0000299	XP_011168755.2, XP_039308295.1, XP_011168756.2	XP_017788114.1
OG0000300	XP_039309883.1	XP_017790327.1
OG0000301	XP_011170516.1, XP_039304166.1	XP_017798433.1
OG0000301	XP_011156580.1	XP_017789978.1
OG0000302	XP_039311789.1	XP_017789605.1
OG0000303	XP_039312848.1	XP_017795549.1
OG0000303	XP_039302513.1	XP_017795593.1
OG0000304	XP_039302604.1, XP_011175853.1	XP_017799529.1
OG0000305	XP_011161793.1	XP_017790464.1
OG0000305	XP_011165476.2	XP_017799153.1
OG0000306	XP_025988786.1, XP_011170424.1, XP_039314289.1	XP_017793663.1, XP_017793662.1
OG0000307	XP_039315186.1, XP_039309355.1, XP_039315188.1, XP_039315187.1, XP_039309356.1, XP_039309357.1	XP_017794904.1, XP_017794906.1, XP_017794905.1
OG0000308	XP_025990312.1, XP_039306101.1, XP_025990313.1, XP_039306095.1, XP_039306092.1, XP_039306103.1	XP_017790044.1
OG0000309	XP_039314088.1, XP_025995008.1, XP_025995007.1, XP_025995009.1	XP_017798375.1
OG0000310	XP_011158546.1, XP_011158544.1, XP_039302548.1, XP_039302551.1, XP_039302550.1, XP_039302549.1, XP_039302552.1, XP_039302553.1	XP_017796412.1
OG0000311	XP_025991643.1, XP_011161322.1, XP_039314394.1, XP_039301666.1, XP_039301665.1, XP_011162412.2, XP_039308731.1, XP_011161325.1, XP_039306127.1, XP_025997312.1, XP_011175170.1, XP_039306544.1, XP_039306543.1, XP_011175275.1, XP_039306140.1, XP_039306124.1, XP_039306125.1, XP_039306123.1, XP_039306134.1, XP_039306133.1, XP_039306137.1, XP_039315137.1	XP_017792683.1
OG0000312	XP_011173333.1	XP_017790961.1, XP_017795474.1
OG0000313	XP_011175815.1	XP_017787470.1, XP_017787453.1
OG0000314	XP_039310823.1	XP_017796594.1
OG0000315	XP_011156600.1, XP_011167657.2, XP_011167650.2, XP_011167653.1, XP_039312601.1, XP_011167658.1, XP_011167651.2, XP_011167652.1, XP_011167649.1	XP_017796950.1, XP_017796373.1
OG0000316	XP_011165933.1	XP_017787626.1
OG0000316	XP_025989686.2	XP_017788611.1
OG0000317	XP_025995413.2, XP_039313826.1, XP_011162316.2, XP_011162315.2, XP_025995412.2	XP_017789247.1
OG0000318	XP_011176294.1	XP_017794915.1
OG0000319	XP_011169063.1, XP_011169064.1, XP_011169065.1	XP_017793487.1
OG0000320	XP_011157059.2, XP_011159342.1, XP_011159343.1, XP_011159341.1, XP_039304572.1	XP_017798550.1
OG0000321	XP_011172456.1, XP_011172453.1, XP_039314100.1	XP_017794268.1
OG0000322	XP_011157229.1, XP_011157228.1	XP_017791003.1
OG0000323	XP_011162498.1, XP_039310186.1, XP_039310184.1, XP_039310185.1	XP_017793291.1, XP_017793301.1
OG0000324	XP_039304925.1, XP_039304936.1	XP_017793796.1
OG0000324	XP_011168296.2	XP_017796882.1
OG0000325	XP_025995957.2	XP_017795690.1, XP_017795689.1
OG0000326	XP_011155856.1, XP_025991274.1, XP_025991272.1, XP_025991273.1	XP_017795870.1
OG0000327	XP_025990794.1, XP_025990791.2, XP_039306899.1, XP_025990793.1	XP_017793298.1
OG0000329	XP_011174933.2, XP_011174925.1	XP_017792790.1
OG0000330	XP_011164096.1	XP_017791531.1
OG0000330	XP_025989792.2, XP_011160312.2	XP_017787722.1
OG0000332	XP_011173375.1, XP_011173377.1, XP_039305807.1	XP_017792113.1
OG0000333	XP_039305276.1, XP_039305277.1	XP_017797214.1, XP_017796435.1
OG0000334	XP_039308455.1, XP_039308454.1, XP_039306966.1, XP_039308429.1	XP_017792528.1
OG0000335	XP_011157762.1	XP_017792772.1
OG0000336	XP_011164875.1, XP_011164877.1	XP_017798007.1
OG0000336	XP_025987058.2	XP_017788072.1
OG0000337	XP_011173365.2	XP_017793012.1
OG0000338	XP_011171807.1	XP_017791744.1
OG0000338	XP_011170750.1	XP_017792145.1
OG0000339	XP_011166134.1	XP_017790714.1
OG0000339	XP_011176133.1	XP_017797978.1, XP_017797977.1
OG0000340	XP_025996699.2	XP_017796539.1
OG0000341	XP_011160367.1	XP_017797340.1, XP_017797341.1
OG0000342	XP_025992367.1	XP_017793328.1
OG0000342	XP_025986147.2	XP_017793414.1
OG0000343	XP_011172106.1	XP_017794440.1
OG0000344	XP_011171384.2, XP_011171383.2, XP_039306999.1	XP_017788369.1
OG0000345	XP_011159940.2, XP_039311426.1, XP_011159942.2, XP_011159941.2	XP_017789387.1, XP_017789386.1, XP_017789385.1
OG0000347	XP_039311376.1	XP_017796917.1
OG0000348	XP_025991268.1, XP_025991269.1, XP_039310127.1	XP_017794556.1, XP_017794557.1
OG0000349	XP_039313919.1, XP_039313920.1, XP_039313917.1, XP_039313918.1, XP_039313921.1, XP_039313922.1	XP_017792810.1
OG0000350	XP_039308116.1, XP_039308118.1, XP_039308117.1, XP_039308119.1, XP_011159774.1, XP_011159775.1	XP_017795578.1
OG0000351	XP_011175689.2, XP_039313432.1, XP_039313431.1, XP_039313430.1, XP_039313429.1	XP_017796142.1
OG0000352	XP_011167136.1	XP_017789207.1, XP_017789128.1
OG0000353	XP_011173575.3, XP_011173574.2, XP_011173573.2, XP_039312123.1, XP_039312104.1, XP_039312126.1, XP_039312124.1, XP_039312112.1, XP_039312100.1, XP_039312109.1, XP_039312081.1, XP_039312082.1, XP_011163168.3, XP_025994642.2, XP_039307775.1, XP_039307925.1, XP_039307764.1, XP_011156980.3, XP_039307747.1, XP_039307748.1, XP_025989890.2, XP_039307922.1, XP_039307923.1, XP_039307746.1, XP_025989905.2, XP_039307776.1, XP_039307777.1, XP_011156955.3, XP_039307745.1, XP_039307324.1, XP_039307325.1, XP_039307323.1, XP_025989883.2, XP_011156957.3, XP_039307320.1, XP_039307329.1, XP_039307335.1, XP_039307334.1, XP_025989887.2, XP_039307328.1, XP_039307315.1	XP_017798943.1
OG0000356	XP_039310530.1	XP_017795527.1
OG0000357	XP_039307123.1	XP_017797704.1
OG0000358	XP_011168327.1, XP_011168326.1	XP_017791660.1
OG0000360	XP_011159166.1, XP_011159170.1, XP_011159171.1, XP_011159172.1, XP_039311705.1, XP_011159167.1	XP_017796307.1
OG0000361	XP_025988581.1	XP_017793542.1
OG0000362	XP_025995044.1	XP_017795140.1
OG0000363	XP_011175928.2	XP_017792001.1
OG0000363	XP_025985928.1	XP_017791082.1
OG0000364	XP_039304986.1, XP_039304985.1, XP_025995086.1, XP_025995085.1, XP_025995084.1, XP_025995083.1	XP_017790691.1
OG0000365	XP_039306342.1	XP_017795022.1
OG0000367	XP_039311291.1, XP_039308453.1, XP_039308452.1	XP_017792517.1, XP_017792500.1, XP_017792509.1
OG0000368	XP_025990031.1	XP_017789979.1
OG0000368	XP_025993896.1, XP_025993895.1, XP_039303919.1	XP_017789944.1
OG0000369	XP_039304506.1, XP_039304503.1, XP_025996134.1	XP_017794761.1
OG0000369	XP_011160293.2	XP_017788218.1
OG0000370	XP_039306345.1	XP_017791625.1
OG0000371	XP_039311901.1	XP_017795103.1, XP_017795102.1
OG0000372	XP_039313284.1	XP_017797846.1
OG0000372	XP_011166761.1, XP_039309517.1	XP_017793266.1
