Orthogroup	Solenopsis_invicta	Vespa_mandarinia
OG0000169	XP_011166801.1, XP_011166805.2, XP_011166806.2	XP_035729296.1
OG0000170	XP_011161401.1	XP_035742479.1
OG0000170	XP_011161396.1	XP_035742502.1, XP_035742492.1, XP_035742486.1
OG0000171	XP_011160261.1, XP_039309768.1, XP_011160941.1, XP_039309770.1, XP_011160937.1, XP_011160936.1	XP_035741201.1, XP_035741202.1, XP_035741205.1, XP_035741206.1
OG0000172	XP_039313711.1	XP_035738100.1, XP_035738101.1
OG0000173	XP_025993243.1, XP_011165836.1, XP_039304290.1, XP_011165837.1, XP_011165835.1	XP_035733795.1, XP_035733793.1, XP_035733794.1, XP_035733792.1
OG0000174	XP_025991237.1, XP_025991236.1, XP_025991235.1, XP_025991234.1, XP_025991233.1, XP_039302167.1, XP_039302166.1	XP_035731433.1
OG0000175	XP_039302006.1, XP_039302007.1, XP_011157853.1	XP_035729116.1, XP_035729110.1, XP_035729111.1, XP_035729112.1, XP_035729113.1
OG0000176	XP_025986721.1	XP_035737411.1
OG0000177	XP_025993788.1	XP_035739406.1
OG0000177	XP_011167661.1	XP_035739374.1
OG0000178	XP_011165136.1	XP_035725180.1
OG0000179	XP_039308745.1	XP_035741505.1
OG0000179	XP_011164111.1	XP_035719102.1, XP_035719101.1
OG0000179	XP_011163234.1	XP_035737641.1
OG0000180	XP_011166951.1, XP_011166952.1, XP_025986052.1, XP_025986051.1	XP_035743555.1, XP_035743552.1, XP_035743551.1, XP_035743554.1
OG0000181	XP_025994298.1, XP_025994299.1, XP_039312812.1, XP_039312813.1, XP_011169149.1, XP_011169148.1	XP_035731090.1, XP_035731089.1, XP_035731092.1, XP_035731091.1
OG0000182	XP_011171027.1, XP_039307169.1, XP_039307168.1, XP_039307167.1, XP_039307166.1, XP_025991013.1	XP_035731858.1, XP_035731856.1, XP_035731855.1, XP_035731857.1, XP_035731854.1, XP_035731853.1, XP_035731859.1
OG0000183	XP_011173713.1, XP_011173715.1	XP_035738622.1, XP_035738621.1, XP_035738620.1, XP_035738623.1
OG0000183	XP_025992667.1	XP_035739701.1
OG0000185	XP_011158491.1, XP_011158492.1	XP_035733203.1, XP_035733201.1, XP_035733205.1, XP_035733204.1, XP_035733207.1, XP_035733206.1, XP_035733199.1, XP_035733200.1
OG0000186	XP_039303622.1, XP_025989743.2, XP_011172186.2, XP_039302616.1, XP_011172178.2, XP_011172155.1, XP_025989742.2, XP_011172133.1	XP_035733371.1, XP_035733372.1, XP_035733373.1, XP_035733370.1, XP_035733460.1, XP_035733368.1, XP_035733369.1
OG0000187	XP_039309150.1, XP_011165088.1, XP_011165087.1	XP_035731676.1, XP_035731677.1
OG0000188	XP_039308892.1, XP_039308891.1, XP_039308889.1, XP_039308888.1	XP_035731793.1
OG0000189	XP_011170993.1, XP_039306223.1	XP_035728855.1
OG0000190	XP_011166168.1, XP_039304064.1, XP_025988559.1	XP_035728040.1, XP_035728039.1
OG0000191	XP_039315120.1, XP_011164616.2	XP_035735127.1
OG0000192	XP_039310511.1, XP_039310512.1, XP_039310513.1, XP_039310514.1, XP_025989114.2, XP_025989113.2, XP_011155855.2	XP_035718570.1, XP_035718565.1, XP_035718569.1, XP_035718568.1, XP_035718562.1, XP_035718563.1, XP_035718564.1
OG0000194	XP_039304800.1	XP_035728644.1
OG0000194	XP_011158373.2	XP_035728648.1
OG0000194	XP_025992171.1, XP_039304703.1	XP_035728547.1
OG0000195	XP_025990073.1, XP_011155425.1, XP_011155426.1, XP_011155427.1, XP_039308628.1	XP_035739727.1, XP_035739726.1
OG0000196	XP_011161482.2	XP_035720910.1
OG0000198	XP_011163990.2, XP_039313887.1, XP_025994493.1	XP_035723755.1
OG0000199	XP_011165422.2, XP_011165427.2, XP_039305866.1, XP_039306015.1, XP_039306014.1, XP_025986794.1, XP_011158963.2, XP_011165426.2, XP_039305878.1, XP_011176328.2, XP_025986782.1, XP_011158964.2, XP_039306012.1, XP_025986804.2, XP_039305620.1, XP_039306018.1, XP_025986792.2, XP_025986790.2, XP_025986791.2, XP_039305823.1, XP_039305738.1, XP_039305739.1, XP_025995023.2, XP_039305615.1, XP_039305580.1, XP_039305527.1, XP_039305898.1, XP_039305927.1, XP_025986822.2, XP_025995029.2, XP_025995030.2, XP_039305692.1, XP_039305703.1, XP_039305561.1, XP_025995028.2, XP_039301743.1, XP_039301738.1, XP_039306017.1, XP_039306005.1, XP_025995190.2, XP_011155917.2, XP_039306011.1, XP_039305555.1, XP_039305553.1, XP_039305552.1, XP_039305551.1, XP_025986677.2, XP_039305197.1, XP_039306008.1, XP_039305196.1, XP_011155915.3, XP_011158962.2, XP_011158961.2, XP_011158960.2, XP_025986793.1, XP_039310897.1, XP_011173265.1	XP_035729157.1
OG0000200	XP_011170758.1	XP_035719894.1, XP_035719895.1
OG0000200	XP_011168061.1, XP_011168064.1	XP_035718373.1
OG0000201	XP_025990401.2	XP_035742700.1
OG0000202	XP_025988731.1	XP_035735523.1, XP_035735525.1, XP_035735528.1, XP_035735524.1, XP_035735526.1, XP_035735527.1, XP_035735520.1, XP_035735522.1
OG0000202	XP_025993071.1	XP_035742672.1, XP_035742669.1, XP_035742670.1
OG0000203	XP_011160113.1, XP_011160112.1	XP_035739190.1
OG0000203	XP_011168468.1, XP_039309884.1	XP_035727456.1, XP_035727445.1, XP_035727495.1, XP_035727486.1, XP_035727526.1, XP_035727477.1, XP_035727505.1, XP_035727467.1, XP_035727516.1
OG0000204	XP_011157986.2, XP_039310926.1, XP_039310928.1, XP_039310930.1, XP_039310927.1, XP_025986662.2, XP_025986663.1, XP_011157989.1, XP_039310924.1, XP_025986661.1, XP_011157991.1	XP_035736371.1, XP_035736362.1, XP_035736353.1, XP_035736365.1
OG0000204	XP_011156232.2	XP_035731143.1
OG0000205	XP_011168746.1, XP_039308307.1	XP_035727194.1, XP_035727191.1, XP_035727193.1
OG0000206	XP_025988777.2, XP_039314221.1, XP_039314222.1	XP_035731791.1
OG0000206	XP_039314588.1, XP_039314587.1, XP_039314586.1, XP_039302134.1, XP_039302063.1, XP_011172221.2, XP_011172346.2, XP_025993307.2	XP_035731805.1
OG0000207	XP_025996998.1	XP_035718709.1
OG0000207	XP_011156648.1	XP_035726226.1
OG0000207	NP_001291516.1	XP_035726227.1
OG0000208	XP_011156625.1	XP_035726225.1
OG0000208	XP_039313116.1, XP_039313117.1	XP_035721855.1
OG0000209	XP_011160517.1, XP_011160520.1	XP_035728112.1
OG0000210	XP_039301699.1	XP_035733688.1
OG0000210	XP_011157224.2	XP_035732804.1
OG0000210	XP_025991680.2	XP_035723457.1
OG0000212	XP_011175847.2	XP_035737458.1
OG0000213	XP_039307097.1, XP_039307100.1, XP_039307098.1, XP_039307099.1, XP_039307096.1	XP_035723104.1
OG0000214	XP_011162082.1	XP_035723354.1, XP_035723352.1, XP_035723353.1, XP_035723355.1
OG0000214	XP_025990048.1, XP_025990047.1	XP_035741447.1, XP_035741444.1
OG0000215	XP_025993451.1, XP_039314411.1, XP_011167858.1	XP_035724895.1, XP_035724894.1
OG0000215	XP_011167862.1, XP_039314414.1, XP_039314413.1, XP_011167867.1, XP_039314640.1	XP_035724898.1, XP_035724897.1
OG0000216	XP_011163750.1	XP_035724451.1
OG0000217	XP_011155464.2	XP_035740471.1
OG0000218	XP_011160002.1, XP_011160001.1, XP_011160003.1, XP_011160000.1	XP_035726856.1
OG0000219	XP_011168754.1, XP_011168753.1, XP_011168751.1, XP_011168750.1, XP_011168748.1	XP_035741255.1, XP_035741253.1, XP_035741259.1, XP_035741260.1, XP_035741251.1, XP_035741257.1, XP_035741254.1, XP_035741252.1, XP_035741256.1
OG0000220	XP_039306555.1, XP_039306557.1, XP_039306558.1, XP_039306556.1, XP_039306554.1, XP_011172901.1	XP_035717455.1, XP_035717452.1, XP_035717450.1, XP_035717454.1, XP_035717453.1
OG0000221	XP_025986297.1	XP_035721735.1
OG0000223	XP_011166243.1	XP_035733807.1
OG0000223	XP_011158143.1	XP_035722636.1
OG0000224	XP_011167331.2, XP_025988662.1, XP_011167330.1, XP_025988660.1	XP_035739815.1, XP_035739812.1, XP_035739813.1, XP_035739814.1
OG0000225	XP_011163590.1, XP_011163589.1, XP_039304922.1	XP_035734246.1, XP_035734248.1
OG0000225	XP_011163592.1	XP_035742936.1
OG0000227	XP_025988617.1, XP_025988616.1	XP_035735426.1
OG0000228	XP_039309072.1, XP_039311279.1, XP_039310271.1, XP_011163688.1, XP_039303960.1, XP_039311154.1, XP_039303552.1, XP_011171244.1	XP_035731235.1
OG0000229	XP_011167118.1	XP_035730748.1, XP_035730749.1, XP_035731006.1, XP_035731009.1
OG0000230	XP_039313632.1	XP_035733979.1, XP_035733977.1, XP_035733980.1, XP_035733976.1
OG0000231	XP_039311197.1, XP_025994418.1, XP_025994419.1, XP_025994417.1	XP_035738625.1, XP_035738626.1, XP_035738627.1
OG0000232	XP_011161208.1, XP_011161207.1	XP_035727361.1, XP_035727359.1, XP_035727360.1
OG0000233	XP_011165376.2, XP_011165374.2, XP_011165377.1, XP_011165378.1, XP_011165383.1, XP_025993530.1, XP_011165381.1, XP_011165400.1, XP_025993534.2	XP_035718297.1
OG0000234	XP_039301750.1, XP_039301749.1, XP_025986027.1, XP_025986025.2, XP_025986029.1, XP_025986030.1, XP_025986032.1, XP_025986033.1, XP_025986034.1, XP_025992614.1	XP_035726727.1
OG0000235	XP_039301746.1, XP_011176069.1, XP_011176072.1, XP_011176068.1	XP_035729544.1, XP_035729549.1, XP_035729541.1
OG0000236	XP_011164467.1	XP_035735169.1
OG0000236	XP_025993904.1	XP_035735167.1
OG0000237	XP_025992756.2	XP_035740306.1
OG0000240	XP_039315157.1, XP_011160092.3, XP_011160096.2, XP_011160089.1, XP_039309756.1, XP_011160938.2, XP_039309767.1, XP_039309764.1, XP_011160940.2, XP_039309765.1, XP_039309199.1, XP_039309198.1, XP_025992868.2, XP_025992871.2	XP_035741192.1, XP_035741079.1
OG0000242	XP_039303865.1, XP_039304509.1, XP_039304763.1, XP_039308990.1, XP_039304762.1, XP_039304760.1, XP_039304761.1, XP_039308991.1, XP_039304759.1, XP_039304757.1, XP_011169761.2, XP_025991592.2	XP_035723091.1, XP_035742763.1, XP_035742764.1, XP_035727376.1, XP_035727388.1, XP_035742921.1
OG0000243	XP_039301690.1, XP_039301691.1, XP_011170229.2, XP_039312287.1, XP_039312290.1, XP_011163953.1, XP_039304163.1, XP_011166868.1, XP_011166866.1, XP_011166867.2	XP_035719823.1, XP_035719832.1
OG0000244	XP_039306518.1, XP_011175201.1, XP_011175202.1	XP_035735677.1, XP_035735674.1, XP_035735678.1, XP_035735673.1, XP_035735676.1, XP_035735675.1
OG0000245	XP_011162616.1	XP_035726439.1
OG0000246	XP_011161827.1, XP_039303228.1	XP_035739647.1
OG0000246	XP_039302793.1, XP_039302661.1	XP_035722551.1, XP_035722552.1, XP_035722553.1
OG0000247	XP_011173011.1	XP_035732193.1
OG0000248	XP_025995392.1	XP_035739829.1
OG0000249	XP_011156908.1, XP_011174006.1	XP_035717767.1
OG0000250	XP_011156530.2	XP_035723650.1
OG0000251	XP_011175696.1	XP_035723813.1
OG0000252	XP_025997250.1	XP_035720532.1, XP_035720531.1
OG0000254	XP_011166638.1	XP_035718876.1
OG0000254	XP_011155529.1	XP_035732648.1
OG0000255	XP_039307633.1, XP_011165456.1, XP_011165455.1, XP_039307648.1, XP_039303212.1, XP_039301859.1, XP_039301860.1, XP_039304117.1, XP_039307649.1, XP_039301858.1, XP_011155980.2	XP_035728438.1, XP_035728437.1, XP_035728436.1
OG0000255	XP_011171007.1	XP_035737965.1
OG0000256	XP_011169053.1, XP_011169052.1	XP_035743889.1, XP_035743888.1, XP_035743887.1, XP_035743890.1
OG0000257	XP_039314679.1	XP_035740806.1, XP_035740850.1
OG0000257	XP_039314645.1	XP_035740701.1
OG0000258	XP_025992647.1, XP_039303185.1, XP_039302453.1, XP_025996520.1, XP_025992648.1, XP_011164418.2	XP_035735190.1
OG0000259	XP_025994309.2	XP_035726652.1
OG0000260	XP_039302312.1	XP_035730089.1
OG0000260	XP_039306355.1	XP_035730091.1
OG0000263	XP_011170654.1, XP_011170655.1, XP_011170657.1, XP_011170656.1, XP_011170653.1	XP_035722794.1, XP_035722793.1, XP_035722795.1, XP_035722792.1, XP_035722797.1
OG0000264	XP_039306192.1	XP_035735842.1
OG0000264	XP_011165046.1	XP_035728468.1
OG0000265	XP_011163230.1, XP_011172089.2, XP_025991743.1	XP_035743707.1
OG0000266	XP_011163945.2	XP_035743679.1
OG0000266	XP_011167747.1	XP_035727916.1
OG0000268	XP_011158225.1, XP_011158224.1	XP_035724329.1
OG0000269	XP_011176251.1, XP_011176253.1, XP_025987467.1, XP_025987468.1, XP_025987465.1, XP_025987466.1, XP_025987463.1, XP_025987464.1	XP_035719187.1, XP_035719185.1, XP_035719186.1, XP_035719184.1
OG0000270	XP_025992265.1	XP_035721119.1
OG0000270	XP_011166273.1	XP_035736463.1
OG0000271	XP_011161787.2	XP_035725070.1, XP_035725069.1
OG0000272	XP_025989138.1	XP_035738837.1
OG0000272	XP_011157845.2	XP_035729176.1
OG0000273	XP_011169097.2, XP_011169099.2, XP_025988447.2, XP_011169096.2	XP_035734287.1, XP_035734277.1
OG0000274	XP_039314283.1, XP_039314280.1, XP_039314281.1, XP_025988766.1, XP_025988765.1, XP_025988767.1, XP_039314282.1	XP_035728684.1
OG0000275	XP_039313032.1, XP_039313033.1, XP_039313034.1	XP_035721639.1, XP_035721634.1, XP_035721635.1, XP_035721637.1, XP_035721638.1, XP_035721636.1
OG0000276	XP_025988816.1, XP_011164236.1	XP_035719572.1, XP_035719570.1
OG0000277	XP_011157342.1	XP_035720328.1, XP_035720326.1, XP_035720324.1, XP_035720323.1, XP_035720322.1, XP_035720327.1
OG0000278	XP_011164304.1, XP_011164305.1	XP_035742183.1, XP_035742182.1
OG0000281	XP_011170774.2	XP_035720653.1
OG0000281	XP_011170785.2	XP_035720658.1
OG0000283	XP_039302806.1	XP_035732633.1, XP_035732632.1, XP_035732635.1, XP_035732634.1, XP_035732636.1, XP_035732638.1, XP_035732643.1, XP_035732639.1, XP_035732637.1, XP_035732628.1, XP_035732629.1, XP_035732630.1, XP_035732640.1, XP_035732641.1
OG0000284	XP_025994994.1	XP_035725371.1
OG0000284	XP_011161425.1	XP_035736377.1
OG0000285	XP_011176371.1	XP_035725457.1
OG0000285	XP_011176378.1	XP_035725458.1
OG0000285	XP_011176361.1	XP_035725456.1
OG0000286	XP_011158397.1, XP_011158395.1, XP_011158398.1, XP_025991394.1	XP_035731751.1, XP_035731750.1, XP_035731752.1
OG0000287	XP_011165803.1	XP_035740381.1
OG0000288	XP_011167249.2	XP_035725617.1, XP_035725618.1, XP_035725619.1, XP_035725620.1
OG0000288	XP_039314771.1	XP_035727964.1
OG0000289	XP_039313629.1, XP_039313627.1, XP_011166676.1, XP_025994274.1, XP_011166677.1, XP_011166680.1, XP_011166679.1	XP_035736843.1, XP_035736844.1, XP_035736845.1
OG0000290	XP_011170099.1	XP_035742649.1
OG0000291	XP_011165283.1	XP_035728615.1
OG0000291	XP_011175630.2	XP_035742447.1, XP_035742448.1
OG0000292	XP_039302767.1, XP_011157418.1, XP_025993038.1, XP_025993037.1, XP_025993036.1, XP_025993035.1, XP_039302766.1	XP_035733107.1, XP_035733106.1, XP_035733105.1, XP_035733104.1, XP_035733110.1, XP_035733109.1, XP_035733111.1, XP_035733108.1
OG0000293	XP_011162430.1	XP_035717704.1
OG0000294	XP_039305591.1, XP_039305577.1, XP_039305938.1, XP_039305191.1	XP_035718426.1, XP_035718431.1, XP_035718428.1
OG0000294	XP_039305522.1	XP_035742757.1, XP_035733003.1, XP_035718487.1, XP_035718041.1, XP_035718488.1, XP_035742755.1, XP_035742760.1, XP_035742758.1, XP_035732948.1, XP_035718486.1, XP_035718485.1, XP_035718459.1, XP_035732977.1
OG0000295	XP_011157721.3	XP_035724522.1, XP_035724503.1, XP_035724513.1
OG0000296	XP_039313607.1	XP_035742884.1, XP_035742883.1, XP_035742885.1
OG0000297	XP_039312929.1	XP_035732677.1
OG0000298	XP_011163496.1, XP_039314927.1, XP_039314926.1, XP_011163495.1	XP_035725046.1, XP_035725050.1, XP_035725049.1, XP_035725047.1, XP_035725048.1
OG0000299	XP_011168755.2, XP_039308295.1, XP_011168756.2	XP_035741263.1, XP_035741264.1, XP_035741266.1, XP_035741261.1, XP_035741262.1, XP_035741265.1
OG0000300	XP_039309883.1	XP_035727377.1, XP_035727386.1, XP_035727394.1, XP_035727402.1, XP_035727433.1, XP_035727422.1, XP_035727412.1
OG0000301	XP_011170516.1, XP_039304166.1	XP_035741425.1
OG0000301	XP_011156580.1	XP_035725195.1
OG0000302	XP_039311789.1	XP_035736733.1
OG0000303	XP_039312848.1	XP_035743560.1
OG0000303	XP_039302513.1	XP_035732718.1
OG0000304	XP_039302604.1, XP_011175853.1	XP_035737437.1, XP_035737434.1, XP_035737433.1, XP_035737435.1
OG0000305	XP_011161793.1	XP_035725285.1
OG0000305	XP_011165476.2	XP_035729831.1
OG0000306	XP_025988786.1, XP_011170424.1, XP_039314289.1	XP_035737223.1, XP_035737207.1, XP_035737199.1
OG0000307	XP_039315186.1, XP_039309355.1, XP_039315188.1, XP_039315187.1, XP_039309356.1, XP_039309357.1	XP_035721440.1, XP_035721443.1, XP_035721442.1
OG0000308	XP_025990312.1, XP_039306101.1, XP_025990313.1, XP_039306095.1, XP_039306092.1, XP_039306103.1	XP_035734694.1, XP_035734697.1
OG0000309	XP_039314088.1, XP_025995008.1, XP_025995007.1, XP_025995009.1	XP_035724469.1, XP_035724734.1, XP_035724558.1, XP_035724388.1, XP_035724832.1, XP_035724645.1
OG0000310	XP_011158546.1, XP_011158544.1, XP_039302548.1, XP_039302551.1, XP_039302550.1, XP_039302549.1, XP_039302552.1, XP_039302553.1	XP_035742346.1, XP_035722399.1
OG0000311	XP_025991643.1, XP_011161322.1, XP_039314394.1, XP_039301666.1, XP_039301665.1, XP_011162412.2, XP_039308731.1, XP_011161325.1, XP_039306127.1, XP_025997312.1, XP_011175170.1, XP_039306544.1, XP_039306543.1, XP_011175275.1, XP_039306140.1, XP_039306124.1, XP_039306125.1, XP_039306123.1, XP_039306134.1, XP_039306133.1, XP_039306137.1, XP_039315137.1	XP_035743868.1, XP_035743867.1
OG0000312	XP_011173333.1	XP_035734088.1, XP_035734082.1, XP_035734083.1, XP_035734080.1, XP_035734081.1, XP_035734086.1, XP_035734084.1, XP_035734087.1, XP_035734085.1
OG0000313	XP_011175815.1	XP_035740443.1
OG0000315	XP_011156600.1, XP_011167657.2, XP_011167650.2, XP_011167653.1, XP_039312601.1, XP_011167658.1, XP_011167651.2, XP_011167652.1, XP_011167649.1	XP_035727385.1
OG0000316	XP_011165933.1	XP_035740432.1
OG0000316	XP_025989686.2	XP_035729094.1, XP_035729092.1
OG0000317	XP_025995413.2, XP_039313826.1, XP_011162316.2, XP_011162315.2, XP_025995412.2	XP_035740159.1
OG0000318	XP_011176294.1	XP_035736725.1, XP_035736729.1, XP_035736727.1, XP_035736728.1, XP_035736730.1, XP_035736726.1, XP_035736724.1
OG0000319	XP_011169063.1, XP_011169064.1, XP_011169065.1	XP_035727711.1, XP_035727714.1, XP_035727715.1, XP_035727717.1, XP_035727716.1, XP_035727713.1, XP_035727712.1
OG0000320	XP_011157059.2, XP_011159342.1, XP_011159343.1, XP_011159341.1, XP_039304572.1	XP_035723044.1
OG0000321	XP_011172456.1, XP_011172453.1, XP_039314100.1	XP_035718651.1, XP_035718650.1
OG0000322	XP_011157229.1, XP_011157228.1	XP_035732799.1
OG0000323	XP_011162498.1, XP_039310186.1, XP_039310184.1, XP_039310185.1	XP_035717456.1, XP_035717458.1, XP_035717457.1, XP_035717459.1, XP_035717460.1
OG0000324	XP_039304925.1, XP_039304936.1	XP_035728721.1, XP_035728715.1
OG0000324	XP_011168296.2	XP_035724087.1
OG0000325	XP_025995957.2	XP_035743020.1, XP_035743019.1, XP_035743024.1, XP_035743023.1, XP_035743021.1, XP_035743025.1, XP_035743026.1
OG0000326	XP_011155856.1, XP_025991274.1, XP_025991272.1, XP_025991273.1	XP_035730290.1
OG0000327	XP_025990791.2, XP_039306899.1, XP_025990793.1	XP_035729496.1
OG0000329	XP_011174933.2, XP_011174925.1	XP_035727539.1, XP_035727540.1
OG0000330	XP_025989792.2, XP_011160312.2	XP_035734130.1, XP_035719014.1, XP_035719494.1
OG0000332	XP_011173375.1, XP_011173377.1, XP_039305807.1	XP_035734091.1, XP_035734090.1, XP_035734092.1
OG0000333	XP_039305276.1, XP_039305277.1	XP_035719269.1, XP_035743594.1
OG0000334	XP_039308455.1, XP_039308454.1, XP_039306966.1, XP_039308429.1	XP_035730056.1, XP_035730060.1, XP_035730063.1, XP_035730057.1, XP_035730061.1, XP_035730062.1
OG0000335	XP_011157762.1	XP_035731643.1, XP_035731642.1
OG0000336	XP_011164875.1, XP_011164877.1	XP_035742767.1, XP_035742772.1, XP_035742759.1
OG0000336	XP_025987058.2	XP_035739272.1
OG0000337	XP_011173365.2	XP_035723409.1
OG0000338	XP_011171807.1	XP_035737384.1
OG0000338	XP_011170750.1	XP_035739250.1
OG0000339	XP_011166134.1	XP_035724022.1
OG0000339	XP_011176133.1	XP_035718121.1, XP_035718122.1
OG0000340	XP_025996699.2	XP_035721594.1
OG0000341	XP_011160367.1	XP_035738281.1, XP_035738279.1, XP_035738282.1, XP_035738283.1, XP_035738285.1, XP_035738284.1
OG0000342	XP_025992367.1	XP_035718354.1
OG0000342	XP_025986147.2	XP_035719318.1
OG0000343	XP_011172106.1	XP_035743980.1
OG0000344	XP_011171384.2, XP_011171383.2, XP_039306999.1	XP_035738356.1, XP_035738358.1, XP_035738359.1, XP_035738364.1, XP_035738363.1, XP_035738362.1, XP_035738360.1, XP_035738361.1, XP_035738357.1
OG0000345	XP_011159940.2, XP_039311426.1, XP_011159942.2, XP_011159941.2	XP_035738666.1, XP_035738667.1, XP_035738669.1, XP_035738665.1, XP_035738670.1, XP_035738671.1, XP_035738668.1, XP_035738672.1
OG0000347	XP_039311376.1	XP_035739165.1, XP_035739169.1, XP_035739163.1, XP_035739164.1, XP_035739166.1, XP_035739168.1
OG0000349	XP_039313919.1, XP_039313920.1, XP_039313917.1, XP_039313918.1, XP_039313921.1, XP_039313922.1	XP_035729444.1
OG0000350	XP_039308116.1, XP_039308118.1, XP_039308117.1, XP_039308119.1, XP_011159774.1, XP_011159775.1	XP_035737131.1, XP_035737130.1
OG0000351	XP_011175689.2, XP_039313432.1, XP_039313431.1, XP_039313430.1, XP_039313429.1	XP_035718015.1, XP_035718022.1, XP_035718032.1
OG0000351	XP_039312928.1, XP_011164500.2	XP_035726210.1
OG0000352	XP_011167136.1	XP_035737721.1
OG0000357	XP_039307123.1	XP_035731381.1, XP_035731380.1, XP_035731379.1, XP_035731378.1, XP_035731377.1
OG0000358	XP_011168327.1, XP_011168326.1	XP_035727372.1, XP_035727374.1, XP_035727373.1
OG0000360	XP_011159166.1, XP_011159170.1, XP_011159171.1, XP_011159172.1, XP_039311705.1, XP_011159167.1	XP_035717699.1
OG0000361	XP_025988581.1	XP_035728053.1
OG0000362	XP_011164453.2	XP_035733777.1
OG0000362	XP_025995044.1	XP_035733776.1
OG0000363	XP_025985928.1	XP_035717943.1
OG0000364	XP_039304986.1, XP_039304985.1, XP_025995086.1, XP_025995085.1, XP_025995084.1, XP_025995083.1	XP_035724830.1, XP_035724831.1
