Orthogroup	Solenopsis_invicta	Eufriesea_mexicana
OG0000196	XP_039306717.1, XP_011171411.1, XP_011171412.1, XP_039306716.1	XP_017756213.1
OG0000196	XP_011161482.2	XP_017757746.1, XP_017757744.1, XP_017757745.1
OG0000197	XP_011157191.1	XP_017753812.1, XP_017753801.1, XP_017753795.1
OG0000198	XP_011163990.2, XP_039313887.1, XP_025994493.1	XP_017761419.1, XP_017761421.1
OG0000199	XP_011165422.2, XP_011165427.2, XP_039305866.1, XP_039306015.1, XP_039306014.1, XP_025986794.1, XP_011158963.2, XP_011165426.2, XP_039305878.1, XP_011176328.2, XP_025986782.1, XP_011158964.2, XP_039306012.1, XP_025986804.2, XP_039305620.1, XP_039306018.1, XP_025986792.2, XP_025986790.2, XP_025986791.2, XP_039305823.1, XP_039305738.1, XP_039305739.1, XP_025995023.2, XP_039305615.1, XP_039305580.1, XP_039305527.1, XP_039305898.1, XP_039305927.1, XP_025986822.2, XP_025995029.2, XP_025995030.2, XP_039305692.1, XP_039305703.1, XP_039305561.1, XP_025995028.2, XP_039301743.1, XP_039301738.1, XP_039306017.1, XP_039306005.1, XP_025995190.2, XP_011155917.2, XP_039306011.1, XP_039305555.1, XP_039305553.1, XP_039305552.1, XP_039305551.1, XP_025986677.2, XP_039305197.1, XP_039306008.1, XP_039305196.1, XP_011155915.3, XP_011158962.2, XP_011158961.2, XP_011158960.2, XP_025986793.1, XP_039310897.1, XP_011173265.1	XP_017764995.1
OG0000200	XP_011170758.1	XP_017759260.1
OG0000200	XP_011168061.1, XP_011168064.1	XP_017760688.1, XP_017760689.1
OG0000201	XP_025990401.2	XP_017757589.1
OG0000201	XP_039308817.1, XP_011165064.3, XP_039308820.1, XP_011165062.1, XP_011165070.2, XP_011165069.2	XP_017757600.1
OG0000202	XP_025988731.1	XP_017755518.1
OG0000202	XP_025993071.1	XP_017765124.1
OG0000203	XP_011160113.1, XP_011160112.1	XP_017753354.1
OG0000203	XP_011168468.1, XP_039309884.1	XP_017759088.1
OG0000204	XP_011157986.2, XP_039310926.1, XP_039310928.1, XP_039310930.1, XP_039310927.1, XP_025986662.2, XP_025986663.1, XP_011157989.1, XP_039310924.1, XP_025986661.1, XP_011157991.1	XP_017766805.1
OG0000205	XP_011168746.1, XP_039308307.1	XP_017752413.1, XP_017752414.1
OG0000206	XP_025988777.2, XP_039314221.1, XP_039314222.1	XP_017762170.1
OG0000206	XP_039314588.1, XP_039314587.1, XP_039314586.1, XP_039302134.1, XP_039302063.1, XP_011172221.2, XP_011172346.2, XP_025993307.2	XP_017762186.1, XP_017762192.1, XP_017762190.1, XP_017762189.1, XP_017762187.1, XP_017762188.1
OG0000207	XP_025996998.1	XP_017760687.1
OG0000207	XP_011156648.1	XP_017756106.1
OG0000207	NP_001291516.1	XP_017756102.1
OG0000208	XP_011156625.1	XP_017756194.1
OG0000208	XP_039313116.1, XP_039313117.1	XP_017765005.1
OG0000209	XP_011160517.1, XP_011160520.1	XP_017756958.1, XP_017756959.1, XP_017756956.1, XP_017756957.1, XP_017756954.1, XP_017756955.1, XP_017756953.1, XP_017756961.1
OG0000210	XP_039301699.1	XP_017766080.1
OG0000210	XP_011157224.2	XP_017767327.1
OG0000210	XP_025991680.2	XP_017766960.1
OG0000212	XP_011175847.2	XP_017760333.1, XP_017760334.1
OG0000213	XP_039307097.1, XP_039307100.1, XP_039307098.1, XP_039307099.1, XP_039307096.1	XP_017755129.1, XP_017755127.1, XP_017755128.1
OG0000214	XP_011162082.1	XP_017752245.1
OG0000214	XP_025990048.1, XP_025990047.1	XP_017752185.1
OG0000215	XP_025993451.1, XP_039314411.1, XP_011167858.1, XP_011167862.1, XP_039314414.1, XP_039314413.1, XP_011167867.1, XP_039314640.1	XP_017765029.1
OG0000216	XP_011163750.1	XP_017761217.1
OG0000217	XP_011155464.2	XP_017766098.1
OG0000218	XP_011160002.1, XP_011160001.1, XP_011160003.1, XP_011160000.1	XP_017762070.1
OG0000219	XP_011168754.1, XP_011168753.1, XP_011168751.1, XP_011168750.1, XP_011168748.1	XP_017755416.1, XP_017755417.1, XP_017755418.1, XP_017755419.1
OG0000220	XP_039306555.1, XP_039306557.1, XP_039306558.1, XP_039306556.1, XP_039306554.1, XP_011172901.1	XP_017767298.1, XP_017767297.1
OG0000221	XP_025986297.1	XP_017758018.1, XP_017758012.1, XP_017758010.1, XP_017758011.1, XP_017758017.1, XP_017758016.1, XP_017758009.1, XP_017758013.1
OG0000223	XP_011166243.1	XP_017759246.1
OG0000223	XP_011158143.1	XP_017762663.1
OG0000225	XP_011163590.1, XP_011163589.1, XP_039304922.1	XP_017757175.1, XP_017757174.1, XP_017757173.1
OG0000225	XP_011163592.1	XP_017766315.1
OG0000226	XP_025988435.1	XP_017766524.1
OG0000226	XP_025988429.1	XP_017766628.1, XP_017766627.1
OG0000227	XP_025988617.1, XP_025988616.1	XP_017753440.1, XP_017753439.1
OG0000228	XP_039309072.1, XP_039311279.1, XP_039310271.1, XP_011163688.1, XP_039303960.1, XP_039311154.1, XP_039303552.1, XP_011171244.1	XP_017752721.1
OG0000229	XP_011167118.1	XP_017752613.1
OG0000230	XP_039310937.1, XP_011157985.1	XP_017766664.1, XP_017766665.1, XP_017766666.1
OG0000231	XP_039311197.1, XP_025994418.1, XP_025994419.1, XP_025994417.1	XP_017757286.1
OG0000232	XP_011161208.1, XP_011161207.1	XP_017760637.1, XP_017760638.1
OG0000233	XP_011165376.2, XP_011165374.2, XP_011165377.1, XP_011165378.1, XP_011165383.1, XP_025993530.1, XP_011165381.1, XP_011165400.1, XP_025993534.2	XP_017764854.1, XP_017764853.1, XP_017764855.1
OG0000234	XP_039301750.1, XP_039301749.1, XP_025986027.1, XP_025986025.2, XP_025986029.1, XP_025986030.1, XP_025986032.1, XP_025986033.1, XP_025986034.1, XP_025992614.1	XP_017761679.1
OG0000234	XP_011166748.1, XP_039301747.1, XP_011166749.1, XP_011166747.1, XP_011166745.1, XP_011166746.1	XP_017761675.1
OG0000235	XP_039301746.1, XP_011176069.1, XP_011176072.1, XP_011176068.1	XP_017760227.1
OG0000236	XP_011164467.1	XP_017758058.1
OG0000236	XP_025993904.1	XP_017758056.1
OG0000237	XP_025992756.2	XP_017755463.1
OG0000239	XP_011164898.1, XP_011164905.1, XP_039315084.1, XP_039313572.1, XP_025986634.2, XP_025986633.2, XP_025986632.2	XP_017766799.1
OG0000240	XP_039315157.1, XP_011160092.3, XP_011160096.2, XP_011160089.1, XP_039309756.1, XP_011160938.2, XP_039309767.1, XP_039309764.1, XP_011160940.2, XP_039309765.1, XP_039309199.1, XP_039309198.1, XP_025992868.2, XP_025992871.2	XP_017763750.1
OG0000243	XP_039301690.1, XP_039301691.1, XP_011170229.2, XP_039312287.1, XP_039312290.1, XP_011163953.1, XP_039304163.1, XP_011166868.1, XP_011166866.1, XP_011166867.2	XP_017763095.1, XP_017766909.1
OG0000244	XP_039306518.1, XP_011175201.1, XP_011175202.1	XP_017759937.1
OG0000245	XP_011162616.1	XP_017761178.1, XP_017755476.1
OG0000246	XP_011161827.1, XP_039303228.1	XP_017766874.1
OG0000246	XP_039302793.1, XP_039302661.1	XP_017766882.1
OG0000247	XP_011173011.1	XP_017758708.1
OG0000248	XP_025995392.1	XP_017762295.1
OG0000249	XP_011156910.2	XP_017759215.1, XP_017759214.1, XP_017759216.1
OG0000249	XP_039306219.1	XP_017759219.1
OG0000249	XP_011156908.1, XP_011174006.1	XP_017759218.1, XP_017759217.1
OG0000250	XP_011161725.1, XP_025995993.1, XP_025995992.1	XP_017767365.1
OG0000251	XP_011175696.1	XP_017763935.1, XP_017756494.1
OG0000252	XP_025997250.1	XP_017759065.1, XP_017759064.1
OG0000253	XP_039309534.1	XP_017756999.1
OG0000254	XP_011166638.1	XP_017755940.1
OG0000254	XP_011155529.1	XP_017757429.1
OG0000255	XP_039307633.1, XP_011165456.1, XP_011165455.1, XP_039307648.1, XP_039303212.1, XP_039301859.1, XP_039301860.1, XP_039304117.1, XP_039307649.1, XP_039301858.1, XP_011155980.2	XP_017763388.1
OG0000255	XP_011171007.1	XP_017758781.1
OG0000256	XP_011169053.1, XP_011169052.1	XP_017763260.1
OG0000257	XP_039314679.1	XP_017762887.1
OG0000257	XP_039314645.1	XP_017762885.1
OG0000258	XP_025992647.1, XP_039303185.1, XP_039302453.1, XP_025996520.1, XP_025992648.1, XP_011164418.2	XP_017753799.1
OG0000259	XP_039309679.1, XP_039309716.1, XP_039309721.1, XP_039309680.1, XP_039309686.1, XP_039309683.1, XP_039309708.1, XP_039309709.1, XP_039309696.1, XP_039309717.1, XP_039309719.1, XP_011170601.2, XP_039309643.1, XP_011170599.2, XP_039309710.1, XP_039309647.1, XP_039309631.1, XP_039309632.1, XP_011166100.3, XP_039309639.1, XP_039309641.1, XP_039309642.1, XP_039309689.1, XP_039309644.1, XP_039309703.1, XP_039309712.1, XP_039309711.1, XP_039309714.1, XP_039309713.1, XP_039309530.1, XP_039309678.1, XP_039309724.1, XP_025994309.2	XP_017760199.1
OG0000260	XP_039302312.1	XP_017761321.1, XP_017761870.1
OG0000260	XP_039306355.1	XP_017761868.1
OG0000261	XP_011163661.1, XP_039305380.1, XP_011163662.1	XP_017758628.1, XP_017758626.1, XP_017758627.1
OG0000263	XP_011170654.1, XP_011170655.1, XP_011170657.1, XP_011170656.1, XP_011170653.1	XP_017760362.1, XP_017760363.1, XP_017760364.1
OG0000264	XP_039306192.1	XP_017763058.1
OG0000264	XP_011165046.1	XP_017760279.1
OG0000265	XP_011163230.1, XP_011172089.2, XP_025991743.1	XP_017758651.1
OG0000266	XP_011163945.2	XP_017752229.1
OG0000266	XP_011167747.1	XP_017753963.1
OG0000268	XP_011158225.1, XP_011158224.1	XP_017764685.1
OG0000269	XP_011176251.1, XP_011176253.1, XP_025987467.1, XP_025987468.1, XP_025987465.1, XP_025987466.1, XP_025987463.1, XP_025987464.1	XP_017761057.1, XP_017759815.1
OG0000270	XP_025992265.1	XP_017763344.1, XP_017761334.1, XP_017761333.1
OG0000270	XP_011166273.1	XP_017763346.1
OG0000271	NP_001291526.1, XP_025988373.1	XP_017757031.1
OG0000271	XP_011161787.2	XP_017763546.1
OG0000272	XP_025989138.1	XP_017761053.1
OG0000272	XP_011157845.2	XP_017767088.1
OG0000273	XP_011169097.2, XP_011169099.2, XP_025988447.2, XP_011169096.2	XP_017759692.1, XP_017767195.1
OG0000274	XP_039314283.1, XP_039314280.1, XP_039314281.1, XP_025988766.1, XP_025988765.1, XP_025988767.1, XP_039314282.1	XP_017757446.1
OG0000276	XP_025988816.1, XP_011164236.1	XP_017766286.1
OG0000277	XP_011157342.1	XP_017761525.1, XP_017761523.1, XP_017761524.1
OG0000278	XP_011164304.1, XP_011164305.1	XP_017763984.1
OG0000279	XP_025993822.1, XP_025993819.1, XP_025993821.1, XP_025993820.1, XP_039309319.1, XP_011164446.1, XP_039309318.1	XP_017766856.1
OG0000281	XP_011164399.1	XP_017766298.1
OG0000281	XP_011170774.2	XP_017761387.1, XP_017761388.1
OG0000281	XP_011170785.2	XP_017761389.1
OG0000283	XP_039302806.1	XP_017758719.1
OG0000284	XP_025994994.1	XP_017759685.1
OG0000284	XP_011161425.1	XP_017762765.1
OG0000285	XP_039311592.1, XP_011176371.1, XP_011176378.1, XP_011176361.1	XP_017766324.1
OG0000286	XP_011158397.1, XP_011158395.1, XP_011158398.1, XP_025991394.1	XP_017765196.1, XP_017765195.1, XP_017765197.1, XP_017765198.1
OG0000287	XP_011165803.1	XP_017764927.1, XP_017764926.1
OG0000287	XP_011165802.1	XP_017764925.1
OG0000288	XP_011167249.2	XP_017767044.1
OG0000288	XP_039314771.1	XP_017761352.1
OG0000289	XP_039313629.1, XP_039313627.1, XP_011166676.1, XP_025994274.1, XP_011166677.1, XP_011166680.1, XP_011166679.1	XP_017765987.1, XP_017765989.1
OG0000290	XP_011170099.1	XP_017763460.1
OG0000291	XP_011165283.1	XP_017752827.1
OG0000291	XP_011175630.2	XP_017756608.1
OG0000291	XP_011165472.3	XP_017752808.1
OG0000292	XP_011157423.1	XP_017765489.1
OG0000293	XP_039305187.1	XP_017758690.1, XP_017758689.1
OG0000294	XP_039305591.1, XP_039305577.1, XP_039305938.1, XP_039305191.1	XP_017765685.1
OG0000294	XP_039305522.1	XP_017765684.1
OG0000295	XP_011157721.3	XP_017755677.1, XP_017755678.1, XP_017755679.1
OG0000296	XP_039313607.1	XP_017766587.1, XP_017766604.1, XP_017766595.1
OG0000297	XP_039312929.1	XP_017763070.1
OG0000298	XP_011163496.1, XP_039314927.1, XP_039314926.1, XP_011163495.1	XP_017757484.1, XP_017757482.1, XP_017757483.1
OG0000299	XP_011168755.2, XP_039308295.1, XP_011168756.2	XP_017755445.1, XP_017755442.1, XP_017755443.1, XP_017755448.1, XP_017755446.1, XP_017755441.1, XP_017755444.1
OG0000300	XP_039309883.1	XP_017759087.1
OG0000301	XP_011170516.1, XP_039304166.1	XP_017763305.1
OG0000301	XP_011156580.1	XP_017755344.1
OG0000302	XP_039311789.1	XP_017765394.1
OG0000303	XP_039312848.1	XP_017754771.1
OG0000303	XP_039302513.1	XP_017754823.1
OG0000304	XP_039302604.1, XP_011175853.1	XP_017761260.1, XP_017761259.1
OG0000305	XP_011165476.2	XP_017765349.1
OG0000306	XP_025988786.1, XP_011170424.1, XP_039314289.1	XP_017757433.1, XP_017757434.1
OG0000307	XP_039315186.1, XP_039309355.1, XP_039315188.1, XP_039315187.1, XP_039309356.1, XP_039309357.1	XP_017759960.1, XP_017759969.1
OG0000308	XP_025990312.1, XP_039306101.1, XP_025990313.1, XP_039306095.1, XP_039306092.1, XP_039306103.1	XP_017758002.1
OG0000309	XP_039314088.1, XP_025995008.1, XP_025995007.1, XP_025995009.1	XP_017763310.1, XP_017763311.1, XP_017763312.1, XP_017763314.1, XP_017763313.1
OG0000310	XP_011158546.1, XP_011158544.1, XP_039302548.1, XP_039302551.1, XP_039302550.1, XP_039302549.1, XP_039302552.1, XP_039302553.1	XP_017756405.1
OG0000311	XP_025991643.1, XP_011161322.1, XP_039314394.1, XP_039301666.1, XP_039301665.1, XP_011162412.2, XP_039308731.1, XP_011161325.1, XP_039306127.1, XP_025997312.1, XP_011175170.1, XP_039306544.1, XP_039306543.1, XP_011175275.1, XP_039306140.1, XP_039306124.1, XP_039306125.1, XP_039306123.1, XP_039306134.1, XP_039306133.1, XP_039306137.1, XP_039315137.1	XP_017755083.1
OG0000312	XP_011173333.1	XP_017756660.1
OG0000313	XP_011175815.1	XP_017754942.1, XP_017754937.1, XP_017754936.1
OG0000314	XP_039310823.1	XP_017758038.1
OG0000315	XP_011156600.1, XP_011167657.2, XP_011167650.2, XP_011167653.1, XP_039312601.1, XP_011167658.1, XP_011167651.2, XP_011167652.1, XP_011167649.1	XP_017764336.1
OG0000316	XP_011165933.1	XP_017766083.1
OG0000316	XP_025989686.2	XP_017757874.1
OG0000317	XP_025995413.2, XP_039313826.1, XP_011162316.2, XP_011162315.2, XP_025995412.2	XP_017761493.1
OG0000318	XP_011176294.1	XP_017762165.1, XP_017762164.1
OG0000319	XP_011169063.1, XP_011169064.1, XP_011169065.1	XP_017760713.1, XP_017760712.1
OG0000320	XP_011157059.2, XP_011159342.1, XP_011159343.1, XP_011159341.1, XP_039304572.1	XP_017759304.1
OG0000321	XP_011172456.1, XP_011172453.1, XP_039314100.1	XP_017755188.1
OG0000322	XP_011157229.1, XP_011157228.1	XP_017767430.1
OG0000323	XP_011162498.1, XP_039310186.1, XP_039310184.1, XP_039310185.1	XP_017763945.1
OG0000324	XP_039304925.1, XP_039304936.1	XP_017756740.1, XP_017756722.1
OG0000324	XP_011168296.2	XP_017767619.1
OG0000325	XP_025995957.2	XP_017765155.1, XP_017765156.1
OG0000327	XP_025990794.1, XP_025990791.2, XP_039306899.1, XP_025990793.1	XP_017763918.1, XP_017763923.1
OG0000330	XP_011164096.1	XP_017762511.1
OG0000330	XP_025989792.2, XP_011160312.2	XP_017758286.1
OG0000332	XP_011173375.1, XP_011173377.1, XP_039305807.1	XP_017756662.1, XP_017756661.1, XP_017756664.1, XP_017756663.1
OG0000333	XP_039305276.1, XP_039305277.1	XP_017765836.1, XP_017757044.1, XP_017757045.1
OG0000334	XP_039308455.1, XP_039308454.1, XP_039306966.1, XP_039308429.1	XP_017766255.1
OG0000335	XP_011157762.1	XP_017753603.1
OG0000336	XP_011164875.1, XP_011164877.1	XP_017759573.1, XP_017759574.1
OG0000336	XP_025987058.2	XP_017752435.1
OG0000337	XP_011173365.2	XP_017762307.1, XP_017762308.1
OG0000338	XP_011171807.1	XP_017766197.1
OG0000338	XP_011170750.1	XP_017755254.1
OG0000339	XP_011166134.1	XP_017757611.1
OG0000339	XP_011176133.1	XP_017759579.1
OG0000340	XP_025996699.2	XP_017755326.1
OG0000341	XP_011160367.1	XP_017755798.1
OG0000342	XP_025992367.1	XP_017760957.1
OG0000342	XP_025986147.2	XP_017760896.1
OG0000343	XP_011172106.1	XP_017758657.1
OG0000344	XP_011171384.2, XP_011171383.2, XP_039306999.1	XP_017753496.1
OG0000345	XP_011159940.2, XP_039311426.1, XP_011159942.2, XP_011159941.2	XP_017757359.1
OG0000347	XP_039311376.1	XP_017760444.1
OG0000348	XP_025991268.1, XP_025991269.1, XP_039310127.1	XP_017764301.1, XP_017764298.1, XP_017764303.1, XP_017764300.1, XP_017764299.1, XP_017764302.1
OG0000349	XP_039313919.1, XP_039313920.1, XP_039313917.1, XP_039313918.1, XP_039313921.1, XP_039313922.1	XP_017752184.1
OG0000350	XP_039308116.1, XP_039308118.1, XP_039308117.1, XP_039308119.1, XP_011159774.1, XP_011159775.1	XP_017754876.1
OG0000351	XP_011175689.2, XP_039313432.1, XP_039313431.1, XP_039313430.1, XP_039313429.1	XP_017755390.1
OG0000352	XP_011167136.1	XP_017766410.1, XP_017766415.1, XP_017766414.1, XP_017766413.1, XP_017766412.1, XP_017766409.1
OG0000353	XP_011173575.3, XP_011173574.2, XP_011173573.2, XP_039312123.1, XP_039312104.1, XP_039312126.1, XP_039312124.1, XP_039312112.1, XP_039312100.1, XP_039312109.1, XP_039312081.1, XP_039312082.1, XP_011163168.3, XP_025994642.2, XP_039307775.1, XP_039307925.1, XP_039307764.1, XP_011156980.3, XP_039307747.1, XP_039307748.1, XP_025989890.2, XP_039307922.1, XP_039307923.1, XP_039307746.1, XP_025989905.2, XP_039307776.1, XP_039307777.1, XP_011156955.3, XP_039307745.1, XP_039307324.1, XP_039307325.1, XP_039307323.1, XP_025989883.2, XP_011156957.3, XP_039307320.1, XP_039307329.1, XP_039307335.1, XP_039307334.1, XP_025989887.2, XP_039307328.1, XP_039307315.1	XP_017764651.1
OG0000356	XP_039310530.1	XP_017765649.1
OG0000357	XP_039307123.1	XP_017759380.1, XP_017759381.1, XP_017759382.1, XP_017759385.1
OG0000358	XP_011168327.1, XP_011168326.1	XP_017759671.1
OG0000360	XP_011159166.1, XP_011159170.1, XP_011159171.1, XP_011159172.1, XP_039311705.1, XP_011159167.1	XP_017762004.1, XP_017762005.1
OG0000361	XP_025988581.1	XP_017753785.1, XP_017753784.1, XP_017753781.1, XP_017753782.1, XP_017753780.1
OG0000362	XP_011164453.2	XP_017755150.1
OG0000362	XP_025995044.1	XP_017755152.1
OG0000363	XP_011175928.2	XP_017759415.1
OG0000364	XP_039304986.1, XP_039304985.1, XP_025995086.1, XP_025995085.1, XP_025995084.1, XP_025995083.1	XP_017758712.1
OG0000365	XP_039306342.1	XP_017759636.1
OG0000367	XP_039311291.1, XP_039308453.1, XP_039308452.1	XP_017766253.1, XP_017766254.1
OG0000368	XP_025990031.1	XP_017755345.1
OG0000368	XP_025993896.1, XP_025993895.1, XP_039303919.1	XP_017759263.1
OG0000369	XP_039304506.1, XP_039304503.1, XP_025996134.1	XP_017753797.1
OG0000369	XP_011160293.2	XP_017753492.1
OG0000370	XP_039306345.1	XP_017759441.1
OG0000371	XP_039311901.1	XP_017762074.1, XP_017762077.1, XP_017762076.1
OG0000372	XP_039313284.1	XP_017764250.1
OG0000372	XP_011166761.1, XP_039309517.1	XP_017763837.1
OG0000375	XP_025996689.1, XP_039307908.1, XP_039307909.1	XP_017761268.1
OG0000376	XP_011174039.1, XP_011174046.1, XP_011174051.1, XP_011174059.1, XP_025996341.1	XP_017758537.1, XP_017758538.1, XP_017758535.1, XP_017758536.1, XP_017758534.1
OG0000377	XP_011162555.1	XP_017764259.1
OG0000377	XP_039310371.1	XP_017761272.1
OG0000378	XP_011175590.1, XP_039313390.1	XP_017752470.1, XP_017765630.1
OG0000379	XP_039308901.1, XP_039308903.1, XP_025991307.1, XP_025991305.1, XP_025991306.1, XP_025991304.1	XP_017762918.1
OG0000380	XP_039310569.1, XP_039310570.1, XP_039310568.1, XP_011171156.1, XP_025992903.1	XP_017765450.1, XP_017765451.1
OG0000381	XP_039307216.1	XP_017755846.1
OG0000381	XP_039302634.1	XP_017756302.1
OG0000382	XP_011170984.1	XP_017764706.1
OG0000382	XP_011162104.2	XP_017756297.1
OG0000383	XP_011162973.2	XP_017752213.1, XP_017754355.1, XP_017765614.1, XP_017757733.1, XP_017757743.1, XP_017765599.1
OG0000384	XP_039303070.1	XP_017762986.1
OG0000384	XP_011157435.1	XP_017762983.1
OG0000385	XP_011166700.1, XP_011166702.1	XP_017752449.1
OG0000385	XP_039310212.1	XP_017765588.1, XP_017753107.1
OG0000386	XP_011167781.2	XP_017760505.1
OG0000387	XP_011161176.1, XP_039304263.1, XP_039301947.1	XP_017765562.1
OG0000388	XP_039308296.1, XP_039308297.1	XP_017756252.1
OG0000388	XP_011173346.1	XP_017762309.1
OG0000389	XP_011165727.1, XP_011172675.1	XP_017754144.1, XP_017754145.1, XP_017765438.1
OG0000390	XP_039309504.1	XP_017765126.1
OG0000391	XP_011158667.1	XP_017756312.1, XP_017756313.1, XP_017756314.1
OG0000394	XP_039313718.1, XP_011165214.1	XP_017763543.1, XP_017763544.1, XP_017763542.1
OG0000395	XP_011163413.1	XP_017755145.1
OG0000395	XP_025991776.2	XP_017757261.1
OG0000396	XP_025988943.1	XP_017754976.1
OG0000397	XP_025988315.1, XP_025988314.1, XP_039309909.1, XP_025988313.1	XP_017764495.1
OG0000398	XP_011173312.2, XP_039306122.1	XP_017757742.1
OG0000399	XP_025986228.2, XP_039308214.1, XP_025986237.2, XP_025986223.2	XP_017754964.1, XP_017754956.1, XP_017754963.1, XP_017754969.1, XP_017754971.1
OG0000400	XP_039301700.1, XP_039315603.1, XP_039315590.1, XP_039315597.1, XP_039315595.1, XP_039315596.1, XP_039315601.1, XP_039315599.1	XP_017763814.1, XP_017763819.1
OG0000402	XP_011160235.1	XP_017752210.1
OG0000403	XP_039308132.1, XP_039308125.1, XP_039308124.1, XP_039308135.1	XP_017766039.1, XP_017766040.1
OG0000405	XP_011176033.1, XP_011176032.1	XP_017767431.1
OG0000406	XP_025988073.2	XP_017760186.1
OG0000407	XP_039306565.1	XP_017760466.1
OG0000408	XP_011173210.1	XP_017758201.1
OG0000408	XP_011163908.1, XP_011163907.1	XP_017765146.1
OG0000409	XP_011155587.1	XP_017758237.1, XP_017758236.1, XP_017758234.1
OG0000410	XP_011176175.2	XP_017767597.1
OG0000410	XP_025986889.1	XP_017763643.1
OG0000411	XP_011160223.1	XP_017764894.1
OG0000411	XP_025995923.1	XP_017762783.1
OG0000412	XP_039306107.1, XP_011172820.1	XP_017767155.1
OG0000413	XP_039307750.1	XP_017764657.1, XP_017764658.1
OG0000414	XP_011169182.2	XP_017763461.1
OG0000415	XP_011168828.1	XP_017757147.1
OG0000416	XP_025994445.1	XP_017754141.1
