Orthogroup	Solenopsis_invicta	Bombus_terrestris
OG0000165	XP_011173553.1	XP_012169083.1
OG0000166	XP_025986750.2, XP_025986751.2, XP_039305072.1, XP_039305077.1	XP_012175400.2, XP_012175364.1, XP_012175388.1
OG0000168	XP_025989788.2	XP_020719024.1
OG0000170	XP_011161401.1	XP_012168004.1
OG0000170	XP_011161396.1	XP_012168005.1
OG0000170	XP_011161392.2	XP_003398306.1
OG0000170	XP_011161398.1	XP_012168006.1
OG0000171	XP_011160261.1, XP_039309768.1, XP_011160941.1, XP_039309770.1, XP_011160937.1, XP_011160936.1	XP_003396553.1, XP_012174011.1
OG0000172	XP_039313711.1	XP_020721690.1, XP_012170544.1, XP_012170538.1, XP_012170539.1, XP_012170540.1, XP_012170541.1, XP_012170542.1, XP_012170543.1
OG0000173	XP_025993243.1, XP_011165836.1, XP_039304290.1, XP_011165837.1, XP_011165835.1	XP_012172817.1, XP_012172816.1, XP_012172814.1, XP_012172815.1
OG0000174	XP_025991237.1, XP_025991236.1, XP_025991235.1, XP_025991234.1, XP_025991233.1, XP_039302167.1, XP_039302166.1	XP_003400605.1, XP_003400606.1, XP_012171555.1, XP_012171554.1, XP_012171558.1, XP_012171557.1
OG0000175	XP_039302006.1, XP_039302007.1, XP_011157853.1	XP_020721993.1, XP_003400937.1, XP_012171930.1, XP_012171929.1
OG0000176	XP_025986721.1	XP_003393819.1
OG0000177	XP_025993788.1	XP_003398931.1
OG0000177	XP_011167661.1	XP_012169036.1
OG0000179	XP_039308745.1	XP_012173790.1, XP_003402257.2
OG0000179	XP_011164111.1	XP_012173824.1, XP_003402266.1
OG0000179	XP_011163234.1	XP_012168601.1
OG0000180	XP_011166951.1, XP_011166952.1, XP_025986052.1, XP_025986051.1	XP_012175161.1, XP_012175160.1, XP_012175162.1, XP_003403152.1, XP_003403151.1, XP_020723773.1
OG0000181	XP_025994298.1, XP_025994299.1, XP_039312812.1, XP_039312813.1, XP_011169149.1, XP_011169148.1	XP_003399390.1, XP_012169773.1, XP_012169774.1, XP_012169772.1
OG0000182	XP_011171027.1, XP_039307169.1, XP_039307168.1, XP_039307167.1, XP_039307166.1, XP_025991013.1	XP_012167067.1, XP_012167065.1, XP_003397602.1
OG0000183	XP_011173713.1, XP_011173715.1	XP_012167140.1, XP_012167142.1, XP_003397591.1
OG0000183	XP_025992667.1	XP_012163118.1
OG0000185	XP_011158491.1, XP_011158492.1	XP_012171763.1, XP_012171761.1, XP_012171762.1, XP_012171760.1, XP_012171764.1
OG0000186	XP_039303622.1, XP_025989743.2, XP_011172186.2, XP_039302616.1, XP_011172178.2, XP_011172155.1, XP_025989742.2, XP_011172133.1	XP_003393867.1, XP_020723943.1, XP_003393865.1, XP_003393866.1
OG0000187	XP_039309150.1, XP_011165088.1, XP_011165087.1	XP_012167100.1, XP_003397755.1, XP_012167097.1, XP_020720318.1, XP_020720316.1, XP_012167099.1, XP_012167098.1
OG0000188	XP_039308892.1, XP_039308891.1, XP_039308889.1, XP_039308888.1	XP_003399544.1
OG0000188	XP_011168465.1	XP_003395186.1
OG0000189	XP_011170993.1, XP_039306223.1	XP_003393320.1, XP_012167516.1
OG0000190	XP_011166168.1, XP_039304064.1, XP_025988559.1	XP_012172000.1, XP_012171998.1, XP_012171999.1
OG0000191	XP_039315120.1, XP_011164616.2	XP_012172676.1
OG0000192	XP_039310511.1, XP_039310512.1, XP_039310513.1, XP_039310514.1, XP_025989114.2, XP_025989113.2, XP_011155855.2	XP_003393731.1
OG0000194	XP_039304800.1	XP_003397792.2
OG0000194	XP_011158373.2	XP_003397793.1
OG0000194	XP_025992171.1, XP_039304703.1	XP_003397791.1
OG0000196	XP_039306717.1, XP_011171411.1, XP_011171412.1, XP_039306716.1	XP_003399490.1
OG0000196	XP_011161482.2	XP_012170863.1, XP_003400132.1, XP_020721794.1, XP_012170865.1
OG0000197	XP_011157191.1	XP_012171975.1, XP_012171976.1, XP_012171981.1, XP_012171980.1, XP_012171979.1, XP_003400969.1
OG0000199	XP_011165422.2, XP_011165427.2, XP_039305866.1, XP_039306015.1, XP_039306014.1, XP_025986794.1, XP_011158963.2, XP_011165426.2, XP_039305878.1, XP_011176328.2, XP_025986782.1, XP_011158964.2, XP_039306012.1, XP_025986804.2, XP_039305620.1, XP_039306018.1, XP_025986792.2, XP_025986790.2, XP_025986791.2, XP_039305823.1, XP_039305738.1, XP_039305739.1, XP_025995023.2, XP_039305615.1, XP_039305580.1, XP_039305527.1, XP_039305898.1, XP_039305927.1, XP_025986822.2, XP_025995029.2, XP_025995030.2, XP_039305692.1, XP_039305703.1, XP_039305561.1, XP_025995028.2, XP_039301743.1, XP_039301738.1, XP_039306017.1, XP_039306005.1, XP_025995190.2, XP_011155917.2, XP_039306011.1, XP_039305555.1, XP_039305553.1, XP_039305552.1, XP_039305551.1, XP_025986677.2, XP_039305197.1, XP_039306008.1, XP_039305196.1, XP_011155915.3, XP_011158962.2, XP_011158961.2, XP_011158960.2, XP_025986793.1, XP_039310897.1, XP_011173265.1	XP_012172381.1
OG0000200	XP_011170758.1	XP_003394667.1
OG0000200	XP_011168061.1, XP_011168064.1	XP_003398779.1, XP_012168586.1
OG0000201	XP_025990401.2	XP_020720655.1
OG0000201	XP_039308817.1, XP_011165064.3, XP_039308820.1, XP_011165062.1, XP_011165070.2, XP_011165069.2	XP_012168139.1, XP_012168138.1
OG0000202	XP_025988731.1	XP_012165963.1, XP_012165962.1, XP_012165961.1, XP_003396825.1, XP_020719260.1
OG0000202	XP_025993071.1	XP_020719240.1, XP_012165749.1, XP_012165750.1
OG0000203	XP_011160113.1, XP_011160112.1	XP_003396251.1
OG0000203	XP_011168468.1, XP_039309884.1	XP_012165494.1
OG0000204	XP_011157986.2, XP_039310926.1, XP_039310928.1, XP_039310930.1, XP_039310927.1, XP_025986662.2, XP_025986663.1, XP_011157989.1, XP_039310924.1, XP_025986661.1, XP_011157991.1	XP_003400095.1
OG0000205	XP_011168746.1, XP_039308307.1	XP_012176340.1, XP_003394538.1
OG0000206	XP_025988777.2, XP_039314221.1, XP_039314222.1	XP_012170362.1
OG0000206	XP_039314588.1, XP_039314587.1, XP_039314586.1, XP_039302134.1, XP_039302063.1, XP_011172221.2, XP_011172346.2, XP_025993307.2	XP_020721443.1
OG0000207	XP_025996998.1	XP_012169552.1
OG0000207	XP_011156648.1	XP_012169920.1
OG0000207	NP_001291516.1	XP_012169919.1
OG0000208	XP_011156625.1	XP_003399477.1
OG0000208	XP_039313116.1, XP_039313117.1	XP_003394143.1, XP_003394144.1
OG0000209	XP_011160517.1, XP_011160520.1	XP_012167030.1, XP_012167033.1, XP_012167031.1, XP_012167034.1, XP_012167036.1, XP_012167037.1
OG0000210	XP_039301699.1	XP_003396128.1
OG0000210	XP_011157224.2	XP_012167928.1
OG0000210	XP_025991680.2	XP_012164486.1
OG0000212	XP_011175849.1	XP_003403182.1
OG0000212	XP_011175847.2	XP_012174957.1
OG0000213	XP_039307097.1, XP_039307100.1, XP_039307098.1, XP_039307099.1, XP_039307096.1	XP_003399166.1, XP_003399165.1, XP_012169441.1, XP_012169439.1, XP_012169438.1, XP_012169436.1
OG0000214	XP_011162082.1	XP_003397389.1
OG0000214	XP_025990048.1, XP_025990047.1	XP_003402159.1
OG0000215	XP_025993451.1, XP_039314411.1, XP_011167858.1	XP_012172166.1
OG0000215	XP_011167862.1, XP_039314414.1, XP_039314413.1, XP_011167867.1, XP_039314640.1	XP_003401025.1
OG0000216	XP_011163750.1	XP_003401971.1
OG0000217	XP_011155464.2	XP_003396151.1
OG0000218	XP_011160002.1, XP_011160001.1, XP_011160003.1, XP_011160000.1	XP_012172566.2
OG0000219	XP_011168754.1, XP_011168753.1, XP_011168751.1, XP_011168750.1, XP_011168748.1	XP_003394637.1
OG0000220	XP_039306555.1, XP_039306557.1, XP_039306558.1, XP_039306556.1, XP_039306554.1, XP_011172901.1	XP_020719485.1, XP_020719486.1, XP_020719487.1, XP_012165070.1, XP_012165068.1, XP_003396344.1
OG0000221	XP_025986297.1	XP_020720834.1
OG0000223	XP_011166243.1	XP_012167632.1
OG0000223	XP_011158143.1	XP_003394761.1
OG0000225	XP_011163590.1, XP_011163589.1, XP_039304922.1	XP_020718472.1, XP_020718473.1
OG0000225	XP_011163592.1	XP_012174019.1
OG0000226	XP_039305990.1, XP_011165709.2, XP_039305989.1, XP_025988432.1, XP_025988435.1	XP_012175521.2, XP_012175447.1
OG0000226	XP_025988429.1	XP_003400345.1
OG0000227	XP_025988617.1, XP_025988616.1	XP_012169873.1, XP_012169872.1, XP_012169871.1, XP_003399621.1
OG0000228	XP_025997477.2, XP_039304823.1, XP_039308733.1, XP_039302912.1, XP_039304364.1	XP_020723156.1
OG0000229	XP_011167118.1	XP_003396456.1
OG0000230	XP_039310937.1, XP_011157985.1	XP_012170718.1
OG0000231	XP_039311197.1, XP_025994418.1, XP_025994419.1, XP_025994417.1	XP_020720652.1, XP_003398422.1
OG0000232	XP_011161208.1, XP_011161207.1	XP_003400659.1, XP_020722317.1
OG0000233	XP_011165376.2, XP_011165374.2, XP_011165377.1, XP_011165378.1, XP_011165383.1, XP_025993530.1, XP_011165381.1, XP_011165400.1, XP_025993534.2	XP_003393462.1
OG0000234	XP_039301750.1, XP_039301749.1, XP_025986027.1, XP_025986025.2, XP_025986029.1, XP_025986030.1, XP_025986032.1, XP_025986033.1, XP_025986034.1, XP_025992614.1	XP_003396093.1
OG0000234	XP_011166748.1, XP_039301747.1, XP_011166749.1, XP_011166747.1, XP_011166745.1, XP_011166746.1	XP_012164939.1
OG0000235	XP_039301746.1, XP_011176069.1, XP_011176072.1, XP_011176068.1	XP_012167720.1, XP_012167719.1, XP_012167718.1, XP_012167716.1
OG0000236	XP_011164467.1	XP_012172197.1
OG0000236	XP_025993904.1	XP_012172199.1
OG0000237	XP_025992756.2	XP_020722198.1
OG0000239	XP_011164898.1, XP_011164905.1, XP_039315084.1, XP_039313572.1, XP_025986634.2, XP_025986633.2, XP_025986632.2	XP_003400044.1, XP_020721966.1, XP_012170676.1, XP_012170677.1
OG0000240	XP_039315157.1, XP_011160092.3, XP_011160096.2, XP_011160089.1, XP_039309756.1, XP_011160938.2, XP_039309767.1, XP_039309764.1, XP_011160940.2, XP_039309765.1, XP_039309199.1, XP_039309198.1, XP_025992868.2, XP_025992871.2	XP_003396555.2, XP_003402397.2
OG0000241	XP_011175763.2	XP_012168805.1
OG0000242	XP_011160103.1, XP_039303865.1, XP_039304509.1, XP_039304763.1, XP_039308990.1, XP_039304762.1, XP_039304760.1, XP_039304761.1, XP_039308991.1, XP_039304759.1, XP_039304757.1, XP_011169761.2, XP_025991592.2	XP_012176615.2
OG0000243	XP_039301690.1, XP_039301691.1, XP_011170229.2, XP_039312287.1, XP_039312290.1, XP_011163953.1, XP_039304163.1, XP_011166868.1, XP_011166866.1, XP_011166867.2	XP_012164726.1
OG0000244	XP_039306518.1, XP_011175201.1, XP_011175202.1	XP_003400569.1
OG0000245	XP_011162616.1	XP_003400548.1
OG0000246	XP_011161827.1, XP_039303228.1	XP_003399661.1
OG0000246	XP_039302793.1, XP_039302661.1	XP_003399659.1, XP_020721543.1
OG0000247	XP_011173011.1	XP_012164509.1
OG0000248	XP_025995392.1	XP_020721171.1
OG0000249	XP_011156910.2	XP_012167204.1
OG0000249	XP_039306219.1	XP_012166752.1
OG0000249	XP_011156908.1, XP_011174006.1	XP_012166751.1
OG0000250	XP_011161725.1, XP_025995993.1, XP_025995992.1	XP_003398082.1
OG0000250	XP_011156530.2	XP_003398251.1
OG0000251	XP_011157217.1	XP_012167926.1
OG0000251	XP_011175696.1	XP_012173977.1, XP_003402363.1, XP_012170583.1, XP_012170586.1
OG0000252	XP_025997250.1	XP_020719888.1, XP_003392873.1, XP_012167405.1, XP_012167457.1
OG0000254	XP_011166638.1	XP_003397222.1
OG0000254	XP_011155529.1	XP_003395562.1
OG0000255	XP_039307633.1, XP_011165456.1, XP_011165455.1, XP_039307648.1, XP_039303212.1, XP_039301859.1, XP_039301860.1, XP_039304117.1, XP_039307649.1, XP_039301858.1, XP_011155980.2	XP_012169788.1
OG0000255	XP_011171007.1	XP_003397925.1
OG0000256	XP_011169053.1, XP_011169052.1	NP_001295235.1, XP_012176496.1
OG0000257	XP_039314679.1	XP_020722268.1, XP_020722269.1, XP_003400699.1
OG0000257	XP_039314645.1	XP_020722264.1
OG0000258	XP_025992647.1, XP_039303185.1, XP_039302453.1, XP_025996520.1, XP_025992648.1, XP_011164418.2	XP_003402792.1, XP_003401479.1, XP_003401480.1
OG0000259	XP_039309679.1, XP_039309716.1, XP_039309721.1, XP_039309680.1, XP_039309686.1, XP_039309683.1, XP_039309708.1, XP_039309709.1, XP_039309696.1, XP_039309717.1, XP_039309719.1, XP_011170601.2, XP_039309643.1, XP_011170599.2, XP_039309710.1, XP_039309647.1, XP_039309631.1, XP_039309632.1, XP_011166100.3, XP_039309639.1, XP_039309641.1, XP_039309642.1, XP_039309689.1, XP_039309644.1, XP_039309703.1, XP_039309712.1, XP_039309711.1, XP_039309714.1, XP_039309713.1, XP_039309530.1, XP_039309678.1, XP_039309724.1, XP_025994309.2	XP_020720037.1
OG0000261	XP_011163661.1, XP_039305380.1, XP_011163662.1	XP_020718460.1, XP_003395135.1, XP_003395133.1
OG0000263	XP_011170654.1, XP_011170655.1, XP_011170657.1, XP_011170656.1, XP_011170653.1	XP_012168652.1
OG0000264	XP_039306192.1	XP_012166540.1
OG0000264	XP_011165046.1	XP_012166688.1, XP_003397315.1
OG0000265	XP_011163230.1, XP_011172089.2, XP_025991743.1	XP_012175738.1
OG0000265	XP_011172088.1	XP_012175734.1
OG0000266	XP_011163945.2	XP_003401364.1
OG0000266	XP_011167747.1	XP_012172464.1, XP_012172463.1
OG0000268	XP_011158225.1, XP_011158224.1	XP_020718561.1
OG0000269	XP_011176251.1, XP_011176253.1, XP_025987467.1, XP_025987468.1, XP_025987465.1, XP_025987466.1, XP_025987463.1, XP_025987464.1	XP_012170150.1, XP_012170154.1, XP_012170161.1, XP_012170122.1, XP_020723319.1, XP_012170166.1
OG0000270	XP_025992265.1	XP_012166216.1, XP_020719789.1, XP_012174889.2
OG0000270	XP_011166273.1	XP_003402376.1
OG0000271	NP_001291526.1, XP_025988373.1	XP_012163596.1, XP_003395149.2, XP_012163598.1, XP_012163597.1, XP_012163600.1
OG0000271	XP_011161787.2	XP_003402532.1, XP_003397124.2
OG0000272	XP_025989138.1	XP_020723485.1
OG0000272	XP_011157845.2	XP_012167932.1
OG0000273	XP_011169097.2, XP_011169099.2, XP_025988447.2, XP_011169096.2	XP_012163322.1, XP_003394955.1
OG0000274	XP_039314283.1, XP_039314280.1, XP_039314281.1, XP_025988766.1, XP_025988765.1, XP_025988767.1, XP_039314282.1	XP_003395603.1
OG0000275	XP_039313032.1, XP_039313033.1, XP_039313034.1	XP_003402700.1, XP_012174414.1, XP_003402699.1, XP_012173152.1, XP_003401772.1, XP_020722894.1, XP_003401771.1, XP_003401770.1, XP_003401883.1, XP_012173305.1, XP_003401825.1
OG0000276	XP_025988816.1, XP_011164236.1	XP_003402777.1
OG0000277	XP_011157342.1	XP_012171242.1, XP_003400456.1
OG0000278	XP_011164304.1, XP_011164305.1	XP_003395965.1
OG0000279	XP_025993822.1, XP_025993819.1, XP_025993821.1, XP_025993820.1, XP_039309319.1, XP_011164446.1, XP_039309318.1	XP_003400301.1
OG0000281	XP_011164399.1	XP_020723531.1, XP_003402779.1
OG0000281	XP_011170774.2	XP_020718843.1
OG0000283	XP_039302806.1	XP_003395709.1
OG0000284	XP_025994994.1	XP_012165662.1
OG0000284	XP_011161425.1	XP_003396501.1
OG0000285	XP_039311592.1, XP_011176371.1, XP_011176378.1, XP_011176361.1	XP_012163289.1, XP_003394928.1
OG0000286	XP_011158397.1, XP_011158395.1, XP_011158398.1, XP_025991394.1	XP_020719491.1, XP_012165091.1, XP_012165093.1, XP_012165095.1, XP_003396395.1, XP_012165096.1, XP_012165097.1
OG0000287	XP_011165803.1	XP_012165419.1
OG0000287	XP_011165802.1	XP_020719656.1, XP_020719657.1, XP_003396391.1
OG0000288	XP_011167249.2	XP_012176000.1
OG0000288	XP_039314771.1	XP_003395685.1
OG0000289	XP_039313629.1, XP_039313627.1, XP_011166676.1, XP_025994274.1, XP_011166677.1, XP_011166680.1, XP_011166679.1	XP_003393170.1, XP_012175778.1, XP_012175785.1, XP_012175792.1, XP_012175770.1
OG0000290	XP_011170099.1	XP_012166386.1, XP_003397081.1
OG0000291	XP_011165283.1	XP_003401238.1
OG0000291	XP_011175630.2	XP_020722949.1
OG0000291	XP_011165472.3	XP_003401230.1
OG0000292	XP_039302767.1, XP_011157418.1, XP_025993038.1, XP_025993037.1, XP_025993036.1, XP_025993035.1, XP_039302766.1	XP_012168713.1
OG0000292	XP_011157423.1	XP_020721082.1
OG0000293	XP_039305187.1	XP_012176424.1
OG0000294	XP_039305591.1, XP_039305577.1, XP_039305938.1, XP_039305191.1	XP_020724047.1
OG0000294	XP_039305522.1	XP_012175690.2
OG0000295	XP_011157721.3	XP_020718759.1, XP_020718760.1, XP_003395333.1
OG0000296	XP_039313607.1	XP_012175997.1, XP_012175996.1
OG0000297	XP_039312929.1	XP_003397291.1
OG0000298	XP_011163496.1, XP_039314927.1, XP_039314926.1, XP_011163495.1	XP_012164070.1, XP_003395613.1
OG0000299	XP_011168755.2, XP_039308295.1, XP_011168756.2	XP_012176598.1, XP_012176601.1, XP_012176600.1, XP_003394635.1, XP_012176599.1
OG0000300	XP_039309883.1	XP_003396484.1
OG0000301	XP_011170516.1, XP_039304166.1	XP_003399611.1
OG0000302	XP_039311789.1	XP_012168271.1
OG0000303	XP_039312848.1	XP_012169497.2
OG0000303	XP_039302513.1	XP_003399008.3
OG0000304	XP_039302604.1, XP_011175853.1	XP_012175192.1, XP_012175194.1, XP_003403180.1, XP_012175195.1
OG0000305	XP_011161793.1	XP_012166359.1
OG0000305	XP_011165476.2	XP_003393481.1, XP_012169045.1, XP_012169053.1
OG0000306	XP_025988786.1, XP_011170424.1, XP_039314289.1	XP_012164015.1, XP_020718921.1, XP_003395571.1
OG0000307	XP_039315186.1, XP_039309355.1, XP_039315188.1, XP_039315187.1, XP_039309356.1, XP_039309357.1	XP_003402144.1, XP_003402143.1
OG0000308	XP_025990312.1, XP_039306101.1, XP_025990313.1, XP_039306095.1, XP_039306092.1, XP_039306103.1	XP_020720591.1
OG0000309	XP_039314088.1, XP_025995008.1, XP_025995007.1, XP_025995009.1	XP_003399465.1, XP_020721648.1, XP_012169829.1
OG0000310	XP_011158546.1, XP_011158544.1, XP_039302548.1, XP_039302551.1, XP_039302550.1, XP_039302549.1, XP_039302552.1, XP_039302553.1	XP_003402676.1, XP_012174337.1, XP_012174338.1, XP_012174339.1
OG0000311	XP_025991643.1, XP_011161322.1, XP_039314394.1, XP_039301666.1, XP_039301665.1, XP_011162412.2, XP_039308731.1, XP_011161325.1, XP_039306127.1, XP_025997312.1, XP_011175170.1, XP_039306544.1, XP_039306543.1, XP_011175275.1, XP_039306140.1, XP_039306124.1, XP_039306125.1, XP_039306123.1, XP_039306134.1, XP_039306133.1, XP_039306137.1, XP_039315137.1	NP_001267835.1, XP_012168914.1
OG0000312	XP_011173333.1	XP_012171304.1, XP_012171301.1, XP_012171299.2, XP_020722096.1, XP_012171308.1, XP_003400476.1
OG0000313	XP_011175815.1	XP_003401730.1, XP_020722941.1
OG0000314	XP_039310823.1	XP_003401102.1
OG0000315	XP_011156600.1, XP_011167657.2, XP_011167650.2, XP_011167653.1, XP_039312601.1, XP_011167658.1, XP_011167651.2, XP_011167652.1, XP_011167649.1	XP_003393266.1, XP_003393186.2, XP_020719579.1, XP_003393207.1, XP_003393256.1
OG0000316	XP_011165933.1	XP_020721709.1
OG0000316	XP_025989686.2	XP_003401938.2
OG0000317	XP_025995413.2, XP_039313826.1, XP_011162316.2, XP_011162315.2, XP_025995412.2	XP_020720978.1, XP_003399343.1, XP_012169708.1, XP_012169706.1, XP_012169707.1
OG0000318	XP_011176294.1	XP_003399756.2
OG0000319	XP_011169063.1, XP_011169064.1, XP_011169065.1	XP_012169247.1, XP_012169246.1, XP_012169248.1, XP_003399058.1
OG0000320	XP_011157059.2, XP_011159342.1, XP_011159343.1, XP_011159341.1, XP_039304572.1	XP_012171701.1
OG0000321	XP_011172456.1, XP_011172453.1, XP_039314100.1	XP_003396497.1, XP_012166184.1
OG0000322	XP_011157229.1, XP_011157228.1	XP_012167924.1
OG0000323	XP_011162498.1, XP_039310186.1, XP_039310184.1, XP_039310185.1	XP_012168820.1, XP_020720958.1, XP_020720960.1, XP_020720959.1, XP_020720957.1, XP_003398855.1, XP_012168822.1
OG0000324	XP_039304925.1, XP_039304936.1	XP_020718305.1, XP_020718302.1
OG0000324	XP_011168296.2	XP_020718274.1, XP_020718281.1
OG0000325	XP_025995957.2	XP_012166143.1, XP_012166144.1, XP_003396981.1
OG0000327	XP_025990791.2, XP_039306899.1, XP_025990793.1	XP_020720937.1, XP_020720933.1, XP_020720934.1
OG0000329	XP_011174933.2, XP_011174925.1	XP_012173620.1
OG0000330	XP_025989792.2, XP_011160312.2	NP_001267838.1
OG0000332	XP_011173375.1, XP_011173377.1, XP_039305807.1	XP_020722095.1, XP_012171298.1, XP_012171292.1, XP_012171295.1, XP_012171296.1, XP_012171297.1
OG0000333	XP_039305276.1, XP_039305277.1	XP_012163501.1, XP_020718311.1
OG0000334	XP_039308455.1, XP_039308454.1, XP_039306966.1, XP_039308429.1	XP_020720845.1, XP_012167907.1, XP_012167904.1, XP_012167906.1, XP_012167905.1, XP_020720846.1
OG0000335	XP_011157762.1	XP_020723223.1, XP_003402203.1
OG0000336	XP_011164875.1, XP_011164877.1	XP_020723021.1
OG0000336	XP_025987058.2	XP_003394465.1
OG0000337	XP_011173365.2	XP_012168611.1
OG0000338	XP_011171807.1	XP_020724365.1
OG0000338	XP_011170750.1	XP_003395637.1
OG0000339	XP_011166134.1	XP_012164370.1, XP_012164369.1
OG0000339	XP_011176133.1	XP_012173169.1, XP_020722951.1
OG0000340	XP_025996699.2	XP_012172809.1
OG0000341	XP_011160367.1	XP_020720041.1
OG0000342	XP_025992367.1	XP_012169201.1
OG0000342	XP_025986147.2	XP_020721162.1
OG0000343	XP_011172106.1	XP_003394043.1, XP_012175819.1
OG0000344	XP_011171384.2, XP_011171383.2, XP_039306999.1	XP_020721163.1
OG0000345	XP_011159940.2, XP_039311426.1, XP_011159942.2, XP_011159941.2	XP_003402881.1, XP_020723622.1, XP_012174636.1, XP_012174638.1, XP_012174635.1
OG0000347	XP_039311376.1	XP_012166755.1, XP_003397452.1, XP_003397451.1
OG0000348	XP_025991268.1, XP_025991269.1, XP_039310127.1	XP_003393409.1
OG0000349	XP_039313919.1, XP_039313920.1, XP_039313917.1, XP_039313918.1, XP_039313921.1, XP_039313922.1	XP_003402206.1, XP_012173611.1, XP_012173610.1, XP_012173613.1, XP_012173612.1
OG0000350	XP_039308116.1, XP_039308118.1, XP_039308117.1, XP_039308119.1, XP_011159774.1, XP_011159775.1	XP_012169146.1, XP_020721331.1, XP_012169147.1, XP_020721332.1
OG0000351	XP_011175689.2, XP_039313432.1, XP_039313431.1, XP_039313430.1, XP_039313429.1	XP_012176559.1, XP_012176558.1, XP_012176562.1, XP_012176561.1, XP_012176563.1, XP_020724196.1, XP_012176557.1
OG0000352	XP_011167136.1	XP_020722929.1
OG0000356	XP_039310530.1	XP_003397921.1
