Orthogroup	Solenopsis_invicta	Drosophila_melanogaster
OG0000255	XP_039307633.1, XP_011165456.1, XP_011165455.1, XP_039307648.1, XP_039303212.1, XP_039301859.1, XP_039301860.1, XP_039304117.1, XP_039307649.1, XP_039301858.1, XP_011155980.2	NP_001033900.2, NP_572436.1
OG0000256	XP_011169053.1, XP_011169052.1	NP_732900.1
OG0000257	XP_039314679.1	NP_001262861.1
OG0000257	XP_039314645.1	NP_001287485.1
OG0000259	XP_039309679.1, XP_039309716.1, XP_039309721.1, XP_039309680.1, XP_039309686.1, XP_039309683.1, XP_039309708.1, XP_039309709.1, XP_039309696.1, XP_039309717.1, XP_039309719.1, XP_011170601.2, XP_039309643.1, XP_011170599.2, XP_039309710.1, XP_039309647.1, XP_039309631.1, XP_039309632.1, XP_011166100.3, XP_039309639.1, XP_039309641.1, XP_039309642.1, XP_039309689.1, XP_039309644.1, XP_039309703.1, XP_039309712.1, XP_039309711.1, XP_039309714.1, XP_039309713.1, XP_039309530.1, XP_039309678.1, XP_039309724.1, XP_025994309.2	NP_723538.3
OG0000260	XP_039302312.1	NP_001261383.1
OG0000261	XP_011163661.1, XP_039305380.1, XP_011163662.1	NP_001286161.1, NP_610318.1, NP_610319.2
OG0000263	XP_011170654.1, XP_011170655.1, XP_011170657.1, XP_011170656.1, XP_011170653.1	NP_001285111.1
OG0000264	XP_039306192.1	NP_001033939.2
OG0000264	XP_011165046.1	NP_476735.1
OG0000265	XP_011163230.1, XP_011172089.2, XP_025991743.1	NP_649517.1, NP_650190.1
OG0000266	XP_011163945.2	NP_524387.1
OG0000266	XP_011167747.1	NP_001285202.1
OG0000268	XP_011158225.1, XP_011158224.1	NP_001285901.1, NP_001262995.1
OG0000269	XP_011176251.1, XP_011176253.1, XP_025987467.1, XP_025987468.1, XP_025987465.1, XP_025987466.1, XP_025987463.1, XP_025987464.1	NP_001284901.1
OG0000270	XP_025992265.1	NP_001034048.2
OG0000270	XP_011166273.1	NP_001163596.2
OG0000271	NP_001291526.1, XP_025988373.1	NP_001014620.1, NP_731788.1, NP_731790.1
OG0000272	XP_025989138.1	NP_995675.1
OG0000272	XP_011157845.2	NP_001162795.1, NP_001356885.1
OG0000273	XP_011169097.2, XP_011169099.2, XP_025988447.2, XP_011169096.2	NP_001097437.1
OG0000274	XP_039314283.1, XP_039314280.1, XP_039314281.1, XP_025988766.1, XP_025988765.1, XP_025988767.1, XP_039314282.1	NP_001036681.1
OG0000275	XP_039313032.1, XP_039313033.1, XP_039313034.1	NP_648909.1
OG0000276	XP_025988816.1, XP_011164236.1	NP_649535.2
OG0000277	XP_011157342.1	NP_647800.1
OG0000278	XP_011164304.1, XP_011164305.1	NP_612039.1, NP_647794.1
OG0000279	XP_025993822.1, XP_025993819.1, XP_025993821.1, XP_025993820.1, XP_039309319.1, XP_011164446.1, XP_039309318.1	NP_001137708.2, NP_001356890.1
OG0000281	XP_011164399.1	NP_001350861.1
OG0000283	XP_039302806.1	NP_001286595.1
OG0000284	XP_025994994.1	NP_727448.1
OG0000284	XP_011161425.1	NP_001259432.1
OG0000285	XP_039311592.1, XP_011176371.1, XP_011176378.1, XP_011176361.1	NP_001163186.1
OG0000286	XP_011158397.1, XP_011158395.1, XP_011158398.1, XP_025991394.1	NP_729792.1
OG0000287	XP_011165803.1	NP_001036660.1
OG0000287	XP_011165802.1	NP_001260729.1
OG0000288	XP_011167249.2	NP_476934.2
OG0000288	XP_039314771.1	NP_001188784.1
OG0000289	XP_039313629.1, XP_039313627.1, XP_011166676.1, XP_025994274.1, XP_011166677.1, XP_011166680.1, XP_011166679.1	NP_001303316.1
OG0000291	XP_011175630.2	NP_648883.1, NP_648882.1
OG0000292	XP_011157423.1	NP_612066.1
OG0000293	XP_039305187.1, XP_011162430.1	NP_649119.2, NP_001262050.1
OG0000295	XP_011157721.3	NP_611878.1
OG0000296	XP_039313607.1	NP_573076.1, NP_001096988.2
OG0000297	XP_039312929.1	NP_651265.1
OG0000298	XP_011163496.1, XP_039314927.1, XP_039314926.1, XP_011163495.1	NP_650963.2
OG0000300	XP_039309883.1	NP_001285398.1
OG0000301	XP_011170516.1, XP_039304166.1	NP_572721.1
OG0000301	XP_011156580.1	NP_525031.1
OG0000302	XP_039311789.1	NP_730054.1
OG0000304	XP_039302604.1, XP_011175853.1	NP_788277.1
OG0000305	XP_011161793.1	NP_001284764.1, NP_650013.3, NP_650012.2
OG0000307	XP_039315186.1, XP_039309355.1, XP_039315188.1, XP_039315187.1, XP_039309356.1, XP_039309357.1	NP_650089.1
OG0000308	XP_025990312.1, XP_039306101.1, XP_025990313.1, XP_039306095.1, XP_039306092.1, XP_039306103.1	NP_001261704.1
OG0000309	XP_039314088.1, XP_025995008.1, XP_025995007.1, XP_025995009.1	NP_651063.1
OG0000310	XP_011158546.1, XP_011158544.1, XP_039302548.1, XP_039302551.1, XP_039302550.1, XP_039302549.1, XP_039302552.1, XP_039302553.1	NP_001286754.1
OG0000311	XP_025991643.1, XP_011161322.1, XP_039314394.1, XP_039301666.1, XP_039301665.1, XP_011162412.2, XP_039308731.1, XP_011161325.1, XP_039306127.1, XP_025997312.1, XP_011175170.1, XP_039306544.1, XP_039306543.1, XP_011175275.1, XP_039306140.1, XP_039306124.1, XP_039306125.1, XP_039306123.1, XP_039306134.1, XP_039306133.1, XP_039306137.1, XP_039315137.1	NP_477380.1
OG0000312	XP_011173333.1	NP_001286891.1
OG0000313	XP_011175815.1	NP_001262580.1, NP_727588.2
OG0000314	XP_039310823.1	NP_001287244.1
OG0000316	XP_011165933.1	NP_723502.2, NP_611157.1
OG0000316	XP_025989686.2	NP_611470.1
OG0000317	XP_025995413.2, XP_039313826.1, XP_011162316.2, XP_011162315.2, XP_025995412.2	NP_732413.1
OG0000318	XP_025995691.2	NP_611119.1
OG0000318	XP_011176294.1	NP_609354.1
OG0000319	XP_011169063.1, XP_011169064.1, XP_011169065.1	NP_523751.2
OG0000320	XP_011157059.2, XP_011159342.1, XP_011159343.1, XP_011159341.1, XP_039304572.1	NP_001285825.1, NP_476734.1
OG0000321	XP_011172456.1, XP_011172453.1, XP_039314100.1	NP_523551.1
OG0000322	XP_011157229.1, XP_011157228.1	NP_996040.1
OG0000323	XP_011162498.1, XP_039310186.1, XP_039310184.1, XP_039310185.1	NP_524359.2
OG0000324	XP_011168296.2	NP_001189070.1
OG0000326	XP_011155856.1, XP_025991274.1, XP_025991272.1, XP_025991273.1	NP_001246635.1
OG0000327	XP_025990794.1, XP_025990791.2, XP_039306899.1, XP_025990793.1	NP_001246651.1
OG0000330	XP_025989792.2, XP_011160312.2	NP_523672.1
OG0000332	XP_011173375.1, XP_011173377.1, XP_039305807.1	NP_651838.1
OG0000333	XP_039305276.1, XP_039305277.1	NP_731787.1, NP_650273.2, NP_650274.2
OG0000334	XP_039308455.1, XP_039308454.1, XP_039306966.1, XP_039308429.1	NP_001260523.1, NP_724023.1, NP_001097168.1, NP_609817.1
OG0000335	XP_011157762.1	NP_608439.2, NP_001285956.1
OG0000336	XP_011164875.1, XP_011164877.1, XP_025987058.2	NP_001286141.1
OG0000337	XP_011173365.2	NP_001097630.2
OG0000338	XP_011171807.1	NP_001303553.1, NP_728030.2
OG0000338	XP_011170750.1	NP_001245442.1, NP_001285408.1
OG0000339	XP_011166134.1	NP_649788.2
OG0000339	XP_011176133.1	NP_001245907.1
OG0000341	XP_011160367.1	NP_001284896.1
OG0000342	XP_025992367.1	NP_649266.1
OG0000344	XP_011171384.2, XP_011171383.2, XP_039306999.1	NP_001246528.1
OG0000345	XP_011159940.2, XP_039311426.1, XP_011159942.2, XP_011159941.2	NP_610946.1
OG0000347	XP_039311376.1	NP_608720.2, NP_608717.2, NP_001285425.1, NP_608723.2, NP_610360.2, NP_609258.1
OG0000349	XP_039313919.1, XP_039313920.1, XP_039313917.1, XP_039313918.1, XP_039313921.1, XP_039313922.1	NP_650967.2
OG0000350	XP_039308116.1, XP_039308118.1, XP_039308117.1, XP_039308119.1, XP_011159774.1, XP_011159775.1	NP_726992.2
OG0000351	XP_011175689.2, XP_039313432.1, XP_039313431.1, XP_039313430.1, XP_039313429.1, XP_039312928.1, XP_011164500.2	NP_001286398.1
OG0000352	XP_011167136.1	NP_001259266.1
OG0000356	XP_039310530.1	NP_001163468.1, NP_728338.2
OG0000357	XP_039307123.1	NP_001137674.2
OG0000358	XP_011168327.1, XP_011168326.1	NP_001286927.1
OG0000360	XP_011159166.1, XP_011159170.1, XP_011159171.1, XP_011159172.1, XP_039311705.1, XP_011159167.1	NP_001246235.1
OG0000361	XP_025988581.1	NP_001286677.1, NP_523803.1, NP_572371.1, NP_611264.2
OG0000362	XP_011164453.2	NP_647710.1
OG0000362	XP_025995044.1	NP_523888.1
OG0000363	XP_011175928.2	NP_609157.3
OG0000363	XP_025985928.1	NP_651519.1, NP_610707.2, NP_651999.1
OG0000364	XP_039304986.1, XP_039304985.1, XP_025995086.1, XP_025995085.1, XP_025995084.1, XP_025995083.1	NP_001245832.1, NP_523936.2, NP_572633.1
OG0000365	XP_039306342.1	NP_729619.1
OG0000367	XP_039311291.1, XP_039308453.1, XP_039308452.1	NP_001286000.1
OG0000368	XP_025990031.1	NP_001260509.1
OG0000368	XP_025993896.1, XP_025993895.1, XP_039303919.1	NP_001285984.1
OG0000369	XP_039304506.1, XP_039304503.1, XP_025996134.1, XP_011160293.2	NP_649024.1
OG0000370	XP_039306345.1	NP_648711.1
OG0000372	XP_039313284.1, XP_011166761.1, XP_039309517.1	NP_788925.2, NP_728118.2
OG0000375	XP_025996689.1, XP_039307908.1, XP_039307909.1	NP_001262227.1
OG0000376	XP_011174039.1, XP_011174046.1, XP_011174051.1, XP_011174059.1, XP_025996341.1	NP_611476.3
OG0000377	XP_039310371.1	NP_476977.1
OG0000379	XP_039308901.1, XP_039308903.1, XP_025991307.1, XP_025991305.1, XP_025991306.1, XP_025991304.1	NP_001162668.2
OG0000380	XP_039310569.1, XP_039310570.1, XP_039310568.1, XP_011171156.1, XP_025992903.1	NP_524672.1
OG0000381	XP_039307216.1	NP_727418.1
OG0000381	XP_039302634.1	NP_001262919.1, NP_524921.1, NP_524937.1
OG0000382	XP_011170984.1, XP_011162104.2	NP_001259313.1, NP_610213.1
OG0000383	XP_011162973.2	NP_001163142.1
OG0000384	XP_039303070.1	NP_001189151.1
OG0000384	XP_011157435.1	NP_001188547.1
OG0000385	XP_011166700.1, XP_011166702.1, XP_039310212.1	NP_611305.1
OG0000386	XP_011167781.2, XP_011167819.2	NP_001259349.1
OG0000387	XP_011161176.1, XP_039304263.1, XP_039301947.1	NP_608955.1
OG0000388	XP_039308296.1, XP_039308297.1	NP_001285744.1
OG0000388	XP_011173346.1	NP_523952.2
OG0000389	XP_011165727.1, XP_011172675.1	NP_651184.1
OG0000390	XP_011173212.1, XP_039309504.1	NP_001036599.1
OG0000394	XP_039313718.1, XP_011165214.1	NP_001285181.1, NP_569887.1, NP_001259118.1
OG0000395	XP_011163413.1, XP_025991776.2	NP_001262738.1
OG0000396	XP_011157223.1	NP_609571.1, NP_572912.1, NP_001285222.1
OG0000397	XP_025988315.1, XP_025988314.1, XP_039309909.1, XP_025988313.1	NP_649233.2
OG0000398	XP_011173312.2, XP_039306122.1	NP_611475.3
OG0000399	XP_025986228.2, XP_039308214.1, XP_025986237.2, XP_025986223.2	NP_001285311.1
OG0000400	XP_039301700.1, XP_039315603.1, XP_039315590.1, XP_039315597.1, XP_039315595.1, XP_039315596.1, XP_039315601.1, XP_039315599.1	NP_001259479.1
OG0000403	XP_039308132.1, XP_039308125.1, XP_039308124.1, XP_039308135.1	NP_723263.2
OG0000405	XP_011176033.1, XP_011176032.1	NP_609402.1
OG0000406	XP_025988073.2	NP_650571.2
OG0000406	XP_011175524.1	NP_649888.1
OG0000407	XP_011168687.1, XP_039306565.1	NP_001261909.1, NP_648820.1, NP_001261908.1, NP_001189114.1
OG0000408	XP_011173210.1	NP_001097137.1
OG0000408	XP_011163908.1, XP_011163907.1	NP_001261876.1
OG0000409	XP_011155587.1	NP_001247003.1
OG0000411	XP_011160223.1	NP_730248.2
OG0000411	XP_025995923.1	NP_570017.1
OG0000412	XP_039306107.1, XP_011172820.1	NP_001246627.1
OG0000413	XP_039307750.1	NP_523375.2
OG0000415	XP_011168828.1	NP_733403.1
OG0000416	XP_025994445.1, XP_039306718.1, XP_039312858.1	NP_995952.1, NP_476818.1
OG0000417	XP_039311146.1	NP_001097759.1
OG0000417	XP_011159178.1	NP_001246053.1
OG0000418	XP_039314069.1, XP_039314068.1, XP_025995255.2, XP_039314062.1	NP_001247272.1
OG0000418	XP_011175472.1	NP_001246512.1
OG0000419	XP_011170168.1, XP_039315218.1, XP_039315217.1, XP_011170167.1, XP_039315473.1, XP_011170169.1, XP_011170165.1, XP_011170166.1, XP_039315470.1, XP_039315471.1, XP_039315474.1, XP_039315475.1, XP_039315472.1	NP_001260362.1, NP_001285558.1
OG0000420	XP_011167142.1	NP_726324.3
OG0000420	XP_039302563.1	NP_001245543.1
OG0000421	XP_025995747.1, XP_025995746.1, XP_025995745.1, XP_025995744.1	NP_477105.2
OG0000422	XP_039308629.1	NP_001260025.1
OG0000423	XP_039305511.1, XP_039305512.1, XP_039305509.1, XP_039305510.1, XP_039305508.1, XP_039305513.1, XP_039305514.1, XP_039305516.1, XP_039305515.1, XP_011173532.1	NP_651694.1
OG0000424	XP_025987000.1	NP_725192.2, NP_001036538.3, NP_001036539.1
OG0000425	XP_011168938.1, XP_025993412.1	NP_647811.2
OG0000426	XP_011162778.1	NP_001163740.1
OG0000427	XP_011172179.1	NP_001286728.1, NP_001286726.1
OG0000427	XP_025988512.1	NP_732572.1
OG0000428	XP_025989494.1	NP_001263092.1
OG0000428	XP_025986434.1	NP_001097741.1
OG0000429	XP_039308806.1, XP_011155459.1, XP_011155455.1, XP_011155458.1, XP_011155456.1, XP_039308807.1, XP_039308805.1	NP_788728.1
OG0000430	XP_011169019.1	NP_001286094.1
OG0000431	XP_025993326.1, XP_039304285.1, XP_039304250.1	NP_001303439.1, NP_650478.1, NP_732047.2, NP_650475.1
OG0000432	XP_039302936.1, XP_011165414.1, XP_011165415.1, XP_011165413.1	NP_001260310.1
OG0000433	XP_011160901.2	NP_001137612.1, NP_001014501.1
OG0000436	XP_039308293.1, XP_039308289.1	NP_001246364.1
OG0000436	XP_025997109.2	NP_651178.1
OG0000437	XP_039313661.1, XP_039313660.1, XP_011163984.1, XP_011163985.1	NP_001287127.1
OG0000438	XP_011169727.2	NP_650405.2
OG0000439	XP_011159444.1	NP_647622.1, NP_001261264.1
OG0000440	XP_011157156.1	NP_651672.1
OG0000441	XP_025994829.1, XP_039313740.1, XP_011163376.1, XP_025994830.1	NP_001162891.1
OG0000442	XP_011175728.1, XP_039312916.1, XP_039312917.1	NP_001259518.1
OG0000443	XP_011166034.1, XP_011166447.2	NP_001260942.1, NP_610331.1
OG0000444	XP_011168529.1	NP_609032.1
OG0000445	XP_011161822.1	NP_723044.1
OG0000445	XP_011161821.1	NP_001260071.1
OG0000446	XP_011170954.2, XP_011161784.2	NP_001263109.1
OG0000447	XP_025994302.2, XP_011169173.2	NP_727696.2
OG0000448	XP_025990261.1, XP_011163721.1, XP_011163722.1, XP_039310744.1	NP_651721.1
OG0000449	XP_011156237.1, XP_011156238.1, XP_011156239.1	NP_001246778.1, NP_001246777.1
OG0000451	XP_011172774.1, XP_039307289.1	NP_609750.1, NP_730966.1
OG0000452	XP_039308636.1	NP_001260946.1
OG0000452	XP_025987628.1	NP_001286988.1
OG0000453	XP_011160816.1	NP_001246225.1
OG0000454	XP_011168930.2, XP_039312833.1	NP_610614.1
OG0000456	XP_011160275.1	NP_608737.1, NP_651434.3
OG0000457	XP_025994414.1	NP_001368957.1
OG0000458	XP_011168081.1, XP_011168083.1, XP_011168082.1	NP_611606.1
OG0000459	XP_025986179.1, XP_011159840.1, XP_011159841.1, XP_011159839.1, XP_011159843.1	NP_001356963.1
OG0000461	XP_039310715.1	NP_001285280.1
OG0000462	XP_039315142.1, XP_039315141.1, XP_011155777.1	NP_001261842.1
OG0000463	XP_011156288.1	NP_001245447.1, NP_001096965.1
OG0000464	XP_039303457.1	NP_647826.2
OG0000464	XP_039302380.1, XP_039307505.1	NP_651860.2, NP_733051.2
OG0000466	XP_039311751.1, XP_039311750.1, XP_039311752.1, XP_011164748.3	NP_609172.1
OG0000467	XP_011171825.1, XP_011171844.1, XP_039302512.1, XP_039302510.1, XP_025989598.1, XP_039302509.1	NP_001246713.1
OG0000468	XP_039304139.1	NP_001260343.1
OG0000469	XP_039305286.1, XP_039305285.1	NP_651781.1
OG0000470	XP_011167300.1	NP_609192.1, NP_001097055.2, NP_001097056.3, NP_001138069.2
OG0000471	XP_011156615.1, XP_011156613.1, XP_039307156.1	NP_001188992.1
OG0000472	XP_039308997.1	NP_001285147.1
OG0000475	XP_011160619.1	NP_609588.1
OG0000476	XP_039307257.1, XP_039306344.1, XP_025986350.2, XP_039309974.1, XP_039309976.1, XP_011172993.2, XP_039309975.1, XP_011164250.1, XP_025988917.1, XP_025986338.2, XP_011165951.1, XP_025993811.1	NP_001285980.1
OG0000477	XP_011168899.2	NP_728869.1
OG0000478	XP_011173143.1	NP_001027127.1
OG0000479	XP_039301991.1	NP_524809.2
OG0000480	XP_025992857.1	NP_001027106.1, NP_511050.1, NP_728924.2
OG0000482	XP_011156601.1	NP_001368949.1
OG0000483	XP_025993672.1, XP_039307370.1	NP_610217.1, NP_611859.1
OG0000484	XP_011163920.2, XP_025992083.2, XP_039311033.1, XP_039311035.1, XP_039311034.1	NP_001163649.1
OG0000485	XP_011174858.1, XP_039309923.1, XP_039309926.1, XP_039309933.1, XP_025988305.2, XP_011174835.2, XP_011174840.2	NP_001286073.1, NP_001286071.1
OG0000486	XP_039310943.1	NP_611374.1
OG0000487	XP_011165857.1, XP_039303806.1, XP_039303805.1, XP_011165860.1, XP_011165859.1	NP_651901.3
OG0000488	XP_039314622.1	NP_001286563.1
OG0000489	XP_011157401.1, XP_011157406.1, XP_011157405.1, XP_011157404.1, XP_011157402.1	NP_001284957.1
OG0000490	XP_011164822.1	NP_001287103.1
OG0000492	XP_011156001.1, XP_011156002.1, XP_039308490.1, XP_039308501.1	NP_001036362.1
OG0000493	XP_011171302.2, XP_011171304.2, XP_011171303.2	NP_996214.1
OG0000495	XP_039310887.1, XP_039310888.1, XP_039310889.1, XP_039310890.1, XP_039310891.1, XP_039310892.1, XP_039310893.1, XP_039310894.1, XP_039310895.1, XP_039310896.1	NP_612040.1
OG0000496	XP_011166398.1, XP_011166382.1, XP_011166390.1, XP_025988359.1	NP_523937.2
OG0000497	XP_039309094.1	NP_001036687.1
OG0000497	XP_025994815.1	NP_001261016.1
OG0000498	XP_039313807.1, XP_011163998.1	NP_611046.2
OG0000499	XP_011160730.1	NP_001285595.1, NP_608802.2, NP_608803.2, NP_001334671.1
OG0000500	XP_011157702.1	NP_001245427.1
OG0000501	XP_011166207.2	NP_001261211.1
OG0000501	XP_011166208.1	NP_001261207.1
OG0000502	XP_011159324.1	NP_610226.2
OG0000503	XP_011155986.1	NP_001163291.1
OG0000504	XP_011159264.1	NP_477213.1, NP_609349.1
OG0000505	XP_011161158.1	NP_001285501.1
OG0000506	XP_011172101.2	NP_001334747.1
OG0000507	XP_011161050.2, XP_011161049.1, XP_011161048.1, XP_011161052.1, XP_011161051.1	NP_001033959.1, NP_001033839.1, NP_726308.1
OG0000508	NP_001291529.1	NP_001287331.1, NP_001188841.1
OG0000509	XP_025990433.1	NP_523768.1, NP_001286518.1, NP_477262.1
OG0000510	XP_025996242.1	NP_001246792.1
OG0000513	XP_011172177.1	NP_610051.2
OG0000516	XP_011172056.1	NP_476699.1
OG0000517	XP_011163700.2, XP_039309232.1	NP_732486.2
OG0000518	XP_011175188.2, XP_011175189.2, XP_011175191.2	NP_001137633.1
OG0000519	XP_025991738.1, XP_011159219.1, XP_011159221.1, XP_039308221.1, XP_039308220.1	NP_648378.1
OG0000520	XP_011166082.1, XP_011166083.1	NP_609115.1
OG0000520	XP_025994954.1, XP_025994953.1	NP_647817.2
OG0000521	XP_011166943.1	NP_001303469.1
OG0000522	XP_011167766.2	NP_523820.2, NP_650289.2, NP_611788.1, NP_650288.1
OG0000523	XP_025986325.2	NP_001286646.1, NP_001369113.1
OG0000524	XP_025986063.1	NP_649370.1, NP_649374.1
OG0000525	XP_025993000.2	NP_001263050.1
OG0000526	XP_011163487.3	NP_610483.1
OG0000526	XP_011173281.1	NP_001246039.1
OG0000528	XP_011164853.1	NP_650142.1, NP_608978.2
OG0000529	XP_039309772.1, XP_011161552.1, XP_011165420.2	NP_722721.1
OG0000530	XP_011157307.1	NP_523957.1
OG0000530	XP_011157306.1	NP_001287054.1
OG0000531	XP_039314365.1	NP_788446.2, NP_728521.1, NP_788462.2, NP_788394.1, NP_001286526.1, NP_648181.2, NP_788325.2, NP_731791.2, NP_788473.1, NP_731479.3, NP_612029.1, NP_001261182.1
OG0000533	XP_039310971.1, XP_039310972.1, XP_011165801.2, XP_025994422.2	NP_726548.1
OG0000536	XP_011161602.1, XP_039310223.1, XP_039310224.1	NP_731632.1
OG0000536	XP_025987440.1, XP_025987439.1	NP_524406.1
OG0000537	XP_039304417.1	NP_001260486.1
OG0000538	XP_011168662.1	NP_001137782.1
OG0000540	XP_039309898.1, NP_001291538.1	NP_729446.1
OG0000541	XP_039308180.1	NP_651714.1
OG0000543	XP_039314361.1	NP_001259662.1
OG0000544	XP_011159201.2, XP_039309904.1	NP_001260884.1
OG0000545	XP_011172555.1	NP_001014494.1, NP_001014493.2, NP_001014492.2
OG0000546	XP_011166500.2, XP_025990179.1	NP_648629.1, NP_001097313.1, NP_001097312.1, NP_001097311.1, NP_001097310.1
OG0000547	XP_011158548.1	NP_511062.1
OG0000551	XP_011160212.1	NP_001259638.1, NP_573191.1
OG0000553	XP_011162424.1	NP_001189023.1
OG0000554	XP_025989623.1, XP_039315055.1	NP_651415.1
OG0000555	XP_011160546.3	NP_611172.1
OG0000555	XP_011160545.1	NP_001259584.1, NP_001033936.1
OG0000556	XP_011155655.1	NP_647674.1
OG0000557	XP_011159193.1	NP_573098.1
OG0000558	XP_011165104.2	NP_650732.1
OG0000559	XP_011170518.1	NP_001285224.1
OG0000560	XP_011165828.1, XP_025993242.1, XP_011165827.1, XP_039303889.1, XP_039303890.1	NP_001287513.1
OG0000561	XP_011169324.1	NP_001285680.1
OG0000561	XP_025992227.2	NP_648220.1
OG0000562	XP_025989184.1	NP_648523.1
OG0000562	XP_011159988.1	NP_477210.1
OG0000563	XP_025989096.1, XP_025989094.1, XP_025989095.1	NP_648501.1
OG0000564	XP_025989595.2, XP_011171715.1	NP_001097215.1
OG0000565	XP_011157246.1, XP_039303576.1, XP_039312791.1	NP_001286175.1
OG0000566	XP_011156845.2	NP_648610.1, NP_001262027.1, NP_649076.1, NP_648612.1
OG0000567	XP_011168976.1, XP_011172612.2	NP_001284997.1
OG0000568	XP_025986039.1	NP_477170.1
OG0000569	XP_039312304.1	NP_524209.3
OG0000569	XP_011157244.1	NP_524233.1
OG0000570	XP_039314374.1, XP_025987778.1, XP_025987776.1, XP_025987777.1	NP_572801.2
OG0000571	XP_011157319.2, XP_039306862.1, XP_039306865.1	NP_524625.3
OG0000572	XP_039311184.1	NP_001033956.2
OG0000573	XP_011162484.1, XP_011162486.1	NP_001260658.1
OG0000574	XP_011175919.1, XP_011175979.1	NP_610901.1
OG0000575	XP_025990180.1, XP_011166359.2	NP_996071.2, NP_650108.2, NP_001097598.1, NP_001097597.2
OG0000576	XP_025993714.1, XP_025993716.1, XP_025993717.1	NP_001285799.1
OG0000579	XP_011156052.1, XP_011156051.1	NP_001096880.1
OG0000582	XP_011160599.1	NP_647703.1
OG0000584	XP_039302271.1	NP_731825.1
OG0000585	XP_011170883.1, XP_011169115.1	NP_001262720.1
OG0000586	XP_011165979.1, XP_011165978.1	NP_001285420.1, NP_477101.1
OG0000587	XP_039303764.1	NP_001247005.1
OG0000588	XP_039307024.1	NP_477442.1
OG0000589	XP_025989087.1, XP_039309540.1, XP_039309539.1	NP_608365.1, NP_648309.1
OG0000591	XP_011172770.1, XP_011172760.1, XP_011172764.1	NP_001246992.1
OG0000591	XP_011172322.1	NP_476947.1
OG0000593	XP_025990297.2, XP_039306195.1	NP_001261723.1
OG0000594	XP_011169319.1, XP_039310004.1	NP_649931.1
OG0000595	XP_011157974.1	NP_001260766.1
