Orthogroup	Solenopsis_invicta	Aedes_aegypti
OG0000156	XP_039313051.1, XP_039313052.1, XP_011167313.1, XP_011167314.1, XP_011167312.1	XP_021696919.1, XP_021712121.1
OG0000157	XP_039311111.1, XP_039311110.1	XP_001655764.1, XP_011493631.1, XP_001655766.1, XP_001655767.1, XP_021702729.1
OG0000158	XP_039312830.1, XP_011168943.1, XP_011168955.1, XP_039312827.1	XP_021696507.1, XP_021696509.1, XP_021698714.1
OG0000160	XP_025995468.2	XP_021709766.1
OG0000160	XP_039307899.1	XP_021707900.1, XP_021710525.1, XP_001662274.1
OG0000161	XP_011171818.2, XP_011157167.1, XP_011171836.1	XP_001656119.2
OG0000162	XP_011158164.1	XP_021704010.1
OG0000162	XP_025990139.1	XP_021706951.1
OG0000163	XP_039308609.1, XP_025995107.1, XP_039314688.1, XP_025985726.2, XP_039310227.1, XP_039305119.1, XP_039308588.1, XP_039313530.1, XP_039305423.1, XP_039308364.1, XP_039302748.1, XP_039307028.1, XP_039302949.1, XP_039309116.1, XP_039306857.1, XP_039302182.1, XP_039302778.1, XP_039302725.1, XP_039315256.1, XP_025990842.2, XP_039310495.1, XP_039306670.1, XP_039305300.1	XP_001662163.1
OG0000164	XP_011175603.2, XP_039313027.1	XP_001654887.2, XP_021701278.1, XP_001654888.2, XP_021697710.1, XP_021695328.1
OG0000165	XP_011162664.1, XP_011162665.1, XP_025987522.1, XP_025987521.1	XP_021697212.1
OG0000165	XP_011173553.1	XP_021704115.1, XP_021704136.1, XP_021704202.1
OG0000166	XP_025986750.2, XP_025986751.2, XP_039305072.1, XP_039305077.1	XP_021694247.1, XP_021704926.1, XP_021704934.1, XP_021704935.1
OG0000169	XP_011166801.1, XP_011166805.2, XP_011166806.2	XP_021702706.1
OG0000170	XP_011161394.2	XP_001654345.1
OG0000170	XP_011161401.1, XP_011161396.1, XP_011161392.2, XP_011161398.1	XP_021699236.1
OG0000171	XP_011160261.1, XP_039309768.1, XP_011160941.1, XP_039309770.1, XP_011160937.1, XP_011160936.1	XP_001654890.1, XP_001654889.1, XP_001654886.2, XP_001656792.2
OG0000173	XP_025993243.1, XP_011165836.1, XP_039304290.1, XP_011165837.1, XP_011165835.1	XP_021694163.1, XP_001649426.1
OG0000174	XP_025991237.1, XP_025991236.1, XP_025991235.1, XP_025991234.1, XP_025991233.1, XP_039302167.1, XP_039302166.1	XP_021704325.1, XP_021704326.1
OG0000175	XP_039302006.1, XP_039302007.1, XP_011157853.1	XP_001654240.1
OG0000177	XP_025993788.1	XP_001651644.2
OG0000177	XP_011167661.1	XP_021707471.1, XP_021707472.1
OG0000178	XP_011165136.1	XP_021707000.1, XP_021706999.1
OG0000179	XP_011164111.1	XP_001655662.1, XP_021712235.1
OG0000180	XP_011166951.1, XP_011166952.1, XP_025986052.1, XP_025986051.1	XP_001654382.1, XP_001654381.1, XP_021693530.1, XP_021693529.1
OG0000181	XP_025994298.1, XP_025994299.1, XP_039312812.1, XP_039312813.1, XP_011169149.1, XP_011169148.1	XP_001656977.3
OG0000183	XP_011173713.1, XP_011173715.1	XP_001655456.2
OG0000183	XP_025992667.1	XP_021704629.1, XP_021704627.1
OG0000184	XP_039308158.1, XP_039308138.1, XP_039308136.1	XP_011493295.2, XP_021702574.1, XP_001655087.1, XP_011493580.2
OG0000185	XP_011158491.1, XP_011158492.1	XP_001651366.1
OG0000186	XP_039303622.1, XP_025989743.2, XP_011172186.2, XP_039302616.1, XP_011172178.2, XP_011172155.1, XP_025989742.2, XP_011172133.1	XP_001658387.1, XP_021710177.1, XP_001652490.2
OG0000187	XP_039309150.1, XP_011165088.1, XP_011165087.1	XP_021703024.1, XP_021703026.1, XP_021703025.1, XP_021703030.1, XP_021703029.1, XP_021703028.1, XP_021703027.1
OG0000188	XP_039308892.1, XP_039308891.1, XP_039308889.1, XP_039308888.1	XP_021694895.1
OG0000188	XP_011168465.1	XP_021704883.1
OG0000189	XP_011170993.1, XP_039306223.1	XP_001655465.2, XP_001655464.2
OG0000190	XP_011166168.1, XP_039304064.1, XP_025988559.1	XP_001660557.1
OG0000191	XP_039315120.1, XP_011164616.2	XP_021708624.1, XP_021708625.1, XP_001651643.2, XP_021711114.1, XP_001658852.2, XP_021709915.1, XP_021708162.1, XP_021706594.1, XP_001647986.1, XP_021707346.1, XP_021705110.1, XP_001661290.1, XP_021706490.1
OG0000192	XP_039310511.1, XP_039310512.1, XP_039310513.1, XP_039310514.1, XP_025989114.2, XP_025989113.2, XP_011155855.2	XP_001664087.2
OG0000194	XP_039304800.1	XP_001658607.2
OG0000196	XP_039306717.1, XP_011171411.1, XP_011171412.1, XP_039306716.1	XP_021709422.1, XP_021709426.1
OG0000197	XP_011157191.1	XP_021697283.1, XP_021697282.1, XP_021697285.1, XP_021697284.1, XP_001661709.1, XP_021697516.1, XP_021697517.1, XP_021697518.1, XP_021697519.1
OG0000198	XP_011163990.2, XP_039313887.1, XP_025994493.1	XP_021706486.1
OG0000200	XP_011170758.1	XP_001655242.1
OG0000201	XP_025990401.2	XP_001663057.1
OG0000201	XP_039308817.1, XP_011165064.3, XP_039308820.1, XP_011165062.1, XP_011165070.2, XP_011165069.2	XP_011493157.1, XP_001652982.2, XP_021711304.1, XP_001659011.2, XP_001659009.1, XP_021712798.1, XP_001654269.2
OG0000202	XP_025993071.1	XP_021695300.1
OG0000203	XP_011160113.1, XP_011160112.1	XP_001662504.2
OG0000203	XP_011168468.1, XP_039309884.1	XP_021697410.1
OG0000204	XP_011157986.2, XP_039310926.1, XP_039310928.1, XP_039310930.1, XP_039310927.1, XP_025986662.2, XP_025986663.1, XP_011157989.1, XP_039310924.1, XP_025986661.1, XP_011157991.1, XP_011156232.2	XP_021704598.1, XP_021704597.1, XP_001656463.1
OG0000205	XP_011168746.1, XP_039308307.1	XP_021697855.1, XP_021697857.1, XP_021697856.1, XP_021697859.1, XP_021697858.1, XP_021697862.1, XP_021697860.1
OG0000206	XP_025988777.2, XP_039314221.1, XP_039314222.1	XP_001651825.1, XP_021704991.1
OG0000206	XP_039314588.1, XP_039314587.1, XP_039314586.1, XP_039302134.1, XP_039302063.1, XP_011172221.2, XP_011172346.2, XP_025993307.2	XP_001648552.1
OG0000207	XP_025996998.1	XP_001650660.1
OG0000207	XP_011156648.1, NP_001291516.1	XP_021698130.1
OG0000208	XP_011156625.1	XP_021698134.1, XP_021698133.1
OG0000208	XP_039313116.1, XP_039313117.1	XP_001653727.1
OG0000209	XP_011160517.1, XP_011160520.1	XP_021711015.1, XP_021711016.1
OG0000210	XP_039301699.1, XP_011157224.2	XP_021702938.1
OG0000210	XP_025991680.2	XP_001655152.2
OG0000212	XP_011175849.1, XP_011175847.2	XP_001650168.2, XP_001650170.2, XP_001650169.2, XP_021705033.1
OG0000213	XP_039307097.1, XP_039307100.1, XP_039307098.1, XP_039307099.1, XP_039307096.1	XP_001660162.2
OG0000214	XP_011162082.1	XP_001653648.2
OG0000214	XP_025990048.1, XP_025990047.1	XP_001660495.2, XP_001648014.1
OG0000215	XP_025993451.1, XP_039314411.1, XP_011167858.1, XP_011167862.1, XP_039314414.1, XP_039314413.1, XP_011167867.1, XP_039314640.1	XP_001650687.1
OG0000216	XP_011163750.1	XP_021695787.1, XP_021695812.1, XP_001658816.2, XP_001660657.2, XP_001652926.3, XP_021705200.1, XP_001652928.1, XP_001652922.1, XP_021704573.1, XP_001656766.3, XP_001663987.1, XP_001652925.2
OG0000217	XP_011155464.2	XP_021712681.1, XP_001656258.2, XP_021707319.1, XP_021696760.1, XP_021696771.1, XP_021694727.1
OG0000218	XP_011160002.1, XP_011160001.1, XP_011160003.1, XP_011160000.1	XP_021706089.1, XP_001660419.1
OG0000219	XP_011168754.1, XP_011168753.1, XP_011168751.1, XP_011168750.1, XP_011168748.1	XP_001650937.1, XP_021711710.1
OG0000220	XP_039306555.1, XP_039306557.1, XP_039306558.1, XP_039306556.1, XP_039306554.1, XP_011172901.1	XP_021710699.1, XP_001651636.1
OG0000221	XP_025986297.1	XP_001660128.1
OG0000223	XP_011166243.1	XP_021710530.1
OG0000223	XP_011158143.1	XP_001658512.3
OG0000224	XP_011167331.2, XP_025988662.1, XP_011167330.1, XP_025988660.1	XP_001654732.1, XP_001654733.2
OG0000225	XP_011163590.1, XP_011163589.1, XP_039304922.1, XP_011163592.1	XP_001647679.1
OG0000226	XP_039305990.1, XP_011165709.2, XP_039305989.1, XP_025988432.1, XP_025988435.1	XP_021708650.1
OG0000226	XP_025988429.1	XP_021706929.1
OG0000227	XP_025988617.1, XP_025988616.1	XP_021696785.1
OG0000228	XP_039312991.1, XP_039311970.1, XP_039304297.1, XP_011175783.1, XP_025997477.2, XP_039304823.1, XP_039308733.1, XP_039302912.1, XP_039304364.1, XP_025998010.1	XP_021712416.1
OG0000230	XP_039310937.1, XP_011157985.1	XP_021699383.1
OG0000231	XP_039311197.1, XP_025994418.1, XP_025994419.1, XP_025994417.1	XP_021702255.1, XP_001656509.2, XP_011493518.1, XP_021712758.1, XP_021712760.1, XP_021698283.1, XP_021698300.1
OG0000232	XP_011161208.1, XP_011161207.1	XP_021697432.1, XP_021697433.1, XP_021697431.1, XP_021697430.1, XP_021697411.1, XP_021697412.1, XP_021697413.1, XP_021697424.1, XP_021697425.1, XP_021697426.1, XP_021697427.1, XP_021697428.1, XP_021697429.1, XP_021697414.1, XP_021697421.1, XP_021697420.1, XP_021697419.1, XP_021697418.1, XP_021697417.1, XP_021697416.1, XP_021697415.1, XP_021697423.1, XP_021697422.1
OG0000233	XP_011165376.2, XP_011165374.2, XP_011165377.1, XP_011165378.1, XP_011165383.1, XP_025993530.1, XP_011165381.1, XP_011165400.1, XP_025993534.2	XP_001657370.2
OG0000234	XP_039301750.1, XP_039301749.1, XP_025986027.1, XP_025986025.2, XP_025986029.1, XP_025986030.1, XP_025986032.1, XP_025986033.1, XP_025986034.1, XP_025992614.1, XP_011166748.1, XP_039301747.1, XP_011166749.1, XP_011166747.1, XP_011166745.1, XP_011166746.1	XP_001659472.1, XP_001659474.1, XP_001659473.2
OG0000235	XP_039301746.1, XP_011176069.1, XP_011176072.1, XP_011176068.1	XP_021707634.1, XP_021707632.1, XP_021707627.1
OG0000236	XP_011164467.1	XP_001657619.2, XP_001651997.1, XP_021712370.1, XP_001651998.1, XP_021712372.1, XP_001651166.1, XP_001651167.1
OG0000236	XP_025993904.1	XP_001652725.2
OG0000237	XP_025992756.2	XP_021708376.1
OG0000238	XP_039309919.1, XP_039306377.1, XP_039315360.1, XP_039312402.1, XP_011157128.1, XP_011161415.2, XP_025996073.1, XP_039306756.1, XP_011167580.1, XP_039301693.1, XP_025992300.1, XP_011169788.1	XP_021695204.1
OG0000239	XP_011164898.1, XP_011164905.1, XP_039315084.1, XP_039313572.1, XP_025986634.2, XP_025986633.2, XP_025986632.2	XP_001648774.2, XP_021704849.1, XP_021705252.1, XP_001662669.2
OG0000241	XP_011175763.2	XP_001661295.2, XP_001652449.1
OG0000242	XP_039303865.1, XP_039304509.1, XP_039304763.1, XP_039308990.1, XP_039304762.1, XP_039304760.1, XP_039304761.1, XP_039308991.1, XP_039304759.1, XP_039304757.1, XP_011169761.2, XP_025991592.2	XP_001662864.3, XP_021705201.1, XP_001662868.2, XP_021709352.1, XP_021707901.1, XP_021706401.1, XP_021706946.1, XP_021704581.1, XP_001662870.1, XP_001662865.3
OG0000243	XP_039301690.1, XP_039301691.1, XP_011170229.2, XP_039312287.1, XP_039312290.1, XP_011163953.1, XP_039304163.1, XP_011166868.1, XP_011166866.1, XP_011166867.2	XP_001656949.2, XP_001656950.2, XP_021705735.1, XP_021704726.1
OG0000244	XP_039306518.1, XP_011175201.1, XP_011175202.1	XP_001652340.2
OG0000245	XP_011162616.1	XP_001663686.2, XP_001663685.2, XP_021699381.1, XP_021699380.1, XP_001663688.2, XP_001650638.2, XP_001650639.2, XP_001661890.1, XP_001661891.2, XP_001661190.2, XP_001648968.1
OG0000246	XP_011161827.1, XP_039303228.1	XP_021702972.1
OG0000246	XP_039302793.1, XP_039302661.1	XP_001661057.2
OG0000247	XP_011173011.1	XP_021694288.1
OG0000248	XP_039304040.1, XP_025995392.1	XP_021712411.1, XP_021695736.1, XP_021712410.1, XP_001648018.2, XP_021695735.1, XP_001651553.2
OG0000249	XP_011156910.2, XP_039306219.1, XP_011156908.1, XP_011174006.1	XP_021706510.1, XP_021706400.1, XP_021712619.1, XP_021695195.1, XP_021694257.1, XP_021700139.1, XP_001658058.1
OG0000250	XP_011161725.1, XP_025995993.1, XP_025995992.1, XP_011156530.2, XP_039308592.1	XP_001660282.2, XP_021705092.1
OG0000252	XP_025997250.1	XP_001659013.1, XP_021711486.1
OG0000253	XP_039309534.1	XP_021703386.1, XP_021703387.1, XP_021703388.1
OG0000254	XP_011166638.1	XP_001664252.1
OG0000254	XP_011155529.1	XP_021713090.1, XP_021713086.1, XP_021713085.1, XP_021713089.1, XP_021713088.1, XP_021713082.1, XP_021713081.1, XP_021713084.1, XP_021713083.1, XP_021713091.1
OG0000255	XP_039307633.1, XP_011165456.1, XP_011165455.1, XP_039307648.1, XP_039303212.1, XP_039301859.1, XP_039301860.1, XP_039304117.1, XP_039307649.1, XP_039301858.1, XP_011155980.2	XP_021695873.1
OG0000256	XP_011169053.1, XP_011169052.1	XP_001659923.1
OG0000257	XP_039314679.1	XP_021707001.1
OG0000257	XP_039314645.1	XP_001653528.1
OG0000260	XP_039302312.1	XP_021710146.1
OG0000261	XP_011163661.1, XP_039305380.1, XP_011163662.1	XP_001653512.1
OG0000262	XP_039308851.1, XP_025988635.2, XP_039314224.1, XP_039311287.1, XP_039305233.1, XP_039309073.1	XP_021710972.1, XP_021710978.1
OG0000262	XP_039310723.1	XP_021707597.1
OG0000262	XP_039303296.1, XP_025995179.1, XP_011159499.2, XP_039303028.1	XP_021694838.1, XP_021694837.1
OG0000263	XP_011170654.1, XP_011170655.1, XP_011170657.1, XP_011170656.1, XP_011170653.1	XP_021695756.1, XP_001659895.1
OG0000264	XP_039306192.1	XP_021699793.1
OG0000264	XP_011165046.1	XP_001654772.1
OG0000265	XP_011163230.1, XP_011172089.2, XP_025991743.1	XP_021693311.1, XP_021693310.1, XP_001656086.1, XP_001656087.2
OG0000266	XP_011163945.2	XP_001663718.1
OG0000266	XP_011167747.1	XP_001648452.3
OG0000268	XP_011158225.1, XP_011158224.1	XP_021694310.1, XP_021709288.1, XP_021708718.1, XP_021703075.1, XP_021703638.1, XP_021708988.1
OG0000269	XP_011176251.1, XP_011176253.1, XP_025987467.1, XP_025987468.1, XP_025987465.1, XP_025987466.1, XP_025987463.1, XP_025987464.1	XP_021694258.1
OG0000270	XP_025992265.1	XP_021693340.1
OG0000270	XP_011166273.1	XP_021693342.1
OG0000271	NP_001291526.1, XP_025988373.1	XP_021694461.1, XP_021694462.1, XP_001657210.3, XP_021694460.1
OG0000272	XP_011157845.2	XP_021702656.1, XP_001651408.2
OG0000273	XP_011169097.2, XP_011169099.2, XP_025988447.2, XP_011169096.2	XP_021697010.1
OG0000274	XP_039314283.1, XP_039314280.1, XP_039314281.1, XP_025988766.1, XP_025988765.1, XP_025988767.1, XP_039314282.1	XP_021708647.1, XP_021712554.1
OG0000275	XP_039313032.1, XP_039313033.1, XP_039313034.1	XP_021698978.1, XP_021698986.1, XP_021698985.1, XP_021698984.1, XP_021698983.1, XP_021698982.1, XP_021698981.1, XP_021698980.1, XP_021698979.1, XP_021698977.1
OG0000277	XP_011157342.1	XP_021699116.1, XP_021699115.1, XP_021699120.1, XP_021699119.1, XP_021699118.1, XP_021699117.1
OG0000278	XP_011164304.1, XP_011164305.1	XP_021710949.1, XP_021710951.1, XP_021710950.1, XP_001661751.1
OG0000279	XP_025993822.1, XP_025993819.1, XP_025993821.1, XP_025993820.1, XP_039309319.1, XP_011164446.1, XP_039309318.1	XP_021701402.1, XP_021704615.1
OG0000281	XP_011164399.1	XP_021704238.1, XP_021704239.1, XP_001651431.1
OG0000283	XP_039302806.1	XP_021699203.1
OG0000284	XP_025994994.1	XP_021713281.1
OG0000284	XP_011161425.1	XP_001649911.1
OG0000285	XP_039311592.1, XP_011176371.1, XP_011176378.1, XP_011176361.1	XP_021711274.1, XP_021711275.1, XP_001654392.1, XP_001654393.1
OG0000287	XP_011165803.1	XP_021693442.1, XP_021693441.1, XP_021693440.1, XP_021693439.1, XP_001654533.1, XP_001654534.1, XP_021693438.1
OG0000287	XP_011165802.1	XP_001653434.1
OG0000288	XP_011167249.2	XP_021708643.1
OG0000288	XP_039314771.1	XP_021701110.1, XP_021701114.1, XP_021701113.1, XP_021701116.1, XP_021701115.1, XP_021701109.1, XP_021701112.1, XP_021701117.1
OG0000289	XP_039313629.1, XP_039313627.1, XP_011166676.1, XP_025994274.1, XP_011166677.1, XP_011166680.1, XP_011166679.1	XP_001653392.1, XP_021700629.1
OG0000291	XP_011175630.2, XP_011165472.3	XP_001660325.1
OG0000292	XP_011157423.1	XP_021705719.1
OG0000295	XP_011157721.3	XP_001657310.1, XP_001657309.1, XP_021709409.1, XP_021711736.1
OG0000296	XP_039313607.1	XP_021696627.1, XP_001652037.1
OG0000298	XP_011163496.1, XP_039314927.1, XP_039314926.1, XP_011163495.1	XP_001653995.1
OG0000299	XP_011168755.2, XP_039308295.1, XP_011168756.2	XP_001651322.2
OG0000300	XP_039309883.1	XP_001655172.1
OG0000301	XP_011170516.1, XP_039304166.1	XP_001648376.1
OG0000301	XP_011156580.1	XP_001658068.2
OG0000302	XP_039311789.1	XP_011493002.2
OG0000304	XP_039302604.1, XP_011175853.1	XP_021710383.1, XP_021710379.1, XP_021710380.1, XP_021710381.1, XP_021710384.1, XP_021710386.1, XP_021710382.1
OG0000305	XP_011161793.1	XP_021713275.1
OG0000305	XP_011165476.2	XP_021709869.1
OG0000306	XP_025988786.1, XP_011170424.1, XP_039314289.1, XP_039314295.1	XP_021713149.1, XP_001657736.2
OG0000307	XP_039315186.1, XP_039309355.1, XP_039315188.1, XP_039315187.1, XP_039309356.1, XP_039309357.1	XP_001648503.2, XP_021709490.1
OG0000308	XP_025990312.1, XP_039306101.1, XP_025990313.1, XP_039306095.1, XP_039306092.1, XP_039306103.1	XP_021704951.1, XP_001652493.1
OG0000309	XP_039314088.1, XP_025995008.1, XP_025995007.1, XP_025995009.1	XP_021703498.1, XP_021703499.1, XP_021703500.1, XP_021703501.1
OG0000310	XP_011158546.1, XP_011158544.1, XP_039302548.1, XP_039302551.1, XP_039302550.1, XP_039302549.1, XP_039302552.1, XP_039302553.1	XP_021709445.1, XP_021707061.1
OG0000311	XP_025991643.1, XP_011161322.1, XP_039314394.1, XP_039301666.1, XP_039301665.1, XP_011162412.2, XP_039308731.1, XP_011161325.1, XP_039306127.1, XP_025997312.1, XP_011175170.1, XP_039306544.1, XP_039306543.1, XP_011175275.1, XP_039306140.1, XP_039306124.1, XP_039306125.1, XP_039306123.1, XP_039306134.1, XP_039306133.1, XP_039306137.1, XP_039315137.1	XP_001663796.1
OG0000312	XP_011173333.1	XP_011493181.2
OG0000313	XP_011175815.1	XP_021711596.1
OG0000314	XP_039310823.1	XP_021694403.1
OG0000315	XP_011156600.1, XP_011167657.2, XP_011167650.2, XP_011167653.1, XP_039312601.1, XP_011167658.1, XP_011167651.2, XP_011167652.1, XP_011167649.1	XP_001659087.2, XP_021708161.1, XP_001659089.2, XP_021708674.1, XP_021708675.1
OG0000316	XP_011165933.1	XP_001659462.2
OG0000316	XP_025989686.2	XP_021708459.1
OG0000317	XP_025995413.2, XP_039313826.1, XP_011162316.2, XP_011162315.2, XP_025995412.2	XP_021709328.1
OG0000318	XP_025995691.2	XP_001650490.2
OG0000318	XP_011176294.1	XP_001650906.1, XP_021701160.1, XP_021701159.1, XP_021701158.1
OG0000319	XP_011169063.1, XP_011169064.1, XP_011169065.1	XP_021696890.1, XP_021696891.1, XP_021696892.1, XP_021696894.1, XP_021696895.1, XP_021696896.1, XP_021696897.1, XP_021696893.1, XP_001650010.1, XP_021696889.1
OG0000320	XP_011157059.2, XP_011159342.1, XP_011159343.1, XP_011159341.1, XP_039304572.1	XP_001657626.2, XP_021712346.1, XP_021707306.1, XP_021707307.1, XP_001652831.1, XP_001663870.2, XP_001653082.1
OG0000321	XP_011172456.1, XP_011172453.1, XP_039314100.1	XP_001654226.2
OG0000322	XP_011157229.1, XP_011157228.1	XP_021699357.1, XP_001664072.2, XP_001664071.2
OG0000323	XP_011162498.1, XP_039310186.1, XP_039310184.1, XP_039310185.1	XP_021709796.1
OG0000325	XP_025995957.2	XP_021707537.1, XP_021707536.1, XP_021707533.1, XP_021707534.1, XP_021707535.1, XP_021707531.1, XP_021707530.1, XP_021707529.1, XP_021707538.1, XP_021707532.1
OG0000326	XP_011155856.1, XP_025991274.1, XP_025991272.1, XP_025991273.1	XP_021704815.1, XP_001661509.1, XP_021704813.1, XP_021704814.1, XP_021706377.1
OG0000329	XP_011174933.2, XP_011174925.1	XP_001663012.2, XP_001663019.1, XP_001663014.2, XP_021713330.1, XP_001663018.1, XP_001663020.2, XP_001663015.2, XP_001657173.1
OG0000330	XP_025989792.2, XP_011160312.2	XP_021712238.1, XP_001657293.2, XP_001657289.2, XP_001657288.2
OG0000332	XP_011173375.1, XP_011173377.1, XP_039305807.1	XP_001648362.2
OG0000333	XP_039305276.1, XP_039305277.1	XP_021693426.1
OG0000334	XP_039308455.1, XP_039308454.1, XP_039306966.1, XP_039308429.1	XP_021701876.1
OG0000335	XP_011157762.1	XP_021711938.1
OG0000336	XP_011164875.1, XP_011164877.1, XP_025987058.2	XP_001655208.2
OG0000337	XP_011173365.2	XP_021696470.1, XP_021696471.1, XP_021711867.1
OG0000338	XP_011170750.1	XP_021704339.1, XP_021712750.1, XP_021699898.1, XP_021699880.1, XP_001648753.2
OG0000339	XP_011166134.1	XP_001648723.1
OG0000339	XP_011176133.1	XP_001656676.1
OG0000341	XP_011160367.1	XP_021702717.1, XP_001659283.1
OG0000342	XP_025992367.1	XP_021700597.1
OG0000342	XP_025986147.2	XP_021709325.1
OG0000343	XP_011172106.1	XP_021708138.1, XP_021708134.1, XP_021708135.1, XP_021708132.1, XP_021708133.1, XP_021708130.1, XP_021708131.1, XP_021708137.1, XP_021708129.1, XP_021708128.1, XP_021708127.1, XP_021708136.1, XP_021708126.1, XP_021704604.1
OG0000344	XP_011171384.2, XP_011171383.2, XP_039306999.1	XP_021697739.1, XP_021697741.1, XP_021697740.1
OG0000345	XP_011159940.2, XP_039311426.1, XP_011159942.2, XP_011159941.2	XP_021707280.1, XP_021707281.1, XP_021707282.1
OG0000347	XP_039311376.1	XP_021700452.1
OG0000349	XP_039313919.1, XP_039313920.1, XP_039313917.1, XP_039313918.1, XP_039313921.1, XP_039313922.1	XP_021693827.1
OG0000350	XP_039308116.1, XP_039308118.1, XP_039308117.1, XP_039308119.1, XP_011159774.1, XP_011159775.1	XP_001659213.2
OG0000351	XP_011175689.2, XP_039313432.1, XP_039313431.1, XP_039313430.1, XP_039313429.1, XP_039312928.1, XP_011164500.2	XP_021707134.1, XP_001647780.1
OG0000352	XP_011167136.1	XP_021696227.1, XP_021696225.1, XP_021696229.1, XP_021696224.1, XP_021696228.1, XP_021696219.1, XP_021696220.1, XP_021696221.1, XP_021696216.1, XP_021696217.1, XP_021696222.1, XP_021696223.1, XP_001654250.2, XP_021696226.1
OG0000356	XP_039310530.1	XP_001657830.1, XP_001648015.1, XP_001647923.1, XP_001655977.1, XP_001647921.1, XP_001647922.2
