Orthogroup	Osmia_lignaria	Anopheles_gambiae
OG0000287	XP_034181060.1	XP_320482.3
OG0000288	XP_034182201.1	XP_552525.3
OG0000288	XP_034176886.1	XP_319330.4
OG0000289	XP_034172935.1	XP_319051.2
OG0000291	XP_034179489.1	XP_001689411.1
OG0000295	XP_034177800.1, XP_034177802.1, XP_034177803.1	XP_564212.2
OG0000296	XP_034182600.1, XP_034182597.1, XP_034182598.1	XP_316088.3
OG0000297	XP_034181132.1	XP_309482.3
OG0000298	XP_034177626.1, XP_034177625.1, XP_034177622.1, XP_034177623.1	XP_003436069.1, XP_307929.5
OG0000299	XP_034182423.1, XP_034182421.1, XP_034182422.1, XP_034182424.1	XP_317327.4
OG0000300	XP_034177825.1	XP_315560.2
OG0000300	XP_034193167.1, XP_034193170.1	XP_311179.3
OG0000301	XP_034187069.1	XP_003437208.1, XP_003437207.1, XP_003437206.1, XP_558699.5
OG0000301	XP_034187199.1	XP_555875.4
OG0000302	XP_034189557.1	XP_320795.4
OG0000302	XP_034189445.1, XP_034189444.1	XP_559969.3
OG0000303	XP_034187015.1	XP_562126.3
OG0000304	XP_034185537.1, XP_034185536.1, XP_034185539.1, XP_034185538.1, XP_034185540.1, XP_034185535.1	XP_309314.4
OG0000305	XP_034181240.1	XP_563311.4
OG0000306	XP_034176770.1, XP_034176766.1	XP_313557.5
OG0000307	XP_034191324.1, XP_034191323.1	XP_321110.5
OG0000308	XP_034183858.1, XP_034183859.1, XP_034183861.1, XP_034183857.1, XP_034183860.1, XP_034183862.1, XP_034183855.1, XP_034183854.1	XP_003436758.1, XP_313171.5
OG0000309	XP_034191109.1, XP_034191110.1	XP_314908.3
OG0000310	XP_034171333.1, XP_034171334.1, XP_034171330.1, XP_034171331.1, XP_034171332.1	XP_554747.3
OG0000311	XP_034192428.1	XP_308653.4
OG0000312	XP_034194110.1, XP_034194111.1	XP_314530.4
OG0000313	XP_034185221.1	XP_317714.4, XP_317713.4, XP_319608.4, XP_003435856.1, XP_003435855.1, XP_321620.4
OG0000314	XP_034178893.1, XP_034178894.1	XP_001230545.2, XP_309706.4
OG0000314	XP_034178892.1	XP_313795.3
OG0000315	XP_034196203.1	XP_309465.3, XP_309463.4, XP_309462.4
OG0000316	XP_034190778.1	XP_024667073.1
OG0000316	XP_034191977.1	XP_024667074.1
OG0000317	XP_034175009.1, XP_034175007.1, XP_034175006.1, XP_034175001.1, XP_034175000.1, XP_034174999.1, XP_034175005.1, XP_034175004.1, XP_034175003.1, XP_034175002.1, XP_034175008.1	XP_313902.4
OG0000318	XP_034190993.1	XP_318652.3
OG0000319	XP_034193123.1, XP_034193122.1, XP_034193121.1	XP_001688115.1, XP_308867.3
OG0000320	XP_034191979.1	XP_564296.2, XP_310187.3
OG0000321	XP_034181909.1	XP_319900.4
OG0000322	XP_034189952.1, XP_034183562.1	XP_309035.3, XP_001237166.1, XP_001688149.1, XP_308997.4
OG0000323	XP_034175132.1, XP_034175130.1, XP_034175131.1	XP_321271.5
OG0000324	XP_034174782.1, XP_034174775.1	XP_307908.4
OG0000325	XP_034174351.1	XP_321287.5
OG0000326	XP_034184186.1, XP_034184185.1	XP_321051.5, XP_321052.5
OG0000327	XP_034175010.1, XP_034175012.1	XP_316546.4
OG0000329	XP_034191092.1	XP_313828.2, XP_313829.3
OG0000330	XP_034186846.1	XP_557449.3
OG0000330	XP_034196109.1, XP_034196108.1	XP_309352.4
OG0000331	XP_034185977.1, XP_034185976.1	XP_310335.3, XP_003436613.1, XP_003436612.1
OG0000332	XP_034194113.1, XP_034194114.1, XP_034194115.1	XP_566006.4
OG0000333	XP_034173930.1, XP_034173975.1	XP_312762.5, XP_003436384.1
OG0000334	XP_034183398.1, XP_034183399.1	XP_314676.4
OG0000335	XP_034175478.1, XP_034183104.1, XP_034183101.1, XP_034183103.1, XP_034183105.1, XP_034183102.1, XP_034183106.1	XP_003436883.1, XP_316737.3
OG0000336	XP_034190416.1	XP_307640.4, XP_313669.5
OG0000337	XP_034175506.1	XP_308411.4, XP_001687921.1
OG0000338	XP_034182687.1	XP_316824.5
OG0000338	XP_034176771.1	XP_319663.4, XP_319430.4
OG0000339	XP_034192643.1	XP_312776.3
OG0000339	XP_034185690.1	XP_318978.3
OG0000340	XP_034180751.1	XP_320471.4
OG0000341	XP_034184451.1, XP_034184452.1, XP_034184449.1, XP_034184448.1, XP_034184450.1	XP_319890.3
OG0000342	XP_034175390.1	XP_316483.4
OG0000342	XP_034176651.1	XP_315148.4
OG0000343	XP_034171667.1, XP_034171668.1, XP_034171666.1	XP_311526.4
OG0000344	XP_034172096.1, XP_034172095.1, XP_034172097.1	XP_001237160.2
OG0000345	XP_034194321.1	XP_318033.4
OG0000347	XP_034188955.1, XP_034188954.1, XP_034188956.1, XP_034188959.1, XP_034188958.1, XP_034188957.1	XP_319116.4
OG0000348	XP_034173336.1, XP_034173335.1, XP_034173337.1, XP_034173334.1	XP_319147.4
OG0000349	XP_034191076.1, XP_034191073.1, XP_034191074.1	XP_309063.4
OG0000350	XP_034175114.1, XP_034175113.1, XP_034175112.1	XP_308023.5
OG0000351	XP_034182794.1, XP_034182795.1	XP_321705.4
OG0000352	XP_034171365.1, XP_034171366.1	XP_001687947.1, XP_308460.4
OG0000356	XP_034184610.1	XP_318661.2, XP_314462.2, XP_314108.4, XP_313271.1, XP_313719.3, XP_001687816.1
OG0000357	XP_034180710.1, XP_034180709.1, XP_034180712.1, XP_034180711.1	XP_319323.3
OG0000358	XP_034177323.1, XP_034177336.1, XP_034177344.1, XP_034177330.1	XP_315015.1
OG0000360	XP_034178956.1	XP_311565.4
OG0000361	XP_034179560.1	XP_320718.4
OG0000362	XP_034189061.1	XP_315999.4
OG0000362	XP_034188792.1, XP_034188799.1	XP_315998.4
OG0000363	XP_034171304.1	XP_310546.5
OG0000363	XP_034184767.1	XP_310545.4, XP_551277.4, XP_313887.5, XP_003435866.1, XP_001687778.2
OG0000364	XP_034177364.1, XP_034177365.1	XP_319428.4, XP_308650.4
OG0000365	XP_034176168.1, XP_034176167.1, XP_034176169.1	XP_316149.4
OG0000366	XP_034193594.1, XP_034193586.1, XP_034193587.1, XP_034193584.1	XP_001688691.1, XP_315611.3
OG0000367	XP_034183395.1, XP_034183397.1, XP_034183396.1	XP_561080.4, XP_313654.5
OG0000368	XP_034187101.1	XP_310154.1
OG0000369	XP_034179186.1, XP_034181298.1	XP_559235.3, XP_311598.4
OG0000370	XP_034171787.1	XP_313875.2
OG0000370	XP_034171026.1	XP_313874.5, XP_001237553.3
OG0000371	XP_034179367.1, XP_034179365.1, XP_034179363.1, XP_034179361.1, XP_034179366.1, XP_034179362.1	XP_316786.4
OG0000372	XP_034175981.1, XP_034189717.1	XP_310552.5, XP_003437022.1
OG0000375	XP_034182296.1, XP_034182318.1, XP_034182328.1, XP_034182303.1, XP_034182312.1	XP_314533.4
OG0000376	XP_034183658.1, XP_034183657.1	XP_314270.5
OG0000377	XP_034172682.1	XP_317423.4, XP_555424.2
OG0000377	XP_034189355.1	XP_321752.4
OG0000378	XP_034195429.1	XP_313201.4
OG0000379	XP_034194737.1, XP_034194740.1, XP_034194741.1, XP_034194738.1, XP_034194739.1, XP_034194742.1	XP_311845.5, XP_003436359.1
OG0000380	XP_034173136.1, XP_034173135.1	XP_319182.3, XP_553933.2
OG0000381	XP_034186144.1	XP_003436397.1, XP_312797.5
OG0000381	XP_034171088.1	XP_309483.4
OG0000382	XP_034186142.1, XP_034186146.1, XP_034186143.1, XP_034186145.1, XP_034173696.1	XP_317621.2
OG0000384	XP_034196598.1, XP_034196592.1	XP_555061.3
OG0000384	XP_034196612.1	XP_320635.4
OG0000385	XP_034195100.1, XP_034196159.1	XP_001237800.1, XP_316640.4
OG0000386	XP_034178869.1, XP_034178868.1	XP_310698.4, XP_307577.3, XP_313941.3
OG0000388	XP_034190357.1	XP_001237266.2
OG0000388	XP_034175524.1	XP_308405.3, XP_001687920.1
OG0000389	XP_034172589.1, XP_034172592.1	XP_318057.3, XP_307582.4
OG0000390	XP_034181045.1	XP_309960.4
OG0000391	XP_034189002.1, XP_034189000.1, XP_034189001.1, XP_034188999.1, XP_034188998.1, XP_034188997.1	XP_311596.4
OG0000394	XP_034180996.1, XP_034180995.1, XP_034180997.1	XP_321253.4
OG0000395	XP_034194866.1, XP_034194334.1	XP_321695.5
OG0000396	XP_034185871.1	XP_319041.4, XP_321974.4, XP_320780.3
OG0000397	XP_034181654.1	XP_318514.3
OG0000398	XP_034183558.1, XP_034183559.1, XP_034183556.1, XP_034183557.1	XP_309559.3
OG0000399	XP_034185476.1, XP_034185473.1	XP_309168.4
OG0000400	XP_034183839.1	XP_003435910.1, XP_321381.5
OG0000401	XP_034176760.1, XP_034176759.1, XP_034176762.1, XP_034176761.1, XP_034176758.1, XP_034176757.1	XP_312250.5
OG0000402	XP_034178569.1	XP_316359.1, XP_316360.1
OG0000403	XP_034173069.1, XP_034173076.1, XP_034173077.1	XP_318819.3
OG0000405	XP_034189852.1	XP_318737.3
OG0000405	XP_034185956.1	XP_316198.4
OG0000406	XP_034193510.1	XP_001689338.1, XP_307722.3, XP_001230565.1, XP_313255.4, XP_307721.3, XP_003436506.1, XP_313253.4
OG0000407	XP_034171122.1, XP_034171123.1, XP_034171121.1	XP_311485.3
OG0000408	XP_034179957.1	XP_320166.4
OG0000409	XP_034187439.1	XP_001238816.1, XP_003436394.1, XP_003436391.1, XP_003436393.1, XP_003436392.1
OG0000410	XP_034183020.1, XP_034183019.1	XP_318590.3, XP_306537.3
OG0000411	XP_034181278.1	XP_308807.4
OG0000411	XP_034185032.1	XP_310523.5
OG0000412	XP_034180047.1, XP_034180046.1	XP_314315.3
OG0000412	XP_034189406.1, XP_034189403.1	XP_003436454.1, XP_314252.4, XP_003436453.1
OG0000413	XP_034173017.1, XP_034173016.1	XP_309828.4
OG0000414	XP_034192469.1	XP_311018.5
OG0000415	XP_034174807.1, XP_034174805.1, XP_034174804.1, XP_034174809.1, XP_034174808.1, XP_034174806.1	XP_003436539.1, XP_313377.5
OG0000416	XP_034173390.1, XP_034173389.1, XP_034181739.1, XP_034194914.1	XP_308374.4
OG0000417	XP_034173968.1	XP_312988.5, XP_560742.5
OG0000417	XP_034179610.1	XP_560264.4
OG0000418	XP_034187154.1	XP_307899.5
OG0000418	XP_034192859.1	XP_313370.5
OG0000419	XP_034180586.1	XP_317521.4, XP_024667069.1
OG0000420	XP_034171358.1, XP_034171359.1	XP_001687948.1, XP_564859.1, XP_316443.2, XP_316444.3
OG0000421	XP_034190976.1, XP_034190977.1, XP_034190972.1, XP_034190973.1, XP_034190974.1, XP_034190975.1, XP_034190980.1, XP_034190981.1, XP_034190982.1, XP_034190983.1, XP_034190966.1, XP_034190969.1, XP_034190968.1, XP_034190967.1, XP_034190965.1, XP_034190964.1, XP_034190971.1, XP_034190970.1, XP_034190978.1	XP_309225.5
OG0000423	XP_034187444.1, XP_034187441.1, XP_034187442.1, XP_034187443.1, XP_034187440.1	XP_319395.3
OG0000425	XP_034185807.1, XP_034185808.1, XP_034185805.1	XP_001688755.1, XP_315971.4
OG0000426	XP_034192474.1	XP_312914.4
OG0000427	XP_034177017.1	XP_003436270.1, XP_312058.4, XP_003436269.1, XP_003436268.1, XP_003436267.1
OG0000428	XP_034179556.1	XP_321512.5, XP_003435887.1, XP_561144.4
OG0000428	XP_034185049.1	XP_312088.4
OG0000429	XP_034192589.1	XP_319540.5
OG0000430	XP_034172332.1, XP_034172303.1	XP_557414.3
OG0000431	XP_034185073.1	XP_316294.4, XP_316291.4, XP_001688833.1, XP_001688831.1, XP_001688830.1, XP_001688700.1
OG0000432	XP_034185323.1, XP_034185324.1, XP_034185325.1	XP_001689031.1
OG0000433	XP_034189624.1	XP_310972.5
OG0000434	XP_034187557.1, XP_034187556.1, XP_034187555.1, XP_034187554.1, XP_034187553.1, XP_034187558.1	XP_311575.4, XP_001230815.2
OG0000436	XP_034190341.1	XP_320338.4
OG0000437	XP_034182896.1, XP_034182895.1	XP_312425.3, XP_003436143.1
OG0000438	XP_034177563.1	XP_311834.5
OG0000439	XP_034176782.1	XP_307918.5, XP_003436071.1, XP_003436072.1, XP_003436074.1, XP_003436073.1
OG0000440	XP_034175070.1	XP_562586.3, XP_003436584.1, XP_003436583.1, XP_003436582.1
OG0000440	XP_034185651.1	XP_321521.2, XP_001230327.1, XP_321519.1
OG0000441	XP_034185619.1, XP_034185617.1, XP_034185618.1	XP_310080.3
OG0000442	XP_034181908.1	XP_316879.5
OG0000443	XP_034180034.1, XP_034180057.1	XP_309467.4, XP_308975.4
OG0000444	XP_034193114.1, XP_034193115.1, XP_034193113.1	XP_317600.4
OG0000445	XP_034190773.1	XP_319976.3
OG0000445	XP_034190775.1	XP_319978.4
OG0000446	XP_034181155.1, XP_034181151.1, XP_034181153.1, XP_034181154.1	XP_309165.3
OG0000447	XP_034185552.1, XP_034185553.1	XP_316880.5
OG0000448	XP_034192918.1	XP_319042.4
OG0000449	XP_034175098.1, XP_034175099.1, XP_034175100.1, XP_034175095.1, XP_034175101.1, XP_034175102.1, XP_034175097.1	XP_315614.2, XP_315615.2
OG0000451	XP_034181554.1	XP_003436509.1, XP_562364.3
OG0000452	XP_034193074.1	XP_311528.4
OG0000452	XP_034190816.1	XP_316654.3
OG0000453	XP_034191667.1	XP_308836.4, XP_001237142.2
OG0000454	XP_034191353.1, XP_034191354.1, XP_034191351.1, XP_034191352.1, XP_034191356.1, XP_034191359.1, XP_034191357.1, XP_034191358.1, XP_034191361.1, XP_034191360.1	XP_001238331.2
OG0000455	XP_034171567.1, XP_034171566.1	XP_317809.4
OG0000456	XP_034196409.1, XP_034196401.1	XP_555204.2, XP_317211.3, XP_555205.1, XP_001237894.2
OG0000457	XP_034191079.1	XP_001238433.2, XP_321100.4, XP_321101.4
OG0000458	XP_034173465.1, XP_034173463.1, XP_034173464.1	XP_311395.2
OG0000459	XP_034186067.1, XP_034186069.1, XP_034186068.1	XP_311558.3
OG0000460	XP_034172553.1	XP_001688244.1
OG0000460	XP_034172555.1	XP_001688243.1
OG0000461	XP_034178750.1, XP_034178751.1, XP_034178749.1	XP_309203.5
OG0000462	XP_034193967.1	XP_321604.4, XP_003435861.1
OG0000463	XP_034172138.1	XP_319085.4, XP_321180.5, XP_309157.5
OG0000464	XP_034172746.1	XP_321465.5
OG0000466	XP_034188067.1	XP_319990.2, XP_319998.2, XP_553153.2, XP_001689142.1, XP_318720.4
OG0000467	XP_034175898.1	XP_321775.5
OG0000468	XP_034179339.1	XP_318937.4
OG0000469	XP_034174271.1, XP_034174272.1, XP_034174273.1, XP_034174270.1	XP_311819.3
OG0000470	XP_034182970.1, XP_034182969.1	XP_317663.4, XP_317661.3, XP_317660.4
OG0000471	XP_034184461.1, XP_034184462.1, XP_034184460.1	XP_317381.3
OG0000472	XP_034195907.1, XP_034195787.1	XP_003437138.1
OG0000475	XP_034179714.1	XP_319656.4
OG0000476	XP_034173702.1	XP_314173.1
OG0000477	XP_034173419.1	XP_313167.3, XP_313166.3, XP_003436755.1
OG0000478	XP_034195846.1	XP_320165.3
OG0000479	XP_034175212.1	XP_316228.4
OG0000480	XP_034176735.1	XP_307766.1, XP_307768.1, XP_307762.3, XP_307760.4
OG0000482	XP_034195542.1	XP_319851.4
OG0000483	XP_034172717.1, XP_034172718.1, XP_034172720.1, XP_034172719.1	XP_311551.4, XP_311550.4, XP_559053.3
OG0000484	XP_034179767.1	XP_321460.4, XP_321461.4
OG0000485	XP_034181035.1, XP_034181032.1	XP_316898.4
OG0000486	XP_034178154.1	XP_564581.3
OG0000487	XP_034193011.1, XP_034193013.1, XP_034193014.1, XP_034193012.1	XP_310954.5
OG0000488	XP_034181104.1, XP_034181105.1, XP_034181101.1, XP_034181102.1, XP_034181103.1	XP_561157.5, XP_314246.4
OG0000489	XP_034187716.1, XP_034187717.1, XP_034187718.1	XP_564036.3
OG0000490	XP_034176689.1	XP_320879.4
OG0000491	XP_034194744.1	XP_309956.4
OG0000492	XP_034182815.1, XP_034182814.1	XP_001689170.1, XP_319114.3
OG0000493	XP_034189580.1, XP_034189578.1, XP_034189579.1, XP_034189581.1	XP_313157.5
OG0000495	XP_034177187.1, XP_034177193.1	XP_001688655.1, XP_315399.4
OG0000496	XP_034183865.1, XP_034183826.1, XP_034183833.1, XP_034183856.1, XP_034183850.1, XP_034183840.1, XP_034183817.1	XP_001237119.2
OG0000497	XP_034189658.1	XP_001689344.2
OG0000497	XP_034176952.1, XP_034176951.1	XP_314947.4
OG0000498	XP_034184754.1, XP_034184753.1, XP_034184755.1, XP_034184752.1	XP_314112.3
OG0000499	XP_034195515.1	XP_553610.3
OG0000500	XP_034195891.1	XP_311090.5
OG0000501	XP_034195124.1, XP_034191370.1, XP_034186987.1, XP_034191003.1	XP_310059.4
OG0000501	XP_034186343.1	XP_311103.5
OG0000502	XP_034182531.1	XP_308521.3
OG0000503	XP_034194404.1, XP_034194406.1, XP_034194405.1	XP_001237084.1, XP_001238802.1
OG0000504	XP_034188551.1	XP_314690.4, XP_318891.4
OG0000505	XP_034191635.1	XP_001689117.2
OG0000506	XP_034171440.1	XP_314755.4
OG0000507	XP_034171017.1	XP_001238394.2, XP_001230950.3
OG0000508	XP_034183968.1, XP_034183965.1, XP_034183964.1, XP_034183967.1, XP_034183962.1, XP_034183963.1	XP_320054.4
OG0000509	XP_034178282.1	XP_312654.5, XP_312655.5, XP_551967.2
OG0000510	XP_034179478.1, XP_034179477.1, XP_034179479.1, XP_034179481.1, XP_034179480.1	XP_308808.4, XP_001688096.1
OG0000512	XP_034184149.1, XP_034184152.1, XP_034184148.1, XP_034184144.1, XP_034184150.1	XP_003436909.1, XP_001237355.2, XP_566342.2, XP_311072.4, XP_001237356.2
OG0000513	XP_034187715.1	XP_552793.1
OG0000516	XP_034189410.1, XP_034189409.1	XP_307965.4
OG0000517	XP_034196123.1, XP_034196122.1	XP_312302.3
OG0000518	XP_034192052.1, XP_034192050.1, XP_034192051.1	XP_308156.3, XP_001687847.1, XP_001687848.1
OG0000519	XP_034189833.1, XP_034189815.1, XP_034189824.1	XP_315418.4, XP_001688658.1, XP_001688657.1
OG0000520	XP_034177207.1	XP_314101.4
OG0000521	XP_034195651.1, XP_034195652.1	XP_310260.5
OG0000522	XP_034179558.1	XP_003436838.1, XP_003436837.1, XP_001238821.3
OG0000523	XP_034172487.1, XP_034172483.1	XP_319932.4
OG0000524	XP_034183787.1	XP_321954.3, XP_320175.3
OG0000525	XP_034186722.1, XP_034186723.1	XP_313810.3
OG0000526	XP_034181293.1	XP_316916.3, XP_313700.4
OG0000527	XP_034177985.1, XP_034177981.1, XP_034177979.1	XP_001687795.1
OG0000528	XP_034183159.1	XP_001689312.2, XP_320991.5, XP_550752.3
OG0000529	XP_034192373.1, XP_034194295.1	XP_317672.2
OG0000533	XP_034177024.1, XP_034177015.1, XP_034177030.1	XP_309387.4
OG0000536	XP_034171782.1	XP_321152.5
OG0000537	XP_034193443.1	XP_318625.3
OG0000538	XP_034178598.1	XP_317268.4, XP_317267.4
OG0000540	XP_034193506.1	XP_001688697.1, XP_001688696.1, XP_315641.3, XP_001688698.1, XP_306771.3
OG0000543	XP_034173912.1, XP_034173836.1, XP_034173989.1	XP_003437124.1, XP_003437125.1, XP_316855.5
OG0000544	XP_034193521.1, XP_034193522.1, XP_034193523.1	XP_308971.4
OG0000545	XP_034194016.1, XP_034175077.1	XP_313011.5, XP_307590.4
OG0000546	XP_034184573.1, XP_034184571.1	XP_318463.5, XP_001689122.2, XP_318467.5, XP_001231158.1
OG0000547	XP_034182344.1	XP_311559.3, XP_309676.3
OG0000548	XP_034179924.1	XP_318181.3
OG0000549	XP_034171194.1	XP_317762.3
OG0000551	XP_034175543.1	XP_565802.4
OG0000552	XP_034173651.1	XP_317397.3
OG0000553	XP_034181902.1	XP_550942.3, XP_003435963.1, XP_003435964.1
OG0000554	XP_034188154.1, XP_034193845.1	XP_313279.4
OG0000555	XP_034189902.1	XP_318655.2
OG0000556	XP_034177584.1, XP_034177583.1, XP_034177586.1	XP_315740.4
OG0000557	XP_034184508.1	XP_309438.2
OG0000558	XP_034184764.1	XP_001230821.2
OG0000559	XP_034186341.1	XP_311035.4
OG0000560	XP_034179618.1, XP_034179617.1, XP_034179616.1	XP_312915.3
OG0000561	XP_034187982.1	XP_308120.4, XP_306833.2
OG0000561	XP_034187985.1	XP_308116.4, XP_003436650.1
OG0000562	XP_034182129.1, XP_034182128.1	XP_311518.4
OG0000563	XP_034177453.1, XP_034177454.1	XP_320678.4
OG0000564	XP_034175704.1, XP_034175703.1, XP_034175700.1, XP_034175699.1, XP_034175702.1, XP_034175701.1	XP_003437141.1, XP_001238804.3, XP_003437140.1
OG0000565	XP_034180490.1, XP_034189412.1	XP_558570.2, XP_001688519.1
OG0000567	XP_034175961.1, XP_034175960.1, XP_034172630.1	XP_311354.2
OG0000568	XP_034190517.1, XP_034190516.1	XP_001238825.3, XP_001238828.3, XP_001238827.3, XP_313857.3, XP_024667106.1, XP_003436840.1, XP_003436842.1, XP_003436843.1, XP_003436844.1, XP_003436845.1, XP_003436846.1
OG0000569	XP_034173589.1	XP_321951.2
OG0000569	XP_034174891.1	XP_321336.5
OG0000570	XP_034187227.1	XP_003436910.1, XP_003436911.1, XP_003436912.1, XP_566336.2
OG0000571	XP_034180134.1, XP_034180123.1, XP_034180114.1	XP_310604.5
OG0000572	XP_034178138.1, XP_034178139.1, XP_034178137.1	XP_319953.4, XP_313213.4
OG0000574	XP_034185326.1	XP_024667097.1
OG0000575	XP_034184569.1, XP_034184174.1	XP_307788.5, XP_003436433.1, XP_318465.5, XP_003436687.1
OG0000576	XP_034183051.1	XP_555680.3, XP_317659.3
OG0000582	XP_034193004.1	XP_315519.4
OG0000584	XP_034184664.1	XP_001237856.2, XP_003436985.1, XP_310701.5
OG0000585	XP_034174820.1, XP_034187486.1	XP_321716.4, XP_003435822.1
OG0000587	XP_034178674.1, XP_034178675.1	XP_309520.2
OG0000588	XP_034186533.1, XP_034186534.1	XP_312032.5
OG0000589	XP_034183394.1	XP_001688736.1, XP_001688735.1, XP_315853.4
OG0000591	XP_034186569.1	XP_310353.5
OG0000591	XP_034177462.1	XP_307855.3
OG0000593	XP_034180594.1, XP_034190181.1	XP_309968.4, XP_309969.4
OG0000594	XP_034187972.1	XP_310412.7
OG0000595	XP_034179380.1	XP_309498.4
OG0000595	XP_034179381.1	XP_310612.5
OG0000596	XP_034170851.1, XP_034174072.1	XP_313021.5
OG0000597	XP_034183966.1, XP_034183976.1, XP_034183921.1, XP_034183956.1, XP_034183929.1, XP_034183947.1, XP_034183937.1	XP_314086.4
OG0000598	XP_034185284.1	XP_309229.4, XP_003437180.1
OG0000599	XP_034172243.1, XP_034172236.1	XP_315432.4
OG0000600	XP_034183594.1, XP_034183596.1	XP_001238414.3
OG0000601	XP_034179494.1	XP_313009.1, XP_313005.4
OG0000602	XP_034172744.1, XP_034172765.1	XP_001689086.1, XP_318026.4
OG0000603	XP_034179685.1	XP_561377.5, XP_313270.4
OG0000604	XP_034183905.1	XP_312372.4, XP_003436156.1, XP_003436155.1, XP_003436158.1, XP_003436157.1
OG0000606	XP_034187245.1, XP_034187246.1	XP_003436708.1, XP_309640.5
OG0000609	XP_034176820.1, XP_034176821.1, XP_034176818.1, XP_034176819.1, XP_034176817.1	XP_319246.4
OG0000611	XP_034179729.1, XP_034179728.1, XP_034179727.1	XP_313775.4
OG0000612	XP_034189021.1, XP_034189022.1, XP_034189023.1	XP_317513.3
OG0000613	XP_034172118.1	XP_310601.5
OG0000614	XP_034171292.1	XP_321424.5
OG0000614	XP_034179601.1	XP_559011.3
OG0000615	XP_034196191.1	XP_321045.5
OG0000616	XP_034196701.1, XP_034196698.1, XP_034196693.1, XP_034196699.1	XP_311535.4
OG0000619	XP_034174044.1, XP_034174045.1, XP_034174043.1	XP_316024.4
OG0000620	XP_034182244.1, XP_034182243.1, XP_034182241.1, XP_034182242.1	XP_552567.1
OG0000621	XP_034193375.1	XP_311411.3
OG0000622	XP_034179314.1, XP_034179315.1	XP_563974.2
OG0000623	XP_034190998.1, XP_034190999.1	XP_321862.3
OG0000624	XP_034196415.1, XP_034196419.1	XP_001237058.2, XP_001687886.1, XP_308292.3
OG0000625	XP_034193692.1, XP_034193765.1	XP_311150.5
OG0000626	XP_034183276.1, XP_034183277.1	XP_309478.3
OG0000627	XP_034176579.1, XP_034176577.1, XP_034176578.1	XP_313991.3, XP_308941.4
OG0000628	XP_034175870.1	XP_003435801.1, XP_321860.5
OG0000629	XP_034186138.1, XP_034186139.1, XP_034186140.1	XP_307949.3
OG0000630	XP_034196439.1	XP_319210.4
OG0000631	XP_034180553.1, XP_034180557.1, XP_034180555.1, XP_034180556.1	XP_315856.4
OG0000632	XP_034178299.1, XP_034178301.1, XP_034178300.1, XP_034178303.1	XP_306246.4
OG0000633	XP_034192083.1, XP_034192084.1	XP_314784.2
