Orthogroup	Osmia_lignaria	Dufourea_novaeangliae
OG0000216	XP_034174664.1	XP_015431904.1
OG0000217	XP_034192714.1	XP_015437152.1
OG0000218	XP_034179355.1, XP_034179356.1, XP_034179353.1	XP_015434934.1, XP_015434933.1
OG0000219	XP_034182415.1, XP_034182416.1, XP_034182417.1, XP_034182418.1, XP_034182419.1	XP_015434863.1, XP_015434855.1
OG0000220	XP_034185665.1, XP_034185663.1, XP_034185662.1, XP_034185661.1, XP_034185660.1, XP_034185659.1, XP_034185666.1, XP_034185667.1	XP_015435676.1, XP_015435677.1
OG0000222	XP_034194560.1, XP_034194547.1, XP_034195132.1, XP_034194199.1, XP_034195140.1, XP_034186988.1, XP_034171036.1, XP_034195121.1, XP_034194677.1, XP_034195365.1	XP_015433444.1
OG0000223	XP_034187872.1	XP_015433759.1
OG0000223	XP_034174855.1	XP_015437890.1
OG0000224	XP_034174532.1	XP_015431603.1, XP_015431605.1
OG0000225	XP_034187524.1, XP_034187523.1	XP_015430669.1, XP_015430668.1, XP_015430670.1
OG0000225	XP_034174370.1	XP_015430654.1
OG0000226	XP_034178580.1	XP_015432296.1, XP_015432295.1
OG0000226	XP_034178152.1, XP_034178153.1, XP_034178155.1	XP_015432297.1
OG0000227	XP_034186580.1, XP_034186581.1, XP_034186577.1, XP_034186578.1, XP_034186579.1, XP_034186576.1	XP_015438705.1
OG0000228	XP_034194960.1, XP_034195023.1, XP_034195027.1, XP_034194846.1, XP_034194798.1	XP_015438890.1
OG0000229	XP_034171126.1	XP_015437954.1
OG0000230	XP_034176544.1	XP_015435543.1
OG0000230	XP_034178098.1	XP_015428614.1, XP_015428616.1, XP_015428615.1
OG0000231	XP_034190001.1, XP_034190002.1	XP_015438519.1
OG0000232	XP_034180300.1	XP_015439264.1
OG0000233	XP_034173028.1, XP_034173029.1, XP_034173027.1	XP_015435413.1, XP_015435414.1
OG0000234	XP_034195401.1	XP_015436761.1
OG0000235	XP_034181826.1, XP_034181830.1, XP_034181832.1	XP_015433084.1
OG0000236	XP_034193620.1, XP_034193619.1, XP_034193622.1, XP_034193621.1	XP_015433151.1
OG0000236	XP_034193614.1, XP_034177212.1	XP_015433153.1
OG0000237	XP_034194076.1	XP_015438767.1
OG0000237	XP_034194078.1	XP_015438769.1
OG0000239	XP_034178769.1, XP_034178779.1, XP_034178780.1, XP_034178777.1, XP_034178778.1	XP_015432329.1
OG0000240	XP_034175682.1, XP_034180954.1, XP_034180941.1	XP_015434475.1
OG0000241	XP_034181063.1, XP_034176484.1, XP_034176485.1, XP_034176486.1	XP_015435537.1, XP_015436630.1
OG0000243	XP_034195602.1	XP_015436725.1
OG0000244	XP_034191998.1	XP_015439085.1
OG0000245	XP_034194081.1	XP_015437253.1, XP_015435215.1
OG0000246	XP_034190713.1	XP_015438662.1
OG0000246	XP_034190757.1	XP_015438684.1
OG0000248	XP_034175213.1	XP_015437282.1
OG0000249	XP_034175198.1	XP_015431145.1, XP_015431096.1, XP_015431100.1
OG0000250	XP_034185851.1	XP_015428900.1
OG0000250	XP_034186045.1	XP_015428865.1
OG0000251	XP_034186398.1	XP_015432104.1
OG0000252	XP_034172163.1	XP_015430094.1, XP_015430087.1, XP_015430103.1
OG0000253	XP_034188715.1	XP_015430007.1
OG0000254	XP_034181711.1	XP_015435101.1
OG0000254	XP_034176775.1	XP_015440243.1
OG0000255	XP_034175416.1	XP_015440437.1
OG0000255	XP_034174148.1, XP_034174137.1	XP_015436124.1
OG0000256	XP_034172377.1, XP_034172378.1, XP_034172380.1, XP_034172381.1, XP_034172375.1, XP_034172379.1, XP_034172374.1	XP_015435282.1, XP_015435281.1
OG0000257	XP_034180530.1	XP_015439225.1
OG0000257	XP_034180525.1	XP_015439223.1
OG0000258	XP_034179516.1	XP_015434872.1
OG0000261	XP_034174496.1, XP_034174495.1, XP_034174497.1	XP_015431688.1
OG0000263	XP_034176251.1, XP_034176252.1, XP_034176253.1, XP_034176254.1	XP_015438831.1, XP_015438832.1, XP_015438830.1
OG0000264	XP_034192517.1, XP_034192519.1	XP_015438044.1
OG0000264	XP_034192532.1, XP_034192535.1, XP_034192533.1	XP_015429295.1, XP_015429294.1
OG0000265	XP_034172043.1	XP_015429094.1
OG0000265	XP_034172048.1, XP_034172047.1, XP_034172050.1, XP_034172049.1	XP_015429075.1
OG0000266	XP_034178854.1	XP_015433228.1
OG0000266	XP_034179808.1	XP_015431896.1
OG0000268	XP_034187249.1, XP_034187250.1	XP_015439427.1
OG0000269	XP_034171785.1, XP_034171786.1, XP_034171784.1	XP_015440166.1
OG0000270	XP_034187840.1	XP_015429562.1
OG0000271	XP_034173987.1, XP_034173988.1	XP_015431651.1
OG0000271	XP_034181157.1	XP_015429507.1
OG0000272	XP_034188739.1	XP_015430061.1
OG0000272	XP_034180090.1, XP_034180092.1	XP_015438983.1
OG0000273	XP_034173815.1, XP_034173817.1	XP_015436881.1
OG0000274	XP_034177701.1	XP_015439714.1
OG0000274	XP_034177647.1, XP_034177646.1, XP_034177645.1	XP_015433358.1
OG0000275	XP_034184775.1, XP_034184776.1, XP_034184777.1, XP_034184778.1, XP_034184779.1	XP_015433891.1
OG0000276	XP_034183449.1	XP_015432586.1
OG0000277	XP_034180149.1	XP_015430231.1
OG0000278	XP_034196238.1	XP_015431164.1
OG0000279	XP_034178078.1, XP_034178079.1	XP_015432369.1
OG0000280	XP_034183421.1	XP_015439173.1
OG0000281	XP_034183439.1	XP_015432612.1
OG0000281	XP_034177719.1	XP_015439712.1
OG0000283	XP_034177112.1, XP_034177113.1, XP_034177114.1	XP_015440094.1
OG0000284	XP_034177244.1	XP_015429852.1
OG0000284	XP_034176794.1	XP_015439650.1
OG0000284	XP_034176612.1	XP_015438214.1
OG0000285	XP_034174207.1	XP_015436921.1
OG0000286	XP_034185528.1	XP_015436588.1, XP_015436589.1
OG0000287	XP_034181060.1	XP_015438180.1
OG0000288	XP_034182201.1	XP_015435796.1
OG0000288	XP_034176886.1	XP_015439791.1
OG0000289	XP_034172935.1	XP_015432866.1, XP_015432868.1, XP_015432869.1, XP_015432870.1, XP_015432867.1
OG0000290	XP_034180983.1	XP_015429200.1
OG0000291	XP_034179489.1	XP_015433144.1
OG0000292	XP_034187357.1	XP_015429696.1
OG0000293	XP_034186973.1	XP_015434629.1
OG0000294	XP_034196676.1	XP_015428977.1
OG0000295	XP_034177800.1, XP_034177802.1, XP_034177803.1	XP_015433330.1, XP_015433328.1, XP_015433329.1
OG0000296	XP_034182600.1, XP_034182597.1, XP_034182598.1	XP_015434298.1
OG0000297	XP_034181132.1	XP_015429556.1
OG0000298	XP_034177626.1, XP_034177625.1, XP_034177622.1, XP_034177623.1	XP_015433364.1
OG0000299	XP_034182423.1, XP_034182421.1, XP_034182422.1, XP_034182424.1	XP_015435404.1
OG0000300	XP_034177825.1	XP_015436168.1
OG0000300	XP_034193167.1, XP_034193170.1	XP_015437092.1, XP_015437090.1, XP_015437089.1
OG0000301	XP_034187069.1	XP_015428488.1
OG0000301	XP_034187199.1	XP_015434699.1
OG0000302	XP_034189557.1	XP_015433893.1
OG0000302	XP_034189445.1, XP_034189444.1	XP_015438406.1
OG0000303	XP_034187015.1	XP_015430384.1
OG0000304	XP_034185537.1, XP_034185536.1, XP_034185539.1, XP_034185538.1, XP_034185540.1, XP_034185535.1	XP_015430485.1
OG0000305	XP_034181240.1	XP_015434461.1
OG0000305	XP_034172491.1	XP_015432811.1
OG0000306	XP_034176766.1	XP_015439652.1
OG0000307	XP_034191324.1, XP_034191323.1	XP_015428477.1
OG0000308	XP_034183858.1, XP_034183859.1, XP_034183861.1, XP_034183857.1, XP_034183860.1, XP_034183862.1, XP_034183855.1, XP_034183854.1	XP_015438475.1
OG0000309	XP_034191109.1, XP_034191110.1	XP_015430291.1
OG0000310	XP_034171333.1, XP_034171334.1, XP_034171330.1, XP_034171331.1, XP_034171332.1	XP_015435023.1
OG0000311	XP_034192428.1	XP_015428715.1
OG0000312	XP_034194110.1, XP_034194111.1	XP_015431093.1
OG0000313	XP_034185221.1	XP_015433511.1
OG0000314	XP_034178893.1, XP_034178894.1	XP_015430168.1
OG0000314	XP_034178892.1	XP_015430171.1
OG0000315	XP_034196203.1	XP_015429602.1, XP_015429443.1
OG0000316	XP_034190778.1	XP_015438634.1
OG0000316	XP_034191977.1	XP_015431212.1
OG0000317	XP_034175009.1, XP_034175007.1, XP_034175006.1, XP_034175001.1, XP_034175000.1, XP_034174999.1, XP_034175005.1, XP_034175004.1, XP_034175003.1, XP_034175002.1, XP_034175008.1	XP_015438869.1
OG0000318	XP_034190993.1	XP_015432674.1
OG0000319	XP_034193123.1, XP_034193122.1, XP_034193121.1	XP_015437316.1
OG0000320	XP_034191979.1	XP_015434182.1
OG0000321	XP_034181909.1	XP_015438194.1
OG0000322	XP_034172314.1	XP_015438004.1
OG0000323	XP_034175132.1, XP_034175130.1, XP_034175131.1	XP_015436562.1
OG0000324	XP_034173951.1	XP_015440416.1
OG0000324	XP_034174775.1	XP_015440322.1
OG0000325	XP_034174351.1	XP_015433942.1
OG0000326	XP_034184186.1, XP_034184185.1	XP_015436335.1
OG0000327	XP_034175010.1, XP_034175012.1	XP_015436510.1
OG0000329	XP_034191092.1	XP_015430338.1, XP_015430339.1
OG0000330	XP_034186846.1	XP_015434719.1
OG0000330	XP_034196109.1, XP_034196108.1	XP_015431229.1, XP_015431230.1
OG0000332	XP_034194113.1, XP_034194114.1, XP_034194115.1	XP_015431199.1, XP_015431198.1
OG0000333	XP_034173930.1	XP_015439205.1
OG0000333	XP_034173975.1	XP_015431766.1
OG0000334	XP_034183398.1, XP_034183399.1	XP_015431428.1
OG0000335	XP_034183104.1, XP_034183101.1, XP_034183103.1, XP_034183105.1, XP_034183102.1, XP_034183106.1	XP_015428456.1
OG0000336	XP_034190416.1	XP_015428756.1, XP_015428757.1
OG0000337	XP_034175506.1	XP_015437277.1
OG0000338	XP_034182687.1	XP_015432576.1
OG0000338	XP_034176771.1	XP_015439789.1
OG0000339	XP_034192643.1	XP_015439872.1
OG0000339	XP_034185690.1	XP_015428725.1
OG0000340	XP_034180751.1	XP_015438911.1
OG0000341	XP_034184451.1, XP_034184452.1, XP_034184449.1, XP_034184448.1, XP_034184450.1	XP_015436438.1, XP_015436439.1, XP_015436440.1, XP_015436441.1
OG0000342	XP_034175390.1	XP_015437294.1
OG0000342	XP_034176651.1	XP_015438850.1
OG0000343	XP_034171667.1, XP_034171668.1, XP_034171666.1	XP_015429049.1
OG0000344	XP_034172096.1, XP_034172095.1, XP_034172097.1	XP_015436838.1
OG0000345	XP_034194321.1	XP_015431497.1, XP_015431498.1
OG0000347	XP_034188955.1, XP_034188954.1, XP_034188956.1, XP_034188959.1, XP_034188958.1, XP_034188957.1	XP_015434738.1
OG0000348	XP_034173336.1, XP_034173335.1, XP_034173337.1, XP_034173334.1	XP_015430085.1
OG0000349	XP_034191076.1, XP_034191073.1, XP_034191074.1	XP_015430394.1
OG0000350	XP_034175114.1, XP_034175113.1, XP_034175112.1	XP_015435505.1, XP_015435506.1
OG0000351	XP_034182794.1, XP_034182795.1	XP_015434218.1, XP_015434268.1
OG0000352	XP_034171365.1, XP_034171366.1	XP_015431829.1
OG0000356	XP_034184610.1	XP_015436403.1, XP_015436404.1
OG0000357	XP_034180710.1, XP_034180709.1, XP_034180712.1, XP_034180711.1	XP_015434164.1, XP_015434163.1
OG0000358	XP_034177323.1, XP_034177336.1, XP_034177344.1, XP_034177330.1	XP_015429959.1, XP_015429961.1
OG0000360	XP_034178956.1	XP_015439359.1
OG0000361	XP_034179560.1	XP_015432508.1
OG0000362	XP_034189061.1	XP_015430004.1
OG0000362	XP_034188792.1, XP_034188799.1	XP_015430005.1, XP_015430006.1
OG0000363	XP_034171304.1	XP_015433747.1
OG0000363	XP_034184767.1	XP_015433738.1
OG0000364	XP_034177364.1, XP_034177365.1	XP_015439810.1
OG0000365	XP_034176168.1, XP_034176167.1, XP_034176169.1	XP_015436626.1
OG0000367	XP_034183395.1, XP_034183397.1, XP_034183396.1	XP_015431427.1, XP_015431426.1, XP_015431425.1
OG0000368	XP_034187201.1	XP_015434717.1
OG0000368	XP_034187101.1	XP_015434755.1, XP_015434748.1
OG0000369	XP_034179186.1	XP_015439388.1
OG0000369	XP_034181298.1	XP_015436596.1
OG0000370	XP_034171787.1	XP_015431054.1
OG0000371	XP_034179367.1, XP_034179365.1, XP_034179363.1, XP_034179361.1, XP_034179366.1, XP_034179362.1	XP_015434902.1
OG0000372	XP_034175981.1	XP_015428534.1
OG0000372	XP_034189717.1	XP_015434144.1
OG0000375	XP_034182296.1, XP_034182318.1, XP_034182328.1, XP_034182303.1, XP_034182312.1	XP_015438184.1
OG0000376	XP_034183658.1, XP_034183657.1	XP_015438463.1
OG0000377	XP_034189355.1	XP_015429723.1
OG0000378	XP_034193102.1	XP_015436731.1
OG0000378	XP_034196272.1	XP_015436710.1
OG0000378	XP_034195429.1	XP_015432063.1
OG0000379	XP_034194737.1, XP_034194740.1, XP_034194741.1, XP_034194738.1, XP_034194739.1, XP_034194742.1	XP_015432620.1
OG0000380	XP_034173136.1, XP_034173135.1	XP_015430841.1, XP_015430849.1
OG0000381	XP_034186144.1	XP_015436144.1
OG0000381	XP_034171088.1	XP_015435054.1
OG0000382	XP_034186142.1, XP_034186146.1, XP_034186143.1, XP_034186145.1	XP_015438431.1
OG0000382	XP_034173696.1	XP_015430799.1
OG0000383	XP_034175172.1, XP_034175972.1, XP_034175974.1, XP_034175971.1, XP_034175970.1, XP_034175973.1	XP_015438151.1, XP_015439947.1, XP_015435224.1
OG0000384	XP_034196598.1, XP_034196592.1	XP_015429068.1, XP_015429067.1, XP_015429069.1
OG0000384	XP_034196612.1	XP_015429058.1
OG0000385	XP_034195100.1	XP_015430155.1
OG0000386	XP_034178869.1	XP_015434823.1
OG0000386	XP_034178868.1	XP_015434824.1
OG0000388	XP_034190357.1	XP_015437504.1
OG0000388	XP_034175524.1	XP_015437405.1
OG0000389	XP_034172589.1, XP_034172592.1	XP_015429308.1
OG0000390	XP_034181045.1	XP_015433732.1
OG0000391	XP_034189002.1, XP_034189000.1, XP_034189001.1, XP_034188999.1, XP_034188998.1, XP_034188997.1	XP_015431880.1
OG0000394	XP_034180996.1, XP_034180995.1, XP_034180997.1	XP_015429618.1
OG0000395	XP_034194866.1	XP_015436053.1
OG0000395	XP_034194334.1	XP_015435778.1
OG0000396	XP_034185871.1	XP_015438347.1
OG0000396	XP_034185268.1	XP_015433533.1
OG0000397	XP_034181654.1	XP_015433099.1, XP_015433098.1, XP_015433097.1
OG0000398	XP_034183558.1, XP_034183559.1, XP_034183556.1, XP_034183557.1	XP_015438441.1, XP_015438442.1, XP_015438443.1
OG0000399	XP_034185476.1, XP_034185473.1	XP_015430976.1
OG0000400	XP_034183839.1	XP_015432526.1, XP_015432594.1
OG0000401	XP_034176760.1, XP_034176759.1, XP_034176762.1, XP_034176761.1, XP_034176758.1, XP_034176757.1	XP_015440081.1
OG0000402	XP_034178569.1	XP_015428527.1
OG0000403	XP_034173069.1, XP_034173076.1, XP_034173077.1	XP_015432862.1
OG0000405	XP_034189852.1	XP_015428940.1
OG0000405	XP_034185956.1	XP_015438542.1
OG0000406	XP_034193510.1	XP_015438700.1, XP_015438653.1
OG0000407	XP_034171122.1	XP_015435692.1
OG0000407	XP_034171123.1	XP_015435711.1
OG0000407	XP_034171121.1	XP_015435719.1
OG0000408	XP_034184886.1	XP_015437857.1
OG0000408	XP_034179957.1	XP_015433869.1
OG0000409	XP_034187439.1	XP_015440215.1
OG0000410	XP_034187535.1	XP_015440327.1
OG0000410	XP_034183020.1, XP_034183019.1	XP_015437545.1
OG0000411	XP_034181278.1	XP_015436878.1, XP_015436886.1
OG0000411	XP_034185032.1	XP_015429831.1
OG0000412	XP_034180047.1, XP_034180046.1	XP_015434167.1
OG0000412	XP_034189406.1, XP_034189403.1	XP_015434957.1
OG0000413	XP_034173017.1, XP_034173016.1	XP_015435296.1
OG0000414	XP_034192469.1	XP_015435132.1
OG0000414	XP_034192462.1	XP_015435135.1
OG0000415	XP_034174807.1, XP_034174805.1, XP_034174804.1, XP_034174809.1, XP_034174808.1, XP_034174806.1	XP_015430865.1
OG0000416	XP_034173390.1, XP_034173389.1	XP_015435263.1
OG0000416	XP_034181739.1	XP_015428672.1
OG0000417	XP_034173968.1	XP_015431668.1
OG0000417	XP_034179610.1	XP_015437968.1
OG0000418	XP_034187154.1	XP_015432085.1
OG0000418	XP_034192859.1	XP_015440371.1
OG0000419	XP_034180586.1	XP_015433820.1
OG0000420	XP_034171358.1, XP_034171359.1	XP_015431289.1
OG0000421	XP_034190976.1, XP_034190977.1, XP_034190972.1, XP_034190973.1, XP_034190974.1, XP_034190975.1, XP_034190980.1, XP_034190981.1, XP_034190982.1, XP_034190983.1, XP_034190966.1, XP_034190969.1, XP_034190968.1, XP_034190967.1, XP_034190965.1, XP_034190964.1, XP_034190971.1, XP_034190970.1, XP_034190978.1	XP_015432218.1
OG0000422	XP_034192994.1, XP_034192996.1, XP_034192997.1, XP_034193000.1, XP_034192992.1, XP_034192993.1, XP_034192985.1, XP_034192986.1, XP_034192984.1, XP_034192989.1, XP_034192990.1, XP_034192987.1, XP_034192995.1, XP_034192988.1, XP_034192998.1, XP_034192999.1	XP_015439981.1
OG0000423	XP_034187444.1, XP_034187441.1, XP_034187442.1, XP_034187443.1, XP_034187440.1	XP_015430628.1
OG0000424	XP_034190673.1, XP_034190671.1	XP_015433762.1
OG0000425	XP_034185807.1, XP_034185808.1, XP_034185805.1	XP_015439601.1, XP_015439599.1
OG0000426	XP_034192474.1	XP_015435125.1
OG0000427	XP_034194729.1	XP_015432561.1
OG0000427	XP_034177017.1	XP_015440151.1
OG0000428	XP_034179556.1	XP_015439352.1
OG0000428	XP_034185049.1	XP_015434708.1
OG0000429	XP_034192589.1	XP_015439988.1
OG0000430	XP_034172332.1	XP_015432989.1
OG0000430	XP_034172303.1	XP_015429785.1
OG0000431	XP_034185073.1	XP_015433474.1
OG0000432	XP_034185323.1, XP_034185324.1, XP_034185325.1	XP_015430495.1
OG0000434	XP_034187557.1, XP_034187556.1, XP_034187555.1, XP_034187554.1, XP_034187553.1, XP_034187558.1	XP_015440332.1
OG0000435	XP_034178249.1	XP_015428517.1
OG0000436	XP_034190341.1	XP_015437472.1, XP_015437475.1
OG0000437	XP_034182896.1, XP_034182895.1	XP_015437559.1, XP_015437558.1, XP_015437557.1
OG0000438	XP_034177563.1	XP_015433348.1
OG0000439	XP_034176782.1	XP_015439918.1
OG0000440	XP_034175070.1	XP_015430611.1
OG0000441	XP_034185619.1, XP_034185617.1, XP_034185618.1	XP_015428778.1
OG0000442	XP_034181908.1	XP_015431478.1
OG0000443	XP_034180034.1, XP_034180057.1	XP_015438231.1
OG0000444	XP_034193114.1, XP_034193115.1, XP_034193113.1	XP_015437287.1
OG0000445	XP_034190773.1	XP_015432260.1
OG0000445	XP_034190775.1	XP_015432261.1
OG0000446	XP_034181155.1, XP_034181151.1, XP_034181153.1, XP_034181154.1	XP_015429506.1
OG0000447	XP_034185552.1	XP_015430478.1
OG0000448	XP_034192918.1	XP_015440001.1
OG0000449	XP_034175098.1, XP_034175099.1, XP_034175100.1, XP_034175095.1, XP_034175101.1, XP_034175102.1, XP_034175097.1	XP_015437325.1
OG0000450	XP_034188414.1, XP_034188421.1	XP_015432640.1
OG0000451	XP_034181554.1	XP_015428735.1, XP_015428736.1, XP_015428737.1
OG0000452	XP_034193074.1	XP_015437321.1
OG0000452	XP_034190816.1	XP_015429805.1
OG0000453	XP_034191667.1	XP_015439003.1
OG0000454	XP_034191353.1, XP_034191354.1, XP_034191351.1, XP_034191352.1, XP_034191356.1, XP_034191359.1, XP_034191357.1, XP_034191358.1, XP_034191361.1, XP_034191360.1	XP_015432223.1
OG0000455	XP_034171567.1, XP_034171566.1	XP_015432676.1
OG0000456	XP_034196409.1, XP_034196401.1	XP_015438176.1
OG0000457	XP_034191079.1	XP_015430282.1
OG0000458	XP_034173465.1, XP_034173463.1, XP_034173464.1	XP_015433077.1
OG0000459	XP_034186067.1, XP_034186069.1, XP_034186068.1	XP_015439579.1
OG0000460	XP_034172553.1	XP_015435422.1
OG0000460	XP_034172555.1	XP_015435423.1
OG0000461	XP_034178750.1, XP_034178751.1, XP_034178749.1	XP_015432294.1
OG0000462	XP_034193967.1	XP_015439365.1
OG0000463	XP_034172138.1	XP_015435313.1, XP_015435314.1, XP_015435305.1
OG0000465	XP_034182650.1, XP_034182651.1, XP_034182653.1, XP_034182646.1, XP_034182647.1, XP_034182648.1, XP_034182649.1, XP_034182654.1, XP_034182634.1, XP_034182635.1, XP_034182629.1, XP_034182632.1, XP_034182633.1, XP_034182630.1, XP_034182631.1, XP_034182628.1, XP_034182645.1, XP_034182644.1, XP_034182641.1, XP_034182640.1, XP_034182642.1, XP_034182637.1, XP_034182639.1, XP_034182638.1, XP_034182643.1	XP_015434227.1
OG0000466	XP_034188067.1	XP_015429220.1
OG0000467	XP_034175898.1	XP_015437761.1
OG0000468	XP_034179339.1	XP_015434849.1
OG0000469	XP_034174271.1, XP_034174272.1, XP_034174273.1, XP_034174270.1	XP_015431772.1
OG0000470	XP_034182970.1, XP_034182969.1	XP_015432130.1
OG0000471	XP_034184461.1, XP_034184462.1, XP_034184460.1	XP_015436162.1
OG0000472	XP_034195907.1, XP_034195787.1	XP_015429983.1
OG0000474	XP_034172357.1, XP_034172359.1, XP_034172360.1, XP_034172361.1	XP_015430247.1, XP_015430255.1
OG0000475	XP_034179714.1	XP_015432455.1
OG0000476	XP_034173702.1	XP_015431600.1
OG0000477	XP_034177335.1	XP_015439894.1
OG0000477	XP_034173419.1	XP_015435437.1
OG0000478	XP_034195846.1	XP_015437208.1
OG0000479	XP_034175212.1	XP_015437281.1
OG0000480	XP_034176735.1	XP_015433561.1
OG0000482	XP_034195542.1	XP_015429591.1
OG0000483	XP_034172717.1, XP_034172718.1, XP_034172720.1, XP_034172719.1	XP_015435369.1
OG0000484	XP_034179767.1	XP_015433166.1
OG0000485	XP_034181035.1	XP_015429741.1
OG0000485	XP_034181032.1	XP_015429690.1
OG0000486	XP_034178154.1	XP_015436437.1
OG0000487	XP_034193011.1	XP_015440145.1
OG0000487	XP_034193013.1, XP_034193014.1, XP_034193012.1	XP_015440057.1, XP_015440058.1
OG0000488	XP_034181104.1, XP_034181105.1, XP_034181101.1, XP_034181102.1, XP_034181103.1	XP_015436500.1
OG0000489	XP_034187716.1, XP_034187717.1, XP_034187718.1	XP_015429761.1
OG0000490	XP_034176689.1	XP_015428411.1
OG0000491	XP_034194744.1	XP_015434278.1
OG0000492	XP_034182815.1, XP_034182814.1	XP_015435792.1
OG0000493	XP_034189580.1, XP_034189578.1, XP_034189579.1, XP_034189581.1	XP_015438423.1
OG0000494	XP_034174964.1	XP_015436648.1
OG0000495	XP_034177187.1, XP_034177193.1	XP_015429963.1
OG0000496	XP_034183865.1, XP_034183826.1, XP_034183833.1, XP_034183856.1, XP_034183850.1, XP_034183840.1, XP_034183817.1	XP_015430038.1, XP_015430037.1
OG0000497	XP_034189658.1	XP_015428876.1
OG0000497	XP_034176952.1, XP_034176951.1	XP_015440098.1
OG0000498	XP_034184754.1, XP_034184753.1, XP_034184755.1, XP_034184752.1	XP_015430515.1
OG0000499	XP_034195515.1	XP_015432026.1
OG0000500	XP_034195891.1	XP_015432044.1
OG0000500	XP_034195905.1	XP_015431968.1
OG0000501	XP_034195124.1, XP_034191370.1, XP_034186987.1, XP_034191003.1	XP_015438706.1
OG0000501	XP_034186343.1	XP_015438636.1
OG0000502	XP_034182531.1	XP_015435832.1
OG0000502	XP_034182530.1, XP_034182529.1	XP_015435829.1
OG0000503	XP_034194404.1, XP_034194406.1, XP_034194405.1	XP_015435885.1
OG0000504	XP_034188551.1	XP_015435768.1
OG0000505	XP_034191600.1	XP_015439185.1
