Orthogroup	Osmia_lignaria	Nasonia_vitripennis
OG0000179	XP_034186565.1, XP_034186567.1	XP_001604591.1
OG0000179	XP_034186839.1	XP_032451900.1, XP_001607038.1, XP_032451901.1
OG0000180	XP_034190519.1, XP_034190518.1, XP_034190520.1	XP_008206406.1, XP_001606981.2
OG0000181	XP_034175483.1, XP_034175486.1, XP_034175485.1, XP_034175484.1, XP_034175487.1, XP_034175489.1, XP_034175488.1	XP_001600458.2, XP_008214574.1, XP_008214578.1, XP_016845255.1
OG0000182	XP_034185960.1, XP_034185984.1, XP_034185975.1, XP_034185966.1	XP_001601987.2, XP_016841479.1, XP_016841478.1, XP_031787113.1, XP_031787104.1, XP_031787105.1, XP_031787106.1, XP_031787109.1, XP_031787110.1, XP_031787111.1, XP_031787112.1, XP_008205687.1, XP_008205678.1, XP_031787103.1
OG0000183	XP_034184393.1, XP_034184394.1	XP_003426002.1, XP_008204775.1, XP_008204776.1, XP_008204778.1
OG0000183	XP_034184584.1	XP_001603387.1
OG0000184	XP_034172644.1, XP_034172643.1, XP_034172641.1, XP_034172642.1	NP_001177442.1, XP_031786125.1, NP_001177456.1, NP_001177454.1, NP_001177455.1, NP_001177445.1, NP_001177448.1, NP_001177447.1, XP_031786129.1, NP_001177452.1, NP_001177453.1, NP_001177446.1, XP_032454720.1, NP_001177450.1, NP_001164388.1, NP_001177421.1, NP_001177422.1, XP_016845192.1, NP_001177460.1, NP_001177457.1, NP_001177449.1, NP_001177451.1, NP_001164464.1, NP_001177642.1, XP_031786111.1, NP_001177697.1, NP_001177444.1, NP_001177458.1, NP_001177459.1, NP_001177443.1, NP_001177441.1
OG0000185	XP_034191549.1, XP_034191548.1	XP_008202977.1
OG0000186	XP_034172036.1, XP_034172037.1, XP_034172035.1	XP_008214191.1, NP_001165994.1
OG0000187	XP_034184427.1, XP_034184426.1, XP_034184425.1, XP_034184424.1	XP_016840762.1, XP_032455395.1, XP_032455396.1, XP_032455397.1, XP_008211394.1, XP_008211389.1, XP_031785200.1
OG0000188	XP_034174014.1	XP_001604859.1
OG0000189	XP_034173527.1, XP_034173528.1, XP_034173529.1	XP_031781874.1
OG0000190	XP_034178973.1	XP_008201771.1, XP_032456089.1, XP_032456090.1, XP_032456086.1, XP_001605005.1, XP_032456093.1, XP_032456091.1, XP_032456092.1, XP_032456087.1, XP_032456088.1, XP_001604983.1, XP_003425264.1, XP_008201772.1, XP_032456085.1, XP_008201769.1, XP_032456082.1, XP_032456084.1, XP_032456083.1, XP_008201770.1
OG0000191	XP_034193856.1	XP_008207212.2
OG0000192	XP_034188823.1, XP_034188824.1, XP_034188825.1	XP_031780067.1, XP_031780066.1
OG0000194	XP_034172732.1	NP_001166262.1
OG0000194	XP_034179980.1	XP_003426834.1
OG0000194	XP_034179976.1	NP_001166261.1
OG0000194	XP_034179971.1	NP_001161280.1, XP_032451902.1
OG0000195	XP_034186983.1, XP_034186982.1, XP_034186892.1, XP_034186893.1	XP_008203346.1, XP_008203347.1
OG0000196	XP_034182940.1, XP_034182938.1, XP_034182937.1	XP_003423952.1, XP_008215430.1
OG0000196	XP_034194596.1	XP_008215207.1
OG0000197	XP_034180318.1, XP_034180320.1, XP_034180317.1, XP_034180316.1	XP_016837276.1, XP_016837275.1, NP_001155183.1, XP_016837279.1, XP_016837277.1, XP_032452047.1, XP_031777742.1, XP_031777741.1, XP_031777743.1
OG0000200	XP_034194186.1	XP_001601256.2
OG0000200	XP_034175393.1, XP_034175399.1	NP_001153462.1
OG0000201	XP_034190160.1	XP_001606137.1
OG0000201	XP_034190159.1	XP_001607558.2
OG0000202	XP_034174741.1	XP_001608175.1, XP_032456995.1, XP_032456994.1
OG0000202	XP_034179831.1, XP_034179748.1	XP_031788443.1, XP_031788445.1
OG0000203	XP_034187157.1	XP_001608051.1
OG0000203	XP_034176454.1	XP_032452106.1, XP_031779307.1
OG0000204	XP_034178486.1, XP_034178485.1	XP_016841715.1, XP_031788586.1, XP_016841716.1
OG0000205	XP_034188205.1, XP_034188206.1, XP_034188203.1, XP_034188202.1, XP_034188198.1, XP_034188201.1, XP_034188199.1, XP_034188204.1	XP_031784084.1
OG0000207	XP_034176138.1	XP_001605874.1
OG0000207	XP_034183197.1	XP_031780977.1
OG0000207	XP_034183198.1	XP_031779878.1, XP_031781051.1
OG0000208	XP_034183186.1	XP_031781008.1
OG0000209	XP_034184421.1	XP_032456886.1
OG0000210	XP_034195547.1	XP_008212102.1, XP_008212106.1
OG0000210	XP_034177733.1	XP_032455257.1
OG0000212	XP_034171934.1	XP_001603421.1
OG0000212	XP_034190213.1	XP_001601231.2
OG0000213	XP_034181405.1, XP_034181403.1, XP_034181402.1, XP_034181400.1, XP_034181399.1, XP_034181401.1	XP_003427028.1, XP_001605473.1, XP_032456240.1
OG0000214	XP_034181682.1	XP_032457643.1, XP_032457642.1, XP_031781552.1, XP_031781551.1
OG0000215	XP_034179200.1, XP_034179201.1, XP_034179202.1	XP_016843751.2, XP_016843750.2, XP_016843749.2, XP_031788092.1, XP_032456457.1
OG0000215	XP_034179204.1	XP_001603599.4
OG0000216	XP_034174664.1	XP_001603476.3
OG0000217	XP_034192714.1	XP_001605172.2, XP_031785580.1, XP_032453386.1, XP_001605149.3, XP_031780038.1, XP_001599171.3, XP_032451628.1, XP_001605811.2
OG0000218	XP_034179355.1, XP_034179356.1, XP_034179353.1	XP_008207040.1, XP_008207042.1, XP_008207041.1
OG0000219	XP_034182415.1, XP_034182416.1, XP_034182417.1, XP_034182418.1, XP_034182419.1	XP_032452539.1
OG0000220	XP_034185665.1, XP_034185663.1, XP_034185662.1, XP_034185661.1, XP_034185660.1, XP_034185659.1, XP_034185666.1, XP_034185667.1	XP_008206095.1, XP_008206096.1, XP_008206094.1, XP_016843252.1, XP_008206097.1, XP_001604656.1
OG0000221	XP_034172270.1	XP_001607468.1
OG0000223	XP_034187872.1	NP_001155149.1, XP_008213618.1
OG0000223	XP_034174855.1	XP_031785562.1
OG0000224	XP_034174532.1	NP_001166091.1, XP_016836998.2, XP_032452314.1, XP_031780168.1
OG0000225	XP_034187524.1, XP_034187523.1	XP_001602931.1
OG0000225	XP_034174370.1	XP_031781485.1, XP_032457609.1, XP_031777410.1
OG0000226	XP_034178580.1	XP_016844695.1
OG0000226	XP_034178152.1, XP_034178153.1, XP_034178155.1	XP_016845008.1
OG0000228	XP_034194033.1, XP_034194960.1, XP_034195023.1, XP_034195027.1, XP_034194846.1, XP_034194798.1	XP_016842865.1
OG0000229	XP_034171126.1	XP_008215504.1
OG0000230	XP_034178098.1	XP_003424711.1
OG0000231	XP_034190001.1, XP_034190002.1	XP_001602920.1
OG0000232	XP_034180300.1	XP_031788753.1
OG0000233	XP_034173028.1, XP_034173029.1, XP_034173027.1	XP_008216033.1, XP_016836863.1, XP_003423899.1, XP_031777023.1
OG0000234	XP_034195401.1	NP_001166089.1
OG0000235	XP_034181826.1, XP_034181830.1, XP_034181832.1	XP_031779029.1, XP_031779025.1, XP_031779027.1
OG0000236	XP_034193620.1, XP_034193619.1, XP_034193622.1, XP_034193621.1	NP_001164379.1
OG0000236	XP_034193614.1, XP_034177212.1	XP_031785405.1
OG0000237	XP_034180210.1, XP_034194076.1, XP_034194078.1	XP_008203240.1
OG0000238	XP_034192180.1	XP_016841012.1, XP_008212143.1
OG0000238	XP_034194533.1, XP_034195303.1, XP_034192369.1, XP_034194956.1	XP_031781099.1
OG0000239	XP_034178769.1, XP_034178779.1, XP_034178780.1, XP_034178777.1, XP_034178778.1	XP_031785698.1
OG0000240	XP_034175682.1, XP_034180954.1, XP_034180941.1	XP_016838389.1, XP_016838388.1, XP_016838390.1, XP_016838387.1, XP_008207243.1, XP_003426690.1, XP_032456400.1, XP_031779042.1, XP_016838108.1, NP_001153321.1, XP_031787488.1, XP_008217955.2, XP_032457878.1
OG0000241	XP_034181063.1	XP_001599078.1
OG0000241	XP_034176484.1, XP_034176485.1, XP_034176486.1	XP_031784889.1
OG0000243	XP_034195602.1	XP_001605952.2
OG0000244	XP_034191998.1	XP_031781211.1, XP_008214562.1, XP_008214563.1, XP_032457510.1, XP_031781210.1
OG0000245	XP_034194081.1	NP_001164331.1, NP_001164357.1, XP_031783456.1
OG0000246	XP_034190713.1	XP_001603679.1
OG0000246	XP_034190757.1	XP_003427114.1, XP_031778429.1
OG0000247	XP_034192945.1	XP_031779115.1
OG0000248	XP_034175213.1	XP_031783660.1
OG0000249	XP_034175198.1	NP_001153452.1, XP_031787477.1
OG0000250	XP_034185851.1	XP_001607440.2
OG0000250	XP_034196161.1, XP_034196165.1	XP_001603664.1
OG0000251	XP_034174897.1, XP_034186398.1	XP_032455324.1, XP_031784890.1, XP_003426647.1
OG0000252	XP_034172163.1	XP_008202453.1, XP_008202456.1, XP_032457326.1, XP_031777444.1, XP_031777443.1, XP_032457324.1, XP_032457323.1, XP_032457325.1
OG0000253	XP_034188715.1	XP_031781922.1, NP_001122571.1
OG0000254	XP_034181711.1	XP_008211229.1, XP_031785157.1
OG0000254	XP_034176775.1	XP_008206656.1
OG0000255	XP_034175416.1	XP_008214568.1
OG0000255	XP_034174148.1, XP_034174137.1	XP_001601575.1
OG0000256	XP_034172377.1, XP_034172378.1, XP_034172380.1, XP_034172381.1, XP_034172375.1, XP_034172379.1, XP_034172374.1	XP_008204801.1, XP_008204800.1, XP_008204803.1, XP_008204805.1
OG0000257	XP_034180530.1	XP_016838496.1, XP_008203021.1
OG0000257	XP_034180525.1	XP_016838482.1
OG0000258	XP_034179516.1	XP_001601068.1, XP_016845241.1, XP_001601290.2, XP_001601182.1
OG0000259	XP_034173230.1	XP_008207661.2
OG0000261	XP_034174496.1, XP_034174495.1, XP_034174497.1	XP_001602288.1
OG0000263	XP_034176251.1, XP_034176252.1, XP_034176253.1, XP_034176254.1	XP_008203575.1, XP_032454107.1, XP_003425684.1, XP_031783237.1, XP_008203574.1, XP_031783236.1
OG0000264	XP_034192517.1, XP_034192519.1	XP_016844991.1, XP_016844992.1, XP_016844993.1
OG0000264	XP_034192532.1, XP_034192535.1, XP_034192533.1	XP_001608103.1
OG0000265	XP_034172043.1	XP_016839585.1
OG0000266	XP_034178854.1	XP_003428081.1
OG0000266	XP_034179808.1	XP_008213988.1, XP_001601016.1, XP_032455467.1
OG0000268	XP_034187249.1, XP_034187250.1	XP_001604577.1, XP_031789511.1, XP_001604871.2, XP_001604880.2
OG0000269	XP_034171785.1, XP_034171786.1, XP_034171784.1	XP_001607744.2
OG0000270	XP_034187840.1	XP_031787127.1
OG0000271	XP_034173987.1, XP_034173988.1	NP_001153387.1, XP_001600587.2
OG0000271	XP_034181157.1	XP_001606201.2
OG0000272	XP_034188739.1	XP_031778066.1, XP_032453944.1
OG0000272	XP_034180090.1, XP_034180092.1	XP_001603198.2
OG0000273	XP_034173815.1, XP_034173817.1	XP_031780333.1
OG0000274	XP_034177701.1	XP_031785813.1
OG0000274	XP_034177647.1, XP_034177646.1, XP_034177645.1	XP_008211195.1
OG0000276	XP_034183449.1	XP_001607936.1
OG0000277	XP_034180149.1	XP_008211107.1
OG0000278	XP_034196238.1	XP_032454137.1, XP_032454138.1, XP_032454139.1, XP_032454140.1, XP_032454133.1, XP_032454134.1, XP_032454135.1, XP_032454136.1, XP_016839921.1, XP_032454142.1, XP_032454141.1, XP_016839922.1, XP_032454144.1, XP_032454143.1, XP_032454146.1, XP_032454145.1, XP_032454148.1, XP_032454147.1, XP_032454149.1, XP_032454151.1, XP_032454132.1, XP_032454150.1, XP_031783292.1
OG0000279	XP_034178078.1, XP_034178079.1	XP_031783226.1, XP_008203513.1, XP_016839857.1
OG0000281	XP_034183439.1	XP_001607948.2
OG0000281	XP_034177719.1	XP_001604417.2
OG0000283	XP_034177112.1, XP_034177113.1, XP_034177114.1	XP_031785502.1, XP_001600158.2, XP_031785501.1, XP_008205791.1, XP_008205792.1, XP_032454919.1
OG0000284	XP_034177244.1	XP_001606673.1
OG0000284	XP_034176794.1, XP_034176612.1	XP_008211037.1
OG0000285	XP_034174210.1, XP_034174208.1, XP_034174209.1, XP_034174207.1	XP_016838297.1
OG0000286	XP_034185528.1	XP_032452557.1
OG0000287	XP_034181060.1	XP_003425383.1, XP_008202274.1
OG0000288	XP_034176886.1	NP_001166048.1, XP_008209318.1
OG0000289	XP_034172935.1	XP_016840362.1, XP_001604619.1, XP_008211310.1, XP_008211309.1, XP_032454831.1
OG0000290	XP_034180983.1	XP_008204706.1, XP_008204688.1, XP_008204693.1, XP_008204700.1
OG0000291	XP_034179489.1	XP_008211563.1
OG0000292	XP_034187357.1	XP_031780071.1
OG0000293	XP_034186973.1	XP_016838208.1, XP_016838209.1, XP_001605452.1, XP_008204320.1, XP_032453204.1, XP_032453205.1, XP_031787723.1, NP_001155147.1, XP_016837208.1, XP_001605977.1, XP_016837209.1, XP_031785202.1, XP_001606969.1, XP_001604473.1, NP_001155146.1, XP_001600770.1, XP_031783053.1
OG0000294	XP_034196676.1	XP_032454504.1, XP_008213463.1, XP_031782170.1, XP_031787254.1, XP_031786886.1, XP_016841020.1, XP_016841021.1
OG0000295	XP_034177800.1, XP_034177802.1, XP_034177803.1	XP_001607980.1, XP_001607976.1, XP_001607974.1, XP_003428212.1, XP_032455169.1, XP_032455170.1, XP_032455171.1
OG0000296	XP_034182600.1, XP_034182597.1, XP_034182598.1	XP_031779169.1
OG0000298	XP_034177626.1, XP_034177625.1, XP_034177622.1, XP_034177623.1	XP_008216149.1, XP_008216147.1, XP_008216146.1, XP_032453473.1, XP_032453472.1
OG0000299	XP_034182423.1, XP_034182421.1, XP_034182422.1, XP_034182424.1	XP_003426781.1, XP_001601854.1
OG0000300	XP_034193167.1, XP_034193170.1	XP_003425056.1, XP_001605288.1
OG0000301	XP_034187069.1	NP_001165992.1
OG0000301	XP_034187199.1	NP_001165993.1
OG0000302	XP_034189557.1	XP_031783914.1
OG0000302	XP_034189445.1, XP_034189444.1	XP_032455159.1, XP_008214883.1, XP_032455160.1, XP_008214882.1, XP_031786529.1, XP_031786440.1
OG0000303	XP_034187015.1	XP_008212905.1
OG0000304	XP_034185537.1, XP_034185536.1, XP_034185539.1, XP_034185538.1, XP_034185540.1, XP_034185535.1	XP_031786449.1
OG0000305	XP_034181240.1	XP_008203496.1
OG0000305	XP_034172491.1	XP_031787288.1, XP_016841776.1, XP_016841777.1
OG0000306	XP_034176770.1, XP_034176766.1	XP_031785304.1
OG0000307	XP_034191324.1, XP_034191323.1	XP_031785703.1, XP_008215148.1, XP_032455669.1
OG0000308	XP_034183858.1, XP_034183859.1, XP_034183861.1, XP_034183857.1, XP_034183860.1, XP_034183862.1, XP_034183855.1, XP_034183854.1	XP_008208754.1, XP_001602066.1
OG0000310	XP_034171333.1, XP_034171334.1, XP_034171330.1, XP_034171331.1, XP_034171332.1	XP_016840055.1, XP_001606567.1
OG0000311	XP_034192428.1	XP_031788070.1
OG0000312	XP_034194110.1, XP_034194111.1	XP_032454158.1, XP_032454156.1, XP_032454154.1, XP_008206250.1, XP_008206249.1, XP_032454157.1, XP_032454153.1
OG0000313	XP_034185221.1	XP_031781836.1, XP_001599934.1
OG0000314	XP_034178893.1, XP_034178894.1	XP_001606465.1, XP_032456526.1, XP_008204338.1, XP_031787274.1, XP_003424762.3
OG0000314	XP_034178892.1	XP_032456533.1, XP_001607656.1
OG0000315	XP_034196203.1	XP_001599137.1, XP_001600184.4
OG0000316	XP_034191977.1	XP_031787731.1
OG0000317	XP_034175009.1, XP_034175007.1, XP_034175006.1, XP_034175001.1, XP_034175000.1, XP_034174999.1, XP_034175005.1, XP_034175004.1, XP_034175003.1, XP_034175002.1, XP_034175008.1	XP_016841106.1, XP_003426518.1, XP_008206890.1
OG0000318	XP_034190993.1	XP_008206399.1, XP_001606799.1
OG0000319	XP_034193121.1	XP_016845436.1
OG0000320	XP_034191979.1	XP_001602384.1, XP_001607362.3, XP_001605719.1
OG0000321	XP_034181909.1	XP_031777401.1
OG0000322	XP_034189952.1, XP_034183562.1	XP_001607407.1
OG0000323	XP_034175132.1, XP_034175130.1, XP_034175131.1	XP_031788472.1, XP_032457254.1, XP_031788450.1
OG0000324	XP_034173951.1	XP_031780816.1
OG0000324	XP_034174782.1, XP_034174775.1	XP_016838881.2
OG0000325	XP_034174351.1	XP_008213655.1
OG0000326	XP_034184186.1, XP_034184185.1	XP_031784208.1, XP_032457888.1, XP_032457885.1, XP_032457884.1, XP_032457887.1, XP_032457886.1, XP_031784204.1, XP_031784205.1, XP_031784206.1, XP_031784207.1, XP_016842072.1, XP_008217372.1, XP_031784209.1
OG0000327	XP_034175010.1, XP_034175012.1	XP_016838935.1, XP_016838930.1
OG0000329	XP_034191092.1	XP_008212188.1, XP_032454722.1, XP_032454721.1, XP_032454724.1, XP_008212187.1, XP_008212184.1, XP_032454723.1, XP_032454725.1, XP_016844327.1, XP_016844329.1, XP_016844328.1, XP_008212174.1, NP_001136350.1, NP_001136351.1, XP_008212189.1, XP_008212190.1, XP_016844326.1
OG0000330	XP_034186846.1	XP_016837033.1, NP_001280498.1, NP_001280500.1, NP_001280494.1
OG0000330	XP_034196109.1, XP_034196108.1	NP_001159944.1, NP_001159943.1
OG0000331	XP_034185977.1, XP_034185976.1	XP_016843206.1
OG0000332	XP_034194113.1, XP_034194114.1, XP_034194115.1	XP_031783273.1, XP_008206247.1
OG0000333	XP_034173930.1, XP_034173975.1	XP_031783197.1
OG0000334	XP_034183398.1, XP_034183399.1	NP_001164403.1, XP_032452183.1, XP_008216254.1
OG0000335	XP_034183104.1, XP_034183101.1, XP_034183103.1, XP_034183105.1, XP_034183102.1, XP_034183106.1	XP_003426117.1
OG0000336	XP_034190416.1	XP_003426396.1
OG0000337	XP_034175506.1	XP_031783756.1
OG0000338	XP_034182687.1	XP_003424878.1
OG0000338	XP_034176771.1	XP_001607488.2, XP_001604839.1
OG0000339	XP_034192643.1	XP_031784468.1
OG0000339	XP_034185690.1	XP_031779603.1
OG0000340	XP_034180751.1	XP_008215783.2
OG0000341	XP_034184451.1, XP_034184452.1, XP_034184449.1, XP_034184448.1, XP_034184450.1	XP_031780569.1, XP_001601882.1
OG0000342	XP_034175390.1	XP_016842459.1, XP_031788435.1
OG0000342	XP_034176651.1	XP_008206353.1
OG0000343	XP_034171667.1, XP_034171668.1, XP_034171666.1	XP_003428067.1
OG0000344	XP_034172096.1, XP_034172095.1, XP_034172097.1	XP_016844412.1
OG0000345	XP_034194321.1	XP_016837521.1, XP_031779210.1
OG0000346	XP_034194691.1, XP_034194550.1, XP_034194815.1, XP_034194816.1, XP_034195188.1, XP_034195190.1, XP_034184614.1, XP_034183411.1, XP_034194021.1, XP_034194852.1, XP_034194855.1, XP_034194854.1, XP_034194853.1, XP_034194856.1	XP_031788429.1
OG0000347	XP_034188955.1, XP_034188954.1, XP_034188956.1, XP_034188959.1, XP_034188958.1, XP_034188957.1	XP_032456833.1, XP_031788519.1, XP_031788520.1, XP_031788521.1
OG0000349	XP_034191076.1, XP_034191073.1, XP_034191074.1	XP_031785287.1
OG0000350	XP_034175114.1, XP_034175113.1, XP_034175112.1	XP_001601576.1, XP_008204559.1
OG0000351	XP_034182794.1, XP_034182795.1	XP_001603070.1
OG0000352	XP_034171365.1, XP_034171366.1	XP_016839388.1
OG0000356	XP_034184610.1	XP_001603497.1, XP_001603472.2
OG0000357	XP_034180710.1, XP_034180709.1, XP_034180712.1, XP_034180711.1	XP_008201758.1, XP_003425261.1
OG0000358	XP_034177323.1, XP_034177336.1, XP_034177344.1, XP_034177330.1	XP_032451992.1
OG0000360	XP_034178956.1	XP_031786393.1
OG0000361	XP_034179560.1	XP_001599966.3
OG0000362	XP_034189061.1	XP_001603573.1, NP_001154986.1, XP_001603544.1
OG0000362	XP_034188792.1, XP_034188799.1	XP_032453925.1, XP_032453924.1, XP_008210363.1, XP_008210364.1
OG0000363	XP_034171304.1	NP_001166856.1
OG0000363	XP_034184767.1	XP_008215037.1, NP_001136080.1
OG0000364	XP_034177364.1, XP_034177365.1	XP_032455556.1, XP_016840845.1
OG0000365	XP_034176168.1, XP_034176167.1, XP_034176169.1	XP_001604570.2, XP_016839941.1, XP_016839942.1, XP_008210434.1
OG0000366	XP_034193594.1, XP_034193586.1, XP_034193587.1, XP_034193584.1	NP_001234894.1
OG0000367	XP_034183395.1, XP_034183397.1, XP_034183396.1	XP_001603452.1, XP_031780815.1
OG0000368	XP_034187201.1	XP_031779116.1
OG0000368	XP_034187101.1	XP_031779250.1, XP_001606272.1
OG0000369	XP_034179186.1, XP_034181298.1	XP_032451964.1, XP_008212938.1
OG0000370	XP_034171787.1	XP_008216733.1, NP_001166053.1
OG0000370	XP_034171026.1	XP_032455885.1, NP_001166079.1
OG0000371	XP_034179367.1, XP_034179365.1, XP_034179363.1, XP_034179361.1, XP_034179366.1, XP_034179362.1	XP_003426598.1
OG0000372	XP_034175981.1, XP_034189717.1	XP_032452377.1, XP_032452378.1, XP_032452376.1, XP_016838013.1, XP_016838012.1, XP_032452380.1, XP_032452379.1, XP_032452382.1, XP_032452381.1
OG0000374	XP_034184621.1	XP_031776737.1, XP_031781754.1
OG0000375	XP_034182296.1, XP_034182318.1, XP_034182328.1, XP_034182303.1, XP_034182312.1	XP_008208423.1, XP_001599241.1, XP_008208436.1, XP_008208430.1
OG0000376	XP_034183658.1, XP_034183657.1	XP_031782974.1, XP_032457748.1, XP_031782970.1, XP_031782973.1, XP_031782972.1, XP_031782975.1
OG0000377	XP_034172682.1	XP_008210300.1
OG0000377	XP_034189355.1	NP_001164381.1
OG0000378	XP_034193102.1	XP_001601479.2
OG0000378	XP_034196272.1	XP_031780953.1
OG0000379	XP_034194737.1, XP_034194740.1, XP_034194741.1, XP_034194738.1, XP_034194739.1, XP_034194742.1	XP_008209839.1, XP_008209838.1
OG0000380	XP_034173136.1, XP_034173135.1	XP_031786831.1, XP_031786832.1
OG0000381	XP_034186144.1	XP_016841180.1
OG0000381	XP_034171088.1	XP_001602738.1
OG0000382	XP_034186142.1, XP_034186146.1, XP_034186143.1, XP_034186145.1	XP_001607827.3
OG0000382	XP_034173696.1	XP_008217713.1
OG0000383	XP_034175172.1, XP_034175972.1, XP_034175974.1, XP_034175971.1, XP_034175970.1, XP_034175973.1	XP_003427646.1
OG0000384	XP_034196598.1, XP_034196592.1	XP_001604432.2, XP_008210418.1
OG0000384	XP_034196612.1	XP_031782398.1
OG0000385	XP_034195100.1	XP_001599984.1
OG0000386	XP_034178869.1, XP_034178868.1	XP_008202799.1, XP_031777593.1
OG0000388	XP_034190357.1	XP_008206350.1
OG0000388	XP_034175524.1	XP_032454208.1, XP_032454209.1, XP_016839439.1, XP_032454207.1
OG0000389	XP_034172589.1, XP_034172592.1	XP_008216123.1, XP_016837517.1
OG0000390	XP_034181045.1	XP_001602302.2, XP_031782806.1
OG0000391	XP_034189002.1, XP_034189000.1, XP_034189001.1, XP_034188999.1, XP_034188998.1, XP_034188997.1	XP_001603994.2, XP_032453563.1, XP_003425361.1, XP_003425362.1, XP_008202185.1, XP_008202187.1
OG0000394	XP_034180996.1, XP_034180995.1, XP_034180997.1	XP_031778263.1
OG0000395	XP_034194866.1	XP_001601573.1, XP_031787201.1
OG0000395	XP_034194334.1	XP_001601712.1
OG0000396	XP_034185871.1	XP_008207407.1, XP_016837884.1
OG0000397	XP_034181654.1	XP_008203436.1, XP_031783735.1, XP_032453856.1, XP_008203434.1, XP_008203435.1, XP_008203433.1
OG0000398	XP_034183558.1, XP_034183559.1, XP_034183556.1, XP_034183557.1	XP_016845283.1, XP_008214693.1, XP_008214717.1, XP_032455667.1, XP_001604820.2
