Orthogroup	Osmia_lignaria	Solenopsis_invicta
OG0000136	XP_034180981.1, XP_034173810.1	XP_011168434.2, XP_011168435.1, XP_011168438.2, XP_039309206.1, XP_025989059.2, XP_011168437.1, XP_011168436.1, XP_011168451.1
OG0000137	XP_034196013.1	XP_039302269.1, XP_011164282.1
OG0000137	XP_034190610.1, XP_034190609.1, XP_034190611.1, XP_034190608.1, XP_034178422.1	XP_025987902.2, XP_011171988.2, XP_011171990.2, XP_011171989.2
OG0000138	XP_034181257.1, XP_034181256.1, XP_034181258.1, XP_034181252.1, XP_034181253.1, XP_034181250.1, XP_034181251.1, XP_034181249.1, XP_034181254.1	XP_011156769.2
OG0000139	XP_034187809.1	XP_011163312.2, XP_025992297.2
OG0000141	XP_034180611.1, XP_034180612.1, XP_034180613.1, XP_034180614.1	XP_011172931.2
OG0000141	XP_034191369.1, XP_034191364.1, XP_034191348.1, XP_034191355.1	XP_011173169.1
OG0000142	XP_034178047.1, XP_034192200.1, XP_034178813.1, XP_034178812.1, XP_034192230.1, XP_034178808.1, XP_034178698.1, XP_034178807.1, XP_034194621.1, XP_034194612.1, XP_034178806.1, XP_034178194.1, XP_034192201.1	XP_039305867.1, XP_025986931.2, XP_039314570.1, XP_025986941.2, XP_025986936.2, XP_039314535.1, XP_039314558.1, XP_011168007.2, XP_039314529.1, XP_039314590.1, XP_039314564.1, XP_039305868.1, XP_039305708.1, XP_039305809.1, XP_039305616.1, XP_039305178.1, XP_039305782.1
OG0000143	XP_034170950.1	XP_011158940.1, XP_011158941.1
OG0000144	XP_034185501.1	XP_011155485.2
OG0000144	XP_034185500.1	XP_011155484.1
OG0000145	XP_034172080.1, XP_034172081.1, XP_034172082.1, XP_034172083.1	XP_039310475.1, XP_039310474.1
OG0000145	XP_034194879.1	XP_025989810.1
OG0000146	XP_034191002.1	XP_011158610.1
OG0000146	XP_034184015.1, XP_034184014.1	XP_011163024.1, XP_011163029.1
OG0000147	XP_034176955.1, XP_034176956.1, XP_034176953.1, XP_034176954.1, XP_034176959.1, XP_034176957.1, XP_034176958.1	XP_025987816.1, XP_039314750.1
OG0000149	XP_034188253.1	XP_011168700.1
OG0000149	XP_034188255.1, XP_034188259.1, XP_034188258.1, XP_034188260.1, XP_034188261.1, XP_034188257.1	XP_039303906.1, XP_011168707.2, XP_011168703.2, XP_011168705.2, XP_011168706.2, XP_011168701.2
OG0000150	XP_034191022.1	XP_011156682.1, XP_025991203.1, XP_011156666.1, XP_011156673.1, XP_025991204.1
OG0000151	XP_034171188.1, XP_034171191.1, XP_034171190.1, XP_034171189.1	XP_011167344.2
OG0000152	XP_034190547.1, XP_034190545.1, XP_034190544.1, XP_034190543.1, XP_034190550.1, XP_034190549.1, XP_034190548.1, XP_034190542.1	XP_011159593.1, XP_011159592.1
OG0000153	XP_034191920.1, XP_034191919.1, XP_034191916.1, XP_034191917.1, XP_034191915.1, XP_034191918.1	XP_025991417.2
OG0000154	XP_034183985.1	XP_039306572.1, XP_011172804.1, XP_039306683.1
OG0000156	XP_034172064.1	XP_039313051.1, XP_039313052.1, XP_011167313.1, XP_011167314.1, XP_011167312.1
OG0000157	XP_034178431.1, XP_034178176.1, XP_034178177.1, XP_034178427.1, XP_034178570.1, XP_034178430.1	XP_039311111.1, XP_039311110.1
OG0000158	XP_034177301.1	XP_039312830.1
OG0000158	XP_034177338.1	XP_039312827.1
OG0000160	XP_034176220.1, XP_034176221.1	XP_025995468.2
OG0000160	XP_034182275.1	XP_039307899.1
OG0000161	XP_034182690.1	XP_011171818.2, XP_011157167.1, XP_011171836.1
OG0000162	XP_034184537.1	XP_025990139.1
OG0000163	XP_034192171.1	XP_039308609.1, XP_025995107.1, XP_039314688.1, XP_025985726.2, XP_039310227.1, XP_039305119.1, XP_039308588.1, XP_039313530.1, XP_039305423.1, XP_039308364.1, XP_039302748.1, XP_039307028.1, XP_039302949.1, XP_039309116.1, XP_039306857.1, XP_039302182.1, XP_039302778.1, XP_039302725.1, XP_039315256.1, XP_025990842.2, XP_039310495.1, XP_039306670.1, XP_039305300.1
OG0000164	XP_034195536.1	XP_011175603.2, XP_039313027.1
OG0000165	XP_034181772.1, XP_034181773.1, XP_034181774.1	XP_011162664.1, XP_011162665.1, XP_025987522.1, XP_025987521.1
OG0000165	XP_034193100.1	XP_011173553.1
OG0000166	XP_034172021.1, XP_034172006.1, XP_034171988.1, XP_034171990.1	XP_025986750.2, XP_025986751.2, XP_039305072.1, XP_039305077.1
OG0000169	XP_034195551.1	XP_011166801.1, XP_011166805.2, XP_011166806.2
OG0000170	XP_034186105.1, XP_034186106.1	XP_011161394.2
OG0000170	XP_034186107.1	XP_011161401.1
OG0000170	XP_034186108.1	XP_011161396.1
OG0000170	XP_034186114.1	XP_011161398.1
OG0000171	XP_034175616.1, XP_034175629.1	XP_011160261.1, XP_039309768.1, XP_011160941.1, XP_039309770.1, XP_011160937.1, XP_011160936.1
OG0000172	XP_034186460.1, XP_034186461.1, XP_034186462.1, XP_034186463.1, XP_034186455.1, XP_034186454.1, XP_034186457.1, XP_034186459.1, XP_034186458.1, XP_034186464.1	XP_039313711.1
OG0000173	XP_034193474.1, XP_034193472.1, XP_034193473.1, XP_034193470.1, XP_034193475.1, XP_034193476.1	XP_025993243.1, XP_011165836.1, XP_039304290.1, XP_011165837.1, XP_011165835.1
OG0000174	XP_034180576.1, XP_034180577.1, XP_034180578.1	XP_025991237.1, XP_025991236.1, XP_025991235.1, XP_025991234.1, XP_025991233.1, XP_039302167.1, XP_039302166.1
OG0000175	XP_034180406.1, XP_034180404.1, XP_034180403.1, XP_034180402.1	XP_039302006.1, XP_039302007.1, XP_011157853.1
OG0000176	XP_034171203.1	XP_025986721.1
OG0000177	XP_034175291.1	XP_025993788.1
OG0000177	XP_034176051.1, XP_034176049.1	XP_011167661.1
OG0000179	XP_034186565.1, XP_034186567.1	XP_039308745.1
OG0000179	XP_034186839.1	XP_011164111.1
OG0000179	XP_034172576.1	XP_011163234.1
OG0000180	XP_034190519.1, XP_034190518.1, XP_034190520.1	XP_011166951.1, XP_011166952.1, XP_025986052.1, XP_025986051.1
OG0000181	XP_034175483.1, XP_034175486.1, XP_034175485.1, XP_034175484.1, XP_034175487.1, XP_034175489.1, XP_034175488.1	XP_025994298.1, XP_025994299.1, XP_039312812.1, XP_039312813.1, XP_011169149.1, XP_011169148.1
OG0000182	XP_034185960.1, XP_034185984.1, XP_034185975.1, XP_034185966.1	XP_011171027.1, XP_039307169.1, XP_039307168.1, XP_039307167.1, XP_039307166.1, XP_025991013.1
OG0000183	XP_034184393.1, XP_034184394.1	XP_011173713.1, XP_011173715.1
OG0000183	XP_034184584.1	XP_025992667.1
OG0000184	XP_034172644.1, XP_034172643.1, XP_034172641.1, XP_034172642.1	XP_039308158.1, XP_039308138.1, XP_039308136.1
OG0000185	XP_034191549.1, XP_034191548.1	XP_011158491.1, XP_011158492.1
OG0000186	XP_034172036.1, XP_034172037.1, XP_034172035.1	XP_039303622.1, XP_025989743.2, XP_011172186.2, XP_039302616.1, XP_011172178.2, XP_011172155.1, XP_025989742.2, XP_011172133.1
OG0000187	XP_034184427.1, XP_034184426.1, XP_034184425.1, XP_034184424.1	XP_039309150.1, XP_011165088.1, XP_011165087.1
OG0000188	XP_034174014.1	XP_011168465.1
OG0000189	XP_034173527.1, XP_034173528.1, XP_034173529.1	XP_011170993.1, XP_039306223.1
OG0000190	XP_034178973.1	XP_011166168.1, XP_039304064.1, XP_025988559.1
OG0000191	XP_034193856.1	XP_039315120.1, XP_011164616.2
OG0000192	XP_034188823.1, XP_034188824.1, XP_034188825.1	XP_039310511.1, XP_039310512.1, XP_039310513.1, XP_039310514.1, XP_025989114.2, XP_025989113.2, XP_011155855.2
OG0000194	XP_034172732.1	XP_039304800.1
OG0000194	XP_034179980.1	XP_011158373.2
OG0000194	XP_034179971.1	XP_025992171.1, XP_039304703.1
OG0000195	XP_034186983.1, XP_034186982.1, XP_034186892.1, XP_034186893.1	XP_025990073.1, XP_011155425.1, XP_011155426.1, XP_011155427.1, XP_039308628.1
OG0000196	XP_034182940.1, XP_034182938.1, XP_034182937.1	XP_039306717.1, XP_011171411.1, XP_011171412.1, XP_039306716.1
OG0000196	XP_034194596.1	XP_011161482.2
OG0000197	XP_034180318.1, XP_034180320.1, XP_034180317.1, XP_034180316.1	XP_011157191.1
OG0000199	XP_034179397.1	XP_011165422.2, XP_011165427.2, XP_039305866.1, XP_039306015.1, XP_039306014.1, XP_025986794.1, XP_011158963.2, XP_011165426.2, XP_039305878.1, XP_011176328.2, XP_025986782.1, XP_011158964.2, XP_039306012.1, XP_025986804.2, XP_039305620.1, XP_039306018.1, XP_025986792.2, XP_025986790.2, XP_025986791.2, XP_039305823.1, XP_039305738.1, XP_039305739.1, XP_025995023.2, XP_039305615.1, XP_039305580.1, XP_039305527.1, XP_039305898.1, XP_039305927.1, XP_025986822.2, XP_025995029.2, XP_025995030.2, XP_039305692.1, XP_039305703.1, XP_039305561.1, XP_025995028.2, XP_039301743.1, XP_039301738.1, XP_039306017.1, XP_039306005.1, XP_025995190.2, XP_011155917.2, XP_039306011.1, XP_039305555.1, XP_039305553.1, XP_039305552.1, XP_039305551.1, XP_025986677.2, XP_039305197.1, XP_039306008.1, XP_039305196.1, XP_011155915.3, XP_011158962.2, XP_011158961.2, XP_011158960.2, XP_025986793.1, XP_039310897.1, XP_011173265.1
OG0000200	XP_034194186.1	XP_011170758.1
OG0000200	XP_034175393.1, XP_034175399.1	XP_011168061.1, XP_011168064.1
OG0000201	XP_034190160.1	XP_025990401.2
OG0000201	XP_034190159.1	XP_039308817.1, XP_011165064.3, XP_039308820.1, XP_011165062.1, XP_011165070.2, XP_011165069.2
OG0000202	XP_034174741.1	XP_025988731.1
OG0000202	XP_034179831.1, XP_034179748.1	XP_025993071.1
OG0000203	XP_034187157.1	XP_011160113.1, XP_011160112.1
OG0000203	XP_034176454.1	XP_011168468.1, XP_039309884.1
OG0000204	XP_034178486.1, XP_034178485.1	XP_011157986.2, XP_039310926.1, XP_039310928.1, XP_039310930.1, XP_039310927.1, XP_025986662.2, XP_025986663.1, XP_011157989.1, XP_039310924.1, XP_025986661.1, XP_011157991.1
OG0000205	XP_034188205.1, XP_034188206.1, XP_034188203.1, XP_034188202.1, XP_034188198.1, XP_034188201.1, XP_034188199.1, XP_034188204.1	XP_011168746.1, XP_039308307.1
OG0000206	XP_034186883.1	XP_025988777.2, XP_039314221.1, XP_039314222.1
OG0000207	XP_034176138.1	XP_025996998.1
OG0000207	XP_034183197.1	XP_011156648.1
OG0000207	XP_034183198.1	NP_001291516.1
OG0000208	XP_034183186.1	XP_011156625.1
OG0000208	XP_034182757.1	XP_039313116.1, XP_039313117.1
OG0000209	XP_034184421.1	XP_011160517.1, XP_011160520.1
OG0000210	XP_034195547.1	XP_039301699.1
OG0000210	XP_034177733.1	XP_025991680.2
OG0000212	XP_034190213.1	XP_011175847.2
OG0000213	XP_034181405.1, XP_034181403.1, XP_034181402.1, XP_034181400.1, XP_034181399.1, XP_034181401.1	XP_039307097.1, XP_039307100.1, XP_039307098.1, XP_039307099.1, XP_039307096.1
OG0000214	XP_034181682.1	XP_011162082.1
OG0000215	XP_034179200.1, XP_034179201.1, XP_034179202.1	XP_025993451.1, XP_039314411.1, XP_011167858.1
OG0000215	XP_034179204.1	XP_011167862.1, XP_039314414.1, XP_039314413.1, XP_011167867.1, XP_039314640.1
OG0000216	XP_034174664.1	XP_011163750.1
OG0000217	XP_034192714.1	XP_011155464.2
OG0000218	XP_034179355.1, XP_034179356.1, XP_034179353.1	XP_011160002.1, XP_011160001.1, XP_011160003.1, XP_011160000.1
OG0000219	XP_034182415.1, XP_034182416.1, XP_034182417.1, XP_034182418.1, XP_034182419.1	XP_011168754.1, XP_011168753.1, XP_011168751.1, XP_011168750.1, XP_011168748.1
OG0000220	XP_034185665.1, XP_034185663.1, XP_034185662.1, XP_034185661.1, XP_034185660.1, XP_034185659.1, XP_034185666.1, XP_034185667.1	XP_039306555.1, XP_039306557.1, XP_039306558.1, XP_039306556.1, XP_039306554.1, XP_011172901.1
OG0000221	XP_034172270.1	XP_025986297.1
OG0000223	XP_034187872.1	XP_011166243.1
OG0000223	XP_034174855.1	XP_011158143.1
OG0000225	XP_034187524.1, XP_034187523.1	XP_011163590.1, XP_011163589.1, XP_039304922.1
OG0000225	XP_034174370.1	XP_011163592.1
OG0000226	XP_034178580.1	XP_025988435.1
OG0000226	XP_034178152.1, XP_034178153.1, XP_034178155.1	XP_025988429.1
OG0000227	XP_034186580.1, XP_034186581.1, XP_034186577.1, XP_034186578.1, XP_034186579.1, XP_034186576.1	XP_025988617.1, XP_025988616.1
OG0000228	XP_034194960.1, XP_034195023.1, XP_034195027.1, XP_034194846.1, XP_034194798.1	XP_039311970.1, XP_039304297.1
OG0000229	XP_034171126.1	XP_011167118.1
OG0000230	XP_034178098.1	XP_039310937.1, XP_011157985.1
OG0000231	XP_034190001.1, XP_034190002.1	XP_039311197.1, XP_025994418.1, XP_025994419.1, XP_025994417.1
OG0000232	XP_034180300.1	XP_011161208.1, XP_011161207.1
OG0000233	XP_034173028.1, XP_034173029.1, XP_034173027.1	XP_011165376.2, XP_011165374.2, XP_011165377.1, XP_011165378.1, XP_011165383.1, XP_025993530.1, XP_011165381.1, XP_011165400.1, XP_025993534.2
OG0000234	XP_034195401.1	XP_039301750.1, XP_039301749.1, XP_025986027.1, XP_025986025.2, XP_025986029.1, XP_025986030.1, XP_025986032.1, XP_025986033.1, XP_025986034.1, XP_025992614.1
OG0000235	XP_034181826.1, XP_034181830.1, XP_034181832.1	XP_039301746.1, XP_011176069.1, XP_011176072.1, XP_011176068.1
OG0000236	XP_034193620.1, XP_034193619.1, XP_034193622.1, XP_034193621.1	XP_011164467.1
OG0000236	XP_034193614.1, XP_034177212.1	XP_025993904.1
OG0000237	XP_034194078.1	XP_025992756.2
OG0000239	XP_034178769.1, XP_034178779.1, XP_034178780.1, XP_034178777.1, XP_034178778.1	XP_011164898.1, XP_011164905.1, XP_039315084.1, XP_039313572.1, XP_025986634.2, XP_025986633.2, XP_025986632.2
OG0000240	XP_034175682.1, XP_034180954.1, XP_034180941.1	XP_039315157.1, XP_011160092.3, XP_011160096.2, XP_011160089.1, XP_039309756.1, XP_011160938.2, XP_039309767.1, XP_039309764.1, XP_011160940.2, XP_039309765.1, XP_039309199.1, XP_039309198.1, XP_025992868.2, XP_025992871.2
OG0000241	XP_034176484.1, XP_034176485.1, XP_034176486.1	XP_011175763.2
OG0000243	XP_034195602.1	XP_039301690.1, XP_039301691.1, XP_011170229.2, XP_039312287.1, XP_039312290.1, XP_011163953.1, XP_039304163.1, XP_011166868.1, XP_011166866.1, XP_011166867.2
OG0000244	XP_034191998.1	XP_039306518.1, XP_011175201.1, XP_011175202.1
OG0000245	XP_034194081.1	XP_011162616.1
OG0000246	XP_034190713.1	XP_011161827.1, XP_039303228.1
OG0000246	XP_034190757.1	XP_039302793.1, XP_039302661.1
OG0000247	XP_034192945.1	XP_011173011.1
OG0000248	XP_034175213.1	XP_025995392.1
OG0000249	XP_034175198.1	XP_011156910.2, XP_039306219.1, XP_011156908.1, XP_011174006.1
OG0000250	XP_034185851.1	XP_011161725.1, XP_025995993.1, XP_025995992.1
OG0000250	XP_034186045.1	XP_011156530.2
OG0000251	XP_034174897.1, XP_034186398.1	XP_011175696.1
OG0000252	XP_034172163.1	XP_025997250.1
OG0000253	XP_034188715.1	XP_039309534.1
OG0000254	XP_034181711.1	XP_011166638.1
OG0000254	XP_034176775.1	XP_011155529.1
OG0000255	XP_034175416.1	XP_039307633.1, XP_011165456.1, XP_011165455.1, XP_039307648.1, XP_039303212.1, XP_039301859.1, XP_039301860.1, XP_039304117.1, XP_039307649.1, XP_039301858.1, XP_011155980.2
OG0000255	XP_034174148.1, XP_034174137.1	XP_011171007.1
OG0000256	XP_034172377.1, XP_034172378.1, XP_034172380.1, XP_034172381.1, XP_034172375.1, XP_034172379.1, XP_034172374.1	XP_011169053.1, XP_011169052.1
OG0000257	XP_034180530.1	XP_039314679.1
OG0000257	XP_034180525.1	XP_039314645.1
OG0000258	XP_034179516.1	XP_025992647.1, XP_039303185.1, XP_039302453.1, XP_025996520.1, XP_025992648.1, XP_011164418.2
OG0000259	XP_034173230.1	XP_039309679.1, XP_039309716.1, XP_039309721.1, XP_039309680.1, XP_039309686.1, XP_039309683.1, XP_039309708.1, XP_039309709.1, XP_039309696.1, XP_039309717.1, XP_039309719.1, XP_011170601.2, XP_039309643.1, XP_011170599.2, XP_039309710.1, XP_039309647.1, XP_039309631.1, XP_039309632.1, XP_011166100.3, XP_039309639.1, XP_039309641.1, XP_039309642.1, XP_039309689.1, XP_039309644.1, XP_039309703.1, XP_039309712.1, XP_039309711.1, XP_039309714.1, XP_039309713.1, XP_039309530.1, XP_039309678.1, XP_039309724.1, XP_025994309.2
OG0000260	XP_034176615.1	XP_039302312.1
OG0000261	XP_034174496.1, XP_034174495.1, XP_034174497.1	XP_011163661.1, XP_039305380.1, XP_011163662.1
OG0000263	XP_034176251.1, XP_034176252.1, XP_034176253.1, XP_034176254.1	XP_011170654.1, XP_011170655.1, XP_011170657.1, XP_011170656.1, XP_011170653.1
OG0000264	XP_034192517.1, XP_034192519.1	XP_039306192.1
OG0000264	XP_034192532.1, XP_034192535.1, XP_034192533.1	XP_011165046.1
OG0000265	XP_034172043.1	XP_011163230.1, XP_011172089.2, XP_025991743.1
OG0000265	XP_034172048.1, XP_034172047.1, XP_034172050.1, XP_034172049.1	XP_011172088.1
OG0000266	XP_034178854.1	XP_011163945.2
OG0000266	XP_034179808.1	XP_011167747.1
OG0000268	XP_034187249.1, XP_034187250.1	XP_011158225.1, XP_011158224.1
OG0000269	XP_034171785.1, XP_034171786.1, XP_034171784.1	XP_011176251.1, XP_011176253.1, XP_025987467.1, XP_025987468.1, XP_025987465.1, XP_025987466.1, XP_025987463.1, XP_025987464.1
OG0000270	XP_034187848.1	XP_025992265.1
OG0000270	XP_034187840.1	XP_011166273.1
OG0000271	XP_034173987.1, XP_034173988.1	NP_001291526.1, XP_025988373.1
OG0000271	XP_034181157.1	XP_011161787.2
OG0000272	XP_034188739.1	XP_025989138.1
OG0000272	XP_034180090.1, XP_034180092.1	XP_011157845.2
OG0000273	XP_034173815.1, XP_034173817.1	XP_011169097.2, XP_011169099.2, XP_025988447.2, XP_011169096.2
OG0000274	XP_034177647.1, XP_034177646.1, XP_034177645.1	XP_039314283.1, XP_039314280.1, XP_039314281.1, XP_025988766.1, XP_025988765.1, XP_025988767.1, XP_039314282.1
OG0000275	XP_034184775.1, XP_034184776.1, XP_034184777.1, XP_034184778.1, XP_034184779.1	XP_039313032.1, XP_039313033.1, XP_039313034.1
OG0000276	XP_034183449.1	XP_025988816.1, XP_011164236.1
OG0000277	XP_034180149.1	XP_011157342.1
OG0000278	XP_034196238.1	XP_011164304.1, XP_011164305.1
OG0000279	XP_034178078.1, XP_034178079.1	XP_025993822.1, XP_025993819.1, XP_025993821.1, XP_025993820.1, XP_039309319.1, XP_011164446.1, XP_039309318.1
OG0000281	XP_034183439.1	XP_011164399.1
OG0000281	XP_034177719.1	XP_011170785.2
OG0000283	XP_034177112.1, XP_034177113.1, XP_034177114.1	XP_039302806.1
OG0000284	XP_034177244.1	XP_025994994.1
OG0000284	XP_034176612.1	XP_011161425.1
OG0000285	XP_034174210.1, XP_034174208.1, XP_034174209.1, XP_034174207.1	XP_039311592.1, XP_011176371.1, XP_011176378.1, XP_011176361.1
OG0000286	XP_034185528.1	XP_011158397.1, XP_011158395.1, XP_011158398.1, XP_025991394.1
OG0000287	XP_034181060.1	XP_011165802.1
OG0000288	XP_034182201.1	XP_011167249.2
OG0000288	XP_034176886.1	XP_039314771.1
OG0000289	XP_034172935.1	XP_039313629.1, XP_039313627.1, XP_011166676.1, XP_025994274.1, XP_011166677.1, XP_011166680.1, XP_011166679.1
OG0000290	XP_034180983.1	XP_011170099.1
OG0000291	XP_034179489.1	XP_011165472.3
OG0000292	XP_034187357.1	XP_039302767.1, XP_011157418.1, XP_025993038.1, XP_025993037.1, XP_025993036.1, XP_025993035.1, XP_039302766.1
OG0000292	XP_034185757.1	XP_011157423.1
OG0000293	XP_034186973.1	XP_039305187.1
OG0000294	XP_034196676.1	XP_039305591.1, XP_039305577.1, XP_039305938.1, XP_039305191.1
OG0000295	XP_034177800.1, XP_034177802.1, XP_034177803.1	XP_011157721.3
OG0000296	XP_034182600.1, XP_034182597.1, XP_034182598.1	XP_039313607.1
OG0000297	XP_034181132.1	XP_039312929.1
OG0000298	XP_034177626.1, XP_034177625.1, XP_034177622.1, XP_034177623.1	XP_011163496.1, XP_039314927.1, XP_039314926.1, XP_011163495.1
OG0000299	XP_034182423.1, XP_034182421.1, XP_034182422.1, XP_034182424.1	XP_011168755.2, XP_039308295.1, XP_011168756.2
OG0000300	XP_034193167.1, XP_034193170.1	XP_039309883.1
OG0000301	XP_034187069.1	XP_011170516.1, XP_039304166.1
OG0000301	XP_034187199.1	XP_011156580.1
OG0000302	XP_034189445.1, XP_034189444.1	XP_039311789.1
OG0000304	XP_034185537.1, XP_034185536.1, XP_034185539.1, XP_034185538.1, XP_034185540.1, XP_034185535.1	XP_039302604.1, XP_011175853.1
OG0000305	XP_034181240.1	XP_011161793.1
OG0000305	XP_034172491.1	XP_011165476.2
OG0000306	XP_034176770.1, XP_034176766.1	XP_025988786.1, XP_011170424.1, XP_039314289.1
OG0000307	XP_034191324.1, XP_034191323.1	XP_039315186.1, XP_039309355.1, XP_039315188.1, XP_039315187.1, XP_039309356.1, XP_039309357.1
OG0000308	XP_034183858.1, XP_034183859.1, XP_034183861.1, XP_034183857.1, XP_034183860.1, XP_034183862.1, XP_034183855.1, XP_034183854.1	XP_025990312.1, XP_039306101.1, XP_025990313.1, XP_039306095.1, XP_039306092.1, XP_039306103.1
OG0000309	XP_034191109.1, XP_034191110.1	XP_039314088.1, XP_025995008.1, XP_025995007.1, XP_025995009.1
OG0000310	XP_034171333.1, XP_034171334.1, XP_034171330.1, XP_034171331.1, XP_034171332.1	XP_011158546.1, XP_011158544.1, XP_039302548.1, XP_039302551.1, XP_039302550.1, XP_039302549.1, XP_039302552.1, XP_039302553.1
OG0000311	XP_034192428.1	XP_025991643.1, XP_011161322.1, XP_039314394.1, XP_039301666.1, XP_039301665.1, XP_011162412.2, XP_039308731.1, XP_011161325.1, XP_039306127.1, XP_025997312.1, XP_011175170.1, XP_039306544.1, XP_039306543.1, XP_011175275.1, XP_039306140.1, XP_039306124.1, XP_039306125.1, XP_039306123.1, XP_039306134.1, XP_039306133.1, XP_039306137.1, XP_039315137.1
OG0000312	XP_034194110.1, XP_034194111.1	XP_011173333.1
OG0000313	XP_034185221.1	XP_011175815.1
OG0000314	XP_034178892.1	XP_039310823.1
OG0000315	XP_034196203.1	XP_011156600.1, XP_011167657.2, XP_011167650.2, XP_011167653.1, XP_039312601.1, XP_011167658.1, XP_011167651.2, XP_011167652.1, XP_011167649.1
OG0000316	XP_034190778.1	XP_011165933.1
OG0000316	XP_034191977.1	XP_025989686.2
OG0000317	XP_034175009.1, XP_034175007.1, XP_034175006.1, XP_034175001.1, XP_034175000.1, XP_034174999.1, XP_034175005.1, XP_034175004.1, XP_034175003.1, XP_034175002.1, XP_034175008.1	XP_025995413.2, XP_039313826.1, XP_011162316.2, XP_011162315.2, XP_025995412.2
OG0000318	XP_034190993.1	XP_011176294.1
